
[00:00:00.000 --> 00:00:04.000]  所以今天特別為大家寫了一篇新的講章
[00:01:34.000 --> 00:01:37.000]  為什麼我們不可以妄稱神的名呢?
[00:01:37.000 --> 00:01:39.000]  最重要就是我們對神
[00:01:39.000 --> 00:01:42.000]  有沒有這份尊重和敬畏的心
[00:01:42.000 --> 00:01:43.000]  這個是很重要的
[00:01:43.000 --> 00:01:46.000]  妄稱在希伯利文的意思就是說
[00:01:46.000 --> 00:01:47.000]  你虛空
[00:01:47.000 --> 00:01:48.000]  沒有意思
[00:01:48.000 --> 00:01:49.000]  虛假
[00:01:49.000 --> 00:01:51.000]  甚至不誠實地去講一些東西
[00:01:51.000 --> 00:01:53.000]  或者胡亂稱呼
[00:01:53.000 --> 00:01:54.000]  隨隨便便叫
[00:01:54.000 --> 00:01:57.000]  我們現在活在英國
[00:01:57.000 --> 00:01:59.000]  你知道西方國家
[00:01:59.000 --> 00:02:01.000]  那時候也會妄稱神的名
[00:02:01.000 --> 00:02:03.000]  你有沒有看過一些電影
[00:02:03.000 --> 00:02:04.000]  回到家的時候
[00:02:04.000 --> 00:02:07.000]  發覺兒子在家裡玩
[00:02:07.000 --> 00:02:08.000]  把東西打爛了
[00:02:08.000 --> 00:02:09.000]  他們說什麼?
[00:02:09.000 --> 00:02:11.000]  Oh my god!
[00:02:11.000 --> 00:02:12.000]  就是這樣
[00:02:12.000 --> 00:02:14.000]  他不是去呼求神的
[00:02:14.000 --> 00:02:15.000]  Oh my god!
[00:02:15.000 --> 00:02:16.000]  有時候有些什麼?
[00:02:16.000 --> 00:02:18.000]  Oh! Jesus Christ!
[00:02:18.000 --> 00:02:20.000]  他又不是去求主的名
[00:02:20.000 --> 00:02:22.000]  但他就說 Jesus Christ
[00:02:22.000 --> 00:02:24.000]  甚至有時候說什麼?
[00:02:24.000 --> 00:02:25.000]  Bullshit
[00:02:25.000 --> 00:02:27.000]  知道什麼意思嗎?
[00:02:27.000 --> 00:02:29.000]  Shit是那批屎
[00:02:29.000 --> 00:02:31.000]  就說胡亂說話
[00:02:31.000 --> 00:02:33.000]  原來他們有時候
[00:02:33.000 --> 00:02:35.000]  一看到這些情形
[00:02:35.000 --> 00:02:36.000]  就用神的名
[00:02:36.000 --> 00:02:37.000]  Oh!
[00:02:37.000 --> 00:02:38.000]  來看看他講
[00:02:38.000 --> 00:02:39.000]  來看看他發洩
[00:02:39.000 --> 00:02:41.000]  那怎麼可以呢?
[00:02:41.000 --> 00:02:43.000]  香港人有沒有這個問題呢?
[00:02:43.000 --> 00:02:45.000]  都有的
[00:02:45.000 --> 00:02:48.000]  考考大家對足球的認識
[00:02:48.000 --> 00:02:51.000]  第一隊引入外援的人
[00:02:51.000 --> 00:02:52.000]  叫劉浪
[00:02:52.000 --> 00:02:56.000]  中鋒就叫華德
[00:02:56.000 --> 00:02:58.000]  他的花名叫什麼?
[00:02:58.000 --> 00:02:59.000]  有沒有人知道?
[00:02:59.000 --> 00:03:01.000]  是大水牛華德
[00:03:01.000 --> 00:03:03.000]  打左翼的那個
[00:03:03.000 --> 00:03:05.000]  就叫居里
[00:03:05.000 --> 00:03:06.000]  但你知不知道
[00:03:06.000 --> 00:03:07.000]  居里的花名是什麼?
[00:03:07.000 --> 00:03:09.000]  耶穌
[00:03:09.000 --> 00:03:11.000]  因為他滿臉鬍鬚的
[00:03:11.000 --> 00:03:14.000]  好像畫像裡面的耶穌
[00:03:14.000 --> 00:03:16.000]  後來就轉投了貞公
[00:03:16.000 --> 00:03:17.000]  這個居里也很厲害
[00:03:17.000 --> 00:03:19.000]  後來退了翼之後
[00:03:19.000 --> 00:03:22.000]  就做了嘉士伯那個代言人
[00:03:22.000 --> 00:03:24.000]  當居里踢球的時候
[00:03:24.000 --> 00:03:26.000]  哇!耶穌快點啊!
[00:03:26.000 --> 00:03:28.000]  你叫耶穌快點
[00:03:28.000 --> 00:03:31.000]  原來是叫球員快點
[00:03:31.000 --> 00:03:33.000]  我那時候是捧貞公的
[00:03:33.000 --> 00:03:35.000]  但我都不敢叫耶穌的
[00:03:35.000 --> 00:03:39.000]  因為我知道這條戒命
[00:03:39.000 --> 00:03:42.000]  還有就算不是足球那些
[00:03:42.000 --> 00:03:45.000]  如果你講話講得長氣一點
[00:03:45.000 --> 00:03:47.000]  那些人怎麼跟你講?
[00:03:47.000 --> 00:03:49.000]  不要跟我說耶穌
[00:03:49.000 --> 00:03:52.000]  他不會說不要跟我說觀音
[00:03:52.000 --> 00:03:53.000]  是這麼特別的
[00:03:53.000 --> 00:03:56.000]  我爸爸也試過這樣跟我說
[00:03:56.000 --> 00:03:57.000]  不要跟我說耶穌
[00:03:57.000 --> 00:03:59.000]  我馬上看著他
[00:03:59.000 --> 00:04:00.000]  不是目露胸光
[00:04:00.000 --> 00:04:01.000]  但有一點點壓力
[00:04:01.000 --> 00:04:02.000]  因為我仍然有給家用
[00:04:02.000 --> 00:04:04.000]  我爸爸馬上轉口
[00:04:04.000 --> 00:04:06.000]  原來錢都很重要
[00:04:06.000 --> 00:04:08.000]  當然這是我們要反省的
[00:04:08.000 --> 00:04:09.000]  因為很多時候
[00:04:09.000 --> 00:04:10.000]  我們基督徒給人一個印象
[00:04:10.000 --> 00:04:12.000]  只是只講
[00:04:12.000 --> 00:04:14.000]  沒有去做
[00:04:14.000 --> 00:04:16.000]  這是我們要去反思
[00:04:16.000 --> 00:04:17.000]  所以呢
[00:04:17.000 --> 00:04:19.000]  有時候我們聽到這些話的時候
[00:04:19.000 --> 00:04:22.000]  我們會不會心裡面有這個的不安呢?
[00:04:22.000 --> 00:04:26.000]  原來當日特別是在舊約的時代
[00:04:26.000 --> 00:04:29.000]  縱使有些人不是信耶和華神
[00:04:29.000 --> 00:04:32.000]  他們很多時候都用他們的神明
[00:04:32.000 --> 00:04:34.000]  來作為一個保證
[00:04:34.000 --> 00:04:36.000]  我們來看看
[00:04:36.000 --> 00:04:38.000]  夜洗別大家都很熟悉
[00:04:38.000 --> 00:04:42.000]  特別是這屆的港急盤連經大會
[00:04:42.000 --> 00:04:44.000]  都是講以利亞
[00:04:44.000 --> 00:04:48.000]  夜洗別他要去追殺以利亞
[00:04:48.000 --> 00:04:49.000]  你看看夜洗別說了些什麼
[00:04:49.000 --> 00:04:51.000]  我們一齊帶大家去看
[00:04:51.000 --> 00:04:54.000]  這次寄上十九章的第二節
[00:04:54.000 --> 00:04:56.000]  我們一齊帶大家去讀出
[00:04:56.000 --> 00:05:00.000]  夜洗別就差遣人去見以利亞
[00:05:00.000 --> 00:05:01.000]  告訴他說
[00:05:01.000 --> 00:05:03.000]  明日若在這時候
[00:05:03.000 --> 00:05:05.000]  我若不使你的性命
[00:05:05.000 --> 00:05:08.000]  像那些人的性命一樣
[00:05:08.000 --> 00:05:11.000]  願神明重重的降罰予我
[00:05:11.000 --> 00:05:12.000]  聽到嗎?
[00:05:12.000 --> 00:05:15.000]  夜洗別就跟以利亞的港軍說
[00:05:15.000 --> 00:05:16.000]  我讓你走
[00:05:16.000 --> 00:05:18.000]  看你能走多遠
[00:05:18.000 --> 00:05:19.000]  但是明日這個時候
[00:05:19.000 --> 00:05:21.000]  若我不使你的性命
[00:05:21.000 --> 00:05:23.000]  願神重重的懲罰我
[00:05:23.000 --> 00:05:24.000]  他用他的神
[00:05:24.000 --> 00:05:26.000]  他不是拜耶和神的
[00:05:26.000 --> 00:05:27.000]  他是拜巴力的
[00:05:27.000 --> 00:05:30.000]  我們再看看另外一個經文
[00:05:30.000 --> 00:05:31.000]  就是什麼呢?
[00:05:31.000 --> 00:05:35.000]  就是汴哈達去攻取北邊以色列國
[00:05:35.000 --> 00:05:37.000]  他的軍隊很強
[00:05:37.000 --> 00:05:38.000]  他在那裡說
[00:05:38.000 --> 00:05:40.000]  我們每一個人
[00:05:40.000 --> 00:05:43.000]  在你的國土裡不一匹泥
[00:05:43.000 --> 00:05:46.000]  隨時可以清掉你們的國土
[00:05:46.000 --> 00:05:48.000]  而且不夠我們匹
[00:05:48.000 --> 00:05:50.000]  如果我們做不到的時候
[00:05:50.000 --> 00:05:51.000]  看看怎樣
[00:05:51.000 --> 00:05:52.000]  我們一齊帶大家
[00:05:52.000 --> 00:05:54.000]  去讀列王寄上二十章的第十節
[00:05:54.000 --> 00:05:56.000]  我們一齊讀出
[00:05:56.000 --> 00:06:00.000]  汴哈達由差遣人去見阿哈說
[00:06:00.000 --> 00:06:02.000]  撒瑪利亞的塵土
[00:06:02.000 --> 00:06:04.000]  若夠跟從我的人
[00:06:04.000 --> 00:06:06.000]  每人捧一捧的
[00:06:06.000 --> 00:06:09.000]  願神明重重的降罰予我
[00:06:09.000 --> 00:06:10.000]  看到嗎?
[00:06:10.000 --> 00:06:13.000]  他們都會用他們所相信的神
[00:06:13.000 --> 00:06:14.000]  去說
[00:06:14.000 --> 00:06:15.000]  如果不行的時候
[00:06:15.000 --> 00:06:17.000]  我們神神通通封了
[00:06:17.000 --> 00:06:19.000]  十誡是不可妄清神的名
[00:06:19.000 --> 00:06:20.000]  但是不要忘記
[00:06:20.000 --> 00:06:23.000]  有時候人在那種怒氣
[00:06:23.000 --> 00:06:25.000]  或者在不穩定的情緒之下
[00:06:25.000 --> 00:06:27.000]  都可能會犯這個錯
[00:06:27.000 --> 00:06:29.000]  大衛
[00:06:29.000 --> 00:06:31.000]  他來做什麼呢?
[00:06:31.000 --> 00:06:33.000]  他聽到一個有錢人喇叭
[00:06:33.000 --> 00:06:35.000]  不肯給他東西
[00:06:35.000 --> 00:06:37.000]  我剛才在這裡講過這篇道
[00:06:37.000 --> 00:06:39.000]  就是《作和平之子》
[00:06:39.000 --> 00:06:42.000]  喇叭不肯給大衛東西
[00:06:42.000 --> 00:06:44.000]  大衛很生氣
[00:06:44.000 --> 00:06:46.000]  然後就說
[00:06:46.000 --> 00:06:48.000]  我明天要殺光喇叭
[00:06:48.000 --> 00:06:50.000]  所有的藍丁
[00:06:50.000 --> 00:06:52.000]  但是
[00:06:52.000 --> 00:06:53.000]  他接著怎麼說呢?
[00:06:53.000 --> 00:06:56.000]  我們一齊讀十號二記上
[00:06:56.000 --> 00:06:57.000]  第二十五章的第二十二節
[00:06:57.000 --> 00:06:59.000]  我們一齊讀出
[00:06:59.000 --> 00:07:01.000]  凡屬喇叭的藍丁
[00:07:01.000 --> 00:07:03.000]  我若留一個到明日早晨
[00:07:03.000 --> 00:07:06.000]  願神重重降罰予我
[00:07:06.000 --> 00:07:08.000]  聽到嗎?
[00:07:08.000 --> 00:07:10.000]  如果我不殺光他們的藍丁
[00:07:10.000 --> 00:07:12.000]  願神重重懲罰我
[00:07:12.000 --> 00:07:14.000]  但是我想問大家
[00:07:14.000 --> 00:07:16.000]  這三段經文裡面所講的東西
[00:07:16.000 --> 00:07:18.000]  那些人
[00:07:18.000 --> 00:07:20.000]  他做不成的
[00:07:20.000 --> 00:07:22.000]  耶穌在這邊有沒有追殺到以利亞?
[00:07:22.000 --> 00:07:24.000]  沒有嘛
[00:07:24.000 --> 00:07:26.000]  變黑特輸了
[00:07:26.000 --> 00:07:28.000]  後來大衛有沒有殺光喇叭的藍丁?
[00:07:28.000 --> 00:07:30.000]  沒有
[00:07:30.000 --> 00:07:32.000]  那麼神有沒有重重懲罰他?
[00:07:32.000 --> 00:07:34.000]  他想不想神重重懲罰他?
[00:07:34.000 --> 00:07:36.000]  是不會
[00:07:36.000 --> 00:07:38.000]  所以今天有時候有些人
[00:07:38.000 --> 00:07:40.000]  都會用神的名字來做擋箭牌
[00:07:40.000 --> 00:07:42.000]  好了,不要忘記
[00:07:42.000 --> 00:07:44.000]  原來希伯來人的「明」這個字
[00:07:44.000 --> 00:07:46.000]  不只是名字
[00:07:46.000 --> 00:07:48.000]  是代表了那個人
[00:07:48.000 --> 00:07:50.000]  是那個人的本質
[00:07:50.000 --> 00:07:52.000]  神的「明」是什麼?
[00:07:52.000 --> 00:07:54.000]  就是代表了神的本質
[00:07:54.000 --> 00:07:56.000]  神是尊貴
[00:07:56.000 --> 00:07:58.000]  榮耀
[00:07:58.000 --> 00:08:00.000]  滿有權能恩典的神
[00:08:00.000 --> 00:08:02.000]  這一章
[00:08:02.000 --> 00:08:04.000]  我們要好好地
[00:08:04.000 --> 00:08:06.000]  去小心
[00:08:06.000 --> 00:08:08.000]  我們中國人怎麼講呢?
[00:08:08.000 --> 00:08:10.000]  我們皇帝的名字
[00:08:10.000 --> 00:08:12.000]  不可以隨便稱呼
[00:08:12.000 --> 00:08:14.000]  如果新的皇帝登基
[00:08:14.000 --> 00:08:16.000]  你的名字跟他一樣
[00:08:16.000 --> 00:08:18.000]  你立刻要改名字
[00:08:18.000 --> 00:08:20.000]  不然是斬頭的
[00:08:20.000 --> 00:08:22.000]  主耶穌怎麼教我們祈禱?
[00:08:22.000 --> 00:08:24.000]  我們在天上的父
[00:08:24.000 --> 00:08:26.000]  第一句是什麼?
[00:08:26.000 --> 00:08:30.000]  願人都尊你的名為聖
[00:08:30.000 --> 00:08:32.000]  要尊重神
[00:08:32.000 --> 00:08:34.000]  不只是名字
[00:08:34.000 --> 00:08:36.000]  原來「明」字是代表了神
[00:08:36.000 --> 00:08:38.000]  所以我們要很小心
[00:08:38.000 --> 00:08:40.000]  在舊約裡面
[00:08:40.000 --> 00:08:42.000]  你知道他們抄寫聖經
[00:08:42.000 --> 00:08:44.000]  我有機會帶大家去以色列
[00:08:44.000 --> 00:08:46.000]  特別去到死海古卷的地方
[00:08:46.000 --> 00:08:48.000]  就會介紹給大家知道
[00:08:48.000 --> 00:08:50.000]  現在以色列有個叫聖書博物館
[00:08:50.000 --> 00:08:52.000]  在死海古卷裡面
[00:08:52.000 --> 00:08:54.000]  其中有一卷很完整的
[00:08:54.000 --> 00:08:56.000]  就是《二塞亞書》
[00:08:56.000 --> 00:08:58.000]  對照現在的希伯來文
[00:08:58.000 --> 00:09:00.000]  你知道他們怎麼抄寫聖經嗎?
[00:09:00.000 --> 00:09:02.000]  是有人在旁邊看著他們寫
[00:09:02.000 --> 00:09:04.000]  每天不是寫很多
[00:09:04.000 --> 00:09:06.000]  一寫到神的名字
[00:09:06.000 --> 00:09:08.000]  他們是漏空了
[00:09:08.000 --> 00:09:10.000]  不寫的
[00:09:10.000 --> 00:09:12.000]  寫完那本書之後
[00:09:12.000 --> 00:09:14.000]  他們是要侮辱
[00:09:14.000 --> 00:09:16.000]  要潔淨 要禱告
[00:09:16.000 --> 00:09:18.000]  然後才很小心
[00:09:18.000 --> 00:09:20.000]  很認真
[00:09:20.000 --> 00:09:22.000]  把神的名字寫上去
[00:09:22.000 --> 00:09:26.000]  所以他們要很尊重神的名
[00:09:26.000 --> 00:09:28.000]  這是很重要的
[00:09:28.000 --> 00:09:30.000]  聖經裡面提醒我們
[00:09:30.000 --> 00:09:32.000]  我們要怎樣呢?
[00:09:32.000 --> 00:09:34.000]  我們要很小心地祈禱
[00:09:34.000 --> 00:09:36.000]  今天我們的祈禱
[00:09:36.000 --> 00:09:38.000]  有時候我們想到什麼就想什麼
[00:09:38.000 --> 00:09:40.000]  說什麼是對的
[00:09:40.000 --> 00:09:42.000]  我們還說聖靈感動我們
[00:09:42.000 --> 00:09:44.000]  但是不要忘記聖經中提醒我們
[00:09:44.000 --> 00:09:46.000]  要用悟性去祈禱
[00:09:46.000 --> 00:09:48.000]  我們一起來看哥林多前書
[00:09:48.000 --> 00:09:50.000]  第十四章 第十五節
[00:09:50.000 --> 00:09:52.000]  我們一起來讀出
[00:09:52.000 --> 00:09:54.000]  我要用靈禱告
[00:09:54.000 --> 00:09:56.000]  也要用悟性去歌唱
[00:09:56.000 --> 00:09:58.000]  我們祈禱有時候
[00:09:58.000 --> 00:10:00.000]  會不會隨口說
[00:10:00.000 --> 00:10:02.000]  或者我們祈禱之前
[00:10:02.000 --> 00:10:04.000]  有沒有想一想
[00:10:04.000 --> 00:10:06.000]  我究竟要為什麼事祈禱
[00:10:06.000 --> 00:10:08.000]  甚至有時候你祈禱完之後
[00:10:08.000 --> 00:10:10.000]  哀呀 哀悶完之後
[00:10:10.000 --> 00:10:12.000]  死了 還有一些事情還沒祈禱
[00:10:12.000 --> 00:10:14.000]  又跟神說再見
[00:10:14.000 --> 00:10:16.000]  叫不叫我回來好呢
[00:10:16.000 --> 00:10:18.000]  不知道再祈不祈禱下去
[00:10:18.000 --> 00:10:20.000]  我們有沒有用悟性去禱告
[00:10:20.000 --> 00:10:22.000]  這個是很重要
[00:10:22.000 --> 00:10:24.000]  所以今天我們要很小心
[00:10:24.000 --> 00:10:26.000]  我們唱詩也是
[00:10:26.000 --> 00:10:28.000]  當年我目會的時候
[00:10:28.000 --> 00:10:30.000]  奉獻的時候
[00:10:30.000 --> 00:10:32.000]  有一首歌一定不唱
[00:10:32.000 --> 00:10:34.000]  因為我不想害會友說謊
[00:10:34.000 --> 00:10:36.000]  一首青年聖歌叫做
[00:10:36.000 --> 00:10:38.000]  全所有奉獻
[00:10:38.000 --> 00:10:40.000]  大家唱得很爽
[00:10:40.000 --> 00:10:42.000]  但是奉獻都傳過來
[00:10:42.000 --> 00:10:44.000]  有些人是不奉獻的
[00:10:44.000 --> 00:10:46.000]  有些奉獻可能是寡婦
[00:10:46.000 --> 00:10:48.000]  奉獻兩個小錢
[00:10:48.000 --> 00:10:50.000]  但是他在唱全所有奉獻
[00:10:50.000 --> 00:10:52.000]  如果是的時候
[00:10:52.000 --> 00:10:54.000]  我逐個錢包搜一搜
[00:10:54.000 --> 00:10:56.000]  全部都發現很多人說謊
[00:10:56.000 --> 00:10:58.000]  所以我們要很小心
[00:10:58.000 --> 00:11:00.000]  我當年在神學院的時候
[00:11:00.000 --> 00:11:02.000]  有一首歌我怎樣都不唱
[00:11:02.000 --> 00:11:04.000]  雖然我已經奉獻了自己做傳道人
[00:11:04.000 --> 00:11:06.000]  但是我覺得
[00:11:06.000 --> 00:11:08.000]  我還沒到這個地步
[00:11:08.000 --> 00:11:10.000]  就是主令我何往必去
[00:11:10.000 --> 00:11:12.000]  我不知道大家有沒有
[00:11:12.000 --> 00:11:14.000]  唱過這首歌
[00:11:14.000 --> 00:11:16.000]  Wherever he leads me I will go
[00:11:16.000 --> 00:11:18.000]  我看到同學唱得很興奮
[00:11:18.000 --> 00:11:20.000]  我心想如果神真的呼召你去
[00:11:20.000 --> 00:11:22.000]  一個荒蕪之地
[00:11:22.000 --> 00:11:24.000]  你去不去
[00:11:24.000 --> 00:11:26.000]  有時候會不會
[00:11:26.000 --> 00:11:28.000]  我們在敬拜裡面唱詩
[00:11:28.000 --> 00:11:30.000]  我們都是
[00:11:30.000 --> 00:11:32.000]  很虛假的
[00:11:32.000 --> 00:11:34.000]  我們說我們尊重神
[00:11:34.000 --> 00:11:36.000]  但原來很多人遲到
[00:11:36.000 --> 00:11:38.000]  很愛主
[00:11:38.000 --> 00:11:40.000]  但是他整個星期都沒看過聖經
[00:11:40.000 --> 00:11:42.000]  所以今天我們要很小心
[00:11:42.000 --> 00:11:44.000]  我們要神言守約
[00:11:44.000 --> 00:11:46.000]  這個是很重要
[00:11:46.000 --> 00:11:48.000]  聖經裡面很清楚說
[00:11:48.000 --> 00:11:50.000]  就是如果
[00:11:50.000 --> 00:11:52.000]  我們在
[00:11:52.000 --> 00:11:54.000]  困難當中
[00:11:54.000 --> 00:11:56.000]  我們向神呼求
[00:11:56.000 --> 00:11:58.000]  但是往往有時候我們有一個問題
[00:11:58.000 --> 00:12:00.000]  就是怎樣
[00:12:00.000 --> 00:12:02.000]  我們會來帶去跟神說
[00:12:02.000 --> 00:12:04.000]  神如果你帶領我離開這個困境
[00:12:04.000 --> 00:12:06.000]  你幫助到我的時候
[00:12:06.000 --> 00:12:08.000]  我會怎樣怎樣怎樣
[00:12:08.000 --> 00:12:10.000]  我們會跟神說
[00:12:10.000 --> 00:12:12.000]  我會愛你我會親近你
[00:12:12.000 --> 00:12:14.000]  我不會再犯這個錯
[00:12:14.000 --> 00:12:16.000]  過了這個
[00:12:16.000 --> 00:12:18.000]  事情之後
[00:12:18.000 --> 00:12:20.000]  或許我們都會守著
[00:12:20.000 --> 00:12:22.000]  一小部份的約
[00:12:22.000 --> 00:12:24.000]  但是再久一點的時候
[00:12:24.000 --> 00:12:26.000]  有時候我們就不會再去
[00:12:26.000 --> 00:12:28.000]  守著我們的承諾
[00:12:28.000 --> 00:12:30.000]  聖經裡面很清楚說
[00:12:30.000 --> 00:12:32.000]  我們一起來看全道書
[00:12:32.000 --> 00:12:34.000]  第五章第五節
[00:12:34.000 --> 00:12:36.000]  我們一起來讀出
[00:12:36.000 --> 00:12:38.000]  你許願不還不愚不許
[00:12:38.000 --> 00:12:40.000]  你如果許願
[00:12:40.000 --> 00:12:42.000]  不還
[00:12:42.000 --> 00:12:44.000]  不愚不許
[00:12:44.000 --> 00:12:46.000]  很坦白地說
[00:12:46.000 --> 00:12:48.000]  如果我真的有困難有需要
[00:12:48.000 --> 00:12:50.000]  我們不需要
[00:12:50.000 --> 00:12:52.000]  在神面前許什麼承諾
[00:12:52.000 --> 00:12:54.000]  神愛我們
[00:12:54.000 --> 00:12:56.000]  都會幫助我們
[00:12:56.000 --> 00:12:58.000]  但是如果
[00:12:58.000 --> 00:13:00.000]  我們答應了的事情
[00:13:00.000 --> 00:13:02.000]  我們就要做
[00:13:02.000 --> 00:13:04.000]  這也是我的原則
[00:13:04.000 --> 00:13:06.000]  譬如
[00:13:06.000 --> 00:13:08.000]  答應了
[00:13:08.000 --> 00:13:10.000]  我的子女說
[00:13:10.000 --> 00:13:12.000]  我叫她幫我做一些事情
[00:13:12.000 --> 00:13:14.000]  她說行行行
[00:13:14.000 --> 00:13:16.000]  遲些你要給我一點錢
[00:13:16.000 --> 00:13:18.000]  可能是很少的數目
[00:13:18.000 --> 00:13:20.000]  但我都會追的
[00:13:20.000 --> 00:13:22.000]  有時候我都說算了
[00:13:22.000 --> 00:13:24.000]  我幾磅
[00:13:24.000 --> 00:13:26.000]  她答應了要給我
[00:13:26.000 --> 00:13:28.000]  我請她吃飯無所謂
[00:13:28.000 --> 00:13:30.000]  但是要塑造到
[00:13:30.000 --> 00:13:32.000]  你答應了的事情
[00:13:32.000 --> 00:13:34.000]  一定要去做
[00:13:34.000 --> 00:13:36.000]  我再說
[00:13:36.000 --> 00:13:38.000]  我們有困難
[00:13:38.000 --> 00:13:40.000]  我們不需要許什麼承諾
[00:13:40.000 --> 00:13:42.000]  神都會
[00:13:42.000 --> 00:13:44.000]  祝福我們
[00:13:44.000 --> 00:13:46.000]  但神沒有逼我們
[00:13:46.000 --> 00:13:48.000]  如果我們答應了不去還
[00:13:48.000 --> 00:13:50.000]  其實我們是在騙神
[00:13:50.000 --> 00:13:52.000]  所以
[00:13:52.000 --> 00:13:54.000]  我們的祈禱
[00:13:54.000 --> 00:13:56.000]  最後
[00:13:56.000 --> 00:13:58.000]  衙門之前我都說什麼
[00:13:58.000 --> 00:14:00.000]  奉主耶穌
[00:14:00.000 --> 00:14:02.000]  的名禱告
[00:14:02.000 --> 00:14:04.000]  原來你祈禱是奉耶穌的名
[00:14:04.000 --> 00:14:06.000]  你是利用耶穌的名
[00:14:06.000 --> 00:14:08.000]  去騙父神
[00:14:08.000 --> 00:14:10.000]  這個罪很可怕
[00:14:10.000 --> 00:14:12.000]  所以我們要很小心
[00:14:12.000 --> 00:14:14.000]  有時候很弊
[00:14:14.000 --> 00:14:16.000]  就是我們對神
[00:14:16.000 --> 00:14:18.000]  的尊重
[00:14:18.000 --> 00:14:20.000]  反而比對人的尊重還要差
[00:14:20.000 --> 00:14:22.000]  我們
[00:14:22.000 --> 00:14:24.000]  譬如
[00:14:24.000 --> 00:14:26.000]  買賣樓宇
[00:14:26.000 --> 00:14:28.000]  租屋
[00:14:28.000 --> 00:14:30.000]  我們會簽約
[00:14:30.000 --> 00:14:32.000]  如果你毀約
[00:14:32.000 --> 00:14:34.000]  英國就好一點
[00:14:34.000 --> 00:14:36.000]  可以隨時不要
[00:14:36.000 --> 00:14:38.000]  香港不行
[00:14:38.000 --> 00:14:40.000]  如果你簽了約
[00:14:40.000 --> 00:14:42.000]  你說不要
[00:14:42.000 --> 00:14:44.000]  殺你訂還要賠雙倍
[00:14:44.000 --> 00:14:46.000]  我們就會很緊張
[00:14:46.000 --> 00:14:48.000]  很小心
[00:14:48.000 --> 00:14:50.000]  但我們在神面前
[00:14:50.000 --> 00:14:52.000]  因為沒有簽約
[00:14:52.000 --> 00:14:54.000]  就隨便
[00:14:54.000 --> 00:14:56.000]  我不知道你們教會
[00:14:56.000 --> 00:14:58.000]  洗禮會怎樣
[00:14:58.000 --> 00:15:00.000]  當年我目會的時候
[00:15:00.000 --> 00:15:02.000]  洗禮會有一份禮物
[00:15:02.000 --> 00:15:04.000]  就是我願意
[00:15:04.000 --> 00:15:06.000]  恆常教會 我願意奉獻
[00:15:06.000 --> 00:15:08.000]  我願意侍奉 很多東西要簽約
[00:15:08.000 --> 00:15:10.000]  下面一句
[00:15:10.000 --> 00:15:12.000]  他們就很安心
[00:15:12.000 --> 00:15:14.000]  以上所許下的
[00:15:14.000 --> 00:15:16.000]  承諾
