
[00:00:00.000 --> 00:00:04.000]  我們很高興看到有一位年輕的弟兄
[00:02:55.000 --> 00:02:58.000]  那麼歌羅西的教會也是如此
[00:02:58.000 --> 00:03:00.000]  我們來讀這段聖經 好不好
[00:03:00.000 --> 00:03:05.000]  十五節一直到十七節 來 預備 請
[00:03:05.000 --> 00:03:09.000]  愛子是那不能看見之神的像
[00:03:09.000 --> 00:03:14.000]  是首身的 在一切被造的已先
[00:03:14.000 --> 00:03:17.000]  因為萬有都是靠他造的
[00:03:17.000 --> 00:03:20.000]  無論是天上的 地上的
[00:03:20.000 --> 00:03:22.000]  能看見的 不能看見的
[00:03:22.000 --> 00:03:27.000]  或是有位的 主治的 執政的 掌權的
[00:03:27.000 --> 00:03:30.000]  一概都是藉著他造的
[00:03:30.000 --> 00:03:33.000]  又是為他造的
[00:03:33.000 --> 00:03:38.000]  他在萬有之先 萬有也靠他而立
[00:03:38.000 --> 00:03:41.000]  好 這段聖經裡面
[00:03:41.000 --> 00:03:44.000]  雖然短短的三節聖經
[00:03:44.000 --> 00:03:46.000]  保羅在寫的時候
[00:03:46.000 --> 00:03:50.000]  其實是包括一直到十五節到二十節
[00:03:50.000 --> 00:03:51.000]  我今天時間的關係
[00:03:51.000 --> 00:03:53.000]  我沒有時間一直講那麼長
[00:03:53.000 --> 00:03:57.000]  你會發現神的話字字足跡
[00:03:57.000 --> 00:03:59.000]  每一個都很重要
[00:03:59.000 --> 00:04:01.000]  我只是用這三節聖經
[00:04:01.000 --> 00:04:04.000]  保羅在講這個十五節到二十節的時候
[00:04:04.000 --> 00:04:07.000]  其實是好像是一首詩歌一樣
[00:04:07.000 --> 00:04:10.000]  好像我們剛才詩班呈現的這首詩歌
[00:04:10.000 --> 00:04:14.000]  好不好聽啊 美不美啊
[00:04:14.000 --> 00:04:17.000]  世隔了兩年多 總見廬山
[00:04:17.000 --> 00:04:24.000]  這叫什麼 總算見到廬山真面目了 是不是
[00:04:24.000 --> 00:04:27.000]  親愛的公子妹
[00:04:27.000 --> 00:04:29.000]  親愛的公子妹
[00:04:29.000 --> 00:04:32.000]  保羅在講基督論的時候
[00:04:32.000 --> 00:04:35.000]  他彷彿是在唱一首詩歌一樣
[00:04:35.000 --> 00:04:37.000]  所以這一個詩歌非常的美
[00:04:37.000 --> 00:04:41.000]  其實你仔細看他這個詩歌非常的美
[00:04:41.000 --> 00:04:42.000]  但是保羅在這裡面
[00:04:42.000 --> 00:04:46.000]  也點出了一個整個基督教的一個很核心信仰
[00:04:46.000 --> 00:04:51.000]  就是基督論
[00:04:51.000 --> 00:04:55.000]  首先我們來了解一下我們所信的
[00:04:55.000 --> 00:05:01.000]  保羅在格羅西書第一章十五節之前
[00:05:01.000 --> 00:05:04.000]  我們上次信息裡面講到說
[00:05:04.000 --> 00:05:08.000]  講到耶穌怎麼樣子救贖之愛
[00:05:08.000 --> 00:05:11.000]  救贖的恩典 對不對
[00:05:11.000 --> 00:05:14.000]  藉著他愛子的救贖的恩典
[00:05:14.000 --> 00:05:16.000]  所以保羅在這邊講到耶穌的時候
[00:05:16.000 --> 00:05:20.000]  用愛子這兩個字 愛子
[00:05:20.000 --> 00:05:23.000]  還記得在四福音裡面
[00:05:23.000 --> 00:05:26.000]  其實不是只有馬可福音 馬太福音 路加福音都會講
[00:05:26.000 --> 00:05:29.000]  當耶穌受洗的時候從天上有聲音來說
[00:05:29.000 --> 00:05:32.000]  剛才我們黃毅先弟兄在受洗的時候
[00:05:32.000 --> 00:05:36.000]  有沒有聽到天上有聲音說 你是我的愛子啊
[00:05:36.000 --> 00:05:39.000]  沒有 你沒有聽到
[00:05:39.000 --> 00:05:42.000]  耶穌在受洗的時候從天上有聲音來說
[00:05:42.000 --> 00:05:45.000]  你是我的愛子 我喜悅你
[00:05:45.000 --> 00:05:48.000]  所以他稱耶穌基督叫什麼
[00:05:48.000 --> 00:05:52.000]  愛子
[00:05:52.000 --> 00:05:59.000]  愛子這句話代表著是一個親密的關係
[00:05:59.000 --> 00:06:03.000]  代表著耶穌跟父神之間
[00:06:03.000 --> 00:06:09.000]  代表著用父子的關係來形容他們之間那種親密的關係
[00:06:09.000 --> 00:06:12.000]  好了 第二個
[00:06:12.000 --> 00:06:15.000]  常常叫我們講信耶穌 信耶穌 對不對
[00:06:15.000 --> 00:06:19.000]  信耶穌是什麼意思 先不給你看
[00:06:19.000 --> 00:06:23.000]  耶穌是什麼意思 跟你旁邊講一下 好不好
[00:06:23.000 --> 00:06:26.000]  如果不知道的話 你們就分享一下
[00:06:26.000 --> 00:06:29.000]  彼此分享一下 耶穌是什麼意思啊
[00:06:29.000 --> 00:06:35.000]  我們常講說信耶穌 信耶穌 耶穌是什麼意思
[00:06:35.000 --> 00:06:41.000]  耶穌什麼意思 大聲一點
[00:06:41.000 --> 00:06:47.000]  救主 好 這個大家最直接的就是知道說耶穌是救主
[00:06:47.000 --> 00:06:49.000]  那這個是從哪裡來呢
[00:06:49.000 --> 00:06:53.000]  其實耶穌這個字
[00:06:53.000 --> 00:07:01.000]  他的希臘文是從這個希伯來文的Jesua來的
[00:07:01.000 --> 00:07:05.000]  所以呢 Jesua就是耶穌亞的意思
[00:07:05.000 --> 00:07:10.000]  他的意思是耶和華就是拯救
[00:07:10.000 --> 00:07:13.000]  Jehovah is salvation
[00:07:13.000 --> 00:07:15.000]  耶和華就是拯救
[00:07:15.000 --> 00:07:19.000]  所以這句話 馬太福音當耶穌出生的時候
[00:07:19.000 --> 00:07:21.000]  就給他取名叫耶穌
[00:07:21.000 --> 00:07:23.000]  耶穌下面就解釋了說
[00:07:23.000 --> 00:07:28.000]  他要將他自己的百姓從罪惡裡怎麼樣救出來
[00:07:28.000 --> 00:07:33.000]  所以呢 耶穌這個名字就是拯救者
[00:07:33.000 --> 00:07:35.000]  就是他要把我們從罪惡裡面救出來
[00:07:35.000 --> 00:07:39.000]  簡單的說 就是他 耶穌就是救主
[00:07:39.000 --> 00:07:43.000]  有沒有 跟你旁邊說 耶穌是救主
[00:07:43.000 --> 00:07:46.000]  那很重要了 我們為什麼需要他救
[00:07:46.000 --> 00:07:53.000]  為什麼 為什麼 玉玄你為什麼需要信耶穌
[00:07:53.000 --> 00:07:55.000]  因為信耶穌比較好
[00:07:55.000 --> 00:07:58.000]  你看這麼多人 我還沒有來信耶穌的時候
[00:07:58.000 --> 00:08:03.000]  哇 大家好愛我 關心我 是不是
[00:08:03.000 --> 00:08:07.000]  你看教會在美國真是太孤單了
[00:08:07.000 --> 00:08:09.000]  找不到幾個華人 特別是在托倫斯
[00:08:09.000 --> 00:08:11.000]  好不容易看到有華人 最多的叫在哪裡
[00:08:11.000 --> 00:08:14.000]  托倫斯林良堂
[00:08:14.000 --> 00:08:17.000]  所以我來去林良堂 因為這邊華人多啊
[00:08:17.000 --> 00:08:20.000]  那牽手之輩 感謝在美主
[00:08:20.000 --> 00:08:22.000]  這邊華人多你來 感謝在美主
[00:08:22.000 --> 00:08:25.000]  但是我告訴你 這不是因為你信耶穌的原因
[00:08:25.000 --> 00:08:27.000]  為什麼你需要耶穌 為什麼
[00:08:27.000 --> 00:08:33.000]  因為耶穌要把我們從罪惡裡面救出來
[00:08:33.000 --> 00:08:35.000]  那麼第三個
[00:08:35.000 --> 00:08:41.000]  耶穌另外一個常常被人家知道的名字叫做基督
[00:08:41.000 --> 00:08:47.000]  在歌羅西書裡面很多次講到基督
[00:08:47.000 --> 00:08:51.000]  基督是什麼意思
[00:08:51.000 --> 00:08:55.000]  基督這一個字其實
[00:08:55.000 --> 00:09:01.000]  它就相當於希伯來文的米賽亞
[00:09:01.000 --> 00:09:03.000]  那米賽亞是什麼意思呢
[00:09:03.000 --> 00:09:05.000]  米賽亞就是瘦高子
[00:09:05.000 --> 00:09:07.000]  你知道在舊約的時候
[00:09:07.000 --> 00:09:12.000]  那個君王他要被高麗用那個油
[00:09:12.000 --> 00:09:16.000]  在中東那個地方因為天氣乾
[00:09:16.000 --> 00:09:18.000]  古代又沒有像我們現在這樣
[00:09:18.000 --> 00:09:21.000]  所以他們的頭髮 皮膚都是乾的
[00:09:21.000 --> 00:09:25.000]  所以用高油來膏抹 你懂這意思嗎
[00:09:25.000 --> 00:09:31.000]  那這個油的膏抹就被軍王 先知 祭司
[00:09:31.000 --> 00:09:36.000]  通通都要有一個高麗的儀式
[00:09:36.000 --> 00:09:40.000]  所以瘦高子這個儀式裡面
[00:09:40.000 --> 00:09:42.000]  就代表著耶穌基督
[00:09:42.000 --> 00:09:48.000]  他是那個君王 先知 祭司的身份
[00:09:48.000 --> 00:09:51.000]  那我們今天常常講基督徒對不對
[00:09:51.000 --> 00:09:53.000]  基督徒是不是
[00:09:53.000 --> 00:09:56.000]  你是一個基督徒嗎
[00:09:56.000 --> 00:10:01.000]  美國有73%的人說他是基督徒
[00:10:01.000 --> 00:10:06.000]  如果你問他在該洛普調查的問卷裡面
[00:10:06.000 --> 00:10:07.000]  問他的宗教信仰
[00:10:07.000 --> 00:10:11.000]  他說 I am Christian
[00:10:11.000 --> 00:10:13.000]  Christian是什麼意思
[00:10:13.000 --> 00:10:16.000]  什麼是基督徒的意思
[00:10:16.000 --> 00:10:19.000]  哎呀 我每個禮拜都去教堂
[00:10:19.000 --> 00:10:21.000]  所以是基督徒 是吧
[00:10:21.000 --> 00:10:23.000]  我在琳瑯堂受洗的
[00:10:23.000 --> 00:10:24.000]  葛慕斯替我受洗了
[00:10:24.000 --> 00:10:26.000]  奏起聖書上面有
[00:10:26.000 --> 00:10:29.000]  所以我是基督徒 是不是
[00:10:29.000 --> 00:10:31.000]  什麼叫基督徒
[00:10:31.000 --> 00:10:34.000]  你問你旁邊的人你是基督徒嗎
[00:10:34.000 --> 00:10:38.000]  你是基督徒嗎
[00:10:38.000 --> 00:10:43.000]  其實基督徒這個字
[00:10:43.000 --> 00:10:48.000]  在當時候門徒被稱為基督徒
[00:10:48.000 --> 00:10:51.000]  是從安提阿起手的 有沒有
[00:10:51.000 --> 00:10:54.000]  在使徒信仰裡面提到
[00:10:54.000 --> 00:10:59.000]  那麼安提阿就是一個當時候可以說是宣教中心
[00:10:59.000 --> 00:11:03.000]  所以門徒被稱為基督徒是在那邊
[00:11:03.000 --> 00:11:04.000]  因為他們這群人
[00:11:04.000 --> 00:11:06.000]  他們是跟隨耶穌的
[00:11:06.000 --> 00:11:09.000]  他們像耶穌那樣子的行為
[00:11:09.000 --> 00:11:12.000]  像耶穌那樣子的所作所為
[00:11:12.000 --> 00:11:15.000]  所以這些人稱呼他們是基督徒
[00:11:15.000 --> 00:11:17.000]  你懂這意思嗎
[00:11:17.000 --> 00:11:21.000]  當然他們本來講這句話是一種輕蔑的
[00:11:21.000 --> 00:11:25.000]  好像有一種藐視的一種用法
[00:11:25.000 --> 00:11:30.000]  可是基督徒就在這個當中被顯露出來
[00:11:30.000 --> 00:11:33.000]  這群人是跟隨耶穌的
[00:11:33.000 --> 00:11:35.000]  這群人是耶穌怎麼說他怎麼說
[00:11:35.000 --> 00:11:37.000]  耶穌怎麼做他怎麼做的
[00:11:37.000 --> 00:11:38.000]  這叫基督徒
[00:11:38.000 --> 00:11:44.000]  跟你旁邊說 你要做真基督徒
[00:11:44.000 --> 00:11:45.000]  Amen
[00:11:45.000 --> 00:11:47.000]  不是Christian by title
[00:11:47.000 --> 00:11:49.000]  不是Nominal Christian
[00:11:49.000 --> 00:11:53.000]  不是一個只是掛名的基督徒
[00:11:53.000 --> 00:11:56.000]  你知道今天美國的教會之所以讓人家
[00:11:56.000 --> 00:11:58.000]  漸漸漸漸的看不起
[00:11:58.000 --> 00:12:04.000]  原因就是因為教會裡面許多掛名的基督徒
[00:12:04.000 --> 00:12:06.000]  有名無實
[00:12:06.000 --> 00:12:09.000]  雖然說是基督徒所行所為
[00:12:09.000 --> 00:12:11.000]  完全不像基督徒
[00:12:11.000 --> 00:12:15.000]  完全不照著聖經的話去行
[00:12:15.000 --> 00:12:18.000]  但願我們每一個凌凉潭的弟兄姊妹
[00:12:18.000 --> 00:12:20.000]  絕不是這樣的基督徒
[00:12:20.000 --> 00:12:21.000]  我們是怎麼樣
[00:12:21.000 --> 00:12:24.000]  一個真實的耶穌基督的Follower
[00:12:24.000 --> 00:12:28.000]  Amen
[00:12:28.000 --> 00:12:31.000]  好了 那麼我們再回頭來看
[00:12:31.000 --> 00:12:34.000]  保羅為什麼在這個地方要特別的
[00:12:34.000 --> 00:12:35.000]  畫這一段很重要的
[00:12:35.000 --> 00:12:40.000]  一開始在格魯西書裡面就講到基督的重要性呢
[00:12:40.000 --> 00:12:43.000]  這個基督人的重要性呢
[00:12:43.000 --> 00:12:46.000]  你記得彼得在馬太福音十六章十六節的時候
[00:12:46.000 --> 00:12:50.000]  彼得他曾經在耶穌在問說
[00:12:50.000 --> 00:12:52.000]  他不是有一次耶穌跟門徒們在那邊問話嗎
[00:12:52.000 --> 00:12:55.000]  說你們說我是誰啊 有沒有
[00:12:55.000 --> 00:12:59.000]  耶穌跟他 門徒們跟他跟了那麼久了
[00:12:59.000 --> 00:13:02.000]  耶穌還問他你是誰
[00:13:02.000 --> 00:13:07.000]  假設今天你來凌凉潭已經看格魯西
[00:13:07.000 --> 00:13:10.000]  聽格魯西講到已經這麼多年了 是不是
[00:13:10.000 --> 00:13:18.000]  那請問你 格魯西是誰
[00:13:18.000 --> 00:13:19.000]  可能對你來講
[00:13:19.000 --> 00:13:22.000]  格魯西只是禮拜天出現在台上的那個Speaker
[00:13:22.000 --> 00:13:24.000]  你懂我意思嗎
[00:13:24.000 --> 00:13:27.000]  你對他的認識只是那套西裝
[00:13:27.000 --> 00:13:31.000]  怎麼又是穿那套西裝
[00:13:31.000 --> 00:13:33.000]  你可能對他的認識
[00:13:33.000 --> 00:13:38.000]  絕對不如格斯姆多啦 是不是
[00:13:38.000 --> 00:13:41.000]  同樣的 親愛的兄弟妹
[00:13:41.000 --> 00:13:45.000]  你對耶穌基督的認識有多少
[00:13:45.000 --> 00:13:47.000]  門徒們在那議論紛紛
[00:13:47.000 --> 00:13:49.000]  結果彼得這個當家大弟子說出這句話
[00:13:49.000 --> 00:13:52.000]  他說你是基督 你是永生神的兒子
[00:13:52.000 --> 00:13:53.000]  哇 這一句話
[00:13:53.000 --> 00:13:55.000]  當彼得講出來的時候
[00:13:55.000 --> 00:14:01.000]  耶穌大大的誇獎他 有沒有
[00:14:01.000 --> 00:14:05.000]  彼得說你是基督 這一個太重要了
[00:14:05.000 --> 00:14:07.000]  彼得的這一個Confession
[00:14:07.000 --> 00:14:09.000]  他承認 他知道
[00:14:09.000 --> 00:14:12.000]  耶穌基督我所跟隨的這位是基督
[00:14:12.000 --> 00:14:15.000]  是永生神的兒子
[00:14:15.000 --> 00:14:18.000]  當在聖經裡面
[00:14:18.000 --> 00:14:21.000]  特別是約翰福音講到神的兒子的時候
[00:14:21.000 --> 00:14:25.000]  他基本上就是講的就是神
[00:14:25.000 --> 00:14:26.000]  所以彼得講這句話
[00:14:26.000 --> 00:14:31.000]  基本上他就是說你是基督 你就是神
[00:14:31.000 --> 00:14:33.000]  你要想想看 對我們來講
[00:14:33.000 --> 00:14:35.000]  今天吸引了耶穌在你不覺得稀奇
[00:14:35.000 --> 00:14:37.000]  對彼得那個年代來講
[00:14:37.000 --> 00:14:38.000]  這些猶太教的人
[00:14:38.000 --> 00:14:41.000]  你敢講你是神啊
[00:14:41.000 --> 00:14:42.000]  你隨便講你是神
[00:14:42.000 --> 00:14:43.000]  他可以打死你的
[00:14:43.000 --> 00:14:45.000]  你懂這意思嗎
[00:14:45.000 --> 00:14:46.000]  因為他們認為
[00:14:46.000 --> 00:14:49.000]  不可以妄稱耶和華的名字
[00:14:49.000 --> 00:14:50.000]  所以猶太教裡面
[00:14:50.000 --> 00:14:53.000]  他們相信耶和華是獨一的真神
[00:14:53.000 --> 00:14:54.000]  所以他們到今天
[00:14:54.000 --> 00:14:57.000]  不接受耶穌基督是神
[00:14:57.000 --> 00:14:58.000]  懂這個差別嗎
[00:14:58.000 --> 00:15:01.000]  所以彼得在那樣的一個環境之下
[00:15:01.000 --> 00:15:02.000]  他講出這句話
[00:15:02.000 --> 00:15:06.000]  在當時候可以說是
[00:15:06.000 --> 00:15:12.000]  可以說是一個驚天霹地的一個宣告
[00:15:12.000 --> 00:15:14.000]  當保羅在大馬寺路上面
[00:15:14.000 --> 00:15:16.000]  要去抓基督徒的時候
[00:15:16.000 --> 00:15:17.000]  他突然在日正當中
[00:15:17.000 --> 00:15:19.000]  說有一個大光照著他
[00:15:19.000 --> 00:15:21.000]  還記得這段故事裡面嗎
[00:15:21.000 --> 00:15:23.000]  在使徒刑專第九章裡面記載著
[00:15:23.000 --> 00:15:25.000]  當保羅遇見主的時候
[00:15:25.000 --> 00:15:27.000]  他發出了第一個問題
[00:15:27.000 --> 00:15:28.000]  他問的就是說
[00:15:28.000 --> 00:15:32.000]  主啊 你是誰
[00:15:32.000 --> 00:15:35.000]  這句話本身就有問題
[00:15:35.000 --> 00:15:38.000]  這個問題本身就有問題
[00:15:38.000 --> 00:15:40.000]  就像有一天你在路上碰到葛布斯
[00:15:40.000 --> 00:15:43.000]  你就說 葛布斯你是誰
[00:15:43.000 --> 00:15:44.000]  你不覺得很好笑嗎
[00:15:44.000 --> 00:15:47.000]  你怎麼這樣問呢
[00:15:47.000 --> 00:15:52.000]  但是保羅為什麼問這句話
[00:15:52.000 --> 00:15:54.000]  主啊
[00:15:54.000 --> 00:15:56.000]  他已經喊出他名字了
[00:15:56.000 --> 00:15:59.000]  這句話 是不是
[00:15:59.000 --> 00:16:02.000]  但是他問說 你是誰
[00:16:02.000 --> 00:16:06.000]  請問保羅認不認識這個人
[00:16:06.000 --> 00:16:07.000]  當大馬寺的光照著他
[00:16:07.000 --> 00:16:09.000]  耶穌向他說話的時候
[00:16:09.000 --> 00:16:12.000]  他知不知道這個是誰
[00:16:12.000 --> 00:16:13.000]  怎麼知道
[00:16:13.000 --> 00:16:15.000]  不知道
[00:16:15.000 --> 00:16:20.000]  不知道他為什麼喊主啊
[00:16:20.000 --> 00:16:22.000]  知道
[00:16:22.000 --> 00:16:26.000]  好 認為知道的舉手
[00:16:26.000 --> 00:16:27.000]  請方向
[00:16:27.000 --> 00:16:30.000]  有人不知道的舉手
[00:16:30.000 --> 00:16:36.000]  總是有一些奇想派
[00:16:36.000 --> 00:16:39.000]  其實應該這樣講
[00:16:39.000 --> 00:16:43.000]  保羅是好像知道
[00:16:43.000 --> 00:16:48.000]  但是又不知道
[00:16:48.000 --> 00:16:54.000]  九姊妹 他太了解整個舊約對不對
[00:16:54.000 --> 00:16:55.000]  他知道耶和華是誰
[00:16:55.000 --> 00:16:57.000]  那獨一的真神等等等等
[00:16:57.000 --> 00:16:58.000]  所以他為這一位真神
[00:16:58.000 --> 00:17:00.000]  他甚至去逼迫基督徒
[00:17:00.000 --> 00:17:02.000]  因為他們認為基督徒是異端
[00:17:02.000 --> 00:17:03.000]  是傳異教的
[00:17:03.000 --> 00:17:04.000]  所以他要逼迫他們
[00:17:04.000 --> 00:17:05.000]  你懂這意思嗎
[00:17:05.000 --> 00:17:08.000]  他有點像是伊斯蘭教的極端主義者
[00:17:08.000 --> 00:17:11.000]  他要去逼迫那些反對他們的人
[00:17:11.000 --> 00:17:13.000]  他逼迫那些不是純正信仰的人
[00:17:13.000 --> 00:17:14.000]  他是這樣子的一個
[00:17:14.000 --> 00:17:16.000]  對舊約這麼認識的一個學者
[00:17:16.000 --> 00:17:18.000]  他是一個法律的
[00:17:18.000 --> 00:17:20.000]  當時候的一個法律的教士
[00:17:20.000 --> 00:17:22.000]  加瓦列門下的高材弟子
[00:17:22.000 --> 00:17:26.000]  他怎麼會不認識神呢
[00:17:26.000 --> 00:17:28.000]  但是他認識的神不完全
[00:17:28.000 --> 00:17:29.000]  懂這意思嗎
[00:17:29.000 --> 00:17:32.000]  他認識的是舊約的神
[00:17:32.000 --> 00:17:34.000]  而這一位耶穌基督
[00:17:34.000 --> 00:17:37.000]  卻來到這個世界上面
[00:17:37.000 --> 00:17:38.000]  道成了肉身
[00:17:38.000 --> 00:17:40.000]  他不知道
[00:17:40.000 --> 00:17:42.000]  他也不相信
[00:17:42.000 --> 00:17:45.000]  所以那一天當耶穌向他顯現的時候
[00:17:45.000 --> 00:17:48.000]  他問了耶穌這句話
[00:17:48.000 --> 00:17:51.000]  然後耶穌怎麼回答
[00:17:51.000 --> 00:17:53.000]  大家知不知道
[00:17:53.000 --> 00:17:56.000]  我就是你所逼迫的
[00:17:56.000 --> 00:18:01.000]  拿下了耶穌
[00:18:01.000 --> 00:18:03.000]  那一天的保羅
[00:18:03.000 --> 00:18:05.000]  在大馬祟的中間
[00:18:05.000 --> 00:18:08.000]  他把舊約的這一位耶和華神
[00:18:08.000 --> 00:18:10.000]  跟新約的這一位耶穌
[00:18:10.000 --> 00:18:14.000]  把它連在一起了
[00:18:14.000 --> 00:18:18.000]  這個構成了保羅整個信仰的一個核心
[00:18:18.000 --> 00:18:23.000]  這今天也應該是我們每一個基督徒信仰的核心
[00:18:23.000 --> 00:18:28.000]  所以基督是誰重不重要
[00:18:28.000 --> 00:18:29.000]  保羅因為認識了基督
[00:18:29.000 --> 00:18:30.000]  他才問出第二個問題
[00:18:30.000 --> 00:18:33.000]  第二個問題是什麼
[00:18:33.000 --> 00:18:39.000]  主啊 你要我做什麼
[00:18:39.000 --> 00:18:42.000]  我們今天人常常是問第二個問題先
[00:18:42.000 --> 00:18:44.000]  很多基督徒禱告主啊
[00:18:44.000 --> 00:18:49.000]  告訴我 你要我做什麼
[00:18:49.000 --> 00:18:52.000]  會這樣子禱告的已經不錯了
[00:18:52.000 --> 00:18:56.000]  還有很多基督徒禱告都不禱告
[00:18:56.000 --> 00:18:59.000]  嫁誰娶誰自己選擇
[00:18:59.000 --> 00:19:02.000]  讀哪個學校自己選擇
[00:19:02.000 --> 00:19:07.000]  去哪個公司上班自己選擇 是不是
[00:19:07.000 --> 00:19:08.000]  不是
[00:19:08.000 --> 00:19:11.000]  我不是 你要拒絕
[00:19:11.000 --> 00:19:14.000]  我不是要做這樣基督徒
[00:19:14.000 --> 00:19:19.000]  保羅這邊問說 主啊 你是誰
[00:19:19.000 --> 00:19:21.000]  他先問這個問題太重要了
[00:19:21.000 --> 00:19:23.000]  只有當你認識耶穌基督
[00:19:23.000 --> 00:19:28.000]  你才會知道你的人生應該如何活
[00:19:28.000 --> 00:19:30.000]  如果你不認識這位耶穌基督
[00:19:30.000 --> 00:19:34.000]  你活的不會像是一個基督要你活的人生
[00:19:34.000 --> 00:19:37.000]  因此這個問題太重要
[00:19:37.000 --> 00:19:41.000]  而哥羅西裡面出問題的
[00:19:41.000 --> 00:19:44.000]  就是當時候的洛斯底主義
[00:19:44.000 --> 00:19:47.000]  這個洛斯底主義他們宣傳什麼呢
[00:19:47.000 --> 00:19:49.000]  這些假教師他們教導什麼呢
[00:19:49.000 --> 00:19:53.000]  他們教導說這個叫做發射論
[00:19:53.000 --> 00:19:56.000]  他說上宇宙是上帝啊
[00:19:56.000 --> 00:19:59.000]  他按照等級來創造的
[00:19:59.000 --> 00:20:03.000]  所以呢 所以上帝他怎麼講呢
[00:20:03.000 --> 00:20:07.000]  他說他創造的最低的層次就是物質的
[00:20:07.000 --> 00:20:10.000]  最高的是屬靈的層級
[00:20:10.000 --> 00:20:17.000]  基督是他創造屬靈界當中的最高的被造者
[00:20:17.000 --> 00:20:20.000]  請注意 所以在這個洛斯底主義裡面來講
