
[00:00:00.000 --> 00:00:03.000]  Hello 大家節目平安
[00:01:43.280 --> 00:01:45.240]  是不喜歡基督徒的
[00:01:45.240 --> 00:01:47.320]  有沒有
[00:01:47.320 --> 00:01:48.000]  沒有
[00:01:48.000 --> 00:01:51.720]  有 在前面舉手都舉得很快
[00:01:51.720 --> 00:01:58.800]  或者是你自己本身是不是會很擔心衝突
[00:01:58.800 --> 00:02:00.320]  或者是division
[00:02:00.320 --> 00:02:02.720]  一些的紛爭分歧
[00:02:02.720 --> 00:02:06.960]  就是有些人就和你的意見不同的
[00:02:06.960 --> 00:02:09.560]  你會不會很擔心的
[00:02:09.560 --> 00:02:15.240]  或者是一些宗教的問題都覺得
[00:02:15.240 --> 00:02:19.120]  你究竟為什麼這樣相信的呢
[00:02:19.120 --> 00:02:21.600]  對你來說有沒有影響的呢
[00:02:21.600 --> 00:02:23.720]  這裡哪些人覺得
[00:02:23.720 --> 00:02:27.040]  如果你的同學是challenge你的信仰
[00:02:27.040 --> 00:02:29.120]  你覺得有不開心的
[00:02:29.120 --> 00:02:29.920]  有沒有
[00:02:29.920 --> 00:02:31.040]  可不可以舉舉手
[00:02:31.040 --> 00:02:32.240]  後面有
[00:02:32.240 --> 00:02:33.520]  前面也有
[00:02:33.520 --> 00:02:34.360]  是的
[00:02:34.360 --> 00:02:35.040]  都有
[00:02:35.040 --> 00:02:36.600]  都幾個
[00:02:36.600 --> 00:02:38.800]  其他人都很幸福的
[00:02:38.800 --> 00:02:41.600]  你的同學都不會challenge你的信仰的
[00:02:41.600 --> 00:02:42.240]  OK
[00:02:42.240 --> 00:02:46.000]  平時你的reaction是怎樣的呢
[00:02:46.000 --> 00:02:48.400]  你的反應
[00:02:48.400 --> 00:02:50.040]  如果有的話
[00:02:50.040 --> 00:02:52.720]  你的反應會是怎樣的呢
[00:02:52.720 --> 00:02:56.320]  是不是會打他
[00:02:56.320 --> 00:02:57.640]  會不會打他
[00:02:57.640 --> 00:02:58.960]  沒有反應
[00:02:58.960 --> 00:03:01.440]  就由他反對你
[00:03:01.440 --> 00:03:02.320]  OK
[00:03:02.320 --> 00:03:05.040]  今天的feedbackmon有一點奇怪
[00:03:05.040 --> 00:03:06.480]  因為一半一半的
[00:03:06.480 --> 00:03:08.520]  所以都看不到那個字
[00:03:08.520 --> 00:03:09.720]  很小
[00:03:09.720 --> 00:03:11.920]  大一點
[00:03:11.920 --> 00:03:12.640]  OK
[00:03:12.640 --> 00:03:17.640]  我們今天的經文
[00:03:17.640 --> 00:03:20.080]  主要是和
[00:03:20.080 --> 00:03:23.120]  我叫這個題目叫Divisions over Jesus
[00:03:23.120 --> 00:03:25.480]  就是因為耶穌的緣故
[00:03:25.480 --> 00:03:29.360]  很多人就有不同的看法
[00:03:29.360 --> 00:03:32.240]  我想請大家先幫我讀
[00:03:32.240 --> 00:03:34.920]  第七章的一至十節
[00:03:34.920 --> 00:03:35.640]  OK
[00:03:35.640 --> 00:03:37.400]  我們一起來
[00:03:37.400 --> 00:03:38.320]  一二三起
[00:03:47.680 --> 00:03:51.200]  我好想要快一點的轉換字體
[00:03:51.200 --> 00:03:54.080]  耶穌的位置在哪裡
[00:03:54.080 --> 00:03:57.280]  你們可以去尋求解答
[00:03:57.280 --> 00:04:02.080]  挑選你本土的方便性所在的事
[00:04:02.080 --> 00:04:04.760]  人不見人名聲
[00:04:04.760 --> 00:04:07.360]  有在路轉移的
[00:04:07.360 --> 00:04:09.840]  你如果不理智
[00:04:09.840 --> 00:04:13.320]  就安將自己點名七世人王
[00:04:13.320 --> 00:04:16.160]  因為你怕你被輕說的話
[00:04:16.160 --> 00:04:18.000]  只因為不信祂
[00:04:18.000 --> 00:04:20.160]  耶穌就對他們說
[00:04:20.160 --> 00:04:22.440]  我的思考環境有好
[00:04:22.440 --> 00:04:26.840]  你們的思考嘗試方便性
[00:04:26.840 --> 00:04:28.960]  自由不能限你們
[00:04:28.960 --> 00:04:30.560]  卻自行我
[00:04:30.560 --> 00:04:34.600]  因為我指定他們所做的事是我的
[00:04:34.600 --> 00:04:36.800]  你們想去過節
[00:04:36.800 --> 00:04:39.400]  可以再不想去過節
[00:04:39.400 --> 00:04:42.640]  因為你的思考環境有好
[00:04:42.640 --> 00:04:44.520]  耶穌說了這話
[00:04:44.520 --> 00:04:47.720]  仍有主在加你名
[00:04:47.720 --> 00:04:50.520]  但阿彌陀佛已經想去以後
[00:04:50.520 --> 00:04:52.520]  他也想去過節
[00:04:52.520 --> 00:04:53.880]  不示名去
[00:04:53.880 --> 00:04:55.880]  自負自責不許你
[00:04:55.880 --> 00:04:57.800]  這裡很特別的一件事
[00:04:57.800 --> 00:05:00.000]  就是耶穌和他的兄弟
[00:05:00.000 --> 00:05:01.960]  好像有不同的看法
[00:05:01.960 --> 00:05:04.720]  耶穌的兄弟在這裡
[00:05:04.720 --> 00:05:08.080]  他是叫耶穌做什麼?
[00:05:08.080 --> 00:05:11.560]  你有沒有留意到他叫耶穌做什麼?
[00:05:11.560 --> 00:05:15.320]  他叫耶穌上去郵遞
[00:05:15.320 --> 00:05:18.240]  耶穌本來在北面的加里尼
[00:05:18.240 --> 00:05:23.200]  他上去耶路撒冷來做節
[00:05:23.200 --> 00:05:26.240]  他們的目的是叫他做什麼?
[00:05:26.240 --> 00:05:29.840]  既然你要做天國的事情
[00:05:29.840 --> 00:05:33.320]  不如你就高調地來做
[00:05:33.320 --> 00:05:35.880]  但是他們這樣來建議
[00:05:35.880 --> 00:05:39.360]  是因為他想去過節
[00:05:39.360 --> 00:05:42.880]  而是因為他們怎樣?
[00:05:42.880 --> 00:05:45.600]  聖經說他們不信耶穌
[00:05:45.600 --> 00:05:47.400]  不信耶穌
[00:05:47.400 --> 00:05:51.680]  而且不明白耶穌的做法
[00:05:51.680 --> 00:05:53.880]  他的兄弟自己跟他說
[00:05:53.880 --> 00:05:56.280]  你離開這裡上郵遞去吧
[00:05:56.280 --> 00:05:59.600]  叫你的門徒也看見你所做的事
[00:05:59.600 --> 00:06:04.200]  他說如果一個人要顯明自己的名聲
[00:06:04.200 --> 00:06:07.600]  不應該在暗處做這些事情
[00:06:07.600 --> 00:06:08.640]  應該怎樣?
[00:06:08.640 --> 00:06:10.360]  應該高調的
[00:06:10.360 --> 00:06:16.320]  如果以前有記者最好就送報紙
[00:06:16.320 --> 00:06:19.560]  最好就是高調地來行這件事
[00:06:19.560 --> 00:06:22.440]  你應該這樣行
[00:06:22.440 --> 00:06:25.960]  就顯明給世人看
[00:06:25.960 --> 00:06:31.120]  但是第五節說了一句比較特別的話
[00:06:31.120 --> 00:06:33.840]  就是第五節說到
[00:06:33.840 --> 00:06:38.680]  他們是因為不信祂而這樣建議
[00:06:38.680 --> 00:06:43.400]  我們究竟明白這段聖經在說什麼?
[00:06:43.400 --> 00:06:46.880]  其實原來他們是不信祂
[00:06:46.880 --> 00:06:48.600]  不信祂自己的使命
[00:06:48.600 --> 00:06:51.920]  不信耶穌自己做事的方法
[00:06:51.920 --> 00:06:53.280]  他們就怎樣呢?
[00:06:53.280 --> 00:06:55.280]  他們用自己人的方法
[00:06:55.280 --> 00:06:58.200]  來建議耶穌應該怎樣傳福音
[00:06:58.200 --> 00:07:02.320]  應該將自己很高調地來宣揚
[00:07:02.320 --> 00:07:04.840]  才叫做傳福音
[00:07:04.840 --> 00:07:07.600]  但其實聖經第五節說得很清楚
[00:07:07.600 --> 00:07:13.160]  不是因為他們真的信祂是那位尼賽亞基督
[00:07:13.160 --> 00:07:20.440]  他們只不過是用自己的方法來建議
[00:07:20.440 --> 00:07:22.600]  但是他們心裏面
[00:07:22.600 --> 00:07:26.280]  其實不信祂的兄弟就是基督
[00:07:26.280 --> 00:07:29.840]  這個不信來自什麼呢?
[00:07:29.840 --> 00:07:32.400]  不明白
[00:07:32.400 --> 00:07:36.240]  我相信你們的朋友有些也不明白你們
[00:07:36.240 --> 00:07:38.560]  特別是你們去教會的
[00:07:38.560 --> 00:07:40.000]  你們去教會
[00:07:40.000 --> 00:07:43.440]  你們的一些價值觀、一些想法
[00:07:43.440 --> 00:07:45.160]  他們是不明白的
[00:07:45.160 --> 00:07:49.800]  他們不知道為什麼你們要這樣去想事情
[00:07:49.800 --> 00:07:53.360]  為什麼你們吃飯之前要謝一份禱告
[00:07:53.360 --> 00:07:55.520]  或者為什麼你們星期天
[00:07:55.520 --> 00:07:56.720]  我們一起出去玩
[00:07:56.720 --> 00:07:59.240]  為什麼你們要去教會
[00:07:59.240 --> 00:08:02.000]  他們不明白你們為什麼要做這些
[00:08:02.000 --> 00:08:04.920]  但這正正就是耶穌自己的經歷
[00:08:04.920 --> 00:08:10.080]  連祂自己的兄弟也不明白祂在做什麼
[00:08:10.080 --> 00:08:14.680]  這就是經文的第一段跟我們說的
[00:08:14.680 --> 00:08:18.240]  我們再看看第二段的經文
[00:08:18.240 --> 00:08:24.520]  第二段的經文有十一節至十三節
[00:08:24.520 --> 00:08:27.320]  大家一起讀好嗎?
[00:08:27.320 --> 00:08:30.280]  我們剛才讀得不夠有力
[00:08:30.280 --> 00:08:33.480]  大家可不可以坐直一點?
[00:08:33.480 --> 00:08:35.440]  我們聽聽這邊雖然人少一點
[00:08:35.440 --> 00:08:37.200]  但是會不會比這邊大聲一點呢?
[00:08:37.200 --> 00:08:39.320]  因為這邊男生多
[00:08:39.320 --> 00:08:41.200]  OK,1,2,3,起
[00:08:57.320 --> 00:09:10.160]  好,這裡說到耶穌和回眾
[00:09:10.160 --> 00:09:13.040]  第一段是說到耶穌和兄弟
[00:09:13.040 --> 00:09:17.440]  耶穌和兄弟的誤明就是因為他們不信
[00:09:17.440 --> 00:09:20.320]  但耶穌和回眾是很特別的
[00:09:20.320 --> 00:09:23.400]  他們上到耶路撒冷去
[00:09:23.400 --> 00:09:26.960]  可能有些很聰明的弟兄姊妹
[00:09:26.960 --> 00:09:29.400]  已經會問一個問題
[00:09:29.400 --> 00:09:34.800]  就是剛才耶穌不是說不會上去耶路撒冷嗎?
[00:09:34.800 --> 00:09:36.040]  去做節嗎?
[00:09:36.040 --> 00:09:39.120]  為什麼祂現在又暗暗地去呢?
[00:09:39.120 --> 00:09:41.840]  祂叫了祂的兄弟們上去
[00:09:41.840 --> 00:09:45.600]  我不上去了,我的時候還沒到
[00:09:45.600 --> 00:09:50.520]  我想問,祂的時候還沒到是什麼意思呢?
[00:09:50.520 --> 00:09:52.280]  耶穌經常在聖經裡說
[00:09:52.280 --> 00:09:55.240]  我的時候還沒到
[00:09:55.240 --> 00:09:57.720]  究竟是什麼意思呢?
[00:09:57.720 --> 00:10:01.280]  什麼叫我的時候還沒到呢?
[00:10:01.280 --> 00:10:02.960]  其實耶穌是在說
[00:10:02.960 --> 00:10:05.640]  祂自己要完成使命
[00:10:05.640 --> 00:10:08.640]  上去十字架的時候還沒到
[00:10:08.640 --> 00:10:12.640]  所以祂來是有祂自己的時候
[00:10:12.640 --> 00:10:14.760]  去到這裡,祂上去的時候
[00:10:14.760 --> 00:10:16.680]  祂暗暗地去就是說
[00:10:16.680 --> 00:10:19.240]  祂不想像祂的兄弟那樣
[00:10:19.240 --> 00:10:22.440]  建議祂用一種很高調的方法
[00:10:22.440 --> 00:10:24.400]  進去,祂就去
[00:10:24.400 --> 00:10:26.920]  祂不是按照這樣的邏輯
[00:10:26.920 --> 00:10:30.640]  這樣的動機進去耶路撒冷
[00:10:30.640 --> 00:10:33.840]  祂是按照天父給祂的指示
[00:10:33.840 --> 00:10:36.880]  是很低調地進入的
[00:10:36.880 --> 00:10:40.000]  祂進入的途中可能都做了一些醫治
[00:10:40.000 --> 00:10:42.640]  可能做了一些幫助窮人的工作
[00:10:42.640 --> 00:10:45.440]  但是在過程裡祂是低調的
[00:10:45.440 --> 00:10:46.480]  為什麼呢?
[00:10:46.480 --> 00:10:48.160]  祂的時候還沒到
[00:10:48.160 --> 00:10:49.600]  好了,到了
[00:10:49.600 --> 00:10:51.960]  到了節旗,到了那個地方
[00:10:51.960 --> 00:10:55.000]  那裡很多人就問
[00:10:55.000 --> 00:10:57.640]  耶穌在哪裡?
[00:10:57.640 --> 00:11:00.640]  其他人就議論紛紛了
[00:11:00.640 --> 00:11:03.240]  有些就說祂是好人
[00:11:03.240 --> 00:11:06.040]  有些就說不是,祂是迷惑人
[00:11:06.040 --> 00:11:10.280]  所以我們這邊就見到有兩派人了
[00:11:10.280 --> 00:11:12.440]  你知不知道為什麼有些人會覺得
[00:11:12.440 --> 00:11:15.760]  耶穌是好人呢?
[00:11:15.760 --> 00:11:17.640]  因為好像剛才說的
[00:11:17.640 --> 00:11:19.360]  就是祂上去的時候
[00:11:19.360 --> 00:11:22.240]  可能已經幫助了很多人了
[00:11:22.240 --> 00:11:25.800]  如果你有聽前面的約翰福音的經文
[00:11:25.800 --> 00:11:28.320]  你都知道祂行了很多的神蹟
[00:11:28.320 --> 00:11:30.440]  那些瘸腿的
[00:11:30.440 --> 00:11:33.240]  這麼多年的,祂也能夠醫治祂
[00:11:33.240 --> 00:11:34.800]  祂是幫助了很多人的
[00:11:34.800 --> 00:11:37.120]  所以有些人就說祂是好人
[00:11:37.120 --> 00:11:39.040]  有些人就說不是
[00:11:39.040 --> 00:11:41.200]  祂是來迷惑人的
[00:11:41.200 --> 00:11:42.880]  說一些很好聽的道理
[00:11:42.880 --> 00:11:44.320]  但是迷惑人的
[00:11:44.320 --> 00:11:47.160]  所以我們在這裡又見到什麼呢?
[00:11:47.160 --> 00:11:48.480]  division
[00:11:48.480 --> 00:11:49.680]  同樣一個人
[00:11:49.680 --> 00:11:52.040]  但是在不同人的角度來看
[00:11:52.040 --> 00:11:54.520]  其實是有division的
[00:11:54.520 --> 00:11:58.120]  在這裡我們先看看第一個
[00:11:58.120 --> 00:11:59.760]  覺得祂是好人的
[00:11:59.760 --> 00:12:01.880]  這個你覺得對不對?
[00:12:01.880 --> 00:12:03.960]  看耶穌再好人
[00:12:03.960 --> 00:12:05.360]  對不對?
[00:12:05.360 --> 00:12:06.120]  對不對?
[00:12:06.120 --> 00:12:09.000]  但是是不是完全對呢?
[00:12:09.000 --> 00:12:10.040]  一般吧
[00:12:10.040 --> 00:12:11.480]  是的,非常好
[00:12:11.480 --> 00:12:13.600]  就是有些就是
[00:12:13.600 --> 00:12:15.080]  對,但是不完全對
[00:12:15.080 --> 00:12:17.960]  因為祂不單只是一個好人這麼簡單
[00:12:17.960 --> 00:12:18.680]  是不是?
[00:12:18.680 --> 00:12:20.160]  如果祂是一個好人
[00:12:20.160 --> 00:12:21.840]  只是一個好人
[00:12:21.840 --> 00:12:23.720]  祂就拯救不了我們了
[00:12:23.720 --> 00:12:24.480]  是不是?
[00:12:24.480 --> 00:12:26.160]  祂就拯救不了我們
[00:12:26.160 --> 00:12:27.760]  但是呢
[00:12:27.760 --> 00:12:30.800]  另外一個就是覺得祂是迷惑人的
[00:12:30.800 --> 00:12:33.120]  這個說法怎麼樣呢?
[00:12:33.120 --> 00:12:35.000]  這個說法基本上呢
[00:12:35.000 --> 00:12:36.840]  就沒有什麼根據的
[00:12:36.840 --> 00:12:38.400]  沒有什麼事實的根據的
[00:12:38.400 --> 00:12:39.200]  OK
[00:12:39.200 --> 00:12:42.280]  所以我們由耶穌去到這個階段
[00:12:42.280 --> 00:12:44.120]  我們見到眾人那裡
[00:12:44.120 --> 00:12:48.080]  祂是有不同的人對祂不同的看法的
[00:12:48.080 --> 00:12:50.600]  耶穌都帶來一些紛爭的
[00:12:50.600 --> 00:12:51.280]  OK
[00:12:51.280 --> 00:12:52.680]  第三段的經文
[00:12:52.680 --> 00:12:55.000]  是耶穌和誰呢?
[00:12:55.000 --> 00:12:56.080]  猶太人
[00:12:56.080 --> 00:12:57.240]  我想嚇嚇大家了
[00:12:57.240 --> 00:12:58.840]  看看你的記憶好不好
[00:12:58.840 --> 00:13:01.280]  剛才我們說了兩群人了
[00:13:01.280 --> 00:13:04.800]  第一群是耶穌和哪些人呢?
[00:13:04.800 --> 00:13:05.800]  兄弟
[00:13:05.800 --> 00:13:07.120]  耶穌和他的兄弟
[00:13:07.120 --> 00:13:10.520]  第二群人是耶穌和哪些人呢?
[00:13:10.520 --> 00:13:11.840]  迴蹤,非常好
[00:13:11.840 --> 00:13:13.560]  那麼第三群人呢
[00:13:13.560 --> 00:13:17.600]  是我們要看耶穌和猶太人了
[00:13:17.600 --> 00:13:18.760]  你讀這段經文的時候
[00:13:18.760 --> 00:13:20.120]  你留心看
[00:13:20.120 --> 00:13:22.440]  猶太人怎麼看耶穌呢?
[00:13:22.440 --> 00:13:24.560]  猶太人究竟怎麼看耶穌呢?
[00:13:24.560 --> 00:13:25.320]  OK
[00:13:25.320 --> 00:13:28.320]  我們一起讀這個十四節到二十九節
[00:13:28.320 --> 00:13:29.160]  OK
[00:13:29.160 --> 00:13:29.920]  那麼
[00:13:29.920 --> 00:13:31.080]  我們預備好了
[00:13:31.080 --> 00:13:31.600]  開始
[00:13:31.600 --> 00:13:32.120]  1,2,3
[00:13:32.120 --> 00:14:00.880]  猶太人就奇奇說:這人沒有學過神功的法術,耶穌說:我的教訓不是用自己的力量來治療他所害的敵人,人若立志遵從他的旨意,就必要得這教訓,或是出於神,或是我能做自己說的。
[00:14:00.880 --> 00:14:12.880]  就憑著自己說,是求自己的榮耀,唯有求那差不多者的榮耀,此人是真的,在他心裡有份志。
[00:14:12.880 --> 00:14:34.880]  所有人今次全無法得名,而你共有一個人首的話,為何上次查案呢?普通人胡說:你是被鬼附著的,誰想要殺你?耶穌說:我做了一件事,你們都要禮儀的。
[00:14:34.880 --> 00:14:58.880]  我去全國度過了十多年,唯有求那些人吸引我過來,吸引我過來,日日在安息人就覺來,別得為回撥西丁的法,我在安息人要一個人全年苦練。
[00:14:58.880 --> 00:15:11.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:15:28.880 --> 00:15:41.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:15:41.880 --> 00:15:53.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:15:53.880 --> 00:16:03.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:16:03.880 --> 00:16:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:16:13.880 --> 00:16:23.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:16:23.880 --> 00:16:33.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:16:33.880 --> 00:16:43.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:16:43.880 --> 00:16:53.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:16:53.880 --> 00:17:03.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:17:03.880 --> 00:17:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:17:13.880 --> 00:17:23.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:17:23.880 --> 00:17:33.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:17:33.880 --> 00:17:43.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:17:43.880 --> 00:17:53.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:17:53.880 --> 00:18:03.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:18:03.880 --> 00:18:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:18:13.880 --> 00:18:23.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:18:23.880 --> 00:18:33.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:18:33.880 --> 00:18:43.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:18:43.880 --> 00:18:53.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:18:53.880 --> 00:19:03.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:03.880 --> 00:19:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:13.880 --> 00:19:23.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:23.880 --> 00:19:33.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:33.880 --> 00:19:41.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:41.880 --> 00:19:49.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:49.880 --> 00:19:57.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:19:57.880 --> 00:20:05.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:05.880 --> 00:20:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:13.880 --> 00:20:23.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:23.880 --> 00:20:31.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:31.880 --> 00:20:37.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:37.880 --> 00:20:43.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:43.880 --> 00:20:49.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:49.880 --> 00:20:55.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:20:55.880 --> 00:21:01.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:01.880 --> 00:21:05.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:05.880 --> 00:21:11.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:11.880 --> 00:21:15.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:15.880 --> 00:21:19.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:19.880 --> 00:21:25.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:25.880 --> 00:21:29.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:29.880 --> 00:21:33.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:33.880 --> 00:21:37.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:37.880 --> 00:21:41.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:41.880 --> 00:21:45.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:45.880 --> 00:21:49.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:49.880 --> 00:21:53.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:53.880 --> 00:21:57.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:21:57.880 --> 00:22:01.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:01.880 --> 00:22:05.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:05.880 --> 00:22:09.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:09.880 --> 00:22:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:13.880 --> 00:22:17.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:17.880 --> 00:22:21.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:21.880 --> 00:22:25.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:25.880 --> 00:22:29.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:29.880 --> 00:22:33.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:33.880 --> 00:22:37.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:37.880 --> 00:22:41.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:41.880 --> 00:22:45.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:45.880 --> 00:22:49.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:49.880 --> 00:22:53.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:53.880 --> 00:22:57.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:22:57.880 --> 00:23:01.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:23:01.880 --> 00:23:05.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:23:05.880 --> 00:23:09.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
[00:23:09.880 --> 00:23:13.880]  如果要按照平庸正義的道德辦人,總有的選,你不是他們想要殺的人嗎?
