
[00:00:00.000 --> 00:00:01.540]  各位電影節目,早晨
[00:02:23.040 --> 00:02:26.600]  讓很多父母能夠很專心出外工作
[00:02:26.600 --> 00:02:29.080]  他們對香港很多的家庭
[00:02:29.080 --> 00:02:31.760]  確實有很大的貢獻和幫助
[00:02:31.760 --> 00:02:35.960]  今天的崇拜我們會響應關愛機構的呼籲
[00:02:35.960 --> 00:02:37.640]  我們分享一個主題
[00:02:37.640 --> 00:02:39.920]  是關愛在港家庸的信息
[00:02:39.920 --> 00:02:43.360]  弟兄姊妹無論你是否一位僱主
[00:02:43.360 --> 00:02:45.440]  你家裏面有沒有家庸也好
[00:02:45.440 --> 00:02:48.400]  我深信今天聖經裏面的教導
[00:02:48.400 --> 00:02:51.000]  和你和我都很有關係
[00:02:51.520 --> 00:02:53.720]  就讓我們從聖經裏面學習
[00:02:53.720 --> 00:02:57.920]  如何去看待關愛寄居的傭工
[00:02:57.920 --> 00:02:59.800]  我們一起同心去祈禱
[00:02:59.800 --> 00:03:04.800]  天父感謝你給我們有崇拜你的時間
[00:03:04.800 --> 00:03:07.400]  感謝你留下你的話語
[00:03:07.400 --> 00:03:09.960]  感謝你去拯救我們
[00:03:09.960 --> 00:03:14.040]  藉著你的話語去開啟我們的心竅
[00:03:14.040 --> 00:03:17.160]  盼望我們不單止明白你的心意
[00:03:17.160 --> 00:03:19.360]  也有力量去遵行主導
[00:03:20.240 --> 00:03:22.720]  求你親自賜福無論說的聽的
[00:03:22.720 --> 00:03:24.280]  願你親自帶領
[00:03:24.280 --> 00:03:25.760]  我們誠心祈禱
[00:03:25.760 --> 00:03:28.520]  奉靠主耶穌基督的名字而求
[00:03:28.520 --> 00:03:29.720]  阿們
[00:03:29.720 --> 00:03:34.040]  未正式去分享今天的經文之先
[00:03:34.040 --> 00:03:35.360]  讓我們回顧一下
[00:03:35.360 --> 00:03:38.560]  以色列人過去寄居的歷史
[00:03:38.560 --> 00:03:44.280]  原來以前以色列人曾經寄居在埃及這個地方
[00:03:44.280 --> 00:03:49.400]  埃及曾經發生過一個很大型的饑荒
[00:03:50.000 --> 00:03:52.600]  但是神就使用了一個以色列人約瑟
[00:03:52.600 --> 00:03:56.160]  他後來成為了埃及的宰相
[00:03:56.160 --> 00:03:59.040]  他成功地靠著神的恩典
[00:03:59.040 --> 00:04:02.440]  帶領埃及地甚至鄰近的地區
[00:04:02.440 --> 00:04:05.080]  去渡過了這個大饑荒
[00:04:05.080 --> 00:04:08.720]  所以早期的以色列人在埃及地
[00:04:08.720 --> 00:04:11.840]  跟埃及人和平相處
[00:04:11.840 --> 00:04:14.960]  但是隨著時間慢慢地長了
[00:04:14.960 --> 00:04:18.080]  接著有新的埃及王起來
[00:04:18.680 --> 00:04:20.280]  去模視這一段的歷史
[00:04:20.280 --> 00:04:23.280]  他看到以色列人越來越多
[00:04:23.280 --> 00:04:25.560]  可能對他們的國家成為威脅
[00:04:25.560 --> 00:04:28.800]  於是就開始欺壓以色列人
[00:04:28.800 --> 00:04:30.840]  要他們做苦工
[00:04:30.840 --> 00:04:33.920]  為埃及人做一些的城堡
[00:04:33.920 --> 00:04:38.360]  以色列人的哀聲達到神的面前
[00:04:38.360 --> 00:04:40.560]  於是神就差派了誰
[00:04:40.560 --> 00:04:42.680]  莫世
[00:04:42.680 --> 00:04:44.600]  神的僕人
[00:04:44.600 --> 00:04:47.360]  去帶領以色列人出埃及
[00:04:48.520 --> 00:04:50.840]  其實神帶領以色列人出埃及
[00:04:50.840 --> 00:04:53.200]  並不是單單令他們有自由這麼簡單
[00:04:53.200 --> 00:04:55.240]  原來聖經裡面我們看到
[00:04:55.240 --> 00:04:56.840]  神揀選以色列人
[00:04:56.840 --> 00:04:59.920]  很想這個民族先得到神的祝福
[00:04:59.920 --> 00:05:02.280]  給他們有律法
[00:05:02.280 --> 00:05:03.520]  跟他們立約
[00:05:03.520 --> 00:05:06.240]  甚至賜給他們有自己的國土
[00:05:06.240 --> 00:05:08.160]  目的最終極
[00:05:08.160 --> 00:05:10.880]  是很想透過以色列人這個民族
[00:05:10.880 --> 00:05:15.160]  將神的祝福帶給其他萬族萬民
[00:05:16.160 --> 00:05:18.640]  而今天的經文《新命記》
[00:05:18.640 --> 00:05:22.920]  其實就是摩西重新教導以色列人
[00:05:22.920 --> 00:05:25.280]  從神所領受的律法
[00:05:25.280 --> 00:05:28.000]  不單止當代的以色列人
[00:05:28.000 --> 00:05:31.480]  甚至後代要他們明白神的心意
[00:05:31.480 --> 00:05:33.640]  在神的律法當中
[00:05:33.640 --> 00:05:36.320]  是很多關乎社會裡面
[00:05:36.320 --> 00:05:39.520]  生活上面的一些指引和規範
[00:05:39.520 --> 00:05:43.480]  原來也有一部份提到
[00:05:43.760 --> 00:05:46.440]  以色列人是怎樣教他們對待
[00:05:46.440 --> 00:05:49.120]  當時一些寄居者和貧窮的人
[00:05:49.120 --> 00:05:51.560]  所謂的寄居者
[00:05:51.560 --> 00:05:54.760]  就是指當時以色列人以外的民族
[00:05:54.760 --> 00:05:57.520]  他們可能因不同的原因
[00:05:57.520 --> 00:06:00.040]  去到以色列人的群體當中
[00:06:00.040 --> 00:06:01.320]  一起來生活
[00:06:01.320 --> 00:06:04.320]  從聖經裡面教導我們
[00:06:04.320 --> 00:06:06.680]  怎樣去對待寄居的故宮
[00:06:06.680 --> 00:06:09.560]  在《新命記》二十四章十四節裡面
[00:06:09.560 --> 00:06:10.640]  經文說到
[00:06:10.640 --> 00:06:12.800]  困苦貧乏的故宮
[00:06:13.160 --> 00:06:14.520]  無論是你的弟兄
[00:06:14.520 --> 00:06:16.240]  或是住在你境內
[00:06:16.240 --> 00:06:18.000]  在你城裡寄居的
[00:06:18.000 --> 00:06:20.360]  你都不可欺負他
[00:06:20.360 --> 00:06:22.520]  經文提到
[00:06:22.520 --> 00:06:26.000]  原來有些貧窮的人
[00:06:26.000 --> 00:06:28.160]  無論是以色列人本族人
[00:06:28.160 --> 00:06:32.480]  或者從外地來的寄居的外族人
[00:06:32.480 --> 00:06:35.840]  可能他們因為生活經濟上面的困難
[00:06:35.840 --> 00:06:38.720]  他們要被人請去做工
[00:06:41.560 --> 00:06:45.280]  聖教導說對這些寄居的貧窮故宮
[00:06:45.280 --> 00:06:49.160]  首要的心態就是不可以去欺負他們
[00:06:49.160 --> 00:06:52.440]  今天我們外籍很多的傭工
[00:06:52.440 --> 00:06:54.160]  從他們自己本來的國家
[00:06:54.160 --> 00:06:55.240]  來到香港裡面
[00:06:55.240 --> 00:06:56.760]  去生活、去工作
[00:06:56.760 --> 00:07:00.600]  我們深信這樣的現象並不是偶然的
[00:07:00.600 --> 00:07:03.120]  我們深信神是很想使用我們
[00:07:03.120 --> 00:07:04.920]  將祝福帶給他們
[00:07:04.920 --> 00:07:07.680]  讓他們不只是單單賺取金錢
[00:07:07.680 --> 00:07:09.600]  也可以從神得著祝福
[00:07:09.600 --> 00:07:11.360]  怎樣演戲呢
[00:07:11.840 --> 00:07:13.560]  讓我們一起像聖經所說
[00:07:13.560 --> 00:07:16.400]  我們從心態上面開始做起
[00:07:16.400 --> 00:07:18.160]  不要欺負他們
[00:07:18.160 --> 00:07:21.040]  欺負可以是甚麼內容呢
[00:07:21.040 --> 00:07:23.560]  有時可以是態度上面
[00:07:23.560 --> 00:07:26.040]  可能是一種無禮的鄙視
[00:07:26.040 --> 00:07:30.600]  或者衍生出言語上面一些很粗暴的責備
[00:07:30.600 --> 00:07:33.560]  甚至身體上面的虐待
[00:07:33.560 --> 00:07:37.680]  都會成為欺負的情況
[00:07:37.680 --> 00:07:39.720]  這些都是應該避免的
[00:07:40.360 --> 00:07:44.800]  而在經文第15節更加直接指出一個很具體的
[00:07:44.800 --> 00:07:47.880]  不要作速欺負的行動是甚麼呢
[00:07:47.880 --> 00:07:50.280]  經文第15節裡面提到
[00:07:50.280 --> 00:07:54.200]  「要當日給他公嫁,不可等到日落」
[00:07:54.200 --> 00:07:58.520]  「因為他貧苦,把心放在公嫁上」
[00:07:58.520 --> 00:08:03.440]  「恐怕他因你叩告耶和華,罪變歸你了」
[00:08:03.440 --> 00:08:06.320]  經文的背景會提到
[00:08:06.320 --> 00:08:10.080]  昔日可能一個僱主會聘請一個人
[00:08:10.240 --> 00:08:12.080]  做一個散工一天而已
[00:08:12.080 --> 00:08:15.760]  但是要在一天完結之前
[00:08:15.760 --> 00:08:21.320]  給他公嫁的薪水不要遲發放
[00:08:21.320 --> 00:08:24.600]  免得這個工人會擔心自己當日
[00:08:24.600 --> 00:08:27.600]  生活沒有生活費、沒有著落
[00:08:27.600 --> 00:08:29.280]  於是就求告神了
[00:08:29.280 --> 00:08:31.560]  今天的家庭
[00:08:31.560 --> 00:08:34.640]  我們大部分都是住在僱主的家
[00:08:34.640 --> 00:08:36.280]  是月薪計的
[00:08:36.280 --> 00:08:39.560]  跟昔日這段經文所記載
[00:08:39.800 --> 00:08:40.840]  好像有不同
[00:08:40.840 --> 00:08:45.520]  但是我們可以衍生一個很共同應用的原則
[00:08:45.520 --> 00:08:48.440]  就是無論是日薪、月薪都好
[00:08:48.440 --> 00:08:54.160]  其實僱主是不應該剋扣工人的工資的
[00:08:54.160 --> 00:08:57.480]  應該給他們衍生一個應用就是
[00:08:57.480 --> 00:09:02.280]  給他們有合理的工作時間、休息時間
[00:09:02.280 --> 00:09:04.280]  合法的薪酬待遇
[00:09:04.280 --> 00:09:06.800]  我們知道在香港裡面
[00:09:06.800 --> 00:09:09.880]  其實我們家庭的薪金都是發定的
[00:09:09.880 --> 00:09:13.240]  但是原來也會聽到很多的情況
[00:09:13.240 --> 00:09:15.520]  就是說也出現不少個個案
[00:09:15.520 --> 00:09:18.880]  有些僱主會延遲發放這個薪金
[00:09:18.880 --> 00:09:23.680]  令到一些家庭經濟都出現了很緊絀
[00:09:23.680 --> 00:09:26.480]  處理的方法就是彼此同鄉
[00:09:26.480 --> 00:09:30.920]  問他可能借著一些錢去幫補一下生活先
[00:09:30.920 --> 00:09:35.360]  或者是一些外傭的轉介公司
[00:09:35.800 --> 00:09:37.960]  幫助這些外傭來到香港的時候
[00:09:37.960 --> 00:09:43.840]  原來已經有一些協議要扣除他們每月的薪金
[00:09:43.840 --> 00:09:46.320]  是他們預先協議了的
[00:09:46.320 --> 00:09:52.440]  其實所以我們看到家庭他們所得到的工資
[00:09:52.440 --> 00:09:56.760]  其實都是不公平、是有虧欠的
[00:09:56.760 --> 00:09:59.160]  所以在聖經裡面
[00:09:59.160 --> 00:10:01.480]  我們看到神是非常體重
[00:10:01.480 --> 00:10:05.160]  神的子民不可以虧負工人的工錢
[00:10:05.600 --> 00:10:10.200]  神要求神的子民要在生活上面去實踐公義
[00:10:10.200 --> 00:10:15.040]  正如在第十六節的經文裡面提到
[00:10:15.040 --> 00:10:18.560]  不可因兒子處死父親
[00:10:18.560 --> 00:10:21.840]  也不可因父親處死兒子
[00:10:21.840 --> 00:10:25.560]  各人要因自己的罪被處死
[00:10:25.560 --> 00:10:28.960]  雖然這個經文很簡潔
[00:10:28.960 --> 00:10:30.880]  但是裡面的正義就是說
[00:10:30.880 --> 00:10:32.440]  如果一個人犯罪
[00:10:32.440 --> 00:10:34.560]  犯了一些該死的罪的話
[00:10:35.040 --> 00:10:37.000]  他要自己去承擔
[00:10:37.000 --> 00:10:41.000]  不要因為其他的家人他們是無辜的
[00:10:41.000 --> 00:10:43.120]  可能沒有牽涉在這個罪行裡面
[00:10:43.120 --> 00:10:46.720]  就不可以讓他的家人同樣去受罪了
[00:10:46.720 --> 00:10:53.120]  但是我們會覺得人的人性是怎樣的
[00:10:53.120 --> 00:10:54.840]  可能都會有很多仇恨
[00:10:54.840 --> 00:10:56.480]  如果一個人得罪我
[00:10:56.480 --> 00:11:01.120]  可能會要全家人去有這個補償
[00:11:02.720 --> 00:11:05.960]  所以神就為免這些不公義
[00:11:05.960 --> 00:11:09.480]  就指明了如果一個人犯罪
[00:11:09.480 --> 00:11:11.360]  犯了該死的罪
[00:11:11.360 --> 00:11:13.560]  他自己本人去承擔
[00:11:13.560 --> 00:11:15.800]  不要牽涉無辜的家人
[00:11:15.800 --> 00:11:20.160]  所以我們看到神真的是一位公義的神
[00:11:20.160 --> 00:11:23.560]  正正在這段經文裡面出了這一節的時候
[00:11:23.560 --> 00:11:27.720]  更加讓我們看到這個確實是神的律法
[00:11:27.720 --> 00:11:31.600]  在第十七節裡面神繼續去教導
[00:11:32.200 --> 00:11:36.560]  不可對寄居的和孤兒屈枉正直
[00:11:36.560 --> 00:11:40.400]  也不可拿寡婦的衣服作抵押
[00:11:40.400 --> 00:11:42.720]  不可屈枉正直
[00:11:42.720 --> 00:11:48.080]  屈枉正直的意思就是偏離了正義和公平的意思
[00:11:48.080 --> 00:11:50.520]  對寄居者要有公義
[00:11:50.520 --> 00:11:54.560]  不要隨意來對他們誣蔑和冤枉他們
[00:11:54.560 --> 00:11:59.200]  正如在哥羅西書四章一節裡面
[00:11:59.360 --> 00:12:02.240]  聖經也有教導你們作主人的
[00:12:02.240 --> 00:12:05.880]  要公公平平地待僕人
[00:12:05.880 --> 00:12:09.600]  因為知道你們也有一位主在天上
[00:12:09.600 --> 00:12:13.840]  原來我們無論是主人或者僕人都好
[00:12:13.840 --> 00:12:17.920]  其實我們有一位主在天上面
[00:12:17.920 --> 00:12:21.560]  這位天上的神去看著
[00:12:21.560 --> 00:12:26.040]  我們每一個人其實都是在神面前
[00:12:26.040 --> 00:12:27.960]  要去過公義的生活
[00:12:29.760 --> 00:12:33.920]  經文裡面也有提到不可拿寡婦的衣服作抵押
[00:12:33.920 --> 00:12:37.840]  在以色列人的律法教導當中
[00:12:37.840 --> 00:12:43.440]  不可以彼此去借貸取利
[00:12:43.440 --> 00:12:47.720]  但是可以拿一些物件作為抵押
[00:12:47.720 --> 00:12:49.800]  但是這次經文裡面提到
[00:12:49.800 --> 00:12:53.880]  如果是一些寡婦一些很貧窮的人
[00:12:53.880 --> 00:12:58.000]  他們的衣服是他們取暖一個唯一的物件
[00:12:58.560 --> 00:13:00.920]  我們不可以拿走
[00:13:00.920 --> 00:13:02.880]  不可以因為這樣的原故
[00:13:02.880 --> 00:13:05.480]  抵押的原故拿走保暖的衣服
[00:13:05.480 --> 00:13:12.800]  可以看見神真的很慷顧落在一些很貧窮的寄居者裡面
[00:13:12.800 --> 00:13:15.760]  對他們有公義也有憐愛
[00:13:15.760 --> 00:13:18.760]  在彰顯公義的過程裡面
[00:13:18.760 --> 00:13:21.720]  約伯也在苦難當中
[00:13:21.720 --> 00:13:26.840]  曾經也很抑淑他如何跟僕婢之間的相處
[00:13:27.360 --> 00:13:31.000]  在約伯記三十一章十三到十五節裡面
[00:13:31.000 --> 00:13:35.400]  約伯曾經這樣提到
[00:13:35.400 --> 00:13:39.120]  他說我的僕婢與我爭辯
[00:13:39.120 --> 00:13:42.200]  我若藐視不聽他們的怨情
[00:13:42.200 --> 00:13:45.720]  神興起的時候我怎樣行呢
[00:13:45.720 --> 00:13:49.600]  他察問的時候我怎樣回答他呢
[00:13:49.600 --> 00:13:53.680]  做我在母腹中的不也是做了他嗎
[00:13:54.240 --> 00:14:01.120]  在母胎中的使我們成型的豈不是同一位嗎
[00:14:01.120 --> 00:14:04.400]  經文裡面讓我們看見
[00:14:04.400 --> 00:14:07.000]  其實可能主人與僕人之間
[00:14:07.000 --> 00:14:10.200]  有時也會有誤會的時間
[00:14:10.200 --> 00:14:12.520]  可能僕人因為不同的原因
[00:14:12.520 --> 00:14:15.960]  未必做到主人要求的事
[00:14:15.960 --> 00:14:21.560]  約伯就說若果他以藐視的態度
[00:14:21.920 --> 00:14:26.240]  不聽僕婢的解釋或讓他訴說怨情的話
[00:14:26.240 --> 00:14:28.520]  神卻聽他的怨情
[00:14:28.520 --> 00:14:31.080]  為這個僕婢出頭的話
[00:14:31.080 --> 00:14:32.840]  約伯說我怎樣行呢
[00:14:32.840 --> 00:14:34.640]  我怎樣可以回答神呢
[00:14:34.640 --> 00:14:37.040]  約伯繼續說
[00:14:37.040 --> 00:14:40.840]  做我在母腹中的不也是做了他嗎
[00:14:40.840 --> 00:14:45.280]  在母胎中使我們成型的豈不是同一位嗎
[00:14:45.280 --> 00:14:48.600]  即是說原來無論是主人或僕人
[00:14:49.000 --> 00:14:53.560]  其實都是人 都是由母親所生下來的
[00:14:53.560 --> 00:14:55.400]  應該是平等的
[00:14:55.400 --> 00:15:00.840]  而將我們做在母胎中的就是同一位神
[00:15:00.840 --> 00:15:05.480]  我們可以看見神很想表明
[00:15:05.480 --> 00:15:08.640]  神是一位不偏待人的神
[00:15:08.640 --> 00:15:11.000]  很想神的指紋去學習
[00:15:11.000 --> 00:15:16.240]  我們不要用自己一個身份去看低其他人
[00:15:16.240 --> 00:15:18.640]  縱而身邊可能有僕婢
[00:15:19.000 --> 00:15:21.480]  但這個人也是尊貴的
[00:15:21.480 --> 00:15:23.760]  因為他也是從神所做
[00:15:23.760 --> 00:15:27.080]  經文在第十八節裏面
[00:15:27.080 --> 00:15:31.440]  神一步一步去引導神的指紋去明白
[00:15:31.440 --> 00:15:34.320]  經文裏面提到第十八節
[00:15:34.320 --> 00:15:37.920]  要記得你曾在埃及作過勞僕
[00:15:37.920 --> 00:15:41.360]  耶和華說你的神從那裏救贖了你
[00:15:41.360 --> 00:15:44.120]  所以我吩咐你遵行者事
[00:15:44.120 --> 00:15:48.960]  類似的意思在二十二節同樣有出現
[00:15:49.560 --> 00:15:54.240]  經文裏面說你要記得你曾在埃及地作過勞僕
[00:15:54.240 --> 00:15:57.120]  所以我吩咐你遵行者事
[00:15:57.120 --> 00:16:00.080]  原來神提醒以色列人
[00:16:00.080 --> 00:16:05.280]  過去他們以前也曾經在埃及地做過勞僕
[00:16:05.280 --> 00:16:06.800]  受過奴役
[00:16:06.800 --> 00:16:09.840]  知道被人奴役的苦況
[00:16:09.840 --> 00:16:13.320]  所以以色列人應該心同感受
[00:16:13.320 --> 00:16:16.200]  他們被人奴役過的時候
[00:16:16.200 --> 00:16:17.640]  現在他們得到自由了
[00:16:18.040 --> 00:16:22.920]  不應該去奴役當中的寄居者和貧窮的人
[00:16:22.920 --> 00:16:28.960]  重點是要思念神對他們的救贖
[00:16:28.960 --> 00:16:30.760]  他們一幫蒙恩的人
[00:16:30.760 --> 00:16:34.520]  其實應該學習從神領受憐憫
[00:16:34.520 --> 00:16:37.440]  去憐憫當中的寄居的勞僕
[00:16:37.440 --> 00:16:40.920]  經文裏面兩次提到
[00:16:40.920 --> 00:16:43.000]  我吩咐你遵行者事
[00:16:43.000 --> 00:16:47.320]  其實你深信神不單止很想頒布一些律法
[00:16:47.600 --> 00:16:50.440]  讓我們好像一些規條去遵守那麼簡單
[00:16:50.440 --> 00:16:55.240]  其實神很想我們從心底裏面用愛來出發
[00:16:55.240 --> 00:16:59.640]  所以在利美記十九章三十三到三十四節
[00:16:59.640 --> 00:17:01.560]  也有經文提出
[00:17:01.560 --> 00:17:06.280]  若有外人寄居在你們的地上和你同住
[00:17:06.280 --> 00:17:07.880]  不可欺負他
[00:17:07.880 --> 00:17:10.360]  寄居在你們那裏的外人
[00:17:10.360 --> 00:17:13.160]  你們要看他如本地人
[00:17:13.160 --> 00:17:16.120]  並要愛他如己
[00:17:16.680 --> 00:17:20.040]  因為你們在埃及地也作過寄居的
[00:17:20.040 --> 00:17:22.880]  我是耶和華,你們的神
[00:17:22.880 --> 00:17:27.240]  神每一次作出吩咐的時候
[00:17:27.240 --> 00:17:28.840]  其實他都有提出他的名字
[00:17:28.840 --> 00:17:33.640]  讓以色列文知道這個吩咐是從神而來的
[00:17:33.640 --> 00:17:36.040]  不單止不要欺負他們
[00:17:36.040 --> 00:17:39.480]  還要看他們為本地人
[00:17:39.480 --> 00:17:42.000]  並且愛他如己
[00:17:42.000 --> 00:17:45.280]  所以我們看見這位神
[00:17:45.640 --> 00:17:47.080]  他是公義公平的神
[00:17:47.080 --> 00:17:48.160]  他不偏袒人
[00:17:48.160 --> 00:17:53.120]  他也很想神的子民去彰顯神的屬性
[00:17:53.120 --> 00:17:57.120]  所以在第十九節到二十一節
[00:17:57.120 --> 00:18:00.240]  神更具體地幫助神的子民
[00:18:00.240 --> 00:18:03.240]  怎樣可以將這份愛實踐出來呢
[00:18:03.240 --> 00:18:04.840]  經文裏面提到
[00:18:04.840 --> 00:18:07.240]  你在田耕收割莊稼
[00:18:07.240 --> 00:18:09.760]  如果忘記了一捆在田耕的
[00:18:09.760 --> 00:18:11.040]  不要再去取回
[00:18:11.040 --> 00:18:12.680]  要留給寄居的
[00:18:12.680 --> 00:18:15.240]  以及孤兒寡婦
[00:18:15.840 --> 00:18:16.960]  好像耶和華說
[00:18:16.960 --> 00:18:21.920]  「你的神在你手裏所做的一切,賜福給你」
[00:18:21.920 --> 00:18:23.720]  還有就是
[00:18:23.720 --> 00:18:24.960]  如果在橄欖樹
[00:18:24.960 --> 00:18:27.040]  你去打一些枝子
[00:18:27.040 --> 00:18:28.440]  掉落一些橄欖
[00:18:28.440 --> 00:18:31.320]  如果有剩下的就不要再打了
[00:18:31.320 --> 00:18:32.280]  為甚麼呢
[00:18:32.280 --> 00:18:34.240]  要留給寄居的
[00:18:34.240 --> 00:18:36.600]  以及孤兒和寡婦
[00:18:36.600 --> 00:18:38.720]  好了,如果有葡萄園的
[00:18:38.720 --> 00:18:39.840]  去摘葡萄
[00:18:39.840 --> 00:18:41.880]  如果葡萄掉在地上的話
[00:18:41.880 --> 00:18:43.720]  不要再拾取了
[00:18:43.720 --> 00:18:44.880]  為甚麼呢
[00:18:45.200 --> 00:18:47.320]  因為要留給寄居的
[00:18:47.320 --> 00:18:49.200]  孤兒和寡婦
[00:18:49.200 --> 00:18:50.480]  我們發覺
[00:18:50.480 --> 00:18:53.160]  在田耕的莊稼
[00:18:53.160 --> 00:18:55.120]  一些農作物產品
[00:18:55.120 --> 00:18:57.280]  最終可以做餅
[00:18:57.280 --> 00:19:00.000]  然後橄欖樹摘橄欖
[00:19:00.000 --> 00:19:01.000]  可以有橄欖油
[00:19:01.000 --> 00:19:03.920]  葡萄園的葡萄可以成為葡萄酒
[00:19:03.920 --> 00:19:06.600]  這些一切食物的資源
[00:19:06.600 --> 00:19:09.320]  都是神在大自然裏面
[00:19:09.320 --> 00:19:11.800]  先祝福以色列民
[00:19:11.800 --> 00:19:13.680]  讓他們有收穫
[00:19:14.680 --> 00:19:15.560]  在這個時候
[00:19:15.560 --> 00:19:17.680]  他們就要醒覺
[00:19:17.680 --> 00:19:20.760]  他們都是一直生活在神的祝福底下
[00:19:20.760 --> 00:19:22.320]  以致他
[00:19:22.320 --> 00:19:24.800]  縱然好像這些地土
[00:19:24.800 --> 00:19:26.560]  這些產品農作物
[00:19:26.560 --> 00:19:28.320]  好像是一個主人
[00:19:28.320 --> 00:19:30.720]  但是都要學習
[00:19:30.720 --> 00:19:31.840]  不要裸種
[00:19:31.840 --> 00:19:33.360]  要分給
[00:19:33.360 --> 00:19:35.240]  在他們社群當中的
[00:19:35.240 --> 00:19:36.600]  貧窮的人
[00:19:36.600 --> 00:19:37.760]  寄居者
[00:19:37.760 --> 00:19:40.240]  所以我們看見神
[00:19:40.240 --> 00:19:42.440]  他很想以色列民
[00:19:43.240 --> 00:19:45.040]  用透過這些規矩
[00:19:45.040 --> 00:19:47.400]  讓他們學習在生活裏面
[00:19:47.400 --> 00:19:49.840]  去實踐神的公義
[00:19:49.840 --> 00:19:50.920]  神的愛
[00:19:50.920 --> 00:19:52.240]  更重要的
[00:19:52.240 --> 00:19:55.440]  就是將祝福傳遞給我們身邊的人
[00:19:55.440 --> 00:19:57.160]  親愛的弟兄姊妹
[00:19:57.160 --> 00:19:59.480]  我們知道疫情期間
[00:19:59.480 --> 00:20:01.600]  這幾年令到我們香港社會
[00:20:01.600 --> 00:20:03.120]  都有很多的打擊
[00:20:03.120 --> 00:20:06.440]  令到很多的市道低迷
[00:20:06.440 --> 00:20:08.120]  現在慢慢去復常
[00:20:08.120 --> 00:20:10.480]  但是畢竟我們會發覺
[00:20:10.480 --> 00:20:11.600]  原來總會
[00:20:12.440 --> 00:20:13.240]  就算我們覺得
[00:20:13.240 --> 00:20:15.160]  生活幾好似不同以前都好
[00:20:15.160 --> 00:20:16.560]  總會有些人
[00:20:16.560 --> 00:20:18.920]  繼續來到香港打工
[00:20:18.920 --> 00:20:20.080]  為什麼
[00:20:20.080 --> 00:20:22.160]  因為很多外籍的家庭
[00:20:22.160 --> 00:20:24.480]  正正因為他們自己的本國
[00:20:24.480 --> 00:20:26.280]  更加的艱難
[00:20:26.280 --> 00:20:27.840]  更加的貧乏
