
[00:00:00.000 --> 00:00:03.040]  成為香港最重要的國民
[00:02:03.440 --> 00:02:07.600]  寫政治的最出名的當然是
[00:02:07.600 --> 00:02:09.720]  Francis Fukuyama
[00:02:09.720 --> 00:02:12.120]  他是全世界公認第一的人
[00:02:12.120 --> 00:02:14.200]  他以為民主可以解決
[00:02:14.200 --> 00:02:16.160]  然後他最近出了本書叫做
[00:02:16.160 --> 00:02:17.880]  「政治發展」
[00:02:17.880 --> 00:02:19.160]  即是很多人民主
[00:02:19.160 --> 00:02:21.480]  但他發覺最民主的國家
[00:02:22.600 --> 00:02:26.320]  最私隱的他叫做Political Decay
[00:02:26.320 --> 00:02:29.040]  癱瘓美國民不民主
[00:02:29.040 --> 00:02:30.960]  歐洲民不民主
[00:02:30.960 --> 00:02:34.280]  英國剛剛才脫歐
[00:02:34.280 --> 00:02:36.080]  蘇格蘭就要脫英
[00:02:36.080 --> 00:02:39.680]  所以你政治很緊要
[00:02:39.680 --> 00:02:41.880]  但如果你以為政治的方式
[00:02:41.880 --> 00:02:44.440]  可以為這個社會彌補私隱
[00:02:44.440 --> 00:02:45.680]  是不會的
[00:02:45.680 --> 00:02:50.440]  第二拿諾貝爾獎經濟的
[00:02:51.960 --> 00:02:53.480]  Dr. Angus Deaton
[00:02:53.480 --> 00:02:55.800]  剛剛早兩年內
[00:02:55.800 --> 00:02:57.240]  他寫了一本書
[00:02:57.240 --> 00:03:01.560]  他全世界越有錢的地方越貧富私利
[00:03:01.560 --> 00:03:05.440]  香港整個世界第一
[00:03:05.440 --> 00:03:08.120]  我們最有錢的人
[00:03:08.120 --> 00:03:11.080]  估計是最貧窮的人
[00:03:11.080 --> 00:03:14.160]  而且貧窮的人不是往上流
[00:03:14.160 --> 00:03:15.680]  而是往下流
[00:03:15.680 --> 00:03:18.640]  都蝕了
[00:03:19.000 --> 00:03:22.400]  他最後寫了一本書
[00:03:22.400 --> 00:03:25.720]  他說私隱的根源在哪裏
[00:03:25.720 --> 00:03:27.440]  全球都在看這本書
[00:03:27.440 --> 00:03:30.400]  一個Social Sociologist
[00:03:30.400 --> 00:03:31.520]  Charles Murray
[00:03:31.520 --> 00:03:33.520]  是香港大學一個Social Sociologist
[00:03:33.520 --> 00:03:36.240]  社會復學的專家
[00:03:36.240 --> 00:03:37.040]  美國第一
[00:03:37.040 --> 00:03:39.200]  因為我做青年工作一定要看書
[00:03:39.200 --> 00:03:41.360]  我不可以亂說話
[00:03:41.360 --> 00:03:42.800]  你要明白這個社會
[00:03:42.800 --> 00:03:44.800]  要明白它生長的環境
[00:03:44.800 --> 00:03:46.840]  那本書叫做Coming Apart - 私隱
[00:03:47.640 --> 00:03:50.840]  它追蹤美國50年的數據
[00:03:50.840 --> 00:03:54.560]  為何美國一個Dream Place
[00:03:54.560 --> 00:03:55.720]  American Dream
[00:03:55.720 --> 00:03:57.840]  50年之後這麼私隱
[00:03:57.840 --> 00:04:02.280]  當然個個都以為是政治
[00:04:02.280 --> 00:04:03.440]  種族的問題
[00:04:03.440 --> 00:04:04.320]  都存在
[00:04:04.320 --> 00:04:07.160]  但他說處理私隱的問題
[00:04:07.160 --> 00:04:11.040]  有4個私隱的根源你要處理
[00:04:11.040 --> 00:04:13.320]  這本書影響得很大
[00:04:13.320 --> 00:04:16.680]  一個人的生命裏面有4樣東西你要處理
[00:04:17.120 --> 00:04:19.600]  如果這4樣的私隱
[00:04:19.600 --> 00:04:21.760]  包你心的私隱
[00:04:21.760 --> 00:04:24.040]  跟著你不會開心
[00:04:24.040 --> 00:04:25.200]  第一是甚麼
[00:04:25.200 --> 00:04:25.960]  家庭
[00:04:25.960 --> 00:04:27.960]  我沒有時間說
[00:04:27.960 --> 00:04:29.400]  你看美國的家庭
[00:04:29.400 --> 00:04:30.680]  不要說
[00:04:30.680 --> 00:04:32.840]  全世界家庭都私隱
[00:04:32.840 --> 00:04:35.120]  多少私隱
[00:04:35.120 --> 00:04:36.880]  你夫婦關係私隱
[00:04:36.880 --> 00:04:38.480]  兒子不會好過
[00:04:38.480 --> 00:04:40.840]  兩代關係私隱
[00:04:40.840 --> 00:04:42.840]  因為大家談不來心事
[00:04:42.840 --> 00:04:46.480]  於是一個最令人的生命
[00:04:46.480 --> 00:04:47.840]  很珍貴的地方
[00:04:47.840 --> 00:04:49.440]  如果那裏私隱的時間
[00:04:49.440 --> 00:04:51.040]  你會出問題
[00:04:51.040 --> 00:04:53.880]  第二就跟鄰舍的關係
[00:04:53.880 --> 00:04:54.720]  Community
[00:04:54.720 --> 00:04:56.280]  現在Community
[00:04:56.280 --> 00:04:57.120]  因為你發覺
[00:04:57.120 --> 00:04:59.680]  你不信你住在你隔壁的那個
[00:04:59.680 --> 00:05:01.120]  美國都不信
[00:05:01.120 --> 00:05:02.640]  我怎知他不是ISIS
[00:05:02.640 --> 00:05:05.640]  我怎知他不是恐怖分子
[00:05:05.640 --> 00:05:08.000]  於是如果美國本來是
[00:05:08.000 --> 00:05:09.880]  跟鄰舍守望相助
[00:05:09.880 --> 00:05:11.960]  現在大家都很慌
[00:05:11.960 --> 00:05:14.080]  美國
[00:05:15.800 --> 00:05:16.520]  第三
[00:05:16.520 --> 00:05:20.080]  一個人在職場很多的時間
[00:05:20.080 --> 00:05:22.160]  一個人我跟青年工作
[00:05:22.160 --> 00:05:24.440]  他十萬小時在職場
[00:05:24.440 --> 00:05:26.560]  如果在職場裏面
[00:05:26.560 --> 00:05:28.840]  他找不到自己的位置
[00:05:28.840 --> 00:05:30.160]  找不到滿足感
[00:05:30.160 --> 00:05:32.280]  跟隔壁那些人沒有關係
[00:05:32.280 --> 00:05:34.640]  然後他覺得自己沒有意義
[00:05:34.640 --> 00:05:36.680]  肆虐
[00:05:36.680 --> 00:05:39.280]  因為你上班日日都在捱
[00:05:39.280 --> 00:05:41.040]  跟隔壁那些人在捱
[00:05:41.040 --> 00:05:42.960]  然後不知自己為了甚麼
[00:05:42.960 --> 00:05:44.840]  沒有意義
[00:05:45.320 --> 00:05:46.240]  他說Vocation
[00:05:46.240 --> 00:05:48.760]  Vocation不是一個Job來的
[00:05:48.760 --> 00:05:50.760]  是對人有貢獻的
[00:05:50.760 --> 00:05:52.120]  對社會有貢獻
[00:05:52.120 --> 00:05:54.240]  同時都很同心去做事
[00:05:54.240 --> 00:05:55.640]  你職場肆虐
[00:05:55.640 --> 00:05:57.120]  你不辛苦
[00:05:57.120 --> 00:05:59.760]  我最後一句很坦白
[00:05:59.760 --> 00:06:02.600]  美國那些錢都寫著
[00:06:02.600 --> 00:06:03.720]  In God We Trust
[00:06:03.720 --> 00:06:08.640]  美國的憲法是根聖經寫的
[00:06:08.640 --> 00:06:10.840]  五月花載著他
[00:06:10.840 --> 00:06:15.520]  都是一些很尊貴的信徒
[00:06:15.520 --> 00:06:16.480]  很信主義
[00:06:16.480 --> 00:06:18.840]  美國信仰肆虐
[00:06:18.840 --> 00:06:21.040]  已經很多番禮貴堂
[00:06:21.040 --> 00:06:22.520]  但信仰是不真的
[00:06:22.520 --> 00:06:23.680]  跟神沒有關係
[00:06:23.680 --> 00:06:26.360]  我們信仰不是你洗禮
[00:06:26.360 --> 00:06:27.600]  然後是不是
[00:06:27.600 --> 00:06:29.720]  信仰是你跟神的關係
[00:06:29.720 --> 00:06:31.680]  如果你跟神的關係肆虐
[00:06:31.680 --> 00:06:33.240]  你不肆虐
[00:06:33.240 --> 00:06:35.560]  一神就是愛的源頭
[00:06:35.560 --> 00:06:37.760]  如果你沒有了從神來的愛
[00:06:37.760 --> 00:06:39.160]  沒有了從神來的赦免
[00:06:39.160 --> 00:06:41.880]  你怎樣可以跟人相處
[00:06:41.880 --> 00:06:44.480]  所以他最根源就是這兩樣東西
[00:06:44.480 --> 00:06:48.080]  美國要返回原來的關係
[00:06:48.080 --> 00:06:50.400]  我今天不是講專題講座
[00:06:50.400 --> 00:06:51.760]  因為現在很多的界別
[00:06:51.760 --> 00:06:53.480]  都請我講一些專題講座
[00:06:53.480 --> 00:06:55.080]  我當然要講這本書
[00:06:55.080 --> 00:06:56.600]  你不知道為什麼
[00:06:56.600 --> 00:06:57.760]  我今天不是講
[00:06:57.760 --> 00:06:59.120]  我今天要跟你講
[00:06:59.120 --> 00:07:02.280]  當年講最根源的東西
[00:07:02.280 --> 00:07:05.280]  當然我講的東西是福音
[00:07:05.280 --> 00:07:06.840]  福音的意思是什麼
[00:07:06.840 --> 00:07:08.720]  是神給我們的好消息
[00:07:09.200 --> 00:07:11.560]  當你很抑鬱到處找
[00:07:11.560 --> 00:07:14.880]  看不到很多好消息
[00:07:14.880 --> 00:07:16.320]  你看一些雜誌
[00:07:16.320 --> 00:07:18.320]  看一些電視
[00:07:18.320 --> 00:07:19.640]  越看越抑鬱
[00:07:19.640 --> 00:07:22.240]  我勸你不要看那麼多
[00:07:22.240 --> 00:07:24.240]  你看Facebook那些總經理
[00:07:24.240 --> 00:07:28.600]  很負面的互相攻擊互相剷
[00:07:28.600 --> 00:07:30.240]  這樣的世界是搞成這樣
[00:07:30.240 --> 00:07:32.080]  這時候會怎樣
[00:07:32.080 --> 00:07:33.760]  2000年前
[00:07:33.760 --> 00:07:36.400]  以色列
[00:07:37.720 --> 00:07:39.320]  已經成為附庸國
[00:07:39.320 --> 00:07:41.360]  羅馬帝國
[00:07:41.360 --> 00:07:45.240]  是西方到現在最偉大的帝國
[00:07:45.240 --> 00:07:47.000]  撕裂
[00:07:47.000 --> 00:07:52.880]  種族的問題
[00:07:52.880 --> 00:07:58.760]  因為他把整個歐洲北非亞洲統治
[00:07:58.760 --> 00:08:02.880]  他很多很barbaric
[00:08:02.880 --> 00:08:06.200]  帶了不同的種族不同的背景
[00:08:06.200 --> 00:08:07.800]  把它們融為一體
[00:08:07.800 --> 00:08:12.360]  因為這些種族的身份國籍的身份都很撕裂
[00:08:12.360 --> 00:08:14.440]  還有信仰
[00:08:14.440 --> 00:08:16.600]  信仰很雜的
[00:08:16.600 --> 00:08:18.840]  在當時整個羅馬帝國
[00:08:18.840 --> 00:08:21.440]  信仰亦產生很多撕裂
[00:08:21.440 --> 00:08:23.600]  跟你不同這裡有不同
[00:08:23.600 --> 00:08:25.560]  還有男女撕裂
[00:08:25.560 --> 00:08:27.080]  男尊女卑
[00:08:27.080 --> 00:08:31.440]  還有主僕之間撕裂
[00:08:31.440 --> 00:08:34.000]  分得階層很緊要
[00:08:34.000 --> 00:08:37.320]  胡錫進全部都講了這些他就處理
[00:08:37.320 --> 00:08:39.720]  所以我們一講撕裂撕裂的成因
[00:08:39.720 --> 00:08:42.000]  當然是要好的管治
[00:08:42.000 --> 00:08:44.080]  要有好的經濟政策
[00:08:44.080 --> 00:08:45.400]  要有好的法治
[00:08:45.400 --> 00:08:47.280]  這是香港最尊貴的
[00:08:47.280 --> 00:08:51.040]  香港在全世界是我們最珍貴的遺產
[00:08:51.040 --> 00:08:52.880]  你一定要保存這些遺產
[00:08:52.880 --> 00:08:57.120]  不要將這些這麼珍貴的遺產都付諸東南
[00:08:57.120 --> 00:08:58.800]  不過我大膽講一句
[00:08:58.800 --> 00:09:00.880]  你只是處理這些不足夠
[00:09:02.440 --> 00:09:04.640]  所以我今晚就跟你讀一段聖經
[00:09:04.640 --> 00:09:09.160]  因為我覺得最重要不是看哪個專家講甚麼
[00:09:09.160 --> 00:09:10.960]  因為那些專家是人來的
[00:09:10.960 --> 00:09:13.680]  但聖經是神啟示我們的
[00:09:13.680 --> 00:09:16.880]  所以在全世界最暢銷的書
[00:09:16.880 --> 00:09:18.200]  最多翻譯的書
[00:09:18.200 --> 00:09:20.000]  每一個種族都翻譯了
[00:09:20.000 --> 00:09:22.200]  每一本書是這樣
[00:09:22.200 --> 00:09:26.120]  全世界最多人研究的人物就是耶穌
[00:09:26.120 --> 00:09:28.760]  研究不是講故
[00:09:28.760 --> 00:09:29.680]  為甚麼呢
[00:09:29.680 --> 00:09:31.000]  我讀這段給你聽
[00:09:31.000 --> 00:09:32.600]  你又知道我剛才講了
[00:09:32.600 --> 00:09:37.000]  保羅寫一封信給二伯爵
[00:09:37.000 --> 00:09:38.560]  就講這個問題
[00:09:38.560 --> 00:09:42.080]  為甚麼撕裂的根源在這裏
[00:09:42.080 --> 00:09:46.360]  然後怎樣才可以縫補這個撕裂
[00:09:46.360 --> 00:09:48.080]  我讀給你聽
[00:09:48.080 --> 00:09:53.880]  人生最重要就是這本書
[00:09:53.880 --> 00:09:57.080]  是神給人的情書
[00:09:57.080 --> 00:10:00.000]  是神給人的英雄的書
[00:10:00.840 --> 00:10:04.400]  是神給人愛和盼望的書
[00:10:04.400 --> 00:10:06.480]  如果你最重要這本書不看
[00:10:06.480 --> 00:10:10.880]  幫不了你
[00:10:10.880 --> 00:10:13.840]  最重要
[00:10:13.840 --> 00:10:15.680]  人家說我想看暢銷書
[00:10:15.680 --> 00:10:18.200]  幾千年來最暢銷的就是這本
[00:10:18.200 --> 00:10:21.400]  最影響人世界的就是這本書
[00:10:21.400 --> 00:10:23.120]  所以你要選一本書看
[00:10:23.120 --> 00:10:24.360]  就請你選這本
[00:10:24.360 --> 00:10:26.240]  我在這裏怎樣講
[00:10:26.240 --> 00:10:29.760]  我在這裏解釋一下
[00:10:30.080 --> 00:10:31.800]  他説為甚麼這樣撕裂
[00:10:31.800 --> 00:10:33.720]  他們應該記住
[00:10:33.720 --> 00:10:36.680]  你們從前我肉體是外邦人
[00:10:36.680 --> 00:10:39.240]  種族
[00:10:39.240 --> 00:10:44.840]  但是那些猶太人和外邦人水火比例
[00:10:44.840 --> 00:10:48.640]  據此有些人說有受割禮
[00:10:48.640 --> 00:10:49.760]  有些沒有受割禮
[00:10:49.760 --> 00:10:50.960]  宗教不同
[00:10:50.960 --> 00:10:53.640]  割禮是猶太人很重要的
[00:10:53.640 --> 00:10:55.000]  你宗教和我不同
[00:10:55.000 --> 00:10:56.320]  我為甚麼要跟你傾談
[00:10:56.320 --> 00:10:57.440]  宗教
[00:10:57.680 --> 00:11:01.240]  然後有些人說這是肉身上的侵略
[00:11:01.240 --> 00:11:03.760]  有些是和基督無關
[00:11:03.760 --> 00:11:05.920]  以色列國民以外
[00:11:05.920 --> 00:11:08.240]  你信仰是一樣的
[00:11:08.240 --> 00:11:10.280]  你用國籍來排斥人
[00:11:10.280 --> 00:11:12.920]  你看美國Donald Trump
[00:11:12.920 --> 00:11:14.680]  我天天都為他祈禱
[00:11:14.680 --> 00:11:17.440]  那你怎樣
[00:11:17.440 --> 00:11:19.400]  關我
[00:11:19.400 --> 00:11:21.720]  做美國最重要是甚麼
[00:11:21.720 --> 00:11:22.880]  American first
[00:11:22.880 --> 00:11:26.400]  但當你這樣的時候人家怎樣跟你傾談
[00:11:27.680 --> 00:11:29.320]  怎樣跟你傾談
[00:11:29.320 --> 00:11:32.480]  所以你看他上台後
[00:11:32.480 --> 00:11:34.400]  只簽紙簽了很多人
[00:11:34.400 --> 00:11:36.440]  不通過的
[00:11:36.440 --> 00:11:38.040]  撕裂
[00:11:38.040 --> 00:11:39.200]  撕裂
[00:11:39.200 --> 00:11:40.960]  不要以為要做總統大臣
[00:11:40.960 --> 00:11:44.160]  所以很多人說自己是局外人
[00:11:44.160 --> 00:11:45.760]  有些是裏面人
[00:11:45.760 --> 00:11:48.280]  那你多少局外人局外人呢
[00:11:48.280 --> 00:11:49.880]  你多少小圈子呢
[00:11:49.880 --> 00:11:52.200]  但社會上你又是撕裂
[00:11:52.200 --> 00:11:56.680]  那些幾句已經講了當時社會很多撕裂的事
[00:11:56.680 --> 00:11:59.080]  今日發生緊呀各位
[00:11:59.080 --> 00:12:01.160]  你看聖經多厲害
[00:12:01.160 --> 00:12:03.040]  二千年前寫的
[00:12:03.040 --> 00:12:04.360]  你今日再看
[00:12:04.360 --> 00:12:05.640]  它跨越時空
[00:12:05.640 --> 00:12:07.480]  因為神最明白人性
[00:12:07.480 --> 00:12:09.680]  其實它講人性的問題
[00:12:09.680 --> 00:12:11.680]  然後它跟住就講
[00:12:11.680 --> 00:12:14.240]  可能我告訴你關鍵是甚麼
[00:12:14.240 --> 00:12:17.400]  它說你從前遠離上帝遠離神
[00:12:17.400 --> 00:12:19.800]  它告訴你有一個好處
[00:12:19.800 --> 00:12:24.640]  今日直著基督的元素可以與神親近
[00:12:24.640 --> 00:12:26.360]  它很關鍵
[00:12:26.360 --> 00:12:28.560]  修補的第一個關鍵
[00:12:28.560 --> 00:12:30.080]  是人與神的關係
[00:12:30.080 --> 00:12:32.080]  為甚麼這個那麼重要
[00:12:32.080 --> 00:12:33.440]  人是神造的
[00:12:33.440 --> 00:12:35.440]  你離開了神之後
[00:12:35.440 --> 00:12:36.960]  我們的質變了
[00:12:36.960 --> 00:12:38.320]  神是愛
[00:12:38.320 --> 00:12:40.320]  本來的愛是甚麼
[00:12:40.320 --> 00:12:41.560]  它是凡事忍耐
[00:12:41.560 --> 00:12:42.280]  凡事憎惡
[00:12:42.280 --> 00:12:42.920]  凡事包容
[00:12:42.920 --> 00:12:43.960]  凡事相信
[00:12:43.960 --> 00:12:45.560]  它是一個饒恕的愛
[00:12:45.560 --> 00:12:47.000]  是沒有條件的愛
[00:12:47.000 --> 00:12:49.000]  你離開了之後
[00:12:49.000 --> 00:12:51.680]  你每個人自己決定甚麼是愛
[00:12:51.680 --> 00:12:52.680]  是吧
[00:12:52.680 --> 00:12:55.080]  你問下年青人他唱的那些歌
[00:12:55.080 --> 00:12:58.080]  首首歌的愛字是甚麼
[00:12:58.080 --> 00:13:00.080]  It's about sex
[00:13:00.080 --> 00:13:04.080]  It's about片刻的歡愉
[00:13:04.080 --> 00:13:06.080]  它有承諾嗎
[00:13:06.080 --> 00:13:08.080]  有承諾嗎
[00:13:08.080 --> 00:13:10.080]  現在很多下一代不結婚
[00:13:10.080 --> 00:13:14.080]  因為它不相信可以一生一世
[00:13:14.080 --> 00:13:16.080]  那些沒有神經的愛
[00:13:16.080 --> 00:13:18.080]  你很難一生一世的
[00:13:18.080 --> 00:13:20.080]  因為大家一齊的時間
[00:13:20.080 --> 00:13:23.080]  多少需要包容需要饒恕
[00:13:23.080 --> 00:13:25.080]  所以壓力最重要是甚麼
[00:13:25.080 --> 00:13:29.080]  你靠著它就使我們和睦
[00:13:29.080 --> 00:13:32.080]  所以我今次就說和好
[00:13:32.080 --> 00:13:34.080]  和好是甚麼
[00:13:34.080 --> 00:13:37.080]  撕裂的相反就是和好
[00:13:37.080 --> 00:13:39.080]  和好是甚麼
[00:13:39.080 --> 00:13:43.080]  是大家合而為一
[00:13:43.080 --> 00:13:45.080]  不是變了它
[00:13:45.080 --> 00:13:47.080]  因為人不會變的
[00:13:47.080 --> 00:13:48.080]  和好是甚麼
[00:13:48.080 --> 00:13:50.080]  我因為同神結合
[00:13:50.080 --> 00:13:53.080]  我在神的裏面我包容你
[00:13:53.080 --> 00:13:55.080]  我包容你
[00:13:55.080 --> 00:13:58.080]  所以我一會兒會說些故事
[00:13:58.080 --> 00:14:01.080]  我給你看看聖經
[00:14:01.080 --> 00:14:05.080]  為什麼耶穌以自己的身體滅掉冤仇
[00:14:05.080 --> 00:14:07.080]  就是基督律法上的規定
[00:14:07.080 --> 00:14:10.080]  而將兩下為自己直接成為一個新人
[00:14:10.080 --> 00:14:12.080]  就成就了和好
[00:14:12.080 --> 00:14:14.080]  我最喜歡這句
[00:14:17.080 --> 00:14:20.080]  人有很多仇
[00:14:20.080 --> 00:14:24.080]  子女為何那麼憎
[00:14:24.080 --> 00:14:26.080]  你每句都剷他
[00:14:26.080 --> 00:14:28.080]  你不要亂罵子女
[00:14:28.080 --> 00:14:30.080]  他記住的
[00:14:30.080 --> 00:14:32.080]  他記住的
[00:14:32.080 --> 00:14:34.080]  你罵他為他好
[00:14:34.080 --> 00:14:36.080]  你不可以亂說
[00:14:36.080 --> 00:14:37.080]  他傷的
[00:14:37.080 --> 00:14:39.080]  他記仇的
[00:14:39.080 --> 00:14:41.080]  他傷變成仇
[00:14:41.080 --> 00:14:45.080]  你丈夫夫婦說話有時多絕
[00:14:45.080 --> 00:14:46.080]  你衝口而出
[00:14:46.080 --> 00:14:48.080]  不要亂說話
[00:14:48.080 --> 00:14:51.080]  你一句說話一語記出
[00:14:51.080 --> 00:14:54.080]  四馬難追
[00:14:54.080 --> 00:14:57.080]  所以一個應該最親愛的地方
[00:14:57.080 --> 00:14:58.080]  變成最殺傷的地方
[00:14:58.080 --> 00:15:00.080]  我做青少年工作最難做是甚麼
[00:15:00.080 --> 00:15:04.080]  就是醫治這些成長後的傷痕
[00:15:04.080 --> 00:15:05.080]  很多傷痕
[00:15:05.080 --> 00:15:08.080]  催愛你以為愛他
[00:15:08.080 --> 00:15:10.080]  其實是殺人
[00:15:10.080 --> 00:15:12.080]  嘴巴是殺人
[00:15:12.080 --> 00:15:14.080]  聖經經常說
[00:15:14.080 --> 00:15:16.080]  最難控制的就是嘴巴
[00:15:16.080 --> 00:15:18.080]  你以為說了就沒事
[00:15:18.080 --> 00:15:20.080]  你知不知道他細小的心靈
[00:15:20.080 --> 00:15:22.080]  他記得的
[00:15:22.080 --> 00:15:23.080]  他記得的
[00:15:23.080 --> 00:15:25.080]  在這個時間我扔他下街
[00:15:25.080 --> 00:15:27.080]  這些不能說的
[00:15:27.080 --> 00:15:29.080]  你明不明
[00:15:29.080 --> 00:15:31.080]  你當衝口而出
[00:15:31.080 --> 00:15:33.080]  他藏在這裏
[00:15:33.080 --> 00:15:35.080]  他幼小的心靈記住這件事
[00:15:35.080 --> 00:15:37.080]  於是夫婦之間
[00:15:37.080 --> 00:15:39.080]  父母之間
[00:15:39.080 --> 00:15:41.080]  很多用詞是冤仇
[00:15:41.080 --> 00:15:44.080]  為何十字架滅掉冤仇
[00:15:44.080 --> 00:15:45.080]  就直十字架洗兩下
[00:15:45.080 --> 00:15:47.080]  合而為一於神和
[00:15:47.080 --> 00:15:52.080]  十字架應該滅掉冤仇
[00:15:52.080 --> 00:15:55.080]  愛你以為最難是甚麼
[00:15:55.080 --> 00:15:58.080]  饒恕
[00:15:58.080 --> 00:15:59.080]  Forgive
[00:15:59.080 --> 00:16:01.080]  Forgive
[00:16:01.080 --> 00:16:05.080]  聖經說你饒恕人要七十個七次
[00:16:05.080 --> 00:16:07.080]  我在家裏算過
[00:16:07.080 --> 00:16:09.080]  我兒子經常叫他不要做那件事
[00:16:09.080 --> 00:16:11.080]  兩個星期就七十個七次
[00:16:11.080 --> 00:16:15.080]  我叫他把拖鞋擺整齊一點
[00:16:15.080 --> 00:16:18.080]  說話小聲一點
[00:16:18.080 --> 00:16:19.080]  我數著
[00:16:19.080 --> 00:16:21.080]  原來七十個七次很麻煩
[00:16:21.080 --> 00:16:25.080]  所以主耶穌覺得他是甚麼
[00:16:25.080 --> 00:16:31.080]  聖面是公義的
[00:16:31.080 --> 00:16:34.080]  如果沒有公義是沒有聖面
[00:16:34.080 --> 00:16:36.080]  所以你都知
[00:16:36.080 --> 00:16:38.080]  我很喜歡包青天
[00:16:38.080 --> 00:16:39.080]  那時我試過去看
[00:16:39.080 --> 00:16:41.080]  包青天最好看誰
[00:16:41.080 --> 00:16:45.080]  如果包青天見到你
[00:16:45.080 --> 00:16:47.080]  他不理你甚麼
[00:16:47.080 --> 00:16:48.080]  狗頭有狗頭雜
[00:16:48.080 --> 00:16:50.080]  虎頭虎頭雜
[00:16:50.080 --> 00:16:52.080]  在神的面前
[00:16:52.080 --> 00:16:53.080]  在法律面前
[00:16:53.080 --> 00:16:55.080]  個個都要有公義
[00:16:55.080 --> 00:16:59.080]  神知
[00:16:59.080 --> 00:17:01.080]  所以祂對兒子來
[00:17:01.080 --> 00:17:03.080]  祂愛
[00:17:03.080 --> 00:17:05.080]  祂三十三年
[00:17:05.080 --> 00:17:07.080]  頭三十年愛祂家人
[00:17:07.080 --> 00:17:09.080]  父母
[00:17:09.080 --> 00:17:11.080]  跟爸爸學做竇木
[00:17:11.080 --> 00:17:14.080]  在一個最貧窮的村莊裏
[00:17:14.080 --> 00:17:16.080]  很小的那條村
[00:17:16.080 --> 00:17:17.080]  幾十家人
[00:17:17.080 --> 00:17:19.080]  嘩 多好
[00:17:19.080 --> 00:17:21.080]  沒有人知道他是誰
[00:17:21.080 --> 00:17:22.080]  所以奶祖說
[00:17:22.080 --> 00:17:23.080]  為何這個木匠的兒子
[00:17:23.080 --> 00:17:25.080]  說話那麼有勢力
[00:17:25.080 --> 00:17:27.080]  很普通
[00:17:27.080 --> 00:17:29.080]  他盡主觀的意思
[00:17:29.080 --> 00:17:31.080]  孝敬父親母親
[00:17:31.080 --> 00:17:34.080]  愛那條村的人
[00:17:34.080 --> 00:17:36.080]  愛是從身邊的人開始
[00:17:36.080 --> 00:17:38.080]  所以饒恕是甚麼
[00:17:38.080 --> 00:17:39.080]  他最後知道
[00:17:39.080 --> 00:17:41.080]  他要做一件最難的事
[00:17:41.080 --> 00:17:42.080]  我知道
[00:17:42.080 --> 00:17:44.080]  基督教每年都請我來這裏
[00:17:44.080 --> 00:17:46.080]  每年請我來兩次
[00:17:46.080 --> 00:17:47.080]  我要求
[00:17:47.080 --> 00:17:48.080]  你請我
[00:17:48.080 --> 00:17:50.080]  最好在受難節
[00:17:50.080 --> 00:17:52.080]  和復活節的時間
