
[00:00:00.000 --> 00:00:08.280]  根據聖經記載 耶穌出生後有一段時間
[00:02:30.880 --> 00:02:32.520]  所以不是那麼容易
[00:02:32.520 --> 00:02:40.000]  我們算一算 如果是七十多里的話 每天走十里
[00:02:40.000 --> 00:02:42.840]  有大人 有小孩子 有老人
[00:02:42.840 --> 00:02:47.520]  還要休息的 晚上就不能走了
[00:02:47.520 --> 00:02:54.880]  可能大概一個星期才會走得到
[00:02:54.880 --> 00:02:57.840]  《路加福音》記載那一年
[00:02:57.840 --> 00:03:02.960]  他們一家人去到耶路撒冷那裡是過雨節
[00:03:02.960 --> 00:03:05.080]  因為雨節是大節日
[00:03:05.080 --> 00:03:07.880]  所以除了外頭的猶太人去
[00:03:07.880 --> 00:03:10.720]  其他外國的地方的人都去
[00:03:10.720 --> 00:03:15.040]  這些我們遲些讀《時代行傳》的時候就知道了
[00:03:15.040 --> 00:03:18.560]  過節的時候很多人就會去耶路撒冷
[00:03:18.560 --> 00:03:24.040]  之後整家人去完耶路撒冷
[00:03:24.040 --> 00:03:28.320]  和親戚朋友回家
[00:03:28.320 --> 00:03:31.520]  但是過了一天
[00:03:31.520 --> 00:03:35.760]  耶穌的父母就以為祂當然和小孩子一起玩
[00:03:35.760 --> 00:03:38.760]  到吃飯的時候都不找祂了
[00:03:38.760 --> 00:03:41.040]  由祂吧 和小孩子玩
[00:03:41.040 --> 00:03:43.720]  到睡覺的時候都找不到
[00:03:43.720 --> 00:03:44.960]  都不回來
[00:03:44.960 --> 00:03:47.040]  開始擔心了
[00:03:47.040 --> 00:03:49.120]  所以他們走了一天
[00:03:49.120 --> 00:03:52.160]  到晚上的時候見不到耶穌
[00:03:52.160 --> 00:03:54.640]  那時候耶穌是十二歲左右
[00:03:54.640 --> 00:03:58.440]  之後回到耶路撒冷找祂
[00:03:58.440 --> 00:04:00.840]  所以回到耶路撒冷的時候
[00:04:00.840 --> 00:04:02.040]  又不是那麼容易的
[00:04:02.040 --> 00:04:04.280]  因為城市很大
[00:04:04.280 --> 00:04:07.240]  以前我們看過這個地圖
[00:04:07.240 --> 00:04:14.520]  找一找 終於在耶路撒冷的聖殿裡找到祂
[00:04:14.520 --> 00:04:17.320]  我們知道耶路撒冷的聖殿很大
[00:04:17.320 --> 00:04:18.600]  以前我們看過
[00:04:18.600 --> 00:04:20.920]  二十多個足球場那麼大
[00:04:20.920 --> 00:04:25.240]  裡面這個聖殿才是獻祭的地方
[00:04:25.240 --> 00:04:29.040]  但其實在旁邊的走廊
[00:04:29.040 --> 00:04:30.600]  有很多柱子的地方
[00:04:30.600 --> 00:04:36.560]  走廊就是那些先生的拉比在講解聖經
[00:04:36.560 --> 00:04:38.120]  有時候這個拉比講
[00:04:38.120 --> 00:04:40.200]  一群人喜歡聽
[00:04:40.200 --> 00:04:42.680]  坐在那裡聽他問一些事情
[00:04:42.680 --> 00:04:45.880]  另一個拉比可能另一個角落也在講
[00:04:45.880 --> 00:04:51.960]  無所謂的 他們是一群一群像我們現在上主學那樣
[00:04:51.960 --> 00:04:53.760]  最終找了一找
[00:04:53.760 --> 00:04:59.120]  父母一路找 找到了 見到祂了
[00:04:59.120 --> 00:05:01.600]  當然不會立刻叫祂出來
[00:05:01.600 --> 00:05:03.360]  當然是到下課的時候
[00:05:03.360 --> 00:05:06.400]  祂出來 看見了
[00:05:06.400 --> 00:05:10.560]  「兒子 為什麼你留在這裡都不告訴我們?」
[00:05:10.560 --> 00:05:13.280]  「我們知道 我們很擔心 走了一天」
[00:05:13.280 --> 00:05:15.720]  「找不到你 又過了一天」
[00:05:15.720 --> 00:05:19.840]  正因為他們過了三天才找到祂
[00:05:19.840 --> 00:05:21.880]  幾天才找到祂
[00:05:21.880 --> 00:05:25.360]  「為什麼你在這裡?」
[00:05:25.360 --> 00:05:29.200]  所以耶穌回答他們
[00:05:29.200 --> 00:05:31.760]  「你為什麼這麼擔心呢?」
[00:05:31.760 --> 00:05:35.760]  「難道我不應該在父親的家裡嗎?」
[00:05:35.760 --> 00:05:37.360]  就是指這個聖殿
[00:05:37.360 --> 00:05:39.280]  所以十二歲的耶穌已經很清楚
[00:05:39.280 --> 00:05:41.800]  神是祂的父親
[00:05:41.800 --> 00:05:43.800]  而聖殿就是神的家
[00:05:43.800 --> 00:05:45.920]  所以祂進入聖殿的範圍裡
[00:05:45.920 --> 00:05:47.920]  祂是很開心的
[00:05:47.920 --> 00:05:50.960]  祂知道這是祂的父親的家
[00:05:50.960 --> 00:05:56.120]  聖經特別註明祂那時候大概十二歲
[00:05:56.120 --> 00:05:59.000]  我不知道明洲這邊猶太人多不多
[00:05:59.000 --> 00:06:02.440]  猶太人 如果是男孩子
[00:06:02.440 --> 00:06:04.000]  其實到十三歲的時候
[00:06:04.000 --> 00:06:06.080]  就是一個大的日子
[00:06:06.080 --> 00:06:07.840]  他們的巴彌茲瓦
[00:06:07.840 --> 00:06:10.800]  有沒有人聽過?
[00:06:10.800 --> 00:06:12.120]  有些人聽過
[00:06:12.120 --> 00:06:13.960]  可能在明洲不太多
[00:06:13.960 --> 00:06:17.120]  以前我們在芝加哥有很多猶太人
[00:06:17.120 --> 00:06:18.720]  他們到十三歲的時候
[00:06:18.720 --> 00:06:22.000]  那個生日是很重要的
[00:06:22.000 --> 00:06:27.120]  這個巴彌茲瓦差不多是成人禮
[00:06:27.120 --> 00:06:28.960]  就是長大了
[00:06:28.960 --> 00:06:31.560]  小時候可以隨隨便便
[00:06:31.560 --> 00:06:36.880]  但是十三歲就開始要學神的律法
[00:06:36.880 --> 00:06:38.880]  而且要學遵守
[00:06:38.880 --> 00:06:40.400]  遵守之後
[00:06:40.400 --> 00:06:42.880]  以後的行為就自己負責
[00:06:42.880 --> 00:06:44.880]  你夠大人了
[00:06:44.880 --> 00:06:46.480]  當然時代不一樣
[00:06:46.480 --> 00:06:48.720]  那時候的人結婚都是十七、八歲
[00:06:48.720 --> 00:06:50.520]  十六歲就要結婚
[00:06:50.520 --> 00:06:55.080]  所以十三歲在他們的傳統裡是成人
[00:06:55.080 --> 00:06:59.360]  聖經特別是說到耶穌那時候是十二歲
[00:06:59.360 --> 00:07:02.840]  所以特別是註明祂還沒有那麼大
[00:07:02.840 --> 00:07:05.080]  但是已經可以在拉比
[00:07:05.080 --> 00:07:08.800]  一些老師中間來聽、來學
[00:07:08.800 --> 00:07:12.040]  而且一邊聽一邊問
[00:07:12.040 --> 00:07:15.320]  但是耶穌怎樣經過青少年的時期
[00:07:15.320 --> 00:07:18.560]  成人之後怎樣去工作、養家
[00:07:18.560 --> 00:07:20.480]  聖經就沒有記載
[00:07:20.480 --> 00:07:21.680]  特別是這件事
[00:07:21.680 --> 00:07:23.480]  聖經就很詳細記載
[00:07:23.480 --> 00:07:26.160]  到五十二節那裡
[00:07:26.160 --> 00:07:27.480]  我們就讀到
[00:07:27.480 --> 00:07:31.000]  剛才讀經也說到了
[00:07:31.000 --> 00:07:34.200]  耶穌就是在四方面
[00:07:34.200 --> 00:07:38.280]  讓我們知道祂有一個成長
[00:07:38.280 --> 00:07:41.360]  有一個均衡的生活
[00:07:41.360 --> 00:07:42.560]  五十二節也說
[00:07:42.560 --> 00:07:46.440]  耶穌的智慧和新量
[00:07:46.440 --> 00:07:50.640]  並上帝和人喜愛祂的心都一起增長
[00:07:50.640 --> 00:07:54.440]  所謂智慧、新量、上帝喜愛祂的心
[00:07:54.440 --> 00:07:55.840]  人喜愛祂的心
[00:07:55.840 --> 00:07:57.000]  就是這四方面
[00:07:57.000 --> 00:07:58.960]  我今天就希望在這裡
[00:07:58.960 --> 00:08:00.440]  可以和大家分享
[00:08:00.440 --> 00:08:02.440]  我們彼此來鼓勵
[00:08:02.440 --> 00:08:05.440]  第一方面是智慧
[00:08:07.080 --> 00:08:09.840]  智慧是不等同於知識
[00:08:09.840 --> 00:08:12.960]  有很多人讀完大學
[00:08:12.960 --> 00:08:14.960]  或者再讀研究院
[00:08:14.960 --> 00:08:17.560]  連博士學位也拿到了
[00:08:17.560 --> 00:08:18.560]  很有知識
[00:08:18.560 --> 00:08:22.280]  但是說話就沒有分寸
[00:08:22.280 --> 00:08:28.640]  有時候和丈夫一起參加宴會的時候
[00:08:28.640 --> 00:08:31.680]  就在同一個桌子裡
[00:08:31.680 --> 00:08:33.680]  公開批評先生
[00:08:35.120 --> 00:08:38.080]  這些是沒有智慧的舉動
[00:08:38.080 --> 00:08:42.520]  感謝主我太太沒有這樣做過
[00:08:42.520 --> 00:08:45.960]  無論是太太批評先生也好
[00:08:45.960 --> 00:08:47.720]  先生批評太太也好
[00:08:47.720 --> 00:08:51.720]  在公開的場合批評是很沒有智慧的事
[00:08:51.720 --> 00:08:54.400]  其實批評你的配偶
[00:08:54.400 --> 00:08:56.400]  只是批評自己
[00:08:56.400 --> 00:08:58.000]  他這麼不好
[00:08:58.000 --> 00:08:59.000]  什麼都不懂
[00:08:59.000 --> 00:09:00.080]  什麼都不懂
[00:09:00.080 --> 00:09:03.680]  當初為什麼你會答應嫁給他
[00:09:03.680 --> 00:09:05.680]  或者答應娶他
[00:09:05.680 --> 00:09:10.680]  批評自己的配偶是毫無智慧的一件事
[00:09:10.680 --> 00:09:13.280]  如果你覺得他這方面不行
[00:09:13.280 --> 00:09:14.280]  那方面不行
[00:09:14.280 --> 00:09:16.280]  為什麼你不幫他
[00:09:16.280 --> 00:09:18.280]  鼓勵他
[00:09:18.280 --> 00:09:20.280]  幫他成長
[00:09:20.280 --> 00:09:24.280]  所以這是知識
[00:09:24.280 --> 00:09:26.280]  有知識但不一定有智慧
[00:09:26.280 --> 00:09:30.040]  智慧也不等同聰明
[00:09:31.800 --> 00:09:34.800]  世界上有什麼地方可以找到聰明的人
[00:09:34.800 --> 00:09:37.840]  在監獄
[00:09:37.840 --> 00:09:39.640]  坐監的人
[00:09:39.640 --> 00:09:46.320]  他們要想到各種方法去偷走越獄
[00:09:46.320 --> 00:09:49.440]  或者想到各種方法製造武器
[00:09:49.440 --> 00:09:53.040]  或者毒品怎樣藏起來
[00:09:53.040 --> 00:09:55.720]  現在的坐監很進步
[00:09:55.720 --> 00:10:00.720]  又可以用無人機飛到監獄上
[00:10:00.720 --> 00:10:02.720]  扔藥進去
[00:10:02.720 --> 00:10:04.720]  毒品什麼的都可以
[00:10:04.720 --> 00:10:06.720]  很厲害
[00:10:06.720 --> 00:10:08.720]  以前我年輕的時候
[00:10:08.720 --> 00:10:10.720]  在教會團契長大
[00:10:10.720 --> 00:10:12.720]  有一個導師
[00:10:12.720 --> 00:10:16.720]  有一次給我們團契小組一個難題
[00:10:16.720 --> 00:10:18.720]  他們叫我們
[00:10:18.720 --> 00:10:20.720]  十個八個人
[00:10:20.720 --> 00:10:22.720]  首先在頭上拔頭髮出來
[00:10:22.720 --> 00:10:24.720]  我今天就不拔了
[00:10:24.720 --> 00:10:26.720]  沒什麼頭髮了
[00:10:26.720 --> 00:10:28.720]  拔頭髮出來
[00:10:28.720 --> 00:10:30.720]  綁個裂
[00:10:30.720 --> 00:10:32.720]  綁個裂之後
[00:10:32.720 --> 00:10:34.720]  綁死裂
[00:10:34.720 --> 00:10:36.720]  之後怎樣去解開它出來
[00:10:36.720 --> 00:10:38.720]  即是解開裂
[00:10:38.720 --> 00:10:42.720]  不是那麼容易的
[00:10:42.720 --> 00:10:44.720]  回家就試一下
[00:10:44.720 --> 00:10:46.720]  拔個頭髮出來綁個裂
[00:10:46.720 --> 00:10:48.720]  怎樣解開它
[00:10:48.720 --> 00:10:50.720]  那次的導師就說
[00:10:50.720 --> 00:10:52.720]  教你吧
[00:10:52.720 --> 00:10:54.720]  這個方法最初是
[00:10:54.720 --> 00:10:56.720]  赤柱一個人教我的
[00:10:58.720 --> 00:11:00.720]  香港來就知道
[00:11:00.720 --> 00:11:02.720]  赤柱就是監獄
[00:11:02.720 --> 00:11:04.720]  去赤柱就是坐監
[00:11:04.720 --> 00:11:06.720]  吃皇家飯
[00:11:06.720 --> 00:11:10.720]  坐監的人
[00:11:10.720 --> 00:11:12.720]  他有時間又聰明
[00:11:12.720 --> 00:11:14.720]  沒有其他娛樂
[00:11:14.720 --> 00:11:16.720]  有空就拔個頭髮
[00:11:16.720 --> 00:11:18.720]  試一下
[00:11:18.720 --> 00:11:20.720]  真的解得到
[00:11:20.720 --> 00:11:22.720]  如果你有興趣
[00:11:22.720 --> 00:11:24.720]  再問我
[00:11:24.720 --> 00:11:26.720]  很多坐監的人
[00:11:26.720 --> 00:11:28.720]  坐監的罪犯是很聰明
[00:11:28.720 --> 00:11:30.720]  他們想到很多辦法
[00:11:30.720 --> 00:11:32.720]  偷運
[00:11:32.720 --> 00:11:34.720]  運毒也好
[00:11:34.720 --> 00:11:36.720]  運人也好
[00:11:36.720 --> 00:11:38.720]  詐騙
[00:11:38.720 --> 00:11:40.720]  電詐
[00:11:40.720 --> 00:11:42.720]  現在是職業化
[00:11:42.720 --> 00:11:44.720]  很聰明
[00:11:44.720 --> 00:11:46.720]  但他們的聰明
[00:11:46.720 --> 00:11:48.720]  用在違法的事情上
[00:11:48.720 --> 00:11:50.720]  害人的事情上
[00:11:50.720 --> 00:11:52.720]  不少人最後的結局都是悲慘的
[00:11:52.720 --> 00:11:54.720]  沒有智慧
[00:11:54.720 --> 00:11:56.720]  所以聖經說
[00:11:56.720 --> 00:11:58.720]  敬畏而又說
[00:11:58.720 --> 00:12:00.720]  是智慧的開端
[00:12:00.720 --> 00:12:02.720]  認識至聖者就是聰明
[00:12:02.720 --> 00:12:04.720]  這是開端
[00:12:04.720 --> 00:12:06.720]  不是敬畏而又說
[00:12:06.720 --> 00:12:08.720]  得到全部智慧
[00:12:08.720 --> 00:12:10.720]  是開始有些智慧
[00:12:10.720 --> 00:12:12.720]  為什麼會這樣呢?
[00:12:12.720 --> 00:12:14.720]  因為神是智慧的源頭
[00:12:14.720 --> 00:12:16.720]  神是智慧的源頭
[00:12:16.720 --> 00:12:18.720]  什麼叫智慧呢?
[00:12:18.720 --> 00:12:20.720]  就是做什麼
[00:12:20.720 --> 00:12:22.720]  都有一個平衡
[00:12:22.720 --> 00:12:24.720]  有些方法
[00:12:24.720 --> 00:12:26.720]  智慧是從善良
[00:12:26.720 --> 00:12:28.720]  從愛神愛人
[00:12:28.720 --> 00:12:30.720]  做一個出發點
[00:12:30.720 --> 00:12:32.720]  然後運用我們的頭腦
[00:12:32.720 --> 00:12:34.720]  合而去解決問題
[00:12:34.720 --> 00:12:36.720]  合而的意思是
[00:12:36.720 --> 00:12:38.720]  不會過分
[00:12:38.720 --> 00:12:40.720]  能夠做到一個平衡
[00:12:40.720 --> 00:12:42.720]  所以這是
[00:12:42.720 --> 00:12:44.720]  首先敬畏神才有一個善良
[00:12:44.720 --> 00:12:46.720]  有一個好的出發點
[00:12:46.720 --> 00:12:48.720]  然後解決問題
[00:12:48.720 --> 00:12:50.720]  運用你的頭腦
[00:12:50.720 --> 00:12:52.720]  那時候可能要用聰明
[00:12:52.720 --> 00:12:54.720]  所以聖經也說
[00:12:54.720 --> 00:12:56.720]  認識至聖者就是聰明
[00:12:56.720 --> 00:12:58.720]  我們先在神那裡
[00:12:58.720 --> 00:13:00.720]  有一個好的關係
[00:13:00.720 --> 00:13:02.720]  知道什麼叫好
[00:13:02.720 --> 00:13:04.720]  什麼叫對
[00:13:04.720 --> 00:13:06.720]  然後運用我們的頭腦
[00:13:06.720 --> 00:13:08.720]  去解決平衡的方法
[00:13:08.720 --> 00:13:10.720]  舉個例子
[00:13:10.720 --> 00:13:12.720]  神是有憐憫
[00:13:12.720 --> 00:13:14.720]  有公義的神
[00:13:14.720 --> 00:13:16.720]  憐憫和公義
[00:13:16.720 --> 00:13:18.720]  這方面
[00:13:18.720 --> 00:13:20.720]  有些像我們所說的
[00:13:20.720 --> 00:13:22.720]  合情合理
[00:13:22.720 --> 00:13:24.720]  這兩方面不同
[00:13:24.720 --> 00:13:26.720]  有時你猜得情
[00:13:26.720 --> 00:13:28.720]  就不合理
[00:13:28.720 --> 00:13:30.720]  有時你猜得合理
[00:13:30.720 --> 00:13:32.720]  未必有情
[00:13:32.720 --> 00:13:34.720]  怎樣做事才叫合情合理
[00:13:34.720 --> 00:13:36.720]  就需要我們
[00:13:36.720 --> 00:13:38.720]  用智慧
[00:13:38.720 --> 00:13:40.720]  如果法律
[00:13:40.720 --> 00:13:42.720]  只講理由
[00:13:42.720 --> 00:13:44.720]  今天的AI
[00:13:44.720 --> 00:13:46.720]  電腦也搞定了
[00:13:46.720 --> 00:13:48.720]  找些資料去判
[00:13:48.720 --> 00:13:50.720]  因為法律
[00:13:50.720 --> 00:13:52.720]  不只是講理
[00:13:52.720 --> 00:13:54.720]  也是講人情
[00:13:54.720 --> 00:13:56.720]  這個證據充足
[00:13:56.720 --> 00:13:58.720]  這個嫌疑人的確犯了
[00:13:58.720 --> 00:14:00.720]  這樣的罪
[00:14:00.720 --> 00:14:02.720]  應該受刑罰
[00:14:02.720 --> 00:14:04.720]  理的方面
[00:14:04.720 --> 00:14:06.720]  有時我們去法官
[00:14:06.720 --> 00:14:08.720]  他就會想
[00:14:08.720 --> 00:14:10.720]  這個人一向都是守法
[00:14:10.720 --> 00:14:12.720]  這是第一次犯
[00:14:12.720 --> 00:14:14.720]  而且他的家庭背景
[00:14:14.720 --> 00:14:16.720]  他曾經是受害人
[00:14:16.720 --> 00:14:18.720]  很多研究後
[00:14:18.720 --> 00:14:20.720]  心理有些不平衡
[00:14:20.720 --> 00:14:22.720]  可能從輕發落
[00:14:22.720 --> 00:14:24.720]  這個情方面
[00:14:24.720 --> 00:14:26.720]  合情合理
[00:14:26.720 --> 00:14:32.720]  森嚴在第一章
[00:14:32.720 --> 00:14:34.720]  二十節至三十三節
[00:14:34.720 --> 00:14:36.720]  和第八章二十二節至三十一節
[00:14:36.720 --> 00:14:38.720]  都是描述智慧
[00:14:38.720 --> 00:14:40.720]  好像一個人
[00:14:40.720 --> 00:14:42.720]  是智慧創造這個世界
[00:14:42.720 --> 00:14:44.720]  智慧創造這個宇宙
[00:14:44.720 --> 00:14:46.720]  智慧也是
[00:14:46.720 --> 00:14:48.720]  引導人歸向他
[00:14:48.720 --> 00:14:50.720]  歸向先
[00:14:50.720 --> 00:14:52.720]  所以說得到智慧
[00:14:52.720 --> 00:14:54.720]  就能體會到神的公義和憐憫
[00:14:54.720 --> 00:14:56.720]  做事的時候
[00:14:56.720 --> 00:14:58.720]  就可以有適當的平衡
[00:14:58.720 --> 00:15:00.720]  可以合情合理
[00:15:00.720 --> 00:15:02.720]  聖經也說到
[00:15:02.720 --> 00:15:04.720]  很有智慧的一個人物
[00:15:04.720 --> 00:15:06.720]  就是所樂門王
[00:15:06.720 --> 00:15:08.720]  他懂得求神
[00:15:08.720 --> 00:15:10.720]  給他有智慧
[00:15:10.720 --> 00:15:12.720]  因為有智慧之後
[00:15:12.720 --> 00:15:14.720]  其他的財富
[00:15:14.720 --> 00:15:16.720]  權力等等會跟著來
[00:15:16.720 --> 00:15:18.720]  所以他
[00:15:18.720 --> 00:15:20.720]  很懂得
[00:15:20.720 --> 00:15:22.720]  先求神的智慧
[00:15:22.720 --> 00:15:24.720]  之後其他問題就不需要求
[00:15:24.720 --> 00:15:26.720]  都跟著來
[00:15:26.720 --> 00:15:28.720]  我們看看耶穌當年
[00:15:28.720 --> 00:15:30.720]  也是這樣
[00:15:30.720 --> 00:15:32.720]  充滿神的智慧
[00:15:32.720 --> 00:15:34.720]  有一次
[00:15:34.720 --> 00:15:36.720]  有一個犯罪當中
[00:15:36.720 --> 00:15:38.720]  被人抓到的淫婦
[00:15:38.720 --> 00:15:40.720]  在他面前
[00:15:40.720 --> 00:15:42.720]  有人就說按照摩西的律法
[00:15:42.720 --> 00:15:44.720]  應該是用石頭打死她
[00:15:44.720 --> 00:15:46.720]  但是耶穌
[00:15:46.720 --> 00:15:48.720]  沒有正面的回答
[00:15:48.720 --> 00:15:50.720]  是不是可以
[00:15:50.720 --> 00:15:52.720]  耶穌給她有第二次的機會
[00:15:52.720 --> 00:15:54.720]  給這個女人有第二次的機會
[00:15:54.720 --> 00:15:56.720]  所以祂處理了她
[00:15:56.720 --> 00:15:58.720]  誰覺得自己沒有罪
[00:15:58.720 --> 00:16:00.720]  就拿起第一塊石頭
[00:16:00.720 --> 00:16:02.720]  打她,結果又沒有人
[00:16:02.720 --> 00:16:04.720]  最後耶穌
[00:16:04.720 --> 00:16:06.720]  也沒有用石頭打她
[00:16:06.720 --> 00:16:08.720]  給她走,給她有第二次的機會
[00:16:08.720 --> 00:16:10.720]  但是也說
[00:16:10.720 --> 00:16:12.720]  你以後不要再犯罪了
[00:16:12.720 --> 00:16:14.720]  所以
[00:16:14.720 --> 00:16:16.720]  了解這個事情,我們知道
[00:16:16.720 --> 00:16:18.720]  耶穌在法律那方面
[00:16:18.720 --> 00:16:20.720]  理那方面
[00:16:20.720 --> 00:16:22.720]  這個女人的確是犯了罪
[00:16:22.720 --> 00:16:24.720]  並不是說沒有所謂
[00:16:24.720 --> 00:16:26.720]  下次再做,的確是犯罪
[00:16:26.720 --> 00:16:28.720]  但是祂有情那方面
[00:16:28.720 --> 00:16:30.720]  有憐憫那方面
[00:16:30.720 --> 00:16:32.720]  合情合理的處理了這個問題
[00:16:34.720 --> 00:16:36.720]  司徒保羅在
[00:16:36.720 --> 00:16:38.720]  哥倫多前書第一章二十四節
[00:16:38.720 --> 00:16:40.720]  更加清楚說到
[00:16:40.720 --> 00:16:42.720]  基督就是神的大能
[00:16:42.720 --> 00:16:44.720]  就是神的智慧
[00:16:44.720 --> 00:16:46.720]  意思就是說
[00:16:46.720 --> 00:16:48.720]  如果有耶穌的生命在你裡面
[00:16:48.720 --> 00:16:50.720]  你就有智慧
[00:16:50.720 --> 00:16:52.720]  越認識耶穌
[00:16:52.720 --> 00:16:54.720]  你就越能夠有智慧
[00:16:54.720 --> 00:16:56.720]  也在智慧當中成長
[00:16:56.720 --> 00:16:58.720]  因為要認識耶穌的話語
[00:16:58.720 --> 00:17:00.720]  效法祂的生活
[00:17:00.720 --> 00:17:02.720]  學習祂怎樣來看這個世界
[00:17:02.720 --> 00:17:04.720]  看物質
[00:17:04.720 --> 00:17:06.720]  怎樣去看政治,看社會
[00:17:06.720 --> 00:17:08.720]  你就會越來越有智慧
[00:17:08.720 --> 00:17:10.720]  有些人最近都是因為
[00:17:10.720 --> 00:17:12.720]  明州的事情,都問
[00:17:12.720 --> 00:17:14.720]  基督徒在這方面
[00:17:14.720 --> 00:17:16.720]  我們怎樣去面對這個事情
[00:17:16.720 --> 00:17:18.720]  多點認識耶穌
[00:17:18.720 --> 00:17:20.720]  可能沒有直接的
[00:17:20.720 --> 00:17:22.720]  一個關係,但是你認識祂
[00:17:22.720 --> 00:17:24.720]  怎樣去看政治,怎樣去看人
[00:17:24.720 --> 00:17:26.720]  怎樣去看權力的時候
[00:17:26.720 --> 00:17:28.720]  可能你會有更多的啟發
[00:17:28.720 --> 00:17:30.720]  我們越認識耶穌
[00:17:30.720 --> 00:17:32.720]  你就會越有智慧
[00:17:32.720 --> 00:17:36.720]  第二方面,聖經也說
[00:17:36.720 --> 00:17:38.720]  耶穌在體能方面
[00:17:38.720 --> 00:17:40.720]  是有成長
[00:17:40.720 --> 00:17:42.720]  和學本的翻譯就是用身量
[00:17:42.720 --> 00:17:44.720]  耶穌是
[00:17:44.720 --> 00:17:46.720]  長高,長大
[00:17:46.720 --> 00:17:48.720]  健壯
[00:17:48.720 --> 00:17:50.720]  我認為這個
[00:17:50.720 --> 00:17:52.720]  那個字是和體能
[00:17:52.720 --> 00:17:54.720]  更加有關係,就是fitness
[00:17:54.720 --> 00:17:56.720]  那方面
[00:17:56.720 --> 00:17:58.720]  單單高大勇猛
[00:17:58.720 --> 00:18:00.720]  不一定是有健康
[00:18:00.720 --> 00:18:02.720]  很多那些
[00:18:02.720 --> 00:18:04.720]  專業籃球員,足球員
[00:18:04.720 --> 00:18:06.720]  看起來身材
[00:18:06.720 --> 00:18:08.720]  健碩
[00:18:08.720 --> 00:18:10.720]  但是為什麼突然在
[00:18:10.720 --> 00:18:12.720]  球場裡面又沒有人撞到他
[00:18:12.720 --> 00:18:14.720]  就跌倒
[00:18:14.720 --> 00:18:16.720]  原來是心臟有問題
[00:18:16.720 --> 00:18:18.720]  比賽的壓力
[00:18:18.720 --> 00:18:20.720]  心臟負荷過量
[00:18:20.720 --> 00:18:22.720]  其他有些功能都出了問題
[00:18:22.720 --> 00:18:26.720]  李小龍厲害吧
[00:18:28.720 --> 00:18:30.720]  但是他在年輕的時候
[00:18:30.720 --> 00:18:32.720]  就暴斃
[00:18:32.720 --> 00:18:34.720]  為什麼李小龍會突然之間死呢
[00:18:34.720 --> 00:18:36.720]  當然
[00:18:36.720 --> 00:18:38.720]  死因研究就說
[00:18:38.720 --> 00:18:40.720]  他是腦水腫
[00:18:40.720 --> 00:18:42.720]  但是什麼原因引發他腦水腫呢
[00:18:42.720 --> 00:18:44.720]  都
[00:18:44.720 --> 00:18:46.720]  沒有確實答案
[00:18:46.720 --> 00:18:48.720]  有些人說他喝水太多
[00:18:48.720 --> 00:18:50.720]  短時間喝水太多
[00:18:50.720 --> 00:18:52.720]  是會有事的
[00:18:52.720 --> 00:18:54.720]  是會引發腦水腫的
[00:18:54.720 --> 00:18:56.720]  你不要以為
