
[00:00:00.000 --> 00:00:02.360]  「我是生命的糧」
[00:07:17.520 --> 00:07:23.760]  於是聖經記載 耶穌看到他們就憐憫他們
[00:07:23.760 --> 00:07:25.760]  就因為這個憐憫的心腸
[00:07:25.760 --> 00:07:28.560]  耶穌不單止治病 更加講道
[00:07:28.560 --> 00:07:34.160]  講道日頭平西 聖經記載已經講道下山了
[00:07:34.160 --> 00:07:40.160]  下山之後 聽了一個小時就肚餓了
[00:07:40.160 --> 00:07:42.160]  聽了一天就肚餓了
[00:07:42.160 --> 00:07:45.760]  於是耶穌就要試驗門徒 找肥力來
[00:07:45.760 --> 00:07:52.240]  大家都知道肥力 《約翰福音》一章44節講道肥力就是白菜大的徒弟
[00:07:52.240 --> 00:07:54.240]  來自白菜大
[00:07:54.240 --> 00:07:58.240]  於是他就問肥力 肥力在哪裡有
[00:07:58.240 --> 00:08:00.240]  便宜的東西買給他們吃
[00:08:00.240 --> 00:08:02.240]  餵飽這一萬人
[00:08:02.240 --> 00:08:04.240]  肥力聽到就說 我知道 我熟悉這裡
[00:08:04.240 --> 00:08:09.440]  你去那間超級市場買完都不夠他們吃
[00:08:09.440 --> 00:08:13.440]  而且用二十兩銀半年工資都不夠他們吃
[00:08:13.440 --> 00:08:18.240]  安德烈就帶了小孩來 五餅二魚
[00:08:18.240 --> 00:08:21.440]  但安德烈其實不是很有信心
[00:08:21.440 --> 00:08:25.440]  他知道只有這麼多 耶穌怎麼夠吃
[00:08:25.440 --> 00:08:30.240]  於是耶穌就行了五餅二魚的神蹟
[00:08:30.240 --> 00:08:34.240]  大家都很熟悉 神蹟完了之後 耶穌就覺得太累了
[00:08:34.240 --> 00:08:36.240]  要去休息一下
[00:08:36.240 --> 00:08:38.240]  於是耶穌就在白菜大
[00:08:38.240 --> 00:08:44.240]  白菜大原名的意思就是滿足之地
[00:08:44.240 --> 00:08:48.240]  耶穌選擇這些地方行神蹟很有意思
[00:08:48.240 --> 00:08:55.040]  人們在當中得著 滿足 是不是真正的滿足呢
[00:08:55.040 --> 00:08:57.040]  於是耶穌在白菜大
[00:08:57.040 --> 00:09:01.040]  走到岸邊差不多兩里路
[00:09:01.040 --> 00:09:07.040]  在岸邊坐船差不多四里去到加伯隆的地方
[00:09:07.040 --> 00:09:11.040]  耶穌就坐船
[00:09:11.040 --> 00:09:15.040]  很多人就跟了
[00:09:15.040 --> 00:09:18.040]  走路坐船差不多九里路
[00:09:18.040 --> 00:09:22.040]  我專登上google map查一下地圖
[00:09:22.040 --> 00:09:26.040]  九英里路究竟有多長呢
[00:09:26.040 --> 00:09:28.040]  差不多
[00:09:28.040 --> 00:09:34.040]  由教會Milpitas走去鼎泰豐
[00:09:34.040 --> 00:09:36.040]  就是九里路
[00:09:36.040 --> 00:09:38.040]  如果你走去九里路
[00:09:38.040 --> 00:09:41.040]  那些人當然是二仔底死根
[00:09:41.040 --> 00:09:43.040]  為什麼呢 因為鼎泰豐說
[00:09:43.040 --> 00:09:46.040]  今天暴飛任食免費
[00:09:46.040 --> 00:09:48.040]  那你走不走去呢
[00:09:48.040 --> 00:09:52.040]  沒車坐的走 九里路而已 任食
[00:09:52.040 --> 00:09:56.040]  在在當中有錢人覺得
[00:09:56.040 --> 00:09:58.040]  下星期我給錢吃算了
[00:09:58.040 --> 00:10:00.040]  但大家記住這班是貧窮的人
[00:10:00.040 --> 00:10:02.040]  是肚餓的人
[00:10:02.040 --> 00:10:04.040]  耶穌剛剛餵完
[00:10:04.040 --> 00:10:06.040]  第二天又有東西吃
[00:10:06.040 --> 00:10:08.040]  當然去啦
[00:10:08.040 --> 00:10:10.040]  於是死根耶穌
[00:10:10.040 --> 00:10:16.040]  於是耶穌就有以下這一番對話
[00:10:16.040 --> 00:10:19.040]  亦都是約翰專登帶給我們看
[00:10:19.040 --> 00:10:21.040]  第一段對話就是
[00:10:21.040 --> 00:10:23.040]  於是他們就問耶穌
[00:10:23.040 --> 00:10:26.040]  我們應該做些什麼
[00:10:26.040 --> 00:10:29.040]  才叫做上帝的工作
[00:10:29.040 --> 00:10:31.040]  第一個問題
[00:10:31.040 --> 00:10:33.040]  第二個問題就是
[00:10:33.040 --> 00:10:35.040]  你行什麼神蹟給我們看
[00:10:35.040 --> 00:10:37.040]  要我們順利呢
[00:10:37.040 --> 00:10:39.040]  到底要做些什麼
[00:10:39.040 --> 00:10:43.040]  第二段好像很難
[00:10:43.040 --> 00:10:46.040]  我一會兒說下去你會明白
[00:10:46.040 --> 00:10:48.040]  你看那些以色列人
[00:10:48.040 --> 00:10:50.040]  其實和今天很多未信的人
[00:10:50.040 --> 00:10:52.040]  甚至信徒
[00:10:52.040 --> 00:10:54.040]  都很相似
[00:10:54.040 --> 00:10:56.040]  在我們的觀念裡面
[00:10:56.040 --> 00:10:58.040]  我們要信一位上帝
[00:10:58.040 --> 00:11:02.040]  我們要做一些事情來交換
[00:11:02.040 --> 00:11:05.040]  我們是不是要念多些經
[00:11:05.040 --> 00:11:07.040]  或者回多些教會
[00:11:07.040 --> 00:11:09.040]  或者添多些香油
[00:11:09.040 --> 00:11:12.040]  我們就能夠得到夢神的喜悅
[00:11:12.040 --> 00:11:16.040]  我們就可以得到那個永生
[00:11:16.040 --> 00:11:18.040]  得到那個救恩
[00:11:18.040 --> 00:11:20.040]  第一件事
[00:11:20.040 --> 00:11:22.040]  甚至很多基督徒信了耶穌
[00:11:22.040 --> 00:11:24.040]  都覺得我們是不是要做很多事情
[00:11:24.040 --> 00:11:30.040]  才能夠維持這個救恩
[00:11:30.040 --> 00:11:32.040]  第二個問題
[00:11:32.040 --> 00:11:35.040]  我認識你爸爸叫約瑟
[00:11:35.040 --> 00:11:37.040]  窮光蛋
[00:11:37.040 --> 00:11:39.040]  你說你是尼塞亞
[00:11:39.040 --> 00:11:41.040]  你說你是救主
[00:11:41.040 --> 00:11:45.040]  你可不可以顯示一個神蹟給我看
[00:11:45.040 --> 00:11:47.040]  大家記住
[00:11:47.040 --> 00:11:49.040]  今天我們會看多一點
[00:11:49.040 --> 00:11:53.040]  原文裡面究竟希臘文的文化是怎樣
[00:11:53.040 --> 00:11:54.040]  其實很簡單的
[00:11:54.040 --> 00:11:56.040]  如果你看原文
[00:11:56.040 --> 00:11:58.040]  中文不能翻譯的意思
[00:11:58.040 --> 00:12:00.040]  原文就是你行什麼神蹟
[00:12:00.040 --> 00:12:02.040]  這個神蹟是單數
[00:12:02.040 --> 00:12:05.040]  之前耶穌在說的神蹟
[00:12:05.040 --> 00:12:08.040]  有些人覺得你行很多神蹟
[00:12:08.040 --> 00:12:10.040]  那裡在說的是眾數
[00:12:10.040 --> 00:12:16.040]  為什麼這裡說的是一個單數的神蹟
[00:12:16.040 --> 00:12:19.040]  我們要看猶太人的一些文化
[00:12:19.040 --> 00:12:21.040]  或者神話的背景
[00:12:21.040 --> 00:12:23.040]  大家都知道
[00:12:23.040 --> 00:12:25.040]  為什麼之後會說馬拿
[00:12:25.040 --> 00:12:27.040]  你就會明白
[00:12:27.040 --> 00:12:29.040]  原來猶太人
[00:12:29.040 --> 00:12:31.040]  大家知道摩西有馬拿
[00:12:31.040 --> 00:12:33.040]  帶領以色列人
[00:12:33.040 --> 00:12:36.040]  帶領了接近200萬的以色列人
[00:12:36.040 --> 00:12:40.040]  到礦業裡面沒東西吃
[00:12:40.040 --> 00:12:43.040]  於是上帝就每天賜下馬拿
[00:12:43.040 --> 00:12:45.040]  上個星期我們說過
[00:12:45.040 --> 00:12:47.040]  賜下馬拿之後
[00:12:47.040 --> 00:12:54.040]  接著有些人收起來又會變臭
[00:12:54.040 --> 00:12:56.040]  但是變臭的仍然在
[00:12:56.040 --> 00:13:01.040]  所以當約季出現的時候
[00:13:01.040 --> 00:13:04.040]  神要人們做約季的時候
[00:13:04.040 --> 00:13:09.040]  你知道約季裡面有什麼呢
[00:13:09.040 --> 00:13:11.040]  就是摩西的像
[00:13:11.040 --> 00:13:16.040]  還有馬拿的樣本
[00:13:16.040 --> 00:13:18.040]  放在當中
[00:13:18.040 --> 00:13:22.040]  大家知道約季不是Indiana Jones那些
[00:13:22.040 --> 00:13:26.040]  到現在都不知道去了哪裡
[00:13:26.040 --> 00:13:31.040]  因為586年當猶太國覆滅之後
[00:13:31.040 --> 00:13:35.040]  主持586年約季就不知道去了哪裡
[00:13:35.040 --> 00:13:39.040]  猶太人的神話是這樣說的
[00:13:39.040 --> 00:13:43.040]  當耶利米升天之前
[00:13:43.040 --> 00:13:45.040]  他們走到聖殿裡面
[00:13:45.040 --> 00:13:47.040]  偷偷打開了約季
[00:13:47.040 --> 00:13:50.040]  偷走了這些馬拿
[00:13:50.040 --> 00:13:53.040]  接著就被上帝接升天
[00:13:53.040 --> 00:13:56.040]  所以彌賽亞再來的時候
[00:13:56.040 --> 00:13:58.040]  猶太人相信
[00:13:58.040 --> 00:14:03.040]  必定馬拿會再一次從天而降
[00:14:03.040 --> 00:14:07.040]  這個就是猶太人當時相信的神話
[00:14:07.040 --> 00:14:13.040]  或者相信他們製造出來的神蹟
[00:14:13.040 --> 00:14:15.040]  如果你是耶穌
[00:14:15.040 --> 00:14:17.040]  你是彌賽亞的話
[00:14:17.040 --> 00:14:19.040]  就拜託你
[00:14:19.040 --> 00:14:22.040]  叫天降下馬拿
[00:14:22.040 --> 00:14:24.040]  就好像昔日摩西
[00:14:24.040 --> 00:14:28.040]  叫天上降下馬拿一樣
[00:14:28.040 --> 00:14:31.040]  我們就相信你
[00:14:31.040 --> 00:14:34.040]  這絕對不是說製造一個神蹟
[00:14:34.040 --> 00:14:36.040]  人們已經經歷過很多神蹟
[00:14:36.040 --> 00:14:39.040]  猶太人要求耶穌顯明給他們看
[00:14:39.040 --> 00:14:40.040]  很簡單
[00:14:40.040 --> 00:14:42.040]  拜託你show show quality
[00:14:42.040 --> 00:14:45.040]  拜託你show show quality給我看
[00:14:45.040 --> 00:14:47.040]  究竟你能不能做這個神蹟
[00:14:47.040 --> 00:14:49.040]  你做我就相信
[00:14:49.040 --> 00:14:56.040]  這個豈不是今天我們很多人對於信仰的一個交換心態
[00:14:56.040 --> 00:14:59.040]  我能夠做些什麼來領受這個救恩
[00:14:59.040 --> 00:15:03.040]  或者上帝你能做些什麼來吸引我相信你
[00:15:03.040 --> 00:15:06.040]  看看耶穌回答什麼
[00:15:06.040 --> 00:15:08.040]  耶穌回答說
[00:15:08.040 --> 00:15:11.040]  信上帝差來的
[00:15:11.040 --> 00:15:15.040]  這就是做上帝的工作
[00:15:15.040 --> 00:15:18.040]  耶穌說你什麼都不用做
[00:15:18.040 --> 00:15:23.040]  我也不會做所有事情給你看
[00:15:23.040 --> 00:15:25.040]  去證明什麼
[00:15:25.040 --> 00:15:31.040]  我只需要你理的就是你的信心
[00:15:31.040 --> 00:15:37.040]  今天耶穌這番話也是對我們每個基督徒的提醒
[00:15:37.040 --> 00:15:39.040]  究竟你今天信的是什麼
[00:15:39.040 --> 00:15:41.040]  耶穌說的是什麼
[00:15:41.040 --> 00:15:47.040]  耶穌說是誰叫馬拿降下來
[00:15:47.040 --> 00:15:49.040]  不是摩西
[00:15:49.040 --> 00:15:53.040]  是誰叫神蹟出現
[00:15:53.040 --> 00:15:55.040]  是誰叫紅海的水分開
[00:15:55.040 --> 00:15:57.040]  不是摩西
[00:15:57.040 --> 00:16:00.040]  是誰帶領以色列人進入埃及
[00:16:00.040 --> 00:16:02.040]  不是摩西
[00:16:02.040 --> 00:16:06.040]  是誰叫十災降下給埃及的全地
[00:16:06.040 --> 00:16:08.040]  不是摩西
[00:16:08.040 --> 00:16:13.040]  沒錯摩西在以色列人心目中是第一個好像彌賽一樣的拯救
[00:16:13.040 --> 00:16:17.040]  但是摩西只是一個管子
[00:16:17.040 --> 00:16:19.040]  只是一個神的僕人
[00:16:19.040 --> 00:16:21.040]  真正背後的是上帝
[00:16:21.040 --> 00:16:23.040]  是耶和華
[00:16:23.040 --> 00:16:25.040]  當我們今天看到神蹟的時候
[00:16:25.040 --> 00:16:28.040]  上帝不想我們的眼目只看到神蹟
[00:16:28.040 --> 00:16:32.040]  而看不到背後的上帝
[00:16:32.040 --> 00:16:35.040]  耶穌說你不能只拿禮物
[00:16:35.040 --> 00:16:39.040]  但是不去認識那位賜禮物給你的人
[00:16:39.040 --> 00:16:43.040]  今天我們的基督徒就是這樣我們渴望神蹟解決我們的問題
[00:16:43.040 --> 00:16:48.040]  但是解決了問題之後我們看不到背後那位的上帝
[00:16:48.040 --> 00:16:53.040]  所以神蹟這個字在希臘文原文的新約裏面
[00:16:53.040 --> 00:16:55.040]  signs英文譯做
[00:16:55.040 --> 00:16:57.040]  signs
[00:16:57.040 --> 00:17:01.040]  simeon這個字在原文裏面就是一個記號
[00:17:01.040 --> 00:17:03.040]  什麼叫記號呢
[00:17:03.040 --> 00:17:05.040]  記號你一定知道的
[00:17:05.040 --> 00:17:09.040]  一會你出去洗手間那個男廁和女廁的記號
[00:17:09.040 --> 00:17:13.040]  你看就知道是什麼
[00:17:13.040 --> 00:17:15.040]  如果你看到有一盒東西在外面
[00:17:15.040 --> 00:17:17.040]  上面有一個骷髏頭貼在那裏
[00:17:17.040 --> 00:17:19.040]  然後有兩塊骨頭交叉的
[00:17:19.040 --> 00:17:21.040]  那你就知道不要碰了
[00:17:21.040 --> 00:17:23.040]  危險嘛
[00:17:23.040 --> 00:17:26.040]  因為記號的背後是顯明的一些東西
[00:17:26.040 --> 00:17:30.040]  所以有一個作者叫Philip Yancy
[00:17:30.040 --> 00:17:34.040]  一個很出名的基督教的author
[00:17:34.040 --> 00:17:38.040]  他就說其實神的神蹟是一個記號
[00:17:38.040 --> 00:17:42.040]  而記號就是一個剪影就是一個snapshot
[00:17:42.040 --> 00:17:44.040]  什麼叫snapshot呢
[00:17:44.040 --> 00:17:48.040]  就是今天你在instagram看到我的樣子
[00:17:48.040 --> 00:17:50.040]  那個不是完全的我
[00:17:50.040 --> 00:17:52.040]  你看到我的樣子
[00:17:52.040 --> 00:17:54.040]  這個就是梁牧師
[00:17:54.040 --> 00:17:56.040]  instagram那裏扮鬼扮馬等等
[00:17:56.040 --> 00:18:00.040]  但是你不認識我的
[00:18:00.040 --> 00:18:02.040]  那個就是我的剪影
[00:18:02.040 --> 00:18:04.040]  是不是我的呢 是
[00:18:04.040 --> 00:18:06.040]  但是不是完全的我
[00:18:06.040 --> 00:18:09.040]  你是需要去認識一個完全的我
[00:18:09.040 --> 00:18:13.040]  而不是去看 只是看神蹟
[00:18:13.040 --> 00:18:16.040]  因為如果你只是看神蹟的話
[00:18:16.040 --> 00:18:20.040]  你就會只是出現一個這樣的情況
[00:18:20.040 --> 00:18:23.040]  就是God give and forgive
[00:18:23.040 --> 00:18:26.040]  Man get and forget
[00:18:26.040 --> 00:18:28.040]  因為你拿了禮物之後
[00:18:28.040 --> 00:18:31.040]  你就忘記了上帝
[00:18:31.040 --> 00:18:33.040]  神告訴我們
[00:18:33.040 --> 00:18:35.040]  我們信的是上帝
[00:18:35.040 --> 00:18:37.040]  而不是神蹟
[00:18:37.040 --> 00:18:39.040]  你看耶穌也說了
[00:18:39.040 --> 00:18:41.040]  還要顯示多少神蹟給那些人看
[00:18:41.040 --> 00:18:43.040]  你才信呢
[00:18:43.040 --> 00:18:44.040]  聖經記載道
[00:18:44.040 --> 00:18:46.040]  行了很多很多的神蹟
[00:18:46.040 --> 00:18:47.040]  一樣不信
[00:18:47.040 --> 00:18:48.040]  你不信就是不信
[00:18:48.040 --> 00:18:51.040]  因為信心是你的信心
[00:18:51.040 --> 00:18:54.040]  而不是你看到的東西
[00:18:54.040 --> 00:18:56.040]  有人說今天
[00:18:56.040 --> 00:18:58.040]  如果耶穌在當中
[00:18:58.040 --> 00:19:00.040]  我們就會信了
[00:19:00.040 --> 00:19:02.040]  你看耶穌昔日
[00:19:02.040 --> 00:19:05.040]  那個送禮物的背後的上帝
[00:19:05.040 --> 00:19:07.040]  親自臨到當中
[00:19:07.040 --> 00:19:10.040]  你們卻去拒絕他
[00:19:10.040 --> 00:19:16.040]  耶穌說沒有東西看
[00:19:16.040 --> 00:19:18.040]  接著第二件事
[00:19:18.040 --> 00:19:20.040]  第二段的對話
[00:19:20.040 --> 00:19:22.040]  就是那些人要東西吃
[00:19:22.040 --> 00:19:24.040]  我們來看看耶穌怎麼跟他們說
[00:19:24.040 --> 00:19:25.040]  我實在告訴你們
[00:19:25.040 --> 00:19:26.040]  你們找我
[00:19:26.040 --> 00:19:27.040]  你們說很想看神蹟
[00:19:27.040 --> 00:19:28.040]  其實不是
[00:19:28.040 --> 00:19:30.040]  讓我揭穿你們
[00:19:30.040 --> 00:19:32.040]  你們的西洋鏡
[00:19:32.040 --> 00:19:34.040]  其實你們是想找東西吃
[00:19:34.040 --> 00:19:36.040]  你們肚子餓
[00:19:36.040 --> 00:19:38.040]  所以耶穌說了以下這段話
[00:19:38.040 --> 00:19:41.040]  不要為那永或會壞的食物操勞
[00:19:41.040 --> 00:19:44.040]  而是為那永存的食物操勞
[00:19:44.040 --> 00:19:46.040]  因為食物是人朝賜給你們
[00:19:46.040 --> 00:19:49.040]  因為上帝已經印證了
[00:19:49.040 --> 00:19:52.040]  於是那些人就對耶穌說
[00:19:52.040 --> 00:19:54.040]  你走什麼神蹟
[00:19:54.040 --> 00:19:56.040]  馬拿的神蹟
[00:19:56.040 --> 00:19:59.040]  於是耶穌就回答他們
[00:19:59.040 --> 00:20:01.040]  實在告訴你們
[00:20:01.040 --> 00:20:02.040]  信的人有永生
[00:20:02.040 --> 00:20:04.040]  我就是生命的糧
[00:20:04.040 --> 00:20:06.040]  你們祖宗的抗議吃過馬拿還是死了
[00:20:06.040 --> 00:20:08.040]  但是吃我的
[00:20:08.040 --> 00:20:09.040]  我是生命的糧
[00:20:09.040 --> 00:20:10.040]  吃者的糧
[00:20:10.040 --> 00:20:12.040]  就永遠活著
[00:20:12.040 --> 00:20:15.040]  那些人聽到耶穌說
[00:20:15.040 --> 00:20:19.040]  有些有永遠的食物
[00:20:19.040 --> 00:20:23.040]  你可不可以常常把那些食物賜給我們
[00:20:23.040 --> 00:20:26.040]  吃了之後不會再肚子餓
[00:20:26.040 --> 00:20:27.040]  真是不得了
[00:20:27.040 --> 00:20:29.040]  不會再肚子餓
[00:20:29.040 --> 00:20:32.040]  吃了之後不會再肚子餓
[00:20:32.040 --> 00:20:34.040]  在他們看來
[00:20:34.040 --> 00:20:39.040]  都是肉身上的需要
[00:20:39.040 --> 00:20:40.040]  耶穌就說
[00:20:40.040 --> 00:20:43.040]  我能夠賜給你們
[00:20:43.040 --> 00:20:47.040]  這個永遠不肚子餓的生命麵包
[00:20:47.040 --> 00:20:50.040]  生命糧其實就是生命麵包
[00:20:50.040 --> 00:20:52.040]  原文的糧就是麵包
[00:20:52.040 --> 00:20:55.040]  是我賜給你們的生命麵包
[00:20:55.040 --> 00:20:58.040]  吃了之後永遠不會再肚子餓
[00:20:58.040 --> 00:20:59.040]  那些人聽了之後
[00:20:59.040 --> 00:21:00.040]  當然覺得
[00:21:00.040 --> 00:21:02.040]  你天天有東西吃就好
[00:21:02.040 --> 00:21:04.040]  耶穌說天天給我們
[00:21:04.040 --> 00:21:06.040]  然後耶穌就說
[00:21:06.040 --> 00:21:10.040]  我就是生命麵包
[00:21:10.040 --> 00:21:11.040]  大家知道
[00:21:11.040 --> 00:21:14.040]  伯利恆
[00:21:14.040 --> 00:21:17.040]  在希伯來人原文的意思
[00:21:17.040 --> 00:21:19.040]  就是麵包屋
[00:21:19.040 --> 00:21:21.040]  House of bread
[00:21:21.040 --> 00:21:23.040]  在聖經裏面
[00:21:23.040 --> 00:21:25.040]  上帝選擇這個地方
[00:21:25.040 --> 00:21:27.040]  怎麼選擇耶穌出世呢
[00:21:27.040 --> 00:21:30.040]  在伯利恆就是麵包屋
[00:21:30.040 --> 00:21:34.040]  因為他就是生命的麵包
[00:21:34.040 --> 00:21:37.040]  第二件事提醒我們
[00:21:37.040 --> 00:21:41.040]  究竟我們今天追求的是什麼
[00:21:41.040 --> 00:21:44.040]  臣職是好的
[00:21:44.040 --> 00:21:49.040]  因為能夠餵飽一萬人的需要
[00:21:49.040 --> 00:21:51.040]  但餵飽一萬人之後
[00:21:51.040 --> 00:21:53.040]  這一萬人下一餐
[00:21:53.040 --> 00:21:56.040]  都還會肚子餓
[00:21:56.040 --> 00:22:02.040]  耶穌沒有不斷不斷不斷地餵飽一千上萬的人
[00:22:02.040 --> 00:22:05.040]  拉撒路復活是好的
[00:22:05.040 --> 00:22:09.040]  我們看到耶穌的神聖在當中
