
[00:00:00.000 --> 00:00:04.220]  我們講的是《從聖岳看侍奉上主》
[00:11:27.080 --> 00:11:28.160]  所以他放在最後
[00:11:28.160 --> 00:11:29.800]  還是他要突出數羅
[00:11:29.800 --> 00:11:31.360]  跟大衛的對比呢?
[00:11:31.360 --> 00:11:32.120]  沒錯
[00:11:32.120 --> 00:11:34.560]  我們知道誰是真命天子
[00:11:34.560 --> 00:11:36.200]  大衛才是真命天子
[00:11:36.200 --> 00:11:41.040]  而大衛也是建造聖殿的發起人和創始者
[00:11:41.040 --> 00:11:43.840]  雖然他沒有機會興建聖殿
[00:11:43.840 --> 00:11:46.000]  但他卻是一個造王者
[00:11:46.000 --> 00:11:47.920]  他為他的兒子所羅門
[00:11:47.920 --> 00:11:50.280]  不僅鋪排了他的王位
[00:11:50.280 --> 00:11:52.000]  哪些人需要剷除的
[00:11:52.000 --> 00:11:55.320]  他也清清楚楚來交代
[00:11:55.320 --> 00:11:59.600]  而且確保了王位可以平穩無事地
[00:11:59.600 --> 00:12:00.960]  讓所羅門坐上去
[00:12:00.960 --> 00:12:04.360]  他更加大力為聖殿準備了人和物料
[00:12:04.360 --> 00:12:06.920]  所以加普中間的部分
[00:12:06.920 --> 00:12:08.440]  用了非常多的篇幅
[00:12:08.440 --> 00:12:11.440]  去講到聖殿裡面服侍的利未人
[00:12:11.440 --> 00:12:13.880]  其中一件講到他們的工作
[00:12:13.880 --> 00:12:17.640]  就是在聖殿裡面的聖餓的侍奉
[00:12:17.640 --> 00:12:21.320]  而今天我們要看的《歷代志》第25章
[00:12:21.320 --> 00:12:23.000]  《歷代志》上第25章
[00:12:23.000 --> 00:12:26.960]  提到聖殿有關的歌唱人士
[00:12:26.960 --> 00:12:30.600]  他們從事聖餓的聖工安排
[00:12:30.600 --> 00:12:32.360]  看看今天我們的崇拜
[00:12:32.360 --> 00:12:34.800]  我們花了十五至二十分鐘
[00:12:34.800 --> 00:12:37.040]  甚至有些教會三十分鐘去唱歌
[00:12:37.040 --> 00:12:40.600]  所以這個部分是絕對不能掉以輕心
[00:12:40.600 --> 00:12:43.120]  到底我們今天從聖餓
[00:12:43.120 --> 00:12:44.840]  或者是在教會裡面的
[00:12:44.840 --> 00:12:46.880]  詩歌的一個侍奉
[00:12:46.880 --> 00:12:51.400]  我們如何學習在一個整體的侍奉上
[00:12:51.400 --> 00:12:53.880]  我們就要去服侍上帝
[00:12:53.880 --> 00:12:55.880]  想跟大家分享五件事情
[00:12:55.880 --> 00:12:56.920]  第一件事就是
[00:12:56.920 --> 00:13:00.400]  聖餓是有承傳的使命的
[00:13:00.400 --> 00:13:02.480]  留意第25章的第一節
[00:13:02.480 --> 00:13:03.600]  在這裡告訴我們
[00:13:03.600 --> 00:13:05.720]  大衛和眾首領分派亞薩
[00:13:05.720 --> 00:13:10.440]  希曼並耶道頓的子孫彈琴、鼓瑟、敲拔唱歌
[00:13:10.440 --> 00:13:11.600]  我想你留意
[00:13:11.600 --> 00:13:15.080]  大衛和眾首領分派這句話原文的翻譯
[00:13:15.080 --> 00:13:20.240]  應該是翻做大衛和侍奉團隊的領袖分派
[00:13:20.240 --> 00:13:22.800]  而首領這個字就是領袖
[00:13:22.800 --> 00:13:23.920]  就是統治者
[00:13:23.920 --> 00:13:25.000]  也就是族長
[00:13:25.000 --> 00:13:26.000]  甚至是官員
[00:13:26.000 --> 00:13:27.760]  甚至是統帥
[00:13:27.760 --> 00:13:31.000]  弟兄姐妹聽到這個字是多麼的尊貴
[00:13:31.000 --> 00:13:32.800]  是多麼的榮耀的身份
[00:13:32.800 --> 00:13:34.600]  所以今天我們侍奉的人
[00:13:34.600 --> 00:13:35.560]  不要忘記
[00:13:35.560 --> 00:13:38.280]  我們有這麼尊貴、榮耀的身份
[00:13:38.280 --> 00:13:41.920]  是不是值得我們站出來服侍神呢?
[00:13:41.920 --> 00:13:42.640]  還有
[00:13:42.640 --> 00:13:45.640]  如果你看第25章的第一節和第6節
[00:13:45.640 --> 00:13:47.160]  可以說是前呼後應
[00:13:47.160 --> 00:13:48.000]  為什麼呢?
[00:13:48.000 --> 00:13:53.400]  這兩節經文都清楚將負責聖學的這三個人
[00:13:53.400 --> 00:13:54.120]  最主要的人
[00:13:54.120 --> 00:13:55.880]  亞山、興奮、耶稣頓
[00:13:55.880 --> 00:13:56.960]  都說出來了
[00:13:56.960 --> 00:13:57.960]  第一節有提到
[00:13:57.960 --> 00:13:59.120]  第六節也有提到
[00:13:59.120 --> 00:14:00.200]  而在中間
[00:14:00.200 --> 00:14:05.080]  從第二節開始到第五節
[00:14:05.080 --> 00:14:08.480]  提到他們每一個人
[00:14:08.480 --> 00:14:10.760]  他們的家庭、他們的兒子
[00:14:10.760 --> 00:14:12.840]  而在裡面每一個段落
[00:14:12.840 --> 00:14:14.320]  每一個家庭
[00:14:14.320 --> 00:14:16.880]  都特別有提一句話
[00:14:16.880 --> 00:14:19.560]  就是都歸他們的父親子教
[00:14:19.560 --> 00:14:21.040]  在第二節有出現過
[00:14:21.040 --> 00:14:22.360]  第三節有出現過
[00:14:22.360 --> 00:14:24.000]  第六節也有出現過
[00:14:24.000 --> 00:14:26.720]  其實希伯來文在那裡的意思就是
[00:14:26.720 --> 00:14:28.840]  在什麼手下
[00:14:28.840 --> 00:14:30.840]  就是說這些彈奏樂器的
[00:14:30.840 --> 00:14:32.040]  這些唱頌的人
[00:14:32.040 --> 00:14:34.960]  他們都在他們父親的手下
[00:14:34.960 --> 00:14:37.880]  所以這裡應該可以說理解成為
[00:14:37.880 --> 00:14:40.400]  他們被父親去管理
[00:14:40.400 --> 00:14:42.360]  被父親去指導
[00:14:42.360 --> 00:14:43.760]  現在他們三家人
[00:14:43.760 --> 00:14:44.520]  三個家族
[00:14:44.520 --> 00:14:46.600]  三班人士
[00:14:46.600 --> 00:14:47.880]  他們的後代
[00:14:47.880 --> 00:14:48.960]  都是出色的
[00:14:48.960 --> 00:14:50.760]  有音樂才華的人
[00:14:50.760 --> 00:14:53.760]  他們都有他們的父親去管理
[00:14:53.760 --> 00:14:55.440]  有他們的父親去指導
[00:14:55.440 --> 00:14:56.960]  令他們發揮他們
[00:14:56.960 --> 00:14:59.240]  最上乘的音樂侍奉能力
[00:14:59.240 --> 00:15:00.240]  去服侍上帝
[00:15:00.240 --> 00:15:01.920]  去將人帶到上帝那裡
[00:15:01.920 --> 00:15:02.880]  但我不知道
[00:15:02.880 --> 00:15:03.760]  你有沒有想過
[00:15:03.760 --> 00:15:06.240]  為什麼這三個家族的父親
[00:15:06.240 --> 00:15:07.400]  他們的後人
[00:15:07.400 --> 00:15:08.440]  他們的後代
[00:15:08.440 --> 00:15:10.280]  都跟他們的父親一樣
[00:15:10.280 --> 00:15:12.360]  這麼喜歡音樂
[00:15:12.360 --> 00:15:13.600]  你有沒有想過
[00:15:13.600 --> 00:15:15.040]  你喜歡什麼
[00:15:15.040 --> 00:15:17.680]  你的兒女都可能喜歡什麼
[00:15:17.680 --> 00:15:19.120]  你的父親很喜歡車
[00:15:19.120 --> 00:15:20.960]  你的兒子可能很喜歡車
[00:15:20.960 --> 00:15:22.440]  父親很喜歡打遊戲機
[00:15:22.440 --> 00:15:25.160]  甚至連女兒都喜歡打遊戲機
[00:15:25.160 --> 00:15:25.960]  我記得
[00:15:25.960 --> 00:15:27.240]  不知道什麼時候開始
[00:15:27.240 --> 00:15:29.960]  我的兒子就開始喜歡看足球
[00:15:29.960 --> 00:15:30.840]  踢足球
[00:15:30.840 --> 00:15:32.680]  因為他父親很喜歡看足球
[00:15:32.680 --> 00:15:33.720]  也很喜歡踢足球
[00:15:33.720 --> 00:15:34.760]  又不知道什麼時候
[00:15:34.760 --> 00:15:37.160]  為什麼兒子捧那隊足球隊
[00:15:37.160 --> 00:15:38.840]  是West Ham United的呢?
[00:15:38.840 --> 00:15:43.880]  是因為他父親也很喜歡捧West Ham United
[00:15:43.880 --> 00:15:45.800]  如果香港人翻譯叫做韋斯咸
[00:15:45.800 --> 00:15:47.440]  這隊英超的足球隊
[00:15:47.440 --> 00:15:48.760]  所以你有沒有看到
[00:15:48.760 --> 00:15:50.080]  很奇怪的
[00:15:50.080 --> 00:15:51.440]  很奇怪的就是
[00:15:51.440 --> 00:15:52.760]  如果你喜歡運動
[00:15:52.760 --> 00:15:53.560]  你喜歡音樂
