
[00:00:00.000 --> 00:00:07.400]  疫情開始緩和,各類型的活動和餐廳都陸陸續續開放
[00:08:04.600 --> 00:08:06.600]  他都有說
[00:08:06.600 --> 00:08:08.600]  給大家一些日期
[00:08:08.600 --> 00:08:10.600]  如果你有留心聽到
[00:08:10.600 --> 00:08:14.600]  上個星期四就是耶穌升天日
[00:08:14.600 --> 00:08:20.600]  就是復活之後多少天升天
[00:08:20.600 --> 00:08:22.600]  四十天
[00:08:22.600 --> 00:08:24.600]  復活之後四十天升天
[00:08:24.600 --> 00:08:27.600]  那什麼時候聖靈降臨
[00:08:27.600 --> 00:08:29.600]  五十天
[00:08:29.600 --> 00:08:31.600]  即是下個星期一
[00:08:31.600 --> 00:08:33.600]  下個星期一就是聖靈降臨節
[00:08:33.600 --> 00:08:35.600]  所以在教會的年曆裏
[00:08:35.600 --> 00:08:37.600]  當我們在這一年裏面
[00:08:37.600 --> 00:08:38.600]  主耶穌的時候
[00:08:38.600 --> 00:08:41.600]  我們現在就在這個星星的位置
[00:08:41.600 --> 00:08:43.600]  即是我們在復活期的
[00:08:43.600 --> 00:08:46.600]  過了耶穌升天的紀念這一天
[00:08:46.600 --> 00:08:50.600]  下個星期就會進入聖靈降臨期
[00:08:50.600 --> 00:08:53.600]  這些日子
[00:08:53.600 --> 00:08:57.600]  這些標示就好像一個旅程的景點
[00:08:57.600 --> 00:08:59.600]  每去到一個景點
[00:08:59.600 --> 00:09:01.600]  我們就去看一下那個景點
[00:09:01.600 --> 00:09:03.600]  獨特的景致
[00:09:03.600 --> 00:09:06.600]  今天就是在這個耶穌升天日
[00:09:06.600 --> 00:09:08.600]  和聖靈降臨期的中間
[00:09:08.600 --> 00:09:11.600]  我們就來看一下今天這一段的經文
[00:09:11.600 --> 00:09:14.600]  就是關於耶穌升天
[00:09:14.600 --> 00:09:17.600]  在路加福音二十四章四十四節五十三節
[00:09:17.600 --> 00:09:19.600]  在這一段的經文裏面
[00:09:19.600 --> 00:09:21.600]  我又將它分開兩部份
[00:09:21.600 --> 00:09:24.600]  第一部份就是耶穌臨走之前
[00:09:24.600 --> 00:09:27.600]  他就交代門徒一些的說話
[00:09:27.600 --> 00:09:29.600]  當然還說了很多東西
[00:09:29.600 --> 00:09:31.600]  不過現在看的那個部份
[00:09:31.600 --> 00:09:34.600]  就已經是最後那部份了
[00:09:34.600 --> 00:09:37.600]  那部份耶穌說了些什麼呢
[00:09:37.600 --> 00:09:39.600]  耶穌就跟他們說
[00:09:39.600 --> 00:09:42.600]  這個就是我從前和你們同在的時候
[00:09:42.600 --> 00:09:44.600]  所說給你們聽的說話
[00:09:44.600 --> 00:09:46.600]  摩西的律法
[00:09:46.600 --> 00:09:49.600]  先知的書和詩篇上面所寄
[00:09:49.600 --> 00:09:55.600]  一切指著我的說話都必須應驗
[00:09:55.600 --> 00:09:57.600]  這裡說摩西的律法
[00:09:57.600 --> 00:09:59.600]  先知的書和詩篇
[00:09:59.600 --> 00:10:02.600]  其實就是猶太人的聖經
[00:10:02.600 --> 00:10:05.600]  就是我們今天看的舊約聖經
[00:10:05.600 --> 00:10:07.600]  舊約聖經一直都在說
[00:10:07.600 --> 00:10:10.600]  救恩將要去成就
[00:10:10.600 --> 00:10:13.600]  說的是尼塞亞就是救主的意思
[00:10:13.600 --> 00:10:15.600]  救主將要來
[00:10:15.600 --> 00:10:17.600]  舊約裏面就用一個
[00:10:17.600 --> 00:10:19.600]  大家都明白的角色
[00:10:19.600 --> 00:10:21.600]  一些身份去告訴他們
[00:10:21.600 --> 00:10:24.600]  耶穌基督就好像什麼
[00:10:24.600 --> 00:10:26.600]  舊約裏面所熟悉的就是
[00:10:26.600 --> 00:10:30.600]  祭司 先知 君王
[00:10:30.600 --> 00:10:33.600]  舊約在說一個最完美的大祭司
[00:10:33.600 --> 00:10:35.600]  一個最大的王
[00:10:35.600 --> 00:10:37.600]  一個最大的先知將要來
[00:10:37.600 --> 00:10:39.600]  那個就是尼塞亞救主
[00:10:39.600 --> 00:10:41.600]  耶穌就告訴他們
[00:10:41.600 --> 00:10:44.600]  舊約所一直預言的這個救主
[00:10:44.600 --> 00:10:47.600]  一切的說話都在耶穌基督身上應驗了
[00:10:47.600 --> 00:10:50.600]  祂就是這位將要來
[00:10:50.600 --> 00:10:53.600]  最大的先知君王和祭司
[00:10:53.600 --> 00:10:56.600]  然後耶穌開了他們的心竅
[00:10:56.600 --> 00:10:59.600]  使他們明白聖經
[00:10:59.600 --> 00:11:01.600]  在這裏我們發現
[00:11:01.600 --> 00:11:04.600]  其實他們當時是否明白
[00:11:04.600 --> 00:11:06.600]  其實應該不是很明白
[00:11:06.600 --> 00:11:08.600]  因為你想一下
[00:11:08.600 --> 00:11:10.600]  現在耶穌準備要升天
[00:11:10.600 --> 00:11:13.600]  耶穌有40天的日子在這裏
[00:11:13.600 --> 00:11:15.600]  有復活了顯現
[00:11:15.600 --> 00:11:17.600]  然後再推上去
[00:11:17.600 --> 00:11:20.600]  其實只是再早一個多星期的事
[00:11:20.600 --> 00:11:22.600]  即是在這一個半月左右
[00:11:22.600 --> 00:11:24.600]  發生了很多事
[00:11:24.600 --> 00:11:27.600]  那些門徒跟著耶穌
[00:11:27.600 --> 00:11:30.600]  一直跟著祂
[00:11:30.600 --> 00:11:32.600]  耶穌又有大能
[00:11:32.600 --> 00:11:34.600]  又可以醫治 又可以宣講天國的道理
[00:11:34.600 --> 00:11:36.600]  一直跟著祂
[00:11:36.600 --> 00:11:39.600]  就指望祂作王
[00:11:39.600 --> 00:11:41.600]  誰知在一個多月之前
[00:11:41.600 --> 00:11:43.600]  在短短的幾天之內
[00:11:43.600 --> 00:11:45.600]  耶穌被人捉了
[00:11:45.600 --> 00:11:47.600]  死了
[00:11:47.600 --> 00:11:49.600]  還要復活了
[00:11:49.600 --> 00:11:52.600]  其實這件事似乎門徒當時還未消化
[00:11:52.600 --> 00:11:55.600]  從他們較早前
[00:11:55.600 --> 00:11:57.600]  在這段經文之前的記載
[00:11:57.600 --> 00:11:59.600]  有兩個門徒
[00:11:59.600 --> 00:12:01.600]  他們要離開耶路撒冷
[00:12:01.600 --> 00:12:03.600]  本來他們在耶路撒冷跟門徒在一起
[00:12:03.600 --> 00:12:05.600]  但沒有說他們為何要離開
[00:12:05.600 --> 00:12:07.600]  他們就是離開耶路撒冷
[00:12:07.600 --> 00:12:09.600]  他們在路上遇到耶穌
[00:12:09.600 --> 00:12:11.600]  從他們的對話
[00:12:11.600 --> 00:12:13.600]  我們發現門徒一開始甚至不認得耶穌
[00:12:13.600 --> 00:12:15.600]  其實他們是消化不了這件事
[00:12:15.600 --> 00:12:17.600]  他們未明白
[00:12:17.600 --> 00:12:19.600]  但是耶穌臨走前
[00:12:19.600 --> 00:12:21.600]  聖經就交代
[00:12:21.600 --> 00:12:23.600]  耶穌跟他們講解
[00:12:23.600 --> 00:12:25.600]  明白是一回什麼事
[00:12:25.600 --> 00:12:27.600]  耶穌真正是誰
[00:12:27.600 --> 00:12:29.600]  他們其實不是完全不知道
[00:12:29.600 --> 00:12:31.600]  不過到了這一刻
[00:12:31.600 --> 00:12:33.600]  耶穌跟他們講明白
[00:12:33.600 --> 00:12:35.600]  也開了他們的心竅
[00:12:35.600 --> 00:12:37.600]  令他們明白耶穌是誰
[00:12:37.600 --> 00:12:39.600]  明白耶穌要做什麼事
[00:12:39.600 --> 00:12:41.600]  然後耶穌就繼續講
[00:12:41.600 --> 00:12:43.600]  按照聖經所寫的
[00:12:43.600 --> 00:12:45.600]  基督必須受害
[00:12:45.600 --> 00:12:47.600]  第三天從死人中復活
[00:12:47.600 --> 00:12:49.600]  並且人要奉他的名傳悔改
[00:12:49.600 --> 00:12:51.600]  使罪得赦的道
[00:12:51.600 --> 00:12:53.600]  升起直到萬邦
[00:12:53.600 --> 00:12:55.600]  你們就是這些事的見證
[00:12:55.600 --> 00:12:59.600]  我要將我父所應許的
[00:12:59.600 --> 00:13:01.600]  降在你們身上
[00:13:01.600 --> 00:13:03.600]  你們要在城裡等候
[00:13:03.600 --> 00:13:05.600]  直到你們領受
[00:13:05.600 --> 00:13:07.600]  從上面來的能力
[00:13:07.600 --> 00:13:11.600]  舊約聖經裏面
[00:13:11.600 --> 00:13:13.600]  預言耶穌基督
[00:13:13.600 --> 00:13:15.600]  他將要受苦受害
[00:13:15.600 --> 00:13:17.600]  並且要復活
[00:13:17.600 --> 00:13:19.600]  耶穌已經成就了
[00:13:19.600 --> 00:13:21.600]  他們的門徒
[00:13:21.600 --> 00:13:23.600]  就是這件事的見證人
[00:13:23.600 --> 00:13:25.600]  他們往後就要將耶穌基督
[00:13:25.600 --> 00:13:27.600]  所完成的事
[00:13:27.600 --> 00:13:29.600]  將這個救恩告訴人
[00:13:29.600 --> 00:13:31.600]  這個好消息就是
[00:13:31.600 --> 00:13:33.600]  人如果向神認罪悔改
[00:13:33.600 --> 00:13:35.600]  神就會赦免人的罪
[00:13:35.600 --> 00:13:37.600]  這個好消息
[00:13:37.600 --> 00:13:39.600]  不單止要傳給猶太人
[00:13:39.600 --> 00:13:41.600]  這個消息
[00:13:41.600 --> 00:13:43.600]  更加是要告訴全世界人
[00:13:43.600 --> 00:13:45.600]  全世界人都有份
[00:13:45.600 --> 00:13:47.600]  耶穌跟他們講
[00:13:47.600 --> 00:13:49.600]  這個這麼浩大的工程
[00:13:49.600 --> 00:13:51.600]  你不要以為我只要靠你們
[00:13:51.600 --> 00:13:53.600]  只靠人的能力就可以完成
[00:13:53.600 --> 00:13:55.600]  耶穌說
[00:13:55.600 --> 00:13:57.600]  你們回去城裏面去等
[00:13:57.600 --> 00:13:59.600]  等
[00:13:59.600 --> 00:14:01.600]  很快天父就會答應
[00:14:01.600 --> 00:14:03.600]  將聖靈賜給門徒
[00:14:03.600 --> 00:14:05.600]  讓他們有能力足以完成這個任務
[00:14:05.600 --> 00:14:09.600]  耶穌交代完最後這段說話
[00:14:09.600 --> 00:14:11.600]  之後
[00:14:11.600 --> 00:14:13.600]  記載到第五十節就講
[00:14:13.600 --> 00:14:15.600]  耶穌升天
[00:14:15.600 --> 00:14:17.600]  叫他們出去直到伯大利附近
[00:14:17.600 --> 00:14:19.600]  就舉手給他們祝福
[00:14:19.600 --> 00:14:21.600]  正祝福的時候
[00:14:21.600 --> 00:14:23.600]  他離開他們被帶到天上去了
[00:14:23.600 --> 00:14:31.600]  他們就拜他帶著極大的喜樂
[00:14:31.600 --> 00:14:33.600]  回耶路撒冷去
[00:14:33.600 --> 00:14:35.600]  常在聖殿裏
[00:14:35.600 --> 00:14:37.600]  稱眾神
[00:14:37.600 --> 00:14:41.600]  這裏講的伯大利附近
[00:14:41.600 --> 00:14:43.600]  就是橄欖山
[00:14:43.600 --> 00:14:45.600]  之前他們在一間屋裏
[00:14:45.600 --> 00:14:47.600]  耶穌帶了他們去
[00:14:47.600 --> 00:14:49.600]  橄欖山的山上
[00:14:49.600 --> 00:14:51.600]  舉手為他們祝福
[00:14:51.600 --> 00:14:53.600]  祝福的時候就離開他們
[00:14:53.600 --> 00:14:55.600]  上天上去了
[00:14:55.600 --> 00:14:57.600]  門徒見到之後
[00:14:57.600 --> 00:14:59.600]  什麼反應
[00:14:59.600 --> 00:15:03.600]  門徒見到之後就拜他
[00:15:03.600 --> 00:15:05.600]  而且
[00:15:05.600 --> 00:15:07.600]  老家形容是帶著極大的喜樂
[00:15:07.600 --> 00:15:09.600]  他們很開心
[00:15:09.600 --> 00:15:11.600]  他們心情很複雜
[00:15:11.600 --> 00:15:13.600]  都不明白什麼事情
[00:15:13.600 --> 00:15:15.600]  現在他們明白了
[00:15:15.600 --> 00:15:17.600]  耶穌也交代了將要發生什麼事情
[00:15:17.600 --> 00:15:19.600]  他們明白了
[00:15:19.600 --> 00:15:21.600]  相信這些事情真的將會發生
[00:15:21.600 --> 00:15:23.600]  於是他們就
[00:15:23.600 --> 00:15:25.600]  很開心地帶著極大的喜樂
[00:15:25.600 --> 00:15:27.600]  回到耶路撒冷
[00:15:27.600 --> 00:15:29.600]  因為耶穌叫他們回去等聖靈降臨
[00:15:29.600 --> 00:15:31.600]  你們就會有能力去做
[00:15:31.600 --> 00:15:33.600]  我吩咐你們要做的事情
[00:15:33.600 --> 00:15:35.600]  現在他們就按耶穌的指示
[00:15:35.600 --> 00:15:37.600]  回到耶路撒冷
[00:15:37.600 --> 00:15:39.600]  而且他們在殿裏讚美神
[00:15:41.600 --> 00:15:43.600]  如果我們
[00:15:43.600 --> 00:15:45.600]  今天講一個旅程
[00:15:45.600 --> 00:15:47.600]  耶穌的人生
[00:15:47.600 --> 00:15:49.600]  可以是一個旅程
[00:15:49.600 --> 00:15:51.600]  世界的歷史也是一個旅程
[00:15:51.600 --> 00:15:53.600]  如果我們畫一條線
[00:15:53.600 --> 00:15:55.600]  在這個旅程的高峰
[00:15:55.600 --> 00:15:57.600]  世界人類的歷史
[00:15:57.600 --> 00:15:59.600]  在這個旅程裏
[00:15:59.600 --> 00:16:01.600]  這個高峰一定是耶穌基督
[00:16:01.600 --> 00:16:03.600]  我們嘗試去畫一條
[00:16:03.600 --> 00:16:05.600]  線
[00:16:05.600 --> 00:16:07.600]  在畫線之前
[00:16:07.600 --> 00:16:09.600]  我們看看
[00:16:09.600 --> 00:16:11.600]  耶穌星天不只是路加福音
[00:16:11.600 --> 00:16:13.600]  在另外兩個地方
[00:16:13.600 --> 00:16:15.600]  馬可福音和使徒行傳
[00:16:15.600 --> 00:16:17.600]  都有講耶穌星天
[00:16:17.600 --> 00:16:19.600]  這一幕
[00:16:19.600 --> 00:16:21.600]  這兩段經文都值得參考
[00:16:21.600 --> 00:16:23.600]  讓我們知道多一點關於
[00:16:23.600 --> 00:16:25.600]  這件事這個時刻的資料
[00:16:25.600 --> 00:16:27.600]  在馬可福音十六章十九至二十節
[00:16:27.600 --> 00:16:29.600]  主耶穌跟他們
[00:16:29.600 --> 00:16:31.600]  講完這番說話
[00:16:31.600 --> 00:16:33.600]  後來就被接上天上
[00:16:33.600 --> 00:16:35.600]  坐在神的右邊
[00:16:35.600 --> 00:16:37.600]  門徒就出去到處宣傳福音
[00:16:37.600 --> 00:16:39.600]  主跟他們同工
[00:16:39.600 --> 00:16:41.600]  用神跡隨著他們
[00:16:41.600 --> 00:16:43.600]  證實所傳的道
[00:16:43.600 --> 00:16:45.600]  這裏告訴我們的資料
[00:16:45.600 --> 00:16:47.600]  第一 耶穌去了哪裏
[00:16:47.600 --> 00:16:49.600]  耶穌就去了坐在神的右邊
[00:16:49.600 --> 00:16:51.600]  門徒做什麼
[00:16:51.600 --> 00:16:53.600]  門徒就按照耶穌所講的
[00:16:53.600 --> 00:16:55.600]  到處去傳福音
[00:16:55.600 --> 00:16:57.600]  他們不只是他們自己
[00:16:57.600 --> 00:16:59.600]  主就跟他們同坐
[00:16:59.600 --> 00:17:01.600]  用神跡跟隨著他們
[00:17:01.600 --> 00:17:03.600]  證實他們所傳的
[00:17:03.600 --> 00:17:05.600]  是有能力的
[00:17:05.600 --> 00:17:07.600]  在《使徒行傳》也有講
[00:17:07.600 --> 00:17:09.600]  耶穌升天這一幕
[00:17:09.600 --> 00:17:11.600]  《使徒行傳》一章九節十一節
[00:17:11.600 --> 00:17:13.600]  說完這番說話
[00:17:13.600 --> 00:17:15.600]  他們正在看的時候
[00:17:15.600 --> 00:17:17.600]  耶穌就被接上去
[00:17:17.600 --> 00:17:19.600]  有一朵雲彩將祂接去
[00:17:19.600 --> 00:17:21.600]  就看不到祂
[00:17:21.600 --> 00:17:23.600]  當祂往上去的時候
[00:17:23.600 --> 00:17:25.600]  門徒就在看著祂
[00:17:25.600 --> 00:17:27.600]  忽然就有兩個人穿著白衣
[00:17:27.600 --> 00:17:29.600]  站在旁邊就說
[00:17:29.600 --> 00:17:31.600]  加里里人為什麼你們
[00:17:31.600 --> 00:17:33.600]  站在旁邊看著天
[00:17:33.600 --> 00:17:35.600]  接上升的耶穌
[00:17:35.600 --> 00:17:37.600]  你們看到祂怎樣
[00:17:37.600 --> 00:17:39.600]  升上天
[00:17:39.600 --> 00:17:41.600]  祂將來都要怎樣回來
[00:17:41.600 --> 00:17:43.600]  這一段經文又提供了
[00:17:43.600 --> 00:17:45.600]  一個重要的資料
[00:17:45.600 --> 00:17:47.600]  是什麼
[00:17:47.600 --> 00:17:49.600]  聽到後面講
[00:17:49.600 --> 00:17:51.600]  就是說你見到
[00:17:51.600 --> 00:17:53.600]  這個升上去的耶穌
[00:17:53.600 --> 00:17:55.600]  祂將來都會這樣
[00:17:55.600 --> 00:17:57.600]  回來這個資料很重要
[00:17:57.600 --> 00:17:59.600]  如果不是
[00:17:59.600 --> 00:18:01.600]  耶穌叫他們門徒
[00:18:01.600 --> 00:18:03.600]  將你們所知道的東西
[00:18:03.600 --> 00:18:05.600]  到處講
[00:18:05.600 --> 00:18:07.600]  做到什麼時候
[00:18:07.600 --> 00:18:09.600]  不知道
[00:18:09.600 --> 00:18:11.600]  所以這個資料很重要
[00:18:11.600 --> 00:18:13.600]  說耶穌會回來
[00:18:13.600 --> 00:18:15.600]  一直做這件事
[00:18:15.600 --> 00:18:17.600]  直到耶穌再回來
[00:18:17.600 --> 00:18:19.600]  我們回到剛才講的時間線
[00:18:19.600 --> 00:18:21.600]  藍色可能會遮住
[00:18:21.600 --> 00:18:23.600]  部分的內容
[00:18:23.600 --> 00:18:25.600]  在時間線
[00:18:25.600 --> 00:18:27.600]  聖經告訴我們
[00:18:27.600 --> 00:18:29.600]  人類的歷史一開始
[00:18:29.600 --> 00:18:31.600]  起初神創造天地
[00:18:31.600 --> 00:18:33.600]  這個世界由這樣開始
[00:18:33.600 --> 00:18:35.600]  由創世開始
[00:18:35.600 --> 00:18:37.600]  一直到現在
[00:18:37.600 --> 00:18:39.600]  現在在現在那一點
[00:18:39.600 --> 00:18:41.600]  我大概畫一下比例
[00:18:41.600 --> 00:18:43.600]  然後耶穌基督
[00:18:43.600 --> 00:18:45.600]  在創世和現在的某一點
[00:18:45.600 --> 00:18:47.600]  出現了
[00:18:47.600 --> 00:18:49.600]  然後這個世界有終結
[00:18:49.600 --> 00:18:51.600]  這個世界會有一個終結
[00:18:52.420 --> 00:18:57.700]  聖經告訴我們主再來的時候就是我們現在看到的這個世界的終結
[00:18:57.700 --> 00:19:00.140]  到時候是會有一個新天新地
[00:19:00.140 --> 00:19:02.300]  那由現在去到主再來
[00:19:02.300 --> 00:19:04.100]  這一段有多長呢?
[00:19:04.100 --> 00:19:07.100]  那當然我不懂畫,我不知道有多長
