
[00:00:00.000 --> 00:00:03.640]  有些道要在合適的時間講
[00:01:48.880 --> 00:01:50.280]  未夠40歲
[00:01:50.280 --> 00:01:53.680]  30多歲就完蛋了
[00:01:53.680 --> 00:01:54.960]  記得如果你們去旅行
[00:01:54.960 --> 00:01:58.240]  施班完一定要去那裏地區
[00:01:58.240 --> 00:02:00.280]  看看不同的音樂家
[00:02:00.280 --> 00:02:12.080]  他們死的時候是怎樣
[00:02:12.080 --> 00:02:15.200]  弟姐妹生命是主的恩賜
[00:02:15.200 --> 00:02:20.240]  其實死亡也不是在我們的掌控和把握下
[00:02:20.240 --> 00:02:21.360]  但作為一個基督徒
[00:02:21.360 --> 00:02:27.120]  我們要用一個怎樣的態度去看生死呢
[00:02:27.120 --> 00:02:29.240]  作為一個傳道人
[00:02:29.240 --> 00:02:31.480]  經常要去墳場
[00:02:31.480 --> 00:02:33.640]  經常要去殯儀館
[00:02:33.640 --> 00:02:35.520]  經常要處理喪事
[00:02:35.520 --> 00:02:38.040]  甚至最高紀錄
[00:02:38.040 --> 00:02:40.760]  一星期工作五、六天
[00:02:40.760 --> 00:02:47.080]  四天都要去墳場、殯儀館
[00:02:47.080 --> 00:02:50.040]  想很多生死的問題
[00:02:50.040 --> 00:02:51.480]  但今天我未死的時候
[00:02:51.480 --> 00:02:53.840]  我仍然在世生活
[00:02:53.840 --> 00:02:57.800]  就要思想我們用一個怎樣的態度去生活
[00:02:57.800 --> 00:03:01.000]  弟姐妹知不知道甚麼人早死
[00:03:01.000 --> 00:03:04.360]  上星期在日本有一個研究出來
[00:03:04.360 --> 00:03:07.040]  知不知道甚麼人早死
[00:03:07.040 --> 00:03:10.000]  我看這個是特別對年青人說的
[00:03:10.000 --> 00:03:13.160]  麻煩幫我播一播
[00:03:13.160 --> 00:03:17.800]  這是上星期的一個日本的研究
[00:03:17.800 --> 00:03:24.640]  我看完之後馬上打電話給媽媽
[00:03:24.640 --> 00:03:27.040]  然後明天約了媽媽吃午餐
[00:03:27.040 --> 00:03:28.520]  不過她煮
[00:03:28.520 --> 00:03:30.080]  即是她的傭人煮
[00:03:30.080 --> 00:03:34.320]  她很喜歡煮菜給子女吃
[00:03:34.320 --> 00:03:37.680]  但探望人就要小心一點
[00:03:37.680 --> 00:03:40.160]  你不要星期三去探望父母
[00:03:40.160 --> 00:03:42.920]  有些未信的就不喜歡
[00:03:42.920 --> 00:03:47.680]  星期三是甚麼日子
[00:03:47.680 --> 00:03:49.480]  有些未信
[00:03:49.480 --> 00:03:50.800]  我們信了不要緊
[00:03:50.800 --> 00:03:53.480]  百無禁忌
[00:03:53.480 --> 00:03:55.480]  百無禁忌就不要緊
[00:03:55.480 --> 00:04:00.360]  有些時候合適的時間做合適的事
[00:04:00.360 --> 00:04:01.640]  一說起重舊
[00:04:01.640 --> 00:04:05.360]  我就想起三十年前的重舊
[00:04:05.360 --> 00:04:08.200]  重陽節
[00:04:08.200 --> 00:04:10.320]  我就找了那天來追女孩
[00:04:10.320 --> 00:04:11.880]  向女孩表達心跡
[00:04:11.880 --> 00:04:12.880]  和她上山
[00:04:12.880 --> 00:04:14.640]  然後告訴她
[00:04:14.640 --> 00:04:20.160]  我們希望有機會可以在一起
[00:04:20.160 --> 00:04:21.120]  去追女孩
[00:04:21.120 --> 00:04:21.880]  就追到了
[00:04:21.880 --> 00:04:26.920]  三十年了
[00:04:26.920 --> 00:04:27.560]  不是每個人都可以
[00:04:27.560 --> 00:04:29.360]  重陽節追女孩可以嗎
[00:04:29.360 --> 00:04:31.240]  一般來說當然是二十四
[00:04:31.240 --> 00:04:37.960]  但有些事是不能讓你猜到的
[00:04:37.960 --> 00:04:39.800]  可能有些人都是這樣
[00:04:39.800 --> 00:04:41.840]  但在生活是一個智慧的時候
[00:04:41.840 --> 00:04:42.600]  我們就要想
[00:04:42.600 --> 00:04:47.760]  生和死的思考是一個很重要的環節
[00:04:47.760 --> 00:04:49.560]  我們在生活裏
[00:04:49.560 --> 00:04:51.760]  我們想怎樣呢
[00:04:51.760 --> 00:04:53.160]  十月是啤酒節
[00:04:53.160 --> 00:04:54.720]  很多地方都有啤酒節
[00:04:54.720 --> 00:04:59.160]  愛爾蘭人有一個竹酒語
[00:04:59.160 --> 00:05:01.680]  愛爾蘭人
[00:05:01.680 --> 00:05:04.320]  他盼望大家舉杯的時候
[00:05:04.320 --> 00:05:06.520]  彼此竹完竹走
[00:05:06.520 --> 00:05:10.160]  盼望我們長壽而快樂
[00:05:10.160 --> 00:05:12.680]  長壽不快樂
[00:05:12.680 --> 00:05:13.360]  不要了
[00:05:13.360 --> 00:05:14.880]  長壽而快樂
[00:05:14.880 --> 00:05:19.000]  然後他說死得快而無痛楚
[00:05:19.000 --> 00:05:20.640]  你一病就死得快
[00:05:20.640 --> 00:05:23.000]  無痛楚
[00:05:23.000 --> 00:05:26.880]  然後遇見女孩
[00:05:26.880 --> 00:05:29.560]  遇到你想追的女孩
[00:05:29.560 --> 00:05:30.920]  最好當然是漂亮
[00:05:30.920 --> 00:05:33.400]  但要誠實
[00:05:33.400 --> 00:05:35.560]  可能他遇到很多漂亮的女孩
[00:05:35.560 --> 00:05:37.160]  或者漂亮的男孩
[00:05:37.160 --> 00:05:39.160]  不誠實又是另一回事
[00:05:39.160 --> 00:05:42.320]  然後拿著一杯啤酒
[00:05:42.320 --> 00:05:44.720]  冷得來又好喝
[00:05:44.720 --> 00:05:45.520]  再來一杯
[00:05:45.520 --> 00:05:49.240]  這是愛爾蘭人喝啤酒的竹酒語
[00:05:49.240 --> 00:05:50.680]  弟兄姊妹
[00:05:50.680 --> 00:05:52.880]  你又怎樣看生命呢?
[00:05:52.880 --> 00:05:54.920]  你又怎樣看生活呢?
[00:05:54.920 --> 00:05:57.760]  當我們說要有生活的藝術的時候
[00:05:57.760 --> 00:05:59.720]  生和死我們一定要注意
[00:05:59.720 --> 00:06:02.360]  一定要處理
[00:06:02.360 --> 00:06:06.040]  聖經智慧者怎樣說
[00:06:06.040 --> 00:06:09.400]  得著智慧就愛惜生命
[00:06:09.400 --> 00:06:15.240]  持守聰明就尋得好處
[00:06:15.240 --> 00:06:16.560]  真言的智慧者
[00:06:16.560 --> 00:06:18.200]  他的智慧就告訴我們
[00:06:18.200 --> 00:06:20.680]  生活和生命的一種關連
[00:06:20.680 --> 00:06:25.440]  得著智慧就要對生命珍重
[00:06:25.440 --> 00:06:31.280]  意思是不浪費、不糟蹋
[00:06:31.280 --> 00:06:33.200]  我喜歡英文的翻譯
[00:06:33.200 --> 00:06:38.320]  "To learn sense is through self-love"
[00:06:38.320 --> 00:06:40.800]  又是講sense
[00:06:40.800 --> 00:06:43.000]  不單是常識common sense
[00:06:43.000 --> 00:06:45.000]  這裡說得著智慧
[00:06:45.000 --> 00:06:50.800]  英文的翻譯是sense
[00:06:50.800 --> 00:06:56.200]  你明白、知道、學習sense的時候
[00:06:56.200 --> 00:06:58.480]  華文的翻譯是得著智慧
[00:06:58.480 --> 00:07:03.480]  就是真正地去愛自己
[00:07:03.480 --> 00:07:08.280]  這個見識是要你自己去愛自己
[00:07:08.280 --> 00:07:12.120]  當然這也合乎聖經的教導
[00:07:12.120 --> 00:07:14.600]  你愛人如己
[00:07:14.600 --> 00:07:16.480]  你才愛自己
[00:07:16.480 --> 00:07:19.480]  原來在我們今天的生活裡
[00:07:19.480 --> 00:07:21.960]  我們都會希望著重我們生活
[00:07:21.960 --> 00:07:27.160]  在工作裡和我們的生活是一個平衡
[00:07:27.160 --> 00:07:33.840]  所以我們會開始鼓勵人要慢活
[00:07:33.840 --> 00:07:37.600]  不要急
[00:07:37.600 --> 00:07:41.160]  有一種動物很慢、很長命的
[00:07:41.160 --> 00:07:42.800]  龜很慢
[00:07:42.800 --> 00:07:45.160]  有些不動如山的樹
[00:07:45.160 --> 00:07:47.680]  可以幾百年、一千年
[00:07:47.680 --> 00:07:49.040]  那些很慢
[00:07:49.040 --> 00:07:53.680]  生命在樹的年輪上就彰顯了
[00:07:53.680 --> 00:07:58.000]  你懂不懂得好好地愛護你自己呢?
[00:07:58.000 --> 00:08:01.880]  得著智慧如果是愛惜生命的時候
[00:08:01.880 --> 00:08:09.640]  你怎樣去處理你生活裡所面對的困難呢?
[00:08:09.640 --> 00:08:17.120]  我看這段聖經還有二十四章的十二節
[00:08:17.120 --> 00:08:18.880]  講的是和別人的關係
[00:08:18.880 --> 00:08:20.880]  人被抓到死亡你要解救
[00:08:20.880 --> 00:08:26.040]  如果你認為有朋友在面對困難的時候
[00:08:26.040 --> 00:08:26.880]  他快要死了
[00:08:26.880 --> 00:08:29.160]  你不去,被人殺了
[00:08:29.160 --> 00:08:30.840]  你必須要難了
[00:08:30.840 --> 00:08:32.640]  但有些時候你會說
[00:08:32.640 --> 00:08:35.160]  哎呀,你看,這個事我不知道
[00:08:35.160 --> 00:08:37.160]  究竟他面對著什麼問題
[00:08:37.160 --> 00:08:38.720]  與我無關
[00:08:38.720 --> 00:08:42.840]  恆良人心問你三個問題
[00:08:42.840 --> 00:08:44.640]  他會知道,他不明白
[00:08:44.640 --> 00:08:47.240]  保護你生命的「豈不知道」
[00:08:47.240 --> 00:08:54.000]  他不是按照各人所做的報應去報應各人
[00:08:54.000 --> 00:08:55.840]  但如果我看這一段的時候
[00:08:55.840 --> 00:08:59.880]  其實不單止是看十一、十二節
[00:08:59.880 --> 00:09:04.240]  在《針研》第廿四章十節開始
[00:09:04.240 --> 00:09:05.640]  我就會看這一段
[00:09:05.640 --> 00:09:08.080]  十節到十四節是一段
[00:09:08.080 --> 00:09:10.280]  第十節是講什麼呢?
[00:09:10.280 --> 00:09:11.600]  在患難的時候
[00:09:11.600 --> 00:09:15.200]  如果你灰心,你的力量就微小
[00:09:15.200 --> 00:09:17.800]  意思是當我們面對困難、面對挑戰的時候
[00:09:17.800 --> 00:09:18.760]  你不要灰心
[00:09:18.760 --> 00:09:22.680]  然後他才說人被抓到死亡,你要解救
[00:09:22.680 --> 00:09:25.200]  第十三節又說什麼呢?
[00:09:25.200 --> 00:09:27.200]  除了十一、十二節之外
[00:09:27.200 --> 00:09:28.320]  第十三節他就說
[00:09:28.320 --> 00:09:29.960]  我而你要吃蜜
[00:09:29.960 --> 00:09:32.680]  因為它是美好的
[00:09:32.680 --> 00:09:36.240]  要讓甘甜的蜜滴入你的口
[00:09:36.240 --> 00:09:40.560]  你要知道智慧對你的生命正像如此
[00:09:40.560 --> 00:09:43.600]  智慧對你的生命、對你的人生的生命
[00:09:43.600 --> 00:09:44.440]  就好像這樣
[00:09:44.440 --> 00:09:46.440]  你若得到它,你就有前途
[00:09:46.440 --> 00:09:49.480]  你的指望必不自斷絕
[00:09:49.480 --> 00:09:53.160]  兄弟姐妹,要愛惜生命
[00:09:53.160 --> 00:09:56.040]  原來我們處理著很多不同的生活處境
[00:09:56.040 --> 00:09:59.760]  之前,我想也有十年吧
[00:09:59.760 --> 00:10:03.240]  有沒有聽過巴士的叔叔
[00:10:03.240 --> 00:10:06.880]  在片中「你有壓力,我有壓力」
[00:10:06.880 --> 00:10:10.680]  然後在上層指著一個年青人
[00:10:10.680 --> 00:10:11.440]  不斷這樣說
[00:10:11.440 --> 00:10:12.600]  面對壓力的時候
[00:10:12.600 --> 00:10:14.920]  原來他的壓力真的很大
[00:10:14.920 --> 00:10:18.120]  所以在巴士裏面不斷罵那個年青人
[00:10:18.120 --> 00:10:20.040]  然後被人拍了
[00:10:20.040 --> 00:10:23.440]  上了YouTube
[00:10:23.440 --> 00:10:25.560]  兄弟姐妹,你怎樣面對壓力?
[00:10:25.560 --> 00:10:27.920]  在香港生活有沒有壓力?
[00:10:27.920 --> 00:10:33.520]  你腳的步伐放鬆點、走慢點
[00:10:33.520 --> 00:10:36.000]  這是輸壓的一種
[00:10:36.000 --> 00:10:38.560]  師母很不習慣我走得慢
[00:10:38.560 --> 00:10:39.960]  我其實走得快
[00:10:39.960 --> 00:10:42.120]  我工作的時候走得快
[00:10:42.120 --> 00:10:43.160]  真的很快
[00:10:43.160 --> 00:10:47.120]  但我一放假,就用了另一個模式
[00:10:47.120 --> 00:10:49.320]  我走得很慢
[00:10:49.320 --> 00:10:53.400]  慢到她覺得忍不住要拖我
[00:10:53.400 --> 00:10:56.000]  你走得很慢
[00:10:56.000 --> 00:10:57.760]  特別是去旅行的時候
[00:10:57.760 --> 00:11:00.040]  旅行當然,旅行放假休息
[00:11:00.040 --> 00:11:02.840]  為何要這麼快?趕著去哪裏?
[00:11:02.840 --> 00:11:04.400]  你說趕著去哪裏?
[00:11:04.400 --> 00:11:08.120]  當然是休息
[00:11:08.120 --> 00:11:09.760]  面對壓力的時候放慢
[00:11:09.760 --> 00:11:12.640]  可以是一種放鬆的方式
[00:11:12.640 --> 00:11:13.520]  人人都有壓力
[00:11:13.520 --> 00:11:14.520]  我怎樣面對壓力?
[00:11:14.520 --> 00:11:15.480]  你要面對壓力
[00:11:15.480 --> 00:11:17.040]  你要有一些解壓的方法
[00:11:17.040 --> 00:11:18.480]  你記得稍後講完道理
[00:11:18.480 --> 00:11:19.200]  你告訴我
[00:11:19.200 --> 00:11:21.840]  我現在告訴你我怎樣去解壓
[00:11:21.840 --> 00:11:23.920]  我有壓力,我半夜就會醒
[00:11:23.920 --> 00:11:26.480]  醒了之後就睡不著
[00:11:26.480 --> 00:11:27.280]  醒了之後就睡不著
[00:11:27.280 --> 00:11:29.400]  因為臨到十二點要睡
[00:11:29.400 --> 00:11:30.360]  很累的那一刻
[00:11:30.360 --> 00:11:31.280]  看看書就睡了
[00:11:31.280 --> 00:11:32.600]  但到了半夜就醒了
[00:11:32.600 --> 00:11:34.680]  醒了之後就睡不著
[00:11:34.680 --> 00:11:36.360]  這是壓力大的表現
[00:11:36.360 --> 00:11:41.320]  另一個表現是一壓力底就出濕疹
[00:11:41.320 --> 00:11:43.160]  即是身體的免疫系統出來
[00:11:43.160 --> 00:11:43.840]  我很感恩
[00:11:43.840 --> 00:11:46.640]  我去完日本旅行之後就沒有了
[00:11:46.640 --> 00:11:48.680]  因為師母說睡得好多
[00:11:48.680 --> 00:11:50.520]  當然睡得好
[00:11:50.520 --> 00:11:54.640]  就可以將自己的免疫力提高
[00:11:54.640 --> 00:11:57.400]  另外就是買了一隻日本的濕疹膏
[00:11:57.400 --> 00:11:58.880]  一天兩次三次
[00:11:58.880 --> 00:12:01.200]  師母就不斷幫我查濕疹的位置
[00:12:01.200 --> 00:12:03.280]  回來就好了
[00:12:03.280 --> 00:12:04.960]  我很感恩
[00:12:04.960 --> 00:12:08.480]  但我說半夜醒來的時候很不開心
[00:12:08.480 --> 00:12:10.160]  你半夜醒來做什麼?
[00:12:10.160 --> 00:12:15.240]  半夜醒來你做什麼?
[00:12:15.240 --> 00:12:17.320]  我靈修
[00:12:17.320 --> 00:12:19.800]  讀經
[00:12:19.800 --> 00:12:22.600]  看電視
[00:12:22.600 --> 00:12:24.760]  貓走過來的時候
[00:12:24.760 --> 00:12:25.800]  他說要吃東西
[00:12:25.800 --> 00:12:26.880]  陪陪牠
[00:12:26.880 --> 00:12:28.560]  然後開燈
[00:12:28.560 --> 00:12:29.880]  開燈
[00:12:29.880 --> 00:12:31.280]  廚房有很多蟑螂
[00:12:31.280 --> 00:12:34.400]  用我的手打蟑螂
[00:12:34.400 --> 00:12:36.960]  昨晚打死了很多隻
[00:12:36.960 --> 00:12:39.760]  這對我來說可以是一種減壓的方式
[00:12:39.760 --> 00:12:43.880]  但其實我都是為了保護家人
[00:12:43.880 --> 00:12:47.440]  家人很不喜歡蟑螂到處出現
[00:12:47.440 --> 00:12:49.480]  都要處理一下
[00:12:49.480 --> 00:12:51.960]  但實際去減壓是什麼呢?
[00:12:51.960 --> 00:12:56.200]  我會自己行山看看自然的景色
[00:12:56.200 --> 00:12:57.320]  看看池
[00:12:57.320 --> 00:12:59.560]  拿一本蘇東坡的池出來看
[00:12:59.560 --> 00:13:02.280]  蘇東坡是很能夠抗壓的
[00:13:02.280 --> 00:13:04.240]  很豁達的一個池人
[00:13:04.240 --> 00:13:08.280]  我就看看蘇東坡的池
[00:13:08.280 --> 00:13:10.760]  看看裡面還有什麼水果
[00:13:10.760 --> 00:13:12.600]  很多時候到某個時候
[00:13:12.600 --> 00:13:14.360]  就要買梳椒
[00:13:14.360 --> 00:13:16.840]  梳椒是可以令你開心的
[00:13:16.840 --> 00:13:19.320]  有沒有聽過?
[00:13:19.320 --> 00:13:21.560]  不相信?
[00:13:21.560 --> 00:13:22.320]  真的
[00:13:22.320 --> 00:13:23.760]  你吃一下梳椒
[00:13:23.760 --> 00:13:24.440]  它有甲
[00:13:24.440 --> 00:13:26.400]  然後有很多不同的養分
[00:13:26.400 --> 00:13:28.440]  可以幫助你減壓
[00:13:28.440 --> 00:13:29.440]  祈禱
[00:13:29.440 --> 00:13:30.400]  找人談
[00:13:30.400 --> 00:13:32.000]  捨下你的煩惱
[00:13:32.000 --> 00:13:33.680]  去打一下球
[00:13:33.680 --> 00:13:34.720]  這個就是壓力
[00:13:34.720 --> 00:13:36.240]  打球
[00:13:36.240 --> 00:13:37.120]  最後一步
[00:13:37.120 --> 00:13:39.600]  拍丸
[00:13:39.600 --> 00:13:42.880]  我的拍丸其實就是那些營養的丸
[00:13:42.880 --> 00:13:44.520]  維多C
[00:13:44.520 --> 00:13:46.800]  酸棗仁湯
[00:13:46.800 --> 00:13:47.960]  八兩斤
[00:13:47.960 --> 00:13:50.120]  又或者什麼綠味丸
[00:13:50.120 --> 00:13:51.320]  吃兩粒
[00:13:51.320 --> 00:13:52.640]  那些醫師不死
[00:13:52.640 --> 00:13:53.840]  當然老實說
[00:13:53.840 --> 00:13:55.240]  你要經得
[00:13:55.240 --> 00:13:56.080]  你真的吃丸
[00:13:56.080 --> 00:13:57.920]  你要經得醫師的指示
[00:13:57.920 --> 00:13:58.800]  你不要隨便來
[00:13:58.800 --> 00:13:59.520]  這個是我
[00:13:59.520 --> 00:14:00.800]  因為我做了幾十年人
[00:14:00.800 --> 00:14:02.240]  我已經習慣了這樣
[00:14:02.240 --> 00:14:03.440]  不是個個都可以的
[00:14:03.440 --> 00:14:04.720]  但是我可以的
[00:14:04.720 --> 00:14:11.640]  我會吃一下不同的所謂營養飲品
[00:14:11.640 --> 00:14:13.880]  喝下蜜糖
[00:14:13.880 --> 00:14:15.560]  喝下蜜糖
[00:14:15.560 --> 00:14:16.480]  原來蜜糖
[00:14:16.480 --> 00:14:18.960]  如果我們看廿四章的十三十四字
[00:14:18.960 --> 00:14:20.600]  有一種是
[00:14:20.600 --> 00:14:22.800]  energizing effect
[00:14:22.800 --> 00:14:23.680]  中文就是說
[00:14:23.680 --> 00:14:26.760]  令你有能量的一種效果
[00:14:26.760 --> 00:14:28.840]  蜜糖
[00:14:28.840 --> 00:14:30.760]  試過一班
[00:14:30.760 --> 00:14:35.880]  你們喉嚨不舒服是不是要喝蜜糖
[00:14:35.880 --> 00:14:37.680]  你們喝不喝的
[00:14:37.680 --> 00:14:38.760]  喝的
[00:14:38.760 --> 00:14:41.080]  蜜糖那些不是茶雞翅膀那種
[00:14:41.080 --> 00:14:45.080]  真的是好一點的
[00:14:45.080 --> 00:14:46.720]  所以說
[00:14:46.720 --> 00:14:49.280]  是不一樣的
[00:14:49.280 --> 00:14:50.880]  等著我們原來在生活裡面
[00:14:50.880 --> 00:14:52.280]  我們曉得忙中作樂
[00:14:52.280 --> 00:14:53.760]  忙裡偷閒
[00:14:53.760 --> 00:14:57.400]  吊頸都要曉得透氣
[00:14:57.400 --> 00:14:57.960]  我告訴你
[00:14:57.960 --> 00:14:59.560]  你真的在一些處境裡面
[00:14:59.560 --> 00:15:00.880]  很大壓力真的要吊頸
[00:15:00.880 --> 00:15:02.400]  你要想我要透氣
[00:15:02.400 --> 00:15:03.760]  那就算了
[00:15:03.760 --> 00:15:07.840]  不要想一些不好的東西
[00:15:07.840 --> 00:15:09.920]  等著我們原來長壽健康
[00:15:09.920 --> 00:15:10.800]  健康快樂
[00:15:10.800 --> 00:15:12.080]  是我們在生活裡面
[00:15:12.080 --> 00:15:13.920]  我們很想有的
[00:15:13.920 --> 00:15:15.200]  愛惜生命
[00:15:15.200 --> 00:15:17.840]  這是一個生命的棋盤
[00:15:17.840 --> 00:15:19.160]  等著我們
[00:15:19.160 --> 00:15:23.120]  你是不是很好的生活呢
[00:15:23.120 --> 00:15:25.960]  你有沒有照顧你自己的身體呢
[00:15:25.960 --> 00:15:29.320]  因為這個是神所給你的點
[00:15:29.320 --> 00:15:30.440]  愛惜生命
[00:15:30.440 --> 00:15:32.920]  如果我們成為一個智慧
[00:15:32.920 --> 00:15:34.200]  聖經這裡說
[00:15:34.200 --> 00:15:35.400]  在英文的翻譯
[00:15:35.400 --> 00:15:36.400]  to learn sense
[00:15:36.400 --> 00:15:37.960]  是一個智慧的時候
[00:15:37.960 --> 00:15:40.680]  你真真正正的去學習
[00:15:40.680 --> 00:15:45.320]  怎樣愛自己
[00:15:45.320 --> 00:15:47.320]  我們在座當中
[00:15:47.320 --> 00:15:50.200]  最年輕的是誰
[00:15:50.200 --> 00:15:51.680]  但是我知道最老的有一個
[00:15:51.680 --> 00:15:53.520]  有起碼兩個九十歲
[00:15:53.520 --> 00:15:54.800]  超過
[00:15:54.800 --> 00:15:56.400]  最年輕的是誰
[00:15:56.400 --> 00:15:59.560]  是不是你
[00:15:59.560 --> 00:16:00.400]  很可能也是
[00:16:00.400 --> 00:16:02.880]  十六歲
[00:16:02.880 --> 00:16:04.280]  十七歲
[00:16:04.280 --> 00:16:07.800]  很脆
[00:16:07.800 --> 00:16:10.360]  最年輕的是他
[00:16:10.360 --> 00:16:12.040]  但是我們要明白
[00:16:12.040 --> 00:16:12.920]  我們在身體
[00:16:12.920 --> 00:16:13.840]  我們的生活
[00:16:13.840 --> 00:16:15.320]  我們要曉得
[00:16:15.320 --> 00:16:17.040]  神做我們
[00:16:17.040 --> 00:16:18.320]  在這個世界
[00:16:18.320 --> 00:16:19.880]  我們生活的時候
[00:16:19.880 --> 00:16:21.760]  你一定要找方式
[00:16:21.760 --> 00:16:22.880]  想方法
[00:16:22.880 --> 00:16:23.840]  愛護自己
[00:16:23.840 --> 00:16:24.760]  你的生命
[00:16:24.760 --> 00:16:31.200]  因為這個是神所給你的
[00:16:31.200 --> 00:16:34.160]  聖經不單止提醒我們
[00:16:34.160 --> 00:16:35.560]  要去愛惜我們自己
[00:16:35.560 --> 00:16:37.200]  也要救別人
[00:16:37.200 --> 00:16:38.800]  當我們的鄰舍
[00:16:38.800 --> 00:16:39.680]  我們的朋友
[00:16:39.680 --> 00:16:41.880]  在一個困難的處境裡
[00:16:41.880 --> 00:16:43.800]  你不可以說
[00:16:43.800 --> 00:16:46.120]  我不知道他發生什麼事
[00:16:46.120 --> 00:16:48.040]  如果他是你的朋友
[00:16:48.040 --> 00:16:49.240]  你有能力的
[00:16:49.240 --> 00:16:51.960]  就盡你自己的能力幫助他
[00:16:51.960 --> 00:16:54.440]  如果我們見死不救的時候
[00:16:54.440 --> 00:16:56.960]  你覺得這是事不關己
[00:16:56.960 --> 00:16:59.880]  己不勞心的時間
[00:16:59.880 --> 00:17:02.120]  聖經不是這樣說
[00:17:02.120 --> 00:17:03.720]  如果他是我的朋友
[00:17:03.720 --> 00:17:05.280]  他是我的鄰舍
[00:17:05.280 --> 00:17:06.440]  原來在人生裡
[00:17:06.440 --> 00:17:07.920]  有一種情況
[00:17:07.920 --> 00:17:08.760]  有一種罪
[00:17:08.760 --> 00:17:11.960]  叫做不作為的罪
[00:17:11.960 --> 00:17:16.360]  你不做任何事都可以是罪
[00:17:16.360 --> 00:17:20.960]  因為有人有需要
[00:17:20.960 --> 00:17:24.760]  弟兄姊妹我們要學珍惜自己
[00:17:24.760 --> 00:17:27.640]  愛護別人
[00:17:27.640 --> 00:17:30.320]  第二樣智慧者他怎麼說呢?
[00:17:30.320 --> 00:17:33.600]  生命很無常
[00:17:33.600 --> 00:17:35.440]  你不要為明天自誇
[00:17:35.440 --> 00:17:40.360]  因為你不知道每天所發生的事
[00:17:40.360 --> 00:17:41.400]  今早起床
[00:17:41.400 --> 00:17:42.000]  我很感恩
[00:17:42.000 --> 00:17:42.760]  一早起床
[00:17:42.760 --> 00:17:45.600]  吃了一個半的芝麻包
[00:17:45.600 --> 00:17:47.080]  芝麻方包
[00:17:47.080 --> 00:17:50.200]  說實話我現在已經肚餓了
[00:17:50.200 --> 00:17:52.800]  喝茶
[00:17:52.800 --> 00:17:56.720]  然後突然在六點九的時候
[00:17:56.720 --> 00:17:58.720]  太陽出來了
[00:17:58.720 --> 00:18:00.680]  很開心
[00:18:00.680 --> 00:18:02.040]  拿著手機拍了一張照片
[00:18:02.040 --> 00:18:04.280]  就把那張照片
[00:18:04.280 --> 00:18:07.400]  上載到臉書
[00:18:07.400 --> 00:18:11.600]  每早晨都是新的
[00:18:11.600 --> 00:18:12.720]  十月十八
[00:18:12.720 --> 00:18:15.040]  香港早晨
[00:18:15.040 --> 00:18:16.160]  原來在人生裡
[00:18:16.160 --> 00:18:18.880]  每早晨都是新的一天
[00:18:18.880 --> 00:18:21.000]  弟兄姊妹你有今天
[00:18:21.000 --> 00:18:24.120]  你就為此感恩
