
[00:00:00.000 --> 00:00:10.000]  前幾日看到袁天佑牧師寫一篇文章,題目是「基督徒會令基督徒貶值嗎?」
[00:02:22.000 --> 00:02:33.000]  一封是最後的一封信,可以這樣說是他的遺言,是寫於羅馬監獄主後六十七年,所以裡面的用詞是特別迫切。
[00:02:33.000 --> 00:02:47.000]  第三第四節,保羅說他祈禱的時候常常都想念提摩泰,紀念他的眼淚,常常都想叫他,好叫他滿心快樂。
[00:02:47.000 --> 00:02:57.000]  萊斯坦傳第十六章我沒有打出來,告訴我們提摩泰他生長於路斯德,爸爸是希臘人,媽媽是信主的猶太人。
[00:02:57.000 --> 00:03:09.000]  保羅在路斯德遇見提摩泰,知道他很長進,為人很可靠,保羅就在他繼續宣教旅程的時候就帶著提摩泰一起去。
[00:03:09.000 --> 00:03:19.000]  到第三次的宣教旅程,提摩泰仍然是和保羅一起同宮,很漫長的日子,保羅很信任提摩泰。
[00:03:19.000 --> 00:03:33.000]  但很多話想和他講,到第五節,他說你是想到你心裡無偽之信,這個信是先在你外祖母羅爾和你母親有離基心裡的,我深信也在你心裡。
[00:03:33.000 --> 00:03:45.000]  這裡提摩泰,保羅是先肯定提摩泰,他的信心,我們說一代傳一代,由婆婆,接著是媽媽,因為他們做信主,接著就影響到提摩泰。
[00:03:45.000 --> 00:03:58.000]  提摩泰他熟悉舊的聖經,是他跟保羅之先,但是因為媽媽信主,所以他們要認識有關主一切的道理,直接他遇見保羅,就跟著保羅一起宣教。
[00:03:58.000 --> 00:04:11.000]  所以保羅是很多話很想勸勉他,第六第七節,我想那些頂節目都很熟悉,他說為此我提醒你,請你將神,直著我按手給你的恩賜再如火挑旺起來。
[00:04:11.000 --> 00:04:17.000]  因為神賜給我們的不是膽怯的心,而是剛強仁愛謹守的心。
[00:04:17.000 --> 00:04:32.000]  這是一個我今天講到的背景,因為我不想詳細再解這幾節的經文,我想將焦點放在後面,大家了解了保羅對提摩泰的情,和對他作出的規勸。
[00:04:32.000 --> 00:04:44.000]  規勸特別是集中在第八節至到第十二節,不過我先講第十四節,神的能力剋聖位主作見證的羞恥感。
[00:04:44.000 --> 00:04:57.000]  第一,是要確信神所賜的能力是何等的浩大,足以承托我們因為見證福音的時候,有時會帶來一些壓力,帶來很多挑戰,甚至是帶來苦難。
[00:04:57.000 --> 00:05:02.000]  不過靠神的能力可以勝過我們這些害怕。
[00:05:02.000 --> 00:05:19.000]  第八節,保羅兩次吩咐提摩泰,他說:「你不要以給我們的主作見證為恥,也不要以我這位主被囚的為恥,總要按神的能力與我為福音同受苦難。」
[00:05:19.000 --> 00:05:27.000]  我特意將兩次吩咐下不要,一次的總要,是凸顯了出來。
[00:05:27.000 --> 00:05:37.000]  是兩個不要,一是不要以給我們的主作見證為恥,第二是不要以我這位主被囚的為恥。
[00:05:37.000 --> 00:05:54.000]  為恥是甚麼呢?就是羞恥,羞恥即是覺得難為情,覺得慚愧,有時可能覺得無地自容,覺得丟架,有的表現可能是退縮,退後迴避。
[00:05:54.000 --> 00:06:06.000]  我們看第一個,保羅叫提摩泰不要給主作見證,感到羞恥,為主作見證即是為耶穌基督作見證。
[00:06:06.000 --> 00:06:11.000]  為耶穌甚麼地方作見證呢?就是為耶穌基督的福音作見證。
[00:06:11.000 --> 00:06:21.000]  耶穌基督的福音即是甚麼呢?你再推薦就是耶穌基督本來是上帝,祂就是神,但祂來到這個世界,祂為人釘在十字架上,
[00:06:21.000 --> 00:06:31.000]  是為人的罪死在十字架上,承擔人的罪,然後受死埋葬,復活顯現,是為耶穌一切所做的作見證。
[00:06:31.000 --> 00:06:53.000]  為何保羅會怕祂有這種羞恥感呢?羞恥感的原因是甚麼呢?羞恥感有時跟性格有關,提摩泰的人說他的性格較為柔弱,容易怕事,灰心,怕怕青青,做甚麼都怕怕青青。
[00:06:53.000 --> 00:07:08.000]  或者提摩泰經驗所限,即是他跟隨主,信了主一段時間,跟著保羅去宣教,畢竟跟這個保羅相比,他都是美國班的,所以他會怕。
[00:07:08.000 --> 00:07:30.000]  或者有些會眾組成,提摩泰在以弗所的地方服侍主,以弗所是一個大城市,有人數都很多,各有才幹,所以怕也不出奇,就好像我們有新的傳道來到冥堂,那麼多會眾,有些會眾信主的日子比我們更長,所以會怕,會退縮。
[00:07:30.000 --> 00:07:52.000]  另一個原因可能是異端的破壞,當時有很多異端,傳這傳那,所以特別第十三、十四節,保羅都叫你守住純傳,純正的道理,不要怕他們,有時真的會怕,他講的東西好像說著說著就是真的,令自己所信的都動搖。
[00:07:52.000 --> 00:08:19.000]  還有一個原因是外在的逼迫,保羅在最後的日子,當時羅馬帝國,特別是羅馬皇帝尼祿是很瘋狂的年代,曾經羅馬城大火,他就將這個焚城的責任推倒了,或者推毀了在基督徒的身上,是基督徒放火的,所以很多人就不喜歡基督徒,基督徒被成為鬥爭的對象。
[00:08:19.000 --> 00:08:47.000]  鬥爭到一個地步,有些基督徒是會被拉去羅馬的鬥獸場,讓他們成為那些獅子襲擊的對象。提摩太處是這樣充滿挑戰的光景底下,所以保羅擔心他會害怕,擔心他會退縮,所以叫他不要因為你要為主作見證而覺得羞恥。
[00:08:47.000 --> 00:09:07.000]  第二個不要羞恥的是,不要以為主被囚的羞恥,誰為主被囚呢?就是保羅。保羅不是因為自己犯了刑事,或者犯了任何道德的過失而被抓坐牢,他是因為為耶穌作見證而坐牢。
[00:09:07.000 --> 00:09:24.000]  保羅坐牢,原來當時都有不少的人離棄他。那為什麼保羅會擔心提摩太會離棄他呢?保羅是提摩太的師父,屬靈父親。
[00:09:24.000 --> 00:09:40.000]  當保羅受捉拿,被誣告,甚至一直被敵對的時候,或者作為他的童工,甚至作為他的徒弟,可能都會有這種羞恥。
[00:09:40.000 --> 00:10:08.000]  保羅有沒有跟錯一位師父呢?他的師父都被人這樣控告,很羞恥。這樣都不光彩,保羅勸勉他,不要看他是一個階下囚,不要因為他是階下囚而覺得羞辱,因為他不是有任何道德的過錯,或者刑事的過錯,他是因為經手福音的緣故而坐牢。
[00:10:08.000 --> 00:10:22.000]  事實上真的有人對他鄙視,有人遠離他。提摩太後書四章十六節,保羅他自己說,我初次申訴的時候沒有人在旁支持我,眾人都離棄我。
[00:10:22.000 --> 00:10:46.000]  這個是提摩太後書四章十六節,保羅他是這樣說的。所以提摩太有機會離棄他都不出奇,全方位是一件充滿挑戰的事情,很容易被羞辱,在過程中需要很大的勇氣,需要很多的智慧。
[00:10:46.000 --> 00:11:04.000]  今年我們突然之間很少在街上派單張,除了我們教會,我們舉行去年一個報導日,和今年一個多元文化節,鼓勵有些接受過全方位訓練的就嘗試做問卷,派單張,都是透過做問卷而講。
[00:11:04.000 --> 00:11:17.000]  很多年前,我還在讀中學的時候,當年的教會就仍然都會做街頭報導,仍然在街上會派單張,所以我們很習慣身上是帶著單張。
[00:11:17.000 --> 00:11:36.000]  很記得有一年,應該是釜坑村,特別是仲雅縣成立了不久的時候,我們教會就安排我們去派單張,我就一路派派派派,派到給一位大叔,那位大叔的回應是:
[00:11:36.000 --> 00:11:54.000]  「你的上帝簡直是自編自導自演,他自己創造了這個世界,好像我們剛才所唱的詩歌一樣,說出自己的偉大,還要為人類預備了伊甸園,為人類預備了一切,不過他又做了一棵叫人不能吃的樹的果子。」
[00:11:54.000 --> 00:12:11.000]  「可以吃就不要做,做了就給人吃,對不對?沒有道理。」「好啦,吃了又說要死,死就死,死了之後又很偉大,猜應他愛子耶穌基督,來到這個世界餵食人,釘死在十字架上。」
[00:12:11.000 --> 00:12:38.000]  「他都說了。」我當時只是一個中學生,我就真的啞口無言,不懂得反駁他,是挺尷尬的,挺挫敗的,不過感謝主保守,我沒有因為這個緣故放棄傳福音,我只知道自己裝備不足,回去之後就努力學習,讀一下護教科,真的要的。
[00:12:38.000 --> 00:12:54.000]  希望有一天我可以再遇見這位大叔,雖然我都忘記他什麼樣子,如果是你,你曾經跟一個女孩子說過這番話,今天又坐在這裡,感謝主。
[00:12:54.000 --> 00:13:22.000]  有時候我們面對傳福音的時候,很多人挑戰,今天用的說話就是挑機,有的,人家給我們很多批評,給我們很多挑戰,又加上香港近年因為政治的事件,覺得教會很退縮,覺得雕圖只有一個名字,帶來我們很多不敢,我們不敢再搞大型報道會,我們不敢再在街頭傳什麼福音,我們很多事情不敢。
[00:13:22.000 --> 00:13:46.000]  但是我們知道,是會尷尬的,是會受挑戰的,其實保羅他沒有否定的,但是他下一節說什麼呢?他繼續說的是,總要按神的能力,與我為福音同受苦難,是要按神的能力為福音同受苦難。
[00:13:46.000 --> 00:14:03.000]  在這裡,保羅強調,不需要為主作見證,或者不需要因為,有些叫做僕人,好像保羅他那樣,因為為主作見證而坐牢的,覺得羞恥,要按神的能力與他為福音同受苦難。
[00:14:03.000 --> 00:14:17.000]  保羅在這裡說的是什麼呢?是沒有拿走我們前婚的時候所遇見的困難,沒有拿走那些挑戰,或者沒有拿走那些威嚇,沒有,沒有拿走。
[00:14:17.000 --> 00:14:30.000]  他祈求的是什麼呢?或者他心裡知道的是什麼呢?原來是靠上帝的能力來承載著這些困難,承載著這些挑戰,承載著這些壓力。
[00:14:30.000 --> 00:14:49.000]  有一位美國很著名的黑人歌手,是基督徒,他很多年前了,1972年的時候已經離世,他其中有一首很鼓舞人心的詩歌,我不懂唱,但很多人引用他的歌詞。
[00:14:49.000 --> 00:15:04.000]  那首歌叫做「Lord, don't move that mountain, but give me strength to climb it」,王牧師有時候也引用,改成中文。
[00:15:04.000 --> 00:15:28.000]  神不是求你拿走前面的高山,我們只是求神賜下我們攀山的力量,或者是勇氣。神沒有拿走我們前婚的困難,沒有拿走我們前婚的時候遇到的挑戰,沒有拿走我們為主作見證的時候所承受的一切壓力,
[00:15:28.000 --> 00:15:44.000]  但他卻賜下足夠的能力給我們。能力是什麼呢?經文好像沒有說,但我們西讀的時候發現,其實他下文第九第十節就是在說這樣的能力,第九第十節,
[00:15:44.000 --> 00:15:58.000]  「神救我們,以聖召召我們,不是安我們的行為,乃是安祂的旨意和恩典,這個恩典是萬古之先在基督耶穌裡賜給我們的。」一會兒再逐點說,麻煩Caroline,一會兒回去。
[00:15:58.000 --> 00:16:09.000]  短短兩節經文,講述了有關福音的很多真理,讓我們看到福音是何等的寶貴,何等的奇妙,何等的沒有能力。
[00:16:09.000 --> 00:16:25.000]  逐段看,「神救了我們,以聖召召我們,而這種能力是關乎神的拯救,是珍貴的,原來是神自己呼召我們,歸順祂,是拯救我們。」
[00:16:25.000 --> 00:16:42.000]  有一次經文我沒有打出來的,這個彼得前書第二章九節,「為了你們是被揀選的族類,是有君尊的祭司,是聖潔的國度,是神的子民,要叫你們宣揚那召你們出黑暗,入奇妙光明者的美德。」
[00:16:42.000 --> 00:16:52.000]  是上帝呼召我們,將我們從黑暗裡面拯救出來,所以這個福音是關乎上帝的救贖,拯救是很珍貴。
[00:16:52.000 --> 00:17:04.000]  第二,這個福音是關乎上帝的旨意,是祂刻意安排,祂不是按我們的行為,而是按祂的旨意,如果我們靠行為得救,我們沒有一個人有資格。
[00:17:04.000 --> 00:17:20.000]  是靠祂的旨意,是按祂的旨意,即不是我們找回來的,不是我們賺回來的,也不是我們偶然所得的,是上帝旨意所定,是祂要賜給我們。
[00:17:20.000 --> 00:17:32.000]  第三,這個福音是關乎上帝的恩典,是無價的,祂說「神以聖召我們,不是按我們的行為,而是按祂的旨意和恩典。」
[00:17:32.000 --> 00:17:41.000]  祂再解釋什麼是恩典,祂說「恩典是萬古之先,是基督耶穌女賜給我們,無價的。」
[00:17:41.000 --> 00:17:53.000]  再解釋第四,祂說「恩典是萬古之先,是基督耶穌女賜給我們,但如今藉著我們救主耶穌基督的顯現,才表明出來。」
[00:17:53.000 --> 00:18:02.000]  一早已經計劃的,但到耶穌基督出現的時候,降生的時候,已經解釋了。
[00:18:02.000 --> 00:18:11.000]  是上帝早已預備的,不是臨時臨急,這樣嗎?那我就給你這個方法,不是。
[00:18:11.000 --> 00:18:18.000]  第五,這個福音是關乎上帝的能力,是個人的生命改變。
[00:18:18.000 --> 00:18:24.000]  祂說「祂已經將死廢去,藉著福音將不能壞的生命彰顯出來。」
[00:18:24.000 --> 00:18:29.000]  將死廢去的意思是宣告死亡的威脅已經無效了。
[00:18:29.000 --> 00:18:35.000]  是我們人生在世會一死,不過不是永遠的死,因為我們要永遠與上帝一起。
[00:18:35.000 --> 00:18:46.000]  不能壞的生命,是說我們的生命不留壞,就是永遠與住一起,並且我們生命有那種改變的可能性。
[00:18:46.000 --> 00:18:50.000]  這是福音的大能。
[00:18:50.000 --> 00:18:52.000]  神的能力是關乎什麼?
[00:18:52.000 --> 00:18:59.000]  神的能力,我們就想像因為祂是位全能的神,但原來神的能力是彰顯在祂的福音那裡。
[00:18:59.000 --> 00:19:08.000]  神的拯救,神的旨意,神的恩典,神的計劃,祂的能力全部都在這個福音那裡可見。
[00:19:08.000 --> 00:19:13.000]  所以保羅他自己在《羅馬書》曾經這樣說的:
[00:19:13.000 --> 00:19:16.000]  「我不以福音為恥。」
[00:19:16.000 --> 00:19:17.000]  下一句是什麼?
[00:19:17.000 --> 00:19:21.000]  「這福音本是神的大能。」
[00:19:21.000 --> 00:19:23.000]  靠神的能力是什麼?
[00:19:23.000 --> 00:19:27.000]  靠神的能力,原來就是在說福音的能力。
[00:19:27.000 --> 00:19:34.000]  這個福音本是有能力的,但有時候我們不是很經驗到,或者我們也不是很相信。
[00:19:34.000 --> 00:19:37.000]  但保羅他自己經驗到,並且很相信。
[00:19:37.000 --> 00:19:47.000]  當我們為主作見證,面對著身邊的教徒受迫害的時候,可能我們會退縮,我們會覺得尷尬,我們會覺得羞恥。
[00:19:47.000 --> 00:19:54.000]  所以保羅說不需要,要按神的能力和他一起為福音同受苦難。
[00:19:54.000 --> 00:20:01.000]  不要怕那些苦難,上帝沒有拿走,是有那些苦難的了,是有那些壓迫的了,是有那些威脅的了。
[00:20:01.000 --> 00:20:08.000]  不要怕,神有足夠的能力,而這個能力是關乎福音。
[00:20:08.000 --> 00:20:15.000]  信徒要以神的能力,克性為主作見證的時候,那些可能會有的羞恥感。
[00:20:15.000 --> 00:20:22.000]  除了我們要確信神的能力是很豪大,足以承托我們面對傳方那種壓力,
[00:20:22.000 --> 00:20:40.000]  第二,我們也要確信神的能力是何等的傳避,是足以承傳我們為主作見證,就是見證福音這個使命,是傳避神的能力。
[00:20:40.000 --> 00:20:50.000]  我們繼續看,第十一,第十二節,保羅說我為這福音奉派作傳道的,作使徒,作師傅。
[00:20:50.000 --> 00:20:59.000]  第十二節,為這緣故我也受些苦難,然而我不以為恥,因為知道我所信的是誰,
[00:20:59.000 --> 00:21:07.000]  也深信他能保存我所交付他的,有細節的,或作他所交付我的,直到那日。
[00:21:07.000 --> 00:21:12.000]  第十二節,有,謝謝。
[00:21:12.000 --> 00:21:23.000]  第一,保羅是為福音接受差遣,首先他指出自己是為福音奉派做三樣的,
[00:21:23.000 --> 00:21:30.000]  傳道、使徒和師傅,他是受委派的,不是他拿回來的。
[00:21:30.000 --> 00:21:37.000]  第三點,說傳道的,作使徒,作師傅,其實是同意的,
[00:21:37.000 --> 00:21:41.000]  但要解釋也可以解釋的,作傳道就是公開宣揚福音,
[00:21:41.000 --> 00:21:46.000]  傳遞上帝的說話,上帝的說話,特別的焦點就是耶穌基督的身上。
[00:21:46.000 --> 00:21:51.000]  作使徒強調他是教會的帶領,是具權威性的。
[00:21:51.000 --> 00:21:56.000]  在聖經裡面有十二使徒,保羅不是十二使徒之一,我常常說,
[00:21:56.000 --> 00:22:05.000]  但有他自己說,使徒中最少的,當十二門徒少了一個他們保選的時候,
[00:22:05.000 --> 00:22:08.000]  當時保羅還未歸信主,所以沒有保選他,
[00:22:08.000 --> 00:22:13.000]  但後來是耶穌基督親子大馬式的路上向保羅顯現,
[00:22:13.000 --> 00:22:19.000]  揀選他,要向外邦人作見證,所以保羅他知道他自己是使徒。
[00:22:19.000 --> 00:22:26.000]  第三,他是作師父,很明顯,他不只是在崗位上做使徒,
[00:22:26.000 --> 00:22:34.000]  或者職責上做傳道,他在生命上有教導有模樣,所以他作師父。
[00:22:34.000 --> 00:22:41.000]  保羅他自己這樣說,保羅說他是為福音承受苦難,
[00:22:41.000 --> 00:22:47.000]  不過他為福音承受苦難,他不以為之。
[00:22:47.000 --> 00:22:53.000]  他受過什麼苦難呢?研究保羅心病的人一定會提,
[00:22:53.000 --> 00:22:57.000]  保羅在哥倫多後書第十一章二十三至二十八節,
[00:22:57.000 --> 00:23:00.000]  我沒有將經文打出來,因為現在那個投射,
[00:23:00.000 --> 00:23:05.000]  每一頁最多顯現兩節,太煩了。
[00:23:05.000 --> 00:23:11.000]  我就將他提到他受苦的字眼打了出來,
[00:23:11.000 --> 00:23:16.000]  他受坐牢的苦,他會受鞭打,他冒死,
[00:23:16.000 --> 00:23:21.000]  他不單被鞭打,他會被棍打,又被石頭打,
[00:23:21.000 --> 00:23:26.000]  在他情況下,經常坐船,船會壞,他會走遠路,
[00:23:26.000 --> 00:23:30.000]  所以遭遇很多危險,江河的危險,盜賊的危險,
[00:23:30.000 --> 00:23:33.000]  同族的危險,外邦人的危險,城裡的危險,
[00:23:33.000 --> 00:23:36.000]  曠野的危險,海中的危險,都有假帝兄的危險,
[00:23:36.000 --> 00:23:41.000]  他會受勞碌,他會受困苦,沒得睡,又飢又渴,
[00:23:41.000 --> 00:23:47.000]  沒得吃,受寒冷,赤身老體,這些是保羅所受的苦難。
[00:23:47.000 --> 00:23:55.000]  不過保羅說他為福音受苦,不覺得羞恥,原因有兩個,
[00:23:55.000 --> 00:24:01.000]  夏文具說,因為我知道所信的是誰,
[00:24:01.000 --> 00:24:06.000]  也深信他能夠保存我所交付他的,
[00:24:06.000 --> 00:24:12.000]  我嘗試理解這兩個原因,不知道所信的是誰,
[00:24:12.000 --> 00:24:19.000]  知道,除了理性上知,是見,是看見,認識,
[00:24:19.000 --> 00:24:24.000]  那種認識同樣不是純粹一個知識,是他經驗過,
[00:24:24.000 --> 00:24:29.000]  為什麼他經驗過?他在大馬式路上遇見主,
[00:24:29.000 --> 00:24:35.000]  他一直是敵對的基督徒,他一直是很想找機會
[00:24:35.000 --> 00:24:40.000]  來抓拿教徒,大家有印象史提反衛主殉道的時候,
[00:24:40.000 --> 00:24:48.000]  他有份站在旁邊,然後他就拿批文來抓拿教徒,
[00:24:48.000 --> 00:24:53.000]  就是在大馬式路上,他想拿批文去抓基督徒,
[00:24:53.000 --> 00:25:00.000]  就在那個時刻,復活的主用大光來向他顯現,
[00:25:00.000 --> 00:25:06.000]  所以他知不是假的,是很真實的,他知他所信的是誰,
[00:25:06.000 --> 00:25:09.000]  不只是頭腦上的知,不只是聽人說的知,
[00:25:09.000 --> 00:25:18.000]  是他經驗過,他深信這位主能夠保存他一切,
[00:25:18.000 --> 00:25:22.000]  他知道這位主沒有能力,想能夠保存他一切,
[00:25:22.000 --> 00:25:28.000]  保存是說什麼呢?妥善的保管,保存一切是什麼呢?
[00:25:28.000 --> 00:25:33.000]  有兩個意思,一是保羅所交付給他的,
[00:25:33.000 --> 00:25:38.000]  保羅所交付,交付是當時常常習慣說的,
[00:25:38.000 --> 00:25:42.000]  只交給一個人保管保護,好像信託一樣,
[00:25:42.000 --> 00:25:47.000]  就是將我很重視的東西,或者覺得貴重的東西,
[00:25:47.000 --> 00:25:50.000]  需要存放在朋友家裡也好,
[00:25:50.000 --> 00:25:56.000]  我們現在過去,我自己也試過,家裡有些金器,
[00:25:56.000 --> 00:25:58.000]  就是媽媽留下的那些,放在哪裡呢?
[00:25:58.000 --> 00:26:03.000]  放在銀行的保管箱,保管,你覺得那裡安全,
[00:26:03.000 --> 00:26:09.000]  交在那裡保管,就是這種交付,保存的意思,
[00:26:09.000 --> 00:26:14.000]  保羅有什麼要交付給他所信的這位主呢?
[00:26:14.000 --> 00:26:19.000]  保羅沒有再說了,他只是說,總之我交給他的東西,
[00:26:19.000 --> 00:26:21.000]  他就保存,但是我們可以理解,
[00:26:21.000 --> 00:26:24.000]  保羅將他的身體,將他的靈魂,將他生活的處境,
[00:26:24.000 --> 00:26:27.000]  將他侍奉的警方,他建立的教會,
[00:26:27.000 --> 00:26:32.000]  他培養的信徒和童工,交託給主,
[00:26:32.000 --> 00:26:35.000]  無論他最後的際遇是怎樣,
[00:26:35.000 --> 00:26:39.000]  最後的際遇是被人抓去坐牢,甚至可能要死,
[00:26:39.000 --> 00:26:42.000]  好像其他為主殉道的使徒一樣,
[00:26:42.000 --> 00:26:46.000]  他都不介意,他都不懼怕,這個是保羅。
[00:26:46.000 --> 00:26:53.000]  另一個可能的括式就是,他所交付我的,
[00:26:53.000 --> 00:26:57.000]  即不是我交給上帝那些,我交給耶穌基督那些,
[00:26:57.000 --> 00:27:01.000]  可以確信他會保存,而是他交給我的那些,
[00:27:01.000 --> 00:27:04.000]  耶穌基督會將什麼交給保羅呢?
[00:27:04.000 --> 00:27:08.000]  這個大家很清楚,就是將傳福音的使命交給保羅,
[00:27:08.000 --> 00:27:13.000]  就是將向外邦人見證主的使命交給保羅,
[00:27:13.000 --> 00:27:17.000]  所以當他要實踐著這個見證福音的使命,
[00:27:17.000 --> 00:27:21.000]  或者為主作見證的使命,是這個使命,他不需要怕,
[00:27:21.000 --> 00:27:26.000]  他照做就可以了,他照做就可以了,
[00:27:26.000 --> 00:27:30.000]  或者有很多人覺得,保羅你做一個教徒就可以了,
[00:27:30.000 --> 00:27:33.000]  或者保羅你乖乖地在教會傳福音就算了,
[00:27:33.000 --> 00:27:35.000]  建立一下信徒,講一下道就可以了,
[00:27:35.000 --> 00:27:39.000]  為什麼要冒這麼多險,為什麼要招來這麼多人敵對?
[00:27:39.000 --> 00:27:44.000]  但保羅心目中,他知道他所信的福音,滿有大能,
[00:27:44.000 --> 00:27:48.000]  他知道自己所信的主是何等的真實,
[00:27:48.000 --> 00:27:52.000]  他還要知道自己所信的主,那種滿有能力是全被的,
[00:27:52.000 --> 00:27:55.000]  是能夠保存,保存什麼?
[00:27:55.000 --> 00:27:57.000]  第一,保存上帝給他的使命,
[00:27:57.000 --> 00:28:00.000]  所以他不怕,就算有一天要死,
[00:28:00.000 --> 00:28:03.000]  這個都是在自己的心意裡面,
[00:28:03.000 --> 00:28:07.000]  也都保存保羅他自己一切的東西,保存他的性命,
[00:28:07.000 --> 00:28:09.000]  上帝都保存我們的性命,
[00:28:09.000 --> 00:28:11.000]  如果不是上帝保存我們今天,
[00:28:11.000 --> 00:28:13.000]  我們不會活到現在的,
[00:28:13.000 --> 00:28:15.000]  當然有一天我們都要死,
[00:28:15.000 --> 00:28:17.000]  這個是我們在世的限制,
[00:28:17.000 --> 00:28:20.000]  但不要以為我們活著是必然,
[00:28:20.000 --> 00:28:24.000]  有一次,我們有幾位弟兄姊妹,
[00:28:24.000 --> 00:28:26.000]  想跟一位姊妹慶祝生日,
[00:28:26.000 --> 00:28:29.000]  他就說,其實我天天都慶祝,
[00:28:29.000 --> 00:28:31.000]  慶祝什麼?慶祝我不用死,
[00:28:31.000 --> 00:28:33.000]  你有沒有想過?
[00:28:33.000 --> 00:28:38.000]  是啊,其實我們應該天天都慶祝我們沒死,
[00:28:38.000 --> 00:28:43.000]  因為有時候我們假設自己生是必然,
[00:28:43.000 --> 00:28:46.000]  但當我們環顧這個世界,
[00:28:46.000 --> 00:28:52.000]  你就會發現我們仍然存在著,不是必然,
[00:28:52.000 --> 00:28:56.000]  保羅他確信什麼都是在自己手中,
[00:28:56.000 --> 00:28:58.000]  第二次世界大戰期間,
[00:28:58.000 --> 00:29:03.000]  納粹德軍在侵佔世界不同領域的時候,
[00:29:03.000 --> 00:29:09.000]  有不少戰犯都被困在德國集中營裡面,
[00:29:09.000 --> 00:29:11.000]  大戰結束之後,
[00:29:11.000 --> 00:29:16.000]  那些歷史學家就不斷找回大戰時期發生的事情,
[00:29:16.000 --> 00:29:20.000]  特別是去到西德科倫的地方,
[00:29:20.000 --> 00:29:23.000]  在一個地下監牢裡面,一塊牆壁,
[00:29:23.000 --> 00:29:27.000]  發現了一首沒有署名的詩歌,
[00:29:27.000 --> 00:29:32.000]  很可能是一位囚犯發自內心寫的詩歌,
[00:29:32.000 --> 00:29:36.000]  那首詩歌其中三句話,
[00:29:36.000 --> 00:29:43.000]  雖然太陽沒有照耀,但我仍然相信太陽的存在,
[00:29:43.000 --> 00:29:48.000]  雖然我沒有愛的感受,但我仍然相信愛的力量,
[00:29:48.000 --> 00:29:55.000]  雖然上帝好像沉默,但我仍然相信祂的真實,
[00:29:55.000 --> 00:30:01.000]  這些心聲我相信不是當時一個囚犯的心聲,
[00:30:01.000 --> 00:30:07.000]  而是整個在德國裡面,特別是教徒不明白,
[00:30:07.000 --> 00:30:10.000]  那些猶太教徒特別不明白,
[00:30:10.000 --> 00:30:14.000]  保羅面對苦難,他仍然不以福音為恥,
[00:30:14.000 --> 00:30:16.000]  因為他知道所信的是誰,
[00:30:16.000 --> 00:30:20.000]  他都深信這位他所信的上帝,
[00:30:20.000 --> 00:30:25.000]  能夠保存他一切所做的,直到那一天,
[00:30:25.000 --> 00:30:27.000]  直到那一天是什麼時候?就是駐回來的日子,
[00:30:27.000 --> 00:30:31.000]  所以在第十三、第十四節,保羅也勸勉提摩太,
[00:30:31.000 --> 00:30:38.000]  要用信心和愛心靠著聖靈常常守著福音的真道,
[00:30:38.000 --> 00:30:47.000]  繼續持守,不要懼怕,不要退縮,不要覺得羞恥,
[00:30:47.000 --> 00:30:53.000]  第十三、十四節,你從我聽的那純正話語的規模,
[00:30:53.000 --> 00:30:58.000]  要用在基督耶穌裡的信心和愛心常常守著,
[00:30:58.000 --> 00:31:00.000]  從前所教託你的善道,
[00:31:00.000 --> 00:31:06.000]  你要靠著那住在我們裡面的聖靈牢牢守著,
