
[00:00:00.000 --> 00:00:04.160]  今天講到的題目是「變身」
[00:07:19.920 --> 00:07:21.920]  可能大家沒有錢給
[00:07:21.920 --> 00:07:23.920]  他就淋你紅油
[00:07:23.920 --> 00:07:24.920]  塞你鑰匙洞
[00:07:24.920 --> 00:07:26.920]  把你上貼就通街都是
[00:07:26.920 --> 00:07:27.920]  那些我都不理
[00:07:27.920 --> 00:07:28.920]  換句話說
[00:07:28.920 --> 00:07:30.920]  艾倫奧就會很討人厭
[00:07:30.920 --> 00:07:32.920]  不是說你討人厭
[00:07:32.920 --> 00:07:33.920]  他很可愛
[00:07:33.920 --> 00:07:36.920]  所以稅吏是等於討人厭
[00:07:36.920 --> 00:07:37.920]  等於罪人
[00:07:37.920 --> 00:07:39.920]  很討人厭的東西
[00:07:39.920 --> 00:07:42.920]  但耶穌呼召馬太
[00:07:42.920 --> 00:07:44.920]  馬太第一時間回應
[00:07:44.920 --> 00:07:45.920]  這個回應是真的
[00:07:45.920 --> 00:07:47.920]  是極之值得慶祝的
[00:07:47.920 --> 00:07:49.920]  所以馬太就請了那些朋友
[00:07:49.920 --> 00:07:50.920]  請了那些同事
[00:07:50.920 --> 00:07:52.920]  又請了耶穌
[00:07:52.920 --> 00:07:53.920]  請了安門徒
[00:07:53.920 --> 00:07:57.920]  一起來大排筵席去慶祝
[00:07:57.920 --> 00:07:59.920]  但是耶穌的參與
[00:07:59.920 --> 00:08:02.920]  耶穌這樣和這班人在一起
[00:08:02.920 --> 00:08:05.920]  就引起當時的宗教領袖的不滿
[00:08:05.920 --> 00:08:07.920]  於是他不是去找耶穌
[00:08:07.920 --> 00:08:10.920]  而是去找耶穌的門徒去投訴
[00:08:10.920 --> 00:08:12.920]  我們看看馬太福音九章十一節
[00:08:12.920 --> 00:08:13.920]  我們一起讀
[00:08:13.920 --> 00:08:14.920]  一二三
[00:08:14.920 --> 00:08:15.920]  花利釵人看見
[00:08:15.920 --> 00:08:17.920]  就對耶穌的門徒說
[00:08:17.920 --> 00:08:24.920]  你們的先生為什麼和稅吏並罪人一同吃飯呢
[00:08:24.920 --> 00:08:26.920]  他在說什麼
[00:08:26.920 --> 00:08:30.920]  你們的老師有沒有搞錯
[00:08:30.920 --> 00:08:33.920]  你們不知道我們這些屬靈領袖
[00:08:33.920 --> 00:08:35.920]  是要分別為聖的嗎
[00:08:35.920 --> 00:08:37.920]  是不和那些罪人黏在一起
[00:08:37.920 --> 00:08:40.920]  你們的老師就走過去和那些罪人一起
[00:08:40.920 --> 00:08:41.920]  黏著他們
[00:08:41.920 --> 00:08:43.920]  我們就不應該和他們一起
[00:08:43.920 --> 00:08:46.920]  以致弄髒自己
[00:08:46.920 --> 00:08:47.920]  全錯了
[00:08:47.920 --> 00:08:49.920]  他們在說什麼
[00:08:49.920 --> 00:08:52.920]  這些我們一向都不做的
[00:08:52.920 --> 00:08:54.920]  為什麼在耶穌那裡做
[00:08:54.920 --> 00:08:58.920]  今天我們有沒有什麼在我們的信仰生活裡面
[00:08:58.920 --> 00:09:00.920]  我們一定不會做
[00:09:00.920 --> 00:09:02.920]  即使耶穌叫我們做都不會做
[00:09:02.920 --> 00:09:04.920]  看看耶穌怎樣回答他們
[00:09:04.920 --> 00:09:07.920]  我們繼續看馬太福音九章十二至十三節
[00:09:07.920 --> 00:09:08.920]  我們一起讀
[00:09:08.920 --> 00:09:09.920]  一二三
[00:09:09.920 --> 00:09:11.920]  耶穌聽見就說
[00:09:11.920 --> 00:09:14.920]  健康的人用不著醫生
[00:09:14.920 --> 00:09:17.920]  有病的人才用得著
[00:09:17.920 --> 00:09:18.920]  經常說
[00:09:18.920 --> 00:09:20.920]  我喜愛憐憫
[00:09:20.920 --> 00:09:22.920]  不喜愛祭祀
[00:09:22.920 --> 00:09:24.920]  這句話的意思
[00:09:24.920 --> 00:09:26.920]  你們且去揣摩
[00:09:26.920 --> 00:09:29.920]  我來本不是召義人
[00:09:29.920 --> 00:09:31.920]  乃是召罪人
[00:09:31.920 --> 00:09:32.920]  耶穌說什麼
[00:09:32.920 --> 00:09:34.920]  有病的人才去看醫生
[00:09:34.920 --> 00:09:36.920]  沒有病的人不用
[00:09:36.920 --> 00:09:37.920]  耶穌說
[00:09:37.920 --> 00:09:42.920]  我從來都沒有說那些瑞利沒有罪
[00:09:42.920 --> 00:09:43.920]  但是你明不明白
[00:09:43.920 --> 00:09:44.920]  神的心
[00:09:44.920 --> 00:09:46.920]  神的心不是定罪
[00:09:46.920 --> 00:09:47.920]  不是指責
[00:09:47.920 --> 00:09:49.920]  神的心是憐憫
[00:09:49.920 --> 00:09:50.920]  是愛
[00:09:50.920 --> 00:09:52.920]  是很想他們得救
[00:09:52.920 --> 00:09:54.920]  所以耶穌在說
[00:09:54.920 --> 00:09:55.920]  聖經說
[00:09:55.920 --> 00:09:58.920]  這個世界沒有一個是義人
[00:09:58.920 --> 00:10:01.920]  他在說和智人和罪人的相反
[00:10:01.920 --> 00:10:04.920]  耶穌說這個世界沒有一個是義人
[00:10:04.920 --> 00:10:07.920]  換句話說你們這群宗教領袖都不是義人
[00:10:07.920 --> 00:10:08.920]  不過你說自己是義人
[00:10:08.920 --> 00:10:10.920]  說你自己分裂為性
[00:10:10.920 --> 00:10:12.920]  要和那些罪人分開
[00:10:12.920 --> 00:10:14.920]  所以你們全部出錯了
[00:10:14.920 --> 00:10:16.920]  全部都錯了焦點
[00:10:16.920 --> 00:10:18.920]  全部都看錯了
[00:10:18.920 --> 00:10:19.920]  你們不明白神的心
[00:10:19.920 --> 00:10:22.920]  神的心不是在說定罪
[00:10:22.920 --> 00:10:25.920]  神的心是在說憐憫和愛和接納
[00:10:25.920 --> 00:10:27.920]  所以這群人錯是什麼呢
[00:10:27.920 --> 00:10:29.920]  全部出錯是什麼呢
[00:10:29.920 --> 00:10:31.920]  他們只是看見別人不妥
[00:10:31.920 --> 00:10:34.920]  他們不知道自己要改變
[00:10:34.920 --> 00:10:36.920]  今天聖靈提醒我們
[00:10:36.920 --> 00:10:39.920]  有些什麼我們一向都不做
[00:10:39.920 --> 00:10:41.920]  今天聖靈提醒我們改變
[00:10:41.920 --> 00:10:43.920]  剛才說的就是
[00:10:43.920 --> 00:10:46.920]  有些事我一向都不做
[00:10:46.920 --> 00:10:48.920]  以下說的事
[00:10:48.920 --> 00:10:50.920]  我們一向都做
[00:10:50.920 --> 00:10:52.920]  為什麼耶穌要我改
[00:10:52.920 --> 00:10:54.920]  馬太福音9章14節
[00:10:54.920 --> 00:10:56.920]  我們一起讀
[00:10:56.920 --> 00:11:00.920]  那時約翰的門徒來見耶穌說
[00:11:00.920 --> 00:11:04.920]  我們和法利塞人上上禁食
[00:11:04.920 --> 00:11:06.920]  你的門徒倒不禁食
[00:11:06.920 --> 00:11:08.920]  這是為什麼呢
[00:11:08.920 --> 00:11:10.920]  這個約翰的門徒
[00:11:10.920 --> 00:11:12.920]  就是施洗約翰的門徒
[00:11:12.920 --> 00:11:15.920]  當時施洗約翰已經被抓去坐牢
[00:11:15.920 --> 00:11:18.920]  所以這群門徒沒什麼師父
[00:11:18.920 --> 00:11:20.920]  剛才說的
[00:11:20.920 --> 00:11:22.920]  法利塞人是宗教領袖
[00:11:22.920 --> 00:11:24.920]  走去問耶穌
[00:11:24.920 --> 00:11:27.920]  其實是出於惡意想挑戰耶穌
[00:11:27.920 --> 00:11:28.920]  挖苦他
[00:11:28.920 --> 00:11:30.920]  而這群施洗約翰的門徒
[00:11:30.920 --> 00:11:32.920]  是真的想請教耶穌
[00:11:32.920 --> 00:11:33.920]  真的不明白
[00:11:33.920 --> 00:11:34.920]  不明白什麼呢
[00:11:34.920 --> 00:11:36.920]  有關禁食的事
[00:11:36.920 --> 00:11:37.920]  我們說說背景
[00:11:37.920 --> 00:11:40.920]  其實舊約聖經規定猶太人
[00:11:40.920 --> 00:11:43.920]  一個人是每年一次禁食
[00:11:43.920 --> 00:11:45.920]  就在贖罪日
[00:11:45.920 --> 00:11:48.920]  但是這群法利塞人和施洗約翰的門徒
[00:11:48.920 --> 00:11:49.920]  他們多少次禁食呢
[00:11:49.920 --> 00:11:51.920]  一個星期兩次
[00:11:51.920 --> 00:11:52.920]  大家計算一下
[00:11:52.920 --> 00:11:55.920]  一年就52個星期
[00:11:55.920 --> 00:11:57.920]  就是說他們每年禁食
[00:11:57.920 --> 00:11:59.920]  是104次
[00:11:59.920 --> 00:12:03.920]  遠遠超過舊約聖經的規定
[00:12:03.920 --> 00:12:07.920]  超額完成103次
[00:12:07.920 --> 00:12:09.920]  背後說的就是禁錢
[00:12:09.920 --> 00:12:10.920]  這就是虔誠
[00:12:10.920 --> 00:12:12.920]  你看我們禁食多少
[00:12:12.920 --> 00:12:14.920]  所以他們跟耶穌說
[00:12:14.920 --> 00:12:22.920]  為什麼你不像我們這麼敬虔去禁食
[00:12:22.920 --> 00:12:24.920]  就是說他們說什麼
[00:12:24.920 --> 00:12:26.920]  有些事我們做開了
[00:12:26.920 --> 00:12:28.920]  這麼久都做開了
[00:12:28.920 --> 00:12:30.920]  為什麼你不做
[00:12:30.920 --> 00:12:32.920]  在我們生命裡有沒有什麼
[00:12:32.920 --> 00:12:33.920]  是做開的
[00:12:33.920 --> 00:12:35.920]  耶穌叫我們停做
[00:12:35.920 --> 00:12:37.920]  我們都不會
[00:12:37.920 --> 00:12:38.920]  看看耶穌又怎麼回答他們
[00:12:38.920 --> 00:12:40.920]  馬太福音九章十五節
[00:12:40.920 --> 00:12:42.920]  我們一起讀
[00:12:42.920 --> 00:12:44.920]  耶穌對他們說
[00:12:44.920 --> 00:12:48.920]  新郎和陪伴之人同在的時候
[00:12:48.920 --> 00:12:51.920]  陪伴之人豈能哀動呢
[00:12:51.920 --> 00:12:53.920]  但日子將到
[00:12:53.920 --> 00:12:55.920]  新郎要離開他們
[00:12:55.920 --> 00:12:58.920]  那時候他們就要禁食
[00:12:58.920 --> 00:13:01.920]  這個新郎就是在說耶穌
[00:13:01.920 --> 00:13:05.920]  陪伴之人就是那幫人
[00:13:05.920 --> 00:13:08.920]  鄧穿石說當時的人是我們
[00:13:08.920 --> 00:13:11.920]  耶穌說禁食的目的是什麼
[00:13:11.920 --> 00:13:14.920]  禁食的目的不是減肥
[00:13:14.920 --> 00:13:16.920]  禁食的目的不是絕食抗議
[00:13:16.920 --> 00:13:19.920]  禁食的目的是讓我們一起祈禱
[00:13:19.920 --> 00:13:23.920]  所以禁食一定要加上祈禱
[00:13:23.920 --> 00:13:27.920]  禁食是讓你更加專注禱告
[00:13:27.920 --> 00:13:29.920]  目的是尋找神
[00:13:29.920 --> 00:13:30.920]  找神
[00:13:30.920 --> 00:13:32.920]  親近神
[00:13:32.920 --> 00:13:33.920]  那個神是誰
[00:13:33.920 --> 00:13:34.920]  就是耶穌
[00:13:34.920 --> 00:13:36.920]  耶穌說我現在就在這裡
[00:13:36.920 --> 00:13:38.920]  所以你用不著禁食
[00:13:38.920 --> 00:13:40.920]  你找到我我就在這裡
[00:13:40.920 --> 00:13:42.920]  怎樣才可以禁食呢
[00:13:42.920 --> 00:13:45.920]  就是耶穌說新郎要離開
[00:13:45.920 --> 00:13:46.920]  換句話說
[00:13:46.920 --> 00:13:48.920]  耶穌受死
[00:13:48.920 --> 00:13:49.920]  復活
[00:13:49.920 --> 00:13:50.920]  升天
[00:13:50.920 --> 00:13:51.920]  在聖經裡面說
[00:13:51.920 --> 00:13:53.920]  耶穌升天就擦顯聖靈
[00:13:53.920 --> 00:13:54.920]  來到我們當中
[00:13:54.920 --> 00:13:56.920]  所以我們跟著之後
[00:13:56.920 --> 00:13:57.920]  就算今天也是
[00:13:57.920 --> 00:13:59.920]  為什麼要禁食呢
[00:13:59.920 --> 00:14:00.920]  禁食是要禱告的
[00:14:00.920 --> 00:14:01.920]  去找神
[00:14:01.920 --> 00:14:02.920]  去親近神
[00:14:02.920 --> 00:14:04.920]  去看看耶穌接觸聖靈
[00:14:04.920 --> 00:14:06.920]  跟我們說什麼
[00:14:06.920 --> 00:14:08.920]  所以耶穌在說什麼
[00:14:08.920 --> 00:14:11.920]  跟當時那群人說什麼
[00:14:11.920 --> 00:14:13.920]  你們的焦點錯了
[00:14:13.920 --> 00:14:16.920]  重點不是你們禁食了多少次
[00:14:16.920 --> 00:14:18.920]  你們禱告了多少次
[00:14:18.920 --> 00:14:20.920]  是跟我的關係
[00:14:20.920 --> 00:14:22.920]  我們每一個今天禁食禱告
[00:14:22.920 --> 00:14:24.920]  我們知道目的是什麼
[00:14:24.920 --> 00:14:28.920]  我們跟耶穌建立一個很親密的關係
[00:14:28.920 --> 00:14:30.920]  所以今天
[00:14:30.920 --> 00:14:31.920]  聖靈都提醒我們
[00:14:31.920 --> 00:14:34.920]  有些什麼在我們的信仰生活裡面
[00:14:34.920 --> 00:14:36.920]  我們一向都做
[00:14:36.920 --> 00:14:38.920]  為什麼你要我改
[00:14:38.920 --> 00:14:41.920]  有些什麼我們是不會做的
[00:14:41.920 --> 00:14:43.920]  你都不要要我改
[00:14:43.920 --> 00:14:45.920]  可能我上崇拜
[00:14:45.920 --> 00:14:47.920]  我不會入小祖
[00:14:47.920 --> 00:14:49.920]  我一向都不入小祖
[00:14:49.920 --> 00:14:50.920]  我只是查經
[00:14:50.920 --> 00:14:51.920]  你不要叫我傳奉
[00:14:51.920 --> 00:14:53.920]  我一向都不會
[00:14:53.920 --> 00:14:55.920]  或者你不要叫我侍奉
[00:14:55.920 --> 00:14:57.920]  我一向都不做
[00:14:57.920 --> 00:15:01.920]  我們給小朋友上兒童崇拜
[00:15:01.920 --> 00:15:03.920]  但考試我們一向都不給
[00:15:03.920 --> 00:15:06.920]  有些事我們一向都不做
[00:15:06.920 --> 00:15:08.920]  我們一向都不受人奉獻
[00:15:08.920 --> 00:15:12.920]  我一向在崇拜的時候
[00:15:12.920 --> 00:15:14.920]  我只聽廣告
[00:15:14.920 --> 00:15:16.920]  但很多事一向都不會
[00:15:16.920 --> 00:15:18.920]  一向都會
[00:15:18.920 --> 00:15:21.920]  甚至有些朋友都是
[00:15:21.920 --> 00:15:24.920]  可能有些你一向都是這樣想
[00:15:24.920 --> 00:15:27.920]  神?神要證明的
[00:15:27.920 --> 00:15:31.920]  或者他在我面前出現我就相信
[00:15:31.920 --> 00:15:33.920]  又或者
[00:15:33.920 --> 00:15:35.920]  可能有些人
[00:15:35.920 --> 00:15:37.920]  我一向都是這樣想
[00:15:37.920 --> 00:15:39.920]  我一向都不覺得自己很重要
[00:15:39.920 --> 00:15:42.920]  我一向都覺得自己沒用
[00:15:42.920 --> 00:15:44.920]  又或者
[00:15:44.920 --> 00:15:46.920]  可能有些人
[00:15:46.920 --> 00:15:48.920]  信耶穌
[00:15:48.920 --> 00:15:49.920]  那些弱者
[00:15:49.920 --> 00:15:51.920]  那些渣的人
[00:15:51.920 --> 00:15:53.920]  那些死人倒樓的時候才相信
[00:15:53.920 --> 00:15:55.920]  現在的好人好者不用相信
[00:15:55.920 --> 00:15:58.920]  你一向都是這樣想
[00:15:58.920 --> 00:15:59.920]  又或者
[00:15:59.920 --> 00:16:02.920]  可能有些事我一向都搞得定
[00:16:02.920 --> 00:16:03.920]  我靠我自己搞得定
[00:16:03.920 --> 00:16:05.920]  我不需要神
[00:16:05.920 --> 00:16:07.920]  今天經常問我們
[00:16:07.920 --> 00:16:10.920]  有些事我們一向都是這樣
[00:16:10.920 --> 00:16:13.920]  或者我們一向都不是這樣
[00:16:13.920 --> 00:16:15.920]  我們需要有什麼改變
[00:16:15.920 --> 00:16:17.920]  這是第一個
[00:16:17.920 --> 00:16:18.920]  我們要改變
[00:16:18.920 --> 00:16:19.920]  變身的
[00:16:19.920 --> 00:16:20.920]  不是變舊
[00:16:20.920 --> 00:16:22.920]  是變身的
