
[00:00:00.000 --> 00:00:03.000]  我今天說參選的時候
[00:02:07.000 --> 00:02:09.000]  但是經文竟然說
[00:02:09.000 --> 00:02:12.000]  你們不懂這個神是哪一個
[00:02:12.000 --> 00:02:17.000]  還有的就是說那時以色列人中沒有王
[00:02:17.000 --> 00:02:19.000]  神明明是他的王
[00:02:19.000 --> 00:02:22.000]  那誰現在成為以色列人生命裡面的王呢?
[00:02:22.000 --> 00:02:23.000]  就是他自己
[00:02:23.000 --> 00:02:25.000]  因為當時的以色列人
[00:02:25.000 --> 00:02:27.000]  他們任意妄為
[00:02:27.000 --> 00:02:30.000]  他們覺得自己想怎樣就怎樣的時候
[00:02:30.000 --> 00:02:34.000]  於是神就任由外敵去攻打以色列人
[00:02:34.000 --> 00:02:36.000]  去搶奪他們的財物
[00:02:36.000 --> 00:02:38.000]  導致這一幫以色列人
[00:02:38.000 --> 00:02:42.000]  就陷在一個生活艱難的光景裡面
[00:02:42.000 --> 00:02:45.000]  到了生活艱難的時候
[00:02:45.000 --> 00:02:47.000]  這一幫以色列人才醒來
[00:02:47.000 --> 00:02:50.000]  哦!對了!我的列祖
[00:02:50.000 --> 00:02:53.000]  他們敬拜的那個耶和華神
[00:02:53.000 --> 00:02:55.000]  曾經是拯救他們
[00:02:55.000 --> 00:02:59.000]  帶他們來到這個家南地
[00:02:59.000 --> 00:03:00.000]  就是這樣
[00:03:00.000 --> 00:03:02.000]  《士思記》就在記載
[00:03:02.000 --> 00:03:05.000]  神怎樣興起一幫士師
[00:03:05.000 --> 00:03:08.000]  去將這幫以色列人拯救出來
[00:03:08.000 --> 00:03:10.000]  而我們今天
[00:03:10.000 --> 00:03:12.000]  我們說的參宣
[00:03:12.000 --> 00:03:15.000]  就是在《士思記》裡面
[00:03:15.000 --> 00:03:17.000]  最後的一位士師
[00:03:17.000 --> 00:03:20.000]  當參宣他還沒出生的時候
[00:03:20.000 --> 00:03:21.000]  經文他這樣說
[00:03:21.000 --> 00:03:25.000]  他說神已經跟參宣的媽媽
[00:03:25.000 --> 00:03:26.000]  跟媽媽說
[00:03:26.000 --> 00:03:27.000]  啟示他說
[00:03:27.000 --> 00:03:30.000]  如今你必懷孕生一個兒子
[00:03:30.000 --> 00:03:32.000]  所以你當謹慎
[00:03:32.000 --> 00:03:34.000]  清酒濃酒都不可喝
[00:03:34.000 --> 00:03:36.000]  一切不潔之物也不可吃
[00:03:36.000 --> 00:03:38.000]  你必懷孕生一個兒子
[00:03:38.000 --> 00:03:41.000]  不可用剃頭刀剃他的頭
[00:03:41.000 --> 00:03:42.000]  為什麼
[00:03:42.000 --> 00:03:44.000]  因為這個孩子一出胎
[00:03:44.000 --> 00:03:48.000]  就歸神作拿世爾人
[00:03:48.000 --> 00:03:49.000]  我們可能又會問
[00:03:49.000 --> 00:03:52.000]  拿世爾人又即是怎樣呢
[00:03:52.000 --> 00:03:54.000]  那我們又可以多看一段經文
[00:03:54.000 --> 00:03:56.000]  大家回去更詳盡的
[00:03:56.000 --> 00:03:59.000]  可以去到《文數記》六章那裡
[00:03:59.000 --> 00:04:01.000]  很詳細的記載就是
[00:04:01.000 --> 00:04:05.000]  拿世爾人跟神之間的盟誓是怎樣
[00:04:05.000 --> 00:04:07.000]  而我很想大家特別留意
[00:04:07.000 --> 00:04:09.000]  在這段經文當中
[00:04:09.000 --> 00:04:11.000]  他清楚的告訴我們
[00:04:11.000 --> 00:04:13.000]  作為一個拿世爾人
[00:04:13.000 --> 00:04:15.000]  他有些什麼標誌
[00:04:15.000 --> 00:04:17.000]  就是橙色字的部分
[00:04:17.000 --> 00:04:19.000]  遠離清酒濃酒
[00:04:19.000 --> 00:04:21.000]  不可用剃頭刀剃他的頭
[00:04:21.000 --> 00:04:24.000]  以及不可靠近屍體
[00:04:24.000 --> 00:04:27.000]  這個是拿世爾人的標誌
[00:04:27.000 --> 00:04:28.000]  一個標誌即是說
[00:04:28.000 --> 00:04:30.000]  你一看到他這樣的時候
[00:04:30.000 --> 00:04:33.000]  你就知道他是屬於什麼身份
[00:04:33.000 --> 00:04:35.000]  就好像這張照片
[00:04:35.000 --> 00:04:37.000]  當如果大家看到一個男士
[00:04:37.000 --> 00:04:39.000]  穿著一件襯衫
[00:04:39.000 --> 00:04:41.000]  中間這裡是白色的
[00:04:41.000 --> 00:04:42.000]  有個領口位有白色
[00:04:42.000 --> 00:04:44.000]  這個叫做羅馬領的時候
[00:04:44.000 --> 00:04:47.000]  你知不知道他在做什麼
[00:04:47.000 --> 00:04:48.000]  是牧師
[00:04:48.000 --> 00:04:50.000]  是神職人員
[00:04:50.000 --> 00:04:52.000]  因為他的衣裝就已經告訴你
[00:04:52.000 --> 00:04:54.000]  他是一個什麼身份
[00:04:54.000 --> 00:04:57.000]  所以當時在參宣年代
[00:04:57.000 --> 00:04:59.000]  一看到一個人
[00:04:59.000 --> 00:05:01.000]  他的頭髮很長
[00:05:01.000 --> 00:05:03.000]  因為他不會去剃頭髮
[00:05:03.000 --> 00:05:04.000]  他不喝酒
[00:05:04.000 --> 00:05:06.000]  他又不靠近屍體的時候
[00:05:06.000 --> 00:05:08.000]  你就知道這個人
[00:05:08.000 --> 00:05:11.000]  他就是一個拿世爾人
[00:05:11.000 --> 00:05:13.000]  一個他是分別出來
[00:05:13.000 --> 00:05:15.000]  他是終身歸神
[00:05:15.000 --> 00:05:17.000]  去服侍神的人
[00:05:17.000 --> 00:05:19.000]  參宣就是一個
[00:05:19.000 --> 00:05:23.000]  終身歸神獻給神的拿世爾人
[00:05:23.000 --> 00:05:24.000]  不過就這麼說
[00:05:24.000 --> 00:05:27.000]  縱然神已經是揀選了他
[00:05:27.000 --> 00:05:29.000]  你終身就是歸神的了
[00:05:29.000 --> 00:05:31.000]  不過他人生
[00:05:31.000 --> 00:05:32.000]  是去到臨死一刻
[00:05:32.000 --> 00:05:36.000]  才認認真真地面對他的信仰
[00:05:36.000 --> 00:05:38.000]  因為我會看到的就是
[00:05:38.000 --> 00:05:41.000]  參宣他對信仰的一份輕視
[00:05:41.000 --> 00:05:43.000]  輕視是為什麼
[00:05:43.000 --> 00:05:44.000]  輕視一個態度
[00:05:44.000 --> 00:05:46.000]  就是我當那樣東西無道
[00:05:46.000 --> 00:05:48.000]  輕視一個人是什麼
[00:05:48.000 --> 00:05:49.000]  你望都不望他
[00:05:49.000 --> 00:05:51.000]  甚至乎你不會理他
[00:05:51.000 --> 00:05:53.000]  你不會投放資源
[00:05:53.000 --> 00:05:54.000]  而參宣他對他的信仰
[00:05:54.000 --> 00:05:56.000]  就是用一個這樣的態度
[00:05:56.000 --> 00:05:58.000]  很輕看他的信仰
[00:05:58.000 --> 00:06:00.000]  我會在這段經文裡面
[00:06:00.000 --> 00:06:03.000]  我看到他對於信仰那份的輕視
[00:06:03.000 --> 00:06:05.000]  有三方面
[00:06:05.000 --> 00:06:06.000]  第一
[00:06:06.000 --> 00:06:07.000]  參宣很輕看
[00:06:07.000 --> 00:06:10.000]  他這個屬神的身份
[00:06:10.000 --> 00:06:11.000]  我們看到的就是說
[00:06:11.000 --> 00:06:13.000]  參宣其實一出世
[00:06:13.000 --> 00:06:15.000]  爸爸媽媽已經跟他說
[00:06:15.000 --> 00:06:16.000]  兒子兒子
[00:06:16.000 --> 00:06:17.000]  你知不知道
[00:06:17.000 --> 00:06:19.000]  你是拿世爾人來的
[00:06:19.000 --> 00:06:21.000]  你一生你的使命
[00:06:21.000 --> 00:06:23.000]  就是要去拯救以色列人
[00:06:23.000 --> 00:06:26.000]  去脫離菲律師人的手
[00:06:26.000 --> 00:06:27.000]  我們今天這樣看
[00:06:27.000 --> 00:06:29.000]  可能會覺得不錯
[00:06:29.000 --> 00:06:30.000]  一出世就已經知道
[00:06:30.000 --> 00:06:32.000]  一生要做些什麼
[00:06:32.000 --> 00:06:33.000]  不用兜兜轉轉
[00:06:33.000 --> 00:06:36.000]  不用在那裡猜測
[00:06:36.000 --> 00:06:37.000]  其實確實的
[00:06:37.000 --> 00:06:38.000]  有很多大兄姊妹
[00:06:38.000 --> 00:06:40.000]  跟我聊天的時候都會問
[00:06:40.000 --> 00:06:41.000]  她說Forence
[00:06:41.000 --> 00:06:42.000]  不如你告訴我
[00:06:42.000 --> 00:06:43.000]  我怎麼知道
[00:06:43.000 --> 00:06:46.000]  神在我生命裡面的旨意
[00:06:46.000 --> 00:06:47.000]  你有沒有問過
[00:06:47.000 --> 00:06:49.000]  我的成長我也有這樣問過
[00:06:49.000 --> 00:06:54.000]  話說我自己讀大學的時候
[00:06:54.000 --> 00:06:57.000]  我是主修工商管理學系
[00:06:57.000 --> 00:06:58.000]  出路很廣
[00:06:58.000 --> 00:07:00.000]  到出來了
[00:07:00.000 --> 00:07:02.000]  要工作的時候
[00:07:02.000 --> 00:07:03.000]  都會一直在思考
[00:07:03.000 --> 00:07:05.000]  我應該做什麼行業
[00:07:05.000 --> 00:07:07.000]  有時候就會想
[00:07:07.000 --> 00:07:08.000]  現在香港經濟
[00:07:08.000 --> 00:07:11.000]  到了什麼光景的時候
[00:07:11.000 --> 00:07:13.000]  我就轉行去一些
[00:07:13.000 --> 00:07:16.000]  更具發展潛力的行業
[00:07:16.000 --> 00:07:18.000]  有時候又會做做下
[00:07:18.000 --> 00:07:19.000]  又會覺得悶
[00:07:19.000 --> 00:07:20.000]  又會想
[00:07:20.000 --> 00:07:21.000]  有哪些行業
[00:07:21.000 --> 00:07:23.000]  更適合我的性格呢
[00:07:23.000 --> 00:07:24.000]  當然打工
[00:07:24.000 --> 00:07:26.000]  當然要有錢落袋
[00:07:26.000 --> 00:07:28.000]  又會去找一些工作
[00:07:28.000 --> 00:07:30.000]  會不會有更好的薪酬
[00:07:30.000 --> 00:07:33.000]  我就是這樣一直在職場裡
[00:07:33.000 --> 00:07:36.000]  去為自己的職業道路思考
[00:07:36.000 --> 00:07:37.000]  我也有求神問
[00:07:37.000 --> 00:07:38.000]  神啊
[00:07:38.000 --> 00:07:41.000]  其實你想我一生做些什麼
[00:07:41.000 --> 00:07:42.000]  不過沒想過
[00:07:42.000 --> 00:07:43.000]  我打了二十年工
[00:07:43.000 --> 00:07:45.000]  做過七間公司
[00:07:45.000 --> 00:07:47.000]  做了七間公司的時候
[00:07:47.000 --> 00:07:48.000]  神跟我說
[00:07:48.000 --> 00:07:49.000]  所有都不關這些事
[00:07:49.000 --> 00:07:52.000]  因為你要來教會做傳導人
[00:07:52.000 --> 00:07:53.000]  我來到的時候
[00:07:53.000 --> 00:07:55.000]  我自己都有一個反思
[00:07:55.000 --> 00:07:57.000]  是不是代表我
[00:07:57.000 --> 00:07:59.000]  一出生的時候
[00:07:59.000 --> 00:08:01.000]  我已經知道我做傳導人了
[00:08:01.000 --> 00:08:03.000]  接著我大學其實就直接
[00:08:03.000 --> 00:08:04.000]  我就去報讀神學
[00:08:04.000 --> 00:08:07.000]  等於神這樣對我安排最好呢
[00:08:07.000 --> 00:08:09.000]  都未必的
[00:08:09.000 --> 00:08:10.000]  因為我會去想
[00:08:10.000 --> 00:08:11.000]  由我的出生
[00:08:11.000 --> 00:08:12.000]  去到我讀書
[00:08:12.000 --> 00:08:13.000]  由我讀書
[00:08:13.000 --> 00:08:14.000]  去到我的職場
[00:08:14.000 --> 00:08:15.000]  由我職場
[00:08:15.000 --> 00:08:17.000]  去到教會服侍
[00:08:17.000 --> 00:08:19.000]  原來我的人生
[00:08:19.000 --> 00:08:22.000]  一生都在神那個裝備裡面
[00:08:22.000 --> 00:08:23.000]  祂怎樣去預備我
[00:08:23.000 --> 00:08:25.000]  進到去教會服侍
[00:08:25.000 --> 00:08:27.000]  其實人生就是這樣
[00:08:27.000 --> 00:08:28.000]  一路的成長
[00:08:28.000 --> 00:08:30.000]  一路的摸索
[00:08:30.000 --> 00:08:32.000]  一路的就是
[00:08:32.000 --> 00:08:33.000]  備神去裝備
[00:08:33.000 --> 00:08:36.000]  走進去更好的心意當中
[00:08:36.000 --> 00:08:37.000]  而我們會看
[00:08:37.000 --> 00:08:40.000]  參宣祂的成長是怎樣呢
[00:08:40.000 --> 00:08:42.000]  參宣祂自小就已經知道
[00:08:42.000 --> 00:08:44.000]  祂自己是拿世以仁
[00:08:44.000 --> 00:08:46.000]  所以我相信祂的爸爸媽媽
[00:08:46.000 --> 00:08:47.000]  就一路一路
[00:08:47.000 --> 00:08:49.000]  都會對祂很多的提醒
[00:08:49.000 --> 00:08:50.000]  就是兒子啊兒子啊
[00:08:50.000 --> 00:08:52.000]  你這些你就要做
[00:08:52.000 --> 00:08:53.000]  兒子啊兒子啊
[00:08:53.000 --> 00:08:55.000]  這些你就不要做
[00:08:55.000 --> 00:08:56.000]  因為為什麼
[00:08:56.000 --> 00:08:58.000]  你是拿世以仁
[00:08:58.000 --> 00:08:59.000]  那你想想
[00:08:59.000 --> 00:09:00.000]  一個小朋友
[00:09:00.000 --> 00:09:01.000]  他小時候
[00:09:01.000 --> 00:09:03.000]  他會聽爸爸媽媽的吩咐
[00:09:03.000 --> 00:09:05.000]  爸爸媽媽叫我這樣
[00:09:05.000 --> 00:09:07.000]  那我就這樣做
[00:09:07.000 --> 00:09:10.000]  但是當他一路一路成長
[00:09:10.000 --> 00:09:11.000]  當他開始
[00:09:11.000 --> 00:09:13.000]  有他獨立的思考能力
[00:09:13.000 --> 00:09:14.000]  就好像我們面對的
[00:09:14.000 --> 00:09:15.000]  一班的年輕人
[00:09:15.000 --> 00:09:18.000]  當他自己已經去思考了
[00:09:18.000 --> 00:09:19.000]  見到世界發生
[00:09:19.000 --> 00:09:21.000]  很多的事情的時候
[00:09:21.000 --> 00:09:23.000]  他就開始問
[00:09:23.000 --> 00:09:24.000]  為什麼呢
[00:09:24.000 --> 00:09:26.000]  人人的頭髮這麼短
[00:09:26.000 --> 00:09:27.000]  我的頭髮不准剃頭
[00:09:27.000 --> 00:09:29.000]  要留到這麼長
[00:09:29.000 --> 00:09:31.000]  為什麼開派對的時候
[00:09:31.000 --> 00:09:33.000]  那些朋友個個就說
[00:09:33.000 --> 00:09:34.000]  啊 喝杯
[00:09:34.000 --> 00:09:36.000]  那就喝杯酒
[00:09:36.000 --> 00:09:37.000]  但是我喝杯什麼
[00:09:37.000 --> 00:09:39.000]  清水
[00:09:39.000 --> 00:09:42.000]  為什麼我面對屍體的時候
[00:09:42.000 --> 00:09:44.000]  我要這麼多的禁忌
[00:09:44.000 --> 00:09:45.000]  我有這麼多的
[00:09:45.000 --> 00:09:46.000]  好像要跟外面的人
[00:09:46.000 --> 00:09:49.000]  去做的事情不一樣
[00:09:49.000 --> 00:09:51.000]  然後爸爸媽媽就跟他說
[00:09:51.000 --> 00:09:52.000]  因為你是拿世異人
[00:09:52.000 --> 00:09:54.000]  哇 作為參宣
[00:09:54.000 --> 00:09:55.000]  一個信義代
[00:09:55.000 --> 00:09:56.000]  他會想
[00:09:56.000 --> 00:09:57.000]  爸爸媽媽
[00:09:57.000 --> 00:09:59.000]  這些是你跟神之間
[00:09:59.000 --> 00:10:00.000]  是你的鵰
[00:10:00.000 --> 00:10:01.000]  你跟你爸爸媽媽說
[00:10:01.000 --> 00:10:03.000]  你跟神談出來的
[00:10:03.000 --> 00:10:04.000]  神跟你說
[00:10:04.000 --> 00:10:06.000]  但是我自己還沒有
[00:10:06.000 --> 00:10:07.000]  很感受到
[00:10:07.000 --> 00:10:09.000]  我跟神那份的關係
[00:10:09.000 --> 00:10:10.000]  又或者是我
[00:10:10.000 --> 00:10:11.000]  根本我都沒有經歷過
[00:10:11.000 --> 00:10:14.000]  一些第一身的屬靈經驗的時候
[00:10:14.000 --> 00:10:16.000]  參宣他的信仰
[00:10:16.000 --> 00:10:19.000]  就是要滿足他爸爸媽媽
[00:10:19.000 --> 00:10:20.000]  對他的期望
[00:10:20.000 --> 00:10:22.000]  是一大堆的
[00:10:22.000 --> 00:10:25.000]  一些的規則要去遵守
[00:10:25.000 --> 00:10:26.000]  我想
[00:10:26.000 --> 00:10:27.000]  我們這裡當中
[00:10:27.000 --> 00:10:28.000]  我相信
[00:10:28.000 --> 00:10:31.000]  我們不是很多人是信義代
[00:10:31.000 --> 00:10:32.000]  我們未必感受到
[00:10:32.000 --> 00:10:34.000]  參宣那份的壓力
[00:10:34.000 --> 00:10:35.000]  但是我們每個人
[00:10:35.000 --> 00:10:37.000]  都有屬於我們自己的身份
[00:10:37.000 --> 00:10:39.000]  身份會帶來就是
[00:10:39.000 --> 00:10:42.000]  其他人對我們那份的壓力
[00:10:42.000 --> 00:10:43.000]  是不是
[00:10:43.000 --> 00:10:45.000]  那譬如我們在說
[00:10:45.000 --> 00:10:46.000]  歌手
[00:10:46.000 --> 00:10:48.000]  歌手你會期望他是什麼
[00:10:48.000 --> 00:10:50.000]  唱歌好聽
[00:10:50.000 --> 00:10:51.000]  就是某電視台
[00:10:51.000 --> 00:10:53.000]  現在不是經常有歌唱節目
[00:10:53.000 --> 00:10:54.000]  我家人一邊看
[00:10:54.000 --> 00:10:56.000]  就一邊在批評
[00:10:56.000 --> 00:10:57.000]  說這個唱得好聽
[00:10:57.000 --> 00:10:59.000]  那個唱得不太好
[00:10:59.000 --> 00:11:01.000]  因為我們對一些的身份
[00:11:01.000 --> 00:11:02.000]  我們大有期待
[00:11:02.000 --> 00:11:04.000]  一個幼稚園老師
[00:11:04.000 --> 00:11:06.000]  你會期望他什麼
[00:11:06.000 --> 00:11:08.000]  起碼喜歡小朋友
[00:11:08.000 --> 00:11:10.000]  傳道人
[00:11:10.000 --> 00:11:12.000]  你會期望傳道人是怎樣的
[00:11:12.000 --> 00:11:13.000]  那我呢
[00:11:13.000 --> 00:11:14.000]  大家笑了
[00:11:14.000 --> 00:11:16.000]  其實大家可能在想不同的事情
[00:11:16.000 --> 00:11:17.000]  話說呢
[00:11:17.000 --> 00:11:19.000]  我試過和一班朋友
[00:11:19.000 --> 00:11:20.000]  基督徒朋友
[00:11:20.000 --> 00:11:22.000]  不是同堂福堂的大姊姊妹
[00:11:22.000 --> 00:11:24.000]  大家千萬不要對號入座
[00:11:24.000 --> 00:11:25.000]  不關你們的事
[00:11:25.000 --> 00:11:26.000]  我和一班基督徒的朋友
[00:11:26.000 --> 00:11:28.000]  就出去吃飯
[00:11:28.000 --> 00:11:31.000]  我打算輕輕鬆鬆吃頓飯
[00:11:31.000 --> 00:11:32.000]  吃吃客
[00:11:32.000 --> 00:11:34.000]  接著有一個朋友就說
[00:11:34.000 --> 00:11:36.000]  我們很感恩
[00:11:36.000 --> 00:11:38.000]  今天有一個傳道人在我們當中
[00:11:38.000 --> 00:11:40.000]  麻煩Florence你分享一篇信息
[00:11:40.000 --> 00:11:42.000]  來祝福我們
[00:11:42.000 --> 00:11:44.000]  接著我心想
[00:11:44.000 --> 00:11:46.000]  不是吧
[00:11:46.000 --> 00:11:47.000]  確實是的
[00:11:47.000 --> 00:11:49.000]  身份帶給我們生命的裏面
[00:11:49.000 --> 00:11:51.000]  可能有些感受
[00:11:51.000 --> 00:11:52.000]  有些壓力
[00:11:52.000 --> 00:11:54.000]  我們今天不會對
[00:11:54.000 --> 00:11:55.000]  拿世爾人這個身份
[00:11:55.000 --> 00:11:56.000]  覺得有壓力
[00:11:56.000 --> 00:11:57.000]  因為沒有人會說
[00:11:57.000 --> 00:11:59.000]  我今天是拿世爾人
[00:11:59.000 --> 00:12:00.000]  是不是
[00:12:00.000 --> 00:12:02.000]  但是我們進到聖經那裏看
[00:12:02.000 --> 00:12:05.000]  拿世爾人的原文
[00:12:05.000 --> 00:12:06.000]  原來是有
[00:12:06.000 --> 00:12:07.000]  神聖的
[00:12:07.000 --> 00:12:08.000]  分開的
[00:12:08.000 --> 00:12:10.000]  的意思
[00:12:10.000 --> 00:12:11.000]  神聖的
[00:12:11.000 --> 00:12:12.000]  分開的
[00:12:12.000 --> 00:12:13.000]  加起來是什麼
[00:12:13.000 --> 00:12:16.000]  就是分別為聖
[00:12:16.000 --> 00:12:17.000]  我們今天
[00:12:17.000 --> 00:12:18.000]  我們每一個
[00:12:18.000 --> 00:12:20.000]  都是分別為聖
[00:12:20.000 --> 00:12:23.000]  去跟隨耶穌的基督徒
[00:12:23.000 --> 00:12:24.000]  所以有些大兄姊妹
[00:12:24.000 --> 00:12:27.000]  就會對基督徒這個稱呼
[00:12:27.000 --> 00:12:29.000]  感到有壓力
[00:12:29.000 --> 00:12:30.000]  因為他會想
[00:12:30.000 --> 00:12:31.000]  那些人去想
[00:12:31.000 --> 00:12:32.000]  基督徒是怎樣
[00:12:32.000 --> 00:12:33.000]  一定有愛心
[00:12:33.000 --> 00:12:35.000]  愛心爆棚的
[00:12:35.000 --> 00:12:36.000]  基督徒說
[00:12:36.000 --> 00:12:37.000]  一定是那個
[00:12:37.000 --> 00:12:40.000]  道德標準要高一點
[00:12:40.000 --> 00:12:41.000]  但是當自己覺得自己
[00:12:41.000 --> 00:12:43.000]  不是做得很好的時候
[00:12:43.000 --> 00:12:44.000]  又覺得
[00:12:44.000 --> 00:12:46.000]  我又怕影響了神的名聲
[00:12:46.000 --> 00:12:48.000]  於是乎就藏起自己
[00:12:48.000 --> 00:12:50.000]  基督徒這份身份
[00:12:50.000 --> 00:12:51.000]  有一個叫做
[00:12:51.000 --> 00:12:53.000]  隱形基督徒的稱號
[00:12:53.000 --> 00:12:54.000]  出來了
[00:12:54.000 --> 00:12:56.000]  但是我就會想的就是
[00:12:56.000 --> 00:12:58.000]  如果我們說
[00:12:58.000 --> 00:13:00.000]  我們要為主發光的時候
[00:13:00.000 --> 00:13:02.000]  我們把我們基督徒的身份
[00:13:02.000 --> 00:13:04.000]  我們隱藏了
[00:13:04.000 --> 00:13:06.000]  我們怎樣去為神發光呢
[00:13:06.000 --> 00:13:07.000]  我們不能夠
[00:13:07.000 --> 00:13:09.000]  脫離一個群體的生活
[00:13:09.000 --> 00:13:11.000]  我們也不能夠
[00:13:11.000 --> 00:13:13.000]  我們去改變別人
[00:13:13.000 --> 00:13:14.000]  怎樣想我們
[00:13:14.000 --> 00:13:15.000]  究竟今天
[00:13:15.000 --> 00:13:16.000]  我們那個身份
[00:13:16.000 --> 00:13:17.000]  我們的處境
[00:13:17.000 --> 00:13:18.000]  我們唯有的
[00:13:18.000 --> 00:13:20.000]  我們的出路是什麼呢
[00:13:20.000 --> 00:13:21.000]  就在神的裡面
[00:13:21.000 --> 00:13:24.000]  我們可以有智慧這樣去自處
[00:13:24.000 --> 00:13:27.000]  怎樣有智慧的自處呢
[00:13:27.000 --> 00:13:28.000]  詩篇告訴我們
[00:13:28.000 --> 00:13:30.000]  你所喜愛的
[00:13:30.000 --> 00:13:32.000]  是內裡的誠實
[00:13:32.000 --> 00:13:34.000]  你在我隱密處
[00:13:34.000 --> 00:13:36.000]  必使我得智慧
[00:13:36.000 --> 00:13:37.000]  我們經常都說
[00:13:37.000 --> 00:13:38.000]  我們想要智慧
[00:13:38.000 --> 00:13:41.000]  智慧在哪裡找呢
[00:13:41.000 --> 00:13:43.000]  其實神祂告訴我們
[00:13:43.000 --> 00:13:46.000]  是要我們帶著一個真實的自己
[00:13:46.000 --> 00:13:47.000]  詩篇說的
[00:13:47.000 --> 00:13:49.000]  內裡的誠實
[00:13:49.000 --> 00:13:51.000]  是將我們真實的自己
[00:13:51.000 --> 00:13:53.000]  去帶到神面前
[00:13:53.000 --> 00:13:54.000]  神祂說
[00:13:54.000 --> 00:13:58.000]  祂叫我們得著智慧
[00:13:58.000 --> 00:13:59.000]  當我們有時候
[00:13:59.000 --> 00:14:02.000]  我們因為各種不同的原因
[00:14:02.000 --> 00:14:03.000]  可能我們的表面
[00:14:03.000 --> 00:14:04.000]  我們會做到
[00:14:04.000 --> 00:14:05.000]  我好勁乾
[00:14:05.000 --> 00:14:07.000]  但是我們內心
[00:14:07.000 --> 00:14:09.000]  我們會不會是一個很自私
[00:14:09.000 --> 00:14:12.000]  甚至乎我們用不同的方法
[00:14:12.000 --> 00:14:13.000]  不同的手段
[00:14:13.000 --> 00:14:15.000]  去滿足我們的心
[00:14:15.000 --> 00:14:16.000]  也有基督徒呢
[00:14:16.000 --> 00:14:18.000]  有時候可能我們愛在
[00:14:18.000 --> 00:14:21.000]  我們表現得很喜樂
[00:14:21.000 --> 00:14:22.000]  很剛強
[00:14:22.000 --> 00:14:23.000]  但是會不會
[00:14:23.000 --> 00:14:25.000]  其實我們內心深處
[00:14:25.000 --> 00:14:27.000]  其實我們很害怕
[00:14:27.000 --> 00:14:28.000]  我們很害怕
[00:14:28.000 --> 00:14:30.000]  我們覺得自己很沒信心
[00:14:30.000 --> 00:14:31.000]  很軟弱
[00:14:31.000 --> 00:14:33.000]  究竟我們裡面的光景
[00:14:33.000 --> 00:14:34.000]  是怎樣的呢
[00:14:34.000 --> 00:14:35.000]  今天
[00:14:35.000 --> 00:14:36.000]  詩篇告訴我們
[00:14:36.000 --> 00:14:40.000]  神喜愛的是我們內裡的誠實
[00:14:40.000 --> 00:14:42.000]  神祂知道我們內心
[00:14:42.000 --> 00:14:44.000]  祂知道我們生命的狀況
[00:14:44.000 --> 00:14:45.000]  祂告訴我們
