
[00:00:00.000 --> 00:00:09.000]  (主持人:各位電視姊妹,這個題目是張琳琪思念登山變像,她是誰?)
[00:04:11.000 --> 00:04:18.000]  (主持人:如果你有周刊,或者你有手機用聖經,或者有些人還很乖,拿一本實體聖經回來崇拜)
[00:04:18.000 --> 00:04:24.000]  (主持人:感謝你,欣賞你,你可以看回路加福音第九章第十八節)
[00:04:24.000 --> 00:04:30.000]  (主持人:耶穌自己禱告的時候,門徒在那裏,耶穌問他,眾人說我是誰?)
[00:04:30.000 --> 00:04:33.000]  (主持人:二十節就說,你們說我是誰?)
[00:04:33.000 --> 00:04:36.000]  (主持人:問這個問題,那些人怎麼回答呢?)
[00:04:36.000 --> 00:04:40.000]  (主持人:就是問他認不認識耶穌的身份,是誰呢?)
[00:04:40.000 --> 00:04:43.000]  (主持人:我們認識耶穌的身份是怎樣?)
[00:04:43.000 --> 00:04:49.000]  (主持人:所以說到耶穌的身份的問題,他是誰?)
[00:04:49.000 --> 00:04:54.000]  (主持人:接著你會看到第二十六節,那些經文全部是接著的)
[00:04:54.000 --> 00:04:57.000]  (主持人:我上次是說上面那一段,二十六節)
[00:04:57.000 --> 00:05:04.000]  (主持人:那裏說一個門徒要跟隨著,要背著自己十字架)
[00:05:04.000 --> 00:05:09.000]  (主持人:而耶穌是第一次在問完那個問題,我是誰?)
[00:05:09.000 --> 00:05:15.000]  (主持人:那些人說你是基督的時候,他就說,我是必須要去釘十字架受苦的)
[00:05:15.000 --> 00:05:20.000]  (主持人:我們也要寫記,天天背著自己十字架跟隨我)
[00:05:20.000 --> 00:05:27.000]  (主持人:甚至要凡為救自己生命的必喪掉生命,為我喪掉生命必救掉生命)
[00:05:27.000 --> 00:05:31.000]  (主持人:人若賺得全世界,賠上自己生命有什麼益處呢?)
[00:05:31.000 --> 00:05:36.000]  (主持人:接著說到第二十六節,凡將我和我的道當作可恥的)
[00:05:36.000 --> 00:05:43.000]  (主持人:人只在自己榮耀裏面,在天父和聖天使的榮耀降臨的時候)
[00:05:43.000 --> 00:05:46.000]  (主持人:都要使那個人當作可恥的)
[00:05:46.000 --> 00:05:49.000]  (主持人:你看到這些經文,你會覺得怎樣?)
[00:05:49.000 --> 00:05:51.000]  (主持人:或者你在場,你會覺得怎樣?)
[00:05:51.000 --> 00:05:58.000]  (主持人:就是說,是呀,耶穌要受苦,我們要窮一切所有的,應該這樣去跟隨祂)
[00:05:58.000 --> 00:06:01.000]  (主持人:但是,是不是那麼值得呢?)
[00:06:01.000 --> 00:06:05.000]  (主持人:上次問這個問題,去到那個抉擇,值不值得呢?)
[00:06:05.000 --> 00:06:08.000]  (主持人:現在就是在說,值不值得呢?)
[00:06:08.000 --> 00:06:12.000]  (主持人:接著第十二十六節,其實就是在說,耶穌就說)
[00:06:12.000 --> 00:06:15.000]  (主持人:有一天,我們會見到神的榮耀)
[00:06:15.000 --> 00:06:18.000]  (主持人:現在說的是,我們所有的基督徒會見到神的榮耀)
[00:06:18.000 --> 00:06:23.000]  (主持人:在那一天的時候,你就知道,未到)
[00:06:23.000 --> 00:06:25.000]  (主持人:你就知道,為什麼呢?)
[00:06:25.000 --> 00:06:29.000]  (主持人:如果在見到神的榮耀那一天,我們這些基督徒)
[00:06:29.000 --> 00:06:33.000]  (主持人:我們在世上,活得根本不是一個門徒的)
[00:06:33.000 --> 00:06:36.000]  (主持人:當你可恥,你當我的道為可恥)
[00:06:36.000 --> 00:06:39.000]  (主持人:到那一天,你見到榮耀,你就羞愧了)
[00:06:39.000 --> 00:06:43.000]  (主持人:但是如果你不以我的道和我為羞愧)
[00:06:43.000 --> 00:06:49.000]  (主持人:雖然你現在看不到,但是將來你就會得到榮耀了)
[00:06:49.000 --> 00:06:52.000]  (主持人:神會當你是有榮耀了)
[00:06:52.000 --> 00:06:55.000]  (主持人:那怎樣看到神的榮耀呢?)
[00:06:55.000 --> 00:06:58.000]  (主持人:猜測,所以就有新版登山變象)
[00:06:58.000 --> 00:07:01.000]  (主持人:所以二十七節就說,我實在告訴你)
[00:07:01.000 --> 00:07:06.000]  (主持人:有人沒有嘗死味之前,就必看見神的國)
[00:07:06.000 --> 00:07:08.000]  (主持人:咦,怎樣會看到神的國呢?)
[00:07:08.000 --> 00:07:13.000]  (主持人:我很喜歡中文有個表達,都幾古老的)
[00:07:13.000 --> 00:07:15.000]  (主持人:叫做管規,有沒有聽過?)
[00:07:15.000 --> 00:07:17.000]  (主持人:我們管規一些東西)
[00:07:17.000 --> 00:07:21.000]  (主持人:那個字就是說,你用管去看一些東西)
[00:07:21.000 --> 00:07:24.000]  (主持人:你看到部份,不過你看到的部份)
[00:07:24.000 --> 00:07:27.000]  (主持人:你已經可以想像得到,裡面是怎樣)
[00:07:27.000 --> 00:07:32.000]  (主持人:有時候小時候,在鑰匙孔裝出去)
[00:07:32.000 --> 00:07:35.000]  (主持人:看看那裏是甚麼地方)
[00:07:35.000 --> 00:07:38.000]  (主持人:管規,但你管規了之後)
[00:07:38.000 --> 00:07:41.000]  (主持人:咦,嘩,這裏很棒,管那麼少)
[00:07:41.000 --> 00:07:43.000]  (主持人:你都看到,嘩,很厲害)
[00:07:43.000 --> 00:07:46.000]  (主持人:你就知道,嘩,進去肯定很好玩)
[00:07:46.000 --> 00:07:49.000]  (主持人:肯定很漂亮,諸如此類)
[00:07:49.000 --> 00:07:52.000]  (主持人:現在就是一個管規了)
[00:07:52.000 --> 00:07:56.000]  (主持人:登山變象,我們會問一個問題)
[00:07:56.000 --> 00:07:58.000]  (主持人:為甚麼那麼少人看到?)
[00:07:58.000 --> 00:08:00.000]  (主持人:有多少人看到?)
[00:08:00.000 --> 00:08:02.000]  (主持人:只有三個)
[00:08:02.000 --> 00:08:05.000]  (主持人:看完之後,說回來)
[00:08:05.000 --> 00:08:08.000]  (主持人:耶穌變了象,不是變身)
[00:08:08.000 --> 00:08:12.000]  (主持人:變了象,那些門徒都不知道信不信他)
[00:08:12.000 --> 00:08:14.000]  (主持人:再說那些其他人都不知道是不是真的)
[00:08:14.000 --> 00:08:17.000]  (主持人:如果現在AI年代,全部是作出來的)
[00:08:17.000 --> 00:08:21.000]  (主持人:耶穌是不是發燒,你們看錯了)
[00:08:21.000 --> 00:08:24.000]  (主持人:我們要懷疑,有很多東西要懷疑)
[00:08:24.000 --> 00:08:27.000]  (主持人:那麼少人看到)
[00:08:27.000 --> 00:08:30.000]  (主持人:不是多些人看到,多些人信耶穌嗎?)
[00:08:30.000 --> 00:08:32.000]  (主持人:我們經常想這些問題)
[00:08:32.000 --> 00:08:34.000]  (主持人:那麼少人看到這個問題)
[00:08:34.000 --> 00:08:39.000]  (主持人:是三個門徒看到,也不是公開的)
[00:08:39.000 --> 00:08:41.000]  (主持人:但是這個管規就是說)
[00:08:41.000 --> 00:08:44.000]  (主持人:耶穌透過登山變象,就給這三個門徒)
[00:08:44.000 --> 00:08:48.000]  (主持人:一會兒解釋給你聽,為甚麼那麼少人看到和不公開)
[00:08:48.000 --> 00:08:50.000]  (主持人:那麼少人看到)
[00:08:50.000 --> 00:08:53.000]  (主持人:但是他真的能夠表達到耶穌的榮耀)
[00:08:53.000 --> 00:08:58.000]  (主持人:所以我們做門徒,我們要委身跟隨主)
[00:08:58.000 --> 00:09:02.000]  (主持人:恩著真正有那個榮耀的,你不用擔心)
[00:09:02.000 --> 00:09:07.000]  (主持人:真的有的,這個正在影響我們的生活)
[00:09:07.000 --> 00:09:13.000]  (主持人:所以去到這個位置,就是說我們認不認識主的榮耀)
[00:09:13.000 --> 00:09:15.000]  (主持人:我有一句我自己寫下來)
[00:09:15.000 --> 00:09:19.000]  (主持人:很多基督徒是知道有神的榮耀,我們聽過不少)
[00:09:19.000 --> 00:09:21.000]  (主持人:因為唱歌經常唱)
[00:09:21.000 --> 00:09:25.000]  (主持人:但是很少人經歷過神的榮耀)
[00:09:25.000 --> 00:09:28.000]  (主持人:很少人真正認識神的榮耀)
[00:09:28.000 --> 00:09:31.000]  (主持人:如果真正認識神的榮耀,或者經歷過神的榮耀)
[00:09:31.000 --> 00:09:34.000]  (主持人:我們的生活是不一樣的,我們的門徒是不同的)
[00:09:34.000 --> 00:09:39.000]  (主持人:你管規過之後,你知道是真的,是好東西)
[00:09:39.000 --> 00:09:43.000]  (主持人:以至你能夠覺得我窮一切)
[00:09:43.000 --> 00:09:47.000]  (主持人:我都要值得去跟隨主,因為神)
[00:09:47.000 --> 00:09:50.000]  (主持人:因為這個神的國是有榮耀的)
[00:09:50.000 --> 00:09:53.000]  (主持人:所以你看到第29節,他很有趣的)
[00:09:53.000 --> 00:09:55.000]  (主持人:必看見神的國)
[00:09:55.000 --> 00:09:57.000]  (主持人:這個不單止是耶穌的身份)
[00:09:57.000 --> 00:09:59.000]  (主持人:而耶穌的身份背後)
[00:09:59.000 --> 00:10:01.000]  (主持人:耶穌是天國君王,剛才唱的)
[00:10:01.000 --> 00:10:03.000]  (主持人:就是一個天國是真的)
[00:10:03.000 --> 00:10:05.000]  (主持人:所以是整件事)
[00:10:05.000 --> 00:10:08.000]  (主持人:你要看到一些基本的東西)
[00:10:08.000 --> 00:10:10.000]  (主持人:我們去看一看究竟發生了什麼事)
[00:10:10.000 --> 00:10:12.000]  (主持人:很多時候看聖經)
[00:10:12.000 --> 00:10:14.000]  (主持人:看看有什麼事實)
[00:10:14.000 --> 00:10:16.000]  (主持人:究竟有什麼人物,有什麼背景)
[00:10:16.000 --> 00:10:18.000]  (主持人:剛才說了人物)
[00:10:18.000 --> 00:10:20.000]  (主持人:背景在哪裡發生?)
[00:10:20.000 --> 00:10:22.000]  (主持人:在山上)
[00:10:22.000 --> 00:10:24.000]  (主持人:什麼時候發生?)
[00:10:24.000 --> 00:10:26.000]  (主持人:正在祈禱,又在祈禱)
[00:10:26.000 --> 00:10:28.000]  (主持人:我拆開一點想想)
[00:10:28.000 --> 00:10:31.000]  (主持人:如果你很想看到神的榮耀)
[00:10:31.000 --> 00:10:33.000]  (主持人:或者你很想經歷神)
[00:10:33.000 --> 00:10:35.000]  (主持人:你就不要坐在那裡等)
[00:10:35.000 --> 00:10:36.000]  (主持人:你要怎樣?)
[00:10:36.000 --> 00:10:38.000]  (主持人:可能在祈禱有機會)
[00:10:38.000 --> 00:10:41.000]  (主持人:而是在說一個禱告的生活)
[00:10:41.000 --> 00:10:43.000]  (主持人:你看,耶穌又去祈禱了)
[00:10:43.000 --> 00:10:46.000]  (主持人:剛才問我是誰,又是他帶門徒去祈禱)
[00:10:46.000 --> 00:10:48.000]  (主持人:耶穌去登山變相)
[00:10:48.000 --> 00:10:50.000]  (主持人:帶著三個近身門徒又去祈禱)
[00:10:50.000 --> 00:10:53.000]  (主持人:但是那三個門徒怎樣?)
[00:10:53.000 --> 00:10:55.000]  (主持人:睡了)
[00:10:55.000 --> 00:10:57.000]  (主持人:所以我們祈禱經常都是這樣)
[00:10:57.000 --> 00:10:59.000]  (主持人:耶穌快要死了)
[00:10:59.000 --> 00:11:01.000]  (主持人:幾個門徒都是睡了)
[00:11:01.000 --> 00:11:03.000]  (主持人:那麼我們祈禱是不是睡了呢?)
[00:11:03.000 --> 00:11:05.000]  (主持人:有時候都是這樣)
[00:11:05.000 --> 00:11:07.000]  (主持人:或者是沒有什麼祈禱)
[00:11:07.000 --> 00:11:09.000]  (主持人:或者是沒有真正進入祈禱)
[00:11:09.000 --> 00:11:11.000]  (主持人:我們祈禱生活只是停於)
[00:11:11.000 --> 00:11:14.000]  (主持人:為一些事情代禱已經很好了)
[00:11:14.000 --> 00:11:16.000]  (主持人:你寫下為別人代禱)
[00:11:16.000 --> 00:11:18.000]  (主持人:記得幫別人祈禱已經很好了)
[00:11:18.000 --> 00:11:20.000]  (主持人:不是只是為自己祈禱)
[00:11:20.000 --> 00:11:22.000]  (主持人:但是有沒有進入到祈禱)
[00:11:22.000 --> 00:11:24.000]  (主持人:你真的有一個祈禱的生活)
[00:11:24.000 --> 00:11:26.000]  (主持人:有時候去跟神親近)
[00:11:26.000 --> 00:11:28.000]  (主持人:我們說靈修)
[00:11:28.000 --> 00:11:30.000]  (主持人:我們說真的跟祂有一個心交)
[00:11:30.000 --> 00:11:32.000]  (主持人:昨天我們好星團契)
[00:11:32.000 --> 00:11:36.000]  (主持人:分享過往一年的感恩經歷)
[00:11:36.000 --> 00:11:38.000]  (主持人:真的分享到哭了)
[00:11:38.000 --> 00:11:40.000]  (主持人:因為很多艱難)
[00:11:40.000 --> 00:11:42.000]  (主持人:但是有姊妹也是分享)
[00:11:42.000 --> 00:11:44.000]  (主持人:因為這些艱難)
[00:11:44.000 --> 00:11:46.000]  (主持人:她在讀聖經)
[00:11:46.000 --> 00:11:48.000]  (主持人:她跟神親近)
[00:11:48.000 --> 00:11:50.000]  (主持人:所以這裡拆開了一點)
[00:11:50.000 --> 00:11:52.000]  (主持人:但是真的留意)
[00:11:52.000 --> 00:11:54.000]  (主持人:一開始這個狀態就是)
[00:11:54.000 --> 00:11:56.000]  (主持人:耶穌帶著門徒一起祈禱)
[00:11:56.000 --> 00:12:00.000]  (主持人:在祈禱裡面顯出祂的榮耀)
[00:12:00.000 --> 00:12:02.000]  (主持人:不過是不是我們睡了覺)
[00:12:02.000 --> 00:12:04.000]  (主持人:這個值得我們去想想)
[00:12:04.000 --> 00:12:06.000]  (主持人:接著你看看有什麼)
[00:12:06.000 --> 00:12:08.000]  (主持人:剛才說了人物)
[00:12:08.000 --> 00:12:10.000]  (主持人:發生什麼事呢)
[00:12:10.000 --> 00:12:12.000]  (主持人:你可以看聖經)
[00:12:12.000 --> 00:12:14.000]  (主持人:第29節正祷的時候)
[00:12:14.000 --> 00:12:16.000]  (主持人:祂面貌就改變)
[00:12:16.000 --> 00:12:18.000]  (主持人:衣服就放光)
[00:12:18.000 --> 00:12:20.000]  (主持人:哇)
[00:12:20.000 --> 00:12:22.000]  (主持人:這是什麼)
[00:12:22.000 --> 00:12:24.000]  (主持人:信了主這麼久)
[00:12:24.000 --> 00:12:26.000]  (主持人:其實你說明不明白呢)
[00:12:26.000 --> 00:12:28.000]  (主持人:我們現代有很多荷里活電影)
[00:12:28.000 --> 00:12:30.000]  (主持人:很多AI)
[00:12:30.000 --> 00:12:32.000]  (主持人:或者機械人都會發光)
[00:12:32.000 --> 00:12:34.000]  (主持人:我們比較明白)
[00:12:34.000 --> 00:12:36.000]  (主持人:但是還是不明白)
[00:12:36.000 --> 00:12:38.000]  (主持人:你有沒有想到)
[00:12:38.000 --> 00:12:40.000]  (主持人:我一個人站在這裡突然發光)
[00:12:40.000 --> 00:12:42.000]  (主持人:發生什麼事呢)
[00:12:42.000 --> 00:12:44.000]  (主持人:我想不到的)
[00:12:44.000 --> 00:12:46.000]  (主持人:這些是奧秘)
[00:12:46.000 --> 00:12:48.000]  (主持人:真的?)
[00:12:48.000 --> 00:12:50.000]  (主持人:臉會發光?)
[00:12:50.000 --> 00:12:52.000]  (主持人:連衣服都發光?)
[00:12:52.000 --> 00:12:54.000]  (主持人:我們有時候聽聖經)
[00:12:54.000 --> 00:12:56.000]  (主持人:聽得多)
[00:12:56.000 --> 00:12:58.000]  (主持人:是的)
[00:12:58.000 --> 00:13:00.000]  (主持人:但你想想)
[00:13:00.000 --> 00:13:02.000]  (主持人:這是什麼)
[00:13:02.000 --> 00:13:04.000]  (主持人:連物質界都改變)
[00:13:04.000 --> 00:13:06.000]  (主持人:人都改變)
[00:13:06.000 --> 00:13:08.000]  (主持人:其實聖經是告訴我們)
[00:13:08.000 --> 00:13:10.000]  (主持人:我們的身體將來是會變的)
[00:13:10.000 --> 00:13:12.000]  (主持人:將來是會發光的)
[00:13:12.000 --> 00:13:14.000]  (主持人:你看過這麼多前書)
[00:13:14.000 --> 00:13:16.000]  (主持人:十五章是很清楚的)
[00:13:16.000 --> 00:13:18.000]  (主持人:我們是有這樣的特質)
[00:13:18.000 --> 00:13:20.000]  (主持人:你有沒有想過)
[00:13:20.000 --> 00:13:22.000]  (主持人:將來有機會光)
[00:13:22.000 --> 00:13:24.000]  (主持人:但現在光度不同)
[00:13:24.000 --> 00:13:26.000]  (主持人:看誰光一點)
[00:13:26.000 --> 00:13:28.000]  (主持人:物質都能夠改變)
[00:13:28.000 --> 00:13:30.000]  (主持人:這是什麼)
[00:13:30.000 --> 00:13:32.000]  (主持人:所以根本解釋不了)
[00:13:32.000 --> 00:13:34.000]  (主持人:沒有人看過)
[00:13:34.000 --> 00:13:36.000]  (主持人:沒有人經歷過)
[00:13:36.000 --> 00:13:38.000]  (主持人:當然了)
[00:13:38.000 --> 00:13:40.000]  (主持人:聖經四呼音都有記載)
[00:13:40.000 --> 00:13:42.000]  (主持人:這件事)
[00:13:42.000 --> 00:13:44.000]  (主持人:你可以一句說)
[00:13:44.000 --> 00:13:46.000]  (主持人:你不要亂說)
[00:13:46.000 --> 00:13:48.000]  (主持人:因為聖經很清楚)
[00:13:48.000 --> 00:13:50.000]  (主持人:四呼音很五餅二魚)
[00:13:50.000 --> 00:13:52.000]  (主持人:這個超大的神蹟)
[00:13:52.000 --> 00:13:54.000]  (主持人:四呼音都有講)
[00:13:54.000 --> 00:13:56.000]  (主持人:是一個真事)
[00:13:56.000 --> 00:13:58.000]  (主持人:我們相信這件事)
[00:13:58.000 --> 00:14:00.000]  (主持人:連物質都改變)
[00:14:00.000 --> 00:14:02.000]  (主持人:所以有時候)
[00:14:02.000 --> 00:14:04.000]  (主持人:我們看的事)
[00:14:04.000 --> 00:14:06.000]  (主持人:只是在那個層面)
[00:14:06.000 --> 00:14:08.000]  (主持人:所以又不夠信心)
[00:14:08.000 --> 00:14:10.000]  (主持人:又看不到神的榮耀)
[00:14:10.000 --> 00:14:12.000]  (主持人:超越了物質)
[00:14:12.000 --> 00:14:14.000]  (主持人:然後有兩個角色)
[00:14:14.000 --> 00:14:16.000]  (主持人:摩西,以利亞)
[00:14:16.000 --> 00:14:18.000]  (主持人:如果你查過經)
[00:14:18.000 --> 00:14:20.000]  (主持人:聽過這個講道)
[00:14:20.000 --> 00:14:22.000]  (主持人:摩西,以利亞代表什麼)
[00:14:22.000 --> 00:14:24.000]  (主持人:馬上跳進結論)
[00:14:24.000 --> 00:14:26.000]  (主持人:新的朋友可能會覺得很快)
[00:14:26.000 --> 00:14:28.000]  (主持人:就是舊有聖經)
[00:14:28.000 --> 00:14:30.000]  (主持人:摩西,以利亞)
[00:14:30.000 --> 00:14:32.000]  (主持人:兩個都是先知的代表)
[00:14:32.000 --> 00:14:34.000]  (主持人:而摩西)
[00:14:34.000 --> 00:14:36.000]  (主持人:還有一個特別)
[00:14:36.000 --> 00:14:38.000]  (主持人:在哪裡發生?在山上)
[00:14:38.000 --> 00:14:40.000]  (主持人:在哪裡發生?在雲彩)
[00:14:40.000 --> 00:14:42.000]  (主持人:有個雲遮蓋著)
[00:14:42.000 --> 00:14:44.000]  (主持人:還有聲音)
[00:14:44.000 --> 00:14:46.000]  (主持人:所以你看任何解經書)
[00:14:46.000 --> 00:14:48.000]  (主持人:把這幾樣東西加在一起)
[00:14:48.000 --> 00:14:50.000]  (主持人:還有第三)
[00:14:50.000 --> 00:14:52.000]  (主持人:你會看到)
[00:14:52.000 --> 00:14:54.000]  (主持人:路加福音唯獨記載)
[00:14:54.000 --> 00:14:56.000]  (主持人:他們在聊什麼)
[00:14:56.000 --> 00:14:58.000]  (主持人:耶穌和兩個人聊天)
[00:14:58.000 --> 00:15:00.000]  (主持人:在聊什麼?)
[00:15:00.000 --> 00:15:02.000]  (主持人:大家看看)
[00:15:02.000 --> 00:15:04.000]  (主持人:在哪一節?)
[00:15:04.000 --> 00:15:06.000]  (主持人:在哪一節?)
[00:15:06.000 --> 00:15:08.000]  (主持人:在31節)
[00:15:08.000 --> 00:15:10.000]  (主持人:他們在榮光裡顯現)
[00:15:10.000 --> 00:15:12.000]  (主持人:所以摩西和以利亞)
[00:15:12.000 --> 00:15:14.000]  (主持人:其實都應該有光的)
[00:15:14.000 --> 00:15:16.000]  (主持人:探論耶穌去世的事)
[00:15:16.000 --> 00:15:18.000]  (主持人:下面是注釋)
[00:15:18.000 --> 00:15:20.000]  (主持人:這個去世的事就是他在耶路撒冷)
[00:15:20.000 --> 00:15:22.000]  (主持人:將要成的事)
[00:15:22.000 --> 00:15:24.000]  (主持人:路加福音很清楚地說)
[00:15:24.000 --> 00:15:26.000]  (主持人:他們在說耶穌去世的事)
[00:15:26.000 --> 00:15:28.000]  (主持人:所有釋經書都會告訴你)
[00:15:28.000 --> 00:15:30.000]  (主持人:你自己查)
[00:15:30.000 --> 00:15:32.000]  (主持人:包括Net Bible有個注釋)
[00:15:32.000 --> 00:15:34.000]  (主持人:就是說去世的事)
[00:15:34.000 --> 00:15:36.000]  (主持人:就是Exodus那個字根)
[00:15:36.000 --> 00:15:38.000]  (主持人:Exodus就是出埃及)
[00:15:38.000 --> 00:15:40.000]  (主持人:所以你放在一起)
[00:15:40.000 --> 00:15:42.000]  (主持人:有摩西、有雲、有山上)
[00:15:42.000 --> 00:15:44.000]  (主持人:有聲音從天下來)
[00:15:44.000 --> 00:15:46.000]  (主持人:然後還要出埃及)
[00:15:46.000 --> 00:15:48.000]  (主持人:是不是夠噁心?)
[00:15:48.000 --> 00:15:50.000]  (主持人:就是在說耶穌基督)
[00:15:50.000 --> 00:15:52.000]  (主持人:就是在說耶穌基督)
[00:15:52.000 --> 00:15:56.000]  (主持人:是不是夠噁心?)
[00:15:56.000 --> 00:15:58.000]  (主持人:就是在說耶穌基督)
[00:15:58.000 --> 00:16:00.000]  (主持人:在耶路撒冷的十個舊恩)
[00:16:00.000 --> 00:16:02.000]  (主持人:就連起舊約)
[00:16:02.000 --> 00:16:06.000]  (主持人:神帶領以色列人離開)
[00:16:06.000 --> 00:16:08.000]  (主持人:這個這麼苦難的埃及)
[00:16:08.000 --> 00:16:10.000]  (主持人:就去到被拯救)
[00:16:10.000 --> 00:16:12.000]  (主持人:出了埃及)
[00:16:12.000 --> 00:16:14.000]  (主持人:整個舊恩的計劃)
[00:16:14.000 --> 00:16:16.000]  (主持人:大家知道的了)
[00:16:16.000 --> 00:16:18.000]  (主持人:你聽這個舊約的故事)
[00:16:18.000 --> 00:16:20.000]  (主持人:是很清楚的了)
[00:16:20.000 --> 00:16:22.000]  (主持人:原來這件事就連同那件事)
[00:16:22.000 --> 00:16:24.000]  (主持人:所以你說)
[00:16:24.000 --> 00:16:26.000]  (主持人:有誰是尼塞亞呢?)
[00:16:26.000 --> 00:16:28.000]  (主持人:如果你解釋這些經文)
[00:16:28.000 --> 00:16:30.000]  (主持人:根本不可能不是耶穌)
[00:16:30.000 --> 00:16:32.000]  (主持人:在登山變相那裡很清楚)
[00:16:32.000 --> 00:16:34.000]  (主持人:還有一樣東西很容易被忽略的)
[00:16:34.000 --> 00:16:36.000]  (主持人:是啊,有兩個人物)
[00:16:36.000 --> 00:16:38.000]  (主持人:但他不是一個所謂)
[00:16:38.000 --> 00:16:40.000]  (主持人:預設出來的形象)
[00:16:40.000 --> 00:16:42.000]  (主持人:你有沒有想過)
[00:16:42.000 --> 00:16:44.000]  (主持人:譬如我是耶穌)
[00:16:44.000 --> 00:16:46.000]  (主持人:然後有兩個預設出來)
