
[00:00:00.000 --> 00:00:03.780]  (最後一節)
[00:01:36.540 --> 00:01:40.540]  她覺得媽媽好像不是很疼她的子女
[00:01:40.540 --> 00:01:42.040]  對她們很差
[00:01:42.040 --> 00:01:44.540]  對她們的態度很惡劣
[00:01:44.540 --> 00:01:47.540]  因此她裏面就是一個傷痕
[00:01:47.540 --> 00:01:49.540]  但是很感謝神的恩典
[00:01:49.540 --> 00:01:53.540]  最近我們一起參加一年三晚的培靈會
[00:01:53.540 --> 00:01:54.540]  在培靈會里面
[00:01:54.540 --> 00:01:58.540]  她的內心裏面好像被醫治了一樣
[00:01:58.540 --> 00:02:02.540]  她經常說她自己有一個孤兒的靈
[00:02:02.540 --> 00:02:06.540]  這句話可能對很多人來說比較陌生
[00:02:06.540 --> 00:02:08.540]  原來當你在成長裏面
[00:02:08.540 --> 00:02:12.540]  你得不到父母那個很深很深的愛
[00:02:12.540 --> 00:02:16.540]  你就好像一個孤兒仔一個孤兒女那樣
[00:02:16.540 --> 00:02:18.540]  我自己也是一樣
[00:02:18.540 --> 00:02:20.540]  雖然我爸爸是牧師
[00:02:20.540 --> 00:02:24.540]  他生我的時候原來他已經50多歲了
[00:02:24.540 --> 00:02:26.540]  那在我11歲的時候
[00:02:26.540 --> 00:02:28.540]  我爸爸已經迴天家
[00:02:28.540 --> 00:02:30.540]  所以在那11年的裏面
[00:02:30.540 --> 00:02:33.540]  我和爸爸的接觸真的不是很多
[00:02:33.540 --> 00:02:35.540]  可能他在教會很忙
[00:02:35.540 --> 00:02:37.540]  和慢慢他身體又差了
[00:02:37.540 --> 00:02:39.540]  回到家我們就覺得
[00:02:39.540 --> 00:02:42.540]  哎呀爸爸回來要很靜的
[00:02:42.540 --> 00:02:44.540]  千萬不要吵他
[00:02:44.540 --> 00:02:45.540]  他又要休息
[00:02:45.540 --> 00:02:49.540]  所以我們對父親有一種很大的距離感
[00:02:49.540 --> 00:02:53.540]  雖然他會帶我去動植物公園
[00:02:53.540 --> 00:02:54.540]  去逛逛公園
[00:02:54.540 --> 00:02:56.540]  但是覺得不親切
[00:02:56.540 --> 00:03:01.540]  好像在我的記憶裏面所存在的真的不多
[00:03:01.540 --> 00:03:03.540]  原來今天你和我
[00:03:03.540 --> 00:03:06.540]  我們有部分的人都是這樣
[00:03:06.540 --> 00:03:09.540]  我們裏面很孤單
[00:03:09.540 --> 00:03:12.540]  直到我們信了耶穌之後
[00:03:12.540 --> 00:03:16.540]  我們有一個很寶貴的因典是什麼
[00:03:16.540 --> 00:03:20.540]  就是天父是我們的爸爸
[00:03:20.540 --> 00:03:22.540]  天上的爸爸
[00:03:22.540 --> 00:03:25.540]  這是一個很大的祝福
[00:03:25.540 --> 00:03:29.540]  這是一個很深很深的愛
[00:03:29.540 --> 00:03:32.540]  當你知道原來我有父親的
[00:03:32.540 --> 00:03:39.540]  而且這個父親用一種永恆不變的愛來愛我們
[00:03:39.540 --> 00:03:41.540]  而且將很多的祝福
[00:03:41.540 --> 00:03:43.540]  將很多的因典
[00:03:43.540 --> 00:03:46.540]  釘到他的終兒女身上
[00:03:46.540 --> 00:03:50.540]  我們就成爲一羣很蒙福很蒙因的人
[00:03:50.540 --> 00:03:53.540]  記不記得你讀舊約聖經的時候
[00:03:53.540 --> 00:03:58.540]  很多做父親的會爲他們的兒子祝福
[00:03:58.540 --> 00:04:03.540]  比如好像阿伯拉罕爲以撒祝福
[00:04:03.540 --> 00:04:07.540]  以撒他生了雅各和以掃
[00:04:07.540 --> 00:04:09.540]  以掃是大兒子
[00:04:09.540 --> 00:04:14.540]  他就想着有一天他要爲大兒子做一個長子的祝福
[00:04:14.540 --> 00:04:16.540]  因爲在以色列人的傳統裏面
[00:04:16.540 --> 00:04:19.540]  長子會得到雙份的祝福
[00:04:19.540 --> 00:04:21.540]  所以這個祝福很重要
[00:04:21.540 --> 00:04:26.540]  誰知道雅各就奪取了哥哥的祝福
[00:04:26.540 --> 00:04:30.540]  他扮以掃去騙了爸爸
[00:04:30.540 --> 00:04:33.540]  爸爸就將祝福給了他
[00:04:33.540 --> 00:04:37.540]  因此當以掃打完野味回來的時候
[00:04:37.540 --> 00:04:39.540]  去到爸爸那裏
[00:04:39.540 --> 00:04:41.540]  爸爸說剛纔我不是爲你祝福了嗎
[00:04:41.540 --> 00:04:44.540]  他才知道被人騙了
[00:04:44.540 --> 00:04:47.540]  那爸爸可不可以再祝福呢
[00:04:47.540 --> 00:04:48.540]  原來不行的
[00:04:48.540 --> 00:04:52.540]  因爲那些祝福已經宣告了出來
[00:04:52.540 --> 00:04:54.540]  各位弟兄姐妹
[00:04:54.540 --> 00:04:58.540]  原來神今天很想祝福我們
[00:04:58.540 --> 00:05:02.540]  將他在天上那個很深很豐富
[00:05:02.540 --> 00:05:04.540]  很無比的大愛
[00:05:04.540 --> 00:05:07.540]  傾倒在我們這份義女的身上
[00:05:07.540 --> 00:05:12.540]  所以你要知道你是天父的孩子
[00:05:12.540 --> 00:05:16.540]  這個身份是極度重要的
[00:05:16.540 --> 00:05:20.540]  當我們認識原來我是天父的孩子
[00:05:20.540 --> 00:05:22.540]  我被他接納
[00:05:22.540 --> 00:05:25.540]  他是無條件的接納
[00:05:25.540 --> 00:05:29.540]  聖經裏面很出名浪子回頭的故事
[00:05:29.540 --> 00:05:31.540]  就講那個小孩
[00:05:31.540 --> 00:05:34.540]  他已經花費一切的東西
[00:05:34.540 --> 00:05:36.540]  他去到豬欄那裏打工
[00:05:36.540 --> 00:05:38.540]  他沒了前路
[00:05:38.540 --> 00:05:40.540]  他就想起他的爸爸
[00:05:40.540 --> 00:05:43.540]  他就說我要回去告訴我爸爸
[00:05:43.540 --> 00:05:45.540]  我沒資格做你的兒子
[00:05:45.540 --> 00:05:46.540]  我做你的工人
[00:05:46.540 --> 00:05:48.540]  我幫你打工
[00:05:48.540 --> 00:05:51.540]  誰知道爸爸無條件迎接他
[00:05:51.540 --> 00:05:53.540]  把上好的袍給他
[00:05:53.540 --> 00:05:55.540]  把戒指戴在他手上
[00:05:55.540 --> 00:05:58.540]  就代表他再一次有權兵
[00:05:58.540 --> 00:06:03.540]  他是這個爸爸很愛很愛的兒子
[00:06:03.540 --> 00:06:05.540]  各位親愛的弟兄姊妹
[00:06:05.540 --> 00:06:09.540]  原來神很愛很愛我們
[00:06:09.540 --> 00:06:12.540]  在約翰一書三章一節
[00:06:12.540 --> 00:06:16.540]  有一句很寶貴的聖經
[00:06:16.540 --> 00:06:22.540]  你看父賜給我們的是何等的自愛
[00:06:22.540 --> 00:06:27.540]  使我們稱爲神的義女
[00:06:27.540 --> 00:06:32.540]  我們也真是神的義女
[00:06:32.540 --> 00:06:34.540]  我很喜歡這節聖經
[00:06:34.540 --> 00:06:38.540]  因爲神是我們的父母
[00:06:38.540 --> 00:06:39.540]  我們可以稱他做
[00:06:39.540 --> 00:06:43.540]  阿爸 爸爸 爸爸
[00:06:43.540 --> 00:06:45.540]  你是我的父親
[00:06:45.540 --> 00:06:48.540]  你愛我 你創造我 你認識我
[00:06:48.540 --> 00:06:50.540]  甚至我還沒出舞臺
[00:06:50.540 --> 00:06:52.540]  你已經知道我
[00:06:52.540 --> 00:06:54.540]  你爲我有很多的鋪排
[00:06:54.540 --> 00:06:58.540]  我的名字都在你的手掌上
[00:06:58.540 --> 00:07:00.540]  你愛我好像愛到
[00:07:00.540 --> 00:07:02.540]  眼中的銅人一樣
[00:07:02.540 --> 00:07:04.540]  你用無比的自愛
[00:07:04.540 --> 00:07:06.540]  淋到我的身上
[00:07:06.540 --> 00:07:08.540]  當我在罪惡過犯的時候
[00:07:08.540 --> 00:07:09.540]  你尋找我
[00:07:09.540 --> 00:07:12.540]  你要將我挽回過來
[00:07:12.540 --> 00:07:14.540]  所以我們是神的義女
[00:07:14.540 --> 00:07:17.540]  我們也真是神的義女
[00:07:17.540 --> 00:07:20.540]  每次想到我是神的義女
[00:07:20.540 --> 00:07:22.540]  我多麼濃福多麼濃因
[00:07:22.540 --> 00:07:25.540]  我會得着很多的恩典
[00:07:25.540 --> 00:07:28.540]  神與我同行 神與我同在
[00:07:28.540 --> 00:07:31.540]  神差聖靈居住在我的心裏
[00:07:31.540 --> 00:07:33.540]  感動我 引導我
[00:07:33.540 --> 00:07:38.540]  還有在哥倫多前書
[00:07:38.540 --> 00:07:41.540]  四章第15節怎麼說
[00:07:41.540 --> 00:07:43.540]  他說我們在地上
[00:07:43.540 --> 00:07:48.540]  雖然有師父可能是上萬那麼多
[00:07:48.540 --> 00:07:53.540]  但是我們做父親的只有一個
[00:07:53.540 --> 00:07:58.540]  保羅說我是用福音生了你們
[00:07:58.540 --> 00:08:01.540]  沒錯我們在地上有很多老師
[00:08:01.540 --> 00:08:04.540]  在教會里面有很多的教授
[00:08:04.540 --> 00:08:07.540]  有很多很好的我們的前輩
[00:08:07.540 --> 00:08:10.540]  但是父親只有一個
[00:08:10.540 --> 00:08:14.540]  原來我們很需要認神
[00:08:14.540 --> 00:08:16.540]  天父做我們的父
[00:08:16.540 --> 00:08:19.540]  當我們有了這個父的時候
[00:08:19.540 --> 00:08:24.540]  我們的孤兒的靈就可以釋放得意
[00:08:24.540 --> 00:08:26.540]  所以各位弟兄姊妹
[00:08:26.540 --> 00:08:29.540]  最近我真是心裏有很重的負擔
[00:08:29.540 --> 00:08:31.540]  我想告訴你
[00:08:31.540 --> 00:08:35.540]  你是神很愛很愛的義女
[00:08:35.540 --> 00:08:37.540]  你有神義女
[00:08:37.540 --> 00:08:40.540]  一個很蒙因很祝福的慰分
[00:08:40.540 --> 00:08:42.540]  讓我們抓住
[00:08:42.540 --> 00:08:45.540]  我們是神所愛的義女的慰分
[00:08:45.540 --> 00:08:50.540]  然後我們依靠仰望我們的父神
[00:08:50.540 --> 00:08:52.540]  因此我們走前面的路
[00:08:52.540 --> 00:08:54.540]  我們可以很蒙福蒙因
[00:08:54.540 --> 00:08:59.540]  因爲天父的愛尚尚與我們同在
[00:08:59.540 --> 00:09:01.540]  願神賜福給你
