
[00:00:00.000 --> 00:00:04.000]  我們繼續說一個新的系列
[00:01:54.200 --> 00:01:58.800]  題目叫做《奈我門歸鄉夜華》
[00:01:58.800 --> 00:02:02.200]  希望預備我們的心去預備聖誕節
[00:02:02.200 --> 00:02:03.800]  好了 去到明年
[00:02:03.800 --> 00:02:05.000]  現在全部都預告了
[00:02:05.000 --> 00:02:06.800]  去到明年頭半年
[00:02:06.800 --> 00:02:12.600]  我們都會說這個登山補訓的訊息
[00:02:12.600 --> 00:02:16.400]  希望我們編排好這個講壇
[00:02:16.400 --> 00:02:19.200]  我們預備我們牧者早一點預備
[00:02:19.200 --> 00:02:21.200]  我們要講的講章
[00:02:21.200 --> 00:02:25.800]  我們今天繼續看《跟從耶穌》系列
[00:02:25.800 --> 00:02:29.600]  經文來自《馬可福音》第三章
[00:02:29.600 --> 00:02:32.400]  和《約翰福音》第三章和其他經文
[00:02:32.400 --> 00:02:33.800]  耶穌上了山
[00:02:33.800 --> 00:02:36.000]  把自己所要的人召來
[00:02:36.000 --> 00:02:38.000]  他們就來到他那裏
[00:02:38.000 --> 00:02:40.000]  於是他就設立了十二個人
[00:02:40.000 --> 00:02:41.800]  又稱他們為仕途
[00:02:41.800 --> 00:02:44.200]  要他們尚和自己同在
[00:02:44.200 --> 00:02:46.400]  又要差他們去傳道
[00:02:46.400 --> 00:02:49.400]  並給他們權柄去趕鬼
[00:02:49.400 --> 00:02:50.600]  《約翰福音》第三章
[00:02:50.600 --> 00:02:52.000]  說這些事以後
[00:02:52.000 --> 00:02:54.600]  耶穌和門徒到了猶太地區
[00:02:54.600 --> 00:02:59.600]  在那裏和他們同住並且施浸
[00:02:59.600 --> 00:03:02.600]  第二章我預備這篇講章的時候
[00:03:02.600 --> 00:03:05.000]  其實這些訊息的內容
[00:03:05.000 --> 00:03:06.600]  我想連Peter也受得了
[00:03:06.600 --> 00:03:09.600]  如果翻得很久的也聽過
[00:03:09.600 --> 00:03:11.800]  我記得我兩年前在疫情的時候
[00:03:11.800 --> 00:03:14.800]  也都講過類似的主題
[00:03:14.800 --> 00:03:17.600]  我想我們不需要再多
[00:03:17.600 --> 00:03:22.600]  太多去講一些知識上的訊息
[00:03:22.600 --> 00:03:25.600]  反而我今天很希望和大家分享
[00:03:25.600 --> 00:03:29.600]  我們會點教會這幾年都是一直想推動的
[00:03:29.600 --> 00:03:31.600]  就是門徒訓練
[00:03:31.600 --> 00:03:34.600]  我們希望誇大能夠傳承
[00:03:34.600 --> 00:03:35.600]  不單止我們家裡
[00:03:35.600 --> 00:03:39.600]  更加我們屬靈上的子女的誇大傳承
[00:03:39.600 --> 00:03:42.600]  將門徒訓練一代一代地推下去
[00:03:42.600 --> 00:03:47.600]  當然疫症大流行的時候
[00:03:47.600 --> 00:03:49.600]  我們的步伐是緩慢了
[00:03:49.600 --> 00:03:51.600]  但是我們一直都是做這件事
[00:03:51.600 --> 00:03:54.600]  我們都是推動一些教目去做這件事
[00:03:54.600 --> 00:03:58.600]  但是很少機會是給頂子妹去了解一下
[00:03:58.600 --> 00:04:00.600]  一些我們門徒訓練的內容
[00:04:00.600 --> 00:04:04.600]  所以我們今天純粹和這些訊息裏面講一下
[00:04:04.600 --> 00:04:08.600]  門徒訓練裏面一些很重要的元素
[00:04:08.600 --> 00:04:14.600]  亦都講一下一些裏面的內容究竟是怎樣
[00:04:14.600 --> 00:04:16.600]  為什麼我們會這樣做
[00:04:16.600 --> 00:04:21.600]  我們知道就是根從耶穌這一個字
[00:04:21.600 --> 00:04:25.600]  就是穿了二十三次在四福音的裏面
[00:04:25.600 --> 00:04:27.600]  四福音裏面所有的譯本
[00:04:27.600 --> 00:04:31.600]  如果你看現在所有的流行的譯本
[00:04:31.600 --> 00:04:32.600]  新譯本也好
[00:04:32.600 --> 00:04:33.600]  和修本也好
[00:04:33.600 --> 00:04:36.600]  頂子妹經常都問我為什麼我喜歡用和修本
[00:04:36.600 --> 00:04:39.600]  因為我是裸背的
[00:04:39.600 --> 00:04:42.600]  看和合本大的目者
[00:04:42.600 --> 00:04:46.600]  我就習慣了用和合本
[00:04:46.600 --> 00:04:49.600]  但和合本有很多東西已經一百多年前了
[00:04:49.600 --> 00:04:50.600]  不是很適合
[00:04:50.600 --> 00:04:54.600]  所以在轉接裏面我自己喜歡用和修本的
[00:04:54.600 --> 00:04:56.600]  因為根和合本是類似
[00:04:56.600 --> 00:05:00.600]  但是它修正了很多和合本裏面的困難和問題
[00:05:00.600 --> 00:05:02.600]  但是你用哪個譯本都不要緊
[00:05:02.600 --> 00:05:05.600]  因為最主要就是你明白當中的意思
[00:05:05.600 --> 00:05:08.600]  因為新譯本和修本新漢語
[00:05:08.600 --> 00:05:10.600]  或者現代中文譯本呂振宗
[00:05:10.600 --> 00:05:12.600]  再舊一點的呂振宗譯本
[00:05:12.600 --> 00:05:16.600]  我們都是不會譯作根除的
[00:05:16.600 --> 00:05:18.600]  全部都譯作根從的
[00:05:18.600 --> 00:05:22.600]  大家都明白中文根從就不是根尾九
[00:05:22.600 --> 00:05:24.600]  跟著在後面那麼簡單
[00:05:24.600 --> 00:05:26.600]  而是根和從
[00:05:26.600 --> 00:05:27.600]  你要服從
[00:05:27.600 --> 00:05:29.600]  你要順從
[00:05:29.600 --> 00:05:31.600]  你跟著那個師傅
[00:05:31.600 --> 00:05:36.600]  英文譯本亦都是現代的很多譯本都不再譯作follow me
[00:05:36.600 --> 00:05:40.600]  如果你看很多現代一些的譯本
[00:05:40.600 --> 00:05:42.600]  come with me
[00:05:42.600 --> 00:05:44.600]  come along with me
[00:05:44.600 --> 00:05:46.600]  come after me
[00:05:46.600 --> 00:05:49.600]  希望亦都裝到我的意思
[00:05:49.600 --> 00:05:53.600]  英文譯本我自己亦都幾喜歡amplify Bible
[00:05:53.600 --> 00:05:54.600]  因為amplify
[00:05:54.600 --> 00:05:58.600]  它會有很多括弧告訴你
[00:05:58.600 --> 00:06:01.600]  其實當中的意譯
[00:06:01.600 --> 00:06:03.600]  當中的實際意思是怎樣
[00:06:03.600 --> 00:06:05.600]  你要看它的括弧
[00:06:05.600 --> 00:06:09.600]  你看這個amplify Bible
[00:06:09.600 --> 00:06:11.600]  它亦都很清楚
[00:06:11.600 --> 00:06:12.600]  它說亦都follow me
[00:06:12.600 --> 00:06:14.600]  沒錯耶穌說follow me
[00:06:14.600 --> 00:06:15.600]  但什麼叫follow me
[00:06:15.600 --> 00:06:16.600]  你看下面那一句
[00:06:16.600 --> 00:06:18.600]  as my disciples
[00:06:18.600 --> 00:06:19.600]  作我的門徒
[00:06:19.600 --> 00:06:22.600]  接受我成為你的主
[00:06:22.600 --> 00:06:24.600]  和教師
[00:06:24.600 --> 00:06:28.600]  和行我所行的道路
[00:06:28.600 --> 00:06:31.600]  這個就叫做follow me
[00:06:31.600 --> 00:06:36.600]  我覺得我們絕對不會否認就是跟從耶穌
[00:06:36.600 --> 00:06:38.600]  不是單純
[00:06:38.600 --> 00:06:40.600]  好像很多人跟著祂或者拿利益
[00:06:40.600 --> 00:06:43.600]  或者想聽一篇
[00:06:43.600 --> 00:06:45.600]  很激勵人心的道
[00:06:45.600 --> 00:06:48.600]  又或者純粹跟著祂
[00:06:48.600 --> 00:06:51.600]  去挑剔祂的錯處
[00:06:51.600 --> 00:06:54.600]  我們跟從耶穌 耶穌的呼召
[00:06:54.600 --> 00:06:57.600]  是要我們去成為主
[00:06:57.600 --> 00:06:58.600]  祂的門徒
[00:06:58.600 --> 00:06:59.600]  這個亦都是大使命
[00:06:59.600 --> 00:07:01.600]  我們經常都說大使命的吩咐
[00:07:01.600 --> 00:07:04.600]  就是使萬民作主的門徒
[00:07:04.600 --> 00:07:05.600]  我今天這篇信息
[00:07:05.600 --> 00:07:08.600]  希望從當中給我們去看看
[00:07:08.600 --> 00:07:11.600]  會點教會怎樣去配合
[00:07:11.600 --> 00:07:13.600]  這個大使命的吩咐
[00:07:13.600 --> 00:07:15.600]  怎樣去幫助頂智慧
[00:07:15.600 --> 00:07:18.600]  能夠成為主的門徒
[00:07:18.600 --> 00:07:20.600]  那三樣很重要的東西
[00:07:20.600 --> 00:07:23.600]  這三樣東西都是我創世紀裡面說的
[00:07:23.600 --> 00:07:29.600]  就是上帝創造 設立 人類在地上
[00:07:29.600 --> 00:07:31.600]  那三樣很重要的東西
[00:07:31.600 --> 00:07:32.600]  那三樣很重要的吩咐
[00:07:32.600 --> 00:07:33.600]  你創世紀你聽我說
[00:07:33.600 --> 00:07:35.600]  你都知道這三樣很重要的東西
[00:07:35.600 --> 00:07:37.600]  而這三樣東西在今天
[00:07:37.600 --> 00:07:41.600]  去到今天都是上帝在地面上作供的
[00:07:41.600 --> 00:07:43.600]  很重要的三樣的元素
[00:07:43.600 --> 00:07:47.600]  就是關係 使命 和傳承
[00:07:47.600 --> 00:07:50.600]  上帝創造 人類在地上
[00:07:50.600 --> 00:07:51.600]  就是這三樣東西
[00:07:51.600 --> 00:07:53.600]  就是我們和上帝的關係
[00:07:53.600 --> 00:07:54.600]  和我們和人的關係
[00:07:54.600 --> 00:07:56.600]  你看創世紀第三章裡面
[00:07:56.600 --> 00:07:57.600]  當人犯罪的時候
[00:07:57.600 --> 00:07:59.600]  這兩個關係已經破裂了
[00:07:59.600 --> 00:08:02.600]  我們要重建這兩個關係
[00:08:02.600 --> 00:08:03.600]  就是我們和上帝的關係
[00:08:03.600 --> 00:08:04.600]  和人的關係
[00:08:04.600 --> 00:08:06.600]  所以摩西的吩咐就是
[00:08:06.600 --> 00:08:10.600]  你要愛神 和愛人
[00:08:10.600 --> 00:08:12.600]  這個是關係
[00:08:12.600 --> 00:08:14.600]  接著 使命
[00:08:14.600 --> 00:08:16.600]  你管理大地
[00:08:16.600 --> 00:08:18.600]  放你們在這裡做什麼
[00:08:18.600 --> 00:08:20.600]  當然 享受和上帝
[00:08:20.600 --> 00:08:21.600]  和享受和人的關係
[00:08:21.600 --> 00:08:23.600]  但不是享受就算了
[00:08:23.600 --> 00:08:25.600]  我們有事情要履行
[00:08:25.600 --> 00:08:27.600]  上帝要我們實踐他的使命
[00:08:27.600 --> 00:08:30.600]  還有 生養眾多
[00:08:30.600 --> 00:08:34.600]  遍滿全地 全城
[00:08:34.600 --> 00:08:37.600]  今天耶穌在大使命裡面
[00:08:37.600 --> 00:08:40.600]  起碼都是給了我們這三樣東西
[00:08:40.600 --> 00:08:43.600]  上天下地所有權柄都給了耶穌
[00:08:43.600 --> 00:08:44.600]  耶穌說
[00:08:44.600 --> 00:08:45.600]  祂要和我們永遠同在
[00:08:45.600 --> 00:08:46.600]  直到世界終結
[00:08:46.600 --> 00:08:49.600]  這個是關係
[00:08:49.600 --> 00:08:51.600]  使命 是不是
[00:08:51.600 --> 00:08:52.600]  要使萬民作主的門徒
[00:08:52.600 --> 00:08:53.600]  大家都知道
[00:08:53.600 --> 00:08:55.600]  這是我們要做的使命
[00:08:55.600 --> 00:08:57.600]  但我們更加要全城
[00:08:57.600 --> 00:08:58.600]  祂教我們的東西
[00:08:58.600 --> 00:09:00.600]  我們都要教訓
[00:09:00.600 --> 00:09:01.600]  順著主的人遵守
[00:09:01.600 --> 00:09:05.600]  直到世界的終結
[00:09:05.600 --> 00:09:06.600]  這三樣東西
[00:09:06.600 --> 00:09:09.600]  從創世到現在都走不開
[00:09:09.600 --> 00:09:12.600]  但耶穌怎樣去建立這三樣東西
[00:09:12.600 --> 00:09:13.600]  我們就看看
[00:09:13.600 --> 00:09:14.600]  在聖經裡面
[00:09:14.600 --> 00:09:16.600]  從聖經裡面我們分析一下
[00:09:16.600 --> 00:09:18.600]  耶穌怎樣說
[00:09:18.600 --> 00:09:19.600]  在馬後福音裡面
[00:09:19.600 --> 00:09:20.600]  耶穌就告訴我們
[00:09:20.600 --> 00:09:23.600]  祂要人召來
[00:09:23.600 --> 00:09:28.600]  然後祂就設立了十二個人
[00:09:28.600 --> 00:09:29.600]  順著這個問題就問
[00:09:29.600 --> 00:09:32.600]  為什麼是十二個呢
[00:09:32.600 --> 00:09:34.600]  十二有一點
[00:09:34.600 --> 00:09:35.600]  甚至有一點
[00:09:35.600 --> 00:09:36.600]  我覺得是靈異解經的
[00:09:36.600 --> 00:09:39.600]  十二就是一個屬靈的數字
[00:09:39.600 --> 00:09:42.600]  所以我們所有東西都要十二
[00:09:42.600 --> 00:09:44.600]  他們解釋的就是
[00:09:44.600 --> 00:09:46.600]  神創造的時候
[00:09:46.600 --> 00:09:47.600]  白天十二個鐘
[00:09:47.600 --> 00:09:48.600]  晚上十二個鐘
[00:09:48.600 --> 00:09:50.600]  支派是十二支派
[00:09:50.600 --> 00:09:52.600]  門徒是十二門徒
[00:09:52.600 --> 00:09:55.600]  如果你用十二這個數字
[00:09:55.600 --> 00:09:57.600]  或者用數字來看聖經
[00:09:57.600 --> 00:09:59.600]  很多屬靈的數字
[00:09:59.600 --> 00:10:01.600]  三是一個屬靈的數字
[00:10:01.600 --> 00:10:03.600]  七是一個屬靈的數字
[00:10:03.600 --> 00:10:05.600]  十是一個屬靈的數字
[00:10:05.600 --> 00:10:07.600]  十二當然是要倍數
[00:10:07.600 --> 00:10:08.600]  是一個屬靈的數字
[00:10:08.600 --> 00:10:11.600]  所以我就不會用靈異去看
[00:10:11.600 --> 00:10:16.600]  因為耶穌選了一小群的人
[00:10:16.600 --> 00:10:18.600]  不是五百人
[00:10:18.600 --> 00:10:20.600]  不是五千人
[00:10:20.600 --> 00:10:24.600]  是耶穌特別選了一個小的群體
[00:10:24.600 --> 00:10:26.600]  為什麼呢
[00:10:26.600 --> 00:10:29.600]  如果你說上帝是一個最好的心理學家
[00:10:29.600 --> 00:10:31.600]  如果你用心理學或者語言學去分析
[00:10:31.600 --> 00:10:33.600]  我給大家一個方式
[00:10:33.600 --> 00:10:36.600]  就是N乘N減一
[00:10:36.600 --> 00:10:37.600]  除以二
[00:10:37.600 --> 00:10:41.600]  就是這個所謂的communication channel
[00:10:41.600 --> 00:10:44.600]  就是一個溝通的渠道
[00:10:44.600 --> 00:10:46.600]  你知道一個人沒有溝通渠道
[00:10:46.600 --> 00:10:47.600]  對著鏡子
[00:10:47.600 --> 00:10:49.600]  零溝通渠道
[00:10:49.600 --> 00:10:52.600]  兩個人有一條溝通渠道
[00:10:52.600 --> 00:10:54.600]  但是當你去到十二個人
[00:10:54.600 --> 00:10:57.600]  有六十六條的溝通渠道
[00:10:57.600 --> 00:11:01.600]  你很難再一路擴展開去
[00:11:01.600 --> 00:11:03.600]  是很難去溝通
[00:11:03.600 --> 00:11:05.600]  很難去分享
[00:11:05.600 --> 00:11:09.600]  稍後我再講為什麼我們要有這個小群體
[00:11:09.600 --> 00:11:11.600]  但是耶穌的重點
[00:11:11.600 --> 00:11:13.600]  你看整本聖經都是
[00:11:13.600 --> 00:11:16.600]  由十二個裡面再抽三個出來
[00:11:16.600 --> 00:11:21.600]  去做所謂的我們叫intensive的門訓
[00:11:21.600 --> 00:11:22.600]  很多東西都是
[00:11:22.600 --> 00:11:24.600]  很多特別的東西都帶著
[00:11:24.600 --> 00:11:26.600]  無論登山變象也好
[00:11:26.600 --> 00:11:30.600]  無論去黑星馬聯也好
[00:11:30.600 --> 00:11:34.600]  都是帶著那三個約翰、彼得、瓦割
[00:11:34.600 --> 00:11:37.600]  那三個親密的門徒去做
[00:11:37.600 --> 00:11:38.600]  為什麼
[00:11:38.600 --> 00:11:41.600]  因為你對著幾千人
[00:11:41.600 --> 00:11:43.600]  你是不可能溝通得到
[00:11:43.600 --> 00:11:47.600]  而他們大家都是不可能溝通得到
[00:11:47.600 --> 00:11:48.600]  所以為什麼
[00:11:48.600 --> 00:11:50.600]  我們希望門徒訓練就是
[00:11:50.600 --> 00:11:54.600]  由小的群體去開始
[00:11:54.600 --> 00:11:56.600]  而我吩咐一班的區目
[00:11:56.600 --> 00:11:59.600]  就是一樣很重要的特型自媒
[00:11:59.600 --> 00:12:03.600]  就是我們重點不單止不是大群
[00:12:03.600 --> 00:12:06.600]  更加重點是重感情
[00:12:06.600 --> 00:12:09.600]  而不是課程
[00:12:09.600 --> 00:12:11.600]  因為耶穌怎麼說
[00:12:11.600 --> 00:12:13.600]  祂找了他們
[00:12:13.600 --> 00:12:19.600]  是要他們常與自己同在
[00:12:19.600 --> 00:12:20.600]  在漢語譯本就是
[00:12:20.600 --> 00:12:23.600]  好讓他們在自己身邊
[00:12:23.600 --> 00:12:24.600]  或者新譯本譯做
[00:12:24.600 --> 00:12:28.600]  常跟耶穌在一起
[00:12:28.600 --> 00:12:31.600]  為什麼要將這班人擺在一起
[00:12:31.600 --> 00:12:34.600]  跟耶穌在一起
[00:12:34.600 --> 00:12:38.600]  是因為唯有你長時間跟祂走在一起
[00:12:38.600 --> 00:12:42.600]  你才能夠感染這班人
[00:12:42.600 --> 00:12:44.600]  能夠將你所學的
[00:12:44.600 --> 00:12:47.600]  展示在這班人的生命當中
[00:12:47.600 --> 00:12:48.600]  不單止這麼簡單
[00:12:48.600 --> 00:12:53.600]  你還要為了建立一個關係
[00:12:53.600 --> 00:12:55.600]  以岸福音剛才我們讀到一段經文
[00:12:55.600 --> 00:12:57.600]  那套同住這個字Dia tribo
[00:12:57.600 --> 00:12:59.600]  Dia就是接近
[00:12:59.600 --> 00:13:00.600]  就是希臘文
[00:13:00.600 --> 00:13:04.600]  Tribo就是肩膀撞
[00:13:04.600 --> 00:13:08.600]  就是彼此碰撞
[00:13:08.600 --> 00:13:10.600]  彼此親近
[00:13:10.600 --> 00:13:14.600]  彼此去交流
[00:13:14.600 --> 00:13:17.600]  這就是耶穌塑造門徒的
[00:13:17.600 --> 00:13:19.600]  一個很重要的元素
[00:13:19.600 --> 00:13:22.600]  就是那三年裡面
[00:13:22.600 --> 00:13:24.600]  祂跟那班門徒是
[00:13:24.600 --> 00:13:27.600]  一起所謂出生入死
[00:13:27.600 --> 00:13:30.600]  一起去經歷很多的事情
[00:13:30.600 --> 00:13:35.600]  是一起去履行主的使命
[00:13:35.600 --> 00:13:36.600]  頂至於
[00:13:36.600 --> 00:13:38.600]  這裡看到兩樣很重要的東西
[00:13:38.600 --> 00:13:40.600]  第一
[00:13:40.600 --> 00:13:44.600]  就是耶穌選一個小的群體
[00:13:44.600 --> 00:13:46.600]  因為我們不可能跟五千人
[00:13:46.600 --> 00:13:49.600]  都一同聖經裡面說的
[00:13:49.600 --> 00:13:54.600]  就是互相的有聚會
[00:13:54.600 --> 00:13:57.600]  有機會去分享溝通
[00:13:57.600 --> 00:13:59.600]  一個小的群體
[00:13:59.600 --> 00:14:02.600]  第二就是祂用一段很長的時間
[00:14:02.600 --> 00:14:05.600]  跟他們一起
[00:14:05.600 --> 00:14:06.600]  於是你會問就是
[00:14:06.600 --> 00:14:08.600]  喂 梁牧師
[00:14:08.600 --> 00:14:10.600]  以前我們不是這樣的
[00:14:10.600 --> 00:14:14.600]  如果你舊那些老餅
[00:14:14.600 --> 00:14:18.600]  以前小保羅
[00:14:18.600 --> 00:14:20.600]  一對一
[00:14:20.600 --> 00:14:24.600]  然後一年兩年之後就推他去
[00:14:24.600 --> 00:14:26.600]  又一對一
[00:14:26.600 --> 00:14:30.600]  我絕對不反對任何的方式
[00:14:30.600 --> 00:14:32.600]  我最喜歡鄧小平那句話
[00:14:32.600 --> 00:14:34.600]  我經常都跟人家教牧講的
[00:14:34.600 --> 00:14:37.600]  無論黑貓還是白貓
[00:14:37.600 --> 00:14:40.600]  捉到老鼠就是紅貓
[00:14:40.600 --> 00:14:43.600]  當然你不能太概括地說這句話
[00:14:43.600 --> 00:14:46.600]  但我覺得你塑造門徒都無所謂的
[00:14:46.600 --> 00:14:50.600]  但是我看耶穌祂不是這樣做的
[00:14:50.600 --> 00:14:52.600]  耶穌是找了一個小群體
[00:14:52.600 --> 00:14:53.600]  為什麼要有一個小群體
[00:14:53.600 --> 00:14:54.600]  就是這個小群體裡面
[00:14:54.600 --> 00:14:55.600]  如果你看聖經的吩咐
[00:14:55.600 --> 00:14:59.600]  不只是祂們去看耶穌做些什麼
[00:14:59.600 --> 00:15:03.600]  是祂們之間的所謂互動
[00:15:03.600 --> 00:15:06.600]  祂們之間大家的交流
[00:15:06.600 --> 00:15:11.600]  是能夠引發學習的機會
[00:15:11.600 --> 00:15:12.600]  我們看看就是
[00:15:12.600 --> 00:15:14.600]  耶穌說你給那幫人吃
[00:15:14.600 --> 00:15:17.600]  五千人每個人都動了
[00:15:17.600 --> 00:15:18.600]  嘴巴都凹了
[00:15:18.600 --> 00:15:20.600]  怎麼辦
[00:15:20.600 --> 00:15:23.600]  接著安德烈找一條小孩來
[00:15:23.600 --> 00:15:25.600]  有五餅二魚
[00:15:25.600 --> 00:15:28.600]  但也不夠
[00:15:28.600 --> 00:15:32.600]  其他門徒就在觀察去看
[00:15:32.600 --> 00:15:34.600]  耶穌在水面上走的時候
[00:15:34.600 --> 00:15:35.600]  生命比特說
[00:15:35.600 --> 00:15:36.600]  我也來
[00:15:36.600 --> 00:15:38.600]  耶穌說你來吧
[00:15:38.600 --> 00:15:40.600]  祂真的走在水面上
[00:15:40.600 --> 00:15:43.600]  最後當然掉下去了
[00:15:43.600 --> 00:15:45.600]  我想當其他的門徒在船上
[00:15:45.600 --> 00:15:46.600]  被馬上岸上看的時候
[00:15:46.600 --> 00:15:48.600]  全都笑了
[00:15:48.600 --> 00:15:51.600]  但是這是一個學習的機會
[00:15:51.600 --> 00:15:52.600]  是彼此
[00:15:52.600 --> 00:15:53.600]  大家有交流
[00:15:53.600 --> 00:15:55.600]  有互動
[00:15:55.600 --> 00:15:57.600]  一對一
[00:15:57.600 --> 00:15:59.600]  絕對不是不好
[00:15:59.600 --> 00:16:01.600]  但我們少了那些
[00:16:01.600 --> 00:16:03.600]  師兄 師姐 師弟 師妹
[00:16:03.600 --> 00:16:08.600]  那些的交流
[00:16:08.600 --> 00:16:09.600]  當我生命裡面
[00:16:09.600 --> 00:16:10.600]  面對困難的時候
[00:16:10.600 --> 00:16:12.600]  師父當然有很多東西
[00:16:12.600 --> 00:16:13.600]  我可以學習
[00:16:13.600 --> 00:16:16.600]  但是祂太高了
[00:16:16.600 --> 00:16:19.600]  好像太遠了
[00:16:19.600 --> 00:16:20.600]  但是我的師弟 師妹
[00:16:20.600 --> 00:16:22.600]  和我在經歷同一件事的時候
[00:16:22.600 --> 00:16:23.600]  在他們的生命裡面
[00:16:23.600 --> 00:16:24.600]  曾經經歷過的
[00:16:24.600 --> 00:16:26.600]  可以和我分享
[00:16:26.600 --> 00:16:29.600]  和我溝通
[00:16:29.600 --> 00:16:30.600]  保羅也不只是
[00:16:30.600 --> 00:16:34.600]  一對一對提摩台
[00:16:34.600 --> 00:16:37.600]  保羅也在《士郎傳》裡面
[00:16:37.600 --> 00:16:38.600]  告訴我們
[00:16:38.600 --> 00:16:39.600]  他也對得
[00:16:39.600 --> 00:16:41.600]  阿基拉帕基拉一對夫婦
[00:16:41.600 --> 00:16:44.600]  一起去做門徒訓練
[00:16:44.600 --> 00:16:45.600]  所以頂著我
[00:16:45.600 --> 00:16:47.600]  我覺得絕對不是
[00:16:47.600 --> 00:16:49.600]  單只是
[00:16:49.600 --> 00:16:53.600]  你將課程交出去
[00:16:53.600 --> 00:16:55.600]  因為我們人被上帝建造
[00:16:55.600 --> 00:16:59.600]  是需要建立關係
[00:16:59.600 --> 00:17:01.600]  而你不可能同一時間
[00:17:01.600 --> 00:17:05.600]  五千人建立關係
[00:17:05.600 --> 00:17:08.600]  你只能夠和一小群的人
[00:17:08.600 --> 00:17:09.600]  建立一個親密的關係
[00:17:09.600 --> 00:17:12.600]  是唯有從這個親密關係裡面出發
[00:17:12.600 --> 00:17:15.600]  你才能夠實踐使命
[00:17:15.600 --> 00:17:19.600]  和體現傳承
[00:17:19.600 --> 00:17:20.600]  為什麼
[00:17:20.600 --> 00:17:24.600]  因為這是上帝創造我們的
[00:17:24.600 --> 00:17:26.600]  很重要的
[00:17:26.600 --> 00:17:28.600]  一個我們必須要有的東西
[00:17:28.600 --> 00:17:32.600]  就是關係
[00:17:32.600 --> 00:17:33.600]  頂著這幅圖
[00:17:33.600 --> 00:17:35.600]  我講過很多次了
[00:17:35.600 --> 00:17:39.600]  你知道我是讀教育的
[00:17:39.600 --> 00:17:42.600]  就幫我按一下
[00:17:42.600 --> 00:17:43.600]  因為按不到
[00:17:43.600 --> 00:17:46.600]  這幅圖
[00:17:46.600 --> 00:17:49.600]  有些人看的就是
[00:17:49.600 --> 00:17:54.600]  那三個領域
[00:17:54.600 --> 00:17:57.600]  教會上士就是
[00:17:57.600 --> 00:17:58.600]  現在這樣的領域
[00:17:58.600 --> 00:18:00.600]  就是頭腦知識
[00:18:00.600 --> 00:18:04.600]  我告訴你什麼
[00:18:04.600 --> 00:18:05.600]  OK 我們需要
[00:18:05.600 --> 00:18:07.600]  不然我們不需要講道
[00:18:07.600 --> 00:18:08.600]  不需要查經
