
[00:00:00.000 --> 00:00:02.000]  我想可能住在洛杉磯的人
[00:01:46.000 --> 00:01:50.000]  其實剛才我們讀的這段聖經裡面
[00:01:51.000 --> 00:01:54.000]  講到說主的日子要來臨
[00:01:54.000 --> 00:01:57.000]  那個日子是指什麼呢
[00:01:57.000 --> 00:02:01.000]  在舊約裡面講到這個日子是什麼
[00:02:01.000 --> 00:02:07.000]  他講到這是耶和華的日子
[00:02:07.000 --> 00:02:10.000]  我們看看這個耶和華的日子
[00:02:10.000 --> 00:02:12.000]  聖經上講到的時候
[00:02:12.000 --> 00:02:14.000]  它出現的情況是什麼
[00:02:14.000 --> 00:02:17.000]  我們來看看
[00:02:18.000 --> 00:02:22.000]  在這兩卷書裡面提到
[00:02:22.000 --> 00:02:25.000]  約爾書跟西凡亞書
[00:02:25.000 --> 00:02:28.000]  我這邊highlight地方大家可以看一下
[00:02:28.000 --> 00:02:32.000]  在約爾書這邊講說耶和華的日子將到
[00:02:32.000 --> 00:02:36.000]  然後呢 他說爐火怎麼樣
[00:02:36.000 --> 00:02:41.000]  燒滅 後面爐火焰燒盡
[00:02:41.000 --> 00:02:46.000]  那麼西凡亞書在講到耶和華的日子呢
[00:02:47.000 --> 00:02:49.000]  他也提到他的憤怒怎麼樣
[00:02:49.000 --> 00:02:52.000]  爐火必燒滅全地
[00:02:52.000 --> 00:02:54.000]  毀滅這地的一切距離
[00:02:54.000 --> 00:02:58.000]  而且大大的毀滅 看到沒有
[00:02:58.000 --> 00:03:02.000]  當然還有以塞亞書還有其他的經文提到
[00:03:02.000 --> 00:03:04.000]  但是這個日子裡面呢
[00:03:04.000 --> 00:03:06.000]  在舊約出現的時候
[00:03:06.000 --> 00:03:09.000]  他常常形容是一個審判
[00:03:09.000 --> 00:03:13.000]  從整個的經文裡面可以看見
[00:03:13.000 --> 00:03:15.000]  這個日子不是一個好日子 是不是
[00:03:16.000 --> 00:03:17.000]  這個日子是一個審判的日子
[00:03:17.000 --> 00:03:19.000]  這個日子是一個末日
[00:03:19.000 --> 00:03:21.000]  會被火燒滅
[00:03:21.000 --> 00:03:24.000]  幽暗 暝暈 烏黑等等
[00:03:24.000 --> 00:03:27.000]  這些都在形容這是一個很不好的日子
[00:03:27.000 --> 00:03:29.000]  所以這樣子的一個日子
[00:03:29.000 --> 00:03:32.000]  你渴望它來嗎
[00:03:32.000 --> 00:03:37.000]  很誠實的講
[00:03:37.000 --> 00:03:39.000]  當你看到這個日子的時候
[00:03:39.000 --> 00:03:41.000]  你希望這個日子來嗎
[00:03:41.000 --> 00:03:44.000]  不希望 是不是
[00:03:45.000 --> 00:03:48.000]  但是呢 我們今天讀的這段經文講到什麼
[00:03:48.000 --> 00:03:54.000]  我們回頭來看看我們今天讀的這段經文好不好
[00:03:54.000 --> 00:03:59.000]  這裡告訴我們 我們再來看看
[00:03:59.000 --> 00:04:01.000]  這個地方提了幾次
[00:04:01.000 --> 00:04:05.000]  有火 提了幾次
[00:04:05.000 --> 00:04:09.000]  你看 他說天必大有想生廢墟
[00:04:09.000 --> 00:04:11.000]  有形質的都要被什麼
[00:04:12.000 --> 00:04:17.000]  烈火消化 地上 旗上的物都要怎麼樣
[00:04:17.000 --> 00:04:19.000]  燒盡了
[00:04:19.000 --> 00:04:22.000]  然後又說這一切既然都要如此怎麼樣
[00:04:22.000 --> 00:04:24.000]  消化
[00:04:24.000 --> 00:04:26.000]  好了 到後面
[00:04:26.000 --> 00:04:30.000]  在那日 天被火燒就消化了
[00:04:30.000 --> 00:04:34.000]  有形質的都要被烈火融化
[00:04:34.000 --> 00:04:36.000]  看到沒有
[00:04:36.000 --> 00:04:39.000]  所以剛才我們講說
[00:04:39.000 --> 00:04:41.000]  在舊約裡面耶和華的日子
[00:04:42.000 --> 00:04:45.000]  這樣子的一個日子 審判的日子
[00:04:45.000 --> 00:04:48.000]  是一個好像很可怕的日子
[00:04:48.000 --> 00:04:52.000]  會全世界都會被毀滅了 被火燒了
[00:04:52.000 --> 00:04:54.000]  我們都不希望它來 是不是
[00:04:54.000 --> 00:04:58.000]  但是請問 彼得厚書說的這個日子
[00:04:58.000 --> 00:05:01.000]  是叫什麼日子
[00:05:01.000 --> 00:05:04.000]  這個日子叫什麼日子
[00:05:04.000 --> 00:05:09.000]  一開始就講了 叫主的日子
[00:05:10.000 --> 00:05:12.000]  現在就在跟你旁邊說這是主的日子
[00:05:12.000 --> 00:05:17.000]  那你要不要渴望主的日子來
[00:05:17.000 --> 00:05:21.000]  剛才你不是才說
[00:05:21.000 --> 00:05:23.000]  你不希望耶和華的日子來
[00:05:23.000 --> 00:05:25.000]  請問耶和華跟主有什麼差別
[00:05:25.000 --> 00:05:29.000]  都是一樣的 是不是
[00:05:29.000 --> 00:05:33.000]  但是舊約這邊讓我們看一件事情
[00:05:33.000 --> 00:05:35.000]  這個火的毀滅
[00:05:35.000 --> 00:05:38.000]  代表著是審判
[00:05:39.000 --> 00:05:43.000]  代表著神對這個人類世界的
[00:05:43.000 --> 00:05:45.000]  一個最後的終局的一個審判
[00:05:45.000 --> 00:05:47.000]  對不對
[00:05:47.000 --> 00:05:49.000]  那主的日子呢
[00:05:49.000 --> 00:05:51.000]  也說這個是要消滅啊
[00:05:51.000 --> 00:05:54.000]  要被火所燒滅啊
[00:05:54.000 --> 00:05:57.000]  是不是
[00:05:57.000 --> 00:05:59.000]  所以總之結果是一樣的
[00:05:59.000 --> 00:06:00.000]  將來有一天
[00:06:00.000 --> 00:06:03.000]  整個世界要被什麼所毀滅
[00:06:03.000 --> 00:06:06.000]  被火
[00:06:08.000 --> 00:06:10.000]  你要不要那一天來到
[00:06:10.000 --> 00:06:14.000]  再問一句 你要不要那一天來到
[00:06:14.000 --> 00:06:16.000]  要
[00:06:16.000 --> 00:06:18.000]  不要
[00:06:18.000 --> 00:06:23.000]  不管你要不要
[00:06:23.000 --> 00:06:24.000]  那一天會不會來
[00:06:24.000 --> 00:06:26.000]  會
[00:06:26.000 --> 00:06:28.000]  遷就什麼
[00:06:28.000 --> 00:06:33.000]  所以你要讀聖經啊
[00:06:33.000 --> 00:06:37.000]  你才知道怎麼去預備這些事情
[00:06:39.000 --> 00:06:41.000]  沒有一個人從人性裡面角度來講
[00:06:41.000 --> 00:06:43.000]  沒有一個人喜歡看見這種事情發生
[00:06:43.000 --> 00:06:45.000]  是不是
[00:06:45.000 --> 00:06:47.000]  但是親愛的劉子妹
[00:06:47.000 --> 00:06:50.000]  神因著他公義的緣故
[00:06:50.000 --> 00:06:53.000]  他不能夠對罪惡
[00:06:53.000 --> 00:06:55.000]  他不管
[00:06:55.000 --> 00:06:57.000]  他不能夠好像沒有感覺一樣
[00:06:57.000 --> 00:07:00.000]  親愛的劉子妹你我都有感覺了
[00:07:00.000 --> 00:07:04.000]  請問洛杉磯是不是罪惡
[00:07:04.000 --> 00:07:06.000]  是嗎
[00:07:08.000 --> 00:07:10.000]  當然全美國都罪了
[00:07:10.000 --> 00:07:12.000]  但是我們洛杉磯啊
[00:07:12.000 --> 00:07:19.000]  我們也不能說是罪惡的大本營
[00:07:19.000 --> 00:07:23.000]  當然有人是這樣講
[00:07:23.000 --> 00:07:26.000]  但是親愛的劉子妹你知道嗎
[00:07:26.000 --> 00:07:29.000]  我曾經讀過一個文章
[00:07:29.000 --> 00:07:31.000]  裡面說
[00:07:31.000 --> 00:07:34.000]  在好萊塢的地下工廠
[00:07:34.000 --> 00:07:37.000]  還有地下工廠
[00:07:37.000 --> 00:07:39.000]  這些地下工廠做什麼的
[00:07:39.000 --> 00:07:44.000]  專門製造色情的這種影片
[00:07:44.000 --> 00:07:49.000]  這個色情的工廠
[00:07:49.000 --> 00:07:53.000]  它供應著全世界的
[00:07:53.000 --> 00:07:58.000]  可以說大部分的這個色情的影片
[00:07:58.000 --> 00:08:01.000]  是從洛杉磯這些地下工廠製造出來的
[00:08:05.000 --> 00:08:07.000]  那更不要說
[00:08:07.000 --> 00:08:12.000]  洛杉磯的這些一般的所謂的電影製片
[00:08:12.000 --> 00:08:15.000]  請問現在好萊塢製片出來的東西
[00:08:15.000 --> 00:08:16.000]  你有看過嗎
[00:08:16.000 --> 00:08:20.000]  假設你要替孩子來選擇的話
[00:08:20.000 --> 00:08:22.000]  有多少影片你可以看
[00:08:22.000 --> 00:08:25.000]  我最近在這個飛機上面
[00:08:25.000 --> 00:08:28.000]  我就坦白說
[00:08:28.000 --> 00:08:32.000]  我除了去看那些比較什麼有意義的
[00:08:32.000 --> 00:08:34.000]  一些有知識的東西
[00:08:35.000 --> 00:08:38.000]  我實在不願意把我的時間浪費在看
[00:08:38.000 --> 00:08:41.000]  坐飛機最容易浪費時間做什麼
[00:08:41.000 --> 00:08:43.000]  看電影
[00:08:43.000 --> 00:08:50.000]  但是我去看一下它裡面的這些影片
[00:08:50.000 --> 00:08:51.000]  包括電視的
[00:08:51.000 --> 00:08:53.000]  包括這個電影的
[00:08:53.000 --> 00:08:54.000]  我上去看
[00:08:54.000 --> 00:08:56.000]  我實在說
[00:08:56.000 --> 00:09:03.000]  這代表著今天我們的水平越來越差
[00:09:05.000 --> 00:09:07.000]  很多演的那些東西
[00:09:07.000 --> 00:09:10.000]  真的都是亂七八糟
[00:09:10.000 --> 00:09:12.000]  是不是
[00:09:12.000 --> 00:09:16.000]  所以你說你現在看電影看什麼電影
[00:09:16.000 --> 00:09:20.000]  真的要看一個好的電影
[00:09:20.000 --> 00:09:22.000]  健康的影片已經很不容易了
[00:09:22.000 --> 00:09:24.000]  所以
[00:09:24.000 --> 00:09:30.000]  彼得在這裡告訴我們說
[00:09:30.000 --> 00:09:34.000]  主的日子要像誰一樣來到
[00:09:35.000 --> 00:09:37.000]  那個日子是
[00:09:37.000 --> 00:09:41.000]  就是整個的世界有一天都要被消化
[00:09:41.000 --> 00:09:43.000]  這個是聖經已經講了
[00:09:43.000 --> 00:09:45.000]  這是已經決定的事情
[00:09:45.000 --> 00:09:46.000]  這個不需要你投票
[00:09:46.000 --> 00:09:49.000]  這個不需要美國舉行一個公投
[00:09:49.000 --> 00:09:51.000]  這不需要我們人類舉行一個公投
[00:09:51.000 --> 00:09:53.000]  這是上帝已經決定的事情
[00:09:53.000 --> 00:09:57.000]  這個世界有一天一定會結束
[00:09:57.000 --> 00:09:59.000]  而且是被火所消滅
[00:09:59.000 --> 00:10:02.000]  那麼這是我們今天第一個要思想的
[00:10:02.000 --> 00:10:04.000]  洛杉磯的大火
[00:10:05.000 --> 00:10:07.000]  是不是蠻像的
[00:10:07.000 --> 00:10:13.000]  以前我們沒有這麼多知識的時候
[00:10:13.000 --> 00:10:15.000]  我們就想到說
[00:10:15.000 --> 00:10:18.000]  整個世界被火消滅
[00:10:18.000 --> 00:10:21.000]  怎麼可能呢
[00:10:21.000 --> 00:10:24.000]  我們就想出了一個可能性
[00:10:24.000 --> 00:10:25.000]  什麼可能性
[00:10:25.000 --> 00:10:27.000]  就是
[00:10:27.000 --> 00:10:32.000]  如果全世界擁有核子彈原子彈的這些國家
[00:10:32.000 --> 00:10:34.000]  發動第三次世界大戰
[00:10:34.000 --> 00:10:37.000]  全部的核子彈通通把它射出去的話
[00:10:37.000 --> 00:10:39.000]  那麼
[00:10:39.000 --> 00:10:41.000]  世界末日一定來臨
[00:10:41.000 --> 00:10:46.000]  這是科學統計裡面可以告訴你的這一個事情
[00:10:46.000 --> 00:10:48.000]  但是現在 弟兄姊妹
[00:10:48.000 --> 00:10:50.000]  這一次的洛杉磯的大火
[00:10:50.000 --> 00:10:58.000]  上帝有沒有可能從天降下火來
[00:10:58.000 --> 00:11:01.000]  有沒有可能
[00:11:05.000 --> 00:11:07.000]  這已經不是第一次了
[00:11:07.000 --> 00:11:09.000]  對不對
[00:11:09.000 --> 00:11:10.000]  住在洛杉磯的
[00:11:10.000 --> 00:11:12.000]  我們住在那個地方 靠山邊
[00:11:12.000 --> 00:11:16.000]  這個事情我已經印象中不是第一次了
[00:11:16.000 --> 00:11:18.000]  好幾次了 對不對
[00:11:18.000 --> 00:11:21.000]  現在這個天氣你不管說它是 global warming
[00:11:21.000 --> 00:11:23.000]  全球軟化或什麼原因
[00:11:23.000 --> 00:11:24.000]  但親愛的兄姊妹
[00:11:24.000 --> 00:11:25.000]  整個世界你可以看見
[00:11:25.000 --> 00:11:28.000]  這一次的那個 Santa Ana 風強到一個地步
[00:11:28.000 --> 00:11:30.000]  哇 燒的
[00:11:30.000 --> 00:11:32.000]  這是很厲害
[00:11:33.000 --> 00:11:36.000]  上帝有沒有可能興起這樣的作為 可以
[00:11:36.000 --> 00:11:39.000]  上帝要真實要毀滅這個世界太簡單了 是不是
[00:11:39.000 --> 00:11:42.000]  所以親愛的兄姊妹
[00:11:42.000 --> 00:11:43.000]  將來記得
[00:11:43.000 --> 00:11:45.000]  最後的結局
[00:11:45.000 --> 00:11:48.000]  就是整個世界要被毀滅
[00:11:48.000 --> 00:11:51.000]  你說 哎呀 沒關係啦
[00:11:51.000 --> 00:11:53.000]  那個天不知道什麼時候來的
[00:11:53.000 --> 00:11:54.000]  就好像說
[00:11:54.000 --> 00:11:57.000]  到了我們這個年紀的人都開始想說
[00:11:57.000 --> 00:12:01.000]  social security 哪一天會破產
[00:12:03.000 --> 00:12:05.000]  所以年輕人現在想說我不要交了
[00:12:05.000 --> 00:12:08.000]  因為不知道等到我可以領的時候
[00:12:08.000 --> 00:12:11.000]  可能美國政府的 social security 破產 是不是
[00:12:11.000 --> 00:12:15.000]  好 那親愛的兄姊妹
[00:12:15.000 --> 00:12:16.000]  請問
[00:12:16.000 --> 00:12:19.000]  按照我接到的資料
[00:12:19.000 --> 00:12:21.000]  social security
[00:12:21.000 --> 00:12:25.000]  大概在我有生之年還不會破產
[00:12:25.000 --> 00:12:27.000]  當然我也不能講
[00:12:27.000 --> 00:12:29.000]  我有生之年我可以活多久
[00:12:29.000 --> 00:12:32.000]  我是算他大概活到八十歲的那個情況
[00:12:34.000 --> 00:12:35.000]  但是親愛的兄姊妹
[00:12:35.000 --> 00:12:39.000]  you never know 對不對
[00:12:39.000 --> 00:12:41.000]  你不知道 你不知道如何
[00:12:41.000 --> 00:12:43.000]  聽說現在這個
[00:12:43.000 --> 00:12:46.000]  這個也有很多的國家
[00:12:46.000 --> 00:12:47.000]  跟我們一樣
[00:12:47.000 --> 00:12:49.000]  中國也好 台灣也好
[00:12:49.000 --> 00:12:51.000]  現在大家都不願意交保費 為什麼
[00:12:51.000 --> 00:12:55.000]  因為怕有一天政府沒錢了
[00:12:55.000 --> 00:12:56.000]  發不出錢來了
[00:12:56.000 --> 00:12:57.000]  親愛的兄姊妹
[00:12:57.000 --> 00:13:01.000]  那我們沒有辦法知道將來如何 對不對
[00:13:02.000 --> 00:13:04.000]  可是親愛的兄姊妹 我們知道一件事情
[00:13:04.000 --> 00:13:06.000]  我們知道一件事情
[00:13:06.000 --> 00:13:07.000]  就是
[00:13:07.000 --> 00:13:10.000]  將來這個世界一定會滅亡
[00:13:10.000 --> 00:13:13.000]  那什麼時候滅亡 誰知道
[00:13:13.000 --> 00:13:17.000]  這裡說主的日子 誰知道呢
[00:13:17.000 --> 00:13:20.000]  聖經上你沒告訴我誰知道主的日子
[00:13:20.000 --> 00:13:22.000]  沒有一個人知道 是不是
[00:13:22.000 --> 00:13:25.000]  只有父知道 連子自己也不知道
[00:13:25.000 --> 00:13:26.000]  但是親愛的兄姊妹
[00:13:26.000 --> 00:13:27.000]  我今天
[00:13:27.000 --> 00:13:30.000]  讓你看見一件事情
[00:13:30.000 --> 00:13:32.000]  主的日子
[00:13:32.000 --> 00:13:35.000]  除了是一個毀滅的日子
[00:13:35.000 --> 00:13:37.000]  是一個審判的日子
[00:13:37.000 --> 00:13:38.000]  但是同樣
[00:13:38.000 --> 00:13:41.000]  主的日子也是一個什麼日子呢
[00:13:41.000 --> 00:13:43.000]  也是一個榮耀的日子
[00:13:43.000 --> 00:13:46.000]  也是一個充滿盼望的日子
[00:13:46.000 --> 00:13:47.000]  Amen
[00:13:47.000 --> 00:13:49.000]  所以這是我們今天
[00:13:49.000 --> 00:13:52.000]  好像看起來是很吊詭的
[00:13:52.000 --> 00:13:55.000]  好像兩個很不搭嘎的 對不對
[00:13:55.000 --> 00:13:56.000]  兩個這樣子的一個message
[00:13:56.000 --> 00:13:58.000]  怎麼樣子能夠呈現在一起
[00:13:58.000 --> 00:14:01.000]  就好像說神的公義跟慈愛
[00:14:01.000 --> 00:14:02.000]  怎麼能夠結合在一起
[00:14:02.000 --> 00:14:04.000]  祂就是可以
[00:14:04.000 --> 00:14:05.000]  祂就是神
[00:14:05.000 --> 00:14:07.000]  祂能夠將這兩個
[00:14:07.000 --> 00:14:09.000]  完美的結合在一起
[00:14:09.000 --> 00:14:11.000]  一方面我們看見神的公義
[00:14:11.000 --> 00:14:13.000]  我們知道神必定要來審判
[00:14:13.000 --> 00:14:15.000]  但另外一方面
[00:14:15.000 --> 00:14:17.000]  我們看見神的慈愛
[00:14:17.000 --> 00:14:18.000]  我們知道
[00:14:18.000 --> 00:14:21.000]  祂一定要來迎接
[00:14:21.000 --> 00:14:24.000]  那些愛祂跟隨祂的人
[00:14:24.000 --> 00:14:25.000]  Amen
[00:14:25.000 --> 00:14:29.000]  所以這是我們今天神的兒女我們的盼望
[00:14:29.000 --> 00:14:30.000]  好
[00:14:30.000 --> 00:14:33.000]  那麼既然這裡告訴我們說
[00:14:33.000 --> 00:14:37.000]  主的日子要像賊一樣來到
[00:14:37.000 --> 00:14:39.000]  所以彼得在這裡告訴我們說
[00:14:39.000 --> 00:14:45.000]  我們要切切仰望主的再來
[00:14:45.000 --> 00:14:48.000]  切切仰望神的日子
[00:14:48.000 --> 00:14:49.000]  這句話
[00:14:49.000 --> 00:14:51.000]  切切仰望
[00:14:51.000 --> 00:14:53.000]  可以說
[00:14:53.000 --> 00:14:57.000]  祂原來的意思是尋找
[00:14:57.000 --> 00:14:59.000]  尋找是主動的
[00:14:59.000 --> 00:15:02.000]  尋找而且是急切的
[00:15:02.000 --> 00:15:03.000]  催促
[00:15:03.000 --> 00:15:04.000]  不是被動的
[00:15:04.000 --> 00:15:08.000]  催促這個日子的來到
[00:15:08.000 --> 00:15:10.000]  剛才我問你們大家
[00:15:10.000 --> 00:15:12.000]  你們說最好不要來到
[00:15:12.000 --> 00:15:14.000]  現在我再問大家
[00:15:14.000 --> 00:15:15.000]  主的日子
[00:15:15.000 --> 00:15:16.000]  神的日子
[00:15:16.000 --> 00:15:18.000]  也就是主耶穌要再來
[00:15:18.000 --> 00:15:20.000]  你可不渴望祂來
[00:15:20.000 --> 00:15:24.000]  你可不渴望主快來
[00:15:24.000 --> 00:15:27.000]  好像還是不多
[00:15:27.000 --> 00:15:30.000]  大家還在底背
[00:15:30.000 --> 00:15:34.000]  這個腹中的胎兒快出生了
[00:15:34.000 --> 00:15:37.000]  主來了怎麼辦呢
[00:15:37.000 --> 00:15:38.000]  哎呀
[00:15:38.000 --> 00:15:40.000]  馬上就要結婚了
[00:15:40.000 --> 00:15:42.000]  主來了怎麼辦呢
[00:15:42.000 --> 00:15:43.000]  是不是
[00:15:43.000 --> 00:15:45.000]  很多你的想法
[00:15:45.000 --> 00:15:47.000]  等到主來了時候
[00:15:47.000 --> 00:15:49.000]  好像覺得這一切都不能夠做了
[00:15:49.000 --> 00:15:51.000]  那表示一件事情什麼
[00:15:51.000 --> 00:15:53.000]  那表示一件事情就是說
[00:15:53.000 --> 00:15:54.000]  你覺得
[00:15:54.000 --> 00:15:56.000]  你想要做的這些事情
[00:15:56.000 --> 00:15:58.000]  你期望發生的這些事情
[00:15:58.000 --> 00:15:59.000]  比主更重要
[00:15:59.000 --> 00:16:01.000]  是不是這樣子
[00:16:01.000 --> 00:16:02.000]  所以這個火災
[00:16:02.000 --> 00:16:07.000]  就讓我們思想這個問題
[00:16:07.000 --> 00:16:10.000]  你到底渴望什麼
[00:16:10.000 --> 00:16:13.000]  在我們的一生當中
[00:16:13.000 --> 00:16:15.000]  你最渴望的是什麼
[00:16:15.000 --> 00:16:17.000]  或說在你現在
[00:16:17.000 --> 00:16:21.000]  你最渴望的是什麼
[00:16:21.000 --> 00:16:24.000]  有多少人最渴望
[00:16:24.000 --> 00:16:27.000]  假設我能夠
[00:16:27.000 --> 00:16:29.000]  假設我能夠種個樂透
[00:16:29.000 --> 00:16:33.000]  像有一個種了20億
[00:16:33.000 --> 00:16:37.000]  扣掉稅之後剩下10億
[00:16:37.000 --> 00:16:38.000]  也不錯吧
[00:16:38.000 --> 00:16:40.000]  是不是
[00:16:40.000 --> 00:16:42.000]  假設我能夠種這樣子樂透的
[00:16:42.000 --> 00:16:44.000]  我渴望
[00:16:44.000 --> 00:16:46.000]  來 舉下手
[00:16:46.000 --> 00:16:48.000]  沒關係啦
[00:16:48.000 --> 00:16:49.000]  好了
[00:16:49.000 --> 00:16:51.000]  口笑你今天沒有戴著口罩
[00:16:51.000 --> 00:16:54.000]  所以我沒看見你笑
[00:16:54.000 --> 00:16:55.000]  還有沒有
[00:16:55.000 --> 00:16:56.000]  還有 很好
[00:16:56.000 --> 00:16:57.000]  還有
[00:16:57.000 --> 00:16:58.000]  其他都沒有
[00:16:58.000 --> 00:16:59.000]  還有 寶弟
[00:16:59.000 --> 00:17:03.000]  越來越多人勇敢了
[00:17:03.000 --> 00:17:08.000]  當然我沒有辦法保證你種20億
[00:17:08.000 --> 00:17:12.000]  這一次在瑪麗布還是在哪裡
[00:17:12.000 --> 00:17:14.000]  就有一個我剛才講的
[00:17:14.000 --> 00:17:18.000]  種了樂透20億的人
[00:17:18.000 --> 00:17:21.000]  他買了一棟房子在那邊
[00:17:21.000 --> 00:17:26.000]  被燒掉了
[00:17:26.000 --> 00:17:28.000]  不過他還有好幾棟
[00:17:28.000 --> 00:17:30.000]  在那個沒有被燒掉區
[00:17:30.000 --> 00:17:32.000]  但是也是那個
[00:17:32.000 --> 00:17:35.000]  就被那個撤離的地方
[00:17:35.000 --> 00:17:39.000]  沒有被燒掉
[00:17:39.000 --> 00:17:42.000]  現在說什麼
[00:17:42.000 --> 00:17:43.000]  也許對他來講
[00:17:43.000 --> 00:17:45.000]  燒掉一房子還有好幾棟
[00:17:45.000 --> 00:17:46.000]  是不是
[00:17:46.000 --> 00:17:48.000]  10億
[00:17:48.000 --> 00:17:52.000]  但是現在留著沒
[00:17:52.000 --> 00:17:55.000]  我們所擁有的這些房子
[00:17:55.000 --> 00:17:59.000]  所擁有的這些的物質
[00:17:59.000 --> 00:18:07.000]  它可以保存多久
[00:18:07.000 --> 00:18:10.000]  你所渴望的這一切的東西
[00:18:10.000 --> 00:18:13.000]  不管是物質的
[00:18:13.000 --> 00:18:14.000]  不管是錢財
[00:18:14.000 --> 00:18:15.000]  不管是房子
[00:18:15.000 --> 00:18:17.000]  是車子
[00:18:17.000 --> 00:18:20.000]  保時捷
[00:18:20.000 --> 00:18:23.000]  遊艇
[00:18:23.000 --> 00:18:25.000]  當這個大火發生的時候
[00:18:25.000 --> 00:18:30.000]  請問遊艇可以跑跳嗎
[00:18:30.000 --> 00:18:36.000]  保時捷是跑車對不對
[00:18:36.000 --> 00:18:39.000]  對不起
[00:18:39.000 --> 00:18:43.000]  因為我看到一個文章裡面在講說
[00:18:43.000 --> 00:18:47.000]  他說這些種樂透的人
[00:18:47.000 --> 00:18:49.000]  他說他們當中有些人
[00:18:49.000 --> 00:18:52.000]  就是為什麼會最後破產
[00:18:52.000 --> 00:18:53.000]  就是因為他們
[00:18:53.000 --> 00:18:56.000]  他們以為他們種到的是
[00:18:56.000 --> 00:18:59.000]  可以
[00:18:59.000 --> 00:19:00.000]  就是說好像是
[00:19:00.000 --> 00:19:05.000]  可以每個月拿到月薪的那種錢
[00:19:05.000 --> 00:19:07.000]  他忘掉這個東西是
[00:19:07.000 --> 00:19:08.000]  一筆錢給了你
[00:19:08.000 --> 00:19:10.000]  那你需要去懂得怎麼投資
[00:19:10.000 --> 00:19:11.000]  你懂我意思嗎
[00:19:11.000 --> 00:19:13.000]  所以有的人一拿了錢就買
[00:19:13.000 --> 00:19:14.000]  買保時捷
[00:19:14.000 --> 00:19:17.000]  他說最糟糕的就是什麼
[00:19:17.000 --> 00:19:20.000]  就去買了像保時捷跟遊艇
[00:19:20.000 --> 00:19:21.000]  他說這種東西
[00:19:21.000 --> 00:19:25.000]  根本你不太會用的東西
[00:19:25.000 --> 00:19:28.000]  好了請問
[00:19:28.000 --> 00:19:31.000]  火這麼大火一燒
[00:19:31.000 --> 00:19:36.000]  請問你可以拿什麼東西走
[00:19:36.000 --> 00:19:38.000]  所以這一次
[00:19:38.000 --> 00:19:41.000]  在這個消防員
[00:19:41.000 --> 00:19:43.000]  來到這些地方的時候
[00:19:43.000 --> 00:19:52.000]  他就說是要給
[00:19:52.000 --> 00:19:54.000]  給這些這個
[00:19:54.000 --> 00:19:57.000]  給大家一些的機會
[00:19:57.000 --> 00:19:59.000]  看看你要怎麼樣子
[00:19:59.000 --> 00:20:01.000]  什麼東西要預備好
[00:20:01.000 --> 00:20:03.000]  隨時要拿走對不對
[00:20:03.000 --> 00:20:05.000]  你看看這些人
[00:20:05.000 --> 00:20:07.000]  他根本都沒有機會
[00:20:07.000 --> 00:20:09.000]  這次的影星當中
[00:20:09.000 --> 00:20:10.000]  大概有好多個
[00:20:10.000 --> 00:20:11.000]  這上面列出來
[00:20:11.000 --> 00:20:12.000]  有些我也不太清楚
[00:20:12.000 --> 00:20:14.000]  我只知道我看了有一個
[00:20:14.000 --> 00:20:18.000]  叫做什麼
[00:20:18.000 --> 00:20:23.000]  詹姆斯沃斯
[00:20:23.000 --> 00:20:25.000]  大家知道這個人嗎
