
[00:00:00.000 --> 00:00:02.620]  今天的題目叫《苦盡甘來一母親》
[00:03:19.280 --> 00:03:23.200]  以致我們不是那麼所謂的reactive
[00:03:23.200 --> 00:03:25.560]  不是一個反應式的
[00:03:25.560 --> 00:03:28.000]  而是我們一個回應式的
[00:03:28.000 --> 00:03:29.400]  我們要responsive
[00:03:29.400 --> 00:03:30.280]  我們要回應
[00:03:30.280 --> 00:03:32.560]  但我們不是單純反應
[00:03:32.560 --> 00:03:35.400]  因為反應很多時候是基於我們的情感
[00:03:35.400 --> 00:03:38.120]  所以我們就順從這些所謂的
[00:03:38.120 --> 00:03:39.640]  history happening
[00:03:39.640 --> 00:03:41.120]  發生的事開始
[00:03:41.120 --> 00:03:43.480]  去看一下整個進程應該怎樣
[00:03:43.480 --> 00:03:45.360]  我希望可以幫到大英智慧
[00:03:45.360 --> 00:03:47.640]  去看到他們經歷過這些事情之後
[00:03:47.640 --> 00:03:51.040]  上帝的作為怎樣出現
[00:03:51.040 --> 00:03:52.000]  你知道我講到
[00:03:52.000 --> 00:03:53.840]  我也很喜歡用我自己的見證
[00:03:53.840 --> 00:03:56.040]  因為我覺得上帝在我生命裏面
[00:03:56.040 --> 00:03:57.120]  有很多的
[00:03:57.120 --> 00:03:58.840]  不是只有說這些東西
[00:03:58.840 --> 00:04:00.920]  而是我生命裏面能夠經歷到的
[00:04:00.920 --> 00:04:03.040]  我都希望跟大家頂接會分享
[00:04:03.040 --> 00:04:05.760]  我亦都講完經文之後
[00:04:05.760 --> 00:04:07.880]  會跟大家分享我自己生命裏面
[00:04:07.880 --> 00:04:09.000]  一個我覺得
[00:04:09.000 --> 00:04:11.800]  在人生裏面一個很大的一個經歷
[00:04:11.800 --> 00:04:14.960]  就是經過這些反省的思考的時候
[00:04:14.960 --> 00:04:16.920]  我們能夠經歷
[00:04:16.920 --> 00:04:18.360]  不同的風暴
[00:04:18.360 --> 00:04:19.400]  以致最後
[00:04:19.400 --> 00:04:21.960]  能夠看到為什麼上帝是平靜
[00:04:21.960 --> 00:04:23.640]  這個風浪
[00:04:23.640 --> 00:04:25.080]  現實的景況
[00:04:25.080 --> 00:04:26.800]  山窮水盡
[00:04:26.800 --> 00:04:27.520]  你看看
[00:04:27.520 --> 00:04:30.640]  一個女人
[00:04:30.640 --> 00:04:33.400]  帶了一個十四歲的少年人
[00:04:33.400 --> 00:04:35.800]  還未完全長大
[00:04:35.800 --> 00:04:38.040]  被趕走出家門
[00:04:38.040 --> 00:04:39.200]  阿巴拉罕
[00:04:39.200 --> 00:04:40.360]  聽見上帝安慰之後
[00:04:40.360 --> 00:04:42.640]  但他都很愛這一個的侍女
[00:04:42.640 --> 00:04:44.480]  於是這個妾侍
[00:04:44.480 --> 00:04:50.480]  於是就預備了一袋水和一些餅
[00:04:50.480 --> 00:04:52.640]  就叫她離開
[00:04:52.640 --> 00:04:54.000]  因為她是從埃及來
[00:04:54.000 --> 00:04:56.080]  所以很明顯就是她出了曠野之後
[00:04:56.080 --> 00:04:58.320]  她希望回到外家
[00:04:58.320 --> 00:05:00.360]  就是她自己認識的家鄉
[00:05:00.360 --> 00:05:02.160]  但是在這個曠野當中
[00:05:02.160 --> 00:05:05.040]  當時又沒有GPS
[00:05:05.040 --> 00:05:07.480]  亦都沒有convenience store
[00:05:07.480 --> 00:05:09.600]  所以你一出了曠野裏面
[00:05:09.600 --> 00:05:11.320]  曠野是很危險的一個地方
[00:05:11.320 --> 00:05:13.960]  因為有很多的賊
[00:05:13.960 --> 00:05:15.440]  很多的壞人
[00:05:15.440 --> 00:05:17.560]  亦都有很多的野獸
[00:05:17.560 --> 00:05:18.720]  在當中會出現
[00:05:18.720 --> 00:05:20.280]  所以你想想一個女人
[00:05:20.280 --> 00:05:23.320]  帶了一個十四歲的少年人
[00:05:23.320 --> 00:05:24.400]  走出去
[00:05:24.400 --> 00:05:26.520]  接著烈日底下
[00:05:26.520 --> 00:05:28.840]  水喝光了
[00:05:28.840 --> 00:05:30.320]  接著她迷路
[00:05:30.320 --> 00:05:31.160]  這個講的就是
[00:05:31.160 --> 00:05:35.120]  她在別士巴的曠野流浪
[00:05:35.120 --> 00:05:36.040]  怎麼會流浪呢
[00:05:36.040 --> 00:05:38.120]  就是因為迷失了方向
[00:05:38.120 --> 00:05:41.440]  因為沒有GPS
[00:05:41.440 --> 00:05:43.960]  於是不知道要去哪裡
[00:05:43.960 --> 00:05:45.080]  接著水都用光了
[00:05:45.080 --> 00:05:47.600]  這天當中怎麼辦呢
[00:05:47.600 --> 00:05:48.680]  她們會死
[00:05:48.680 --> 00:05:50.680]  於是她們將以實瑪利
[00:05:50.680 --> 00:05:52.040]  放在了一棵小樹底下
[00:05:52.040 --> 00:05:53.680]  因為做媽媽的
[00:05:53.680 --> 00:05:55.640]  她不想兒子那麼辛苦
[00:05:55.640 --> 00:05:56.360]  沒有水喝
[00:05:56.360 --> 00:05:57.800]  沒有東西吃
[00:05:57.800 --> 00:05:59.560]  就在小樹底下
[00:05:59.560 --> 00:06:01.840]  在有遮蓋的底下
[00:06:01.840 --> 00:06:03.240]  不用她那麼辛苦
[00:06:03.240 --> 00:06:05.480]  接著下甲就走開
[00:06:05.480 --> 00:06:07.400]  一戰朱元祺都挺遠的
[00:06:07.400 --> 00:06:09.560]  就是她是很遠地看到
[00:06:09.560 --> 00:06:11.480]  但她為什麼要走開呢
[00:06:11.480 --> 00:06:14.440]  就是她不忍心看到兒子死
[00:06:14.440 --> 00:06:16.120]  因為放她在小樹下
[00:06:16.120 --> 00:06:17.480]  可能是乾死了
[00:06:17.480 --> 00:06:18.040]  曬死了
[00:06:18.040 --> 00:06:20.000]  可能有野獸吃了她
[00:06:20.000 --> 00:06:21.120]  但是她不忍心
[00:06:21.120 --> 00:06:22.640]  於是她就離開
[00:06:22.640 --> 00:06:23.640]  很遠的地方
[00:06:23.640 --> 00:06:24.520]  看著
[00:06:24.520 --> 00:06:27.160]  她說我們一定會死
[00:06:27.160 --> 00:06:28.720]  接著我不知道
[00:06:28.720 --> 00:06:30.440]  我們面對這樣的情況
[00:06:30.440 --> 00:06:32.160]  就是絕境
[00:06:32.160 --> 00:06:33.880]  好像保羅在哥倫多後書
[00:06:33.880 --> 00:06:35.880]  一開始的時候說的就是
[00:06:35.880 --> 00:06:36.960]  遇到的情況
[00:06:36.960 --> 00:06:40.040]  好像連活命的指望都沒有
[00:06:40.040 --> 00:06:42.160]  想著必定死
[00:06:42.160 --> 00:06:43.640]  但是誰知道
[00:06:43.640 --> 00:06:45.880]  這位又真又活的上帝
[00:06:45.880 --> 00:06:47.480]  又有出路給他
[00:06:47.480 --> 00:06:48.880]  我們看看
[00:06:48.880 --> 00:06:52.080]  那種情況不是說
[00:06:52.080 --> 00:06:56.560]  一些所謂的正面心理學
[00:06:56.560 --> 00:06:59.000]  告訴你就是
[00:06:59.000 --> 00:07:03.840]  你一味望向正面看就可以了
[00:07:03.840 --> 00:07:05.720]  你被抓去坐牢
[00:07:05.720 --> 00:07:07.960]  就當住酒店
[00:07:07.960 --> 00:07:11.240]  你跟老婆吵架
[00:07:11.240 --> 00:07:11.960]  她罵你
[00:07:11.960 --> 00:07:13.200]  就當唱歌
[00:07:13.200 --> 00:07:15.920]  總之你一味正面
[00:07:15.920 --> 00:07:16.920]  解決問題
[00:07:16.920 --> 00:07:17.640]  但是不是的
[00:07:17.640 --> 00:07:21.280]  現在她真的面對這樣的挑戰
[00:07:21.280 --> 00:07:23.400]  通常下甲跟很多人一樣
[00:07:23.400 --> 00:07:24.800]  當面對這些的時候
[00:07:24.800 --> 00:07:27.600]  他就難過
[00:07:27.600 --> 00:07:28.440]  憂傷
[00:07:28.440 --> 00:07:30.360]  好像阿伯拉罕一樣
[00:07:30.360 --> 00:07:32.440]  憂傷不知道怎麼做
[00:07:32.440 --> 00:07:34.280]  甚至傑斯底氣說
[00:07:34.280 --> 00:07:36.440]  我沒有希望我絕望了
[00:07:36.440 --> 00:07:38.120]  我要死了
[00:07:38.120 --> 00:07:40.640]  上帝第一件事提醒她的就是
[00:07:40.640 --> 00:07:43.240]  我們做任何的反應
[00:07:43.240 --> 00:07:45.840]  和情感的表達之先
[00:07:45.840 --> 00:07:48.280]  會不會搞清楚
[00:07:48.280 --> 00:07:53.600]  我們面對的警況是什麼
[00:07:53.600 --> 00:07:56.600]  究竟為什麼會有這件事出現
[00:07:56.600 --> 00:07:59.160]  背後的原因是什麼
[00:07:59.160 --> 00:08:00.200]  因為很多時候我們看見
[00:08:00.200 --> 00:08:02.040]  就是一個一個的警況
[00:08:02.040 --> 00:08:03.760]  一個一個的處境
[00:08:03.760 --> 00:08:07.120]  自己出來就是一些很不好的事情
[00:08:07.120 --> 00:08:08.160]  但是大家有沒有了解一下
[00:08:08.160 --> 00:08:11.200]  為什麼會有這樣的警況出現
[00:08:11.200 --> 00:08:12.600]  上帝首先要我們
[00:08:12.600 --> 00:08:15.160]  不是傑斯底氣去回應
[00:08:15.160 --> 00:08:16.680]  不是做任何的決定
[00:08:16.680 --> 00:08:19.760]  而是我們首先在資訊方面
[00:08:19.760 --> 00:08:21.560]  看清楚
[00:08:21.560 --> 00:08:23.400]  我們面對的是什麼
[00:08:23.400 --> 00:08:26.920]  背後面對的是什麼
[00:08:26.920 --> 00:08:29.600]  上帝第一個回應就是
[00:08:29.600 --> 00:08:30.520]  問她一條問題
[00:08:30.520 --> 00:08:34.000]  就是下甲你為何這樣
[00:08:34.000 --> 00:08:34.640]  大家知道嗎
[00:08:34.640 --> 00:08:35.840]  上帝在聖經裡面
[00:08:35.840 --> 00:08:37.920]  很喜歡問人問題
[00:08:37.920 --> 00:08:39.560]  其實今天上帝問的問題就是
[00:08:39.560 --> 00:08:41.800]  今天要我們都問問題
[00:08:41.800 --> 00:08:42.880]  因為上帝問的問題
[00:08:42.880 --> 00:08:44.280]  不是上帝不知道的
[00:08:44.280 --> 00:08:45.240]  上帝有很多問題
[00:08:45.240 --> 00:08:46.280]  我只是抽一點出來
[00:08:46.280 --> 00:08:46.880]  大家都知道
[00:08:46.880 --> 00:08:48.120]  又或者對亞當說
[00:08:48.120 --> 00:08:48.920]  你犯了罪之後
[00:08:48.920 --> 00:08:51.520]  亞當你在哪裡
[00:08:51.520 --> 00:08:53.960]  上帝是不是不知道亞當你在哪裡
[00:08:53.960 --> 00:08:54.680]  無所不在
[00:08:54.680 --> 00:08:56.440]  上帝怎麼會不知道
[00:08:56.440 --> 00:08:57.640]  上帝是在問亞當
[00:08:57.640 --> 00:08:59.400]  你可不可以問問自己一個問題
[00:08:59.400 --> 00:09:00.840]  你的處境在哪裡
[00:09:00.840 --> 00:09:01.920]  為什麼你要躲起來
[00:09:01.920 --> 00:09:04.440]  為什麼你要找樹葉遮蓋自己的身體
[00:09:04.440 --> 00:09:05.520]  為什麼你會覺得羞恥
[00:09:05.520 --> 00:09:06.920]  為什麼
[00:09:06.920 --> 00:09:09.240]  當那個人殺了亞伯之後
[00:09:09.240 --> 00:09:11.800]  上帝又即時問他一個問題
[00:09:11.800 --> 00:09:15.920]  你的弟弟亞伯在哪裡
[00:09:15.920 --> 00:09:17.840]  是不是瑞士埋在地上之後
[00:09:17.840 --> 00:09:19.280]  上帝看不到呢
[00:09:19.280 --> 00:09:20.000]  當然不是
[00:09:20.000 --> 00:09:21.360]  上帝知道
[00:09:21.360 --> 00:09:24.400]  但是他又問你弟弟在哪裡
[00:09:24.400 --> 00:09:25.400]  其實他問的是
[00:09:25.400 --> 00:09:27.600]  他想我們自己去問
[00:09:27.600 --> 00:09:28.640]  問這個問題
[00:09:28.640 --> 00:09:31.400]  當摩西不斷殺太極
[00:09:31.400 --> 00:09:32.760]  上帝不要找我了
[00:09:32.760 --> 00:09:34.120]  就是不要找我
[00:09:34.120 --> 00:09:37.440]  然後耶和華對摩西說
[00:09:37.440 --> 00:09:40.640]  你的手裡是什麼
[00:09:40.640 --> 00:09:43.440]  你看看你手裡的那根神棍
[00:09:43.440 --> 00:09:44.600]  是不是
[00:09:44.600 --> 00:09:45.600]  為什麼有這根棍
[00:09:45.600 --> 00:09:46.000]  是不是
[00:09:46.000 --> 00:09:48.120]  就是要領導羊群
[00:09:48.120 --> 00:09:50.000]  要有牧羊
[00:09:50.000 --> 00:09:50.800]  是不是
[00:09:50.800 --> 00:09:53.600]  這個是你的目的
[00:09:53.600 --> 00:09:55.880]  是上帝賜給你的
[00:09:55.880 --> 00:09:57.640]  薩姆爾當高立了蘇羅之後
[00:09:57.640 --> 00:09:59.320]  離開上帝
[00:09:59.320 --> 00:10:00.240]  他一味悲傷
[00:10:00.240 --> 00:10:01.920]  什麼都做不到
[00:10:01.920 --> 00:10:03.840]  耶和華就對薩姆爾說
[00:10:03.840 --> 00:10:09.080]  你為他悲傷要到什麼時候呢
[00:10:09.080 --> 00:10:09.960]  上帝不知道
[00:10:09.960 --> 00:10:10.760]  上帝知道
[00:10:10.760 --> 00:10:13.560]  但是上帝要我們問這個問題
[00:10:13.560 --> 00:10:15.160]  上次我說到平靜風浪
[00:10:15.160 --> 00:10:17.160]  為什麼你這麼害怕
[00:10:17.160 --> 00:10:18.040]  你們這些漁夫
[00:10:18.040 --> 00:10:20.000]  很懂得面對風浪
[00:10:20.000 --> 00:10:21.000]  為什麼你害怕
[00:10:21.000 --> 00:10:22.280]  害怕是因為
[00:10:22.280 --> 00:10:26.240]  你們覺得這次死定了
[00:10:26.240 --> 00:10:28.120]  十五年前
[00:10:28.120 --> 00:10:32.120]  當下甲被撒拉趕出去的時候
[00:10:32.120 --> 00:10:34.920]  他還拖著伊索馬尼
[00:10:34.920 --> 00:10:38.840]  他仍然是帶著肚子離家出走
[00:10:38.840 --> 00:10:40.560]  你看看上帝問他什麼
[00:10:40.560 --> 00:10:41.640]  上帝說撒來
[00:10:41.640 --> 00:10:42.760]  就是當時撒來
[00:10:42.760 --> 00:10:45.280]  撒來的婢女下甲
[00:10:45.280 --> 00:10:47.400]  你從那裡來
[00:10:47.400 --> 00:10:50.040]  我覺得上帝真的問得很好
[00:10:50.040 --> 00:10:52.880]  你知不知道你的身份是什麼
[00:10:52.880 --> 00:10:55.240]  你是他的侍女
[00:10:55.240 --> 00:10:57.800]  你的主人罵你幾句
[00:10:57.800 --> 00:10:59.480]  你就走
[00:10:59.480 --> 00:11:01.760]  你要學著去信服聽他的話
[00:11:01.760 --> 00:11:02.880]  因為他是你的主人
[00:11:02.880 --> 00:11:05.360]  你是他的婢女
[00:11:05.360 --> 00:11:07.240]  還有你從哪裡來
[00:11:07.240 --> 00:11:08.960]  你問你去哪裡
[00:11:08.960 --> 00:11:11.920]  帶著肚子
[00:11:11.920 --> 00:11:12.800]  走去曠野那裡
[00:11:12.800 --> 00:11:15.960]  你可以生存得到嗎
[00:11:15.960 --> 00:11:17.960]  但是上帝擺在你這個家庭裡面
[00:11:17.960 --> 00:11:18.960]  他有他的心意
[00:11:18.960 --> 00:11:20.680]  你回不回去了
[00:11:20.680 --> 00:11:22.680]  但是有很多資訊
[00:11:22.680 --> 00:11:25.640]  其實上帝是想我們去問
[00:11:25.640 --> 00:11:26.560]  想我們去思考
[00:11:26.560 --> 00:11:27.680]  想我們經歷過
[00:11:27.680 --> 00:11:29.840]  不要只是看現象
[00:11:29.840 --> 00:11:31.720]  不要只是聽謠言
[00:11:31.720 --> 00:11:35.080]  不要只是看見出現的一些人
[00:11:35.080 --> 00:11:35.800]  跟你說的話
[00:11:35.800 --> 00:11:37.360]  或者一些事實
[00:11:37.360 --> 00:11:38.800]  你要了解清楚
[00:11:38.800 --> 00:11:40.960]  究竟什麼是astig
[00:11:40.960 --> 00:11:44.920]  什麼是我們面對著的情況
[00:11:44.920 --> 00:11:46.680]  我很感謝主
[00:11:46.680 --> 00:11:47.880]  人生裡面很多事情
[00:11:47.880 --> 00:11:50.840]  上帝也給我機會去嘗試
[00:11:50.840 --> 00:11:53.880]  幾年前就被抽中了
[00:11:53.880 --> 00:11:57.760]  去做陪審員
[00:11:57.760 --> 00:12:02.280]  八天在Santa Clara的法庭上
[00:12:02.280 --> 00:12:05.080]  經歷了一次了解到
[00:12:05.080 --> 00:12:06.400]  美國的司法程序
[00:12:06.400 --> 00:12:08.920]  是浪費很多納稅人的錢
[00:12:08.920 --> 00:12:10.880]  以及精神
[00:12:10.880 --> 00:12:11.800]  但anyway
[00:12:11.800 --> 00:12:13.800]  那宗案件很簡單的
[00:12:13.800 --> 00:12:15.760]  就是打老婆
[00:12:15.760 --> 00:12:16.520]  就是打老婆
[00:12:16.520 --> 00:12:17.360]  就是這樣
[00:12:17.360 --> 00:12:19.280]  審了八天
[00:12:19.280 --> 00:12:23.040]  去做陪審員
[00:12:23.040 --> 00:12:27.520]  因為我有好的回應
[00:12:27.520 --> 00:12:29.000]  所以就選了我
[00:12:29.000 --> 00:12:31.240]  坐在陪審員裡面聽
[00:12:31.240 --> 00:12:32.320]  一開始的時候
[00:12:32.320 --> 00:12:37.080]  那宗案件展示在眼前的
[00:12:37.080 --> 00:12:38.800]  就是一個女人
[00:12:38.800 --> 00:12:41.040]  很多相片
[00:12:41.040 --> 00:12:43.720]  整張臉打腫了
[00:12:43.720 --> 00:12:46.440]  手腳也腫了
[00:12:46.440 --> 00:12:48.680]  身體也腫了
[00:12:48.680 --> 00:12:51.600]  哭了
[00:12:51.600 --> 00:12:53.040]  那個女人就在庭上
[00:12:53.040 --> 00:12:53.680]  不停地哭
[00:12:53.680 --> 00:12:55.280]  哭得一不成聲
[00:12:55.280 --> 00:12:57.360]  你看見那個男人
[00:12:57.360 --> 00:12:58.960]  大大隻的
[00:12:58.960 --> 00:13:00.520]  就是這個Hispanic
[00:13:00.520 --> 00:13:02.280]  就是肌肉結實
[00:13:02.280 --> 00:13:04.160]  樣子又醜醜的
[00:13:04.160 --> 00:13:05.400]  總之一看下去就是
[00:13:05.400 --> 00:13:07.080]  肯定是他
[00:13:07.080 --> 00:13:07.560]  是不是
[00:13:07.560 --> 00:13:09.360]  你看見也是他
[00:13:09.360 --> 00:13:10.480]  但心裡面就聽到
[00:13:10.480 --> 00:13:11.920]  是這麼醜的
[00:13:11.920 --> 00:13:12.720]  醜佬是不是
[00:13:12.720 --> 00:13:13.760]  打老婆是不是
[00:13:13.760 --> 00:13:16.520]  好啦 但當案件一路發生
[00:13:16.520 --> 00:13:18.360]  那個Defense的律師
[00:13:18.360 --> 00:13:21.440]  去問那個女人的時候
[00:13:21.440 --> 00:13:25.200]  就慢慢出現了一些疑點
[00:13:25.200 --> 00:13:26.080]  其中一些疑點
[00:13:26.080 --> 00:13:27.320]  例如就說
[00:13:27.320 --> 00:13:29.760]  他發現就是這個女的
[00:13:29.760 --> 00:13:32.000]  她是有一種的嗜好
[00:13:32.000 --> 00:13:33.200]  就是有一種活動
[00:13:33.200 --> 00:13:35.120]  她經常去參加的
[00:13:35.120 --> 00:13:38.640]  就是她是玩自由搏擊的
[00:13:38.640 --> 00:13:41.400]  Kickboxing
[00:13:41.400 --> 00:13:43.400]  那她身上的傷痕
[00:13:43.400 --> 00:13:44.600]  是不是當問的時候
[00:13:44.600 --> 00:13:45.520]  你老公打你哪裡
[00:13:45.520 --> 00:13:47.280]  打你的臉 是不是
[00:13:47.280 --> 00:13:49.720]  打你的臉 為什麼你的大腿會腫的
[00:13:49.720 --> 00:13:50.440]  是不是
[00:13:50.440 --> 00:13:52.200]  那她回答不了
[00:13:52.200 --> 00:13:53.760]  接著她說什麼時候打你
[00:13:53.760 --> 00:13:54.400]  是不是
[00:13:54.400 --> 00:13:55.800]  在門口
[00:13:55.800 --> 00:13:58.000]  在門口整個住宅區
[00:13:58.000 --> 00:14:00.120]  很密度很高的住宅區
[00:14:00.120 --> 00:14:02.480]  兩三點半夜打我
[00:14:02.480 --> 00:14:03.760]  打你的時候有沒有大叫
[00:14:03.760 --> 00:14:04.520]  她說肯定有
[00:14:04.520 --> 00:14:05.560]  痛到飛起 是不是
[00:14:05.560 --> 00:14:07.240]  她當然大叫
[00:14:07.240 --> 00:14:09.520]  但是沒有鄰居聽到
[00:14:09.520 --> 00:14:10.880]  於是很多疑點
[00:14:10.880 --> 00:14:12.680]  但到最後
[00:14:12.680 --> 00:14:14.680]  我們全體陪審員
[00:14:14.680 --> 00:14:18.120]  都是無罪釋放
[00:14:18.120 --> 00:14:19.880]  對那個男人
[00:14:19.880 --> 00:14:21.400]  因為你太多疑點
[00:14:21.400 --> 00:14:22.520]  沒有辦法去解釋
[00:14:22.520 --> 00:14:24.440]  這不代表說他一定沒有做到
[00:14:24.440 --> 00:14:24.920]  是不是
[00:14:24.920 --> 00:14:26.800]  但是你要告一個人
[00:14:26.800 --> 00:14:28.400]  你也要清楚知道
[00:14:28.400 --> 00:14:32.000]  那些資訊裡面發生什麼事情
[00:14:32.000 --> 00:14:32.720]  所以陪審員
[00:14:32.720 --> 00:14:35.280]  當我們面對一些困境的時候
[00:14:35.280 --> 00:14:36.800]  我們要想清楚
[00:14:36.800 --> 00:14:38.240]  我們是不是有足夠資訊
[00:14:38.240 --> 00:14:40.120]  去做一個決定
[00:14:40.120 --> 00:14:41.040]  如果不是的話
[00:14:41.040 --> 00:14:42.040]  我們要了解清楚
[00:14:42.040 --> 00:14:43.920]  究竟什麼是最重要
[00:14:43.920 --> 00:14:48.120]  然後我們才有感情的抒發
[00:14:48.120 --> 00:14:51.520]  當然下甲就是放聲大哭
[00:14:51.520 --> 00:14:53.360]  看到兒子死定了
[00:14:53.360 --> 00:14:54.920]  給你也覺得死定了
[00:14:54.920 --> 00:14:56.960]  沒有出路了
[00:14:56.960 --> 00:14:58.760]  但是上帝就安慰他
[00:14:58.760 --> 00:15:01.560]  不要害怕
[00:15:01.560 --> 00:15:02.240]  他問你問題
[00:15:02.240 --> 00:15:05.240]  要你去思想想清楚
[00:15:05.240 --> 00:15:07.000]  不要這麼快
[00:15:07.000 --> 00:15:10.880]  去揭私底去回應才行
[00:15:10.880 --> 00:15:12.560]  然後上帝就帶他去看
[00:15:12.560 --> 00:15:14.080]  屬靈一方面
[00:15:14.080 --> 00:15:15.680]  究竟上帝在哪裡
