
[00:00:00.000 --> 00:00:08.000]  主持人:好,我們繼續來到思想以弗所學的《肥納比書》第二章。
[00:03:50.000 --> 00:03:54.000]  伊巴弗提,我相信他也同樣在羅馬,
[00:03:54.000 --> 00:03:58.000]  經歷保羅所經歷的很多的迫害,
[00:03:58.000 --> 00:04:01.000]  以及各方面的困難。
[00:04:01.000 --> 00:04:05.000]  我想他在菲律賓去到羅馬的時候,
[00:04:05.000 --> 00:04:08.000]  是預料到會有這些的艱難,
[00:04:08.000 --> 00:04:11.000]  但是他願意與保羅一起,
[00:04:11.000 --> 00:04:15.000]  在艱難的環境裡面作戰。
[00:04:15.000 --> 00:04:21.000]  這個爭戰當然是屬靈的爭戰。
[00:04:21.000 --> 00:04:24.000]  今天在這個末世的時代,
[00:04:24.000 --> 00:04:27.000]  也是魔鬼撒旦傾全力,
[00:04:27.000 --> 00:04:31.000]  好像獅子一樣遍地遊行,
[00:04:31.000 --> 00:04:34.000]  要尋找可吞吃的人,
[00:04:34.000 --> 00:04:36.000]  特別是基督徒。
[00:04:36.000 --> 00:04:38.000]  所以我們需要很小心,
[00:04:38.000 --> 00:04:42.000]  提防魔鬼撒旦在我們身上的工作,
[00:04:42.000 --> 00:04:44.000]  在教會裡面的工作,
[00:04:44.000 --> 00:04:45.000]  讓我們知道,
[00:04:45.000 --> 00:04:51.000]  究竟今天我們屬靈爭戰的敵人是誰。
[00:04:51.000 --> 00:04:55.000]  所以當保羅在羅馬被軟禁的時候,
[00:04:55.000 --> 00:05:00.000]  我們知道有兩個羅馬兵,
[00:05:00.000 --> 00:05:02.000]  穿著軍服,
[00:05:02.000 --> 00:05:07.000]  和他一起鎖在兩邊的手上,
[00:05:07.000 --> 00:05:09.000]  來看守著他。
[00:05:09.000 --> 00:05:12.000]  所以保羅每天這樣面對,
[00:05:12.000 --> 00:05:15.000]  每時刻面對這些羅馬兵的時候,
[00:05:15.000 --> 00:05:19.000]  被他在屬靈上面提醒,
[00:05:19.000 --> 00:05:22.000]  一個基督徒在屬靈爭戰上面,
[00:05:22.000 --> 00:05:25.000]  我們要怎樣像這個羅馬兵一樣,
[00:05:25.000 --> 00:05:28.000]  裝束好我們自己,
[00:05:28.000 --> 00:05:33.000]  然後我們要很好的操練我們所用的屬靈的武器,
[00:05:33.000 --> 00:05:38.000]  來跟魔鬼撒旦有這場的爭戰。
[00:05:38.000 --> 00:05:43.000]  末世是屬靈爭戰激烈的時代,
[00:05:43.000 --> 00:05:47.000]  鄧小姐在這方面要警醒。
[00:05:47.000 --> 00:05:51.000]  我喜歡這個路易斯,CS Lewis,
[00:05:51.000 --> 00:05:53.000]  他在他的著作裡面,
[00:05:53.000 --> 00:05:56.000]  講到我們對魔鬼撒旦,
[00:05:56.000 --> 00:06:00.000]  可以有兩種極端的看法,
[00:06:00.000 --> 00:06:03.000]  一種極端的看法就是,
[00:06:03.000 --> 00:06:05.000]  今天是一個文明的社會,
[00:06:05.000 --> 00:06:07.000]  今天是一個進步的社會,
[00:06:07.000 --> 00:06:12.000]  所以這個世界再沒有魔鬼撒旦的工作,
[00:06:12.000 --> 00:06:19.000]  很多人今天不相信這個世界有魔鬼撒旦的工作,
[00:06:19.000 --> 00:06:21.000]  這是一個極端,
[00:06:21.000 --> 00:06:29.000]  另一個極端就是有人過分地高舉魔鬼撒旦和他的工作,
[00:06:29.000 --> 00:06:37.000]  認為我們要步步為營,真的隨處都是魔鬼撒旦的工作,
[00:06:37.000 --> 00:06:42.000]  有什麼都認定是魔鬼所做的,
[00:06:42.000 --> 00:06:47.000]  這也是另外一個極端的錯誤。
[00:06:47.000 --> 00:06:50.000]  聽說東南亞有一個國家,
[00:06:50.000 --> 00:06:54.000]  他們有一個教派,
[00:06:54.000 --> 00:06:59.000]  很講魔鬼撒旦的工作,
[00:06:59.000 --> 00:07:03.000]  小孩子發脾氣,時時發脾氣,
[00:07:03.000 --> 00:07:10.000]  說我們要趕鬼,小孩子有被鬼附的危險,
[00:07:10.000 --> 00:07:15.000]  令很多家長都心慌慌,
[00:07:15.000 --> 00:07:17.000]  我們不應該這樣想,
[00:07:17.000 --> 00:07:20.000]  什麼都賴在魔鬼撒旦的身上,
[00:07:20.000 --> 00:07:26.000]  也不是我們應該做的一種工作,
[00:07:26.000 --> 00:07:32.000]  所以求神幫助我們,
[00:07:32.000 --> 00:07:37.000]  我們正確地從真理角度來看魔鬼撒旦的工作,
[00:07:37.000 --> 00:07:39.000]  然後我們屬靈的征戰,
[00:07:39.000 --> 00:07:43.000]  我們才能夠容易得到勝利。
[00:07:43.000 --> 00:07:48.000]  很多時候魔鬼撒旦不是直接的攻擊人,
[00:07:48.000 --> 00:07:53.000]  是透過我們肉體的軟弱,
[00:07:53.000 --> 00:07:57.000]  這個肉體就是我們未信署之前,
[00:07:57.000 --> 00:08:00.000]  我們這個舊的人,
[00:08:00.000 --> 00:08:04.000]  未重生的舊的我,
[00:08:04.000 --> 00:08:07.000]  這個舊人有他的軟弱,
[00:08:07.000 --> 00:08:11.000]  時時魔鬼撒旦透過我們肉體的軟弱,
[00:08:11.000 --> 00:08:14.000]  來試探人有我們,
[00:08:14.000 --> 00:08:17.000]  我們要很小心,
[00:08:17.000 --> 00:08:20.000]  我們的敵人不單是魔鬼撒旦,
[00:08:20.000 --> 00:08:22.000]  聖經告訴我們我們的敵人,
[00:08:22.000 --> 00:08:27.000]  還是我們這個舊的肉體的生命。
[00:08:27.000 --> 00:08:31.000]  你記得大衛,
[00:08:31.000 --> 00:08:34.000]  他是一個很敬虔愛神的人,
[00:08:34.000 --> 00:08:40.000]  在詩篇裏寫了很多很美麗很淑靈,
[00:08:40.000 --> 00:08:45.000]  很讓我們仰望神的一些詩篇,
[00:08:45.000 --> 00:08:48.000]  一個很敬虔愛神,
[00:08:48.000 --> 00:08:54.000]  至少經歷神的同在的一個大衛,
[00:08:54.000 --> 00:08:59.000]  但是當他成為一國之君的時候,
[00:08:59.000 --> 00:09:06.000]  他竟然謀殺他的一個下屬,
[00:09:06.000 --> 00:09:07.000]  一個將軍,
[00:09:07.000 --> 00:09:11.000]  然後搶奪了他的太太,
[00:09:11.000 --> 00:09:14.000]  這個何等嚴重的罪,
[00:09:14.000 --> 00:09:18.000]  為什麼他在這個肉體的試探引誘之下,
[00:09:18.000 --> 00:09:23.000]  他會跌倒這麼嚴重呢?
[00:09:23.000 --> 00:09:25.000]  就是因為不小心,
[00:09:25.000 --> 00:09:27.000]  一時的不小心,
[00:09:27.000 --> 00:09:31.000]  魔鬼撒旦藉著人肉體的軟弱,
[00:09:31.000 --> 00:09:34.000]  試探引誘大衛,
[00:09:34.000 --> 00:09:36.000]  結果跌倒,
[00:09:36.000 --> 00:09:41.000]  今天我們要提防肉體我們的敵人,
[00:09:41.000 --> 00:09:44.000]  我們身上有很多的試探引誘,
[00:09:44.000 --> 00:09:49.000]  很多時候魔鬼撒旦藉著肉體的試探引誘,
[00:09:49.000 --> 00:09:51.000]  是來自這個世界,
[00:09:51.000 --> 00:09:57.000]  所以聖經說第三方面我們要面對的敵人,
[00:09:57.000 --> 00:10:00.000]  就是這個世界,
[00:10:00.000 --> 00:10:03.000]  這個世界不是神所創造的,
[00:10:03.000 --> 00:10:06.000]  撒返西斯哥告訴我們,
[00:10:06.000 --> 00:10:09.000]  神所創造的世界是一個美麗的世界,
[00:10:09.000 --> 00:10:12.000]  一個大自然的世界,
[00:10:12.000 --> 00:10:16.000]  雖然是經過墮落犯罪的污染,
[00:10:16.000 --> 00:10:23.000]  仍然是一個美麗的自然的世界,
[00:10:23.000 --> 00:10:27.000]  而聖經說到世界我們的敵人,
[00:10:27.000 --> 00:10:32.000]  是說到這個社會沒有神的那一部份,
[00:10:32.000 --> 00:10:35.000]  沒有神的任何的制度,
[00:10:35.000 --> 00:10:42.000]  沒有神的任何的社會一切的活動,
[00:10:42.000 --> 00:10:45.000]  聖經說就是這個世界,
[00:10:45.000 --> 00:10:49.000]  魔鬼撒旦藉著世界的財富的引誘,
[00:10:49.000 --> 00:10:52.000]  名利的引誘,
[00:10:52.000 --> 00:10:55.000]  來叫我們肉體有軟弱,
[00:10:55.000 --> 00:10:58.000]  以致我們墮落犯罪,
[00:10:58.000 --> 00:11:02.000]  所以魔鬼撒旦有時不是直接的攻擊人,
[00:11:02.000 --> 00:11:07.000]  而是透過世界肉體的軟弱來攻擊人,
[00:11:07.000 --> 00:11:11.000]  參宣是另一個例子,
[00:11:11.000 --> 00:11:14.000]  你看聖經說到他出生的時候,
[00:11:14.000 --> 00:11:20.000]  有多少神跡騎士隨著他的出生,
[00:11:20.000 --> 00:11:22.000]  神應許要大大使用他,
[00:11:22.000 --> 00:11:25.000]  神賜他特殊的力量,
[00:11:25.000 --> 00:11:30.000]  拿著一個動物的腮骨,
[00:11:30.000 --> 00:11:35.000]  就能夠打死一千個敵人,
[00:11:35.000 --> 00:11:41.000]  世界上很少這麼有能力的勇士,
[00:11:41.000 --> 00:11:49.000]  但是參宣就是這麼蒙恩的一個大力的勇士,
[00:11:49.000 --> 00:11:52.000]  為什麼他會跌倒這麼嚴重呢?
[00:11:52.000 --> 00:11:54.000]  就是因為他肉體的軟弱,
[00:11:54.000 --> 00:12:00.000]  神直接外幫女子的打扮美麗吸引了他,
[00:12:00.000 --> 00:12:07.000]  所以他不是去為國家做一個擊打敵人的事,
[00:12:07.000 --> 00:12:12.000]  而是周圍去追求一些美麗的女子,
[00:12:12.000 --> 00:12:15.000]  在這樣的情況之下,
[00:12:15.000 --> 00:12:19.000]  他肉體終於有一天軟弱到一個地步,
[00:12:19.000 --> 00:12:25.000]  將他能力的源頭告訴敵人,
[00:12:25.000 --> 00:12:30.000]  以至於敵人能夠將他的頭髮剪了,
[00:12:30.000 --> 00:12:32.000]  沒有了能力,
[00:12:32.000 --> 00:12:36.000]  眼睛被敵人刮了,
[00:12:36.000 --> 00:12:42.000]  然後敵人要他在廟宇那裡,
[00:12:42.000 --> 00:12:50.000]  不斷地打圈推磨,
[00:12:50.000 --> 00:12:54.000]  一個本來這麼大力的勇士,
[00:12:54.000 --> 00:13:00.000]  竟然跌倒在這樣悲慘的一個地步,
[00:13:00.000 --> 00:13:03.000]  這是何等可怕的,
[00:13:03.000 --> 00:13:06.000]  就是因為肉體的軟弱,
[00:13:06.000 --> 00:13:14.000]  受這個世界一切它認為美麗的事物來吸引,
[00:13:14.000 --> 00:13:16.000]  難免會跌倒,
[00:13:16.000 --> 00:13:18.000]  所以求神幫助我們,
[00:13:18.000 --> 00:13:21.000]  所羅門也是另外一個好的例子,
[00:13:21.000 --> 00:13:26.000]  世界上沒有一個人聰明過這個所羅門,
[00:13:26.000 --> 00:13:30.000]  也沒有一個人富貴過所羅門,
[00:13:30.000 --> 00:13:36.000]  但這個富貴又聰明絕頂的所羅門,
[00:13:36.000 --> 00:13:39.000]  練老的時候,
[00:13:39.000 --> 00:13:42.000]  竟然因為太多的妃嬪,
[00:13:42.000 --> 00:13:45.000]  而這些妃嬪是外邦人的妃嬪,
[00:13:45.000 --> 00:13:47.000]  試探引誘他,
[00:13:47.000 --> 00:13:50.000]  叫他去敬拜偶像,
[00:13:50.000 --> 00:13:56.000]  叫他跌倒,叫他遠離神,
[00:13:56.000 --> 00:14:02.000]  參宣大衛所羅門,
[00:14:02.000 --> 00:14:05.000]  都是本來敬天愛神,
[00:14:05.000 --> 00:14:10.000]  都是本來特別無恩的人物,
[00:14:10.000 --> 00:14:14.000]  竟然能夠跌倒到這樣的地步,
[00:14:14.000 --> 00:14:16.000]  我們沒有人比所羅門厲害,
[00:14:16.000 --> 00:14:20.000]  我們沒有人敬天過大衛,
[00:14:20.000 --> 00:14:22.000]  沒有人有這樣的力氣,
[00:14:22.000 --> 00:14:25.000]  好像參宣一樣,
[00:14:25.000 --> 00:14:28.000]  他們可以跌倒,我們同樣可以跌倒,
[00:14:28.000 --> 00:14:32.000]  所以我們看見魔鬼撒旦的厲害,
[00:14:32.000 --> 00:14:35.000]  需要我們很好的提防,
[00:14:35.000 --> 00:14:40.000]  所以保羅看到屬靈的爭戰的時候,
[00:14:40.000 --> 00:14:49.000]  他說到我們需要穿起全副的軍裝,
[00:14:49.000 --> 00:14:56.000]  好像他身邊的羅馬兵一樣,
[00:14:56.000 --> 00:15:01.000]  所以保羅在耶福所書第六章提到,
[00:15:01.000 --> 00:15:06.000]  我們要穿戴屬靈的軍裝,
[00:15:06.000 --> 00:15:09.000]  成為一個剛強的人,
[00:15:09.000 --> 00:15:11.000]  我們何等需要,
[00:15:11.000 --> 00:15:14.000]  沒有人剛強過大衛,
[00:15:14.000 --> 00:15:16.000]  沒有人剛強過所羅門,
[00:15:16.000 --> 00:15:20.000]  沒有人剛強過參宣,
[00:15:20.000 --> 00:15:22.000]  他們可以跌倒,
[00:15:22.000 --> 00:15:24.000]  你和我都可以很容易跌倒,
[00:15:24.000 --> 00:15:28.000]  所以我們不能夠誇口,
[00:15:28.000 --> 00:15:32.000]  除非我們好像耶福所書第六章提醒我們,
[00:15:32.000 --> 00:15:35.000]  要穿戴全副的軍裝,
[00:15:35.000 --> 00:15:38.000]  保羅說我還有未了的話,
[00:15:38.000 --> 00:15:40.000]  你們要靠著主,
[00:15:40.000 --> 00:15:46.000]  以靠祂的大能大力作剛強的人,
[00:15:46.000 --> 00:15:50.000]  我們夠不夠剛強呢?
[00:15:50.000 --> 00:15:53.000]  魔鬼神蘭藉著肉體,
[00:15:53.000 --> 00:15:57.000]  這個世界對我們的試探引誘,
[00:15:57.000 --> 00:16:00.000]  我們是否能夠勝過呢?
[00:16:00.000 --> 00:16:02.000]  靠著我們自己不行的,
[00:16:02.000 --> 00:16:05.000]  我們必須靠著主耶穌基督,
[00:16:05.000 --> 00:16:08.000]  我們所需要的軍裝包括什麼呢?
[00:16:08.000 --> 00:16:12.000]  真理穿戴紙來束腰,
[00:16:12.000 --> 00:16:13.000]  所以保羅第一件事,
[00:16:13.000 --> 00:16:17.000]  我們穿好馬步,
[00:16:17.000 --> 00:16:20.000]  然後用真理束腰,
[00:16:20.000 --> 00:16:22.000]  一個要面對敵人,
[00:16:22.000 --> 00:16:24.000]  要打仗的人,
[00:16:24.000 --> 00:16:25.000]  在古代來說,
[00:16:25.000 --> 00:16:26.000]  今天都是,
[00:16:26.000 --> 00:16:30.000]  你比武的人會告訴你束腰,
[00:16:30.000 --> 00:16:35.000]  將身體上的力量都集中起來,
[00:16:35.000 --> 00:16:38.000]  警醒地面對敵人,
[00:16:38.000 --> 00:16:40.000]  站穩了,
[00:16:40.000 --> 00:16:44.000]  用真理作戴紙束腰,
[00:16:44.000 --> 00:16:48.000]  真理就在聖經裡面,
[00:16:48.000 --> 00:16:50.000]  神的話語,
[00:16:50.000 --> 00:16:52.000]  但今天很多人不信神的話語,
[00:16:52.000 --> 00:16:54.000]  這個是落後的過時,
[00:16:54.000 --> 00:16:56.000]  但我告訴你,
[00:16:56.000 --> 00:16:57.000]  到今天,
[00:16:57.000 --> 00:17:01.000]  沒有人真正地找到聖經有什麼
[00:17:01.000 --> 00:17:10.000]  錯誤跟今天科學時代有相違反的地方,
[00:17:10.000 --> 00:17:12.000]  所有這些人以為,
[00:17:12.000 --> 00:17:14.000]  聖經古老落後,
[00:17:14.000 --> 00:17:16.000]  不追得上時代,
[00:17:16.000 --> 00:17:19.000]  不合科學的東西,
[00:17:19.000 --> 00:17:22.000]  全部都有專家研究過,
[00:17:22.000 --> 00:17:25.000]  認為這都是錯誤的思想,
[00:17:25.000 --> 00:17:28.000]  聖經是神的真理,
[00:17:28.000 --> 00:17:30.000]  是永恆的真理,
[00:17:30.000 --> 00:17:31.000]  永遠不會改變,
[00:17:31.000 --> 00:17:39.000]  永遠不會跟科學有衝突的,
[00:17:39.000 --> 00:17:43.000]  所以我們需要認識神的話語,
[00:17:43.000 --> 00:17:46.000]  來面對魔鬼撒旦,
[00:17:46.000 --> 00:17:47.000]  因為聖經,
[00:17:47.000 --> 00:17:49.000]  特別主耶穌在約翰福音告訴我們,
[00:17:49.000 --> 00:17:52.000]  魔鬼撒旦,
[00:17:52.000 --> 00:17:54.000]  從起初是殺人的,
[00:17:54.000 --> 00:17:56.000]  不守真理的,
[00:17:56.000 --> 00:17:59.000]  因為他心裡沒有真理,
[00:17:59.000 --> 00:18:02.000]  他本來就是說謊的,
[00:18:02.000 --> 00:18:06.000]  是說謊之人之父,
[00:18:06.000 --> 00:18:08.000]  最喜歡說謊話,
[00:18:08.000 --> 00:18:12.000]  在生意上喜歡騙人的,
[00:18:12.000 --> 00:18:18.000]  都是從魔鬼撒旦那裡來的,
[00:18:18.000 --> 00:18:19.000]  第二,
[00:18:19.000 --> 00:18:27.000]  保羅說我們需要有公義作護心鏡遮空,
[00:18:27.000 --> 00:18:29.000]  我們信主的時候,
[00:18:29.000 --> 00:18:31.000]  已經恩信稱義,
[00:18:31.000 --> 00:18:32.000]  是一個義人,
[00:18:32.000 --> 00:18:34.000]  但我們在經歷上,
[00:18:34.000 --> 00:18:42.000]  還需要去經歷到神那種公義,
[00:18:42.000 --> 00:18:47.000]  什麼叫做公義作護心鏡遮空呢?
[00:18:47.000 --> 00:18:49.000]  就是我們要每天,
[00:18:49.000 --> 00:18:55.000]  按照聖經神的話語去過生活,
[00:18:55.000 --> 00:18:59.000]  按照真理去做人,
[00:18:59.000 --> 00:19:05.000]  然後魔鬼撒旦就不能夠攻擊我們,
[00:19:05.000 --> 00:19:11.000]  這個撒旦的意思是控告者,
[00:19:11.000 --> 00:19:13.000]  他到處去找,
[00:19:13.000 --> 00:19:14.000]  在你的身上,
[00:19:14.000 --> 00:19:15.000]  在我的身上,
[00:19:15.000 --> 00:19:17.000]  有什麼我們做錯的,
[00:19:17.000 --> 00:19:19.000]  不合神的旨意的,
[00:19:19.000 --> 00:19:23.000]  然後在神面前控告我們,
[00:19:23.000 --> 00:19:25.000]  神啊,
[00:19:25.000 --> 00:19:27.000]  你看你這麼厲害,
[00:19:27.000 --> 00:19:29.000]  你的兒女是誰呢?
[00:19:29.000 --> 00:19:31.000]  他今天又做錯事,
[00:19:31.000 --> 00:19:33.000]  他今天又說謊話,
[00:19:33.000 --> 00:19:35.000]  他今天又罵人,
[00:19:35.000 --> 00:19:37.000]  他今天又發脾氣,
[00:19:37.000 --> 00:19:41.000]  這些全部都是魔鬼撒旦拿來攻擊人,
[00:19:41.000 --> 00:19:45.000]  在神面前控告我們的地方,
[00:19:45.000 --> 00:19:49.000]  所以我們要每天經歷神的實在,
[00:19:49.000 --> 00:19:52.000]  去過這個聖潔的生活,
[00:19:52.000 --> 00:19:55.000]  魔鬼撒旦就不能夠再攻擊我們,
[00:19:55.000 --> 00:19:57.000]  這是公義的護心經,
[00:19:57.000 --> 00:20:03.000]  平安的福音當作準備走路的鞋,
[00:20:03.000 --> 00:20:05.000]  你要打仗,
[00:20:05.000 --> 00:20:08.000]  特別是今天需要好的鞋,
[00:20:08.000 --> 00:20:11.000]  要走很多的路,
[00:20:11.000 --> 00:20:15.000]  什麼是我們走路的鞋呢?
[00:20:15.000 --> 00:20:17.000]  這個平安的福音,
[00:20:17.000 --> 00:20:20.000]  當我們迅速的時候,
[00:20:20.000 --> 00:20:23.000]  神將它平安賜給我們,
[00:20:23.000 --> 00:20:27.000]  因為神的福音是平安的福音,
[00:20:27.000 --> 00:20:29.000]  我們未信主的時候,
[00:20:29.000 --> 00:20:31.000]  我們時時心裡面沒有平安,
[00:20:31.000 --> 00:20:33.000]  很多的懼怕,
[00:20:33.000 --> 00:20:35.000]  但當我們信了主的時候,
[00:20:35.000 --> 00:20:40.000]  我們能夠面對敵人勇往直前,
[00:20:40.000 --> 00:20:43.000]  因為我們所信的福音,
[00:20:43.000 --> 00:20:46.000]  帶來給我們心中有絕對的平安,
[00:20:46.000 --> 00:20:50.000]  然後我們平安的鞋,
[00:20:50.000 --> 00:20:52.000]  意思有另外一方面,
[00:20:52.000 --> 00:20:55.000]  就是當我們無論走路去到哪裡,
[00:20:55.000 --> 00:20:58.000]  我們都將這個福音傳出去,
[00:20:58.000 --> 00:21:00.000]  給有需要的人,
[00:21:00.000 --> 00:21:04.000]  然後講到順德的盾牌,
[00:21:04.000 --> 00:21:08.000]  這個盾牌是四成兩尺的,
[00:21:08.000 --> 00:21:11.000]  是很大的一個盾牌,
[00:21:11.000 --> 00:21:17.000]  所以當士兵排起陣,
[00:21:17.000 --> 00:21:19.000]  要進攻敵人的時候,
[00:21:19.000 --> 00:21:21.000]  每一個人在前排,
[00:21:21.000 --> 00:21:23.000]  拿起他的盾牌,
[00:21:23.000 --> 00:21:28.000]  就好像一個牆一樣鎖住,
[00:21:28.000 --> 00:21:33.000]  然後敵人的箭不能夠穿透,
[00:21:33.000 --> 00:21:36.000]  這個木製的盾牌,
[00:21:36.000 --> 00:21:41.000]  還有加上一層皮來保護這個盾牌,
[00:21:41.000 --> 00:21:46.000]  對士兵有絕對的保護,
[00:21:46.000 --> 00:21:48.000]  順德的盾牌,
[00:21:48.000 --> 00:21:51.000]  意思就是我們要過順心的生活,
[00:21:51.000 --> 00:21:54.000]  依靠神的生活,
[00:21:54.000 --> 00:21:56.000]  很多時候我們靠自己過生活,
[00:21:56.000 --> 00:21:58.000]  是失敗的,
[00:21:58.000 --> 00:22:01.000]  我們靠我們身邊的人,
[00:22:01.000 --> 00:22:03.000]  都是很有限的,
[00:22:03.000 --> 00:22:06.000]  我們今天在這個艱難的時代裡面,
[00:22:06.000 --> 00:22:11.000]  我們需要信心來過生活,
[00:22:11.000 --> 00:22:13.000]  有時候我們生活太舒適,
[00:22:13.000 --> 00:22:15.000]  我們什麼都有,
[00:22:15.000 --> 00:22:19.000]  政府又給人很多的保障,
[00:22:19.000 --> 00:22:22.000]  所以我們就一生懶懶行行,
[00:22:22.000 --> 00:22:24.000]  覺得什麼都無所謂,
[00:22:24.000 --> 00:22:26.000]  如果不見了工作,
[00:22:26.000 --> 00:22:28.000]  政府又有,
[00:22:28.000 --> 00:22:34.000]  特別在外國有這些unemployment insurance,
[00:22:34.000 --> 00:22:37.000]  可以幫助我們繼續生活下去,
[00:22:37.000 --> 00:22:41.000]  所以有什麼問題我們都不用怕,
[00:22:41.000 --> 00:22:46.000]  政府保護了,
[00:22:46.000 --> 00:22:49.000]  所以我很深深的感受到,
[00:22:49.000 --> 00:22:52.000]  神其實給九龍城浸信會,
[00:22:52.000 --> 00:22:54.000]  我們弟兄姊妹,
[00:22:54.000 --> 00:22:57.000]  在現代這個艱難的時代,
[00:22:57.000 --> 00:22:59.000]  有一個很大的挑戰,
[00:22:59.000 --> 00:23:01.000]  是什麼挑戰呢?
[00:23:01.000 --> 00:23:03.000]  起薪堂,
[00:23:03.000 --> 00:23:06.000]  起薪堂都曾經有很多的爭論,
[00:23:06.000 --> 00:23:08.000]  這麼多錢,
[00:23:08.000 --> 00:23:10.000]  現在的樓價這麼貴,
[00:23:10.000 --> 00:23:12.000]  建築費這麼貴,
[00:23:12.000 --> 00:23:18.000]  我們怎樣能夠承擔起這個責任呢?
[00:23:18.000 --> 00:23:22.000]  我們很害怕,
[00:23:22.000 --> 00:23:28.000]  不成又怎樣,我們很怕,
[00:23:28.000 --> 00:23:30.000]  所以我們需要什麼呢?
[00:23:30.000 --> 00:23:33.000]  信心,需要信心,
[00:23:33.000 --> 00:23:36.000]  信靠神,
[00:23:36.000 --> 00:23:40.000]  所以以前一個離開了世界的執事,
[00:23:40.000 --> 00:23:43.000]  講起教會經濟上困難的時候,
[00:23:43.000 --> 00:23:45.000]  他只講一句話,
[00:23:45.000 --> 00:23:48.000]  我們的神是豐富的,
[00:23:48.000 --> 00:23:49.000]  我們的神是豐富的,
[00:23:49.000 --> 00:23:51.000]  講就容易,
[00:23:51.000 --> 00:23:53.000]  但是我們應該去實際,
[00:23:53.000 --> 00:23:58.000]  經歷到神真是豐富的,
[00:23:58.000 --> 00:24:00.000]  我看見很多教會,
