
[00:00:00.000 --> 00:00:08.420]  大家知道物想退休是一個很寶貴的屬靈傳統
[00:07:36.260 --> 00:07:43.300]  應該在說自己一直錯失了一些的時機
[00:07:43.300 --> 00:07:48.340]  帶來一些的無奈 無望
[00:07:48.340 --> 00:07:53.180]  因為相傳在這個憐憫之屋裡面
[00:07:53.180 --> 00:07:58.820]  有天使去按時候搞下那個池水
[00:07:58.820 --> 00:08:03.540]  當水凍之後 誰能夠早一點進去
[00:08:03.540 --> 00:08:08.300]  無論是什麼病都能夠得到痊癒
[00:08:08.300 --> 00:08:13.460]  他錯失了這個時間 所以很無奈 無望
[00:08:13.460 --> 00:08:18.500]  他也在這裡 第二樣東西提到就是地點
[00:08:18.500 --> 00:08:21.500]  他說在這個池子裡
[00:08:21.500 --> 00:08:25.300]  這個池子可能代表著他容身的地方
[00:08:25.300 --> 00:08:30.140]  也可能是代表著他依賴的方法
[00:08:30.140 --> 00:08:34.660]  一直就是靠這個字 他才能夠得救
[00:08:34.660 --> 00:08:41.100]  或者甚至可能同樣代表著他容身的地方
[00:08:41.100 --> 00:08:44.260]  和他依賴的方法
[00:08:44.260 --> 00:08:47.420]  除此之外 他也提到人
[00:08:47.420 --> 00:08:51.820]  但他在這裡指出就是沒有人幫到他
[00:08:51.820 --> 00:08:57.620]  反映著他沒有人關心 極度無助
[00:08:57.620 --> 00:09:00.260]  看到人 另一個很特別
[00:09:00.260 --> 00:09:03.060]  你剛才聽我讀的時候也聽到了
[00:09:03.060 --> 00:09:05.820]  在短短一節的經文裡面
[00:09:05.820 --> 00:09:09.300]  是重複了三次說「我」
[00:09:09.300 --> 00:09:15.180]  不斷聚焦在自己的世界 自我的中心裡面
[00:09:15.180 --> 00:09:21.740]  在當中拼命一切 但是都沒有用
[00:09:21.740 --> 00:09:26.340]  我們可以想像一下 去那個時空
[00:09:26.340 --> 00:09:29.740]  一個人在等 一個的希望
[00:09:29.740 --> 00:09:33.540]  開始時滿懷幻想
[00:09:33.540 --> 00:09:37.420]  正所謂人生沒有這個夢想
[00:09:37.420 --> 00:09:40.620]  和鹹魚沒什麼分別
[00:09:40.620 --> 00:09:44.140]  但是經歷無數次的失敗
[00:09:44.140 --> 00:09:46.780]  一等就三十八年
[00:09:46.780 --> 00:09:50.180]  等到自己真的變了條鹹魚
[00:09:50.180 --> 00:09:54.340]  無奈 無望 無助
[00:09:54.340 --> 00:09:58.220]  只有這個錢 讓他容身
[00:09:58.220 --> 00:10:03.660]  是唯一可以依靠那個方法
[00:10:03.660 --> 00:10:06.140]  不過再深想
[00:10:06.140 --> 00:10:16.100]  況且做到一個已經習慣了做乞兒 懶做官
[00:10:16.100 --> 00:10:20.380]  你說他在逃避現實的世界也好
[00:10:20.380 --> 00:10:25.620]  或者很害怕面對一個新的生活也好
[00:10:25.620 --> 00:10:32.740]  他也不會再有力去面對其他的生活模式
[00:10:32.740 --> 00:10:35.220]  當你聽到這樣的形容
[00:10:35.220 --> 00:10:39.340]  我不知道你有沒有腦海當中
[00:10:39.340 --> 00:10:43.300]  有沒有想到一些人 或者一個人
[00:10:43.300 --> 00:10:47.060]  其實都很普遍
[00:10:47.060 --> 00:10:52.100]  美國有個心理學家叫做Martin Salomon
[00:10:52.100 --> 00:10:58.020]  他在1967年做了一個很經典的實驗
[00:10:58.020 --> 00:11:06.780]  他分別有兩批狗 放在不同兩個的籠裏面
[00:11:06.780 --> 00:11:09.780]  當中籠裏面有個掣
[00:11:09.780 --> 00:11:13.460]  掣有什麼用呢 就是它會有一些警報
[00:11:13.460 --> 00:11:19.460]  警報聲之後就會有一些電擊給這些狗
[00:11:19.460 --> 00:11:22.580]  而第一批狗當他按到這個掣的時候
[00:11:22.580 --> 00:11:25.580]  就能夠停止這個電擊
[00:11:25.580 --> 00:11:29.380]  但是第二批狗即使有這個掣
[00:11:29.380 --> 00:11:34.380]  但是不能夠去阻止那個電擊發生
[00:11:34.380 --> 00:11:37.340]  這個實驗做了很多次
[00:11:37.340 --> 00:11:41.980]  發現一件事很有趣的 重複了這麼多次之後
[00:11:41.980 --> 00:11:47.780]  第二批狗即使開了那個閘 那個籠的閘
[00:11:47.780 --> 00:11:54.900]  但是第二批狗它不再想任何的逃走方法
[00:11:54.900 --> 00:12:00.700]  它只會在那個籠裏面坐以待斃
[00:12:00.700 --> 00:12:07.980]  甚至它其實有機會走 它都不走 不知道為什麼會這樣
[00:12:07.980 --> 00:12:14.900]  會在當中很痛苦的去生育
[00:12:14.900 --> 00:12:19.900]  馬丁·塞利文對人類也有同樣的觀察
[00:12:19.900 --> 00:12:23.180]  他說如果有一個人在一件事
[00:12:23.180 --> 00:12:28.020]  或者在多件事裏面去重複持續
[00:12:28.020 --> 00:12:31.980]  去受到一些打擊 痛苦的話
[00:12:31.980 --> 00:12:38.860]  是會恐無奈 無望 無助 無力
[00:12:38.860 --> 00:12:43.180]  即使可以改變 有改變的機會
[00:12:43.180 --> 00:12:46.540]  它都不會去掙扎 選擇
[00:12:46.540 --> 00:12:51.900]  不會有任何想去改變這件事
[00:12:51.900 --> 00:12:56.020]  只會在那裏等 等水
[00:12:56.020 --> 00:13:00.380]  所以他給了這個現象有一個名字
[00:13:00.380 --> 00:13:07.620]  叫做Learned Havocs 學習不離的絕望
[00:13:07.620 --> 00:13:13.300]  我在牧羊裏面其實都見過不少的人
[00:13:13.300 --> 00:13:20.180]  有些人因為失業 失戀 長期病患
[00:13:20.180 --> 00:13:30.180]  情緒病 隱蔽青年 坐監 吸毒 倒吐 走鬼
[00:13:30.180 --> 00:13:33.700]  或者因為社會的狀況的轉變
[00:13:33.700 --> 00:13:40.220]  都陷入在一個學習不離的絕望的當中
[00:13:40.220 --> 00:13:46.780]  有什麼可以讓我們在絕望裏面有出路呢
[00:13:46.780 --> 00:13:49.740]  我估計還是要回到聖經
[00:13:49.740 --> 00:13:55.700]  我們看看耶穌怎樣幫助這個人在絕望
[00:13:55.700 --> 00:13:58.420]  第八節 耶穌就跟他說
[00:13:58.420 --> 00:14:05.020]  起來 拿你的玉子走吧 起來
[00:14:05.020 --> 00:14:09.980]  你聽到耶穌在用一個命令的語氣
[00:14:09.980 --> 00:14:14.820]  三個的動作都是一個命令的語氣
[00:14:14.820 --> 00:14:20.660]  顯明出來祂是有神的兒子這個權柄
[00:14:20.660 --> 00:14:26.300]  起來不單只是提醒我們祂是神的兒子
[00:14:26.300 --> 00:14:31.820]  更加是提醒我們現在就是那個時機
[00:14:31.820 --> 00:14:40.580]  起來你可以有起身的希望 那個選擇
[00:14:40.580 --> 00:14:45.380]  耶穌似乎在幫助這個人
[00:14:45.380 --> 00:14:52.420]  針對這個人去對時間的迷仙
[00:14:52.420 --> 00:14:56.780]  祂說你要拿起你的玉子
[00:14:56.780 --> 00:15:02.980]  其實耶穌在這裡大可以只會說拿起玉子
[00:15:02.980 --> 00:15:08.620]  但是你明顯看到祂刻意加了「你」這個字
[00:15:08.620 --> 00:15:14.940]  似乎是在回應那個人不斷提「我我我」
[00:15:14.940 --> 00:15:20.380]  幫助這個人讓他感受到一件事
[00:15:20.380 --> 00:15:28.860]  去耶穌這個人是在乎他
[00:15:28.860 --> 00:15:34.780]  他自己有價值 他會得到被憐憫
[00:15:34.780 --> 00:15:40.020]  不需要再一次只去困在自己的世界
[00:15:40.020 --> 00:15:45.100]  你可以提起心肝來帶來改變
[00:15:45.100 --> 00:15:51.020]  就如蘇再一次針對那個地方
[00:15:51.020 --> 00:15:56.540]  祂說起來是要去離開這個池子
[00:15:56.540 --> 00:16:01.180]  不用再去貼著那張床
[00:16:01.180 --> 00:16:07.140]  就是一直去那個容身之處
[00:16:07.140 --> 00:16:13.700]  那個依賴能夠幫他得救那個方法
[00:16:13.700 --> 00:16:16.900]  耶穌在這裡似乎讓他知道
[00:16:16.900 --> 00:16:23.100]  其實方法不只是一種 應該這樣說
[00:16:23.100 --> 00:16:29.100]  是方法就在耶穌裡面
[00:16:29.100 --> 00:16:35.700]  其實馬丁·施琳文也有同樣的觀察
[00:16:35.700 --> 00:16:43.380]  她說絕望的人通常都差不多有相同的思維
[00:16:43.380 --> 00:16:51.900]  在時間方面往往會想到一些很短暫的東西
[00:16:51.900 --> 00:16:56.660]  會變成一個很永恆化的
[00:16:56.660 --> 00:17:02.060]  她會常常想 我永遠都不會得到出路
[00:17:02.060 --> 00:17:07.700]  我永遠都會是這樣的狀況
[00:17:07.700 --> 00:17:13.580]  面對地的處境同樣是這樣的
[00:17:13.580 --> 00:17:20.100]  她會將局部的處境變成一個很全面的處境
[00:17:20.100 --> 00:17:22.420]  她會不斷去看
[00:17:22.420 --> 00:17:27.060]  我即使有方法 但都沒什麼用
[00:17:27.060 --> 00:17:29.940]  幫不了我的
[00:17:29.940 --> 00:17:33.180]  或者她說既然沒什麼用
[00:17:33.180 --> 00:17:35.460]  那我為什麼走去治療呢
[00:17:35.460 --> 00:17:37.220]  我在這裡等死就算了
[00:17:37.220 --> 00:17:39.820]  或者我死了可以好過了
[00:17:39.820 --> 00:17:44.220]  往往會局限了自己得救的方法
[00:17:44.220 --> 00:17:48.100]  只是看到眼前的方法
[00:17:48.100 --> 00:17:50.300]  或者自己的處境
[00:17:53.100 --> 00:17:56.180]  另一方面 說到人
[00:17:56.180 --> 00:17:58.660]  這是最重要的
[00:17:58.660 --> 00:18:07.260]  當絕望的人往往會對人的信念很有自己的看法
[00:18:07.260 --> 00:18:10.620]  往往會很自責 自我忠心
[00:18:10.620 --> 00:18:13.820]  我認為沒有人會再關心我了
[00:18:13.820 --> 00:18:16.620]  所有問題都是我自己扭來的
[00:18:16.620 --> 00:18:18.620]  不關其他人的事
[00:18:18.620 --> 00:18:23.420]  但是是我現在很大問題
[00:18:23.420 --> 00:18:26.660]  甚至這麼說 覺得自己毫無價值
[00:18:26.660 --> 00:18:30.020]  我死了去好過了
[00:18:30.020 --> 00:18:34.260]  簡單而言 你會見到
[00:18:34.260 --> 00:18:44.260]  通常絕望的人都會在時 地 人裡面不斷轉後角尖
[00:18:44.260 --> 00:18:48.500]  Solomon 指出一樣東西
[00:18:48.500 --> 00:18:55.180]  只要我們在認知上扭轉這些思維
[00:18:55.180 --> 00:18:57.460]  其實是可以有得救的
[00:18:57.460 --> 00:19:01.140]  我們不用再在這些糾纏
[00:19:01.140 --> 00:19:04.460]  在時 地 人的方面
[00:19:04.460 --> 00:19:08.180]  我們是可以有得救的
[00:19:08.180 --> 00:19:12.860]  但是你再看回聖經 很特別
[00:19:12.860 --> 00:19:15.620]  耶穌很厲害
[00:19:15.620 --> 00:19:17.980]  祂早在馬丁西里面
[00:19:17.980 --> 00:19:22.820]  一千多年前就已經理解到
[00:19:22.820 --> 00:19:28.980]  並且幫助醫一個在絕望裡面的人
[00:19:28.980 --> 00:19:32.780]  祂讓他有不同的信念
[00:19:32.780 --> 00:19:35.700]  我剛才也有提到
[00:19:35.700 --> 00:19:41.700]  我自己陪了不少陷在絕望當中的人
[00:19:41.700 --> 00:19:43.660]  沒見過這麼多年
[00:19:43.660 --> 00:19:47.300]  常常都見到這些人
[00:19:47.300 --> 00:19:51.660]  其實陪他們一起面對絕望
[00:19:51.660 --> 00:19:53.660]  我都沒什麼方法
[00:19:53.660 --> 00:19:59.300]  甚至感覺越陪就越絕望
[00:19:59.300 --> 00:20:06.140]  當我真是一個人在默想這段經歷
[00:20:06.140 --> 00:20:13.820]  我投入自己是好像一個人一樣的時候
[00:20:13.820 --> 00:20:19.140]  其實我心裡面那份絕望
[00:20:19.140 --> 00:20:25.100]  突然間都覺得很被激勵 很感動
[00:20:25.100 --> 00:20:28.460]  我真的哭了出來那一刻
[00:20:28.460 --> 00:20:33.220]  我見到的是普天下 病人無數
[00:20:33.220 --> 00:20:39.260]  但是主在這邊陪我直目
[00:20:39.260 --> 00:20:45.660]  那份耶穌的主動很感動我
[00:20:45.660 --> 00:20:48.540]  我以為我沒得可以幫
[00:20:48.540 --> 00:20:53.140]  或者我都幫不了人 很無奈
[00:20:53.140 --> 00:20:58.300]  但是原來耶穌很主動走過來
[00:20:58.300 --> 00:21:05.060]  很想幫我 很想幫更多絕望的人
[00:21:05.060 --> 00:21:07.700]  最好簡單的說話
[00:21:07.700 --> 00:21:12.700]  其實我底下不太明白
[00:21:12.700 --> 00:21:15.660]  我猜我聽不明白他說什麼
[00:21:15.660 --> 00:21:17.980]  為什麼這麼簡單
[00:21:17.980 --> 00:21:20.900]  但是不知道為什麼有一份動力
[00:21:20.900 --> 00:21:26.180]  很想試試起身 試試再靈感
[00:21:26.180 --> 00:21:32.660]  試試用多一點點力去幫一些絕望的人
[00:21:32.660 --> 00:21:38.980]  但是很奇怪 你再看一下猶太人
[00:21:38.980 --> 00:21:43.860]  他們只是掛著一些規矩
[00:21:43.860 --> 00:21:49.100]  但是我知道 讀了這麼多年神學
[00:21:49.100 --> 00:21:58.260]  我知道這個安息日的意義就是在乎完美
[00:21:58.260 --> 00:22:02.500]  是神創造天地的時候很想完美
[00:22:02.500 --> 00:22:05.540]  他見到自己完美 就可以休息
[00:22:05.540 --> 00:22:08.860]  他也都很想單人完美
[00:22:08.860 --> 00:22:15.380]  而耶穌起到很在乎我 很在乎這個人
[00:22:15.380 --> 00:22:23.380]  他要這個人 要我都能夠得著完美
[00:22:23.380 --> 00:22:26.980]  很在乎我健不健康
[00:22:26.980 --> 00:22:32.980]  不單只是心疼 是我的生命健不健康
[00:22:32.980 --> 00:22:39.660]  但是當我都不知道可以怎麼做的時候
[00:22:39.660 --> 00:22:46.380]  他再走過來跟我說 你已經得罪了
[00:22:46.380 --> 00:22:54.580]  不用再犯罪 恐怕你遭遇更加厲害
[00:22:54.580 --> 00:22:59.340]  這個說話好像帶來一份關心
[00:22:59.340 --> 00:23:01.860]  其實我都不知道自己在做什麼
[00:23:01.860 --> 00:23:06.940]  我還有什麼可以幫其他人 或者幫自己
[00:23:06.940 --> 00:23:11.860]  但好像這個說話再次提醒我
[00:23:11.860 --> 00:23:18.020]  不是 不要再問自己行不行
[00:23:18.020 --> 00:23:20.860]  自己的世界裡面是怎樣
[00:23:20.860 --> 00:23:24.860]  不要去自憐自卑
[00:23:24.860 --> 00:23:32.100]  行的 走出來就可以了
[00:23:32.100 --> 00:23:40.500]  我相信這一刻 你未必會有我的感受
[00:23:40.500 --> 00:23:44.100]  我其實真的很相信Me Time
[00:23:44.100 --> 00:23:46.980]  是可以幫我們每一個人
[00:23:46.980 --> 00:23:51.460]  所以我都很想你這一刻
[00:23:51.460 --> 00:23:53.940]  我故意說短一點
[00:23:53.940 --> 00:23:57.220]  是很想你這一刻試一下
[00:23:57.220 --> 00:24:00.380]  你有些Me Time的時間
[00:24:00.380 --> 00:24:04.260]  你試一下可以有一人之境
[00:24:04.260 --> 00:24:10.020]  你試一下安靜 默想一下這段經文
[00:24:10.020 --> 00:24:18.660]  你試一下去想像自己身處在那個現場
[00:24:18.660 --> 00:24:26.620]  耶穌很主動跟你說 跟你聊天
[00:24:26.620 --> 00:24:29.300]  你有什麼感受
[00:24:29.300 --> 00:24:33.620]  你有什麼回應
[00:24:33.620 --> 00:24:37.140]  我們安靜一下
[00:24:59.300 --> 00:25:15.580]  讓我們一起有個祈禱
[00:25:15.580 --> 00:25:20.660]  感謝耶穌 感謝祢的憐憫
[00:25:20.660 --> 00:25:28.900]  祢是很樂意傾流祢那份恩典給我們
[00:25:28.900 --> 00:25:34.780]  即使我們在絕望的當中
[00:25:34.780 --> 00:25:41.580]  祢很樂意主動幫助我們
[00:25:41.580 --> 00:25:48.180]  我再請求主 憐憫 私人 阿們
