
[00:00:00.000 --> 00:00:03.900]  所以人的時間不是用長短來計算的
[00:09:41.040 --> 00:09:43.040]  你看保祿做了多少
[00:09:43.040 --> 00:09:45.040]  如果說滿足,我們真的不及得他
[00:09:45.040 --> 00:09:47.040]  他是德高望重
[00:09:47.040 --> 00:09:49.040]  又有學識
[00:09:49.040 --> 00:09:51.040]  口才又好
[00:09:51.040 --> 00:09:53.040]  又是領袖
[00:09:53.040 --> 00:09:55.040]  擁有世界上
[00:09:55.040 --> 00:09:57.040]  很多很多
[00:09:57.040 --> 00:09:59.040]  備受尊重的東西
[00:09:59.040 --> 00:10:01.040]  他會滿足,如果用人的角度來說
[00:10:01.040 --> 00:10:03.040]  很多人都很羨慕他
[00:10:03.040 --> 00:10:05.040]  他說
[00:10:05.040 --> 00:10:07.040]  當這些是份圖
[00:10:07.040 --> 00:10:09.040]  當
[00:10:09.040 --> 00:10:11.040]  世人
[00:10:11.040 --> 00:10:13.040]  頒一個勳章
[00:10:13.040 --> 00:10:15.040]  給你的時候
[00:10:15.040 --> 00:10:17.040]  你會怎樣
[00:10:17.040 --> 00:10:19.040]  我有一個朋友他做街道工作
[00:10:19.040 --> 00:10:21.040]  做了幾十年
[00:10:21.040 --> 00:10:23.040]  他自己也是國內人
[00:10:23.040 --> 00:10:25.040]  在一個機構裡面做頭
[00:10:25.040 --> 00:10:27.040]  最近
[00:10:27.040 --> 00:10:29.040]  在
[00:10:29.040 --> 00:10:31.040]  麗賓府
[00:10:31.040 --> 00:10:33.040]  受勳
[00:10:33.040 --> 00:10:35.040]  他有份
[00:10:35.040 --> 00:10:37.040]  那次吃飯他跟我說
[00:10:37.040 --> 00:10:39.040]  都不知道是誰提醒我的
[00:10:39.040 --> 00:10:41.040]  有人打電話來
[00:10:41.040 --> 00:10:43.040]  我們會給你一個勳章
[00:10:43.040 --> 00:10:45.040]  他想過
[00:10:45.040 --> 00:10:47.040]  我應不應該去拿
[00:10:47.040 --> 00:10:49.040]  我配不配拿這個勳章
[00:10:49.040 --> 00:10:53.040]  十多二十年後他跟我說
[00:10:53.040 --> 00:10:55.040]  你拿這個
[00:10:55.040 --> 00:10:57.040]  不是來得到榮耀
[00:10:57.040 --> 00:10:59.040]  而是什麼呢
[00:10:59.040 --> 00:11:01.040]  是一個紀念,是一個提醒
[00:11:01.040 --> 00:11:03.040]  就是說你做了這麼多年
[00:11:03.040 --> 00:11:05.040]  然後給一個勳章
[00:11:05.040 --> 00:11:07.040]  其實是一個提醒
[00:11:07.040 --> 00:11:09.040]  繼續努力
[00:11:09.040 --> 00:11:11.040]  而不是掛上一個句號
[00:11:11.040 --> 00:11:13.040]  行了,有勳章
[00:11:13.040 --> 00:11:15.040]  有荷蘭水蓋
[00:11:15.040 --> 00:11:17.040]  蓋上你,搞定
[00:11:17.040 --> 00:11:19.040]  不是的
[00:11:19.040 --> 00:11:21.040]  是繼續努力,所以各位弟兄姊妹
[00:11:21.040 --> 00:11:23.040]  讓我們對神
[00:11:23.040 --> 00:11:25.040]  我都是單一的心
[00:11:25.040 --> 00:11:27.040]  不要有其他的事情
[00:11:27.040 --> 00:11:29.040]  攔阻我們去神的面前
[00:11:29.040 --> 00:11:35.040]  不以己有為滿足
[00:11:35.040 --> 00:11:37.040]  千萬也不要
[00:11:37.040 --> 00:11:39.040]  向後看
[00:11:39.040 --> 00:11:41.040]  背後總不如
[00:11:41.040 --> 00:11:43.040]  神明天
[00:11:43.040 --> 00:11:45.040]  做的比我們更好
[00:11:45.040 --> 00:11:47.040]  往往我們講以前
[00:11:47.040 --> 00:11:49.040]  就是剛才我所講的
[00:11:49.040 --> 00:11:51.040]  想起以前
[00:11:51.040 --> 00:11:53.040]  不如我們不要講以前
[00:11:53.040 --> 00:11:55.040]  我們講將來
[00:11:55.040 --> 00:11:57.040]  因為將來是有神給我們預備的東西
[00:11:57.040 --> 00:11:59.040]  是比以前更好
[00:11:59.040 --> 00:12:01.040]  所以當人家問你好嗎
[00:12:01.040 --> 00:12:03.040]  How are you today
[00:12:03.040 --> 00:12:05.040]  你不要只講I am fine
[00:12:05.040 --> 00:12:07.040]  然後加個thank you
[00:12:07.040 --> 00:12:09.040]  fine
[00:12:09.040 --> 00:12:11.040]  在意大利文
[00:12:11.040 --> 00:12:13.040]  叫做完結
[00:12:13.040 --> 00:12:15.040]  你好嗎,完結
[00:12:15.040 --> 00:12:17.040]  沒東西看
[00:12:17.040 --> 00:12:19.040]  當人家說
[00:12:19.040 --> 00:12:21.040]  你好嗎,你應該怎麼說
[00:12:21.040 --> 00:12:23.040]  better than yesterday
[00:12:23.040 --> 00:12:25.040]  worse than tomorrow
[00:12:25.040 --> 00:12:27.040]  告訴人家,我比昨天好
[00:12:27.040 --> 00:12:29.040]  我今天比昨天好
[00:12:29.040 --> 00:12:31.040]  不過我知道會超過明天
[00:12:31.040 --> 00:12:33.040]  因為明天會更好
[00:12:33.040 --> 00:12:35.040]  明天會更好
[00:12:35.040 --> 00:12:37.040]  我不是叫你脫離現實
[00:12:37.040 --> 00:12:39.040]  一路仰慕明天
[00:12:39.040 --> 00:12:41.040]  一路不務正業
[00:12:41.040 --> 00:12:43.040]  而是你知道當你向
[00:12:43.040 --> 00:12:45.040]  人生的道路永遠都是向前的
[00:12:45.040 --> 00:12:47.040]  不要被任何的事情
[00:12:47.040 --> 00:12:49.040]  令你退後
[00:12:49.040 --> 00:12:51.040]  在神的面前
[00:12:51.040 --> 00:12:53.040]  只有前進
[00:12:53.040 --> 00:12:55.040]  一是退後
[00:12:55.040 --> 00:12:57.040]  而沒有停頓這個東西
[00:12:57.040 --> 00:12:59.040]  當我們講跟隨神的時候
[00:12:59.040 --> 00:13:01.040]  我們是會一路都跟著神
[00:13:01.040 --> 00:13:03.040]  所以當人家一路跟隨神的時候
[00:13:03.040 --> 00:13:05.040]  你想休息一下跟不上的時候
[00:13:05.040 --> 00:13:07.040]  人家還繼續向前走
[00:13:07.040 --> 00:13:09.040]  人家還繼續向前走
[00:13:09.040 --> 00:13:11.040]  所以你就越來越拋離
[00:13:11.040 --> 00:13:13.040]  所以停是代表什麼呢
[00:13:13.040 --> 00:13:15.040]  停是代表拋離
[00:13:15.040 --> 00:13:17.040]  停是代表什麼呢,退後
[00:13:17.040 --> 00:13:19.040]  所以在我們的命裡面
[00:13:19.040 --> 00:13:21.040]  一是你不向前
[00:13:21.040 --> 00:13:23.040]  你只有退後,你不會停留在這裡
[00:13:23.040 --> 00:13:25.040]  因為神會
[00:13:25.040 --> 00:13:27.040]  繼續帶領人向前走
[00:13:27.040 --> 00:13:29.040]  但是我們越走越遠的時候
[00:13:29.040 --> 00:13:31.040]  我們就看不到神的
[00:13:31.040 --> 00:13:33.040]  一些清楚的指示
[00:13:33.040 --> 00:13:35.040]  我們就會迷茫
[00:13:35.040 --> 00:13:37.040]  如果我們看不到我們前面應該怎麼走的時候
[00:13:37.040 --> 00:13:39.040]  問一下自己的問題
[00:13:39.040 --> 00:13:41.040]  我有沒有好好地
[00:13:41.040 --> 00:13:43.040]  親近上帝
[00:13:43.040 --> 00:13:45.040]  第三件事
[00:13:45.040 --> 00:13:47.040]  在
[00:13:47.040 --> 00:13:49.040]  《馬可福音》裡面
[00:13:49.040 --> 00:13:51.040]  十四章的第六節
[00:13:51.040 --> 00:13:53.040]  就講到一個婦人
[00:13:53.040 --> 00:13:55.040]  這個瑪利亞
[00:13:55.040 --> 00:13:57.040]  她就拿了一個
[00:13:57.040 --> 00:13:59.040]  珍貴的
[00:13:59.040 --> 00:14:01.040]  珍拿達香膏
[00:14:01.040 --> 00:14:03.040]  來供奉耶穌
[00:14:03.040 --> 00:14:05.040]  而周圍有很多人都
[00:14:05.040 --> 00:14:07.040]  看見這件事就很不滿
[00:14:07.040 --> 00:14:09.040]  這個珍拿達這麼貴
[00:14:09.040 --> 00:14:11.040]  是可以周世孔的
[00:14:11.040 --> 00:14:13.040]  為什麼你要這樣打爛它呢
[00:14:13.040 --> 00:14:15.040]  查在耶穌的身上
[00:14:15.040 --> 00:14:17.040]  耶穌說什麼呢
[00:14:17.040 --> 00:14:19.040]  耶穌說
[00:14:19.040 --> 00:14:21.040]  為什麼難為他呢
[00:14:21.040 --> 00:14:23.040]  他在我身上做的事
[00:14:23.040 --> 00:14:25.040]  一件美事
[00:14:25.040 --> 00:14:27.040]  又一件
[00:14:27.040 --> 00:14:29.040]  一件美事
[00:14:29.040 --> 00:14:31.040]  太好了,這件事太美麗了
[00:14:31.040 --> 00:14:33.040]  因為他拿香膏來供奉耶穌
[00:14:33.040 --> 00:14:35.040]  高門
[00:14:35.040 --> 00:14:37.040]  恩膏
[00:14:37.040 --> 00:14:39.040]  恩膏
[00:14:39.040 --> 00:14:41.040]  有時候我們很喜歡說恩膏
[00:14:41.040 --> 00:14:43.040]  有時候這個恩膏
[00:14:43.040 --> 00:14:45.040]  很容易用錯的
[00:14:45.040 --> 00:14:47.040]  我曾經為了這個恩膏
[00:14:47.040 --> 00:14:49.040]  我就去研究這兩個字
[00:14:49.040 --> 00:14:51.040]  後來我發現一件事情
[00:14:51.040 --> 00:14:53.040]  原來恩膏在教育裡面有三個作用
[00:14:53.040 --> 00:14:55.040]  第一個作用就是
[00:14:55.040 --> 00:14:57.040]  高級那些聖品人員
[00:14:57.040 --> 00:14:59.040]  譬如祭司,大祭司
[00:14:59.040 --> 00:15:01.040]  聖王,先知
[00:15:01.040 --> 00:15:03.040]  高門它
[00:15:03.040 --> 00:15:05.040]  用恩膏來高門它
[00:15:05.040 --> 00:15:07.040]  分辨為聖
[00:15:07.040 --> 00:15:09.040]  第二件事就是這個恩膏就查在
[00:15:09.040 --> 00:15:11.040]  聖物上面
[00:15:11.040 --> 00:15:13.040]  譬如聖所,至聖所
[00:15:13.040 --> 00:15:15.040]  所有的器皿都要高門
[00:15:15.040 --> 00:15:17.040]  就是分辨為聖
[00:15:17.040 --> 00:15:19.040]  讓它在神的聖事上
[00:15:19.040 --> 00:15:21.040]  第三件事就是
[00:15:21.040 --> 00:15:23.040]  這個膏是查在
[00:15:23.040 --> 00:15:25.040]  屍體上面
[00:15:25.040 --> 00:15:27.040]  是有防腐的作用
[00:15:27.040 --> 00:15:29.040]  三件事情
[00:15:29.040 --> 00:15:31.040]  到了在新的時代的時候
[00:15:31.040 --> 00:15:33.040]  你見到這個女人
[00:15:33.040 --> 00:15:35.040]  查在耶穌身邊
[00:15:35.040 --> 00:15:37.040]  耶穌說這個人所做的
[00:15:37.040 --> 00:15:39.040]  是為我安葬
[00:15:39.040 --> 00:15:41.040]  要用的
[00:15:41.040 --> 00:15:43.040]  就是一個預表
[00:15:43.040 --> 00:15:45.040]  第二件事原來恩膏是什麼呢
[00:15:45.040 --> 00:15:47.040]  恩膏在聖經裡面就講到原來就是聖靈
[00:15:47.040 --> 00:15:49.040]  恩膏就是聖靈
[00:15:49.040 --> 00:15:51.040]  所以你說這個人
[00:15:51.040 --> 00:15:53.040]  做事很有恩膏
[00:15:53.040 --> 00:15:55.040]  其實是講到是有聖靈在身裡面
[00:15:55.040 --> 00:15:57.040]  很多時候你說這首歌很有恩膏
[00:15:57.040 --> 00:15:59.040]  這篇文章很有恩膏
[00:15:59.040 --> 00:16:01.040]  可能有些問題
[00:16:01.040 --> 00:16:03.040]  好像這首歌裡面有聖靈
[00:16:03.040 --> 00:16:05.040]  那篇文章有聖靈
[00:16:05.040 --> 00:16:07.040]  不是的,聖靈一向就在我們的生命裡面
[00:16:07.040 --> 00:16:09.040]  因為我們有恩膏
[00:16:09.040 --> 00:16:11.040]  所以我們做出來
[00:16:11.040 --> 00:16:13.040]  是有恩膏的大能
[00:16:13.040 --> 00:16:15.040]  所以恩膏是什麼呢,恩膏不是一件事
[00:16:15.040 --> 00:16:17.040]  不是一件事件
[00:16:17.040 --> 00:16:19.040]  不是一個時光,不是一個目的
[00:16:19.040 --> 00:16:21.040]  恩膏是什麼呢,恩膏就是身為
