
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 大家早上好
[00:11:34.000 --> 00:11:36.000]  跟別人嘮家常
[00:11:36.000 --> 00:11:37.000]  不是這個意思啊
[00:11:37.000 --> 00:11:39.000]  是說可以想象她的丈夫
[00:11:39.000 --> 00:11:41.000]  像我們現在的一個區議員
[00:11:41.000 --> 00:11:45.000]  在城門口跟長老一起商量大事
[00:11:45.000 --> 00:11:49.000]  那麼她的丈夫爲什麼被衆人所認識呢
[00:11:49.000 --> 00:11:51.000]  是不是因爲這位才德的婦女
[00:11:51.000 --> 00:11:54.000]  因爲這位婦女的好名聲
[00:11:54.000 --> 00:12:00.000]  她的丈夫被衆人所認識
[00:12:00.000 --> 00:12:01.000]  講到這個地方
[00:12:01.000 --> 00:12:04.000]  就讓我想起了我自己的母親
[00:12:04.000 --> 00:12:07.000]  我自己的母親也是因爲她的好名聲
[00:12:07.000 --> 00:12:08.000]  使我的父親
[00:12:08.000 --> 00:12:12.000]  在我們所住的家屬區裏面得到尊重
[00:12:12.000 --> 00:12:13.000]  所以講到這一點
[00:12:13.000 --> 00:12:15.000]  我自己覺得特別的爽
[00:12:15.000 --> 00:12:17.000]  然後還有最後一點
[00:12:17.000 --> 00:12:19.000]  這位才德的婦女
[00:12:19.000 --> 00:12:23.000]  有一個非常非常重要的特質
[00:12:23.000 --> 00:12:28.000]  22節就是她對神有敬畏和認識
[00:12:28.000 --> 00:12:32.000]  22節她爲自己製作繡花毯子
[00:12:32.000 --> 00:12:37.000]  她的衣服是細麻和紫色布做的
[00:12:37.000 --> 00:12:41.000]  細麻和紫色布代表皇室的一種顏色
[00:12:41.000 --> 00:12:43.000]  那麼繡花毯子
[00:12:43.000 --> 00:12:46.000]  也是代表非常好品質的毯子
[00:12:46.000 --> 00:12:47.000]  所以在這裏我們看到
[00:12:47.000 --> 00:12:49.000]  這位才德的婦人
[00:12:49.000 --> 00:12:51.000]  她不僅僅是犧牲自己
[00:12:51.000 --> 00:12:53.000]  爲着家人着想
[00:12:53.000 --> 00:12:54.000]  她也照顧自己
[00:12:54.000 --> 00:12:58.000]  給自己當有的這種的尊容
[00:12:58.000 --> 00:12:59.000]  25節說
[00:12:59.000 --> 00:13:02.000]  能力和威儀是她的衣服
[00:13:02.000 --> 00:13:06.000]  她想到日後的景況就嬉笑
[00:13:06.000 --> 00:13:08.000]  所以她有從神而來的能力
[00:13:08.000 --> 00:13:11.000]  還有神所加給她的威儀
[00:13:11.000 --> 00:13:14.000]  對未來有信心
[00:13:14.000 --> 00:13:15.000]  26節說
[00:13:15.000 --> 00:13:17.000]  她開口就發智慧
[00:13:17.000 --> 00:13:20.000]  她舌上有人詞的法則
[00:13:20.000 --> 00:13:23.000]  我們知道可能婦女聚在一起
[00:13:23.000 --> 00:13:25.000]  就喜歡聊什麼聊八卦
[00:13:25.000 --> 00:13:29.000]  然後聊是非或者是閒話
[00:13:29.000 --> 00:13:31.000]  但是這一位婦女呢
[00:13:31.000 --> 00:13:34.000]  她開口就發智慧
[00:13:34.000 --> 00:13:37.000]  她的舌上有人詞的法則
[00:13:37.000 --> 00:13:38.000]  法則就是Torah
[00:13:38.000 --> 00:13:41.000]  Torah就是律法的意思
[00:13:41.000 --> 00:13:43.000]  所以在她的口中
[00:13:43.000 --> 00:13:46.000]  有神的律法長存她的心中
[00:13:46.000 --> 00:13:52.000]  她一開口就有神人詞的法則
[00:13:52.000 --> 00:13:55.000]  講到這個地方
[00:13:55.000 --> 00:13:58.000]  我們都很羨慕這位才德的婦女
[00:13:58.000 --> 00:13:59.000]  我想講一下
[00:13:59.000 --> 00:14:01.000]  這一個詩歌呢
[00:14:01.000 --> 00:14:05.000]  不是一個完美女人的核對清單
[00:14:05.000 --> 00:14:08.000]  就是剛纔讓大家一個個的check一下
[00:14:08.000 --> 00:14:10.000]  其實有點小小的陷害大家
[00:14:10.000 --> 00:14:11.000]  因爲呢
[00:14:11.000 --> 00:14:13.000]  這個才德的婦女的這個清單呢
[00:14:13.000 --> 00:14:16.000]  不是開出來一個完美女人的核對清單
[00:14:16.000 --> 00:14:19.000]  就是鼓勵弟兄們照着這樣的婦女
[00:14:19.000 --> 00:14:20.000]  去找你的太太
[00:14:20.000 --> 00:14:23.000]  或者我們照着這樣的原則
[00:14:23.000 --> 00:14:26.000]  來去核對我們的母親是否做的合宜
[00:14:26.000 --> 00:14:27.000]  不是這樣的
[00:14:27.000 --> 00:14:28.000]  如果是這樣的話
[00:14:28.000 --> 00:14:32.000]  就完全的錯過了這首字母詩的意思
[00:14:32.000 --> 00:14:33.000]  對
[00:14:33.000 --> 00:14:36.000]  這首箴言的這個才德的婦人
[00:14:36.000 --> 00:14:37.000]  是一首字母詩
[00:14:37.000 --> 00:14:39.000]  字母詩是什麼意思呢
[00:14:39.000 --> 00:14:42.000]  就是西伯來文共有22個字母
[00:14:42.000 --> 00:14:43.000]  這首詩呢
[00:14:43.000 --> 00:14:46.000]  共有22節的經文
[00:14:46.000 --> 00:14:47.000]  每一節的經文
[00:14:47.000 --> 00:14:50.000]  都是以西伯來文的22個字母的
[00:14:50.000 --> 00:14:52.000]  爲每節的聚首
[00:14:52.000 --> 00:14:54.000]  依次序來排列
[00:14:54.000 --> 00:14:57.000]  爲什麼要用字母詩來寫成呢
[00:14:57.000 --> 00:14:59.000]  字母詩是幫助人容易記
[00:14:59.000 --> 00:15:02.000]  所以很多猶太人都可以背
[00:15:02.000 --> 00:15:04.000]  這個才德的婦人的經文
[00:15:04.000 --> 00:15:06.000]  另外字母詩可以讓人唱
[00:15:06.000 --> 00:15:08.000]  所以猶太人呢
[00:15:08.000 --> 00:15:09.000]  一直到今天
[00:15:09.000 --> 00:15:11.000]  有的說在安息日之前
[00:15:11.000 --> 00:15:13.000]  有的是在安息日之後
[00:15:13.000 --> 00:15:15.000]  他們都會唱一首歌
[00:15:15.000 --> 00:15:18.000]  就是這首才德的婦人
[00:15:18.000 --> 00:15:20.000]  用來尊敬他們的母親
[00:15:20.000 --> 00:15:23.000]  跟他們的妻子
[00:15:23.000 --> 00:15:24.000]  不是我們的妻子
[00:15:24.000 --> 00:15:25.000]  或者是母親
[00:15:25.000 --> 00:15:27.000]  就是這麼的完美
[00:15:27.000 --> 00:15:28.000]  這不是一個標準
[00:15:28.000 --> 00:15:30.000]  而是一個對她的頌讚
[00:15:30.000 --> 00:15:33.000]  是我們在表達感激
[00:15:33.000 --> 00:15:34.000]  在表達讚美
[00:15:34.000 --> 00:15:36.000]  我們在表達欣賞
[00:15:36.000 --> 00:15:39.000]  欣賞她在家庭當中的付出
[00:15:39.000 --> 00:15:41.000]  欣賞她對孩子的付出
[00:15:41.000 --> 00:15:43.000]  欣賞她在事業上的付出
[00:15:43.000 --> 00:15:45.000]  在家務上的付出
[00:15:45.000 --> 00:15:46.000]  並且猶太人相信
[00:15:46.000 --> 00:15:48.000]  當我們以這樣的標準
[00:15:48.000 --> 00:15:50.000]  來讚美我們的妻子
[00:15:50.000 --> 00:15:51.000]  我們的太太
[00:15:51.000 --> 00:15:52.000]  我們的母親的時候
[00:15:52.000 --> 00:15:55.000]  他們就會向着這個標準
[00:15:55.000 --> 00:15:57.000]  來成爲這個標準
[00:15:57.000 --> 00:15:59.000]  所讚美的那樣的人
[00:15:59.000 --> 00:16:01.000]  所以這首詩歌
[00:16:01.000 --> 00:16:03.000]  其實是一個邀請
[00:16:03.000 --> 00:16:05.000]  從對婦女的評價開始
[00:16:05.000 --> 00:16:08.000]  就是才德的婦女誰能得着呢
[00:16:08.000 --> 00:16:10.000]  她的價值遠勝珍珠
[00:16:10.000 --> 00:16:12.000]  進入一個呼召
[00:16:12.000 --> 00:16:15.000]  就是呼召我們給予婦女
[00:16:15.000 --> 00:16:19.000]  應有的稱頌和應有的榮耀
[00:16:19.000 --> 00:16:20.000]  今天是母親節
[00:16:20.000 --> 00:16:23.000]  所以我呼籲我們在座的
[00:16:23.000 --> 00:16:24.000]  所有的女士們
[00:16:24.000 --> 00:16:27.000]  所有的丈夫們
[00:16:27.000 --> 00:16:28.000]  回家的時候
[00:16:28.000 --> 00:16:29.000]  對您的太太
[00:16:29.000 --> 00:16:31.000]  對您的母親
[00:16:31.000 --> 00:16:33.000]  給她這樣的一個感激
[00:16:33.000 --> 00:16:35.000]  給她這樣的一個稱讚
[00:16:35.000 --> 00:16:37.000]  給她當得的榮耀
[00:16:37.000 --> 00:16:39.000]  和當得的稱讚
[00:16:39.000 --> 00:16:42.000]  好 我們接下來來看一看
[00:16:42.000 --> 00:16:44.000]  這節經文最重要的一點
[00:16:44.000 --> 00:16:46.000]  就是我想請大家
[00:16:46.000 --> 00:16:47.000]  一起來讀一下
[00:16:47.000 --> 00:16:50.000]  28節到31節
[00:16:50.000 --> 00:16:52.000]  一二
[00:16:52.000 --> 00:16:56.000]  她的兒女起來稱她有福
[00:16:56.000 --> 00:16:59.000]  她的丈夫也稱讚她
[00:16:59.000 --> 00:17:03.000]  說才德的女子很多
[00:17:03.000 --> 00:17:06.000]  唯獨你超越一切
[00:17:06.000 --> 00:17:08.000]  豔麗是虛假的
[00:17:08.000 --> 00:17:11.000]  美容是虛浮的
[00:17:11.000 --> 00:17:14.000]  唯敬畏耶和華的婦女
[00:17:14.000 --> 00:17:16.000]  必得稱讚
[00:17:16.000 --> 00:17:20.000]  願她享受操作所得的
[00:17:20.000 --> 00:17:22.000]  願她的工作
[00:17:22.000 --> 00:17:25.000]  在城門口榮耀她
[00:17:25.000 --> 00:17:28.000]  所以這個才德的女子
[00:17:28.000 --> 00:17:30.000]  爲什麼
[00:17:30.000 --> 00:17:33.000]  聖經講才德的女子很多
[00:17:33.000 --> 00:17:34.000]  爲什麼說
[00:17:34.000 --> 00:17:37.000]  唯獨她超越一切呢
[00:17:37.000 --> 00:17:38.000]  30節說
[00:17:38.000 --> 00:17:40.000]  豔麗是虛假的
[00:17:40.000 --> 00:17:42.000]  美容是虛浮的
[00:17:42.000 --> 00:17:45.000]  虛浮的意思跟傳道書裏面的
[00:17:45.000 --> 00:17:47.000]  虛空的虛空是同一個字
[00:17:47.000 --> 00:17:50.000]  那個意思說一切都是短暫的
[00:17:50.000 --> 00:17:52.000]  都是過去的
[00:17:52.000 --> 00:17:55.000]  那麼到底什麼纔是永恆的呢
[00:17:55.000 --> 00:17:56.000]  後面講
[00:17:56.000 --> 00:17:58.000]  唯敬畏耶和華的婦女
[00:17:58.000 --> 00:18:00.000]  必得稱讚
