
[00:00:00.000 --> 00:00:07.280]  今晚的講題是「活在神的時候中」
[00:03:30.720 --> 00:03:34.400]  有同樣的學習和同樣的實踐
[00:03:34.400 --> 00:03:36.080]  我們看到耶穌基督
[00:03:36.080 --> 00:03:42.240]  確是一位活在神的時候的人
[00:03:42.240 --> 00:03:44.000]  為什麼我會這樣說呢?
[00:03:44.000 --> 00:03:47.200]  不是我聶牧師自己胡亂去說的
[00:03:47.200 --> 00:03:51.440]  因為當我們有機會看回兩件事件的時候
[00:03:51.440 --> 00:03:52.880]  我們就很清楚看得到
[00:03:52.880 --> 00:03:55.360]  耶穌基督是真的在祂腦海裡面
[00:03:55.360 --> 00:03:58.240]  有這種意識在那裡
[00:03:58.240 --> 00:04:00.640]  剛才我們讀了兩段經文
[00:04:00.640 --> 00:04:01.920]  很熟悉的了
[00:04:01.920 --> 00:04:05.280]  第二章「加拿分宴」
[00:04:05.280 --> 00:04:07.040]  本來應該要讀到十一節的了
[00:04:07.040 --> 00:04:09.280]  不過因為節省時間不讀完
[00:04:09.280 --> 00:04:10.720]  大家都很熟
[00:04:10.720 --> 00:04:14.160]  大家知道有加拿分宴在加利利
[00:04:14.160 --> 00:04:17.600]  耶穌和耶穌的媽媽瑪利亞都去到了
[00:04:17.600 --> 00:04:18.720]  大家很開心
[00:04:18.720 --> 00:04:20.480]  但是突然間在開心的過程裡面
[00:04:20.480 --> 00:04:22.480]  發現酒用盡了
[00:04:22.480 --> 00:04:28.080]  換句話說有一個很大的需要出現在眾人的面前
[00:04:28.080 --> 00:04:30.880]  而瑪利亞看到這個需要的時候
[00:04:30.880 --> 00:04:32.480]  她突然間覺得
[00:04:32.480 --> 00:04:33.360]  耶穌可以幫
[00:04:33.360 --> 00:04:35.680]  她的兒子耶穌可以幫助人的
[00:04:35.680 --> 00:04:37.280]  所以我們看聖經就知道
[00:04:37.280 --> 00:04:40.320]  她突然間走到耶穌那裡告訴耶穌
[00:04:40.320 --> 00:04:41.840]  他們沒有酒了
[00:04:41.840 --> 00:04:43.120]  用盡了
[00:04:43.120 --> 00:04:44.160]  是不是?
[00:04:44.160 --> 00:04:44.960]  換句話說
[00:04:44.960 --> 00:04:46.000]  當我們一邊讀經文
[00:04:46.000 --> 00:04:52.320]  知道瑪利亞很想耶穌在這個時候有所行動
[00:04:52.320 --> 00:04:54.800]  幫幫忙解決一下
[00:04:54.800 --> 00:04:55.520]  沒有酒了
[00:04:55.520 --> 00:04:57.040]  那是什麼意思?
[00:04:57.040 --> 00:04:57.840]  是不是?
[00:04:57.840 --> 00:05:01.520]  你會發現瑪利亞作為她的母親
[00:05:01.520 --> 00:05:04.880]  很想耶穌做這些事情
[00:05:04.880 --> 00:05:08.000]  但是我們看見聖經怎麼說的?
[00:05:08.000 --> 00:05:09.200]  在第五節
[00:05:09.200 --> 00:05:10.640]  在第四節那裡說
[00:05:10.640 --> 00:05:14.080]  耶穌說「母親,我與你有什麼相干?」
[00:05:14.080 --> 00:05:15.520]  就是說
[00:05:15.520 --> 00:05:17.760]  其實有些事情不需要這樣
[00:05:17.760 --> 00:05:19.760]  你讓我做就可以了
[00:05:19.760 --> 00:05:22.160]  與你有什麼相干?
[00:05:22.160 --> 00:05:23.760]  然後耶穌說很清楚
[00:05:23.760 --> 00:05:25.040]  聖經的記載
[00:05:25.040 --> 00:05:28.560]  「我的時候還沒有到」
[00:05:28.560 --> 00:05:29.600]  聽到沒有?
[00:05:29.600 --> 00:05:30.800]  「我的時候還沒有到」
[00:05:30.800 --> 00:05:31.280]  換句話說
[00:05:31.280 --> 00:05:35.760]  她沒有按著她媽媽的所說去做一些事情
[00:05:35.760 --> 00:05:39.440]  「我的時候還沒有到」
[00:05:39.440 --> 00:05:42.640]  然後聖經又說她媽媽吩咐傭人
[00:05:42.640 --> 00:05:44.160]  她叫你怎麼做你就怎麼做
[00:05:44.160 --> 00:05:45.360]  結果我們讀下去就知道
[00:05:45.360 --> 00:05:49.520]  後來耶穌用了那六缸水變成酒
[00:05:49.520 --> 00:05:51.360]  第一個神蹟
[00:05:51.360 --> 00:05:53.280]  但是大家要清楚知道
[00:05:53.280 --> 00:05:56.400]  不是在瑪利亞叫他做事的時候他馬上做
[00:05:56.400 --> 00:05:59.040]  是他之後按著他的領袖
[00:05:59.040 --> 00:06:00.480]  按著他的時間觀
[00:06:00.480 --> 00:06:02.000]  按著他的步伐
[00:06:02.000 --> 00:06:04.400]  他才做這件事情
[00:06:04.400 --> 00:06:08.080]  所以看到耶穌有他自己的時候
[00:06:08.080 --> 00:06:11.120]  有他的時間觀
[00:06:11.120 --> 00:06:12.800]  是不是這件事很清楚記載?
[00:06:12.800 --> 00:06:16.640]  同樣當我們有機會看第七章的時候
[00:06:16.640 --> 00:06:18.160]  約翰又告訴我們
[00:06:18.160 --> 00:06:25.040]  有一次當彼得向耶穌認信了他是神的聖者之後
[00:06:25.040 --> 00:06:26.400]  在第六章記載之後
[00:06:26.400 --> 00:06:30.800]  接著說他就在加里尼四處走動
[00:06:30.800 --> 00:06:33.120]  他就不上去猶太這個地方了
[00:06:33.120 --> 00:06:36.320]  慢慢到了主棚節到了
[00:06:36.320 --> 00:06:38.000]  節日的時候很多人就上去了
[00:06:38.000 --> 00:06:40.400]  就在這個時候聖經記載給我們知道
[00:06:40.400 --> 00:06:43.840]  那班兄弟是耶穌的兄弟
[00:06:43.840 --> 00:06:45.280]  就跟耶穌說
[00:06:45.280 --> 00:06:47.040]  你不如上去過節吧
[00:06:47.040 --> 00:06:49.200]  我知道你很喜歡出名的
[00:06:49.200 --> 00:06:50.160]  很喜歡這樣的
[00:06:50.160 --> 00:06:52.720]  你不如就上去那個地方來行神跡
[00:06:52.720 --> 00:06:54.560]  讓人知道你是怎樣
[00:06:54.560 --> 00:06:57.200]  正在這個時間就對了
[00:06:57.200 --> 00:07:01.280]  耶穌聽到他們這番話的時候
[00:07:01.280 --> 00:07:02.720]  耶穌怎麼回答他們?
[00:07:02.720 --> 00:07:05.520]  會不會說你既然叫我去就去吧
[00:07:05.520 --> 00:07:06.560]  主棚節就快到了
[00:07:06.560 --> 00:07:09.440]  你叫到了大家一場兄弟就去吧
[00:07:09.440 --> 00:07:11.040]  聖經不是這樣記載的
[00:07:11.040 --> 00:07:11.920]  聖經怎麼說?
[00:07:11.920 --> 00:07:13.200]  第七章第六節
[00:07:13.200 --> 00:07:14.720]  耶穌就對他們說
[00:07:14.720 --> 00:07:17.120]  我的時候還沒有到
[00:07:17.120 --> 00:07:20.720]  你們的時候尚是方便的
[00:07:20.720 --> 00:07:23.440]  我要去這些地方的時候還沒有到
[00:07:23.440 --> 00:07:25.360]  不是你叫我去就去的
[00:07:25.360 --> 00:07:27.200]  所以聖經就跟著記載
[00:07:27.200 --> 00:07:29.280]  耶穌就說你們上去過節吧
[00:07:29.280 --> 00:07:30.480]  我不去了
[00:07:30.480 --> 00:07:32.720]  因為我的時候還沒有滿足
[00:07:32.720 --> 00:07:33.600]  也就是還沒有到
[00:07:33.600 --> 00:07:37.760]  然後聖經就說他繼續留在加里尼
[00:07:37.760 --> 00:07:38.800]  不過很奇怪
[00:07:38.800 --> 00:07:40.240]  後期他有沒有去?
[00:07:40.240 --> 00:07:40.880]  我們讀聖經
[00:07:40.880 --> 00:07:41.920]  他又去了
[00:07:41.920 --> 00:07:42.960]  那些人上去之後
[00:07:42.960 --> 00:07:43.840]  後來他又去了
[00:07:43.840 --> 00:07:45.600]  又上去過節了
[00:07:45.600 --> 00:07:47.360]  但是他過節的時間
[00:07:47.360 --> 00:07:51.200]  那個時間不是那些兄弟叫他的時候
[00:07:51.200 --> 00:07:52.720]  同樣在加拿大婚宴的時候
[00:07:52.720 --> 00:07:54.320]  他隨便走的時間
[00:07:54.320 --> 00:07:58.400]  也都不是他媽媽叫的時間
[00:07:58.400 --> 00:08:01.120]  他說我的時候還沒有到
[00:08:01.120 --> 00:08:02.400]  頂智慕我們有沒有留意到
[00:08:02.400 --> 00:08:04.800]  這裡是一個這樣的記載
[00:08:04.800 --> 00:08:08.560]  其實我們只是很簡單用了兩個事件
[00:08:08.560 --> 00:08:12.000]  如果當我們有機會看聖卷的約翰福音書的時候
[00:08:12.000 --> 00:08:14.240]  你會發現有很多處經文
[00:08:14.240 --> 00:08:17.840]  都有記到我的時候、榮耀的時候
[00:08:17.840 --> 00:08:20.880]  很多的
[00:08:20.880 --> 00:08:22.560]  這個時候表示一個什麼時候
[00:08:22.560 --> 00:08:24.800]  固然很多的聖經學者告訴我
[00:08:24.800 --> 00:08:28.720]  我的時候這個時候指的是他將來掛在十字架
[00:08:28.720 --> 00:08:30.880]  受死、復活的時間
[00:08:30.880 --> 00:08:32.560]  是父神為他所定的時間
[00:08:32.560 --> 00:08:33.760]  他一直仰望著那裡
[00:08:33.760 --> 00:08:36.240]  但是當我們仔細去思想的時候
[00:08:36.240 --> 00:08:38.480]  所謂時候有一個很重要的含義
[00:08:38.480 --> 00:08:42.640]  就是神所安排、所定的時候
[00:08:42.640 --> 00:08:47.520]  耶穌所做的一切是要跟隨這件事
[00:08:47.520 --> 00:08:50.080]  祂不是以人的意思為伴
[00:08:50.080 --> 00:08:52.640]  是以父神的意思為伴
[00:08:52.640 --> 00:08:55.200]  所以當祂媽媽以為可以叫祂做的時候
[00:08:55.200 --> 00:08:58.160]  使祂動的時候不一定
[00:08:58.160 --> 00:09:00.000]  耶穌是人子
[00:09:00.000 --> 00:09:00.960]  祂是彌賽亞
[00:09:00.960 --> 00:09:03.280]  當祂出來工作侍奉的時候
[00:09:03.280 --> 00:09:05.120]  祂是對著父神
[00:09:05.120 --> 00:09:07.040]  祂很尊敬祂媽媽、很疼祂媽媽
[00:09:07.040 --> 00:09:08.640]  不過祂對著父神
[00:09:08.640 --> 00:09:11.440]  所以是按著上帝的心意
[00:09:11.440 --> 00:09:13.760]  祂的兄弟都很親的
[00:09:13.760 --> 00:09:15.680]  但是不是因為你兄弟叫我
[00:09:15.680 --> 00:09:16.720]  我就去
[00:09:16.720 --> 00:09:18.960]  我不是聽人的說話
[00:09:18.960 --> 00:09:21.360]  父神的說話才是最重要
[00:09:21.360 --> 00:09:22.480]  所以在這裡我們就看見
[00:09:22.480 --> 00:09:26.240]  耶穌為什麼有這樣的回應、這樣的行動
[00:09:26.240 --> 00:09:27.600]  說不去,一會兒又去
[00:09:27.600 --> 00:09:28.480]  為什麼?
[00:09:28.480 --> 00:09:30.000]  分別點就是說
[00:09:30.000 --> 00:09:32.480]  祂會按著上帝的心意
[00:09:32.480 --> 00:09:34.960]  上帝的安排、上帝的時間
[00:09:34.960 --> 00:09:38.480]  然後走出祂前面的一步
[00:09:38.480 --> 00:09:41.280]  這個很值得我們今天去思想
[00:09:41.280 --> 00:09:43.600]  今天我們走人生路的時候
[00:09:43.600 --> 00:09:45.920]  今天我們做一些決定的時候
[00:09:45.920 --> 00:09:47.360]  今天我們做一些行動的時候
[00:09:47.360 --> 00:09:49.280]  我們做一些抉擇的時候
[00:09:49.280 --> 00:09:50.880]  我們有沒有想到這件事
[00:09:50.880 --> 00:09:53.680]  是不是神的時候的臨到
[00:09:53.680 --> 00:09:55.520]  又或者我們今天不做這些事
[00:09:55.520 --> 00:09:57.360]  不走這條路
[00:09:57.360 --> 00:09:59.600]  是不是都是神的時候
[00:09:59.600 --> 00:10:02.640]  還是說我自己意氣的表示呢?
[00:10:02.640 --> 00:10:04.400]  還是說一些人的意見
[00:10:04.400 --> 00:10:06.880]  算了,既然你這樣說就跟吧
[00:10:06.880 --> 00:10:08.560]  我們有沒有回到神的面前
[00:10:08.560 --> 00:10:09.600]  我們是基督徒
[00:10:09.600 --> 00:10:11.040]  回到活著的基督
[00:10:11.040 --> 00:10:11.600]  復活的基督
[00:10:11.600 --> 00:10:12.800]  我們向神求問
[00:10:12.800 --> 00:10:14.960]  神啊,是不是你的時候
[00:10:14.960 --> 00:10:16.880]  是不是你的心意、你的安排
[00:10:16.880 --> 00:10:18.560]  如果是,我去了
[00:10:18.560 --> 00:10:20.160]  雖千萬人不枉然
[00:10:20.160 --> 00:10:22.720]  如果不是的時候,我不去了
[00:10:22.720 --> 00:10:24.080]  我什麼時候去,另一個問題
[00:10:24.080 --> 00:10:24.720]  但是我不去
[00:10:24.720 --> 00:10:26.800]  因為我不是順從人意
[00:10:26.800 --> 00:10:28.640]  我是跟隨上帝的大理
[00:10:28.640 --> 00:10:31.440]  這個是基督徒應該有的操練
[00:10:31.440 --> 00:10:33.680]  因為我們心中有基督
[00:10:33.680 --> 00:10:35.120]  所以基督徒和其他人
[00:10:35.120 --> 00:10:36.400]  有些是不同的
[00:10:36.400 --> 00:10:38.160]  所以在耶穌基督的身上
[00:10:38.160 --> 00:10:39.680]  我們就看到
[00:10:39.680 --> 00:10:41.680]  在加拿大婚宴怎麼表達
[00:10:41.680 --> 00:10:44.160]  在和他那幫兄弟怎麼表達
[00:10:44.160 --> 00:10:45.680]  他那種的步伐
[00:10:45.680 --> 00:10:48.400]  那種生活的節奏、行動的節奏
[00:10:48.400 --> 00:10:50.160]  很重要的一件事
[00:10:50.160 --> 00:10:53.200]  是按著上帝的心意
[00:10:53.200 --> 00:10:54.480]  上帝的步伐
[00:10:54.480 --> 00:10:57.840]  弟妹,我相信這是聖經裡很清楚
[00:10:57.840 --> 00:11:00.000]  被我們教導耶穌活著的時候
[00:11:00.000 --> 00:11:04.080]  所給我們帶來一個很重要的啟迪
[00:11:04.080 --> 00:11:06.560]  今天我們是不是一個
[00:11:06.560 --> 00:11:09.840]  活在神的時候的人呢?
[00:11:09.840 --> 00:11:11.120]  這個就是我們今天需要
[00:11:11.120 --> 00:11:14.480]  在信仰上的反思
[00:11:14.480 --> 00:11:15.520]  說到這裡
[00:11:15.520 --> 00:11:17.920]  容許我大膽一點
[00:11:17.920 --> 00:11:20.720]  分享一下我一些個人的經歷
[00:11:20.720 --> 00:11:22.160]  希望藉此幫助大家
[00:11:22.160 --> 00:11:25.600]  能夠明白得更加的準確
[00:11:25.600 --> 00:11:27.280]  也願意神在當中
[00:11:27.280 --> 00:11:32.000]  去得著最大的榮耀
[00:11:32.000 --> 00:11:33.120]  熟悉我的弟兄姊妹
[00:11:33.120 --> 00:11:34.960]  知道我過去八年
[00:11:34.960 --> 00:11:37.680]  我是在香港浸信會、差會
[00:11:37.680 --> 00:11:39.520]  做服事的
[00:11:39.520 --> 00:11:41.360]  是一個差會服事
[00:11:41.360 --> 00:11:44.640]  八年裡頭三年就有一個合約
[00:11:44.640 --> 00:11:47.040]  接著董事們跟我說
[00:11:47.040 --> 00:11:48.320]  不如這樣吧,做五年吧
[00:11:48.320 --> 00:11:50.720]  接著我又答應了
[00:11:50.720 --> 00:11:53.760]  做了五年,最後是八年
[00:11:53.760 --> 00:11:54.720]  但是大家知道
[00:11:54.720 --> 00:11:57.760]  我是今年二月離任的
[00:11:57.760 --> 00:11:58.800]  所以之前有八年
[00:11:58.800 --> 00:12:04.400]  好了,為什麼我會離任呢?
[00:12:04.400 --> 00:12:06.960]  其實根據差會的規章
[00:12:06.960 --> 00:12:09.840]  我是不需要離任的
[00:12:09.840 --> 00:12:10.400]  為什麼呢?
[00:12:10.400 --> 00:12:14.560]  因為根據差會的章則規定
[00:12:14.560 --> 00:12:15.680]  大家知不知道
[00:12:15.680 --> 00:12:18.240]  退休年齡是多大呢?
[00:12:18.240 --> 00:12:24.640]  根據差會的退休年齡是65歲
[00:12:24.640 --> 00:12:26.240]  你看我怎麼也看不到
[00:12:26.240 --> 00:12:30.480]  不應該有65歲,對不對?
[00:12:30.480 --> 00:12:34.880]  所以如果根據65歲來退休
[00:12:34.880 --> 00:12:36.320]  我應該還沒達到年齡
[00:12:36.320 --> 00:12:38.960]  事實上真的還沒達到
[00:12:38.960 --> 00:12:40.480]  雖然我還沒達到
[00:12:40.480 --> 00:12:42.800]  但是也有些接近了
[00:12:42.800 --> 00:12:46.240]  今年我已經62歲了
[00:12:46.240 --> 00:12:47.920]  本來62歲就對了
[00:12:47.920 --> 00:12:49.360]  根據規章、規條
[00:12:49.360 --> 00:12:50.800]  最好還有三年做
[00:12:50.800 --> 00:12:52.080]  起碼這麼說
[00:12:52.080 --> 00:12:52.720]  還有三年做
[00:12:52.720 --> 00:12:54.960]  所以根據章則的機制安排
[00:12:54.960 --> 00:12:56.400]  最自然的一步
[00:12:56.400 --> 00:12:58.080]  就是我繼續做下去
[00:12:58.080 --> 00:12:59.440]  而且很安穩的
[00:12:59.440 --> 00:13:00.800]  你熟悉的東西
[00:13:00.800 --> 00:13:01.600]  又很好做
[00:13:01.600 --> 00:13:03.760]  事工又有發展
[00:13:03.760 --> 00:13:05.360]  不過作為一個熟悉的人
[00:13:05.360 --> 00:13:07.280]  一個基督徒不應該這樣想
[00:13:07.280 --> 00:13:10.400]  我不是為組織章則而生存而活著
[00:13:10.400 --> 00:13:13.680]  我是為神來生存來活著
[00:13:13.680 --> 00:13:14.480]  所以很重要
[00:13:14.480 --> 00:13:16.000]  當在一年多之前
[00:13:16.000 --> 00:13:18.000]  我已經尋問神究竟
[00:13:18.000 --> 00:13:20.640]  如果五年的任期都快要到的時候
[00:13:20.640 --> 00:13:22.560]  神啊我是不是繼續在一個警察會
[00:13:22.560 --> 00:13:24.960]  還是說有新的大力
[00:13:24.960 --> 00:13:27.440]  所以我就求問神的心意
[00:13:27.440 --> 00:13:29.760]  而神給我的體會就是
[00:13:29.760 --> 00:13:32.400]  夠了 在警察會的時間
[00:13:32.400 --> 00:13:34.960]  所以當我離任之前的一年多
[00:13:34.960 --> 00:13:36.720]  我就已經體會到這件事
[00:13:36.720 --> 00:13:39.200]  我就已經告訴警察會的董事會
[00:13:39.200 --> 00:13:40.640]  我不會再續約了
[00:13:40.640 --> 00:13:42.160]  我會離任了
[00:13:42.160 --> 00:13:44.400]  根據規章我只要半年前說就行了
[00:13:44.400 --> 00:13:45.440]  不過我不會
[00:13:45.440 --> 00:13:46.400]  我已經很清楚之後
[00:13:46.400 --> 00:13:49.360]  我就一年多前已經告訴他
[00:13:49.360 --> 00:13:50.560]  就是這樣
[00:13:50.560 --> 00:13:53.440]  我就去到今年的一月底就任滿了
[00:13:53.440 --> 00:13:54.720]  接著離開
[00:13:54.720 --> 00:13:56.800]  而我的離開也都因為這樣的緣故
[00:13:56.800 --> 00:13:59.440]  我今晚才可以站在大家的中間
[00:13:59.440 --> 00:14:02.080]  以一個同工的身份
[00:14:02.080 --> 00:14:06.080]  如果不是我仍然是浸警察會的總幹事
[00:14:06.080 --> 00:14:07.840]  為什麼有一個這麼大的變化
[00:14:07.840 --> 00:14:10.160]  為什麼我願意有這麼大的變化
[00:14:10.160 --> 00:14:11.040]  很多因素
[00:14:11.040 --> 00:14:13.760]  不過我相信其中一個很重要的因素
[00:14:13.760 --> 00:14:16.160]  就是因為在我心靈的深處
[00:14:16.160 --> 00:14:18.080]  我是很想學習一個功課
[00:14:18.080 --> 00:14:19.840]  或者操練一個功課
[00:14:19.840 --> 00:14:23.760]  就是活在神的事後中
[00:14:23.760 --> 00:14:26.480]  我們不是活在別人的心意裏面
[00:14:26.480 --> 00:14:30.080]  我們不是活在一個章則的規定裏面
[00:14:30.080 --> 00:14:32.480]  我們不只是活在別人的意見
[00:14:32.480 --> 00:14:34.800]  更加不是活在一個血氣裏面
[00:14:34.800 --> 00:14:38.880]  我們這個生命是活在上帝的旨意和引導
[00:14:38.880 --> 00:14:40.480]  然後我們去配合
[00:14:40.480 --> 00:14:41.680]  活在神的時間
[00:14:41.680 --> 00:14:44.880]  耶穌基督就是在加拿大婚宴
[00:14:44.880 --> 00:14:47.280]  你叫我不要去
[00:14:47.280 --> 00:14:49.120]  不過之後我又去做了
[00:14:49.120 --> 00:14:51.120]  叫我去過謝兄弟
[00:14:51.120 --> 00:14:51.920]  不得志
[00:14:51.920 --> 00:14:52.800]  你們去吧
[00:14:52.800 --> 00:14:54.480]  之後他才去
[00:14:54.480 --> 00:14:57.120]  不是他有心來和大家抗衡
[00:14:57.120 --> 00:14:59.440]  而是他活在神的裏面
[00:14:59.440 --> 00:15:00.640]  他是人子
[00:15:00.640 --> 00:15:03.120]  他是跟隨上帝的帶領
[00:15:03.120 --> 00:15:04.880]  我覺得這是給我們一個很大的啟蒂
[00:15:04.880 --> 00:15:06.160]  今天我們活在世上
[00:15:06.160 --> 00:15:08.080]  我們說是基督徒的時候
[00:15:08.080 --> 00:15:09.680]  我們需要這樣想
[00:15:09.680 --> 00:15:12.000]  我們需要學習這個功課
[00:15:12.000 --> 00:15:13.680]  甚至我們擴大來說
[00:15:13.680 --> 00:15:16.080]  我們的教會是一個信仰的群體
[00:15:16.080 --> 00:15:19.600]  我們整體都要尋求神給我們的時候
[00:15:19.600 --> 00:15:20.880]  神給我們的旨意是甚麼
[00:15:20.880 --> 00:15:23.600]  然後我們眾人如同一人去跟隨祂
[00:15:23.600 --> 00:15:26.080]  我想我們的教會就一定活在一個
[00:15:26.080 --> 00:15:28.160]  很美好的道路上面
[00:15:28.160 --> 00:15:29.360]  土神起源
[00:15:29.360 --> 00:15:31.360]  當然做不是那麼容易
[00:15:31.360 --> 00:15:34.320]  不過起碼是我們應該努力的地方
[00:15:34.320 --> 00:15:38.800]  神的時間我們很想配合
[00:15:38.800 --> 00:15:41.360]  萬一不配合會怎樣呢?
[00:15:41.360 --> 00:15:43.360]  都很辛苦的
[00:15:43.360 --> 00:15:44.560]  不配合的時候
[00:15:44.560 --> 00:15:45.920]  神又這樣,我們又這樣
[00:15:45.920 --> 00:15:47.280]  神說要快,我們又慢
[00:15:47.280 --> 00:15:48.880]  神要慢,我們又猛快
[00:15:48.880 --> 00:15:50.000]  真的
[00:15:50.000 --> 00:15:52.400]  熟神的人都會犯這個毛病
[00:15:52.400 --> 00:15:57.040]  甚至是一些熟齡的偉人都犯這個毛病
[00:15:57.040 --> 00:15:59.440]  有時候配合不了神的時間
[00:15:59.440 --> 00:16:01.200]  讓我舉一個例
[00:16:01.200 --> 00:16:03.200]  聖經的例給大家看
[00:16:03.200 --> 00:16:04.240]  就知道
[00:16:04.240 --> 00:16:05.600]  大家很熟
[00:16:05.600 --> 00:16:06.800]  阿伯拉罕
[00:16:06.800 --> 00:16:08.080]  信心偉人
[00:16:08.080 --> 00:16:10.080]  我們都在他身上學習很多功課
[00:16:10.080 --> 00:16:14.480]  阿伯拉罕有沒有兒子?
[00:16:14.480 --> 00:16:15.440]  有兒子
[00:16:15.440 --> 00:16:17.440]  神應許的兒子叫甚麼名字?
[00:16:17.440 --> 00:16:19.440]  以撒
[00:16:19.440 --> 00:16:22.400]  但是阿伯拉罕是不是只有一個兒子呢?
[00:16:22.400 --> 00:16:25.520]  不是,還有很多
[00:16:25.520 --> 00:16:27.520]  有一個名字大家聽過沒有?
[00:16:27.520 --> 00:16:30.160]  以撒瑪利
[00:16:30.160 --> 00:16:33.520]  在年齡上你猜以撒瑪利大還是以撒大?
[00:16:33.520 --> 00:16:36.960]  是以撒瑪利大
[00:16:36.960 --> 00:16:40.160]  神曾經在阿伯拉罕七十多歲的時候
