
[00:00:00.000 --> 00:00:02.720]  本節目由我們在聆聽主的說話而設
[00:04:30.480 --> 00:04:33.040]  其實Alan就不用再訓練了
[00:04:33.040 --> 00:04:38.560]  因為他好好預備好做這份工作
[00:04:38.560 --> 00:04:44.560]  我想或者可能我的語言能力足夠他覺得
[00:04:44.560 --> 00:04:48.240]  但是當去到最後一天的時候
[00:04:48.240 --> 00:04:54.400]  我就很感謝這一位栽培我的導師
[00:04:54.400 --> 00:04:57.200]  但是當說了沒多久之後
[00:04:57.200 --> 00:05:02.000]  我們那個全日中心的主管就走出來
[00:05:02.000 --> 00:05:03.920]  他用了一個宣告
[00:05:03.920 --> 00:05:06.480]  是不是宣告我畢業呢?
[00:05:06.480 --> 00:05:09.120]  是不是有獎金、有獎品?
[00:05:09.120 --> 00:05:11.120]  原來不是
[00:05:11.120 --> 00:05:15.360]  我想和大家一起宣佈一個消息
[00:05:15.360 --> 00:05:22.640]  今天是我們一位同事的最後一天的工作
[00:05:22.640 --> 00:05:25.120]  我心想我剛剛來一個星期
[00:05:25.120 --> 00:05:27.040]  接著就有一個同事要走
[00:05:27.040 --> 00:05:27.760]  是誰呢?
[00:05:27.760 --> 00:05:29.760]  我似曾相識的一個字眼
[00:05:29.760 --> 00:05:34.800]  叫做「I would like to announce a bitter joy」
[00:05:34.800 --> 00:05:40.640]  我很熟悉這個字眼
[00:05:40.640 --> 00:05:43.040]  如果用中文翻譯來算
[00:05:43.040 --> 00:05:49.760]  這個字眼就是指一個悲喜交集的情況
[00:05:49.760 --> 00:05:54.240]  原來這位訓練我的導師
[00:05:54.240 --> 00:05:55.920]  他訓練我這一星期
[00:05:55.920 --> 00:06:01.280]  原來也是他人生當中最後一個星期的工作
[00:06:01.280 --> 00:06:04.080]  原來他訓練完我最後一天
[00:06:04.080 --> 00:06:06.640]  接著他就正式退休
[00:06:06.640 --> 00:06:10.560]  為什麼是一個叫做「bitter joy」呢?
[00:06:10.560 --> 00:06:13.760]  其實最主要的一個原因就是
[00:06:13.760 --> 00:06:19.280]  一方面公司會少了一個好的傳譯員
[00:06:19.280 --> 00:06:22.560]  因為他懂得三種語言
[00:06:22.560 --> 00:06:24.080]  除了英文
[00:06:24.080 --> 00:06:29.120]  所以其實我們公司差不多很多工作
[00:06:29.120 --> 00:06:30.400]  都背在他身上
[00:06:30.400 --> 00:06:33.280]  沒有一個懂得三國語言的人
[00:06:33.280 --> 00:06:38.640]  其實那個分分鐘可能要請三個人來頂一個人
[00:06:38.640 --> 00:06:42.160]  尤其是這些社福界的就沒什麼錢的
[00:06:42.160 --> 00:06:44.320]  就是薪水按到你低一低
[00:06:44.320 --> 00:06:47.360]  工作就多一多那些情況
[00:06:47.360 --> 00:06:52.160]  那這位同事離開其實是一種很大的損失
[00:06:52.160 --> 00:06:54.960]  但是回心一想
[00:06:54.960 --> 00:06:58.160]  當一個人踏入去退休的日子
[00:06:58.160 --> 00:07:03.600]  其實也是他人生另一個的片段的開始
[00:07:03.600 --> 00:07:07.840]  所以其實退休就不是不用做
[00:07:07.840 --> 00:07:11.040]  退休只不過是你的角色有改變
[00:07:11.040 --> 00:07:16.560]  你的人生的步伐可能會有一個改變
[00:07:16.560 --> 00:07:21.440]  所以為什麼要稱之為Bitter Joy呢?
[00:07:21.440 --> 00:07:24.240]  其實就是說到
[00:07:24.240 --> 00:07:27.440]  雖然是一件不開心的事對於一個公司
[00:07:27.440 --> 00:07:32.640]  但是對這位同事是一件很大的喜事
[00:07:32.640 --> 00:07:36.560]  其實這位同事後來因為他年紀大
[00:07:36.560 --> 00:07:39.280]  有很多電腦的東西
[00:07:39.280 --> 00:07:42.160]  那時候他後來退了休
[00:07:42.160 --> 00:07:44.400]  我也有去過他的家
[00:07:44.400 --> 00:07:48.160]  他其實我不知道是不是政府那麼好安排
[00:07:48.160 --> 00:07:50.720]  就是他退休之後的那個星期他就搬屋
[00:07:50.720 --> 00:07:52.160]  搬去老人屋
[00:07:52.160 --> 00:07:54.960]  我去到那個老人屋其實是很漂亮的
[00:07:54.960 --> 00:08:00.400]  是自己住的一個單位
[00:08:00.400 --> 00:08:03.680]  其實是一個新建的老人宿舍
[00:08:03.680 --> 00:08:06.080]  是很精緻
[00:08:06.080 --> 00:08:11.680]  所以這個字眼一直都擺在我心裡
[00:08:11.680 --> 00:08:16.000]  人生裡面其實有很多的事物都是一個
[00:08:16.000 --> 00:08:18.080]  我們稱為Bitter Joy
[00:08:18.080 --> 00:08:23.200]  悲喜交集的一個人生經驗
[00:08:23.200 --> 00:08:25.360]  也可以這麼說
[00:08:25.360 --> 00:08:28.160]  我去到這個公司的工作
[00:08:28.160 --> 00:08:34.560]  不多不少都是去承擔了他一些之前的工作
[00:08:34.560 --> 00:08:38.320]  但是這種世代相傳的過程
[00:08:38.320 --> 00:08:44.400]  其實好像真的一定要經過了這個悲喜交集的過程
[00:08:44.400 --> 00:08:48.000]  才能夠有一個交棒的時間
[00:08:48.000 --> 00:08:51.120]  為什麼我分享這個經驗呢?
[00:08:51.120 --> 00:08:58.000]  其實橫教會經常特別我們這個年紀
[00:08:58.000 --> 00:09:02.400]  我就很不亂的情況
[00:09:02.400 --> 00:09:06.240]  要退休的還有十年左右
[00:09:06.240 --> 00:09:10.880]  身邊很多的教務同工都比我大
[00:09:10.880 --> 00:09:14.640]  因為我們這些年輕人出來侍奉
[00:09:14.640 --> 00:09:17.040]  貼近那些老人家多
[00:09:17.040 --> 00:09:19.360]  我屬於老人家那一批
[00:09:19.360 --> 00:09:21.360]  但是又不是他的年紀
[00:09:21.360 --> 00:09:25.200]  經常聽見他們說要接班
[00:09:25.200 --> 00:09:29.840]  繼承教會那個承傳的工作
[00:09:29.840 --> 00:09:32.320]  我覺得的而且確是這樣的
[00:09:32.320 --> 00:09:36.480]  但是教會有沒有真的預備好
[00:09:36.480 --> 00:09:39.520]  在這些交接的過程裏面
[00:09:39.520 --> 00:09:43.040]  可能會有一些正如我上司所說的
[00:09:43.040 --> 00:09:46.000]  所說的叫做bitter joy
[00:09:46.000 --> 00:09:50.160]  悲喜交集的轉接過程呢?
[00:09:50.160 --> 00:09:53.920]  還是我們無論交那個也好
[00:09:53.920 --> 00:09:55.600]  又不肯放手
[00:09:55.600 --> 00:09:58.720]  接那個又接不到手
[00:09:58.720 --> 00:10:01.920]  在這個過程當中反而不是悲喜交集
[00:10:01.920 --> 00:10:04.320]  而是大家互相嘔鬥呢?
[00:10:04.320 --> 00:10:09.040]  這個情況我想是很值得我們去思想
[00:10:09.040 --> 00:10:12.480]  而這個亦都是今天我們所看的
[00:10:12.480 --> 00:10:16.160]  聖經的經文在《哥羅西書》第一章
[00:10:16.160 --> 00:10:19.680]  從第24節至第29節裏面
[00:10:19.680 --> 00:10:25.360]  保羅正正談到一個他侍奉的轉接
[00:10:25.360 --> 00:10:26.960]  保羅已經年紀大了
[00:10:26.960 --> 00:10:31.840]  已經是甚至下在監獄裏面
[00:10:31.840 --> 00:10:34.560]  身處在羅馬城的當中
[00:10:34.560 --> 00:10:38.960]  但是他沒有辦法去繼續牧養一間
[00:10:38.960 --> 00:10:43.280]  雖然不是他自己親手所建立的教會
[00:10:43.280 --> 00:10:49.200]  但是至少亦都是透過保羅認識主的一些童宮
[00:10:49.200 --> 00:10:52.480]  譬如我們所熟悉的以巴忽
[00:10:52.480 --> 00:10:57.600]  他作為一個在哥羅西這個城市
[00:10:57.600 --> 00:10:59.600]  一個這麼重要的小亞細亞
[00:10:59.600 --> 00:11:04.400]  或者亞洲的重要交通商業中心
[00:11:04.400 --> 00:11:06.960]  而去到羅馬認識了保羅
[00:11:06.960 --> 00:11:08.480]  甚至認識了基督
[00:11:08.480 --> 00:11:10.480]  信了主的信徒
[00:11:10.480 --> 00:11:14.960]  他回到哥羅西城去開展
[00:11:14.960 --> 00:11:21.120]  或者參與在這個教會的侍奉的過程裏面
[00:11:21.120 --> 00:11:25.200]  保羅其實同樣要明白到
[00:11:25.200 --> 00:11:29.680]  他的侍奉不是只是單靠自己的直接參與
[00:11:29.680 --> 00:11:33.280]  其實是真的需要好好地去交接
[00:11:33.280 --> 00:11:38.000]  給下一代在哥羅西的教會
[00:11:38.000 --> 00:11:41.680]  而以巴忽以及他的童宮
[00:11:41.680 --> 00:11:46.320]  其實正正就是需要面對一個這樣的轉接的過程
[00:11:46.320 --> 00:11:50.400]  而當我們去看哥羅西書今天這段的聖經
[00:11:50.400 --> 00:11:59.200]  亦都反映出保羅這份對教會那種傳承的矛盾
[00:11:59.200 --> 00:12:01.200]  和那種的喜悅
[00:12:01.200 --> 00:12:07.200]  怎樣兩者之間能夠可以去看到上帝的心意
[00:12:07.200 --> 00:12:10.320]  所以我將今天這段聖經的講題
[00:12:10.320 --> 00:12:15.040]  定之為侍奉主的喜樂交集
[00:12:15.040 --> 00:12:21.440]  來成為我們今天這段聖經的思想的主要核心的題目
[00:12:21.440 --> 00:12:23.760]  讓我們作為屬臣的子民
[00:12:23.760 --> 00:12:28.640]  亦都抱著一種好像和保羅一樣的心思意念
[00:12:28.640 --> 00:12:31.600]  來去承傳教會
[00:12:31.600 --> 00:12:35.440]  這個應當將主導彰顯
[00:12:35.440 --> 00:12:38.560]  牧羊的角色能夠好好地做好
[00:12:38.560 --> 00:12:45.440]  讓我們一起回到這段聖經哥羅西書第一章第24至29節
[00:12:45.440 --> 00:12:47.200]  讓我們一起再讀一次
[00:12:47.200 --> 00:12:50.400]  雖然Karen已經幫我們讀過一次了
[00:12:50.400 --> 00:12:52.880]  讓我們再讀多一次
[00:12:52.880 --> 00:12:57.120]  因為看來這段經文裡面所講的東西有些似曾相識
[00:12:57.120 --> 00:13:02.480]  但又好像有一種若即若離不太掌握的內容
[00:13:02.480 --> 00:13:04.880]  讓我們一起去再讀一次
[00:13:04.880 --> 00:13:08.320]  請大家一起打開哥羅西書第一章
[00:13:08.320 --> 00:13:12.160]  我們從第24至29節一起讀
[00:13:12.160 --> 00:13:14.720]  好,找到之後我們一起讀
[00:13:38.320 --> 00:13:42.080]  把神的道理傳得傳備
[00:13:42.080 --> 00:13:47.680]  這道理就是歷世歷代所隱藏的奧秘
[00:13:47.680 --> 00:13:51.760]  但如今向他的聖徒顯明了
[00:13:51.760 --> 00:13:54.800]  神願意叫他們知道
[00:13:54.800 --> 00:14:00.400]  這奧秘在外邦人中有何等豐盛的榮耀
[00:14:00.400 --> 00:14:05.920]  就是基督在你們心裡成了有榮耀的盼望
[00:14:05.920 --> 00:14:10.400]  我們傳揚他,使用諸般的智慧
[00:14:10.400 --> 00:14:13.760]  勸戒各人,教導各人
[00:14:13.760 --> 00:14:20.160]  要把各人在基督裡完完全全地引到神面前
[00:14:20.160 --> 00:14:22.480]  我也為此勞苦
[00:14:22.480 --> 00:14:29.600]  照著他在我裡面運用的大能盡心竭力
[00:14:29.600 --> 00:14:32.880]  我們回顧一下上文我們講些什麼
[00:14:32.880 --> 00:14:38.160]  上文其實當我們去看回那段保羅的內容
[00:14:38.160 --> 00:14:41.040]  主要是想告訴我們
[00:14:41.040 --> 00:14:45.200]  其實真理本身的啟示不是很困難的
[00:14:45.200 --> 00:14:48.240]  不是說真的很刁鑽
[00:14:48.240 --> 00:14:52.720]  只有讀過很多書的人才會明白
[00:14:52.720 --> 00:14:56.320]  不是的,其實那個道理是很簡單的
[00:14:56.320 --> 00:15:05.200]  但是為難的就是大部分的情況是人不願意離開罪這個決心
[00:15:05.200 --> 00:15:10.880]  於是乎當我們缺乏了這份決心要離開罪的時候
[00:15:10.880 --> 00:15:16.320]  我們就會發現到我們的信就開始變質
[00:15:16.320 --> 00:15:19.280]  尤其是今天我們的相信
[00:15:19.280 --> 00:15:24.640]  究竟是不是直根於認罪悔改這個基礎
[00:15:24.640 --> 00:15:32.240]  還是以其他聖經以外的原因來所謂信了耶穌呢?
[00:15:32.240 --> 00:15:35.600]  其實這方面是很值得我們去深思的
[00:15:35.600 --> 00:15:40.160]  所以今天有些弟兄姊妹說牧師我是不是真的信了主
[00:15:40.160 --> 00:15:46.080]  我覺得他問的這條問題其實是一個很深思熟慮的一個考量
[00:15:46.080 --> 00:15:49.760]  如果一個人求求其其的信了主
[00:15:49.760 --> 00:15:55.200]  就說我做很多事有神保守有危險
[00:15:55.200 --> 00:16:01.200]  上帝要我離開這些危難困難
[00:16:01.200 --> 00:16:04.000]  這個神很靈所以我信他
[00:16:04.000 --> 00:16:07.680]  其實後者究竟是不是真的認罪悔改
[00:16:07.680 --> 00:16:12.560]  相信主而生命有真正的改變呢?
[00:16:12.560 --> 00:16:15.440]  這個是很值得我們思想的
[00:16:15.440 --> 00:16:17.840]  而保羅也都給我們看見
[00:16:17.840 --> 00:16:19.840]  在這個侍奉的過程裏面
[00:16:19.840 --> 00:16:28.400]  他不介意去直接將這個認罪悔改這個基礎告訴信徒知道
[00:16:28.400 --> 00:16:33.280]  而且他甚至去承擔了一個執事
[00:16:33.280 --> 00:16:35.520]  福音的執事的角色
[00:16:35.520 --> 00:16:39.120]  來去將這個福音準確傳開
[00:16:39.120 --> 00:16:44.720]  而這個也是我們今天所看的這段經文的背景
[00:16:44.720 --> 00:16:47.520]  保羅在一個這樣的大前提之下
[00:16:47.520 --> 00:16:54.160]  究竟他怎樣去真正執行這個執事的工作呢?
[00:16:54.160 --> 00:16:59.680]  用今天的用語就是說作為教會的領袖
[00:16:59.680 --> 00:17:02.640]  甚至教會的每一個信徒
[00:17:02.640 --> 00:17:10.240]  我們是怎樣去真正執行上帝那個的救恩的啟示
[00:17:10.240 --> 00:17:14.240]  福音本身那個的傳遞
[00:17:14.240 --> 00:17:16.960]  怎樣才做得真是準確呢?
[00:17:16.960 --> 00:17:24.320]  這個也是我們這一段聖經裏面所看見的進一步保羅的申述
[00:17:24.320 --> 00:17:28.880]  如何作好這個福音的執事的這個行列
[00:17:28.880 --> 00:17:32.400]  已經參與了
[00:17:32.400 --> 00:17:38.080]  沒有說等啊求求其其過日子算數
[00:17:38.080 --> 00:17:41.120]  真是肯承擔起這個執事的責任了
[00:17:41.120 --> 00:17:45.280]  但是這個福音的執事的責任是怎樣執行呢?
[00:17:45.280 --> 00:17:50.160]  首先說一些結構上面的一些的陳述先
[00:17:50.160 --> 00:17:56.160]  如果在聖經的經文的文法的結構上面
[00:17:56.160 --> 00:18:06.480]  從第一章的第24節一到去到二章的第五節本身是一個整體的記載來的
[00:18:09.920 --> 00:18:15.920]  而它以一個叫做交叉式的一個陳述記事方式
[00:18:15.920 --> 00:18:17.360]  我已經說過很多次了
[00:18:17.360 --> 00:18:20.400]  這種無論你叫做交叉式的記載方式
[00:18:20.400 --> 00:18:23.040]  或者叫做夾心餅
[00:18:23.040 --> 00:18:27.920]  或者英文叫做Kiasic Structure
[00:18:27.920 --> 00:18:30.400]  或者叫做Sandwich Structure
[00:18:30.400 --> 00:18:36.080]  它是將傳統猶太人寫東西陳述的記載
[00:18:36.080 --> 00:18:38.560]  以夾心餅的形式去寫
[00:18:38.560 --> 00:18:41.200]  就是它一層一層去展述
[00:18:41.200 --> 00:18:44.320]  然後再將那個展述的結果說出來之後
[00:18:44.320 --> 00:18:49.200]  又再將那個展述的結果引申怎樣發展出來
[00:18:49.200 --> 00:18:52.400]  這個夾心餅的記載有一個好處的
[00:18:52.400 --> 00:18:56.720]  就是當讀者讀的時候就能夠容易去記載
[00:18:56.720 --> 00:19:04.240]  並且在介紹的時候就會更加容易去記得內容
[00:19:04.240 --> 00:19:08.000]  那你說牧師大約是什麼意思我都get不到
[00:19:08.000 --> 00:19:13.680]  那我就用唱流行歌的歌詞來做一個比喻
[00:19:13.680 --> 00:19:18.800]  大家有沒有留意現在絕大部份的流行歌曲
[00:19:18.800 --> 00:19:23.280]  都是將同一堆的歌詞重複唱多一次
[00:19:23.280 --> 00:19:25.040]  為什麼是這樣?
[00:19:25.040 --> 00:19:28.960]  因為這些歌我們現在稱之為洗腦歌
[00:19:28.960 --> 00:19:30.880]  它這樣唱的時候
[00:19:30.880 --> 00:19:34.640]  就能夠將那個歌詞的內容
[00:19:34.640 --> 00:19:38.080]  重複地刻在你的腦海裏更加容易
[00:19:38.080 --> 00:19:41.200]  Chiasic Structure其實就是類似這樣的意思
[00:19:41.200 --> 00:19:44.960]  不過今天我們不看整個的結構
[00:19:44.960 --> 00:19:47.920]  我們只看頭一半
[00:19:47.920 --> 00:19:49.680]  我們怎樣看頭一半呢?
[00:19:49.680 --> 00:19:52.000]  我們會分為三個部份去看的
[00:19:52.000 --> 00:19:54.240]  第一個部份
[00:19:54.240 --> 00:19:56.880]  第一章第二十四節
[00:19:56.880 --> 00:19:58.320]  一開始保羅說
[00:19:58.320 --> 00:20:03.120]  當他要執行這個福音的執事的身份的時候
[00:20:03.120 --> 00:20:04.640]  或者這份工作
[00:20:04.640 --> 00:20:07.280]  或者說得更加神學性的用詞
[00:20:07.280 --> 00:20:10.000]  侍奉的時候
[00:20:10.000 --> 00:20:17.040]  他就道出了原來是需要經歷多重的為難
[00:20:17.040 --> 00:20:21.440]  但是他是很歡喜快樂地去到接受這些為難
[00:20:21.440 --> 00:20:26.640]  並且這些經歷能夠使他有真正侍奉的喜樂
[00:20:26.640 --> 00:20:29.120]  我們一起看看這節經文說些什麼
[00:20:29.120 --> 00:20:31.120]  第二十四節這樣說
[00:20:31.120 --> 00:20:36.080]  「現在我為你們受苦、賭博歡樂
[00:20:36.080 --> 00:20:39.040]  並且為基督的身體
[00:20:39.040 --> 00:20:41.040]  就是為教會
[00:20:41.040 --> 00:20:43.360]  敲在我肉身上
[00:20:43.360 --> 00:20:46.960]  補滿基督患難的欠缺」
[00:20:46.960 --> 00:20:55.600]  我們做《釋經》研究的人
[00:20:55.600 --> 00:20:58.320]  在《聖經》裏面有
[00:20:58.320 --> 00:21:02.720]  大約十多段的《聖經》
[00:21:02.720 --> 00:21:04.160]  我們稱之為
[00:21:04.160 --> 00:21:07.760]  The Clux of Interpretation
[00:21:07.760 --> 00:21:08.800]  什麼意思呢?
[00:21:08.800 --> 00:21:10.640]  Clux這個字
[00:21:10.640 --> 00:21:15.040]  Clux就是一些死結纏繞著
[00:21:15.040 --> 00:21:19.520]  在《釋經》上最難解釋的《聖經》
[00:21:19.520 --> 00:21:21.600]  大約有十多段左右
[00:21:21.600 --> 00:21:24.480]  當然有很多可能大家都覺得很難
[00:21:24.480 --> 00:21:29.920]  但是在《釋經》上真是很難解釋的十多段經文
[00:21:29.920 --> 00:21:33.840]  第二十四節就是其中一節
[00:21:33.840 --> 00:21:36.320]  如果一般的信徒就這樣讀
[00:21:36.320 --> 00:21:38.720]  OK 搞定了 我明白的了
[00:21:38.720 --> 00:21:39.840]  你是不是真的明白?
[00:21:39.840 --> 00:21:41.840]  這是另一回事
[00:21:41.840 --> 00:21:43.840]  但是如果說《釋經》上
[00:21:43.840 --> 00:21:45.360]  說傳道的上
[00:21:45.360 --> 00:21:47.200]  很多牧者也都讀到這段《釋經》
[00:21:47.200 --> 00:21:49.440]  本身哥羅西書已經很少人說的了
[00:21:49.440 --> 00:21:52.640]  但是這句這麼難解釋的經文
[00:21:52.640 --> 00:21:55.040]  讀了其實實質上你仔細看看
[00:21:55.040 --> 00:21:56.960]  你其實真是知不知道他想說什麼
[00:21:56.960 --> 00:21:58.240]  你未必想知道
[00:21:58.240 --> 00:22:01.440]  未必真是掌握到他在說什麼
[00:22:01.440 --> 00:22:03.440]  我細心讀多一次
[00:22:03.440 --> 00:22:04.960]  或者慢一點讀多一次
[00:22:04.960 --> 00:22:05.840]  你自己去想一下
[00:22:05.840 --> 00:22:08.400]  究竟這節經文想說些什麼
[00:22:08.400 --> 00:22:09.120]  他說
[00:22:09.120 --> 00:22:13.760]  現在我為你們受苦
[00:22:13.760 --> 00:22:17.280]  賭博歡樂
[00:22:17.280 --> 00:22:20.720]  並且為基督的身體
[00:22:20.720 --> 00:22:25.040]  就是為教會要在我肉身上
[00:22:25.040 --> 00:22:29.680]  補滿基督患難的欠缺
[00:22:29.680 --> 00:22:34.640]  你真是明白嗎?
[00:22:34.640 --> 00:22:38.080]  我們逐節逐節看看他說什麼
[00:22:38.080 --> 00:22:40.080]  逐句逐句
[00:22:40.080 --> 00:22:43.680]  他說我現在是為你們受苦
[00:22:43.680 --> 00:22:47.440]  這句話說出來
[00:22:47.440 --> 00:22:52.400]  有些亂解經的人就會怎樣
[00:22:52.400 --> 00:22:54.400]  這裡教導我們
[00:22:54.400 --> 00:22:57.600]  聖經做傳道人要受苦
[00:22:57.600 --> 00:22:59.440]  所以我們做會友
[00:22:59.440 --> 00:23:00.880]  或者做教會執事
[00:23:00.880 --> 00:23:02.640]  教會領袖的
[00:23:02.640 --> 00:23:09.280]  就要使你的目者有這麼苦得這麼苦
[00:23:09.280 --> 00:23:14.080]  這樣你才能夠滿足到保羅的要求
[00:23:14.080 --> 00:23:15.840]  還有講後面那句
[00:23:15.840 --> 00:23:17.120]  賭博歡樂
[00:23:17.120 --> 00:23:18.400]  你越虐待他
[00:23:18.400 --> 00:23:19.600]  對不起
[00:23:19.600 --> 00:23:21.600]  你越對他不好
[00:23:21.600 --> 00:23:22.960]  他就越歡樂
[00:23:22.960 --> 00:23:26.000]  這句話如果是這樣解釋
[00:23:26.000 --> 00:23:32.240]  就將所有傳道人演繹成為被虐狂
[00:23:32.240 --> 00:23:34.240]  他們是神經的
[00:23:34.240 --> 00:23:36.240]  他喜歡被人虐待
[00:23:36.240 --> 00:23:39.280]  是不是這個意思
[00:23:39.280 --> 00:23:43.040]  我這樣說你都會說不是
[00:23:43.040 --> 00:23:45.440]  但不是又為什麼呢這句話
[00:23:45.440 --> 00:23:48.000]  為什麼保羅說我為你受苦
[00:23:48.000 --> 00:23:50.000]  不是呀第二個解釋就是
[00:23:50.000 --> 00:23:53.760]  保羅想高他自己有多苦
[00:23:53.760 --> 00:23:57.760]  所以為什麼有些傳道人又出這一招
[00:23:57.760 --> 00:23:59.760]  叫做苦肉計
[00:23:59.760 --> 00:24:02.720]  搞到自己有這麼苦得這麼苦
[00:24:02.720 --> 00:24:06.320]  使教會的人特別會有
[00:24:06.320 --> 00:24:08.320]  覺得牧師很苦
[00:24:08.320 --> 00:24:10.320]  牧師很慘
[00:24:10.320 --> 00:24:12.320]  所以我們要對他好
[00:24:12.320 --> 00:24:14.880]  天主教很喜歡使這一招
[00:24:14.880 --> 00:24:16.880]  我認識很多神父
[00:24:16.880 --> 00:24:18.880]  很多牧師都是這樣
[00:24:18.880 --> 00:24:20.880]  講到自己有多可憐
[00:24:20.880 --> 00:24:22.880]  然後就怎樣
[00:24:22.880 --> 00:24:28.880]  讓會友覺得用憐憫牧者的心來接待牧者
[00:24:28.880 --> 00:24:34.880]  我曾經認識一個天主教教會的教區主教
[00:24:34.880 --> 00:24:40.880]  他曾經經常說我很窮我很窮
[00:24:40.880 --> 00:24:42.880]  我見他又不像很窮
[00:24:42.880 --> 00:24:44.880]  為什麼
[00:24:44.880 --> 00:24:46.880]  因為我每天見到他的時候
[00:24:46.880 --> 00:24:48.880]  經常有些人駕著路斯萊斯
[00:24:48.880 --> 00:24:50.880]  Benz 寶馬
[00:24:50.880 --> 00:24:52.880]  雖然我們有沒有人駕這些車
[00:24:52.880 --> 00:24:54.880]  沒有吧
[00:24:54.880 --> 00:24:56.880]  來接他去
[00:24:56.880 --> 00:24:58.880]  有一次我跟他說
[00:24:58.880 --> 00:25:00.880]  為什麼你出出入入
[00:25:00.880 --> 00:25:02.880]  又路斯萊斯又Benz又寶馬呢
[00:25:02.880 --> 00:25:04.880]  他說沒有呀
[00:25:04.880 --> 00:25:08.880]  會教友來接我去打球
[00:25:08.880 --> 00:25:12.880]  吃東西喝茶之類
[00:25:12.880 --> 00:25:16.880]  又有些傳道人是這樣的
