
[00:00:00.000 --> 00:00:04.040]  我們的賽事院是在教會中設立
[00:04:26.280 --> 00:04:30.120]  當我們太多的保鏢跟着這個官出去的時間
[00:04:30.120 --> 00:04:34.320]  老實講地方的官一定做的最好最好的版
[00:04:34.320 --> 00:04:36.560]  一些的東西給你看
[00:04:36.560 --> 00:04:39.800]  讓新聞報道的時候只是看到好的方面
[00:04:39.800 --> 00:04:41.680]  不好的方面看不到
[00:04:42.680 --> 00:04:44.160]  我們的主耶穌基督
[00:04:44.160 --> 00:04:48.400]  爲到真真正正來到我們的當中
[00:04:48.400 --> 00:04:50.400]  徹底與我們認同
[00:04:50.400 --> 00:04:52.560]  他要成爲一個人的樣式
[00:04:52.560 --> 00:04:54.640]  甚至成爲一個怎麼樣的人
[00:04:54.640 --> 00:04:58.000]  連枕頭的地方都沒有的人
[00:04:58.000 --> 00:05:01.760]  缺料有鍋
[00:05:01.760 --> 00:05:03.160]  壺裏有洞
[00:05:03.160 --> 00:05:06.960]  人質連枕頭的地方都沒有
[00:05:06.960 --> 00:05:08.840]  差不多等於什麼
[00:05:08.840 --> 00:05:10.240]  就是乞丐一樣
[00:05:10.240 --> 00:05:11.560]  我想問各位
[00:05:11.920 --> 00:05:14.720]  有多少人有自己一個牀睡覺的
[00:05:14.720 --> 00:05:16.400]  每天晚上好不好舉手
[00:05:16.400 --> 00:05:19.160]  每天晚上有一個牀睡覺的好不好舉手
[00:05:19.160 --> 00:05:20.120]  舉高一點好嗎
[00:05:20.120 --> 00:05:22.160]  有牀睡覺的
[00:05:22.160 --> 00:05:24.760]  有枕頭的好不好舉手
[00:05:24.760 --> 00:05:28.560]  你有自己一間房的舉手好不好
[00:05:28.560 --> 00:05:31.400]  少一點
[00:05:31.400 --> 00:05:35.120]  但是無論怎麼樣都好
[00:05:35.120 --> 00:05:38.440]  每一個地區那邊我們都有自己的牀是嗎
[00:05:38.440 --> 00:05:41.880]  你不說今天回家晚了一點
[00:05:41.920 --> 00:05:43.280]  連那個牀都沒有了
[00:05:43.280 --> 00:05:44.400]  我要打地鋪
[00:05:44.400 --> 00:05:45.920]  不會有這個樣子的
[00:05:45.920 --> 00:05:50.160]  我們的耶穌基督就是去到哪就睡到哪
[00:05:50.160 --> 00:05:51.640]  連牀都沒有的
[00:05:51.640 --> 00:05:53.080]  弟兄姐妹們
[00:05:53.080 --> 00:05:54.640]  爲什麼他要這樣子
[00:05:54.640 --> 00:05:56.320]  就是因爲出於愛
[00:05:56.320 --> 00:05:59.000]  徹底與我們衆人認同
[00:05:59.000 --> 00:06:01.800]  但是因爲他這個舉動
[00:06:01.800 --> 00:06:04.760]  令到很多的人包括信了主的人
[00:06:04.760 --> 00:06:06.360]  對他有很多的誤會
[00:06:06.360 --> 00:06:10.120]  我們今天在讀聖經的時間也同樣遇到這個問題
[00:06:11.280 --> 00:06:15.840]  當我們今天來讀到哥羅西書一章十五節
[00:06:15.840 --> 00:06:18.960]  同樣就出現這樣的問題
[00:06:18.960 --> 00:06:23.560]  我們今天來打開哥羅西書的一章十五節一起讀
[00:06:23.560 --> 00:06:27.280]  愛子是不能看見至神的像
[00:06:27.280 --> 00:06:28.920]  是守身的
[00:06:28.920 --> 00:06:31.520]  在一切受造的一線
[00:06:31.520 --> 00:06:35.520]  我請各位先來看看這個原文
[00:06:35.520 --> 00:06:37.240]  可不可以找找
[00:06:37.240 --> 00:06:39.600]  哥羅西書
[00:06:40.960 --> 00:06:42.840]  這一段聖經的原文
[00:06:42.840 --> 00:06:44.800]  到底是怎麼樣的呢
[00:06:44.800 --> 00:06:47.680]  按照原文的意思
[00:06:47.680 --> 00:06:51.120]  愛子是他不能看見之神的像
[00:06:51.120 --> 00:06:56.160]  是一切被造的守身者
[00:06:56.160 --> 00:06:58.280]  應該是這樣來的翻譯的
[00:06:58.280 --> 00:07:02.120]  是一切被造的守身者
[00:07:02.120 --> 00:07:04.000]  所以在英文的方面
[00:07:04.000 --> 00:07:06.800]  有一個不同的一些的翻譯
[00:07:06.800 --> 00:07:09.600]  He is the image of the invisible God
[00:07:09.960 --> 00:07:12.840]  The firstborn of our creation
[00:07:12.840 --> 00:07:16.800]  這個是大部分的版本都是這樣來的翻譯的
[00:07:16.800 --> 00:07:17.760]  爲什麼呢
[00:07:17.760 --> 00:07:19.680]  因爲這個是一個所有詞
[00:07:19.680 --> 00:07:22.720]  這個所有詞好像說什麼是所有詞
[00:07:22.720 --> 00:07:25.520]  我的聖經我的聖經
[00:07:25.520 --> 00:07:26.760]  這個是所有詞
[00:07:26.760 --> 00:07:27.440]  明白嗎
[00:07:27.440 --> 00:07:29.840]  我的教會所有詞
[00:07:29.840 --> 00:07:32.640]  在這一段聖經的當中
[00:07:32.640 --> 00:07:38.000]  愛子是他不能看見至神的像
[00:07:39.040 --> 00:07:43.200]  是一切受造物的守身者
[00:07:43.200 --> 00:07:45.000]  這個就是原來的意思
[00:07:45.000 --> 00:07:46.760]  不過有另外一個翻譯
[00:07:46.760 --> 00:07:49.240]  就是the firstborn of
[00:07:49.240 --> 00:07:54.240]  就是一切受造物之上的守身者
[00:07:54.240 --> 00:07:57.200]  這個已經有一些的解經在裏面
[00:07:57.200 --> 00:08:00.120]  我們在這一段聖經的當中
[00:08:00.120 --> 00:08:02.880]  就因爲這一節的聖經
[00:08:02.880 --> 00:08:06.440]  帶來非常非常多的爭論
[00:08:07.920 --> 00:08:09.280]  這個爭論首先
[00:08:09.280 --> 00:08:11.680]  我們來看第一個世紀的時間
[00:08:11.680 --> 00:08:15.120]  就是亞劉跟耶證
[00:08:15.120 --> 00:08:17.480]  他們就把這一節的聖經
[00:08:17.480 --> 00:08:18.880]  翻譯成爲什麼樣呢
[00:08:18.880 --> 00:08:20.360]  他們就說
[00:08:20.360 --> 00:08:23.880]  既然哥羅西蘇講的明
[00:08:23.880 --> 00:08:25.360]  非常清楚說
[00:08:25.360 --> 00:08:31.360]  愛子是一切受造物的守身者
[00:08:31.360 --> 00:08:33.080]  或者是守身者
[00:08:33.080 --> 00:08:35.600]  那麼他一定就是受造物了
[00:08:37.520 --> 00:08:38.680]  那是什麼意思呢
[00:08:38.680 --> 00:08:41.360]  我再舉一個比較簡單的例子
[00:08:41.360 --> 00:08:45.200]  榴蓮是果中之王
[00:08:45.200 --> 00:08:46.480]  有聽過嗎
[00:08:46.480 --> 00:08:48.560]  果中之王
[00:08:48.560 --> 00:08:51.600]  我們就問了榴蓮是不是果
[00:08:51.600 --> 00:08:53.160]  是不是水果
[00:08:53.160 --> 00:08:54.040]  是不是
[00:08:54.040 --> 00:08:56.600]  他們就用這個方法
[00:08:56.600 --> 00:08:59.760]  既然榴蓮是果中之王
[00:08:59.760 --> 00:09:02.160]  所有詞
[00:09:02.160 --> 00:09:04.000]  果中之王
[00:09:04.000 --> 00:09:07.280]  所有詞是部分所有詞
[00:09:07.520 --> 00:09:08.560]  所以他們就說
[00:09:08.560 --> 00:09:11.400]  連哥羅西蘇一章十五節
[00:09:11.400 --> 00:09:14.840]  他是一切受造物的守身者
[00:09:14.840 --> 00:09:16.800]  他也是受造物了
[00:09:16.800 --> 00:09:19.800]  弟兄姐妹們
[00:09:19.800 --> 00:09:24.040]  因爲我們對這些經文的理解
[00:09:24.040 --> 00:09:28.120]  我們對所有詞認識不深
[00:09:28.120 --> 00:09:30.920]  也知道我在過去幾年來
[00:09:30.920 --> 00:09:33.200]  在珠海
[00:09:33.200 --> 00:09:34.720]  在東北
[00:09:34.720 --> 00:09:36.200]  在北部
[00:09:36.680 --> 00:09:37.720]  在河南
[00:09:37.720 --> 00:09:39.000]  在湖北
[00:09:39.000 --> 00:09:42.520]  各處都有不少的教會
[00:09:42.520 --> 00:09:43.720]  受到影響
[00:09:43.720 --> 00:09:45.840]  而這個影響的本身
[00:09:45.840 --> 00:09:47.920]  就是跟他們查聖經
[00:09:47.920 --> 00:09:49.000]  告訴他們
[00:09:49.000 --> 00:09:51.000]  耶穌是受造的
[00:09:51.000 --> 00:09:53.440]  所以要求他們說
[00:09:53.440 --> 00:09:54.720]  你們過去的
[00:09:54.720 --> 00:09:56.320]  三不一體的問題
[00:09:56.320 --> 00:09:58.520]  各樣的東西是錯的
[00:09:58.520 --> 00:10:00.520]  耶穌是受造的
[00:10:00.520 --> 00:10:02.840]  耶正
[00:10:02.840 --> 00:10:05.280]  亞流
[00:10:05.880 --> 00:10:08.240]  他們就是這些人的先鋒
[00:10:08.240 --> 00:10:10.720]  特別亞流在第二個世紀的時間
[00:10:10.720 --> 00:10:13.600]  已經開創這樣的一個理論出來
[00:10:13.600 --> 00:10:16.120]  而帶來的結果影響了不少的人
[00:10:16.120 --> 00:10:18.440]  後來雖然澄清了
[00:10:18.440 --> 00:10:19.920]  絕對不受造
[00:10:19.920 --> 00:10:21.000]  他是造物主
[00:10:21.000 --> 00:10:23.840]  但問題對解經的方面來講
[00:10:23.840 --> 00:10:26.680]  我在研究這段聖經的解釋的時間
[00:10:26.680 --> 00:10:30.720]  發現並沒有非常深入來的告訴人
[00:10:30.720 --> 00:10:33.080]  他們所說的解經
[00:10:33.080 --> 00:10:35.160]  是片面
[00:10:35.800 --> 00:10:40.880]  他們把真理建立在不清楚的經文的上面
[00:10:40.880 --> 00:10:43.600]  爲什麼這個是不清楚的經文的上面
[00:10:43.600 --> 00:10:45.080]  因爲很簡單
[00:10:45.080 --> 00:10:48.400]  要是我告訴你
[00:10:48.400 --> 00:10:53.240]  我是20個青少年的老師
[00:10:53.240 --> 00:10:56.760]  的老師
[00:10:56.760 --> 00:10:58.720]  這個是所有詞
[00:10:58.720 --> 00:11:00.040]  我想問你
[00:11:00.040 --> 00:11:01.840]  我是不是青少年
[00:11:01.840 --> 00:11:04.480]  我希望你們說是
[00:11:06.000 --> 00:11:06.920]  我就很高興了
[00:11:06.920 --> 00:11:09.360]  但老實講我不是
[00:11:09.360 --> 00:11:10.240]  明白嗎
[00:11:10.240 --> 00:11:14.080]  我只是20個青少年的什麼
[00:11:14.080 --> 00:11:15.400]  老師
[00:11:15.400 --> 00:11:18.760]  老師跟青少年在這個
[00:11:18.760 --> 00:11:21.000]  內容的當中來講
[00:11:21.000 --> 00:11:22.200]  不是同類的
[00:11:22.200 --> 00:11:23.880]  不是同類的
[00:11:23.880 --> 00:11:25.000]  第二
[00:11:25.000 --> 00:11:29.920]  我又用所以那個叫什麼是比較所有詞
[00:11:29.920 --> 00:11:31.240]  就是說我是
[00:11:31.240 --> 00:11:33.120]  比如說另外一個用法就是
[00:11:33.120 --> 00:11:35.440]  我是兩個孩子的父親
[00:11:36.040 --> 00:11:37.720]  我是不是其中一個孩子
[00:11:37.720 --> 00:11:39.160]  是不是
[00:11:39.160 --> 00:11:40.560]  不是
[00:11:40.560 --> 00:11:42.760]  我是兩個孩子的父親
[00:11:42.760 --> 00:11:44.640]  我不是其中一個孩子
[00:11:44.640 --> 00:11:45.600]  明白嗎
[00:11:45.600 --> 00:11:47.200]  另外一個
[00:11:47.200 --> 00:11:51.960]  愛迪生是電器之父
[00:11:51.960 --> 00:11:55.400]  那麼愛迪生是不是電器
[00:11:55.400 --> 00:11:57.440]  我想問你是不是
[00:11:57.440 --> 00:12:00.080]  是還是不是
[00:12:00.080 --> 00:12:02.360]  大聲一點好嗎
[00:12:02.360 --> 00:12:04.200]  不是
[00:12:04.200 --> 00:12:05.280]  爲什麼不是
[00:12:06.480 --> 00:12:09.560]  因爲兩個完全不同類的
[00:12:09.560 --> 00:12:12.360]  愛迪生是電器之父
[00:12:12.360 --> 00:12:16.000]  他其實告訴我們電器是由他發明的
[00:12:16.000 --> 00:12:17.000]  是不是
[00:12:17.000 --> 00:12:18.600]  所以因爲這個緣故
[00:12:18.600 --> 00:12:21.080]  這個是主語的所有詞
[00:12:21.080 --> 00:12:22.160]  是主語
[00:12:22.160 --> 00:12:26.080]  我們絕對不能夠說愛迪生也是電器其中一種
[00:12:26.080 --> 00:12:29.680]  既然它可以是主語
[00:12:29.680 --> 00:12:31.480]  它可以是比較
[00:12:31.480 --> 00:12:33.280]  它也可以是部分
[00:12:33.880 --> 00:12:36.520]  任何的人用一節的聖經
[00:12:36.520 --> 00:12:39.400]  用一個的解釋來的建立一個教義
[00:12:39.400 --> 00:12:41.520]  基督是受造的
[00:12:41.520 --> 00:12:43.000]  那個也是錯的
[00:12:43.000 --> 00:12:48.640]  我們不能夠把教義建立在不明顯的那些經文的上面
[00:12:48.640 --> 00:12:51.360]  我們再繼續來看看
[00:12:51.360 --> 00:12:54.680]  聖經裏面另外一節的聖經
[00:12:54.680 --> 00:12:55.960]  我們再回到
[00:12:55.960 --> 00:12:57.080]  再開始
[00:12:57.080 --> 00:13:00.040]  哥倫西蘇一章15節不同的翻譯本
[00:13:00.040 --> 00:13:01.760]  另外有一節的聖經
[00:13:01.760 --> 00:13:05.440]  就是《啓示錄》三章十四節
[00:13:05.440 --> 00:13:08.080]  三章十四節
[00:13:08.080 --> 00:13:11.320]  就是神對着使者來的說
[00:13:11.320 --> 00:13:19.880]  要寫給在上帝創造萬物之上爲元首的
[00:13:19.880 --> 00:13:25.760]  那爲阿們爲誠信真實見證的
[00:13:25.760 --> 00:13:29.760]  在上帝創造之物上爲元首的
[00:13:29.760 --> 00:13:31.560]  元文是什麼意思呢
[00:13:31.680 --> 00:13:37.840]  其實這個地方的原文是在上帝創造萬物之上
[00:13:37.840 --> 00:13:43.360]  或者是在上帝創造萬物之中爲元首
[00:13:43.360 --> 00:13:45.000]  爲元首
[00:13:45.000 --> 00:13:49.800]  那這個字元首這個字有一點點的解禁在裏面
[00:13:49.800 --> 00:13:51.680]  但原文是什麼呢
[00:13:51.680 --> 00:13:56.280]  原文就是archaealche
[00:13:56.280 --> 00:14:01.480]  這個字的本身是約翰福音的一章一節所說的
[00:14:01.960 --> 00:14:04.480]  太初有道
[00:14:04.480 --> 00:14:07.680]  太初那個字就是這個希臘詞
[00:14:07.680 --> 00:14:09.000]  明白嗎
[00:14:09.000 --> 00:14:11.040]  太初是什麼意思呢
[00:14:11.040 --> 00:14:12.160]  就是開詞
[00:14:12.160 --> 00:14:13.560]  這是開詞
[00:14:13.560 --> 00:14:15.400]  尼託生也好
[00:14:15.400 --> 00:14:17.720]  李長壽也好
[00:14:17.720 --> 00:14:19.960]  他們就用第一個的聖經
[00:14:19.960 --> 00:14:23.000]  用第一個的字來的說
[00:14:23.000 --> 00:14:25.200]  既然如此
[00:14:25.200 --> 00:14:27.240]  所以因爲這個緣故
[00:14:27.640 --> 00:14:33.280]  耶穌是上帝創造物當中的第一個
[00:14:33.280 --> 00:14:35.640]  我們來看看
[00:14:35.640 --> 00:14:37.120]  耶證
[00:14:37.120 --> 00:14:38.760]  啞流
[00:14:38.760 --> 00:14:42.320]  我們非常清楚知道他們是異端
[00:14:42.320 --> 00:14:44.960]  但李長壽
[00:14:44.960 --> 00:14:46.680]  他的立場是
[00:14:46.680 --> 00:14:49.360]  按照耶穌的神性
[00:14:49.360 --> 00:14:51.240]  他是造物主
[00:14:51.240 --> 00:14:53.520]  但按照他的人性
[00:14:53.520 --> 00:14:55.080]  他是受造物
[00:14:55.440 --> 00:14:57.720]  但帶來就很大的困惑
[00:14:57.720 --> 00:15:02.920]  到底哥羅西蘇說愛子是不能看見至神的像
[00:15:02.920 --> 00:15:04.480]  至守生的
[00:15:04.480 --> 00:15:07.400]  到底是指着他的神性呢
[00:15:07.400 --> 00:15:10.120]  還是指着他的人性呢
[00:15:10.120 --> 00:15:13.120]  還是指着全部一起
[00:15:13.120 --> 00:15:16.680]  人性神性同在一個就是愛子
[00:15:16.680 --> 00:15:19.840]  李長壽在結經的上面
[00:15:19.840 --> 00:15:21.400]  非常清楚
[00:15:21.400 --> 00:15:24.800]  他是受造的第一個
[00:15:25.240 --> 00:15:27.720]  那爲了解決這個時間的問題
[00:15:27.720 --> 00:15:29.040]  他甚至說
[00:15:29.040 --> 00:15:31.880]  在上帝的眼裏
[00:15:31.880 --> 00:15:34.280]  時間是不存在的
[00:15:34.280 --> 00:15:36.240]  原來在創造之前
[00:15:36.240 --> 00:15:40.040]  他已經立定要愛子成爲一個肉身
[00:15:40.040 --> 00:15:43.680]  但他成爲肉身只是兩千多年前的事
[00:15:43.680 --> 00:15:45.440]  怎麼可能
[00:15:45.440 --> 00:15:47.560]  他能夠創造其他的東西呢
[00:15:47.560 --> 00:15:50.520]  然後跟上來他的理論就是說
[00:15:50.520 --> 00:15:53.120]  在神創造以前
[00:15:53.120 --> 00:15:54.840]  已經命定
[00:15:55.360 --> 00:15:56.840]  耶穌要成爲肉身
[00:15:56.840 --> 00:15:58.800]  在時間上
[00:15:58.800 --> 00:16:01.240]  在神的眼裏是不存在的
[00:16:01.240 --> 00:16:03.320]  時間是不存在的
[00:16:03.320 --> 00:16:04.880]  這是對呢
[00:16:04.880 --> 00:16:07.040]  還是不對呢
[00:16:07.040 --> 00:16:10.320]  我們現在就跟各位來看看
[00:16:10.320 --> 00:16:12.400]  到底
[00:16:12.400 --> 00:16:17.840]  我們一個另外的方法
[00:16:17.840 --> 00:16:19.560]  就好像李長壽
[00:16:19.560 --> 00:16:21.600]  李妥香所說
[00:16:22.880 --> 00:16:25.360]  在神性方面他是造物主
[00:16:25.360 --> 00:16:27.320]  但在人性方面
[00:16:27.320 --> 00:16:28.840]  他是受造物
[00:16:28.840 --> 00:16:31.200]  是對還是不對
[00:16:31.200 --> 00:16:35.880]  最重要是解釋哥羅西書一章15節
[00:16:35.880 --> 00:16:38.520]  他對還是不對
[00:16:38.520 --> 00:16:40.120]  李長壽
[00:16:40.120 --> 00:16:42.400]  李妥香都曾經試過
[00:16:42.400 --> 00:16:45.400]  在解釋這一段聖經的時間
[00:16:45.400 --> 00:16:46.800]  講到明
[00:16:46.800 --> 00:16:48.160]  他是
[00:16:48.960 --> 00:16:55.640]  耶穌基督是神造所造的萬物當中的第一個
[00:16:55.640 --> 00:16:57.360]  他們的理由
[00:16:57.360 --> 00:16:59.880]  就把這個受生者
[00:16:59.880 --> 00:17:02.480]  解釋做首先受造者
[00:17:02.480 --> 00:17:04.280]  這是第一個理由
[00:17:04.280 --> 00:17:06.240]  跟着第二個理由
[00:17:06.240 --> 00:17:07.320]  他們說
[00:17:07.320 --> 00:17:09.920]  在哥羅西書一章15節
[00:17:09.920 --> 00:17:13.960]  是一切受造物中的受生者
[00:17:13.960 --> 00:17:16.040]  是部分所有持
[00:17:16.040 --> 00:17:17.440]  所以因爲這個緣故
[00:17:17.760 --> 00:17:20.240]  這個愛子也是受造其中一點
[00:17:20.240 --> 00:17:22.000]  第三個理由
[00:17:22.000 --> 00:17:25.440]  他們在用李妥香1934年的立場
[00:17:25.440 --> 00:17:30.080]  我們現在就很想解釋一下
[00:17:30.080 --> 00:17:32.080]  這個立場的本身
[00:17:32.080 --> 00:17:36.400]  1934年的看法
[00:17:36.400 --> 00:17:38.360]  我曾經看過
[00:17:38.360 --> 00:17:41.760]  李妥香曾經這樣來的講
[00:17:41.760 --> 00:17:43.400]  在創造裏
[00:17:43.400 --> 00:17:46.440]  只是受造之物的受生者
[00:17:46.720 --> 00:17:48.000]  哥羅西書一章15節
[00:17:48.000 --> 00:17:50.800]  也是受造之物中的第一個
[00:17:50.800 --> 00:17:52.440]  啓示錄三章14節
[00:17:52.440 --> 00:17:55.320]  因爲在他永恆的計劃裏
[00:17:55.320 --> 00:17:57.120]  在創世以前
[00:17:57.120 --> 00:18:00.840]  就定規要叫止成爲肉身
[00:18:00.840 --> 00:18:04.680]  成功救贖彼得前書一章20節
[00:18:04.680 --> 00:18:06.000]  所以神的計劃裏
[00:18:06.000 --> 00:18:08.440]  只是第一個受造的
[00:18:08.440 --> 00:18:10.600]  這是另外一個理由
[00:18:10.600 --> 00:18:15.160]  他就引用李妥香來的支持他的理論
[00:18:15.960 --> 00:18:17.040]  另外一個理由
[00:18:17.040 --> 00:18:19.960]  李長壽就是這樣來的去說
[00:18:19.960 --> 00:18:23.520]  所有的人都是受造的
[00:18:23.520 --> 00:18:27.960]  我相信是非常令到人幸福的
[00:18:27.960 --> 00:18:28.680]  同不同意
[00:18:28.680 --> 00:18:30.640]  所有人都是受造的
[00:18:30.640 --> 00:18:32.920]  耶穌基督是人
[00:18:32.920 --> 00:18:35.520]  所以他也是受造的
[00:18:35.520 --> 00:18:38.840]  用另外一種的形式來的解釋
[00:18:38.840 --> 00:18:41.760]  所有的物質都是受造的
[00:18:41.760 --> 00:18:44.360]  耶穌有物質的肉體
[00:18:44.520 --> 00:18:47.240]  所以他也是受造的
[00:18:47.240 --> 00:18:51.480]  帶來的結果就非常困惑
[00:18:51.480 --> 00:18:54.000]  因爲這種困惑
[00:18:54.000 --> 00:18:56.880]  我們看到不少的人
[00:18:56.880 --> 00:18:59.480]  本來不相信耶穌受造
[00:18:59.480 --> 00:19:03.280]  也被批相信耶穌的受造
[00:19:03.280 --> 00:19:05.800]  一相信耶穌的受造
[00:19:05.800 --> 00:19:08.360]  我們就看見全線崩潰
[00:19:08.360 --> 00:19:11.400]  在中國大陸甚至去德國
[00:19:11.400 --> 00:19:12.680]  我去到那個地方
[00:19:12.680 --> 00:19:15.160]  弟兄姐妹跟我講到這個問題的時候
[00:19:15.160 --> 00:19:17.520]  有不少的人離開了教會
[00:19:17.520 --> 00:19:19.520]  加入了一些的教派
[00:19:19.520 --> 00:19:21.840]  我不知道他們的教派是什麼的教派
[00:19:21.840 --> 00:19:25.120]  都是基督受造論的教派
[00:19:25.120 --> 00:19:27.320]  因爲他們覺得合理
[00:19:27.320 --> 00:19:30.000]  對他們來講容易接受
[00:19:30.000 --> 00:19:33.120]  所以因爲這個緣故
[00:19:33.120 --> 00:19:35.000]  我在這個地方
[00:19:35.000 --> 00:19:38.160]  就跟各位比較深入一點
[00:19:38.160 --> 00:19:42.080]  來講講聖經到底講什麼
[00:19:43.120 --> 00:19:47.120]  我們認定耶穌基督是造物主
[00:19:47.120 --> 00:19:49.640]  不是受造物
[00:19:49.640 --> 00:19:51.880]  我非常感謝主
