
[00:00:00.000 --> 00:00:02.960]  在開始宣禱之前
[00:01:43.040 --> 00:01:46.240]  又或者在一百二十幾年之後
[00:01:46.240 --> 00:01:50.640]  工作時間和環境是否越來越得到改善
[00:01:50.640 --> 00:01:53.840]  還是有後退的跡象呢
[00:01:53.840 --> 00:01:55.840]  就香港而言
[00:01:55.840 --> 00:01:59.040]  很多的企業為了減低成本
[00:01:59.040 --> 00:02:05.440]  將很多工程外判以兼職和散工去僱傭工人
[00:02:05.440 --> 00:02:07.840]  如果大家有少少印象的話
[00:02:07.840 --> 00:02:13.040]  三年前葵涌貨櫃碼頭的工人發起工潮
[00:02:13.040 --> 00:02:15.440]  可能大家都有些印象是不是
[00:02:15.440 --> 00:02:19.840]  他們的罷工亦都揭示了在外判制度之下
[00:02:19.840 --> 00:02:22.640]  工人的工資被剝削
[00:02:22.640 --> 00:02:26.040]  多年的薪金沒有加反而減
[00:02:26.040 --> 00:02:28.640]  而且工作嚴重超時
[00:02:28.640 --> 00:02:32.240]  工作環境亦都近乎不合人道
[00:02:32.240 --> 00:02:35.640]  之後脂肪源已開始改善
[00:02:35.640 --> 00:02:38.440]  工人因此停止了罷工
[00:02:38.440 --> 00:02:43.240]  這件事就這樣在那段時間結束了
[00:02:43.240 --> 00:02:48.040]  但在上年有人再去訪問這些碼頭工人
[00:02:48.040 --> 00:02:55.040]  他們說罷工之後雖然待遇和工作環境的硬件配套有改善
[00:02:55.040 --> 00:02:56.840]  譬如多了休息室
[00:02:56.840 --> 00:02:59.640]  又增加了一些床鋪給他們休息
[00:02:59.640 --> 00:03:04.440]  但工人認為這些表面上看來好像好了
[00:03:04.440 --> 00:03:06.440]  但實質沒有怎樣變過
[00:03:06.440 --> 00:03:14.440]  因為他們仍然要面對12小時長時間的工作環境
[00:03:14.440 --> 00:03:17.440]  其實在一些外判制度之下
[00:03:17.440 --> 00:03:20.640]  這些工人或勞動階層
[00:03:20.640 --> 00:03:24.040]  其實他們爭取的東西很少
[00:03:24.040 --> 00:03:29.440]  亦都可能要被迫接受一些比較差的待遇
[00:03:29.440 --> 00:03:31.440]  最近如果大家留意新聞
[00:03:31.440 --> 00:03:36.040]  亦都知道勞工和福利署就這個標準工時
[00:03:36.040 --> 00:03:38.040]  進入第二輪諮詢
[00:03:38.040 --> 00:03:40.040]  不過大家都知道
[00:03:40.040 --> 00:03:42.040]  其實經過兩年多的會議
[00:03:42.040 --> 00:03:45.840]  他們仍然處於搜集意見的階段
[00:03:45.840 --> 00:03:49.840]  所以要真正讓工人得到合理的待遇和保障
[00:03:49.840 --> 00:03:53.640]  看來仍然是很漫長的日子
[00:03:53.640 --> 00:03:55.240]  我相信在香港
[00:03:55.240 --> 00:03:58.640]  不單止一些碼頭工人
[00:03:58.640 --> 00:04:02.440]  有很多人都仍然在這些工作困局裏面
[00:04:02.440 --> 00:04:06.040]  甚至受到壓榨的處境裏面
[00:04:06.040 --> 00:04:09.040]  可能你或者坐在你身邊的人
[00:04:09.040 --> 00:04:11.640]  就是面對著這些狀況
[00:04:11.640 --> 00:04:16.240]  所以這些事是值得我們去關注和關心的
[00:04:16.240 --> 00:04:18.840]  盼望藉著今天的經課
[00:04:18.840 --> 00:04:22.640]  為我們帶來一些提醒
[00:04:22.640 --> 00:04:25.240]  今天的經課是在《啟事錄》
[00:04:25.240 --> 00:04:26.240]  對於很多人來說
[00:04:26.240 --> 00:04:29.040]  《啟事錄》可能是一本很難明的書
[00:04:29.040 --> 00:04:34.240]  因為作者約翰用了很多奇特的字眼去寫《啟事錄》
[00:04:34.240 --> 00:04:36.840]  不過《啟事錄》就是一封
[00:04:36.840 --> 00:04:39.640]  約翰寫給小亞、細亞省份
[00:04:39.640 --> 00:04:44.440]  也就是現在土耳其那個地區的七間教會
[00:04:44.440 --> 00:04:46.440]  用來傳閱的信
[00:04:46.440 --> 00:04:47.840]  作為一封信
[00:04:47.840 --> 00:04:52.840]  信的內容一定和收信人的生命息息相關
[00:04:52.840 --> 00:04:54.840]  所以《啟事錄》說的話
[00:04:54.840 --> 00:04:57.240]  無論我們看來有多奇怪
[00:04:57.240 --> 00:04:59.640]  一定是收信人能夠明白
[00:04:59.640 --> 00:05:03.040]  也對他們有莫大的鼓勵和幫助
[00:05:03.040 --> 00:05:05.840]  所以了解作者所身處的處境
[00:05:05.840 --> 00:05:10.640]  也對我們置身在《啟事錄》的場景有幫助
[00:05:10.640 --> 00:05:12.640]  《啟事錄》一般相信
[00:05:12.640 --> 00:05:18.040]  是在主后90年至95年左右成書的
[00:05:18.040 --> 00:05:20.840]  當時的皇帝陶物善
[00:05:20.840 --> 00:05:23.840]  也有人譯作多米田
[00:05:23.840 --> 00:05:26.840]  就將自己稱為神
[00:05:26.840 --> 00:05:30.840]  所以他要他的臣民當他神般拜
[00:05:30.840 --> 00:05:35.240]  而他就會用很多極權和暴力的方法
[00:05:35.240 --> 00:05:37.840]  去統治他的國家
[00:05:37.840 --> 00:05:39.240]  在《啟事錄》裏面
[00:05:39.240 --> 00:05:41.240]  就是以大淫婦
[00:05:41.240 --> 00:05:42.240]  獸
[00:05:42.240 --> 00:05:43.840]  即野獸的獸
[00:05:43.840 --> 00:05:46.640]  和巴比倫這些字眼
[00:05:46.640 --> 00:05:48.440]  去描述羅馬帝國
[00:05:48.440 --> 00:05:53.840]  如何在政治和經濟帶來邪惡和不公義的制度
[00:05:53.840 --> 00:05:57.640]  所以當時面對這些極權的統治
[00:05:57.640 --> 00:05:59.440]  如果你要生存的話
[00:05:59.440 --> 00:06:01.240]  只要你低頭
[00:06:01.240 --> 00:06:02.440]  不要出聲
[00:06:02.440 --> 00:06:04.040]  跟著他們的做法
[00:06:04.040 --> 00:06:06.240]  你就可以保住性命
[00:06:06.240 --> 00:06:08.240]  甚至賺到兩餐
[00:06:08.240 --> 00:06:10.040]  而當時的基督徒
[00:06:10.040 --> 00:06:11.240]  受到逼迫
[00:06:11.240 --> 00:06:13.640]  或者迫害的其中一個原因
[00:06:13.640 --> 00:06:18.440]  就是因為他們不順從在這個邪惡的制度裏面
[00:06:18.440 --> 00:06:23.040]  他們不願意參與在一些不公義的勾當之中
[00:06:23.040 --> 00:06:24.840]  所以在那個時代
[00:06:24.840 --> 00:06:26.440]  對於基督徒來說
[00:06:26.440 --> 00:06:28.640]  是一個很大的考驗
[00:06:28.640 --> 00:06:31.040]  如果你想保住性命的話
[00:06:31.040 --> 00:06:36.040]  你就可能失去了在信仰上要堅守的信念
[00:06:36.040 --> 00:06:40.240]  如果你想堅守著基督的信念的話
[00:06:40.240 --> 00:06:42.640]  你就可能失去了性命
[00:06:42.640 --> 00:06:45.040]  所以對於當時的基督徒來說
[00:06:45.040 --> 00:06:48.640]  可以說是人生的交叉點
[00:06:48.640 --> 00:06:50.640]  但就在那個時代
[00:06:50.640 --> 00:06:55.040]  神的僕人約翰領受了神的啟示
[00:06:55.040 --> 00:06:58.240]  向神的子民發出了鼓勵的信息
[00:06:58.240 --> 00:07:01.840]  提醒我們「無忘上帝」
[00:07:01.840 --> 00:07:04.440]  哪一個遺忘了上帝
[00:07:04.440 --> 00:07:11.040]  哪一個就在那個混亂的時代失去方寸
[00:07:11.040 --> 00:07:13.240]  如果我們打開今天的經文
[00:07:13.240 --> 00:07:16.840]  在啟示錄的二十一章
[00:07:16.840 --> 00:07:19.240]  一開始我們就會看到
[00:07:19.240 --> 00:07:24.040]  聖靈帶領約翰從高處觀寒
[00:07:24.040 --> 00:07:30.040]  聖靈幫助約翰從上帝的角度去看他們的處境
[00:07:30.040 --> 00:07:34.040]  看到一個新的景象
[00:07:34.040 --> 00:07:37.440]  就是當人人都要活在低頭
[00:07:37.440 --> 00:07:40.440]  向羅馬極權下拜的時候
[00:07:40.440 --> 00:07:42.040]  約翰就說
[00:07:42.040 --> 00:07:45.040]  「看看,那裏有一座城
[00:07:45.040 --> 00:07:49.040]  是從上帝那裏而來的」
[00:07:49.040 --> 00:07:55.840]  並且,如果你打開啟示錄二十一章三至四節
[00:07:55.840 --> 00:07:57.840]  我們就會看到
[00:07:57.840 --> 00:08:02.640]  經文裏面講述上帝之城彌臨的意義
[00:08:02.640 --> 00:08:03.840]  你們或者可以聽
[00:08:03.840 --> 00:08:07.040]  「因為先前的事都過去了」
[00:08:07.040 --> 00:08:10.440]  就是二十一章三至四節
[00:08:10.440 --> 00:08:12.240]  他們這樣說
[00:08:12.240 --> 00:08:14.840]  「上帝的帳幕在人間
[00:08:14.840 --> 00:08:17.240]  他要和他們同住
[00:08:17.240 --> 00:08:19.240]  他們要作他的子民
[00:08:19.240 --> 00:08:22.640]  上帝要親自與他們同在
[00:08:22.640 --> 00:08:26.040]  上帝要擦去他們一切的眼淚
[00:08:26.040 --> 00:08:27.440]  不再有死亡
[00:08:27.440 --> 00:08:29.640]  也不再有悲哀
[00:08:29.640 --> 00:08:31.440]  哭號、痛苦
[00:08:31.440 --> 00:08:36.040]  因為先前的事都過去了」
[00:08:36.040 --> 00:08:38.640]  約翰看到這個新的景象
[00:08:38.640 --> 00:08:42.640]  這個是上帝之城帶來一個很重要的訊息
[00:08:42.640 --> 00:08:48.240]  就是說上帝與他的子民同在
[00:08:48.240 --> 00:08:49.440]  試想想
[00:08:49.440 --> 00:08:51.840]  在一個邪惡的世代裏面
[00:08:51.840 --> 00:08:53.640]  周圍都是黑暗
[00:08:53.640 --> 00:08:55.640]  人失去了方向
[00:08:55.640 --> 00:08:57.640]  並且會懷疑
[00:08:57.640 --> 00:09:00.440]  神還在不在呢?
[00:09:00.440 --> 00:09:02.040]  但這個時候
[00:09:02.040 --> 00:09:03.640]  約翰就說
[00:09:03.640 --> 00:09:05.640]  「上帝之城來到
[00:09:05.640 --> 00:09:08.840]  上帝要與人同在」
[00:09:08.840 --> 00:09:10.240]  約翰描述
[00:09:10.240 --> 00:09:13.640]  這個城裏面沒有電
[00:09:13.640 --> 00:09:16.040]  電原本就是象徵
[00:09:16.040 --> 00:09:19.440]  神與人同在的一個象徵
[00:09:19.440 --> 00:09:21.640]  但上帝之城裏面
[00:09:21.640 --> 00:09:24.040]  是不再需要這個象徵
[00:09:24.040 --> 00:09:28.840]  因為上帝與人同在已經實現了
[00:09:28.840 --> 00:09:31.240]  我們試試幻想一下
[00:09:31.240 --> 00:09:32.440]  我們很多時候都說
[00:09:32.440 --> 00:09:35.440]  我們感受到上帝的同在
[00:09:35.440 --> 00:09:37.040]  但現在這一刻
[00:09:37.040 --> 00:09:38.640]  在這裏
[00:09:38.640 --> 00:09:43.640]  這些光就是讓我們這樣經歷上帝的同在
[00:09:43.640 --> 00:09:45.840]  他的光這樣光照著你
[00:09:45.840 --> 00:09:48.040]  當你看到你的手的時候
[00:09:48.040 --> 00:09:52.440]  你就會見到上帝的同在在你的手裏
[00:09:52.440 --> 00:09:56.840]  上帝的同在讓你看到自己
[00:09:56.840 --> 00:10:01.640]  上帝的光令我們看到我們自己
[00:10:01.640 --> 00:10:04.040]  約翰就是要把這個圖畫
[00:10:04.040 --> 00:10:07.040]  把人的心轉向上帝
[00:10:07.040 --> 00:10:10.040]  去注目上帝的同在之中
[00:10:10.040 --> 00:10:14.840]  去注目在上帝所發出的光芒裏面
[00:10:14.840 --> 00:10:16.240]  而這個光芒
[00:10:16.240 --> 00:10:21.240]  會影響著列國和地上的君王
[00:10:21.240 --> 00:10:24.240]  我們再繼續看我們今天的經文
[00:10:24.240 --> 00:10:26.240]  在二十四節裏面
[00:10:26.240 --> 00:10:29.440]  提到地上的君王
[00:10:29.440 --> 00:10:31.240]  要把這個榮耀
[00:10:31.240 --> 00:10:34.240]  還給這個城
[00:10:34.240 --> 00:10:35.840]  在地上的君王
[00:10:35.840 --> 00:10:37.440]  在啟示錄裏面
[00:10:37.440 --> 00:10:41.240]  是指當時有份幫羅馬政府
[00:10:41.240 --> 00:10:47.240]  去管治那一帶地方的一些人民
[00:10:47.240 --> 00:10:50.240]  他們就是幫忙去管治他們
[00:10:50.240 --> 00:10:54.440]  所以他們在社會上是擁有特殊地位的
[00:10:54.440 --> 00:10:59.240]  而且因為他們想不斷在羅馬的經濟裏面
[00:10:59.240 --> 00:11:01.240]  獲得更多的利益
[00:11:01.240 --> 00:11:05.240]  所以他們就會去說服那些平民百姓
[00:11:05.240 --> 00:11:09.640]  相信羅馬帝國會將財富跟他們一起分享
[00:11:09.640 --> 00:11:14.440]  所以那些平民百姓就要繼續去崇拜
[00:11:14.440 --> 00:11:18.840]  這個金光燦爛的羅馬帝國
[00:11:18.840 --> 00:11:21.240]  當這班平民百姓
[00:11:21.240 --> 00:11:23.240]  這樣繼續相信的時候
[00:11:23.240 --> 00:11:26.440]  他們就會繼續願意低頭
[00:11:26.440 --> 00:11:27.640]  不要出聲
[00:11:27.640 --> 00:11:28.840]  不要反抗
[00:11:28.840 --> 00:11:32.440]  他們就會有更好的日子過
[00:11:32.440 --> 00:11:36.840]  不過在這個金光璀璨的背後
[00:11:36.840 --> 00:11:39.640]  其實是靠著很多的剝削
[00:11:39.640 --> 00:11:42.240]  欺控和管轄
[00:11:42.240 --> 00:11:44.840]  成為他們這個金光璀璨
[00:11:44.840 --> 00:11:47.440]  發光的燃料
[00:11:47.440 --> 00:11:52.240]  約翰就是要叫人去脫離這個虛假的光
[00:11:52.240 --> 00:11:53.640]  因為真正的光
[00:11:53.640 --> 00:11:57.440]  在上帝司城真正的發出
[00:11:57.440 --> 00:12:00.040]  而列國和地上的君王
[00:12:00.040 --> 00:12:02.440]  也都要從羅馬的欺控裏面
[00:12:02.440 --> 00:12:04.440]  被馴服出來
[00:12:04.440 --> 00:12:06.240]  就正如經文所說
[00:12:06.240 --> 00:12:10.240]  將榮耀、尊貴都要歸還給上帝
[00:12:10.240 --> 00:12:12.440]  這個意思也都是指
[00:12:12.440 --> 00:12:15.640]  這些剝削、欺控和管轄
[00:12:15.640 --> 00:12:17.640]  都要停止
[00:12:17.640 --> 00:12:19.440]  這個模擬是對當時
[00:12:19.440 --> 00:12:22.440]  面對著逼迫、受壓制的人來說
[00:12:22.440 --> 00:12:24.440]  帶來很大的鼓勵
[00:12:24.440 --> 00:12:27.440]  你想想列國和地上的君王
[00:12:27.440 --> 00:12:31.240]  原本那些人是壓榨和欺控他們
[00:12:31.240 --> 00:12:34.440]  但是現在他們走向上帝
[00:12:34.440 --> 00:12:38.440]  這個世界的本質將會改變
[00:12:38.440 --> 00:12:44.240]  這個盼望的確令到當時的教會產生共鳴
[00:12:44.240 --> 00:12:45.640]  但這一份的共鳴
[00:12:45.640 --> 00:12:48.640]  不單只是帶來安慰和鼓勵
[00:12:48.640 --> 00:12:50.240]  也都是對那些
[00:12:50.240 --> 00:12:54.440]  跟強權和扭曲了的文化妥協的信徒
[00:12:54.440 --> 00:12:57.440]  發出一個警告
[00:12:57.440 --> 00:13:00.440]  所以約翰提醒他們
[00:13:00.440 --> 00:13:02.840]  在二十七節這樣說
[00:13:02.840 --> 00:13:09.240]  只有名字寫在高揚生命冊上的才得進去
[00:13:09.240 --> 00:13:11.440]  而那些犯不業證的
[00:13:11.440 --> 00:13:17.040]  和那行可憎與虛方之事的人
[00:13:17.040 --> 00:13:19.440]  都不得進那城
[00:13:19.440 --> 00:13:23.640]  這些人都要排出在上帝之城以外
[00:13:23.640 --> 00:13:28.640]  所以約翰不單只是鼓勵當時受逼迫的人
[00:13:28.640 --> 00:13:33.240]  他同時是向著其他願意妥協的信徒
[00:13:33.240 --> 00:13:36.440]  提出一個呼召他們悔改
[00:13:36.440 --> 00:13:40.040]  引發他們調教他們對世界的回應
[00:13:40.040 --> 00:13:45.240]  就是向著上帝之城的光輝
[00:13:45.240 --> 00:13:46.640]  弟兄姊妹
[00:13:46.640 --> 00:13:49.240]  其實在我們身處的社會裏面
[00:13:49.240 --> 00:13:53.040]  也都充斥著羅馬文化的特質
[00:13:53.040 --> 00:13:55.840]  就是剝削氣洪
[00:13:55.840 --> 00:14:00.040]  所以約翰所發出的安慰和警告
[00:14:00.040 --> 00:14:03.040]  對我們都是息息相關
[00:14:03.040 --> 00:14:05.840]  就好像以坐的士為例
[00:14:05.840 --> 00:14:09.840]  大家可能都有聽過八折的這回事
[00:14:09.840 --> 00:14:15.240]  八折的就是的士司機願意把咪錶的價錢打過八折
[00:14:15.240 --> 00:14:19.040]  以特惠的價錢吸引更多的乘客
[00:14:19.040 --> 00:14:23.040]  不過其實這個做法已經是觸犯法例
[00:14:23.040 --> 00:14:27.440]  但有很多人會覺得坐八折的沒問題
[00:14:27.440 --> 00:14:31.040]  因為他們覺得的士的收費很貴
[00:14:31.040 --> 00:14:32.840]  又經常要加價
[00:14:32.840 --> 00:14:35.040]  打個折頭很應該
[00:14:35.040 --> 00:14:37.040]  一家便宜兩家著
[00:14:37.040 --> 00:14:39.440]  他又可以做成一單生意
[00:14:39.440 --> 00:14:41.240]  我又可以有著數
[00:14:41.240 --> 00:14:43.440]  何樂而不為呢
[00:14:43.440 --> 00:14:45.840]  不過我們想一想
[00:14:45.840 --> 00:14:48.640]  這件事不單止觸犯了法例
[00:14:48.640 --> 00:14:55.040]  其實也是剝削了那個司機應該獲得的工資
[00:14:55.040 --> 00:14:56.240]  如果你會覺得
[00:14:56.240 --> 00:14:58.840]  這個你隨我願的
[00:14:58.840 --> 00:15:00.240]  不過另一方面
[00:15:00.240 --> 00:15:06.240]  其實也是在剝削其他不打算參與
[00:15:06.240 --> 00:15:09.240]  幫人打折頭的那些司機
[00:15:09.240 --> 00:15:16.240]  即是他們不參與在打八折的這個狀況裏面
[00:15:16.240 --> 00:15:19.840]  本來明碼實價是最均真的交易
[00:15:19.840 --> 00:15:23.040]  但是如果我們卻要扭曲了它
[00:15:23.040 --> 00:15:27.840]  為了給自己得著更多的好處
[00:15:27.840 --> 00:15:31.240]  這個扭曲不單止是觸犯法例
[00:15:31.240 --> 00:15:34.640]  不單止是剝削了一些人的工資
[00:15:34.640 --> 00:15:38.640]  更加是在剝削他們的尊嚴
[00:15:38.640 --> 00:15:41.840]  我們為對方定了一個價錢
[00:15:41.840 --> 00:15:45.440]  我們覺得你就是值這麼多的了
[00:15:45.440 --> 00:15:47.240]  但是我們知道
[00:15:47.240 --> 00:15:51.640]  人的價值在上帝的眼中捍衛寶貴
[00:15:51.640 --> 00:15:57.040]  不是由我們去任意向對方定價
[00:15:57.040 --> 00:15:59.240]  也是因為人的寶貴
[00:15:59.240 --> 00:16:04.040]  以至於上帝願意住在人間
[00:16:04.040 --> 00:16:07.240]  所以當大家或者這個社會
[00:16:07.240 --> 00:16:09.840]  都覺得沒有問題的事情上
[00:16:09.840 --> 00:16:12.240]  作為基督徒的你和我
[00:16:12.240 --> 00:16:13.840]  更加要小心
[00:16:13.840 --> 00:16:15.640]  讓聖靈幫助我們
[00:16:15.640 --> 00:16:19.440]  從上帝的角度去看這些狀況
[00:16:19.440 --> 00:16:22.240]  以至於我們能逃避那些
[00:16:22.240 --> 00:16:27.040]  為自己能夠獲得更多的益處
[00:16:27.040 --> 00:16:31.840]  而可能參與了在剝削他人的事情上
[00:16:31.840 --> 00:16:33.840]  因為上帝之承
[00:16:33.840 --> 00:16:35.640]  即是上帝的指紋
[00:16:35.640 --> 00:16:39.840]  就是要讓人看見在這個扭曲的世代
[00:16:39.840 --> 00:16:45.240]  所帶來的出路和盼望
[00:16:45.240 --> 00:16:48.240]  接著我們繼續看以下的經文
[00:16:48.240 --> 00:16:53.240]  就是在啟示錄22章1至5節
[00:16:53.240 --> 00:16:55.840]  22章約翰描述
[00:16:55.840 --> 00:17:02.840]  描述的是上帝之承裏面的情況是怎樣
[00:17:02.840 --> 00:17:06.040]  裏面有提到生命水的河
[00:17:06.040 --> 00:17:08.440]  有提到生命樹
[00:17:08.440 --> 00:17:11.240]  有提到上帝的寶鎖
[00:17:11.240 --> 00:17:13.440]  流出這些生命河
[00:17:13.440 --> 00:17:15.240]  其實這些圖畫
[00:17:15.240 --> 00:17:17.040]  其實或多或少
[00:17:17.040 --> 00:17:21.440]  會令我們想起創世紀裏面的圖畫
[00:17:21.440 --> 00:17:22.640]  提醒我們
[00:17:22.640 --> 00:17:27.440]  上帝創造這個世界原先的美善
[00:17:27.440 --> 00:17:29.240]  我們試想一想
[00:17:29.240 --> 00:17:32.240]  如果人按照上帝起初的美善
[00:17:32.240 --> 00:17:34.440]  以大地的管家的身份
[00:17:34.440 --> 00:17:37.840]  而不是當自己是神的身份
[00:17:37.840 --> 00:17:39.440]  去管理這個大地
[00:17:39.440 --> 00:17:42.440]  在公平公義當中生活
[00:17:42.440 --> 00:17:45.040]  以他人和社會的利益
[00:17:45.040 --> 00:17:47.640]  為個人的利益的一部份
[00:17:47.640 --> 00:17:49.840]  整個社會的發展結構
[00:17:49.840 --> 00:17:51.640]  可能就會帶領人
[00:17:51.640 --> 00:17:55.440]  向著美好和正直的世界
[00:17:55.440 --> 00:17:57.640]  不過聖經讓我們知道
[00:17:57.640 --> 00:17:59.640]  人類因為犯罪
[00:17:59.640 --> 00:18:02.840]  以致創造被扭曲了
[00:18:02.840 --> 00:18:05.240]  罪進入了這個世界之後
[00:18:05.240 --> 00:18:09.640]  人類的美善本質也都被罪性扭曲
[00:18:09.640 --> 00:18:11.840]  人類變得很個人化
[00:18:11.840 --> 00:18:14.640]  從群體裏面獨立了出來
[00:18:14.640 --> 00:18:18.240]  所以充斥著很多競爭和不信任
[00:18:18.240 --> 00:18:21.240]  人的真誠也都無法得到回報
[00:18:21.240 --> 00:18:22.640]  以致於
[00:18:22.640 --> 00:18:27.240]  原本我們可以彼此去依賴的特性都消失
[00:18:27.240 --> 00:18:30.040]  人的貪婪和自私
[00:18:30.040 --> 00:18:34.840]  推動了整個人類的歷史和經濟活動
[00:18:34.840 --> 00:18:38.240]  所以羅馬帝國的這些剝削
[00:18:38.240 --> 00:18:41.040]  欺控和管轄的特質
[00:18:41.040 --> 00:18:42.840]  一代一代
[00:18:42.840 --> 00:18:45.840]  一年一年地出現
[00:18:45.840 --> 00:18:47.240]  但是此刻
[00:18:47.240 --> 00:18:51.440]  上帝之誠帶來了盼望
[00:18:51.440 --> 00:18:53.240]  如果我們看回經文
[00:18:53.240 --> 00:18:54.840]  我們看到經文裏面
[00:18:54.840 --> 00:18:57.240]  21章22-27節
[00:18:57.240 --> 00:19:01.240]  短短的幾節經文提到三次羔羊
[00:19:01.240 --> 00:19:02.640]  在啟示錄裏面
[00:19:02.640 --> 00:19:06.640]  羔羊是代表著主耶穌的犧牲
[00:19:06.640 --> 00:19:12.240]  為什麼犧牲會讓人看來有盼望有光呢?
[00:19:12.240 --> 00:19:17.840]  因為耶穌從最黑暗的死亡裏面復活
[00:19:17.840 --> 00:19:22.240]  所以我們能夠在羔羊裏面看得見光
[00:19:22.240 --> 00:19:24.240]  主耶穌的犧牲
[00:19:24.240 --> 00:19:26.440]  成為了這個城的光
[00:19:26.440 --> 00:19:29.640]  也都成為了黑暗中的出路
[00:19:29.640 --> 00:19:33.440]  成為了人的力量去面對一切的威嚇
[00:19:33.440 --> 00:19:36.440]  和對抗生命的權勢
[00:19:36.440 --> 00:19:37.840]  羔羊的生命
[00:19:37.840 --> 00:19:39.240]  令到我們看得見
[00:19:39.240 --> 00:19:42.440]  也都經歷得到犧牲的價值
[00:19:42.440 --> 00:19:45.640]  令到人生命豐富起來
[00:19:45.640 --> 00:19:50.240]  所以就正如在經文裏面所講
[00:19:50.240 --> 00:19:52.240]  兩邊都有生命樹
[00:19:52.240 --> 00:19:54.440]  結出十二樣果實
[00:19:54.440 --> 00:19:56.440]  每月都結果子
[00:19:56.440 --> 00:20:00.240]  這些豐富能夠醫治了萬民
[00:20:00.240 --> 00:20:03.040]  因為當人經歷生命的豐富
[00:20:03.040 --> 00:20:06.640]  他們就不會著眼於為自己去爭
[00:20:06.640 --> 00:20:07.840]  去搶
[00:20:07.840 --> 00:20:09.840]  去壓制他人
[00:20:09.840 --> 00:20:11.240]  也都因為這樣
[00:20:11.240 --> 00:20:14.240]  因為剝削、欺控、管轄
[00:20:14.240 --> 00:20:17.840]  而帶來的悲哀、哭號、痛苦
[00:20:17.840 --> 00:20:20.040]  都要除去
[00:20:20.040 --> 00:20:22.040]  這個完全因為主耶穌基督
[00:20:22.040 --> 00:20:24.840]  已經將人類最初的墮落
[00:20:24.840 --> 00:20:26.440]  救贖回來
[00:20:26.440 --> 00:20:28.640]  所以經文也都這樣講
[00:20:28.640 --> 00:20:31.640]  以後不再有任何詛咒
[00:20:31.640 --> 00:20:34.640]  我們不再需要因為罪而扭曲的生命
[00:20:34.640 --> 00:20:36.240]  被壓制
[00:20:36.240 --> 00:20:38.040]  而是可以尋回
[00:20:38.040 --> 00:20:40.840]  上帝創造人生命的美善
[00:20:40.840 --> 00:20:43.440]  這個就是讓上帝之城
[00:20:43.440 --> 00:20:45.840]  來到人間
[00:20:45.840 --> 00:20:48.040]  而二十二章第五節
[00:20:48.040 --> 00:20:49.640]  也都告訴我們
[00:20:49.640 --> 00:20:52.240]  主上帝要光照他們
[00:20:52.240 --> 00:20:55.640]  他們要作王直到永永遠遠
[00:20:55.640 --> 00:20:58.840]  上帝邀請上帝之城的人
[00:20:58.840 --> 00:21:00.640]  即是上帝的子民
[00:21:00.640 --> 00:21:03.840]  也就是你和我一同作王
[00:21:03.840 --> 00:21:07.440]  我們就是上帝之城的繼承者
[00:21:07.440 --> 00:21:10.040]  將上帝與人同在的信息
[00:21:10.040 --> 00:21:11.840]  羔羊犧牲的生命
[00:21:11.840 --> 00:21:16.840]  好像光一樣影響黑暗中的人
[00:21:16.840 --> 00:21:19.040]  有一個事情是這樣的
[00:21:19.040 --> 00:21:21.440]  我認識有一位陳弟兄
[00:21:21.440 --> 00:21:23.440]  他原本在工廠裏面
[00:21:23.440 --> 00:21:27.440]  負責修理工廠的機器的工作
