
[00:00:00.000 --> 00:00:07.000]  我今天的題目是「千歲BB,作新事,開新路,珍西尼」
[00:14:58.000 --> 00:15:01.000]  人有很多無力感
[00:15:01.000 --> 00:15:03.000]  罪的權勢
[00:15:03.000 --> 00:15:07.000]  在這個橫幅大火的裡面
[00:15:07.000 --> 00:15:09.000]  是不是很厲害?
[00:15:09.000 --> 00:15:12.000]  燒死了一百六十人
[00:15:12.000 --> 00:15:13.000]  我不是很相信
[00:15:13.000 --> 00:15:15.000]  只是這麼少人
[00:15:15.000 --> 00:15:17.000]  有人說可能過千
[00:15:17.000 --> 00:15:23.000]  很多是被罪惡綑綁住的權勢
[00:15:23.000 --> 00:15:28.000]  為什麼成立一個委員會
[00:15:28.000 --> 00:15:31.000]  不可以加「調查」兩個字?
[00:15:31.000 --> 00:15:35.000]  找出真相是不是要調查?
[00:15:35.000 --> 00:15:37.000]  不可以啊
[00:15:37.000 --> 00:15:39.000]  不肯加
[00:15:39.000 --> 00:15:42.000]  你說話要調查
[00:15:42.000 --> 00:15:44.000]  就抓那個人
[00:15:44.000 --> 00:15:46.000]  抓那個青年
[00:15:46.000 --> 00:15:49.000]  各位,罪的權勢很厲害
[00:15:49.000 --> 00:15:52.000]  今天的痛苦是人類
[00:15:52.000 --> 00:15:55.000]  跌落了罪惡的權勢裡面
[00:15:55.000 --> 00:16:00.000]  他只有不斷不斷不斷犯罪
[00:16:00.000 --> 00:16:02.000]  要對付這個罪
[00:16:02.000 --> 00:16:05.000]  不是人的能力可以做到的
[00:16:05.000 --> 00:16:12.000]  是整個組織性黑社會的權勢
[00:16:12.000 --> 00:16:15.000]  很可怕
[00:16:15.000 --> 00:16:18.000]  死亡有沒有人可以戰勝?
[00:16:18.000 --> 00:16:21.000]  沒有人可以戰勝死亡
[00:16:21.000 --> 00:16:25.000]  生命有時感到空虛孤寂
[00:16:25.000 --> 00:16:30.000]  我相信很多人都遇過
[00:16:30.000 --> 00:16:33.000]  很多人的壞習慣和軟弱
[00:16:33.000 --> 00:16:37.000]  靠自己硬是沒有辦法改的
[00:16:37.000 --> 00:16:39.000]  但在香港有很多人
[00:16:39.000 --> 00:16:41.000]  因為我曾經去過
[00:16:41.000 --> 00:16:44.000]  去過向那些吸毒的
[00:16:44.000 --> 00:16:46.000]  或者黑社會新生會那些
[00:16:46.000 --> 00:16:49.000]  跟他們講福音
[00:16:49.000 --> 00:16:52.000]  他們很多人是吸毒完
[00:16:52.000 --> 00:16:54.000]  醫好了又再吸毒的
[00:16:54.000 --> 00:16:56.000]  直到什麼時候?
[00:16:56.000 --> 00:16:58.000]  直到他願意靠福音
[00:16:58.000 --> 00:17:00.000]  靠耶穌的能力
[00:17:00.000 --> 00:17:04.000]  他才能勝過這種毒癮
[00:17:04.000 --> 00:17:06.000]  厲害嗎?
[00:17:06.000 --> 00:17:09.000]  我們的神就是這麼奇妙
[00:17:09.000 --> 00:17:14.000]  祂是全能的神
[00:17:14.000 --> 00:17:15.000]  好了
[00:17:15.000 --> 00:17:18.000]  永在的父第三樣
[00:17:18.000 --> 00:17:21.000]  永在的父
[00:17:21.000 --> 00:17:22.000]  我初期覺得
[00:17:22.000 --> 00:17:28.000]  永在的父就是神永永遠遠存在
[00:17:28.000 --> 00:17:30.000]  是不是這麼簡單?
[00:17:30.000 --> 00:17:32.000]  不是
[00:17:32.000 --> 00:17:36.000]  永在不只是永遠存在
[00:17:36.000 --> 00:17:39.000]  祂永遠都能運動
[00:17:39.000 --> 00:17:42.000]  永遠都能動
[00:17:42.000 --> 00:17:44.000]  永遠都是這樣的
[00:17:44.000 --> 00:17:45.000]  祂很有能力
[00:17:45.000 --> 00:17:47.000]  永遠都是這麼有能力
[00:17:47.000 --> 00:17:50.000]  祂的能力是做好的
[00:17:50.000 --> 00:17:53.000]  永遠都是做良善的
[00:17:53.000 --> 00:17:56.000]  祂永遠是活著的
[00:17:56.000 --> 00:17:59.000]  所以神不會說
[00:17:59.000 --> 00:18:01.000]  今天我做到
[00:18:01.000 --> 00:18:03.000]  明天我做不到
[00:18:03.000 --> 00:18:06.000]  以前我很有能力
[00:18:06.000 --> 00:18:09.000]  我試過練大隻
[00:18:09.000 --> 00:18:10.000]  當時失戀
[00:18:10.000 --> 00:18:13.000]  有個弟兄帶我去練大隻
[00:18:13.000 --> 00:18:15.000]  練到我很有肌肉
[00:18:15.000 --> 00:18:16.000]  剛剛認識師母
[00:18:16.000 --> 00:18:20.000]  我給他看我多大隻
[00:18:20.000 --> 00:18:22.000]  那時有這些肌肉
[00:18:22.000 --> 00:18:25.000]  他說不是靠大隻
[00:18:25.000 --> 00:18:29.000]  我老公不是靠大隻
[00:18:29.000 --> 00:18:31.000]  以前一塊塊肌肉
[00:18:31.000 --> 00:18:32.000]  很大隻
[00:18:32.000 --> 00:18:34.000]  160磅
[00:18:34.000 --> 00:18:37.000]  我現在只有130幾磅
[00:18:37.000 --> 00:18:41.000]  很多肌肉都流失了
[00:18:41.000 --> 00:18:43.000]  我會變的
[00:18:43.000 --> 00:18:46.000]  但神是永遠不變
[00:18:46.000 --> 00:18:48.000]  重不重要?
[00:18:48.000 --> 00:18:49.000]  神的能力
[00:18:49.000 --> 00:18:51.000]  神的慈愛
[00:18:51.000 --> 00:18:52.000]  神的公義
[00:18:52.000 --> 00:18:55.000]  那些好的東西永遠不變
[00:18:55.000 --> 00:18:58.000]  香港現在很多東西都變了
[00:18:58.000 --> 00:18:59.000]  各位
[00:18:59.000 --> 00:19:00.000]  是不是?
[00:19:00.000 --> 00:19:03.000]  我不想說得這麼真
[00:19:03.000 --> 00:19:05.000]  否則我將來都會有些人問候我
[00:19:05.000 --> 00:19:08.000]  關心我的
[00:19:08.000 --> 00:19:12.000]  「利塞」是永遠的
[00:19:12.000 --> 00:19:13.000]  它是「父」
[00:19:13.000 --> 00:19:15.000]  「父」這個字
[00:19:15.000 --> 00:19:17.000]  是等於我們中國人的
[00:19:17.000 --> 00:19:19.000]  「阿爸」「父」「阿爸」
[00:19:19.000 --> 00:19:22.000]  希伯來人說「阿爸」
[00:19:22.000 --> 00:19:23.000]  又是「爸爸」
[00:19:23.000 --> 00:19:25.000]  「爸爸」是有一個什麼意思?
[00:19:25.000 --> 00:19:27.000]  可親的
[00:19:27.000 --> 00:19:28.000]  親暱的
[00:19:28.000 --> 00:19:30.000]  「爸爸」亦表示
[00:19:30.000 --> 00:19:33.000]  他經常在你身邊的意思
[00:19:33.000 --> 00:19:35.000]  一個永遠在的「父」
[00:19:35.000 --> 00:19:36.000]  又有能力
[00:19:36.000 --> 00:19:38.000]  又不會變
[00:19:38.000 --> 00:19:40.000]  很真實的
[00:19:40.000 --> 00:19:43.000]  很能夠幫助到的「父親」
[00:19:43.000 --> 00:19:45.000]  在你的身邊
[00:19:45.000 --> 00:19:46.000]  各位
[00:19:46.000 --> 00:19:48.000]  好不好?
[00:19:48.000 --> 00:19:51.000]  我們有多少人想?
[00:19:51.000 --> 00:19:53.000]  這個不是想
[00:19:53.000 --> 00:19:55.000]  在我經歷裏
[00:19:55.000 --> 00:19:58.000]  我得到神很多的幫助
[00:19:58.000 --> 00:19:59.000]  永在的「父」
[00:19:59.000 --> 00:20:00.000]  他的愛
[00:20:00.000 --> 00:20:01.000]  第三
[00:20:01.000 --> 00:20:04.000]  是永遠不會離開
[00:20:04.000 --> 00:20:07.000]  人生是無常的
[00:20:07.000 --> 00:20:08.000]  人事變遷
[00:20:08.000 --> 00:20:10.000]  友情淡化
[00:20:10.000 --> 00:20:12.000]  朋友老去
[00:20:12.000 --> 00:20:13.000]  各位
[00:20:13.000 --> 00:20:15.000]  我快70歲了
[00:20:15.000 --> 00:20:18.000]  我很多同學過世了
[00:20:18.000 --> 00:20:21.000]  神學院有五個同學
[00:20:21.000 --> 00:20:23.000]  現在死剩兩個
[00:20:23.000 --> 00:20:25.000]  我和加拿大有位
[00:20:25.000 --> 00:20:28.000]  家庭破碎
[00:20:28.000 --> 00:20:29.000]  我經歷過
[00:20:29.000 --> 00:20:31.000]  子女離巢
[00:20:31.000 --> 00:20:32.000]  我經歷著
[00:20:32.000 --> 00:20:34.000]  親人去世
[00:20:34.000 --> 00:20:35.000]  經歷了
[00:20:35.000 --> 00:20:39.000]  我們人生對這些是否無礙?
[00:20:39.000 --> 00:20:43.000]  香港變遷
[00:20:43.000 --> 00:20:45.000]  來英國
[00:20:45.000 --> 00:20:47.000]  我來過英國兩次
[00:20:47.000 --> 00:20:49.000]  我第一次二十多年前來
[00:20:49.000 --> 00:20:51.000]  發覺英國很多東西
[00:20:51.000 --> 00:20:53.000]  很便宜很便宜
[00:20:53.000 --> 00:20:54.000]  特別是食物那些
[00:20:54.000 --> 00:20:55.000]  很便宜很便宜
[00:20:55.000 --> 00:20:58.000]  住都便宜過香港很多
[00:20:58.000 --> 00:21:00.000]  但現在不是了
[00:21:00.000 --> 00:21:01.000]  變了
[00:21:01.000 --> 00:21:02.000]  很窮
[00:21:02.000 --> 00:21:04.000]  政府好像
[00:21:04.000 --> 00:21:05.000]  經常都想找機會
[00:21:05.000 --> 00:21:08.000]  在你錢包裏拿你的錢
[00:21:08.000 --> 00:21:09.000]  是不是?
[00:21:09.000 --> 00:21:10.000]  他們很聰明
[00:21:10.000 --> 00:21:11.000]  拿他們的錢
[00:21:11.000 --> 00:21:14.000]  你又要很聰明省錢
[00:21:14.000 --> 00:21:16.000]  不然你在英國很淒涼
[00:21:16.000 --> 00:21:18.000]  會變窮人
[00:21:18.000 --> 00:21:21.000]  還有民族主義興起
[00:21:21.000 --> 00:21:23.000]  大家看不看到
[00:21:23.000 --> 00:21:27.000]  很多政策是因為民族主義而引致的
