
[00:00:00.000 --> 00:00:02.420]  好 弟兄姊妹祝你平安
[00:02:57.040 --> 00:03:00.320]  我們就一次 一個崇拜講幾次
[00:03:00.320 --> 00:03:01.280]  大家必然記得
[00:03:01.280 --> 00:03:02.720]  因為就著我們的年紀
[00:03:02.720 --> 00:03:04.960]  我們腦子都比較慢一點的
[00:03:04.960 --> 00:03:06.440]  要多記幾次
[00:03:06.440 --> 00:03:08.440]  所以我們的教會主題一起讀一次
[00:03:08.440 --> 00:03:09.800]  1 2 3
[00:03:09.800 --> 00:03:12.640]  實踐使命 裝備信徒
[00:03:12.640 --> 00:03:15.280]  是的 我們要實踐使命 裝備信徒
[00:03:15.280 --> 00:03:18.320]  在今年裡面又講了另一個觀念
[00:03:18.320 --> 00:03:21.600]  就是什麼呢 叫一師兩命
[00:03:21.600 --> 00:03:22.800]  一師兩命
[00:03:22.800 --> 00:03:25.200]  教會的牧師教你什麼呢
[00:03:25.200 --> 00:03:26.960]  牧師教你一師兩命
[00:03:26.960 --> 00:03:28.680]  他又問你 教練 牧師說什麼呢
[00:03:28.680 --> 00:03:29.720]  你會回答什麼呢
[00:03:29.720 --> 00:03:32.280]  一師兩命
[00:03:32.280 --> 00:03:35.520]  一師代表兩個命是什麼命呢
[00:03:35.520 --> 00:03:37.560]  大使命
[00:03:37.560 --> 00:03:40.440]  大使命和大誡命
[00:03:40.440 --> 00:03:41.880]  就是Great Commandment
[00:03:41.880 --> 00:03:44.280]  和Great Commission
[00:03:44.280 --> 00:03:46.080]  一間教會很需要什麼呢
[00:03:46.080 --> 00:03:49.680]  有行大使命和大誡命
[00:03:49.680 --> 00:03:54.080]  當這兩個命能夠好好跟隨的話
[00:03:54.080 --> 00:03:57.880]  基本上你人生怎麼都行得正
[00:03:57.880 --> 00:03:58.880]  所以很重要
[00:03:58.880 --> 00:04:01.600]  我們教會要有兩個命
[00:04:01.600 --> 00:04:03.680]  大誡命和大使命
[00:04:03.680 --> 00:04:05.480]  大家很厲害 很聰明
[00:04:05.480 --> 00:04:07.200]  好了 再來
[00:04:07.200 --> 00:04:08.480]  第三個
[00:04:08.480 --> 00:04:12.680]  我們說一個基督徒應該要有什麼呢
[00:04:14.680 --> 00:04:17.360]  記住了 怎麼做啊
[00:04:17.360 --> 00:04:18.600]  這樣啊 是不是
[00:04:18.600 --> 00:04:20.120]  告訴別人你牧師教你什麼
[00:04:20.120 --> 00:04:20.880]  這樣
[00:04:20.880 --> 00:04:21.960]  他就問你 做什麼
[00:04:21.960 --> 00:04:23.360]  牧師教你什麼
[00:04:23.360 --> 00:04:24.680]  教我們什麼
[00:04:24.680 --> 00:04:26.480]  Mission
[00:04:26.480 --> 00:04:28.200]  捏個嘴唇 Mission
[00:04:28.200 --> 00:04:30.920]  Mission代表了要有使命的
[00:04:30.920 --> 00:04:32.920]  一間教會沒有使命
[00:04:32.920 --> 00:04:35.160]  活著是浪費地土
[00:04:35.160 --> 00:04:38.080]  所以神要給我們每個基督徒都有使命
[00:04:38.080 --> 00:04:39.800]  我們要清楚我們的Mission
[00:04:39.800 --> 00:04:41.280]  其中Mission這個字
[00:04:41.280 --> 00:04:43.520]  除了可以直接解釋使命
[00:04:43.520 --> 00:04:46.080]  其實也可以解釋宣教
[00:04:46.080 --> 00:04:48.920]  所以很多時候宣教用到使命
[00:04:48.920 --> 00:04:51.280]  所以都很重要
[00:04:51.280 --> 00:04:54.040]  好了 到了今天
[00:04:54.040 --> 00:04:56.920]  又是時候學生字了
[00:04:56.920 --> 00:04:58.200]  好 考考大家
[00:04:58.200 --> 00:04:59.600]  今天我們整個誦法裡
[00:04:59.600 --> 00:05:01.040]  你只記住這個生字就行了
[00:05:01.040 --> 00:05:01.920]  好像上次那樣
[00:05:01.920 --> 00:05:03.640]  記住一些動作 記住一些生字
[00:05:03.640 --> 00:05:07.160]  好 今天你要記住的生字就是這個
[00:05:07.160 --> 00:05:11.800]  好了 你猜不猜到是什麼字呢
[00:05:11.800 --> 00:05:12.760]  什麼
[00:05:12.760 --> 00:05:14.040]  高字
[00:05:14.040 --> 00:05:17.000]  嘩 我都說過
[00:05:17.000 --> 00:05:19.920]  恩福教會大慶之門是非常有智慧
[00:05:19.920 --> 00:05:21.400]  我們今天要學一個字
[00:05:21.400 --> 00:05:24.160]  第一個字就是高字
[00:05:24.160 --> 00:05:26.080]  高字
[00:05:26.080 --> 00:05:28.280]  高
[00:05:28.280 --> 00:05:30.440]  要去高 就是去
[00:05:30.440 --> 00:05:32.520]  今天一定要記得要高
[00:05:32.520 --> 00:05:34.920]  我們都要思考一下
[00:05:34.920 --> 00:05:37.160]  高對我們有什麼意義呢
[00:05:37.160 --> 00:05:38.640]  特別我們說新年的時間
[00:05:38.640 --> 00:05:42.920]  今天的題目講的是一個蒙福的路
[00:05:42.920 --> 00:05:45.320]  怎樣高呢
[00:05:45.320 --> 00:05:48.520]  一定和我們學過的有關
[00:05:48.520 --> 00:05:50.280]  好 我們一起重溫一下
[00:05:50.280 --> 00:05:53.520]  《馬大福音》二十八章十八至二十節
[00:05:53.520 --> 00:05:54.400]  好 一起讀一下
[00:05:54.400 --> 00:05:55.880]  一 二 三
[00:05:55.880 --> 00:05:58.760]  耶穌進前來 對他們說
[00:05:58.760 --> 00:06:04.240]  天上地下所有的權並都賜給我了
[00:06:04.240 --> 00:06:06.000]  所以你們要去
[00:06:06.000 --> 00:06:08.200]  使萬民作我的門徒
[00:06:08.200 --> 00:06:12.120]  奉父指聖靈的名給他們施洗
[00:06:12.120 --> 00:06:14.160]  凡我所吩咐你們的
[00:06:14.160 --> 00:06:16.280]  都教訓他們遵守
[00:06:16.280 --> 00:06:18.600]  我就常與你們同在
[00:06:18.600 --> 00:06:22.120]  直到世界的末了
[00:06:22.120 --> 00:06:24.760]  所以我們上次都和大家分享過
[00:06:24.760 --> 00:06:26.400]  我們的《大使命》裡面
[00:06:26.400 --> 00:06:29.240]  就是《馬大福音》二十八章十八至二十節
[00:06:29.240 --> 00:06:31.720]  或者有些人說十九至二十節
[00:06:31.720 --> 00:06:34.680]  其中那個重點是什麼
[00:06:34.680 --> 00:06:39.680]  就是說要做門徒 make disciples
[00:06:39.680 --> 00:06:41.560]  其中我們有三個分次
[00:06:41.560 --> 00:06:45.080]  其中第一個分次就是「Go」
[00:06:45.080 --> 00:06:47.440]  我們要以一個訓練門徒
[00:06:47.440 --> 00:06:48.720]  作為培育門徒
[00:06:48.720 --> 00:06:51.280]  作為我們教會的一個使命的時候
[00:06:51.280 --> 00:06:54.120]  其中第一個怎樣才有門徒呢
[00:06:54.120 --> 00:06:56.480]  首先第一個和「Go」有關
[00:06:56.480 --> 00:06:58.480]  所以我們今天就要知道
[00:06:58.480 --> 00:07:00.560]  如果英文有時候我們會說
[00:07:00.560 --> 00:07:03.040]  Go and make disciples
[00:07:03.040 --> 00:07:04.440]  就是這樣說
[00:07:04.440 --> 00:07:07.080]  所以今天我們既然要學「Go」
[00:07:07.080 --> 00:07:08.520]  那我們要怎樣
[00:07:08.520 --> 00:07:12.560]  一定要找「Go人」
[00:07:12.560 --> 00:07:15.360]  找一些「Go人」去教我們
[00:07:15.360 --> 00:07:17.000]  所以我們今天
[00:07:17.000 --> 00:07:19.360]  看看我們怎樣去找哪一個「Go人」
[00:07:19.360 --> 00:07:20.400]  去教我們
[00:07:20.400 --> 00:07:24.920]  就是找在聖經裡面第一個「Go人」
[00:07:24.920 --> 00:07:28.160]  就是會去行上帝的使命
[00:07:28.160 --> 00:07:29.920]  按照上帝的吩咐
[00:07:29.920 --> 00:07:34.000]  活出去的使命的第一個人是誰呢
[00:07:34.000 --> 00:07:36.680]  如果你會知道
[00:07:36.680 --> 00:07:37.760]  在聖經裡面
[00:07:37.760 --> 00:07:39.840]  一直從創世紀開始
[00:07:39.840 --> 00:07:41.680]  從第一章開始
[00:07:41.680 --> 00:07:43.480]  其實就講到人類的歷史
[00:07:43.480 --> 00:07:45.000]  上帝的創造
[00:07:45.000 --> 00:07:47.920]  其實就一直講到第十一章
[00:07:47.920 --> 00:07:50.320]  整個人類裡面發展
[00:07:50.320 --> 00:07:51.560]  去到第十一章尾
[00:07:51.560 --> 00:07:52.720]  去到第十二章
[00:07:52.720 --> 00:07:57.240]  就開始講到一個民族的誕生
[00:07:57.240 --> 00:07:58.640]  那個民族的誕生
[00:07:58.640 --> 00:08:00.560]  那個第一人就是我們
[00:08:00.560 --> 00:08:02.280]  今天要思考的「Go人」
[00:08:02.280 --> 00:08:04.120]  因為去「Go人」一等
[00:08:04.120 --> 00:08:07.240]  那個就是阿伯拉罕
[00:08:07.240 --> 00:08:08.240]  阿伯拉罕
[00:08:08.240 --> 00:08:09.760]  所以我們希望藉著
[00:08:09.760 --> 00:08:11.680]  阿伯拉罕的一些生命
[00:08:11.680 --> 00:08:12.880]  一些挑戰
[00:08:12.880 --> 00:08:14.920]  我們都去思考一下
[00:08:14.920 --> 00:08:17.920]  究竟我們怎樣去「Go」
[00:08:17.920 --> 00:08:19.720]  怎樣去呢
[00:08:19.720 --> 00:08:22.840]  好 所以我們就再重溫一下
[00:08:22.840 --> 00:08:23.600]  今天的經文
[00:08:23.600 --> 00:08:25.000]  我們先重溫一下
[00:08:25.000 --> 00:08:28.160]  第十二章一至五節的經文
[00:08:28.160 --> 00:08:29.840]  我們又再讀一次
[00:08:29.840 --> 00:08:31.960]  我們加深一下我們的印象
[00:08:31.960 --> 00:08:32.680]  我們一起讀一下
[00:08:32.680 --> 00:08:34.080]  一 二 三
[00:08:34.080 --> 00:08:36.120]  耶和華對阿伯拉罕說
[00:08:36.120 --> 00:08:39.240]  你要離開本地 本族 父家
[00:08:39.240 --> 00:08:42.040]  往我所要指示你的地去
[00:08:42.040 --> 00:08:44.120]  我必叫你成為大國
[00:08:44.120 --> 00:08:45.840]  我必賜福給你
[00:08:45.840 --> 00:08:47.600]  叫你的名為大
[00:08:47.600 --> 00:08:49.680]  你也要叫別人得福
[00:08:49.680 --> 00:08:50.920]  為你祝福的
[00:08:50.920 --> 00:08:52.920]  我必賜福於他
[00:08:52.920 --> 00:08:54.120]  有受助你的
[00:08:54.120 --> 00:08:55.720]  我必受助他
[00:08:55.720 --> 00:08:58.760]  地上的萬族都要因你得福
[00:08:58.760 --> 00:09:01.880]  阿伯拉罕就照著耶和華的吩咐去
[00:09:01.880 --> 00:09:04.160]  羅德也和他同去
[00:09:04.160 --> 00:09:07.840]  阿伯拉罕出哈蘭的時候年七十五歲
[00:09:07.840 --> 00:09:11.560]  阿伯拉罕將他妻子撒來和質疑羅德
[00:09:11.560 --> 00:09:14.600]  連他們在哈蘭所積蓄的財物
[00:09:14.600 --> 00:09:18.120]  所得的人口都帶往迦蘭地去
[00:09:18.120 --> 00:09:21.840]  他們就到了迦蘭地
[00:09:21.840 --> 00:09:24.200]  這段聖經裡面一開始就說一個人物
[00:09:24.200 --> 00:09:25.960]  下第十二章一節
[00:09:25.960 --> 00:09:29.920]  耶和華就會和阿伯拉罕說話
[00:09:29.920 --> 00:09:30.960]  阿伯拉罕是誰呢
[00:09:30.960 --> 00:09:34.160]  其實就是我們所說的阿伯拉罕
[00:09:34.160 --> 00:09:37.480]  因為在創世紀第十七章裡面就說到
[00:09:37.480 --> 00:09:40.200]  在阿伯拉罕他九十九歲的時候
[00:09:40.200 --> 00:09:41.960]  神就向他顯然
[00:09:41.960 --> 00:09:43.920]  而且當在那個時刻裡面
[00:09:43.920 --> 00:09:47.880]  神就再一次確定和他所立的約
[00:09:47.880 --> 00:09:50.800]  甚至去到第七十七章五節說
[00:09:50.800 --> 00:09:54.920]  從此以後你的名不再叫阿伯拉
[00:09:54.920 --> 00:09:56.480]  要叫阿伯拉罕
[00:09:56.480 --> 00:09:59.680]  因為我已立你作多國的父
[00:09:59.680 --> 00:10:04.360]  所以其實阿伯拉罕就是阿伯拉罕之前的名字
[00:10:04.360 --> 00:10:06.400]  因為上帝想給他一個新的名字
[00:10:06.400 --> 00:10:07.720]  代表一種新的狀態
[00:10:07.720 --> 00:10:09.440]  一種新的關係
[00:10:09.440 --> 00:10:11.080]  所以其實阿伯拉罕這個字
[00:10:11.080 --> 00:10:13.720]  本身希伯來文裡面就是說
[00:10:13.720 --> 00:10:14.880]  High Father
[00:10:14.880 --> 00:10:16.600]  就是至高的父
[00:10:16.600 --> 00:10:18.360]  一個高的父
[00:10:18.360 --> 00:10:20.240]  一個父的意思
[00:10:20.240 --> 00:10:24.440]  而去到阿伯拉罕這個字就成為多國的父
[00:10:24.440 --> 00:10:27.600]  不單只是一個爸爸的形象
[00:10:27.600 --> 00:10:30.280]  而且去到後來九十九歲的時候
[00:10:30.280 --> 00:10:34.520]  神就確定了他要成為一個多國的父
[00:10:34.520 --> 00:10:36.480]  這個就是阿伯拉罕
[00:10:36.480 --> 00:10:39.240]  不過你會知道在十七章以前
[00:10:39.240 --> 00:10:43.080]  由十二章到第十七章中間的過程裡面
[00:10:43.080 --> 00:10:45.880]  其實他一直就叫做阿伯拉罕
[00:10:45.880 --> 00:10:47.720]  他帶著這個名字
[00:10:47.720 --> 00:10:50.800]  就是進入了一個上帝給他生命裡面
[00:10:50.800 --> 00:10:56.160]  那個呼召的使命裡面
[00:10:56.160 --> 00:11:00.600]  剛才我們說過阿伯拉罕就是第一個高人
[00:11:00.600 --> 00:11:03.560]  那究竟上帝怎樣要他高呢
[00:11:03.560 --> 00:11:06.520]  我們就試試看
[00:11:06.520 --> 00:11:09.680]  原來在剛才我們讀到的經文創世紀第十二章的時候
[00:11:09.680 --> 00:11:13.480]  原來耶和華就一開始在這段聖經裡面就說到
[00:11:13.480 --> 00:11:16.840]  給了阿伯拉罕一個使命
[00:11:16.840 --> 00:11:17.880]  一個使命
[00:11:17.880 --> 00:11:18.480]  他說什麼
[00:11:18.480 --> 00:11:22.000]  你要離開你的本地本族附加
[00:11:22.000 --> 00:11:22.680]  接著怎麼樣
[00:11:22.680 --> 00:11:27.400]  就要往我所指示你的地方去
[00:11:27.400 --> 00:11:28.120]  是不是
[00:11:28.120 --> 00:11:30.960]  這個就是高
[00:11:30.960 --> 00:11:31.920]  接著怎麼樣
[00:11:31.920 --> 00:11:33.720]  還要去怎麼樣呢
[00:11:33.720 --> 00:11:34.880]  目標是什麼
[00:11:34.880 --> 00:11:37.280]  要叫你成為大國
[00:11:37.280 --> 00:11:39.600]  甚至乎這個大國是什麼意義呢
[00:11:39.600 --> 00:11:43.680]  就是地上的萬族都要你得福
[00:11:43.680 --> 00:11:48.520]  地上的萬族簡單來講就是萬民
[00:11:48.520 --> 00:11:52.240]  神就要差遣阿伯拉罕出去
[00:11:52.240 --> 00:11:55.960]  離開去一個上帝指示他要去的地方
[00:11:55.960 --> 00:11:59.440]  而是要讓萬民都能夠得到福氣
[00:11:59.440 --> 00:12:03.120]  像不像耶穌頒給我們的大使命
[00:12:03.120 --> 00:12:05.440]  耶穌是要我們去
[00:12:05.440 --> 00:12:06.600]  不要留在那裡
[00:12:06.600 --> 00:12:07.480]  去什麼呢
[00:12:07.480 --> 00:12:10.880]  同樣要讓萬民得福
[00:12:10.880 --> 00:12:12.840]  所以你要知道就是
[00:12:12.840 --> 00:12:15.960]  耶穌要我們要萬民得福就是要成為門徒
[00:12:15.960 --> 00:12:17.440]  要更加多人成為門徒
[00:12:17.440 --> 00:12:19.040]  萬民都成為門徒
[00:12:19.040 --> 00:12:21.480]  而聖經裡面就說
[00:12:21.480 --> 00:12:25.960]  神要差遣阿伯拉罕出去的時候
[00:12:25.960 --> 00:12:27.880]  要使萬國萬族都得福
[00:12:27.880 --> 00:12:28.560]  為什麼呢
[00:12:28.560 --> 00:12:34.680]  因為萬國萬族都會成為阿伯拉罕的子孫
[00:12:34.680 --> 00:12:36.800]  那種令成為阿伯拉罕的子孫
[00:12:36.800 --> 00:12:40.920]  並不是純粹在血統上的子孫
[00:12:40.920 --> 00:12:43.480]  而是更加在屬靈上
[00:12:43.480 --> 00:12:46.720]  屬於阿伯拉罕的子孫
[00:12:46.720 --> 00:12:48.480]  所以同樣你要知道
[00:12:48.480 --> 00:12:50.240]  阿伯拉罕就是這樣
[00:12:50.240 --> 00:12:52.440]  帶著這種吩咐和使命
[00:12:52.440 --> 00:12:56.800]  就要令到很多人很多的民族
[00:12:56.800 --> 00:13:02.000]  都要同樣承受那種福氣
[00:13:02.000 --> 00:13:04.920]  成為上帝的百姓
[00:13:04.920 --> 00:13:06.440]  所以我就會這樣說
[00:13:06.440 --> 00:13:09.680]  阿伯拉罕就是第一位的高人
[00:13:09.680 --> 00:13:14.360]  上帝差遣他出去使人得福的那一位
[00:13:14.360 --> 00:13:16.840]  丁姐妹今天我們常常都說到教會裡面
[00:13:16.840 --> 00:13:19.560]  我們說耶穌吩咐大使命給我們
[00:13:19.560 --> 00:13:22.200]  我們要出去出去出去
[00:13:22.200 --> 00:13:23.640]  但是我們經常都在想
[00:13:23.640 --> 00:13:27.680]  是不是上帝好像沒有人用
[00:13:27.680 --> 00:13:30.120]  要點你出去做事呢
[00:13:30.120 --> 00:13:31.520]  有時候我們都會這樣想
[00:13:31.520 --> 00:13:33.680]  是不是神不夠人了
[00:13:33.680 --> 00:13:35.600]  找多幾個人出來做一下事
[00:13:35.600 --> 00:13:37.240]  湊夠錢呢
[00:13:37.240 --> 00:13:38.120]  不是的
[00:13:38.120 --> 00:13:39.960]  當我們看回阿伯拉罕的生命
[00:13:39.960 --> 00:13:41.200]  你就會知道
[00:13:41.200 --> 00:13:44.720]  原來上帝要給使命阿伯拉罕的時候
[00:13:44.720 --> 00:13:46.560]  目的就是什麼
[00:13:46.560 --> 00:13:51.240]  要讓他得到福氣 弟兄姊妹
[00:13:51.240 --> 00:13:54.520]  原來我們走上帝使命的過程裡面
[00:13:54.520 --> 00:13:57.520]  我們就在一個蒙福的過程
[00:13:57.520 --> 00:13:59.960]  當我們說「屬神有福」
[00:13:59.960 --> 00:14:01.440]  我們上個星期說「屬神有福」
[00:14:01.440 --> 00:14:03.000]  屬神的人是有福氣的
[00:14:03.000 --> 00:14:05.760]  但是有時候福氣擺在你面前
[00:14:05.760 --> 00:14:08.200]  你也要伸手去拿的
[00:14:08.200 --> 00:14:10.360]  你要經歷上帝更大的福氣的時候
[00:14:10.360 --> 00:14:11.360]  你就要怎樣
[00:14:11.360 --> 00:14:14.520]  你要走出來的
[00:14:14.520 --> 00:14:18.600]  所以原來上帝很多時候給我們的使命
[00:14:18.600 --> 00:14:20.400]  給我們的吩咐
[00:14:20.400 --> 00:14:22.240]  要做 要走的時候
[00:14:22.240 --> 00:14:27.720]  其實就是想賜福給你 弟兄姊妹
[00:14:27.720 --> 00:14:29.960]  不是他沒有人手
[00:14:29.960 --> 00:14:32.360]  他是想給你有機會參與經歷的時候
[00:14:32.360 --> 00:14:36.840]  能夠承受到過程裡面的那份福氣
[00:14:36.840 --> 00:14:40.080]  神就要讓阿伯拉罕得到福氣
[00:14:40.080 --> 00:14:42.840]  這是一個經歷的過程
[00:14:42.840 --> 00:14:44.560]  當然這種福氣是怎樣的呢
[00:14:44.560 --> 00:14:46.440]  聖經裡面告訴我們
[00:14:46.440 --> 00:14:50.640]  神就說福氣是有三重的
[00:14:50.640 --> 00:14:51.560]  第一重是什麼呢
[00:14:51.560 --> 00:14:56.640]  就是「我必使你阿伯蘭成為大國」
[00:14:56.640 --> 00:14:59.520]  「我必賜福給你阿伯蘭」
[00:14:59.520 --> 00:15:04.320]  「叫你阿伯蘭的名為大」
[00:15:04.320 --> 00:15:05.800]  所以你要知道
[00:15:05.800 --> 00:15:08.680]  當阿伯蘭願意回應上帝使命的時候
[00:15:08.680 --> 00:15:10.840]  他自己必然是第一時間
[00:15:10.840 --> 00:15:13.800]  享受到那種上帝臨到的福氣
[00:15:13.800 --> 00:15:15.800]  這種福氣包括了成為大國
[00:15:15.800 --> 00:15:20.840]  他能夠蒙福 還有他的名為大
[00:15:20.840 --> 00:15:22.200]  但是你留意
[00:15:22.200 --> 00:15:26.320]  原來神說的福氣不只是這個程度
[00:15:26.320 --> 00:15:27.200]  然後說什麼
[00:15:27.200 --> 00:15:30.920]  「你也要叫別人得福」
[00:15:30.920 --> 00:15:32.840]  你也會令到其他人
[00:15:32.840 --> 00:15:35.320]  因為你的偉大
[00:15:35.320 --> 00:15:38.200]  因為你成為大國
[00:15:38.200 --> 00:15:41.520]  其他人都能夠得到福氣
[00:15:41.520 --> 00:15:43.600]  所以第二個延伸的福氣是什麼
[00:15:43.600 --> 00:15:45.200]  你要叫別人得福
[00:15:45.200 --> 00:15:48.080]  是你身邊的人都因為你蒙福
[00:15:48.080 --> 00:15:53.560]  而他們都能夠討到一點點福氣
[00:15:53.560 --> 00:15:56.720]  原來你蒙福不是你自己的好處
[00:15:56.720 --> 00:15:57.440]  或者這麼說
[00:15:57.440 --> 00:15:58.840]  你蒙福的時候不要想著
[00:15:58.840 --> 00:16:01.720]  抱著所有的福氣
[00:16:01.720 --> 00:16:03.840]  所以我們新年要祝福你什麼
[00:16:03.840 --> 00:16:06.120]  「福杯滿日」
[00:16:06.120 --> 00:16:07.840]  你的福杯上次說你要知足的時候
[00:16:07.840 --> 00:16:09.400]  你的福杯滿日滿到死的時候
[00:16:09.400 --> 00:16:10.760]  你又流出來
[00:16:10.760 --> 00:16:14.880]  流出來給益下身邊的人
[00:16:14.880 --> 00:16:17.080]  所以要使別人得福
[00:16:17.080 --> 00:16:19.800]  而且一路一路擴展下去的時候
[00:16:19.800 --> 00:16:21.440]  去到第三個重點是什麼
[00:16:21.440 --> 00:16:26.160]  地上的萬族萬民都要因為你而得福
[00:16:26.160 --> 00:16:27.800]  再擴遠一點
[00:16:27.800 --> 00:16:29.160]  不只是你附近的
[00:16:29.160 --> 00:16:33.520]  而是世界各地萬族萬民都因為你而得福
[00:16:33.520 --> 00:16:36.080]  這個就是一個所謂的蓮耳效應
[00:16:36.080 --> 00:16:37.960]  一滴水滴到水面
[00:16:37.960 --> 00:16:41.280]  一路一路擴散開
[00:16:41.280 --> 00:16:46.560]  正如耶穌吩咐門徒
[00:16:46.560 --> 00:16:49.600]  在《小行傳》第一章八節裡面
[00:16:49.600 --> 00:16:52.560]  由耶路撒冷到猶太傳地
[00:16:52.560 --> 00:16:53.920]  撒瑪利亞直到地極
[00:16:53.920 --> 00:16:57.480]  一路擴展性地將福音散佈
[00:16:57.480 --> 00:17:03.160]  使做門徒的人也擴展性地去到世界各地
[00:17:03.160 --> 00:17:06.240]  所以你要知道亞伯蘭正在經歷
[00:17:06.240 --> 00:17:07.320]  正如使徒一樣
[00:17:07.320 --> 00:17:08.480]  正如門徒一樣
[00:17:08.480 --> 00:17:13.480]  進行上帝使命的那種爆炸力量
[00:17:13.480 --> 00:17:17.320]  原來神也要亞伯蘭深深地去經歷
[00:17:17.320 --> 00:17:20.760]  所以今天第一個一定要知道的事情是什麼
[00:17:20.760 --> 00:17:23.400]  進行上帝的使命是蒙福的
[00:17:23.400 --> 00:17:25.080]  你的福氣不但利誘
[00:17:25.080 --> 00:17:26.640]  你會祝福到身邊的人
[00:17:26.640 --> 00:17:30.240]  祝福到更加多世界各地不同的人
[00:17:30.240 --> 00:17:31.720]  不過可能我們也會問一個問題
[00:17:31.720 --> 00:17:34.440]  就是憑我行不行
[00:17:34.440 --> 00:17:36.840]  我是何許人也
[00:17:36.840 --> 00:17:38.640]  老實說
[00:17:38.640 --> 00:17:42.000]  可能上網搜尋都搜尋不到
[00:17:42.000 --> 00:17:44.800]  石牧師這個名字
[00:17:44.800 --> 00:17:47.640]  因為現在我服侍著進行上帝使命
[00:17:47.640 --> 00:17:50.280]  名字就開始出來了
[00:17:50.280 --> 00:17:51.120]  但是你想想
[00:17:51.120 --> 00:17:52.720]  我還沒做傳道之前
[00:17:52.720 --> 00:17:54.560]  真的找鬼認識你嗎
