
[00:00:00.000 --> 00:00:05.000]  在座其實是多數的教徒
[00:03:18.000 --> 00:03:21.000]  紐約時報有位很有名的編輯
[00:03:21.000 --> 00:03:23.000]  一個記者的明星
[00:03:23.000 --> 00:03:26.000]  叫Thomas Freeman很有名的
[00:03:26.000 --> 00:03:28.000]  他十多年前寫了一本書
[00:03:28.000 --> 00:03:31.000]  這本書所有全世界的領袖都去看的
[00:03:31.000 --> 00:03:33.000]  《世界是平的》
[00:03:33.000 --> 00:03:37.000]  The world is flat
[00:03:37.000 --> 00:03:39.000]  講什麼是全球化
[00:03:39.000 --> 00:03:40.000]  如果你作為領袖
[00:03:40.000 --> 00:03:42.000]  無論商界好政界好
[00:03:42.000 --> 00:03:44.000]  你書架上那本書
[00:03:44.000 --> 00:03:46.000]  你似乎歐了
[00:03:46.000 --> 00:03:48.000]  不過他幾年前說
[00:03:48.000 --> 00:03:50.000]  我以前講的歐了
[00:03:50.000 --> 00:03:52.000]  世界不再是平的
[00:03:52.000 --> 00:03:54.000]  世界是快的
[00:03:54.000 --> 00:03:57.000]  The world is fast
[00:03:57.000 --> 00:04:00.000]  他說全世界有300M影響
[00:04:00.000 --> 00:04:02.000]  這300M
[00:04:02.000 --> 00:04:06.000]  連他的所謂現代的先知
[00:04:06.000 --> 00:04:10.000]  現代的預言學者都無法掌握
[00:04:10.000 --> 00:04:14.000]  第一個Market市場
[00:04:14.000 --> 00:04:18.000]  市場的變化已經無法預測
[00:04:18.000 --> 00:04:21.000]  Mother Nature大自然天氣變化
[00:04:21.000 --> 00:04:24.000]  無法預測無法掌控
[00:04:24.000 --> 00:04:27.000]  第三個Wall's law
[00:04:27.000 --> 00:04:29.000]  Gordon Wall
[00:04:29.000 --> 00:04:31.000]  Intel的創辦人
[00:04:31.000 --> 00:04:34.000]  他的電腦支付
[00:04:34.000 --> 00:04:38.000]  那些電腦影響無法去預測
[00:04:38.000 --> 00:04:41.000]  其實現在全世界有很多東西
[00:04:41.000 --> 00:04:43.000]  今天是越來越難以預測
[00:04:43.000 --> 00:04:47.000]  就在互聯網上流行的說話
[00:04:47.000 --> 00:04:49.000]  我看了就百感交集
[00:04:49.000 --> 00:04:51.000]  不知道大家有沒有聽過
[00:04:51.000 --> 00:04:54.000]  他說民軍能有多少仇
[00:04:54.000 --> 00:04:57.000]  知不知他講了甚麼
[00:04:57.000 --> 00:05:00.000]  上中文課嗎
[00:05:00.000 --> 00:05:05.000]  是沒有買騰訊沒有買樓
[00:05:05.000 --> 00:05:08.000]  但我知道很多人
[00:05:08.000 --> 00:05:10.000]  有很多騰訊
[00:05:10.000 --> 00:05:12.000]  很多樓
[00:05:12.000 --> 00:05:15.000]  那些人是否沒有仇呢
[00:05:15.000 --> 00:05:18.000]  他的仇他更加多
[00:05:18.000 --> 00:05:20.000]  破碎的世界
[00:05:20.000 --> 00:05:29.000]  既然用世界的支離破碎分裂對立戰爭天災人禍
[00:05:29.000 --> 00:05:32.000]  剛才講到心靈的破碎
[00:05:32.000 --> 00:05:35.000]  就是人內心世界
[00:05:35.000 --> 00:05:40.000]  很多很多難以彌補的傷痕
[00:05:40.000 --> 00:05:44.000]  即是我們面對外在環境的轉變
[00:05:44.000 --> 00:05:46.000]  內心世界的問題
[00:05:46.000 --> 00:05:48.000]  發覺內外交織
[00:05:48.000 --> 00:05:51.000]  以致我們面對很多難以破解的問題
[00:05:51.000 --> 00:05:55.000]  在破碎的世界遇見耶穌
[00:05:55.000 --> 00:05:59.000]  我只能夠用半個小時講這一點
[00:05:59.000 --> 00:06:03.000]  至於怎樣願意和受苦去見證
[00:06:03.000 --> 00:06:04.000]  這是第一
[00:06:04.000 --> 00:06:06.000]  教會的故事如何去流傳
[00:06:06.000 --> 00:06:09.000]  這個有機會再跟大家分享
[00:06:09.000 --> 00:06:13.000]  我會跟大家講三個故事
[00:06:13.000 --> 00:06:17.000]  第一故事和第一故事都是聖經的故事
[00:06:17.000 --> 00:06:19.000]  或者大家去聽過
[00:06:19.000 --> 00:06:20.000]  不過不聽過不要緊
[00:06:20.000 --> 00:06:23.000]  我用一種現代語言將故事演繹
[00:06:23.000 --> 00:06:26.000]  是兩個尋道的故事
[00:06:26.000 --> 00:06:30.000]  都是記載在聖經的若寒福音
[00:06:30.000 --> 00:06:35.000]  若寒福音是一個很特別的聖經的福音書
[00:06:35.000 --> 00:06:37.000]  是一個寫作的高手
[00:06:37.000 --> 00:06:39.000]  他善於用對比
[00:06:39.000 --> 00:06:44.000]  用一種強烈的對比去反映那件事的差別
[00:06:44.000 --> 00:06:46.000]  去找到光
[00:06:46.000 --> 00:06:48.000]  光來到世界
[00:06:48.000 --> 00:06:50.000]  光與黑暗的對比
[00:06:50.000 --> 00:06:54.000]  這是一個很強烈若寒那種描寫的手法
[00:06:54.000 --> 00:06:58.000]  若寒福音記載了幾個尋道的故事
[00:06:58.000 --> 00:07:00.000]  第一個
[00:07:00.000 --> 00:07:04.000]  當時有一個德高望重的社會賢男
[00:07:04.000 --> 00:07:06.000]  他有很高的社會地位
[00:07:06.000 --> 00:07:07.000]  有很深的學問
[00:07:07.000 --> 00:07:09.000]  他是一個社會和宗教領袖
[00:07:09.000 --> 00:07:12.000]  叫做尼哥底姆
[00:07:12.000 --> 00:07:16.000]  他知道耶穌是一個很特別的人
[00:07:16.000 --> 00:07:18.000]  他跟耶穌事跡都覺得
[00:07:18.000 --> 00:07:22.000]  耶穌會是一個很特別的學問
[00:07:22.000 --> 00:07:24.000]  是一個很特別的人
[00:07:24.000 --> 00:07:26.000]  但過於當時社會環境
[00:07:26.000 --> 00:07:30.000]  因為作為一個德高望重的人
[00:07:30.000 --> 00:07:37.000]  是否很輕易去和一個很具爭議性的人物對話
[00:07:37.000 --> 00:07:41.000]  於是他選擇在夜深人靜的時間
[00:07:41.000 --> 00:07:45.000]  靜悄悄和耶穌夜談
[00:07:45.000 --> 00:07:47.000]  夜訪耶穌
[00:07:47.000 --> 00:07:53.000]  耶穌跟他說了一個他無法理解的問題
[00:07:53.000 --> 00:07:56.000]  他說人一定要重生
[00:07:56.000 --> 00:07:59.000]  才能見到神的光
[00:07:59.000 --> 00:08:02.000]  儘管耶穌尼哥底姆很有學問
[00:08:02.000 --> 00:08:04.000]  他很有知識
[00:08:04.000 --> 00:08:13.000]  但他的學問和知識只是塞住他無法去進入重生的理念
[00:08:13.000 --> 00:08:15.000]  因為他的經驗世界
[00:08:15.000 --> 00:08:17.000]  在他的知識的搜尋當中
[00:08:17.000 --> 00:08:20.000]  他找不到類似的經驗可以了解這個重生
[00:08:20.000 --> 00:08:22.000]  於是他問一個很蠢的問題
[00:08:22.000 --> 00:08:24.000]  他說我出世了
[00:08:24.000 --> 00:08:28.000]  如何捐回我的肚子裡再生一次
[00:08:28.000 --> 00:08:30.000]  當然耶穌說了重生
[00:08:30.000 --> 00:08:35.000]  並不是在生理上再次去回復在母腹
[00:08:35.000 --> 00:08:40.000]  再次去形成精子栗子結合去生出一個嬰兒出來
[00:08:40.000 --> 00:08:43.000]  而是一種生命的改變
[00:08:43.000 --> 00:08:45.000]  生命的改變
[00:08:45.000 --> 00:08:49.000]  重生是生命的規制
[00:08:49.000 --> 00:08:55.000]  從過去告別而進入一個新的生命
[00:08:55.000 --> 00:08:59.000]  聖經的說話很簡單
[00:08:59.000 --> 00:09:01.000]  但也不容易明白
[00:09:01.000 --> 00:09:03.000]  有人在基督裡
[00:09:03.000 --> 00:09:05.000]  他就是新造的人
[00:09:05.000 --> 00:09:09.000]  舊事過都變成新的了
[00:09:09.000 --> 00:09:14.000]  可能大家未必完全掌握到這句聖經的含義
[00:09:14.000 --> 00:09:19.000]  很多年前我參加了一個福音教育的團體
[00:09:19.000 --> 00:09:21.000]  做了很多年的董事
[00:09:21.000 --> 00:09:23.000]  參與了很多義工工作
[00:09:23.000 --> 00:09:26.000]  他們在西貢有一個海灘
[00:09:26.000 --> 00:09:28.000]  有一個教育村
[00:09:28.000 --> 00:09:32.000]  在教育村裡他們會用很大的字寫一堆聖經
[00:09:32.000 --> 00:09:36.000]  讓人在基督裡他就是新造的人
[00:09:36.000 --> 00:09:39.000]  對教育者來說
[00:09:39.000 --> 00:09:44.000]  他們以前跟死了沒有什麼分別
[00:09:44.000 --> 00:09:46.000]  但上了耶穌之後
[00:09:46.000 --> 00:09:50.000]  不僅是新造的人
[00:09:50.000 --> 00:09:54.000]  做了牧師 做了社工 甚至做了老師
[00:09:54.000 --> 00:09:57.000]  我看到人生命的改變
[00:09:57.000 --> 00:09:59.000]  重生
[00:09:59.000 --> 00:10:05.000]  但如果底部他無法告別過去
[00:10:05.000 --> 00:10:08.000]  因為他覺得我已經很完美了
[00:10:08.000 --> 00:10:11.000]  我的知識 我的學問 我的社會地位
[00:10:11.000 --> 00:10:14.000]  我各方面的財富已經很完美
[00:10:14.000 --> 00:10:16.000]  我想找耶穌聊聊天
[00:10:16.000 --> 00:10:18.000]  希望令我的完美更完美
[00:10:18.000 --> 00:10:21.000]  但他無法告別過去
[00:10:21.000 --> 00:10:24.000]  所以他不明白
[00:10:24.000 --> 00:10:28.000]  耶穌的海灘好像這麼有知識的人
[00:10:28.000 --> 00:10:30.000]  都不明白
[00:10:30.000 --> 00:10:32.000]  其他人怎麼辦呢
[00:10:32.000 --> 00:10:34.000]  其實我這個問題
[00:10:34.000 --> 00:10:37.000]  最大問題是因為他太有知識
[00:10:37.000 --> 00:10:39.000]  他擁有太多
[00:10:39.000 --> 00:10:41.000]  他太多東西
[00:10:41.000 --> 00:10:45.000]  所以他無法再去在這方面有所突破
[00:10:45.000 --> 00:10:49.000]  今天我們去跟那些
[00:10:49.000 --> 00:10:51.000]  那時已經很完美了
[00:10:51.000 --> 00:10:53.000]  很完美
[00:10:53.000 --> 00:10:55.000]  我需要信耶穌嗎
[00:10:55.000 --> 00:10:57.000]  信耶穌是弱者
[00:10:57.000 --> 00:10:59.000]  生癌搞不定
[00:10:59.000 --> 00:11:01.000]  又要戒毒
[00:11:01.000 --> 00:11:03.000]  那些人信耶穌
[00:11:03.000 --> 00:11:05.000]  其實我看見
[00:11:05.000 --> 00:11:07.000]  很多看來很完美的人身上
[00:11:07.000 --> 00:11:13.000]  其實都活在一個破碎的世界當中
[00:11:13.000 --> 00:11:16.000]  不過表面看不到
[00:11:16.000 --> 00:11:18.000]  心靈的破碎
[00:11:18.000 --> 00:11:21.000]  你和親人的關係
[00:11:21.000 --> 00:11:24.000]  你和朋友的關係
[00:11:24.000 --> 00:11:27.000]  越有錢越孤獨
[00:11:27.000 --> 00:11:31.000]  我不知道馬雲是否講真心話
[00:11:31.000 --> 00:11:33.000]  但馬雲曾經說過
[00:11:33.000 --> 00:11:34.000]  他在我最開心的時候
[00:11:34.000 --> 00:11:36.000]  就是我在杭州教書那幾年
[00:11:36.000 --> 00:11:39.000]  拿百多元人工的我最開心
[00:11:39.000 --> 00:11:41.000]  我不知道是真心話
[00:11:41.000 --> 00:11:43.000]  還是一些官話
[00:11:43.000 --> 00:11:46.000]  是有道理的
[00:11:46.000 --> 00:11:47.000]  是有道理的
[00:11:47.000 --> 00:11:49.000]  那時可能是最開心
[00:11:49.000 --> 00:11:51.000]  最簡單
[00:11:51.000 --> 00:11:53.000]  我們看看約翰福音
[00:11:53.000 --> 00:11:55.000]  又去到第一個故事
[00:11:55.000 --> 00:11:56.000]  第一個故事
[00:11:56.000 --> 00:11:58.000]  約翰用了一個很強烈的對比
[00:11:58.000 --> 00:12:00.000]  你的底部是一個
[00:12:00.000 --> 00:12:03.000]  德高望重的社會賢達
[00:12:03.000 --> 00:12:05.000]  而領袖
[00:12:05.000 --> 00:12:08.000]  但他其實很害怕
[00:12:08.000 --> 00:12:11.000]  他怕別人挑戰他
[00:12:11.000 --> 00:12:12.000]  你找耶穌
[00:12:12.000 --> 00:12:13.000]  他很有爭議性
[00:12:13.000 --> 00:12:17.000]  於是夜晚靜靜地夜訪耶穌
[00:12:17.000 --> 00:12:21.000]  約翰記載另一個尋路的故事
[00:12:21.000 --> 00:12:23.000]  是荒天犯下病者
[00:12:23.000 --> 00:12:25.000]  看症症狀
[00:12:25.000 --> 00:12:31.000]  場景是去到戶外一個井塘
[00:12:31.000 --> 00:12:34.000]  大家知道聖經的背景是巴斯坦
[00:12:34.000 --> 00:12:36.000]  那裏其實是沙漠地帶
[00:12:36.000 --> 00:12:38.000]  在當時沒有自來水
[00:12:38.000 --> 00:12:41.000]  大家就靠打井的水
[00:12:41.000 --> 00:12:44.000]  來拿水去食用
[00:12:44.000 --> 00:12:47.000]  通常在一個酷熱的天氣底下
[00:12:47.000 --> 00:12:50.000]  人就早上做事
[00:12:50.000 --> 00:12:51.000]  黃昏做事
[00:12:51.000 --> 00:12:54.000]  下午就躲起來去避暑
[00:12:54.000 --> 00:12:56.000]  但那天很特別
[00:12:56.000 --> 00:12:59.000]  耶穌經過這個井塘
[00:12:59.000 --> 00:13:02.000]  他遇上一個很特別的女人
[00:13:02.000 --> 00:13:06.000]  這女人為甚麼中午出來打井
[00:13:06.000 --> 00:13:10.000]  因為她是一個不道德的女人
[00:13:10.000 --> 00:13:14.000]  一個破碎人生的女人
[00:13:14.000 --> 00:13:16.000]  她結過很多次婚
[00:13:16.000 --> 00:13:18.000]  她並且是一個薩馬利亞人
[00:13:18.000 --> 00:13:20.000]  當時被視為次等民族
[00:13:20.000 --> 00:13:22.000]  一個被歧視的民族
[00:13:22.000 --> 00:13:24.000]  從民族的血緣
[00:13:24.000 --> 00:13:26.000]  到她個人的關係
[00:13:26.000 --> 00:13:28.000]  都是社會的邊緣人
[00:13:28.000 --> 00:13:32.000]  於是她迴避別人的眼光
[00:13:32.000 --> 00:13:33.000]  她會自卑
[00:13:33.000 --> 00:13:36.000]  所以她選擇在淨的時候出去打水
[00:13:36.000 --> 00:13:38.000]  沒有人看到她
[00:13:38.000 --> 00:13:42.000]  耶穌在月黑風高
[00:13:42.000 --> 00:13:45.000]  和尼哥底部講完重新的故事
[00:13:45.000 --> 00:13:47.000]  場景變
[00:13:47.000 --> 00:13:49.000]  就在烈日當空底下
[00:13:49.000 --> 00:13:51.000]  和那個不道德的女人
[00:13:51.000 --> 00:13:54.000]  去講了一個新的命運
[00:13:54.000 --> 00:13:56.000]  場景很特別
[00:13:56.000 --> 00:13:58.000]  過程也很激發
[00:13:58.000 --> 00:14:00.000]  耶穌就問
[00:14:00.000 --> 00:14:01.000]  太太
[00:14:01.000 --> 00:14:03.000]  可不可以給我喝點水
[00:14:03.000 --> 00:14:05.000]  太太一看她的衣服
[00:14:05.000 --> 00:14:06.000]  就知道她是猶太人
[00:14:06.000 --> 00:14:08.000]  你猶太人愛薩馬利亞
[00:14:08.000 --> 00:14:10.000]  你為甚麼要我拿水呢
[00:14:10.000 --> 00:14:13.000]  耶穌接著就和她提到一個
[00:14:13.000 --> 00:14:15.000]  很特別的議題
[00:14:15.000 --> 00:14:17.000]  祂說
[00:14:17.000 --> 00:14:19.000]  你喝這些水
[00:14:19.000 --> 00:14:21.000]  你喝了還要喝
[00:14:21.000 --> 00:14:22.000]  你為甚麼還要來
[00:14:22.000 --> 00:14:25.000]  打水時刻就是她最尷尬的時刻
[00:14:25.000 --> 00:14:27.000]  祂很害怕見到她
[00:14:27.000 --> 00:14:29.000]  我給你水喝
[00:14:29.000 --> 00:14:33.000]  喝了之後你永遠不會流汗
[00:14:33.000 --> 00:14:35.000]  就是活水
[00:14:35.000 --> 00:14:37.000]  甚麼是活水呢
[00:14:37.000 --> 00:14:41.000]  一個道的比喻
[00:14:41.000 --> 00:14:44.000]  南宋有一個很有名的理學家
[00:14:44.000 --> 00:14:45.000]  叫做朱熹
[00:14:45.000 --> 00:14:47.000]  朱展
[00:14:47.000 --> 00:14:49.000]  朱展很入學文
[00:14:49.000 --> 00:14:51.000]  他既懂理學
[00:14:51.000 --> 00:14:53.000]  文學造詣高
[00:14:53.000 --> 00:14:54.000]  他曾經寫了一首詩
[00:14:54.000 --> 00:14:58.000]  問他那得清如許
[00:14:58.000 --> 00:15:00.000]  為何這麼清呢
[00:15:00.000 --> 00:15:03.000]  說有源頭活水來
[00:15:03.000 --> 00:15:06.000]  在中國哲學家當中
[00:15:06.000 --> 00:15:08.000]  原來也有一個活水的觀念
[00:15:08.000 --> 00:15:10.000]  活水即是說到源頭
[00:15:10.000 --> 00:15:12.000]  但會說到
[00:15:12.000 --> 00:15:14.000]  活水的源頭從何而來
[00:15:14.000 --> 00:15:16.000]  耶穌說到活水
[00:15:16.000 --> 00:15:19.000]  就說到生命之道
[00:15:19.000 --> 00:15:23.000]  如果你擁有這個生命之道
[00:15:23.000 --> 00:15:28.000]  你就會永遠不會流汗
[00:15:28.000 --> 00:15:30.000]  這個婦人
[00:15:30.000 --> 00:15:32.000]  耶穌感化了
[00:15:32.000 --> 00:15:34.000]  耶穌同時也說到她的故事
[00:15:34.000 --> 00:15:36.000]  將她的背景完全說出來
[00:15:36.000 --> 00:15:39.000]  她覺得莫非就是傳說中
[00:15:39.000 --> 00:15:44.000]  所說的彌賽亞救世主
[00:15:44.000 --> 00:15:47.000]  這個婦人誤導了
[00:15:47.000 --> 00:15:49.000]  她是一個破碎的人生
[00:15:49.000 --> 00:15:50.000]  她沒有學問
[00:15:50.000 --> 00:15:52.000]  她的社會地位低微
[00:15:52.000 --> 00:15:55.000]  但她是能夠接受到
[00:15:55.000 --> 00:15:58.000]  耶穌的訊息
[00:15:58.000 --> 00:15:59.000]  如果大家沒有
[00:15:59.000 --> 00:16:00.000]  德高望重
[00:16:00.000 --> 00:16:01.000]  知識很好
[00:16:01.000 --> 00:16:05.000]  但無法去告別她的過去
[00:16:05.000 --> 00:16:07.000]  於是行人止步
[00:16:07.000 --> 00:16:08.000]  所以來說
[00:16:08.000 --> 00:16:11.000]  這個卑微破碎的婦人
[00:16:11.000 --> 00:16:13.000]  她有一個不光彩的過去
[00:16:13.000 --> 00:16:15.000]  有一個破碎的人生
[00:16:15.000 --> 00:16:19.000]  但當她遇見耶穌
[00:16:19.000 --> 00:16:22.000]  她的生命就不再一樣
[00:16:22.000 --> 00:16:25.000]  請記載這個婦人很開心
[00:16:25.000 --> 00:16:27.000]  她甚至放下打水的器具
[00:16:27.000 --> 00:16:30.000]  她走回她的鄉里同伴心中
[00:16:30.000 --> 00:16:36.000]  她說我遇到耶穌基督彌賽亞
[00:16:36.000 --> 00:16:39.000]  在聖經的時代
[00:16:39.000 --> 00:16:41.000]  新約時代
[00:16:41.000 --> 00:16:44.000]  他們都會去讀彌賽亞的故事
[00:16:44.000 --> 00:16:46.000]  我們快要聖誕節了
[00:16:46.000 --> 00:16:48.000]  聖誕節是紀念耶穌的過世日子
[00:16:48.000 --> 00:16:50.000]  彌賽亞降生
[00:16:50.000 --> 00:16:52.000]  當時帶給整個猶太民族
[00:16:52.000 --> 00:16:54.000]  很大的希望
[00:16:54.000 --> 00:16:59.000]  但他們誤判了彌賽亞究竟是什麼
[00:16:59.000 --> 00:17:01.000]  他們期望彌賽亞降臨
[00:17:01.000 --> 00:17:03.000]  可以令到他們民族復興
[00:17:03.000 --> 00:17:04.000]  彌賽亞降臨
[00:17:04.000 --> 00:17:06.000]  可以令到他們輸很多的污氣
[00:17:06.000 --> 00:17:07.000]  彌賽亞降臨
[00:17:07.000 --> 00:17:09.000]  可以帶給他們榮華富貴
[00:17:09.000 --> 00:17:11.000]  從此不再受欺凌
[00:17:11.000 --> 00:17:12.000]  從此沒有憂愁
[00:17:12.000 --> 00:17:13.000]  沒有眼淚
[00:17:13.000 --> 00:17:16.000]  沒有痛苦
[00:17:16.000 --> 00:17:18.000]  但耶穌的降臨
[00:17:18.000 --> 00:17:21.000]  與他們所想的有點不同
[00:17:21.000 --> 00:17:23.000]  而是告訴他們
[00:17:23.000 --> 00:17:26.000]  不是彌賽亞臨臨
[00:17:26.000 --> 00:17:28.000]  就不再有痛苦
[00:17:28.000 --> 00:17:30.000]  不再有眼淚
[00:17:30.000 --> 00:17:32.000]  而是哪裡有眼淚
[00:17:32.000 --> 00:17:36.000]  哪裡就有彌賽亞
[00:17:36.000 --> 00:17:40.000]  這個很重要的概念
[00:17:40.000 --> 00:17:41.000]  就是我們去解讀
[00:17:41.000 --> 00:17:46.000]  為什麼神是愛
[00:17:46.000 --> 00:17:47.000]  神是一個恩典
[00:17:47.000 --> 00:17:49.000]  為什麼世界還有苦難
[00:17:49.000 --> 00:17:51.000]  為什麼基督徒同樣會受苦
[00:17:51.000 --> 00:17:53.000]  基督徒同樣會生癌
[00:17:53.000 --> 00:17:56.000]  同樣有很多意外會發生
[00:17:56.000 --> 00:18:01.000]  這就是我們怎樣去解讀彌賽亞
[00:18:01.000 --> 00:18:05.000]  怎樣去解讀舊恩
[00:18:05.000 --> 00:18:07.000]  哪裡有痛苦
[00:18:07.000 --> 00:18:09.000]  哪裡有苦難
[00:18:09.000 --> 00:18:12.000]  哪裡有眼淚哪裡有彌賽亞
[00:18:12.000 --> 00:18:15.000]  聖誕節很多人來香港看燈飾
[00:18:15.000 --> 00:18:17.000]  有時候我覺得
[00:18:17.000 --> 00:18:19.000]  這個社會將聖誕節的意義
[00:18:19.000 --> 00:18:22.000]  完全扭曲了
[00:18:22.000 --> 00:18:26.000]  基督教最象徵的象徵物
[00:18:26.000 --> 00:18:28.000]  不是聖誕樹
[00:18:28.000 --> 00:18:29.000]  不是馬槽
[00:18:29.000 --> 00:18:30.000]  不是明星
[00:18:30.000 --> 00:18:31.000]  不是燈光
[00:18:31.000 --> 00:18:36.000]  而是空的墳墓和壽司餃
[00:18:36.000 --> 00:18:42.000]  都是兩個其實是象徵苦難
[00:18:42.000 --> 00:18:44.000]  但是經歷了苦難
[00:18:44.000 --> 00:18:47.000]  在破碎的世界當中
[00:18:47.000 --> 00:18:48.000]  耶穌的出現
[00:18:48.000 --> 00:18:52.000]  任何和耶穌出現之後相遇的人
[00:18:52.000 --> 00:18:55.000]  他就能夠告別過去
[00:18:55.000 --> 00:18:57.000]  有新的開始
[00:18:57.000 --> 00:19:01.000]  這就是舊恩的答案
[00:19:01.000 --> 00:19:03.000]  恩典如水
[00:19:03.000 --> 00:19:06.000]  上帝儲留人在破碎當中
[00:19:06.000 --> 00:19:10.000]  找的時候你就可以尋到上帝
[00:19:10.000 --> 00:19:14.000]  第三個故事離開聖經來到現代
[00:19:14.000 --> 00:19:16.000]  我有一位政壇的朋友
[00:19:16.000 --> 00:19:18.000]  相識多年並不算太熟
[00:19:18.000 --> 00:19:21.000]  但一直留意這些政治人物
[00:19:21.000 --> 00:19:23.000]  那種浮浮沉沉
[00:19:23.000 --> 00:19:25.000]  此君很特別
[00:19:25.000 --> 00:19:30.000]  他是香港很有名的傳染病的醫生
[00:19:30.000 --> 00:19:32.000]  在香港研究傳染病不多
[00:19:32.000 --> 00:19:35.000]  他是其中一個很出色的傳染病醫生
[00:19:35.000 --> 00:19:37.000]  又熱衷政治
[00:19:37.000 --> 00:19:40.000]  於是在政界打工多年
[00:19:40.000 --> 00:19:42.000]  參與過不同的政團政黨
[00:19:42.000 --> 00:19:49.000]  不過政壇上似乎並不順利
[00:19:49.000 --> 00:19:52.000]  我最後一次和他見面
[00:19:52.000 --> 00:19:54.000]  是在心肝懷孕院
[00:19:54.000 --> 00:19:57.000]  七八年前他當時可以做議員
