
[00:00:00.000 --> 00:00:03.540]  各位弟兄姊妹 新年進步
[00:03:55.400 --> 00:04:01.600]  第二幕是 信從耶穌夫子開到水深之處
[00:04:01.600 --> 00:04:06.840]  第三幕是 跟從耶穌基督作門徒
[00:04:06.840 --> 00:04:12.740]  各位 有沒有人問過你今年幾大
[00:04:12.740 --> 00:04:15.660]  如果沒有 你自己問一下自己
[00:04:15.660 --> 00:04:19.740]  我想大家問一下你自己有多大
[00:04:19.740 --> 00:04:25.540]  你活到如今 可能二三十歲 四五十歲
[00:04:25.540 --> 00:04:28.460]  或者好像我這樣六七十歲
[00:04:28.460 --> 00:04:30.440]  你有沒有長大呢
[00:04:30.440 --> 00:04:32.700]  你有沒有進步呢
[00:04:32.700 --> 00:04:36.100]  你信不信我們中國有一句名言
[00:04:36.100 --> 00:04:40.560]  學如逆水行舟 不進則退
[00:04:40.560 --> 00:04:44.240]  這個學不單止是學問求學
[00:04:44.240 --> 00:04:46.600]  是指學去做人
[00:04:46.600 --> 00:04:51.700]  做人應該是 逆如逆水行舟 不進則退
[00:04:51.700 --> 00:04:55.100]  因為做人你要面對很多逆水
[00:04:55.100 --> 00:04:57.540]  很多風浪
[00:04:57.540 --> 00:05:02.740]  信仰一樣 信如逆水行舟 不進則退
[00:05:02.740 --> 00:05:06.500]  信耶穌的人都要面對很多逆流
[00:05:06.500 --> 00:05:08.200]  很多困難
[00:05:08.200 --> 00:05:11.400]  你不進則退
[00:05:11.400 --> 00:05:16.700]  新年進步 好不好 各位
[00:05:16.700 --> 00:05:19.860]  讀書的學業進步
[00:05:19.860 --> 00:05:22.840]  工作的步步高升
[00:05:22.840 --> 00:05:25.500]  國家不是不明進步
[00:05:25.500 --> 00:05:28.400]  今年新年進步
[00:05:28.400 --> 00:05:31.500]  是一個很好的願望
[00:05:31.500 --> 00:05:35.560]  在教會裡 信徒個個都進步
[00:05:35.560 --> 00:05:37.700]  靈命都長進
[00:05:37.700 --> 00:05:40.600]  信徒的群體都進步
[00:05:40.600 --> 00:05:43.640]  教會就會增長
[00:05:43.640 --> 00:05:46.500]  很多時候我們教會為什麼不增長
[00:05:46.500 --> 00:05:49.740]  因為信徒的生命沒有增長
[00:05:49.740 --> 00:05:54.360]  信徒的生命有增長就會帶動整個教會增長
[00:05:54.360 --> 00:05:58.400]  人數就會增加
[00:05:58.400 --> 00:06:01.900]  我們看看彼得如何進步
[00:06:01.900 --> 00:06:06.400]  第一 他是聽從主義進步
[00:06:06.400 --> 00:06:11.760]  在經文裡有三種進步的表達
[00:06:11.760 --> 00:06:14.360]  這三種進步的表達
[00:06:14.360 --> 00:06:18.460]  第一個就是 耶穌叫彼得
[00:06:18.460 --> 00:06:21.960]  你將你的船移開一點
[00:06:21.960 --> 00:06:24.800]  移開一點的目的是什麼
[00:06:24.800 --> 00:06:28.500]  讓耶穌可以坐在船上
[00:06:28.500 --> 00:06:31.940]  那些群眾是數以千萬計的
[00:06:31.940 --> 00:06:33.900]  在山谷那裡
[00:06:33.900 --> 00:06:35.200]  在山腰那裡
[00:06:35.200 --> 00:06:39.100]  他們就可以從高處望下去
[00:06:39.100 --> 00:06:41.300]  海那裡的那隻船
[00:06:41.300 --> 00:06:42.800]  是耶穌
[00:06:42.800 --> 00:06:46.440]  望著耶穌來留心聽道
[00:06:46.440 --> 00:06:48.700]  正如大家望著我
[00:06:48.700 --> 00:06:54.400]  我就知道你是留心聽我的講道
[00:06:54.400 --> 00:06:57.940]  但望著我又蹤一下蹤一下的
[00:06:57.940 --> 00:07:03.300]  可能已經是面對著周公的隱憂
[00:07:03.300 --> 00:07:04.500]  但你望著我
[00:07:04.500 --> 00:07:09.340]  多數是你很渴求主的道
[00:07:09.340 --> 00:07:12.000]  你會望著講完的
[00:07:12.000 --> 00:07:16.900]  耶穌叫彼得你將船移開一點
[00:07:16.900 --> 00:07:18.900]  讓祂能夠去講道
[00:07:18.900 --> 00:07:21.100]  彼得很樂意去做
[00:07:21.100 --> 00:07:23.600]  對彼得完全沒有困難
[00:07:23.600 --> 00:07:24.700]  但第二樣
[00:07:24.700 --> 00:07:28.200]  要將船移開到水深之處
[00:07:28.200 --> 00:07:32.100]  就是要去到魚群那裡
[00:07:32.100 --> 00:07:36.800]  彼得就對夫子說
[00:07:36.800 --> 00:07:39.900]  夫子我們打了一整晚魚
[00:07:39.900 --> 00:07:44.000]  都一無所獲
[00:07:44.000 --> 00:07:48.000]  但是你是夫子
[00:07:48.000 --> 00:07:52.200]  如今我也依照你的話
[00:07:52.200 --> 00:07:53.800]  下網打魚
[00:07:53.800 --> 00:07:57.500]  彼得是有猶疑的
[00:07:57.500 --> 00:07:59.600]  他有猶疑的
[00:07:59.600 --> 00:08:02.700]  他的口服但是心未必服
[00:08:02.700 --> 00:08:05.600]  可能他心裡想
[00:08:05.600 --> 00:08:08.400]  我是打魚這麼久
[00:08:08.400 --> 00:08:11.500]  沒試過白天可以打到魚
[00:08:11.500 --> 00:08:15.700]  因為那些魚不會走出來的
[00:08:15.700 --> 00:08:19.000]  因為牠走出來水面的時候
[00:08:19.000 --> 00:08:21.100]  可能有些鱷魚
[00:08:21.100 --> 00:08:23.400]  或者空中的飛鳥
[00:08:23.400 --> 00:08:26.900]  甚至人類就可以去抓牠
[00:08:26.900 --> 00:08:29.200]  所以魚是沒那麼蠢的
[00:08:29.200 --> 00:08:31.000]  埃及人說吃魚
[00:08:31.000 --> 00:08:33.600]  埃及人很自豪的
[00:08:33.600 --> 00:08:36.000]  在古代他說
[00:08:36.000 --> 00:08:37.800]  他們的人特別聰明
[00:08:37.800 --> 00:08:40.800]  因為有尼羅河的魚
[00:08:40.800 --> 00:08:43.100]  吃了尼羅河的魚
[00:08:43.100 --> 00:08:46.800]  後來大家知道羅馬帝國都在意大利
[00:08:46.800 --> 00:08:50.200]  不過吃到現在好像越來越貴
[00:08:50.200 --> 00:08:52.700]  意大利人是不是這麼聰明呢
[00:08:52.700 --> 00:08:55.000]  大家心足有數
[00:08:55.000 --> 00:09:00.400]  所以我們要知道
[00:09:00.400 --> 00:09:04.600]  耶穌在挑戰彼得
[00:09:04.600 --> 00:09:09.900]  他做一件跟他的經驗
[00:09:09.900 --> 00:09:12.300]  或者從他的知識來看
[00:09:12.300 --> 00:09:15.300]  不可能的事
[00:09:15.300 --> 00:09:18.700]  但是因為耶穌是夫子
[00:09:18.700 --> 00:09:23.700]  第三個挑戰就是到水深之處
[00:09:23.700 --> 00:09:26.200]  要下網打魚
[00:09:26.200 --> 00:09:30.300]  這個是彼得更加不想面對的
[00:09:30.300 --> 00:09:33.800]  如果他聽耶穌說下網打魚
[00:09:33.800 --> 00:09:35.000]  打不到魚
[00:09:35.000 --> 00:09:37.000]  是不是很愚蠢啊各位
[00:09:37.000 --> 00:09:38.500]  他也愚蠢
[00:09:38.500 --> 00:09:40.000]  耶穌也愚蠢
[00:09:40.000 --> 00:09:41.700]  但最愚蠢的是他
[00:09:41.700 --> 00:09:43.700]  因為耶穌在叫他做一件
[00:09:43.700 --> 00:09:48.100]  在他來看不成功的事
[00:09:48.100 --> 00:09:53.900]  所以這個對彼得是很大的挑戰
[00:09:53.900 --> 00:09:57.800]  各位弟兄姊妹
[00:09:57.800 --> 00:10:00.600]  耶穌要信他的人
[00:10:00.600 --> 00:10:05.300]  面對你是聽從
[00:10:05.300 --> 00:10:08.400]  聽從他的話去做
[00:10:08.400 --> 00:10:10.500]  不是太大困難
[00:10:10.500 --> 00:10:13.100]  但是要順從主的話
[00:10:13.100 --> 00:10:17.900]  當主的話是在挑戰你的時候
[00:10:17.900 --> 00:10:20.300]  你是有猶疑的話
[00:10:20.300 --> 00:10:21.600]  你都能夠去做
[00:10:21.600 --> 00:10:25.100]  因為你相信主不會點你
[00:10:25.100 --> 00:10:27.300]  這個就不是容易了
[00:10:27.300 --> 00:10:28.300]  我舉一個例子
[00:10:28.300 --> 00:10:32.100]  戴德生早期要來中國
[00:10:32.100 --> 00:10:34.500]  他不是求自己來的
[00:10:34.500 --> 00:10:37.600]  他求一次兩次三次
[00:10:37.600 --> 00:10:40.600]  都是求主差遣那些人去
[00:10:40.600 --> 00:10:43.500]  他等了一年兩年三年
[00:10:43.500 --> 00:10:44.800]  結果都沒有人去
[00:10:44.800 --> 00:10:46.800]  他就問主了
[00:10:46.800 --> 00:10:48.200]  主說那怎麼辦
[00:10:48.200 --> 00:10:50.900]  怎麼叫都沒有人去
[00:10:50.900 --> 00:10:55.800]  主就說那你去吧
[00:10:55.800 --> 00:10:59.300]  戴德生初期不是很樂意的
[00:10:59.300 --> 00:11:02.100]  接著還有主不是叫他去
[00:11:02.100 --> 00:11:05.300]  來中國繁盛的地方
[00:11:05.300 --> 00:11:09.800]  來香港、上海、沿海那些
[00:11:09.800 --> 00:11:10.900]  神呼召他
[00:11:10.900 --> 00:11:12.500]  他說那裡
[00:11:12.500 --> 00:11:16.700]  瑪麗信已經做了很多傳教的工作了
[00:11:16.700 --> 00:11:22.200]  但是很多山區在新疆落後的地方
[00:11:22.200 --> 00:11:25.300]  你要去的就去那裡
[00:11:25.300 --> 00:11:29.500]  這個對戴德生來說是挑戰
[00:11:29.500 --> 00:11:32.900]  他中文也不夠瑪麗信那麼厲害
[00:11:32.900 --> 00:11:34.500]  因為瑪麗信在英國
[00:11:34.500 --> 00:11:37.600]  已經有人教他中文了
[00:11:37.600 --> 00:11:40.200]  他來到是更大的挑戰
[00:11:40.200 --> 00:11:45.600]  面對那些人是完全不認識基督教的
[00:11:45.600 --> 00:11:49.300]  早期的上海、南京、北京那些地方
[00:11:49.300 --> 00:11:52.000]  以前也有一個利瑪竇去過
[00:11:52.000 --> 00:11:53.600]  說過耶穌
[00:11:53.600 --> 00:11:55.900]  所以他挑戰很大
[00:11:55.900 --> 00:11:58.800]  他看來是不可能成就的事
[00:11:58.800 --> 00:12:01.000]  但是神就要他去
[00:12:01.000 --> 00:12:03.100]  神和他一起去
[00:12:03.100 --> 00:12:06.900]  所以戴德生可以說在近代宣教的工作
[00:12:06.900 --> 00:12:11.400]  在中國最偉大的一個
[00:12:11.400 --> 00:12:14.900]  他一個人帶領了一千人來自美國
[00:12:14.900 --> 00:12:17.100]  英國的宣教士
[00:12:17.100 --> 00:12:21.500]  使得整個中國福音的大復興
[00:12:21.500 --> 00:12:24.500]  所以神有時候要我們去做的事
[00:12:24.500 --> 00:12:26.600]  是我們不想的
[00:12:26.600 --> 00:12:31.200]  但是神呼召到你的時候
[00:12:31.200 --> 00:12:32.700]  你試一下
[00:12:32.700 --> 00:12:37.900]  當彼得肯下網下網去打的時候
[00:12:37.900 --> 00:12:40.600]  這個神蹟就出現了
[00:12:40.600 --> 00:12:44.000]  弟兄姐妹我們在聽從主那裡
[00:12:44.000 --> 00:12:49.700]  我們的生命有沒有進步呢?
[00:12:49.700 --> 00:12:52.700]  第二 為什麼彼得進步呢?
[00:12:52.700 --> 00:12:56.400]  因為他夠膽開往水深之處
[00:12:56.400 --> 00:13:00.800]  耶穌對西門說把船開到水深之處
[00:13:00.800 --> 00:13:03.400]  你下網打魚
[00:13:03.400 --> 00:13:07.000]  魚船為什麼要開到水深之處?
[00:13:07.000 --> 00:13:09.100]  因為如果你要捕魚的話
[00:13:09.100 --> 00:13:10.900]  要捕更多的魚
[00:13:10.900 --> 00:13:13.800]  你要捕大條的魚
[00:13:13.800 --> 00:13:17.600]  你就要去到水深的地方
[00:13:17.600 --> 00:13:21.500]  但是去水深的地方面對什麼?
[00:13:21.500 --> 00:13:25.100]  第一要面對他們曾經的失敗
[00:13:25.100 --> 00:13:29.200]  晚上打魚是最有收穫的
[00:13:29.200 --> 00:13:30.400]  因為人睡覺
[00:13:30.400 --> 00:13:32.100]  那些魚不睡覺
[00:13:32.100 --> 00:13:36.300]  晚上他們都不會睡覺
[00:13:36.300 --> 00:13:40.100]  我也不知道那些魚要不要睡覺
[00:13:40.100 --> 00:13:41.600]  我沒什麼研究
[00:13:41.600 --> 00:13:45.000]  但是晚上他們才會出來活躍
[00:13:45.000 --> 00:13:47.500]  所以晚上打魚
[00:13:47.500 --> 00:13:49.300]  晚上打不到魚
[00:13:49.300 --> 00:13:51.400]  白天打魚會不會有?
[00:13:51.400 --> 00:13:55.300]  白天打魚是更困難的事
[00:13:55.300 --> 00:14:00.800]  但是耶穌挑戰彼得開到水深之處
[00:14:00.800 --> 00:14:07.600]  人的生命要去到水深之處
[00:14:07.600 --> 00:14:10.600]  我們的生命要得豐盛
[00:14:10.600 --> 00:14:12.900]  我們不怕面對
[00:14:12.900 --> 00:14:15.800]  是去到水深之處
[00:14:15.800 --> 00:14:18.600]  去到水深之處第二個困難
[00:14:18.600 --> 00:14:22.800]  就是這個加勒沙湖
[00:14:22.800 --> 00:14:26.500]  這個湖叫做加利利海
[00:14:26.500 --> 00:14:30.400]  這個加利利海是很特別的
[00:14:30.400 --> 00:14:36.100]  在這裡它有點像英國天氣公主脾氣
[00:14:36.100 --> 00:14:40.700]  有時候它早晚的天氣變化很大
[00:14:40.700 --> 00:14:44.700]  還有這個湖經常都會有風暴
[00:14:44.700 --> 00:14:47.200]  耶穌都在那裡平靜風浪
[00:14:47.200 --> 00:14:48.800]  大家如果記得
[00:14:48.800 --> 00:14:52.900]  不止一次甚至多次
[00:14:52.900 --> 00:14:57.200]  那個湖是經常會突然有風暴
[00:14:57.200 --> 00:15:02.100]  當船去到水深之處遇到風暴的話
[00:15:02.100 --> 00:15:05.700]  它就很容易會沉船、反船
[00:15:05.700 --> 00:15:08.400]  反船之後風浪又蓋起來
[00:15:08.400 --> 00:15:10.600]  你游泳多厲害也好
[00:15:10.600 --> 00:15:12.800]  你都不敵於風浪
[00:15:12.800 --> 00:15:15.400]  最後都是死在那裡
[00:15:15.400 --> 00:15:18.200]  所以是很危險的
[00:15:18.200 --> 00:15:22.400]  如果他們去到那裡突然遇到大風浪的話
[00:15:22.400 --> 00:15:24.100]  他們就會沒命了
[00:15:24.100 --> 00:15:26.700]  魚都不用說打魚
[00:15:26.700 --> 00:15:32.600]  生命能不能回到家裡都成問題
[00:15:32.600 --> 00:15:34.200]  是要面對挑戰的
[00:15:34.200 --> 00:15:37.000]  信仰也是要面對挑戰的
[00:15:37.000 --> 00:15:42.900]  神給我們的人生是經常面對挑戰的
[00:15:42.900 --> 00:15:46.200]  我們能不能無懼風浪呢
[00:15:46.200 --> 00:15:48.100]  弟兄姊妹
[00:15:48.100 --> 00:15:51.300]  我們離開香港到英國
[00:15:51.300 --> 00:15:54.700]  其實在香港我們面對挑戰
[00:15:54.700 --> 00:15:59.900]  在今天來到英國同樣面對挑戰
[00:15:59.900 --> 00:16:04.300]  我都想不到英國的經濟會越來越差
[00:16:04.300 --> 00:16:06.900]  工黨的首相上了台
[00:16:06.900 --> 00:16:09.300]  不單只好像處理不了問題
[00:16:09.300 --> 00:16:10.700]  令到問題
[00:16:10.700 --> 00:16:16.300]  貧窮的問題更加嚴重
[00:16:16.300 --> 00:16:18.000]  好了
[00:16:18.000 --> 00:16:23.200]  在面對人生各種的挑戰裡面
[00:16:23.200 --> 00:16:25.900]  我們勇敢去面對
[00:16:25.900 --> 00:16:29.800]  一位遇上了人生很大的打擊
[00:16:29.800 --> 00:16:31.300]  這位兄弟的打擊
[00:16:31.300 --> 00:16:34.300]  不知道他失戀還是生意失敗
[00:16:34.300 --> 00:16:35.700]  什麼都不知道
[00:16:35.700 --> 00:16:38.300]  但是他覺得生無可戀
[00:16:38.300 --> 00:16:41.600]  於是他就想了辦法
[00:16:41.600 --> 00:16:43.500]  結束自己的生命
[00:16:43.500 --> 00:16:45.400]  生無可戀
[00:16:45.400 --> 00:16:46.900]  他想過跳樓
[00:16:46.900 --> 00:16:49.900]  跳樓怕跳下來壓倒別人
[00:16:49.900 --> 00:16:51.500]  在酒店自殺
[00:16:51.500 --> 00:16:54.100]  又影響別人的生意業務
[00:16:54.100 --> 00:16:56.100]  因為他也是做生意的
[00:16:56.100 --> 00:16:59.500]  跳火車軌又怕阻礙交通
[00:16:59.500 --> 00:17:02.700]  稍後又會交通失事
[00:17:02.700 --> 00:17:06.900]  所以他想到最好的就是跳海
[00:17:06.900 --> 00:17:08.900]  跳海
[00:17:08.900 --> 00:17:12.800]  跳海跳了下去
[00:17:12.800 --> 00:17:14.300]  死得又快
[00:17:14.300 --> 00:17:15.500]  不死都不行的
[00:17:15.500 --> 00:17:18.800]  通常你跳了海
[00:17:18.800 --> 00:17:22.900]  結果你猜他有沒有死
[00:17:22.900 --> 00:17:25.500]  先賣一下關子
[00:17:25.500 --> 00:17:28.700]  你這麼說肯定沒有死許牧師
[00:17:28.700 --> 00:17:30.100]  他真的沒有死
[00:17:30.100 --> 00:17:32.100]  因為他懂得游泳
[00:17:32.100 --> 00:17:33.800]  還有跳了下海之後
[00:17:33.800 --> 00:17:36.300]  他自動的生理反應
[00:17:36.300 --> 00:17:38.900]  就是要跟大海掙扎
[00:17:38.900 --> 00:17:40.500]  有風有浪
[00:17:40.500 --> 00:17:43.500]  他自己游泳又拿過獎
[00:17:43.500 --> 00:17:45.500]  這個人都很厲害了
[00:17:45.500 --> 00:17:48.100]  他又看到有燈塔在前面
[00:17:48.100 --> 00:17:51.300]  他想想上天都不想他這麼快死
[00:17:51.300 --> 00:17:53.300]  一定要生存下去
[00:17:53.300 --> 00:17:54.300]  多大都要
[00:17:54.300 --> 00:17:56.600]  結果他上了岸
[00:17:56.600 --> 00:17:57.600]  被人救了
[00:17:57.600 --> 00:18:03.100]  救生員問他一條問題
[00:18:03.100 --> 00:18:05.200]  你既然打算死了
[00:18:05.200 --> 00:18:07.900]  為什麼你還要掙扎求存
[00:18:07.900 --> 00:18:10.000]  不如死掉吧
[00:18:10.000 --> 00:18:13.000]  下次你再死
[00:18:13.000 --> 00:18:15.800]  拜託你想清楚一點
[00:18:15.800 --> 00:18:17.900]  他說我倒了下海
[00:18:17.900 --> 00:18:22.000]  突然間我覺得人生就是要奮鬥的
[00:18:22.000 --> 00:18:26.300]  跟你的困難奮鬥
[00:18:26.300 --> 00:18:29.500]  跟你很多很多的失敗
[00:18:29.500 --> 00:18:34.700]  或者是很多的難題問題去奮鬥
[00:18:34.700 --> 00:18:36.700]  人生就是要奮鬥
[00:18:36.700 --> 00:18:38.700]  是不是啊各位
[00:18:38.700 --> 00:18:40.700]  有點頭的那些人奮鬥過
[00:18:40.700 --> 00:18:43.500]  沒有點頭的我不知道你奮鬥過沒有
[00:18:43.500 --> 00:18:46.100]  我也奮鬥過很多事情
[00:18:46.100 --> 00:18:50.100]  所以這個是
[00:18:50.100 --> 00:18:52.900]  在彼得的經歷裡面
[00:18:52.900 --> 00:18:56.200]  他有了主的帶領
[00:18:56.200 --> 00:18:59.500]  他在以後的進步就是
[00:18:59.500 --> 00:19:02.600]  他不怕面對他的困難
[00:19:02.600 --> 00:19:05.900]  因為他已經經歷過主的帶領
[00:19:05.900 --> 00:19:06.900]  第三
[00:19:06.900 --> 00:19:09.400]  彼得為什麼能夠進步
[00:19:09.400 --> 00:19:12.700]  因為他能夠放下自己
[00:19:12.700 --> 00:19:15.400]  彼得是漁夫
[00:19:15.400 --> 00:19:17.200]  他不單止是漁夫
[00:19:17.200 --> 00:19:19.900]  他是漁船的商人
[00:19:19.900 --> 00:19:21.600]  他有船
[00:19:21.600 --> 00:19:24.300]  漁船不單止可能一隻
[00:19:24.300 --> 00:19:26.600]  甚至另一隻也可能是他的
[00:19:26.600 --> 00:19:30.200]  也不一定的
[00:19:30.200 --> 00:19:36.600]  但是彼得他能夠放下身段
[00:19:36.600 --> 00:19:38.700]  他是打魚的專業
[00:19:38.700 --> 00:19:42.900]  他有捕魚的經驗
[00:19:42.900 --> 00:19:44.500]  他對主說夫子
[00:19:44.500 --> 00:19:48.900]  我整夜努力並沒有打著什麼
[00:19:48.900 --> 00:19:51.900]  但是依從你的話
[00:19:51.900 --> 00:19:54.800]  我就下網
[00:19:54.800 --> 00:19:57.700]  他一開口說夫子
[00:19:57.700 --> 00:20:02.300]  就是說他尊重耶穌
[00:20:02.300 --> 00:20:04.700]  一開口是夫子
[00:20:04.700 --> 00:20:07.000]  是因為夫子你這樣說
[00:20:07.000 --> 00:20:09.900]  我願意順從
[00:20:09.900 --> 00:20:11.200]  順從你
[00:20:11.200 --> 00:20:12.500]  順從的裡面
[00:20:12.500 --> 00:20:16.100]  這個順從裡面有沒有信心
[00:20:16.100 --> 00:20:19.800]  這個順從是有信心的
[00:20:19.800 --> 00:20:22.000]  雖然他未必很服
[00:20:22.000 --> 00:20:24.000]  但是有一種信心
[00:20:24.000 --> 00:20:27.000]  耶穌可能你會得到也不一定
[00:20:27.000 --> 00:20:29.100]  不是完全沒有
[00:20:29.100 --> 00:20:30.800]  他願意順從的時候
[00:20:30.800 --> 00:20:33.100]  這個神蹟就出現了
[00:20:33.100 --> 00:20:37.400]  但是這個順從是他要自己放下自己
[00:20:37.400 --> 00:20:39.500]  放下我是漁夫
[00:20:39.500 --> 00:20:41.900]  我是打魚的一哥
[00:20:41.900 --> 00:20:44.700]  這裡最擅長打魚的是我
[00:20:44.700 --> 00:20:46.700]  你有沒有搞錯耶穌
[00:20:46.700 --> 00:20:48.700]  你也不是打魚的
[00:20:48.700 --> 00:20:50.700]  你竟然叫我去
[00:20:50.700 --> 00:20:54.300]  白天去水深處打魚
[00:20:54.300 --> 00:20:55.500]  怎麼會有
[00:20:55.500 --> 00:20:57.200]  如果他不順從的話
[00:20:57.200 --> 00:21:00.000]  他可以反駁耶穌
[00:21:00.000 --> 00:21:02.600]  當耶穌叫他下網打魚的時候
[00:21:02.600 --> 00:21:04.100]  他可以說
[00:21:04.100 --> 00:21:06.700]  不要這樣搞耶穌
[00:21:06.700 --> 00:21:11.300]  沒試過這樣下網打魚是可以的
[00:21:11.300 --> 00:21:13.100]  但是他沒有這樣做
[00:21:13.100 --> 00:21:16.900]  證明他有一種信心在那裡
[00:21:16.900 --> 00:21:19.700]  各位弟兄姊妹很多時候
[00:21:19.700 --> 00:21:21.700]  很多時候
[00:21:21.700 --> 00:21:24.400]  神要我們去做一件事
[00:21:24.400 --> 00:21:27.400]  你真的沒什麼信心
[00:21:27.400 --> 00:21:30.500]  沒什麼信心
[00:21:30.500 --> 00:21:35.100]  好像當初神叫我去讀神學
[00:21:35.100 --> 00:21:38.300]  我爸爸叫我千萬不要讀神學
[00:21:38.300 --> 00:21:40.200]  肯定你找不到吃的
[00:21:40.200 --> 00:21:42.000]  掃街都有的
[00:21:42.000 --> 00:21:44.300]  所以我讀神學他很生氣
[00:21:44.300 --> 00:21:47.800]  因為我的學科是可以讀中文
[00:21:47.800 --> 00:21:50.800]  歷史文科的
[00:21:50.800 --> 00:21:55.100]  但是他很反對我
[00:21:55.100 --> 00:21:57.800]  但是我也相信神
[00:21:57.800 --> 00:21:59.400]  一定不會餓死
[00:21:59.400 --> 00:22:03.000]  我做了牧師也吃得胖胖的
[00:22:03.000 --> 00:22:06.400]  當然不是我收入很多
[00:22:06.400 --> 00:22:08.200]  但是起碼我生活無憂
[00:22:08.200 --> 00:22:11.000]  還有我能夠做到我想做的事
[00:22:11.000 --> 00:22:13.300]  當時我也會有掙扎的
[00:22:13.300 --> 00:22:15.000]  聽爸爸的話
[00:22:15.000 --> 00:22:18.400]  還是聽神的心意呢
[00:22:18.400 --> 00:22:20.800]  有一次有個校長
