
[00:00:00.000 --> 00:00:04.080]  各位在網上參加崇拜的朋友 平安
[00:02:14.440 --> 00:02:16.480]  所以可以由此看到
[00:02:16.480 --> 00:02:19.040]  英文名是指日期
[00:02:19.040 --> 00:02:23.840]  而中文名是提示事件
[00:02:23.840 --> 00:02:25.520]  如果是這樣說的話
[00:02:25.520 --> 00:02:28.120]  你會留意到今天的題目
[00:02:28.120 --> 00:02:30.200]  從五旬節到聖靈降臨日
[00:02:30.200 --> 00:02:32.080]  其實是有些誤導的
[00:02:32.080 --> 00:02:34.120]  因為這個題目是在假設
[00:02:34.120 --> 00:02:36.840]  五旬節和聖靈降臨日是有間距的
[00:02:36.840 --> 00:02:39.720]  但其實是同一天來的
[00:02:39.720 --> 00:02:41.520]  是沒有間距的
[00:02:41.520 --> 00:02:44.760]  不過這樣
[00:02:44.760 --> 00:02:46.680]  在時間上
[00:02:46.680 --> 00:02:48.080]  日期上沒有間距
[00:02:48.080 --> 00:02:51.040]  又不代表在意義上沒有間距
[00:02:51.040 --> 00:02:52.840]  在意義上
[00:02:52.840 --> 00:02:55.560]  可能是有差距的
[00:02:58.240 --> 00:03:00.200]  大家知道五旬節
[00:03:00.200 --> 00:03:02.800]  其實是一個
[00:03:02.800 --> 00:03:06.680]  歷史相當悠久的猶太人的節日
[00:03:06.680 --> 00:03:09.800]  它有它本來的起源
[00:03:09.800 --> 00:03:11.120]  有它的意義
[00:03:11.120 --> 00:03:12.720]  有它過節的禮儀
[00:03:12.720 --> 00:03:15.000]  對基督徒來說
[00:03:15.000 --> 00:03:16.840]  五旬節
[00:03:16.840 --> 00:03:18.200]  譬如
[00:03:18.200 --> 00:03:20.680]  我們有教會叫做五旬節會
[00:03:20.680 --> 00:03:24.480]  它的意義應該不關
[00:03:24.480 --> 00:03:27.040]  猶太人的五旬節事
[00:03:27.760 --> 00:03:29.840]  應該是關聖靈降臨日事
[00:03:29.840 --> 00:03:31.160]  所以對基督徒來說
[00:03:31.160 --> 00:03:33.560]  五旬節其實就是聖靈降臨
[00:03:33.560 --> 00:03:35.000]  但是你試想想
[00:03:35.000 --> 00:03:36.880]  對猶太教的朋友來說
[00:03:36.880 --> 00:03:39.520]  五旬節仍然是五旬節
[00:03:39.520 --> 00:03:42.760]  有一個相同的地方就是
[00:03:42.760 --> 00:03:47.160]  五旬節和聖靈降臨日
[00:03:47.160 --> 00:03:50.080]  其實都是一件犬鼓的事件
[00:03:50.080 --> 00:03:53.640]  一個犬鼓的事件
[00:03:53.640 --> 00:03:55.240]  一個犬鼓的節日
[00:03:55.600 --> 00:04:01.160]  它如何在不同的年代仍然有意義
[00:04:01.160 --> 00:04:04.040]  它如何將這個犬鼓的節日
[00:04:04.040 --> 00:04:09.280]  在一個現代的狀態下來活化它呢?
[00:04:09.280 --> 00:04:14.240]  這個情況是值得我們和猶太教的朋友
[00:04:14.240 --> 00:04:16.800]  去互相參考和互相啟發的
[00:04:16.800 --> 00:04:19.920]  今天我想試一下用
[00:04:19.920 --> 00:04:24.120]  這個五旬節作為一個背景
[00:04:24.760 --> 00:04:25.960]  用猶太教的朋友
[00:04:25.960 --> 00:04:28.920]  去如何活化五旬節作為一個啟迪
[00:04:28.920 --> 00:04:31.400]  來看今天這幾段經文
[00:04:31.400 --> 00:04:33.960]  聖靈降臨節或聖靈降臨日
[00:04:33.960 --> 00:04:36.960]  又對我們基督徒有什麼啟發
[00:04:36.960 --> 00:04:38.120]  或者有什麼意義呢?
[00:04:38.120 --> 00:04:40.240]  第一
[00:04:40.240 --> 00:04:44.000]  聖靈降臨節
[00:04:44.000 --> 00:04:47.120]  可以是一個提示我們
[00:04:47.120 --> 00:04:50.160]  去培養一個感恩的節日
[00:04:50.160 --> 00:04:51.600]  為什麼這樣說呢?
[00:04:53.360 --> 00:04:54.960]  五旬節的起源經文
[00:04:54.960 --> 00:04:57.680]  是來自《生命紀十六章》九至十一節
[00:04:57.680 --> 00:05:00.200]  這三節經文是這樣說的
[00:05:00.200 --> 00:05:02.160]  「你要計算七個七日
[00:05:02.160 --> 00:05:05.800]  從你用鐮刀開始修割莊稼時算起
[00:05:05.800 --> 00:05:07.200]  一共七個七日
[00:05:07.200 --> 00:05:09.960]  你要向耶和華你的神守七七節
[00:05:09.960 --> 00:05:12.640]  按照耶和華你神所賜你的福
[00:05:12.640 --> 00:05:14.760]  獻上你手裡的金心祭
[00:05:14.760 --> 00:05:16.400]  你和你的兒女
[00:05:16.400 --> 00:05:19.240]  瀑被以及住在你城裡的利美人
[00:05:19.240 --> 00:05:21.840]  在你中間寄居的孤兒寡婦
[00:05:22.120 --> 00:05:23.360]  都要在那裡
[00:05:23.360 --> 00:05:25.080]  耶和華你神揀選
[00:05:25.080 --> 00:05:27.520]  作為他鳴居所的地方
[00:05:27.520 --> 00:05:29.760]  在耶和華你神面前
[00:05:29.760 --> 00:05:32.360]  獻祭歡樂」
[00:05:32.360 --> 00:05:37.360]  它的起源是經過七七四十九日之後
[00:05:37.360 --> 00:05:39.880]  猶太人就慶祝
[00:05:39.880 --> 00:05:41.600]  豐收啊其實是
[00:05:41.600 --> 00:05:42.800]  修割啊
[00:05:42.800 --> 00:05:44.960]  所以又叫七七節
[00:05:44.960 --> 00:05:46.640]  在農業社會
[00:05:46.640 --> 00:05:48.800]  其實豐收是一件
[00:05:48.800 --> 00:05:51.560]  很值得感恩和慶祝的事情
[00:05:52.160 --> 00:05:52.880]  所以
[00:05:52.880 --> 00:05:56.080]  他們在那天就來將
[00:05:56.080 --> 00:05:57.920]  初熟的果子獻上
[00:05:57.920 --> 00:05:59.080]  給上帝
[00:05:59.080 --> 00:06:00.240]  作為一個感恩
[00:06:00.240 --> 00:06:02.160]  但是你試想一下
[00:06:02.160 --> 00:06:06.360]  猶太教的朋友今天還有多少人
[00:06:06.360 --> 00:06:08.640]  是在農耕社會裡面的
[00:06:08.640 --> 00:06:10.840]  於是呢
[00:06:10.840 --> 00:06:11.880]  如果你是拉比
[00:06:11.880 --> 00:06:13.840]  你怎樣教導
[00:06:13.840 --> 00:06:16.120]  民眾
[00:06:16.120 --> 00:06:19.920]  來繼續遵守五旬節呢?
[00:06:22.720 --> 00:06:24.040]  他們有一個這樣的做法
[00:06:24.040 --> 00:06:26.120]  就是其實
[00:06:26.120 --> 00:06:29.280]  就算不是生活在農業社會
[00:06:29.280 --> 00:06:32.840]  我們仍然是在享用農作物的
[00:06:32.840 --> 00:06:35.480]  當我們在享用農作物的時候
[00:06:35.480 --> 00:06:39.320]  我們是不是仍然值得為我們享用的農作物
[00:06:39.320 --> 00:06:40.280]  來去感恩呢?
[00:06:40.280 --> 00:06:42.080]  於是他們在五旬節
[00:06:42.080 --> 00:06:44.520]  如果有的話就拿著大麥小麥
[00:06:44.520 --> 00:06:48.120]  如果沒有的話就拿著大麥小麥的製品
[00:06:48.120 --> 00:06:49.560]  例如麵條
[00:06:49.560 --> 00:06:51.600]  來去過這個節
[00:06:52.400 --> 00:06:53.440]  為什麼呢?
[00:06:53.440 --> 00:06:55.160]  就是在提示自己
[00:06:55.160 --> 00:06:59.040]  這些是上帝賜予的
[00:06:59.040 --> 00:07:01.160]  雖然今天的工作不再是耕種
[00:07:01.160 --> 00:07:02.160]  不再看著它成長
[00:07:02.160 --> 00:07:03.240]  不再是收割
[00:07:03.240 --> 00:07:04.120]  但是
[00:07:04.120 --> 00:07:05.320]  擁有著這些
[00:07:05.320 --> 00:07:06.200]  享用著這些
[00:07:06.200 --> 00:07:08.040]  都仍然是上帝的恩典
[00:07:08.040 --> 00:07:09.240]  所以呢
[00:07:09.240 --> 00:07:11.600]  仍然是可以
[00:07:11.600 --> 00:07:13.640]  這樣去過這個節日
[00:07:13.640 --> 00:07:14.880]  紀念這個節日
[00:07:14.880 --> 00:07:18.440]  今天
[00:07:20.080 --> 00:07:22.560]  當我們去過聖靈降臨節的時候
[00:07:22.560 --> 00:07:25.760]  我們有沒有留意到
[00:07:25.760 --> 00:07:28.760]  我們可以怎樣去
[00:07:28.760 --> 00:07:31.520]  在這個節日裡面有一個感恩的心呢?
[00:07:31.520 --> 00:07:33.360]  或者呢
[00:07:33.360 --> 00:07:38.200]  我們都未必會重複當日
[00:07:38.200 --> 00:07:41.080]  聖靈降臨在門徒身上的狀況
[00:07:41.080 --> 00:07:43.280]  或者有些人仍然有這樣的期望
[00:07:43.280 --> 00:07:44.880]  又或者有些人仍然有這樣的經歷
[00:07:44.880 --> 00:07:46.880]  但是如果沒有的話
[00:07:46.880 --> 00:07:47.760]  那又怎樣呢?
[00:07:48.320 --> 00:07:51.440]  沒有的話,聖靈降臨節關不關我的事呢?
[00:07:51.440 --> 00:07:55.000]  就正如今天不少猶太教的朋友
[00:07:55.000 --> 00:07:56.880]  都不再做農業工作
[00:07:56.880 --> 00:07:57.760]  不再收割
[00:07:57.760 --> 00:07:59.360]  但是仍然可以為了
[00:07:59.360 --> 00:08:01.480]  收割
[00:08:01.480 --> 00:08:04.240]  以致有糧食這回事來去感恩
[00:08:04.240 --> 00:08:05.640]  我們呢
[00:08:05.640 --> 00:08:08.760]  我們是不是仍然可以為著
[00:08:08.760 --> 00:08:10.680]  有聖靈
[00:08:10.680 --> 00:08:12.760]  來去感恩呢?
[00:08:12.760 --> 00:08:15.440]  你會說那是什麼意思呢?
[00:08:15.440 --> 00:08:17.840]  我們看看今天詩篇的經課
[00:08:18.480 --> 00:08:19.920]  他怎樣提示我們呢?
[00:08:48.320 --> 00:08:50.360]  「你掩面他們便驚惶」
[00:08:50.360 --> 00:08:52.320]  「你收回他們的氣,他們就死亡」
[00:08:52.320 --> 00:08:53.240]  「歸於塵土」
[00:08:53.240 --> 00:08:55.240]  「你發出你的靈,他們便受造」
[00:08:55.240 --> 00:08:58.080]  「你使地更換為新」
[00:08:58.080 --> 00:09:00.600]  詩人將我們呢
[00:09:00.600 --> 00:09:04.760]  將聖靈降臨日的形式
[00:09:04.760 --> 00:09:08.680]  從司徒行傳的場景
[00:09:08.680 --> 00:09:12.000]  帶回去創造的場景
[00:09:12.000 --> 00:09:15.040]  當你讀這段經文的時候
[00:09:15.040 --> 00:09:17.880]  你有沒有想起創造的場景?
[00:09:17.880 --> 00:09:18.400]  他說
[00:09:18.400 --> 00:09:21.640]  「你發出你的靈,他們便受造」
[00:09:21.640 --> 00:09:23.720]  「你使地更換為新」
[00:09:23.720 --> 00:09:25.960]  你有沒有想起創世紀一開始的時候呢?
[00:09:25.960 --> 00:09:28.240]  一開始的時候
[00:09:28.240 --> 00:09:29.880]  第一章第二節說
[00:09:29.880 --> 00:09:31.880]  「上帝的靈運行在水面上」
[00:09:31.880 --> 00:09:35.120]  然後呢
[00:09:35.120 --> 00:09:36.440]  「大地」才出現
[00:09:36.440 --> 00:09:38.240]  「萬物」才出現
[00:09:38.240 --> 00:09:42.000]  「萬物」的出現其實是跟聖靈有關的
[00:09:42.000 --> 00:09:44.200]  在聖餐裡面
[00:09:44.200 --> 00:09:45.880]  你記不記得呢
[00:09:45.880 --> 00:09:48.760]  最後那個禱告是怎樣說的
[00:09:48.760 --> 00:09:52.760]  「最恩慈的上主,我們感謝你」
[00:09:52.760 --> 00:09:55.400]  「你賜給我們美麗的大地和海洋」
[00:09:55.400 --> 00:09:57.480]  「豐裕的高山」
[00:09:57.480 --> 00:09:58.680]  「平原和江河」
[00:09:58.680 --> 00:09:59.720]  「歌唱的小鳥」
[00:09:59.720 --> 00:10:00.920]  「可愛的花朵」
[00:10:00.920 --> 00:10:03.200]  「為這些美好的賞賜,我們讚美你」
[00:10:03.200 --> 00:10:05.960]  我們每一次聖餐呢
[00:10:05.960 --> 00:10:08.280]  我們都有這樣的確認的
[00:10:08.280 --> 00:10:13.080]  這個禱告回應著詩篇104篇24節
[00:10:13.080 --> 00:10:13.920]  剛才讀過的話
[00:10:13.920 --> 00:10:15.920]  又說「你所做的何其多」
[00:10:15.920 --> 00:10:18.280]  「都是你用智慧造成」
[00:10:18.280 --> 00:10:20.080]  「遍地滿裏的豐富」
[00:10:20.080 --> 00:10:23.440]  有沒有發現原來呢
[00:10:23.440 --> 00:10:26.000]  遍地的豐富呢
[00:10:26.000 --> 00:10:28.480]  是跟聖靈有關的
[00:10:28.480 --> 00:10:31.120]  聖靈參與在創造裡面
[00:10:31.120 --> 00:10:35.880]  第104篇24節繼續說
[00:10:35.880 --> 00:10:38.760]  「你掩面,他們變驚惶」
[00:10:38.760 --> 00:10:41.160]  「你收回他們的氣,他們就死亡」
[00:10:41.160 --> 00:10:42.360]  「歸於塵土」
[00:10:43.160 --> 00:10:44.840]  「你收回他們的氣」
[00:10:44.840 --> 00:10:46.040]  那個「氣」呢
[00:10:46.040 --> 00:10:48.920]  其實就是剛才我們讀詩篇第二篇
[00:10:48.920 --> 00:10:51.560]  不,是創世的第一篇第二節
[00:10:51.560 --> 00:10:54.680]  原來說「靈」運行在水面上
[00:10:54.680 --> 00:10:56.000]  「靈」那個字來的
[00:10:56.000 --> 00:11:01.240]  原來聖靈不單參與在創造萬物
[00:11:01.240 --> 00:11:02.120]  其實
[00:11:02.120 --> 00:11:04.520]  你有沒有想過為什麼萬物可以存留呢?
[00:11:04.520 --> 00:11:09.240]  萬物的存留都在乎聖靈
[00:11:09.240 --> 00:11:12.680]  聖靈收回祂的氣的時候呢
[00:11:13.160 --> 00:11:15.160]  萬物就歸於塵土
[00:11:15.160 --> 00:11:18.280]  當我們望出去的時候
[00:11:18.280 --> 00:11:20.680]  你看見高山
[00:11:20.680 --> 00:11:22.680]  看見樹木
[00:11:22.680 --> 00:11:26.120]  看見藍天白雲
[00:11:26.120 --> 00:11:28.640]  看見萬物生機蓬勃
[00:11:28.640 --> 00:11:32.560]  就知道聖靈仍然在運行
[00:11:32.560 --> 00:11:34.720]  仍然在支撐著萬物
[00:11:34.720 --> 00:11:37.560]  你聽到歌唱的小鳥的聲音
[00:11:37.560 --> 00:11:39.160]  就在提示我們
[00:11:39.160 --> 00:11:42.400]  為了聖靈對萬物的護衛
[00:11:42.400 --> 00:11:43.920]  保存而感恩
[00:11:43.920 --> 00:11:45.880]  所以
[00:11:45.880 --> 00:11:49.080]  就算我們今天在聖靈降臨主日
[00:11:49.080 --> 00:11:52.600]  我們沒有當日門徒的那種經歷
[00:11:52.600 --> 00:11:56.840]  其實我們仍然可以為聖靈的運行
[00:11:56.840 --> 00:11:58.000]  聖靈的工作
[00:11:58.000 --> 00:12:00.440]  聖靈的參與來感恩
[00:12:00.440 --> 00:12:02.200]  第二
[00:12:02.200 --> 00:12:05.160]  聖靈降臨主日提示我們
[00:12:05.160 --> 00:12:07.920]  我們可以藉著聖靈
[00:12:07.920 --> 00:12:11.360]  來進入信仰的真理
[00:12:12.000 --> 00:12:13.520]  在真理上進心
[00:12:13.520 --> 00:12:21.000]  我們看看猶太人如何將五旬節現代活化
[00:12:21.000 --> 00:12:23.600]  以前有聖殿的時候
[00:12:23.600 --> 00:12:27.120]  五旬節當然是去聖殿獻祭
[00:12:27.120 --> 00:12:30.680]  帶著國象的物品去獻祭
[00:12:30.680 --> 00:12:34.440]  但你們也知道聖殿被毀了很久
[00:12:34.440 --> 00:12:35.920]  沒有了聖殿很久
[00:12:35.920 --> 00:12:40.040]  於是五旬節失去了很重要的意義
[00:12:40.040 --> 00:12:41.600]  失去了它的重要性
[00:12:42.200 --> 00:12:44.760]  沒有任何地方可以讓百姓去再獻祭
[00:12:44.760 --> 00:12:48.880]  再加上很多人都不再慕容了
[00:12:48.880 --> 00:12:50.320]  於是
[00:12:50.320 --> 00:12:57.920]  五旬節慢慢失去了它在人民心目中的重要性
[00:12:57.920 --> 00:13:01.520]  眼見希伯來聖經所說的節日
[00:13:01.520 --> 00:13:03.880]  漸漸失去了它的重要性
[00:13:03.880 --> 00:13:04.840]  漸漸被忽視
[00:13:04.840 --> 00:13:07.760]  拉比門它怎樣做呢?
[00:13:08.120 --> 00:13:14.840]  它怎樣能夠讓信眾再次參與五旬節
[00:13:14.840 --> 00:13:17.320]  再次覺得五旬節是有意義的呢?
[00:13:17.320 --> 00:13:23.280]  他們教導五旬節不單只是一個農業的節日
[00:13:23.280 --> 00:13:28.400]  拉比根據《舊約聖經》的記載
[00:13:28.400 --> 00:13:31.200]  它用象森篤韻的計算方法
[00:13:31.400 --> 00:13:40.080]  推定從以色列人出埃及直至上帝在西乃山頒佈律法為止
[00:13:40.080 --> 00:13:42.880]  這段時間剛剛是七個星期
[00:13:42.880 --> 00:13:43.640]  七個七日
[00:13:43.640 --> 00:13:48.680]  於是五旬節其實是什麼呢?
[00:13:48.680 --> 00:13:50.640]  第五十日是什麼呢?
[00:13:50.640 --> 00:13:53.440]  就是上帝在西乃山頒佈律法那一天
[00:13:56.440 --> 00:14:01.440]  於是就將五旬節賜予一個新的意義
[00:14:01.440 --> 00:14:02.760]  而且一個新的名字
[00:14:02.760 --> 00:14:06.560]  就叫做「賞賜我們妥拉的時刻」
[00:14:06.560 --> 00:14:09.720]  你試想想對於猶太教的朋友來說
[00:14:09.720 --> 00:14:12.680]  妥拉是非常重要的
[00:14:12.680 --> 00:14:15.760]  是非常重要的事情
[00:14:15.760 --> 00:14:17.280]  非常重要的經卷
[00:14:17.280 --> 00:14:21.000]  也是上帝對他們的說話和吩咐
[00:14:21.000 --> 00:14:25.400]  有什麼事情比接受妥拉更為重要呢?
[00:14:25.720 --> 00:14:26.760]  或者對他們來說
[00:14:26.760 --> 00:14:29.280]  有什麼事情比接受妥拉更有榮耀呢?
[00:14:29.280 --> 00:14:33.240]  所以當拉比門將五旬節
[00:14:33.240 --> 00:14:36.200]  這樣演繹和活化的時候
[00:14:36.200 --> 00:14:41.400]  五旬節在任何時代的猶太教徒來說
[00:14:41.400 --> 00:14:42.720]  都是有意義的
[00:14:42.720 --> 00:14:46.760]  從《仕途行傳》的記載裡
[00:14:46.760 --> 00:14:50.680]  我們看到聖靈降臨在仕途身上
[00:14:50.680 --> 00:14:54.080]  賜予了仕途行神跡騎士的能力
[00:14:55.200 --> 00:14:59.400]  接著你會看到他們說出別國的說話
[00:14:59.400 --> 00:15:02.960]  然後下一章他們醫治好癱子
[00:15:02.960 --> 00:15:05.640]  但是今天
[00:15:05.640 --> 00:15:07.720]  就算不是這樣
[00:15:07.720 --> 00:15:10.280]  我們今天的福音經課
[00:15:10.280 --> 00:15:11.760]  是在提示我們
[00:15:11.760 --> 00:15:13.880]  聖靈降臨
[00:15:13.880 --> 00:15:15.800]  其實可以有另外一種意義
[00:15:15.800 --> 00:15:18.600]  那種意義就類同於
[00:15:18.600 --> 00:15:23.920]  拉比將五旬節視為
[00:15:24.120 --> 00:15:25.800]  賜予妥拉的日子
[00:15:25.800 --> 00:15:29.600]  那種在信仰上進入的意義
[00:15:29.600 --> 00:15:32.480]  我們試試看回福音經課
[00:15:32.480 --> 00:15:39.960]  今天福音經課在十五章二十七節裡說
[00:15:39.960 --> 00:15:43.360]  「你們也要作見證」
[00:15:43.360 --> 00:15:47.360]  十五章二十六節開始
[00:15:47.360 --> 00:15:50.840]  「但我要從父那裡差保衛斯來」
[00:15:51.320 --> 00:15:54.240]  「就算從父出來真理的聖靈祂來了」
[00:15:54.240 --> 00:15:56.520]  「就要為我作見證」
[00:15:56.520 --> 00:15:58.120]  「你們也要作見證」
[00:15:58.120 --> 00:16:00.520]  「因為你們從起頭就與我同在」
[00:16:00.520 --> 00:16:02.760]  然後到第六章第七節他說
[00:16:02.760 --> 00:16:05.080]  「然而我將真情告訴你們」
[00:16:05.080 --> 00:16:06.920]  「我去完事與你們有益的」
[00:16:06.920 --> 00:16:11.000]  「我若不去保衛斯就不到你們這裡來」
[00:16:11.000 --> 00:16:13.480]  「我若去就差祂來」
[00:16:13.480 --> 00:16:16.760]  「祂既來了就要叫世人為罪為義」
[00:16:16.760 --> 00:16:18.480]  「為審判自己責備自己」
[00:16:21.000 --> 00:16:23.120]  在這裡我們看到耶穌告訴我們
[00:16:23.120 --> 00:16:26.480]  其實聖靈的來臨
[00:16:26.480 --> 00:16:30.400]  對於廣大的人民來說
[00:16:30.400 --> 00:16:31.560]  對於世界來說
[00:16:31.560 --> 00:16:32.520]  對於門徒來說
[00:16:32.520 --> 00:16:35.960]  當時門徒就是他們賜予了一個神蹟的能力
[00:16:35.960 --> 00:16:38.000]  但是對於整個世界來說
[00:16:38.000 --> 00:16:40.160]  那個意義不單止是這樣
[00:16:40.160 --> 00:16:45.800]  那個意義是叫世人為罪為義
[00:16:45.800 --> 00:16:47.840]  為審判自己責備自己
[00:16:47.840 --> 00:16:50.440]  可能你會問那有什麼稀奇的呢?
[00:16:52.000 --> 00:16:53.600]  其實真的很稀奇的
[00:16:53.600 --> 00:17:06.720]  因為人是很難承認自己是有錯有過犯
[00:17:06.720 --> 00:17:12.800]  人往往是很難做到這件事情的
[00:17:12.800 --> 00:17:15.720]  是很艱難的
[00:17:15.720 --> 00:17:17.840]  很顯淺的例子
[00:17:17.840 --> 00:17:21.840]  如果有一個小朋友 有一個學生
[00:17:21.840 --> 00:17:24.960]  他有一科考試考得不好
[00:17:24.960 --> 00:17:27.360]  你問他「你這一科為什麼考得不好?」
[00:17:27.360 --> 00:17:28.520]  他會怎麼回答你呢?
[00:17:28.520 --> 00:17:32.760]  通常都會回答
[00:17:32.760 --> 00:17:35.520]  「那科的老師教得不好」
[00:17:35.520 --> 00:17:39.760]  他很少會告訴你
[00:17:39.760 --> 00:17:41.720]  「其實那科我沒什麼心機讀」
[00:17:41.720 --> 00:17:43.520]  「或者那科我溫書都很少」
[00:17:43.520 --> 00:17:46.560]  「那科你去年都考得好的」
[00:17:46.560 --> 00:17:47.440]  不就是了
[00:17:47.840 --> 00:17:49.160]  去年考得好 今年考得不好
[00:17:49.160 --> 00:17:50.600]  就是因為今年的老師教得不好
[00:17:50.600 --> 00:17:56.680]  如果當兩夫婦在吵架的時候
[00:17:56.680 --> 00:17:59.120]  問「你為什麼發脾氣?」
[00:17:59.120 --> 00:18:02.480]  「如果不是你惹起我的脾氣」
[00:18:02.480 --> 00:18:03.400]  「我怎麼會發脾氣?」
[00:18:03.400 --> 00:18:07.400]  這是一個不是指責
[00:18:07.400 --> 00:18:09.240]  而是一個普遍的狀況
[00:18:09.240 --> 00:18:12.440]  如果找到都沒什麼理由可以找的時候
[00:18:12.440 --> 00:18:13.960]  就是一個萬能鑰匙
[00:18:13.960 --> 00:18:16.560]  就是「其實都不是我錯」
[00:18:17.320 --> 00:18:18.600]  「是社會的錯」
[00:18:18.600 --> 00:18:24.800]  我們都會這樣解釋的
[00:18:24.800 --> 00:18:27.360]  無論如何結論都是
[00:18:27.360 --> 00:18:29.000]  「不關我的事」
[00:18:29.000 --> 00:18:30.080]  「不是我錯」
[00:18:30.080 --> 00:18:30.760]  「不關我的事」
[00:18:30.760 --> 00:18:33.440]  其實不肯承認
[00:18:33.440 --> 00:18:39.160]  不肯承認錯誤是不是邪惡呢?
[00:18:39.160 --> 00:18:41.640]  或者是不是自私的人才做的事呢?
[00:18:41.640 --> 00:18:46.440]  社會新學家告訴我們其實不是的
[00:18:47.560 --> 00:18:50.520]  社會新學家告訴我們其實是一個普遍的情況
[00:18:50.520 --> 00:18:53.040]  是人類共同的情況
[00:18:53.040 --> 00:18:55.520]  有兩位社會新學家他們寫了一本書
[00:18:55.520 --> 00:18:58.480]  中文名字叫做「錯不在我」
[00:18:58.480 --> 00:18:59.480]  英文名字很長
[00:18:59.480 --> 00:19:01.160]  英文名字解釋得清楚一點
[00:19:01.160 --> 00:19:04.360]  「Mistakes were made, but not by me」
[00:19:04.360 --> 00:19:06.120]  就是說有些事是出了事的
[00:19:06.120 --> 00:19:07.200]  不過不關我的事
[00:19:07.200 --> 00:19:13.880]  「Why we justify foolish beliefs, bad decisions, and hurtful acts」
[00:19:13.880 --> 00:19:17.080]  為什麼我們會將這些事合理化呢?
[00:19:17.800 --> 00:19:20.640]  他在這本書中檢視過大量的案例
[00:19:20.640 --> 00:19:21.600]  經過深入的分析
[00:19:21.600 --> 00:19:25.320]  認為這種心理狀況不一定是邪惡或者自私
[00:19:25.320 --> 00:19:28.920]  而是跟我們的認知失調有關
[00:19:28.920 --> 00:19:33.160]  為了回應這種認知失調的情況
[00:19:33.160 --> 00:19:36.120]  人就會發揮那種自我辯護的機制
[00:19:36.120 --> 00:19:37.720]  自我辯解的機制
[00:19:37.720 --> 00:19:40.720]  告訴自己
[00:19:40.720 --> 00:19:42.680]  「不關我的事」
[00:19:42.680 --> 00:19:43.520]  「不是我錯」
[00:19:43.520 --> 00:19:46.440]  「所以我可以繼續保持平衡」
[00:19:46.560 --> 00:19:48.280]  即是對我自己認識的平衡
[00:19:48.280 --> 00:19:52.160]  作者認為自我辯護或自我辯解
[00:19:52.160 --> 00:19:54.080]  不是說謊
