
[00:00:00.000 --> 00:00:04.120]  今日我們竟然要講三章的聖經
[00:01:21.600 --> 00:01:24.920]  我們很熟悉的第十一章就是講信心的偉人
[00:01:24.920 --> 00:01:28.680]  本來想播一首歌給大家聽,大家都很熟悉的了
[00:01:28.680 --> 00:01:40.040]  就是什麼騰訊,什麼高雄海,什麼城牆也倒塌,城牆也塌下來
[00:01:40.040 --> 00:01:45.640]  其實如果你留意到這一首歌他們改編在哪裡,取材自哪裡呢?
[00:01:45.640 --> 00:01:50.480]  當然是整本聖經,其實取材自希伯來書第十一章
[00:01:50.480 --> 00:01:56.200]  希伯來書第十一章裡面列舉了十八個,你們自己慢慢數一下
[00:01:56.200 --> 00:01:58.360]  十八個的信心偉人
[00:01:58.360 --> 00:02:02.560]  但是如果你留意到這些所謂的信心偉人
[00:02:02.560 --> 00:02:03.880]  聽清楚我說
[00:02:03.880 --> 00:02:10.360]  他們在他們的人生道德上,在很多方面都有缺陷的
[00:02:10.360 --> 00:02:12.560]  都有很多不足的地方的
[00:02:12.560 --> 00:02:15.040]  但是為什麼被稱為信心偉人呢?
[00:02:15.040 --> 00:02:18.600]  就是他在某一些事情上,特別是對神有這份信心
[00:02:18.600 --> 00:02:20.520]  而最重要的是什麼呢?
[00:02:20.520 --> 00:02:23.520]  他是有遵行神的心意
[00:02:23.520 --> 00:02:25.000]  這個才是最重要的
[00:02:25.000 --> 00:02:26.880]  如果你們上課時有記得的話
[00:02:26.880 --> 00:02:31.440]  他就說到耶穌基督來到這個世界就是遵行父神的心意
[00:02:31.440 --> 00:02:33.600]  完全是尼泰去擺上
[00:02:33.600 --> 00:02:36.280]  他遵行神的心意與神同行
[00:02:36.280 --> 00:02:38.760]  所以被稱為信心的偉人
[00:02:38.760 --> 00:02:43.800]  那為什麼要尼泰去列出這些人給我們知道呢?
[00:02:43.800 --> 00:02:47.280]  他就會給你看,列出這些信心偉人
[00:02:47.280 --> 00:02:49.960]  用我們的角度,全部都是舊約的人物
[00:02:49.960 --> 00:02:53.720]  亞伯拉罕、雅各、摩西等等
[00:02:53.720 --> 00:02:56.400]  他們是沒有見過主耶穌基督的
[00:02:56.400 --> 00:03:00.320]  他們是不知道耶穌基督的補血和救贖的
[00:03:00.320 --> 00:03:02.560]  舊約裡面的人對神的認識
[00:03:02.560 --> 00:03:05.160]  其實一定不及我們新約裡面的信徒
[00:03:05.160 --> 00:03:06.800]  但是雖然如此
[00:03:06.800 --> 00:03:10.760]  他們仍然的尼泰去憑信心
[00:03:10.760 --> 00:03:13.000]  去面對他們未來的事情
[00:03:13.000 --> 00:03:15.400]  特別是面對那些壓力和挑戰
[00:03:15.400 --> 00:03:20.800]  所以這些人更加值得我們去學習和欣賞
[00:03:20.800 --> 00:03:24.040]  就好像一些長者
[00:03:24.040 --> 00:03:25.720]  可能對一個媳婦說
[00:03:25.720 --> 00:03:27.360]  「現在你很威風嗎?」
[00:03:27.360 --> 00:03:28.720]  「生了一個而已」
[00:03:28.720 --> 00:03:30.840]  「又要培育,又要這樣那樣」
[00:03:30.840 --> 00:03:33.240]  「你知不知道當年我生六、七個」
[00:03:33.240 --> 00:03:34.920]  「你老公也是我生的」
[00:03:34.920 --> 00:03:38.640]  「我們生六、七個都是落田來工作」
[00:03:38.640 --> 00:03:40.560]  「哪有這麼多事情來搞的?」
[00:03:40.560 --> 00:03:41.920]  你明白這個道理嗎?
[00:03:41.920 --> 00:03:44.680]  我以前沒有這麼多的設施
[00:03:44.680 --> 00:03:46.920]  但是我還可以做得這麼好
[00:03:46.920 --> 00:03:49.160]  現在你們是不是應該更加好一點?
[00:03:49.160 --> 00:03:50.240]  你明白這個道理嗎?
[00:03:50.240 --> 00:03:51.440]  這個也是
[00:03:51.440 --> 00:03:53.400]  以前開奶有很多東西
[00:03:53.400 --> 00:03:55.160]  沒有這麼多的器材
[00:03:55.160 --> 00:03:56.680]  是不是應該更加簡單一點呢?
[00:03:56.680 --> 00:03:58.120]  但是很不幸地
[00:03:58.120 --> 00:03:59.320]  現在那些人
[00:03:59.320 --> 00:04:02.120]  其實不及我們上一代的媽媽
[00:04:02.120 --> 00:04:04.320]  或者奶奶那些
[00:04:04.320 --> 00:04:05.800]  好了,他就說到
[00:04:05.800 --> 00:04:07.360]  舊約裡面那些人
[00:04:07.360 --> 00:04:08.840]  他們沒有經歷過
[00:04:08.840 --> 00:04:10.840]  沒有認識到耶穌基督
[00:04:10.840 --> 00:04:12.360]  不知道祂的救贖
[00:04:12.360 --> 00:04:14.360]  但是都用信心去面對
[00:04:14.360 --> 00:04:16.360]  所以今天我們這一班的人
[00:04:16.360 --> 00:04:17.680]  認識了耶穌
[00:04:17.680 --> 00:04:19.040]  知道祂的救恩
[00:04:19.040 --> 00:04:21.720]  所以更加要好地去準備
[00:04:21.720 --> 00:04:22.840]  第二就是
[00:04:22.840 --> 00:04:23.920]  當他們有信心的時候
[00:04:23.920 --> 00:04:25.200]  都有一個共同點
[00:04:25.200 --> 00:04:28.800]  就是要忍受一些的羞辱
[00:04:28.800 --> 00:04:30.400]  一些的苦難
[00:04:30.400 --> 00:04:31.880]  一些的痛苦
[00:04:31.880 --> 00:04:34.200]  但是他們存著信心
[00:04:34.200 --> 00:04:36.120]  去離開這個世界
[00:04:36.120 --> 00:04:38.480]  甚至他們離開了這個世界的時候
[00:04:38.480 --> 00:04:41.600]  都未曾得到他們所應許的
[00:04:41.600 --> 00:04:42.640]  最簡單的一句
[00:04:42.640 --> 00:04:43.720]  我們大家最熟悉的那句話
[00:04:43.720 --> 00:04:44.720]  拿出來說吧
[00:04:44.720 --> 00:04:46.720]  阿伯拉罕,神跟他說
[00:04:46.720 --> 00:04:49.280]  你的子孫好像天上的星
[00:04:49.280 --> 00:04:51.280]  海邊的沙那麼多
[00:04:51.280 --> 00:04:52.880]  他死的時候
[00:04:52.880 --> 00:04:54.680]  我只有幾個
[00:04:54.680 --> 00:04:57.360]  有沒有看到海邊的沙
[00:04:57.360 --> 00:04:58.480]  和天上的星?
[00:04:58.480 --> 00:04:59.480]  有沒有看到?
[00:04:59.480 --> 00:05:01.480]  有啊
[00:05:01.480 --> 00:05:04.200]  他站出來看見天上的星
[00:05:04.200 --> 00:05:05.280]  看見海邊的沙
[00:05:05.280 --> 00:05:06.000]  怎麼會沒有呢?
[00:05:06.000 --> 00:05:07.160]  他又不是盲的
[00:05:07.160 --> 00:05:09.480]  不過是看不到自己的子孫
[00:05:09.480 --> 00:05:11.360]  好像海邊的沙
[00:05:11.360 --> 00:05:12.360]  天上的星那麼多
[00:05:12.360 --> 00:05:13.360]  明白這個道理嗎?
[00:05:13.360 --> 00:05:14.920]  但是他仍然相信
[00:05:14.920 --> 00:05:17.680]  神的應許是會實現的
[00:05:17.680 --> 00:05:20.440]  就是憑信心去接受
[00:05:20.440 --> 00:05:24.320]  所以你留意到他們有這份信心
[00:05:24.320 --> 00:05:25.640]  是值得我們學習的
[00:05:25.640 --> 00:05:27.920]  這些信心為人有些共同點
[00:05:27.920 --> 00:05:28.920]  第一是什麼呢?
[00:05:28.920 --> 00:05:30.320]  他們追求的
[00:05:30.320 --> 00:05:32.320]  就是神本身的生命
[00:05:32.320 --> 00:05:34.320]  要得到神的祝福
[00:05:34.320 --> 00:05:38.120]  而不只是今生裡面的物質的享受
[00:05:38.120 --> 00:05:40.120]  第二,他們很相信
[00:05:40.120 --> 00:05:42.120]  有一個永恆的家鄉
[00:05:42.120 --> 00:05:44.120]  有一個永遠的家鄉
[00:05:44.120 --> 00:05:46.120]  是屬於他們的
[00:05:46.120 --> 00:05:49.120]  不是地上的家鄉
[00:05:49.120 --> 00:05:51.120]  不是地上的歸宿
[00:05:51.120 --> 00:05:53.120]  第三,他們很深信
[00:05:53.120 --> 00:05:56.120]  這個經歷是值得的
[00:05:56.120 --> 00:05:58.120]  好,我們來看看
[00:05:58.120 --> 00:06:00.120]  首先第十一章
[00:06:00.120 --> 00:06:02.120]  第一到第三節
[00:06:02.120 --> 00:06:04.120]  信心的定義是什麼呢?
[00:06:04.120 --> 00:06:05.120]  信心的定義是什麼呢?
[00:06:05.120 --> 00:06:06.120]  我們一起來讀
[00:06:06.120 --> 00:06:08.120]  第一到第三節
[00:06:08.120 --> 00:06:09.120]  我們一起來讀出
[00:06:09.120 --> 00:06:13.120]  信就是所望之事的實體
[00:06:13.120 --> 00:06:16.120]  是未見之事的確具
[00:06:16.120 --> 00:06:21.120]  古人在這信上得了美好的證據
[00:06:21.120 --> 00:06:23.120]  我們因著信
[00:06:23.120 --> 00:06:28.120]  就知道諸世界是藉神話造成的
[00:06:28.120 --> 00:06:30.120]  這樣所看見的
[00:06:30.120 --> 00:06:35.120]  並不是從顯然之物造出來的
[00:06:35.120 --> 00:06:37.120]  這裡很清楚就說到
[00:06:37.120 --> 00:06:40.120]  信就是所望之事的實體
[00:06:40.120 --> 00:06:42.120]  是未見之事的確具
[00:06:42.120 --> 00:06:44.120]  我們直譯的時候
[00:06:44.120 --> 00:06:45.120]  信心是什麼呢?
[00:06:45.120 --> 00:06:49.120]  就是我們盼望的事情的保證
[00:06:49.120 --> 00:06:50.120]  就是說我很深信
[00:06:50.120 --> 00:06:53.120]  神所說的就會實在
[00:06:53.120 --> 00:06:56.120]  雖然我未見到這些事情發生
[00:06:56.120 --> 00:06:58.120]  但我仍然確信
[00:06:58.120 --> 00:07:00.120]  祂是會實現的
[00:07:00.120 --> 00:07:02.120]  這個就叫做信心
[00:07:02.120 --> 00:07:04.120]  信心在英文裡
[00:07:04.120 --> 00:07:05.120]  我們用Faith
[00:07:05.120 --> 00:07:08.120]  但如果你留意一下聖經裡面
[00:07:08.120 --> 00:07:10.120]  信心多數是用信靠的
[00:07:10.120 --> 00:07:13.120]  英文就是用Trust
[00:07:13.120 --> 00:07:15.120]  你信得祂過
[00:07:15.120 --> 00:07:17.120]  很久之前
[00:07:17.120 --> 00:07:19.120]  年輕一代是不知道的
[00:07:19.120 --> 00:07:21.120]  有一家叫香港
[00:07:21.120 --> 00:07:23.120]  好像叫信託銀行
[00:07:23.120 --> 00:07:24.120]  信託銀行
[00:07:24.120 --> 00:07:26.120]  叫Cancan Trust Bank
[00:07:26.120 --> 00:07:28.120]  信託銀行
[00:07:28.120 --> 00:07:29.120]  銀行你信得祂過
[00:07:29.120 --> 00:07:30.120]  你就給錢祂
[00:07:30.120 --> 00:07:32.120]  你信祂
[00:07:32.120 --> 00:07:34.120]  祂就託了你的錢走了
[00:07:34.120 --> 00:07:36.120]  應該是六十年代的
[00:07:36.120 --> 00:07:40.120]  那個銀行就沒有了
[00:07:40.120 --> 00:07:42.120]  那些錢就沒有了
[00:07:42.120 --> 00:07:44.120]  所以後來才修例
[00:07:44.120 --> 00:07:46.120]  我們那個年代是開玩笑的
[00:07:46.120 --> 00:07:47.120]  你信祂
[00:07:47.120 --> 00:07:48.120]  祂就託你水龍走
[00:07:48.120 --> 00:07:50.120]  但你留意這個叫Trust
[00:07:50.120 --> 00:07:53.120]  後來就搞了一家叫海外信託
[00:07:53.120 --> 00:07:55.120]  Overseas Trust Bank
[00:07:55.120 --> 00:07:57.120]  不過現在這家都好像沒有了
[00:07:57.120 --> 00:07:58.120]  就是被人收購了
[00:07:58.120 --> 00:07:59.120]  改了名字
[00:07:59.120 --> 00:08:00.120]  Trust就是你信祂
[00:08:00.120 --> 00:08:03.120]  於是你把東西放在祂那裡
[00:08:03.120 --> 00:08:06.120]  這個就是信心的擺上
[00:08:06.120 --> 00:08:08.120]  信心一定是需要怎樣呢?
[00:08:08.120 --> 00:08:11.120]  是有具體的內容的
[00:08:11.120 --> 00:08:13.120]  信心是你要清楚
[00:08:13.120 --> 00:08:16.120]  你相信的對象是怎樣
[00:08:16.120 --> 00:08:18.120]  今天你結婚
[00:08:18.120 --> 00:08:20.120]  我們經常都說
[00:08:20.120 --> 00:08:21.120]  不要拍拖
[00:08:21.120 --> 00:08:23.120]  一會兒兩個月就結婚
[00:08:23.120 --> 00:08:24.120]  有點危險的
[00:08:24.120 --> 00:08:26.120]  你一定要了解對方多一點
[00:08:26.120 --> 00:08:28.120]  因為你遇到的時候
[00:08:28.120 --> 00:08:30.120]  你是把你自己整個生命
[00:08:30.120 --> 00:08:32.120]  都是毀心給對方的
[00:08:32.120 --> 00:08:34.120]  所以就是怎樣呢?
[00:08:34.120 --> 00:08:36.120]  是一段漫長的路
[00:08:36.120 --> 00:08:37.120]  當然
[00:08:37.120 --> 00:08:39.120]  當有一個開始
[00:08:39.120 --> 00:08:43.120]  但是你就會越來越怎樣呢?
[00:08:43.120 --> 00:08:44.120]  相處一段時間
[00:08:44.120 --> 00:08:48.120]  你就對對方越來越深的體會了
[00:08:48.120 --> 00:08:50.120]  我們去信耶穌就是怎樣呢?
[00:08:50.120 --> 00:08:52.120]  有些人跟我們講關於這個救恩
[00:08:52.120 --> 00:08:53.120]  我們有一些反省
[00:08:53.120 --> 00:08:54.120]  這個就是信心
[00:08:54.120 --> 00:08:56.120]  初步就接受這個救恩
[00:08:56.120 --> 00:08:57.120]  但如果你做基督徒
[00:08:57.120 --> 00:08:59.120]  你做五年、十年的時候
[00:08:59.120 --> 00:09:02.120]  如果你一直都是有毀心給神
[00:09:02.120 --> 00:09:03.120]  有經歷的時候
[00:09:03.120 --> 00:09:05.120]  我絕對相信你十年之後
[00:09:05.120 --> 00:09:08.120]  那份對神的信心
[00:09:08.120 --> 00:09:09.120]  是越來越強的
[00:09:09.120 --> 00:09:11.120]  你明白我的意思嗎?
[00:09:11.120 --> 00:09:14.120]  前天無意之中看Facebook
[00:09:14.120 --> 00:09:16.120]  我才知道原來
[00:09:16.120 --> 00:09:19.120]  前天是我剛剛2016年的前天
[00:09:19.120 --> 00:09:21.120]  就是我和冥恩堂
[00:09:21.120 --> 00:09:22.120]  即是話別的日子
[00:09:22.120 --> 00:09:23.120]  那個識別會
[00:09:23.120 --> 00:09:25.120]  有誰是出席我的識別會?
[00:09:25.120 --> 00:09:27.120]  送我上路的那個
[00:09:27.120 --> 00:09:29.120]  不過不過
[00:09:29.120 --> 00:09:31.120]  原來已經兩年了
[00:09:31.120 --> 00:09:32.120]  這兩年裏面
[00:09:32.120 --> 00:09:33.120]  很真心地說
[00:09:33.120 --> 00:09:35.120]  我是經歷到神更多
[00:09:35.120 --> 00:09:37.120]  我為我祈禱的禮拜五晚
[00:09:37.120 --> 00:09:39.120]  我會在一個大型的聚會裏面來分享
[00:09:39.120 --> 00:09:41.120]  就是講怎樣可以順利過渡
[00:09:41.120 --> 00:09:43.120]  我就說到原來神是要抽離
[00:09:43.120 --> 00:09:45.120]  我一個叫Comfort Zone
[00:09:45.120 --> 00:09:46.120]  一個叫安全網
[00:09:46.120 --> 00:09:49.120]  因為如果我做冥恩堂的堂主任
[00:09:49.120 --> 00:09:51.120]  這樣就頗穩定了
[00:09:51.120 --> 00:09:53.120]  但神就要抽離這個安全網
[00:09:53.120 --> 00:09:56.120]  讓你學習更多信心的功課
[00:09:56.120 --> 00:09:58.120]  我自己很深體會到
[00:09:58.120 --> 00:10:00.120]  我對神這一年兩年裏面
[00:10:00.120 --> 00:10:02.120]  那個體會更加深
[00:10:02.120 --> 00:10:03.120]  第一就是看到
[00:10:03.120 --> 00:10:05.120]  原來神對我很多的祝福
[00:10:05.120 --> 00:10:07.120]  很多的侍奉
[00:10:07.120 --> 00:10:08.120]  第二就是甚麼呢?
[00:10:08.120 --> 00:10:10.120]  就是經歷到神很多
[00:10:10.120 --> 00:10:11.120]  藉著弟兄姊妹
[00:10:11.120 --> 00:10:13.120]  我更深感受弟兄姊妹的愛
[00:10:13.120 --> 00:10:15.120]  多過我在這裏
[00:10:15.120 --> 00:10:17.120]  所以你就會有很大的回應
[00:10:17.120 --> 00:10:18.120]  我今天就去了甚麼呢?
[00:10:18.120 --> 00:10:19.120]  大家都為一個人祈禱
[00:10:19.120 --> 00:10:21.120]  就是我們的傳道人
[00:10:21.120 --> 00:10:23.120]  Kat Kat
[00:10:23.120 --> 00:10:24.120]  程雅文姑娘
[00:10:24.120 --> 00:10:27.120]  她昨天早上做了手術
[00:10:27.120 --> 00:10:30.120]  我今天就去了仰臥去探望她
[00:10:30.120 --> 00:10:32.120]  原來要巡訪
[00:10:32.120 --> 00:10:33.120]  她告訴我
[00:10:33.120 --> 00:10:36.120]  我們教會有位弟兄
[00:10:36.120 --> 00:10:38.120]  他爸爸癌症的後期
[00:10:38.120 --> 00:10:40.120]  又去不到醫院
[00:10:40.120 --> 00:10:41.120]  就在25樓
[00:10:41.120 --> 00:10:42.120]  她在11樓
[00:10:42.120 --> 00:10:43.120]  結果我要怎樣呢?
[00:10:43.120 --> 00:10:44.120]  你知道仰臥很煩
[00:10:44.120 --> 00:10:45.120]  等電梯都要等很久
[00:10:45.120 --> 00:10:46.120]  我要下去地上
[00:10:46.120 --> 00:10:47.120]  然後走到隔壁
[00:10:47.120 --> 00:10:48.120]  再上去25樓
[00:10:48.120 --> 00:10:49.120]  再去探望人
[00:10:49.120 --> 00:10:50.120]  就是
[00:10:50.120 --> 00:10:52.120]  很深感受到
[00:10:52.120 --> 00:10:53.120]  神的愛
[00:10:53.120 --> 00:10:54.120]  於是你就很自然
[00:10:54.120 --> 00:10:55.120]  就繼續去祀奉
[00:10:55.120 --> 00:10:56.120]  這是很重要
[00:10:56.120 --> 00:10:57.120]  所以你記住
[00:10:57.120 --> 00:11:00.120]  信心一定要有一個清楚的對象
[00:11:00.120 --> 00:11:02.120]  還有要和這個人
[00:11:02.120 --> 00:11:04.120]  或者和這個對象
[00:11:04.120 --> 00:11:05.120]  有更深的交往
[00:11:05.120 --> 00:11:08.120]  於是你的信心就越來越大
[00:11:08.120 --> 00:11:09.120]  我講這裏
[00:11:09.120 --> 00:11:11.120]  一會兒就被人說了
[00:11:11.120 --> 00:11:13.120]  明天是我一個很特別的日子
[00:11:13.120 --> 00:11:18.120]  是我結婚38週年的紀念
[00:11:18.120 --> 00:11:19.120]  10月4日
[00:11:19.120 --> 00:11:23.120]  其實美恩堂的第一次聚會
[00:11:23.120 --> 00:11:24.120]  是10月4日
[00:11:24.120 --> 00:11:26.120]  所以美恩堂和我們講很特別的
[00:11:26.120 --> 00:11:28.120]  第一次聚會是我結婚週年紀念
[00:11:28.120 --> 00:11:30.120]  不過我明晚都要去茶經
[00:11:30.120 --> 00:11:32.120]  我要去藝人之街那裏去茶經
[00:11:32.120 --> 00:11:33.120]  所以都是不能慶祝的
[00:11:33.120 --> 00:11:34.120]  OK
[00:11:34.120 --> 00:11:35.120]  但是無論怎樣
[00:11:35.120 --> 00:11:37.120]  我自己很深體會
[00:11:37.120 --> 00:11:39.120]  38年的婚姻生活
[00:11:39.120 --> 00:11:41.120]  是比我初戀的時候
[00:11:41.120 --> 00:11:43.120]  是更加熱切的
[00:11:43.120 --> 00:11:46.120]  沒理由和你相處了38年
[00:11:46.120 --> 00:11:47.120]  和你熬了這麼多
[00:11:47.120 --> 00:11:48.120]  忍受了你這麼久
[00:11:48.120 --> 00:11:50.120]  你沒理由不去愛對方更加多的
[00:11:50.120 --> 00:11:51.120]  是不是
[00:11:51.120 --> 00:11:53.120]  所以其實一段美好的婚姻
[00:11:53.120 --> 00:11:55.120]  是應該越久
[00:11:55.120 --> 00:11:57.120]  是越愛對方的
[00:11:57.120 --> 00:11:58.120]  不是越來越淡的
[00:11:58.120 --> 00:11:59.120]  你明白我這個道理嗎
[00:11:59.120 --> 00:12:00.120]  所以你留意到
[00:12:00.120 --> 00:12:02.120]  你對神有更深的體會
[00:12:02.120 --> 00:12:05.120]  你的信心就會越來越大
[00:12:05.120 --> 00:12:06.120]  好了
[00:12:06.120 --> 00:12:08.120]  然後「確據」這個字
[00:12:08.120 --> 00:12:10.120]  其實是在法庭裏面的用語
[00:12:10.120 --> 00:12:13.120]  法庭就一定要講證據的
[00:12:13.120 --> 00:12:14.120]  就是要有很多的證據
[00:12:14.120 --> 00:12:17.120]  才能確定這件事是真還是假
[00:12:17.120 --> 00:12:20.120]  今天信心就是我們要有「確據」
[00:12:20.120 --> 00:12:23.120]  就是一個真實的基本的意思
[00:12:23.120 --> 00:12:24.120]  好了
[00:12:24.120 --> 00:12:27.120]  我們看到這裏有18個先聖先賢
[00:12:27.120 --> 00:12:29.120]  值得我們來欣賞的
[00:12:29.120 --> 00:12:30.120]  但是請你記住
[00:12:30.120 --> 00:12:32.120]  每個人都有不足的地方
[00:12:32.120 --> 00:12:33.120]  好了
[00:12:33.120 --> 00:12:35.120]  我們來看看這班人在做什麼
[00:12:35.120 --> 00:12:37.120]  因為很多人都很熟悉
[00:12:37.120 --> 00:12:39.120]  我們就會很快地看下去
[00:12:39.120 --> 00:12:42.120]  第一個的信心委員是誰呢
[00:12:45.120 --> 00:12:48.120]  你爸爸的大哥
[00:12:48.120 --> 00:12:49.120]  是誰呢
[00:12:49.120 --> 00:12:51.120]  阿伯
[00:12:51.120 --> 00:12:53.120]  這裏可能有很多
[00:12:53.120 --> 00:12:55.120]  很多阿伯在這裏
[00:12:55.120 --> 00:12:56.120]  好了
[00:12:56.120 --> 00:12:57.120]  阿伯是誰呢
[00:12:57.120 --> 00:12:58.120]  「該隱」
[00:12:58.120 --> 00:13:00.120]  阿伯是兩兄弟
[00:13:00.120 --> 00:13:01.120]  不過呢
[00:13:01.120 --> 00:13:03.120]  「該隱」殺了阿伯
[00:13:03.120 --> 00:13:04.120]  這裏講什麼呢
[00:13:04.120 --> 00:13:06.120]  我們一起來讀第四節
[00:13:06.120 --> 00:13:07.120]  第四節
[00:13:07.120 --> 00:13:08.120]  我們一起來讀出
[00:13:08.120 --> 00:13:15.120]  阿伯也將他從群中投生的黃羊的屍油獻上
[00:13:15.120 --> 00:13:19.120]  耶和華看中了阿伯和他的共物
[00:13:19.120 --> 00:13:22.120]  這裏是講到什麼呢
[00:13:22.120 --> 00:13:24.120]  就是阿伯獻祭
[00:13:24.120 --> 00:13:26.120]  但是該隱
[00:13:26.120 --> 00:13:27.120]  妒忌
[00:13:27.120 --> 00:13:28.120]  就將他殺了
[00:13:28.120 --> 00:13:31.120]  有人就會來解釋
[00:13:31.120 --> 00:13:32.120]  為什麼呢
[00:13:32.120 --> 00:13:33.120]  該隱就獻什麼呢
[00:13:33.120 --> 00:13:35.120]  獻農作物
[00:13:35.120 --> 00:13:37.120]  但是阿伯就獻什麼呢
[00:13:37.120 --> 00:13:39.120]  獻羊
[00:13:39.120 --> 00:13:41.120]  因為阿伯聽神的話
[00:13:41.120 --> 00:13:43.120]  因為用動物來獻祭
[00:13:43.120 --> 00:13:46.120]  那該隱就用農作物來獻祭
[00:13:46.120 --> 00:13:47.120]  所以神不預納他
[00:13:47.120 --> 00:13:49.120]  這個解釋是錯誤的
[00:13:49.120 --> 00:13:51.120]  因為你不要忘記
[00:13:51.120 --> 00:13:54.120]  在舊約裏面有五個「祭」
[00:13:54.120 --> 00:13:56.120]  有一個叫「掃祭」
[00:13:56.120 --> 00:13:58.120]  「掃祭」都是獻什麼呢
[00:13:58.120 --> 00:14:00.120]  都是獻農作物的
[00:14:00.120 --> 00:14:01.120]  而很重要的神就說到
[00:14:01.120 --> 00:14:03.120]  為什麼你來他那麼不開心呢
[00:14:03.120 --> 00:14:04.120]  神就說到
[00:14:04.120 --> 00:14:06.120]  如果你行得好
[00:14:06.120 --> 00:14:09.120]  我豈不會預納你的祭物呢
[00:14:09.120 --> 00:14:11.120]  我們要很清楚
[00:14:11.120 --> 00:14:13.120]  神不只是收納我們的獻祭
[00:14:13.120 --> 00:14:15.120]  而是我們這個人好不好
[00:14:15.120 --> 00:14:17.120]  如果你做得不好的時候
[00:14:17.120 --> 00:14:19.120]  你想著你獻祭
[00:14:19.120 --> 00:14:20.120]  然後討神的喜歡
[00:14:20.120 --> 00:14:22.120]  神是不會收受賄賂的
[00:14:22.120 --> 00:14:23.120]  你明白我的意思嗎
[00:14:23.120 --> 00:14:25.120]  但是人就永遠都不會檢討自己的問題
[00:14:25.120 --> 00:14:26.120]  就將
[00:14:26.120 --> 00:14:28.120]  該隱就將阿伯殺了
[00:14:28.120 --> 00:14:29.120]  那時候
[00:14:29.120 --> 00:14:30.120]  好了
[00:14:30.120 --> 00:14:31.120]  但是他說到今天
[00:14:31.120 --> 00:14:32.120]  他雖然死了
[00:14:32.120 --> 00:14:34.120]  卻仍舊說話
[00:14:34.120 --> 00:14:36.120]  那他被謀殺
[00:14:36.120 --> 00:14:38.120]  這是人類第一宗的謀殺案
[00:14:38.120 --> 00:14:39.120]  但是最重要
[00:14:39.120 --> 00:14:41.120]  其實為什麼會放第一個在這裡呢
[00:14:41.120 --> 00:14:44.120]  後來神為阿伯
[00:14:44.120 --> 00:14:45.120]  來到申冤
[00:14:45.120 --> 00:14:46.120]  明白這個道理嗎
[00:14:46.120 --> 00:14:49.120]  因為當時希伯來書裡面的受眾
[00:14:49.120 --> 00:14:52.120]  正面對政府很多的逼迫
[00:14:52.120 --> 00:14:56.120]  很多人可能因為信仰的緣故而死亡
[00:14:56.120 --> 00:14:57.120]  但是神說
[00:14:57.120 --> 00:14:58.120]  雖然你死了
[00:14:58.120 --> 00:15:02.120]  但是你的血仍然會來帶去呼喊
[00:15:02.120 --> 00:15:03.120]  我仍然會知道
[00:15:03.120 --> 00:15:05.120]  有一天我會來帶去
[00:15:05.120 --> 00:15:06.120]  為你來帶去
[00:15:06.120 --> 00:15:07.120]  做什麼呢
[00:15:07.120 --> 00:15:08.120]  來帶去申冤的
[00:15:08.120 --> 00:15:10.120]  所以這裡很強調
[00:15:10.120 --> 00:15:13.120]  就是神會為人來申冤
[00:15:13.120 --> 00:15:14.120]  阿伯雖然被殺
[00:15:14.120 --> 00:15:16.120]  但是神會來帶去擺上
[00:15:16.120 --> 00:15:17.120]  好
