
[00:00:00.000 --> 00:00:05.120]  大家好,生命樹宣教網絡又跟大家看聖經人士
[00:02:24.320 --> 00:02:27.320]  「來娶我做太太」
[00:02:27.320 --> 00:02:30.000]  「然後為我的丈夫」
[00:02:30.000 --> 00:02:32.280]  「而且你的丈夫就是你的兄弟」
[00:02:32.280 --> 00:02:34.160]  「生子立後」
[00:02:34.160 --> 00:02:35.200]  這樣的意思
[00:02:35.200 --> 00:02:36.600]  這個規矩
[00:02:36.600 --> 00:02:39.520]  我記得我跟大家解釋過了
[00:02:39.520 --> 00:02:43.040]  波亞斯就說
[00:02:43.040 --> 00:02:47.080]  「不好,其實你是一個很賢德的女子」
[00:02:47.080 --> 00:02:49.600]  「我們全城的人都知道」
[00:02:49.600 --> 00:02:51.080]  「我會為你做這件事」
[00:02:51.080 --> 00:02:52.160]  意思是
[00:02:52.160 --> 00:02:57.840]  「我會承接我親屬兄弟的義務」
[00:02:57.840 --> 00:03:00.080]  雖然他們未必是同一家人
[00:03:00.080 --> 00:03:03.120]  但起碼他都覺得是他至親
[00:03:03.120 --> 00:03:06.080]  於是就承接這個義務
[00:03:06.080 --> 00:03:10.000]  所以波亞斯本身都頗有義氣
[00:03:10.000 --> 00:03:13.040]  有義氣,是義氣子女
[00:03:13.040 --> 00:03:18.360]  接著就說「不如這樣吧,半夜我們先睡吧」
[00:03:18.360 --> 00:03:20.960]  「然後明早再說」
[00:03:20.960 --> 00:03:24.040]  老德就繼續睡到天亮
[00:03:24.040 --> 00:03:25.960]  不過未曾天亮
[00:03:25.960 --> 00:03:27.200]  還很黑
[00:03:27.200 --> 00:03:30.120]  人都不認得是哪個人的時候
[00:03:30.120 --> 00:03:31.280]  就起床了
[00:03:31.280 --> 00:03:32.520]  波亞斯就說
[00:03:32.520 --> 00:03:33.640]  「你走吧」
[00:03:33.640 --> 00:03:37.360]  「不要讓人知道有女的來到場上」
[00:03:37.360 --> 00:03:41.960]  這個很有可能是他們自己定的規矩
[00:03:41.960 --> 00:03:45.040]  就是在這個禾場過夜
[00:03:45.040 --> 00:03:46.520]  不要有女士
[00:03:46.520 --> 00:03:48.600]  全部都是男的,不要有女的
[00:03:48.600 --> 00:03:51.280]  以免麻煩,出事
[00:03:51.280 --> 00:03:53.760]  不要有女士來
[00:03:53.760 --> 00:03:57.040]  所以不要讓人知道你來過這裡
[00:03:57.040 --> 00:04:02.120]  由於今日的經文比較短
[00:04:02.120 --> 00:04:09.400]  所以我選了幾張圖畫給大家看
[00:04:09.400 --> 00:04:14.280]  今天這一張是很多地方都會看到的
[00:04:14.280 --> 00:04:16.640]  這是一個世界名畫
[00:04:16.640 --> 00:04:18.480]  是誰畫的我都不記得了
[00:04:18.480 --> 00:04:23.080]  是老德拾取墨水的畫
[00:04:23.080 --> 00:04:26.120]  其實拾取墨水是什麼意思呢?
[00:04:26.120 --> 00:04:28.360]  就是他們的禾場很大
[00:04:28.360 --> 00:04:30.080]  過了墨,然後打墨
[00:04:30.080 --> 00:04:32.080]  過了,捆在一起的時候
[00:04:32.080 --> 00:04:33.680]  有些剩下了
[00:04:33.680 --> 00:04:36.040]  譬如剩下一些在地上,他們撿起來
[00:04:36.040 --> 00:04:40.480]  有一些是穀粒,不是穀粒,是墨粒
[00:04:40.480 --> 00:04:43.920]  他們撿起來,自己收起來,放在袋子裡
[00:04:43.920 --> 00:04:46.480]  其實挺辛苦的,因為少
[00:04:46.480 --> 00:04:48.960]  逐粒墨紙,掉了就撿起來
[00:04:48.960 --> 00:04:52.480]  剩下的墨水就撿起來
[00:04:52.480 --> 00:04:55.600]  都經常彎腰,很辛苦的
[00:04:55.600 --> 00:05:02.600]  以色列在《律法》裡面規定要留一些給窮人可以撿
[00:05:02.600 --> 00:05:06.280]  另外提過「播機」
[00:05:06.280 --> 00:05:09.200]  這個字是讀「播」
[00:05:09.200 --> 00:05:11.200]  「播機」就是這個東西
[00:05:11.200 --> 00:05:15.040]  這個「播機」比較像中國式的「播機」
[00:05:15.040 --> 00:05:21.920]  就是一個盤子,鏟起米、穀
[00:05:21.920 --> 00:05:27.240]  《聖經》裡面說
[00:05:27.240 --> 00:05:30.040]  《馬太福音》三章十二節
[00:05:30.040 --> 00:05:36.320]  就是說「他手裡拿著播機,要揚正他的牆
[00:05:36.320 --> 00:05:41.640]  把墨紙收在瘡裡,把康融不滅的火燒盡了」
[00:05:41.640 --> 00:05:45.360]  《馬太福音》三章十二節提過「播機」
[00:05:45.360 --> 00:05:51.000]  「他手裡拿著播機」這個「播機」是指主耶穌
[00:05:51.000 --> 00:06:00.800]  揚正什麼叫揚正呢?就是墨紙有墨紙的殼
[00:06:00.800 --> 00:06:07.920]  他研磨了之後,殼脫落了,離開了墨紙的肉
[00:06:07.920 --> 00:06:12.000]  但是碎著碎著,怎樣分開它呢?
[00:06:12.000 --> 00:06:15.280]  逐粒撿起來,很難的
[00:06:15.280 --> 00:06:20.040]  於是他們就揚正,揚正就是在播機裡拋起
[00:06:20.040 --> 00:06:28.000]  讓殼輕,掉得慢一點,於是可以掉到地上
[00:06:28.000 --> 00:06:32.560]  最好就是有風,大風拋高一點
[00:06:32.560 --> 00:06:39.920]  風就會將殼吹軟掉到地上,容易分開一點
[00:06:39.920 --> 00:06:44.600]  然後就將墨紙在播機裡收起來
[00:06:44.600 --> 00:06:54.600]  把殼拿去燒,燒就是用來做燃料的
[00:06:54.600 --> 00:07:00.800]  這是中國式或越南式,我看過沒有越南式
[00:07:00.800 --> 00:07:03.560]  「拿著播機,要揚正他的牆」
[00:07:03.560 --> 00:07:06.880]  這個「揚」就是揚起,拋起
[00:07:06.880 --> 00:07:12.600]  拋起的話,輕的殼就不會掉下來
[00:07:12.600 --> 00:07:16.760]  肉就不會掉下來,一拋起就拿開了
[00:07:16.760 --> 00:07:19.840]  殼就掉到地上了,很多時候是這樣的
[00:07:19.840 --> 00:07:24.960]  這個「播機」就是另一種圓形的,是中國式的
[00:07:24.960 --> 00:07:30.560]  而猶太人或以色列人用的「播機」就不是這樣的
[00:07:30.560 --> 00:07:34.000]  就像一個垃圾鏟,有病的
[00:07:34.000 --> 00:07:39.320]  鏟起就拋,鏟起就向上拋
[00:07:39.320 --> 00:07:43.840]  有些風吹走那些殼
[00:07:43.840 --> 00:07:47.040]  路德就在他腳下躺到天亮
[00:07:47.040 --> 00:07:50.560]  人給錢不認得的時候,他們就走了
[00:07:50.560 --> 00:07:53.360]  不要讓人知道有女子來過
[00:07:53.360 --> 00:07:58.520]  然後,波亞斯第十五節又對路德說了
[00:07:58.520 --> 00:07:59.440]  今天講的第一點
[00:07:59.440 --> 00:08:03.600]  第一,打開你所披的外衣
[00:08:03.600 --> 00:08:09.360]  他打開了,波亞斯就脫了六撥機大襪
[00:08:09.360 --> 00:08:14.560]  幫他剛在肩上,他便進食去了
[00:08:14.560 --> 00:08:19.320]  第一點,波亞斯除了聽到之後
[00:08:19.320 --> 00:08:26.000]  好,我就贖你親屬的地
[00:08:26.000 --> 00:08:29.440]  即是拿俄米丈夫的地
[00:08:29.440 --> 00:08:32.440]  然後我都會娶你
[00:08:32.440 --> 00:08:36.080]  我會做這件事,我會明天去辦
[00:08:36.080 --> 00:08:39.560]  現在你先睡覺,到明天一早你就走
[00:08:39.560 --> 00:08:43.600]  一早起床,趁沒有人認得的時候,就起床走了
[00:08:43.600 --> 00:08:47.000]  臨走,波亞斯對路德說
[00:08:47.000 --> 00:08:49.800]  打開你所披的外衣
[00:08:49.800 --> 00:08:52.440]  他穿著一件內衣
[00:08:52.440 --> 00:09:01.680]  內衣有圓領,長袖,上下五吋,是一件衣服
[00:09:01.680 --> 00:09:07.080]  外衣是厚身一點,披在外面,或者綁著
[00:09:07.080 --> 00:09:11.840]  外衣要自己當皮襟,或者當墊褥
[00:09:11.840 --> 00:09:17.480]  打開你所披的外衣,穿著一件禦寒的衣服
[00:09:17.480 --> 00:09:19.520]  打開了,為什麼呢?
[00:09:19.520 --> 00:09:28.040]  原因是波亞斯脫了,即是剷起了六撥機的大襪
[00:09:28.040 --> 00:09:31.240]  讓他用衣服包著
[00:09:31.240 --> 00:09:34.040]  這裡叫他脫衣服不要誤會
[00:09:34.040 --> 00:09:38.600]  你打開你所披的外衣,就是你用你的衣服
[00:09:38.600 --> 00:09:43.040]  我把墨紙放進去,讓你包著它,拿走
[00:09:43.040 --> 00:09:49.640]  而且六撥機的大襪很重,於是他就幫他拿好
[00:09:49.640 --> 00:09:54.080]  疊在肩膀上,整地都是墨紙,不知道怎麼辦
[00:09:54.080 --> 00:09:59.520]  就幫他抬上肩,他就回到城裡
[00:09:59.520 --> 00:10:07.120]  「路德回到婆婆那裡,婆婆說:女兒啊,怎麼樣了?
[00:10:07.120 --> 00:10:11.840]  路德就將那人向他所行的述說了一遍」
[00:10:11.840 --> 00:10:18.920]  這裡開始講婆婆,熟了很多
[00:10:18.920 --> 00:10:25.080]  用的字眼親切了,沒有「路德和拿鵝米說」
[00:10:25.080 --> 00:10:29.880]  是「路德和婆婆說」,婆婆又怎樣說呢?
[00:10:29.880 --> 00:10:39.240]  「那人給了我六撥機大襪,對我說:你不可空手回去見你的婆婆」
[00:10:39.240 --> 00:10:43.280]  沒有提名,婆婆已經很熟了,已經關係了
[00:10:43.280 --> 00:10:48.440]  這是第二點想跟大家講的,「不可空手回去見你的婆婆」
[00:10:48.440 --> 00:10:52.960]  這麼有趣,早點回去吧,這樣就算了
[00:10:52.960 --> 00:11:01.360]  為什麼要給這麼重這麼多的墨紙,用衣服包著拿回家呢?
[00:11:01.360 --> 00:11:06.720]  剛在肩上,這樣才拿到很多,為什麼要這樣?
[00:11:06.720 --> 00:11:14.080]  「不可空手回去見你的婆婆」,其實這是一個隱喻或暗喻
[00:11:14.080 --> 00:11:23.280]  其實我都沒有什麼給你了,我給你一些墨紙回去,又不是聘金
[00:11:23.280 --> 00:11:27.640]  又不是禮金,你拿些東西回去給你婆婆吧
[00:11:27.640 --> 00:11:37.080]  做點心意,而不是只說,「你拿回去吧,不可空手回去見你的婆婆」
[00:11:37.080 --> 00:11:45.520]  她沒有這樣聊天,早點回來就算了,但她是「不可空手回去見你的婆婆」
[00:11:45.520 --> 00:11:54.520]  都是有些東西拿回去,有一個感受,接受了這件事,給了一些禮物
[00:11:54.520 --> 00:12:01.720]  波克斯奇是很細心的,婆婆說「女兒,這樣就行了」
[00:12:01.720 --> 00:12:08.560]  第三點要說,「你只管安坐等候看這事怎樣成就吧」
[00:12:08.560 --> 00:12:13.120]  「因為那人今天不辦成這事,他是不會休息的」
[00:12:13.120 --> 00:12:21.960]  娜娜米真有趣,好像做了這麼多功課,好像很認識波克斯
[00:12:21.960 --> 00:12:30.720]  其實她是見不到他的,可能她是到處打聽,知道波克斯為人很真誠
[00:12:30.720 --> 00:12:42.280]  有義氣,遵守神的律例,很敬虔,是個好人,又很有錢,又很好,又仁慈
[00:12:42.280 --> 00:12:50.680]  她知道他辦事很有意志力,要辦的事他一定辦得到
[00:12:50.680 --> 00:13:01.880]  她說「這樣就好了,他讓你回來又不讓人知道,又沒有當場大叫趕你走,然後答應你我會做這件事,我會贖你們」
[00:13:01.880 --> 00:13:16.760]  「然後你拿來給我做個心意,做個禮物,不要空手回來見我,這件事一定成的,你儘管安心,安坐等候」
[00:13:16.760 --> 00:13:24.360]  「是不是不用出去撿了?」「不是,安坐等候是指你休息一下,你安心等這件事」
[00:13:24.360 --> 00:13:32.880]  「哎呀,糟了,不知道行不行,不知道他會不會反口食言,不知道這件事有沒有阻滯,不知道什麼」
[00:13:32.880 --> 00:13:39.560]  我們很多時候去到這些位置就會有很多疑惑,心大心細,心大心細,失眠了
[00:13:39.560 --> 00:13:53.680]  其實不用,女兒,只管安坐等候,等候其實是等菠蘿絲等上帝做事,看這件事怎樣成就
[00:13:53.680 --> 00:14:07.120]  因為只管安坐等候,是因為她知道那人今天不成就這事,她是不會休息的,她一定會做得好的
[00:14:07.120 --> 00:14:17.440]  你要知道,今天辦不成怎麼辦?找不到他做不成怎麼辦?辦事的事有時候手續還沒辦好,那不睡覺?
[00:14:17.440 --> 00:14:26.800]  不是,這句話的意思是她一定會馬上做的,今天是指那個人應該很快就會去處理這件事
[00:14:26.800 --> 00:14:37.040]  如果她還沒處理好,她是不會算數的,去辦一下手續先,沒有人,算了,丟下她先,她不會
[00:14:37.040 --> 00:14:43.560]  她是必不休息的,不會就這樣算的,不會放下
[00:14:43.560 --> 00:14:51.880]  今天跟大家說到這裡,不過在這件事上順帶一提一下
[00:14:51.880 --> 00:15:02.480]  路德記很多時候人們都會用來做一個屬靈上的類比,或者去對比的,是什麼呢?
[00:15:02.480 --> 00:15:21.080]  就是我們和主耶穌和天父的關係,當然波亞斯就是象徵主耶穌,如果你要屬靈地在Devotional的解釋,波亞斯象徵主耶穌
[00:15:21.080 --> 00:15:30.800]  路德象徵誰呢?路德當然是象徵我們,本來是一個外邦人,都不能入流的,不是選民
[00:15:30.800 --> 00:15:50.640]  不過是因為有這個波亞斯主耶穌,他去盡他的義務,他愛我,救我,幫助我,贖我,娶我,因此我才能夠成就
[00:15:50.640 --> 00:16:11.040]  我不知道行不行救,很多基督徒會懷疑自己行不行救,不知道是不是真的行救,我洗禮,洗禮一定行,洗禮證也有,洗禮證證明我洗禮,是不是一定得到永生,是行的,但不知道
[00:16:11.040 --> 00:16:23.920]  譬如我聽到很多天主教徒都行救,不過他們不清楚自己行不行救,因為他們要做很多事情,要做很多功德,要做一些事情幫助自己獲得救恩
[00:16:23.920 --> 00:16:41.040]  所以他們經常要求,不過其實不用擔心,你只管靜坐安坐等候,上帝為你預備的救恩是一定行的,這件事你要交託給主耶穌,看這件事怎樣成就
[00:16:41.040 --> 00:16:58.480]  所以無論救恩或者我們日常遇到的事情,你都交託給主耶穌,只管安坐等候主,這件事必定成就,因為我們的主,祂一定會為我們做成一些事,做不好祂不會就這樣算數的,不會丟下的,放心
[00:16:58.480 --> 00:17:07.920]  特別在得救上,主耶穌是必定成全,祂既然愛世上的人,就愛他們到底,所以你放心
[00:17:07.920 --> 00:17:32.080]  波亞斯是象徵主耶穌,而路德是象徵我們信徒,那納瓦米象徵誰呢?納瓦米很多解釋是象徵聖靈,一路帶領我們行人生的路,然後教我們怎樣做怎樣做,你去那裡就怎樣進去,用少許被冚自己,然後說些什麼
[00:17:32.080 --> 00:17:57.040]  我打聽到波亞斯是我們最親的親屬,他會幫我們,這個納瓦米就象徵聖靈,波亞斯就象徵屬靈地,寓意地解釋,象徵主耶穌,而路德就是我們,就是這個關係,只管這樣做,看回上面
[00:17:57.040 --> 00:18:25.040]  打開你所披的外衣,神要將禮物送給我們,所以你要先打開心門接受,接受主的恩典救贖,然後就來到,不可以空手去見你的婆婆,就指到我們做基督徒在世上都要努力侍奉,將來見主不要空手去見神
[00:18:25.040 --> 00:18:47.520]  然後第三,安靜地安坐等候神的工作,無論救贖與其他我們人生所遇的事情,因為神會因為我們的主耶穌帶領我們的,今天跟大家講到這裡,就講一個路德紀重要的屬靈的類比意義,我們一起禱告
[00:18:47.520 --> 00:19:17.440]  求主幫助我們,我們一路看下去的時候,見到路德記,記載了你的手在背後工作,看到人與人之間可以很美好地相處,看到波亞斯是真的愛路德,路德又很敬重他,路德又很敬重忠誠於他的婆婆
[00:19:17.440 --> 00:19:39.840]  見到整件事,路德記是很美麗的,多謝你,就算在屬靈上意義去解釋波亞斯就是類比主耶穌,拿訛米類比聖靈,我們只不過是路德一個愛邦女子,不被自立,但是竟然被閱立,我們看到這些都是你的恩典
[00:19:39.840 --> 00:20:04.960]  希望我們更加熟悉路德記,欣賞到當中你的預備,知道你的信實,知道你好像波亞斯一樣,是這麼慈愛的對路德,多謝主,多謝你的愛,讓我們都可以在路德記感受到,讚美你,願你得到榮耀,禱告奉耶穌名求,阿們
