
[00:00:00.000 --> 00:00:02.000]  摩西生命中的女子
[00:04:36.800 --> 00:04:38.800]  生養眾多並且繁茂
[00:04:38.800 --> 00:04:40.800]  極其強盛滿了那地
[00:04:40.800 --> 00:04:42.800]  結果怎麼樣
[00:04:42.800 --> 00:04:44.800]  那埃及人就嫉妒他們
[00:04:44.800 --> 00:04:48.800]  就苦待他們
[00:04:48.800 --> 00:04:50.800]  叫他們做苦工
[00:04:50.800 --> 00:04:52.800]  結果就是以色列人
[00:04:52.800 --> 00:04:54.800]  就開始苦勤
[00:04:54.800 --> 00:04:56.800]  就開始訴苦
[00:04:56.800 --> 00:04:58.800]  就開始苦苦哀求
[00:04:58.800 --> 00:05:00.800]  就開始向神禱告
[00:05:00.800 --> 00:05:02.800]  百姓受到苦
[00:05:02.800 --> 00:05:04.800]  各位
[00:05:04.800 --> 00:05:06.800]  我們有沒有想過
[00:05:06.800 --> 00:05:08.800]  屬神的人也會痛苦
[00:05:10.800 --> 00:05:12.800]  人生苦短
[00:05:12.800 --> 00:05:14.800]  是不是
[00:05:14.800 --> 00:05:16.800]  但是我們的受苦
[00:05:16.800 --> 00:05:18.800]  我們的苦短
[00:05:18.800 --> 00:05:20.800]  跟世界上人的受苦苦短有什麼不一樣嗎
[00:05:20.800 --> 00:05:22.800]  不一樣
[00:05:22.800 --> 00:05:24.800]  我們屬神的人
[00:05:24.800 --> 00:05:26.800]  即使是
[00:05:26.800 --> 00:05:28.800]  晚上
[00:05:28.800 --> 00:05:30.800]  一九歲有哭泣
[00:05:30.800 --> 00:05:32.800]  早晨必歡呼
[00:05:32.800 --> 00:05:34.800]  早晨必歡呼收割
[00:05:34.800 --> 00:05:36.800]  我們有盼望
[00:05:36.800 --> 00:05:38.800]  是不是
[00:05:38.800 --> 00:05:40.800]  我們知道
[00:05:40.800 --> 00:05:42.800]  我們晚上睡覺有再傷心的事情
[00:05:42.800 --> 00:05:44.800]  甚至一撕了枕頭
[00:05:44.800 --> 00:05:46.800]  甚至像大胃王說的
[00:05:46.800 --> 00:05:48.800]  那個床墊都飄起來了
[00:05:48.800 --> 00:05:50.800]  哭成這麼多
[00:05:50.800 --> 00:05:52.800]  但是早上
[00:05:52.800 --> 00:05:54.800]  神又讓我們看到
[00:05:54.800 --> 00:05:56.800]  燦爛的陽光
[00:05:56.800 --> 00:05:58.800]  呼吸到新鮮的空氣
[00:05:58.800 --> 00:06:00.800]  聞到
[00:06:00.800 --> 00:06:02.800]  花香
[00:06:02.800 --> 00:06:04.800]  聽到鳥語
[00:06:04.800 --> 00:06:06.800]  神又讓我們做功得喜
[00:06:06.800 --> 00:06:08.800]  讓我們一路有光亮
[00:06:08.800 --> 00:06:10.800]  這是我們的盼望
[00:06:10.800 --> 00:06:12.800]  所以我們又
[00:06:12.800 --> 00:06:14.800]  一天有一天的恩典
[00:06:14.800 --> 00:06:16.800]  新鮮的瑪拿
[00:06:16.800 --> 00:06:18.800]  又再一次來到我們
[00:06:18.800 --> 00:06:20.800]  所以
[00:06:20.800 --> 00:06:26.800]  當
[00:06:26.800 --> 00:06:28.800]  百姓呼求訴苦
[00:06:28.800 --> 00:06:30.800]  求告也合法
[00:06:30.800 --> 00:06:32.800]  神
[00:06:32.800 --> 00:06:34.800]  就開始找對象了
[00:06:34.800 --> 00:06:36.800]  是不是
[00:06:36.800 --> 00:06:38.800]  那麼神可能找方大哥了
[00:06:38.800 --> 00:06:40.800]  是不是
[00:06:40.800 --> 00:06:42.800]  神可能找
[00:06:42.800 --> 00:06:44.800]  Hinani
[00:06:44.800 --> 00:06:46.800]  你說我在這裡
[00:06:46.800 --> 00:06:48.800]  就好像
[00:06:48.800 --> 00:06:50.800]  以賽亞先知說的
[00:06:50.800 --> 00:06:52.800]  當這個
[00:06:52.800 --> 00:06:54.800]  神跟他說
[00:06:54.800 --> 00:06:56.800]  我能猜拳誰呢
[00:06:56.800 --> 00:06:58.800]  Hinani我在這裡
[00:06:58.800 --> 00:07:00.800]  請猜拳我
[00:07:00.800 --> 00:07:02.800]  神就來找人了
[00:07:02.800 --> 00:07:04.800]  神找的不一定是最好的
[00:07:04.800 --> 00:07:06.800]  各位
[00:07:06.800 --> 00:07:08.800]  或許是
[00:07:08.800 --> 00:07:10.800]  就好像我們在祭壇上面
[00:07:10.800 --> 00:07:12.800]  你看到沒有
[00:07:12.800 --> 00:07:14.800]  祭壇上面從來沒有獅熊虎豹
[00:07:14.800 --> 00:07:16.800]  是不是
[00:07:16.800 --> 00:07:18.800]  祭壇上面都是
[00:07:18.800 --> 00:07:20.800]  搬酒除歌
[00:07:20.800 --> 00:07:22.800]  還有
[00:07:22.800 --> 00:07:24.800]  無助的娘
[00:07:24.800 --> 00:07:26.800]  是不是
[00:07:26.800 --> 00:07:28.800]  這是神擺在祭壇上
[00:07:28.800 --> 00:07:30.800]  神要用的人
[00:07:30.800 --> 00:07:32.800]  如果你認為你自己很行的話
[00:07:32.800 --> 00:07:34.800]  不好意思
[00:07:34.800 --> 00:07:36.800]  神可能就不用你了
[00:07:36.800 --> 00:07:38.800]  你行嘛好啦隨你去啦
[00:07:38.800 --> 00:07:40.800]  但是你記得嗎
[00:07:40.800 --> 00:07:42.800]  當神來找摩西的時候
[00:07:42.800 --> 00:07:44.800]  摩西說哎呀我奔口濁舌
[00:07:44.800 --> 00:07:46.800]  對不對
[00:07:46.800 --> 00:07:48.800]  神來找就是這種人
[00:07:48.800 --> 00:07:50.800]  但是你也不要太過謙虛了好不好
[00:07:50.800 --> 00:07:52.800]  不管怎麼樣
[00:07:52.800 --> 00:07:54.800]  神就讓
[00:07:54.800 --> 00:07:56.800]  這個人出生
[00:07:58.800 --> 00:08:00.800]  那麼當他睜開眼看到
[00:08:00.800 --> 00:08:02.800]  就是兩個
[00:08:02.800 --> 00:08:04.800]  收生婆嘛
[00:08:04.800 --> 00:08:06.800]  他最先接觸到的是兩個收生婆
[00:08:06.800 --> 00:08:08.800]  這兩個收生婆呢
[00:08:08.800 --> 00:08:10.800]  在當時的
[00:08:10.800 --> 00:08:12.800]  收生婆今天叫什麼
[00:08:12.800 --> 00:08:16.800]  產婆
[00:08:16.800 --> 00:08:18.800]  是不是
[00:08:18.800 --> 00:08:20.800]  那麼在當時地位
[00:08:20.800 --> 00:08:22.800]  是非常低下的
[00:08:22.800 --> 00:08:24.800]  今天可是婦產科醫生啊
[00:08:24.800 --> 00:08:26.800]  那是很地位很崇高
[00:08:26.800 --> 00:08:28.800]  但是在那個時候
[00:08:28.800 --> 00:08:30.800]  地位很低下
[00:08:30.800 --> 00:08:32.800]  常常是孤獨終身
[00:08:32.800 --> 00:08:34.800]  接生的
[00:08:34.800 --> 00:08:36.800]  都是別人的孩子
[00:08:36.800 --> 00:08:38.800]  因為地位低下
[00:08:38.800 --> 00:08:40.800]  因為看不起他們嘛
[00:08:40.800 --> 00:08:42.800]  做一些
[00:08:42.800 --> 00:08:44.800]  骯髒工作嘛
[00:08:44.800 --> 00:08:46.800]  猶太人很怕骯髒的
[00:08:46.800 --> 00:08:48.800]  你知道那個什麼
[00:08:48.800 --> 00:08:50.800]  我們前段時間
[00:08:50.800 --> 00:08:52.800]  最近才在學
[00:08:52.800 --> 00:08:54.800]  從利威記到希伯來書不是講嗎
[00:08:54.800 --> 00:08:56.800]  這個
[00:08:56.800 --> 00:08:58.800]  一下子就不潔淨要七天啊
[00:08:58.800 --> 00:09:00.800]  又這個
[00:09:00.800 --> 00:09:02.800]  大姨媽來了又要不潔淨啊
[00:09:02.800 --> 00:09:04.800]  又要怎麼樣呢
[00:09:04.800 --> 00:09:06.800]  又要怎麼樣呢
[00:09:06.800 --> 00:09:08.800]  或者是血漏或什麼
[00:09:08.800 --> 00:09:10.800]  都是不潔淨的
[00:09:10.800 --> 00:09:12.800]  而你去看路加福音
[00:09:12.800 --> 00:09:14.800]  你就會發現
[00:09:14.800 --> 00:09:16.800]  猶太人看外邦人
[00:09:16.800 --> 00:09:18.800]  通通是不潔淨的
[00:09:18.800 --> 00:09:20.800]  哇 直到使徒行傳
[00:09:20.800 --> 00:09:22.800]  才整個改過來
[00:09:22.800 --> 00:09:24.800]  當彼得看到
[00:09:24.800 --> 00:09:26.800]  那個異象
[00:09:26.800 --> 00:09:28.800]  在蕭皮匠家的大部的異象
[00:09:28.800 --> 00:09:30.800]  他說喔原來神造的
[00:09:30.800 --> 00:09:32.800]  都是好的
[00:09:32.800 --> 00:09:34.800]  這就是我們這個
[00:09:34.800 --> 00:09:36.800]  從利威記到希伯來書
[00:09:36.800 --> 00:09:38.800]  完了之後已經快要完了
[00:09:38.800 --> 00:09:40.800]  我們就要學
[00:09:40.800 --> 00:09:42.800]  從路加福音到使徒行傳
[00:09:42.800 --> 00:09:44.800]  這都是路加醫生做的
[00:09:44.800 --> 00:09:46.800]  好的
[00:09:46.800 --> 00:09:48.800]  所以
[00:09:48.800 --> 00:09:50.800]  這收生婆的地位
[00:09:50.800 --> 00:09:52.800]  低下
[00:09:52.800 --> 00:09:54.800]  常常是孤獨終生的
[00:09:54.800 --> 00:09:56.800]  那個時候因為
[00:09:56.800 --> 00:09:58.800]  猶太人人多了
[00:09:58.800 --> 00:10:00.800]  法老就下了一個命令說
[00:10:00.800 --> 00:10:02.800]  所有的男嬰全部生出來
[00:10:02.800 --> 00:10:04.800]  你們就把他殺了
[00:10:04.800 --> 00:10:06.800]  殺死掉
[00:10:06.800 --> 00:10:08.800]  不要讓他們存活
[00:10:08.800 --> 00:10:10.800]  因為嫉妒嘛
[00:10:10.800 --> 00:10:12.800]  是不是
[00:10:12.800 --> 00:10:14.800]  那麼所以法老盯得很緊
[00:10:14.800 --> 00:10:16.800]  這兩個收生婆呢
[00:10:16.800 --> 00:10:18.800]  她是猶太的婦女
[00:10:18.800 --> 00:10:20.800]  猶太的收生婆
[00:10:20.800 --> 00:10:22.800]  Hebrew midwife
[00:10:22.800 --> 00:10:24.800]  但是根據史學家約瑟夫講
[00:10:24.800 --> 00:10:26.800]  Joseph他說
[00:10:26.800 --> 00:10:28.800]  有可能是
[00:10:28.800 --> 00:10:30.800]  埃及人
[00:10:30.800 --> 00:10:32.800]  也有可能是埃及人
[00:10:32.800 --> 00:10:34.800]  因為法老王不見得
[00:10:34.800 --> 00:10:36.800]  信得過這些猶太人
[00:10:36.800 --> 00:10:38.800]  猶太人的收生婆
[00:10:38.800 --> 00:10:40.800]  搞不好會做鬼
[00:10:40.800 --> 00:10:42.800]  做假
[00:10:42.800 --> 00:10:44.800]  但是不管怎麼樣
[00:10:44.800 --> 00:10:46.800]  按照他們的名字確實是
[00:10:46.800 --> 00:10:48.800]  猶太婦女
[00:10:48.800 --> 00:10:50.800]  好的
[00:10:50.800 --> 00:10:52.800]  但是他們敬畏神
[00:10:52.800 --> 00:10:54.800]  尊主為大
[00:10:54.800 --> 00:10:56.800]  所以上有正令下有
[00:10:56.800 --> 00:10:58.800]  怎麼講
[00:10:58.800 --> 00:11:00.800]  下有對策
[00:11:00.800 --> 00:11:02.800]  所以他們就常常
[00:11:02.800 --> 00:11:04.800]  也讓這個小孩子活下來
[00:11:04.800 --> 00:11:06.800]  結果上面就告知一下
[00:11:06.800 --> 00:11:08.800]  哎呀你不知道啊
[00:11:08.800 --> 00:11:10.800]  猶太婦女身體健壯
[00:11:10.800 --> 00:11:12.800]  生小孩嘩啦一下就下來了
[00:11:12.800 --> 00:11:14.800]  是不是
[00:11:14.800 --> 00:11:16.800]  沒有說什麼難產了
[00:11:16.800 --> 00:11:18.800]  8個小時16個小時破腹了
[00:11:18.800 --> 00:11:20.800]  一下子就下來了
[00:11:20.800 --> 00:11:22.800]  真的是
[00:11:22.800 --> 00:11:24.800]  他們敬畏神尊主為大
[00:11:24.800 --> 00:11:26.800]  神就賜福給他們
[00:11:26.800 --> 00:11:28.800]  你們知道嗎
[00:11:28.800 --> 00:11:30.800]  我們要神賜福啊
[00:11:30.800 --> 00:11:32.800]  敬畏神
[00:11:32.800 --> 00:11:34.800]  尊主為大
[00:11:34.800 --> 00:11:36.800]  你想想看
[00:11:36.800 --> 00:11:38.800]  一個是上有正策你下有對策
[00:11:38.800 --> 00:11:40.800]  你甚至於
[00:11:40.800 --> 00:11:42.800]  這個
[00:11:42.800 --> 00:11:44.800]  上君令
[00:11:44.800 --> 00:11:46.800]  當他與神的旨意
[00:11:46.800 --> 00:11:48.800]  不相符合的時候
[00:11:48.800 --> 00:11:50.800]  所以為什麼我們會說
[00:11:50.800 --> 00:11:52.800]  基督徒是跟這個世界有隔閡的
[00:11:52.800 --> 00:11:54.800]  不被這個世界
[00:11:54.800 --> 00:11:56.800]  甚至於世人會厭棄我們的
[00:11:56.800 --> 00:11:58.800]  越來越會看得出來
[00:11:58.800 --> 00:12:00.800]  當世界越來越走向末日的時候
[00:12:00.800 --> 00:12:02.800]  我們會受到迫害
[00:12:02.800 --> 00:12:04.800]  但是我們有
[00:12:04.800 --> 00:12:06.800]  盼望我們有神的
[00:12:06.800 --> 00:12:08.800]  當神
[00:12:08.800 --> 00:12:10.800]  神跟你站隊的時候
[00:12:10.800 --> 00:12:12.800]  擋都擋不住
[00:12:12.800 --> 00:12:14.800]  進都進不了
[00:12:14.800 --> 00:12:16.800]  誰也害不了你
[00:12:16.800 --> 00:12:18.800]  這個法老王也拿他們
[00:12:18.800 --> 00:12:20.800]  無可奈何
[00:12:20.800 --> 00:12:22.800]  是不是
[00:12:22.800 --> 00:12:24.800]  各位
[00:12:24.800 --> 00:12:26.800]  我相信
[00:12:26.800 --> 00:12:28.800]  因為聖經只講了這兩個人
[00:12:28.800 --> 00:12:30.800]  我相信有別的孩子
[00:12:30.800 --> 00:12:32.800]  可能就生下來就被殺了
[00:12:32.800 --> 00:12:34.800]  有可能
[00:12:34.800 --> 00:12:36.800]  所以聖經特別講這兩個孩子
[00:12:36.800 --> 00:12:38.800]  為什麼這兩個孩子
[00:12:38.800 --> 00:12:40.800]  別的人他都殺
[00:12:40.800 --> 00:12:42.800]  但是到了摩西的時候
[00:12:42.800 --> 00:12:44.800]  生出來的時候
[00:12:44.800 --> 00:12:46.800]  他們下不了手
[00:12:46.800 --> 00:12:48.800]  是不是
[00:12:48.800 --> 00:12:50.800]  神的意思
[00:12:50.800 --> 00:12:52.800]  叫他們不可以動
[00:12:52.800 --> 00:12:54.800]  說不定
[00:12:54.800 --> 00:12:56.800]  所以
[00:12:56.800 --> 00:12:58.800]  這個小孩
[00:12:58.800 --> 00:13:00.800]  就沉流下來了
[00:13:00.800 --> 00:13:02.800]  各位我記得以前我們
[00:13:02.800 --> 00:13:04.800]  有一陣子
[00:13:04.800 --> 00:13:06.800]  國內有這種計劃生育
[00:13:06.800 --> 00:13:08.800]  一家生育
[00:13:08.800 --> 00:13:10.800]  我有一次在外面講到
[00:13:10.800 --> 00:13:12.800]  我就講到這個
[00:13:12.800 --> 00:13:14.800]  那個題目叫
[00:13:14.800 --> 00:13:16.800]  敬畏神的收生婆
[00:13:16.800 --> 00:13:20.800]  就講到這個故事
[00:13:20.800 --> 00:13:22.800]  那後面一個姐妹就
[00:13:22.800 --> 00:13:24.800]  開始七七焉
[00:13:24.800 --> 00:13:26.800]  我就知道有點不對
[00:13:26.800 --> 00:13:28.800]  後來講完了
[00:13:28.800 --> 00:13:30.800]  我就跟她聊
[00:13:30.800 --> 00:13:32.800]  她說牧師你幫我禱告
[00:13:32.800 --> 00:13:34.800]  我說怎麼回事
[00:13:34.800 --> 00:13:36.800]  我就是計劃生育的時候
[00:13:36.800 --> 00:13:38.800]  那個大
[00:13:38.800 --> 00:13:40.800]  打不下來的
[00:13:40.800 --> 00:13:42.800]  那個吃藥
[00:13:42.800 --> 00:13:44.800]  用盡的方法
[00:13:44.800 --> 00:13:46.800]  他就是打不下來
[00:13:46.800 --> 00:13:48.800]  結果生出來一生受到歧視
[00:13:48.800 --> 00:13:50.800]  連戶口都沒有
[00:13:50.800 --> 00:13:52.800]  黑戶
[00:13:52.800 --> 00:13:54.800]  她說她從小都好像是
[00:13:54.800 --> 00:13:56.800]  累贅多餘的
[00:13:56.800 --> 00:13:58.800]  她說心裡面
[00:13:58.800 --> 00:14:00.800]  受到許多壓抑
[00:14:00.800 --> 00:14:02.800]  但是當我認識了神
[00:14:02.800 --> 00:14:04.800]  我甚至於還留美了
[00:14:04.800 --> 00:14:06.800]  出國了
[00:14:06.800 --> 00:14:08.800]  等等
[00:14:08.800 --> 00:14:10.800]  我為她做釋放禱告
[00:14:10.800 --> 00:14:12.800]  她心裡面得了安慰
[00:14:12.800 --> 00:14:14.800]  我們知道了
[00:14:14.800 --> 00:14:16.800]  這個新生的孩子
[00:14:16.800 --> 00:14:18.800]  真是神賜給我們的
[00:14:18.800 --> 00:14:22.800]  是不是
[00:14:22.800 --> 00:14:24.800]  我們也再一次求神
[00:14:24.800 --> 00:14:26.800]  保守每一個新生的孩子
[00:14:26.800 --> 00:14:30.800]  即使是這個收生婆
[00:14:30.800 --> 00:14:32.800]  她的身份低微
[00:14:32.800 --> 00:14:34.800]  但是她尊重神
[00:14:34.800 --> 00:14:36.800]  敬畏神
[00:14:36.800 --> 00:14:38.800]  尊之為大的時候
[00:14:38.800 --> 00:14:40.800]  甚至於她撒謊
[00:14:40.800 --> 00:14:42.800]  她違背法老王的命令的時候
[00:14:42.800 --> 00:14:46.800]  但是她欠得祝福
[00:14:46.800 --> 00:14:48.800]  其實在一章二十一節
[00:14:48.800 --> 00:14:50.800]  有講到他們兩個
[00:14:50.800 --> 00:14:52.800]  說他們神叫他們成立家世
[00:14:52.800 --> 00:14:56.800]  一般是孤獨到終老的
[00:14:56.800 --> 00:14:58.800]  但是結果神
[00:14:58.800 --> 00:15:00.800]  祝福他們
[00:15:00.800 --> 00:15:02.800]  叫他們成立家世
[00:15:02.800 --> 00:15:04.800]  收生婆說謊
[00:15:04.800 --> 00:15:06.800]  可不可以說謊
[00:15:06.800 --> 00:15:08.800]  我們還特別講到
[00:15:08.800 --> 00:15:10.800]  聖經倫理節
[00:15:10.800 --> 00:15:12.800]  我們還特別裝備訓練
[00:15:12.800 --> 00:15:14.800]  我們講到聖經倫理節
[00:15:14.800 --> 00:15:16.800]  可不可以撒謊
[00:15:16.800 --> 00:15:18.800]  實踐上面說不可以撒謊
[00:15:18.800 --> 00:15:20.800]  可不可以自殺
[00:15:20.800 --> 00:15:22.800]  可不可以安樂死
[00:15:22.800 --> 00:15:24.800]  這些都是聖經倫理節的
[00:15:26.800 --> 00:15:28.800]  收生婆撒謊
[00:15:28.800 --> 00:15:30.800]  但是她是敬畏神
[00:15:30.800 --> 00:15:34.800]  她不是為了要讓自己得什麼好處
[00:15:34.800 --> 00:15:36.800]  或者是
[00:15:36.800 --> 00:15:38.800]  偽過真公
[00:15:38.800 --> 00:15:40.800]  但是她因為是敬畏神
[00:15:40.800 --> 00:15:42.800]  所以她仍然得到賜福
[00:15:42.800 --> 00:15:46.800]  你想想看嘛
[00:15:46.800 --> 00:15:48.800]  二戰的時候有多少人
[00:15:48.800 --> 00:15:50.800]  藏匿了猶太人嗎
[00:15:50.800 --> 00:15:52.800]  違背了納粹的
[00:15:52.800 --> 00:15:54.800]  要趕盡殺絕猶太人的命令
[00:15:54.800 --> 00:15:56.800]  他們藏匿猶太人
[00:15:56.800 --> 00:15:58.800]  是不是
[00:15:58.800 --> 00:16:00.800]  中國以前在二戰的時候
[00:16:00.800 --> 00:16:02.800]  有一個住奧地利還是住哪邊
[00:16:02.800 --> 00:16:04.800]  一個大使館
[00:16:04.800 --> 00:16:06.800]  他就是
[00:16:06.800 --> 00:16:08.800]  給猶太人發簽證
[00:16:08.800 --> 00:16:10.800]  讓他們趕快出去
[00:16:10.800 --> 00:16:12.800]  後來聽說猶太人還保養他們
[00:16:12.800 --> 00:16:14.800]  保養他
[00:16:14.800 --> 00:16:16.800]  發給他一個對猶太人
[00:16:16.800 --> 00:16:18.800]  救護他們的生命
[00:16:18.800 --> 00:16:20.800]  所以
[00:16:20.800 --> 00:16:22.800]  收生婆雖然撒謊
[00:16:22.800 --> 00:16:24.800]  但是她是為神所用
[00:16:24.800 --> 00:16:26.800]  神賜福給她
[00:16:26.800 --> 00:16:28.800]  使他們成立家世
[00:16:28.800 --> 00:16:30.800]  平常我們開車
