
[00:00:00.000 --> 00:00:03.120]  當我們看第十三章的時候
[00:11:33.200 --> 00:11:35.160]  這裡第一件事表達了
[00:11:35.160 --> 00:11:37.000]  你要進入迦南
[00:11:37.000 --> 00:11:41.080]  在當中生存的時候
[00:11:41.080 --> 00:11:44.320]  你需要倚靠上帝
[00:11:44.320 --> 00:11:47.640]  第二 在地勢上來看
[00:11:47.640 --> 00:11:50.080]  雖然迦南的天然資源
[00:11:50.080 --> 00:11:53.280]  相對上是缺乏的
[00:11:53.280 --> 00:11:56.920]  但是卻是一個兵家必爭之地
[00:11:56.920 --> 00:12:00.760]  歷世歷代都是列強去爭奪
[00:12:00.760 --> 00:12:03.680]  也在政治上敏感的地方
[00:12:03.680 --> 00:12:06.920]  所以聖經的地理學家用了一個字
[00:12:06.920 --> 00:12:09.960]  去形容迦南地
[00:12:09.960 --> 00:12:13.200]  這個地方叫做「中間之地」
[00:12:13.200 --> 00:12:14.680]  Land Between
[00:12:14.680 --> 00:12:16.080]  「中間之地」這個地方
[00:12:16.080 --> 00:12:19.920]  為甚麼會這樣取名呢
[00:12:19.920 --> 00:12:21.800]  因為它同時是
[00:12:21.800 --> 00:12:28.960]  搭駐在歐亞非這三大洲的
[00:12:28.960 --> 00:12:33.760]  一個中間樞紐的一個很重要的集中地
[00:12:33.760 --> 00:12:36.640]  下一張看看
[00:12:36.640 --> 00:12:41.760]  這張是在1581年
[00:12:41.760 --> 00:12:43.680]  一張古地圖
[00:12:43.680 --> 00:12:48.520]  將迦南地放在三大洲中間
[00:12:48.520 --> 00:12:54.320]  表達這是當時近東世界一個很重要的地方
[00:12:54.320 --> 00:12:55.680]  這是歐洲
[00:12:55.680 --> 00:12:56.960]  這是亞洲
[00:12:56.960 --> 00:12:59.000]  下面是非洲
[00:12:59.000 --> 00:12:59.600]  就在中間
[00:12:59.600 --> 00:13:04.080]  下一張圖
[00:13:04.080 --> 00:13:07.200]  原來這個中間的地方
[00:13:07.200 --> 00:13:09.920]  雖然可能相對沒有
[00:13:09.920 --> 00:13:14.160]  米索不達米亞和埃及那麼豐裕
[00:13:14.160 --> 00:13:20.960]  但卻是作為在這個中間樞紐的地方
[00:13:20.960 --> 00:13:27.200]  卻是人們通商或者去不同地方
[00:13:27.200 --> 00:13:30.800]  一個往來很頻繁的一個地方
[00:13:30.800 --> 00:13:36.440]  亦都是向不同的地方互通物資
[00:13:36.440 --> 00:13:40.960]  消息一個很重要的必經之路
[00:13:40.960 --> 00:13:45.080]  所以有人再去演繹
[00:13:45.080 --> 00:13:47.960]  這個中間的地方最適合
[00:13:47.960 --> 00:13:50.160]  迦南地最適合來做甚麼呢
[00:13:50.160 --> 00:13:55.880]  就是成為一個向世界宣講說話的一個平台
[00:13:55.880 --> 00:14:01.320]  所以可能是由古代開始到耶穌的時代
[00:14:01.320 --> 00:14:06.280]  都成為了一個向外最方便
[00:14:06.280 --> 00:14:12.280]  來交通和傳達訊息的一個地方
[00:14:12.280 --> 00:14:17.720]  在裏面之所以那麼方便
[00:14:17.720 --> 00:14:26.760]  就是原來在古時已經有一個很發達的交通通道
[00:14:26.760 --> 00:14:32.280]  在裏面基本上最重要就是有一條叫做沿海大道
[00:14:32.280 --> 00:14:34.920]  另外一條叫做君王大道
[00:14:34.920 --> 00:14:36.600]  讓我找找看
[00:14:36.600 --> 00:14:39.960]  這條應該叫做沿海大道
[00:14:39.960 --> 00:14:42.720]  由這裏過去
[00:14:42.720 --> 00:14:49.240]  君王大道是在這裏的地方
[00:14:49.240 --> 00:14:53.640]  還有兩條就是山脊大道和河谷大道
[00:14:53.640 --> 00:14:55.040]  這裏不劃分
[00:14:55.040 --> 00:15:01.840]  大家會見到其實這個交通網絡是非常之頻繁
[00:15:01.840 --> 00:15:05.920]  相對你不會走沙漠
[00:15:05.920 --> 00:15:10.640]  如果你要運送一些物資或與別人聯絡
[00:15:10.640 --> 00:15:13.960]  不同的各大洲等等
[00:15:13.960 --> 00:15:16.600]  好 下一張
[00:15:16.600 --> 00:15:18.000]  這張是甚麼圖呢
[00:15:18.000 --> 00:15:21.680]  就是在網上找到的
[00:15:21.680 --> 00:15:23.600]  是一些小鳥
[00:15:23.600 --> 00:15:26.160]  後鳥遷徙的地圖
[00:15:26.160 --> 00:15:34.760]  會放在以色列航空公司的其中一個位置
[00:15:34.760 --> 00:15:38.840]  就是一些後鳥
[00:15:38.840 --> 00:15:41.920]  就是牠們的遷徙路線
[00:15:41.920 --> 00:15:47.000]  避過了一些不適合的地方
[00:15:47.000 --> 00:15:49.760]  就會經過以色列這大地方
[00:15:49.760 --> 00:16:00.360]  去不同的地方過一些嚴寒的生活
[00:16:00.360 --> 00:16:04.360]  從一個小鳥 一個天然的通道
[00:16:04.360 --> 00:16:06.960]  你都會看見以色列的地方
[00:16:06.960 --> 00:16:10.360]  真是一個很特別的地方
[00:16:10.360 --> 00:16:13.400]  耶利米曾經指責過猶太人
[00:16:13.400 --> 00:16:15.600]  他們這樣說
[00:16:15.600 --> 00:16:21.920]  連空中的灌鳥也知道自己來去的季候
[00:16:21.920 --> 00:16:27.440]  班溝燕子和白鶴也謹守遷移的使領
[00:16:27.440 --> 00:16:31.640]  我的子民卻不曉得耶和華的法則
[00:16:31.640 --> 00:16:36.680]  這是耶利米在《耶利米書》第八章第七節所說
[00:16:36.680 --> 00:16:42.920]  所以上帝要十二個探子上去迦南
[00:16:42.920 --> 00:16:48.440]  大家慢慢去開始去想多一點
[00:16:48.440 --> 00:16:50.240]  看什麼呢
[00:16:50.240 --> 00:16:52.640]  就只是看看有沒有葡萄
[00:16:52.640 --> 00:16:55.240]  種不種得到這麼簡單
[00:16:55.240 --> 00:16:56.520]  有很多東西看
[00:16:56.520 --> 00:17:00.280]  如果從一個這樣的交通網絡
[00:17:00.280 --> 00:17:03.800]  一個這樣的地理位置來說
[00:17:03.800 --> 00:17:05.440]  我們再想多一點
[00:17:05.440 --> 00:17:09.120]  這個不知道我會不會想多了
[00:17:09.120 --> 00:17:13.920]  從一個戰略的位置來看的時候
[00:17:13.920 --> 00:17:18.040]  迦南地也是一個很特殊的戰略位置
[00:17:18.040 --> 00:17:20.960]  除了裏面有迦南七族之外
[00:17:20.960 --> 00:17:24.000]  在迦南這個地方
[00:17:24.000 --> 00:17:27.800]  也是被列強包圍的
[00:17:27.800 --> 00:17:33.560]  因為他的地點比較特別
[00:17:33.560 --> 00:17:36.600]  在南方有埃及
[00:17:36.600 --> 00:17:41.040]  北方 我應該沒有那張圖 下一張是什麼圖
[00:17:41.040 --> 00:17:44.880]  哦 去迦南的地方 不要緊 我照樣說
[00:17:44.880 --> 00:17:46.480]  在南方有埃及
[00:17:46.480 --> 00:17:50.320]  當時北方有一個叫做客人的
[00:17:50.320 --> 00:17:53.440]  一個很大的國家
[00:17:53.440 --> 00:17:57.440]  東方也有阿滿 摩爾 以東這些外敵
[00:17:57.440 --> 00:18:01.640]  包圍著迦南地這個地方
[00:18:01.640 --> 00:18:04.560]  所以迦南地一直成為
[00:18:04.560 --> 00:18:08.760]  不同的國家爭奪的一個很重要的戰略位置
[00:18:08.760 --> 00:18:11.800]  如果你控制了迦南
[00:18:11.800 --> 00:18:19.720]  就差不多你控制了聯絡歐亞非這幾大地方的一些
[00:18:19.720 --> 00:18:24.600]  商貿和經濟的一個命脈 很重要的地方
[00:18:24.600 --> 00:18:27.520]  所以
[00:18:27.520 --> 00:18:33.160]  如果做得好 能夠緊緊的 依靠上
[00:18:33.160 --> 00:18:37.280]  即使在一個這麼小的地方
[00:18:37.280 --> 00:18:42.840]  都可以成為控制著歐亞非這三大洲的一個
[00:18:42.840 --> 00:18:49.320]  很重要的 捏著它 瓶頸這個位置 好像捏著喉嚨一樣
[00:18:49.320 --> 00:18:51.840]  但是一個做得不好
[00:18:51.840 --> 00:18:55.000]  你卻是被周圍的國家
[00:18:55.000 --> 00:18:59.200]  弄到你暈的一個兵家必爭之地
[00:18:59.200 --> 00:19:00.840]  就算
[00:19:00.840 --> 00:19:02.640]  你打仗在哪裡打
[00:19:02.640 --> 00:19:04.360]  當然不要在我家打 是不是
[00:19:04.360 --> 00:19:06.960]  當然在你那裡打 你又不想在你那裡打
[00:19:06.960 --> 00:19:08.480]  那在哪裡打
[00:19:08.480 --> 00:19:11.320]  大家拿這個地方出來打
[00:19:11.320 --> 00:19:14.640]  一個很好打仗的地方
[00:19:14.640 --> 00:19:19.200]  交通又方便 運送物資又方便
[00:19:19.200 --> 00:19:20.480]  你又不想在這裡打
[00:19:20.480 --> 00:19:23.120]  你又不想在自己的地方打
[00:19:23.120 --> 00:19:26.240]  那就在別人中間這個地方出來打
[00:19:26.240 --> 00:19:30.080]  所以戰爭連連
[00:19:30.080 --> 00:19:34.840]  在為什麼 我們去到這個時候仍然要問
[00:19:34.840 --> 00:19:37.040]  為什麼你要入迦南地
[00:19:37.040 --> 00:19:42.040]  迦南地相對來說先天不足 資源又有限
[00:19:42.040 --> 00:19:44.720]  在新粵沃土這個地方
[00:19:44.720 --> 00:19:48.440]  它都算是最差的一個位置
[00:19:48.440 --> 00:19:50.160]  但是為什麼聖經經常說
[00:19:50.160 --> 00:19:53.360]  迦南地是一塊流奶與麥之地
[00:19:53.360 --> 00:19:58.920]  或者是一塊美地 英許之地呢
[00:19:58.920 --> 00:20:03.040]  除了剛才所說的軍事戰略位置
[00:20:03.040 --> 00:20:05.800]  拿捏得好 你就捏住別人
[00:20:05.800 --> 00:20:10.520]  拿捏不好 你就被別人五馬分屍
[00:20:10.520 --> 00:20:14.240]  在那裡給伊斯蘭人要學習的
[00:20:14.240 --> 00:20:18.000]  唯一一樣很重要寶貴的功課就是
[00:20:18.000 --> 00:20:21.360]  在一個這樣的地方你要去生存
[00:20:21.360 --> 00:20:24.160]  你要說 跟從上帝
[00:20:24.160 --> 00:20:26.840]  你有什麼可以依靠
[00:20:26.840 --> 00:20:31.480]  物資又沒有什麼 土地又不貧 雨水又要看天
[00:20:31.480 --> 00:20:37.240]  打仗又要經常內憂外患 是不是
[00:20:37.240 --> 00:20:41.440]  上帝怎麼作弄我
[00:20:41.440 --> 00:20:43.560]  所以當他們一遇困難
[00:20:43.560 --> 00:20:46.280]  說要回到埃及的時候
[00:20:46.280 --> 00:20:49.200]  其實是有跡可尋
[00:20:49.200 --> 00:20:51.600]  相對之下為什麼不回埃及呢
[00:20:51.600 --> 00:20:56.080]  起碼有飯吃
[00:20:56.080 --> 00:21:00.040]  去到加納伊達的地方
[00:21:00.040 --> 00:21:06.320]  就是在當中你只能夠單單靠上帝來生活
[00:21:06.320 --> 00:21:08.400]  就是這麼簡單
[00:21:08.400 --> 00:21:10.840]  基本上可以半個小時內說完
[00:21:10.840 --> 00:21:13.520]  是我經常收到的指示
[00:21:13.520 --> 00:21:15.120]  就是這麼簡單
[00:21:15.120 --> 00:21:18.080]  在這樣的環境下
[00:21:18.080 --> 00:21:21.280]  你可以靠什麼呢
[00:21:21.280 --> 00:21:24.160]  打又不夠人打 人家進去
[00:21:24.160 --> 00:21:26.560]  原來阿瑪利人 加納族人
[00:21:26.560 --> 00:21:29.960]  個個都牛高馬大 又有誠邑
[00:21:29.960 --> 00:21:32.080]  拿什麼跟別人打
[00:21:32.080 --> 00:21:34.720]  等一下會再說一些軍事力量的東西
[00:21:34.720 --> 00:21:40.200]  Anyway 接著第17節至第25節就是
[00:21:40.200 --> 00:21:45.400]  他們進去 進去之後成功去視察了
[00:21:45.400 --> 00:21:47.440]  回到剛才那個地方
[00:21:47.440 --> 00:21:50.440]  不是 剛才那個 下一張下一張
[00:21:50.440 --> 00:21:54.800]  由這裡上 有沒有東西看 再按下去看看
[00:21:54.800 --> 00:21:57.320]  再按 再按 再按
[00:21:57.320 --> 00:22:01.880]  由迦底斯 巴尼亞 上上上上 去到利俠
[00:22:01.880 --> 00:22:03.400]  去到哈瑪口
[00:22:03.400 --> 00:22:05.720]  在聖經那裡告訴你
[00:22:05.720 --> 00:22:07.760]  他即是走遍整個
[00:22:07.760 --> 00:22:10.560]  這個是當時全盛時期的邊界
[00:22:10.560 --> 00:22:12.560]  我們就看這裡
[00:22:12.560 --> 00:22:14.520]  就是告訴你
[00:22:14.520 --> 00:22:17.920]  走遍整個巴勒斯坦地
[00:22:17.920 --> 00:22:20.720]  全盛整個迦南那一帶的地方
[00:22:20.720 --> 00:22:23.160]  然後由上面又下來
[00:22:23.160 --> 00:22:24.760]  用40天的時間
[00:22:24.760 --> 00:22:26.480]  即是你
[00:22:26.480 --> 00:22:29.600]  我香港有個叫做什麼危行者
[00:22:29.600 --> 00:22:33.600]  即是你危行者就這樣叫你走 你行不行
[00:22:33.600 --> 00:22:35.000]  都有些困難 是不是
[00:22:35.000 --> 00:22:38.320]  還要經歷過 即是去到別人的地方
[00:22:38.320 --> 00:22:40.880]  加納族人 瑪利人
[00:22:40.880 --> 00:22:42.640]  即是那些的地方
[00:22:42.640 --> 00:22:45.400]  還要進別人的地方
[00:22:45.400 --> 00:22:47.960]  拿別人的農作物出來
[00:22:47.960 --> 00:22:49.280]  實在
[00:22:49.280 --> 00:22:50.560]  如果今天
[00:22:50.560 --> 00:22:52.640]  要派12個代表
[00:22:52.640 --> 00:22:55.800]  每個團契派一個代表好嗎
[00:22:55.800 --> 00:22:58.120]  天樂舉手 你竟然
[00:22:58.120 --> 00:23:01.440]  OK 好 就派你去
[00:23:01.440 --> 00:23:03.840]  你派什麼人去
[00:23:03.840 --> 00:23:07.360]  全部都是精英來的
[00:23:07.360 --> 00:23:09.360]  這12個人
[00:23:09.360 --> 00:23:11.360]  都平安回來
[00:23:11.360 --> 00:23:14.800]  是顯示他們作為族長的阿頭
[00:23:14.800 --> 00:23:16.440]  之所以為阿頭就是
[00:23:16.440 --> 00:23:19.200]  他們果然是有實力的
[00:23:19.200 --> 00:23:20.360]  OK
[00:23:20.360 --> 00:23:23.600]  相信每一個族長都代表他們的支派背後
[00:23:23.600 --> 00:23:25.800]  即是整個群族
[00:23:25.800 --> 00:23:32.680]  而這12個人可以說是整個入迦南的一個微型的預演
[00:23:32.680 --> 00:23:36.640]  這12個探子他們能夠平安回來
[00:23:36.640 --> 00:23:38.640]  一點都不簡單
[00:23:38.640 --> 00:23:41.480]  除了他們是一個危行者之外
