
[00:00:00.000 --> 00:00:02.860]  各位來賓 主禮和弟兄姊妹平安
[00:06:15.460 --> 00:06:18.400]  所給我們接收的訊息
[00:06:18.400 --> 00:06:19.560]  這個是祢的話語
[00:06:19.560 --> 00:06:20.320]  求祢保守
[00:06:20.320 --> 00:06:22.100]  帶領我們以下的時間
[00:06:22.100 --> 00:06:22.940]  遇上禱告
[00:06:22.940 --> 00:06:23.740]  去奉主耶穌
[00:06:23.740 --> 00:06:24.860]  得聖的面子祈求
[00:06:24.860 --> 00:06:25.940]  阿門
[00:06:28.280 --> 00:06:31.800]  剛才看到第十六章第一節的時候
[00:06:31.800 --> 00:06:32.740]  耶穌說
[00:06:32.740 --> 00:06:35.740]  就已經廢除了素羅了
[00:06:35.740 --> 00:06:38.920]  祂就差遣撒姆爾
[00:06:38.920 --> 00:06:41.380]  你去給我勾勒一個
[00:06:41.380 --> 00:06:43.560]  去合祂心意的人
[00:06:43.560 --> 00:06:45.920]  你就去耶西那裡
[00:06:45.920 --> 00:06:46.760]  去伯利恆城
[00:06:46.760 --> 00:06:48.200]  剛才大家讀過
[00:06:48.200 --> 00:06:51.820]  就去伯利恆城這個地方
[00:06:51.820 --> 00:06:55.400]  去找耶西她當中的子女
[00:06:55.400 --> 00:06:56.700]  這裡沒有提多少個子女
[00:06:56.700 --> 00:06:57.840]  一會兒就會提到了
[00:06:57.840 --> 00:07:00.640]  去接任以色列的王
[00:07:00.640 --> 00:07:03.140]  當時素羅還在當皇帝
[00:07:03.140 --> 00:07:05.980]  那你做撒姆爾那個當然害怕
[00:07:05.980 --> 00:07:08.380]  你在這裡
[00:07:08.380 --> 00:07:10.440]  這些是叛國罪
[00:07:10.440 --> 00:07:11.680]  香港也知道
[00:07:11.680 --> 00:07:13.420]  有些言論
[00:07:13.420 --> 00:07:16.320]  有什麼動靜
[00:07:16.320 --> 00:07:17.460]  就很危險了
[00:07:17.460 --> 00:07:20.300]  被素羅王發現的時候
[00:07:20.300 --> 00:07:21.520]  那怎麼辦呢
[00:07:21.520 --> 00:07:23.400]  事情是辦不到的
[00:07:23.400 --> 00:07:24.700]  撒姆爾就問
[00:07:24.700 --> 00:07:27.400]  我怎麼敢去
[00:07:27.400 --> 00:07:29.600]  如果被素羅聽見
[00:07:29.600 --> 00:07:31.540]  我的命都不行了
[00:07:31.540 --> 00:07:33.940]  連我去接觸的那些人
[00:07:33.940 --> 00:07:36.240]  身邊的人都沒有命的
[00:07:36.240 --> 00:07:37.640]  他就說不如這樣吧
[00:07:37.640 --> 00:07:38.480]  和華祖這樣說
[00:07:38.480 --> 00:07:39.440]  不如你帶一隻牛
[00:07:39.440 --> 00:07:40.640]  讀一隻牛仔
[00:07:40.640 --> 00:07:42.420]  帶一隻牛仔去
[00:07:42.420 --> 00:07:44.740]  說他要去獻祭
[00:07:44.740 --> 00:07:45.580]  這個沒有說謊
[00:07:45.580 --> 00:07:46.260]  真的去獻祭
[00:07:46.260 --> 00:07:48.720]  那個罪魁禍首真的去獻祭
[00:07:48.720 --> 00:07:51.720]  但在途中就帶一隻牛去
[00:07:51.720 --> 00:07:57.160]  去到耶西伯利恆城那個地方
[00:07:57.160 --> 00:08:02.060]  就可以和耶西一家人去吃這個祭肉
[00:08:02.060 --> 00:08:06.100]  他們建制元就可以吃這個祭肉了
[00:08:06.100 --> 00:08:08.000]  撒姆爾就說
[00:08:08.000 --> 00:08:10.440]  撒姆爾就聽話了
[00:08:10.440 --> 00:08:12.140]  第二次就聽話了
[00:08:12.140 --> 00:08:14.380]  他就去到伯利恆城
[00:08:14.380 --> 00:08:15.380]  那裡的長老
[00:08:15.380 --> 00:08:16.880]  嘩 怕不怕
[00:08:16.880 --> 00:08:17.580]  當然怕了
[00:08:17.580 --> 00:08:19.680]  上次剛剛好
[00:08:19.680 --> 00:08:22.420]  對上一起獻祭和素羅獻祭
[00:08:22.420 --> 00:08:25.020]  一劍就殺死了那個阿瑪利廣
[00:08:25.020 --> 00:08:26.060]  是不是 看不看得到
[00:08:26.060 --> 00:08:28.020]  發生完這件事
[00:08:28.020 --> 00:08:29.660]  我不知道之間有多久
[00:08:29.660 --> 00:08:31.200]  沒有提到exactly多久
[00:08:31.200 --> 00:08:32.800]  不過去獻祭
[00:08:32.800 --> 00:08:34.160]  帶一隻牛去獻祭
[00:08:34.160 --> 00:08:37.140]  究竟是獻什麼祭
[00:08:37.140 --> 00:08:38.740]  他就去到那裡
[00:08:38.740 --> 00:08:41.440]  究竟你是來
[00:08:41.440 --> 00:08:43.440]  我們當中是做什麼
[00:08:43.440 --> 00:08:47.380]  他說是來獻祭平安祭
[00:08:47.380 --> 00:08:49.420]  我是來你伯利恆城
[00:08:49.420 --> 00:08:50.340]  和你這班人
[00:08:50.340 --> 00:08:52.420]  我們現在去耶西那裡
[00:08:52.420 --> 00:08:54.280]  你這班長老不用擔心
[00:08:54.280 --> 00:08:55.780]  我們不是來這裡
[00:08:55.780 --> 00:08:58.820]  有什麼來施行審判
[00:08:58.820 --> 00:09:00.860]  不是 不是來施行審判
[00:09:00.860 --> 00:09:03.260]  是來獻一個平安祭
[00:09:03.260 --> 00:09:04.260]  經文提到
[00:09:04.260 --> 00:09:07.160]  我們說你們就要自結
[00:09:07.160 --> 00:09:09.340]  要自結 接著就獻祭
[00:09:09.340 --> 00:09:11.540]  接著就可以有fellowship的時間
[00:09:11.540 --> 00:09:14.640]  一家人一起去享用這個祭肉
[00:09:14.640 --> 00:09:16.780]  完成這個平安祭
[00:09:16.780 --> 00:09:21.140]  這個向神的獻祭
[00:09:21.140 --> 00:09:26.380]  他們就 耶西就開始帶一些
[00:09:26.380 --> 00:09:29.060]  介紹撒姆爾去一家人看
[00:09:29.060 --> 00:09:34.200]  介紹他的一家人給撒姆爾
[00:09:34.200 --> 00:09:36.600]  逐個兒子出來見他
[00:09:36.600 --> 00:09:37.700]  真的逐個兒子來
[00:09:37.700 --> 00:09:39.500]  首先是以利亞
[00:09:39.500 --> 00:09:43.740]  一個一個來到撒姆爾面前
[00:09:43.740 --> 00:09:48.400]  耶和華繼續和撒姆爾說話
[00:09:48.400 --> 00:09:51.540]  因為開始耶和華沒有告訴撒姆爾
[00:09:51.540 --> 00:09:52.880]  立誰為王
[00:09:52.880 --> 00:09:55.080]  還沒有告訴撒姆爾
[00:09:55.080 --> 00:09:56.420]  你就是那個了
[00:09:56.420 --> 00:09:57.920]  逐個見他的時候
[00:09:57.920 --> 00:09:59.360]  一個接一個
[00:09:59.360 --> 00:10:00.860]  見到第一個的時候
[00:10:00.860 --> 00:10:03.480]  耶和華繼續給指示給撒姆爾
[00:10:03.480 --> 00:10:06.820]  告訴他 不是這個
[00:10:06.820 --> 00:10:10.500]  他所看的 神所揀選的
[00:10:10.500 --> 00:10:12.560]  不是看他的外貌
[00:10:12.560 --> 00:10:16.900]  和看他身材有多高大
[00:10:16.900 --> 00:10:21.540]  我不是揀選這個
[00:10:21.540 --> 00:10:24.380]  因為耶和華不是看人的外貌
[00:10:24.380 --> 00:10:25.940]  看人 好像人那樣看
[00:10:25.940 --> 00:10:28.540]  人是看外貌 看他的包裝
[00:10:28.540 --> 00:10:32.860]  看他有多高大 多好打
[00:10:32.860 --> 00:10:35.420]  有些看他有沒有氣質
[00:10:35.420 --> 00:10:40.760]  有些看他領袖能力很高
[00:10:40.760 --> 00:10:45.300]  已經知道他很有台型
[00:10:45.300 --> 00:10:47.340]  這個不是看台型
[00:10:47.340 --> 00:10:49.100]  是看他的內心
[00:10:49.100 --> 00:10:50.400]  就好像剛才那樣
[00:10:50.400 --> 00:10:51.940]  究竟我們心裡面
[00:10:51.940 --> 00:10:54.940]  心出來 茶開始有些綠色
[00:10:54.940 --> 00:10:57.140]  究竟他的內心
[00:10:57.140 --> 00:10:59.980]  是含有些什麼特質
[00:10:59.980 --> 00:11:01.280]  他就要看他的內心
[00:11:01.280 --> 00:11:02.920]  每個人都有個心在那裡
[00:11:02.920 --> 00:11:05.880]  但他的內心是怎樣的呢
[00:11:05.880 --> 00:11:07.860]  這裏就強烈很大的對比
[00:11:07.860 --> 00:11:08.660]  就告訴你
[00:11:08.660 --> 00:11:10.520]  其實他在說
[00:11:10.520 --> 00:11:18.400]  看以前的蘇羅 怎樣讓人看到他是很好的皇帝
[00:11:18.400 --> 00:11:21.440]  哇 高大七尺高 高人一個頭
[00:11:21.440 --> 00:11:22.640]  你出來打仗
[00:11:22.640 --> 00:11:24.340]  你那時候打仗是怎樣的
[00:11:24.340 --> 00:11:25.480]  一兩隊大軍
[00:11:25.480 --> 00:11:28.580]  我們下個禮拜看到十七章的時候
[00:11:28.580 --> 00:11:30.820]  有兩隊大軍對抗的時候
[00:11:30.820 --> 00:11:33.120]  找個最好打出來先打
[00:11:33.120 --> 00:11:36.780]  你做領袖的一出來有台型
[00:11:36.780 --> 00:11:39.160]  都會知道大家和他打氣
[00:11:39.160 --> 00:11:41.020]  這個看外貌
[00:11:41.020 --> 00:11:42.820]  看到蘇羅 想起蘇羅
[00:11:42.820 --> 00:11:45.160]  蘇羅是一個很高大
[00:11:45.160 --> 00:11:46.960]  是他們現在的皇帝
[00:11:46.960 --> 00:11:49.300]  他的兒子都很好
[00:11:49.300 --> 00:11:51.740]  Jonathan 見到若拿丹
[00:11:51.740 --> 00:11:55.440]  都是很有將軍的氣質
[00:11:55.440 --> 00:11:56.580]  又能打
[00:11:56.580 --> 00:12:00.300]  現在明明有一個承繼人在那裡
[00:12:00.300 --> 00:12:02.340]  那為什麼又要找一個呢
[00:12:02.340 --> 00:12:04.020]  葉和華跟他說
[00:12:04.020 --> 00:12:06.620]  我不是看這些外貌
[00:12:06.620 --> 00:12:10.760]  我所看的是他的內心
[00:12:10.760 --> 00:12:14.220]  不是看這些的包裝
[00:12:14.220 --> 00:12:16.320]  領袖不是看他的包裝
[00:12:16.320 --> 00:12:19.520]  是看他內心的質素
[00:12:19.520 --> 00:12:20.600]  繼續看下去的時候
[00:12:20.600 --> 00:12:22.440]  我們知道第一個不是
[00:12:22.440 --> 00:12:24.340]  那就逐個來逐個來
[00:12:24.340 --> 00:12:26.100]  看到第二個比拿達
[00:12:26.100 --> 00:12:27.500]  繼續看到沙馬
[00:12:27.500 --> 00:12:31.040]  接著看看七個他都看到了
[00:12:31.040 --> 00:12:32.580]  第十節那裡看到
[00:12:32.580 --> 00:12:39.220]  七個都出來了
[00:12:39.220 --> 00:12:42.760]  這裡看到 剛才看到是
[00:12:42.760 --> 00:12:44.760]  這個我講了
[00:12:44.760 --> 00:12:46.460]  看他的蘇羅的時候
[00:12:46.460 --> 00:12:49.720]  以前就是那個承繼的時候
[00:12:49.720 --> 00:12:54.560]  看過都不是
[00:12:54.560 --> 00:12:59.700]  到第十節的時候就看到
[00:12:59.700 --> 00:13:04.880]  他就說七個兒子都出來了
[00:13:04.880 --> 00:13:08.240]  是不是全齊人了
[00:13:08.240 --> 00:13:09.620]  原來不是
[00:13:09.620 --> 00:13:13.420]  薩姆爾在追問的情況之下
[00:13:13.420 --> 00:13:15.080]  原來還有一個
[00:13:15.080 --> 00:13:16.120]  大家都可能不認識
[00:13:16.120 --> 00:13:17.520]  大家聽過那個故事
[00:13:17.520 --> 00:13:20.100]  最後一個就是大衛
[00:13:20.100 --> 00:13:21.360]  他這家人裡面
[00:13:21.360 --> 00:13:24.560]  還有七個之外還有一個
[00:13:24.560 --> 00:13:26.400]  明明就開始憲制
[00:13:26.400 --> 00:13:28.600]  去自潔 去潔淨
[00:13:28.600 --> 00:13:30.840]  跟著憲制就快要開飯了
[00:13:30.840 --> 00:13:33.440]  一起吃祭肉的時候
[00:13:33.440 --> 00:13:36.940]  他就還在放羊
[00:13:36.940 --> 00:13:38.780]  那些羊 為什麼要放羊
[00:13:38.780 --> 00:13:39.980]  羊是憲制的
[00:13:39.980 --> 00:13:42.440]  那有人去養就可以了
[00:13:42.440 --> 00:13:45.180]  我們看到放羊那些不是那麼簡單的
[00:13:45.180 --> 00:13:46.680]  我們在第十七章的時候
[00:13:46.680 --> 00:13:48.420]  又要打獅子 又要打老虎
[00:13:48.420 --> 00:13:50.820]  又要保護他 又要跟他一起睡
[00:13:50.820 --> 00:13:52.680]  不是一件容易的事
[00:13:52.680 --> 00:13:53.820]  那麼大件事
[00:13:53.820 --> 00:13:54.820]  一起來fellowship
[00:13:54.820 --> 00:13:56.700]  有個憲制的時候
[00:13:56.700 --> 00:14:01.500]  老爸居然就說沒遇過兒子
[00:14:01.500 --> 00:14:06.400]  他根本沒遇過兒子一起去吃祭物
[00:14:06.400 --> 00:14:10.480]  這個是一個被遺忘的小孩子
[00:14:10.480 --> 00:14:12.740]  我不知道大家以前的家庭
[00:14:12.740 --> 00:14:14.380]  現在你自己有多少sibling
[00:14:14.380 --> 00:14:15.880]  有多少兄弟姐妹
[00:14:15.880 --> 00:14:17.340]  可能我不知道有沒有一些大家族
[00:14:17.340 --> 00:14:19.420]  有時候會
[00:14:19.420 --> 00:14:20.920]  可能有時候有些家庭裡面
[00:14:20.920 --> 00:14:23.380]  有些被自己感覺
[00:14:23.380 --> 00:14:24.420]  或者自己的兄弟姐妹
[00:14:24.420 --> 00:14:25.820]  有被遺忘的時候
[00:14:25.820 --> 00:14:27.920]  或者有些可能有偏心
[00:14:27.920 --> 00:14:30.120]  或者各樣的情況之下
[00:14:30.120 --> 00:14:32.560]  明明他們有七個很perfect的了
[00:14:32.560 --> 00:14:34.260]  誰知道有個第八個在那裡
[00:14:34.260 --> 00:14:36.440]  那麼第八個就去了放羊
[00:14:36.440 --> 00:14:38.700]  去了做這件事情
[00:14:38.700 --> 00:14:40.240]  那麼現在就說
[00:14:40.240 --> 00:14:42.200]  你是不是漏了一個
[00:14:42.200 --> 00:14:43.080]  原來真的是
[00:14:43.080 --> 00:14:44.240]  那麼爺西就說
[00:14:44.240 --> 00:14:45.480]  是啊 還有一個
[00:14:45.480 --> 00:14:47.480]  那麼就叫那個
[00:14:47.480 --> 00:14:50.420]  就說如果你不叫最後的兒子帶他回來
[00:14:50.420 --> 00:14:54.220]  我就不可以一起不好吃了
[00:14:54.220 --> 00:14:55.380]  站在那裡不好吃了
[00:14:55.380 --> 00:14:58.120]  我需要要求
[00:14:58.120 --> 00:14:59.960]  薩姆爾要求大衛
[00:14:59.960 --> 00:15:04.360]  爺西要叫大衛回來
[00:15:04.360 --> 00:15:05.860]  真的回來了
[00:15:05.860 --> 00:15:06.660]  就見到他
[00:15:06.660 --> 00:15:10.200]  原來這個大衛
[00:15:10.200 --> 00:15:12.300]  原來外貌都不錯
[00:15:12.300 --> 00:15:14.340]  聖經這樣形容
[00:15:14.340 --> 00:15:17.740]  形容是外貌都不錯的
[00:15:17.740 --> 00:15:22.280]  但是爺西就說他
[00:15:22.280 --> 00:15:25.680]  就說這個是打發叫他回來
[00:15:25.680 --> 00:15:28.180]  打發叫他回來的時候就找到他
[00:15:28.180 --> 00:15:31.120]  原來這個就是他了
[00:15:31.120 --> 00:15:32.560]  原來這個就是
[00:15:32.560 --> 00:15:34.820]  聖經這樣形容他
[00:15:34.820 --> 00:15:39.460]  臉色光紅 雙目清瘦 容貌盡美
[00:15:39.460 --> 00:15:40.660]  這個就是了
[00:15:40.660 --> 00:15:42.600]  但是有個補充
[00:15:42.600 --> 00:15:43.360]  一會兒會看到
[00:15:43.360 --> 00:15:45.900]  不只是樣貌這麼簡單
[00:15:45.900 --> 00:15:47.800]  因為他看到他的內心
[00:15:47.800 --> 00:15:49.440]  都是有他的揀選在當中
[00:15:49.440 --> 00:15:50.980]  看到第十三節的時候
[00:15:50.980 --> 00:15:52.380]  如果是的話就是薩姆爾
[00:15:52.380 --> 00:15:57.180]  就馬上在當中用油勾勒了他
[00:15:57.180 --> 00:16:01.420]  聖靈就大大地感動大衛
[00:16:01.420 --> 00:16:05.020]  薩姆爾就回到他來的地方
[00:16:05.020 --> 00:16:08.720]  我們看回蘇羅被勾勒的時候
[00:16:08.720 --> 00:16:12.760]  聖靈都是大大地感動蘇羅
[00:16:12.760 --> 00:16:17.140]  同樣神都是大大地感動大衛
[00:16:17.140 --> 00:16:20.740]  當蘇羅被勾勒的時候
[00:16:20.740 --> 00:16:22.800]  剛才經文看到第九章的時候說
[00:16:22.800 --> 00:16:25.980]  神給他一個新的心
[00:16:25.980 --> 00:16:26.780]  給他一個新的心
[00:16:26.780 --> 00:16:30.320]  他能夠跟從耶和華神
[00:16:30.320 --> 00:16:34.120]  但是蘇羅就選擇他自己為大
[00:16:34.120 --> 00:16:38.720]  他不聽這個權力 權柄 神的權柄
[00:16:38.720 --> 00:16:42.820]  所以一錯再錯就被神撇下
[00:16:42.820 --> 00:16:47.460]  因為是蘇羅嫌棄耶和華先
[00:16:47.460 --> 00:16:48.640]  一次又一次
[00:16:48.640 --> 00:16:51.760]  所以就蘇羅被神去嫌棄
[00:16:51.760 --> 00:16:55.080]  但是這個情況發生同樣的事情
[00:16:55.080 --> 00:16:57.600]  事情就是勾勒的時候
[00:16:57.600 --> 00:17:02.640]  就會聖靈大大地去感動大衛
[00:17:02.640 --> 00:17:07.880]  聖靈已經入住了大衛裡面
[00:17:07.880 --> 00:17:11.520]  第十四節 神的令就離開蘇羅
[00:17:11.520 --> 00:17:13.280]  因為他已經揀選了神
[00:17:13.280 --> 00:17:16.460]  耶和華神已經揀選了大衛去接任這個王位
[00:17:16.460 --> 00:17:18.220]  大家都不知道的
[00:17:18.220 --> 00:17:20.760]  大家的意識聯盟不知道發生什麼事
[00:17:20.760 --> 00:17:22.200]  但是蘇羅自己知道
[00:17:22.200 --> 00:17:23.240]  當然知道
[00:17:23.240 --> 00:17:27.500]  因為十四章開始到二十三節的時候
[00:17:27.500 --> 00:17:36.520]  他自己被魔鬼的靈去搞擾他
[00:17:36.520 --> 00:17:37.680]  如果有神同在的
[00:17:37.680 --> 00:17:40.580]  會不會有魔鬼的靈去搞擾我們呢
[00:17:40.580 --> 00:17:44.180]  會不會好像現代說的鬼上身
[00:17:44.180 --> 00:17:46.180]  那些邪靈在他身上
[00:17:46.180 --> 00:17:49.120]  如果是新約的時候
[00:17:49.120 --> 00:17:50.360]  主耶穌基督為我們著手
[00:17:50.360 --> 00:17:53.300]  所以聖靈住在我們裡面的話
[00:17:53.300 --> 00:17:54.600]  根據聖經的教導
[00:17:54.600 --> 00:17:56.500]  都是說聖靈在我們裡面
[00:17:56.500 --> 00:17:57.840]  他們是神的殿
[00:17:57.840 --> 00:18:02.980]  就不會有魔鬼的邪靈來搞擾我們
[00:18:02.980 --> 00:18:05.140]  這裡可以提到說
[00:18:05.140 --> 00:18:06.580]  蘇羅知道自己發生什麼事
[00:18:06.580 --> 00:18:08.080]  神已經離棄了他
[00:18:08.080 --> 00:18:10.840]  其實他知道
[00:18:10.840 --> 00:18:12.640]  其實他知道他在舊約的時候
[00:18:12.640 --> 00:18:14.180]  在這個情況發生
[00:18:14.180 --> 00:18:15.020]  離棄了他
[00:18:15.020 --> 00:18:16.580]  那有什麼辦法呢
[00:18:16.580 --> 00:18:19.760]  不如說有個所謂的現代版
[00:18:19.760 --> 00:18:21.420]  有個musical therapy
[00:18:21.420 --> 00:18:23.360]  大家去醫院探病
[00:18:23.360 --> 00:18:25.160]  有很多新招數的
[00:18:25.160 --> 00:18:26.820]  有些是動物
