
[00:00:00.000 --> 00:00:03.540]  好 那麼今天要講的經文就是
[00:15:35.300 --> 00:15:37.800]  我相信神一定會救我的
[00:15:37.800 --> 00:15:40.600]  我相信神一定會幫助我的
[00:15:40.600 --> 00:15:41.700]  但是
[00:15:41.700 --> 00:15:43.700]  我們有沒有跟他們一樣
[00:15:43.700 --> 00:15:47.900]  有一個即或不言的信心呢
[00:15:47.900 --> 00:15:50.800]  在大約五年前
[00:15:50.800 --> 00:15:54.000]  在2020年的時候
[00:15:54.000 --> 00:15:56.100]  我都經歷了一件很
[00:15:56.100 --> 00:15:59.400]  在我人生裡面很大的一件事
[00:15:59.400 --> 00:16:02.300]  就是在2020年的年初
[00:16:02.300 --> 00:16:06.600]  在一個很偶然的事件裡面
[00:16:06.600 --> 00:16:09.400]  我們教會有一位弟兄
[00:16:09.400 --> 00:16:10.500]  他是醫生
[00:16:10.500 --> 00:16:14.700]  他就勸我去做身體檢查
[00:16:14.700 --> 00:16:17.000]  其實當時我覺得自己身體沒事
[00:16:17.000 --> 00:16:18.800]  跟現在一樣
[00:16:18.800 --> 00:16:20.800]  完全一些感覺
[00:16:20.800 --> 00:16:24.200]  覺得自己身體有事都沒有
[00:16:24.200 --> 00:16:26.600]  他就叫我去做身體檢查
[00:16:26.600 --> 00:16:28.400]  OK 我就聽他的
[00:16:28.400 --> 00:16:30.500]  但是其實中間我都爭論了一段時間
[00:16:30.500 --> 00:16:31.800]  我都跟他商議的
[00:16:31.800 --> 00:16:32.500]  我說
[00:16:32.500 --> 00:16:34.600]  唉唷 我很忙
[00:16:34.600 --> 00:16:35.800]  我要去做身體檢查
[00:16:35.800 --> 00:16:39.300]  又要去抽時間去
[00:16:39.300 --> 00:16:40.900]  然後他就跟我說
[00:16:40.900 --> 00:16:42.100]  弟兄醫生很好
[00:16:42.100 --> 00:16:42.800]  他就說
[00:16:42.800 --> 00:16:45.600]  我給你一個簡單方便一點的方法
[00:16:45.600 --> 00:16:47.500]  你不要再推託我了
[00:16:47.500 --> 00:16:53.800]  就是他有一些聯型的化驗所
[00:16:53.800 --> 00:16:56.400]  他說你只是去抽一下血
[00:16:56.400 --> 00:16:59.100]  留下一些東西就可以了
[00:16:59.100 --> 00:17:01.900]  然後最後的報告就是給我的
[00:17:01.900 --> 00:17:04.300]  我電話跟你說就可以了
[00:17:04.300 --> 00:17:05.000]  我就想
[00:17:05.000 --> 00:17:06.500]  這樣都OK OK
[00:17:06.500 --> 00:17:07.600]  就是算那條數
[00:17:07.600 --> 00:17:08.700]  都可以的
[00:17:08.700 --> 00:17:09.900]  好 那我就去了
[00:17:09.900 --> 00:17:12.100]  但是都爭論了一段時間
[00:17:12.100 --> 00:17:13.900]  才去做身體檢查
[00:17:13.900 --> 00:17:15.300]  做完身體檢查之後
[00:17:15.300 --> 00:17:18.500]  就收到診所的電話
[00:17:18.500 --> 00:17:21.000]  這位醫生弟兄就跟我說
[00:17:21.000 --> 00:17:27.100]  見到你的血色素有少少低
[00:17:27.100 --> 00:17:29.400]  就說不如這樣
[00:17:29.400 --> 00:17:31.000]  我建議你去
[00:17:31.000 --> 00:17:33.300]  就是他其實是低了多少呢
[00:17:33.300 --> 00:17:35.300]  低了0.1而已
[00:17:35.300 --> 00:17:36.500]  就是很少很少而已
[00:17:36.500 --> 00:17:37.700]  然後我還跟他說
[00:17:37.700 --> 00:17:38.500]  是這樣的了
[00:17:38.500 --> 00:17:40.400]  我一向都貧血的
[00:17:40.400 --> 00:17:41.400]  所以OK的
[00:17:41.400 --> 00:17:42.300]  我覺得OK的
[00:17:42.300 --> 00:17:44.100]  不用處理的了
[00:17:44.100 --> 00:17:44.800]  然後他就說
[00:17:44.800 --> 00:17:45.300]  不是的
[00:17:45.300 --> 00:17:50.400]  其實我覺得可以再仔細一點去檢查
[00:17:50.400 --> 00:17:53.900]  就去做腸胃鏡檢查
[00:17:53.900 --> 00:17:56.100]  我就想
[00:17:56.100 --> 00:17:57.800]  又要去做檢查
[00:17:57.800 --> 00:17:59.500]  很麻煩
[00:17:59.500 --> 00:18:03.900]  但是當醫生弟兄去跟我說的時候
[00:18:03.900 --> 00:18:05.100]  我就說不好
[00:18:05.100 --> 00:18:08.100]  我就去找一下
[00:18:08.100 --> 00:18:10.800]  找一下去做檢查的
[00:18:10.800 --> 00:18:13.100]  就是研究一下
[00:18:13.100 --> 00:18:15.400]  怎樣去做檢查
[00:18:15.400 --> 00:18:16.800]  然後如是者
[00:18:16.800 --> 00:18:19.900]  我又拖了一點點的時間
[00:18:19.900 --> 00:18:22.200]  然後才去做
[00:18:22.200 --> 00:18:24.500]  我這次去做的檢查
[00:18:24.500 --> 00:18:27.000]  就是選擇了入院住一晚
[00:18:27.000 --> 00:18:29.800]  然後第二天就做檢查
[00:18:29.800 --> 00:18:31.000]  我入院的時候
[00:18:31.000 --> 00:18:33.600]  還跟我老公娘說
[00:18:33.600 --> 00:18:35.000]  你不用陪我入院了
[00:18:35.000 --> 00:18:35.400]  可以了
[00:18:35.400 --> 00:18:36.500]  我進去睡一睡
[00:18:36.500 --> 00:18:38.600]  然後就出來了
[00:18:38.600 --> 00:18:40.300]  如是者在第二天早上
[00:18:40.300 --> 00:18:43.300]  我就推進去做檢查
[00:18:43.300 --> 00:18:45.900]  然後就是監測麻醉
[00:18:45.900 --> 00:18:51.100]  就是自己有點睡著了
[00:18:51.100 --> 00:18:53.800]  然後做完檢查很快
[00:18:53.800 --> 00:18:56.000]  做完檢查一個夢都沒有發過
[00:18:56.000 --> 00:18:57.200]  就醒了
[00:18:57.200 --> 00:18:59.900]  然後醫生就拍我
[00:18:59.900 --> 00:19:03.800]  說小姐剛才已經幫你做完檢查了
[00:19:03.800 --> 00:19:06.800]  你的腸裡面有個腫瘤
[00:19:06.800 --> 00:19:09.000]  然後我說會動嗎
[00:19:09.000 --> 00:19:10.600]  自己還是模模糊糊的
[00:19:10.600 --> 00:19:11.900]  然後他說不是
[00:19:11.900 --> 00:19:13.000]  是腫瘤了
[00:19:13.000 --> 00:19:14.100]  是腫瘤來的
[00:19:14.100 --> 00:19:17.300]  不過不要緊我都知道你還沒清醒
[00:19:17.300 --> 00:19:18.800]  算了我找你老公
[00:19:18.800 --> 00:19:20.300]  我就是聽到這樣的說話
[00:19:20.300 --> 00:19:22.000]  然後我又睡著了
[00:19:22.000 --> 00:19:25.900]  然後睡了一會兒之後又有
[00:19:25.900 --> 00:19:27.500]  因為我在醫院裡工作
[00:19:27.500 --> 00:19:32.100]  所以就上了病房睡一會兒
[00:19:32.100 --> 00:19:38.100]  然後有些醫護就說要推我去做
