
[00:00:00.000 --> 00:00:07.600]  丁姐妹,早晨!在復活之前的一個星期,我們繼續有崇拜的時間
[00:10:32.000 --> 00:10:38.000]  後來覺得要突破這個困局
[00:10:38.000 --> 00:10:43.000]  死命地,不知道自己讀了什麼
[00:10:43.000 --> 00:10:45.000]  死命地讀
[00:10:45.000 --> 00:10:47.000]  就衝過了
[00:10:47.000 --> 00:10:49.000]  我相信有時候
[00:10:49.000 --> 00:10:51.000]  你要去克服一些東西
[00:10:51.000 --> 00:10:53.000]  需要有那份堅忍
[00:10:53.000 --> 00:10:58.000]  我記得大概十年,八年前
[00:10:58.000 --> 00:11:00.000]  要結婚的時候
[00:11:00.000 --> 00:11:03.000]  有少少要減肥
[00:11:03.000 --> 00:11:05.000]  要去跑步
[00:11:05.000 --> 00:11:07.000]  現在我覺得都很困難
[00:11:07.000 --> 00:11:09.000]  跑步最難的是
[00:11:09.000 --> 00:11:13.000]  大概過了五分鐘之後
[00:11:13.000 --> 00:11:15.000]  五分鐘之後,如果你去跑步
[00:11:15.000 --> 00:11:17.000]  過了五分鐘會怎樣?
[00:11:17.000 --> 00:11:19.000]  有沒有試過?
[00:11:19.000 --> 00:11:23.000]  你開始覺得氧氣不夠
[00:11:23.000 --> 00:11:25.000]  如果你不是熟手跑步的
[00:11:25.000 --> 00:11:29.000]  你開始會覺得橫格膜會有點痛
[00:11:29.000 --> 00:11:31.000]  通常那時候
[00:11:31.000 --> 00:11:33.000]  痛的時候會怎樣?
[00:11:33.000 --> 00:11:35.000]  跑慢一點
[00:11:35.000 --> 00:11:37.000]  然後慢慢走
[00:11:37.000 --> 00:11:40.000]  最後跑不完
[00:11:40.000 --> 00:11:42.000]  後來有人教
[00:11:42.000 --> 00:11:45.000]  就算痛都好
[00:11:45.000 --> 00:11:47.000]  死命地撐過去
[00:11:47.000 --> 00:11:48.000]  其實是正常的
[00:11:48.000 --> 00:11:50.000]  因為氧氣換不及
[00:11:50.000 --> 00:11:53.000]  橫格膜會有少少
[00:11:53.000 --> 00:11:55.000]  我忘記是抽筋還是怎樣
[00:11:55.000 --> 00:11:57.000]  會有少少痛
[00:11:57.000 --> 00:12:00.000]  當你過了那個階段
[00:12:00.000 --> 00:12:03.000]  你的身體運作可以了
[00:12:03.000 --> 00:12:06.000]  氧氣的供給可以了
[00:12:06.000 --> 00:12:08.000]  你就會順利
[00:12:08.000 --> 00:12:11.000]  你會覺得是嗎?
[00:12:11.000 --> 00:12:14.000]  痛不是應該要停一停嗎?
[00:12:14.000 --> 00:12:17.000]  那就試試吧
[00:12:17.000 --> 00:12:23.000]  就算痛都要繼續努力
[00:12:23.000 --> 00:12:25.000]  保持步速去跑
[00:12:25.000 --> 00:12:26.000]  過了一段時間之後
[00:12:26.000 --> 00:12:29.000]  你的狀況就舒緩了下來
[00:12:29.000 --> 00:12:32.000]  人就順暢了很多
[00:12:32.000 --> 00:12:34.000]  我相信每一件事情
[00:12:34.000 --> 00:12:36.000]  都會有一個這樣的狀況
[00:12:36.000 --> 00:12:38.000]  看過一些文章
[00:12:38.000 --> 00:12:43.000]  講到人的學習進度
[00:12:43.000 --> 00:12:44.000]  開頭的時候
[00:12:44.000 --> 00:12:46.000]  你會覺得自己進步得很快
[00:12:46.000 --> 00:12:49.000]  但是去到一個位置的時候
[00:12:49.000 --> 00:12:51.000]  就會跌下來
[00:12:51.000 --> 00:12:52.000]  要撐過去
[00:12:52.000 --> 00:12:54.000]  撐過去之後
[00:12:54.000 --> 00:12:57.000]  他又會再直線上升
[00:12:57.000 --> 00:12:59.000]  斜線上去
[00:12:59.000 --> 00:13:00.000]  每一件事情
[00:13:00.000 --> 00:13:04.000]  我們都會遇到難處和艱難
[00:13:04.000 --> 00:13:07.000]  但是有沒有一份立志
[00:13:07.000 --> 00:13:09.000]  有沒有一個志向
[00:13:09.000 --> 00:13:12.000]  願意這樣堅持到底呢?
[00:13:12.000 --> 00:13:15.000]  聖經形容
[00:13:15.000 --> 00:13:19.000]  神的道種在我們生命裡面
[00:13:19.000 --> 00:13:21.000]  會遇到很多不同的土地
[00:13:21.000 --> 00:13:24.000]  有些是土鮮石頭
[00:13:24.000 --> 00:13:26.000]  有些是有荊棘的
[00:13:26.000 --> 00:13:29.000]  有些可能是好土地
[00:13:29.000 --> 00:13:32.000]  但是就算落在好土地裡面
[00:13:32.000 --> 00:13:33.000]  耶穌都這樣說
[00:13:33.000 --> 00:13:36.000]  他說是要忍耐著結實
[00:13:36.000 --> 00:13:38.000]  接著才有30倍
[00:13:38.000 --> 00:13:39.000]  60倍
[00:13:39.000 --> 00:13:41.000]  100倍的修成
[00:13:41.000 --> 00:13:44.000]  在我們信仰的歷程裡面
[00:13:44.000 --> 00:13:47.000]  可能都會遇到一些難處
[00:13:47.000 --> 00:13:48.000]  可能讀經的時候
[00:13:48.000 --> 00:13:51.000]  你去到埃及
[00:13:51.000 --> 00:13:52.000]  或者我不知道你
[00:13:52.000 --> 00:13:54.000]  會不會讀四福音的時候
[00:13:54.000 --> 00:13:56.000]  第二次再讀馬可
[00:13:56.000 --> 00:13:57.000]  然後再讀老家的時候
[00:13:57.000 --> 00:13:59.000]  又是那些東西
[00:13:59.000 --> 00:14:02.000]  你就開始覺得要停下來
[00:14:02.000 --> 00:14:06.000]  但是你慢慢堅持下去的時候
[00:14:06.000 --> 00:14:08.000]  就會衝過
[00:14:08.000 --> 00:14:09.000]  聖經形容
[00:14:09.000 --> 00:14:10.000]  以斯拉是一個
[00:14:10.000 --> 00:14:13.000]  定志考究遵行耶和華律法的人
[00:14:13.000 --> 00:14:15.000]  相信他裡面
[00:14:15.000 --> 00:14:20.000]  堅持一直認識去研讀
[00:14:20.000 --> 00:14:24.000]  最後他成為了一個敏捷的文士
[00:14:24.000 --> 00:14:27.000]  通達耶和華的律法
[00:14:27.000 --> 00:14:30.000]  不知道我們對神的說話
[00:14:30.000 --> 00:14:33.000]  有沒有這份心智
[00:14:33.000 --> 00:14:36.000]  願意這樣去認識去追尋
[00:14:36.000 --> 00:14:40.000]  當時不是純粹是尼希米
[00:14:40.000 --> 00:14:42.000]  請了以斯拉回來
[00:14:42.000 --> 00:14:44.000]  如果我們仔細看回
[00:14:44.000 --> 00:14:45.000]  第一節的時候
[00:14:45.000 --> 00:14:48.000]  你會看到這幫百姓
[00:14:48.000 --> 00:14:49.000]  聖經這樣形容
[00:14:49.000 --> 00:14:53.000]  百姓如同一人聚集在水門前的廣場
[00:14:53.000 --> 00:14:56.000]  請以斯拉文士將耶和華
[00:14:56.000 --> 00:15:01.000]  吩咐以色列的摩西的律法書帶來
[00:15:01.000 --> 00:15:03.000]  主動權不是尼希米
[00:15:03.000 --> 00:15:05.000]  也不是以斯拉
[00:15:05.000 --> 00:15:07.000]  而是這幫百姓
[00:15:07.000 --> 00:15:08.000]  剛才在這裡說
[00:15:08.000 --> 00:15:10.000]  以斯拉有這個心字
[00:15:10.000 --> 00:15:13.000]  相信在當時這幫百姓的心裡面
[00:15:13.000 --> 00:15:15.000]  他們都有這份學務
[00:15:15.000 --> 00:15:18.000]  很想落實神的說話
[00:15:18.000 --> 00:15:20.000]  在他們生命裡面
[00:15:20.000 --> 00:15:23.000]  所以他們才請以斯拉來
[00:15:23.000 --> 00:15:25.000]  甚至聖經用了一個詞語
[00:15:25.000 --> 00:15:28.000]  他說這幫百姓如同一人
[00:15:28.000 --> 00:15:31.000]  他們每一個都是這麼學務的
[00:15:31.000 --> 00:15:34.000]  去認識神的說話
[00:15:34.000 --> 00:15:38.000]  所以就請以斯拉到他們裡面
[00:15:38.000 --> 00:15:42.000]  今年我們要讀新約聖經一次
[00:15:42.000 --> 00:15:46.000]  不知道我們是不是全國教會
[00:15:46.000 --> 00:15:49.000]  每一個人都像這幫以色列人一樣
[00:15:49.000 --> 00:15:54.000]  如同一人這樣去學務神的說話
[00:15:54.000 --> 00:15:58.000]  在他們生命裡面
[00:15:58.000 --> 00:16:00.000]  很多東西都滿足了
[00:16:00.000 --> 00:16:03.000]  剛才說這個聖城
[00:16:03.000 --> 00:16:05.000]  耶路撒冷重建已經完成
[00:16:05.000 --> 00:16:06.000]  很多東西
[00:16:06.000 --> 00:16:08.000]  他們的房子
[00:16:08.000 --> 00:16:10.000]  他們生活的環境
[00:16:10.000 --> 00:16:12.000]  都一一去處理了
[00:16:12.000 --> 00:16:15.000]  甚至他們在這個城裡面居住
[00:16:15.000 --> 00:16:16.000]  能夠有平安
[00:16:16.000 --> 00:16:18.000]  但更加重要的
[00:16:18.000 --> 00:16:20.000]  不是這些外在的環境
[00:16:20.000 --> 00:16:22.000]  而是他們內在
[00:16:22.000 --> 00:16:24.000]  能夠認識神的說話
[00:16:24.000 --> 00:16:27.000]  所以去到另外一個段落的時候
[00:16:27.000 --> 00:16:29.000]  他們就請以斯拉來
[00:16:29.000 --> 00:16:31.000]  將神的律法去到講明
[00:16:31.000 --> 00:16:34.000]  讓他們認識 知道
[00:16:34.000 --> 00:16:36.000]  先決條件是這幫百姓
[00:16:36.000 --> 00:16:39.000]  有這份學務的心
[00:16:39.000 --> 00:16:42.000]  盼望我們每一個對神的說話
[00:16:42.000 --> 00:16:51.000]  都是這樣的學務去認識
[00:16:51.000 --> 00:16:53.000]  他們請了以斯拉來的時候
[00:16:53.000 --> 00:16:56.000]  他們聚集在一個地方叫做水門
[00:16:56.000 --> 00:16:58.000]  如果你有印象的話
[00:16:58.000 --> 00:17:00.000]  我們之前講過
[00:17:00.000 --> 00:17:03.000]  尼希米出去考察的時候
[00:17:03.000 --> 00:17:04.000]  他先走過谷門
[00:17:04.000 --> 00:17:05.000]  去到訓廠門
[00:17:05.000 --> 00:17:06.000]  再去到廚門
[00:17:06.000 --> 00:17:09.000]  最後在野狗井 即是基訓泉那裡
[00:17:09.000 --> 00:17:11.000]  回去谷門
[00:17:11.000 --> 00:17:13.000]  當時是一個山坡
[00:17:13.000 --> 00:17:15.000]  他要爬上去
[00:17:15.000 --> 00:17:17.000]  重建完成之後
[00:17:17.000 --> 00:17:19.000]  各樣東西都建好了
[00:17:19.000 --> 00:17:22.000]  大概在基訓泉 即是野狗井的附近
[00:17:22.000 --> 00:17:24.000]  就有一個叫做水門
[00:17:24.000 --> 00:17:25.000]  在這個廣場裡面
[00:17:25.000 --> 00:17:29.000]  他們去聽耶和華的律法
[00:17:29.000 --> 00:17:30.000]  在七月初一日
[00:17:30.000 --> 00:17:32.000]  他們就是這樣聚集
[00:17:32.000 --> 00:17:35.000]  去聽這個律法書
[00:17:35.000 --> 00:17:37.000]  在尼希米的八章
[00:17:37.000 --> 00:17:40.000]  二到八節他這樣講
[00:17:40.000 --> 00:17:42.000]  七月初一日
[00:17:42.000 --> 00:17:45.000]  以斯拉祭司將耶和華的律法書
[00:17:45.000 --> 00:17:49.000]  帶到聽了能明白的男女會眾面前
[00:17:49.000 --> 00:17:52.000]  他們在水門前的廣場
[00:17:52.000 --> 00:17:55.000]  從清早到中午
[00:17:55.000 --> 00:17:58.000]  在男女和能明白的人面前
[00:17:58.000 --> 00:17:59.000]  讀這律法書
[00:17:59.000 --> 00:18:02.000]  眾百姓都則以而聽
[00:18:02.000 --> 00:18:07.000]  以斯拉文士站在為者士特製的木台上
[00:18:07.000 --> 00:18:09.000]  站在他旁邊的人
[00:18:09.000 --> 00:18:11.000]  站在他旁邊的有
[00:18:11.000 --> 00:18:13.000]  馬他啞 馬他提亞
[00:18:13.000 --> 00:18:16.000]  是馬 亞內亞
[00:18:16.000 --> 00:18:18.000]  烏利亞和希勒加
[00:18:18.000 --> 00:18:20.000]  站在他右邊的有
[00:18:20.000 --> 00:18:21.000]  馬西亞
[00:18:21.000 --> 00:18:23.000]  站在他左邊的有
[00:18:23.000 --> 00:18:24.000]  比大亞
[00:18:24.000 --> 00:18:26.000]  米沙利 馬基亞
[00:18:26.000 --> 00:18:29.000]  哈遜 哈伯大那
[00:18:29.000 --> 00:18:33.000]  撒加利亞 和米書蘭
[00:18:33.000 --> 00:18:35.000]  以斯拉站在上面
[00:18:35.000 --> 00:18:38.000]  在眾百姓眼前展開這書
[00:18:38.000 --> 00:18:39.000]  他一展開
[00:18:39.000 --> 00:18:41.000]  眾百姓都站起來
[00:18:41.000 --> 00:18:44.000]  以斯拉稱眾耶和華
[00:18:44.000 --> 00:18:45.000]  至大的臣
[00:18:45.000 --> 00:18:49.000]  百姓都舉手應聲說
[00:18:49.000 --> 00:18:50.000]  亞門
[00:18:50.000 --> 00:18:51.000]  他們低頭
[00:18:51.000 --> 00:18:52.000]  虎伏在地
[00:18:52.000 --> 00:18:54.000]  敬拜耶和華
[00:18:54.000 --> 00:18:59.000]  耶穌亞 巴黎 斯利比
[00:18:59.000 --> 00:19:02.000]  亞敏 阿谷 沙比泰
[00:19:02.000 --> 00:19:06.000]  河地亞 馬西亞
[00:19:06.000 --> 00:19:09.000]  基利他 阿薩尼亞
[00:19:09.000 --> 00:19:11.000]  約薩拔 哈蘭
[00:19:11.000 --> 00:19:13.000]  比萊亞 和利美人
[00:19:13.000 --> 00:19:15.000]  使百姓明白律法
[00:19:15.000 --> 00:19:18.000]  百姓都站在自己的地方
[00:19:18.000 --> 00:19:20.000]  他們清清楚楚地念神的律法
[00:19:20.000 --> 00:19:25.000]  講明義師使百姓明白所念的
[00:19:25.000 --> 00:19:27.000]  他們邀請了
[00:19:27.000 --> 00:19:29.000]  以斯拉來到的時候
[00:19:29.000 --> 00:19:33.000]  他們就一起去聽律法書
[00:19:33.000 --> 00:19:38.000]  聖經形容他們在七月初一日
[00:19:38.000 --> 00:19:41.000]  如果按照猶太的歷法裡面
[00:19:41.000 --> 00:19:43.000]  這個是一個
[00:19:43.000 --> 00:19:50.000]  摧角節的開始
[00:19:50.000 --> 00:19:51.000]  如果你看到
[00:19:51.000 --> 00:19:53.000]  powerpoint裡面的時候
[00:19:53.000 --> 00:19:57.000]  猶太人有三次要上耶路撒冷的日子
[00:19:57.000 --> 00:19:58.000]  分別是如月節
[00:19:58.000 --> 00:19:59.000]  還有駐棚節
[00:19:59.000 --> 00:20:01.000]  還有五秦節
[00:20:01.000 --> 00:20:02.000]  這三個的時間
[00:20:02.000 --> 00:20:05.000]  他們要上耶路撒冷去敬拜神
[00:20:05.000 --> 00:20:07.000]  亦都相對地是一個
[00:20:07.000 --> 00:20:10.000]  他們的習俗
[00:20:10.000 --> 00:20:11.000]  或者他們的傳統裡面
[00:20:11.000 --> 00:20:14.000]  一個很重要的日子
[00:20:14.000 --> 00:20:20.000]  正正在耶路撒冷城重建完畢
[00:20:20.000 --> 00:20:23.000]  大概是六月二十五日
[00:20:23.000 --> 00:20:26.000]  就是以六月的二十五日
[00:20:26.000 --> 00:20:30.000]  過了幾天就是他們的摧角節
[00:20:30.000 --> 00:20:32.000]  亦都是他們的新年
[00:20:32.000 --> 00:20:34.000]  當他們摧角的時候
[00:20:34.000 --> 00:20:40.000]  正正代表神在各地各方裡面
[00:20:40.000 --> 00:20:42.000]  去召集他們回來
[00:20:42.000 --> 00:20:44.000]  一起去敬拜神
[00:20:44.000 --> 00:20:46.000]  所以當摧角節的日子
[00:20:46.000 --> 00:20:48.000]  以色列人除了如月節的時候
[00:20:48.000 --> 00:20:50.000]  摧角節的日子
[00:20:50.000 --> 00:20:52.000]  他們都要回到耶路撒冷裡面
[00:20:52.000 --> 00:20:54.000]  去敬拜神
[00:20:54.000 --> 00:20:57.000]  當尼希米帶領著這班百姓
[00:20:57.000 --> 00:21:00.000]  重建了聖城之後
[00:21:00.000 --> 00:21:02.000]  就是耶路撒冷城之後
[00:21:02.000 --> 00:21:04.000]  沒多久就是新年
[00:21:04.000 --> 00:21:06.000]  就是七月初一日
[00:21:06.000 --> 00:21:09.000]  所以他們趁著這個日子
[00:21:09.000 --> 00:21:14.000]  很想很渴望地去認識神的律法
[00:21:14.000 --> 00:21:17.000]  所以他們男男女女
[00:21:17.000 --> 00:21:19.000]  就走到水門前面
[00:21:19.000 --> 00:21:22.000]  一起去聽以斯拉
[00:21:22.000 --> 00:21:24.000]  去講解神的律法
[00:21:24.000 --> 00:21:26.000]  以斯拉不是自己一個
[00:21:26.000 --> 00:21:30.000]  去講解摩西的律法書
[00:21:30.000 --> 00:21:32.000]  而是他有很多的助手
[00:21:32.000 --> 00:21:33.000]  剛才一邊讀的時候
[00:21:33.000 --> 00:21:37.000]  你會發現在他特製的木桌上
[00:21:37.000 --> 00:21:41.000]  似乎這班百姓都是為了這一天
[00:21:41.000 --> 00:21:43.000]  很想一起去聽的時候
[00:21:43.000 --> 00:21:45.000]  他們製造了一個
[00:21:45.000 --> 00:21:48.000]  類似我們這樣的講台
[00:21:48.000 --> 00:21:50.000]  以斯拉在上面說
[00:21:50.000 --> 00:21:52.000]  身邊一共有
[00:21:52.000 --> 00:21:57.000]  有13位領袖一起放在他身邊
[00:21:57.000 --> 00:22:01.000]  由馬他提亞開始一直到米書蘭
[00:22:01.000 --> 00:22:09.000]  一共有13位領袖一起在舞台上讀律法書
[00:22:09.000 --> 00:22:12.000]  有人說可能是當時的傳統
