
[00:00:00.000 --> 00:00:06.140]  各位頂子妹,早上,讓我們開始的時候,我們先來一個禱告
[00:07:04.220 --> 00:07:06.260]  但現在已經顯現出來了
[00:07:06.260 --> 00:07:10.360]  他要將這個信息向世人啟示
[00:07:10.360 --> 00:07:17.540]  令世人知道他就是被神差到這個世上來的那一位
[00:07:17.540 --> 00:07:19.840]  他是要與人同在
[00:07:19.840 --> 00:07:23.160]  與人相交的那一位
[00:07:23.160 --> 00:07:25.460]  第三點是
[00:07:25.460 --> 00:07:27.520]  作為耶穌基督的門徒
[00:07:27.520 --> 00:07:31.860]  約翰除了要見證這位永恆的生命之外
[00:07:31.860 --> 00:07:35.700]  更加是受託將這個生命的信息
[00:07:35.700 --> 00:07:40.300]  向這個信徒傳講
[00:07:40.300 --> 00:07:41.840]  目的是什麼呢?
[00:07:41.840 --> 00:07:45.180]  目的是使信徒之間
[00:07:45.180 --> 00:07:51.060]  和他們要對耶穌基督有一個共同的認識
[00:07:51.060 --> 00:07:56.440]  並且是可以因此彼此相交的
[00:07:56.440 --> 00:07:57.720]  說到這裡
[00:07:57.720 --> 00:08:00.540]  相交到底是什麼意思呢?
[00:08:00.540 --> 00:08:04.120]  原來相交原本的字的字根就是說
[00:08:04.120 --> 00:08:07.440]  是與人共同擁有
[00:08:07.440 --> 00:08:10.780]  來分享一些東西的意思
[00:08:10.780 --> 00:08:12.320]  現在的翻譯
[00:08:12.320 --> 00:08:16.400]  多數翻譯成為團契、交通
[00:08:16.400 --> 00:08:19.740]  其實是有兩方面的意思
[00:08:19.740 --> 00:08:22.300]  兩方面的層面
[00:08:22.300 --> 00:08:24.080]  在垂直方面的層面就是說
[00:08:24.080 --> 00:08:27.420]  信徒與神來相交
[00:08:27.420 --> 00:08:28.960]  水平的層面來說
[00:08:28.960 --> 00:08:33.040]  就是信徒彼此之間的相交
[00:08:33.040 --> 00:08:35.080]  雖然神是超越的
[00:08:35.080 --> 00:08:38.420]  人根本上不可以接近
[00:08:38.420 --> 00:08:39.820]  但是大家不要忘記
[00:08:39.820 --> 00:08:44.300]  三一的神其實彼此也有相交
[00:08:44.300 --> 00:08:45.340]  而如今
[00:08:45.340 --> 00:08:47.380]  因為耶穌基督的緣故
[00:08:47.380 --> 00:08:49.940]  我們在基督裡面接著聖靈
[00:08:49.940 --> 00:08:54.040]  就可以與這位三一的神來相交
[00:08:54.040 --> 00:08:55.580]  永恆除了寫了這封信
[00:08:55.580 --> 00:08:59.400]  來給信徒有關於耶穌基督的真理之外
[00:08:59.400 --> 00:09:06.060]  其實他在這裡也是邀請信徒與他來相交的
[00:09:06.060 --> 00:09:08.880]  所以他在第三節下半段就說
[00:09:08.880 --> 00:09:14.760]  「我們乃是與父並他的兒子耶穌基督相交」
[00:09:14.760 --> 00:09:21.160]  就是說約翰現在只是和三一的神有團契
[00:09:21.160 --> 00:09:25.500]  他很希望信徒也可以
[00:09:25.500 --> 00:09:27.560]  但是今天「相交」這個詞
[00:09:27.560 --> 00:09:30.120]  越來越變得很世俗化了
[00:09:30.120 --> 00:09:34.720]  常常都是指到一些社會上的聚會
[00:09:34.720 --> 00:09:36.520]  有社交的聚會
[00:09:36.520 --> 00:09:40.100]  或者是人與人之間的犯罪
[00:09:40.100 --> 00:09:43.940]  但是如果只是一齊要吃飯
[00:09:43.940 --> 00:09:47.020]  而什麼都沒有做
[00:09:47.020 --> 00:09:49.840]  俗齡的事一點都不談的時候
[00:09:49.840 --> 00:09:54.700]  那能不能夠說是「相交」或者是「團契」呢?
[00:09:54.700 --> 00:09:57.000]  如果「團契」
[00:09:57.000 --> 00:10:00.080]  「團」字的口字縮小了
[00:10:00.080 --> 00:10:02.120]  就會變成什麼?
[00:10:02.120 --> 00:10:04.160]  就是「專吃」了
[00:10:04.160 --> 00:10:07.240]  就好像同鄉會或者聯誼會那樣
[00:10:07.240 --> 00:10:11.600]  那麼「相交」的兩個層面又去了哪裡呢?
[00:10:11.600 --> 00:10:14.660]  然而信了主一段時間的信徒
[00:10:14.660 --> 00:10:18.260]  其實應該與三一的神有所相交
[00:10:18.260 --> 00:10:24.400]  並且比以前一步一步更加好、更加享受
[00:10:24.400 --> 00:10:26.440]  而信徒彼此之間
[00:10:26.440 --> 00:10:29.760]  也可能會更加深入了解
[00:10:29.760 --> 00:10:32.840]  但是如果過了一段時間
[00:10:32.840 --> 00:10:34.380]  大家見了面
[00:10:34.380 --> 00:10:37.440]  可能是談仙說地
[00:10:37.440 --> 00:10:39.240]  不著邊際的話
[00:10:39.240 --> 00:10:42.320]  甚至可能越走越遠的時候
[00:10:42.320 --> 00:10:44.880]  那到底發生了什麼事呢?
[00:10:44.880 --> 00:10:47.440]  大家是否需要反省一下呢?
[00:10:47.440 --> 00:10:53.320]  我們是否對神的認識發生了偏差呢?
[00:10:53.320 --> 00:10:56.140]  第二點就是「相交」的目的
[00:10:56.140 --> 00:10:58.440]  第四節約翰又說到
[00:10:58.440 --> 00:11:04.080]  他說他寫這些東西給信徒是有一個目的的
[00:11:04.080 --> 00:11:07.400]  就是使他們的喜樂可以充足
[00:11:07.400 --> 00:11:08.680]  「充足」這個字
[00:11:08.680 --> 00:11:14.060]  其實原文來說是滿到寫的
[00:11:14.060 --> 00:11:15.340]  你可能會問
[00:11:15.340 --> 00:11:18.920]  他為什麼這麼高興滿到寫呢?
[00:11:18.920 --> 00:11:23.020]  原來約翰是藉著耶穌基督與神和好
[00:11:23.020 --> 00:11:25.840]  他現在更加是與信徒的關係
[00:11:25.840 --> 00:11:28.140]  就好像情同親人一樣
[00:11:28.140 --> 00:11:29.940]  他的心靈得到滿足
[00:11:29.940 --> 00:11:33.000]  當然喜樂是滿到寫的
[00:11:33.000 --> 00:11:37.100]  喜樂不是我們人可以自己製造出來的
[00:11:37.100 --> 00:11:38.900]  喜樂是我們與神
[00:11:38.900 --> 00:11:40.180]  我們與人
[00:11:40.180 --> 00:11:41.720]  我們有相交
[00:11:41.720 --> 00:11:43.260]  而這個相交是好的時候
[00:11:43.260 --> 00:11:46.840]  所產生出來的副產品
[00:11:46.840 --> 00:11:49.900]  現在約翰他很關懷
[00:11:49.900 --> 00:11:51.960]  他寫信給那些受信人
[00:11:51.960 --> 00:11:54.000]  有關於他們的生命
[00:11:54.000 --> 00:11:57.840]  並且是位於永生之道來做見證
[00:11:57.840 --> 00:12:00.660]  消除他們對耶穌基督的誤解
[00:12:00.660 --> 00:12:05.020]  使他們可以上到與神
[00:12:05.020 --> 00:12:09.620]  這位永恆的生命來有所相交的時候
[00:12:09.620 --> 00:12:15.500]  而約翰更加是將他和神相交的那種喜樂
[00:12:15.500 --> 00:12:17.800]  來告訴信徒
[00:12:17.800 --> 00:12:19.600]  所以對他來說
[00:12:19.600 --> 00:12:23.700]  其實可以說是相喜
[00:12:23.700 --> 00:12:28.560]  所以一定會喜樂到滿捨
[00:12:28.560 --> 00:12:29.840]  有一個很明顯的例子
[00:12:29.840 --> 00:12:32.140]  其實大家現在都在做的
[00:12:32.140 --> 00:12:34.200]  就是崇拜
[00:12:34.200 --> 00:12:37.000]  崇拜其實是由神來發動
[00:12:37.000 --> 00:12:38.800]  我們經過宣召
[00:12:38.800 --> 00:12:40.080]  認罪
[00:12:40.080 --> 00:12:40.600]  祈禱
[00:12:40.600 --> 00:12:41.360]  讀經
[00:12:41.360 --> 00:12:43.160]  聽信息等等
[00:12:43.160 --> 00:12:46.480]  其實你看到一唱一和
[00:12:46.480 --> 00:12:47.760]  藉著聖靈
[00:12:47.760 --> 00:12:49.560]  我們以耶穌基督為中心
[00:12:49.560 --> 00:12:51.860]  是神與人
[00:12:51.860 --> 00:12:54.940]  神與人是相交的
[00:12:54.940 --> 00:12:56.220]  其實大家有沒有覺得
[00:12:56.220 --> 00:12:59.280]  是一件喜樂的事呢?
[00:12:59.280 --> 00:13:00.820]  而另一個例子就是
[00:13:00.820 --> 00:13:03.120]  當你向人傳福音的時候
[00:13:03.120 --> 00:13:05.680]  如果人是接受的話
[00:13:05.680 --> 00:13:08.240]  在這個接受的人的心裡面
[00:13:08.240 --> 00:13:09.780]  一定是很喜樂的
[00:13:09.780 --> 00:13:11.580]  為什麼他這樣說呢?
[00:13:11.580 --> 00:13:15.160]  因為有聖靈在他心裡面做工作
[00:13:15.160 --> 00:13:19.000]  而喜樂就是聖靈的果子
[00:13:19.000 --> 00:13:21.560]  聖靈的九種果子之一
[00:13:21.560 --> 00:13:24.380]  其實最喜樂的那個是誰?
[00:13:24.380 --> 00:13:27.960]  最喜樂的那個就是傳福音給人的那個
[00:13:27.960 --> 00:13:29.760]  因為他是被神在那裡使用
[00:13:29.760 --> 00:13:31.280]  使人
[00:13:31.280 --> 00:13:34.100]  使得他的生命能夠恢復
[00:13:34.100 --> 00:13:36.160]  與神相交
[00:13:36.160 --> 00:13:37.940]  所以各位弟兄姊妹
[00:13:37.940 --> 00:13:40.500]  你有沒有這種經驗呢?
[00:13:40.500 --> 00:13:42.300]  如果你沒有的話
[00:13:42.300 --> 00:13:44.600]  你不妨多去嘗試一下
[00:13:44.600 --> 00:13:46.400]  向人傳福音
[00:13:46.400 --> 00:13:48.700]  當人相信耶穌的時候
[00:13:48.700 --> 00:13:53.560]  你就會知道什麼叫做喜樂滿日
[00:13:53.560 --> 00:13:58.940]  第五點就是相交的原則
[00:13:58.940 --> 00:14:02.000]  第五節那裡約翰他很強調
[00:14:02.000 --> 00:14:05.080]  他說什麼?他說神就是光
[00:14:05.080 --> 00:14:07.900]  在他毫無黑暗
[00:14:07.900 --> 00:14:10.720]  我們經常都說太陽很光
[00:14:10.720 --> 00:14:12.260]  其實大家知不知道
[00:14:12.260 --> 00:14:15.320]  太陽都是有暗的一部分呢?
[00:14:15.320 --> 00:14:17.880]  我們通常都叫他做太陽黑子
[00:14:17.880 --> 00:14:20.180]  當太陽黑子出現的時候
[00:14:20.180 --> 00:14:23.260]  地球就會產生電磁的風暴
[00:14:23.260 --> 00:14:25.560]  會影響到通訊
[00:14:25.560 --> 00:14:28.380]  但在神裡面他是沒有黑暗的
[00:14:28.380 --> 00:14:32.720]  是值得我們完全的信賴
[00:14:32.720 --> 00:14:38.620]  這一點是約翰親自從耶穌那裡聽回來的
[00:14:38.620 --> 00:14:41.440]  所以他要跟信徒說
[00:14:41.440 --> 00:14:43.740]  以便信徒彼此之間
[00:14:43.740 --> 00:14:49.120]  或者是信徒和父神相交的時候是有一個準則
[00:14:49.120 --> 00:14:51.680]  約翰福音第八章第十二節那裡說到
[00:14:51.680 --> 00:14:53.220]  我是世界的光
[00:14:53.220 --> 00:14:56.540]  跟從我的就不再黑暗裡走了
[00:14:56.540 --> 00:14:59.100]  必要得著生命的光
[00:14:59.100 --> 00:15:01.660]  那光是代表什麼呢?
[00:15:01.660 --> 00:15:04.220]  原來是代表神的屬性
[00:15:04.220 --> 00:15:05.500]  神的屬性是什麼?
[00:15:05.500 --> 00:15:11.640]  就是他榮耀聖潔信實公義和是人愛
[00:15:11.640 --> 00:15:14.980]  也是代表著神對人的啟示
[00:15:14.980 --> 00:15:19.060]  就好像光一樣來發出來
[00:15:19.060 --> 00:15:23.160]  而光也是可以代表著神的救恩
[00:15:23.160 --> 00:15:29.300]  使人能夠在黑暗裡面重見光明
[00:15:29.300 --> 00:15:30.840]  所以約翰提出
[00:15:30.840 --> 00:15:34.940]  他說信徒與神相交應有的表現是什麼?
[00:15:34.940 --> 00:15:38.260]  就是要行在光中
[00:15:38.260 --> 00:15:42.360]  因為如果他是仍然行在黑暗裡的時候
[00:15:42.360 --> 00:15:43.380]  行這個字
[00:15:43.380 --> 00:15:49.020]  第六節那裡其實原文說到是一種習慣性的行為
[00:15:49.020 --> 00:15:54.140]  就是說他不斷地做一些不見得光的事的時候
[00:15:54.140 --> 00:15:56.180]  那他就是在說謊
[00:15:56.180 --> 00:16:00.540]  就是說他所宣稱他與神是有生命的相交
[00:16:00.540 --> 00:16:02.060]  其實是假的
[00:16:02.060 --> 00:16:07.700]  他根本都還沒有脫離這個黑暗的生活
[00:16:07.700 --> 00:16:11.280]  其實這裡約翰是指那些假教師
[00:16:11.280 --> 00:16:17.180]  因為他們經常說靈與肉是分開的
[00:16:17.180 --> 00:16:20.760]  靈雖然是可以與神有相交
[00:16:20.760 --> 00:16:24.340]  但是肉體卻是可以繼續犯罪的
[00:16:24.340 --> 00:16:27.160]  就好像精神分裂一樣
[00:16:27.160 --> 00:16:28.700]  根本上是不可能的
[00:16:28.700 --> 00:16:31.260]  因為《仙境》常常都說
[00:16:31.260 --> 00:16:35.340]  其實靈魂體是一起的
[00:16:35.340 --> 00:16:38.660]  不可能是分開的
[00:16:38.660 --> 00:16:40.980]  大家記不記得舊約裡面
[00:16:40.980 --> 00:16:44.300]  有一位士師叫做參宣
[00:16:44.300 --> 00:16:48.660]  神是使用他來懲罰非理事人
[00:16:48.660 --> 00:16:51.460]  但是他的生活是非常荒唐
[00:16:51.460 --> 00:16:53.500]  更加是沉迷女色
[00:16:53.500 --> 00:16:55.300]  任意而行
[00:16:55.300 --> 00:17:00.180]  而最終他要為自己的行為負責百姓利益
[00:17:00.180 --> 00:17:05.560]  亦都是因此受到很大的傷害
[00:17:05.560 --> 00:17:11.180]  信徒行在綱中其實是指什麼呢
[00:17:11.180 --> 00:17:16.060]  應該是指信徒誠信的過程
[00:17:16.060 --> 00:17:20.660]  因為「行」這個字在原文裡是有不斷的意思
[00:17:20.660 --> 00:17:25.780]  當信徒的行為能夠不斷地反映神的聖潔
[00:17:25.780 --> 00:17:29.100]  信實公義人愛的屬性的時候
[00:17:29.100 --> 00:17:35.240]  信徒和神的交通就應該越來越沒有阻隔
[00:17:35.240 --> 00:17:39.860]  人與神的關係就應該越來越好
[00:17:39.860 --> 00:17:43.940]  這個可以說是一個誠信的過程
[00:17:43.940 --> 00:17:50.600]  其實信徒彼此之間的相交亦都是一樣的
[00:17:50.600 --> 00:17:56.240]  當信徒彼此之間都是在這個綱中行的時候
[00:17:56.240 --> 00:17:59.300]  我們一起活出神的屬性
[00:17:59.300 --> 00:18:02.380]  我們在基督裡面信徒的相交
[00:18:02.380 --> 00:18:06.220]  大概都不應該有什麼阻隔
[00:18:06.220 --> 00:18:09.300]  就像一個三角形一樣
[00:18:09.300 --> 00:18:13.900]  當我們和神的關係越來越密切的時候
[00:18:13.900 --> 00:18:19.540]  我們才能夠和弟兄姊妹的關係越來越接近
[00:18:19.540 --> 00:18:22.100]  如果我們與神的關係不好
[00:18:22.100 --> 00:18:25.420]  我們下面那條線就永遠都不可能縮小
[00:18:25.420 --> 00:18:30.020]  我們怎麼能夠和人的關係又會好呢
[00:18:30.020 --> 00:18:34.120]  第二點就是我們需要對罪惡的正視
[00:18:34.120 --> 00:18:35.660]  在第八節裡面
[00:18:35.660 --> 00:18:38.980]  約翰他再一次提醒信徒
[00:18:38.980 --> 00:18:41.540]  如果好像那些假教師那樣
[00:18:41.540 --> 00:18:45.140]  他們不承認自己是有罪性的時候
[00:18:45.140 --> 00:18:51.280]  信徒就很難與神與人有正確的關係
[00:18:51.280 --> 00:18:57.680]  如果在第六章第十四節說到義和不義有什麼相交呢
[00:18:57.680 --> 00:19:01.520]  光明和黑暗有什麼相通呢
[00:19:01.520 --> 00:19:04.600]  就像我剛才所舉的那個例子
[00:19:04.600 --> 00:19:07.660]  在OpenAI的那件事裡面
[00:19:07.660 --> 00:19:12.520]  如果董事局成員之間是存在了溝通的問題
[00:19:12.520 --> 00:19:14.840]  進而產生了信任的危機
[00:19:14.840 --> 00:19:18.420]  就很難再合作下去了
[00:19:18.420 --> 00:19:25.340]  但是如果人能夠將他所犯的事能夠向神認錯
[00:19:25.340 --> 00:19:26.620]  那就不同了
[00:19:26.620 --> 00:19:30.200]  因為神是會幫助人的
[00:19:30.200 --> 00:19:32.760]  神怎樣可以幫助人呢
[00:19:32.760 --> 00:19:35.820]  就是基於神的兩大屬性
[00:19:35.820 --> 00:19:40.180]  信實和公義
[00:19:40.180 --> 00:19:45.820]  我知道很多弟兄姐妹可能常常都說神是愛
[00:19:45.820 --> 00:19:49.920]  有時候甚至過分地強調神的愛
[00:19:49.920 --> 00:19:53.760]  當然神是愛是沒有錯的
[00:19:53.760 --> 00:19:57.600]  後幾節將會講到神是愛這個問題
[00:19:57.600 --> 00:19:59.900]  但是我們也不能忽略
[00:19:59.900 --> 00:20:03.740]  神也是信實和公義的
[00:20:03.740 --> 00:20:07.580]  所以我們必須要明白神公義的要求
[00:20:07.580 --> 00:20:10.400]  是必須要先得到滿足
[00:20:10.400 --> 00:20:13.220]  神才可以按照他的信實
[00:20:13.220 --> 00:20:16.800]  使他的愛臨到我們那裡
[00:20:16.800 --> 00:20:19.360]  不單止在我們還沒得救的時候
[00:20:19.360 --> 00:20:22.700]  我們得救之後也是這樣
[00:20:22.700 --> 00:20:26.540]  大家還記不記得十誡
[00:20:26.540 --> 00:20:29.340]  神是怎樣看待
[00:20:29.340 --> 00:20:32.160]  信實和公義的
[00:20:32.160 --> 00:20:34.220]  正如第二誡
[00:20:34.220 --> 00:20:36.260]  第二誡說什麼
[00:20:36.260 --> 00:20:39.840]  是不可妄稱神的名
[00:20:39.840 --> 00:20:43.420]  除了我們說我們尊敬神之外
[00:20:43.420 --> 00:20:46.500]  其實它是講到我們不能夠對神
[00:20:46.500 --> 00:20:50.080]  作出一些不實的陳述
[00:20:50.080 --> 00:20:54.440]  而第八誡是不可作假見證
[00:20:54.440 --> 00:20:56.740]  這個更加明顯
[00:20:56.740 --> 00:21:01.100]  我們是要對人有誠信
[00:21:01.100 --> 00:21:04.420]  所以在第九誡裡面
[00:21:04.420 --> 00:21:06.980]  認罪是什麼意思
[00:21:06.980 --> 00:21:11.840]  原來這裡的認罪的原文是有繼續不斷的意思
[00:21:11.840 --> 00:21:13.380]  在廣東話裡面
[00:21:13.380 --> 00:21:15.420]  我們有一句俗語
[00:21:15.420 --> 00:21:17.740]  有錯就要認
[00:21:17.740 --> 00:21:19.020]  接著是怎樣
[00:21:19.020 --> 00:21:22.080]  打就要站穩
[00:21:22.080 --> 00:21:24.900]  因為當我們每一次我們肯認罪的時候
[00:21:24.900 --> 00:21:27.720]  其實是表示我們對神的誠實
[00:21:27.720 --> 00:21:31.560]  我們是坦然來接受神的光照
[00:21:31.560 --> 00:21:33.860]  這樣耶穌基督在十字架上面
[00:21:33.860 --> 00:21:39.740]  祂所留的寶血就能夠不斷地來洗淨我們的罪
[00:21:39.740 --> 00:21:42.060]  不只是我們得救之前
[00:21:42.060 --> 00:21:43.580]  我們得救之後
[00:21:43.580 --> 00:21:45.640]  如果我們是認罪的話
[00:21:45.640 --> 00:21:50.500]  神的寶血一定會洗淨我們的罪
[00:21:50.500 --> 00:21:53.580]  就如四篇、第三十二篇、第五節那裡說
[00:21:53.580 --> 00:21:57.160]  我要向耶和華承認我的過犯
[00:21:57.160 --> 00:22:02.020]  你就赦免我的罪惡
[00:22:02.020 --> 00:22:04.060]  這種認罪的態度
[00:22:04.060 --> 00:22:08.680]  其實也都是可以在人際之間的關係中
[00:22:08.680 --> 00:22:10.980]  當然是不容易
[00:22:10.980 --> 00:22:13.280]  尤其是我們是中國人
[00:22:13.280 --> 00:22:15.840]  一個愛面子的民族
[00:22:15.840 --> 00:22:19.420]  認罪 談何容易
[00:22:19.420 --> 00:22:22.240]  但是大家不要忘記
[00:22:22.240 --> 00:22:25.820]  耶穌基督在主通文說過什麼
[00:22:25.820 --> 00:22:28.640]  當我們求神來免我們的債的時候
[00:22:28.640 --> 00:22:31.980]  我們也都需要免別人的債
[00:22:31.980 --> 00:22:33.520]  受害的一方
[00:22:33.520 --> 00:22:35.300]  因為基督的緣故
[00:22:35.300 --> 00:22:38.380]  去原諒那些曾經傷害他的人
[00:22:38.380 --> 00:22:41.960]  其實是對罪的一種回應
