
[00:00:00.000 --> 00:00:04.600]  今早我想和各位一齊思想的題目就是「普世歡騰」
[00:05:44.000 --> 00:05:46.000]  我們讀一次英文
[00:05:46.000 --> 00:06:04.000]  在詩篇九十八篇,一節,兩節,三節,在三節聖經裡面
[00:06:07.000 --> 00:06:11.000]  是救恩這個字,salvation這個字,每一節都有的
[00:06:11.000 --> 00:06:17.000]  究竟這個救恩是什麼意思呢?
[00:06:17.000 --> 00:06:21.000]  其實救恩的原意,就是得勝的意思
[00:06:21.000 --> 00:06:27.000]  就是脫離,能夠克服,overcome的意思
[00:06:27.000 --> 00:06:35.000]  究竟耶穌來到地上,做我們的救主,是救我們脫離什麼呢?
[00:06:37.000 --> 00:06:40.000]  又救我們得勝什麼呢?
[00:06:40.000 --> 00:06:50.000]  原來耶穌基督做你和我的救主,能夠第一樣,讓我們得勝罪
[00:06:50.000 --> 00:06:58.000]  得勝罪帶來的刑罰
[00:06:58.000 --> 00:07:04.000]  因為耶穌基督已經為我們擔當了我們錯的刑罰
[00:07:07.000 --> 00:07:12.000]  不單單是得勝罪的刑罰,也是得勝罪的控制,繼續的控制我們
[00:07:12.000 --> 00:07:21.000]  不單是這樣,有一天,也讓這個罪,不再不在這個世界裡面
[00:07:21.000 --> 00:07:28.000]  所以救主能夠叫我們得勝的,就是得勝罪第一樣東西
[00:07:28.000 --> 00:07:35.000]  第二樣東西,就是叫我們能夠得勝死亡,overcome death,叫我們再不用害怕死亡
[00:07:37.000 --> 00:07:42.000]  因為耶穌基督能夠從死裡復活,凡是跟隨祂的人,一樣能夠從死裡復活
[00:07:42.000 --> 00:07:51.000]  能夠得勝罪,能夠得勝死亡
[00:07:51.000 --> 00:07:58.000]  第三樣東西,就是叫我們能夠得勝魔鬼的恐嚇和他的行事
[00:08:05.000 --> 00:08:11.000]  你是不是已經得到了耶穌基督是你的救主,明白祂這樣的愛你嗎?
[00:08:11.000 --> 00:08:19.000]  如果你是明白,並且有這個救主,得到祂的救恩
[00:08:19.000 --> 00:08:26.000]  你的生命就能夠做以下的幾件事
[00:08:26.000 --> 00:08:33.000]  第一樣東西,聖經告訴我們,在第一節那裡說,我們因此能夠時時唱新歌
[00:08:36.000 --> 00:08:41.000]  時時唱新歌的意思不是說,每天都有人作新的歌給我們唱,不是這個意思
[00:08:41.000 --> 00:08:53.000]  祂只是說,我們因為有這個救主,我們每一天都可以經歷祂新鮮奇妙的,為我們做各樣的事
[00:09:02.000 --> 00:09:06.000]  原來每一天,祂都可以在我們生命裡面做奇事
[00:09:06.000 --> 00:09:13.000]  不單是這樣,祂也讓我們每一天都能夠經歷祂特別的恩典
[00:09:13.000 --> 00:09:22.000]  所以每一件新事來到的時候,一來到我們又唱詩讚美祂,一經歷我們又唱詩讚美祂
[00:09:22.000 --> 00:09:30.000]  所以就叫做常唱新歌,就是這個意思
[00:09:32.000 --> 00:09:39.000]  原來我們可以在家裡,不用等到星期天,我們在家裡,在辦公室,在學校,我們都可以心裡面唱詩讚美祂
[00:09:39.000 --> 00:09:49.000]  救主不單是這樣賜福給我們,叫我們可以唱新歌
[00:09:49.000 --> 00:09:56.000]  聖經說,也是因為祂的緣故,我們能夠得著一些能力
[00:10:00.000 --> 00:10:02.000]  這個能力是由祂那裡來的
[00:10:02.000 --> 00:10:07.000]  不是我自己,是我自己強行逼出來的
[00:10:07.000 --> 00:10:11.000]  因為祂是我的救主,祂賜給我能力
[00:10:11.000 --> 00:10:17.000]  好像聖經裡面說,我靠著那家給我力昂的主
[00:10:17.000 --> 00:10:22.000]  我凡事都能做
[00:10:22.000 --> 00:10:25.000]  為什麼我忽然間能夠變成一個這樣的人呢
[00:10:25.000 --> 00:10:29.000]  不是因為我成為了Superman
[00:10:30.000 --> 00:10:33.000]  是因為祂的能力,奉庇祂所愛的人
[00:10:33.000 --> 00:10:39.000]  然後第三樣,聖經告訴我,救主的救恩帶給我們的
[00:10:39.000 --> 00:10:46.000]  就是我們能夠歡歡喜喜的,能夠時時顯明祂的救恩
[00:10:46.000 --> 00:10:57.000]  我深信你和我一樣這樣想的,有什麼好的東西,如果真的好東西,我一定要告訴別人的,一定要讓你知道,讓你得著一些好處,是不是
[00:11:00.000 --> 00:11:07.000]  因為當我和你說的時候,不單是你得著好處,我心裡面也很快樂,因為我的好東西能夠告訴你
[00:11:07.000 --> 00:11:17.000]  這個就是得著主的救恩的人,為什麼他能夠時時歡騰的意思
[00:11:17.000 --> 00:11:29.000]  你是不是能夠明白到,了解到,耶穌基督來到做你的救主,施行救恩,讓你生命能夠有改變呢
[00:11:30.000 --> 00:11:35.000]  主給你的救恩,當你接納了之後,是永遠你不會失去,永遠祂的愛是和你一起的
[00:11:35.000 --> 00:11:52.000]  但是聖經說為什麼要普世歡騰呢,不單單是說祂是我們的救主
[00:11:58.000 --> 00:12:04.000]  我們講到的,祂來到地上是做世人的王,是要更新再做我們的生命
[00:12:04.000 --> 00:12:12.000]  祂怎樣能夠更新我們的生命呢
[00:12:12.000 --> 00:12:17.000]  我們一起讀這段聖經,哥林多後書第五章十七節
[00:12:17.000 --> 00:12:21.000]  我們中英可以一起來讀
[00:12:29.000 --> 00:12:31.000]  哥林多後書第五章十七節
[00:12:31.000 --> 00:12:38.000]  為什麼要更新再做呢,為什麼要新做呢
[00:12:38.000 --> 00:12:43.000]  為什麼要更新再做呢
[00:12:43.000 --> 00:12:48.000]  原來上帝是創造我們的時候
[00:12:48.000 --> 00:12:54.000]  我們每一個人都有祂特別的意思給我們
[00:12:57.000 --> 00:12:59.000]  但是因為罪進入世界之後
[00:12:59.000 --> 00:13:06.000]  我們根本都失去了那個了解力,我們不知道我們生命是為了什麼
[00:13:06.000 --> 00:13:13.000]  所以就會搞出很多的困難,很多的麻煩出來
[00:13:13.000 --> 00:13:20.000]  但是當主耶穌來到世界上,做我們的救主,除去我們的罪
[00:13:23.000 --> 00:13:28.000]  祂就要再做我們的生命,祂就要更新再做
[00:13:28.000 --> 00:13:33.000]  不單單對人類是這樣
[00:13:33.000 --> 00:13:36.000]  聖經裏面講,詩歌裏面也有講
[00:13:36.000 --> 00:13:43.000]  是大地主都要更新,全個地球主都要更新再做
[00:13:43.000 --> 00:13:49.000]  因為他說大地都是困在一個困境裏面
[00:13:53.000 --> 00:13:56.000]  所以要神自己再來到更新和再做
[00:13:56.000 --> 00:14:02.000]  所以當耶穌基督來到這個地上,能夠成就救恩的時候
[00:14:02.000 --> 00:14:07.000]  聖經裏面講,詩歌又講
[00:14:07.000 --> 00:14:18.000]  連大地、田野、江河、海洋、平原、山崗都拍手說感謝主,你更新再做我們的生命
[00:14:23.000 --> 00:14:35.000]  所以聖經裏面講,這件事一定會出現,並且已經在進行當中
[00:14:35.000 --> 00:14:40.000]  因為上帝紀念並實現祂的應許
[00:14:40.000 --> 00:14:46.000]  祂會一定成就祂的應許
[00:14:48.000 --> 00:14:54.000]  現在我們可以全地都歡呼讚美這個大禮物,就是耶穌基督的來到
[00:14:54.000 --> 00:15:00.000]  究竟耶穌基督怎樣更新我們的生命呢?
[00:15:00.000 --> 00:15:05.000]  起碼有很多方面,起碼有三方面
[00:15:05.000 --> 00:15:14.000]  是一樣,當耶穌基督做你我的王的時候,祂第一是賜給我們有新的身份
[00:15:18.000 --> 00:15:21.000]  新的身份,各位來賓,各位朋友,各位弟兄姊妹
[00:15:21.000 --> 00:15:27.000]  我們的身份是時時被環境操縱的
[00:15:27.000 --> 00:15:42.000]  當我們小時候,我們被我們的原生家庭,他說我是這樣,我就是這樣,又被我們天生的性格或者性情決定,下了定論,我就是這樣的人,我的身份就是這樣
[00:15:49.000 --> 00:16:01.000]  當我們成長了,做了大人之後,我們的身份就被我們的事業,被我們的關係,或者被我們的家境,我們有多少的東西等等來決定我的身份是怎樣
[00:16:09.000 --> 00:16:25.000]  聖經裡面告訴我們,身份有一件事我們要清楚的知道,不要讓一些我們可以失去的,或者可以沒有了的東西來決定我們的身份
[00:16:31.000 --> 00:16:42.000]  譬如你是一個很富有的人,你說你是一個百萬富翁,你說因為我的錢的緣故,所以我就是一個百萬富翁,我的身份就是一個百萬富翁
[00:16:42.000 --> 00:16:55.000]  當有一天股市大跌,樓價大跌的時候,你從百萬富翁變成只有百多元的人的時候,你的身份又會怎樣呢
[00:17:02.000 --> 00:17:10.000]  你的身份如果是被一些可以失去的東西來決定的時候,你說是不是一個很可悲的一件事呢
[00:17:10.000 --> 00:17:28.000]  或者你說我的身份是,我是一個很蒙愛的人,因為我有很多愛我的人是時時和我一起,所以他們就是我的生命,就是我的身份
[00:17:32.000 --> 00:17:43.000]  如果這些關係忽然間破裂了呢,或者你所愛的人已經不在的時候,那你的身份是不是就沒有了,你的身份是什麼呢
[00:17:43.000 --> 00:18:00.000]  聖經告訴我們,耶穌基督賜給我們新的身份,是建基於一樣東西,是你永遠不會失去的
[00:18:01.000 --> 00:18:07.000]  這個新的身份就是神對你的愛,和你因為接納了耶穌基督的緣故,你成為了神的兒女
[00:18:07.000 --> 00:18:21.000]  就是因為我們有了這個新的身份的時候,我們再不介意其他的東西是怎樣,我們努力地活我們的一生,歡喜快樂地活我們的一生
[00:18:31.000 --> 00:18:37.000]  就是因為我們有了這個新的身份的時候,我們再不介意其他的東西是怎樣,我們努力地活我們的一生,歡喜快樂地活我們的一生
[00:18:37.000 --> 00:18:42.000]  因為我知道神的愛是奇妙,是美麗的
[00:18:42.000 --> 00:18:48.000]  你是不是已經有了這個身份,和很明白地享受著這個身份呢
[00:18:48.000 --> 00:18:59.000]  還是你還是用一些世上會失去的東西來決定自己的身份,而以那些東西為自豪呢
[00:19:02.000 --> 00:19:06.000]  讓上帝更新和再造你的生命和我的生命吧
[00:19:06.000 --> 00:19:15.000]  不單止賜給我們新的身份,還賜給我們有新的家庭
[00:19:15.000 --> 00:19:20.000]  去更新再造我們的家庭
[00:19:20.000 --> 00:19:28.000]  以前我們的家庭,很多人都經歷過這件事,真的是家嘈屋閉,真的是沒有靈日的
[00:19:31.000 --> 00:19:41.000]  當家裏面一個人信了耶穌,另外一個人信了耶穌,一家人信主的時候,整家都不知道為什麼,忽然間是和睦起來
[00:19:41.000 --> 00:19:59.000]  我們知道為什麼,因為當他們大家都有了上帝的愛的時候,他們就懂得去彼此的饒恕,再不計較這麼多的東西,而是慷慨地愛回家裏每一個人
[00:20:01.000 --> 00:20:11.000]  我們聽過很多的見證,教會裏面都有很多的見證,家庭就是這樣重新被造
[00:20:11.000 --> 00:20:20.000]  但是上帝賜給我們的新的家庭,不單止是我們自己的家庭
[00:20:20.000 --> 00:20:30.000]  或者有些人是沒有這麼大的家庭,上帝說我賜給你一個大家庭,這個大家庭就是教會
[00:20:31.000 --> 00:20:36.000]  這個家就是你的地方,屬於你的地方
[00:20:36.000 --> 00:20:43.000]  是上帝擺你和擺我在這裏的
[00:20:43.000 --> 00:20:50.000]  叫我們在這裏彼此的相愛,彼此的關顧,彼此的鼓勵
[00:20:50.000 --> 00:21:00.000]  讓我們在這個地方裏面能夠真正的經歷,也體驗上帝的愛
[00:21:02.000 --> 00:21:06.000]  所以我們要真正的愛我們自己的教會,愛我們的團契,愛我們家裏面的人
[00:21:06.000 --> 00:21:20.000]  上帝就是更新我們,讓我們能夠這樣,讓我們有一個新的身份和新的家庭
[00:21:26.000 --> 00:21:33.000]  第三樣東西是很重要的,就是耶穌基督來到作王的時候,賜給我們一個新的命運
[00:21:33.000 --> 00:21:43.000]  一個新的命運,是甚麼意思呢?
[00:21:43.000 --> 00:21:49.000]  如果我們是收禮物的時候,無論你的禮物是多大多好都好
[00:21:49.000 --> 00:21:55.000]  大家知不知道你的禮物總有一天會用完,或者會舊,不能夠再用
[00:21:57.000 --> 00:22:02.000]  生命就是這樣,就算是多好的生命,多好的禮物
[00:22:02.000 --> 00:22:10.000]  我們所經歷的總是暫時的
[00:22:10.000 --> 00:22:14.000]  就是我們叫做階段性的
[00:22:14.000 --> 00:22:19.000]  無論你去讀書也好,都有一個階段是要完的
[00:22:19.000 --> 00:22:25.000]  無論你工作也好,都有一個階段是要完的
[00:22:27.000 --> 00:22:29.000]  你退休也好,總有一個階段是要完的
[00:22:29.000 --> 00:22:35.000]  人生裏面很多東西都是暫時性和階段性
[00:22:35.000 --> 00:22:43.000]  人的命運就是這樣,生老病死就是這樣完的
[00:22:43.000 --> 00:22:50.000]  但當耶穌基督來到這個世上賜給我們這個舊恩
[00:22:53.000 --> 00:22:56.000]  祂更新改造我們人生的命運
[00:22:56.000 --> 00:23:01.000]  讓這個命運再不是暫時和階段性
[00:23:01.000 --> 00:23:06.000]  是讓我們成為永恆
[00:23:06.000 --> 00:23:10.000]  究竟祂怎樣讓我們的命運改變成永恆呢?
[00:23:10.000 --> 00:23:16.000]  耶穌基督降世的時候,聖經說,天使說祂有一個名字
[00:23:16.000 --> 00:23:20.000]  這個名字就好像舊有聖經所預言的,叫做「以馬內利」
[00:23:23.000 --> 00:23:26.000]  以馬內利就是神與我們同在的意思
[00:23:26.000 --> 00:23:34.000]  所以耶穌基督降世,有一樣東西我們永遠不會失去的
[00:23:34.000 --> 00:23:37.000]  如果我們接納祂,就是祂永遠與我們同在
[00:23:37.000 --> 00:23:47.000]  如果祂說永遠與我們同在,這個就不是階段,這個就不是暫時
[00:23:52.000 --> 00:23:54.000]  祂今生與我們同在
[00:23:54.000 --> 00:23:58.000]  也會來生與我們同在
[00:23:58.000 --> 00:24:01.000]  因為神是永恆的
[00:24:01.000 --> 00:24:04.000]  我們被祂所造的也是永恆的
[00:24:04.000 --> 00:24:09.000]  就是因為我們能夠跳出來,這個命運有這個改變
[00:24:09.000 --> 00:24:17.000]  因著耶穌基督的緣故,我們的生命就大大有喜樂了
[00:24:21.000 --> 00:24:23.000]  我們有一天,我們生命結束的時候
[00:24:23.000 --> 00:24:30.000]  我們知道我們會繼續有另一個生命,就是天家永生的生命
[00:24:30.000 --> 00:24:37.000]  我們掛著很多我們所愛的人在主裡面已經離開了我們的人
[00:24:37.000 --> 00:24:44.000]  但是我們知道我們不是俗世所說的生離死別
[00:24:48.000 --> 00:24:51.000]  不是像世人所說的,我們知道我們會再見祂的面
[00:24:51.000 --> 00:25:01.000]  因為主應許了一個有祂生命的人,祂的生命是永恆的
[00:25:01.000 --> 00:25:07.000]  就是因為這樣,在難過當中我們都能夠有喜樂
[00:25:07.000 --> 00:25:14.000]  就是因為這樣,我們在困苦當中的時候,我們仍夠歡騰
[00:25:16.000 --> 00:25:19.000]  不單單因為祂來了,做了我們的救主,施行救恩
[00:25:19.000 --> 00:25:26.000]  祂再來做世人的王,是要更生再造
[00:25:26.000 --> 00:25:34.000]  Redeem and restore,好像英文這樣說,這個就是祂為我們所做的
[00:25:34.000 --> 00:25:41.000]  為什麼我們不能去歡喜快樂的事事去紀念祂呢?
[00:25:44.000 --> 00:25:47.000]  但是聖經裡面說還有第三樣,不單單是這樣
[00:25:47.000 --> 00:25:51.000]  不單單祂做救主施行救恩
[00:25:51.000 --> 00:25:56.000]  不單單做世人的王去更生改造我們的生命
[00:25:56.000 --> 00:26:03.000]  第三樣就是祂會再來審判這個世界,以公義和公正治理全地
[00:26:03.000 --> 00:26:12.000]  祂會再來在新天新地裡面去治理這個世界
[00:26:14.000 --> 00:26:18.000]  我們一起讀這段聖經,是在二賽亞書第九章第七節
[00:26:18.000 --> 00:26:23.000]  或者我們可以中英一起讀
[00:26:44.000 --> 00:26:46.000]  二賽亞書第九章第七節
[00:26:46.000 --> 00:26:50.000]  這裡說到祂要再來去治理這個大地
[00:26:50.000 --> 00:26:58.000]  當主再來的時候,祂不只是來做一個救主,祂是做一個審判者
[00:26:58.000 --> 00:27:04.000]  祂來治理這個大地
[00:27:04.000 --> 00:27:10.000]  祂要審判一切是故意去敵對祂,去敵擋祂的人
[00:27:14.000 --> 00:27:17.000]  你說祂有什麼這麼厲害,來到這個世界裡面做王
[00:27:17.000 --> 00:27:22.000]  因為這個世界是祂所做的
[00:27:22.000 --> 00:27:26.000]  所以這個世界是屬於祂的
[00:27:26.000 --> 00:27:30.000]  世界裡面一切所做的人都是祂創造的
[00:27:30.000 --> 00:27:36.000]  所以祂有權來到這個世界裡面,重新治理這個世界
[00:27:36.000 --> 00:27:42.000]  所以聖經裡面,剛才讀了一段聖經,告訴我們當祂來的時候
[00:27:45.000 --> 00:27:48.000]  祂的治理是和平的治理
[00:27:48.000 --> 00:27:54.000]  因為祂說政權平安,家憎無窮,是和平的治理
[00:27:54.000 --> 00:27:59.000]  而且是一個永遠的治理
[00:27:59.000 --> 00:28:03.000]  不是四年選舉一次總理總統
[00:28:03.000 --> 00:28:08.000]  而且祂是用公義和公正去治理
[00:28:11.000 --> 00:28:14.000]  而且這個是必定會來的,答應的一個治理
[00:28:14.000 --> 00:28:20.000]  所以當我們對各國的哪個政府都好,我們總是有失望的時候
[00:28:20.000 --> 00:28:31.000]  我們知道這個世界主會再來,重新公義政治,正義的去治理這個全地
[00:28:37.000 --> 00:28:42.000]  以上的三件事就是聖經裡面告訴我們為什麼我們可以常常的歡騰
[00:28:42.000 --> 00:28:49.000]  我們時時要了解而去歡騰
[00:28:49.000 --> 00:28:57.000]  但是或者今天在座當中有人說,牧師你不知道我現在經歷的那種痛苦
[00:28:57.000 --> 00:29:03.000]  你不知道我遇到的那種憂傷
[00:29:06.000 --> 00:29:08.000]  你知道我將來,明天開始我要面對的事
[00:29:08.000 --> 00:29:13.000]  我明白耶穌為我做的事
[00:29:13.000 --> 00:29:20.000]  我今天,我怎樣能夠叫我能夠起來,跳出來,普世歡騰呢
[00:29:20.000 --> 00:29:25.000]  各位親愛的弟兄姊妹,各位來賓
[00:29:25.000 --> 00:29:30.000]  我們自己都有一些小的事,覺得是困難的
[00:29:33.000 --> 00:29:37.000]  但是我們記得聖經一句話,就能夠幫我們跳出來去歡騰
[00:29:37.000 --> 00:29:42.000]  就在羅馬書第八章那裡
[00:29:42.000 --> 00:29:45.000]  聖經裡面這樣說
[00:29:45.000 --> 00:29:52.000]  他說,若果天父,若果上帝都不愛惜自己的兒子,耶穌基督
[00:29:57.000 --> 00:30:05.000]  祂將祂的愛只能夠賜給世人,來到地上為世人而死,為世人的罪而死,為世人而復活
[00:30:05.000 --> 00:30:15.000]  如果祂將祂最好的,最厲害的東西已經給了你和我
[00:30:15.000 --> 00:30:25.000]  那我今天所遇見的困難和痛苦,你所遇見的未知數,各樣的事
[00:30:26.000 --> 00:30:29.000]  難道這些事是大過耶穌基督自己嗎?
[00:30:29.000 --> 00:30:40.000]  難道上帝不會處理這些事,不會叫耶穌基督來幫助我們能夠走過這些路嗎?
[00:30:40.000 --> 00:30:48.000]  上帝最重要的,祂的兒子已經給了我們
[00:30:53.000 --> 00:31:01.000]  那祂會不會將你所需要的,我所需要的,我所掛念,我所怕的東西,祂會不會帶領我們都能夠經歷這些而能夠得勝嗎?
[00:31:01.000 --> 00:31:07.000]  當我一這樣想的時候
[00:31:07.000 --> 00:31:10.000]  我就從我的沮喪當中惡起頭來
[00:31:10.000 --> 00:31:17.000]  我說主啊,我為什麼要整天在想我自己這些的事呢?
[00:31:17.000 --> 00:31:22.000]  難道你對我的愛是不足夠嗎?不能夠處理這些事嗎?
[00:31:24.000 --> 00:31:27.000]  我說主啊,那祢幫我跳出來,幫你跳出來
[00:31:27.000 --> 00:31:35.000]  讓我能夠和眾人一起讚美感謝祢
[00:31:35.000 --> 00:31:43.000]  因為祢對我的愛是永遠我不會失去,也沒有人能夠搶得去
[00:31:43.000 --> 00:31:50.000]  就是這樣我們可以普世歡騰
[00:31:53.000 --> 00:31:55.000]  各位弟兄姊妹,各位來賓,各位朋友
[00:31:55.000 --> 00:32:01.000]  由我們去倚靠這個救主,能夠普世歡騰
[00:32:01.000 --> 00:32:07.000]  當我們知道為什麼我們要普世歡騰之後
[00:32:07.000 --> 00:32:12.000]  接著我們問第二個問題,就是我們怎樣去歡騰呢?
[00:32:12.000 --> 00:32:20.000]  這個都是很重要的,因為知道一件事,究竟我們怎樣去歡騰呢,是另一件事
[00:32:23.000 --> 00:32:28.000]  有三件事聖經告訴我們,我們真的要小心,那我們就真的會歡騰了
[00:32:28.000 --> 00:32:37.000]  第一件事它告訴我們,歡騰原來是從接納耶穌基督為救主開始的
[00:32:37.000 --> 00:32:45.000]  我們每年聖誕都可以唱歌,都可以送禮物,都是歡喜
[00:32:49.000 --> 00:32:53.000]  但是真正的歡騰是要從接受耶穌做救主開始的
[00:32:53.000 --> 00:33:02.000]  所以那首詩歌有講,聖經有講,究竟我們的心裡面有沒有空處為主呢?
[00:33:02.000 --> 00:33:15.000]  會不會你覺得信耶穌是好的,但是我未必需要接納祂,我只是覺得祂是好的,那你的心裡面實在太多的東西你放不下耶穌基督
[00:33:20.000 --> 00:33:25.000]  如果真的是這樣的時候,你的喜樂所謂的歡騰都不是真的歡騰
[00:33:25.000 --> 00:33:36.000]  究竟是什麼東西是難阻你還未能夠正式的接納耶穌做你的救主呢?
[00:33:36.000 --> 00:33:46.000]  會不會是你的驕傲呢?我工作做到這麼高位的時候,我為什麼要信耶穌呢?
[00:33:50.000 --> 00:33:54.000]  在聖誕的時候,第一次聖誕的時候,希律王就是這樣
[00:33:54.000 --> 00:34:03.000]  他說我才是王,為什麼你說有一個王會來,你跟博士說
[00:34:03.000 --> 00:34:10.000]  他很狡猾,不單止他不願意接受,他跟博士說
[00:34:10.000 --> 00:34:17.000]  你找到他之後告訴我他在哪裡,我也會去拜他
[00:34:20.000 --> 00:34:21.000]  其實他想去殺耶穌
[00:34:21.000 --> 00:34:25.000]  今天有人心裡面憎恨耶穌
[00:34:25.000 --> 00:34:32.000]  因為他說我才是那個王,我用不著你來管理這個社會,用不著你來管理這個大地
[00:34:32.000 --> 00:34:37.000]  心中就沒有了這個空處為主
[00:34:37.000 --> 00:34:45.000]  或者有其他人不是這樣的驕傲,但是心裡面一個個人的己見就是這樣
[00:34:50.000 --> 00:34:53.000]  我沒有這樣的需要,我沒有這樣的需要有耶穌
[00:34:53.000 --> 00:34:57.000]  我看這件事都很好
[00:34:57.000 --> 00:35:01.000]  我用不著他,我沒有這樣的需要
[00:35:01.000 --> 00:35:03.000]  因為他忘記了一件事
[00:35:03.000 --> 00:35:08.000]  他能夠滿足他現在的事情,只不過是階段性
[00:35:08.000 --> 00:35:13.000]  只是暫時
[00:35:14.000 --> 00:35:22.000]  就是因為這樣,很多很出名的人,很多很有錢的人,很成功的人,為什麼他們說心裡面總是有一種空虛呢?
[00:35:22.000 --> 00:35:36.000]  其實這個空虛是上帝做在人的心裡面,特別是讓耶穌基督擺在那個地方裡面
[00:35:36.000 --> 00:35:43.000]  所以當我們明白了這件事之後
[00:35:44.000 --> 00:35:49.000]  我們就要問,究竟我心中有沒有空處可以擺在耶穌基督的身上接受他呢?
