
[00:00:00.000 --> 00:00:04.760]  原因為平安從我們的父神並主耶穌基督歸於在座每一位和線上弟兄姊妹
[00:02:06.560 --> 00:02:11.060]  也不只是說一間教會有它特別的 個別的問題
[00:02:11.060 --> 00:02:13.260]  其實它裡面的基本問題
[00:02:13.260 --> 00:02:15.260]  一間間教會差不多了
[00:02:15.260 --> 00:02:17.260]  不過有些可能嚴重一點
[00:02:17.260 --> 00:02:20.860]  有些可能因為它的地理環境或者當時的處境不同
[00:02:20.860 --> 00:02:24.160]  是有不同的壓迫或者不同的迫害
[00:02:24.160 --> 00:02:26.460]  或者不同的困難的時候
[00:02:26.460 --> 00:02:31.560]  於是約翰就給多一點點的鼓勵和提醒他們 是不是?
[00:02:31.560 --> 00:02:35.060]  今天我們看的時候這個地理看到都是
[00:02:35.060 --> 00:02:37.860]  去到薩迪教會 這是第五間教會的時候
[00:02:37.860 --> 00:02:39.960]  都是靠著山邊那裡來的
[00:02:39.960 --> 00:02:41.460]  這個地理環境是很特別的
[00:02:41.460 --> 00:02:44.460]  就是它沿著伊斯忠一路上去善會那
[00:02:44.460 --> 00:02:47.660]  一路去到比加摩
[00:02:47.660 --> 00:02:49.760]  下來推呀推呀拉呀 然後去到薩迪
[00:02:49.760 --> 00:02:52.760]  其實繞著一圈都是圍著山區這樣走來走去
[00:02:52.760 --> 00:02:57.160]  這個都是在當時的小亞細亞那個地區
[00:02:57.160 --> 00:02:59.460]  現在的土耳其這樣
[00:02:59.460 --> 00:03:06.760]  如果是在最近的我們看回這些旅遊雜誌
[00:03:06.760 --> 00:03:08.960]  或者是很多的旅遊看到就是說
[00:03:08.960 --> 00:03:12.860]  這些地方都是一些大的古城來的
[00:03:12.860 --> 00:03:17.460]  當時如果不是說那個城市是有一定的人數
[00:03:17.460 --> 00:03:19.660]  或者有一定的經濟活動的話
[00:03:19.660 --> 00:03:21.460]  不會有人去傳道 是不是?
[00:03:21.460 --> 00:03:23.460]  也都不會有人去那裡建立教會
[00:03:23.460 --> 00:03:27.060]  或者是有這麼多的一些值得他們去做
[00:03:27.060 --> 00:03:29.060]  繼續去跟進的一些工作
[00:03:29.060 --> 00:03:33.160]  所以當時教會都是在一些繁華盛世裡面
[00:03:33.160 --> 00:03:36.460]  或者在一些大城市裡面建立的一些教會
[00:03:36.460 --> 00:03:38.460]  想當年2000年前的時候
[00:03:38.460 --> 00:03:44.060]  就是他們一班的信徒其實是屬於少數民族來的
[00:03:44.060 --> 00:03:46.760]  就是在整個希羅世界來說
[00:03:46.760 --> 00:03:49.860]  基督教算是什麼?是不乘氣候的
[00:03:49.860 --> 00:03:55.460]  跟原來那班的猶太教的重量是完全沒有
[00:03:55.460 --> 00:03:57.260]  不是那種重量來的
[00:03:57.260 --> 00:04:00.760]  能夠在這些外邦文化裡面
[00:04:00.760 --> 00:04:03.260]  一個這樣的經濟活動的情況之下
[00:04:03.260 --> 00:04:06.860]  能夠教會有它的生存空間其實是否容易?
[00:04:06.860 --> 00:04:08.260]  絕對不容易的
[00:04:08.260 --> 00:04:11.160]  但是都感恩他們都有自己不同的使命
[00:04:11.160 --> 00:04:15.260]  看到薩迪教會都是在山頭那裡的
[00:04:15.260 --> 00:04:18.760]  那個成為一個天然的保障來的
[00:04:18.760 --> 00:04:21.160]  稍後講多一點的時候就更加明白
[00:04:21.160 --> 00:04:24.060]  今天這段經文對薩迪教會的提醒
[00:04:24.060 --> 00:04:28.060]  一些很有趣的地方是什麼呢?
[00:04:28.060 --> 00:04:29.560]  其實薩迪教會出了什麼問題呢?
[00:04:29.560 --> 00:04:32.760]  就是聖經提醒他們要警醒
[00:04:32.760 --> 00:04:37.760]  因為其實看回那個薩迪這個地方
[00:04:37.760 --> 00:04:41.260]  原來是這個女帝亞王國的首都來的
[00:04:41.260 --> 00:04:47.960]  就是未曾統一羅馬之前很多不同的小國
[00:04:47.960 --> 00:04:51.060]  原來當時在這個亞薩亞地區裡面
[00:04:51.060 --> 00:04:55.060]  一個叫做女帝亞王國的首都
[00:04:55.060 --> 00:04:59.460]  就是在主前七世紀的時候在這裡建都的
[00:04:59.460 --> 00:05:00.260]  行不行?
[00:05:00.260 --> 00:05:01.660]  它很久歷史了
[00:05:01.660 --> 00:05:03.260]  但是因為它的地理環境很重要
[00:05:03.260 --> 00:05:05.560]  所以它一直都能夠自己自立
[00:05:05.560 --> 00:05:09.860]  但是很奇怪去到這個波斯成長之後
[00:05:09.860 --> 00:05:13.160]  在主前547年的時候
[00:05:13.160 --> 00:05:17.360]  竟然他們這個薩迪是被波斯攻陷了
[00:05:17.360 --> 00:05:19.260]  攻陷的原因就很簡單
[00:05:19.260 --> 00:05:22.360]  原來他們因為在城是建在山上面
[00:05:22.360 --> 00:05:24.860]  三邊都是懸崖峭壁來的
[00:05:24.860 --> 00:05:28.660]  你是沒有可能從那些懸崖峭壁裡面去進攻它的
[00:05:28.660 --> 00:05:30.260]  只有前面有一條小路
[00:05:30.260 --> 00:05:34.660]  就這樣盤旋的 這樣攀平的上去山
[00:05:34.660 --> 00:05:37.060]  所以他們覺得我只是守著前面
[00:05:37.060 --> 00:05:42.260]  我前面駐軍 擺放我們的兵力就可以守著敵軍
[00:05:42.260 --> 00:05:43.660]  這個是很自然的
[00:05:43.660 --> 00:05:44.860]  因為我又靠山
[00:05:44.860 --> 00:05:47.960]  我後面有一個自然的屏障
[00:05:47.960 --> 00:05:50.660]  有個山崖的時候是沒有人可以爬上來的
[00:05:50.660 --> 00:05:51.860]  明白嗎?
[00:05:51.860 --> 00:05:54.860]  於是他們覺得只要我守著前面就可以了
[00:05:54.860 --> 00:05:55.760]  但是誰不知
[00:05:55.760 --> 00:05:58.460]  因為原來山後面都有些小路
[00:05:58.460 --> 00:06:03.560]  他們的民間都懂得有些小小的地方可以走上走下
[00:06:03.560 --> 00:06:08.060]  就被當時的波斯軍看到原來那裡有些人
[00:06:08.060 --> 00:06:09.360]  有些小小的活動
[00:06:09.360 --> 00:06:11.360]  他們就說沒人知道 怎麼知道呢?
[00:06:11.360 --> 00:06:13.160]  那裡比較近
[00:06:13.160 --> 00:06:14.260]  Charles Alou
[00:06:14.260 --> 00:06:15.260]  你明白我的意思嗎?
[00:06:15.260 --> 00:06:17.460]  於是在夜晚的時候
[00:06:17.460 --> 00:06:21.960]  波斯軍就由那條小路派了探子從那裡穿進去
[00:06:21.960 --> 00:06:25.260]  於是就去到城門那裡就大開城門
[00:06:25.260 --> 00:06:26.560]  那些軍隊就進來了
[00:06:26.560 --> 00:06:28.460]  於是在一夜之間
[00:06:28.460 --> 00:06:31.160]  薩迪就被人攻陷了
[00:06:31.160 --> 00:06:33.760]  所以為什麼經文講到我好像賊一樣來呢?
[00:06:33.760 --> 00:06:35.260]  其實就是他的經驗
[00:06:35.260 --> 00:06:37.660]  就是你不知道什麼時候那些探子
[00:06:37.660 --> 00:06:41.260]  那些奸細就在後面進來了
[00:06:41.260 --> 00:06:42.560]  攻擊你們
[00:06:42.560 --> 00:06:46.560]  令到你前面的城門就冒險雞籠那樣
[00:06:46.560 --> 00:06:47.860]  就打開了
[00:06:47.860 --> 00:06:51.660]  這個是在主持547年的經驗
[00:06:51.660 --> 00:06:55.060]  後來去到希臘也是同樣的時間
[00:06:55.060 --> 00:06:58.560]  當波斯一段時間去到希臘的時候
[00:06:58.560 --> 00:07:01.160]  他們想著也是這樣守著
[00:07:01.160 --> 00:07:02.660]  誰知道原來那時候的波斯人
[00:07:02.660 --> 00:07:06.060]  已經可以同樣的一樣的散漫了
[00:07:06.060 --> 00:07:07.860]  歷史一教訓他不記得了
[00:07:07.860 --> 00:07:10.160]  他當時怎樣去攻擊人家
[00:07:10.160 --> 00:07:13.960]  到了主前334年的時候
[00:07:13.960 --> 00:07:17.060]  希臘大軍同樣是用同一個方法
[00:07:17.060 --> 00:07:18.760]  從後面走上來
[00:07:18.760 --> 00:07:21.360]  打開城門就將這個薩迪
[00:07:21.360 --> 00:07:25.060]  就是第二個另外一個的政權就佔領了
[00:07:25.060 --> 00:07:29.360]  後來轉轉就是政權移交給羅馬
[00:07:29.360 --> 00:07:30.160]  不需要打了
[00:07:30.160 --> 00:07:35.060]  正式的收了整個希臘的版圖
[00:07:35.060 --> 00:07:38.360]  所以說對薩迪教會說
[00:07:38.360 --> 00:07:39.560]  你們要警醒
[00:07:39.560 --> 00:07:41.660]  這個是很切身的經驗
[00:07:41.660 --> 00:07:43.160]  行不行
[00:07:43.160 --> 00:07:47.660]  他們就是經歷過歷史上那個失敗教訓
[00:07:47.660 --> 00:07:49.760]  整個當時的城市
[00:07:49.760 --> 00:07:51.460]  或者當時那個地區的人
[00:07:51.460 --> 00:07:54.560]  所經歷的一些生活的情況
[00:07:54.560 --> 00:07:55.960]  再提醒他們要警醒
[00:07:55.960 --> 00:07:57.860]  這是第一點他們要提的
[00:07:57.860 --> 00:07:58.960]  第二就是說
[00:07:58.960 --> 00:08:01.360]  這個薩迪這個地方
[00:08:01.360 --> 00:08:03.060]  那些人因為他本身來講
[00:08:03.060 --> 00:08:06.460]  那些的礦產
[00:08:06.460 --> 00:08:09.660]  其他的物資都很豐富的
[00:08:09.660 --> 00:08:12.160]  甚至他們有些很厲害的紡織業
[00:08:12.160 --> 00:08:12.960]  染布業
[00:08:12.960 --> 00:08:14.760]  女帝亞地區聽過了
[00:08:14.760 --> 00:08:16.160]  紫色布那個女人
[00:08:16.160 --> 00:08:18.160]  就是他們很早已經發展了
[00:08:18.160 --> 00:08:20.060]  很好的紡織業了
[00:08:20.060 --> 00:08:24.860]  還會染一些最好的高級的布料
[00:08:24.860 --> 00:08:27.460]  他們無論在其他的經濟政治
[00:08:27.460 --> 00:08:29.460]  工業上面都很成功
[00:08:29.460 --> 00:08:31.560]  在這個主後17年的時候
[00:08:31.560 --> 00:08:32.660]  這個亞細亞地區
[00:08:32.660 --> 00:08:34.660]  曾經發生過大型地震
[00:08:34.660 --> 00:08:37.160]  有12個重要城市被毀
[00:08:37.160 --> 00:08:40.660]  當時羅馬帝國都有良心
[00:08:40.660 --> 00:08:42.260]  你們這些小城市
[00:08:42.260 --> 00:08:43.460]  這些大城市都好
[00:08:43.460 --> 00:08:45.560]  要重建的話是很辛苦的
[00:08:45.560 --> 00:08:47.860]  我們政府就免你們交稅
[00:08:47.860 --> 00:08:48.960]  好不好
[00:08:48.960 --> 00:08:52.660]  免他們那些地方上供
[00:08:52.660 --> 00:08:54.760]  讓他們有機會可以喘一喘氣
[00:08:54.760 --> 00:08:57.060]  甚至有些小城市不夠錢
[00:08:57.060 --> 00:08:58.560]  政府撥一些錢給他們
[00:08:58.560 --> 00:09:00.260]  讓他們重建
[00:09:00.260 --> 00:09:04.560]  但是在這個薩迪當時的負責人
[00:09:04.560 --> 00:09:05.960]  面子有關
[00:09:05.960 --> 00:09:07.560]  我不交稅
[00:09:07.560 --> 00:09:11.060]  我哪有地位在議會裡面講話
[00:09:11.060 --> 00:09:13.360]  我還拿了他的救濟金
[00:09:13.360 --> 00:09:14.760]  你明白的
[00:09:14.760 --> 00:09:15.660]  受得別人的錢財
[00:09:15.660 --> 00:09:18.260]  就好像自己低聲下氣一樣
[00:09:18.260 --> 00:09:19.660]  人家怎樣
[00:09:19.660 --> 00:09:20.960]  就克制了
[00:09:20.960 --> 00:09:22.060]  沒有面子
[00:09:22.060 --> 00:09:23.260]  為了面子的問題
[00:09:23.260 --> 00:09:24.260]  他們願意怎樣
[00:09:24.260 --> 00:09:26.860]  放棄了政府給他們所有的優待
[00:09:26.860 --> 00:09:28.660]  我們自己搞得定
[00:09:28.660 --> 00:09:30.160]  於是在其他的城市裡面
[00:09:30.160 --> 00:09:32.660]  他就覺得自己高人一等了
[00:09:32.660 --> 00:09:34.060]  很快他們就重建
[00:09:34.060 --> 00:09:37.960]  當然重建之後未必有當初那麼威風
[00:09:37.960 --> 00:09:39.660]  至少都告訴別人
[00:09:39.660 --> 00:09:41.260]  我一毛錢都沒有拿過
[00:09:41.260 --> 00:09:43.260]  如果今天我們說
[00:09:43.260 --> 00:09:43.860]  傳真堂
[00:09:43.860 --> 00:09:45.860]  我們沒有拿到總會錢的
[00:09:45.860 --> 00:09:47.560]  是不是大聲一點
[00:09:47.560 --> 00:09:48.860]  不知道
[00:09:48.860 --> 00:09:50.260]  明白我說什麼
[00:09:50.260 --> 00:09:54.060]  有些是要靠一些其他的經濟的支援
[00:09:54.060 --> 00:09:56.660]  有時候說話也沒那麼大聲
[00:09:56.660 --> 00:09:59.760]  如果說我們自己自立了
[00:09:59.760 --> 00:10:02.460]  這個也是更加好的一個現象
[00:10:02.460 --> 00:10:04.460]  就是他們經常都有一種驕傲
[00:10:04.460 --> 00:10:05.660]  從這些文物看到
[00:10:05.660 --> 00:10:06.960]  他們運動場
[00:10:06.960 --> 00:10:09.060]  那些建築物其實都很威風
[00:10:09.060 --> 00:10:10.660]  他有各種的經濟實力
[00:10:10.660 --> 00:10:12.860]  所以他一定要保住自己的面子
[00:10:12.860 --> 00:10:14.560]  也是他們出了問題
[00:10:14.560 --> 00:10:15.960]  第三個問題是什麼
[00:10:15.960 --> 00:10:20.960]  就是他們因為這樣在這個經濟文化的情況之下
[00:10:20.960 --> 00:10:23.160]  他們教會來說
[00:10:23.160 --> 00:10:24.760]  或者他們當時來說
[00:10:24.760 --> 00:10:27.560]  就覺得行出狀元
[00:10:27.560 --> 00:10:30.960]  大家和和平平和和氣氣
[00:10:30.960 --> 00:10:34.260]  你有你做河水就不犯井水
[00:10:34.260 --> 00:10:35.360]  是不是很好
[00:10:35.360 --> 00:10:36.760]  相安無事
[00:10:36.760 --> 00:10:38.260]  你有你拜你的巴力
[00:10:38.260 --> 00:10:41.060]  你有你自己那些其他的宗教活動
[00:10:41.060 --> 00:10:42.260]  我們有什麼
[00:10:42.260 --> 00:10:43.360]  我們自己的基督徒
[00:10:43.360 --> 00:10:46.260]  或者我們當時有的猶太教的一些聚會
[00:10:46.260 --> 00:10:47.660]  你看他當時就說
[00:10:47.660 --> 00:10:51.660]  阿底米女神那個位置是那麼大的
[00:10:51.660 --> 00:10:54.260]  後來這個教會都是那麼丁丁呆呆的
[00:10:54.260 --> 00:10:56.960]  你明白那個實力是差很遠
[00:10:56.960 --> 00:10:59.560]  基督教當時來說是個很少數的一個民族
[00:10:59.560 --> 00:11:01.260]  都沒什麼實力的民族
[00:11:01.260 --> 00:11:03.260]  即是一個群體
[00:11:03.260 --> 00:11:05.760]  相對來說
[00:11:05.760 --> 00:11:08.360]  我們能夠找到個地方落腳
[00:11:08.360 --> 00:11:09.560]  已經怎樣了
[00:11:09.560 --> 00:11:10.760]  狗然殘喘的了
[00:11:10.760 --> 00:11:12.160]  不要說那麼多了
[00:11:12.160 --> 00:11:13.660]  不要搞那麼多對抗
[00:11:13.660 --> 00:11:15.160]  不要挑肌了
[00:11:15.160 --> 00:11:16.860]  不要說別人那些邪教
[00:11:16.860 --> 00:11:17.660]  你說得別人多
[00:11:17.660 --> 00:11:18.260]  別人即是怎樣
[00:11:18.260 --> 00:11:19.160]  封殺你
[00:11:19.160 --> 00:11:22.260]  你連自己那些的生路都沒有
[00:11:22.260 --> 00:11:24.160]  還有很明顯的
[00:11:24.160 --> 00:11:27.060]  當你走來禮拜堂的時候
[00:11:27.060 --> 00:11:29.360]  就路過外面那間廟
[00:11:29.360 --> 00:11:31.560]  那間廟剛剛就賣豬肉
[00:11:31.560 --> 00:11:32.660]  賣其他食物
[00:11:32.660 --> 00:11:34.160]  你去不去買那些祭祀
[00:11:34.160 --> 00:11:36.660]  其他偶像那些
[00:11:36.660 --> 00:11:38.460]  他們覺得沒什麼所謂
[00:11:38.460 --> 00:11:40.160]  食物又不會污染人
[00:11:40.160 --> 00:11:41.460]  於是他們又這樣
[00:11:41.460 --> 00:11:43.460]  所以他們有一種同流合污
[00:11:43.460 --> 00:11:47.660]  或者與世俗為伍的那種感動
[00:11:47.660 --> 00:11:49.960]  那種生活的作風
[00:11:49.960 --> 00:11:52.360]  也是他們今天要面對的
[00:11:52.360 --> 00:11:53.960]  在啟示裡面
[00:11:53.960 --> 00:11:55.460]  講完都講過很多了
[00:11:55.460 --> 00:11:57.960]  就是西間教會有一個模式
[00:11:57.960 --> 00:12:00.260]  就是說那個的使者會解釋
[00:12:00.260 --> 00:12:01.160]  他自己是什麼使者
[00:12:01.160 --> 00:12:02.660]  也都是講教會有什麼現象
[00:12:02.660 --> 00:12:03.960]  有什麼既得景勝的
[00:12:03.960 --> 00:12:07.860]  有什麼值得去表揚他們的
[00:12:07.860 --> 00:12:09.260]  接著有什麼保證
[00:12:09.260 --> 00:12:12.160]  或者有什麼應許給他們
[00:12:12.160 --> 00:12:13.460]  但是就去到很奇怪
[00:12:13.460 --> 00:12:16.260]  就是說當我們看到薩迪教會的時候
[00:12:16.260 --> 00:12:18.960]  是沒有讚過他任何東西
[00:12:18.960 --> 00:12:20.360]  那是不是沒有讚呢
[00:12:20.360 --> 00:12:22.160]  是沒有明顯地讚
[00:12:22.160 --> 00:12:23.560]  但是我們都問
[00:12:23.560 --> 00:12:26.260]  究竟那間教會是不是去到那個地步
[00:12:26.260 --> 00:12:28.560]  剛才講的三個問題
[00:12:28.560 --> 00:12:34.660]  驕傲、散漫、不警醒、與世俗為伍
[00:12:34.660 --> 00:12:37.360]  是不是這麼嚴重呢
[00:12:37.360 --> 00:12:38.760]  嚴不嚴重
[00:12:38.760 --> 00:12:40.960]  當他看的時候就說
[00:12:40.960 --> 00:12:43.660]  當啟示錄三章一節的時候
[00:12:43.660 --> 00:12:47.060]  他說你要寫信給這個薩迪教會的使者
[00:12:47.060 --> 00:12:50.960]  他說這個神有七靈和七火星是這麼說的
[00:12:50.960 --> 00:12:52.160]  我們講到七靈七星
[00:12:52.160 --> 00:12:53.860]  我不再解釋太多了
[00:12:53.860 --> 00:12:56.660]  就是講到一個全方位的靈
[00:12:56.660 --> 00:12:59.260]  全方位的星
[00:12:59.260 --> 00:13:01.160]  就是哪裡照到哪裡
[00:13:01.160 --> 00:13:03.660]  你所有陰暗的角落頭
[00:13:03.660 --> 00:13:05.460]  神都是洞察
[00:13:05.460 --> 00:13:09.560]  有些東西我們以為別人看不到
[00:13:09.560 --> 00:13:10.460]  神而已
[00:13:10.460 --> 00:13:12.060]  他這麼遙遠怎麼看得到我呢
[00:13:12.060 --> 00:13:14.460]  但是七靈七星告訴我們
[00:13:14.460 --> 00:13:16.460]  就是說他的眼睛
[00:13:16.460 --> 00:13:20.360]  那個觸覺是可以去到每一個細微的地方
[00:13:20.360 --> 00:13:23.460]  就像今天我們說有病要看醫生
[00:13:23.460 --> 00:13:24.660]  一定進去醫院裡面
[00:13:24.660 --> 00:13:26.660]  第一件事就是照X光
[00:13:26.660 --> 00:13:28.260]  他看你有沒有肺腦
[00:13:28.260 --> 00:13:29.460]  是不是同意嗎
[00:13:29.460 --> 00:13:31.060]  但是原來再嚴重一點怎麼樣
[00:13:31.060 --> 00:13:32.660]  他幫你照CT
[00:13:32.660 --> 00:13:34.260]  照MRI
[00:13:34.260 --> 00:13:35.760]  CT和MRI是什麼來的
[00:13:35.760 --> 00:13:37.360]  就是原來很多不同鏡頭
[00:13:37.360 --> 00:13:39.960]  在不同的位置裡面一起照的時候
[00:13:39.960 --> 00:13:43.960]  所有你身體裡面的內臟的切片都看得很清楚
[00:13:43.960 --> 00:13:45.660]  就是沒有一樣東西可以遺留
[00:13:45.660 --> 00:13:46.760]  行不行
[00:13:46.760 --> 00:13:47.860]  就用這個觀念
[00:13:47.860 --> 00:13:50.060]  就是神是可以這樣去看透我們
[00:13:50.060 --> 00:13:51.760]  他說我知道你們的行為
[00:13:51.760 --> 00:13:53.760]  你的名義上面是活的
[00:13:53.760 --> 00:13:55.760]  但是實際上面你是死的
[00:13:55.760 --> 00:13:59.060]  神體教會裡面所有的活動
[00:13:59.060 --> 00:14:00.660]  所有的運作
[00:14:00.660 --> 00:14:01.360]  叫做什麼
[00:14:01.360 --> 00:14:03.960]  叫做宗教活動
[00:14:03.960 --> 00:14:06.760]  是不是很多活動
[00:14:06.760 --> 00:14:07.660]  很多活動
[00:14:07.660 --> 00:14:08.360]  不過怎麼樣
[00:14:08.360 --> 00:14:10.060]  這個活動並不活
[00:14:10.060 --> 00:14:11.360]  是死的
[00:14:11.360 --> 00:14:12.560]  這樣都挺可憐的
[00:14:12.560 --> 00:14:13.960]  可不可憐
[00:14:13.960 --> 00:14:15.260]  你回教會裡面
[00:14:15.260 --> 00:14:16.860]  想著回來這一個多禮拜
[00:14:16.860 --> 00:14:17.960]  一個多小時裡面
[00:14:17.960 --> 00:14:19.260]  有些得著這樣
[00:14:19.260 --> 00:14:19.760]  他說不是
[00:14:19.760 --> 00:14:22.860]  你回來都是純粹為參加而參加
[00:14:22.860 --> 00:14:24.560]  就是打了卡而已
[00:14:24.560 --> 00:14:26.860]  我們很多時候我們旅行都一樣的
[00:14:26.860 --> 00:14:28.360]  去到某個那些景點
[00:14:28.360 --> 00:14:31.160]  馬上拍一張照片就走人了
[00:14:31.160 --> 00:14:33.960]  當地的那些文化
[00:14:33.960 --> 00:14:36.960]  那些具體的習慣
[00:14:36.960 --> 00:14:37.960]  沒有了解過的
[00:14:37.960 --> 00:14:38.760]  是不是
[00:14:38.760 --> 00:14:40.160]  為拍照而拍照
[00:14:40.160 --> 00:14:41.560]  為活動而活動
[00:14:41.560 --> 00:14:43.160]  有沒有這種情況
[00:14:43.160 --> 00:14:46.660]  那原來人就是這樣
[00:14:46.660 --> 00:14:49.760]  當你很忙很忙的時候
[00:14:49.760 --> 00:14:52.660]  你可能忘記了最初那個照明
[00:14:52.660 --> 00:14:54.060]  或者當你很忙很忙的時候
[00:14:54.060 --> 00:14:56.860]  你就純粹解決了你眼前裡面那些
[00:14:56.860 --> 00:14:58.860]  正在催逼的事情
[00:14:58.860 --> 00:15:01.660]  那我們都有沒有上班那些
[00:15:01.660 --> 00:15:03.460]  覺得自己很忙嗎
[00:15:03.460 --> 00:15:04.860]  這幾年裡面大家都很忙
[00:15:04.860 --> 00:15:05.260]  為什麼呢
[00:15:05.260 --> 00:15:06.160]  很多人走了之後
[00:15:06.160 --> 00:15:07.860]  工作都壓下來
[00:15:07.860 --> 00:15:09.960]  OT都做不完我們的事情
[00:15:09.960 --> 00:15:10.560]  是不是
[00:15:10.560 --> 00:15:11.860]  教會更加明顯的
[00:15:11.860 --> 00:15:13.460]  有些的侍奉人員又沒有空來
[00:15:13.460 --> 00:15:15.860]  於是又要替更又要頂他一份
[00:15:15.860 --> 00:15:19.260]  有些很多複雜的搞到
[00:15:19.260 --> 00:15:21.360]  大家都很忙很忙很忙
[00:15:21.360 --> 00:15:23.260]  忙不忙啊
[00:15:23.260 --> 00:15:23.760]  很忙啊
[00:15:23.760 --> 00:15:25.160]  我們做工那些更加知道的
[00:15:25.160 --> 00:15:26.960]  你不忙就沒有升職
[00:15:26.960 --> 00:15:28.760]  你不加班不去OT
[00:15:28.760 --> 00:15:31.360]  根本就可能被人解僱
[00:15:31.360 --> 00:15:34.660]  那我們叫Very Busy
[00:15:34.660 --> 00:15:37.360]  Busy不Busy啊
[00:15:37.360 --> 00:15:38.260]  Busy啊
[00:15:38.260 --> 00:15:40.760]  那Busy的普通話叫什麼
[00:15:40.760 --> 00:15:43.160]  就是逼死你
[00:15:43.160 --> 00:15:45.860]  我幾年Busy了
[00:15:45.860 --> 00:15:47.960]  真是忙到一個地方就是呼吸不了
[00:15:47.960 --> 00:15:48.560]  是不是
[00:15:48.560 --> 00:15:49.260]  有空
[00:15:49.260 --> 00:15:50.460]  就是死了沒有空病
[00:15:50.460 --> 00:15:51.960]  就是這樣
[00:15:51.960 --> 00:15:53.760]  但是我們是不是這樣
[00:15:53.760 --> 00:15:55.360]  是不是好像蜜蜂那樣走來走去
[00:15:55.360 --> 00:15:57.360]  怎樣Busy Very Busy呢
[00:15:57.360 --> 00:16:00.260]  要提醒我們
[00:16:00.260 --> 00:16:01.760]  你要警醒
[00:16:01.760 --> 00:16:02.560]  再提醒他們
[00:16:02.560 --> 00:16:03.360]  你要警醒
[00:16:03.360 --> 00:16:04.360]  睡醒了
[00:16:04.360 --> 00:16:04.960]  為什麼
[00:16:04.960 --> 00:16:07.960]  要兼顧那些剩下的那些快要死的
[00:16:07.960 --> 00:16:09.360]  原來在實力教會裡面
[00:16:09.360 --> 00:16:11.160]  個個都很忙碌
[00:16:11.160 --> 00:16:14.560]  卻不是個個有這種生命
[00:16:14.560 --> 00:16:16.660]  那些沒有生命那些幫不了他
[00:16:16.660 --> 00:16:20.560]  但是那些仍然還有那些苟延殘喘那些
[00:16:20.560 --> 00:16:21.860]  還是有口氣那些
[00:16:21.860 --> 00:16:22.560]  怎樣啊
[00:16:22.560 --> 00:16:24.360]  教會要起來
[00:16:24.360 --> 00:16:25.460]  起來做什麼
