
[00:00:00.000 --> 00:00:03.300]  歡迎大家來到我們的周六順帶
[00:02:22.840 --> 00:02:25.320]  是一個極大的半腳石
[00:02:25.320 --> 00:02:28.260]  他們不要聽一個十字架的福音
[00:02:28.260 --> 00:02:31.960]  然而這是唯一可以拯救他們的福音
[00:02:31.960 --> 00:02:32.880]  保羅又說
[00:02:32.880 --> 00:02:35.560]  十字架的福音對於外邦人
[00:02:35.560 --> 00:02:38.500]  追尋地上智慧的人
[00:02:38.500 --> 00:02:40.200]  是一個愚絕的福音
[00:02:40.200 --> 00:02:44.080]  然而我沒有其他的福音可以傳講
[00:02:44.080 --> 00:02:46.100]  唯有十字架的福音
[00:02:46.100 --> 00:02:48.000]  可以拯救人
[00:02:48.000 --> 00:02:49.340]  於是保羅說
[00:02:49.340 --> 00:02:54.240]  對於那些上帝所呼召的十字架的福音
[00:02:54.240 --> 00:02:55.680]  是上帝的大能
[00:02:55.680 --> 00:02:59.600]  是上帝的智慧
[00:02:59.600 --> 00:03:02.080]  在哥倫多前書的第一章
[00:03:02.080 --> 00:03:06.960]  保羅用了四點去講一個十字架的人生
[00:03:06.960 --> 00:03:09.260]  當我們領受上帝的呼召
[00:03:09.260 --> 00:03:13.040]  去活出一個十架的人生的時候
[00:03:13.040 --> 00:03:17.840]  我們的人生將會彰顯不一樣的方向
[00:03:17.840 --> 00:03:19.560]  不一樣的特質
[00:03:19.560 --> 00:03:21.600]  保羅的四點是
[00:03:21.600 --> 00:03:22.960]  一無所有
[00:03:22.960 --> 00:03:26.600]  卑賤厭惡不能自誇
[00:03:26.600 --> 00:03:27.760]  第二點是
[00:03:27.760 --> 00:03:31.760]  基督耶穌自慰公義聖潔救贖
[00:03:31.760 --> 00:03:32.560]  第三點是
[00:03:32.560 --> 00:03:36.920]  不求地上智慧能力尊貴地位
[00:03:36.920 --> 00:03:37.880]  第四點是
[00:03:37.880 --> 00:03:39.360]  單求天上
[00:03:39.360 --> 00:03:42.760]  要誇耀的就誇耀主
[00:03:42.760 --> 00:03:45.000]  當你去看一加二的時候
[00:03:45.000 --> 00:03:45.840]  你會發覺
[00:03:45.840 --> 00:03:48.960]  保羅要我們尋求的是上帝的義
[00:03:48.960 --> 00:03:50.320]  對於上帝來說
[00:03:50.320 --> 00:03:52.720]  我們在上帝面前是一無所有
[00:03:52.720 --> 00:03:55.960]  我們不能靠我們自己的好行為
[00:03:55.960 --> 00:03:58.400]  不可以靠自己的義行
[00:03:58.400 --> 00:04:01.280]  卻要以耶穌基督為自保
[00:04:01.280 --> 00:04:03.440]  去到三加四的時候
[00:04:03.440 --> 00:04:07.480]  保羅呼召我們去尋求上帝的國
[00:04:07.480 --> 00:04:11.320]  保羅叫我們不要追求地上的財寶
[00:04:11.320 --> 00:04:14.280]  地上人所覺得重要的智慧能力
[00:04:14.280 --> 00:04:15.520]  尊貴地位
[00:04:15.520 --> 00:04:18.360]  這些在上帝面前都是一文不值
[00:04:18.360 --> 00:04:20.520]  相反我們要求的
[00:04:20.520 --> 00:04:22.760]  是單求上帝的國
[00:04:22.760 --> 00:04:24.200]  上帝的義
[00:04:24.200 --> 00:04:26.720]  保羅叫我們去思想
[00:04:26.720 --> 00:04:30.040]  去追求永恆的財寶
[00:04:30.040 --> 00:04:33.200]  這個也是主耶穌基督的教導
[00:04:33.200 --> 00:04:36.000]  令我想起C.S. Lewis的一句名言
[00:04:36.000 --> 00:04:36.840]  他說
[00:04:36.840 --> 00:04:41.640]  All that is not eternal is eternally out of day
[00:04:41.640 --> 00:04:43.800]  一切不屬於永恆的東西
[00:04:43.800 --> 00:04:45.840]  從永恆的角度來說
[00:04:45.840 --> 00:04:48.560]  全都市已經過時
[00:04:48.560 --> 00:04:50.400]  另外一個翻譯是這樣說
[00:04:50.400 --> 00:04:52.760]  Everything that is not eternal
[00:04:52.760 --> 00:04:55.560]  is worthless in eternity
[00:04:55.560 --> 00:04:58.080]  一切不屬於永恆的東西
[00:04:58.080 --> 00:05:02.000]  在永恆當中是毫無價值的
[00:05:02.000 --> 00:05:03.960]  於是上帝在挑戰我們
[00:05:03.960 --> 00:05:05.840]  究竟我們追求的東西
[00:05:05.840 --> 00:05:08.240]  是永恆裡面有價值
[00:05:08.240 --> 00:05:10.760]  還是沒有價值的東西
[00:05:10.760 --> 00:05:13.880]  我們每一個人都面對永恆的選擇
[00:05:13.880 --> 00:05:15.200]  我們要選擇一些
[00:05:15.200 --> 00:05:17.920]  永恆裡面有價值的東西去追求
[00:05:17.920 --> 00:05:19.000]  還是選擇一些
[00:05:19.000 --> 00:05:23.120]  永恆裡面沒有價值的東西去追求
[00:05:23.120 --> 00:05:25.720]  這個永恆的抉擇
[00:05:25.720 --> 00:05:27.320]  帶我們進入
[00:05:27.320 --> 00:05:30.720]  說不多前書第二章
[00:05:30.720 --> 00:05:32.040]  說不多前書第二章
[00:05:32.040 --> 00:05:33.080]  剛才我們讀的
[00:05:33.080 --> 00:05:34.280]  總共有十六節
[00:05:34.280 --> 00:05:37.280]  這十六節可以分為三段
[00:05:37.280 --> 00:05:42.560]  這三段都是以釘十字架的基督為反思的中心
[00:05:42.560 --> 00:05:45.040]  三段的主題分別是
[00:05:45.040 --> 00:05:47.160]  兩種言語
[00:05:47.160 --> 00:05:49.400]  第二是兩種智慧
[00:05:49.400 --> 00:05:53.160]  最後是兩種靈體
[00:05:53.160 --> 00:05:55.320]  這兩種的言語
[00:05:55.320 --> 00:05:57.040]  兩種的智慧
[00:05:57.040 --> 00:05:58.400]  兩種的靈體
[00:05:58.400 --> 00:06:01.400]  會創造出兩個不同的指紋
[00:06:01.400 --> 00:06:02.840]  有兩班人
[00:06:02.840 --> 00:06:04.800]  當你跟著某一種言語
[00:06:04.800 --> 00:06:06.040]  某一種智慧的時候
[00:06:06.040 --> 00:06:07.640]  你會成為其中一班人
[00:06:07.640 --> 00:06:09.480]  當你跟著另一種言語
[00:06:09.480 --> 00:06:10.800]  另一種智慧的時候
[00:06:10.800 --> 00:06:13.280]  你會成為另一種人
[00:06:13.280 --> 00:06:17.240]  這兩種人會走上兩條不同的道路
[00:06:17.240 --> 00:06:18.440]  最後這兩條道路
[00:06:18.440 --> 00:06:22.240]  會帶領他們去到兩個不同的盡頭
[00:06:22.240 --> 00:06:26.080]  在這兩個盡頭裡面有永遠的生命
[00:06:26.080 --> 00:06:30.280]  也都有永恆的審判
[00:06:30.280 --> 00:06:32.560]  這兩條道路
[00:06:32.560 --> 00:06:35.000]  兩種人的群體
[00:06:35.000 --> 00:06:36.560]  這讓我想起
[00:06:36.560 --> 00:06:42.240]  奧古斯丁在《The City of God》這本書裡面的一句名言
[00:06:42.240 --> 00:06:44.080]  奧古斯丁這樣說
[00:06:44.080 --> 00:06:48.200]  Two cities have been formed by two loves
[00:06:48.200 --> 00:06:51.360]  the earthly by the love of self
[00:06:51.360 --> 00:06:54.840]  and the heavenly by the love of God
[00:06:54.840 --> 00:06:56.200]  反而出來就是
[00:06:56.200 --> 00:07:01.680]  奧古斯丁說這個世界上有兩個都市
[00:07:01.680 --> 00:07:05.760]  這兩個都市是有兩種愛所形成的
[00:07:05.760 --> 00:07:10.480]  屬世的城市是由自我之愛所形成
[00:07:10.480 --> 00:07:16.160]  屬天的都市是由上帝之愛所形成的
[00:07:16.160 --> 00:07:17.280]  在上個星期
[00:07:17.280 --> 00:07:20.880]  我們看過兩種不同的言語
[00:07:20.880 --> 00:07:25.600]  不同的言語帶來了兩個不同的指紋
[00:07:25.600 --> 00:07:28.320]  今天我們會專注看兩種智慧
[00:07:28.320 --> 00:07:33.280]  從兩個言語去到兩種智慧
[00:07:33.280 --> 00:07:39.240]  我會帶你進入哥倫多前書第二章第一節
[00:07:39.240 --> 00:07:41.240]  你會發現在這段聖經裡面
[00:07:41.240 --> 00:07:45.080]  保羅多次用智慧這個詞句
[00:07:45.080 --> 00:07:49.520]  跟著他在說有兩種智慧的存在
[00:07:49.520 --> 00:07:52.360]  哥倫多前書第二章第一節這樣說
[00:07:52.360 --> 00:07:57.000]  但希門我從前我到你門那裡去
[00:07:57.000 --> 00:08:02.120]  並沒有高言大智對你們宣講上帝的奧秘
[00:08:02.120 --> 00:08:04.400]  因為我曾定了主意
[00:08:04.400 --> 00:08:07.000]  在你們中間不知道別的
[00:08:07.000 --> 00:08:11.840]  只知道耶穌基督並他所釘的十字架
[00:08:11.840 --> 00:08:13.000]  如果上個禮拜在這裡
[00:08:13.000 --> 00:08:14.480]  你知道保羅在說什麼
[00:08:14.480 --> 00:08:16.080]  保羅說我來到你們
[00:08:16.080 --> 00:08:18.480]  我沒有用高言大智
[00:08:18.480 --> 00:08:21.960]  英文是not speech and wisdom
[00:08:21.960 --> 00:08:27.040]  他在說的高言是一種修辭演講的表演
[00:08:27.040 --> 00:08:30.640]  原來當時在希臘羅馬的社會裡面
[00:08:30.640 --> 00:08:32.800]  人們最喜歡聽就有個人出來
[00:08:32.800 --> 00:08:35.440]  用高言大智跟人說話
[00:08:35.440 --> 00:08:36.880]  保羅說我來到
[00:08:36.880 --> 00:08:40.480]  我不是一個修辭演講的學家
[00:08:40.480 --> 00:08:42.640]  我沒有用地上的方法
[00:08:42.640 --> 00:08:46.840]  去向你傳講天國的福音
[00:08:46.840 --> 00:08:49.760]  我來到你們當中沒有高言大智
[00:08:49.760 --> 00:08:52.800]  我要宣講的不是地上的信息
[00:08:52.800 --> 00:08:55.680]  而是上帝的奧秘
[00:08:55.680 --> 00:08:57.680]  這兩種言語
[00:08:57.680 --> 00:08:59.000]  two speeches
[00:08:59.000 --> 00:08:59.960]  高言大智
[00:08:59.960 --> 00:09:06.000]  和一個上帝宣講的真誠的宣講
[00:09:06.000 --> 00:09:09.880]  引導我們去到兩個不同的智慧
[00:09:09.880 --> 00:09:11.560]  two wisdom
[00:09:11.560 --> 00:09:13.360]  不是高言大智
[00:09:13.360 --> 00:09:15.000]  不要高言大智
[00:09:15.000 --> 00:09:17.800]  要的是基督的十字架
[00:09:17.800 --> 00:09:20.880]  上帝奧秘的啟示
[00:09:20.880 --> 00:09:22.880]  記不記得傳書第二章
[00:09:22.880 --> 00:09:23.680]  第三節
[00:09:23.680 --> 00:09:24.280]  第四節
[00:09:24.280 --> 00:09:25.400]  第五節
[00:09:25.400 --> 00:09:27.480]  我在你們那裡時
[00:09:27.480 --> 00:09:28.760]  又軟弱
[00:09:28.760 --> 00:09:29.840]  又懼怕
[00:09:29.840 --> 00:09:31.640]  又戰戰兢兢
[00:09:31.640 --> 00:09:32.800]  我說的話
[00:09:32.800 --> 00:09:33.640]  講的道
[00:09:33.640 --> 00:09:37.120]  不是用委婉智慧的言語
[00:09:37.120 --> 00:09:40.400]  而是以聖靈的大能來證明
[00:09:40.400 --> 00:09:42.360]  為要使你們的信
[00:09:42.360 --> 00:09:44.600]  不靠著人的智慧
[00:09:44.600 --> 00:09:47.480]  而是靠著上帝的大能
[00:09:47.480 --> 00:09:48.720]  我來到你們當中
[00:09:48.720 --> 00:09:51.320]  沒有用委婉智慧的言語
[00:09:51.320 --> 00:09:53.000]  沒有用修辭的技巧
[00:09:53.000 --> 00:09:56.120]  演講的表演
[00:09:56.120 --> 00:09:59.520]  而是靠著一個平白的言語
[00:09:59.520 --> 00:10:01.360]  通過聖靈的明證
[00:10:01.360 --> 00:10:02.640]  上帝的大能
[00:10:02.640 --> 00:10:06.560]  傳講十字架上的耶穌基督
[00:10:06.560 --> 00:10:08.920]  教你進入今天的氣慾
[00:10:08.920 --> 00:10:10.560]  第六節
[00:10:10.560 --> 00:10:11.360]  保羅這樣說
[00:10:11.360 --> 00:10:13.520]  他說這兩種不同的言語
[00:10:13.520 --> 00:10:16.120]  會帶你去到兩種不同的智慧
[00:10:16.120 --> 00:10:18.400]  我用平白的言語
[00:10:18.400 --> 00:10:20.880]  去傳講上帝的智慧
[00:10:20.880 --> 00:10:21.400]  他這樣說
[00:10:21.400 --> 00:10:23.880]  然而在成熟的人中
[00:10:23.880 --> 00:10:26.520]  我們也講智慧
[00:10:26.520 --> 00:10:29.640]  但絕不是今世的智慧
[00:10:29.640 --> 00:10:34.800]  絕不是今世有權有位人的智慧
[00:10:34.800 --> 00:10:38.960]  那是將要滅亡的人的智慧
[00:10:38.960 --> 00:10:41.880]  保羅說在成熟的人當中
[00:10:41.880 --> 00:10:44.240]  我們也傳講智慧
[00:10:44.240 --> 00:10:46.720]  什麼叫成熟的人呢
[00:10:46.720 --> 00:10:49.760]  其實很有可能成熟的人就是基督徒
[00:10:49.760 --> 00:10:50.640]  保羅說
[00:10:50.640 --> 00:10:53.560]  很多人好像很想要智慧
[00:10:53.560 --> 00:10:57.080]  保羅說其實我一直都在傳講智慧
[00:10:57.080 --> 00:10:59.440]  然而你們聽不明白
[00:10:59.440 --> 00:11:01.600]  因為儘管你們信了主
[00:11:01.600 --> 00:11:03.200]  但是你們現在的思想
[00:11:03.200 --> 00:11:06.120]  走回去以前未信主之前
[00:11:06.120 --> 00:11:07.960]  跟隨著世界
[00:11:07.960 --> 00:11:09.800]  他說如果你聽得清楚
[00:11:09.800 --> 00:11:11.600]  如果你是一個成熟的人
[00:11:11.600 --> 00:11:13.560]  如果你是一個真正的基督徒
[00:11:13.560 --> 00:11:17.920]  如果你是清醒不醉酒的一個基督徒的時候
[00:11:17.920 --> 00:11:19.080]  你會聽出來
[00:11:19.080 --> 00:11:21.760]  其實我正在傳一個智慧
[00:11:21.760 --> 00:11:23.160]  你們想要智慧
[00:11:23.160 --> 00:11:27.280]  我正在傳上帝的智慧
[00:11:27.280 --> 00:11:28.240]  接著保羅說
[00:11:28.240 --> 00:11:30.040]  我所講的智慧
[00:11:30.040 --> 00:11:32.160]  不是你們想像的智慧
[00:11:32.160 --> 00:11:34.560]  不是哥倫多史裡面
[00:11:34.560 --> 00:11:36.480]  經常有人講的智慧
[00:11:36.480 --> 00:11:38.880]  不是今世的智慧
[00:11:38.880 --> 00:11:44.000]  不是今世有權有位人的智慧
[00:11:44.000 --> 00:11:45.560]  所謂今世
[00:11:45.560 --> 00:11:49.000]  就是將要過去的這個世代
[00:11:49.000 --> 00:11:51.320]  將要被審判的世代
[00:11:51.320 --> 00:11:54.080]  將要受刑罰的世代
[00:11:54.080 --> 00:11:55.480]  對於猶太人來講
[00:11:55.480 --> 00:11:57.280]  只有兩個世代
[00:11:57.280 --> 00:11:58.640]  一個是今世
[00:11:58.640 --> 00:12:00.200]  一個是來世
[00:12:00.200 --> 00:12:02.400]  一個是地上的世代
[00:12:02.400 --> 00:12:03.880]  另外一個是耶穌基督
[00:12:03.880 --> 00:12:05.640]  通過祂的誕生
[00:12:05.640 --> 00:12:09.000]  受死復活所創造出來一個新世代
[00:12:09.000 --> 00:12:10.480]  所以在我們這個世界裡面
[00:12:10.480 --> 00:12:13.120]  其實有兩個世代同時並行
[00:12:13.120 --> 00:12:14.920]  一個是地上的世代
[00:12:14.920 --> 00:12:17.200]  一個是天上的世代
[00:12:17.200 --> 00:12:20.920]  他說你們現在追求的是今世的智慧
[00:12:20.920 --> 00:12:23.280]  今世的智慧將要過去
[00:12:23.280 --> 00:12:25.160]  你一定要升級升級
[00:12:25.160 --> 00:12:28.960]  去到一個將來世代的智慧
[00:12:28.960 --> 00:12:30.480]  接著他說今世的智慧
[00:12:30.480 --> 00:12:32.200]  是哪些人的智慧
[00:12:32.200 --> 00:12:36.600]  是有權 有位的智慧
[00:12:36.600 --> 00:12:39.120]  說的是哪些人呢
[00:12:39.120 --> 00:12:41.600]  有些人我相信他在說的
[00:12:41.600 --> 00:12:43.920]  所謂有權 有位的人
[00:12:43.920 --> 00:12:46.600]  是說當時的猶太領袖
[00:12:46.600 --> 00:12:47.760]  當時的猶太領袖
[00:12:47.760 --> 00:12:51.400]  你記得是長老 祭司長 民士
[00:12:51.400 --> 00:12:52.520]  他們做了些什麼
[00:12:52.520 --> 00:12:55.800]  他們將耶穌釘在十字架上
[00:12:55.800 --> 00:12:58.720]  當時的有權 有位的人
[00:12:58.720 --> 00:13:01.560]  也都包括了羅馬的長官
[00:13:01.560 --> 00:13:02.760]  羅馬的長官是誰
[00:13:02.760 --> 00:13:05.600]  是本雕比拉多
[00:13:05.600 --> 00:13:07.600]  於是猶太人的領袖
[00:13:07.600 --> 00:13:09.600]  羅馬人的長官合力
[00:13:09.600 --> 00:13:13.680]  作為今世有權 有位的人的代表
[00:13:13.680 --> 00:13:14.880]  他們做了一個動作
[00:13:14.880 --> 00:13:17.120]  他們拒絕了上帝的智慧
[00:13:17.120 --> 00:13:21.440]  今世的智慧和上帝的智慧續對
[00:13:21.440 --> 00:13:27.280]  於是他們將耶穌合力釘在十字架上
[00:13:27.280 --> 00:13:29.200]  為什麼
[00:13:29.200 --> 00:13:32.200]  保羅一早已經給了我們那個理由
[00:13:32.200 --> 00:13:34.120]  在第一章 第二 二十二節
[00:13:34.120 --> 00:13:35.480]  二十三節保羅這樣說
[00:13:35.480 --> 00:13:37.960]  因為猶太人要的是神蹟
[00:13:37.960 --> 00:13:41.120]  因為猶太人要的是地上的權力
[00:13:41.120 --> 00:13:42.480]  他們要什麼神蹟
[00:13:42.480 --> 00:13:46.680]  他們要可以反羅馬人的神蹟
[00:13:46.680 --> 00:13:50.560]  他們希望耶穌成為一個新的摩西
[00:13:50.560 --> 00:13:52.360]  摩西帶異色人出埃及
[00:13:52.360 --> 00:13:55.880]  他們希望耶穌可以帶他們出羅馬
[00:13:55.880 --> 00:13:57.960]  或者是打贏羅馬
[00:13:57.960 --> 00:14:02.200]  他們需要地上權柄的神蹟
[00:14:02.200 --> 00:14:05.360]  希臘人要的東西也是一樣
[00:14:05.360 --> 00:14:10.120]  是地上的榮華富貴可以上位
[00:14:10.120 --> 00:14:11.920]  但是我們傳的是十字架
[00:14:11.920 --> 00:14:14.480]  十字架不是關於地上的榮耀
[00:14:14.480 --> 00:14:18.160]  不是關於地上的錢財 權利
[00:14:18.160 --> 00:14:20.840]  於是對於他們來說是半腳石
[00:14:20.840 --> 00:14:24.320]  對於外邦人來說是魚鑽
[00:14:24.320 --> 00:14:28.600]  地上的智慧 有權有畏
[00:14:28.600 --> 00:14:31.040]  追求有權有畏人的智慧
[00:14:31.040 --> 00:14:32.720]  最後會成為什麼
[00:14:32.720 --> 00:14:37.800]  成為了使人滅亡的智慧
[00:14:37.800 --> 00:14:41.680]  當你去總結前書第二章
[00:14:41.680 --> 00:14:42.520]  一節六節的時候
[00:14:42.520 --> 00:14:46.400]  你會發覺保羅重複又重複
[00:14:46.400 --> 00:14:48.880]  又重複又重複講智慧
[00:14:48.880 --> 00:14:51.560]  智慧不知道出現過多少次
[00:14:51.560 --> 00:14:54.920]  保羅說每一次講完那些智慧
[00:14:54.920 --> 00:14:57.440]  保羅說不是那些智慧
[00:14:57.440 --> 00:15:00.440]  不是高言大智慧
[00:15:00.440 --> 00:15:03.360]  不是委婉的智慧
[00:15:03.360 --> 00:15:05.880]  不是世人的智慧
[00:15:05.880 --> 00:15:08.280]  不是今世的智慧
[00:15:08.280 --> 00:15:11.360]  不是權柄者的智慧
[00:15:11.360 --> 00:15:14.720]  NO NO NO NO NO
[00:15:14.720 --> 00:15:17.240]  這一切所謂的智慧
[00:15:17.240 --> 00:15:20.920]  其實最後會使你滅亡
[00:15:20.920 --> 00:15:25.680]  這些結果成為滅亡者的智慧
[00:15:25.680 --> 00:15:30.960]  於是保羅不斷去拒絕地上人的智慧
[00:15:30.960 --> 00:15:36.560]  講的是人以為可以靠他們的聰明才智
[00:15:36.560 --> 00:15:39.160]  去成就一種榮耀
[00:15:39.160 --> 00:15:40.440]  個人的榮耀
[00:15:40.440 --> 00:15:45.400]  追求地上的金錢名利等等
[00:15:45.400 --> 00:15:49.280]  二千年前的世界是這樣
[00:15:49.280 --> 00:15:53.000]  今天的世界亦都是一陽相低
[00:15:53.000 --> 00:15:58.320]  同樣在叫我們不要追求地上人的智慧
[00:15:58.320 --> 00:16:01.040]  不要追求世人的智慧
[00:16:01.040 --> 00:16:07.640]  不要追求地上有權有位的人的智慧
[00:16:07.640 --> 00:16:09.440]  我不知道你們有沒有想過
[00:16:09.440 --> 00:16:15.200]  今天世上人的智慧是一個怎樣的智慧
[00:16:15.200 --> 00:16:17.440]  當我們在美國的時候
[00:16:17.440 --> 00:16:24.480]  經常會發現每一個城市都有它很獨特的氣息和文化
[00:16:24.480 --> 00:16:31.480]  而在每一個城市裏面都有它們自己很相信的智慧
[00:16:31.480 --> 00:16:33.760]  在美國的華盛頓
[00:16:33.760 --> 00:16:36.160]  美國的首都
[00:16:36.160 --> 00:16:40.200]  美國華盛頓的智慧是權力和地位
[00:16:40.200 --> 00:16:43.160]  有人說當你去到華盛頓的時候
[00:16:43.160 --> 00:16:47.520]  你隔離左右75%的人都是律師
[00:16:47.520 --> 00:16:52.200]  你走過的四個人當中其中三個都是做律師的
[00:16:52.200 --> 00:16:56.880]  因為它是整個權力地位的所在地
[00:16:56.880 --> 00:17:01.120]  華盛頓的智慧是權力和地位
[00:17:01.120 --> 00:17:05.680]  紐約華爾街的智慧是金錢和財富
[00:17:05.680 --> 00:17:10.960]  去了加州的荷里活的智慧是名氣和艷麗
[00:17:10.960 --> 00:17:15.720]  去到拉斯維加斯的智慧是快樂和慾望
[00:17:15.720 --> 00:17:22.000]  接著你再回到東岸波士頓的智慧是學術和成就
[00:17:22.000 --> 00:17:26.040]  每一個城市都有它很獨特的氣息
[00:17:26.040 --> 00:17:27.840]  有它很獨特的地方
[00:17:27.840 --> 00:17:31.760]  然而這些所謂人世間的智慧
[00:17:31.760 --> 00:17:35.280]  最後都是沒有太大的差異
[00:17:35.280 --> 00:17:36.840]  它們有很多的共通點
[00:17:36.840 --> 00:17:40.440]  它們的共通點是無神的掌管
[00:17:40.440 --> 00:17:41.800]  不需要上帝
[00:17:41.800 --> 00:17:44.800]  它們的共通點是不需要拯救
[00:17:44.800 --> 00:17:48.480]  它們的共通點是十字架是愚昧的
[00:17:48.480 --> 00:17:51.520]  它們的共通點是自我膨脹
[00:17:51.520 --> 00:17:56.760]  它們的共通點是追求今生今世的東西
[00:17:56.760 --> 00:17:59.120]  不思想永恆
[00:17:59.120 --> 00:18:03.720]  眼看不見手摸不著的東西
[00:18:03.720 --> 00:18:06.560]  耶穌基督的智慧
[00:18:06.560 --> 00:18:10.960]  和這些地上的智慧完全抗衡
[00:18:10.960 --> 00:18:15.200]  耶穌基督的智慧苦守清晨於上帝面前
[00:18:15.200 --> 00:18:20.480]  耶穌基督的智慧是以救贖為核心
[00:18:20.480 --> 00:18:24.920]  告訴我們我們每一個人都是在追蹤
[00:18:24.920 --> 00:18:26.800]  我們需要上帝的救贖
[00:18:26.800 --> 00:18:29.640]  耶穌基督的智慧是十字架的智慧
[00:18:29.640 --> 00:18:32.680]  十字架的智慧叫我們每一個人在上帝面前
[00:18:32.680 --> 00:18:37.800]  認罪 悔改 捨己 跟從
[00:18:37.800 --> 00:18:41.880]  十字架的智慧叫我們與基督同死同復活
[00:18:41.880 --> 00:18:44.840]  與祂同釘在十字架上
[00:18:44.840 --> 00:18:47.320]  跟著我們復活在生的時候
[00:18:47.320 --> 00:18:50.200]  不再為我們自己活
[00:18:50.200 --> 00:18:52.640]  而單單為上帝
[00:18:52.640 --> 00:18:56.880]  和我們的救主耶穌基督而去活
[00:18:56.880 --> 00:19:02.640]  我們需要將這個新的智慧傳遍地上的人
[00:19:02.640 --> 00:19:08.360]  當我們去到地上將福音傳遍地球每一個角落的時候
[00:19:08.360 --> 00:19:10.160]  我們需要告訴他們
[00:19:10.160 --> 00:19:11.960]  每一個城市裏面的智慧
[00:19:11.960 --> 00:19:14.720]  最終只是一個滅亡的智慧
[00:19:14.720 --> 00:19:20.880]  我們需要迴轉去跟隨一個不一樣屬天的智慧
[00:19:20.880 --> 00:19:25.280]  但我們回來講不了我前書第二章第七節
[00:19:25.280 --> 00:19:26.920]  不過我繼續這樣講
[00:19:26.920 --> 00:19:28.800]  這次是正面的
[00:19:28.800 --> 00:19:33.440]  他說我們講的是從前隱藏的
[00:19:33.440 --> 00:19:36.320]  上帝奧秘的智慧
[00:19:36.320 --> 00:19:38.480]  是上帝在萬世以前
[00:19:38.480 --> 00:19:42.360]  預定使我們得榮耀的智慧
[00:19:42.360 --> 00:19:44.680]  不過說我們存緊的智慧
[00:19:44.680 --> 00:19:46.080]  正確的智慧
[00:19:46.080 --> 00:19:48.360]  屬天永恆的智慧
[00:19:48.360 --> 00:19:52.040]  是上帝奧秘中的智慧
[00:19:52.040 --> 00:19:54.040]  如果你看回原文
[00:19:54.040 --> 00:19:56.520]  God's wisdom in mystery
[00:19:56.520 --> 00:19:57.600]  如果你上星期在這裏
[00:19:57.600 --> 00:20:00.440]  你知道這個講的是上帝的奧秘
