
[00:00:00.000 --> 00:00:03.980]  我們先來看第一節
[00:03:46.020 --> 00:03:49.260]  感受一下當地的文化
[00:03:49.260 --> 00:03:56.360]  基本上我們觀光團的性質都是很悠閒、很捨異的
[00:03:58.200 --> 00:04:02.740]  但是障礙賽卻是很不同
[00:04:02.740 --> 00:04:08.600]  障礙賽的意思就是我們要在最短的時間裡面
[00:04:08.600 --> 00:04:14.700]  如果在那個賽程裡面有任何的障礙
[00:04:14.700 --> 00:04:19.640]  我們需要克服,甚至是避開
[00:04:19.640 --> 00:04:24.040]  目的是要完成那個比賽
[00:04:24.040 --> 00:04:30.300]  然後按照我們比賽的成績拿獎品
[00:04:30.300 --> 00:04:34.560]  不知道大家有沒有看過一個電視節目
[00:04:34.560 --> 00:04:38.560]  英文叫做Ninja Warrior
[00:04:38.560 --> 00:04:43.760]  中文就是真人秀
[00:04:43.760 --> 00:04:49.200]  這個節目是相當國際性的
[00:04:49.200 --> 00:04:54.720]  超過20個國家都有這個節目
[00:04:54.720 --> 00:04:57.380]  大家知不知道中國有沒有?
[00:04:57.380 --> 00:05:04.440]  中國都有的,中國叫做極限勇士
[00:05:04.440 --> 00:05:10.040]  不過我不是每一集都看
[00:05:10.040 --> 00:05:17.280]  因為那些運動員個個都是健碩的身材
[00:05:17.280 --> 00:05:22.500]  男運動員個個都有六塊腹肌
[00:05:22.500 --> 00:05:29.040]  我每次見到他都緊張到板都跌了
[00:05:29.040 --> 00:05:32.400]  他每次看到都緊張
[00:05:32.400 --> 00:05:38.360]  每次見到他們的六塊腹肌我就覺得好像我夢想的身材
[00:05:38.360 --> 00:05:41.440]  每次看到他們六塊腹肌就看到我夢想的身材
[00:05:41.440 --> 00:05:44.320]  所以為免悲傷
[00:05:44.320 --> 00:05:47.400]  就沒有心情再看了
[00:05:47.400 --> 00:05:55.320]  大家知不知道澳洲版的真人秀大概三個星期之前就做了總決賽
[00:05:55.320 --> 00:06:01.720]  大家知不知道在澳洲版的節目在三周之前就有一個總決賽
[00:06:01.720 --> 00:06:06.600]  當日有24個運動員參加
[00:06:06.600 --> 00:06:08.640]  當天有24個運動員參加
[00:06:08.640 --> 00:06:17.720]  你看到他們出場的時候,他們的精神集中和專注
[00:06:17.720 --> 00:06:24.000]  你都可以明白了解感受到他們很認真
[00:06:24.000 --> 00:06:33.480]  他們要排除萬難,要去到終點按紅色按鈕
[00:06:33.480 --> 00:06:40.120]  整個障礙的設計就是考驗他們的體力、速度、集中力、平衡等等
[00:06:40.120 --> 00:06:44.600]  所有的障礙的設置就要考驗他們的體力、速度、精力等等
[00:06:44.600 --> 00:06:49.640]  在這個賽事裡面,他們一路前進的時候
[00:06:49.640 --> 00:06:56.960]  周圍的親人、朋友都會在他旁邊打氣
[00:06:56.960 --> 00:06:58.920]  我看到這個時候
[00:06:58.920 --> 00:07:06.080]  我就想起希伯來修所說的見證,其實就是這些運動員周圍的親人、朋友
[00:07:06.080 --> 00:07:18.400]  唯一不同的地方,就是這些親人、朋友沒有參加過這個賽事
[00:07:18.400 --> 00:07:27.440]  他只不過是在參賽者的周圍鼓勵喊叫
[00:07:27.440 --> 00:07:32.240]  但希伯來修所說的見證,其實是不一樣的
[00:07:32.240 --> 00:07:36.080]  他們自己都走過人生的障礙賽
[00:07:36.080 --> 00:07:39.680]  當你看到這個故事的時候
[00:07:39.680 --> 00:07:46.320]  他們不是完全的人,他們有很多失敗的事情
[00:07:46.320 --> 00:07:56.560]  但正正因為這些人的見證是有血有肉的
[00:07:56.560 --> 00:08:02.160]  所以他們的見證才能夠和我們扯上關係
[00:08:02.160 --> 00:08:04.360]  大家可以這麼想
[00:08:04.360 --> 00:08:09.720]  當我們人生得意,每一件事都很順利
[00:08:09.720 --> 00:08:13.680]  我們開始生命鬆弛下來的時候
[00:08:13.680 --> 00:08:18.120]  可能那個時候大衛王就會跟我們說
[00:08:18.120 --> 00:08:31.560]  「你小心啊,當我的王國如日方中的時候,當我可以睡覺睡到日落平息的時候
[00:08:31.560 --> 00:08:39.280]  突然之間出去巡視我的業務,見到有美女洗澡
[00:08:39.280 --> 00:08:44.800]  然後就陷入情慾,犯了奸淫
[00:08:44.800 --> 00:08:51.720]  所以可能大衛王有一個時刻提醒我們千萬不要犯他的錯
[00:08:51.720 --> 00:08:59.880]  又或者是當我們人生遇到很多困難和不如意
[00:08:59.880 --> 00:09:05.240]  我們明明熱心的為神侍奉
[00:09:05.240 --> 00:09:07.880]  但神又不保守我們
[00:09:07.880 --> 00:09:11.320]  諸多的誤會批評
[00:09:11.320 --> 00:09:17.320]  工作、家庭、健康,每樣都不順利
[00:09:17.320 --> 00:09:22.320]  在這個時候,誰不想放棄呢?
[00:09:22.320 --> 00:09:24.440]  也許這個時候
[00:09:24.440 --> 00:09:30.040]  如果我們還有靈修和讀經祈禱的時候
[00:09:30.040 --> 00:09:34.400]  也許使徒保羅在這個時候會提醒我們
[00:09:34.400 --> 00:09:37.400]  「你比我慘嗎?
[00:09:37.400 --> 00:09:40.840]  我拼了老命去侍奉神
[00:09:40.840 --> 00:09:42.840]  就是因為我服侍神
[00:09:42.840 --> 00:09:45.840]  搞到我的同胞來追殺我
[00:09:45.840 --> 00:09:47.560]  官府捉拿我
[00:09:47.560 --> 00:09:50.040]  行船又撞到風暴
[00:09:50.040 --> 00:09:52.920]  點火又被蛇咬
[00:09:52.920 --> 00:09:54.920]  身體又生了刺
[00:09:54.920 --> 00:09:56.920]  神又沒有為我醫好
[00:09:56.920 --> 00:10:01.160]  我相信保羅有比我和你多的理由來放棄
[00:10:01.160 --> 00:10:06.800]  但他沒有放棄
[00:10:06.800 --> 00:10:11.800]  所有這些不如意的事情
[00:10:11.800 --> 00:10:17.200]  如果人生是一場障礙賽的時候
[00:10:17.200 --> 00:10:20.800]  這些不如意事其實就是障礙賽裡面的障礙
[00:10:20.800 --> 00:10:23.680]  這些不如意就是當中的障礙
[00:10:23.680 --> 00:10:25.160]  大家記得嗎?我們不是說過
[00:10:25.160 --> 00:10:29.680]  人生的旅程其實不是一個觀光條
[00:10:29.680 --> 00:10:32.800]  其實我們說過人生的旅程並不是一個觀光團
[00:10:32.800 --> 00:10:35.480]  是一個障礙賽
[00:10:35.480 --> 00:10:38.200]  既然是障礙賽的時候人生必有障礙
[00:10:38.200 --> 00:10:40.880]  既然是障礙賽那人生必有障礙
[00:10:40.880 --> 00:10:43.960]  所以不要因為障礙而放棄目標
[00:10:43.960 --> 00:10:46.360]  所以不要因為障礙而放棄目標
[00:10:46.360 --> 00:10:51.360]  而是要因為目標而我們可以克服甚至傾看障礙
[00:10:51.360 --> 00:10:56.120]  而是因為目標我們可以傾看要克服障礙
[00:10:56.120 --> 00:10:58.720]  回到極限勇士
[00:10:58.720 --> 00:11:00.720]  回到我們的節目極限勇士
[00:11:00.720 --> 00:11:03.880]  在總決賽的時候
[00:11:03.880 --> 00:11:07.000]  雖然有24位參賽者
[00:11:07.000 --> 00:11:12.080]  但沒有一個能夠完成賽程
[00:11:12.080 --> 00:11:18.320]  這個結果當然令到這麼多的參賽者相當的失望
[00:11:18.320 --> 00:11:21.760]  這個結果當然令所有的參賽者感到失望
[00:11:21.760 --> 00:11:25.080]  連觀眾也失望
[00:11:25.080 --> 00:11:29.440]  所以觀眾就投訴主辦單位
[00:11:29.440 --> 00:11:35.360]  「你搞這麼難的障礙根本沒有人能夠完成」
[00:11:35.360 --> 00:11:38.360]  主辦單位的答覆是
[00:11:38.360 --> 00:11:42.480]  「我的設計是做過實驗的」
[00:11:42.480 --> 00:11:45.480]  「是真的可以完成的」
[00:11:45.480 --> 00:11:51.480]  「只不過那些勇士需要更加多的操練」
[00:11:51.480 --> 00:11:53.480]  「更加多的努力」
[00:11:53.480 --> 00:11:56.320]  「更好的狀態」
[00:11:56.320 --> 00:11:59.480]  當我這樣聽的時候其實人生在很多程度上也很類似
[00:11:59.480 --> 00:12:01.080]  當我們這麼聽的時候
[00:12:01.080 --> 00:12:02.720]  我感覺到人生也很類似
[00:12:02.720 --> 00:12:05.640]  其實在我們人生的屬靈的旅程上也有很多的困難
[00:12:05.640 --> 00:12:09.520]  在人生的屬靈的旅程上也有很多的障礙
[00:12:09.520 --> 00:12:11.840]  曾幾何時我們都會很想放棄
[00:12:11.840 --> 00:12:14.120]  曾幾何時我們都很想放棄
[00:12:14.120 --> 00:12:16.240]  這麼多的困難這麼多的壓力
[00:12:16.240 --> 00:12:17.920]  這麼多的困難這麼多的壓力
[00:12:17.920 --> 00:12:20.320]  從世界四方八面而來
[00:12:20.320 --> 00:12:21.840]  從世界四方八面而來
[00:12:21.840 --> 00:12:23.960]  多了一個地步我們真的不想再繼續
[00:12:23.960 --> 00:12:26.640]  多了一個地步我們真的不想再繼續
[00:12:26.640 --> 00:12:28.440]  希伯來書的作者就在這裡提醒我們
[00:12:28.440 --> 00:12:30.480]  希伯來書的作者在這裡提醒我們
[00:12:30.480 --> 00:12:32.000]  不要放棄
[00:12:32.000 --> 00:12:34.040]  我們要學習聖經之前
[00:12:34.040 --> 00:12:36.000]  在我們前面的那些信心人物
[00:12:36.000 --> 00:12:37.720]  我們要學習聖經
[00:12:37.720 --> 00:12:40.520]  《舊約》裡面出現過的信心人物
[00:12:40.520 --> 00:12:42.920]  是憑著信心堅持到底
[00:12:42.920 --> 00:12:44.840]  是憑著信心堅持到底
[00:12:44.840 --> 00:12:46.880]  而能夠堅持到底
[00:12:46.880 --> 00:12:50.240]  是在乎我們怎樣去走人生賽程
[00:12:50.240 --> 00:12:52.280]  能夠堅持到底
[00:12:52.280 --> 00:12:57.480]  是在乎我們怎樣去走人生賽程
[00:12:57.480 --> 00:13:00.960]  作者給了兩個建議我們
[00:13:00.960 --> 00:13:03.280]  作者在這裡給我們兩個建議
[00:13:03.280 --> 00:13:05.800]  第一個就是要放下各樣的重擔
[00:13:05.800 --> 00:13:08.160]  第一個就是放下我們各樣的重擔
[00:13:08.160 --> 00:13:11.120]  另外一個就是脫去容易纏累我們的罪
[00:13:11.120 --> 00:13:13.920]  第二個就是脫去容易纏累我們的罪
[00:13:13.920 --> 00:13:18.480]  無論是重擔還是罪都是來自世界
[00:13:18.480 --> 00:13:22.120]  無論是重擔還是罪都是來自世界
[00:13:22.120 --> 00:13:25.320]  不過他們卻不同
[00:13:25.320 --> 00:13:26.720]  但是他們有不同
[00:13:26.720 --> 00:13:28.920]  我們首先去看重擔
[00:13:28.920 --> 00:13:30.280]  我們首先看重擔
[00:13:30.280 --> 00:13:34.880]  大家有沒有留意這些賽事的參賽者
[00:13:34.880 --> 00:13:36.640]  全部都是穿很少衣服的
[00:13:36.640 --> 00:13:40.400]  有沒有留意到這些參賽者都穿很少衣服
[00:13:40.400 --> 00:13:43.240]  沒有一個參賽者穿Texito去參賽的
[00:13:43.240 --> 00:13:46.240]  沒有看過燕尾服去參賽的
[00:13:46.240 --> 00:13:48.720]  一些藍的參賽者甚至是赤膊上陣
[00:13:48.720 --> 00:13:51.360]  藍的都可能是脫了上衣
[00:13:51.360 --> 00:13:52.440]  為什麼呢?
[00:13:52.440 --> 00:13:57.760]  因為他們趁機會表演一下他們的堅實身材
[00:13:57.760 --> 00:13:59.800]  是不是他們趁這個機會
[00:13:59.800 --> 00:14:03.360]  要炫耀一下他們健壯的身材呢?
[00:14:03.360 --> 00:14:04.720]  我想大概不是
[00:14:04.720 --> 00:14:05.880]  我想大概不是
[00:14:05.880 --> 00:14:08.600]  他們練習訓練得這麼辛苦
[00:14:08.600 --> 00:14:11.840]  你看到他們身上沒有一塊是多餘的脂肪
[00:14:11.840 --> 00:14:13.120]  他們通過練習
[00:14:13.120 --> 00:14:17.840]  你們會發覺他們身上沒有一個多餘的肥肉
[00:14:17.840 --> 00:14:20.840]  你看到他們穿這麼少衣服
[00:14:20.840 --> 00:14:25.560]  應該的原因就是他們不想用一些不必要的重量來拖慢他們的比賽
[00:14:25.560 --> 00:14:27.560]  他們穿這麼少的衣服是因為
[00:14:27.560 --> 00:14:31.560]  他們不想用任何不必要的重量來拖慢他們的時間
[00:14:31.560 --> 00:14:33.680]  我相信我們都很容易明白
[00:14:33.680 --> 00:14:34.640]  我們都很容易明白
[00:14:34.640 --> 00:14:36.560]  如果讓我們參賽我們可能都會這樣
[00:14:36.560 --> 00:14:39.560]  如果讓我們參賽我們可能都一樣
[00:14:39.560 --> 00:14:45.360]  那你說如果他們參賽但是又穿很多衣服的那班人呢?
[00:14:45.360 --> 00:14:47.920]  那如果他又參賽又穿很多衣服怎麼辦呢?
[00:14:47.920 --> 00:14:49.960]  大概他們不知道他們在比賽當中
[00:14:49.960 --> 00:14:51.160]  大概他們不知道他們在比賽當中
[00:14:51.160 --> 00:14:53.880]  又或者他們不在乎這個比賽的結果
[00:14:53.880 --> 00:14:55.760]  又或者他們不在乎這個比賽的結果
[00:14:55.760 --> 00:14:57.560]  大概三個星期如果大家記得的話
[00:14:57.560 --> 00:14:59.560]  三個星期前如果大家還記得的話
[00:14:59.560 --> 00:15:02.360]  墨西哥有一個飛機意外
[00:15:02.360 --> 00:15:05.440]  墨西哥有一個飛機意外航空意外
[00:15:05.440 --> 00:15:08.960]  飛機起飛沒多久之後就失事
[00:15:08.960 --> 00:15:11.680]  飛機在起飛沒多久就失事了
[00:15:11.680 --> 00:15:13.400]  但是很奇跡地
[00:15:13.400 --> 00:15:14.680]  但是很奇跡的
[00:15:14.680 --> 00:15:19.400]  飛機沒有一個人死亡全部生還
[00:15:19.400 --> 00:15:23.280]  在當時的所有乘客都全部生還
[00:15:23.280 --> 00:15:24.680]  大家記得這段新聞吧
[00:15:24.680 --> 00:15:27.280]  大家還記得這段新聞嗎?
[00:15:27.280 --> 00:15:30.880]  其中一個生還者接受訪問
[00:15:30.880 --> 00:15:33.280]  其中一個生還者接受訪問
[00:15:33.280 --> 00:15:37.080]  他說本來我們應該死亡
[00:15:37.080 --> 00:15:38.880]  本來我們應該死亡
[00:15:38.880 --> 00:15:40.080]  但是很感恩
[00:15:40.080 --> 00:15:43.880]  竟然上天給我們有第二個機會
[00:15:43.880 --> 00:15:46.400]  很感恩上天居然給我們有第二次機會
[00:15:46.400 --> 00:15:50.680]  他說在這段時間不斷思想人生
[00:15:50.680 --> 00:15:53.080]  他說這段短短的時間不斷思想人生
[00:15:53.080 --> 00:15:53.280]  他說這段短短的時間不斷思想人生
[00:15:53.280 --> 00:15:54.680]  人生究竟為了怎樣?
[00:15:54.680 --> 00:15:54.680]  人生究竟為了怎樣?
[00:15:54.680 --> 00:15:56.880]  人生究竟為了怎樣?
[00:15:56.880 --> 00:15:59.880]  他說有過這樣的經驗
[00:15:59.880 --> 00:16:02.480]  令我很認真去想一件事情
[00:16:02.480 --> 00:16:03.480]  有過這樣的經驗
[00:16:03.480 --> 00:16:05.280]  讓我更認真去思考一件事情
[00:16:05.280 --> 00:16:05.480]  讓我更認真去思考一件事情
[00:16:05.480 --> 00:16:07.080]  他說到底在人生裏面
[00:16:07.080 --> 00:16:10.280]  什麼是真正重要的呢?
[00:16:10.280 --> 00:16:13.280]  在人生裏面什麼是真正重要的呢?
[00:16:13.280 --> 00:16:15.680]  有些什麼其實不是那麼重要的
[00:16:15.680 --> 00:16:17.880]  有什麼是不重要的呢?
[00:16:17.880 --> 00:16:22.880]  我想說如果我們要很認真去放下各樣的重擔
[00:16:22.880 --> 00:16:22.880]  我想說如果我們要很認真去放下各樣的重擔
[00:16:22.880 --> 00:16:26.080]  如果我們要很認真去放下各樣的重擔
[00:16:26.080 --> 00:16:29.080]  我們很認真地想奔跑我們人生的路程的時候
[00:16:29.080 --> 00:16:29.080]  我們很認真地想奔跑我們人生的路程的時候
[00:16:29.080 --> 00:16:31.680]  我們很認真地想奔跑我們人生的路程的時候
[00:16:31.680 --> 00:16:31.680]  我們很認真地想奔跑我們人生的路程的時候
[00:16:31.680 --> 00:16:31.680]  我們很認真地想奔跑我們人生的路程的時候
[00:16:31.680 --> 00:16:31.680]  我們很認真地想奔跑我們人生的路程的時候
[00:16:31.680 --> 00:16:31.680]  我們很認真地想奔跑我們人生的路程的時候
[00:16:31.680 --> 00:16:31.680]  我們很認真地想奔跑我們人生的路程的時候
[00:16:31.680 --> 00:16:46.680]  我們需要問的問題是如果基督徒在世的人生旅程的真正目標是進入神的國度
[00:16:46.680 --> 00:16:48.680]  我們是要得到天上的獎賞
[00:16:48.680 --> 00:16:48.680]  我們是要得到天上的獎賞
[00:16:48.680 --> 00:16:50.680]  我們是要得到天上的獎賞
[00:16:50.680 --> 00:16:52.680]  究竟我們今天在地上的生活
[00:16:52.680 --> 00:16:52.680]  究竟我們今天在地上的生活
[00:16:52.680 --> 00:16:54.680]  究竟我們今天在地上的生活
[00:16:54.680 --> 00:16:54.680]  什麼是重要什麼是不重要呢?
[00:16:54.680 --> 00:16:54.680]  究竟我們今天在地上的生活
[00:16:54.680 --> 00:16:56.680]  究竟我們今天在地上的生活
[00:16:56.680 --> 00:16:56.680]  究竟我們今天在地上的生活
[00:16:56.680 --> 00:16:58.680]  究竟我們今天在地上的生活
[00:16:58.680 --> 00:17:01.680]  如果我們用這個角度去看的時候
[00:17:01.680 --> 00:17:01.680]  我們會發覺其實我們生命裏面有很多不同的東西都並不是那麼重要
[00:17:01.680 --> 00:17:01.680]  如果我們用這個角度去看的時候
[00:17:01.680 --> 00:17:05.680]  我們會發覺其實我們生命裏面有很多不同的東西都並不是那麼重要
[00:17:05.680 --> 00:17:10.680]  我們發覺我們生活裏面很多東西都不再那麼重要
[00:17:10.680 --> 00:17:11.680]  可能是人
[00:17:11.680 --> 00:17:11.680]  可能是人
[00:17:11.680 --> 00:17:12.680]  可能是人
[00:17:12.680 --> 00:17:13.680]  可能是一件事物
[00:17:13.680 --> 00:17:13.680]  可能是事物
[00:17:13.680 --> 00:17:15.680]  可能是過去的傷害
[00:17:15.680 --> 00:17:15.680]  可能是過去的傷害
[00:17:15.680 --> 00:17:16.680]  可能是過去的傷害
[00:17:16.680 --> 00:17:17.680]  可能是一個未完成的願望
[00:17:17.680 --> 00:17:17.680]  可能是一個未完成的願望
[00:17:17.680 --> 00:17:18.680]  可能是一個未完成的願望
[00:17:18.680 --> 00:17:18.680]  可能是一個未完成的願望
[00:17:18.680 --> 00:17:19.680]  可能是一個未完成的願望
[00:17:19.680 --> 00:17:19.680]  可能是恐懼憂慮
[00:17:19.680 --> 00:17:19.680]  可能是恐懼憂慮
[00:17:19.680 --> 00:17:31.680]  無論是什麼東西,如果那樣的事物或者人成為我們奔走天路的一個重擔的時候
[00:17:31.680 --> 00:17:36.680]  我們需要憑著信心放下,交給耶穌
[00:17:36.680 --> 00:17:38.680]  因為耶穌曾經應許我們
[00:17:38.680 --> 00:17:42.680]  凡勞苦單重擔的人
[00:17:42.680 --> 00:17:44.680]  凡勞苦單重擔的人
[00:17:44.680 --> 00:17:46.680]  可以到我這裏來
[00:17:46.680 --> 00:17:49.680]  可以到我這裏來
[00:17:49.680 --> 00:17:51.680]  我就讓你們得安息
[00:17:51.680 --> 00:17:53.680]  希伯來書的作者再提醒我們
[00:17:53.680 --> 00:17:55.680]  希伯來書的作者再一次提醒我們
[00:17:55.680 --> 00:17:57.680]  我們要脫去纏累我們的罪
[00:17:57.680 --> 00:17:58.680]  我們要脫去纏累我們的罪
[00:17:58.680 --> 00:17:59.680]  我們要脫去纏累我們的罪
[00:17:59.680 --> 00:18:00.680]  我們要脫去纏累我們的罪
[00:18:00.680 --> 00:18:01.680]  我們所說的罪呢
[00:18:01.680 --> 00:18:01.680]  我們所說的罪呢
[00:18:01.680 --> 00:18:03.680]  我們所說的罪呢
[00:18:03.680 --> 00:18:07.680]  不是偶然間我們被罪勝過的那些罪
[00:18:07.680 --> 00:18:08.680]  不是偶然間我們被罪勝過的那些罪
[00:18:08.680 --> 00:18:09.680]  不是偶然間我們被罪勝過的那些罪
[00:18:09.680 --> 00:18:10.680]  不是偶然間我們被罪勝過的那些罪
[00:18:10.680 --> 00:18:11.680]  不是偶然間我們被罪勝過的那些罪
[00:18:11.680 --> 00:18:17.680]  而是我們持續地慣性地犯的罪
[00:18:17.680 --> 00:18:18.680]  而是我們持續地慣性地犯的罪
[00:18:18.680 --> 00:18:19.680]  而是我們持續地慣性地犯的罪
[00:18:19.680 --> 00:18:20.680]  而是我們持續地慣性地犯的罪
[00:18:20.680 --> 00:18:21.680]  而是我們持續地慣性地犯的罪
[00:18:21.680 --> 00:18:22.680]  而是我們持續地慣性地犯的罪
[00:18:22.680 --> 00:18:23.680]  而是我們持續地慣性地犯的罪
[00:18:23.680 --> 00:18:24.680]  而是我們持續地慣性地犯的罪
[00:18:24.680 --> 00:18:25.680]  而是我們持續地慣性地犯的罪
[00:18:25.680 --> 00:18:26.680]  而是我們持續地慣性地犯的罪
[00:18:26.680 --> 00:18:27.680]  而是我們持續地慣性地犯的罪
[00:18:27.680 --> 00:18:28.680]  而是我們持續地慣性地犯的罪
[00:18:28.680 --> 00:18:43.680]  而是我們持續地犯的罪
[00:18:59.680 --> 00:19:03.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:03.680 --> 00:19:04.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:04.680 --> 00:19:05.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:05.680 --> 00:19:06.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:06.680 --> 00:19:07.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:07.680 --> 00:19:08.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:08.680 --> 00:19:09.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:09.680 --> 00:19:10.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:10.680 --> 00:19:11.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:11.680 --> 00:19:12.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:12.680 --> 00:19:13.680]  在這個南市的一千公尺速度滑冰比賽
[00:19:28.680 --> 00:19:32.200]  跑在最前面的是美國跟中國選手
[00:19:32.200 --> 00:19:36.920]  跟著緊緊貼著的是加拿大跟韓國
[00:19:36.920 --> 00:19:39.240]  緊跟著的是加拿大跟韓國
[00:19:39.240 --> 00:19:44.280]  看到美國選手快要衝到最後的時候
[00:19:44.280 --> 00:19:46.600]  現在美國的選手已經快要衝線了
[00:19:46.600 --> 00:19:52.280]  但是緊貼著美國的選手的中國選手也不經意地碰到美國的選手
[00:19:52.280 --> 00:19:56.760]  在這個時候中國選手不小心碰到了美國選手
[00:19:56.760 --> 00:19:59.000]  最後那兩個人就一起掉下來了
[00:19:59.000 --> 00:20:00.680]  最後他們兩個同時倒下
[00:20:00.680 --> 00:20:04.200]  由於加拿大跟韓國貼得太緊
[00:20:04.200 --> 00:20:07.720]  由於加拿大跟韓國的選手貼得太近
[00:20:07.720 --> 00:20:08.600]  沒時間避
[00:20:08.600 --> 00:20:09.640]  沒時間去躲避
[00:20:09.640 --> 00:20:12.520]  最後四個一起滾地葫蘆都滾在那裏
[00:20:12.520 --> 00:20:14.200]  最後他們四個都倒下
[00:20:14.200 --> 00:20:16.280]  而澳洲當時是有一段距離的
[00:20:16.280 --> 00:20:18.040]  就是爆緊尾
[00:20:18.040 --> 00:20:21.080]  而澳洲隊當時跟他們是有一段距離的
[00:20:21.080 --> 00:20:22.760]  就是因為這段距離
[00:20:22.760 --> 00:20:23.800]  就是因為這段距離
[00:20:23.800 --> 00:20:25.000]  有時間讓他避到
[00:20:25.000 --> 00:20:26.120]  有時間讓他避開
[00:20:26.120 --> 00:20:28.840]  最後都不知道是開心還是什麼
[00:20:28.840 --> 00:20:34.440]  就是舉高雙手就拿到這個前無古人都相信後無來者的金牌
[00:20:34.440 --> 00:20:38.920]  最後他拿到這個前無古人後無來者的金牌
[00:20:38.920 --> 00:20:40.680]  我有時這樣想
[00:20:40.680 --> 00:20:44.280]  有時候我這麼想
[00:20:44.280 --> 00:20:49.000]  這個選手他沒有放棄
[00:20:49.000 --> 00:20:51.480]  他沒有放棄
[00:20:51.480 --> 00:20:55.400]  而在他前面跌倒的那四個選手
[00:20:55.400 --> 00:20:57.960]  在他前面跌倒的那四位選手
[00:20:57.960 --> 00:21:02.760]  我一直在想罪惡在我們人生的旅程上面
[00:21:02.760 --> 00:21:05.000]  有時候我想罪惡在我們人生的旅程裏
[00:21:05.000 --> 00:21:07.800]  其實就好像那四個跌到地上的選手
[00:21:07.800 --> 00:21:10.440]  就好像那四位跌倒在地上的選手
[00:21:10.440 --> 00:21:11.880]  如果我們一不小心
