
[00:00:00.000 --> 00:00:03.000]  感謝主 神的恩典
[00:02:08.000 --> 00:02:10.000]  主啊 就求祢與我們同在
[00:02:10.000 --> 00:02:13.000]  祢的靈大大的澆灌和高沒
[00:02:13.000 --> 00:02:16.000]  使講的和聽的同盟造就
[00:02:16.000 --> 00:02:17.000]  謝謝恩主
[00:02:17.000 --> 00:02:19.000]  祢垂聽我們的禱告
[00:02:19.000 --> 00:02:21.000]  奉耶穌基督的名求
[00:02:21.000 --> 00:02:23.000]  Amen
[00:02:23.000 --> 00:02:25.000]  好 我們來看下一張
[00:02:25.000 --> 00:02:26.000]  這一段呢
[00:02:26.000 --> 00:02:28.000]  我用一些highlight把它畫出來
[00:02:28.000 --> 00:02:31.000]  我們慢慢的再讀一遍
[00:02:31.000 --> 00:02:33.000]  我請大家注意這些詞彙
[00:02:33.000 --> 00:02:35.000]  我們慢慢的再讀一遍
[00:02:35.000 --> 00:02:37.000]  來 123
[00:02:37.000 --> 00:02:39.000]  耶穌進了耶利哥
[00:02:39.000 --> 00:02:41.000]  正經過的時候
[00:02:41.000 --> 00:02:44.000]  有一個人名叫撒該
[00:02:44.000 --> 00:02:47.000]  是稅率長又很富有
[00:02:47.000 --> 00:02:51.000]  他想看看耶穌是怎樣的
[00:02:51.000 --> 00:02:55.000]  耶穌要從那裡經過
[00:02:55.000 --> 00:02:57.000]  耶穌到了那裡
[00:02:57.000 --> 00:02:58.000]  往上
[00:02:58.000 --> 00:02:59.000]  sorry 第四節
[00:02:59.000 --> 00:03:02.000]  於是他跑到前頭
[00:03:02.000 --> 00:03:04.000]  爬上一棵桑樹
[00:03:04.000 --> 00:03:06.000]  要看看耶穌
[00:03:06.000 --> 00:03:10.000]  因為耶穌就要從那裡經過
[00:03:10.000 --> 00:03:12.000]  耶穌到了那裡
[00:03:12.000 --> 00:03:13.000]  往上一看
[00:03:13.000 --> 00:03:14.000]  對他說
[00:03:14.000 --> 00:03:16.000]  撒該快下來
[00:03:16.000 --> 00:03:19.000]  今天我要住在你家裡
[00:03:19.000 --> 00:03:21.000]  他就趕快下來
[00:03:21.000 --> 00:03:25.000]  歡歡喜喜的接待耶穌
[00:03:25.000 --> 00:03:28.000]  眾人看見就紛紛議論說
[00:03:28.000 --> 00:03:32.000]  他進到罪人家裡去住宿
[00:03:32.000 --> 00:03:34.000]  撒該站著對主說
[00:03:34.000 --> 00:03:36.000]  主啊 請看
[00:03:36.000 --> 00:03:40.000]  我要把家財的一半分給窮人
[00:03:40.000 --> 00:03:42.000]  我若敲詐了誰
[00:03:42.000 --> 00:03:44.000]  就還他四倍
[00:03:44.000 --> 00:03:46.000]  耶穌說
[00:03:46.000 --> 00:03:49.000]  今天救恩到了這家
[00:03:49.000 --> 00:03:52.000]  他也是亞伯拉罕的子孫
[00:03:52.000 --> 00:03:54.000]  因為人子來
[00:03:54.000 --> 00:03:59.000]  是要尋找拯救師上的人
[00:03:59.000 --> 00:04:01.000]  所以我們
[00:04:01.000 --> 00:04:02.000]  第一點
[00:04:02.000 --> 00:04:03.000]  下一章
[00:04:03.000 --> 00:04:04.000]  我們來看
[00:04:04.000 --> 00:04:08.000]  當越過障礙來尋求耶穌
[00:04:08.000 --> 00:04:10.000]  耶穌進了耶利哥的時候
[00:04:10.000 --> 00:04:12.000]  正經過的時候
[00:04:12.000 --> 00:04:13.000]  有一個人叫撒該
[00:04:13.000 --> 00:04:15.000]  他是個稅吏長
[00:04:15.000 --> 00:04:17.000]  我們看整個的故事背景
[00:04:17.000 --> 00:04:19.000]  耶利哥是一個大的城市
[00:04:19.000 --> 00:04:22.000]  他是一個受住主的城市
[00:04:22.000 --> 00:04:24.000]  耶利哥代表了世界
[00:04:24.000 --> 00:04:27.000]  他的城裡有妓女 有偶像
[00:04:27.000 --> 00:04:29.000]  道德上淪喪的是妓女
[00:04:29.000 --> 00:04:31.000]  心靈上拜偶像的
[00:04:31.000 --> 00:04:33.000]  也是那種淪喪
[00:04:33.000 --> 00:04:36.000]  所以耶利哥在就約的時代
[00:04:36.000 --> 00:04:38.000]  當約書亞攻陷城的時候
[00:04:38.000 --> 00:04:40.000]  城牆倒塌
[00:04:40.000 --> 00:04:42.000]  主最後經過耶利哥的時候
[00:04:42.000 --> 00:04:44.000]  他是要去哪裡
[00:04:44.000 --> 00:04:47.000]  他是要去耶路撒冷
[00:04:47.000 --> 00:04:50.000]  主朝著十字架的走
[00:04:50.000 --> 00:04:53.000]  在十九章的前部分
[00:04:53.000 --> 00:04:54.000]  在十八章的時候
[00:04:54.000 --> 00:04:57.000]  他記述聖經特別記載了一個
[00:04:57.000 --> 00:05:00.000]  瞎眼的乞丐
[00:05:00.000 --> 00:05:02.000]  聖經中特別講明
[00:05:02.000 --> 00:05:04.000]  這個瞎眼的乞丐
[00:05:04.000 --> 00:05:07.000]  是在靠近耶利哥的時候
[00:05:07.000 --> 00:05:09.000]  是耶穌準備去耶路撒冷
[00:05:09.000 --> 00:05:11.000]  經過耶利哥
[00:05:11.000 --> 00:05:13.000]  撒該是發生在耶利哥的城裡
[00:05:13.000 --> 00:05:16.000]  但是當耶穌在靠近耶利哥的時候
[00:05:16.000 --> 00:05:18.000]  有一個瞎子
[00:05:18.000 --> 00:05:20.000]  他在眾人面前
[00:05:20.000 --> 00:05:24.000]  眾人稱耶穌是拉撒勒人耶穌
[00:05:24.000 --> 00:05:25.000]  但是這個瞎子
[00:05:25.000 --> 00:05:27.000]  他稱耶穌是什麼
[00:05:27.000 --> 00:05:30.000]  他呼喊說大衛的子孫
[00:05:30.000 --> 00:05:32.000]  大衛的子孫耶穌
[00:05:32.000 --> 00:05:34.000]  你憐憫我
[00:05:34.000 --> 00:05:37.000]  所以這個瞎子最後
[00:05:37.000 --> 00:05:40.000]  被主耶穌得醫治
[00:05:40.000 --> 00:05:43.000]  然後這件事就傳揚開
[00:05:43.000 --> 00:05:45.000]  聖經中特別記載
[00:05:45.000 --> 00:05:47.000]  眾人看見這事
[00:05:47.000 --> 00:05:50.000]  所以這事也被傳揚出去
[00:05:50.000 --> 00:05:53.000]  所以在下文我們看見撒該的時候
[00:05:53.000 --> 00:05:56.000]  這是整個撒該爬上桑樹
[00:05:56.000 --> 00:05:58.000]  等候耶穌
[00:05:58.000 --> 00:06:02.000]  要見耶穌的整個背景
[00:06:02.000 --> 00:06:05.000]  其次我們來看撒該是誰
[00:06:05.000 --> 00:06:08.000]  撒該他是一個稅吏長
[00:06:08.000 --> 00:06:13.000]  他是一個令人厭惡的稅吏長
[00:06:13.000 --> 00:06:15.000]  他是一個財主
[00:06:15.000 --> 00:06:18.000]  他是一個矮小的
[00:06:18.000 --> 00:06:21.000]  他是一個猶太人
[00:06:21.000 --> 00:06:25.000]  撒該也是有進錢的父母
[00:06:25.000 --> 00:06:26.000]  你怎麼看到呢
[00:06:26.000 --> 00:06:28.000]  因為撒該這個名字
[00:06:28.000 --> 00:06:30.000]  他的本意是什麼
[00:06:30.000 --> 00:06:33.000]  他的父母給他取了一個名字叫撒該
[00:06:33.000 --> 00:06:36.000]  撒該的名字是聖潔和公益
[00:06:36.000 --> 00:06:39.000]  你看他有一個進錢的父母
[00:06:39.000 --> 00:06:42.000]  他的父母對他有很大的期望
[00:06:42.000 --> 00:06:43.000]  所以你看到撒該
[00:06:43.000 --> 00:06:46.000]  他也是一個受過良好教育的人
[00:06:46.000 --> 00:06:49.000]  他才能做這個稅吏長
[00:06:49.000 --> 00:06:51.000]  他有一個最敗壞的職業
[00:06:51.000 --> 00:06:54.000]  他是一個抽稅的一個稅吏人
[00:06:54.000 --> 00:06:59.000]  當時羅馬政府他們就是以猶制猶
[00:06:59.000 --> 00:07:01.000]  他就在猶太人當中
[00:07:01.000 --> 00:07:05.000]  選擇一個猶太人來治理這些
[00:07:05.000 --> 00:07:08.000]  向這些他的同胞們來收稅
[00:07:08.000 --> 00:07:10.000]  所以在當時的這個時代
[00:07:10.000 --> 00:07:12.000]  這個猶太人
[00:07:12.000 --> 00:07:15.000]  這個羅馬人用的是一種包稅的制
[00:07:15.000 --> 00:07:17.000]  包稅制就是說
[00:07:17.000 --> 00:07:20.000]  譬如你要向政府繳納兩百萬
[00:07:20.000 --> 00:07:23.000]  那如果他無論你用任何的方法
[00:07:23.000 --> 00:07:26.000]  你可以收稅一千萬
[00:07:26.000 --> 00:07:29.000]  所以那八百萬都是稅吏長的
[00:07:29.000 --> 00:07:32.000]  所以你看見在當時那個時代
[00:07:32.000 --> 00:07:35.000]  他們被稱為像尤奸一樣
[00:07:35.000 --> 00:07:36.000]  我們說漢奸
[00:07:36.000 --> 00:07:37.000]  他們是尤奸
[00:07:37.000 --> 00:07:39.000]  他們是稅吏的
[00:07:39.000 --> 00:07:43.000]  被稅吏的這個猶太人同胞
[00:07:43.000 --> 00:07:46.000]  被他們視為是賣國賊的
[00:07:46.000 --> 00:07:50.000]  所以這個撒該
[00:07:50.000 --> 00:07:52.000]  應該是一個良心不安的人
[00:07:52.000 --> 00:07:55.000]  他是一個心靈痛苦的人
[00:07:55.000 --> 00:08:00.000]  那這是我們講到的一個背景
[00:08:00.000 --> 00:08:02.000]  我們再回到這段經文
[00:08:02.000 --> 00:08:03.000]  我們來看
[00:08:03.000 --> 00:08:09.000]  耶穌進了耶利哥正經過的時候
[00:08:09.000 --> 00:08:10.000]  這是一句
[00:08:10.000 --> 00:08:12.000]  那另外一句是撒該說
[00:08:12.000 --> 00:08:16.000]  他想看看耶穌是怎樣的
[00:08:16.000 --> 00:08:19.000]  所以如果你仔細看這兩句話的時候
[00:08:19.000 --> 00:08:22.000]  你會發現這是很震撼的兩個句子
[00:08:22.000 --> 00:08:24.000]  耶穌進耶利哥
[00:08:24.000 --> 00:08:26.000]  撒該要去
[00:08:26.000 --> 00:08:27.000]  一個進來
[00:08:27.000 --> 00:08:30.000]  一個要去看耶穌是怎樣的人
[00:08:30.000 --> 00:08:34.000]  好像是兩個不相關的平行線
[00:08:34.000 --> 00:08:36.000]  兩個不連結的生命線
[00:08:36.000 --> 00:08:39.000]  兩個從未相遇的軌跡
[00:08:39.000 --> 00:08:41.000]  但是那一天主耶穌
[00:08:41.000 --> 00:08:46.000]  他要去耶利哥
[00:08:46.000 --> 00:08:49.000]  那其實在18章31節的時候
[00:08:49.000 --> 00:08:51.000]  聖經中特別的記載
[00:08:51.000 --> 00:08:53.000]  主耶穌對他的門徒
[00:08:53.000 --> 00:08:54.000]  他說了什麼
[00:08:54.000 --> 00:08:58.000]  他說我們現在要往耶路撒冷去
[00:08:58.000 --> 00:09:04.000]  先知所寫的一切都要成就在人子的身上
[00:09:04.000 --> 00:09:06.000]  他要被交給外族
[00:09:06.000 --> 00:09:07.000]  受戲弄
[00:09:07.000 --> 00:09:08.000]  被凌辱
[00:09:08.000 --> 00:09:09.000]  鞭打他
[00:09:09.000 --> 00:09:11.000]  殺害他
[00:09:11.000 --> 00:09:15.000]  第三日他要復活
[00:09:15.000 --> 00:09:19.000]  我們看見這段經文有兩個重複的字
[00:09:19.000 --> 00:09:20.000]  這種經過
[00:09:20.000 --> 00:09:23.000]  我們等一下特別的會詳細說
[00:09:23.000 --> 00:09:25.000]  我們看到一個對比
[00:09:25.000 --> 00:09:28.000]  這個對比就是想看
[00:09:28.000 --> 00:09:30.000]  要看和看不見
[00:09:30.000 --> 00:09:32.000]  那這個要這個字呢
[00:09:32.000 --> 00:09:33.000]  它是一個尋求
[00:09:33.000 --> 00:09:35.000]  它是一個檢驗
[00:09:35.000 --> 00:09:36.000]  它是一個深思
[00:09:36.000 --> 00:09:38.000]  它是一個渴望
[00:09:38.000 --> 00:09:41.000]  一個強烈的願望和動機
[00:09:41.000 --> 00:09:42.000]  那看看
[00:09:42.000 --> 00:09:44.000]  看看是什麼意思呢
[00:09:44.000 --> 00:09:47.000]  它的原文是這種體驗
[00:09:47.000 --> 00:09:49.000]  是這種目睹
[00:09:49.000 --> 00:09:51.000]  是一種感官上的感受
[00:09:51.000 --> 00:09:54.000]  是一種認知上的觀看
[00:09:54.000 --> 00:09:55.000]  那它其中呢
[00:09:55.000 --> 00:09:58.000]  也有一個是謹慎觀察
[00:09:58.000 --> 00:10:02.000]  還有一個在約翰
[00:10:02.000 --> 00:10:03.000]  在以賽亞書上呢
[00:10:03.000 --> 00:10:05.000]  他說凡有血氣的
[00:10:05.000 --> 00:10:09.000]  你們都要經歷神的恩典
[00:10:09.000 --> 00:10:10.000]  所以這個經歷呢
[00:10:10.000 --> 00:10:11.000]  也就是這個字
[00:10:11.000 --> 00:10:14.000]  所以這個字是一個經歷
[00:10:14.000 --> 00:10:15.000]  經驗
[00:10:15.000 --> 00:10:18.000]  見證的意思
[00:10:18.000 --> 00:10:19.000]  那除了這裡呢
[00:10:19.000 --> 00:10:20.000]  我們看見對比之外
[00:10:20.000 --> 00:10:22.000]  我們也看到行動
[00:10:22.000 --> 00:10:23.000]  人很多
[00:10:23.000 --> 00:10:25.000]  但是薩該呢
[00:10:25.000 --> 00:10:26.000]  他怎麼辦
[00:10:26.000 --> 00:10:28.000]  他為了避免這些人多
[00:10:28.000 --> 00:10:30.000]  能夠跑到前面
[00:10:30.000 --> 00:10:32.000]  他就跑在這人群的前面
[00:10:32.000 --> 00:10:33.000]  然後他很快地
[00:10:33.000 --> 00:10:36.000]  就爬上了一棵桑樹
[00:10:36.000 --> 00:10:38.000]  所以薩該的特點呢
[00:10:38.000 --> 00:10:40.000]  這是一個非常
[00:10:40.000 --> 00:10:42.000]  我們說是矮子
[00:10:42.000 --> 00:10:45.000]  是一個身材矮小的一個人
[00:10:45.000 --> 00:10:47.000]  周圍的人很多
[00:10:47.000 --> 00:10:49.000]  他很難擠進前去
[00:10:49.000 --> 00:10:51.000]  他很難去看見耶穌
[00:10:51.000 --> 00:10:53.000]  他在這群猶太人的
[00:10:53.000 --> 00:10:55.000]  這種群體裡面
[00:10:55.000 --> 00:10:57.000]  他好像是一個過街的老鼠
[00:10:57.000 --> 00:10:59.000]  人人喊打
[00:10:59.000 --> 00:11:01.000]  他是被人所厭惡的
[00:11:01.000 --> 00:11:03.000]  他是被人所孤立的
[00:11:03.000 --> 00:11:05.000]  他是被看為是
[00:11:05.000 --> 00:11:06.000]  罪人同等的
[00:11:06.000 --> 00:11:09.000]  他也是自覺誤會的
[00:11:09.000 --> 00:11:10.000]  所以這個人的裡面
[00:11:10.000 --> 00:11:12.000]  是掙扎的
[00:11:12.000 --> 00:11:14.000]  但是今天
[00:11:14.000 --> 00:11:15.000]  薩該
[00:11:15.000 --> 00:11:17.000]  他裡面強烈的願望
[00:11:17.000 --> 00:11:20.000]  驅使著他要把握機會
[00:11:20.000 --> 00:11:24.000]  不顧一切地要來看耶穌
[00:11:24.000 --> 00:11:27.000]  他也顧不上人的嘲笑
[00:11:27.000 --> 00:11:30.000]  他也形象不美觀
[00:11:30.000 --> 00:11:32.000]  因為一個矮小的人
[00:11:32.000 --> 00:11:34.000]  要爬上樹的這種
[00:11:34.000 --> 00:11:36.000]  非常難堪的狀態
[00:11:36.000 --> 00:11:38.000]  那到這裡為止你看見
[00:11:38.000 --> 00:11:41.000]  他都是一個心理的活動
[00:11:41.000 --> 00:11:43.000]  薩該心裡的想法
[00:11:43.000 --> 00:11:45.000]  耶穌是誰
[00:11:45.000 --> 00:11:49.000]  他可以使瞎眼得以看見
[00:11:49.000 --> 00:11:52.000]  我怎樣過去
[00:11:52.000 --> 00:11:54.000]  那裡不是有一棵桑樹嗎
[00:11:54.000 --> 00:11:56.000]  我要跑在人群的前頭
[00:11:56.000 --> 00:11:59.000]  我要爬上那棵桑樹
[00:11:59.000 --> 00:12:01.000]  耶穌會從那裡經過
[00:12:01.000 --> 00:12:03.000]  所以你看見
[00:12:03.000 --> 00:12:05.000]  這個罪人呢
[00:12:05.000 --> 00:12:07.000]  這個被稱為
[00:12:07.000 --> 00:12:10.000]  聖潔公義的這個薩該
[00:12:10.000 --> 00:12:11.000]  他的心裡的
[00:12:11.000 --> 00:12:14.000]  有一系列的這種掙扎
[00:12:14.000 --> 00:12:16.000]  在希伯來書裡面
[00:12:16.000 --> 00:12:18.000]  第三章三節說
[00:12:18.000 --> 00:12:21.000]  被造的萬物
[00:12:21.000 --> 00:12:25.000]  在那個全能的上帝面前
[00:12:25.000 --> 00:12:27.000]  沒有不是顯明的
[00:12:27.000 --> 00:12:29.000]  萬有在主的面前
[00:12:29.000 --> 00:12:32.000]  都是赤露敞開的
[00:12:32.000 --> 00:12:34.000]  所以親愛的弟兄姊妹
[00:12:34.000 --> 00:12:36.000]  像我剛才所說到的
[00:12:36.000 --> 00:12:38.000]  我在和我的海華老師
[00:12:38.000 --> 00:12:41.000]  在清談早餐的時候
[00:12:41.000 --> 00:12:43.000]  我們都帶著一些保留
[00:12:43.000 --> 00:12:48.000]  但是神是全知的神
[00:12:48.000 --> 00:12:50.000]  我們在人的面前
[00:12:50.000 --> 00:12:52.000]  可能會有一些不安全
[00:12:52.000 --> 00:12:53.000]  會有一些躲避
[00:12:53.000 --> 00:12:55.000]  但是親愛的弟兄姊妹
[00:12:55.000 --> 00:12:57.000]  我們在主的面前呢
[00:12:57.000 --> 00:13:00.000]  是可以全然不保留的
[00:13:00.000 --> 00:13:02.000]  交託給上帝
[00:13:02.000 --> 00:13:04.000]  當像薩該一樣
[00:13:04.000 --> 00:13:07.000]  來越過一切的障礙
[00:13:07.000 --> 00:13:11.000]  來尋找耶穌
[00:13:11.000 --> 00:13:13.000]  這是第一點
[00:13:13.000 --> 00:13:15.000]  我們第二點來看呢
[00:13:15.000 --> 00:13:17.000]  原來主定義
[00:13:17.000 --> 00:13:20.000]  要與我們相見
[00:13:20.000 --> 00:13:22.000]  這是下一章
[00:13:22.000 --> 00:13:24.000]  所以第二點我們來看
[00:13:24.000 --> 00:13:26.000]  原來主定義
[00:13:26.000 --> 00:13:27.000]  下一章
[00:13:27.000 --> 00:13:28.000]  謝謝
[00:13:28.000 --> 00:13:30.000]  所以看見主定義
[00:13:30.000 --> 00:13:32.000]  要與我們相遇
[00:13:32.000 --> 00:13:35.000]  我們再來把這段經文
[00:13:35.000 --> 00:13:41.000]  來看一下
[00:13:41.000 --> 00:13:44.000]  好,大家請聽我讀
[00:13:44.000 --> 00:13:46.000]  耶穌進了耶利哥
[00:13:46.000 --> 00:13:48.000]  正經過的時候
[00:13:48.000 --> 00:13:50.000]  有一個人名叫薩該
[00:13:50.000 --> 00:13:52.000]  是稅吏長
[00:13:52.000 --> 00:13:53.000]  又很富有
[00:13:53.000 --> 00:13:56.000]  他想看看耶穌是怎樣的
[00:13:56.000 --> 00:13:57.000]  因為人多
[00:13:57.000 --> 00:14:00.000]  他又身材矮小就看不見
[00:14:00.000 --> 00:14:02.000]  於是他跑到前頭
[00:14:02.000 --> 00:14:04.000]  爬上一棵桑樹
[00:14:04.000 --> 00:14:06.000]  要看看耶穌
[00:14:06.000 --> 00:14:10.000]  因為耶穌就要從那裡經過
[00:14:10.000 --> 00:14:12.000]  耶穌到了那裡
[00:14:12.000 --> 00:14:13.000]  往上一看
[00:14:13.000 --> 00:14:15.000]  對他說薩該快下來
[00:14:15.000 --> 00:14:18.000]  今天我要住在你的家裡
[00:14:18.000 --> 00:14:19.000]  第十節
[00:14:19.000 --> 00:14:21.000]  因為人子來
[00:14:21.000 --> 00:14:25.000]  是要尋找拯救失散的人
[00:14:25.000 --> 00:14:26.000]  剛才我們看見
[00:14:26.000 --> 00:14:28.000]  整個背景的時候
[00:14:28.000 --> 00:14:30.000]  是耶利哥發生了一個
[00:14:30.000 --> 00:14:32.000]  瞎子得以看見的故事
[00:14:32.000 --> 00:14:34.000]  這裡有一個重要的詞
[00:14:34.000 --> 00:14:35.000]  他重複了兩次
[00:14:35.000 --> 00:14:37.000]  就是經過
[00:14:37.000 --> 00:14:38.000]  這個經過
[00:14:38.000 --> 00:14:39.000]  他是說
[00:14:39.000 --> 00:14:42.000]  在走過一段旅途
[00:14:42.000 --> 00:14:46.000]  走過一個地方
[00:14:46.000 --> 00:14:48.000]  親愛的弟兄姊妹
[00:14:48.000 --> 00:14:49.000]  你可能會很熟悉
[00:14:49.000 --> 00:14:50.000]  這段經過
[00:14:50.000 --> 00:14:53.000]  其實在薩瑪利亞夫人的時候
[00:14:53.000 --> 00:14:55.000]  他也是一個同樣的pattern
[00:14:55.000 --> 00:14:58.000]  就是主要去薩瑪利亞
[00:14:58.000 --> 00:15:00.000]  然後主為了誰
[00:15:00.000 --> 00:15:04.000]  主是為了薩瑪利亞打水的夫人
[00:15:04.000 --> 00:15:05.000]  這段經文
[00:15:05.000 --> 00:15:08.000]  我們向下看
[00:15:08.000 --> 00:15:10.000]  下一張
[00:15:10.000 --> 00:15:11.000]  所以你看見
[00:15:11.000 --> 00:15:13.000]  耶穌離開猶大
[00:15:13.000 --> 00:15:15.000]  他往加利利去的時候
[00:15:15.000 --> 00:15:17.000]  他必須經過薩瑪利亞
[00:15:17.000 --> 00:15:18.000]  夫人說
[00:15:18.000 --> 00:15:19.000]  先生請把這水賜給我
[00:15:19.000 --> 00:15:20.000]  叫我不可
[00:15:20.000 --> 00:15:23.000]  也不用來這麼遠打水
[00:15:23.000 --> 00:15:25.000]  這個都是一個經過
[00:15:25.000 --> 00:15:27.000]  所以今天我們在
[00:15:27.000 --> 00:15:29.000]  路加福音第十九章的時候
[00:15:29.000 --> 00:15:32.000]  我們同樣看見主為了撒該的得救
[00:15:32.000 --> 00:15:35.000]  主預備拯救那個瞎眼的乞丐
[00:15:35.000 --> 00:15:37.000]  主預備這件事
[00:15:37.000 --> 00:15:39.000]  吸引撒該的注意
[00:15:39.000 --> 00:15:42.000]  以致引導他回到主的面前
[00:15:42.000 --> 00:15:44.000]  使他做真以色列人
[00:15:44.000 --> 00:15:47.000]  使他做真的亞伯拉罕後代的子孫
[00:15:47.000 --> 00:15:50.000]  真的成為聖姐和公益
[00:15:50.000 --> 00:15:53.000]  所以耶穌進耶利
[00:15:53.000 --> 00:15:55.000]  耶利哥跟撒該
[00:15:55.000 --> 00:15:58.000]  在耶利哥要去看耶穌
[00:15:58.000 --> 00:16:00.000]  就是在這個時刻
[00:16:00.000 --> 00:16:02.000]  就是在這個地點
[00:16:02.000 --> 00:16:04.000]  他們交會
[00:16:04.000 --> 00:16:06.000]  這是主的時間
[00:16:06.000 --> 00:16:08.000]  耶穌停下來
[00:16:08.000 --> 00:16:10.000]  他是在正好的地點
[00:16:10.000 --> 00:16:12.000]  然後他就抬頭說
[00:16:12.000 --> 00:16:14.000]  看見撒該說
[00:16:14.000 --> 00:16:15.000]  撒該
[00:16:15.000 --> 00:16:16.000]  撒該
[00:16:16.000 --> 00:16:18.000]  快下來
[00:16:18.000 --> 00:16:19.000]  你有沒有發現
[00:16:19.000 --> 00:16:20.000]  原來主
[00:16:20.000 --> 00:16:22.000]  他喊了撒該的名字
[00:16:22.000 --> 00:16:24.000]  原來主認識撒該
[00:16:24.000 --> 00:16:26.000]  親愛的弟兄姊妹
[00:16:26.000 --> 00:16:29.000]  你想像一下如果那個人是你
[00:16:29.000 --> 00:16:31.000]  你在桑樹上爬到桑樹
[00:16:31.000 --> 00:16:34.000]  一路上都是你的心理活動
[00:16:34.000 --> 00:16:35.000]  你自言自語
[00:16:35.000 --> 00:16:36.000]  你聽穩耶穌
[00:16:36.000 --> 00:16:38.000]  你遙遠的看見耶穌
[00:16:38.000 --> 00:16:40.000]  你想了解耶穌
[00:16:40.000 --> 00:16:42.000]  然後你在樹上看見耶穌
[00:16:42.000 --> 00:16:45.000]  在一群人的簇擁裡面過來
[00:16:45.000 --> 00:16:47.000]  你的心蹦蹦跳的時候
[00:16:47.000 --> 00:16:48.000]  耶穌居然停下來
[00:16:48.000 --> 00:16:50.000]  他抬頭他喊你
[00:16:50.000 --> 00:16:51.000]  他喊
[00:16:51.000 --> 00:16:53.000]  Susanna
