
[00:00:00.000 --> 00:00:09.800]  今日和大家分享的題目是「新人的生活模式」
[00:03:26.200 --> 00:03:30.200]  舊事已過,都變成新的了
[00:03:30.200 --> 00:03:34.200]  可不可以保留一些我們舊有的習慣
[00:03:34.200 --> 00:03:37.200]  我們可能眷戀的
[00:03:37.200 --> 00:03:42.200]  但是,若有人在基督裡,他就是新做的人
[00:03:42.200 --> 00:03:44.200]  舊事已過,都變成新的了
[00:03:44.200 --> 00:03:48.200]  是將舊的事情扔掉
[00:03:48.200 --> 00:03:53.200]  否則的話,就浪費了
[00:03:53.200 --> 00:03:56.200]  浪費了,浪費了我們的新生命
[00:03:56.200 --> 00:04:00.200]  求主幫助我們,讓我們能夠明白
[00:04:00.200 --> 00:04:02.200]  原來在主耶穌基督裡面
[00:04:02.200 --> 00:04:08.200]  我們新做的人,舊的事情都扔掉
[00:04:08.200 --> 00:04:11.200]  因為我們是新做的人
[00:04:33.200 --> 00:04:35.200]  當地教會的弟兄姊妹
[00:04:35.200 --> 00:04:39.200]  你想想,坐牢都這麼關心他們
[00:04:39.200 --> 00:04:41.200]  當然是愛的心切
[00:04:41.200 --> 00:04:45.200]  另一方面,他們遇上的困難是否大呢
[00:04:45.200 --> 00:04:47.200]  我相信是的
[00:04:47.200 --> 00:04:53.200]  一間教會,一間有規模的教會
[00:04:53.200 --> 00:04:59.200]  有很多弟兄姊妹在這裡成長的教會
[00:04:59.200 --> 00:05:02.200]  都面對很多困難
[00:05:02.200 --> 00:05:07.200]  保羅特別關心哥羅西一班弟兄姊妹
[00:05:07.200 --> 00:05:10.200]  希望透過書信來幫助他們
[00:05:10.200 --> 00:05:13.200]  哥羅西在小亞細亞這個地方
[00:05:13.200 --> 00:05:18.200]  亞細亞省,是一個繁榮的商業城市
[00:05:18.200 --> 00:05:20.200]  近老弟家
[00:05:20.200 --> 00:05:23.200]  在哥羅西書裡面特別有提到
[00:05:23.200 --> 00:05:26.200]  它是鄰近老弟家這個城市
[00:05:26.200 --> 00:05:29.200]  相距大約130公里
[00:05:29.200 --> 00:05:32.200]  所以我們說,一家特別的
[00:05:32.200 --> 00:05:39.200]  就是今天在這個位置裡面
[00:05:39.200 --> 00:05:42.200]  大家有機會就去探探那個地方
[00:05:42.200 --> 00:05:48.200]  但當然那個地方已經變了廢墟,頹垣敗瓦
[00:05:48.200 --> 00:05:51.200]  好,經文這樣說的
[00:05:51.200 --> 00:05:54.200]  我們一起讀出來
[00:05:54.200 --> 00:05:56.200]  預備起
[00:05:56.200 --> 00:05:58.200]  所以你們
[00:05:58.200 --> 00:06:05.200]  哪裡有基督坐在神的右邊
[00:06:05.200 --> 00:06:08.200]  你們要思念上面的事
[00:06:08.200 --> 00:06:10.200]  不要思念地上的事
[00:06:10.200 --> 00:06:12.200]  因為你們已經死了
[00:06:12.200 --> 00:06:16.200]  你們的生命與基督一同藏在神裡面
[00:06:16.200 --> 00:06:18.200]  基督是我們的生命
[00:06:18.200 --> 00:06:19.200]  他顯現的時候
[00:06:19.200 --> 00:06:23.200]  你們也要與他一同顯現在榮耀裡
[00:06:23.200 --> 00:06:27.200]  所以要致死你們在地上的肢體
[00:06:27.200 --> 00:06:31.200]  就如淫亂、污穢、邪情、惡慾和貪婪
[00:06:31.200 --> 00:06:34.200]  貪婪就如拜偶像一樣
[00:06:34.200 --> 00:06:38.200]  因這些事,神的憤怒必臨到那博奕之子
[00:06:38.200 --> 00:06:42.200]  當你們在這些事上活著的時候
[00:06:42.200 --> 00:06:44.200]  也曾這樣行過
[00:06:44.200 --> 00:06:47.200]  但現在你們要棄絕這一切的事
[00:06:47.200 --> 00:06:51.200]  以及惱恨、憤怒、惡毒、誹謗
[00:06:51.200 --> 00:06:53.200]  並口中污穢的言語
[00:06:53.200 --> 00:06:55.200]  不要彼此說謊
[00:06:55.200 --> 00:06:59.200]  因為你們已經脫去舊人和舊人的行為
[00:06:59.200 --> 00:07:01.200]  穿上了新人
[00:07:01.200 --> 00:07:04.200]  這新人在知識上漸漸更新
[00:07:04.200 --> 00:07:06.200]  正如做他的主的形象
[00:07:06.200 --> 00:07:12.200]  在此並不分希臘人、猶太人、受割來的、未受割來的
[00:07:12.200 --> 00:07:16.200]  法外人、西古提人、遺留的、自主的
[00:07:16.200 --> 00:07:21.200]  唯有基督是包括一切,又住在各人之內
[00:07:21.200 --> 00:07:24.200]  所以你們既是神的選物
[00:07:24.200 --> 00:07:26.200]  聖潔蒙愛的人
[00:07:26.200 --> 00:07:28.200]  就要存憐憫
[00:07:28.200 --> 00:07:31.200]  因此謙虛、溫柔、忍耐的心
[00:07:31.200 --> 00:07:34.200]  倘若這人與那人有嫌隙
[00:07:34.200 --> 00:07:37.200]  總要彼此包容,彼此饒恕
[00:07:37.200 --> 00:07:42.200]  你們也要怎樣饒恕人
[00:07:42.200 --> 00:07:45.200]  在這一切之外,要存著愛心
[00:07:45.200 --> 00:07:48.200]  愛心就是聯絡全得的
[00:07:48.200 --> 00:07:51.200]  又要叫基督的平安
[00:07:51.200 --> 00:07:56.200]  你們歸為一體
[00:07:56.200 --> 00:08:00.200]  當用各樣的智慧
[00:08:00.200 --> 00:08:02.200]  馬基督的道理
[00:08:02.200 --> 00:08:04.200]  豐豐富富的存在心裡
[00:08:04.200 --> 00:08:08.200]  用詩章、頌詞、祝福、彼此教導
[00:08:08.200 --> 00:08:12.200]  互相勸戒,心被恩感,歌頌神
[00:08:12.200 --> 00:08:16.200]  無論做什麼都要行善
[00:08:16.200 --> 00:08:18.200]  要奉主耶穌的名
[00:08:18.200 --> 00:08:21.200]  藉著祂感謝父神
[00:08:21.200 --> 00:08:23.200]  一段很長的經文
[00:08:23.200 --> 00:08:28.200]  但是我們都很熟悉的
[00:08:28.200 --> 00:08:30.200]  今天我們說
[00:08:30.200 --> 00:08:32.200]  在香港一個文明的城市
[00:08:32.200 --> 00:08:34.200]  國際化的城市裡
[00:08:34.200 --> 00:08:36.200]  我們生活著
[00:08:36.200 --> 00:08:38.200]  我們都是現代人
[00:08:38.200 --> 00:08:41.200]  所以在香港這個地方
[00:08:41.200 --> 00:08:47.200]  或者是世界我們排名都不輸蝕的
[00:08:47.200 --> 00:08:49.200]  所以我們說
[00:08:49.200 --> 00:08:53.200]  很快,因為這個是資訊科技的世代
[00:08:53.200 --> 00:08:57.200]  還有就是我們是一個智慧型的城市
[00:08:57.200 --> 00:09:00.200]  進入第四工業的階段
[00:09:00.200 --> 00:09:03.200]  所以我們很多新的觀念
[00:09:03.200 --> 00:09:05.200]  新的構想、新的思維
[00:09:05.200 --> 00:09:09.200]  都在我們中間出現的
[00:09:09.200 --> 00:09:13.200]  我們說有什麼新的思維
[00:09:13.200 --> 00:09:18.200]  其實過往都在互聯網上出現
[00:09:18.200 --> 00:09:21.200]  在電視的廣告出現
[00:09:21.200 --> 00:09:23.200]  令到我們就是
[00:09:23.200 --> 00:09:29.200]  我們真的可以有新的發展
[00:09:29.200 --> 00:09:33.200]  我們從樓下到樓上
[00:09:33.200 --> 00:09:36.200]  從樓上到網上
[00:09:36.200 --> 00:09:40.200]  這個觀念就是最近在我們中間出現的
[00:09:40.200 --> 00:09:44.200]  從好味道到平價
[00:09:44.200 --> 00:09:46.200]  從平價到省市
[00:09:46.200 --> 00:09:50.200]  這些觀念是在我們中間出現的
[00:09:50.200 --> 00:09:52.200]  那你有沒有看到
[00:09:52.200 --> 00:09:54.200]  有植入式的宣傳
[00:09:54.200 --> 00:09:58.200]  在我身上有沒有植入式的宣傳
[00:09:58.200 --> 00:10:00.200]  有嗎?
[00:10:00.200 --> 00:10:02.200]  有的
[00:10:02.200 --> 00:10:07.200]  你知道為什麼我的衣服是米黃色嗎?
[00:10:07.200 --> 00:10:09.200]  不是白色的,是米黃的
[00:10:09.200 --> 00:10:11.200]  你說舊了而已
[00:10:11.200 --> 00:10:14.200]  不是的,是米黃,是尊貴的
[00:10:14.200 --> 00:10:16.200]  可以嗎?
[00:10:16.200 --> 00:10:20.200]  為什麼我們的執事的衣服是紫色的?
[00:10:20.200 --> 00:10:24.200]  是高貴、尊貴的意思
[00:10:24.200 --> 00:10:29.200]  為什麼我們的司事的衣服是棗紅色的?
[00:10:29.200 --> 00:10:32.200]  其實我也不知道
[00:10:32.200 --> 00:10:37.200]  只是顏色分開了一點
[00:10:37.200 --> 00:10:40.200]  原來是這樣
[00:10:40.200 --> 00:10:43.200]  是這麼快、這麼新
[00:10:43.200 --> 00:10:48.200]  令我們嘩然
[00:10:48.200 --> 00:10:51.200]  還有一個清新的感覺
[00:10:51.200 --> 00:10:54.200]  當我們再看經文的時候
[00:10:54.200 --> 00:10:57.200]  在第一至第四節說到
[00:10:57.200 --> 00:11:03.200]  你們要思念上面的事
[00:11:03.200 --> 00:11:04.200]  為什麼?
[00:11:04.200 --> 00:11:08.200]  因為你們已經與基督一同復活了
[00:11:08.200 --> 00:11:09.200]  一同復活是什麼意思?
[00:11:09.200 --> 00:11:11.200]  就是一起聯合
[00:11:11.200 --> 00:11:12.200]  在耶穌基督裡面
[00:11:12.200 --> 00:11:15.200]  我們已經復活了
[00:11:15.200 --> 00:11:17.200]  我們已經與基督聯合
[00:11:17.200 --> 00:11:22.200]  所以就是要求上面的事
[00:11:22.200 --> 00:11:25.200]  不斷地尋求熱衷的獲得
[00:11:25.200 --> 00:11:30.200]  嘩!這是新的方向
[00:11:30.200 --> 00:11:32.200]  地上的事呢?
[00:11:32.200 --> 00:11:34.200]  地上的事我們說
[00:11:34.200 --> 00:11:36.200]  不要思念
[00:11:36.200 --> 00:11:37.200]  不要渴求
[00:11:37.200 --> 00:11:38.200]  不要追求
[00:11:38.200 --> 00:11:39.200]  不要獲得
[00:11:39.200 --> 00:11:40.200]  為什麼?
[00:11:40.200 --> 00:11:43.200]  因為會促使我們與神隔離
[00:11:43.200 --> 00:11:46.200]  所以保羅說
[00:11:46.200 --> 00:11:49.200]  你們要思念上面的事
[00:11:49.200 --> 00:11:51.200]  不要思念地上的事
[00:11:51.200 --> 00:11:55.200]  當然有更加深層的意義
[00:11:55.200 --> 00:11:57.200]  當時的哥羅西的城市
[00:11:57.200 --> 00:11:58.200]  或者小哈省的城市
[00:11:58.200 --> 00:12:04.200]  是被希臘哲學和很多異端邪教入侵的
[00:12:04.200 --> 00:12:10.200]  所以肉體是沒得救的
[00:12:10.200 --> 00:12:12.200]  屬靈的事情當追求
[00:12:12.200 --> 00:12:14.200]  所以你們在地上活著的時候
[00:12:14.200 --> 00:12:19.200]  任由你的肉體放縱自己的情慾就可以了
[00:12:19.200 --> 00:12:21.200]  將來的事
[00:12:21.200 --> 00:12:24.200]  將來才處理
[00:12:24.200 --> 00:12:28.200]  將來的一定是美善的
[00:12:28.200 --> 00:12:32.200]  今天邪惡也不要緊
[00:12:32.200 --> 00:12:34.200]  可以嗎?
[00:12:34.200 --> 00:12:35.200]  是不可以的
[00:12:35.200 --> 00:12:37.200]  所以保羅說
[00:12:37.200 --> 00:12:39.200]  你們要思念上面的事
[00:12:39.200 --> 00:12:43.200]  不要思念地上的事
[00:12:43.200 --> 00:12:45.200]  記得保羅說什麼
[00:12:45.200 --> 00:12:48.200]  因為你們已經在主耶穌
[00:12:48.200 --> 00:12:52.200]  在天父愛子的國度裡面
[00:12:52.200 --> 00:12:57.200]  我們是聖子國度的子民
[00:12:57.200 --> 00:13:01.200]  所以要思念上面的事
[00:13:01.200 --> 00:13:03.200]  將來我們要得榮耀
[00:13:03.200 --> 00:13:05.200]  和耶穌基督一同得榮耀
[00:13:05.200 --> 00:13:07.200]  和耶穌基督一同作王
[00:13:07.200 --> 00:13:11.200]  和耶穌基督和使徒們一起審判
[00:13:11.200 --> 00:13:13.200]  你想想
[00:13:13.200 --> 00:13:17.200]  是何等的尊貴的身份
[00:13:17.200 --> 00:13:21.200]  要思念上面的事情
[00:13:21.200 --> 00:13:27.200]  要將地上的事情撇開
[00:13:27.200 --> 00:13:30.200]  是不容易的
[00:13:30.200 --> 00:13:32.200]  我們住在地上的時候
[00:13:32.200 --> 00:13:36.200]  住在地上約在天上的生活
[00:13:36.200 --> 00:13:38.200]  往往是很大的挑戰
[00:13:38.200 --> 00:13:40.200]  所以我們說
[00:13:40.200 --> 00:13:43.200]  神給我們的標準有沒有改變?
[00:13:43.200 --> 00:13:44.200]  沒有的
[00:13:44.200 --> 00:13:46.200]  聖經裡面很清楚說的
[00:13:46.200 --> 00:13:48.200]  只不過我們說
[00:13:48.200 --> 00:13:50.200]  我們將那條線慢慢地移
[00:13:50.200 --> 00:13:52.200]  移近我們自己的標準
[00:13:52.200 --> 00:13:54.200]  所以我們就是
[00:13:54.200 --> 00:13:59.200]  將我們屬天生活的標準
[00:13:59.200 --> 00:14:01.200]  或者水平移低
[00:14:01.200 --> 00:14:04.200]  所以說我們降低了等級也說不定
[00:14:04.200 --> 00:14:06.200]  但是聖經裡面說什麼
[00:14:06.200 --> 00:14:09.200]  「與世俗為友,就是與神為敵」
[00:14:09.200 --> 00:14:12.200]  但是我們說
[00:14:12.200 --> 00:14:20.200]  是啊,每天我們都是過著屬靈真正的生活
[00:14:20.200 --> 00:14:23.200]  每每有很多掙扎
[00:14:23.200 --> 00:14:25.200]  是不是?
[00:14:25.200 --> 00:14:27.200]  就說簡單一點
[00:14:27.200 --> 00:14:29.200]  就是吃飯
[00:14:29.200 --> 00:14:31.200]  借不借飯祈禱
[00:14:31.200 --> 00:14:33.200]  就這麼簡單
[00:14:33.200 --> 00:14:36.200]  曾經我見過一個例子
[00:14:36.200 --> 00:14:38.200]  就是這樣
[00:14:38.200 --> 00:14:40.200]  牧師真的不容易
[00:14:40.200 --> 00:14:42.200]  在我同事中間
[00:14:42.200 --> 00:14:44.200]  來借飯祈禱
[00:14:44.200 --> 00:14:46.200]  我怎麼做的呢?
[00:14:46.200 --> 00:14:48.200]  我有一個竅門
[00:14:48.200 --> 00:14:50.200]  就是那碟飯來的時候
[00:14:50.200 --> 00:14:54.200]  我就輕輕地在飯上面嗨嗨
[00:14:54.200 --> 00:14:56.200]  變成感覺就是
[00:14:56.200 --> 00:14:58.200]  好像聞到那碟飯
[00:14:58.200 --> 00:14:59.200]  哇,好香啊,好美味啊
[00:14:59.200 --> 00:15:01.200]  原來已經借了飯
[00:15:01.200 --> 00:15:04.200]  哇,真是很有技巧
[00:15:04.200 --> 00:15:06.200]  不要嗨到鼻子
[00:15:06.200 --> 00:15:08.200]  但是我們知道就是
[00:15:08.200 --> 00:15:12.200]  哦,在地藥天的生活
[00:15:12.200 --> 00:15:16.200]  原來是面對這麼大挑戰的
[00:15:16.200 --> 00:15:20.200]  神對我們的要求是很高的
[00:15:20.200 --> 00:15:22.200]  是很高的
[00:15:22.200 --> 00:15:26.200]  這個就是我們說的標準
[00:15:26.200 --> 00:15:30.200]  我們看到聖經裡面提到
[00:15:30.200 --> 00:15:32.200]  有一位少年的官
[00:15:32.200 --> 00:15:36.200]  他說我已經是做得不錯了
[00:15:36.200 --> 00:15:38.200]  十誡已經守了
[00:15:38.200 --> 00:15:41.200]  律例典章都守齊了
[00:15:41.200 --> 00:15:43.200]  但是他來問耶穌
[00:15:43.200 --> 00:15:47.200]  怎樣才可以得永生啊?
[00:15:47.200 --> 00:15:49.200]  他什麼都有了
[00:15:49.200 --> 00:15:52.200]  他誡命律例典章都做齊了
[00:15:52.200 --> 00:15:55.200]  還差什麼呢?
[00:15:55.200 --> 00:15:58.200]  其實我們說沒有什麼差
[00:15:58.200 --> 00:16:00.200]  他心裡知道還有缺陷
[00:16:00.200 --> 00:16:02.200]  所以來問耶穌
[00:16:02.200 --> 00:16:06.200]  耶穌說,行,沒問題
[00:16:06.200 --> 00:16:10.200]  你將你所有的家產變賣
[00:16:10.200 --> 00:16:12.200]  分給窮人
[00:16:12.200 --> 00:16:16.200]  還要來跟從我
[00:16:16.200 --> 00:16:18.200]  最後怎麼樣呢?
[00:16:18.200 --> 00:16:21.200]  最後那個官
[00:16:21.200 --> 00:16:23.200]  那個少年
[00:16:23.200 --> 00:16:25.200]  悠悠瘦瘦
[00:16:25.200 --> 00:16:27.200]  慘慘淡淡的離開
[00:16:27.200 --> 00:16:28.200]  為什麼呢?
[00:16:28.200 --> 00:16:31.200]  因為他的家財甚多
[00:16:31.200 --> 00:16:33.200]  不願意放下
[00:16:33.200 --> 00:16:35.200]  地上的物質
[00:16:35.200 --> 00:16:39.200]  他的名譽地位
[00:16:39.200 --> 00:16:41.200]  家財
[00:16:41.200 --> 00:16:43.200]  他的身份
[00:16:43.200 --> 00:16:45.200]  都不願意放下
[00:16:45.200 --> 00:16:52.200]  大家寧願有家財萬貫
[00:16:52.200 --> 00:16:56.200]  豐厚的生活
[00:16:56.200 --> 00:16:58.200]  還是寧願有耶穌呢?
[00:17:00.200 --> 00:17:03.200]  保羅怎麼看他的生命呢?
[00:17:03.200 --> 00:17:04.200]  怎麼看他的信仰生命呢?
[00:17:04.200 --> 00:17:06.200]  他有一句名句
[00:17:06.200 --> 00:17:08.200]  他說,我卻不以聖命為念
[00:17:08.200 --> 00:17:10.200]  只要走完我的路程
[00:17:10.200 --> 00:17:12.200]  完成我從主耶穌所領受的積分
[00:17:12.200 --> 00:17:16.200]  為上帝的恩典作福音的見證
[00:17:16.200 --> 00:17:19.200]  耶穌也有一句名句
[00:17:19.200 --> 00:17:25.200]  當他跟隨父母去耶路撒冷
[00:17:25.200 --> 00:17:27.200]  進了聖殿
[00:17:27.200 --> 00:17:29.200]  約瑟和瑪利亞回頭來找他的時候
[00:17:29.200 --> 00:17:31.200]  他這樣說
[00:17:31.200 --> 00:17:33.200]  為什麼要找我呢?
[00:17:33.200 --> 00:17:34.200]  為什麼找我呢?
[00:17:34.200 --> 00:17:37.200]  豈不知我應當以我父的事為念嗎?
[00:17:37.200 --> 00:17:43.200]  將神的事情
[00:17:43.200 --> 00:17:45.200]  將神
[00:17:45.200 --> 00:17:47.200]  放在首位
[00:17:47.200 --> 00:17:51.200]  這是我們思想的模式
[00:17:51.200 --> 00:17:53.200]  如果我們說新人的模式
[00:17:53.200 --> 00:17:55.200]  是我們思想的模式
[00:17:56.200 --> 00:17:59.200]  思念常常想著有關耶穌的事情
[00:17:59.200 --> 00:18:01.200]  想著神的事情
[00:18:01.200 --> 00:18:04.200]  放在最首位
[00:18:04.200 --> 00:18:10.200]  你寧願有耶穌
[00:18:10.200 --> 00:18:17.200]  還是寧願有你的錢財、物質、名譽、地位
[00:18:17.200 --> 00:18:19.200]  這些過眼雲煙的東西呢?
[00:18:23.200 --> 00:18:29.200]  這位朋友他叫做George
[00:18:29.200 --> 00:18:34.200]  他是葛培里報道團的其中一位成員
[00:18:34.200 --> 00:18:39.200]  當時他跟葛培里牧師一起周遊列國
[00:18:39.200 --> 00:18:43.200]  他是獨唱家
[00:18:43.200 --> 00:18:47.200]  他的侍奉是在音樂上的
[00:18:47.200 --> 00:18:50.200]  他曾經作了一首詩歌
[00:18:50.200 --> 00:18:53.200]  就是「我寧願有耶穌」
[00:18:53.200 --> 00:18:56.200]  「我寧願有耶穌」
[00:18:56.200 --> 00:18:58.200]  對於他來說
[00:18:58.200 --> 00:19:01.200]  身份地位是有的
[00:19:01.200 --> 00:19:07.200]  生活質素是有的
[00:19:07.200 --> 00:19:16.200]  但是當他再次悔改認識耶穌的時候
[00:19:16.200 --> 00:19:18.200]  他願意放下一切
[00:19:18.200 --> 00:19:24.200]  來將福音傳到遠處近處
[00:19:24.200 --> 00:19:28.200]  並且加入了葛培里的報道團
[00:19:28.200 --> 00:19:35.200]  用他的雄厚嘹亮的聲線來唱出詩歌
[00:19:35.200 --> 00:19:39.200]  特別是首本名曲
[00:19:39.200 --> 00:19:42.200]  「我寧願有耶穌」
[00:19:42.200 --> 00:19:45.200]  「我寧願有耶穌」
[00:19:45.200 --> 00:19:47.200]  「勝得金錢」
[00:19:47.200 --> 00:19:49.200]  「我寧願有耶穌」
[00:19:49.200 --> 00:19:50.200]  「勝得財富無邊」
[00:19:50.200 --> 00:19:51.200]  「我寧願有耶穌」
[00:19:51.200 --> 00:19:53.200]  「勝得華語」
[00:19:53.200 --> 00:19:55.200]  「願主釘行手」
[00:19:55.200 --> 00:19:58.200]  「引導我走前路」
[00:19:58.200 --> 00:20:01.200]  你願意嗎?
[00:20:01.200 --> 00:20:03.200]  你願意來到上上的
[00:20:03.200 --> 00:20:05.200]  來到去想念上上的
[00:20:05.200 --> 00:20:10.200]  來到去將耶穌放在我們生命的首位嗎?
[00:20:10.200 --> 00:20:14.200]  保羅的提醒就是
[00:20:14.200 --> 00:20:16.200]  你們要思念上面的事情
[00:20:16.200 --> 00:20:18.200]  有關神的事情
[00:20:18.200 --> 00:20:22.200]  思念有關福音的事情
[00:20:22.200 --> 00:20:26.200]  思念有關教會的事情
[00:20:26.200 --> 00:20:31.200]  思念有關神如何在你生命裡
[00:20:31.200 --> 00:20:33.200]  使用你的事情
[00:20:33.200 --> 00:20:36.200]  何等重要
[00:20:36.200 --> 00:20:41.200]  因為你是屬神的子民
[00:20:41.200 --> 00:20:44.200]  你是與基督聯合的
[00:20:44.200 --> 00:20:46.200]  你在耶穌基督裡面
[00:20:46.200 --> 00:20:49.200]  是有復活的生命的
[00:20:49.200 --> 00:20:54.200]  這就是你的身份
[00:20:54.200 --> 00:20:56.200]  是何等的尊貴
[00:20:56.200 --> 00:20:57.200]  要想一想
[00:20:57.200 --> 00:21:00.200]  多思念上面的事情
[00:21:00.200 --> 00:21:04.200]  在這裡有兩段的禱文
[00:21:04.200 --> 00:21:06.200]  很特別的
[00:21:06.200 --> 00:21:08.200]  我們的禱告很多時候我們都說
[00:21:08.200 --> 00:21:11.200]  都很平淡
[00:21:11.200 --> 00:21:14.200]  這兩段禱文就提醒我們
[00:21:14.200 --> 00:21:18.200]  如何尊耶穌基督為至高
[00:21:18.200 --> 00:21:20.200]  我讀給大家聽
[00:21:20.200 --> 00:21:23.200]  第一段是1月3日
[00:21:23.200 --> 00:21:28.200]  我的父神求你幫助我隨從基督說
[00:21:28.200 --> 00:21:30.200]  願你的旨意成全
[00:21:30.200 --> 00:21:33.200]  你不要我接受你的旨意
[00:21:33.200 --> 00:21:35.200]  當作一種本份
[00:21:35.200 --> 00:21:38.200]  你要我以樂意的心去遵行
[00:21:38.200 --> 00:21:41.200]  你要我的態度不消極
[00:21:41.200 --> 00:21:43.200]  而是歡悅的
[00:21:43.200 --> 00:21:45.200]  不是一味的順從
[00:21:45.200 --> 00:21:47.200]  而是一直的歌頌
[00:21:47.200 --> 00:21:49.200]  我要像詩人一樣的感受
[00:21:49.200 --> 00:21:52.200]  以歡顏的心走向正直人之地
[00:21:52.200 --> 00:21:54.200]  求你教導我
[00:21:54.200 --> 00:21:56.200]  你的旨意就是愛
[00:21:56.200 --> 00:21:58.200]  這愛是有智慧的
[00:21:58.200 --> 00:21:59.200]  求你引領我
[00:21:59.200 --> 00:22:01.200]  使我有張開的眼
[00:22:01.200 --> 00:22:03.200]  可以回顧背後
[00:22:03.200 --> 00:22:05.200]  展望面前
[00:22:05.200 --> 00:22:07.200]  只在你的恩慈的靈後面
[00:22:07.200 --> 00:22:09.200]  求你使我喜愛你的律法
[00:22:09.200 --> 00:22:11.200]  樂意愛慕你的典章
[00:22:11.200 --> 00:22:13.200]  成為夢福的人
[00:22:13.200 --> 00:22:15.200]  我願以完全的自由
[00:22:15.200 --> 00:22:16.200]  遵守你的旨意
[00:22:16.200 --> 00:22:19.200]  感到你的靈實在恩慈
[00:22:19.200 --> 00:22:21.200]  奉耶穌的名祈禱 阿們
[00:22:21.200 --> 00:22:23.200]  多麼豐富
[00:22:23.200 --> 00:22:25.200]  一個討問
[00:22:25.200 --> 00:22:29.200]  一個信服跟從耶穌基督的討問
[00:22:29.200 --> 00:22:32.200]  另一個就不讀了
[00:22:32.200 --> 00:22:37.200]  是一本特別的書
[00:22:37.200 --> 00:22:38.200]  是禱告的書
[00:22:38.200 --> 00:22:40.200]  就是偉大心靈的禱告裏面
[00:22:40.200 --> 00:22:41.200]  要節錄出來的
[00:22:41.200 --> 00:22:43.200]  我們的禱告是不是很乏味
[00:22:43.200 --> 00:22:45.200]  是不是常常都是
[00:22:45.200 --> 00:22:47.200]  禱告來 禱告去
[00:22:47.200 --> 00:22:50.200]  都是那幾句說話
[00:22:50.200 --> 00:22:53.200]  我們不是兒童
