
[00:00:00.000 --> 00:00:01.980]  今天正在發生什麼事情呢?
[00:01:56.560 --> 00:01:57.800]  其實很多年前
[00:01:57.800 --> 00:01:59.600]  講一點點自己的分享
[00:01:59.600 --> 00:02:02.520]  我自己也有看過這幾節的經文
[00:02:02.520 --> 00:02:05.760]  當時我自己剛剛信耶穌
[00:02:05.760 --> 00:02:07.720]  很熱心去看聖經
[00:02:07.720 --> 00:02:10.000]  一口氣就看完四福音
[00:02:10.000 --> 00:02:13.640]  在當中有一個天大的發現
[00:02:13.640 --> 00:02:16.560]  於是很開心跑去找牧師
[00:02:16.560 --> 00:02:17.920]  跟牧師分享
[00:02:17.920 --> 00:02:19.160]  我跟他說
[00:02:19.160 --> 00:02:22.200]  這個四卷的福音詩很特別
[00:02:22.200 --> 00:02:23.960]  四卷的開始也不同
[00:02:23.960 --> 00:02:27.120]  中間總是有一點似似的
[00:02:27.120 --> 00:02:29.040]  但是最特別的部分
[00:02:29.040 --> 00:02:30.600]  就是結尾的時候
[00:02:30.600 --> 00:02:32.200]  在結尾的部分裡面
[00:02:32.200 --> 00:02:33.800]  四卷的福音書
[00:02:33.800 --> 00:02:36.480]  都好像說了同一樣東西
[00:02:36.480 --> 00:02:39.960]  都是叫門徒去傳福音
[00:02:39.960 --> 00:02:42.040]  去使人做門徒的
[00:02:42.040 --> 00:02:46.440]  牧師聽到我這個天大的發現
[00:02:46.440 --> 00:02:48.320]  就跟我說
[00:02:48.320 --> 00:02:50.240]  好啊
[00:02:50.240 --> 00:02:51.240]  好啊
[00:02:51.240 --> 00:02:53.600]  不如你在團體上分享一下
[00:02:54.600 --> 00:02:57.080]  於是我就回去準備
[00:02:57.080 --> 00:02:58.960]  寫了兩張A4紙
[00:02:58.960 --> 00:03:02.240]  跟團體的弟兄姊妹分享
[00:03:02.240 --> 00:03:03.360]  去鼓勵他們
[00:03:03.360 --> 00:03:05.720]  之後自己去學三福
[00:03:05.720 --> 00:03:07.120]  跟別人傳福音
[00:03:07.120 --> 00:03:09.520]  接著不僅自己學
[00:03:09.520 --> 00:03:12.080]  還學了怎麼教別人傳福音
[00:03:12.080 --> 00:03:16.200]  一口氣教了很多弟兄姊妹傳福音
[00:03:16.200 --> 00:03:17.360]  每個星期六
[00:03:17.360 --> 00:03:18.920]  就開一個福音班
[00:03:18.920 --> 00:03:21.960]  跟新朋友去講福音
[00:03:22.440 --> 00:03:24.000]  跟一些慕道的朋友
[00:03:24.000 --> 00:03:26.680]  陪他們慢慢去做查經
[00:03:26.680 --> 00:03:28.840]  很多人信主
[00:03:28.840 --> 00:03:32.720]  我自己就用一本簿寫下他們的名字
[00:03:32.720 --> 00:03:34.720]  他們慕道的情況
[00:03:34.720 --> 00:03:36.440]  他們缺志的日期
[00:03:36.440 --> 00:03:39.360]  那本簿到現在還自己保存著
[00:03:39.360 --> 00:03:42.040]  信了主的弟兄姊妹
[00:03:42.040 --> 00:03:44.280]  慢慢成立小組
[00:03:44.280 --> 00:03:47.040]  接著就幫他們進入團契
[00:03:47.040 --> 00:03:50.960]  一路一路陪他們成長
[00:03:52.280 --> 00:03:54.880]  整件事現在講回來
[00:03:54.880 --> 00:03:56.880]  還是記憶猶新
[00:03:56.880 --> 00:03:59.440]  還有那份興奮在當中
[00:03:59.440 --> 00:04:01.760]  一個小小的體會
[00:04:01.760 --> 00:04:03.400]  一個小小的意象
[00:04:03.400 --> 00:04:04.960]  帶出了方向
[00:04:04.960 --> 00:04:06.640]  帶出了力量
[00:04:06.640 --> 00:04:10.520]  幫我自己經過當年的97
[00:04:10.520 --> 00:04:12.200]  03的沙士
[00:04:12.200 --> 00:04:14.280]  08年的金融海嘯
[00:04:14.280 --> 00:04:16.400]  作為基督徒的你
[00:04:16.400 --> 00:04:17.680]  同樣地
[00:04:17.680 --> 00:04:18.840]  意象
[00:04:18.840 --> 00:04:19.920]  方向
[00:04:19.920 --> 00:04:21.000]  力量
[00:04:21.000 --> 00:04:23.000]  都是一樣這麼重要
[00:04:23.000 --> 00:04:25.000]  今天選這段經文
[00:04:25.000 --> 00:04:27.960]  原先教會今天和明天
[00:04:27.960 --> 00:04:31.880]  應該是去烏溪沙一個營
[00:04:31.880 --> 00:04:34.440]  讓大家有一個主題去分享
[00:04:34.440 --> 00:04:35.960]  因為疫情的關係
[00:04:35.960 --> 00:04:36.880]  去不了
[00:04:36.880 --> 00:04:39.040]  仍然用今年的主題
[00:04:39.040 --> 00:04:40.840]  尋主道做門徒
[00:04:40.840 --> 00:04:45.320]  作為今天晚上講道的一個內容
[00:04:45.320 --> 00:04:47.320]  所以選了這幾節的經文
[00:04:47.320 --> 00:04:53.400]  這段經文講到主耶穌在十字架上受死後復活
[00:04:53.400 --> 00:04:56.200]  然後約定了一群門徒
[00:04:56.200 --> 00:04:58.520]  去了一處地方去見面
[00:04:58.520 --> 00:05:00.280]  耶穌死了
[00:05:00.280 --> 00:05:01.960]  那群門徒怎麼樣?
[00:05:01.960 --> 00:05:03.640]  有些散了
[00:05:03.640 --> 00:05:06.960]  有些可能自己回到自己家裡
[00:05:06.960 --> 00:05:08.960]  重操故業
[00:05:08.960 --> 00:05:10.360]  但是來到這一處
[00:05:10.360 --> 00:05:11.400]  這段經文
[00:05:11.400 --> 00:05:12.600]  他在這裡講什麼?
[00:05:12.600 --> 00:05:14.000]  十一個門徒
[00:05:14.000 --> 00:05:17.880]  往加利利去他們故意去一個地方
[00:05:17.880 --> 00:05:21.280]  是耶穌生前約定他們去的地方
[00:05:21.280 --> 00:05:25.920]  到了耶穌指定他們去的山上
[00:05:25.920 --> 00:05:27.920]  指定的山
[00:05:27.920 --> 00:05:29.680]  加利利有很多山頭
[00:05:29.680 --> 00:05:31.680]  好像香港一樣
[00:05:31.680 --> 00:05:33.920]  如果告訴你在香港哪個山頭約你
[00:05:33.920 --> 00:05:36.680]  你可能真的不知道在哪裡等我
[00:05:36.680 --> 00:05:39.880]  但是這裡講明是指定的山
[00:05:39.880 --> 00:05:44.240]  可能是主耶穌當日曾經在山上
[00:05:44.240 --> 00:05:46.240]  跟這十一個門徒
[00:05:46.240 --> 00:05:48.240]  去分享過他的意象
[00:05:48.240 --> 00:05:49.880]  他的負擔
[00:05:49.880 --> 00:05:51.480]  一起祈禱
[00:05:51.480 --> 00:05:54.480]  退休的一個地方
[00:05:54.480 --> 00:05:58.280]  耶穌一早指定
[00:05:58.280 --> 00:06:01.440]  第一句聖經給我們一個學習
[00:06:01.440 --> 00:06:04.640]  侍奉、做門徒、跟耶穌
[00:06:04.640 --> 00:06:06.640]  領受意象
[00:06:06.640 --> 00:06:10.480]  是耶穌選擇的
[00:06:10.480 --> 00:06:12.480]  不是我們自己選擇的
[00:06:12.480 --> 00:06:16.680]  不是憑你喜歡就去參加門徒訓練
[00:06:16.680 --> 00:06:20.120]  不喜歡就隨便不去
[00:06:20.120 --> 00:06:23.280]  是耶穌選擇指定的山
[00:06:23.280 --> 00:06:26.080]  耶穌死了還肯來
[00:06:26.080 --> 00:06:30.480]  心裡面一定有主耶穌給他的負擔
[00:06:30.480 --> 00:06:32.080]  那份領受
[00:06:32.080 --> 00:06:34.080]  有意象
[00:06:34.080 --> 00:06:37.080]  有堅持,由耶路撒冷
[00:06:37.080 --> 00:06:39.080]  耶穌釘十字架的地方
[00:06:39.080 --> 00:06:41.080]  走到加利利
[00:06:41.080 --> 00:06:45.080]  差不多等於從這裡走路上廣州這麼遠的地方
[00:06:45.080 --> 00:06:47.080]  走到一半沒有人走了
[00:06:47.080 --> 00:06:49.080]  或者走到最後那段
[00:06:49.080 --> 00:06:51.080]  其實要上山
[00:06:51.080 --> 00:06:53.080]  是一個很艱難的
[00:06:53.080 --> 00:06:55.080]  最艱難的部分
[00:06:55.080 --> 00:06:58.080]  指定的山
[00:06:58.080 --> 00:07:01.080]  回到同一個地方
[00:07:01.080 --> 00:07:04.080]  可能一班門徒會想起
[00:07:04.080 --> 00:07:08.080]  很多以前耶穌曾經在那裡的教導
[00:07:08.080 --> 00:07:10.080]  授業
[00:07:10.080 --> 00:07:12.080]  幫他們成長
[00:07:12.080 --> 00:07:17.080]  教導他們兩個兩個出去傳福音
[00:07:17.080 --> 00:07:19.080]  叫人信他們
[00:07:19.080 --> 00:07:21.080]  很多的經歷
[00:07:21.080 --> 00:07:27.080]  重尋很多之前耶穌所交託給他們的一份意象
[00:07:27.080 --> 00:07:31.080]  最近神學院楊卓昌牧師
[00:07:31.080 --> 00:07:34.080]  我們叫楊醫主懷安息
[00:07:34.080 --> 00:07:36.080]  如果有一天
[00:07:36.080 --> 00:07:38.080]  我回到神學院
[00:07:38.080 --> 00:07:42.080]  回到當日楊醫教導我們的課室
[00:07:42.080 --> 00:07:44.080]  回到飯堂
[00:07:44.080 --> 00:07:46.080]  可能自己也會想起
[00:07:46.080 --> 00:07:50.080]  當日楊醫在課室裡面循循善誘
[00:07:50.080 --> 00:07:52.080]  教導我們的情境
[00:07:52.080 --> 00:07:55.080]  又或者可能會想起在飯堂裡面
[00:07:55.080 --> 00:07:57.080]  楊醫趁著我們吃飯的時候
[00:07:57.080 --> 00:08:01.080]  陪我們一起分享聊天的情境
[00:08:01.080 --> 00:08:04.080]  更加會想起楊醫
[00:08:04.080 --> 00:08:07.080]  他常常掛在口邊的召命
[00:08:07.080 --> 00:08:09.080]  Calling
[00:08:09.080 --> 00:08:12.080]  每一個進神學院讀書的神學生
[00:08:12.080 --> 00:08:15.080]  都有一個蒙召的見證
[00:08:15.080 --> 00:08:17.080]  一個異象的推動
[00:08:17.080 --> 00:08:23.080]  三年的時間去到指定的山裡面去學習
[00:08:23.080 --> 00:08:25.080]  與耶穌相遇
[00:08:25.080 --> 00:08:28.080]  準備自己裝備自己去侍奉
[00:08:28.080 --> 00:08:32.080]  這十一個門徒同樣懷著這份意象
[00:08:32.080 --> 00:08:36.080]  到了耶穌指定他們去的山上
[00:08:36.080 --> 00:08:39.080]  來見耶穌
[00:08:39.080 --> 00:08:41.080]  弟兄姊妹
[00:08:41.080 --> 00:08:47.080]  你有沒有一個指定的山
[00:08:47.080 --> 00:08:49.080]  無論是一個地方
[00:08:49.080 --> 00:08:51.080]  一份的經歷
[00:08:51.080 --> 00:08:54.080]  一件的事
[00:08:54.080 --> 00:08:56.080]  在當中裡面
[00:08:56.080 --> 00:08:58.080]  會叫你記起
[00:08:58.080 --> 00:09:02.080]  你與耶穌相遇的情況
[00:09:02.080 --> 00:09:06.080]  給你一份感動的地方
[00:09:06.080 --> 00:09:11.080]  這個異象指定的山
[00:09:11.080 --> 00:09:13.080]  要常常記住
[00:09:13.080 --> 00:09:18.080]  這個會是你信仰力量的泉源
[00:09:18.080 --> 00:09:21.080]  雖然我們在信仰路上
[00:09:21.080 --> 00:09:23.080]  有時會有疑惑
[00:09:23.080 --> 00:09:25.080]  就好像這班門徒
[00:09:25.080 --> 00:09:28.080]  然而還有人疑惑
[00:09:28.080 --> 00:09:31.080]  疑惑不是不信
[00:09:31.080 --> 00:09:33.080]  門徒他們的疑惑
[00:09:33.080 --> 00:09:36.080]  只不過是面對著復活的耶穌
[00:09:36.080 --> 00:09:39.080]  他們顯得有些猶疑
[00:09:39.080 --> 00:09:41.080]  他們一邊喜樂
[00:09:41.080 --> 00:09:42.080]  拜他
[00:09:42.080 --> 00:09:46.080]  一邊內心那份不安、猶疑
[00:09:46.080 --> 00:09:47.080]  在信仰路上
[00:09:47.080 --> 00:09:50.080]  有時我們都會有很多問題
[00:09:50.080 --> 00:09:52.080]  有問題有進步
[00:09:52.080 --> 00:09:53.080]  如果你家裡有小朋友
[00:09:53.080 --> 00:09:54.080]  或者你教過小朋友
[00:09:54.080 --> 00:09:55.080]  你會知道
[00:09:55.080 --> 00:09:57.080]  當你教完他之後
[00:09:57.080 --> 00:09:59.080]  他懂得問問題
[00:09:59.080 --> 00:10:03.080]  就表明他知道你說什麼
[00:10:03.080 --> 00:10:05.080]  如果連問題都問不懂
[00:10:05.080 --> 00:10:06.080]  就告訴你
[00:10:06.080 --> 00:10:08.080]  其實他不知道你說什麼
[00:10:08.080 --> 00:10:14.080]  問題反而叫你對疑惑更加認識
[00:10:14.080 --> 00:10:16.080]  在耶穌的門徒當中
[00:10:16.080 --> 00:10:17.080]  有一個叫多瑪
[00:10:17.080 --> 00:10:19.080]  當主耶穌復活的時候
[00:10:19.080 --> 00:10:21.080]  他有這樣的經歷
[00:10:21.080 --> 00:10:22.080]  他有這樣的分享
[00:10:22.080 --> 00:10:24.080]  他說:我非看見他手上的釘
[00:10:24.080 --> 00:10:29.080]  用指頭探入那釘痕
[00:10:29.080 --> 00:10:31.080]  又用手探入他的肋旁
[00:10:31.080 --> 00:10:33.080]  我總不信
[00:10:33.080 --> 00:10:34.080]  可能你這樣聽的時候
[00:10:34.080 --> 00:10:38.080]  多瑪這個人真是多心
[00:10:38.080 --> 00:10:40.080]  事實上是怎樣
[00:10:40.080 --> 00:10:42.080]  在教會歷史的傳統中告訴我們
[00:10:42.080 --> 00:10:45.080]  多瑪傳福音去到東方
[00:10:45.080 --> 00:10:48.080]  甚至去到中國很遠的地方
[00:10:48.080 --> 00:10:50.080]  也有記載
[00:10:50.080 --> 00:10:55.080]  在印度的西北部有一間叫多瑪教堂
[00:10:55.080 --> 00:10:57.080]  疑惑問題叫多瑪
[00:10:57.080 --> 00:11:01.080]  更加認識復活的主耶穌
[00:11:01.080 --> 00:11:03.080]  給他一份力量
[00:11:03.080 --> 00:11:05.080]  沒有叫他停下來
[00:11:05.080 --> 00:11:10.080]  基督徒今天要做些什麼呢?
[00:11:10.080 --> 00:11:12.080]  第十六、第十七節
[00:11:12.080 --> 00:11:15.080]  第一件事告訴我們
[00:11:15.080 --> 00:11:20.080]  認清復活的基督要有異象
[00:11:20.080 --> 00:11:22.080]  針研說沒有異象
[00:11:22.080 --> 00:11:25.080]  民就放肆
[00:11:25.080 --> 00:11:27.080]  縱然有疑惑
[00:11:27.080 --> 00:11:30.080]  惑而不亂
[00:11:30.080 --> 00:11:37.080]  從尋認定在你信仰路上的指定的山
[00:11:37.080 --> 00:11:38.080]  無論是一個地方
[00:11:38.080 --> 00:11:40.080]  一份經歷
[00:11:40.080 --> 00:11:41.080]  一件事
[00:11:41.080 --> 00:11:45.080]  那份異象
[00:11:45.080 --> 00:11:48.080]  那一次和耶穌的相遇
[00:11:48.080 --> 00:11:52.080]  一定要捉實、捉緊
[00:11:52.080 --> 00:11:54.080]  門徒來到耶穌面前
[00:11:54.080 --> 00:11:56.080]  見到耶穌
[00:11:56.080 --> 00:11:58.080]  這裡的情景很特別
[00:11:58.080 --> 00:12:00.080]  大家留意一下經文
[00:12:00.080 --> 00:12:04.080]  耶穌進前來對他們說
[00:12:04.080 --> 00:12:06.080]  大家都在山上
[00:12:06.080 --> 00:12:11.080]  只有他們十二個人
[00:12:11.080 --> 00:12:13.080]  為什麼耶穌要進前來呢?
[00:12:13.080 --> 00:12:16.080]  基本上已經靜悄悄了
[00:12:16.080 --> 00:12:22.080]  主耶穌很想告訴這些門徒
[00:12:22.080 --> 00:12:23.080]  第一件事
[00:12:23.080 --> 00:12:24.080]  祂想告訴他們
[00:12:24.080 --> 00:12:27.080]  祂真的復活了
[00:12:27.080 --> 00:12:29.080]  祂活生生的復活了
[00:12:29.080 --> 00:12:31.080]  活現在他們面前
[00:12:31.080 --> 00:12:33.080]  所以祂踏前來
[00:12:33.080 --> 00:12:36.080]  讓他們看清楚
[00:12:36.080 --> 00:12:37.080]  第二件事
[00:12:37.080 --> 00:12:41.080]  接下來的說話非常重要
[00:12:41.080 --> 00:12:45.080]  所以祂想門徒好好留意
[00:12:45.080 --> 00:12:47.080]  接下來的說話在第十八節說什麼呢?
[00:12:47.080 --> 00:12:52.080]  天上地下所有的權柄都賜給我了
[00:12:52.080 --> 00:12:54.080]  其實整句說話
[00:12:54.080 --> 00:12:55.080]  十八、十九、二十節
[00:12:55.080 --> 00:12:57.080]  整句說話當中
[00:12:57.080 --> 00:12:58.080]  有四次這麼多
[00:12:58.080 --> 00:12:59.080]  出現所有的
[00:12:59.080 --> 00:13:00.080]  第一次就是這裡
[00:13:00.080 --> 00:13:01.080]  所有的權柄
[00:13:01.080 --> 00:13:03.080]  第二次就是萬民
[00:13:03.080 --> 00:13:04.080]  所有的人
[00:13:04.080 --> 00:13:06.080]  第三次就是二十節
[00:13:06.080 --> 00:13:08.080]  凡我所心吩咐你的
[00:13:08.080 --> 00:13:09.080]  所有的吩咐
[00:13:09.080 --> 00:13:12.080]  第四次就是天天與你們同在
[00:13:12.080 --> 00:13:14.080]  所有的日子
[00:13:14.080 --> 00:13:18.080]  為什麼這麼強調所有呢?
[00:13:18.080 --> 00:13:22.080]  所有的權柄
[00:13:22.080 --> 00:13:25.080]  沒有漏的
[00:13:25.080 --> 00:13:27.080]  所有嘛
[00:13:27.080 --> 00:13:28.080]  你看清楚
[00:13:28.080 --> 00:13:30.080]  前面還加上天上地下
[00:13:30.080 --> 00:13:35.080]  正所謂我們說的大包圍
[00:13:35.080 --> 00:13:37.080]  很強調這個
[00:13:37.080 --> 00:13:38.080]  所有的權柄
[00:13:38.080 --> 00:13:40.080]  為什麼要這樣寫呢?
[00:13:40.080 --> 00:13:41.080]  耶穌在生的時候
[00:13:41.080 --> 00:13:42.080]  在世的時候
[00:13:42.080 --> 00:13:43.080]  祂所做的
[00:13:43.080 --> 00:13:45.080]  所教的
[00:13:45.080 --> 00:13:46.080]  赦罪
[00:13:46.080 --> 00:13:48.080]  醫病趕鬼
[00:13:48.080 --> 00:13:49.080]  教導
[00:13:49.080 --> 00:13:50.080]  全部都顯露出
[00:13:50.080 --> 00:13:53.080]  祂有那份的權柄
[00:13:53.080 --> 00:13:56.080]  在這裡再一次的表明
[00:13:56.080 --> 00:13:59.080]  告訴你
[00:13:59.080 --> 00:14:01.080]  生和死
[00:14:01.080 --> 00:14:04.080]  都在祂的權柄之下
[00:14:04.080 --> 00:14:07.080]  祂有那份死的權柄
[00:14:07.080 --> 00:14:09.080]  很多時候我們人
[00:14:09.080 --> 00:14:12.080]  我們面對著很艱難的日子的時候
[00:14:12.080 --> 00:14:14.080]  我們會說一句話
[00:14:14.080 --> 00:14:15.080]  我們廣東人
[00:14:15.080 --> 00:14:17.080]  最多就是死
[00:14:17.080 --> 00:14:19.080]  意思是什麼呢?
[00:14:19.080 --> 00:14:21.080]  意思是極限
[00:14:21.080 --> 00:14:22.080]  去到盡的時候
[00:14:22.080 --> 00:14:24.080]  最多就是死
[00:14:24.080 --> 00:14:25.080]  耶穌這裡說
[00:14:25.080 --> 00:14:29.080]  所有的權柄都似給餓了
[00:14:29.080 --> 00:14:30.080]  生與死
[00:14:30.080 --> 00:14:35.080]  都在祂的掌握當中
[00:14:35.080 --> 00:14:37.080]  今時今日
[00:14:37.080 --> 00:14:40.080]  我們打開電視機
[00:14:40.080 --> 00:14:41.080]  看報紙
[00:14:41.080 --> 00:14:43.080]  或者上網
[00:14:43.080 --> 00:14:45.080]  你看到各與各相爭
[00:14:45.080 --> 00:14:47.080]  爭什麼?
[00:14:47.080 --> 00:14:49.080]  爭誰第一?
[00:14:49.080 --> 00:14:52.080]  誰有權話事?
[00:14:52.080 --> 00:14:53.080]  人與人相爭
[00:14:53.080 --> 00:14:55.080]  爭什麼?
[00:14:55.080 --> 00:14:58.080]  爭誰對誰錯
[00:14:58.080 --> 00:14:59.080]  是不是?
[00:14:59.080 --> 00:15:02.080]  誰有權去定?
[00:15:02.080 --> 00:15:04.080]  作為基督徒我們知道
[00:15:04.080 --> 00:15:08.080]  一切的權柄都是由神賜給我們的
[00:15:08.080 --> 00:15:11.080]  最大最有權的就是神
[00:15:11.080 --> 00:15:13.080]  是創天造地
[00:15:13.080 --> 00:15:14.080]  掌管萬有
[00:15:14.080 --> 00:15:16.080]  永恆的創造主
[00:15:16.080 --> 00:15:22.080]  耶穌就是有這份所有的權柄
[00:15:22.080 --> 00:15:25.080]  祂說天上地下
[00:15:25.080 --> 00:15:29.080]  所有的權柄都似給餓了
[00:15:29.080 --> 00:15:31.080]  依靠神的權柄
[00:15:31.080 --> 00:15:34.080]  總好過依靠人
[00:15:34.080 --> 00:15:35.080]  耶穌這句話
[00:15:35.080 --> 00:15:38.080]  祂沒有跟我們討論世界時事
[00:15:38.080 --> 00:15:41.080]  沒有跟我們說人事關係
[00:15:41.080 --> 00:15:44.080]  祂說所有的權柄都似給餓了
[00:15:44.080 --> 00:15:46.080]  重要的是
[00:15:46.080 --> 00:15:50.080]  你相不相信?
[00:15:50.080 --> 00:15:53.080]  這是神的說話
[00:15:53.080 --> 00:15:54.080]  昔日的門徒
[00:15:54.080 --> 00:15:56.080]  他依靠著這一句話
[00:15:56.080 --> 00:16:00.080]  天上地下所有的權柄都似給餓了
[00:16:00.080 --> 00:16:01.080]  去傳福音
[00:16:01.080 --> 00:16:03.080]  建立教會
[00:16:03.080 --> 00:16:07.080]  今天在香港這一處的地方
[00:16:07.080 --> 00:16:11.080]  我們同樣都可以依靠這一句話
[00:16:11.080 --> 00:16:12.080]  耶穌的說話
[00:16:12.080 --> 00:16:13.080]  聖經
[00:16:13.080 --> 00:16:15.080]  去傳福音
[00:16:15.080 --> 00:16:16.080]  建立教會
[00:16:16.080 --> 00:16:20.080]  無論是什麼情況
[00:16:20.080 --> 00:16:21.080]  環境
[00:16:21.080 --> 00:16:23.080]  天上地下
[00:16:23.080 --> 00:16:25.080]  所有的權柄
[00:16:25.080 --> 00:16:27.080]  都似給餓了
[00:16:27.080 --> 00:16:28.080]  神的話
[00:16:28.080 --> 00:16:29.080]  聖經
[00:16:29.080 --> 00:16:30.080]  權柄
[00:16:30.080 --> 00:16:32.080]  就好像人生的地圖
[00:16:32.080 --> 00:16:34.080]  帶我們行人生路
[00:16:34.080 --> 00:16:36.080]  給我們那份方向
[00:16:36.080 --> 00:16:39.080]  在紛擾的世情當中
[00:16:39.080 --> 00:16:41.080]  不會迷路
[00:16:41.080 --> 00:16:44.080]  問題是你對聖經
[00:16:44.080 --> 00:16:46.080]  神的話
[00:16:46.080 --> 00:16:48.080]  有多重視
[00:16:48.080 --> 00:16:51.080]  你怎樣保持
[00:16:51.080 --> 00:16:53.080]  去熟讀上帝的說話
[00:16:53.080 --> 00:16:55.080]  聖經
[00:16:55.080 --> 00:16:57.080]  以前不是每個人都有聖經
[00:16:57.080 --> 00:16:58.080]  大家都知道
[00:16:58.080 --> 00:17:00.080]  羊皮卷
[00:17:00.080 --> 00:17:03.080]  很多人只是聯合整個會堂
[00:17:03.080 --> 00:17:04.080]  只有一卷聖經
[00:17:04.080 --> 00:17:06.080]  他們會很珍惜
[00:17:06.080 --> 00:17:07.080]  今天
[00:17:07.080 --> 00:17:10.080]  每個家庭可能有不同版本的聖經
[00:17:10.080 --> 00:17:13.080]  一個家庭可能有十本八本聖經放在家裡
[00:17:13.080 --> 00:17:16.080]  加上手機
[00:17:16.080 --> 00:17:20.080]  但你會不會很珍惜
[00:17:20.080 --> 00:17:21.080]  有得看
[00:17:21.080 --> 00:17:23.080]  又不看
[00:17:23.080 --> 00:17:24.080]  都沒得看
[00:17:24.080 --> 00:17:27.080]  又說沒得看
[00:17:27.080 --> 00:17:29.080]  整本聖經
[00:17:29.080 --> 00:17:30.080]  弟兄姊妹
[00:17:30.080 --> 00:17:32.080]  你看過多少次
[00:17:32.080 --> 00:17:35.080]  我有時聽到有些信主很多年的弟兄姊妹
[00:17:35.080 --> 00:17:36.080]  她跟我說
[00:17:36.080 --> 00:17:38.080]  連一次的聖經
[00:17:38.080 --> 00:17:40.080]  她都沒看過
[00:17:40.080 --> 00:17:42.080]  十分可惜
[00:17:42.080 --> 00:17:46.080]  耶穌說天上地下所有的權兵都賜給我們
[00:17:46.080 --> 00:17:48.080]  聖經的話就是權兵
[00:17:48.080 --> 00:17:50.080]  是我們腳前的燈路上的光
[00:17:50.080 --> 00:17:53.080]  幫我們依靠神的權兵
[00:17:53.080 --> 00:17:55.080]  去過我們的生活
[00:17:55.080 --> 00:17:57.080]  我很欣賞有一個團契
[00:17:57.080 --> 00:17:59.080]  她當中有一群弟兄姊妹
[00:17:59.080 --> 00:18:02.080]  持續不斷去看新舊約聖經
[00:18:02.080 --> 00:18:05.080]  在這幾年當中她已經看了好幾次
