
[00:00:00.000 --> 00:00:02.000]  各位領子妹 主內平安
[00:04:07.000 --> 00:04:09.000]  令我們變得豁達的教訓
[00:04:09.000 --> 00:04:11.000]  就是跟我們說
[00:04:11.000 --> 00:04:13.000]  行善的時候
[00:04:13.000 --> 00:04:15.000]  我們不要太過在意得失
[00:04:18.000 --> 00:04:20.000]  經文繼續這樣
[00:04:47.000 --> 00:04:49.000]  當你讀完這一節之後
[00:04:49.000 --> 00:04:51.000]  不知道你有沒有一個感覺
[00:04:51.000 --> 00:04:53.000]  我覺得奇怪
[00:04:53.000 --> 00:04:55.000]  為什麼傳道者所講的
[00:04:55.000 --> 00:04:57.000]  跟我一直看聖經的不同呢
[00:04:57.000 --> 00:04:59.000]  聖經一直都要求我們行善
[00:04:59.000 --> 00:05:01.000]  愛人如己
[00:05:01.000 --> 00:05:03.000]  原來
[00:05:03.000 --> 00:05:05.000]  行義會過分嗎
[00:05:05.000 --> 00:05:07.000]  我愛人原來可以保留
[00:05:07.000 --> 00:05:09.000]  可以愛少一點
[00:05:09.000 --> 00:05:11.000]  更難搞的是第十七節
[00:05:11.000 --> 00:05:13.000]  聖經不是叫我們不要犯罪嗎
[00:05:13.000 --> 00:05:16.000]  原來只是不要犯那麼多
[00:05:16.000 --> 00:05:18.000]  即是犯一點都可以
[00:05:18.000 --> 00:05:20.000]  傳道
[00:05:20.000 --> 00:05:22.000]  所以這次這段經文
[00:05:22.000 --> 00:05:24.000]  雖然十五節有點短
[00:05:24.000 --> 00:05:26.000]  但是要解釋的都不少
[00:05:26.000 --> 00:05:30.000]  首先
[00:05:30.000 --> 00:05:32.000]  經文說
[00:05:32.000 --> 00:05:34.000]  我們不要行義過分
[00:05:34.000 --> 00:05:36.000]  不要行惡過分
[00:05:36.000 --> 00:05:38.000]  好像是說不要過多就行
[00:05:38.000 --> 00:05:40.000]  但其實
[00:05:40.000 --> 00:05:42.000]  過分這個字
[00:05:42.000 --> 00:05:44.000]  它本身在原文裡
[00:05:44.000 --> 00:05:46.000]  它沒有一個過了的意思
[00:05:46.000 --> 00:05:48.000]  它只是純粹
[00:05:48.000 --> 00:05:50.000]  表示它多
[00:05:50.000 --> 00:05:52.000]  或者是增多
[00:05:52.000 --> 00:05:54.000]  就沒有過
[00:05:54.000 --> 00:05:56.000]  多這個意味
[00:05:56.000 --> 00:05:58.000]  所以我在
[00:05:58.000 --> 00:06:00.000]  power point都講了
[00:06:00.000 --> 00:06:02.000]  如果我們
[00:06:02.000 --> 00:06:04.000]  用回那個字去解的話
[00:06:04.000 --> 00:06:06.000]  它應該是說不要行
[00:06:06.000 --> 00:06:08.000]  義增多
[00:06:08.000 --> 00:06:10.000]  就不是過多
[00:06:10.000 --> 00:06:12.000]  不要行義增多都不要過於自清智慧
[00:06:12.000 --> 00:06:14.000]  不要行惡增多
[00:06:14.000 --> 00:06:16.000]  也不要為人愚昧
[00:06:16.000 --> 00:06:18.000]  何必未到期而死呢
[00:06:18.000 --> 00:06:22.000]  我們平時
[00:06:22.000 --> 00:06:24.000]  或多或少都會行善
[00:06:24.000 --> 00:06:26.000]  或者是
[00:06:26.000 --> 00:06:28.000]  我們平時或多或少都會行善
[00:06:28.000 --> 00:06:30.000]  即是我們都要問這個問題
[00:06:30.000 --> 00:06:32.000]  既然它說我們不要行
[00:06:32.000 --> 00:06:34.000]  善增多
[00:06:34.000 --> 00:06:36.000]  那我們就問
[00:06:36.000 --> 00:06:38.000]  在什麼情況之下我們是會想
[00:06:38.000 --> 00:06:40.000]  刻意行多些善呢
[00:06:40.000 --> 00:06:42.000]  又或者平常生活
[00:06:42.000 --> 00:06:44.000]  我們有意無意都會行惡
[00:06:44.000 --> 00:06:48.000]  但在什麼時候我們是
[00:06:48.000 --> 00:06:50.000]  特別想行多些惡呢
[00:06:50.000 --> 00:06:54.000]  講一個
[00:06:54.000 --> 00:06:56.000]  我的小習慣給大家知道
[00:06:56.000 --> 00:06:58.000]  譬如好似今個禮拜
[00:06:58.000 --> 00:07:00.000]  我要講到呢
[00:07:00.000 --> 00:07:02.000]  每一次講到都是
[00:07:02.000 --> 00:07:04.000]  我講到那個禮拜
[00:07:04.000 --> 00:07:06.000]  我個人就特別不去犯罪
[00:07:08.000 --> 00:07:10.000]  大家都笑
[00:07:10.000 --> 00:07:12.000]  即是為什麼呢
[00:07:12.000 --> 00:07:14.000]  準備講神的說話代表上帝來講
[00:07:14.000 --> 00:07:16.000]  是嗎
[00:07:16.000 --> 00:07:18.000]  那怎麼可以犯罪呢
[00:07:18.000 --> 00:07:20.000]  其實不是的其實都想講好些
[00:07:20.000 --> 00:07:22.000]  讓上帝給多些
[00:07:22.000 --> 00:07:24.000]  即是
[00:07:24.000 --> 00:07:26.000]  神這個禮拜我特別聖潔些
[00:07:26.000 --> 00:07:28.000]  希望那篇道都可以講得好些
[00:07:28.000 --> 00:07:30.000]  或者大家不知道升學進升那些位
[00:07:30.000 --> 00:07:32.000]  即是你的考試
[00:07:32.000 --> 00:07:34.000]  特別人生艱難
[00:07:34.000 --> 00:07:36.000]  我不知道你會不會立刻去祈禱禁食
[00:07:38.000 --> 00:07:40.000]  即是都想去
[00:07:40.000 --> 00:07:42.000]  有意無意的
[00:07:42.000 --> 00:07:44.000]  就想為上帝做多些
[00:07:44.000 --> 00:07:46.000]  希望我成功機會又大些
[00:07:46.000 --> 00:07:52.000]  行惡爭多呢
[00:07:52.000 --> 00:07:56.000]  舉一個不是太惡的
[00:07:56.000 --> 00:07:58.000]  就譬如遲到
[00:07:58.000 --> 00:08:00.000]  唉 糟了這次
[00:08:00.000 --> 00:08:02.000]  上團禮上崇拜遲到
[00:08:02.000 --> 00:08:04.000]  怎知回到去
[00:08:04.000 --> 00:08:06.000]  還未開始
[00:08:06.000 --> 00:08:08.000]  沒有
[00:08:08.000 --> 00:08:10.000]  還要主持人再等多十分鐘
[00:08:10.000 --> 00:08:12.000]  才開始
[00:08:12.000 --> 00:08:14.000]  那你下次還準不準時
[00:08:14.000 --> 00:08:16.000]  當然不準
[00:08:16.000 --> 00:08:18.000]  下次都要準時
[00:08:18.000 --> 00:08:20.000]  但我們一般
[00:08:20.000 --> 00:08:22.000]  其實都不開始
[00:08:22.000 --> 00:08:24.000]  遲下都無所謂
[00:08:24.000 --> 00:08:26.000]  最近有個朋友中了
[00:08:26.000 --> 00:08:28.000]  網上騙案
[00:08:28.000 --> 00:08:30.000]  報警局報警的時候
[00:08:30.000 --> 00:08:32.000]  警察都跟他說其實這些騙案
[00:08:32.000 --> 00:08:34.000]  好難捉
[00:08:34.000 --> 00:08:36.000]  尤其是香港好多都可以造假
[00:08:36.000 --> 00:08:38.000]  好難捉得到
[00:08:38.000 --> 00:08:40.000]  我問我個朋友
[00:08:40.000 --> 00:08:42.000]  你點呀
[00:08:42.000 --> 00:08:44.000]  聽完警察咁講之後我都想試下
[00:08:44.000 --> 00:08:46.000]  捉唔到嘛
[00:08:46.000 --> 00:08:48.000]  即是
[00:08:48.000 --> 00:08:50.000]  所以當我哋有時候
[00:08:50.000 --> 00:08:52.000]  當我哋想要多啲福嘅時候
[00:08:52.000 --> 00:08:56.000]  上兩次講到就係講福同埋禍
[00:08:56.000 --> 00:08:58.000]  記唔記得
[00:08:58.000 --> 00:09:00.000]  原來當我哋想要多啲福嘅時候
[00:09:00.000 --> 00:09:02.000]  神係會上賤罰樂
[00:09:02.000 --> 00:09:04.000]  佢會賜福畀義人
[00:09:04.000 --> 00:09:06.000]  咁呢個時候你想要多啲
[00:09:06.000 --> 00:09:08.000]  咁你會行多啲義
[00:09:08.000 --> 00:09:10.000]  但有啲時候
[00:09:10.000 --> 00:09:12.000]  就好似七章十五節所講
[00:09:12.000 --> 00:09:14.000]  惡人喺佢個惡中倒響長袖
[00:09:14.000 --> 00:09:16.000]  話你見到你隔離嗰個行惡
[00:09:16.000 --> 00:09:18.000]  無事之餘仲賺得多過你
[00:09:18.000 --> 00:09:20.000]  咁呢個時候你又心郁郁
[00:09:20.000 --> 00:09:22.000]  忍有
[00:09:22.000 --> 00:09:24.000]  去行下惡
[00:09:24.000 --> 00:09:28.000]  但係傳道者叫我哋唔好咁做
[00:09:28.000 --> 00:09:30.000]  因為呢咁樣做係會自取滅亡
[00:09:30.000 --> 00:09:32.000]  大家記得
[00:09:32.000 --> 00:09:34.000]  第五章一到七節
[00:09:34.000 --> 00:09:36.000]  佢講愚昧人獻祭
[00:09:36.000 --> 00:09:38.000]  其實佢哋唔知自己喺度作惡
[00:09:38.000 --> 00:09:40.000]  大家唔知仲記唔記得
[00:09:40.000 --> 00:09:42.000]  話我哋許願要還願
[00:09:42.000 --> 00:09:44.000]  何必神聽到你嘅聲音就發怒
[00:09:44.000 --> 00:09:46.000]  敗壞你手所作嘅呢
[00:09:46.000 --> 00:09:48.000]  原來行善
[00:09:48.000 --> 00:09:50.000]  唔係一個
[00:09:50.000 --> 00:09:52.000]  我哋同神交換
[00:09:52.000 --> 00:09:54.000]  條件嘅一個態度
[00:09:54.000 --> 00:09:56.000]  唔係一個方法
[00:09:56.000 --> 00:09:58.000]  唔好咁做
[00:09:58.000 --> 00:10:00.000]  懲罰
[00:10:00.000 --> 00:10:02.000]  行惡過多唔使講
[00:10:02.000 --> 00:10:04.000]  可能隔離哥好彩
[00:10:04.000 --> 00:10:06.000]  佢冇事 你做嘅時候可能就你俾人捉
[00:10:06.000 --> 00:10:08.000]  咁我容易啲明白
[00:10:08.000 --> 00:10:10.000]  行惡會自取滅亡
[00:10:10.000 --> 00:10:12.000]  所以弟兄姊妹
[00:10:12.000 --> 00:10:16.000]  行義
[00:10:16.000 --> 00:10:18.000]  經文之後就講
[00:10:18.000 --> 00:10:20.000]  喺呢兩件事
[00:10:20.000 --> 00:10:22.000]  我哋都要持守
[00:10:22.000 --> 00:10:24.000]  行惡嘅事上面都要持守
[00:10:24.000 --> 00:10:26.000]  以至到兩邊我哋都可以
[00:10:26.000 --> 00:10:28.000]  唔
[00:10:28.000 --> 00:10:30.000]  刻意過份行義
[00:10:30.000 --> 00:10:32.000]  亦都唔
[00:10:32.000 --> 00:10:34.000]  刻意薄懵行惡
[00:10:34.000 --> 00:10:38.000]  原來有時我哋
[00:10:38.000 --> 00:10:40.000]  睇嗰個七章十五節
[00:10:40.000 --> 00:10:42.000]  今日我會不斷講七章十五節
[00:10:42.000 --> 00:10:44.000]  七章十五節即係講緊嗰個
[00:10:44.000 --> 00:10:46.000]  義人喺自己義中滅亡
[00:10:46.000 --> 00:10:48.000]  惡人倒向長壽
[00:10:48.000 --> 00:10:50.000]  呢一個現象
[00:10:50.000 --> 00:10:52.000]  七章十五節
[00:10:52.000 --> 00:10:54.000]  原來有時我哋堅拒
[00:10:54.000 --> 00:10:56.000]  我哋覺得
[00:10:56.000 --> 00:10:58.000]  令到呢個睇唔順眼嘅原因呢
[00:10:58.000 --> 00:11:00.000]  係因為其實我哋本身
[00:11:00.000 --> 00:11:02.000]  自己都想要多啲福
[00:11:02.000 --> 00:11:04.000]  係呀
[00:11:04.000 --> 00:11:06.000]  可以嘅話就賺多啲啦
[00:11:06.000 --> 00:11:08.000]  係咪
[00:11:08.000 --> 00:11:10.000]  劫到隔離嗰個都有
[00:11:10.000 --> 00:11:12.000]  自己都想要㗎嘛
[00:11:12.000 --> 00:11:14.000]  咁所以呢當我哋行善嘅時候
[00:11:14.000 --> 00:11:16.000]  傳女仔就同我哋講話
[00:11:16.000 --> 00:11:18.000]  其實我哋行善真係唔好
[00:11:18.000 --> 00:11:20.000]  太過在意嗰個得失
[00:11:20.000 --> 00:11:22.000]  亦都唔需要太過
[00:11:22.000 --> 00:11:24.000]  在意行惡嘅人得到嘅
[00:11:24.000 --> 00:11:26.000]  多過你,一嚟上帝嘅審判
[00:11:26.000 --> 00:11:28.000]  最終係會臨到
[00:11:28.000 --> 00:11:30.000]  二嚟就好似前兩次
[00:11:30.000 --> 00:11:32.000]  嘅講道所講
[00:11:32.000 --> 00:11:34.000]  你點知
[00:11:34.000 --> 00:11:36.000]  惡人得嗰啲福
[00:11:36.000 --> 00:11:38.000]  係唔係福啫,你點知和
[00:11:38.000 --> 00:11:40.000]  係咪真係和,無人知
[00:11:40.000 --> 00:11:42.000]  可能神畀咗佢
[00:11:42.000 --> 00:11:44.000]  但係唔畀機會佢享用
[00:11:44.000 --> 00:11:46.000]  可能神要你
[00:11:46.000 --> 00:11:48.000]  今次行義受教訓
[00:11:48.000 --> 00:11:50.000]  可能你學到一個人生
[00:11:50.000 --> 00:11:52.000]  最高貴嘅一課呢
[00:11:52.000 --> 00:11:54.000]  我哋根本就唔知㗎
[00:11:54.000 --> 00:11:56.000]  惡人行惡係真係福咩
[00:11:56.000 --> 00:11:58.000]  行義之後所承受嘅一切係咪真係和呢
[00:11:58.000 --> 00:12:00.000]  都講唔埋
[00:12:00.000 --> 00:12:02.000]  因此傳道者去提醒我哋
[00:12:02.000 --> 00:12:04.000]  唔好用福和
[00:12:04.000 --> 00:12:06.000]  嚟成為我哋行事嘅準則
[00:12:06.000 --> 00:12:08.000]  亦都唔好太過計較得失
[00:12:08.000 --> 00:12:10.000]  我諗呢個
[00:12:10.000 --> 00:12:12.000]  都係我哋大家明嘅道理嚟
[00:12:12.000 --> 00:12:14.000]  如果真係做到呢我相信係
[00:12:14.000 --> 00:12:16.000]  可以令到我哋
[00:12:16.000 --> 00:12:18.000]  面對住呢個世界活得豁達一啲
[00:12:18.000 --> 00:12:20.000]  ok
[00:12:20.000 --> 00:12:22.000]  等問題就嚟啦
[00:12:22.000 --> 00:12:24.000]  如果我哋唔以報應
[00:12:24.000 --> 00:12:26.000]  唔以福和嚟作為我哋行善嘅
[00:12:26.000 --> 00:12:28.000]  原因
[00:12:28.000 --> 00:12:30.000]  可能有時我哋都係比較實際嘅
[00:12:30.000 --> 00:12:32.000]  行善一係想俾人讚下
[00:12:32.000 --> 00:12:34.000]  如果我哋真係唔用啦
[00:12:34.000 --> 00:12:36.000]  攞福或者係庇和
[00:12:36.000 --> 00:12:38.000]  成為我哋行善嘅原因嘅動力
[00:12:38.000 --> 00:12:40.000]  咁我哋行善嘅理由又係啲咩呢
[00:12:40.000 --> 00:12:42.000]  我哋行善嘅推動力
[00:12:42.000 --> 00:12:44.000]  係啲乜嘢呢
[00:12:44.000 --> 00:12:46.000]  接住落嚟呢我哋會喺第十九
[00:12:46.000 --> 00:12:48.000]  到二十九節講到嘅
[00:12:48.000 --> 00:12:50.000]  但係如果你好快
[00:12:50.000 --> 00:12:52.000]  咁樣喺我啱啱講到嘅時候
[00:12:52.000 --> 00:12:54.000]  你睇一睇十九到二十九節
[00:12:54.000 --> 00:12:56.000]  呢十一節經文
[00:12:56.000 --> 00:12:58.000]  你可能會覺得佢嘩
[00:12:58.000 --> 00:13:00.000]  今次哋寫得咁亂嘅
[00:13:00.000 --> 00:13:02.000]  即係好似講嗰下呢樣嘢
[00:13:02.000 --> 00:13:04.000]  然後呢又講下嗰樣
[00:13:04.000 --> 00:13:06.000]  然後唔知點解呢又講返
[00:13:06.000 --> 00:13:08.000]  呢樣
[00:13:08.000 --> 00:13:10.000]  然後呢作者又唔會交代呢
[00:13:10.000 --> 00:13:12.000]  佢點解咁樣跳嚟跳去㗎喎中間有咩關係
[00:13:12.000 --> 00:13:14.000]  佢唔講㗎
[00:13:14.000 --> 00:13:16.000]  就好似睇緊啲針研咁樣
[00:13:16.000 --> 00:13:20.000]  傳道者喺度做緊咩呢
[00:13:20.000 --> 00:13:22.000]  其實呢
[00:13:22.000 --> 00:13:24.000]  傳道者喺十九到二十九節
[00:13:24.000 --> 00:13:26.000]  佢係將咗佢五個
[00:13:26.000 --> 00:13:28.000]  觀察寫咗出嚟
[00:13:28.000 --> 00:13:30.000]  呢個都係傳道書
[00:13:30.000 --> 00:13:32.000]  一向嘅寫作手法嚟㗎啦
[00:13:32.000 --> 00:13:34.000]  佢成日都話我查看一啲事
[00:13:34.000 --> 00:13:36.000]  我觀看我又搵到啲嘢㗎嘛
[00:13:36.000 --> 00:13:38.000]  同樣嘅十九到
[00:13:38.000 --> 00:13:40.000]  二十九節其實佢有五個觀察
[00:13:40.000 --> 00:13:42.000]  佢同時間列咗出嚟
[00:13:42.000 --> 00:13:44.000]  而呢五個觀察
[00:13:44.000 --> 00:13:46.000]  點解咁亂呢
[00:13:46.000 --> 00:13:48.000]  係因為我哋仲可以將呢個觀察
[00:13:48.000 --> 00:13:50.000]  分為咗兩大類
[00:13:50.000 --> 00:13:52.000]  咁樣睇就好亂啦
[00:13:52.000 --> 00:13:54.000]  佢冇得
[00:13:54.000 --> 00:13:56.000]  好似我哋咁樣用個table嚟表達
[00:13:56.000 --> 00:13:58.000]  佢一路寫落去都覺得好亂
[00:13:58.000 --> 00:14:00.000]  而今次呢呢個經文嘅分段方法呢
[00:14:00.000 --> 00:14:02.000]  我主要係參考咗我哋
[00:14:02.000 --> 00:14:04.000]  即係我哋忠臣
[00:14:04.000 --> 00:14:06.000]  以故榮譽孝牧楊姨嘅
[00:14:06.000 --> 00:14:08.000]  方法嘅
[00:14:08.000 --> 00:14:10.000]  老實講啦
[00:14:10.000 --> 00:14:12.000]  大興姊妹接住落嚟
[00:14:12.000 --> 00:14:14.000]  嗰二十分鐘可能大家會有啲難嚟
[00:14:14.000 --> 00:14:16.000]  老實講我哋人生呢
[00:14:16.000 --> 00:14:18.000]  要活得豁達呢
[00:14:18.000 --> 00:14:20.000]  係唔容易嘅
[00:14:20.000 --> 00:14:22.000]  所以我諗我哋都值得
[00:14:22.000 --> 00:14:24.000]  即係既然傳道者話其實有方法
[00:14:24.000 --> 00:14:26.000]  可以活得豁達啲㗎喎
[00:14:26.000 --> 00:14:28.000]  我哋都值得花多少少時間
[00:14:28.000 --> 00:14:30.000]  去了解一下傳道者其實
[00:14:30.000 --> 00:14:32.000]  想畀我啲乜嘢
[00:14:32.000 --> 00:14:34.000]  大興姊妹我哋
[00:14:34.000 --> 00:14:36.000]  又去返七章十五節
[00:14:36.000 --> 00:14:38.000]  或者佢睇到嘅時候
[00:14:38.000 --> 00:14:40.000]  我哋內心都會問㗎
[00:14:40.000 --> 00:14:42.000]  點解
[00:14:42.000 --> 00:14:44.000]  個世界會係咁㗎
[00:14:44.000 --> 00:14:46.000]  係唔係
[00:14:46.000 --> 00:14:48.000]  上帝搞錯啲咩呢
[00:14:48.000 --> 00:14:50.000]  但係同樣嘅
[00:14:50.000 --> 00:14:52.000]  微信者呢佢
[00:14:52.000 --> 00:14:54.000]  睇呢條問題嘅時候佢就覺得
[00:14:54.000 --> 00:14:56.000]  所以呢個世界咪冇神囉
[00:14:56.000 --> 00:14:58.000]  係咪基督教嘅神
[00:14:58.000 --> 00:15:00.000]  點會係真嘅呢又話愛又話
[00:15:00.000 --> 00:15:02.000]  公義咁樣
[00:15:02.000 --> 00:15:04.000]  但對於傳道者嚟講
[00:15:04.000 --> 00:15:06.000]  呢個世界之所以會係
[00:15:06.000 --> 00:15:08.000]  咁其實都係因為
[00:15:08.000 --> 00:15:10.000]  神嘅創造
[00:15:10.000 --> 00:15:12.000]  你細估唔到
[00:15:12.000 --> 00:15:14.000]  傳道者覺得世界會係
[00:15:14.000 --> 00:15:16.000]  咁呀點解因為呢個
[00:15:16.000 --> 00:15:18.000]  就係神嘅創造
[00:15:18.000 --> 00:15:20.000]  我哋都知道呀
[00:15:20.000 --> 00:15:22.000]  一來上帝
[00:15:22.000 --> 00:15:24.000]  係一個會上線佛樂嘅上帝
[00:15:24.000 --> 00:15:26.000]  生命記我哋之前
[00:15:26.000 --> 00:15:28.000]  講到系列講過
[00:15:28.000 --> 00:15:30.000]  生命記話摩西將生死和福
[00:15:30.000 --> 00:15:32.000]  沉淪喺意識地人面前要佢哋揀
[00:15:32.000 --> 00:15:34.000]  生同埋福點樣有呀
[00:15:34.000 --> 00:15:36.000]  就係遵守神嘅誡命囉
[00:15:36.000 --> 00:15:38.000]  點解佢哋最後會滅國避露呀
[00:15:38.000 --> 00:15:40.000]  或者因為佢哋
[00:15:40.000 --> 00:15:42.000]  得罪神違反曬啲誡命
[00:15:42.000 --> 00:15:44.000]  真言都係咁講
[00:15:44.000 --> 00:15:46.000]  義人行義系有福惡人就系有禍
[00:15:46.000 --> 00:15:48.000]  所以呢我哋知道
[00:15:48.000 --> 00:15:50.000]  一件事內心都知道
[00:15:50.000 --> 00:15:52.000]  神系用緊呢一種
[00:15:52.000 --> 00:15:54.000]  上線佛樂嘅道德
[00:15:54.000 --> 00:15:56.000]  秩序去管理世界
[00:15:56.000 --> 00:15:58.000]  佢系有標準嘅有好有對有錯
[00:15:58.000 --> 00:16:00.000]  佢有標準話咩係好
[00:16:00.000 --> 00:16:02.000]  咩係唔好佢會上線佛樂
[00:16:02.000 --> 00:16:04.000]  呢個系佢管理世界嘅道德標準
[00:16:04.000 --> 00:16:06.000]  嘅道德秩序嚟㗎
[00:16:06.000 --> 00:16:08.000]  同時間
[00:16:08.000 --> 00:16:10.000]  傳道者或者傳道書
[00:16:10.000 --> 00:16:12.000]  其實都系講緊一個
[00:16:12.000 --> 00:16:14.000]  主題佢就發現
[00:16:14.000 --> 00:16:16.000]  其實
[00:16:16.000 --> 00:16:18.000]  ok
[00:16:18.000 --> 00:16:20.000]  其實
[00:16:20.000 --> 00:16:22.000]  神除咗有
[00:16:22.000 --> 00:16:24.000]  道德秩序之外
[00:16:24.000 --> 00:16:26.000]  神仲有一個賜予嘅主權
[00:16:26.000 --> 00:16:28.000]  佢有一個
[00:16:28.000 --> 00:16:30.000]  絕對嘅主權喺度
[00:16:30.000 --> 00:16:32.000]  俾邊個就俾邊個佢鍾意向邊個
[00:16:32.000 --> 00:16:34.000]  收返就收返
[00:16:34.000 --> 00:16:36.000]  神畀每個人都有一份
