
[00:00:00.000 --> 00:00:03.000]  我們一同在神的面前禱告
[00:02:53.000 --> 00:02:55.000]  求甚麼?
[00:02:55.000 --> 00:02:58.000]  求不要病
[00:02:58.000 --> 00:03:01.000]  不會老,不會死
[00:03:01.000 --> 00:03:04.000]  生就生出來了
[00:03:04.000 --> 00:03:06.000]  那求甚麼呢?
[00:03:06.000 --> 00:03:09.000]  原來生老病死
[00:03:09.000 --> 00:03:11.000]  是一個人,一個循環
[00:03:11.000 --> 00:03:13.000]  在這個循環裏面
[00:03:13.000 --> 00:03:15.000]  或者在這個終結裏面
[00:03:15.000 --> 00:03:17.000]  其實有一件事
[00:03:17.000 --> 00:03:21.000]  造物主宰要在裏面得到榮耀
[00:03:21.000 --> 00:03:24.000]  可能不是很明白
[00:03:24.000 --> 00:03:29.000]  你留心看創世紀第一章第一節
[00:03:29.000 --> 00:03:32.000]  起初,神
[00:03:32.000 --> 00:03:35.000]  留心看耶穌基督降生之後
[00:03:35.000 --> 00:03:37.000]  約翰福音第一章第一節
[00:03:37.000 --> 00:03:40.000]  太初有道,道與神同在
[00:03:40.000 --> 00:03:42.000]  道就是神
[00:03:42.000 --> 00:03:44.000]  我們真正的信仰
[00:03:44.000 --> 00:03:46.000]  弟子妹
[00:03:46.000 --> 00:03:49.000]  不是我不要你去理自己的生活
[00:03:49.000 --> 00:03:51.000]  如果你將重點底線
[00:03:51.000 --> 00:03:55.000]  放在這位造物主的身上
[00:03:55.000 --> 00:03:57.000]  其他一切
[00:03:57.000 --> 00:03:59.000]  祂一定負責任
[00:03:59.000 --> 00:04:01.000]  當然祂負責任
[00:04:01.000 --> 00:04:04.000]  不一定像你期望的那些
[00:04:04.000 --> 00:04:06.000]  但祂負責任
[00:04:06.000 --> 00:04:08.000]  一定是最好的
[00:04:08.000 --> 00:04:11.000]  很多時候向人傳福音
[00:04:11.000 --> 00:04:13.000]  那些微信主人說
[00:04:13.000 --> 00:04:15.000]  你的神在哪裏
[00:04:15.000 --> 00:04:16.000]  那就很慚愧
[00:04:16.000 --> 00:04:17.000]  為甚麼
[00:04:17.000 --> 00:04:20.000]  因為看不到我們顯現出這位神
[00:04:20.000 --> 00:04:23.000]  所以他問我的神在哪裏
[00:04:23.000 --> 00:04:24.000]  很多人信耶穌
[00:04:24.000 --> 00:04:26.000]  因為看到基督徒的行為
[00:04:26.000 --> 00:04:28.000]  看到
[00:04:28.000 --> 00:04:30.000]  不是因為這個行為信耶穌
[00:04:30.000 --> 00:04:32.000]  而是看到這個行為裏面
[00:04:32.000 --> 00:04:35.000]  將神的愛神的公義神的信實表明出來的時候
[00:04:35.000 --> 00:04:38.000]  人們覺得神在這裏
[00:04:38.000 --> 00:04:41.000]  對不信主人來說
[00:04:41.000 --> 00:04:43.000]  未得救重生的人來說
[00:04:43.000 --> 00:04:45.000]  他們不知道神在哪裏
[00:04:45.000 --> 00:04:46.000]  對基督徒來說
[00:04:46.000 --> 00:04:48.000]  神在哪裏
[00:04:48.000 --> 00:04:52.000]  很難明白
[00:04:52.000 --> 00:04:53.000]  有詩歌
[00:04:53.000 --> 00:04:58.000]  今年金月月詩要唱完四個星期
[00:04:58.000 --> 00:05:00.000]  有沒有第五個星期
[00:05:00.000 --> 00:05:02.000]  有,唱五次
[00:05:02.000 --> 00:05:04.000]  求主居我心
[00:05:04.000 --> 00:05:06.000]  怎麼居
[00:05:06.000 --> 00:05:08.000]  過去星期五
[00:05:08.000 --> 00:05:11.000]  下午晚上我們有個講座
[00:05:11.000 --> 00:05:14.000]  有位大師級人物說
[00:05:14.000 --> 00:05:17.000]  神是超乎萬有之上
[00:05:17.000 --> 00:05:19.000]  有神就住在我們裏面
[00:05:19.000 --> 00:05:22.000]  很難理解
[00:05:22.000 --> 00:05:25.000]  怎麼明白
[00:05:25.000 --> 00:05:27.000]  如果你發覺
[00:05:27.000 --> 00:05:29.000]  太初有道
[00:05:29.000 --> 00:05:30.000]  道與神同在
[00:05:30.000 --> 00:05:32.000]  道作似神
[00:05:32.000 --> 00:05:33.000]  道就是神
[00:05:33.000 --> 00:05:34.000]  神就是道
[00:05:34.000 --> 00:05:35.000]  道是甚麼
[00:05:35.000 --> 00:05:42.000]  聖經說道的時候是指神的話語
[00:05:42.000 --> 00:05:43.000]  第二回
[00:05:43.000 --> 00:05:46.000]  如果要求主居我心
[00:05:46.000 --> 00:05:49.000]  直接當簡化來說
[00:05:49.000 --> 00:05:54.000]  讓神的話語在你裏面主導你的心
[00:05:54.000 --> 00:05:58.000]  由這個話語主導你的心
[00:05:58.000 --> 00:06:01.000]  你行事為人
[00:06:01.000 --> 00:06:04.000]  不會不循規蹈矩
[00:06:04.000 --> 00:06:07.000]  沒有神的話語在你裏面主導你的心
[00:06:07.000 --> 00:06:10.000]  你分分鐘出軌
[00:06:10.000 --> 00:06:12.000]  分分鐘越軌
[00:06:12.000 --> 00:06:15.000]  你說是不是
[00:06:15.000 --> 00:06:17.000]  你不信
[00:06:17.000 --> 00:06:18.000]  聖經都這樣說了
[00:06:18.000 --> 00:06:21.000]  一會兒我會解釋給你聽
[00:06:21.000 --> 00:06:22.000]  你信
[00:06:22.000 --> 00:06:24.000]  好好將神的話語記在裏面
[00:06:24.000 --> 00:06:27.000]  所以一年之初
[00:06:27.000 --> 00:06:30.000]  如果今天你聽到神的話語
[00:06:30.000 --> 00:06:32.000]  將它放在心中
[00:06:32.000 --> 00:06:35.000]  以致我們回應的時候
[00:06:35.000 --> 00:06:36.000]  我們的敬拜
[00:06:36.000 --> 00:06:38.000]  我們的侍奉
[00:06:38.000 --> 00:06:40.000]  我們的幹活
[00:06:40.000 --> 00:06:42.000]  我們的生活
[00:06:42.000 --> 00:06:44.000]  我們的行事為人
[00:06:44.000 --> 00:06:46.000]  就會有準則
[00:06:46.000 --> 00:06:47.000]  這個準則
[00:06:47.000 --> 00:06:50.000]  我們不會越軌而行
[00:06:50.000 --> 00:06:51.000]  我們這個準則
[00:06:51.000 --> 00:06:55.000]  不會過軌而行
[00:06:55.000 --> 00:06:56.000]  我們的準則
[00:06:56.000 --> 00:06:58.000]  會在神的旨意裏面
[00:06:58.000 --> 00:07:04.000]  原來神的創造裏面一切為了得到榮耀
[00:07:04.000 --> 00:07:05.000]  我和大家讀一段經文
[00:07:05.000 --> 00:07:09.000]  在二法所書第一章十五到二十三節
[00:07:09.000 --> 00:07:11.000]  因為上個禮拜
[00:07:11.000 --> 00:07:13.000]  講到關於
[00:07:13.000 --> 00:07:15.000]  神給我們最大的恩典
[00:07:15.000 --> 00:07:18.000]  是榮耀的福音
[00:07:18.000 --> 00:07:21.000]  我曾經將二法所書第一章到十四節講過
[00:07:21.000 --> 00:07:24.000]  這次看十五到二十三節
[00:07:24.000 --> 00:07:26.000]  因此我聽見你們
[00:07:26.000 --> 00:07:28.000]  一起讀好不好
[00:07:28.000 --> 00:07:29.000]  一二三
[00:07:29.000 --> 00:07:32.000]  因此我聽見你們順從主耶穌
[00:07:32.000 --> 00:07:34.000]  親愛眾聖徒
[00:07:34.000 --> 00:07:37.000]  就為你們不絕的感謝神
[00:07:37.000 --> 00:07:38.000]  禱告的時候
[00:07:38.000 --> 00:07:40.000]  常提到你們
[00:07:40.000 --> 00:07:43.000]  求我們主耶穌基督的神
[00:07:43.000 --> 00:07:44.000]  榮耀的福
[00:07:44.000 --> 00:07:47.000]  將那賜人智慧和啟示的靈
[00:07:47.000 --> 00:07:49.000]  賞給你們
[00:07:49.000 --> 00:07:51.000]  使你們真知道祂
[00:07:51.000 --> 00:07:54.000]  並且照明你們心中的眼睛
[00:07:54.000 --> 00:07:58.000]  使你們知道祂的恩兆有何等指望
[00:07:58.000 --> 00:08:00.000]  祂在聖徒中得的基業
[00:08:00.000 --> 00:08:03.000]  有何等豐盛的榮耀
[00:08:03.000 --> 00:08:04.000]  並知道
[00:08:04.000 --> 00:08:07.000]  祂向我們這信徒
[00:08:07.000 --> 00:08:09.000]  順從主耶穌
[00:08:09.000 --> 00:08:10.000]  是不是
[00:08:10.000 --> 00:08:11.000]  並知道
[00:08:11.000 --> 00:08:13.000]  祂向我們這信徒
[00:08:13.000 --> 00:08:15.000]  所顯的能力
[00:08:15.000 --> 00:08:16.000]  是何等豪大
[00:08:16.000 --> 00:08:19.000]  就是照祂在基督身上
[00:08:19.000 --> 00:08:21.000]  所運行的大能大力
[00:08:21.000 --> 00:08:23.000]  使祂從死裡復活
[00:08:23.000 --> 00:08:25.000]  叫祂在天上
[00:08:25.000 --> 00:08:27.000]  坐在自己的右邊
[00:08:27.000 --> 00:08:29.000]  遠超一切執政的
[00:08:29.000 --> 00:08:30.000]  掌權的
[00:08:30.000 --> 00:08:31.000]  有能的
[00:08:31.000 --> 00:08:32.000]  主持的
[00:08:32.000 --> 00:08:34.000]  和一切有名的
[00:08:34.000 --> 00:08:36.000]  不但是今世的
[00:08:36.000 --> 00:08:39.000]  連來世的也都超過了
[00:08:39.000 --> 00:08:41.000]  又將萬有
[00:08:41.000 --> 00:08:42.000]  伏在祂的腳下
[00:08:42.000 --> 00:08:45.000]  使祂為教會作萬有之首
[00:08:45.000 --> 00:08:48.000]  教會是祂的身體
[00:08:48.000 --> 00:08:51.000]  是那充滿萬有者所充滿的
[00:08:51.000 --> 00:08:54.000]  這位創造宇宙萬物的主宰
[00:08:54.000 --> 00:08:58.000]  祂要填滿
[00:08:58.000 --> 00:09:01.000]  在人的心裡面
[00:09:01.000 --> 00:09:03.000]  就是祂的話語
[00:09:03.000 --> 00:09:06.000]  祂要填滿整個教會
[00:09:06.000 --> 00:09:08.000]  讓教會顯出榮耀
[00:09:08.000 --> 00:09:10.000]  是將這個生命之道
[00:09:10.000 --> 00:09:13.000]  透過祂的兒女
[00:09:13.000 --> 00:09:14.000]  撥出來
[00:09:14.000 --> 00:09:15.000]  否則
[00:09:15.000 --> 00:09:18.000]  教會是不能夠榮耀神
[00:09:18.000 --> 00:09:22.000]  否則人是不能夠榮耀神
[00:09:22.000 --> 00:09:26.000]  一個不能夠榮耀神的人
[00:09:26.000 --> 00:09:28.000]  就是聖經說犯了罪的人
[00:09:28.000 --> 00:09:29.000]  罪人
[00:09:29.000 --> 00:09:31.000]  羅馬書三章二十三節所說
[00:09:31.000 --> 00:09:32.000]  世人都犯了罪
[00:09:32.000 --> 00:09:34.000]  愧疚了神的榮耀
[00:09:34.000 --> 00:09:36.000]  一個不能夠榮耀神的教會
[00:09:36.000 --> 00:09:38.000]  是一個不能夠同心
[00:09:38.000 --> 00:09:41.000]  去敬拜的教會
[00:09:41.000 --> 00:09:44.000]  我給大家看一段短片
[00:09:44.000 --> 00:09:46.000]  這段短片
[00:09:46.000 --> 00:09:50.000]  其實是一段詩歌
[00:09:50.000 --> 00:09:52.000]  這個地點應該是在英國
[00:09:52.000 --> 00:09:55.000]  一個很宏偉的歌劇院裡面
[00:09:55.000 --> 00:09:57.000]  這首詩歌
[00:09:57.000 --> 00:09:59.000]  本身就是美國
[00:09:59.000 --> 00:10:00.000]  內戰
[00:10:00.000 --> 00:10:02.000]  Civil War 的時候
[00:10:02.000 --> 00:10:05.000]  一個振奮軍心的歌曲
[00:10:05.000 --> 00:10:06.000]  不過這首詩歌
[00:10:06.000 --> 00:10:10.000]  它本來叫 The Battle Hymns of Republic
[00:10:10.000 --> 00:10:13.000]  但是在海外唱的時候
[00:10:13.000 --> 00:10:15.000]  不會那麼美國化
[00:10:15.000 --> 00:10:16.000]  然後就用了
[00:10:16.000 --> 00:10:19.000]  My eyes have seen the glory
[00:10:19.000 --> 00:10:22.000]  我的眼睛已經看見它的榮耀
[00:10:45.000 --> 00:10:47.000]  Glory glory hallelujah
[00:10:47.000 --> 00:10:50.000]  He is coming out the victory
[00:10:50.000 --> 00:10:52.000]  Let the angels shout the song
[00:10:52.000 --> 00:10:54.000]  He has risen from the dead
[00:10:54.000 --> 00:10:56.000]  He is coming out the victory
[00:10:56.000 --> 00:10:57.000]  Let the angels shout the song
[00:10:57.000 --> 00:10:59.000]  He is coming out the victory
[00:10:59.000 --> 00:11:01.000]  He is coming out the victory
[00:11:01.000 --> 00:11:06.000]  Glory glory hallelujah
[00:11:06.000 --> 00:11:10.000]  Glory glory hallelujah
[00:11:10.000 --> 00:11:14.000]  Glory glory hallelujah
[00:11:14.000 --> 00:11:19.000]  He is coming out the victory
[00:11:19.000 --> 00:11:23.000]  He has come to war with us
[00:11:23.000 --> 00:11:25.000]  He has come to war with us
[00:11:25.000 --> 00:11:28.000]  He is coming out the victory
[00:11:28.000 --> 00:11:30.000]  Let the angels shout the song
[00:11:30.000 --> 00:11:32.000]  He has come to war with us
[00:11:32.000 --> 00:11:35.000]  He is coming out the victory
[00:11:35.000 --> 00:11:39.000]  He is coming out the victory
[00:11:39.000 --> 00:11:43.000]  Glory glory hallelujah
[00:11:43.000 --> 00:11:48.000]  Glory glory hallelujah
[00:11:48.000 --> 00:11:52.000]  Glory glory hallelujah
[00:11:52.000 --> 00:11:57.000]  He is coming out the victory
[00:11:57.000 --> 00:12:03.000]  In the beauty of the near
[00:12:03.000 --> 00:12:07.000]  He strikes a toll across the sea
[00:12:07.000 --> 00:12:10.000]  With the glory in his bosom
[00:12:10.000 --> 00:12:14.000]  That transfigures you and me
[00:12:14.000 --> 00:12:17.000]  As he tried to get away
[00:12:17.000 --> 00:12:21.000]  As he tried to get away
[00:12:21.000 --> 00:12:27.000]  While glory is marching on
[00:12:27.000 --> 00:12:32.000]  Glory glory hallelujah
[00:12:32.000 --> 00:12:37.000]  Glory glory hallelujah
[00:12:37.000 --> 00:12:41.000]  Glory glory hallelujah
[00:12:41.000 --> 00:12:46.000]  His truth is marching on
[00:12:46.000 --> 00:12:58.000]  He is coming out the victory
[00:12:58.000 --> 00:13:02.000]  He is coming out the victory
[00:13:02.000 --> 00:13:07.000]  Let the angels shout the song
[00:13:07.000 --> 00:13:11.000]  While glory is marching on
[00:13:11.000 --> 00:13:16.000]  Glory glory hallelujah
[00:13:16.000 --> 00:13:21.000]  Glory glory hallelujah
[00:13:21.000 --> 00:13:25.000]  Glory glory hallelujah
[00:13:25.000 --> 00:13:32.000]  His truth is marching on
[00:13:32.000 --> 00:13:42.000]  Glory glory hallelujah
[00:13:56.000 --> 00:14:01.000]  我有一晚準備講張講準備之後我要睡覺
[00:14:01.000 --> 00:14:04.000]  我在想什麼回應詩
[00:14:04.000 --> 00:14:08.000]  師母突然間拿著iPad給我看一條youtube
[00:14:08.000 --> 00:14:10.000]  她說這個地方
[00:14:10.000 --> 00:14:13.000]  她曾經在那裡不是唱
[00:14:13.000 --> 00:14:16.000]  在那裡聽音樂會
[00:14:16.000 --> 00:14:19.000]  我說你原來那時候
[00:14:19.000 --> 00:14:22.000]  她弟弟在那邊有公幹
[00:14:22.000 --> 00:14:25.000]  他過去住的時候
[00:14:25.000 --> 00:14:27.000]  給我聽了這一段之後
[00:14:27.000 --> 00:14:31.000]  我心想我不知道她中間唱的人中間
[00:14:31.000 --> 00:14:34.000]  是不是個個都已經重生得救
[00:14:34.000 --> 00:14:38.000]  但起碼在那個場合在那個環境裡面
[00:14:38.000 --> 00:14:41.000]  他們要將榮耀歸給神的時候
[00:14:41.000 --> 00:14:46.000]  是令人心裡面有些振奮
[00:14:46.000 --> 00:14:53.000]  弟兄姊妹 祈禱是一個回應去敬拜神
[00:14:53.000 --> 00:14:56.000]  歌頌讚美是一個回應去敬拜神
[00:14:56.000 --> 00:15:00.000]  我想這些是小規模在地上的一些敬拜
[00:15:00.000 --> 00:15:02.000]  一些讚美詩歌
[00:15:02.000 --> 00:15:05.000]  將來去到永恆裡面的時候
[00:15:05.000 --> 00:15:07.000]  不要說各般的樂器
[00:15:07.000 --> 00:15:09.000]  不知道什麼樂器都是
[00:15:09.000 --> 00:15:13.000]  各式的人種都在那裡做一件事
[00:15:13.000 --> 00:15:17.000]  就是說榮耀歸給神
[00:15:17.000 --> 00:15:20.000]  為什麼這樣說呢?
[00:15:20.000 --> 00:15:26.000]  因為當沒有再有罪惡的時候
[00:15:26.000 --> 00:15:30.000]  沒有再有犯罪得罪誓的事情的時候
[00:15:30.000 --> 00:15:33.000]  人要做什麼?
[00:15:33.000 --> 00:15:35.000]  又不用傳福音了
[00:15:35.000 --> 00:15:37.000]  人只有一件事
[00:15:37.000 --> 00:15:40.000]  就是將上帝給我們這麼豐盛的恩典
[00:15:40.000 --> 00:15:43.000]  因為我們藉著我們的表達
[00:15:43.000 --> 00:15:44.000]  怎麼表達呢?
[00:15:44.000 --> 00:15:48.000]  無論歌頌讚美祈禱
[00:15:48.000 --> 00:15:53.000]  敬拜是什麼事情呢?
[00:15:53.000 --> 00:15:59.000]  敬拜你是將神給過我們最好的
[00:15:59.000 --> 00:16:02.000]  我們回應給祂
[00:16:02.000 --> 00:16:05.000]  我不知道上帝在各位身上
[00:16:05.000 --> 00:16:09.000]  你的感受覺得上帝給你最好的是什麼
[00:16:09.000 --> 00:16:11.000]  每個人不同
[00:16:11.000 --> 00:16:12.000]  標準不同
[00:16:12.000 --> 00:16:14.000]  個人的慾望都不同
[00:16:14.000 --> 00:16:17.000]  但是神給人最大的恩典
[00:16:17.000 --> 00:16:19.000]  莫過於救贖的恩典
[00:16:19.000 --> 00:16:22.000]  使我有永恆的盼望
[00:16:22.000 --> 00:16:25.000]  而敬拜就是我們拿到這些最好的時候
[00:16:25.000 --> 00:16:29.000]  我們由衷無遺
[00:16:29.000 --> 00:16:31.000]  真心地
[00:16:31.000 --> 00:16:32.000]  無論藉著聲音
[00:16:32.000 --> 00:16:33.000]  藉著行為
[00:16:33.000 --> 00:16:36.000]  我們將它表明出來
[00:16:36.000 --> 00:16:39.000]  這就是神所要的
[00:16:39.000 --> 00:16:42.000]  我們所謂的敬拜
[00:16:42.000 --> 00:16:43.000]  在約翰福音第四章
[00:16:43.000 --> 00:16:47.000]  耶穌基督和撒瑪利亞井房婦人探讀的時候
[00:16:47.000 --> 00:16:50.000]  這位女士她也有些聖經
[00:16:50.000 --> 00:16:52.000]  有些宗教知識
[00:16:52.000 --> 00:16:53.000]  說要山上敬拜
[00:16:53.000 --> 00:16:54.000]  耶穌說是
[00:16:54.000 --> 00:16:56.000]  要用心靈
[00:16:56.000 --> 00:16:58.000]  按著真理去敬拜
[00:16:58.000 --> 00:16:59.000]  那請問
[00:16:59.000 --> 00:17:01.000]  什麼叫敬拜神
[00:17:01.000 --> 00:17:05.000]  用心靈來敬拜呢?
[00:17:05.000 --> 00:17:09.000]  不是你盡力唱得好聽
[00:17:09.000 --> 00:17:11.000]  你用心
[00:17:11.000 --> 00:17:13.000]  你這一切的東西
[00:17:13.000 --> 00:17:18.000]  都是自己從這個人身上產生出來的時候
[00:17:18.000 --> 00:17:20.000]  如果沒有基督的靈在裡面
[00:17:20.000 --> 00:17:21.000]  弟子們
[00:17:21.000 --> 00:17:25.000]  那個不是真正在靈裡面的敬拜
[00:17:25.000 --> 00:17:27.000]  所以不是我們的本能
[00:17:27.000 --> 00:17:31.000]  表現出一點真性
[00:17:31.000 --> 00:17:35.000]  大家不知道有沒有去過一些演唱會
[00:17:35.000 --> 00:17:38.000]  聽一些歌星唱歌
[00:17:38.000 --> 00:17:41.000]  很多很多年前有人
[00:17:41.000 --> 00:17:44.000]  因為我也參加一些地區工作
[00:17:44.000 --> 00:17:46.000]  所以就給我一張門票去聽
[00:17:46.000 --> 00:17:50.000]  我發覺那些歌星真的唱到七情上面
[00:17:50.000 --> 00:17:53.000]  那種流露那種激情
[00:17:53.000 --> 00:17:56.000]  令到下面瘋狂
[00:17:56.000 --> 00:17:57.000]  我不知道你們有沒有這樣的經歷
[00:17:57.000 --> 00:18:02.000]  我看過,哇,這樣也行?
[00:18:02.000 --> 00:18:09.000]  那些可不可以叫靈裡敬拜呢?
[00:18:09.000 --> 00:18:11.000]  用自己的表達
[00:18:11.000 --> 00:18:14.000]  但是真正心靈誠實的表白
[00:18:14.000 --> 00:18:16.000]  不是出於我們的本能
[00:18:16.000 --> 00:18:22.000]  而神真正要的是靠著祂所賜給我們的靈
[00:18:22.000 --> 00:18:23.000]  這個靈
[00:18:23.000 --> 00:18:26.000]  在每一個重生得救的基督徒
[00:18:26.000 --> 00:18:29.000]  認罪悔改謙卑的人身上
[00:18:29.000 --> 00:18:32.000]  這個靈的工作
[00:18:32.000 --> 00:18:33.000]  這個靈的工作
[00:18:33.000 --> 00:18:37.000]  能夠做一些你不想做的事
[00:18:37.000 --> 00:18:39.000]  做一些你不能做的事
[00:18:39.000 --> 00:18:40.000]  這個靈的工作
[00:18:40.000 --> 00:18:43.000]  能夠叫你知罪認罪悔改
[00:18:43.000 --> 00:18:46.000]  然後這個靈會感動你
[00:18:46.000 --> 00:18:47.000]  不是停在那裡
[00:18:47.000 --> 00:18:49.000]  知罪悔改了
[00:18:49.000 --> 00:18:50.000]  No
[00:18:50.000 --> 00:18:52.000]  然後表達出來
[00:18:52.000 --> 00:18:56.000]  然後對祂發出敬拜
[00:18:56.000 --> 00:18:57.000]  讚美
[00:18:57.000 --> 00:18:58.000]  歌頌
[00:18:58.000 --> 00:18:59.000]  祈禱
[00:18:59.000 --> 00:19:00.000]  回應
[00:19:00.000 --> 00:19:03.000]  生活
[00:19:03.000 --> 00:19:04.000]  所以頂智妹
[00:19:04.000 --> 00:19:06.000]  如果你明白到
[00:19:06.000 --> 00:19:08.000]  敬拜是會是什麼事情的時候
[00:19:08.000 --> 00:19:11.000]  看回哥林羅馬書第十二章
[00:19:11.000 --> 00:19:12.000]  聖經這樣說
[00:19:12.000 --> 00:19:13.000]  我們一起讀
[00:19:13.000 --> 00:19:14.000]  一二三
[00:19:14.000 --> 00:19:16.000]  所以弟兄們
[00:19:16.000 --> 00:19:18.000]  我以神的慈悲勸你們
[00:19:18.000 --> 00:19:28.000]  將身體獻上當作活祭
[00:19:28.000 --> 00:19:30.000]  你們如此侍奉這個字
[00:19:30.000 --> 00:19:32.000]  很多在譯本裡面
[00:19:32.000 --> 00:19:33.000]  特別是英文聖經裡面
[00:19:33.000 --> 00:19:35.000]  是用worship這個字
[00:19:35.000 --> 00:19:40.000]  你們這樣的敬拜
[00:19:40.000 --> 00:19:41.000]  而這個侍奉
[00:19:41.000 --> 00:19:43.000]  我們很多時候都很難理解
[00:19:43.000 --> 00:19:44.000]  服侍
[00:19:44.000 --> 00:19:45.000]  侍奉就No
[00:19:45.000 --> 00:19:47.000]  如果將侍奉再簡單一點
[00:19:47.000 --> 00:19:49.000]  令到你和我
[00:19:49.000 --> 00:19:51.000]  我會明白
[00:19:51.000 --> 00:19:56.000]  我們如此幹活
[00:19:56.000 --> 00:19:57.000]  是不是好一點
[00:19:57.000 --> 00:19:59.000]  什麼叫幹活
[00:19:59.000 --> 00:20:00.000]  北方人會說
[00:20:00.000 --> 00:20:02.000]  環方人不會說
[00:20:02.000 --> 00:20:04.000]  或者過活
[00:20:04.000 --> 00:20:06.000]  你這樣的生活
[00:20:06.000 --> 00:20:08.000]  是理所當然的
[00:20:08.000 --> 00:20:09.000]  清楚了吧
[00:20:09.000 --> 00:20:12.000]  不要被這些名詞嚇到你侍奉
[00:20:12.000 --> 00:20:13.000]  我不站在港台
[00:20:13.000 --> 00:20:14.000]  就站在門口招待
[00:20:14.000 --> 00:20:16.000]  不站招待就派單將你侍奉
[00:20:16.000 --> 00:20:19.000]  坐在這裡聽到不是侍奉嗎
[00:20:19.000 --> 00:20:20.000]  如果坐在這裡聽到不是侍奉
[00:20:20.000 --> 00:20:23.000]  你今天妄言就不是敬拜了
[00:20:23.000 --> 00:20:26.000]  你坐在這裡聽到一樣的侍奉
[00:20:26.000 --> 00:20:28.000]  你這樣的生活就是侍奉
[00:20:28.000 --> 00:20:30.000]  你這樣的幹活就是侍奉
[00:20:30.000 --> 00:20:32.000]  你這樣的過活就是侍奉
[00:20:32.000 --> 00:20:36.000]  可惜我們將信仰和幹活分開了看
[00:20:36.000 --> 00:20:38.000]  我星期天就回去教會
[00:20:38.000 --> 00:20:41.000]  侍奉敬拜
[00:20:41.000 --> 00:20:44.000]  我平時過我自己的生活
