
[00:00:00.000 --> 00:00:04.880]  我們繼續看《跨越》的系列
[00:03:29.160 --> 00:03:30.460]  「他正在禱告」
[00:03:30.460 --> 00:03:32.760]  你記得是三日三夜在禱告
[00:03:32.760 --> 00:03:34.160]  在異象裡面
[00:03:34.160 --> 00:03:37.560]  蘇羅會見到一個人名叫什麼?
[00:03:37.560 --> 00:03:38.860]  就是他自己
[00:03:38.860 --> 00:03:40.160]  就是阿拿尼啊自己
[00:03:40.160 --> 00:03:41.560]  「名叫阿拿尼啊」
[00:03:41.560 --> 00:03:45.860]  「進來為他按手 讓他能夠再看得見」
[00:03:45.860 --> 00:03:49.060]  那阿拿尼啊就跟上帝說什麼?
[00:03:49.060 --> 00:03:53.160]  他說「主啊 我聽見許多人講論這個人的」
[00:03:53.160 --> 00:03:56.660]  「說他怎樣在耶路撒冷多多苦害你的聖徒你的教會」
[00:03:56.660 --> 00:03:59.660]  「並且他在祭司獎那裡得到權柄」
[00:03:59.660 --> 00:04:02.860]  「要他捆綁在一起去求告你的人」
[00:04:02.860 --> 00:04:06.960]  你可以感受到他當時的反應是怎樣
[00:04:06.960 --> 00:04:10.160]  這個阿拿尼啊 你記得嗎?
[00:04:10.160 --> 00:04:12.360]  第五章不是有個阿拿尼啊的嗎?
[00:04:12.360 --> 00:04:13.160]  記得嗎?
[00:04:13.160 --> 00:04:15.660]  我們講過第五章那裡講什麼?
[00:04:15.660 --> 00:04:18.060]  有一對夫婦
[00:04:18.060 --> 00:04:22.660]  然後他們奉獻上面是不誠實
[00:04:22.660 --> 00:04:24.860]  然後被聖靈擊倒 記得嗎?
[00:04:24.860 --> 00:04:26.460]  那個丈夫叫阿拿尼啊
[00:04:26.460 --> 00:04:28.260]  那個太太叫什麼?
[00:04:28.260 --> 00:04:30.960]  Sapphire exactly
[00:04:30.960 --> 00:04:33.260]  那個叫撒菲拉
[00:04:33.260 --> 00:04:36.360]  那個阿拿尼啊跟這個阿拿尼啊是兩個人
[00:04:36.360 --> 00:04:38.060]  你不要以為他死在裡面復活
[00:04:38.060 --> 00:04:39.360]  然後他在大馬士革
[00:04:39.360 --> 00:04:41.760]  No, no, they are two different people
[00:04:41.760 --> 00:04:43.260]  但是同名
[00:04:43.260 --> 00:04:45.360]  這個阿拿尼啊是什麼人呢?
[00:04:45.360 --> 00:04:47.360]  這裡說他是一個門徒
[00:04:47.360 --> 00:04:50.160]  並且在小男主其他的章節告訴我們
[00:04:50.160 --> 00:04:53.260]  甚至保羅再憶述他自己信主的經歷的時候
[00:04:53.260 --> 00:04:58.360]  他說這個阿拿尼啊是一個敬虔的守律法的猶太人
[00:04:58.360 --> 00:05:04.260]  你可以看到上帝特別找阿拿尼啊來接待歡迎保羅
[00:05:04.260 --> 00:05:06.760]  這個阿拿尼啊跟保羅是有點像的
[00:05:06.760 --> 00:05:07.960]  對嗎?
[00:05:07.960 --> 00:05:11.160]  保羅在訴羅和阿拿尼啊都是敬虔的人
[00:05:11.160 --> 00:05:13.360]  是守律法而不守律法的人
[00:05:13.360 --> 00:05:15.460]  但是最大的差別在哪裡?
[00:05:15.460 --> 00:05:18.560]  就是這個阿拿尼啊已經信了耶穌是基督了
[00:05:18.560 --> 00:05:19.860]  耶穌是救世主
[00:05:19.860 --> 00:05:23.460]  接受了主他是基督的門徒
[00:05:23.460 --> 00:05:25.260]  所以找回一個類似的人
[00:05:25.260 --> 00:05:29.260]  來接待這個三日三夜都沒東西吃的
[00:05:29.260 --> 00:05:31.460]  三日三夜都看不到東西的訴羅
[00:05:31.460 --> 00:05:35.160]  所謂歸主的一個人
[00:05:35.160 --> 00:05:37.560]  但是你看到他的反應
[00:05:37.560 --> 00:05:41.760]  就是他說怎麼可以去到歡迎這個人進來?
[00:05:41.760 --> 00:05:42.260]  為什麼?
[00:05:42.260 --> 00:05:44.760]  因為當時教會
[00:05:44.760 --> 00:05:46.760]  當時的人群、社群
[00:05:46.760 --> 00:05:49.160]  都有所謂的intelligence(知識)
[00:05:49.160 --> 00:05:50.860]  他們有情報的
[00:05:50.860 --> 00:05:53.160]  他有什麼情報?
[00:05:53.160 --> 00:05:59.860]  這個訴羅已經去到大舉大規模的去鎮壓教會
[00:05:59.860 --> 00:06:05.760]  他的懷疑是可以了解的
[00:06:05.760 --> 00:06:08.360]  因為這個訴羅會不會是假的?
[00:06:08.360 --> 00:06:09.560]  這個保羅會不會是假的?
[00:06:09.560 --> 00:06:11.060]  就是混進來教會
[00:06:11.060 --> 00:06:14.160]  好像異端混進來教會一樣
[00:06:14.160 --> 00:06:17.060]  會不會是一個所謂的奸細
[00:06:17.060 --> 00:06:19.060]  就是一個間諜呢?
[00:06:19.060 --> 00:06:22.660]  所以這裡是一個很大的冒險
[00:06:22.660 --> 00:06:24.960]  但是阿拿尼啊的反應是什麼呢?
[00:06:24.960 --> 00:06:27.760]  甚至主對他說
[00:06:27.760 --> 00:06:29.460]  你只管他
[00:06:29.460 --> 00:06:31.760]  因為他是我揀選的器皿座
[00:06:31.760 --> 00:06:34.960]  幫人君王和以色列人面前宣揚我的名
[00:06:34.960 --> 00:06:37.660]  我也要指示他為我的名
[00:06:37.660 --> 00:06:40.860]  必須要受許多的苦難
[00:06:40.860 --> 00:06:43.160]  阿拿尼啊就去了
[00:06:43.160 --> 00:06:44.960]  進了那家
[00:06:44.960 --> 00:06:48.760]  把手按在訴羅的身上說
[00:06:48.760 --> 00:06:50.760]  訴羅大兄
[00:06:50.760 --> 00:06:54.660]  在你來的路上向你顯現的主宙之耶穌打發我來
[00:06:54.660 --> 00:06:56.560]  叫你能夠再看得見
[00:06:56.560 --> 00:06:58.960]  有被聖靈充滿
[00:06:58.960 --> 00:07:04.360]  訴羅的眼睛立刻好像有鱗片一樣的東西掉下來
[00:07:04.360 --> 00:07:06.960]  他就能再看得見
[00:07:06.960 --> 00:07:09.360]  於是就起來受了洗
[00:07:09.360 --> 00:07:11.360]  吃了飯之後
[00:07:11.360 --> 00:07:15.460]  他的體力又再恢復過來
[00:07:15.460 --> 00:07:17.960]  這是一個新約裡面
[00:07:17.960 --> 00:07:22.560]  教會的一個邀請和歡迎的
[00:07:22.560 --> 00:07:25.860]  最冒險的故事
[00:07:25.860 --> 00:07:27.660]  最冒險的故事正如我們所說
[00:07:27.660 --> 00:07:32.760]  這個訴羅在當時教會的心目中是一個間諜
[00:07:32.760 --> 00:07:34.660]  是一個spy
[00:07:34.660 --> 00:07:36.860]  可以是一個敵人
[00:07:36.860 --> 00:07:41.060]  但是阿拿尼啊遵主的命令
[00:07:41.060 --> 00:07:42.460]  去見訴羅的時候
[00:07:42.460 --> 00:07:45.360]  他第一件事說他是誰
[00:07:45.360 --> 00:07:47.760]  弟兄
[00:07:47.760 --> 00:07:49.760]  Brother
[00:07:49.760 --> 00:07:52.060]  You are one of us
[00:07:52.060 --> 00:07:53.860]  因為在基督裡面
[00:07:53.860 --> 00:07:56.660]  我們是一間
[00:07:56.660 --> 00:08:00.260]  你既然已經被上帝的恩典擊倒過
[00:08:00.260 --> 00:08:03.160]  被上帝的恩典改變過
[00:08:03.160 --> 00:08:06.060]  你就是和我們一間
[00:08:06.060 --> 00:08:13.160]  是一個最冒險的在主裡面接待的故事
[00:08:13.160 --> 00:08:19.360]  於是這個訴羅就能夠成為一個真正的門徒
[00:08:19.360 --> 00:08:22.360]  加入了教會
[00:08:22.360 --> 00:08:23.960]  9月21日
[00:08:23.960 --> 00:08:27.860]  訴羅在大馬士革的門徒一起
[00:08:27.860 --> 00:08:30.660]  就住了一些時間
[00:08:30.660 --> 00:08:33.760]  立刻在各個猶太人的會堂
[00:08:33.760 --> 00:08:35.760]  就傳揚耶穌
[00:08:35.760 --> 00:08:38.760]  凡聽見的都很驚奇
[00:08:38.760 --> 00:08:41.960]  因為說這不是殘害教會的那個
[00:08:41.960 --> 00:08:44.960]  但是訴羅就越發有能力的
[00:08:44.960 --> 00:08:47.160]  搏倒大馬士革的猶太人
[00:08:47.160 --> 00:08:52.160]  證明耶穌是基督是彌賽亞
[00:08:52.160 --> 00:08:53.360]  過了好些日子
[00:08:53.360 --> 00:08:55.660]  猶太人雙意要殺訴羅
[00:08:55.660 --> 00:08:59.860]  但他們的計謀被訴羅知道
[00:08:59.860 --> 00:09:04.460]  他們晝夜在城門口守著
[00:09:04.460 --> 00:09:06.460]  想要暗殺他
[00:09:06.460 --> 00:09:07.860]  25節
[00:09:07.860 --> 00:09:08.760]  他的門徒
[00:09:08.760 --> 00:09:09.860]  要說什麼門徒?
[00:09:09.860 --> 00:09:10.960]  保羅的門徒
[00:09:10.960 --> 00:09:14.160]  大概保羅在大馬士革傳讀的時候
[00:09:14.160 --> 00:09:16.060]  有一批人跟了他
[00:09:16.060 --> 00:09:17.160]  信了保羅的福音
[00:09:17.160 --> 00:09:18.360]  就是耶穌的福音
[00:09:18.360 --> 00:09:20.260]  他的門徒就在夜間
[00:09:20.260 --> 00:09:25.760]  用一個纜到城牆那裡把他扔下去
[00:09:25.760 --> 00:09:29.560]  讓他能夠脫險
[00:09:29.560 --> 00:09:32.060]  我們剛才說亞利亞去找訴羅的時候
[00:09:32.060 --> 00:09:33.660]  有一條直街
[00:09:33.660 --> 00:09:35.260]  這條直街到今時今日
[00:09:35.260 --> 00:09:37.360]  大馬士革都有條直街
[00:09:37.360 --> 00:09:39.760]  這條直街大概是跟著當時
[00:09:39.760 --> 00:09:42.060]  2000年之前那條直街
[00:09:42.060 --> 00:09:46.760]  這條直街附近有一間東正教教堂
[00:09:46.760 --> 00:09:48.960]  那間東正教教堂裡面的庭院
[00:09:48.960 --> 00:09:51.460]  就有一個雕像
[00:09:51.460 --> 00:09:53.360]  那個雕像有兩個人
[00:09:53.360 --> 00:09:57.260]  一個就是亞利亞
[00:09:57.260 --> 00:10:00.560]  他是按守在訴羅身上
[00:10:00.560 --> 00:10:03.960]  讓他能夠真正看得見
[00:10:03.960 --> 00:10:05.560]  這個接待的故事
[00:10:05.560 --> 00:10:06.660]  正如我們所說
[00:10:06.660 --> 00:10:10.260]  是一個最重要最冒險的接待故事
[00:10:10.260 --> 00:10:12.160]  但是因為這個接待故事
[00:10:12.160 --> 00:10:15.860]  保羅就成為教會的成員
[00:10:15.860 --> 00:10:18.560]  能夠傳福音
[00:10:18.560 --> 00:10:21.460]  告訴我們每一個信主的人
[00:10:21.460 --> 00:10:24.660]  即使是訴羅或者保羅
[00:10:24.660 --> 00:10:26.560]  一個這麼有能力的人
[00:10:26.560 --> 00:10:28.160]  能夠debate(辯論)
[00:10:28.160 --> 00:10:30.660]  能夠去辯論
[00:10:30.660 --> 00:10:34.360]  都沒有一個人是孤軍作戰的
[00:10:34.360 --> 00:10:36.860]  每一個的門徒在聖經
[00:10:36.860 --> 00:10:40.160]  在《使徒行傳》裡面的刻畫
[00:10:40.160 --> 00:10:43.060]  沒有一個是獨行俠
[00:10:43.060 --> 00:10:49.160]  你記得早陣子有一部電影叫做Top Gun
[00:10:49.160 --> 00:10:51.460]  Top Gun的subtitle是什麼?
[00:10:51.460 --> 00:10:52.860]  Mavic
[00:10:52.860 --> 00:10:54.360]  為什麼?
[00:10:54.360 --> 00:10:56.060]  因為是獨行俠
[00:10:56.060 --> 00:10:59.360]  即是說這個Tom Cruise的角色是一個獨行俠
[00:10:59.360 --> 00:11:03.960]  因為他很有經驗和是很厲害的人
[00:11:03.960 --> 00:11:07.160]  但到最後整部電影都是說什麼?
[00:11:07.160 --> 00:11:09.860]  他都是需要別人救他的
[00:11:09.860 --> 00:11:11.360]  最後他死不去
[00:11:11.360 --> 00:11:16.560]  是因為有一些跟他的學生去救他
[00:11:16.560 --> 00:11:18.160]  沒有人是獨行俠
[00:11:18.160 --> 00:11:20.760]  基督徒更加不會是獨行俠
[00:11:20.760 --> 00:11:22.660]  就像保羅這裡一樣
[00:11:22.660 --> 00:11:25.160]  他有多有能力都好
[00:11:25.160 --> 00:11:27.560]  都是要其他的人去幫他
[00:11:27.560 --> 00:11:30.160]  能夠讓他脫險的
[00:11:30.160 --> 00:11:32.060]  是不是?
[00:11:32.060 --> 00:11:33.060]  我們說過
[00:11:33.060 --> 00:11:38.960]  保羅他本身是一個超正統的猶太拉比
[00:11:38.960 --> 00:11:41.560]  一個超正統的猶太拉比
[00:11:41.560 --> 00:11:43.960]  當他遇見基督之後
[00:11:43.960 --> 00:11:45.760]  他就看不見東西
[00:11:45.760 --> 00:11:48.260]  然後在馬上掉下來
[00:11:48.260 --> 00:11:49.460]  被擊倒
[00:11:49.460 --> 00:11:51.960]  相信他信主的時候
[00:11:51.960 --> 00:11:54.760]  是一個很混亂的時間
[00:11:54.760 --> 00:11:58.360]  我不知道你信主的時候是不是有一點混亂
[00:11:58.360 --> 00:12:00.260]  剛剛信主的時候
[00:12:00.260 --> 00:12:01.960]  都不知道在搞什麼
[00:12:01.960 --> 00:12:04.660]  來到教會原來要做這些事情
[00:12:04.660 --> 00:12:06.160]  原來聖經是這樣的
[00:12:06.160 --> 00:12:08.960]  可能到了今時今日你信了主這麼多年
[00:12:08.960 --> 00:12:10.660]  你打開聖經都很混亂的
[00:12:10.660 --> 00:12:12.260]  是不是?
[00:12:12.260 --> 00:12:13.660]  所以每個信主的時候
[00:12:13.660 --> 00:12:14.760]  保羅其實都是一樣的
[00:12:14.760 --> 00:12:16.660]  是需要別人幫他
[00:12:16.660 --> 00:12:17.760]  阿利亞
[00:12:17.760 --> 00:12:19.160]  你都可以接待他
[00:12:19.160 --> 00:12:21.560]  然後有其他門徒來幫助他
[00:12:21.560 --> 00:12:23.160]  每個人信主的經歷都是一樣
[00:12:23.160 --> 00:12:25.360]  沒有人是獨來獨往
[00:12:25.360 --> 00:12:28.560]  是一定需要其他人來幫他
[00:12:28.560 --> 00:12:32.160]  我記得我年輕的時候
[00:12:32.160 --> 00:12:34.060]  不是很會禱告
[00:12:34.060 --> 00:12:36.160]  不知道禱告是一回事
[00:12:36.160 --> 00:12:39.560]  你去到教會跟別人一起祈禱
[00:12:39.560 --> 00:12:41.860]  或者是祈禱會跟別人一起祈禱的時候
[00:12:41.860 --> 00:12:43.460]  他們叫你做什麼?
[00:12:43.460 --> 00:12:45.060]  低頭祈禱
[00:12:45.060 --> 00:12:46.660]  什麼叫低頭祈禱?
[00:12:46.660 --> 00:12:48.060]  就是一輩子都沒低過頭
[00:12:48.060 --> 00:12:49.160]  是不是?
[00:12:49.160 --> 00:12:51.560]  或者叫你閉上眼睛祈禱
[00:12:51.560 --> 00:12:52.760]  你突然閉上眼睛祈禱
[00:12:52.760 --> 00:12:55.360]  你就很無法集中精神
[00:12:55.360 --> 00:12:57.360]  開眼睛也無法集中精神
[00:12:57.360 --> 00:12:58.860]  那怎麼祈禱呢?
[00:12:58.860 --> 00:13:00.160]  所以有一點混亂
[00:13:00.160 --> 00:13:05.360]  年輕的時候有一個姐姐
[00:13:05.360 --> 00:13:06.860]  就是教會裡面的一個姐姐
[00:13:06.860 --> 00:13:08.160]  就告訴我
[00:13:08.160 --> 00:13:11.360]  她以前信主的時候
[00:13:11.360 --> 00:13:13.060]  她的導師教她
[00:13:13.060 --> 00:13:15.760]  怎麼開始懂得祈禱
[00:13:15.760 --> 00:13:18.960]  就是在自己的房間或者自己的空間
[00:13:18.960 --> 00:13:22.660]  前面放一張空椅
[00:13:22.660 --> 00:13:27.360]  我開始聽到這個所謂的巧妙
[00:13:27.360 --> 00:13:28.660]  一個貼士的時候
[00:13:28.660 --> 00:13:30.960]  我覺得很有意思
[00:13:30.960 --> 00:13:34.760]  讓你具體一點想象到
[00:13:34.760 --> 00:13:36.260]  或者觸碰到
[00:13:36.260 --> 00:13:38.260]  原來神是跟你在一起
[00:13:38.260 --> 00:13:41.060]  跟你好像在聊天一樣
[00:13:41.060 --> 00:13:43.460]  你看到年輕的時候很混亂
[00:13:43.460 --> 00:13:45.360]  可能你今天也是一樣
[00:13:45.360 --> 00:13:46.860]  很混亂
[00:13:46.860 --> 00:13:48.060]  怎麼祈禱呢?
[00:13:48.060 --> 00:13:50.460]  怎麼能夠具體一點去禱告呢?
[00:13:50.460 --> 00:13:52.060]  其實是需要人去幫助
[00:13:52.060 --> 00:13:53.660]  需要人去提點的
[00:13:53.660 --> 00:13:54.760]  對不對?
[00:13:54.760 --> 00:13:57.360]  我記得有一次大學的時候
[00:13:57.360 --> 00:14:02.160]  有一段時間我很想看聖經
[00:14:02.160 --> 00:14:05.660]  我就記得有一個星期六
[00:14:05.660 --> 00:14:08.960]  我早上大概十點、十一點鐘
[00:14:08.960 --> 00:14:10.360]  我自己在家裡
[00:14:10.360 --> 00:14:11.660]  我說不如看看聖經
[00:14:11.660 --> 00:14:13.560]  不知道看什麼
[00:14:13.560 --> 00:14:15.860]  因為聖經這麼厚
[00:14:15.860 --> 00:14:17.960]  在哪裡開始看從何說起呢?
[00:14:17.960 --> 00:14:19.960]  我就打開小行傳
[00:14:19.960 --> 00:14:23.260]  我整本小行傳從頭到尾都看了
[00:14:23.260 --> 00:14:26.360]  第一章到第28章
[00:14:26.360 --> 00:14:28.660]  你猜我明白多少?
[00:14:28.660 --> 00:14:31.560]  我看完之後都不知道看什麼
[00:14:31.560 --> 00:14:34.860]  你知道中文不是差
[00:14:34.860 --> 00:14:36.960]  但總之看完之後就不太明白
[00:14:36.960 --> 00:14:37.960]  他說什麼
[00:14:37.960 --> 00:14:40.360]  這些時間就是最混亂的時間
[00:14:40.360 --> 00:14:42.060]  但是需要什麼人去指點呢?
[00:14:42.060 --> 00:14:43.260]  導師
[00:14:43.260 --> 00:14:44.660]  需要目者
[00:14:44.660 --> 00:14:47.460]  需要其他人去幫助
[00:14:47.460 --> 00:14:49.460]  讓我走這條路的時候
[00:14:49.460 --> 00:14:52.260]  我能夠有所方向
[00:14:52.260 --> 00:14:55.160]  所以我們每一個都不是獨行俠
[00:14:55.160 --> 00:14:59.560]  就算說到我們基督徒的品格
[00:14:59.560 --> 00:15:01.360]  我們剛剛信主一路開始
[00:15:01.360 --> 00:15:03.860]  我們所謂成長或者向前的時候
[00:15:03.860 --> 00:15:06.560]  我們都會鍛鍊到不同的品格
[00:15:06.560 --> 00:15:07.360]  譬如忍耐
[00:15:07.360 --> 00:15:09.760]  忍耐是怎麼鍛鍊出來的?
[00:15:09.760 --> 00:15:12.860]  就是人激你才能夠鍛鍊忍耐
[00:15:12.860 --> 00:15:16.160]  怎樣能夠有愛心?
[00:15:16.160 --> 00:15:18.760]  就是有個人在你面前你很憎恨他
[00:15:18.760 --> 00:15:19.960]  這樣才叫做有愛心
[00:15:19.960 --> 00:15:21.760]  有愛心不是說大家一起嘩嘩
[00:15:21.760 --> 00:15:22.560]  我們同聲同氣
[00:15:22.560 --> 00:15:23.460]  我們很有愛心
[00:15:23.460 --> 00:15:25.260]  那些不是愛心
[00:15:25.260 --> 00:15:28.160]  那些只不過是同聲同氣
[00:15:28.160 --> 00:15:29.460]  但是配搭回來
[00:15:29.460 --> 00:15:30.960]  和其他人來到去
[00:15:30.960 --> 00:15:32.460]  所謂Rub the shoulder
[00:15:32.460 --> 00:15:35.660]  我們才能夠鍛鍊出來
[00:15:35.660 --> 00:15:38.060]  所以是需要其他人
[00:15:38.060 --> 00:15:40.060]  需要其他實體的人
[00:15:40.060 --> 00:15:42.260]  去告訴我們這個信仰
[00:15:42.260 --> 00:15:45.260]  到底是怎麼走下去的
[00:15:45.260 --> 00:15:49.160]  剛才說了Bella剛剛回來
[00:15:49.160 --> 00:15:51.960]  十幾天了
[00:15:51.960 --> 00:15:52.960]  前晚回來
[00:15:52.960 --> 00:15:55.060]  但是她回來的時間不是很久
[00:15:55.060 --> 00:15:57.660]  在芝加哥的時間不是很久
[00:15:57.660 --> 00:16:00.860]  她做spiritual direction
[00:16:00.860 --> 00:16:05.960]  所以我們都需要有若干的spiritual direction
[00:16:05.960 --> 00:16:07.360]  如果不是我們盲腫腫
[00:16:07.360 --> 00:16:10.960]  我們就浪費很多腳骨力
[00:16:10.960 --> 00:16:13.160]  怎樣能夠使我們成長呢?
[00:16:13.160 --> 00:16:14.860]  就是一個群體
[00:16:14.860 --> 00:16:16.860]  而死狼傳就呈現給我們一個群體
[00:16:16.860 --> 00:16:18.960]  就是一個歡迎的群體
[00:16:18.960 --> 00:16:20.660]  一個歡迎異己的群體
[00:16:20.660 --> 00:16:24.460]  是在基督裡面能夠一起
[00:16:24.460 --> 00:16:27.560]  能夠去經歷的
[00:16:27.560 --> 00:16:29.760]  9章26節這個故事繼續發展
[00:16:29.760 --> 00:16:32.860]  就是初信保羅有這樣的經歷
[00:16:32.860 --> 00:16:35.260]  當然他是在大馬士革一段時間
[00:16:35.260 --> 00:16:38.260]  然後他就回到耶路撒冷
[00:16:38.260 --> 00:16:39.960]  這件事就大件事了
[00:16:39.960 --> 00:16:42.160]  怎樣回到耶路撒冷?
[00:16:42.160 --> 00:16:43.660]  耶路撒冷是什麼地方
[00:16:43.660 --> 00:16:47.860]  對於當時的教會來說
[00:16:47.860 --> 00:16:50.960]  是逼伯的開始
[00:16:50.960 --> 00:16:52.860]  他居然回到耶路撒冷
[00:16:52.860 --> 00:16:55.060]  就是還有面子回去
[00:16:55.060 --> 00:16:56.260]  他想做什麼呢?
[00:16:56.260 --> 00:16:59.060]  想與門徒結交
[00:16:59.060 --> 00:17:01.160]  大家是不是歡迎他?
[00:17:01.160 --> 00:17:02.060]  大家當然不是歡迎他
[00:17:02.060 --> 00:17:03.460]  這個可以understand
[00:17:03.460 --> 00:17:05.160]  it's understandable
[00:17:05.160 --> 00:17:07.560]  當然怕了他
[00:17:07.560 --> 00:17:09.960]  不信他是門徒
[00:17:09.960 --> 00:17:11.060]  第27節
[00:17:11.060 --> 00:17:14.060]  只有巴拿巴去接待他
[00:17:14.060 --> 00:17:16.260]  領他去見仕途
[00:17:16.260 --> 00:17:19.260]  就是彼得、約翰雅各教會的領袖
[00:17:19.260 --> 00:17:21.260]  巴拿巴在路上怎樣看見主
[00:17:21.260 --> 00:17:22.460]  怎樣向他說話
[00:17:22.460 --> 00:17:24.960]  在大馬士革怎樣傳揚耶穌
[00:17:24.960 --> 00:17:28.960]  放膽的傳道都述說給仕途聽
[00:17:28.960 --> 00:17:29.860]  然後28節
[00:17:29.860 --> 00:17:31.960]  於是蘇羅就在耶路撒冷
[00:17:31.960 --> 00:17:34.960]  與門徒出入來往
[00:17:34.960 --> 00:17:36.960]  一起同行
[00:17:36.960 --> 00:17:38.560]  奉主的名放膽傳道
[00:17:38.560 --> 00:17:43.960]  並且與說希臘話的猶太人
[00:17:43.960 --> 00:17:46.460]  講論辯駁
[00:17:46.460 --> 00:17:50.560]  他們卻想盡法子要殺他
[00:17:50.560 --> 00:17:52.360]  弟兄們知道
[00:17:52.360 --> 00:17:54.860]  接著就帶他脫險
