
[00:00:00.000 --> 00:00:05.300]  四師是近十年來神使用的青年運動
[00:04:54.700 --> 00:04:56.700]  不是我們喜歡的方式
[00:04:56.700 --> 00:04:59.700]  不是我們以為對的方式
[00:04:59.700 --> 00:05:04.700]  是阿爸父的方式
[00:05:04.700 --> 00:05:10.700]  今天我們整個方派教會出現最大的問題
[00:05:10.700 --> 00:05:13.700]  是因為我們活在這個邪惡的世代
[00:05:13.700 --> 00:05:16.700]  這個邪惡的世代是告訴我們
[00:05:16.700 --> 00:05:19.700]  我們不是太需要神
[00:05:19.700 --> 00:05:21.700]  弟兄姊妹你有沒有覺得
[00:05:21.700 --> 00:05:26.700]  我不回小組對我沒什麼影響
[00:05:26.700 --> 00:05:27.700]  有沒有
[00:05:27.700 --> 00:05:30.700]  我不回團契也沒什麼影響
[00:05:30.700 --> 00:05:33.700]  不回小組也沒什麼影響
[00:05:33.700 --> 00:05:38.700]  就算不回崇拜也沒什麼影響
[00:05:38.700 --> 00:05:40.700]  因為今天我們不是用一個
[00:05:40.700 --> 00:05:46.700]  按著神的心意去選擇生活的文化
[00:05:46.700 --> 00:05:49.700]  今天這個文化不斷教我們
[00:05:49.700 --> 00:05:52.700]  要先滿足自己的需要
[00:05:52.700 --> 00:05:54.700]  先滿足自己的感受
[00:05:54.700 --> 00:05:57.700]  神給了我們這麼多的能力
[00:05:57.700 --> 00:05:59.700]  在文化裡面已經給了我們很多很多的能力
[00:05:59.700 --> 00:06:01.700]  今天的文化已經到了成熟的階段
[00:06:01.700 --> 00:06:03.700]  到一個地步已經說
[00:06:03.700 --> 00:06:04.700]  就算沒有神
[00:06:04.700 --> 00:06:07.700]  我也可以好好地地生活
[00:06:07.700 --> 00:06:09.700]  當然這個不是每個基督徒
[00:06:09.700 --> 00:06:11.700]  應該經歷到的情況
[00:06:11.700 --> 00:06:13.700]  不過有不少的弟兄姊妹
[00:06:13.700 --> 00:06:17.700]  慢慢被這個世界洗了腦
[00:06:17.700 --> 00:06:19.700]  越來越覺得有沒有神
[00:06:19.700 --> 00:06:23.700]  對我的生活影響不大
[00:06:23.700 --> 00:06:25.700]  所以我們在選擇選擇選擇
[00:06:25.700 --> 00:06:27.700]  不斷地選擇的過程裡面
[00:06:27.700 --> 00:06:30.700]  學了做一個現代的
[00:06:30.700 --> 00:06:32.700]  在實質生活裡面
[00:06:32.700 --> 00:06:36.700]  近乎無神主義的基督徒
[00:06:36.700 --> 00:06:37.700]  我們不是將我們的生命
[00:06:37.700 --> 00:06:41.700]  完完全全獻上給神的
[00:06:41.700 --> 00:06:43.700]  我們對我們的生命
[00:06:43.700 --> 00:06:46.700]  可能對神也是十一奉獻
[00:06:46.700 --> 00:06:49.700]  星期六星期日就做一個好的基督徒
[00:06:49.700 --> 00:06:54.700]  星期一至五就做一個勞力勤奮的香港人
[00:06:54.700 --> 00:06:57.700]  神在哪裡呢
[00:06:57.700 --> 00:07:00.700]  神慢慢遠離了我們的生活
[00:07:00.700 --> 00:07:02.700]  所以我們也很努力去愛的時候
[00:07:02.700 --> 00:07:03.700]  很努力在教會裡面
[00:07:03.700 --> 00:07:07.700]  想去給愛出來的時候
[00:07:07.700 --> 00:07:09.700]  我們給出來的愛
[00:07:09.700 --> 00:07:13.700]  因為沒有緊緊接著愛的源頭的時候
[00:07:13.700 --> 00:07:15.700]  夾雜著很多沙石
[00:07:15.700 --> 00:07:18.700]  夾雜著很多的血氣
[00:07:18.700 --> 00:07:21.700]  夾雜著很多人的限制
[00:07:21.700 --> 00:07:24.700]  令到我們所分享出來的愛
[00:07:24.700 --> 00:07:28.700]  產生不了我們期望見到的建立的效果
[00:07:28.700 --> 00:07:30.700]  所以在這裡很重要
[00:07:30.700 --> 00:07:32.700]  這裡提醒我們
[00:07:32.700 --> 00:07:35.700]  你們能夠彼此相愛
[00:07:35.700 --> 00:07:40.700]  是因為你們願意做門徒
[00:07:40.700 --> 00:07:41.700]  弟兄姊妹,如果我們今天
[00:07:41.700 --> 00:07:44.700]  不是用一個做門徒的心態
[00:07:44.700 --> 00:07:46.700]  來去跟耶穌
[00:07:46.700 --> 00:07:49.700]  教會成為一個門徒的群體的時候
[00:07:49.700 --> 00:07:53.700]  這份愛望很難張開
[00:07:53.700 --> 00:07:54.700]  就算我們張開了這個愛望
[00:07:54.700 --> 00:07:57.700]  這個愛望會有很多洞洞瀨瀨
[00:07:57.700 --> 00:08:00.700]  很多穿的地方
[00:08:00.700 --> 00:08:01.700]  產生不了這個愛望
[00:08:01.700 --> 00:08:03.700]  原本應該有一個勝在的能力
[00:08:03.700 --> 00:08:07.700]  令到人可以在我們中間去經歷到
[00:08:07.700 --> 00:08:13.700]  體驗到神給我們的那份祝福和愛和恩典
[00:08:13.700 --> 00:08:19.700]  弟兄姊妹,今天你願意付出多少代價
[00:08:19.700 --> 00:08:22.700]  去成為耶穌的門徒呢?
[00:08:22.700 --> 00:08:30.700]  今天你是否決定沒有了耶穌不行呢?
[00:08:30.700 --> 00:08:35.700]  今天你是否決定一至星期日
[00:08:35.700 --> 00:08:37.700]  七天二十四小時
[00:08:37.700 --> 00:08:40.700]  都承認我是耶穌的門徒
[00:08:40.700 --> 00:08:42.700]  我不是靠自己的能力去生活
[00:08:42.700 --> 00:08:45.700]  我不是靠自己的能力去愛
[00:08:45.700 --> 00:08:49.700]  而是願意放下
[00:08:49.700 --> 00:08:52.700]  聖經教我們要謙卑與神同行
[00:08:52.700 --> 00:08:55.700]  才能夠活出他的公義
[00:08:55.700 --> 00:08:57.700]  我們願意放下自己
[00:08:57.700 --> 00:08:59.700]  放下自己的想法
[00:08:59.700 --> 00:09:01.700]  放下自己的利益
[00:09:01.700 --> 00:09:05.700]  去相信這是愛我們的阿爸父
[00:09:05.700 --> 00:09:08.700]  我們是蒙神愛的兒女
[00:09:08.700 --> 00:09:13.700]  因為我的成長不是一個很蒙愛的兒子
[00:09:13.700 --> 00:09:15.700]  所以我投射出來的天賦
[00:09:15.700 --> 00:09:17.700]  在我年輕的時代
[00:09:17.700 --> 00:09:21.700]  都不是令我有一個很蒙愛的心
[00:09:21.700 --> 00:09:22.700]  所以我經常很疑惑
[00:09:22.700 --> 00:09:24.700]  我這個天上的阿爸父
[00:09:24.700 --> 00:09:26.700]  好像我地上的阿爸父一樣
[00:09:26.700 --> 00:09:29.700]  總是把我喜歡的東西拿走
[00:09:29.700 --> 00:09:31.700]  總是令我不開心
[00:09:31.700 --> 00:09:33.700]  總是要挑戰我
[00:09:33.700 --> 00:09:35.700]  但是不是這樣呢?
[00:09:35.700 --> 00:09:39.700]  我不知道你是否正在經歷這樣的經歷
[00:09:39.700 --> 00:09:42.700]  但這是撒旦給我們的謊言
[00:09:42.700 --> 00:09:44.700]  給我的謊言
[00:09:44.700 --> 00:09:47.700]  因為我沒有好好處理與神的關係
[00:09:47.700 --> 00:09:50.700]  去體驗我們天上的阿爸父
[00:09:50.700 --> 00:09:53.700]  是一個將最好的
[00:09:53.700 --> 00:09:57.700]  要送給我們這些蒙愛的兒女
[00:09:57.700 --> 00:09:59.700]  因著耶穌基督成為他的兒女
[00:09:59.700 --> 00:10:01.700]  雖然好像是收納的
[00:10:01.700 --> 00:10:03.700]  好像不是親生的
[00:10:03.700 --> 00:10:05.700]  我們會有很多疑惑
[00:10:05.700 --> 00:10:12.700]  但我們要細細品嘗神這份豐盛的愛
[00:10:12.700 --> 00:10:15.700]  以致我們能夠學會
[00:10:15.700 --> 00:10:18.700]  怎樣將神給我們的愛
[00:10:18.700 --> 00:10:21.700]  我們所經歷的愛
[00:10:21.700 --> 00:10:25.700]  去活出、去送出去
[00:10:25.700 --> 00:10:30.700]  剛剛我星期五去聽一個講員分享
[00:10:30.700 --> 00:10:33.700]  他叫張蒙恩
[00:10:33.700 --> 00:10:37.700]  他寫的書在台灣也是暢銷書
[00:10:37.700 --> 00:10:39.700]  這本叫做《禮物》
[00:10:39.700 --> 00:10:42.700]  我女兒經常做禮物送給別人
[00:10:42.700 --> 00:10:43.700]  因為她說
[00:10:43.700 --> 00:10:46.700]  講恩信、稱義講得最好
[00:10:46.700 --> 00:10:48.700]  其實我還沒看清楚
[00:10:48.700 --> 00:10:53.700]  但我看到講恩典講得很好
[00:10:53.700 --> 00:10:56.700]  究竟天上的阿爸父怎樣去學
[00:10:56.700 --> 00:10:58.700]  我們怎樣學天父去愛呢?
[00:10:58.700 --> 00:11:03.700]  他用了路加夫音審張狼子的比喻
[00:11:03.700 --> 00:11:06.700]  去講天上的慈父
[00:11:06.700 --> 00:11:09.700]  有六個恩典
[00:11:09.700 --> 00:11:12.700]  這個講員很有趣
[00:11:12.700 --> 00:11:15.700]  他經常告訴別人
[00:11:15.700 --> 00:11:17.700]  我很喜歡車
[00:11:17.700 --> 00:11:21.700]  所以他有一輛紀念版的Porsche
[00:11:21.700 --> 00:11:24.700]  拿張照片出來給我們看
[00:11:24.700 --> 00:11:26.700]  你知不知道看到這張照片
[00:11:26.700 --> 00:11:28.700]  我覺得他是故意這樣做的
[00:11:28.700 --> 00:11:29.700]  為什麼呢?
[00:11:29.700 --> 00:11:31.700]  他想看看有多少弟兄姊妹
[00:11:31.700 --> 00:11:33.700]  有多少傳道同工
[00:11:33.700 --> 00:11:37.700]  承載得起神對他這份禮物
[00:11:37.700 --> 00:11:39.700]  是否能夠接受呢?
[00:11:39.700 --> 00:11:40.700]  有些人看到
[00:11:40.700 --> 00:11:42.700]  台灣有很多人罵他
[00:11:42.700 --> 00:11:44.700]  說他是成功主義
[00:11:44.700 --> 00:11:46.700]  說他做傳道人
[00:11:46.700 --> 00:11:49.700]  做到拿著Porsche到處走
[00:11:49.700 --> 00:11:51.700]  怎麼可能呢?
[00:11:51.700 --> 00:11:53.700]  這麼重物質
[00:11:53.700 --> 00:11:57.700]  有很多很多論斷的說話
[00:11:57.700 --> 00:12:00.700]  他就在選擇
[00:12:00.700 --> 00:12:05.700]  有多少人來聽這個講座的侍奉團隊
[00:12:05.700 --> 00:12:10.700]  有多少人有蒙神愛的心
[00:12:10.700 --> 00:12:12.700]  心裡面很滿足
[00:12:12.700 --> 00:12:18.700]  很相信神可以這麼誇張地送禮物給他愛子
[00:12:18.700 --> 00:12:20.700]  耶穌都送給我們了
[00:12:20.700 --> 00:12:23.700]  Porsche是什麼呢?
[00:12:23.700 --> 00:12:25.700]  我們很多都接受不了
[00:12:25.700 --> 00:12:27.700]  你問我心裡也有一點不滿
[00:12:27.700 --> 00:12:29.700]  不過多聽兩次
[00:12:29.700 --> 00:12:31.700]  想想真的可以
[00:12:31.700 --> 00:12:32.700]  為什麼不行呢?
[00:12:32.700 --> 00:12:34.700]  只不過我沒有去求這份禮物
[00:12:34.700 --> 00:12:36.700]  或者我不喜歡這份禮物
[00:12:36.700 --> 00:12:37.700]  我不需要這份禮物
[00:12:37.700 --> 00:12:39.700]  我從來沒有想過神會送這份禮物給我
[00:12:39.700 --> 00:12:41.700]  所以我沒有
[00:12:41.700 --> 00:12:45.700]  原來天父神很想送
[00:12:45.700 --> 00:12:47.700]  很寶貴的禮物給我
[00:12:47.700 --> 00:12:48.700]  送給每一個
[00:12:48.700 --> 00:12:50.700]  其實我們每一個都是浪子
[00:12:50.700 --> 00:12:52.700]  我們都走了出去
[00:12:52.700 --> 00:12:55.700]  但是神用什麼愛來對待我們呢?
[00:12:55.700 --> 00:12:59.700]  當他髒髒的衣衫褸一身臭味的時候
[00:12:59.700 --> 00:13:03.700]  我們天父神怎麼接待呢?
[00:13:03.700 --> 00:13:05.700]  在那個比喻裡面說
[00:13:05.700 --> 00:13:08.700]  他就遠遠地看到他的時候
[00:13:08.700 --> 00:13:11.700]  就主動去迎接他
[00:13:11.700 --> 00:13:14.700]  從來沒有說他有什麼對有什麼錯
[00:13:14.700 --> 00:13:15.700]  沒有 不需要說
[00:13:15.700 --> 00:13:19.700]  只需要說 我的手張開要擁抱你
[00:13:19.700 --> 00:13:22.700]  然後連連與他親嘴
[00:13:22.700 --> 00:13:24.700]  這些全部都是恩典
[00:13:24.700 --> 00:13:27.700]  今天我們失散的家人
[00:13:27.700 --> 00:13:29.700]  要回家了
[00:13:29.700 --> 00:13:31.700]  可能他是同性戀
[00:13:31.700 --> 00:13:34.700]  你可不可以張開手去迎向他呢?
[00:13:34.700 --> 00:13:37.700]  可能他是貪心 貪小便宜
[00:13:37.700 --> 00:13:39.700]  經常拿別人的東西來用
[00:13:39.700 --> 00:13:41.700]  你的同事可能是這樣
[00:13:41.700 --> 00:13:43.700]  可能那個人很不尊重你
[00:13:43.700 --> 00:13:46.700]  當你死的時候就像小兒子當父親
[00:13:46.700 --> 00:13:48.700]  老爸沒死就要拿家產
[00:13:48.700 --> 00:13:51.700]  你可不可以用天父的愛
[00:13:51.700 --> 00:13:56.700]  去迎接這個失落了 離開了的家人呢?
[00:13:56.700 --> 00:13:59.700]  弟兄姊妹
[00:13:59.700 --> 00:14:02.700]  在你身邊有弟兄姊妹做事
[00:14:02.700 --> 00:14:03.700]  不合你心意
[00:14:03.700 --> 00:14:05.700]  甚至你斷定他
[00:14:05.700 --> 00:14:06.700]  也不合神的心意
[00:14:06.700 --> 00:14:07.700]  真是個罪人
[00:14:07.700 --> 00:14:09.700]  不過他也是蒙恩的罪人
[00:14:09.700 --> 00:14:11.700]  他要回來了
[00:14:11.700 --> 00:14:14.700]  你願不願意主動地
[00:14:14.700 --> 00:14:16.700]  告訴他 我願意接納你
[00:14:16.700 --> 00:14:19.700]  我不計較你做錯了什麼
[00:14:19.700 --> 00:14:21.700]  你怎樣得罪神 怎樣得罪人
[00:14:21.700 --> 00:14:23.700]  怎樣得罪我 我都不計較
[00:14:23.700 --> 00:14:25.700]  你回來就好了
[00:14:25.700 --> 00:14:27.700]  你回來我就很開心了
[00:14:27.700 --> 00:14:29.700]  你回來我就去接待你
[00:14:29.700 --> 00:14:33.700]  願意跟你有一個緊密的生命的接觸
[00:14:33.700 --> 00:14:35.700]  擁抱
[00:14:35.700 --> 00:14:38.700]  擁抱容易嗎?
[00:14:38.700 --> 00:14:41.700]  你見過有人擁抱嗎?
[00:14:41.700 --> 00:14:43.700]  我以前講過見證
[00:14:43.700 --> 00:14:47.700]  我跟爸爸第一次身體接觸成長了之後
[00:14:47.700 --> 00:14:50.700]  他就甩開我
[00:14:50.700 --> 00:14:52.700]  我繼續學
[00:14:52.700 --> 00:14:55.700]  你願不願意繼續學呢?
[00:14:55.700 --> 00:15:02.700]  耶穌說 你要按我愛你的方式去愛
[00:15:02.700 --> 00:15:08.700]  耶穌跟天父愛的方式去愛
[00:15:08.700 --> 00:15:14.700]  我們有沒有跟耶穌跟天父的方式去愛呢?
[00:15:14.700 --> 00:15:16.700]  這個張蒙恩牧師
[00:15:16.700 --> 00:15:20.700]  他說他是某某宗派的會長
[00:15:20.700 --> 00:15:23.700]  最頂尖的牧師的兒子
[00:15:23.700 --> 00:15:27.700]  他說他三四歲在客廳玩玩具的時候
[00:15:27.700 --> 00:15:30.700]  已經有很多牧師來找他爸爸聊天
[00:15:30.700 --> 00:15:33.700]  講很多教會的黑暗
[00:15:33.700 --> 00:15:35.700]  我最明白教會的黑暗
[00:15:35.700 --> 00:15:39.700]  我心想他還可以信耶穌做牧師
[00:15:39.700 --> 00:15:41.700]  真是很大恩典
[00:15:41.700 --> 00:15:47.700]  很多牧師仔在這種情況下已經不想信耶穌
[00:15:47.700 --> 00:15:49.700]  就算信耶穌也不會回教會
[00:15:49.700 --> 00:15:50.700]  為什麼呢?
[00:15:50.700 --> 00:15:52.700]  覺得教會已經宗教化了
[00:15:52.700 --> 00:15:53.700]  官僚化了
[00:15:53.700 --> 00:15:56.700]  已經在神的心意裡失效了
[00:15:56.700 --> 00:16:03.700]  美國今天還在發生教會出走運動
[00:16:03.700 --> 00:16:06.700]  離開教會的人
[00:16:06.700 --> 00:16:08.700]  他們不是不信耶穌
[00:16:08.700 --> 00:16:10.700]  被留在教會的人
[00:16:10.700 --> 00:16:13.700]  差不多一樣數量
[00:16:13.700 --> 00:16:15.700]  為什麼呢?
[00:16:15.700 --> 00:16:19.700]  因為我們領受了神的恩典
[00:16:19.700 --> 00:16:21.700]  我們不懂得感恩
[00:16:21.700 --> 00:16:22.700]  我們不懂得仿效
[00:16:22.700 --> 00:16:25.700]  我們用人的方法來開會的時候
[00:16:25.700 --> 00:16:29.700]  教會僵化了
[00:16:29.700 --> 00:16:32.700]  教會失去了愛的動力
[00:16:32.700 --> 00:16:37.700]  我們有敬虔有相愛的外貌
[00:16:37.700 --> 00:16:41.700]  但卻失去了實質
[00:16:41.700 --> 00:16:45.700]  我最近聽到有團計轉小組
[00:16:45.700 --> 00:16:47.700]  為什麼轉小組呢?
[00:16:47.700 --> 00:16:50.700]  不用每個星期都回來
[00:16:50.700 --> 00:16:57.700]  我們的相交生活出了什麼問題?
[00:16:57.700 --> 00:17:00.700]  大家都不願意去真實的
[00:17:00.700 --> 00:17:02.700]  去面對神
[00:17:02.700 --> 00:17:04.700]  對我們的生命的光照
[00:17:04.700 --> 00:17:05.700]  然後去分享
[00:17:05.700 --> 00:17:07.700]  去彼此建立
[00:17:07.700 --> 00:17:09.700]  我們都不願意
[00:17:09.700 --> 00:17:13.700]  因為我們活在一個沒有平安感
[00:17:13.700 --> 00:17:16.700]  沒有安全感的群體裡
[00:17:16.700 --> 00:17:19.700]  我們很怕被拒絕
[00:17:19.700 --> 00:17:22.700]  因為我們很容易去論斷別人
[00:17:22.700 --> 00:17:25.700]  我們沒有張開的手臂
[00:17:25.700 --> 00:17:28.700]  面對像耶穌天父一樣
[00:17:28.700 --> 00:17:31.700]  去擁抱回家的罪人
[00:17:31.700 --> 00:17:34.700]  我們在這個家裡有很多論斷
[00:17:34.700 --> 00:17:37.700]  有些論斷有理性基礎
[00:17:37.700 --> 00:17:39.700]  有些論斷沒有理性基礎
[00:17:39.700 --> 00:17:42.700]  無論有理性基礎沒有理性基礎
[00:17:42.700 --> 00:17:43.700]  有道理與否
[00:17:43.700 --> 00:17:47.700]  我們都是在做神不喜歡我們做的事
[00:17:47.700 --> 00:17:50.700]  令到我們的相交變得虛假
[00:17:50.700 --> 00:17:52.700]  令到我們的相交變得膚淺
[00:17:52.700 --> 00:17:56.700]  令到我們的相交不到肉
[00:17:56.700 --> 00:18:00.700]  弟兄姊妹
[00:18:00.700 --> 00:18:02.700]  你在這個教會裡
[00:18:02.700 --> 00:18:06.700]  最難頂哪個弟兄姊妹呢?
[00:18:06.700 --> 00:18:09.700]  你不可以跟她祈禱
[00:18:09.700 --> 00:18:10.700]  你不可以兩個人兩個人
[00:18:10.700 --> 00:18:12.700]  分組的時候跟她一起祈禱
[00:18:12.700 --> 00:18:13.700]  你不可以跟她說
[00:18:13.700 --> 00:18:16.700]  你生命有困難的地方
[00:18:16.700 --> 00:18:17.700]  有軟弱的地方
[00:18:17.700 --> 00:18:19.700]  有黑暗的地方
[00:18:19.700 --> 00:18:21.700]  弟兄姊妹
[00:18:21.700 --> 00:18:23.700]  這個就是你要學
[00:18:23.700 --> 00:18:25.700]  去按著整個心意
[00:18:25.700 --> 00:18:26.700]  去接納
[00:18:26.700 --> 00:18:28.700]  開放
[00:18:28.700 --> 00:18:29.700]  寬恕
[00:18:29.700 --> 00:18:31.700]  甚至自己去認錯
[00:18:31.700 --> 00:18:35.700]  一個很重要的門徒訓練的基礎
[00:18:35.700 --> 00:18:36.700]  教會的門訓
[00:18:36.700 --> 00:18:39.700]  不是要用哪一套課程
[00:18:39.700 --> 00:18:41.700]  那些課程都有用的
[00:18:41.700 --> 00:18:43.700]  教會的門訓最重要的
[00:18:43.700 --> 00:18:45.700]  你去面對生命
[00:18:45.700 --> 00:18:48.700]  在生活裡面去面對神的光照
[00:18:48.700 --> 00:18:49.700]  神的話語的提醒
[00:18:49.700 --> 00:18:52.700]  你切實去做
[00:18:52.700 --> 00:18:54.700]  有沒有人毀身
[00:18:54.700 --> 00:18:57.700]  去為了你這個掙扎
[00:18:57.700 --> 00:18:59.700]  去代求
[00:18:59.700 --> 00:19:00.700]  去支持你
[00:19:00.700 --> 00:19:03.700]  去鼓勵你去做
[00:19:03.700 --> 00:19:05.700]  張文庚牧師
[00:19:05.700 --> 00:19:08.700]  他面對教會是一個很大的黑暗
[00:19:08.700 --> 00:19:10.700]  但是他沒有看到那些黑暗
[00:19:10.700 --> 00:19:12.700]  不是定睛看到那些黑暗
[00:19:12.700 --> 00:19:13.700]  他看到的是
[00:19:13.700 --> 00:19:15.700]  神一個更大的恩典
[00:19:15.700 --> 00:19:16.700]  去包容去接納
[00:19:16.700 --> 00:19:18.700]  我們這班蒙恩的罪人
[00:19:18.700 --> 00:19:22.700]  所以他的名字叫張無恩
[00:19:22.700 --> 00:19:25.700]  他看到他自己的生命
[00:19:25.700 --> 00:19:27.700]  以為自己很信靠神
[00:19:27.700 --> 00:19:30.700]  直到在大學成為風頭等
[00:19:30.700 --> 00:19:32.700]  接著出事
[00:19:32.700 --> 00:19:35.700]  感情上遇到很大的挫敗
[00:19:35.700 --> 00:19:37.700]  完全倒下來
[00:19:37.700 --> 00:19:38.700]  甚至自殺
[00:19:38.700 --> 00:19:39.700]  想自死
[00:19:39.700 --> 00:19:41.700]  不面對到自己
[00:19:41.700 --> 00:19:44.700]  才重新察覺原來他自己的人生
[00:19:44.700 --> 00:19:46.700]  以為已靠神
[00:19:46.700 --> 00:19:49.700]  而卻是靠自己
[00:19:49.700 --> 00:19:52.700]  他的醒悟令他重新學習謙卑
[00:19:52.700 --> 00:19:53.700]  他的醒悟令他知道
[00:19:53.700 --> 00:19:55.700]  他不可以靠自己的能力
[00:19:55.700 --> 00:19:57.700]  去成為耶穌的門徒
[00:19:57.700 --> 00:20:00.700]  他要學順服
[00:20:00.700 --> 00:20:02.700]  就是神就算叫他做一些
[00:20:02.700 --> 00:20:06.700]  好像很蠢很傻的事
[00:20:06.700 --> 00:20:09.700]  他都會去做
