
[00:00:00.000 --> 00:00:07.200]  詩篇裏面充滿着很多私人的喜樂的源頭
[00:01:43.160 --> 00:01:46.760]  因靠耶和華而來的喜樂是我們的力量
[00:01:46.760 --> 00:01:50.920]  所以同樣的詩人在這裏說到
[00:01:50.920 --> 00:01:52.600]  他的能力
[00:01:52.600 --> 00:01:55.640]  從神而來的能力就是喜樂的源頭
[00:01:55.640 --> 00:01:58.080]  第二這裏也提到救恩
[00:01:58.080 --> 00:01:59.120]  在第一節這裏說
[00:01:59.120 --> 00:02:03.160]  因你的救恩,他的快樂何其大
[00:02:03.160 --> 00:02:04.560]  這個救恩
[00:02:04.560 --> 00:02:11.120]  希伯來語文的字根就是拯救者
[00:02:11.120 --> 00:02:13.560]  或者有釋放
[00:02:13.560 --> 00:02:15.680]  或者是勝利的意思
[00:02:15.680 --> 00:02:18.960]  所以其實他和約書亞這個名字
[00:02:18.960 --> 00:02:22.600]  或者新約到七十字本翻譯爲約斯亞這個字
[00:02:22.600 --> 00:02:24.000]  翻譯爲耶穌
[00:02:24.000 --> 00:02:25.280]  其實都是這個字根
[00:02:25.280 --> 00:02:28.800]  就是祂是我們的救恩
[00:02:28.800 --> 00:02:31.120]  耶穌就是救主
[00:02:31.120 --> 00:02:33.920]  所以這裏就是詩人體會到
[00:02:33.920 --> 00:02:35.920]  神所賜給我們的能力
[00:02:35.920 --> 00:02:37.160]  賜給我們的救恩
[00:02:37.160 --> 00:02:40.200]  就是我們喜樂的源頭
[00:02:40.200 --> 00:02:41.680]  你留意這篇詩篇
[00:02:41.680 --> 00:02:43.600]  他是用王
[00:02:43.600 --> 00:02:44.600]  他說耶和華
[00:02:44.600 --> 00:02:47.160]  王必因你的能力歡喜
[00:02:47.160 --> 00:02:49.440]  然後最後他說王以靠耶和華
[00:02:49.440 --> 00:02:51.360]  因至高者的慈愛必不動搖
[00:02:51.360 --> 00:02:54.240]  請問這個王指是誰?
[00:02:54.240 --> 00:02:54.840]  大衛
[00:02:54.840 --> 00:03:00.040]  所以這個詩篇是其中一篇大衛所寫的詩篇
[00:03:00.040 --> 00:03:02.360]  他特別提到
[00:03:02.360 --> 00:03:04.520]  他是因着神的能力
[00:03:04.520 --> 00:03:07.360]  因着神自己的請求
[00:03:07.360 --> 00:03:09.520]  而得着快樂
[00:03:09.520 --> 00:03:11.800]  他說我的快樂是何其大呢?
[00:03:11.800 --> 00:03:13.880]  他當然以第三身來描寫
[00:03:13.880 --> 00:03:17.600]  他自己所經歷的一切
[00:03:17.600 --> 00:03:19.840]  所以我們看到這個詩人
[00:03:19.840 --> 00:03:22.480]  大衛王特別指到這個王者
[00:03:22.480 --> 00:03:25.000]  他不是因爲他的權制
[00:03:25.000 --> 00:03:26.240]  來得着喜樂
[00:03:26.240 --> 00:03:30.200]  不只是因爲他自己的軍力或者能力
[00:03:30.200 --> 00:03:32.960]  或者他的富裕得着喜樂
[00:03:32.960 --> 00:03:34.960]  這個王特別有意思的就是
[00:03:34.960 --> 00:03:38.360]  他是因着神而來的喜樂
[00:03:38.360 --> 00:03:41.680]  他的安全感是因爲在神那裏得到的安全感
[00:03:41.680 --> 00:03:44.280]  他的救恩不是因爲他的軍力
[00:03:44.280 --> 00:03:45.800]  不是因爲他的財富
[00:03:45.800 --> 00:03:48.680]  是因爲從神而來的救恩
[00:03:48.680 --> 00:03:52.400]  如果我們說大衛王作爲代表
[00:03:52.400 --> 00:03:56.640]  我們就深深感受到他這篇詩篇背後的意思
[00:03:56.640 --> 00:04:02.160]  因爲大衛王他一生裏面經歷了很多不同的挑戰
[00:04:02.160 --> 00:04:03.720]  很多的患難
[00:04:03.720 --> 00:04:05.080]  有時的危機
[00:04:05.080 --> 00:04:07.240]  甚至生命的危險
[00:04:07.240 --> 00:04:10.880]  我們知道他在一生當中逃避疏落
[00:04:10.880 --> 00:04:12.440]  有兩次
[00:04:12.440 --> 00:04:14.960]  後來他的兒子阿撒倫
[00:04:14.960 --> 00:04:16.840]  他也是逃難
[00:04:16.840 --> 00:04:21.080]  在這個走難困逼的當中
[00:04:21.080 --> 00:04:22.880]  所以我們看到大衛的生平
[00:04:22.880 --> 00:04:27.000]  我們發現原來不是說他一帆風順
[00:04:27.000 --> 00:04:29.240]  他是多次經歷危難
[00:04:29.240 --> 00:04:32.200]  但是神的能力成爲他的保障
[00:04:32.200 --> 00:04:35.560]  他多次經歷戰爭危險
[00:04:35.560 --> 00:04:37.240]  但是在困境當中
[00:04:37.240 --> 00:04:39.480]  上帝是他的救恩
[00:04:39.480 --> 00:04:41.400]  上帝聽他的禱告
[00:04:41.400 --> 00:04:43.280]  賜給他心所願
[00:04:43.280 --> 00:04:44.880]  因此他說
[00:04:44.880 --> 00:04:47.040]  我靠着神的能力
[00:04:47.040 --> 00:04:48.680]  和他的救恩
[00:04:48.680 --> 00:04:50.640]  而得着安穩
[00:04:50.640 --> 00:04:54.320]  產生心裏面的平安喜樂
[00:04:54.320 --> 00:04:54.920]  親愛的兄弟姐妹
[00:04:54.920 --> 00:04:56.200]  今天其實也是一樣
[00:04:56.200 --> 00:04:59.320]  我們人生當中都會有危難
[00:04:59.320 --> 00:05:01.000]  有困苦
[00:05:01.000 --> 00:05:03.120]  但是什麼是真正的喜樂呢?
[00:05:03.120 --> 00:05:07.920]  有時有些事是令我們本身沒辦法快樂的
[00:05:07.920 --> 00:05:11.320]  但是唯有在神裏面的救恩
[00:05:11.320 --> 00:05:13.000]  和祂給我們的能力
[00:05:13.000 --> 00:05:15.280]  是我們真正的喜樂
[00:05:15.280 --> 00:05:18.120]  這次我們去聖地裏面
[00:05:18.120 --> 00:05:19.480]  和大衛也很有關係
[00:05:19.480 --> 00:05:21.960]  因爲我們去過大衛城
[00:05:21.960 --> 00:05:24.520]  又去過大衛塔
[00:05:24.520 --> 00:05:26.480]  去過那些頂尖的
[00:05:26.480 --> 00:05:29.360]  最後我們去過大衛的什麼?
[00:05:29.360 --> 00:05:32.000]  大衛墓
[00:05:32.000 --> 00:05:33.360]  有一個地方很特別
[00:05:33.360 --> 00:05:34.520]  是大衛人生經歷的
[00:05:34.520 --> 00:05:35.880]  就是這個地方
[00:05:35.880 --> 00:05:38.680]  叫做忍基底
[00:05:38.680 --> 00:05:41.040]  忍基底
[00:05:41.040 --> 00:05:43.680]  其實它
[00:05:43.680 --> 00:05:44.760]  原文的意思
[00:05:44.760 --> 00:05:45.760]  這個忍字
[00:05:45.760 --> 00:05:50.240]  如果大家現在用現代的一些譯本
[00:05:50.240 --> 00:05:52.520]  你查忍基底是查不到的
[00:05:52.520 --> 00:05:55.040]  必須要查忍一點基底
[00:05:55.040 --> 00:05:57.800]  因爲其實原文的意思
[00:05:57.800 --> 00:06:01.280]  忍是一個水泉的意思
[00:06:01.280 --> 00:06:04.000]  基底就是一個小羊
[00:06:04.000 --> 00:06:06.880]  或者是小羊之泉
[00:06:06.880 --> 00:06:07.960]  加上這個地方
[00:06:07.960 --> 00:06:10.240]  所以這個是一個泉的地方
[00:06:10.240 --> 00:06:12.720]  對於大衛的生平有什麼特別呢?
[00:06:12.720 --> 00:06:15.680]  因爲大衛曾經是逃避
[00:06:15.680 --> 00:06:17.760]  這個掃羅的追趕
[00:06:17.760 --> 00:06:18.720]  追殺
[00:06:18.720 --> 00:06:21.120]  他多次來到逃難
[00:06:21.120 --> 00:06:22.840]  最後他去到這個地方
[00:06:22.840 --> 00:06:24.320]  就是忍基底了
[00:06:24.320 --> 00:06:25.280]  忍基底
[00:06:25.280 --> 00:06:27.280]  因爲它另外一個翻譯
[00:06:27.280 --> 00:06:30.120]  就是叫做野地的盤石
[00:06:30.120 --> 00:06:33.600]  所以那裏有很多在野地當中的盤石
[00:06:33.600 --> 00:06:36.320]  這個盤石就是他很多時候
[00:06:36.320 --> 00:06:37.720]  大衛在這邊追趕他
[00:06:37.720 --> 00:06:39.880]  他就繞到另外一邊
[00:06:39.880 --> 00:06:41.960]  有一次大家記得
[00:06:41.960 --> 00:06:44.560]  在大衛追殺他的時候
[00:06:44.560 --> 00:06:47.760]  就需要去方便一下
[00:06:47.760 --> 00:06:49.000]  結果進了個山洞
[00:06:49.000 --> 00:06:50.560]  做什麼呢?
[00:06:50.560 --> 00:06:51.520]  就大解
[00:06:51.520 --> 00:06:54.520]  所以如果留意一下
[00:06:54.520 --> 00:06:57.440]  這些洞
[00:06:57.440 --> 00:07:03.000]  就是當時的廁所了
[00:07:03.000 --> 00:07:06.640]  我們當然沒有進去來考察
[00:07:06.640 --> 00:07:09.400]  但是我們知道這個就是可以說
[00:07:09.400 --> 00:07:11.840]  當時在大衛的人生當中
[00:07:11.840 --> 00:07:14.480]  他在危難當中去到忍基底
[00:07:14.480 --> 00:07:18.160]  忍基底就是一個水泉的地方
[00:07:18.160 --> 00:07:20.040]  是一個安靜的地方
[00:07:20.040 --> 00:07:22.080]  更加是一個野地的盤石
[00:07:22.080 --> 00:07:23.880]  所以忍基底的出名
[00:07:23.880 --> 00:07:27.840]  就有幾個瀑布和水泉
[00:07:27.840 --> 00:07:30.000]  所以就好像人生當中
[00:07:30.000 --> 00:07:31.880]  在一些炎熱的時候
[00:07:31.880 --> 00:07:34.400]  我們得到清涼
[00:07:34.400 --> 00:07:37.560]  在一些危難當中得着隱蔽
[00:07:37.560 --> 00:07:44.640]  在一些人生的不快或者危險當中
[00:07:44.640 --> 00:07:51.520]  我們能夠找到小羊之泉
[00:07:51.520 --> 00:07:54.880]  所以這是一個很特別的地方
[00:07:54.880 --> 00:07:59.800]  我們來看詩篇21篇的時候會發覺
[00:07:59.800 --> 00:08:03.680]  大衛他人生的經歷不是一帆風順
[00:08:03.680 --> 00:08:05.880]  當然他是一個不完全的人
[00:08:05.880 --> 00:08:08.160]  但是他經歷了神的救恩
[00:08:08.160 --> 00:08:10.440]  他也經歷了神的能力
[00:08:10.440 --> 00:08:12.160]  這個就好像是
[00:08:12.160 --> 00:08:14.480]  忍基底給我們的信息
[00:08:14.480 --> 00:08:16.960]  真的在野地當中
[00:08:16.960 --> 00:08:18.600]  神是我們的盤石
[00:08:18.600 --> 00:08:20.120]  在乾旱的地方
[00:08:20.120 --> 00:08:22.360]  祂是我們的水源
[00:08:22.360 --> 00:08:23.800]  其實這次我們大英姐妹
[00:08:23.800 --> 00:08:25.080]  都有一些不同的挑戰
[00:08:25.080 --> 00:08:26.600]  雖然短短兩個星期
[00:08:26.600 --> 00:08:30.880]  因爲有很多稅徒不服 天氣的調節
[00:08:30.880 --> 00:08:34.600]  我們有很多人都有些困難
[00:08:34.600 --> 00:08:36.920]  我自己身體都有點軟弱
[00:08:36.920 --> 00:08:38.520]  頭那兩天大便了兩次
[00:08:38.520 --> 00:08:39.680]  兩天大便了
[00:08:39.680 --> 00:08:43.160]  不是兩次 大便了四五次
[00:08:43.160 --> 00:08:45.360]  因爲稅徒不服
[00:08:45.360 --> 00:08:46.960]  也有很多大英姐妹
[00:08:46.960 --> 00:08:50.040]  我想有七八位大英姐妹和我差不多
[00:08:50.040 --> 00:08:52.240]  因爲我們天氣炎熱
[00:08:52.240 --> 00:08:54.960]  剛剛我們其中有兩天
[00:08:54.960 --> 00:08:58.320]  就是說天氣預告是整年裏面
[00:08:58.320 --> 00:08:59.720]  剛剛轉季節裏面
[00:08:59.720 --> 00:09:01.040]  是最熱的兩天
[00:09:01.040 --> 00:09:04.000]  你猜有多少度 多熱
[00:09:04.000 --> 00:09:06.160]  是嗎
[00:09:06.160 --> 00:09:08.360]  你們說
[00:09:08.360 --> 00:09:10.640]  最熱的那個紀錄是多少度
[00:09:10.640 --> 00:09:11.960]  一百一十五度
[00:09:11.960 --> 00:09:14.960]  一百一十五度
[00:09:14.960 --> 00:09:16.560]  所以曬得很厲害
[00:09:16.560 --> 00:09:18.960]  特別是我們去的考古遺蹟
[00:09:18.960 --> 00:09:21.200]  是露天的 曝曬的
[00:09:21.200 --> 00:09:24.520]  所以就要走斜坡上高山
[00:09:24.520 --> 00:09:25.520]  走石頭地
[00:09:25.520 --> 00:09:27.960]  所以在這些炎熱的天氣當中
[00:09:27.960 --> 00:09:29.520]  很多大英姐妹中暑
[00:09:29.520 --> 00:09:31.160]  或者身體不適
[00:09:31.160 --> 00:09:33.040]  有些作嘔 作悶
[00:09:33.040 --> 00:09:35.360]  或者是腸胃不適等等
[00:09:35.360 --> 00:09:36.280]  有些是過敏
[00:09:36.280 --> 00:09:37.280]  因爲這麼熱
[00:09:37.280 --> 00:09:40.040]  皮膚過敏 鼻過敏
[00:09:40.040 --> 00:09:42.600]  打噴嚏 流鼻水 鼻塞
[00:09:42.600 --> 00:09:46.840]  有些走路因爲腰骨痛 腳痛
[00:09:46.840 --> 00:09:48.560]  有很多這些
[00:09:48.560 --> 00:09:50.160]  我自己有些
[00:09:50.160 --> 00:09:51.800]  因爲天氣乾燥流鼻血
[00:09:51.800 --> 00:09:54.400]  有些大英姐妹有些流鼻血
[00:09:54.400 --> 00:09:56.720]  所以各種各樣的東西都有
[00:09:56.720 --> 00:09:58.480]  不過我們感謝住個個平安
[00:09:58.480 --> 00:10:04.760]  我們當中團裏面有四位是八十歲以上
[00:10:04.760 --> 00:10:06.920]  個個都平安回來
[00:10:06.920 --> 00:10:08.720]  感謝包括曾依 八十五歲
[00:10:08.720 --> 00:10:12.160]  最大年紀是她 八十五歲
[00:10:12.160 --> 00:10:14.440]  很感謝神
[00:10:14.440 --> 00:10:18.240]  都要小便一次
[00:10:18.240 --> 00:10:20.880]  而且有很多大英姐妹拿柺杖走
[00:10:20.880 --> 00:10:26.120]  我們都不年輕 不過感謝主保守
[00:10:26.120 --> 00:10:27.760]  有些人不見東西
[00:10:27.760 --> 00:10:29.640]  不見帽子 不見眼鏡
[00:10:29.640 --> 00:10:31.120]  不見書
[00:10:31.120 --> 00:10:32.040]  很多人不見
[00:10:32.040 --> 00:10:35.160]  最嚴重最後是不見了手機
[00:10:35.160 --> 00:10:36.880]  所以有一位姐妹不見了手機
[00:10:36.880 --> 00:10:37.960]  但是感謝主
[00:10:37.960 --> 00:10:40.240]  全部這些失物都能夠找回
[00:10:40.240 --> 00:10:43.360]  所以最後都是大團圓結局
[00:10:43.360 --> 00:10:45.560]  我們見到在困難當中
[00:10:45.560 --> 00:10:46.880]  危險當中神保守
[00:10:46.880 --> 00:10:48.200]  因爲我們每天都祈禱
[00:10:48.200 --> 00:10:50.920]  經常在困境當中祈禱
[00:10:50.920 --> 00:10:52.720]  病的時候祈禱
[00:10:52.720 --> 00:10:54.040]  主保守平安
[00:10:54.040 --> 00:10:56.960]  有一個威脅就是
[00:10:56.960 --> 00:10:58.600]  我們快要離開以色列
[00:10:58.600 --> 00:11:01.000]  進入埃及的時候傳來一個消息
[00:11:01.000 --> 00:11:02.600]  大家知道是什麼嗎
[00:11:02.600 --> 00:11:07.400]  埃及有一個炸彈
[00:11:07.400 --> 00:11:11.200]  還是旅遊車
[00:11:11.200 --> 00:11:12.440]  炸了旅遊車
[00:11:12.440 --> 00:11:15.320]  接着有二十七人受傷
[00:11:15.320 --> 00:11:18.720]  我們考慮要不要去埃及
[00:11:18.720 --> 00:11:19.960]  其實都有點害怕
[00:11:19.960 --> 00:11:22.240]  有些人在家裏打電話來
[00:11:22.240 --> 00:11:23.400]  說不要去
[00:11:23.400 --> 00:11:25.440]  有些人說我來接你
[00:11:25.440 --> 00:11:28.400]  這麼嚴重
[00:11:28.400 --> 00:11:29.920]  結果我們又平安
[00:11:29.920 --> 00:11:32.160]  又可以靠着神的恩典
[00:11:32.160 --> 00:11:33.240]  一點事都沒有
[00:11:33.240 --> 00:11:34.600]  非常好
[00:11:34.600 --> 00:11:36.680]  來到約旦
[00:11:36.680 --> 00:11:39.080]  還有一個挑戰大家一定想知道
[00:11:39.080 --> 00:11:43.160]  就是我們要上西奈山
[00:11:43.160 --> 00:11:47.600]  幾時上呢 夜晚凌晨兩點鐘上
[00:11:47.600 --> 00:11:48.960]  兩點鐘怎麼上呢
[00:11:48.960 --> 00:11:52.160]  就是騎駱駝上
[00:11:52.160 --> 00:11:53.800]  騎多久呢
[00:11:53.800 --> 00:11:54.960]  差不多兩個小時
[00:11:54.960 --> 00:11:57.160]  一個小時四十五分鐘
[00:11:57.160 --> 00:11:58.800]  這個就是最大的挑戰
[00:11:58.800 --> 00:12:00.640]  所以很多人去的時候已經害怕了
[00:12:00.640 --> 00:12:03.000]  打算不要去
[00:12:03.000 --> 00:12:05.840]  結果不是每個人都能上的
[00:12:05.840 --> 00:12:08.040]  因爲除了上之外
[00:12:08.040 --> 00:12:09.640]  你還要走下來
[00:12:09.640 --> 00:12:11.600]  走下來是一個小時四十五分鐘
[00:12:11.600 --> 00:12:12.960]  走下山
[00:12:12.960 --> 00:12:14.960]  所以有些弟兄姐妹真的沒辦法上
[00:12:14.960 --> 00:12:18.720]  我們有些半信半疑
[00:12:18.720 --> 00:12:20.840]  害怕的也靠着
[00:12:20.840 --> 00:12:23.480]  恩典祈禱後覺得有信心就上
[00:12:23.480 --> 00:12:25.440]  總共有十四人上了去
[00:12:25.440 --> 00:12:27.640]  所以上西奈山是一個挑戰
[00:12:27.640 --> 00:12:30.560]  因爲夜晚騎駱駝上去
[00:12:30.560 --> 00:12:32.200]  真的很黑
[00:12:32.200 --> 00:12:36.920]  這張照片不知道是誰幫師母拍的
[00:12:41.600 --> 00:12:45.480]  但是我們發覺在這個黑夜當中
[00:12:45.480 --> 00:12:48.760]  真的體會到師妹所說的
[00:12:48.760 --> 00:12:51.520]  日間太陽必不傷你
[00:12:51.520 --> 00:12:53.880]  夜間月亮必不害你
[00:12:53.880 --> 00:12:56.920]  我們就是憑着月光來走的
[00:12:56.920 --> 00:12:59.200]  騎駱駝上事實上很害怕
[00:12:59.200 --> 00:13:00.240]  現在回想起來我也很害怕
[00:13:00.240 --> 00:13:01.960]  因爲我叫了兩次助手
[00:13:01.960 --> 00:13:08.680]  因爲拉着駱駝的人在我前面走
[00:13:08.680 --> 00:13:11.960]  我第一隻駱駝突然走開了
[00:13:11.960 --> 00:13:14.400]  就靠着駱駝自己走
[00:13:14.400 --> 00:13:16.160]  我站在上面這麼高
[00:13:16.160 --> 00:13:17.320]  黑漆漆的
[00:13:17.320 --> 00:13:18.480]  所以很害怕
[00:13:18.480 --> 00:13:22.680]  我叫了兩次助手
[00:13:22.680 --> 00:13:28.480]  但是最重要的拯救來源就是上帝
[00:13:28.480 --> 00:13:29.760]  所以很奇妙的就是
[00:13:29.760 --> 00:13:31.960]  這個體會就是在黑夜當中
[00:13:31.960 --> 00:13:34.520]  人生有時候都會走黑路的
[00:13:34.520 --> 00:13:36.960]  但是我們感謝神祂是我們的光
[00:13:36.960 --> 00:13:39.640]  就是夜間月亮必不害我
[00:13:39.640 --> 00:13:42.200]  然後一路帶領我們
[00:13:42.200 --> 00:13:45.760]  原來他們說駱駝在夜晚走路比白天好
[00:13:45.760 --> 00:13:47.240]  我們都不知道
[00:13:47.240 --> 00:13:48.240]  我們的眼睛不行
[00:13:48.240 --> 00:13:49.320]  祂的眼睛可以
[00:13:49.320 --> 00:13:50.480]  但是我們更加體會到
[00:13:50.480 --> 00:13:52.080]  上帝的眼睛
[00:13:52.080 --> 00:13:53.840]  無論黑夜
[00:13:53.840 --> 00:13:55.320]  無論白天
[00:13:55.320 --> 00:13:56.360]  神的眼睛
[00:13:56.360 --> 00:13:57.320]  都必不打頓
[00:13:57.320 --> 00:13:58.240]  也不睡覺
[00:13:58.240 --> 00:13:59.320]  真是好
[00:13:59.320 --> 00:14:00.800]  所以我們上到山的時候
[00:14:00.800 --> 00:14:01.920]  是看到日出
[00:14:01.920 --> 00:14:05.280]  這個就是黑夜當中的曙光
[00:14:05.280 --> 00:14:07.000]  正如我們人生當中
[00:14:07.000 --> 00:14:08.520]  在危難困難當中
[00:14:08.520 --> 00:14:11.480]  我們得到上帝所賜的平安和能力
[00:14:11.480 --> 00:14:13.240]  這個成爲我們的喜樂
[00:14:13.240 --> 00:14:14.720]  所以Shirley幫我拍了一張照片
[00:14:14.720 --> 00:14:15.600]  這張照片很珍貴
[00:14:15.600 --> 00:14:19.560]  她說我們要向山舉目
[00:14:19.560 --> 00:14:21.760]  當時一見到這個西乃山的時候
[00:14:21.760 --> 00:14:23.560]  真是肅然起敬
[00:14:23.560 --> 00:14:28.400]  因爲是神在這個西乃山頒佈十節
[00:14:28.400 --> 00:14:30.760]  所以我們最後的時候
[00:14:30.760 --> 00:14:31.480]  好喜樂
[00:14:31.480 --> 00:14:32.720]  就是看着日出之後
[00:14:32.720 --> 00:14:34.360]  一同讚美神
[00:14:34.360 --> 00:14:37.440]  一同來到納志
[00:14:37.440 --> 00:14:42.000]  進行上帝的誕命
[00:14:42.000 --> 00:14:43.640]  所以我們體會到
[00:14:43.640 --> 00:14:44.960]  人生雖然有黑暗
[00:14:44.960 --> 00:14:48.160]  但是太陽總會出來
[00:14:48.160 --> 00:14:50.000]  我們體會到
[00:14:50.000 --> 00:14:52.520]  人生會有不平安的時候
[00:14:52.520 --> 00:14:53.320]  但是我們知道
[00:14:53.320 --> 00:14:55.600]  我們能夠向山舉目
[00:14:55.600 --> 00:15:00.000]  而且上帝是我們平安和救恩的源頭
[00:15:00.000 --> 00:15:03.520]  這個是我們的喜樂的源頭
[00:15:03.520 --> 00:15:05.640]  所以基督徒的喜樂不是一帆風順
[00:15:05.640 --> 00:15:08.160]  不是所有都光明
[00:15:08.160 --> 00:15:11.360]  而是我們在黑暗當中依靠主
[00:15:11.360 --> 00:15:15.080]  在困難當中得到真正的平安和救恩
[00:15:15.080 --> 00:15:17.000]  這是詩篇二十一篇
[00:15:17.000 --> 00:15:18.160]  第二篇的詩篇
[00:15:18.160 --> 00:15:20.800]  讓我們看見喜樂的源頭是因爲
[00:15:20.800 --> 00:15:22.520]  我們有神的話語
[00:15:22.520 --> 00:15:23.680]  而且是遵行
[00:15:23.680 --> 00:15:25.280]  詩篇一百一十九篇
[00:15:25.280 --> 00:15:27.080]  這幾節經文我們一起讀
[00:15:27.080 --> 00:15:28.200]  好嗎?請讀
[00:15:28.200 --> 00:15:32.400]  「我要在你的律例中自樂
[00:15:32.400 --> 00:15:35.000]  我不忘記你的話」
[00:15:35.000 --> 00:15:35.800]  二十四節
[00:15:35.800 --> 00:15:39.320]  「我的法道是我所喜樂的
[00:15:39.320 --> 00:15:41.040]  是我的無事」
[00:15:41.040 --> 00:15:42.040]  四十七節
[00:15:42.040 --> 00:15:45.840]  「我要在你的命令中自樂
[00:15:45.840 --> 00:15:51.040]  這命令素來是我所喜愛的」
[00:15:51.040 --> 00:15:53.080]  你留意這幾節的經文
[00:15:53.080 --> 00:15:55.000]  都是出自詩篇一百一十九篇
[00:15:55.000 --> 00:15:56.480]  這個律法師
[00:15:56.480 --> 00:15:58.000]  其中很清楚的說
[00:15:58.000 --> 00:16:01.640]  「我要在你的律例當中自樂」
[00:16:01.640 --> 00:16:04.680]  即是在神的話語當中得到喜樂
[00:16:04.680 --> 00:16:07.320]  「你的法道就是我所喜樂的
[00:16:07.320 --> 00:16:10.360]  我要在你的命令當中自樂
[00:16:10.360 --> 00:16:14.120]  因爲這正是我素來所愛」
[00:16:14.120 --> 00:16:15.640]  有一位德國教授
[00:16:15.640 --> 00:16:17.240]  非常著名的大學教授
[00:16:17.240 --> 00:16:20.760]  他爲人非常令人敬佩
[00:16:20.760 --> 00:16:23.080]  因爲他的學問和人品
[00:16:23.080 --> 00:16:27.360]  都是非常值得學生們的羨慕
[00:16:27.360 --> 00:16:32.200]  和他的同輩來看重
[00:16:32.200 --> 00:16:35.640]  他有好幾個好奇的學生
[00:16:35.640 --> 00:16:37.760]  看看究竟這位教授
[00:16:37.760 --> 00:16:39.320]  爲什麼他的人品
[00:16:39.320 --> 00:16:40.880]  爲什麼他的風度
[00:16:40.880 --> 00:16:44.360]  爲什麼他時常都有一種
[00:16:44.360 --> 00:16:48.080]  很平安喜樂的一種磁場的深厚
[00:16:48.080 --> 00:16:49.520]  究竟他是祕訣在哪裏呢
[00:16:49.520 --> 00:16:51.040]  他留意到這個教授
[00:16:51.040 --> 00:16:53.160]  每一天他工作完之後
[00:16:53.160 --> 00:16:56.280]  他都躲進他的書房裏有一段時間
[00:16:56.280 --> 00:16:59.240]  所以這幾個學生就靜靜地走進他的書房裏
[00:16:59.240 --> 00:17:00.840]  闖下來做什麼呢?
[00:17:00.840 --> 00:17:03.480]  原來發現連續幾天都是一樣的
[00:17:03.480 --> 00:17:06.000]  他就在晚上的時候
[00:17:06.000 --> 00:17:07.360]  進入他的書房
[00:17:07.360 --> 00:17:09.200]  帶着疲累的身體
[00:17:09.200 --> 00:17:12.240]  但仍然打開聖經
[00:17:12.240 --> 00:17:16.720]  來坐下來好好地言讀祈禱
[00:17:16.720 --> 00:17:17.960]  親近上帝
[00:17:17.960 --> 00:17:19.800]  而且用了很長的時間
[00:17:19.800 --> 00:17:23.320]  來讀神的話語
[00:17:23.320 --> 00:17:24.560]  當他低頭祈禱
[00:17:24.560 --> 00:17:26.560]  讀完神的話語
[00:17:26.560 --> 00:17:27.680]  出來之後
[00:17:27.680 --> 00:17:33.280]  他就面目充滿着平安和笑容
[00:17:33.280 --> 00:17:34.760]  然後他和主耶穌說
[00:17:34.760 --> 00:17:35.640]  感謝主
[00:17:35.640 --> 00:17:40.280]  我們又能夠再一次寬聚了
[00:17:40.280 --> 00:17:42.120]  原來重讀上帝的話語
[00:17:42.120 --> 00:17:45.280]  真的帶來我們心裏的喜樂
[00:17:45.280 --> 00:17:47.240]  因爲上帝用祂的話
[00:17:47.240 --> 00:17:49.800]  來賜給我們安慰
[00:17:49.800 --> 00:17:53.080]  賜給我們指引
