
[00:00:00.000 --> 00:00:01.600]  平安 平安
[00:11:02.960 --> 00:11:04.760]  所以我們孩子所聽到的是
[00:11:04.760 --> 00:11:06.400]  當你做得好的時候
[00:11:06.400 --> 00:11:08.400]  你才得到認同
[00:11:08.400 --> 00:11:11.400]  So our children grow up thinking and believing
[00:11:11.400 --> 00:11:12.960]  that if I do better
[00:11:12.960 --> 00:11:14.480]  then I will be accepted
[00:11:14.480 --> 00:11:16.200]  then I will be loved
[00:11:16.200 --> 00:11:17.600]  所以我們從小長大
[00:11:17.600 --> 00:11:18.640]  就有這樣的觀念
[00:11:18.640 --> 00:11:21.760]  如果我努力工作有好的成就
[00:11:21.760 --> 00:11:23.640]  我才值得被愛
[00:11:23.640 --> 00:11:25.400]  And without realizing it
[00:11:25.400 --> 00:11:28.120]  that we all carry the same mindset
[00:11:28.120 --> 00:11:29.800]  in our relationship with God
[00:11:29.800 --> 00:11:31.880]  我們卻沒有發覺
[00:11:31.880 --> 00:11:33.000]  這樣同樣的觀念
[00:11:33.000 --> 00:11:35.680]  也帶進了我們與神之間的關係
[00:11:35.680 --> 00:11:37.600]  In the same way we believe
[00:11:37.600 --> 00:11:39.480]  that yes, God loves us
[00:11:39.480 --> 00:11:41.600]  and yet we still believe
[00:11:41.600 --> 00:11:43.520]  that we have to earn His love
[00:11:43.520 --> 00:11:45.480]  是的我們理解神愛我
[00:11:45.480 --> 00:11:47.160]  但是我們卻覺得
[00:11:47.160 --> 00:11:48.360]  我們還是需要努力
[00:11:48.360 --> 00:11:49.880]  才能夠贏取神的愛
[00:11:49.880 --> 00:11:51.840]  And this is why Romans chapter 5
[00:11:51.840 --> 00:11:54.080]  is such good news
[00:11:54.080 --> 00:11:56.760]  because Paul says that you belong
[00:11:56.760 --> 00:12:00.120]  simply because you are a child of God
[00:12:00.120 --> 00:12:01.360]  這就為什麼羅馬書這邊
[00:12:01.360 --> 00:12:03.120]  是何等的好消息
[00:12:03.120 --> 00:12:04.280]  因為保羅說
[00:12:04.280 --> 00:12:06.560]  因為你是神的兒女
[00:12:06.560 --> 00:12:08.520]  你就值得被神愛
[00:12:08.520 --> 00:12:10.520]  And we need to remind ourselves of this
[00:12:10.520 --> 00:12:12.560]  every single time we gather together
[00:12:12.560 --> 00:12:15.120]  我們每次聚集都應當彼此提醒
[00:12:15.120 --> 00:12:17.080]  Can you turn to the person next to you and say
[00:12:17.080 --> 00:12:18.560]  you are a child of God
[00:12:18.560 --> 00:12:20.080]  好不好這時候就跟旁邊的人說
[00:12:20.080 --> 00:12:21.640]  你是神的兒女
[00:12:21.640 --> 00:12:25.560]  You are a child of God
[00:12:25.560 --> 00:12:27.840]  Now this is the first of five steps
[00:12:27.840 --> 00:12:30.000]  towards the secret to changing your life
[00:12:30.000 --> 00:12:34.080]  這是改變生命的五個步驟的第一步
[00:12:34.080 --> 00:12:35.760]  And so the first step that Paul says
[00:12:35.760 --> 00:12:38.560]  is that you need to believe by faith
[00:12:38.560 --> 00:12:41.800]  首先保羅說需要憑信心相信
[00:12:41.800 --> 00:12:44.840]  to receive your new standing with God
[00:12:44.840 --> 00:12:47.920]  領受你在神面前全新的位份
[00:12:47.920 --> 00:12:48.880]  You know when I was growing up
[00:12:48.880 --> 00:12:51.360]  my parents would always say this to me
[00:12:51.360 --> 00:12:52.120]  我從小長大
[00:12:52.120 --> 00:12:53.600]  我父母親總是這樣對我說
[00:12:53.600 --> 00:12:54.000]  They would say
[00:12:54.000 --> 00:12:55.560]  Oh Tony
[00:12:55.560 --> 00:12:57.560]  You can be anything that you want to be
[00:12:57.560 --> 00:12:58.360]  Oh Tony
[00:12:58.360 --> 00:12:59.960]  你想做什麼都可以
[00:12:59.960 --> 00:13:02.520]  As long as it's a medical doctor
[00:13:02.520 --> 00:13:05.480]  只要你想做的是做醫生就可以
[00:13:05.480 --> 00:13:08.960]  Now even though I didn't become a medical doctor
[00:13:08.960 --> 00:13:12.960]  In some ways I believe that I become a spiritual doctor
[00:13:12.960 --> 00:13:14.520]  雖然我最後沒有成為醫生
[00:13:14.520 --> 00:13:17.240]  但是我成為一個屬靈的醫生
[00:13:17.240 --> 00:13:20.680]  I believe that in a way that
[00:13:20.680 --> 00:13:23.560]  I do surgery on the minds and hearts of people
[00:13:23.560 --> 00:13:24.600]  從某個角度來說
[00:13:24.600 --> 00:13:27.120]  我是在幫人的心靈做手術
[00:13:27.120 --> 00:13:28.480]  And as I thought about this more
[00:13:28.480 --> 00:13:31.800]  I realized that when someone is rushed to the hospital
[00:13:31.800 --> 00:13:33.960]  that the first thing that the doctors
[00:13:33.960 --> 00:13:35.840]  that they don't do actually
[00:13:35.840 --> 00:13:37.600]  is that they don't treat the patient
[00:13:37.600 --> 00:13:40.320]  they actually put a wristband on their arms
[00:13:40.320 --> 00:13:41.760]  這讓我就聯想到
[00:13:41.760 --> 00:13:45.360]  當人們到醫院去求助的時候
[00:13:45.360 --> 00:13:46.160]  當我們到了醫院
[00:13:46.160 --> 00:13:48.600]  醫生不是馬上開始做治療
[00:13:48.600 --> 00:13:51.920]  而是先把一個腕帶放在手上
[00:13:51.920 --> 00:13:53.520]  And that wristband says
[00:13:53.520 --> 00:13:55.560]  You belong here
[00:13:55.560 --> 00:13:57.360]  這腕帶代表的意思是
[00:13:57.360 --> 00:13:58.680]  你屬於這裡
[00:13:58.680 --> 00:14:01.600]  It's only after belonging is established
[00:14:01.600 --> 00:14:03.520]  then healing can begin
[00:14:03.520 --> 00:14:06.520]  當歸屬發生的時候
[00:14:06.520 --> 00:14:08.640]  改變 醫治才會發生
[00:14:08.640 --> 00:14:11.640]  No hospital and no doctor says to a patient
[00:14:11.640 --> 00:14:13.960]  Get better first and then we'll admit you
[00:14:13.960 --> 00:14:15.760]  同樣也沒有醫生會對病人說
[00:14:15.760 --> 00:14:18.160]  你先自己變好我再來醫治你
[00:14:18.160 --> 00:14:21.560]  Admission comes first and then healing begins
[00:14:21.560 --> 00:14:24.880]  這個先來註冊才能夠來醫治
[00:14:24.880 --> 00:14:26.840]  And this is how grace works
[00:14:26.840 --> 00:14:28.720]  恩典也是這樣子運行
[00:14:28.720 --> 00:14:31.240]  That we all need to come before God
[00:14:31.240 --> 00:14:35.200]  and allow him to put a wristband on our arms
[00:14:35.200 --> 00:14:37.640]  我們都需要首先來到神的面前
[00:14:37.640 --> 00:14:40.360]  並且讓他幫我們戴上一個腕帶
[00:14:40.360 --> 00:14:43.400]  And that wristband is the promised seal
[00:14:43.400 --> 00:14:44.720]  of the Holy Spirit
[00:14:44.720 --> 00:14:47.600]  這個腕帶就是聖靈得救的印記
[00:14:47.600 --> 00:14:50.520]  Unless we receive the gift of the Holy Spirit
[00:14:50.520 --> 00:14:53.040]  God is not able to do a work
[00:14:53.040 --> 00:14:55.000]  and surgery in your lives
[00:14:55.000 --> 00:14:58.880]  直到我們得著了聖靈得救的印記之後
[00:14:58.880 --> 00:15:01.840]  神要來在我們生命當中做醫治的工作
[00:15:01.840 --> 00:15:04.040]  So first, believe by faith
[00:15:04.040 --> 00:15:06.280]  首先,因信成義
[00:15:06.280 --> 00:15:09.680]  And then second, Paul says, rejoice in suffering
[00:15:09.680 --> 00:15:15.080]  接著保羅說我們要在患難中喜樂
[00:15:15.080 --> 00:15:19.000]  That we need to trust in God's work in our pain
[00:15:19.000 --> 00:15:22.280]  我們要相信神在一些患難中正在工作
[00:15:22.280 --> 00:15:25.680]  Paul once again here says something very shocking
[00:15:25.680 --> 00:15:28.440]  保羅繼續又講一個令人震撼的事情
[00:15:28.440 --> 00:15:32.160]  He says, not only that, but we rejoice
[00:15:32.160 --> 00:15:33.480]  Say rejoice
[00:15:33.480 --> 00:15:37.080]  保羅說不但如此我們要來喜樂
[00:15:37.080 --> 00:15:38.600]  我們一起說喜樂
[00:15:38.600 --> 00:15:41.440]  We rejoice in our sufferings
[00:15:41.440 --> 00:15:44.240]  knowing that suffering produces perseverance
[00:15:44.240 --> 00:15:47.840]  我們能夠在患難中歡歡喜喜
[00:15:47.840 --> 00:15:51.160]  因為知道患難生忍耐
[00:15:51.160 --> 00:15:53.880]  When Paul says we rejoice in our sufferings
[00:15:53.880 --> 00:15:57.040]  He's not saying that we enjoy our pain
[00:15:57.040 --> 00:15:58.880]  這邊說到患難中要喜樂
[00:15:58.880 --> 00:16:01.480]  並不是我們要享受這個痛苦
[00:16:01.480 --> 00:16:05.200]  But he's saying that we're able to rejoice
[00:16:05.200 --> 00:16:06.920]  in the midst of our suffering
[00:16:06.920 --> 00:16:10.640]  而保羅是說我們有能力在患難當中
[00:16:10.640 --> 00:16:12.360]  享受神的同在
[00:16:12.360 --> 00:16:15.400]  For believers, suffering is no longer meaningless
[00:16:15.400 --> 00:16:19.120]  because it becomes God's means of grace
[00:16:19.120 --> 00:16:21.800]  因為患難不再是一個沒有意義的事情
[00:16:21.800 --> 00:16:25.000]  而是神要來轉換我們生命的器皿
[00:16:25.000 --> 00:16:27.040]  What rejoicing in suffering does
[00:16:27.040 --> 00:16:31.720]  that it makes us become more like His Son Jesus Christ
[00:16:31.720 --> 00:16:33.800]  在患難中歡歡喜喜
[00:16:33.800 --> 00:16:37.200]  是能夠讓我們能夠成為更像耶穌
[00:16:37.200 --> 00:16:41.000]  Now this goes against all modern thinking today
[00:16:41.000 --> 00:16:44.040]  整個現代的所有思想都是背道而馳
[00:16:44.040 --> 00:16:46.840]  Because the world says if it hurts, avoid it
[00:16:46.840 --> 00:16:49.040]  If it hurts, hide it
[00:16:49.040 --> 00:16:51.040]  因為世界告訴我們說
[00:16:51.040 --> 00:16:53.080]  如果你疼痛的話就逃避吧
[00:16:53.080 --> 00:16:55.120]  疼痛的話就躲藏吧
[00:16:55.120 --> 00:16:58.320]  But God says if it hurts, don't avoid it
[00:16:58.320 --> 00:16:59.600]  don't hide it
[00:16:59.600 --> 00:17:01.680]  可是神卻說如果疼痛的話
[00:17:01.680 --> 00:17:03.360]  不要逃避,不要躲藏
[00:17:03.360 --> 00:17:06.160]  He says because I am with you
[00:17:06.160 --> 00:17:08.240]  and I will redeem it
[00:17:08.240 --> 00:17:11.440]  因為我與你同在,我要來拯救你
[00:17:11.440 --> 00:17:13.360]  Paul tells us to rejoice
[00:17:13.360 --> 00:17:16.840]  because rejoicing isn't an emotion that we wait for
[00:17:16.840 --> 00:17:18.680]  but it's a choice that we make
[00:17:18.680 --> 00:17:20.360]  保羅說我們要來喜樂
[00:17:20.360 --> 00:17:23.360]  不是一個感覺,而是一個選擇
[00:17:23.360 --> 00:17:26.080]  When suffering comes, we have two options
[00:17:26.080 --> 00:17:28.320]  當患難來的時候我們可以有兩個選擇
[00:17:28.320 --> 00:17:30.880]  You can either curse suffering
[00:17:30.880 --> 00:17:33.320]  or consecrate it to the Lord
[00:17:33.320 --> 00:17:35.960]  我們可以來咒阻這個患難
[00:17:35.960 --> 00:17:38.160]  或是可以將它帶到神的面前
[00:17:38.160 --> 00:17:41.160]  What cursing does is that it turns that pain
[00:17:41.160 --> 00:17:43.240]  inward leading to bitterness
[00:17:43.240 --> 00:17:45.960]  which closes the door for the Holy Spirit
[00:17:45.960 --> 00:17:47.920]  to work in and through our lives
[00:17:47.920 --> 00:17:49.320]  當我們來咒阻的時候
[00:17:49.320 --> 00:17:51.160]  我們就是讓這樣的痛苦
[00:17:51.160 --> 00:17:53.480]  存放在我們心中變成苦毒
[00:17:53.480 --> 00:17:55.520]  並且拒絕聖靈來工作
[00:17:55.520 --> 00:17:59.040]  But when we consecrate our suffering to the Lord
[00:17:59.040 --> 00:18:01.520]  it turns our pain outwards to God
[00:18:01.520 --> 00:18:03.720]  and opens the door for the Holy Spirit
[00:18:03.720 --> 00:18:06.120]  to come and work in and through us
[00:18:06.120 --> 00:18:09.440]  當我們將我們的患難帶到神的手中的時候
[00:18:09.440 --> 00:18:11.840]  我們就是將痛苦交出來
