
[00:00:00.000 --> 00:00:05.000]  丁姐妹早晨,很高興再次能夠在主日崇拜的時間和大家見面
[00:02:46.000 --> 00:02:51.000]  今天跟大家一起分享的經文是出自於《馬太福音》
[00:02:51.000 --> 00:02:58.000]  我們會跳到第26章裡面,一起思想一個題目
[00:02:58.000 --> 00:03:02.000]  叫做《因主而甘心冒險付出》
[00:03:02.000 --> 00:03:07.000]  我們會從《馬太福音》第26章第1節至第16節裡面
[00:03:07.000 --> 00:03:10.000]  一起同心思想這個題目
[00:03:10.000 --> 00:03:15.000]  希望帶領姐妹們也預備你們的聖經,一起打開思想
[00:03:15.000 --> 00:03:22.000]  今天的經文是出自於《馬太福音》第26章第1節至第16節裡面
[00:03:22.000 --> 00:03:28.000]  題目是《因主而甘心冒險付出》
[00:03:28.000 --> 00:03:31.000]  我們活在這個世界當中
[00:03:31.000 --> 00:03:37.000]  我們總是需要為不同的事情作出不同程度的付出
[00:03:37.000 --> 00:03:42.000]  最基本可以這樣說,為了賺取我們的生活
[00:03:42.000 --> 00:03:48.000]  我們需要付出最起碼的時間,體力和精神
[00:03:48.000 --> 00:03:54.000]  有些人甚至為了自己的慾望出賣自己的靈魂
[00:03:54.000 --> 00:03:59.000]  不知道大家有沒有看過一齣電影叫做《浮士德Faust》
[00:03:59.000 --> 00:04:05.000]  我記得當我讀德文的時候,我特意去看這部電影或者舞台劇
[00:04:05.000 --> 00:04:08.000]  從當中一方面學一些德文
[00:04:08.000 --> 00:04:12.000]  但是也從裡面去看到一個很重要的神學
[00:04:12.000 --> 00:04:17.000]  就是為什麼這個世界的人竟然可以係如浮士德一樣
[00:04:17.000 --> 00:04:21.000]  雖然已經是一個學識非常之淵博的人
[00:04:21.000 --> 00:04:24.000]  甚至可以曉得去行一些法術
[00:04:24.000 --> 00:04:29.000]  但是他為了追求更高的知識和權力
[00:04:29.000 --> 00:04:34.000]  甚至可能是一些他自己認為的關係
[00:04:34.000 --> 00:04:39.000]  最終他竟然選擇了和魔鬼進行一場交易
[00:04:39.000 --> 00:04:42.000]  將自己出賣給魔鬼
[00:04:42.000 --> 00:04:46.000]  用將24年的靈魂將他賣了給他
[00:04:46.000 --> 00:04:55.000]  在這24年當中似乎真的可以得到他所期望的享受或者自己的慾望
[00:04:55.000 --> 00:05:03.000]  但是這套劇的最終其實是告訴他浮士德是終結在地獄當中
[00:05:03.000 --> 00:05:05.000]  今天是中暑節主日
[00:05:05.000 --> 00:05:11.000]  我們很多時候都會談論到主耶穌基督進入耶路撒冷城的時候
[00:05:11.000 --> 00:05:15.000]  那份光榮是有多麼燦爛
[00:05:15.000 --> 00:05:18.000]  不如這次我們就更進一步了
[00:05:18.000 --> 00:05:22.000]  先暫且將耶穌基督進入耶路撒冷
[00:05:22.000 --> 00:05:25.000]  光榮的情景放在一邊
[00:05:25.000 --> 00:05:30.000]  讓我們去看一下從耶路撒冷耶穌進城之後
[00:05:30.000 --> 00:05:34.000]  接下來幾天裡面所發生的事情
[00:05:34.000 --> 00:05:39.000]  讓我們從中去看一下馬太福音的作者
[00:05:39.000 --> 00:05:44.000]  他究竟是怎樣去勾畫出不同人的靈性
[00:05:44.000 --> 00:05:50.000]  並且讓我們看出他們會作出一些怎樣的不同程度的付出
[00:05:50.000 --> 00:05:53.000]  所以今天我會用這個題目
[00:05:53.000 --> 00:05:57.000]  因主而今生冒險付出
[00:05:57.000 --> 00:06:01.000]  讓我們去看一下屬於主的人和不屬於主的人
[00:06:01.000 --> 00:06:04.000]  究竟他們的付出是怎樣
[00:06:04.000 --> 00:06:07.000]  既然我們要看回耶穌基督
[00:06:07.000 --> 00:06:12.000]  又很燦爛光榮地進入耶路撒冷城
[00:06:12.000 --> 00:06:16.000]  一路去看一下他死在十字架上這段期間
[00:06:16.000 --> 00:06:18.000]  以至後來的復活
[00:06:18.000 --> 00:06:24.000]  那究竟這整整的可以說是七至八日裡面發生了什麼事情呢
[00:06:24.000 --> 00:06:29.000]  如果根據一些聖經的研究和考究
[00:06:29.000 --> 00:06:32.000]  耶穌光榮進入耶路撒冷城
[00:06:32.000 --> 00:06:35.000]  應該是從馬太福音的第21章
[00:06:35.000 --> 00:06:37.000]  第1至11節這裡
[00:06:37.000 --> 00:06:42.000]  也可以說是當時我們所看到的新的一天
[00:06:42.000 --> 00:06:43.000]  一周的新的一天
[00:06:43.000 --> 00:06:46.000]  我們相信應該是星期日的時間
[00:06:46.000 --> 00:06:51.000]  然後進入到第21章12節至17節的時候
[00:06:51.000 --> 00:06:56.000]  我們就會看到耶穌是潔淨聖殿這段經文
[00:06:56.000 --> 00:07:01.000]  耶穌在星期一的時間就去到潔淨聖殿
[00:07:01.000 --> 00:07:03.000]  當他做完這件事之後
[00:07:03.000 --> 00:07:06.000]  他就出去了耶路撒冷
[00:07:06.000 --> 00:07:09.000]  進入到去百大利
[00:07:09.000 --> 00:07:13.000]  如果大家留意到在短短這一個星期裡面
[00:07:13.000 --> 00:07:18.000]  其實耶穌出出入入耶路撒冷和百大利有好幾次
[00:07:18.000 --> 00:07:21.000]  我一會兒會再詳細解釋一下
[00:07:21.000 --> 00:07:23.000]  然後去到第3天
[00:07:23.000 --> 00:07:26.000]  也就是星期二的時間
[00:07:26.000 --> 00:07:29.000]  耶穌再次回到耶路撒冷城
[00:07:29.000 --> 00:07:33.000]  然後回到耶路撒冷城的時候
[00:07:33.000 --> 00:07:36.000]  他又再次有很多的活動
[00:07:36.000 --> 00:07:39.000]  但是當他在這個過程當中
[00:07:39.000 --> 00:07:42.000]  就跌了一棵無花果樹
[00:07:42.000 --> 00:07:43.000]  他不見了果子
[00:07:43.000 --> 00:07:46.000]  這也是很多信徒很熟悉的一段經文
[00:07:46.000 --> 00:07:50.000]  就談論到這個無花果樹被咒咒的事情
[00:07:50.000 --> 00:07:52.000]  這件事情完了之後
[00:07:52.000 --> 00:07:57.000]  耶穌又和他的門徒再次回到橄欖山
[00:07:57.000 --> 00:07:58.000]  橄欖山是什麼?
[00:07:58.000 --> 00:08:02.000]  原來他們是預備再由耶路撒冷出返橄欖山
[00:08:02.000 --> 00:08:06.000]  然後再往百大利這個城市
[00:08:06.000 --> 00:08:09.000]  所以百大利其實很近耶路撒冷
[00:08:09.000 --> 00:08:11.000]  在東邊很近的地方
[00:08:11.000 --> 00:08:12.000]  而在這段的期間
[00:08:12.000 --> 00:08:16.000]  我們就更清楚看到馬太福音裡面
[00:08:16.000 --> 00:08:19.000]  記載到原來有不同的人
[00:08:19.000 --> 00:08:21.000]  特別是那些宗教領袖
[00:08:21.000 --> 00:08:26.000]  在設計一個陰謀去謀殺耶穌基督
[00:08:26.000 --> 00:08:27.000]  接著到了第4天
[00:08:27.000 --> 00:08:29.000]  耶穌基督和他的門徒
[00:08:29.000 --> 00:08:32.000]  就留在百大利的時間
[00:08:32.000 --> 00:08:34.000]  這一天究竟發生了什麼事情呢?
[00:08:34.000 --> 00:08:36.000]  在聖經的研究裡面
[00:08:36.000 --> 00:08:40.000]  就沒有很詳細的找到
[00:08:40.000 --> 00:08:41.000]  在聖經裡面有記載過
[00:08:41.000 --> 00:08:42.000]  在這一天
[00:08:42.000 --> 00:08:44.000]  耶穌究竟發生了什麼事情
[00:08:44.000 --> 00:08:46.000]  但是我們有理由相信
[00:08:46.000 --> 00:08:49.000]  這段的日子或者這一天
[00:08:49.000 --> 00:08:51.000]  正正就是耶穌基督
[00:08:51.000 --> 00:08:54.000]  在百大利向他的門徒
[00:08:54.000 --> 00:08:59.000]  講述很多的比喻的時間
[00:08:59.000 --> 00:09:01.000]  而在這段時間裡面
[00:09:01.000 --> 00:09:03.000]  就發生了一件事件
[00:09:03.000 --> 00:09:05.000]  也是今天我們會一起去看的
[00:09:05.000 --> 00:09:07.000]  就是有一個女士
[00:09:07.000 --> 00:09:12.000]  帶著一瓶很貴重的香膏
[00:09:12.000 --> 00:09:15.000]  來灑在耶穌基督的頭上
[00:09:15.000 --> 00:09:17.000]  到了星期四
[00:09:17.000 --> 00:09:19.000]  也就是第五天
[00:09:19.000 --> 00:09:22.000]  耶穌就叫門徒回到耶路撒冷
[00:09:22.000 --> 00:09:25.000]  預備這個逾越節的筵席
[00:09:25.000 --> 00:09:27.000]  然後他夜間的時候
[00:09:27.000 --> 00:09:30.000]  剛剛就去參與這個筵席之後
[00:09:30.000 --> 00:09:33.000]  耶穌就再次和門徒出回耶路撒冷
[00:09:33.000 --> 00:09:36.000]  然後就去到赫西瑪利園裡面
[00:09:36.000 --> 00:09:37.000]  進行了禱告
[00:09:37.000 --> 00:09:39.000]  然後耶穌就被捕了
[00:09:39.000 --> 00:09:40.000]  耶穌被捕之後
[00:09:40.000 --> 00:09:42.000]  當然到了第六天
[00:09:42.000 --> 00:09:44.000]  就是星期五的時候
[00:09:44.000 --> 00:09:47.000]  耶穌就在公會那裡去接受審判
[00:09:47.000 --> 00:09:50.000]  最後甚至是被殺死
[00:09:50.000 --> 00:09:52.000]  而第七天星期六的時候
[00:09:52.000 --> 00:09:54.000]  耶穌就完完整整地安葬
[00:09:54.000 --> 00:09:56.000]  在這個墳墓裡面
[00:09:56.000 --> 00:09:57.000]  到星期日的時候
[00:09:57.000 --> 00:09:59.000]  耶穌就復活了
[00:09:59.000 --> 00:10:01.000]  這個就是我們所熟悉的經文
[00:10:01.000 --> 00:10:05.000]  第28章第一至十五節的經文
[00:10:05.000 --> 00:10:07.000]  而在這段經文之後
[00:10:07.000 --> 00:10:08.000]  有一個輔助
[00:10:08.000 --> 00:10:10.000]  就是我們大家都很熟悉的
[00:10:10.000 --> 00:10:14.000]  第28章第16至20節這段經文
[00:10:14.000 --> 00:10:16.000]  就是稱之為大使命的經文
[00:10:16.000 --> 00:10:19.000]  但這裡有一個很特別的秘註
[00:10:19.000 --> 00:10:21.000]  原來我們只要留心看看
[00:10:21.000 --> 00:10:23.000]  大使命的經文講述的時候
[00:10:23.000 --> 00:10:26.000]  同時原來也都告訴我們
[00:10:26.000 --> 00:10:28.000]  耶穌基督的門徒
[00:10:28.000 --> 00:10:31.000]  是信守和耶穌約定
[00:10:31.000 --> 00:10:34.000]  去到約定的地方與耶穌見面
[00:10:34.000 --> 00:10:36.000]  剛剛我們就已經看完
[00:10:36.000 --> 00:10:39.000]  這個簡單的一個
[00:10:39.000 --> 00:10:43.000]  在耶穌受難的過程當中
[00:10:43.000 --> 00:10:45.000]  由中雪節的主日
[00:10:45.000 --> 00:10:47.000]  或者進耶路撒冷城的時候
[00:10:47.000 --> 00:10:51.000]  進到耶穌後來復活這段事件
[00:10:51.000 --> 00:10:53.000]  發生的事情
[00:10:53.000 --> 00:10:55.000]  今天我們所看的經文是什麼呢
[00:10:55.000 --> 00:10:57.000]  這段經文就很有意思了
[00:10:57.000 --> 00:10:58.000]  不如這樣
[00:10:58.000 --> 00:10:59.000]  讓我們弟兄姊妹
[00:10:59.000 --> 00:11:01.000]  再次同心打開聖經
[00:11:01.000 --> 00:11:03.000]  我們去讀一下馬太福音
[00:11:03.000 --> 00:11:07.000]  第26章第1至第16節這段經文
[00:11:07.000 --> 00:11:09.000]  讓我們先了解一下
[00:11:09.000 --> 00:11:11.000]  這段經文所講的內容是什麼
[00:11:11.000 --> 00:11:13.000]  你都可以更加肯定的
[00:11:13.000 --> 00:11:15.000]  是在耶穌
[00:11:15.000 --> 00:11:18.000]  祂第三日和第四日
[00:11:18.000 --> 00:11:20.000]  在伯大利的地方的時候
[00:11:20.000 --> 00:11:21.000]  之間所發生的事情
[00:11:21.000 --> 00:11:23.000]  而在這段期間
[00:11:23.000 --> 00:11:26.000]  耶穌基督和祂的門徒
[00:11:26.000 --> 00:11:28.000]  至少可以這樣說
[00:11:28.000 --> 00:11:30.000]  出出入入耶路撒冷和伯大利
[00:11:30.000 --> 00:11:32.000]  都已經有三次之多
[00:11:32.000 --> 00:11:34.000]  所以我們看看這段經文
[00:11:34.000 --> 00:11:36.000]  在這麼多活動
[00:11:36.000 --> 00:11:38.000]  這麼多流動的過程當中
[00:11:38.000 --> 00:11:39.000]  耶穌基督到底做了什麼事
[00:11:39.000 --> 00:11:41.000]  讓我們一起打開
[00:11:41.000 --> 00:11:44.000]  馬太福音第26章第1至第16節
[00:11:44.000 --> 00:11:46.000]  我們會一起以廣東話
[00:11:46.000 --> 00:11:48.000]  讀出和合本的版本
[00:11:48.000 --> 00:11:50.000]  如果弟兄姊妹用英語聖經
[00:11:50.000 --> 00:11:52.000]  或者想參詳英語聖經的話
[00:11:52.000 --> 00:11:53.000]  請大家看著螢光屏
[00:11:53.000 --> 00:11:55.000]  我們將New English Translation
[00:11:55.000 --> 00:11:57.000]  同時刊登了
[00:11:57.000 --> 00:11:59.000]  我們一起讀
[00:11:59.000 --> 00:12:02.000]  耶穌說完了這一切的話
[00:12:02.000 --> 00:12:04.000]  就對門徒說
[00:12:04.000 --> 00:12:06.000]  你們知道
[00:12:06.000 --> 00:12:08.000]  過兩天是逾越節
[00:12:08.000 --> 00:12:11.000]  人子將要被交給人
[00:12:11.000 --> 00:12:13.000]  釘在十字架上
[00:12:13.000 --> 00:12:17.000]  那時祭司長和民間的長老
[00:12:17.000 --> 00:12:19.000]  聚集在大祭司
[00:12:19.000 --> 00:12:22.000]  稱為該厄法的院裡
[00:12:22.000 --> 00:12:24.000]  大家商議要用詭計
[00:12:24.000 --> 00:12:27.000]  拿著耶穌殺他
[00:12:27.000 --> 00:12:29.000]  只是說
[00:12:29.000 --> 00:12:32.000]  當節的日子不可
[00:12:32.000 --> 00:12:35.000]  恐怕民間生亂
[00:12:35.000 --> 00:12:37.000]  耶穌在百大里
[00:12:37.000 --> 00:12:40.000]  掌大麻風的西門家裡
[00:12:40.000 --> 00:12:43.000]  有一個女人拿著一玉瓶
[00:12:43.000 --> 00:12:46.000]  極貴的香膏來
[00:12:46.000 --> 00:12:48.000]  趁耶穌坐席的時候
[00:12:48.000 --> 00:12:51.000]  飄在他的頭上
[00:12:51.000 --> 00:12:54.000]  門徒看見就恨不喜悅
[00:12:54.000 --> 00:12:58.000]  說 何用這樣的枉費呢
[00:12:58.000 --> 00:13:01.000]  這香膏可以賣許多錢
[00:13:01.000 --> 00:13:03.000]  周祭窮人
[00:13:03.000 --> 00:13:05.000]  耶穌看出他們的意思
[00:13:05.000 --> 00:13:09.000]  就說 為什麼難為這女人呢
[00:13:09.000 --> 00:13:13.000]  她在我身上做的是一件美事
[00:13:13.000 --> 00:13:17.000]  因為常有窮人和你們同在
[00:13:17.000 --> 00:13:20.000]  只是你們不常有我
[00:13:20.000 --> 00:13:23.000]  她將這香膏敲在我身上
[00:13:23.000 --> 00:13:26.000]  是為我安葬做的
[00:13:26.000 --> 00:13:28.000]  我實在告訴你們
[00:13:28.000 --> 00:13:30.000]  普天之下
[00:13:30.000 --> 00:13:33.000]  無論在什麼地方傳這福音
[00:13:33.000 --> 00:13:36.000]  也要述說這女人所行的
[00:13:36.000 --> 00:13:38.000]  作為紀念
[00:13:38.000 --> 00:13:40.000]  當下十二門徒裡
[00:13:40.000 --> 00:13:43.000]  有一個稱為加略人猶大的
[00:13:43.000 --> 00:13:46.000]  去見祭司長說
[00:13:46.000 --> 00:13:48.000]  我把她交給你們
[00:13:48.000 --> 00:13:51.000]  你們願意給我多少錢
[00:13:51.000 --> 00:13:54.000]  他們就給了她三十塊錢
[00:13:54.000 --> 00:13:57.000]  從那時候她就找機會
[00:13:57.000 --> 00:14:02.000]  要把耶穌交給他們
[00:14:02.000 --> 00:14:05.000]  這段聖經可以說是
[00:14:05.000 --> 00:14:08.000]  很經典的聖經
[00:14:08.000 --> 00:14:11.000]  也是家傳戶曉的一段經文
[00:14:11.000 --> 00:14:14.000]  也是好像我剛才所說
[00:14:14.000 --> 00:14:18.000]  耶穌在受苦節的期間
[00:14:18.000 --> 00:14:22.000]  在第二次和第三次
[00:14:22.000 --> 00:14:24.000]  進出耶路撒冷之間
[00:14:24.000 --> 00:14:27.000]  將要發生的事情
[00:14:27.000 --> 00:14:29.000]  在這段聖經一開始
[00:14:29.000 --> 00:14:31.000]  其實告訴我們
[00:14:31.000 --> 00:14:33.000]  耶穌說了一些話
[00:14:33.000 --> 00:14:35.000]  其實耶穌說了什麼話呢
[00:14:35.000 --> 00:14:37.000]  我們當然要看回前文
[00:14:37.000 --> 00:14:39.000]  如果大家有機會
[00:14:39.000 --> 00:14:41.000]  就會再次看回
[00:14:41.000 --> 00:14:44.000]  其實耶穌原來在這一次
[00:14:44.000 --> 00:14:47.000]  第三次出耶路撒冷
[00:14:47.000 --> 00:14:50.000]  進入伯大利的時候
[00:14:50.000 --> 00:14:54.000]  祂就在一個人的家裡
[00:14:54.000 --> 00:14:57.000]  告訴祂的門徒
[00:14:57.000 --> 00:14:59.000]  當然這個地方
[00:14:59.000 --> 00:15:01.000]  我們在哪裡知道呢
[00:15:01.000 --> 00:15:03.000]  就是在剛才所讀的聖經
[00:15:03.000 --> 00:15:06.000]  第六節那裡告訴我們
[00:15:06.000 --> 00:15:08.000]  耶穌在伯大利
[00:15:08.000 --> 00:15:12.000]  長大麻風的西門家女
[00:15:12.000 --> 00:15:14.000]  原來耶穌當時
[00:15:14.000 --> 00:15:17.000]  正處身在一個
[00:15:17.000 --> 00:15:19.000]  可能曾經患過大麻風
[00:15:19.000 --> 00:15:23.000]  或者現在正在患大麻風的人
[00:15:23.000 --> 00:15:25.000]  這個人有名字
[00:15:25.000 --> 00:15:27.000]  這個人的名字叫西門
[00:15:27.000 --> 00:15:29.000]  耶穌在祂的家裡
[00:15:29.000 --> 00:15:31.000]  耶穌在祂的家裡
[00:15:31.000 --> 00:15:33.000]  說了很多道
[00:15:33.000 --> 00:15:34.000]  如果想知道什麼道呢
[00:15:34.000 --> 00:15:36.000]  其實大部分都是一些
[00:15:36.000 --> 00:15:40.000]  有關於比喻的講道內容
[00:15:40.000 --> 00:15:43.000]  其中比較出名的兩個比喻
[00:15:43.000 --> 00:15:45.000]  相信大家都聽過的
[00:15:45.000 --> 00:15:47.000]  一個就是十個童女的比喻
[00:15:47.000 --> 00:15:49.000]  另一個就是講到
[00:15:49.000 --> 00:15:51.000]  安財受託
[00:15:51.000 --> 00:15:55.000]  這些的僕人
[00:15:55.000 --> 00:15:59.000]  主人要故意離開一段時間
[00:15:59.000 --> 00:16:01.000]  就找了三個僕人
[00:16:01.000 --> 00:16:02.000]  按住他的財幹
[00:16:02.000 --> 00:16:06.000]  給了五千、二千、一千
[00:16:06.000 --> 00:16:07.000]  給他們去管理
[00:16:07.000 --> 00:16:09.000]  主人後來就回來
[00:16:09.000 --> 00:16:11.000]  再跟他們計數
[00:16:11.000 --> 00:16:14.000]  這兩個基本上是一個
[00:16:14.000 --> 00:16:17.000]  很家傳戶曉的一些比喻
[00:16:17.000 --> 00:16:19.000]  我相信所有的弟兄姊妹
[00:16:19.000 --> 00:16:22.000]  都應該大部分都聽過了
[00:16:22.000 --> 00:16:26.000]  但是在這個背景之下
[00:16:26.000 --> 00:16:28.000]  我們就發現到
[00:16:28.000 --> 00:16:29.000]  接下來這段聖經
[00:16:29.000 --> 00:16:31.000]  其實是很有電影感的
[00:16:31.000 --> 00:16:33.000]  一段陳述
[00:16:33.000 --> 00:16:35.000]  為什麼我說很有電影感呢
[00:16:35.000 --> 00:16:37.000]  因為如果我們把這段聖經
[00:16:37.000 --> 00:16:40.000]  從第一節到第十六節的時候
[00:16:40.000 --> 00:16:43.000]  好像一個專業的
[00:16:43.000 --> 00:16:47.000]  電影拍攝的攝影師
[00:16:47.000 --> 00:16:50.000]  他把鏡頭剪接了
[00:16:50.000 --> 00:16:52.000]  在來回兩個地方
[00:16:52.000 --> 00:16:54.000]  一個就是耶穌當時
[00:16:54.000 --> 00:16:56.000]  所身處的西門的家
[00:16:56.000 --> 00:16:58.000]  另一個地方就是
[00:16:58.000 --> 00:17:02.000]  大祭司的殿院裡面
[00:17:02.000 --> 00:17:05.000]  這個過程反覆做了
[00:17:05.000 --> 00:17:07.000]  可以說是做了三次
[00:17:07.000 --> 00:17:10.000]  然後最後就總結在
[00:17:10.000 --> 00:17:13.000]  祭司掌地所身處的地方
[00:17:13.000 --> 00:17:15.000]  這個我們當然不知道在哪一處
[00:17:15.000 --> 00:17:18.000]  可能都是同樣在大祭司的殿院
[00:17:18.000 --> 00:17:21.000]  或者是在他們所身處的
[00:17:21.000 --> 00:17:27.000]  耶路撒冷的公會裡面的辦事地方
[00:17:27.000 --> 00:17:30.000]  這段聖經可以分為四個部分去看
[00:17:30.000 --> 00:17:32.000]  第一我們看見
[00:17:32.000 --> 00:17:34.000]  從第一節至第二節裡面
[00:17:34.000 --> 00:17:37.000]  我們看到耶穌同門徒當時
[00:17:37.000 --> 00:17:42.000]  正處身在伯大利西門家的家
[00:17:42.000 --> 00:17:45.000]  然後到第三節第五節的時候
[00:17:45.000 --> 00:17:48.000]  鏡頭一轉就由伯大利
[00:17:48.000 --> 00:17:53.000]  轉到當時的大祭司
[00:17:53.000 --> 00:17:56.000]  蓋亞伯他的殿院裡面
[00:17:56.000 --> 00:17:59.000]  這個殿院不是一般的殿院
[00:17:59.000 --> 00:18:01.000]  按照圓聞聖經說
[00:18:01.000 --> 00:18:05.000]  這個殿院是指有複式的建築物群
[00:18:05.000 --> 00:18:06.000]  包圍著
[00:18:06.000 --> 00:18:09.000]  而中間有一個露天的場所
[00:18:09.000 --> 00:18:11.000]  可以讓他們開會
[00:18:11.000 --> 00:18:12.000]  如果用今天的說法
[00:18:12.000 --> 00:18:14.000]  就是一個別墅
[00:18:14.000 --> 00:18:16.000]  一間別墅
[00:18:16.000 --> 00:18:19.000]  當時大祭司是住別墅的
[00:18:19.000 --> 00:18:23.000]  然後鏡頭一轉又再一轉
[00:18:23.000 --> 00:18:28.000]  又轉回伯大利西門的家裡面
[00:18:28.000 --> 00:18:30.000]  又發生了一件事件
[00:18:30.000 --> 00:18:31.000]  一會兒我們會說
[00:18:31.000 --> 00:18:33.000]  就是談論到有一個女士
[00:18:33.000 --> 00:18:39.000]  帶著一瓶油灑在耶穌的頭上
[00:18:39.000 --> 00:18:41.000]  當這件事說還沒完的時候
[00:18:41.000 --> 00:18:43.000]  鏡頭又再一轉
[00:18:43.000 --> 00:18:46.000]  又轉回伯大利西門
[00:18:46.000 --> 00:18:50.000]  轉到祭司長的群體裡面
[00:18:50.000 --> 00:18:51.000]  然後就說
[00:18:51.000 --> 00:18:54.000]  看看他們究竟一起
[00:18:54.000 --> 00:18:57.000]  設計一個什麼陰謀
[00:18:57.000 --> 00:19:01.000]  這個鏡頭可以說是四次的轉動
[00:19:01.000 --> 00:19:04.000]  看的時候我們就覺得很有電影感
[00:19:04.000 --> 00:19:07.000]  但是其實如果大家看電影
[00:19:07.000 --> 00:19:10.000]  就算電影的鏡頭怎麼轉
[00:19:10.000 --> 00:19:12.000]  其實他們都圍繞著
[00:19:12.000 --> 00:19:14.000]  同一個軸心的主題
[00:19:14.000 --> 00:19:16.000]  這個主題就成為了
[00:19:16.000 --> 00:19:18.000]  我們今天所看這段聖經的
[00:19:18.000 --> 00:19:20.000]  主軸的中心
[00:19:20.000 --> 00:19:24.000]  就是當一個人他的靈性是如何
[00:19:24.000 --> 00:19:28.000]  他就會有對應的金心付出
[00:19:28.000 --> 00:19:30.000]  而隨之而發生
[00:19:30.000 --> 00:19:32.000]  我再說多一次
[00:19:32.000 --> 00:19:34.000]  這條主軸是什麼
[00:19:34.000 --> 00:19:36.000]  當一個人如果他的靈性
[00:19:36.000 --> 00:19:38.000]  是怎樣的時候
[00:19:38.000 --> 00:19:41.000]  可能好 可能差
[00:19:41.000 --> 00:19:43.000]  在這種情況之下
[00:19:43.000 --> 00:19:45.000]  他就會有對應的付出
[00:19:45.000 --> 00:19:47.000]  而且是金心的付出
[00:19:47.000 --> 00:19:53.000]  隨著他的靈性好壞而發展
[00:19:53.000 --> 00:19:55.000]  所以英文我叫做
[00:19:55.000 --> 00:19:57.000]  What kind of spirituality
[00:19:57.000 --> 00:20:00.000]  will have what kind of voluntary commitment
[00:20:00.000 --> 00:20:02.000]  那我們去看看這段聖經
[00:20:02.000 --> 00:20:04.000]  發生什麼事了
[00:20:04.000 --> 00:20:06.000]  這段聖經我們基本上
[00:20:06.000 --> 00:20:08.000]  我會將它分為三個部分
[00:20:08.000 --> 00:20:10.000]  跟大家一起去看
