
[00:00:00.000 --> 00:00:01.580]  祈禱不是悶的
[00:01:41.180 --> 00:01:42.380]  是還沒完的
[00:01:42.380 --> 00:01:45.760]  後來講到保羅怎樣做見證在羅馬
[00:01:45.760 --> 00:01:48.100]  其實這個是延接下去的
[00:01:48.100 --> 00:01:51.140]  是今天教會的歷史還沒完的
[00:01:51.140 --> 00:01:53.540]  直到主耶穌再回來的時候
[00:01:53.540 --> 00:01:56.020]  教會的歷史就完結
[00:01:56.020 --> 00:01:58.900]  教會被提到天上面
[00:01:58.900 --> 00:02:02.820]  所以今天教會我們一段需要祈禱加力量
[00:02:02.820 --> 00:02:04.300]  求主加我們力量
[00:02:04.300 --> 00:02:05.820]  我們想做很多事
[00:02:05.820 --> 00:02:07.060]  不過沒力而已
[00:02:07.060 --> 00:02:08.340]  對不對
[00:02:08.340 --> 00:02:11.140]  我們求主給我們有力量
[00:02:11.140 --> 00:02:14.020]  祈禱得著聖靈的能力
[00:02:14.020 --> 00:02:16.460]  我們先低頭祈禱
[00:02:16.460 --> 00:02:20.260]  因主幫助我們今天的講道當中
[00:02:20.260 --> 00:02:25.220]  我們親自感受到祈禱的重要
[00:02:25.220 --> 00:02:28.500]  主耶穌祢在我們當中與我們同在
[00:02:28.500 --> 00:02:31.580]  這個是最寶貴的應許
[00:02:31.580 --> 00:02:35.660]  求主祢今天在我們的心中
[00:02:35.660 --> 00:02:40.340]  搞動我們 幫助我們
[00:02:40.340 --> 00:02:42.660]  不是公式化祈禱
[00:02:42.660 --> 00:02:45.260]  而是今天我們願意面對面
[00:02:45.260 --> 00:02:48.060]  見到我們的主 我們的神
[00:02:48.060 --> 00:02:52.220]  祈禱感恩 奉耶穌名禱 阿們
[00:02:52.220 --> 00:02:57.700]  在《瑪雅福音》第六節至第八節
[00:02:57.700 --> 00:02:59.820]  時間關係我不詳細讀
[00:02:59.820 --> 00:03:01.900]  就是說你們祈禱的時候
[00:03:01.900 --> 00:03:04.140]  要進入內室關上門
[00:03:04.140 --> 00:03:06.180]  禱告暗中的符
[00:03:06.180 --> 00:03:08.860]  你符在暗中察看必然報答你
[00:03:08.860 --> 00:03:12.060]  然後你們不要像外邦人
[00:03:12.060 --> 00:03:14.060]  重複地說很多話
[00:03:14.060 --> 00:03:17.580]  這就說到祈禱不是一個公式化祈禱
[00:03:17.580 --> 00:03:19.260]  公式化祈禱是沒有用的
[00:03:19.260 --> 00:03:21.420]  我見到有些人公式化祈禱
[00:03:21.420 --> 00:03:23.420]  他每天祈禱就是唸主禱文
[00:03:23.420 --> 00:03:26.380]  一有什麼事 我們就天上的符
[00:03:26.380 --> 00:03:28.140]  然後再祈禱一路唸
[00:03:28.140 --> 00:03:30.220]  有一個姐妹 我見到她
[00:03:30.220 --> 00:03:32.220]  有一天回來教會當中
[00:03:32.220 --> 00:03:34.460]  她就要問牧師
[00:03:34.460 --> 00:03:36.460]  開大音響 不是我們教會
[00:03:36.460 --> 00:03:40.020]  開大音響 她大聲在那裡祈禱主禱文
[00:03:40.020 --> 00:03:42.740]  唸了幾十次 從頭到尾
[00:03:42.740 --> 00:03:43.740]  她以為這樣就可以了
[00:03:43.740 --> 00:03:45.540]  這是一個公式化祈禱
[00:03:45.540 --> 00:03:47.820]  所以耶穌第一件事警告我們
[00:03:47.820 --> 00:03:49.340]  不要公式化祈禱
[00:03:49.340 --> 00:03:52.820]  是真誠地向主禱告 關上門
[00:03:52.820 --> 00:03:55.820]  祈禱首先是你和神的關係
[00:03:55.820 --> 00:03:57.420]  我和神的關係
[00:03:57.420 --> 00:03:59.540]  是真誠的祈禱 不是讓人聽
[00:03:59.540 --> 00:04:01.900]  不是公式化 不是一個方程式
[00:04:01.900 --> 00:04:06.860]  這個方程式一講就靈了
[00:04:06.860 --> 00:04:08.140]  不是那種祈禱
[00:04:08.140 --> 00:04:13.220]  然後第九節至到第十三節
[00:04:13.220 --> 00:04:16.180]  是一個禱告文 大家都很熟悉
[00:04:16.180 --> 00:04:18.060]  我們一會兒再講到
[00:04:18.060 --> 00:04:20.300]  然後第十四節
[00:04:20.300 --> 00:04:22.340]  講到第十五節
[00:04:22.340 --> 00:04:23.500]  祂特別說
[00:04:23.500 --> 00:04:25.620]  你們要饒恕人的過犯
[00:04:25.620 --> 00:04:29.540]  你們在天上也必饒恕你們的過犯
[00:04:29.540 --> 00:04:31.740]  為甚麼我們祈禱祈不通呢
[00:04:31.740 --> 00:04:33.900]  其中有一個原因
[00:04:33.900 --> 00:04:35.820]  耶穌特別強調
[00:04:35.820 --> 00:04:39.100]  有些東西掩著我們的心
[00:04:39.100 --> 00:04:40.700]  甚麼掩著我們的心呢
[00:04:40.700 --> 00:04:42.420]  和人有過節
[00:04:42.420 --> 00:04:45.100]  所以你和別人吵架是不能祈禱的
[00:04:45.100 --> 00:04:46.260]  如果你們夫妻
[00:04:46.260 --> 00:04:47.260]  有沒有試過
[00:04:47.260 --> 00:04:48.700]  夫婦在吵架
[00:04:48.700 --> 00:04:50.660]  可不可以一起祈禱
[00:04:50.660 --> 00:04:51.900]  不可以一起祈禱
[00:04:51.900 --> 00:04:54.740]  教會的童宮
[00:04:54.740 --> 00:04:55.740]  一吵架
[00:04:55.740 --> 00:04:57.260]  大家有心病的時候
[00:04:57.260 --> 00:04:58.820]  能不能祈禱
[00:04:58.820 --> 00:05:00.180]  不能祈禱
[00:05:00.180 --> 00:05:01.140]  所以耶穌說
[00:05:01.140 --> 00:05:02.940]  如果你想真正祈禱
[00:05:02.940 --> 00:05:04.020]  能夠祈禱的時候
[00:05:04.020 --> 00:05:05.500]  能夠祈禱通
[00:05:05.500 --> 00:05:08.940]  一定要將心裏那些掩著的東西
[00:05:08.940 --> 00:05:10.300]  要拆除
[00:05:10.300 --> 00:05:11.460]  將它拿走
[00:05:11.460 --> 00:05:15.660]  就是要饒恕別人的過犯
[00:05:15.660 --> 00:05:17.860]  有些人真的很難饒恕
[00:05:17.860 --> 00:05:19.580]  想起就生氣
[00:05:19.580 --> 00:05:22.660]  當你生氣的時候怎麼祈禱呢
[00:05:22.660 --> 00:05:23.940]  求主幫助我們
[00:05:23.940 --> 00:05:27.580]  將心裏那種不可以饒恕別人的感覺
[00:05:27.580 --> 00:05:31.020]  那種不肯放開的感覺
[00:05:31.020 --> 00:05:32.380]  放下
[00:05:32.380 --> 00:05:33.700]  求主幫助我們
[00:05:33.700 --> 00:05:36.420]  我們今天講到
[00:05:36.420 --> 00:05:39.300]  看看Outline也挺可怕的
[00:05:39.300 --> 00:05:41.380]  有八點的
[00:05:41.380 --> 00:05:43.940]  其實是很短的
[00:05:43.940 --> 00:05:47.780]  其實第一點就是講祈禱
[00:05:47.780 --> 00:05:52.420]  第一點就是親近主的渴求
[00:05:52.420 --> 00:05:58.140]  親近主的天父的一種渴求
[00:05:58.140 --> 00:06:01.180]  深切的渴求
[00:06:01.180 --> 00:06:04.940]  就是說我們想不想來到親近神
[00:06:04.940 --> 00:06:07.020]  想不想來到親近神
[00:06:07.020 --> 00:06:10.100]  願不願意來到親近神
[00:06:10.100 --> 00:06:12.260]  我們人呢
[00:06:12.260 --> 00:06:14.460]  很多時候我們想其他東西
[00:06:14.460 --> 00:06:18.140]  祈禱不是為了甚麼我們要達到的目的
[00:06:18.140 --> 00:06:21.980]  祈禱最主要的一件事就是我想親近神
[00:06:21.980 --> 00:06:24.540]  我們在天上的父
[00:06:24.540 --> 00:06:30.020]  耶穌基督稱呼父神為「阿爸父」
[00:06:30.020 --> 00:06:34.620]  不知道你早上起床的時候有沒有稱呼別人呢
[00:06:34.620 --> 00:06:36.580]  「阿爸」、「阿媽」
[00:06:36.580 --> 00:06:40.180]  我們中國人叫別人「吃飯」
[00:06:40.180 --> 00:06:42.020]  「阿爸吃飯」、「阿媽吃飯」
[00:06:42.020 --> 00:06:44.900]  這是講到一個親近的意思
[00:06:44.900 --> 00:06:47.540]  我們想不想親近神呢
[00:06:47.540 --> 00:06:49.700]  想不想親近神
[00:06:49.700 --> 00:06:53.340]  這是我們心裏面的一個問題
[00:06:53.340 --> 00:06:55.740]  祈禱最大的障礙
[00:06:55.740 --> 00:06:58.060]  是我們根本不想祈禱
[00:06:58.060 --> 00:06:59.820]  為甚麼不想祈禱呢
[00:06:59.820 --> 00:07:03.380]  因為有些是你更加想的
[00:07:03.380 --> 00:07:06.060]  你有些愛慕更加愛慕
[00:07:06.060 --> 00:07:09.100]  如果你很想錢的時候你就不想祈禱了
[00:07:09.100 --> 00:07:11.500]  因為錢比祈禱重要
[00:07:11.500 --> 00:07:12.860]  如果你很喜歡一個人
[00:07:12.860 --> 00:07:15.260]  那個人比耶穌更加重要
[00:07:15.260 --> 00:07:17.460]  你就不需要祈禱
[00:07:17.460 --> 00:07:19.860]  我們今天想不想祈禱呢
[00:07:19.860 --> 00:07:22.940]  深切地來到主面前
[00:07:22.940 --> 00:07:26.180]  雅各書說「你們親近上帝
[00:07:26.180 --> 00:07:28.180]  上帝就必親近你們」
[00:07:28.180 --> 00:07:29.780]  「你們親近神
[00:07:29.780 --> 00:07:32.140]  神就必親近你們」
[00:07:32.140 --> 00:07:36.260]  原來我們的神是等待著我們去親近祂
[00:07:36.260 --> 00:07:40.380]  我們的神好像一個慈父一樣等待著
[00:07:40.380 --> 00:07:42.700]  祂來擁抱我們
[00:07:42.700 --> 00:07:44.780]  去接納我們
[00:07:44.780 --> 00:07:46.300]  祂在等待著
[00:07:46.300 --> 00:07:48.180]  所以第一個是想不想
[00:07:48.180 --> 00:07:50.460]  第二個是敢不敢
[00:07:50.460 --> 00:07:52.580]  敢不敢親近神
[00:07:52.580 --> 00:07:56.900]  我們人有罪我們不敢親近神
[00:07:56.900 --> 00:08:00.100]  但是可以放心告訴弟兄姊妹
[00:08:00.100 --> 00:08:02.140]  我們敢親近神
[00:08:02.140 --> 00:08:05.140]  因為神在等待著我們
[00:08:05.140 --> 00:08:06.540]  祂很想親近我們
[00:08:06.540 --> 00:08:08.740]  不是等到我們完全好了
[00:08:08.740 --> 00:08:10.820]  不是等到我們是聖人
[00:08:10.820 --> 00:08:13.140]  不是等到我們懂了聖經
[00:08:13.140 --> 00:08:15.180]  不是等到我們甚麼都懂了
[00:08:15.180 --> 00:08:17.620]  才來親近神
[00:08:17.620 --> 00:08:21.460]  所以葛培里的「報徒會」有一首詩歌
[00:08:21.460 --> 00:08:22.740]  「Just as I am」
[00:08:22.740 --> 00:08:24.620]  即我是這樣來的
[00:08:24.620 --> 00:08:25.660]  我就是這樣來的
[00:08:25.660 --> 00:08:28.460]  來到神的面前
[00:08:28.460 --> 00:08:31.780]  神願意親近我們
[00:08:31.780 --> 00:08:34.380]  有一個故事講到一個罪犯
[00:08:34.380 --> 00:08:38.100]  坐完牢之後回家
[00:08:38.100 --> 00:08:39.220]  他不知道回哪裏
[00:08:39.220 --> 00:08:41.420]  放牢之後回家
[00:08:41.420 --> 00:08:42.580]  很想回家
[00:08:42.580 --> 00:08:44.780]  但是不知道爸爸媽媽接不接納他們
[00:08:44.780 --> 00:08:47.580]  寫封信回去
[00:08:47.580 --> 00:08:48.740]  我現在要回來了
[00:08:48.740 --> 00:08:51.340]  不過如果你不想見我
[00:08:51.340 --> 00:08:53.220]  我就不回來了
[00:08:53.220 --> 00:08:55.460]  火車經過那裏
[00:08:55.460 --> 00:08:56.900]  如果你想見我
[00:08:56.900 --> 00:08:58.900]  大家都聽過這個故事
[00:08:58.900 --> 00:09:01.220]  你在火車站那裏
[00:09:01.220 --> 00:09:05.100]  經過我家門口的火車站那裏
[00:09:05.100 --> 00:09:08.220]  在一棵大樹那裏
[00:09:08.220 --> 00:09:10.300]  掛一塊白布
[00:09:10.300 --> 00:09:13.100]  我看到那塊白布我就下車
[00:09:13.100 --> 00:09:16.540]  看不到那塊白布就不下車
[00:09:16.540 --> 00:09:19.020]  後來火車慢慢到的時候
[00:09:19.020 --> 00:09:22.180]  這個故事火車的人都知道
[00:09:22.180 --> 00:09:24.620]  「你看看」
[00:09:24.620 --> 00:09:29.660]  所有的樹很多棵樹都掛著白布
[00:09:29.660 --> 00:09:33.460]  這個兒子回家
[00:09:33.460 --> 00:09:35.060]  可以回家
[00:09:35.060 --> 00:09:36.540]  我們的神就是這樣
[00:09:36.540 --> 00:09:39.660]  祂願意祂想親近我們
[00:09:39.660 --> 00:09:42.380]  不是等到我們完全好了
[00:09:42.380 --> 00:09:43.860]  聖潔的
[00:09:43.860 --> 00:09:45.540]  神願意原諒我們
[00:09:45.540 --> 00:09:46.740]  接納我們
[00:09:46.740 --> 00:09:48.060]  所以第一點
[00:09:48.060 --> 00:09:50.940]  我們在天上的父
[00:09:50.940 --> 00:09:52.980]  我們在天上的父
[00:09:52.980 --> 00:09:54.380]  第二點是講到
[00:09:54.380 --> 00:09:56.620]  願人都尊你的名為聖
[00:09:56.620 --> 00:09:59.060]  尊敬神 尊崇神
[00:09:59.060 --> 00:10:01.220]  這是一個讚美
[00:10:01.220 --> 00:10:02.900]  尊崇神
[00:10:02.900 --> 00:10:04.460]  這是一個讚美的祈禱
[00:10:04.460 --> 00:10:05.940]  願人都尊你的名為聖
[00:10:05.940 --> 00:10:07.340]  甚麼是讚美神呢
[00:10:07.340 --> 00:10:10.060]  讚美神是講到神是誰
[00:10:10.060 --> 00:10:11.780]  讚美和感恩有些不同
[00:10:11.780 --> 00:10:14.460]  感恩就是神在你身上做了甚麼工作
[00:10:14.460 --> 00:10:16.660]  有甚麼恩惠給我們
[00:10:16.660 --> 00:10:20.340]  讚美神就是宣告神是誰
[00:10:20.340 --> 00:10:22.620]  所以在聖經裏面特別詩篇講到
[00:10:22.620 --> 00:10:24.620]  耶和華本為善
[00:10:24.620 --> 00:10:27.220]  他的慈愛永遠長存
[00:10:27.220 --> 00:10:29.940]  這裏講到神的本質
[00:10:29.940 --> 00:10:31.180]  原來我們祈禱的時候
[00:10:31.180 --> 00:10:33.060]  才是讚美神
[00:10:33.060 --> 00:10:34.740]  來到主的面前讚美神
[00:10:34.740 --> 00:10:36.820]  願人都尊你的名為聖
[00:10:36.820 --> 00:10:39.620]  我們的生命怎樣讚美呢
[00:10:39.620 --> 00:10:42.300]  就是我們的生命認同到
[00:10:42.300 --> 00:10:44.660]  神的生命的本質
[00:10:44.660 --> 00:10:46.100]  所以讚美
[00:10:46.100 --> 00:10:49.260]  不是神很想我們稱讚祂
[00:10:49.260 --> 00:10:52.660]  不是不讚祂 神不行 不是這個意思
[00:10:52.660 --> 00:10:56.220]  我們稱讚神是我們的生命本質
[00:10:56.220 --> 00:10:58.700]  很想好像神一樣
[00:10:58.700 --> 00:11:01.340]  我們可以彰顯到神的榮美
[00:11:01.340 --> 00:11:02.940]  所以每一次讚美
[00:11:02.940 --> 00:11:05.740]  是神在改變我們
[00:11:05.740 --> 00:11:07.420]  如果我們有罪的人
[00:11:07.420 --> 00:11:08.820]  我們很難讚美
[00:11:08.820 --> 00:11:10.860]  你很貪婪的人
[00:11:10.860 --> 00:11:12.220]  不可以讚美神
[00:11:12.220 --> 00:11:13.460]  你有色情的感覺
[00:11:13.460 --> 00:11:14.820]  你不可以讚美神
[00:11:14.820 --> 00:11:16.100]  但真正的讚美神
[00:11:16.100 --> 00:11:17.780]  就是神改變了
[00:11:17.780 --> 00:11:19.700]  將我的雜質污穢了
[00:11:19.700 --> 00:11:21.780]  在聖潔當中
[00:11:21.780 --> 00:11:24.540]  我們沾養神的榮美
[00:11:24.540 --> 00:11:29.060]  我說好像那些人調教琴一樣
[00:11:29.060 --> 00:11:30.300]  我以前都講過
[00:11:30.300 --> 00:11:31.780]  好像小提琴一樣
[00:11:31.780 --> 00:11:32.860]  以前我不明白那些人
[00:11:32.860 --> 00:11:34.460]  為什麼拉拉蝦小提琴
[00:11:34.460 --> 00:11:36.460]  又想去教教音
[00:11:36.460 --> 00:11:38.060]  我哥哥學小提琴的
[00:11:38.060 --> 00:11:40.140]  他經常都去教音
[00:11:40.140 --> 00:11:43.020]  他說很容易歪了
[00:11:43.020 --> 00:11:44.980]  後來有個鋼琴家說
[00:11:44.980 --> 00:11:46.820]  鋼琴都會歪了線
[00:11:46.820 --> 00:11:47.820]  可能電子琴不會歪
[00:11:47.820 --> 00:11:49.740]  我不知道
[00:11:49.740 --> 00:11:51.020]  要教
[00:11:51.020 --> 00:11:51.980]  我們的生命當中
[00:11:51.980 --> 00:11:54.620]  就是調教我們的生命
[00:11:54.620 --> 00:11:57.140]  調教我們生命始祖的時候
[00:11:57.140 --> 00:11:59.260]  我們就發出讚美
[00:11:59.260 --> 00:12:00.260]  所以每一次讚美
[00:12:00.260 --> 00:12:01.980]  神在改變我們
[00:12:01.980 --> 00:12:03.700]  我們有什麼污穢
[00:12:03.700 --> 00:12:04.620]  什麼雜質
[00:12:04.620 --> 00:12:05.700]  扔掉它
[00:12:05.700 --> 00:12:08.180]  我們喜歡神的聖潔
[00:12:08.180 --> 00:12:09.460]  可以被神使用
[00:12:09.460 --> 00:12:13.500]  這是一個讚美神的祈禱
[00:12:13.500 --> 00:12:14.140]  讚美神
[00:12:14.140 --> 00:12:16.860]  願人都尊祢的名為聖
[00:12:16.860 --> 00:12:19.100]  所以在詩篇第九十九篇
[00:12:19.100 --> 00:12:19.620]  第九節
[00:12:19.620 --> 00:12:20.740]  很容易
[00:12:20.740 --> 00:12:22.780]  我們香港打999
[00:12:22.780 --> 00:12:24.580]  這裡打999
[00:12:24.580 --> 00:12:26.780]  你們要尊崇耶和華
[00:12:26.780 --> 00:12:28.500]  我們的上帝
[00:12:28.500 --> 00:12:31.020]  在祂的聖山上
[00:12:31.020 --> 00:12:34.100]  來到下拜
[00:12:34.100 --> 00:12:35.460]  在祂的聖山下拜
[00:12:35.460 --> 00:12:36.580]  因為耶和華
[00:12:36.580 --> 00:12:39.660]  我們上帝本為善
[00:12:39.660 --> 00:12:41.820]  耶和華本為善
[00:12:41.820 --> 00:12:43.740]  本為聖
[00:12:43.740 --> 00:12:46.860]  如果我們看聖經的版本
[00:12:46.860 --> 00:12:49.660]  耶和華本為聖是特別大的字
[00:12:49.660 --> 00:12:52.900]  是講到我們尊崇神的名字
[00:12:52.900 --> 00:12:55.540]  是一個讚美神
[00:12:55.540 --> 00:12:59.260]  我們有什麼可以讚美神呢
[00:12:59.260 --> 00:13:00.820]  正如我所說
[00:13:00.820 --> 00:13:03.020]  感恩比較容易
[00:13:03.020 --> 00:13:04.780]  讚美我們要視作
[00:13:04.780 --> 00:13:07.740]  因為神想改變我們的本質
[00:13:07.740 --> 00:13:08.980]  去讚美祂
[00:13:08.980 --> 00:13:10.140]  我們的生命
[00:13:10.140 --> 00:13:12.820]  可以彰顯到神的榮耀
[00:13:12.820 --> 00:13:14.940]  這是一個很大的祝福
[00:13:14.940 --> 00:13:17.260]  很大的讚美
[00:13:17.260 --> 00:13:18.340]  接著講到
[00:13:18.340 --> 00:13:20.900]  盼望主的國降臨
[00:13:20.900 --> 00:13:23.140]  願祢的國降臨
[00:13:23.140 --> 00:13:26.660]  願祢的國降臨
[00:13:26.660 --> 00:13:31.940]  我發覺祈禱
[00:13:31.940 --> 00:13:35.820]  不是講到我要什麼
[00:13:35.820 --> 00:13:37.860]  是神是怎樣
[00:13:37.860 --> 00:13:39.540]  神的國降臨
[00:13:39.540 --> 00:13:43.060]  神的旨意成就
[00:13:43.060 --> 00:13:46.500]  我們拜菩薩式的祈禱
[00:13:46.500 --> 00:13:48.660]  就是神祢幫我
[00:13:48.660 --> 00:13:51.380]  是我做中心
[00:13:51.380 --> 00:13:52.740]  所以很多人都祈禱
[00:13:52.740 --> 00:13:57.860]  不過祂不是神為主導的禱告
[00:13:57.860 --> 00:14:02.220]  願祢的國降臨
[00:14:02.220 --> 00:14:03.260]  我今天用了
[00:14:03.260 --> 00:14:09.660]  《但以理書》第六章二十六節的故事
[00:14:09.660 --> 00:14:15.220]  但以理是一個很神所使用的一個神的僕人
[00:14:15.220 --> 00:14:17.340]  他年輕的時候就秘魯去巴比倫
[00:14:17.340 --> 00:14:19.780]  後來皇朝改變了
[00:14:19.780 --> 00:14:21.700]  變了馬代波斯
[00:14:21.700 --> 00:14:23.900]  去到波斯王的時候
[00:14:23.900 --> 00:14:27.460]  他仍然坐在政治的高位
[00:14:27.460 --> 00:14:31.020]  但以理是一個祈禱的人
[00:14:31.020 --> 00:14:33.900]  所以很多人喜歡用但以理的名字
[00:14:33.900 --> 00:14:36.620]  因為一講到但以理
[00:14:36.620 --> 00:14:38.940]  你就會聯想到祈禱
[00:14:38.940 --> 00:14:40.860]  但以理的祈禱就是說
[00:14:40.860 --> 00:14:43.300]  當時王立了一條命令
[00:14:43.300 --> 00:14:46.620]  三十天之內不可以向其他神跪拜
[00:14:46.620 --> 00:14:49.500]  但以理照常打開窗
[00:14:49.500 --> 00:14:52.940]  向著耶路撒冷一日三次祈禱
[00:14:52.940 --> 00:14:53.820]  人們就抓他
[00:14:53.820 --> 00:14:55.260]  抓他去哪裡呢
[00:14:55.260 --> 00:14:58.340]  這個王就立了一條傻的命令
[00:14:58.340 --> 00:15:02.340]  這個命令就是誰這樣做就扔進獅子坑裡
[00:15:02.340 --> 00:15:04.660]  大家都很記得這個故事
[00:15:04.660 --> 00:15:08.540]  於是但以理就被人抓進獅子坑裡
[00:15:08.540 --> 00:15:09.860]  但在獅子坑裡面
[00:15:09.860 --> 00:15:12.300]  這個王覺得很不舒服
[00:15:12.300 --> 00:15:13.500]  睡不著覺
[00:15:13.500 --> 00:15:14.380]  什麼娛樂
[00:15:14.380 --> 00:15:15.540]  又看不到電視
[00:15:15.540 --> 00:15:16.820]  看不到網絡
[00:15:16.820 --> 00:15:18.740]  完全沒有心機
[00:15:18.740 --> 00:15:22.820]  於是他第一天早上就走去獅子坑那裡
[00:15:22.820 --> 00:15:29.220]  他說你拜的永生神有沒有救你呢
[00:15:29.220 --> 00:15:31.980]  大家都知道這個故事
[00:15:31.980 --> 00:15:33.500]  但以理說沒事
[00:15:33.500 --> 00:15:35.940]  神封住了那些獅子坑
[00:15:35.940 --> 00:15:38.100]  於是這個王就改變過來
[00:15:38.100 --> 00:15:40.460]  就講了這一句話
[00:15:40.460 --> 00:15:45.180]  這是一個未信主的人所講的說話
[00:15:45.180 --> 00:15:46.300]  大家看看講什麼
[00:15:46.300 --> 00:15:48.540]  現在我降旨曉遇
[00:15:48.540 --> 00:15:51.500]  我們所統合的全國人民
[00:15:51.500 --> 00:15:55.060]  要在但以理的上帝面前
[00:15:55.060 --> 00:15:57.020]  戰經恐懼
[00:15:57.020 --> 00:16:01.500]  因為他是永遠長存的上帝
[00:16:01.500 --> 00:16:03.860]  他的國永不敗壞
[00:16:03.860 --> 00:16:07.940]  他的權柄永存無極
[00:16:07.940 --> 00:16:10.060]  其實這一段的經文
[00:16:10.060 --> 00:16:13.260]  回應到《詩篇》第二篇
[00:16:13.260 --> 00:16:15.100]  《詩篇》第二篇就是
[00:16:15.100 --> 00:16:17.420]  很多人是敵對神
[00:16:17.420 --> 00:16:20.340]  但將來神的國要降臨
[00:16:20.340 --> 00:16:22.900]  神的國要降臨
[00:16:22.900 --> 00:16:24.780]  原來未信主的人
[00:16:24.780 --> 00:16:28.540]  他們都知道他們的國不行
[00:16:28.540 --> 00:16:32.460]  今天世界上有哪個國家行得通呢
[00:16:32.460 --> 00:16:34.860]  有哪個國是好的呢
[00:16:34.860 --> 00:16:36.980]  你說美國
[00:16:36.980 --> 00:16:41.100]  美國不好 大家知道
[00:16:41.100 --> 00:16:43.580]  去哪個國家好呢
[00:16:43.580 --> 00:16:45.620]  即是這世界非我家
[00:16:45.620 --> 00:16:47.260]  有沒有聽過這首詩
[00:16:47.260 --> 00:16:50.740]  你回香港 樓價又這麼貴
[00:16:50.740 --> 00:16:53.700]  去大陸又吃假東西
[00:16:53.700 --> 00:16:57.580]  你去歐洲又凹凹亂亂
[00:16:57.580 --> 00:16:59.380]  去歐洲 你知有沒有去歐洲
[00:16:59.380 --> 00:17:01.980]  沒東西吃 很淒涼
[00:17:01.980 --> 00:17:03.340]  沒有一個國家好
[00:17:03.340 --> 00:17:05.500]  去南美洲不如
[00:17:05.500 --> 00:17:09.540]  南美洲分分鐘命都沒有
[00:17:09.540 --> 00:17:11.980]  我們去過很多次
[00:17:11.980 --> 00:17:15.060]  我去過委內瑞拉真的很害怕
[00:17:15.060 --> 00:17:17.340]  沒什麼國家是好的
[00:17:17.340 --> 00:17:22.700]  美國貪污跟大陸差不多
[00:17:22.700 --> 00:17:26.060]  沒一個國家是好的
[00:17:26.060 --> 00:17:28.060]  所以我們為何要
[00:17:28.060 --> 00:17:30.860]  因為這個世界的敗壞
[00:17:30.860 --> 00:17:35.780]  我們希望神公義的國來臨
[00:17:35.780 --> 00:17:38.100]  第二 這個國
[00:17:38.100 --> 00:17:43.060]  我們一定要進入甚麼國
[00:17:43.060 --> 00:17:46.420]  耶穌說天國近了
[00:17:46.420 --> 00:17:49.820]  你們要悔改
[00:17:49.820 --> 00:17:51.780]  進入天國
[00:17:51.780 --> 00:17:53.260]  天國近了
[00:17:53.260 --> 00:17:56.940]  我們今天最重要不是拿美國籍
