
[00:00:00.000 --> 00:00:03.000]  佛山節目要讓我們先聽神的導議,讓我們先同心同意
[00:07:13.000 --> 00:07:19.000]  聽姐妹,你知道上帝在這一刻怎樣操練保羅和巴勒巴嗎
[00:07:19.000 --> 00:07:23.000]  你知道上帝在這一刻怎麼去操練保羅和巴勒巴嗎
[00:07:23.000 --> 00:07:26.000]  他很愛錫的馬可
[00:07:26.000 --> 00:07:32.000]  他們所疼愛的馬可,就說違背契約
[00:07:32.000 --> 00:07:35.000]  真的非常痛心
[00:07:35.000 --> 00:07:39.000]  但是上帝挽回這兩個傳道人
[00:07:39.000 --> 00:07:41.000]  讓他們有個突破
[00:07:41.000 --> 00:07:44.000]  屬靈生命不要因為這些事情阻擋
[00:07:44.000 --> 00:07:50.000]  你愛人不能強迫別人接受你的愛
[00:07:50.000 --> 00:07:53.000]  你愛人但不能強迫別人接受你的愛
[00:07:53.000 --> 00:07:57.000]  兒女都一樣,你教他他不聽你就算了
[00:07:57.000 --> 00:08:01.000]  但是上帝的工作你不可以不做
[00:08:01.000 --> 00:08:04.000]  你要做得更加好
[00:08:04.000 --> 00:08:08.000]  於是我們來到這段聖經第十四章裏
[00:08:08.000 --> 00:08:10.000]  我們來到十四章裏面
[00:08:10.000 --> 00:08:13.000]  見到兩個重新得力的上帝的工人
[00:08:13.000 --> 00:08:18.000]  保羅和巴勒巴
[00:08:18.000 --> 00:08:24.000]  一路這麼傳道,他們現在去了什麼地方呢
[00:08:24.000 --> 00:08:27.000]  就從他們原本在比西底的安提柯
[00:08:27.000 --> 00:08:29.000]  就去到二哥練這個城市了
[00:08:29.000 --> 00:08:33.000]  我們今天就只看這一部份
[00:08:33.000 --> 00:08:38.000]  因為太長了,我怕大家消化不到
[00:08:38.000 --> 00:08:41.000]  我們分三堂去講第十四章
[00:08:41.000 --> 00:08:44.000]  我們分第十四章,我們以三堂的講道來講
[00:08:44.000 --> 00:08:47.000]  我們看一下一個重新得力的保羅和巴勒巴
[00:08:47.000 --> 00:08:51.000]  我們看到一個重新得力的保羅和巴勒巴
[00:08:51.000 --> 00:08:54.000]  是怎樣繼續的傳道
[00:08:54.000 --> 00:08:55.000]  怎麼繼續傳道
[00:08:55.000 --> 00:08:56.000]  我們一齊讀
[00:08:56.000 --> 00:08:57.000]  我們一齊讀
[00:08:57.000 --> 00:08:59.000]  我們一齊讀第一至第七節
[00:08:59.000 --> 00:09:01.000]  我們一到第七節
[00:09:01.000 --> 00:09:07.000]  二人在二哥練同進猶太人的會堂
[00:09:07.000 --> 00:09:13.000]  在那裏講的叫猶太人和希臘人信的很多
[00:09:13.000 --> 00:09:18.000]  但那不信從的猶太人鬆動外邦人
[00:09:18.000 --> 00:09:22.000]  叫他們心裏怒恨弟兄
[00:09:22.000 --> 00:09:25.000]  二人在那裏住了多日
[00:09:25.000 --> 00:09:28.000]  依靠主放膽傳道
[00:09:28.000 --> 00:09:33.000]  主借他們的手施行神蹟祈禱
[00:09:33.000 --> 00:09:35.000]  證明他的恩道
[00:09:35.000 --> 00:09:38.000]  城裏的眾人就分了黨
[00:09:38.000 --> 00:09:43.000]  有附從猶太人的有附從仕途的
[00:09:43.000 --> 00:09:46.000]  那時外邦人和猶太人
[00:09:46.000 --> 00:09:50.000]  並他們的官長一齊湧上來
[00:09:50.000 --> 00:09:52.000]  要凌辱仕途
[00:09:52.000 --> 00:09:54.000]  用石頭打他們
[00:09:54.000 --> 00:09:56.000]  仕途知道了
[00:09:56.000 --> 00:10:00.000]  就逃往呂高麗的路斯德
[00:10:00.000 --> 00:10:08.000]  合比兩個城和周圍地方去在那裏傳福音
[00:10:08.000 --> 00:10:11.000]  在這部份裏面我們發現到
[00:10:11.000 --> 00:10:13.000]  當保羅和巴拿巴
[00:10:13.000 --> 00:10:18.000]  在到這個二哥練的地方傳道的時候
[00:10:18.000 --> 00:10:22.000]  就發生一個很劇烈的分裂狀況
[00:10:22.000 --> 00:10:26.000]  就是當保羅和巴拿巴來到二哥練傳道的時候
[00:10:26.000 --> 00:10:28.000]  就發生一個很劇烈的分裂
[00:10:28.000 --> 00:10:31.000]  保羅去到不同的地方傳道
[00:10:31.000 --> 00:10:32.000]  那些人是不是都很歡迎他呢?
[00:10:32.000 --> 00:10:34.000]  保羅到不同的地方傳道
[00:10:34.000 --> 00:10:35.000]  是不是很多人都歡迎他呢?
[00:10:35.000 --> 00:10:36.000]  不是啊!
[00:10:36.000 --> 00:10:37.000]  不是!
[00:10:37.000 --> 00:10:39.000]  誰那麼隨便給我講台你講啊!
[00:10:39.000 --> 00:10:41.000]  誰給你一個講台隨便講啊!
[00:10:41.000 --> 00:10:44.000]  所以保羅和巴拿巴去到外邦的地方的時候
[00:10:44.000 --> 00:10:47.000]  保羅和巴拿巴去到外邦的時候
[00:10:47.000 --> 00:10:48.000]  除了在第十三章裏面
[00:10:48.000 --> 00:10:50.000]  他被邀請去傳道之外
[00:10:50.000 --> 00:10:52.000]  除了被邀請去傳道之外
[00:10:52.000 --> 00:10:55.000]  保羅很多時候他都傳道不是在會堂裏面的
[00:10:55.000 --> 00:10:57.000]  他很多傳道不是在會堂裏面
[00:10:57.000 --> 00:10:59.000]  不過他仍然去會堂
[00:10:59.000 --> 00:11:00.000]  寧願去會堂
[00:11:00.000 --> 00:11:02.000]  即是他不會放棄去教會親近神
[00:11:02.000 --> 00:11:05.000]  他不會放棄去教會親近神
[00:11:05.000 --> 00:11:06.000]  因為去到會堂裏面
[00:11:06.000 --> 00:11:07.000]  寧願去到會堂裏面
[00:11:07.000 --> 00:11:09.000]  他要去聽聖經
[00:11:09.000 --> 00:11:10.000]  他要去聽聖經
[00:11:10.000 --> 00:11:11.000]  讀聖經給他聽
[00:11:11.000 --> 00:11:12.000]  有很多事情在裏面
[00:11:12.000 --> 00:11:14.000]  為什麼這樣的情況是很重要呢?
[00:11:14.000 --> 00:11:15.000]  為什麼這樣的情況很重要呢?
[00:11:15.000 --> 00:11:17.000]  今天我們讀聖經是很容易的
[00:11:17.000 --> 00:11:18.000]  今天不讀
[00:11:18.000 --> 00:11:20.000]  告訴別人我沒時間讀聖經
[00:11:20.000 --> 00:11:21.000]  是騙你的
[00:11:21.000 --> 00:11:24.000]  現在告訴我沒時間讀聖經是騙你的
[00:11:24.000 --> 00:11:27.000]  今天你隨時隨地都可以讀聖經
[00:11:27.000 --> 00:11:29.000]  叫你隨時隨地都可以讀聖經
[00:11:29.000 --> 00:11:30.000]  你們有沒有手機?
[00:11:30.000 --> 00:11:31.000]  有沒有手機?
[00:11:31.000 --> 00:11:33.000]  你手機有沒有裝聖經軟件的?
[00:11:33.000 --> 00:11:34.000]  叫手機有沒有裝聖經?
[00:11:34.000 --> 00:11:35.000]  隨時可以讀啊
[00:11:35.000 --> 00:11:36.000]  隨時可以讀
[00:11:36.000 --> 00:11:39.000]  現在的聖經軟件厲害到
[00:11:39.000 --> 00:11:41.000]  你什麼語言都有的
[00:11:41.000 --> 00:11:44.000]  這世界上什麼語言都有
[00:11:44.000 --> 00:11:45.000]  你要中文的有中文
[00:11:45.000 --> 00:11:46.000]  你要中文的有中文
[00:11:46.000 --> 00:11:47.000]  你要英文的有英文
[00:11:47.000 --> 00:11:48.000]  你要英文的有英文
[00:11:48.000 --> 00:11:49.000]  你的台山話都有的
[00:11:49.000 --> 00:11:50.000]  你的台山話都有
[00:11:50.000 --> 00:11:52.000]  你的法文有法文
[00:11:52.000 --> 00:11:53.000]  法文有法文
[00:11:53.000 --> 00:11:54.000]  俄羅斯都有
[00:11:54.000 --> 00:11:55.000]  俄羅斯
[00:11:55.000 --> 00:11:57.000]  只要你裝個軟件隨時都聽得到
[00:11:57.000 --> 00:11:59.000]  只要你裝個軟件隨時都聽得到
[00:11:59.000 --> 00:12:01.000]  阿牧師我沒時間讀經啊
[00:12:01.000 --> 00:12:02.000]  阿牧師我沒時間讀經
[00:12:02.000 --> 00:12:03.000]  你不如索性說你不是基督徒
[00:12:03.000 --> 00:12:04.000]  告訴我更好
[00:12:04.000 --> 00:12:06.000]  告訴我你不是基督徒就好
[00:12:06.000 --> 00:12:07.000]  是不是?
[00:12:07.000 --> 00:12:08.000]  假的多不勝數
[00:12:08.000 --> 00:12:10.000]  假的不讀不勝數
[00:12:10.000 --> 00:12:12.000]  保羅現在去傳道
[00:12:12.000 --> 00:12:14.000]  他去的時候
[00:12:14.000 --> 00:12:15.000]  他去這些會堂幹什麼
[00:12:15.000 --> 00:12:16.000]  去聽聖經
[00:12:16.000 --> 00:12:19.000]  他保羅去傳道去會堂是聽聖經
[00:12:19.000 --> 00:12:20.000]  不同我們現在
[00:12:20.000 --> 00:12:21.000]  不同於我們現在
[00:12:21.000 --> 00:12:23.000]  以前他們真的要有聖經有古卷
[00:12:23.000 --> 00:12:25.000]  真的要去會堂才有古卷
[00:12:25.000 --> 00:12:28.000]  通常只有到會堂才有古卷
[00:12:28.000 --> 00:12:31.000]  雖然保羅是熟讀舊約聖經的人
[00:12:31.000 --> 00:12:33.000]  現在他熟讀舊約聖經
[00:12:33.000 --> 00:12:34.000]  他是個法尼賽人
[00:12:34.000 --> 00:12:35.000]  法利斯
[00:12:35.000 --> 00:12:36.000]  他是個法尼賽人
[00:12:36.000 --> 00:12:38.000]  He knows everything about the Old Testament
[00:12:38.000 --> 00:12:40.000]  但是他仍然去聽聖經
[00:12:40.000 --> 00:12:42.000]  他仍然去聽聖經
[00:12:42.000 --> 00:12:43.000]  在這樣的情況之下
[00:12:43.000 --> 00:12:45.000]  在這樣的情況之下
[00:12:45.000 --> 00:12:47.000]  他又去到以哥列
[00:12:47.000 --> 00:12:48.000]  他去了以哥列
[00:12:48.000 --> 00:12:49.000]  他這次知道了
[00:12:49.000 --> 00:12:50.000]  他這次知道了
[00:12:50.000 --> 00:12:54.000]  不要隨便去講話
[00:12:54.000 --> 00:12:56.000]  不隨便去講話
[00:12:56.000 --> 00:12:58.000]  沒有人叫你講道理你就不要去講
[00:12:58.000 --> 00:12:59.000]  沒人叫你講道理你就去講
[00:12:59.000 --> 00:13:00.000]  不過你可以去聚會
[00:13:00.000 --> 00:13:01.000]  不過你想去聚不聚
[00:13:01.000 --> 00:13:02.000]  聚會完了之後
[00:13:02.000 --> 00:13:04.000]  大家等下節目可以聚在一起
[00:13:04.000 --> 00:13:06.000]  聊聊聖經
[00:13:06.000 --> 00:13:07.000]  聊聊學習的領受
[00:13:07.000 --> 00:13:08.000]  對不對
[00:13:08.000 --> 00:13:10.000]  聚會完了以後
[00:13:10.000 --> 00:13:12.000]  可以傾談這個領受
[00:13:12.000 --> 00:13:13.000]  等下節目的評論
[00:13:13.000 --> 00:13:14.000]  我們完了崇拜之後
[00:13:14.000 --> 00:13:15.000]  做什麼呢
[00:13:15.000 --> 00:13:17.000]  只要我們崇拜結束以後怎麼樣
[00:13:17.000 --> 00:13:18.000]  我們經常都說
[00:13:18.000 --> 00:13:20.000]  我們因為很急
[00:13:20.000 --> 00:13:21.000]  租地方
[00:13:21.000 --> 00:13:22.000]  所以不夠時間分享
[00:13:22.000 --> 00:13:24.000]  第一要傾談
[00:13:24.000 --> 00:13:26.000]  我們經常因為租的地方
[00:13:26.000 --> 00:13:27.000]  不夠時間傾談
[00:13:27.000 --> 00:13:28.000]  有時候說
[00:13:28.000 --> 00:13:30.000]  我今天決定講半個小時
[00:13:30.000 --> 00:13:31.000]  我今天決定講半個小時
[00:13:31.000 --> 00:13:33.000]  以後我盡量講半個小時
[00:13:33.000 --> 00:13:34.000]  至七個字
[00:13:34.000 --> 00:13:35.000]  我盡量講半個小時
[00:13:35.000 --> 00:13:36.000]  給足時間你們
[00:13:36.000 --> 00:13:37.000]  給足時間你們
[00:13:37.000 --> 00:13:38.000]  那你們傾
[00:13:38.000 --> 00:13:39.000]  傾什麼呢
[00:13:39.000 --> 00:13:40.000]  讓你們去傾
[00:13:40.000 --> 00:13:41.000]  傾下聖經
[00:13:41.000 --> 00:13:42.000]  去傾下聖經
[00:13:42.000 --> 00:13:44.000]  就是上帝怎麼帶領你們走的人生路
[00:13:44.000 --> 00:13:47.000]  上帝怎麼帶領你走的人生路
[00:13:47.000 --> 00:13:48.000]  保羅就在這個時候
[00:13:48.000 --> 00:13:50.000]  和人傾下話
[00:13:50.000 --> 00:13:52.000]  保羅就在這個時候和大家傾談
[00:13:52.000 --> 00:13:53.000]  所以大家看節目
[00:13:53.000 --> 00:13:55.000]  可以看第十四章第一和第二節
[00:13:55.000 --> 00:13:57.000]  我們看十四章的第一和第二節
[00:13:57.000 --> 00:13:59.000]  第十四章的第一節
[00:13:59.000 --> 00:14:00.000]  第十四章第一節
[00:14:00.000 --> 00:14:03.000]  二人在以哥廉同進猶太人的會堂
[00:14:03.000 --> 00:14:05.000]  在那裡講的
[00:14:05.000 --> 00:14:08.000]  叫猶太人和希臘人
[00:14:08.000 --> 00:14:10.000]  信的很多
[00:14:10.000 --> 00:14:14.000]  The same thing occurred in
[00:14:14.000 --> 00:14:16.000]  以哥廉
[00:14:16.000 --> 00:14:18.000]  Where Paul and Barnabas
[00:14:18.000 --> 00:14:21.000]  went into the Jewish synagogue
[00:14:21.000 --> 00:14:23.000]  and spoke in such a way that
[00:14:23.000 --> 00:14:27.000]  a great number of both Jews and Greeks
[00:14:27.000 --> 00:14:29.000]  became believers
[00:14:29.000 --> 00:14:32.000]  二人在以哥廉同進猶太人的會堂
[00:14:32.000 --> 00:14:33.000]  在那裡講的
[00:14:33.000 --> 00:14:35.000]  叫猶太人和希臘人
[00:14:35.000 --> 00:14:36.000]  信的很多
[00:14:36.000 --> 00:14:37.000]  不去講道
[00:14:37.000 --> 00:14:38.000]  也要和人傾下話
[00:14:38.000 --> 00:14:40.000]  不和人講道
[00:14:40.000 --> 00:14:41.000]  和人傾談就可以了
[00:14:41.000 --> 00:14:42.000]  我們一定去了崇拜
[00:14:42.000 --> 00:14:43.000]  就可以和人傾下話
[00:14:43.000 --> 00:14:44.000]  我們崇拜完了以後
[00:14:44.000 --> 00:14:46.000]  大家可以有時間傾談
[00:14:46.000 --> 00:14:49.000]  希臘文真是很漂亮
[00:14:49.000 --> 00:14:51.000]  希臘文非常漂亮
[00:14:51.000 --> 00:14:53.000]  他這裡說
[00:14:53.000 --> 00:14:57.000]  在那裡講的
[00:14:57.000 --> 00:14:59.000]  在那裡講的
[00:14:59.000 --> 00:15:01.000]  英文聖經
[00:15:01.000 --> 00:15:02.000]  英文聖經是
[00:15:02.000 --> 00:15:03.000]  特登講
[00:15:03.000 --> 00:15:07.000]  spoke in such a way
[00:15:07.000 --> 00:15:09.000]  用希臘文講
[00:15:09.000 --> 00:15:12.000]  他可以閒談下
[00:15:12.000 --> 00:15:15.000]  希臘文就是閒談一下
[00:15:15.000 --> 00:15:18.000]  講一下聖經
[00:15:18.000 --> 00:15:21.000]  那些人就信主
[00:15:21.000 --> 00:15:22.000]  弟兄姊妹
[00:15:22.000 --> 00:15:24.000]  全福音不用到處走
[00:15:24.000 --> 00:15:31.000]  不用到市政府搞一場大龍鳳
[00:15:31.000 --> 00:15:33.000]  不用到市政府搞一場大龍鳳
[00:15:33.000 --> 00:15:36.000]  也不用到商場跳舞作興
[00:15:36.000 --> 00:15:38.000]  也不用到商場跳舞作興
[00:15:38.000 --> 00:15:41.000]  也不用到街上做街頭賣藝
[00:15:41.000 --> 00:15:43.000]  也不用到街上做街頭賣藝
[00:15:43.000 --> 00:15:44.000]  你想傳道嗎?
[00:15:44.000 --> 00:15:45.000]  你想傳道
[00:15:45.000 --> 00:15:46.000]  就在你可以去的地方
[00:15:46.000 --> 00:15:47.000]  就在你能去的地方
[00:15:47.000 --> 00:15:49.000]  和人閒談一下
[00:15:49.000 --> 00:15:51.000]  叫他們閒談一下
[00:15:51.000 --> 00:15:52.000]  你就可以傳道了
[00:15:52.000 --> 00:15:53.000]  你就可以傳道
[00:15:53.000 --> 00:15:54.000]  你經常問牧師
[00:15:54.000 --> 00:15:55.000]  你平時有什麼做呢?
[00:15:55.000 --> 00:15:57.000]  牧師平時有什麼做呢?
[00:15:57.000 --> 00:15:59.000]  很多人都以為牧師沒什麼做
[00:15:59.000 --> 00:16:01.000]  其實牧師平時沒什麼事做
[00:16:01.000 --> 00:16:02.000]  牧師平時做什麼呢?
[00:16:02.000 --> 00:16:03.000]  平時牧師做什麼呢?
[00:16:03.000 --> 00:16:05.000]  除了預備講章
[00:16:05.000 --> 00:16:06.000]  預備講章
[00:16:06.000 --> 00:16:08.000]  預備主要學
[00:16:08.000 --> 00:16:09.000]  預備主要學
[00:16:09.000 --> 00:16:11.000]  去看書預備
[00:16:11.000 --> 00:16:12.000]  看書預備
[00:16:12.000 --> 00:16:13.000]  去探訪
[00:16:13.000 --> 00:16:14.000]  探訪
[00:16:14.000 --> 00:16:16.000]  有什麼人病
[00:16:16.000 --> 00:16:17.000]  我們就去照顧一下
[00:16:17.000 --> 00:16:18.000]  去問候一下
[00:16:18.000 --> 00:16:20.000]  有病就去照顧一下
[00:16:20.000 --> 00:16:21.000]  問候一下
[00:16:21.000 --> 00:16:22.000]  其實做牧師
[00:16:22.000 --> 00:16:24.000]  在聖經講只有做兩件事
[00:16:24.000 --> 00:16:26.000]  牧師在聖經講只做兩件事
[00:16:26.000 --> 00:16:28.000]  祈禱和傳道
[00:16:28.000 --> 00:16:29.000]  傳道
[00:16:29.000 --> 00:16:31.000]  牧師其他什麼時間呢?
[00:16:31.000 --> 00:16:32.000]  其他時間呢?
[00:16:32.000 --> 00:16:33.000]  其他時間呢?
[00:16:33.000 --> 00:16:34.000]  你怎麼知道?
[00:16:34.000 --> 00:16:35.000]  這樣知不知道?
[00:16:35.000 --> 00:16:36.000]  牧師通常我呢
[00:16:36.000 --> 00:16:37.000]  你們牧師呢
[00:16:37.000 --> 00:16:39.000]  早上就會去游泳
[00:16:39.000 --> 00:16:40.000]  就是說
[00:16:40.000 --> 00:16:41.000]  你們牧師
[00:16:41.000 --> 00:16:43.000]  每天早上可能會去游泳
[00:16:43.000 --> 00:16:44.000]  我就
[00:16:44.000 --> 00:16:46.000]  很喜歡一早去游泳
[00:16:46.000 --> 00:16:48.000]  我很喜歡一早去游泳
[00:16:48.000 --> 00:16:49.000]  因為一早去游泳呢
[00:16:49.000 --> 00:16:50.000]  所以一早去游泳呢
[00:16:50.000 --> 00:16:52.000]  那些人多數都是
[00:16:52.000 --> 00:16:53.000]  一是上班的人
[00:16:53.000 --> 00:16:54.000]  要麼上班了
[00:16:54.000 --> 00:16:55.000]  游完水就上班了
[00:16:55.000 --> 00:16:57.000]  游完水就上班了
[00:16:57.000 --> 00:16:58.000]  另一類呢就閒人
[00:16:58.000 --> 00:17:00.000]  要麼就閒人
[00:17:00.000 --> 00:17:01.000]  退休那些
[00:17:01.000 --> 00:17:02.000]  退休了
[00:17:02.000 --> 00:17:03.000]  坐在那裡
[00:17:03.000 --> 00:17:04.000]  坐在那個泳池旁邊
[00:17:04.000 --> 00:17:05.000]  坐兩個小時三個小時都可以的
[00:17:05.000 --> 00:17:07.000]  就在游泳池坐兩個小時三個小時都可以
[00:17:07.000 --> 00:17:09.000]  我就在那裡跟這些人聊天
[00:17:09.000 --> 00:17:11.000]  我就在那裡跟這些人傾談
[00:17:11.000 --> 00:17:13.000]  最近傾談是什麼呢?
[00:17:13.000 --> 00:17:14.000]  最近傾談什麼呢?
[00:17:14.000 --> 00:17:16.000]  就關於憤怒的問題
[00:17:16.000 --> 00:17:18.000]  就關於憤怒的問題
[00:17:18.000 --> 00:17:19.000]  最近不知道為什麼
[00:17:19.000 --> 00:17:20.000]  最近不知道為什麼
[00:17:20.000 --> 00:17:23.000]  我去游泳就被人罵
[00:17:23.000 --> 00:17:24.000]  就是說我去游泳
[00:17:24.000 --> 00:17:26.000]  就有人責備我
[00:17:26.000 --> 00:17:27.000]  因為那些人呢
[00:17:27.000 --> 00:17:29.000]  他不想跟我們游泳
[00:17:29.000 --> 00:17:31.000]  分享同一條泳線
[00:17:31.000 --> 00:17:35.000]  因為他不想分享同一條泳道
[00:17:35.000 --> 00:17:37.000]  他們不想分享泳道
[00:17:37.000 --> 00:17:39.000]  然後就要趕我走
[00:17:39.000 --> 00:17:41.000]  他就要趕我走
[00:17:41.000 --> 00:17:42.000]  很多理由的
[00:17:42.000 --> 00:17:43.000]  又說我游得快
[00:17:43.000 --> 00:17:45.000]  又說我游水水泡大
[00:17:45.000 --> 00:17:46.000]  什麼都好
[00:17:46.000 --> 00:17:47.000]  就是說要麼說我游得快
[00:17:47.000 --> 00:17:49.000]  要麼說我水泡大
[00:17:49.000 --> 00:17:50.000]  剛剛前天呢
[00:17:50.000 --> 00:17:51.000]  我就游水
[00:17:51.000 --> 00:17:53.000]  被人一腳踢到我的手上
[00:17:53.000 --> 00:17:56.000]  就說有人一腳踢到我手上
[00:17:56.000 --> 00:17:57.000]  那我也算數了
[00:17:57.000 --> 00:17:59.000]  但是那個人走來罵我的狗
[00:17:59.000 --> 00:18:01.000]  那我唯有就離開泳池
[00:18:01.000 --> 00:18:02.000]  就說他責備我
[00:18:02.000 --> 00:18:04.000]  我只好離開游泳池
[00:18:04.000 --> 00:18:06.000]  那全泳池的人都認識我
[00:18:06.000 --> 00:18:08.000]  都知道我做牧師的
[00:18:08.000 --> 00:18:09.000]  都知道我做牧師
[00:18:09.000 --> 00:18:11.000]  那有幾個就走來跟我說
[00:18:11.000 --> 00:18:12.000]  就有幾個走過來跟我講
[00:18:12.000 --> 00:18:14.000]  黃牧師你又發生什麼事了
