
[00:00:00.000 --> 00:00:05.000]  今天我們來看《西伯來書》第二章
[00:06:50.000 --> 00:06:55.000]  這一章裏頭呢 講到四方面的原因
[00:06:55.000 --> 00:07:00.000]  尤其我們現在是差不多到十一月底了
[00:07:00.000 --> 00:07:04.000]  很快到十二月就要過聖誕節了
[00:07:04.000 --> 00:07:09.000]  那聖誕節的中心呢 就講到耶穌基督來到地上做人
[00:07:09.000 --> 00:07:14.000]  從玻璃痕 聖誕玻璃痕 然後經過納撒勒
[00:07:14.000 --> 00:07:20.000]  然後經過種種的地方 最後他死在十字架
[00:07:20.000 --> 00:07:24.000]  最後他活活昇天 回到天上去
[00:07:24.000 --> 00:07:29.000]  那麼這個聖誕節呢 其中的中心呢
[00:07:29.000 --> 00:07:35.000]  就應該注重在耶穌做人 來到地上做人的意義
[00:07:35.000 --> 00:07:41.000]  能夠明白這個 那這個紀念耶穌的降生呢 就非常的重要
[00:07:41.000 --> 00:07:46.000]  所以第一個呢 耶穌爲什麼要來到地上做人呢
[00:07:46.000 --> 00:07:51.000]  就是要使人得回失去的尊貴榮耀
[00:07:51.000 --> 00:07:54.000]  從第五節到第九節
[00:07:54.000 --> 00:08:02.000]  就給我們看到 作者就利用詩篇第八篇
[00:08:02.000 --> 00:08:05.000]  詩篇第八篇是一個很美麗的詩篇
[00:08:05.000 --> 00:08:09.000]  意思很深刻 文字也是非常的美
[00:08:09.000 --> 00:08:14.000]  用這個第八篇呢 告訴我們神的心意呢
[00:08:14.000 --> 00:08:18.000]  本來是預定人呢 是要治理這個世界
[00:08:18.000 --> 00:08:21.000]  神爲什麼要造亞當呢
[00:08:21.000 --> 00:08:24.000]  神造亞當要給亞當做什麼事呢
[00:08:24.000 --> 00:08:30.000]  就是讓亞當人 代表人 能夠治理全地
[00:08:30.000 --> 00:08:38.000]  所以這個整個的地球 都是由亞當跟他以後要生的子孫來管理的
[00:08:38.000 --> 00:08:43.000]  所以是神給人呢 一個很重要的一個權柄
[00:08:43.000 --> 00:08:45.000]  神給人有權柄的
[00:08:45.000 --> 00:08:49.000]  這個權柄呢 能管理這個地球 管理這個全地
[00:08:49.000 --> 00:08:54.000]  能管理這個空中的鳥 地上的野獸 海里的魚
[00:08:54.000 --> 00:08:57.000]  這個權柄是很大的
[00:08:57.000 --> 00:09:00.000]  這個權柄是誰給的呢 是神給的
[00:09:00.000 --> 00:09:04.000]  所以人的權柄呢 是委派的權柄
[00:09:04.000 --> 00:09:08.000]  是神給的 纔有權柄
[00:09:08.000 --> 00:09:15.000]  那麼人要是聽神的話 才能夠來管轄萬物
[00:09:15.000 --> 00:09:25.000]  爲什麼鳥啊 野獸啊 這些魚都能夠來聽人的管理呢
[00:09:25.000 --> 00:09:27.000]  是因爲人聽神的話
[00:09:27.000 --> 00:09:30.000]  如果人不聽神的話
[00:09:30.000 --> 00:09:33.000]  那麼萬物呢 也不會聽人的話
[00:09:33.000 --> 00:09:36.000]  你不聽神的話 你就沒有這個權柄
[00:09:36.000 --> 00:09:39.000]  所以你要想現在管萬物
[00:09:39.000 --> 00:09:43.000]  那現在根本就看起來是不太可能的
[00:09:43.000 --> 00:09:45.000]  因爲人連自己都管不好
[00:09:45.000 --> 00:09:49.000]  他不聽神的話 怎麼能管理一切呢
[00:09:49.000 --> 00:09:54.000]  所以從這個詩篇第八章裏面所引用的聖經呢
[00:09:54.000 --> 00:09:58.000]  就是可以說呢 神一開始的心呢
[00:09:58.000 --> 00:10:03.000]  是叫萬物都扶在人的腳下
[00:10:03.000 --> 00:10:06.000]  所以這個《創世紀》所提到的
[00:10:06.000 --> 00:10:10.000]  所以這個人的責任是什麼
[00:10:10.000 --> 00:10:12.000]  不單單是管理萬物
[00:10:12.000 --> 00:10:18.000]  管理萬物的目的就是讓這位看不見的神
[00:10:18.000 --> 00:10:22.000]  人看不見的神 能夠顯明在萬物中間
[00:10:22.000 --> 00:10:25.000]  顯明在整個宇宙中間
[00:10:25.000 --> 00:10:27.000]  這是人的責任
[00:10:27.000 --> 00:10:29.000]  就是要管理萬物
[00:10:29.000 --> 00:10:31.000]  那就是你有一個責任
[00:10:31.000 --> 00:10:35.000]  就是把看不見的神顯明出來
[00:10:35.000 --> 00:10:42.000]  這個是神原先造人的目的
[00:10:42.000 --> 00:10:47.000]  所以這個這裏說呢
[00:10:47.000 --> 00:10:49.000]  人這邊說
[00:10:49.000 --> 00:10:52.000]  你叫他比千世微小一點
[00:10:52.000 --> 00:10:55.000]  叫人比千世微小一點
[00:10:55.000 --> 00:10:59.000]  但是我們看這個和諷的小字裏頭呢
[00:10:59.000 --> 00:11:05.000]  或者你叫他暫時比千世小
[00:11:05.000 --> 00:11:08.000]  人是要管理萬物
[00:11:08.000 --> 00:11:11.000]  那麼人剛被造的時候呢
[00:11:11.000 --> 00:11:13.000]  神的意思就是說
[00:11:13.000 --> 00:11:17.000]  他是來暫時比千世小
[00:11:17.000 --> 00:11:21.000]  這個暫時什麼時候暫時呢
[00:11:21.000 --> 00:11:23.000]  一個在時間上
[00:11:23.000 --> 00:11:24.000]  一個在時間上
[00:11:24.000 --> 00:11:27.000]  就在某一段時間裏頭
[00:11:27.000 --> 00:11:31.000]  人是比千世小
[00:11:31.000 --> 00:11:32.000]  還有一個呢
[00:11:32.000 --> 00:11:35.000]  是一個範圍
[00:11:35.000 --> 00:11:36.000]  暫時比千世小
[00:11:36.000 --> 00:11:39.000]  就是說他所管的只是個地球
[00:11:39.000 --> 00:11:41.000]  這個全地
[00:11:41.000 --> 00:11:45.000]  所以神一開始給亞當的使命的話
[00:11:45.000 --> 00:11:48.000]  就是你要治理全地
[00:11:48.000 --> 00:11:50.000]  這個限制在地球
[00:11:50.000 --> 00:11:53.000]  那千世的工作的範圍呢
[00:11:53.000 --> 00:11:56.000]  就比人要大得多了
[00:11:56.000 --> 00:11:59.000]  包括各個地方
[00:11:59.000 --> 00:12:01.000]  這個暫時呢
[00:12:01.000 --> 00:12:03.000]  就是人呢
[00:12:03.000 --> 00:12:07.000]  有一個暫時受限制的一個身體
[00:12:07.000 --> 00:12:09.000]  那麼這樣一個限制呢
[00:12:09.000 --> 00:12:11.000]  是比千世小
[00:12:11.000 --> 00:12:14.000]  千世並沒有像我們這樣一個身體
[00:12:14.000 --> 00:12:16.000]  他是個靈體
[00:12:16.000 --> 00:12:18.000]  所以他到處都可以去
[00:12:18.000 --> 00:12:20.000]  但是我們受限制
[00:12:20.000 --> 00:12:22.000]  我們在這方面呢
[00:12:22.000 --> 00:12:23.000]  我們是受了限制
[00:12:23.000 --> 00:12:26.000]  我們是比千世小
[00:12:26.000 --> 00:12:28.000]  在時間上呢
[00:12:28.000 --> 00:12:30.000]  我們也是比千世小
[00:12:30.000 --> 00:12:32.000]  就是一段時間
[00:12:32.000 --> 00:12:34.000]  爲了叫我們能夠學習
[00:12:34.000 --> 00:12:38.000]  怎麼來管理這個地球
[00:12:38.000 --> 00:12:41.000]  學習從管理地球
[00:12:41.000 --> 00:12:42.000]  到能夠學習
[00:12:42.000 --> 00:12:46.000]  能夠管理這個更大的一個範圍
[00:12:46.000 --> 00:12:48.000]  所以這個人呢
[00:12:48.000 --> 00:12:49.000]  暫時呢
[00:12:49.000 --> 00:12:55.000]  是比千世小
[00:12:55.000 --> 00:12:57.000]  那麼怎樣
[00:12:57.000 --> 00:12:59.000]  我們就看到
[00:12:59.000 --> 00:13:01.000]  當人被造了以後
[00:13:01.000 --> 00:13:03.000]  就墮落了
[00:13:03.000 --> 00:13:06.000]  亞當 夏娃都犯了罪了
[00:13:06.000 --> 00:13:08.000]  本來是人很榮耀的
[00:13:08.000 --> 00:13:10.000]  很尊貴的
[00:13:10.000 --> 00:13:13.000]  但是因爲人犯罪墮落以後呢
[00:13:13.000 --> 00:13:15.000]  人又失去了
[00:13:15.000 --> 00:13:20.000]  神原先要給人的尊貴跟榮耀
[00:13:20.000 --> 00:13:23.000]  那麼怎麼樣得回這個人的榮耀呢
[00:13:23.000 --> 00:13:25.000]  在第九節
[00:13:25.000 --> 00:13:27.000]  這個是叫做
[00:13:27.000 --> 00:13:29.000]  唯獨見耶穌
[00:13:29.000 --> 00:13:32.000]  他說要叫萬物服他
[00:13:32.000 --> 00:13:35.000]  以巴解說叫萬物服他
[00:13:35.000 --> 00:13:39.000]  就應該是沒有一樣東西不是服他的
[00:13:39.000 --> 00:13:41.000]  但是作者說
[00:13:41.000 --> 00:13:45.000]  此時如今我們還不見萬物都服他
[00:13:45.000 --> 00:13:50.000]  他看不到萬物能夠順服人
[00:13:50.000 --> 00:13:53.000]  動物他不順服人
[00:13:53.000 --> 00:13:58.000]  天氣各方面都不順服人
[00:13:58.000 --> 00:14:00.000]  爲什麼呢
[00:14:00.000 --> 00:14:04.000]  因爲人失去了尊貴跟榮耀
[00:14:04.000 --> 00:14:07.000]  雖然人是神所委派的
[00:14:07.000 --> 00:14:09.000]  做權帝的王
[00:14:09.000 --> 00:14:14.000]  但是他墮落以後就失去尊貴的
[00:14:14.000 --> 00:14:22.000]  所以萬物現在還看不到能夠來服從人
[00:14:22.000 --> 00:14:24.000]  那麼人的歷史呢
[00:14:24.000 --> 00:14:27.000]  就是一直要來控制萬物
[00:14:27.000 --> 00:14:30.000]  要叫萬物來服他
[00:14:30.000 --> 00:14:35.000]  所以這個人會想到很多的方法很多理想
[00:14:35.000 --> 00:14:37.000]  要飛到天上去
[00:14:37.000 --> 00:14:41.000]  要到很高的地方
[00:14:41.000 --> 00:14:43.000]  或者甚至到太空
[00:14:43.000 --> 00:14:46.000]  人想征服全個宇宙
[00:14:46.000 --> 00:14:49.000]  人呢要到地裏頭最深的
[00:14:49.000 --> 00:14:51.000]  要到海里頭最深的
[00:14:51.000 --> 00:14:53.000]  他就想能夠
[00:14:53.000 --> 00:14:57.000]  所有的範圍他能夠管制萬物
[00:14:57.000 --> 00:14:59.000]  但是呢
[00:14:59.000 --> 00:15:02.000]  我們看到人的歷史
[00:15:02.000 --> 00:15:05.000]  幾千年或者甚至億萬年也好
[00:15:05.000 --> 00:15:09.000]  我們看到人並沒有達到這個目標
[00:15:09.000 --> 00:15:14.000]  在這個人要征服全宇宙的過程當中呢
[00:15:14.000 --> 00:15:22.000]  我們就看到不斷的產生一些新的危機
[00:15:22.000 --> 00:15:25.000]  人看到地上有很多的害蟲
[00:15:25.000 --> 00:15:29.000]  就要發明殺蟲藥
[00:15:29.000 --> 00:15:30.000]  殺蟲藥出來以後
[00:15:30.000 --> 00:15:32.000]  滴滴劑出來以後
[00:15:32.000 --> 00:15:34.000]  經過一段時間實現以後
[00:15:34.000 --> 00:15:36.000]  不但殺不死
[00:15:36.000 --> 00:15:39.000]  就是把蟲都殺死的話
[00:15:39.000 --> 00:15:41.000]  對人的危害更大
[00:15:41.000 --> 00:15:44.000]  所以以後就把滴滴劑也禁止掉了
[00:15:44.000 --> 00:15:48.000]  你像這個在這個越南
[00:15:48.000 --> 00:15:50.000]  美國跟越南打仗的時候
[00:15:50.000 --> 00:15:53.000]  美軍到了越南以後
[00:15:53.000 --> 00:15:55.000]  因爲越南的地方很多的樹
[00:15:55.000 --> 00:15:57.000]  很多的草很多東西
[00:15:57.000 --> 00:15:59.000]  所以他就要用一種藥
[00:15:59.000 --> 00:16:02.000]  把這個把這個葉子
[00:16:02.000 --> 00:16:05.000]  把這樹的葉子全部給它弄封死了
[00:16:05.000 --> 00:16:10.000]  就不會來隱藏這些軍隊游擊隊的
[00:16:10.000 --> 00:16:13.000]  結果呢造成很大的危害
[00:16:13.000 --> 00:16:15.000]  到現在在越南
[00:16:15.000 --> 00:16:19.000]  那些被撒過這些藥的地方呢
[00:16:19.000 --> 00:16:21.000]  樹葉子是沒有了
[00:16:21.000 --> 00:16:26.000]  但是這個土壤水源都受到很大的污染
[00:16:26.000 --> 00:16:27.000]  直到現在爲止
[00:16:27.000 --> 00:16:29.000]  這個方法還沒解決
[00:16:29.000 --> 00:16:32.000]  越南人還要美國來解決這個問題
[00:16:32.000 --> 00:16:33.000]  怎麼辦
[00:16:33.000 --> 00:16:35.000]  幾十年過去了
[00:16:35.000 --> 00:16:40.000]  所以人要想用自己的辦法
[00:16:40.000 --> 00:16:43.000]  來解決這些問題的話
[00:16:43.000 --> 00:16:46.000]  是沒有得到什麼效果
[00:16:46.000 --> 00:16:51.000]  而且是造成更大的危害
[00:16:51.000 --> 00:16:54.000]  所以怎樣能夠
[00:16:54.000 --> 00:16:56.000]  我們也看到在今天
[00:16:56.000 --> 00:16:59.000]  在科技上都很發達
[00:16:59.000 --> 00:17:01.000]  現在有些東西
[00:17:01.000 --> 00:17:03.000]  你十年二十年以前
[00:17:03.000 --> 00:17:06.000]  買的這些電子產品啊
[00:17:06.000 --> 00:17:08.000]  你就也不會用了
[00:17:08.000 --> 00:17:10.000]  你放在家裏面
[00:17:10.000 --> 00:17:13.000]  也覺得這個是一個負擔了
[00:17:13.000 --> 00:17:15.000]  現在變化很快
[00:17:15.000 --> 00:17:18.000]  很多的科技的東西不斷的改進
[00:17:18.000 --> 00:17:21.000]  不斷的使得生活很方便
[00:17:21.000 --> 00:17:24.000]  你可以在外面就可以豐富
[00:17:24.000 --> 00:17:26.000]  可以使得家裏的電爐
[00:17:26.000 --> 00:17:29.000]  說話的爐子就可以着了
[00:17:29.000 --> 00:17:31.000]  就可以運轉了
[00:17:31.000 --> 00:17:33.000]  回到家就可以喫飯了
[00:17:33.000 --> 00:17:35.000]  科技可以弄到這些
[00:17:35.000 --> 00:17:38.000]  你想要什麼就可以達到什麼
[00:17:38.000 --> 00:17:40.000]  但是呢
[00:17:40.000 --> 00:17:42.000]  反面看起來
[00:17:42.000 --> 00:17:45.000]  人跟人際的關係
[00:17:45.000 --> 00:17:47.000]  人與人的關係
[00:17:47.000 --> 00:17:51.000]  人的道德的情況
[00:17:51.000 --> 00:17:54.000]  並沒有隨着年齡的增加
[00:17:54.000 --> 00:17:57.000]  而能夠改善
[00:17:57.000 --> 00:17:59.000]  各種各樣的
[00:17:59.000 --> 00:18:01.000]  這種不正常的情形
[00:18:01.000 --> 00:18:03.000]  在社會中這些情形的話
[00:18:03.000 --> 00:18:05.000]  不斷的出現
[00:18:05.000 --> 00:18:07.000]  人
[00:18:07.000 --> 00:18:09.000]  可以說有的時候
[00:18:09.000 --> 00:18:11.000]  他不像人了
[00:18:11.000 --> 00:18:13.000]  就跟這個野獸差不多了
[00:18:13.000 --> 00:18:16.000]  所以這個科技是發達的
[00:18:16.000 --> 00:18:18.000]  可是人的道德水平呢
[00:18:18.000 --> 00:18:21.000]  並沒有增加
[00:18:21.000 --> 00:18:23.000]  所以
[00:18:23.000 --> 00:18:25.000]  中國國內
[00:18:25.000 --> 00:18:27.000]  現在在搞一個什麼呢
[00:18:27.000 --> 00:18:29.000]  爲了要教育孩子
[00:18:29.000 --> 00:18:31.000]  能夠尊重老師
[00:18:31.000 --> 00:18:32.000]  尊重父母
[00:18:32.000 --> 00:18:33.000]  給他讀什麼
[00:18:33.000 --> 00:18:35.000]  讀幾千年以前
[00:18:35.000 --> 00:18:37.000]  所寫的地址徽
[00:18:37.000 --> 00:18:39.000]  你做一個學生做地址
[00:18:39.000 --> 00:18:41.000]  應該有什麼的準則
[00:18:41.000 --> 00:18:43.000]  要拿那些來教育
[00:18:43.000 --> 00:18:45.000]  是不是能教育的好呢
[00:18:45.000 --> 00:18:48.000]  我看起來
[00:18:48.000 --> 00:18:50.000]  也是不會
[00:18:50.000 --> 00:18:53.000]  產生一個根本性的變化
[00:18:53.000 --> 00:18:55.000]  現在還要提倡
[00:18:55.000 --> 00:18:57.000]  去讀四書五經
[00:18:57.000 --> 00:18:59.000]  爲了要來提高
[00:18:59.000 --> 00:19:01.000]  現在人的道德水平
[00:19:01.000 --> 00:19:03.000]  恐怕
[00:19:03.000 --> 00:19:05.000]  人的一切的努力
[00:19:05.000 --> 00:19:09.000]  都不是能夠實現的
[00:19:09.000 --> 00:19:11.000]  這爲什麼
[00:19:11.000 --> 00:19:13.000]  就因爲人犯罪墮落
[00:19:13.000 --> 00:19:15.000]  人離開了神
[00:19:15.000 --> 00:19:17.000]  離開了這個生命
[00:19:17.000 --> 00:19:19.000]  神的生命的話
[00:19:19.000 --> 00:19:24.000]  那就是沒有本來的尊貴榮耀
[00:19:24.000 --> 00:19:25.000]  怎麼辦呢
[00:19:25.000 --> 00:19:28.000]  怎麼樣能夠
[00:19:28.000 --> 00:19:31.000]  得回這個逝去的尊貴榮耀呢
[00:19:31.000 --> 00:19:33.000]  第九節的幾個字
[00:19:33.000 --> 00:19:35.000]  是很重要的
[00:19:35.000 --> 00:19:37.000]  唯獨見耶穌
[00:19:37.000 --> 00:19:39.000]  只有看見耶穌
[00:19:39.000 --> 00:19:43.000]  只有耶穌才能夠成爲人
[00:19:43.000 --> 00:19:46.000]  能夠得回榮耀的一個途徑
[00:19:46.000 --> 00:19:48.000]  所以這個是第一點
[00:19:48.000 --> 00:19:50.000]  爲什麼耶穌基督
[00:19:50.000 --> 00:19:53.000]  要來到地上做人
[00:19:53.000 --> 00:19:54.000]  就是因爲
[00:19:54.000 --> 00:19:56.000]  他要使人能夠得回
[00:19:56.000 --> 00:20:02.000]  過去失去的尊貴榮耀
[00:20:02.000 --> 00:20:03.000]  第二個
[00:20:03.000 --> 00:20:07.000]  他就要使人跟他與他聯合
[00:20:07.000 --> 00:20:10.000]  自從人犯罪以後
[00:20:10.000 --> 00:20:13.000]  人跟神就隔開了
[00:20:13.000 --> 00:20:17.000]  罪使得人跟神隔開
[00:20:17.000 --> 00:20:20.000]  那麼這個人跟神隔開以後呢
[00:20:20.000 --> 00:20:22.000]  人的問題就
[00:20:22.000 --> 00:20:23.000]  一切的問題呢
[00:20:23.000 --> 00:20:26.000]  都從這裏產生的
[00:20:26.000 --> 00:20:30.000]  那麼主耶穌來到這個地上
[00:20:30.000 --> 00:20:32.000]  來到這個地上呢
[00:20:32.000 --> 00:20:35.000]  就是在第十節所說的
[00:20:35.000 --> 00:20:37.000]  他說
[00:20:37.000 --> 00:20:42.000]  他要領許多的兒子進榮耀裏去
[00:20:42.000 --> 00:20:44.000]  使救他們的元帥
[00:20:44.000 --> 00:20:49.000]  因受苦得以完全
[00:20:49.000 --> 00:20:52.000]  這就是要說到
[00:20:52.000 --> 00:20:55.000]  他因爲來到地上
[00:20:55.000 --> 00:20:58.000]  要受苦才得以完全
[00:20:58.000 --> 00:21:01.000]  那這句話的話我們會問了
[00:21:01.000 --> 00:21:04.000]  難道耶穌來到世界的時候
[00:21:04.000 --> 00:21:05.000]  還不完全嗎
[00:21:05.000 --> 00:21:06.000]  爲什麼說
[00:21:06.000 --> 00:21:10.000]  他要因受苦難得以完全
[00:21:10.000 --> 00:21:12.000]  但是這個句話呢
[00:21:12.000 --> 00:21:14.000]  受苦難得以完全
[00:21:14.000 --> 00:21:16.000]  不是爲了他自己
[00:21:16.000 --> 00:21:19.000]  乃是爲了我們這些
[00:21:19.000 --> 00:21:25.000]  要得到救恩的人
[00:21:25.000 --> 00:21:27.000]  這個耶穌的完全呢
[00:21:27.000 --> 00:21:29.000]  有兩方面
[00:21:29.000 --> 00:21:33.000]  一個是他本身的完全
[00:21:33.000 --> 00:21:35.000]  一個是他本身的完全
[00:21:35.000 --> 00:21:38.000]  一個就是他工作的完全
[00:21:38.000 --> 00:21:40.000]  只是一種完全
[00:21:40.000 --> 00:21:42.000]  還不能夠救我們
[00:21:42.000 --> 00:21:45.000]  到一個完全的地步
[00:21:45.000 --> 00:21:47.000]  耶穌本身的完全呢
[00:21:47.000 --> 00:21:51.000]  就說到他完全是無罪的
[00:21:51.000 --> 00:21:56.000]  他從神成爲肉身來到地上
[00:21:56.000 --> 00:21:59.000]  他從嬰兒到成人
[00:21:59.000 --> 00:22:03.000]  一直等到他出來傳道
[00:22:03.000 --> 00:22:05.000]  在地上三十三年
[00:22:05.000 --> 00:22:10.000]  可以說耶穌本身是完全的
[00:22:10.000 --> 00:22:11.000]  他無罪
[00:22:11.000 --> 00:22:14.000]  而且他也不知道罪
[00:22:14.000 --> 00:22:16.000]  他也沒有犯過罪
[00:22:16.000 --> 00:22:18.000]  這是完全的
[00:22:18.000 --> 00:22:22.000]  所以在福音書裏頭也講到耶穌
[00:22:22.000 --> 00:22:26.000]  他說他漸漸的長大以後
[00:22:26.000 --> 00:22:29.000]  他是強壯他健康
[00:22:29.000 --> 00:22:32.000]  不管他的體格
[00:22:32.000 --> 00:22:34.000]  不管他的智力
[00:22:34.000 --> 00:22:36.000]  不管他的精神狀態
[00:22:36.000 --> 00:22:38.000]  他都是充滿了智慧
[00:22:38.000 --> 00:22:42.000]  而且說神和人喜愛他的心
[00:22:42.000 --> 00:22:44.000]  一起增長
[00:22:44.000 --> 00:22:47.000]  可以說得至於各方面
[00:22:47.000 --> 00:22:50.000]  他都是平衡的增長
[00:22:50.000 --> 00:22:51.000]  他很完全
[00:22:51.000 --> 00:22:55.000]  這個是他本身的完全
[00:22:55.000 --> 00:22:57.000]  但是呢
[00:22:57.000 --> 00:23:00.000]  他還有需要一個工作的完全
[00:23:00.000 --> 00:23:03.000]  就他一生經歷當中
[00:23:03.000 --> 00:23:05.000]  他怎麼來對事情
[00:23:05.000 --> 00:23:06.000]  怎麼對人
[00:23:06.000 --> 00:23:07.000]  怎麼對神
[00:23:07.000 --> 00:23:10.000]  他還要這方面的完全
[00:23:10.000 --> 00:23:13.000]  那如果只有一種完全
