
[00:00:00.000 --> 00:00:02.000]  大紀元節目主內平安
[00:03:19.000 --> 00:03:21.000]  而是一個服侍
[00:03:21.000 --> 00:03:23.000]  一個 service
[00:03:23.000 --> 00:03:25.000]  稍後會說多一點
[00:03:25.000 --> 00:03:28.000]  還有這個帶有一個尊敬的
[00:03:28.000 --> 00:03:30.000]  不能抗拒的
[00:03:30.000 --> 00:03:33.000]  帶有一點點敬畏的心
[00:03:33.000 --> 00:03:35.000]  所以侍奉這件事
[00:03:35.000 --> 00:03:37.000]  說一個心是重要的
[00:03:37.000 --> 00:03:41.000]  心態是重要過你做些什麼
[00:03:41.000 --> 00:03:43.000]  所以總括來說就是
[00:03:43.000 --> 00:03:45.000]  你要面對上帝
[00:03:45.000 --> 00:03:46.000]  你要還給上帝
[00:03:46.000 --> 00:03:48.000]  帶著一個敬畏的心
[00:03:48.000 --> 00:03:51.000]  來到上帝的面前去服侍
[00:03:51.000 --> 00:03:53.000]  而這個侍奉這個字
[00:03:53.000 --> 00:03:54.000]  lateral這個字
[00:03:54.000 --> 00:03:59.000]  在原文是和 worship是同一個字
[00:03:59.000 --> 00:04:01.000]  就是敬拜
[00:04:01.000 --> 00:04:03.000]  所以敬拜與侍奉
[00:04:03.000 --> 00:04:06.000]  稍後大家唱回應詩歌也有這句
[00:04:06.000 --> 00:04:09.000]  其實是分割不開
[00:04:09.000 --> 00:04:11.000]  我們用很狹義的看敬拜
[00:04:11.000 --> 00:04:12.000]  就是什麼
[00:04:12.000 --> 00:04:15.000]  什麼叫敬拜
[00:04:15.000 --> 00:04:17.000]  我們說比較低層次的看法
[00:04:17.000 --> 00:04:20.000]  就是在台上唱那幾首歌
[00:04:20.000 --> 00:04:21.000]  你不在台上
[00:04:21.000 --> 00:04:22.000]  你在台下
[00:04:22.000 --> 00:04:23.000]  這個就是敬拜
[00:04:23.000 --> 00:04:25.000]  但我知道不是
[00:04:25.000 --> 00:04:29.000]  整個崇拜是敬拜
[00:04:29.000 --> 00:04:31.000]  所以你不是說
[00:04:31.000 --> 00:04:34.000]  那幾首歌就是敬拜
[00:04:34.000 --> 00:04:36.000]  其實也不止
[00:04:36.000 --> 00:04:37.000]  你在崇拜裡面
[00:04:37.000 --> 00:04:38.000]  在教會裡面
[00:04:38.000 --> 00:04:39.000]  每一個崗位
[00:04:39.000 --> 00:04:40.000]  做每一件事
[00:04:40.000 --> 00:04:42.000]  其實都是一個敬拜
[00:04:42.000 --> 00:04:45.000]  所以敬拜與侍奉是分割不開
[00:04:45.000 --> 00:04:47.000]  再宏觀一點
[00:04:47.000 --> 00:04:49.000]  不只是在教會
[00:04:49.000 --> 00:04:50.000]  你日常生活當中
[00:04:50.000 --> 00:04:54.000]  無論你在你的工作
[00:04:54.000 --> 00:04:56.000]  在你的學校
[00:04:56.000 --> 00:04:57.000]  在你的家庭當中
[00:04:57.000 --> 00:05:00.000]  你那個都是一個敬拜與侍奉
[00:05:00.000 --> 00:05:04.000]  因為我們基督徒不是兼職的
[00:05:04.000 --> 00:05:05.000]  我們是全職的
[00:05:05.000 --> 00:05:08.000]  不是說只是回來教會那幾個小時
[00:05:08.000 --> 00:05:10.000]  才敬拜上帝
[00:05:10.000 --> 00:05:14.000]  其實我們是24小時7天
[00:05:14.000 --> 00:05:16.000]  我們不斷的敬拜
[00:05:16.000 --> 00:05:18.000]  不斷有侍奉
[00:05:18.000 --> 00:05:19.000]  在工作上我們要榮耀神
[00:05:19.000 --> 00:05:22.000]  在家庭上我們要見證主的名
[00:05:22.000 --> 00:05:23.000]  這個就是敬拜
[00:05:23.000 --> 00:05:26.000]  就是侍奉
[00:05:26.000 --> 00:05:29.000]  所以保羅在羅馬書十二章一節
[00:05:29.000 --> 00:05:30.000]  大家都很熟悉的
[00:05:30.000 --> 00:05:31.000]  那句說話
[00:05:31.000 --> 00:05:34.000]  你們如此侍奉乃是理所當然的
[00:05:34.000 --> 00:05:36.000]  保羅說根本不用爭論
[00:05:36.000 --> 00:05:39.000]  這件事就是你一定要去做的
[00:05:39.000 --> 00:05:40.000]  一定要去做
[00:05:40.000 --> 00:05:43.000]  不能選擇的
[00:05:43.000 --> 00:05:45.000]  如果看回舊約更加不能選擇
[00:05:45.000 --> 00:05:48.000]  舊約的希伯來文那個字侍奉是abad
[00:05:48.000 --> 00:05:52.000]  abad這個字就是帶有犧牲的
[00:05:52.000 --> 00:05:53.000]  sacrifice的
[00:05:53.000 --> 00:05:56.000]  侍奉是包括sacrifice
[00:05:56.000 --> 00:05:58.000]  這個就不只是單單
[00:05:58.000 --> 00:06:00.000]  你說我犧牲了一點點時間
[00:06:00.000 --> 00:06:03.000]  星期天回來教會不是那麼簡單
[00:06:03.000 --> 00:06:06.000]  是整個心態要犧牲
[00:06:06.000 --> 00:06:07.000]  所以保羅就說
[00:06:07.000 --> 00:06:09.000]  將身體獻上當作活祭
[00:06:09.000 --> 00:06:10.000]  就是這個意思
[00:06:10.000 --> 00:06:13.000]  是捆綁的
[00:06:13.000 --> 00:06:16.000]  希伯來文侍奉這個字是帶有捆綁的意思
[00:06:16.000 --> 00:06:18.000]  就是你綁住的你一定要做的
[00:06:18.000 --> 00:06:22.000]  奴隸式的一定要做的
[00:06:22.000 --> 00:06:24.000]  侍奉也是一個很大的責任
[00:06:24.000 --> 00:06:25.000]  不做不行的
[00:06:25.000 --> 00:06:27.000]  obligation來的
[00:06:27.000 --> 00:06:29.000]  所以今天我們題目就是侍奉與責任
[00:06:29.000 --> 00:06:31.000]  這個就是一個obligation
[00:06:31.000 --> 00:06:32.000]  一定要做
[00:06:32.000 --> 00:06:33.000]  所以保羅都說
[00:06:33.000 --> 00:06:37.000]  就算全福音都是一個責任
[00:06:37.000 --> 00:06:38.000]  保羅怎麼說
[00:06:38.000 --> 00:06:39.000]  他說我一定要全福音
[00:06:39.000 --> 00:06:41.000]  不全福音我就有禍
[00:06:41.000 --> 00:06:44.000]  說得很嚴重
[00:06:44.000 --> 00:06:46.000]  最多你說我不全福音
[00:06:46.000 --> 00:06:49.000]  順便當我是一個懶一點的基督徒
[00:06:49.000 --> 00:06:51.000]  不是那麼簡單
[00:06:51.000 --> 00:06:53.000]  是一個禍
[00:06:53.000 --> 00:06:57.000]  因為侍奉這個字其實是幾重要
[00:06:57.000 --> 00:07:00.000]  既然看得這麼重要
[00:07:00.000 --> 00:07:02.000]  我們就跟著引申來講
[00:07:02.000 --> 00:07:05.000]  看到其他很多東西
[00:07:05.000 --> 00:07:08.000]  神給我們每一個人有不同的能力
[00:07:08.000 --> 00:07:10.000]  和恩賜是很真的
[00:07:10.000 --> 00:07:12.000]  不是我們求回來都不是什麼
[00:07:12.000 --> 00:07:14.000]  是上帝給我們
[00:07:14.000 --> 00:07:19.000]  讓我們可以去serve祂
[00:07:19.000 --> 00:07:20.000]  全福音
[00:07:20.000 --> 00:07:22.000]  幫助有需要的人
[00:07:22.000 --> 00:07:23.000]  出來帶敬拜
[00:07:23.000 --> 00:07:24.000]  彈琴
[00:07:24.000 --> 00:07:25.000]  去關懷人
[00:07:25.000 --> 00:07:27.000]  這些全部都是上帝給我們每一個人
[00:07:27.000 --> 00:07:29.000]  有不同的恩賜
[00:07:29.000 --> 00:07:32.000]  既然是上帝給我們
[00:07:32.000 --> 00:07:34.000]  第一我們沒有選擇
[00:07:34.000 --> 00:07:37.000]  第二就是你不要說我沒有恩賜
[00:07:37.000 --> 00:07:39.000]  很多時候牧者要我們
[00:07:39.000 --> 00:07:41.000]  想問我們可不可以做點事
[00:07:41.000 --> 00:07:43.000]  我相信牧者都是經過禱告考慮
[00:07:43.000 --> 00:07:46.000]  上帝的靈就去
[00:07:46.000 --> 00:07:48.000]  可能打開了眼睛
[00:07:48.000 --> 00:07:50.000]  誰會還可以做這些事
[00:07:50.000 --> 00:07:51.000]  這是上帝和牧者說話
[00:07:51.000 --> 00:07:53.000]  牧者和你說話
[00:07:53.000 --> 00:07:55.000]  不是到你說
[00:07:55.000 --> 00:07:57.000]  上帝沒有給我恩賜
[00:07:57.000 --> 00:07:59.000]  但是很多時候包括我自己
[00:07:59.000 --> 00:08:01.000]  以前都是上帝和我說
[00:08:01.000 --> 00:08:02.000]  或者牧者和我說
[00:08:02.000 --> 00:08:03.000]  不行的
[00:08:03.000 --> 00:08:04.000]  我這個不行的
[00:08:04.000 --> 00:08:05.000]  你找誰
[00:08:05.000 --> 00:08:06.000]  因為很多時候
[00:08:06.000 --> 00:08:07.000]  我們就是覺得自己沒有能力
[00:08:07.000 --> 00:08:09.000]  沒有恩賜
[00:08:09.000 --> 00:08:10.000]  上次講到都講過的
[00:08:10.000 --> 00:08:12.000]  千萬不要說自己沒有能力
[00:08:12.000 --> 00:08:13.000]  你說自己沒有能力
[00:08:13.000 --> 00:08:15.000]  就是說上帝沒有能力
[00:08:15.000 --> 00:08:17.000]  你敢不敢說上帝沒有能力
[00:08:17.000 --> 00:08:19.000]  能力是從上帝而來
[00:08:19.000 --> 00:08:22.000]  上帝說你有能力就有能力
[00:08:22.000 --> 00:08:24.000]  所以以後就不要說自己不行
[00:08:24.000 --> 00:08:27.000]  你說自己不行就是上帝不行
[00:08:27.000 --> 00:08:30.000]  多麼重要
[00:08:30.000 --> 00:08:33.000]  但是侍奉的動機也很重要
[00:08:33.000 --> 00:08:35.000]  很多時候我們侍奉動機就是
[00:08:35.000 --> 00:08:40.000]  忍住教會不夠人
[00:08:40.000 --> 00:08:42.000]  我就做一下
[00:08:42.000 --> 00:08:46.000]  那種心態
[00:08:46.000 --> 00:08:48.000]  不關夠不夠人事
[00:08:48.000 --> 00:08:50.000]  也不關你做得好不好事
[00:08:50.000 --> 00:08:51.000]  上帝找你
[00:08:51.000 --> 00:08:53.000]  他就給你能力
[00:08:53.000 --> 00:08:54.000]  夠不夠人是上帝的決定
[00:08:54.000 --> 00:08:56.000]  不是你自己去看
[00:08:56.000 --> 00:08:58.000]  動機要對
[00:08:58.000 --> 00:09:01.000]  很多時候動機我們都是想
[00:09:01.000 --> 00:09:04.000]  炫耀自己
[00:09:04.000 --> 00:09:05.000]  不多不少一定有的
[00:09:05.000 --> 00:09:08.000]  有誰不想別人稱讚
[00:09:08.000 --> 00:09:09.000]  你不想別人稱讚嗎
[00:09:09.000 --> 00:09:10.000]  你想別人踩你
[00:09:10.000 --> 00:09:11.000]  不會的
[00:09:11.000 --> 00:09:12.000]  個個都想別人稱讚
[00:09:12.000 --> 00:09:15.000]  但是別人稱讚你不是重要
[00:09:15.000 --> 00:09:17.000]  你將榮耀歸給天父
[00:09:17.000 --> 00:09:18.000]  別人說你做得不好
[00:09:18.000 --> 00:09:20.000]  也都不要緊
[00:09:20.000 --> 00:09:21.000]  你繼續去學習
[00:09:21.000 --> 00:09:24.000]  這個就是侍奉的心態
[00:09:24.000 --> 00:09:26.000]  這個就是侍奉的心態
[00:09:26.000 --> 00:09:28.000]  侍奉的結果就是
[00:09:28.000 --> 00:09:29.000]  將我們跟神拉近
[00:09:29.000 --> 00:09:30.000]  當然
[00:09:30.000 --> 00:09:31.000]  侍奉的結果就是
[00:09:31.000 --> 00:09:33.000]  將我們跟大顯智媒拉近
[00:09:33.000 --> 00:09:34.000]  教會興旺
[00:09:34.000 --> 00:09:36.000]  這個都是侍奉的結果
[00:09:36.000 --> 00:09:37.000]  如果你明白侍奉
[00:09:37.000 --> 00:09:39.000]  我就看得通很多了
[00:09:39.000 --> 00:09:42.000]  不是只是星期天
[00:09:42.000 --> 00:09:44.000]  我一早起床
[00:09:44.000 --> 00:09:46.000]  我要回來祖堂
[00:09:46.000 --> 00:09:47.000]  我要做司事
[00:09:47.000 --> 00:09:49.000]  昨晚又不夠睡
[00:09:49.000 --> 00:09:51.000]  我們不是用這個的心態
[00:09:51.000 --> 00:09:52.000]  這個心態是錯的
[00:09:52.000 --> 00:09:54.000]  如果你認為是一個壓力
[00:09:54.000 --> 00:09:57.000]  是一個打一份工作的
[00:09:57.000 --> 00:09:58.000]  打一份沒有收入
[00:09:58.000 --> 00:10:00.000]  沒有錢的工作
[00:10:00.000 --> 00:10:02.000]  你這個心態就很可憐
[00:10:02.000 --> 00:10:03.000]  我們不會開心
[00:10:03.000 --> 00:10:04.000]  侍奉是一個福氣
[00:10:04.000 --> 00:10:05.000]  是一個喜悅
[00:10:05.000 --> 00:10:06.000]  民數記
[00:10:06.000 --> 00:10:07.000]  大家知道
[00:10:07.000 --> 00:10:09.000]  其實講民數記
[00:10:09.000 --> 00:10:10.000]  摩世五敬之日
[00:10:10.000 --> 00:10:11.000]  上次我已經講了
[00:10:11.000 --> 00:10:14.000]  我們在曠野的日子
[00:10:14.000 --> 00:10:16.000]  看到真的有高有低
[00:10:16.000 --> 00:10:18.000]  有軟弱的時候
[00:10:18.000 --> 00:10:20.000]  但民數記也有一個
[00:10:20.000 --> 00:10:21.000]  很大的主題
[00:10:21.000 --> 00:10:24.000]  就是講到侍奉和責任
[00:10:24.000 --> 00:10:28.000]  它有個地方是教導
[00:10:28.000 --> 00:10:30.000]  和吩咐一些以色列人
[00:10:30.000 --> 00:10:32.000]  他們怎樣分工合作
[00:10:32.000 --> 00:10:33.000]  分不同的支派
[00:10:33.000 --> 00:10:34.000]  做不同的事
[00:10:34.000 --> 00:10:36.000]  特別在利美人當中
[00:10:36.000 --> 00:10:38.000]  也是分得很小的工作
[00:10:38.000 --> 00:10:39.000]  如果我們從一個
[00:10:39.000 --> 00:10:41.000]  很狹窄的看民數記
[00:10:41.000 --> 00:10:42.000]  我就會覺得
[00:10:42.000 --> 00:10:44.000]  這些事情與我無關
[00:10:44.000 --> 00:10:45.000]  是不是
[00:10:45.000 --> 00:10:47.000]  當我們查經查到民數記
[00:10:47.000 --> 00:10:49.000]  就一定是跳了去
[00:10:49.000 --> 00:10:51.000]  覺得這些事情
[00:10:51.000 --> 00:10:53.000]  這麼細微
[00:10:53.000 --> 00:10:55.000]  那個帳目是怎樣拆的
[00:10:55.000 --> 00:10:56.000]  怎樣搬的
[00:10:56.000 --> 00:10:58.000]  與我今天有什麼關係
[00:10:58.000 --> 00:10:59.000]  但是上帝和我們講話
[00:10:59.000 --> 00:11:00.000]  不是講這些東西
[00:11:00.000 --> 00:11:02.000]  重點就是要告訴你們
[00:11:02.000 --> 00:11:05.000]  在上帝的角度裡面
[00:11:05.000 --> 00:11:07.000]  祂的工作是很有秩序的
[00:11:07.000 --> 00:11:08.000]  分得很清楚
[00:11:08.000 --> 00:11:09.000]  是按照你的責任
[00:11:09.000 --> 00:11:10.000]  你的事業
[00:11:10.000 --> 00:11:11.000]  你的恩賜
[00:11:11.000 --> 00:11:15.000]  和上帝的吩咐去做
[00:11:15.000 --> 00:11:17.000]  如果我們不聽話的話
[00:11:17.000 --> 00:11:21.000]  就會承受一些後果
[00:11:21.000 --> 00:11:24.000]  包括就算是教會
[00:11:24.000 --> 00:11:26.000]  或者當時的意識人的領袖
[00:11:26.000 --> 00:11:27.000]  包括摩西
[00:11:27.000 --> 00:11:29.000]  包括阿倫的兒子
[00:11:29.000 --> 00:11:31.000]  都要承受後果
[00:11:31.000 --> 00:11:34.000]  因為上帝要我們忠心侍奉
[00:11:34.000 --> 00:11:36.000]  這就是民數記講得很清楚
[00:11:36.000 --> 00:11:39.000]  民數記四章我們看到
[00:11:39.000 --> 00:11:43.000]  例如四章講到利美人怎樣分工
[00:11:43.000 --> 00:11:45.000]  大家知道利美人
[00:11:45.000 --> 00:11:47.000]  已經是分別出來的了
[00:11:47.000 --> 00:11:48.000]  亞國十二個兒子
[00:11:48.000 --> 00:11:49.000]  十二個支派
[00:11:49.000 --> 00:11:54.000]  利美支派他們是做聖職的
[00:11:54.000 --> 00:11:55.000]  可以說今天來說
[00:11:55.000 --> 00:11:56.000]  我們可以說
[00:11:56.000 --> 00:11:59.000]  這是全世界奉獻的傳道人
[00:11:59.000 --> 00:12:01.000]  當然有分別
[00:12:01.000 --> 00:12:02.000]  但是可以這樣想
[00:12:02.000 --> 00:12:04.000]  我們會明白多一點
[00:12:04.000 --> 00:12:06.000]  就是他沒有其他的收入
[00:12:06.000 --> 00:12:07.000]  他們不用耕田
[00:12:07.000 --> 00:12:09.000]  不用種地
[00:12:09.000 --> 00:12:14.000]  其他的支派會養他們的
[00:12:14.000 --> 00:12:19.000]  他們可以專心一致地做上帝的工作
[00:12:19.000 --> 00:12:20.000]  這是利美人所做的
[00:12:20.000 --> 00:12:21.000]  但是利美人之中
[00:12:21.000 --> 00:12:25.000]  也有很多不同的分開
[00:12:25.000 --> 00:12:27.000]  做不同的事情
[00:12:27.000 --> 00:12:29.000]  而聖經也分得很清楚
[00:12:29.000 --> 00:12:31.000]  利美有三個兒子
[00:12:31.000 --> 00:12:34.000]  他們的子孫都做不同的事情
[00:12:34.000 --> 00:12:35.000]  民數記第四章
[00:12:35.000 --> 00:12:41.000]  它說戈赫的子孫是負責搬運聖物
[00:12:41.000 --> 00:12:44.000]  米拉尼子孫是負責運輸的
[00:12:44.000 --> 00:12:46.000]  有些是負責拆件的
[00:12:46.000 --> 00:12:47.000]  有些負責搬運
[00:12:47.000 --> 00:12:50.000]  有些負責從一處到另一處
[00:12:50.000 --> 00:12:53.000]  其實你說分得很細 很清楚
[00:12:53.000 --> 00:12:58.000]  戈赫的子孫就不會做了米拉尼子孫的事情
[00:12:58.000 --> 00:12:59.000]  倒轉米拉尼子孫的事情
[00:12:59.000 --> 00:13:00.000]  也不會做戈赫的子孫的事情
[00:13:00.000 --> 00:13:03.000]  重點是分得是井井有條的
[00:13:03.000 --> 00:13:08.000]  它是要每個人都在他的工作上盡忠職守
[00:13:08.000 --> 00:13:09.000]  就是說教導我們
[00:13:09.000 --> 00:13:14.000]  今天我們的侍奉不是說我們想做什麼就做什麼
[00:13:14.000 --> 00:13:15.000]  不是的
[00:13:15.000 --> 00:13:17.000]  不是說哎呀 我很悶
[00:13:17.000 --> 00:13:20.000]  我做這個做了很久
[00:13:20.000 --> 00:13:22.000]  那個人經常上來唱歌
[00:13:22.000 --> 00:13:23.000]  我又挺好玩
[00:13:23.000 --> 00:13:24.000]  不如我又上去
[00:13:24.000 --> 00:13:26.000]  我喜歡唱歌就上去台上唱歌
[00:13:26.000 --> 00:13:29.000]  我們很多時候是這樣的心態
[00:13:29.000 --> 00:13:31.000]  不是說你想做什麼
[00:13:31.000 --> 00:13:33.000]  我喜歡那樣東西
[00:13:33.000 --> 00:13:34.000]  不關事的
[00:13:34.000 --> 00:13:36.000]  是上帝給你的什麼去做
[00:13:36.000 --> 00:13:41.000]  就要你忠心去做
[00:13:41.000 --> 00:13:43.000]  你是拆帳幕的聖物
[00:13:43.000 --> 00:13:45.000]  你就一輩子做那些事情
[00:13:45.000 --> 00:13:46.000]  你是做搬運
[00:13:46.000 --> 00:13:47.000]  你就一輩子做那些事情
[00:13:47.000 --> 00:13:50.000]  因為上帝吩咐你
[00:13:50.000 --> 00:13:51.000]  你不可以說搬一搬
[00:13:51.000 --> 00:13:52.000]  又說我想學一下拆
[00:13:52.000 --> 00:13:53.000]  你教一下我
[00:13:53.000 --> 00:13:54.000]  不是這樣的
[00:13:54.000 --> 00:13:56.000]  這個心態不是這樣的
[00:13:56.000 --> 00:13:58.000]  當然我不是因為這樣說
[00:13:58.000 --> 00:14:00.000]  就阻止你們去做其他部門去侍奉體
[00:14:00.000 --> 00:14:02.000]  但你要明白
[00:14:02.000 --> 00:14:04.000]  很多事情是出於上帝
[00:14:04.000 --> 00:14:06.000]  不是出於你自己
[00:14:06.000 --> 00:14:08.000]  我們要明白這件事
[00:14:08.000 --> 00:14:11.000]  還有很多很多的規矩
[00:14:11.000 --> 00:14:13.000]  如果看文數記你就知道
[00:14:13.000 --> 00:14:15.000]  有些事情你可以碰
[00:14:15.000 --> 00:14:17.000]  你不可以碰的
[00:14:17.000 --> 00:14:18.000]  分得很清楚
[00:14:18.000 --> 00:14:19.000]  碰一下都死的
[00:14:19.000 --> 00:14:21.000]  我知道 是不是
[00:14:21.000 --> 00:14:23.000]  阿倫兩個兒子就是這樣
[00:14:23.000 --> 00:14:24.000]  不聽話
[00:14:24.000 --> 00:14:26.000]  神就用火滅了他們
[00:14:26.000 --> 00:14:28.000]  阿倫是誰
[00:14:28.000 --> 00:14:30.000]  摩世兄弟
[00:14:30.000 --> 00:14:32.000]  阿倫是大祭司
[00:14:32.000 --> 00:14:34.000]  阿倫的後代全部都是祭司
[00:14:34.000 --> 00:14:39.000]  但上帝仍然是會這樣懲罰他們
[00:14:39.000 --> 00:14:41.000]  所以這個是很重要的
[00:14:41.000 --> 00:14:44.000]  所以我們對上帝的忠心
[00:14:44.000 --> 00:14:48.000]  是很重要
[00:14:48.000 --> 00:14:50.000]  所以羅馬書就將
[00:14:50.000 --> 00:14:53.000]  首先十二章一節就講得很清楚
[00:14:53.000 --> 00:14:55.000]  我們的侍奉是理所當然的
[00:14:55.000 --> 00:14:57.000]  我們要犧牲
[00:14:57.000 --> 00:14:59.000]  身體獻上當作活祭
[00:14:59.000 --> 00:15:01.000]  是聖潔的 是神所喜悅
[00:15:01.000 --> 00:15:03.000]  最重要的一個說話就是神所喜悅
[00:15:03.000 --> 00:15:05.000]  我們做的事一定要是神所喜悅
[00:15:05.000 --> 00:15:07.000]  如果不是神所喜悅
[00:15:07.000 --> 00:15:09.000]  你做什麼都是圖言
[00:15:09.000 --> 00:15:11.000]  所以我們要神所喜悅的話
[00:15:11.000 --> 00:15:13.000]  我們首先要信服
[00:15:13.000 --> 00:15:14.000]  和信靠
[00:15:14.000 --> 00:15:16.000]  之前講到都講過信靠和信服
[00:15:16.000 --> 00:15:17.000]  那就不再講
[00:15:17.000 --> 00:15:22.000]  因為其實整個摩世五經
[00:15:22.000 --> 00:15:25.000]  很多地方都是講到關於信服和信靠
[00:15:25.000 --> 00:15:29.000]  信靠上帝 你要信服上帝
[00:15:29.000 --> 00:15:30.000]  以色列人在曠野那裡
[00:15:30.000 --> 00:15:33.000]  很多次都不聽話
[00:15:33.000 --> 00:15:35.000]  大家都記得了
[00:15:35.000 --> 00:15:37.000]  整了金牛 大家都記得了
[00:15:37.000 --> 00:15:38.000]  上星期講的
[00:15:38.000 --> 00:15:40.000]  他們派了探子回來
[00:15:40.000 --> 00:15:44.000]  他們拒絕進英許的地
[00:15:44.000 --> 00:15:46.000]  還有其他的
[00:15:46.000 --> 00:15:48.000]  還有荷拉的叛變
[00:15:48.000 --> 00:15:51.000]  文素十六章我還沒講到
[00:15:51.000 --> 00:15:54.000]  上帝就給他們很嚴厲的責罰
[00:15:54.000 --> 00:15:56.000]  今天我們侍奉第一件事
[00:15:56.000 --> 00:15:57.000]  就是要信服上帝
