
[00:00:00.000 --> 00:00:06.080]  我很感謝主 今天我們繼續去看信仰基本功
[00:02:24.800 --> 00:02:27.400]  然後到今天這個年代
[00:02:27.400 --> 00:02:31.000]  是少於51%
[00:02:31.000 --> 00:02:33.040]  為什麼會有這樣的情況呢?
[00:02:33.040 --> 00:02:34.360]  研究告訴我們
[00:02:34.360 --> 00:02:38.280]  就是最多人告訴我們
[00:02:38.280 --> 00:02:39.640]  就是他不再回教會
[00:02:39.640 --> 00:02:43.240]  或者不再成為教會會友的
[00:02:43.240 --> 00:02:48.120]  就是一些16歲至28歲一班的所謂的年輕
[00:02:48.120 --> 00:02:49.280]  或者青年人
[00:02:49.280 --> 00:02:51.320]  或者是職稱
[00:02:51.320 --> 00:02:52.680]  他們表達就是
[00:02:52.680 --> 00:02:55.000]  他們不再屬於教會
[00:02:55.000 --> 00:02:56.040]  不再回教會
[00:02:56.040 --> 00:02:58.200]  或者不再是教會的會友
[00:02:58.200 --> 00:02:59.800]  流失最多的
[00:02:59.800 --> 00:03:01.000]  不要說流失
[00:03:01.000 --> 00:03:03.680]  而是這批年紀的人
[00:03:03.680 --> 00:03:06.760]  是最多不再回教會
[00:03:06.760 --> 00:03:09.680]  就是說教會是越來越老化
[00:03:09.680 --> 00:03:11.240]  就是說可能你說三十多歲
[00:03:11.240 --> 00:03:12.960]  但是慢慢慢慢都是老化
[00:03:12.960 --> 00:03:14.440]  我們這些六十多歲
[00:03:14.440 --> 00:03:18.600]  或者招募師的和我的年紀的人
[00:03:18.600 --> 00:03:21.440]  是慢慢當離世的時候
[00:03:21.440 --> 00:03:22.760]  青年就無法復甦
[00:03:22.760 --> 00:03:26.040]  所以我感覺我們都是開始著眼
[00:03:26.040 --> 00:03:28.760]  就是在青少年的時工
[00:03:28.760 --> 00:03:30.200]  在十年前有這本書
[00:03:30.200 --> 00:03:32.560]  大家可能都聽過或者都看過
[00:03:32.560 --> 00:03:36.000]  就是Barnard Group的主席
[00:03:36.000 --> 00:03:38.760]  就是David Kinnaman
[00:03:38.760 --> 00:03:41.560]  他就寫了這本書《You Lost Me》
[00:03:41.560 --> 00:03:44.960]  講到十六歲二十八歲的
[00:03:44.960 --> 00:03:50.080]  慣常回教會的青少年
[00:03:50.080 --> 00:03:51.760]  他們從小回教會
[00:03:51.760 --> 00:03:55.400]  到了十六歲二十八歲這個階段的時候
[00:03:55.400 --> 00:03:58.120]  有六十至六十四個百分比的
[00:03:58.120 --> 00:03:59.880]  這些青年人
[00:03:59.880 --> 00:04:01.640]  就不再回教會
[00:04:01.640 --> 00:04:04.600]  或者甚至不再信耶穌
[00:04:04.600 --> 00:04:06.640]  為什麼會有這樣的情況出現呢?
[00:04:06.640 --> 00:04:07.760]  因為很特別的就是
[00:04:07.760 --> 00:04:09.400]  這幫人是從小
[00:04:09.400 --> 00:04:14.400]  三歲已經回教會了
[00:04:14.400 --> 00:04:15.680]  如果你回Avana
[00:04:15.680 --> 00:04:17.480]  你也知道那些叫Cubbies
[00:04:17.480 --> 00:04:19.720]  就是三歲已經回教會
[00:04:19.720 --> 00:04:22.040]  回到十六歲
[00:04:22.040 --> 00:04:25.880]  有十三年每個星期回教會的昏逃
[00:04:25.880 --> 00:04:30.080]  或者我們俗語講到洗腦
[00:04:30.080 --> 00:04:32.600]  你回了教會十三年
[00:04:32.600 --> 00:04:35.480]  每個星期跟父母回教會
[00:04:35.480 --> 00:04:37.920]  到了他們長大進入大學的時候
[00:04:37.920 --> 00:04:40.640]  他們就不再回教會
[00:04:40.640 --> 00:04:43.000]  有時候這個拗頭就是為什麼
[00:04:43.000 --> 00:04:45.160]  我們教教育或者兒童侍功
[00:04:45.160 --> 00:04:46.760]  或者青少年侍功
[00:04:46.760 --> 00:04:49.400]  我們做了十三年
[00:04:49.400 --> 00:04:51.280]  一直教他們背金句
[00:04:51.280 --> 00:04:52.560]  教他們念聖經
[00:04:52.560 --> 00:04:55.160]  教他們聖經的故事
[00:04:55.160 --> 00:04:58.520]  聽到十三年過兩星期回來
[00:04:58.520 --> 00:05:02.040]  給了教會這樣的機會
[00:05:02.040 --> 00:05:03.880]  去昏逃這一幫青少年
[00:05:03.880 --> 00:05:06.160]  但是他們到了十六歲之後
[00:05:06.160 --> 00:05:09.240]  就不再選擇回教會
[00:05:09.240 --> 00:05:11.040]  為什麼呢?
[00:05:11.040 --> 00:05:13.280]  於是很簡單的
[00:05:13.280 --> 00:05:15.400]  這些資料就是
[00:05:15.400 --> 00:05:17.560]  你就抓那些人來問一下
[00:05:17.560 --> 00:05:18.000]  是不是?
[00:05:18.000 --> 00:05:19.920]  他們坦白告訴你
[00:05:19.920 --> 00:05:23.960]  為什麼他們不想再回教會
[00:05:23.960 --> 00:05:24.920]  那就不多說了
[00:05:24.920 --> 00:05:27.560]  你有機會買這本書來看看
[00:05:27.560 --> 00:05:28.920]  很值得我們參考
[00:05:28.920 --> 00:05:30.360]  雖然也是十年前的數據
[00:05:30.360 --> 00:05:31.920]  但是也很值得我們參考
[00:05:31.920 --> 00:05:32.840]  問一個問題就是
[00:05:32.840 --> 00:05:34.480]  為什麼不年輕人不願意回教會
[00:05:34.480 --> 00:05:36.360]  他有六個原因
[00:05:36.360 --> 00:05:40.040]  其中最重要的原因
[00:05:40.040 --> 00:05:44.320]  就是他覺得教會虛偽
[00:05:44.320 --> 00:05:45.520]  什麼是虛偽呢?
[00:05:45.520 --> 00:05:47.600]  就是他覺得基督徒虛偽
[00:05:47.600 --> 00:05:49.160]  教會虛偽
[00:05:49.160 --> 00:05:50.640]  父母虛偽
[00:05:50.640 --> 00:05:52.560]  牧師虛偽
[00:05:52.560 --> 00:05:54.480]  信徒虛偽
[00:05:54.480 --> 00:05:55.280]  什麼叫虛偽呢?
[00:05:55.280 --> 00:05:56.240]  他們說的就是
[00:05:56.240 --> 00:05:59.680]  講一套做一套
[00:05:59.680 --> 00:06:03.160]  武則聖經說的話是很漂亮的
[00:06:03.160 --> 00:06:04.920]  他們也知道就是人是罪人
[00:06:04.920 --> 00:06:07.320]  不能夠做得完美
[00:06:07.320 --> 00:06:10.120]  不能夠做得完全
[00:06:10.120 --> 00:06:13.560]  但是他們眼中十幾年來看見的就是
[00:06:13.560 --> 00:06:15.120]  家裡的父母
[00:06:15.120 --> 00:06:16.400]  教會裡的會友
[00:06:16.400 --> 00:06:19.040]  港台上的牧者
[00:06:19.040 --> 00:06:20.960]  講的是一套
[00:06:20.960 --> 00:06:23.520]  有沒有努力嘗試去做的
[00:06:23.520 --> 00:06:26.240]  是另一套
[00:06:26.240 --> 00:06:30.440]  所以他們覺得不想再回教會
[00:06:30.440 --> 00:06:33.880]  他們就選擇不再回教會
[00:06:33.880 --> 00:06:36.120]  雖然我們可以很美麗地告訴他們
[00:06:36.120 --> 00:06:37.760]  我們是依靠上帝的
[00:06:37.760 --> 00:06:40.760]  不是看人的
[00:06:40.760 --> 00:06:43.320]  但是如果信仰對我們的生命沒有改變
[00:06:43.320 --> 00:06:46.520]  或者純粹是一個知識頭腦上的東西
[00:06:46.520 --> 00:06:47.600]  但是沒辦法做得出來
[00:06:47.600 --> 00:06:51.720]  或者看不見人是努力地嘗試去做出來的時候
[00:06:51.720 --> 00:06:56.120]  為什麼我們要選擇繼續回教會
[00:06:56.120 --> 00:06:58.160]  或者信這個信仰
[00:06:58.160 --> 00:06:59.560]  很多這些年輕人
[00:06:59.560 --> 00:07:01.480]  他們不是否定信仰
[00:07:01.480 --> 00:07:02.880]  他們知道有上帝
[00:07:02.880 --> 00:07:04.560]  但是他們不喜歡回教會
[00:07:04.560 --> 00:07:07.400]  因為他們不喜歡跟一群
[00:07:07.400 --> 00:07:12.440]  講一套做一套的人走在一起
[00:07:12.440 --> 00:07:15.880]  頂之為這本書值得我們
[00:07:15.880 --> 00:07:17.520]  當然還有其他的原因
[00:07:17.520 --> 00:07:19.000]  我們值得去反省的
[00:07:19.000 --> 00:07:21.560]  但是值得我們去反省的一件事就是
[00:07:21.560 --> 00:07:26.840]  耶穌今天在登山寶墳裡面說的話
[00:07:26.840 --> 00:07:32.320]  究竟對我們的生命是有什麼樣的影響呢
[00:07:32.320 --> 00:07:34.000]  以致我們在眾人面前
[00:07:34.000 --> 00:07:35.120]  不只是我們的下一代
[00:07:35.120 --> 00:07:36.800]  或者周圍的人面前
[00:07:36.800 --> 00:07:40.240]  我們是否能夠見證到我們的信仰
[00:07:40.240 --> 00:07:41.200]  結尾的時候
[00:07:41.200 --> 00:07:43.040]  一句很特別的說話就是
[00:07:43.040 --> 00:07:44.080]  耶穌講了一句話
[00:07:44.080 --> 00:07:49.360]  眾人對祂的教導都感到很稀奇或者驚奇
[00:07:49.360 --> 00:07:52.800]  這個在原文
[00:07:52.800 --> 00:07:56.960]  ec plezo這個在希臘文的字
[00:07:56.960 --> 00:07:59.000]  如果照譯就是ec就是out
[00:07:59.000 --> 00:08:01.920]  即是外面
[00:08:01.920 --> 00:08:03.880]  plezo就是strike
[00:08:03.880 --> 00:08:06.240]  其實英文的譯叫strike out
[00:08:06.240 --> 00:08:08.280]  就好像你打棒球那樣
[00:08:08.280 --> 00:08:10.840]  三犯離場
[00:08:10.840 --> 00:08:13.600]  是很震驚的一件事
[00:08:13.600 --> 00:08:16.560]  那些人簡直是被strike out
[00:08:16.560 --> 00:08:19.600]  聽了半年
[00:08:19.600 --> 00:08:20.960]  但是耶穌講當然了
[00:08:20.960 --> 00:08:23.320]  只有那150次左右
[00:08:23.320 --> 00:08:28.160]  即是那三章的很簡單很直接的信息之後
[00:08:28.160 --> 00:08:30.440]  那些人是被strike out
[00:08:30.440 --> 00:08:32.320]  那些人是覺得很震驚
[00:08:32.320 --> 00:08:33.000]  為什麼震驚呢
[00:08:33.000 --> 00:08:35.600]  就是祂的教導
[00:08:35.600 --> 00:08:39.800]  跟所有其他的宗教人士很不同
[00:08:39.800 --> 00:08:40.400]  有什麼不同呢
[00:08:40.400 --> 00:08:42.320]  就是很簡單很直接
[00:08:42.320 --> 00:08:43.440]  不是很深奧
[00:08:43.440 --> 00:08:46.600]  每個人都聽得懂
[00:08:46.600 --> 00:08:48.200]  但我想問一個問題
[00:08:48.200 --> 00:08:54.880]  這群人聽完這麼驚奇的一篇講道之後
[00:08:54.880 --> 00:09:00.520]  只有那151節的聖經
[00:09:00.520 --> 00:09:01.920]  那又如何呢
[00:09:01.920 --> 00:09:03.280]  我想問一個問題
[00:09:03.280 --> 00:09:07.360]  你覺得這篇講道很驚奇又如何呢
[00:09:07.360 --> 00:09:10.880]  阿椒牧師或者其他牧者來到台上講了一篇講道
[00:09:10.880 --> 00:09:12.840]  你覺得真是好聽
[00:09:12.840 --> 00:09:14.720]  真是驚奇
[00:09:14.720 --> 00:09:16.360]  然後跟阿椒牧師說
[00:09:16.360 --> 00:09:18.120]  牧師你今天這篇信息
[00:09:18.120 --> 00:09:20.320]  很觸動我
[00:09:20.320 --> 00:09:23.640]  我很有得著
[00:09:23.640 --> 00:09:25.600]  那我想問一個問題
[00:09:25.600 --> 00:09:29.080]  那又如何呢
[00:09:29.080 --> 00:09:32.280]  你看完一場show
[00:09:32.280 --> 00:09:34.880]  你覺得內容很好
[00:09:34.880 --> 00:09:36.560]  很充實
[00:09:36.560 --> 00:09:37.760]  接著我問你一個問題
[00:09:37.760 --> 00:09:39.800]  那又如何呢
[00:09:39.800 --> 00:09:41.920]  你看這群人聽完耶穌講了這麼多的東西
[00:09:41.920 --> 00:09:44.440]  到最後當耶穌要走上十字架的時候
[00:09:44.440 --> 00:09:46.160]  這群人去了哪裡
[00:09:46.160 --> 00:09:47.360]  當耶穌問
[00:09:47.360 --> 00:09:49.800]  喂,來跟從我,做我的門徒
[00:09:49.800 --> 00:09:50.720]  這群人是怎樣的
[00:09:50.720 --> 00:09:55.680]  你看看《約翰福音》第六章就知道
[00:09:55.680 --> 00:09:58.960]  接著問題不是他們有沒有聽到
[00:09:58.960 --> 00:10:00.760]  他們有沒有聽到耶穌的教導
[00:10:00.760 --> 00:10:04.080]  或者耶穌的教導是多麼新鮮
[00:10:04.080 --> 00:10:05.040]  多麼活潑
[00:10:05.040 --> 00:10:05.800]  多麼好聽
[00:10:05.800 --> 00:10:06.640]  多麼簡單
[00:10:06.640 --> 00:10:09.840]  多麼易明
[00:10:09.840 --> 00:10:13.040]  而問題是他們有沒有跟著
[00:10:13.040 --> 00:10:14.760]  去應用他們的生活
[00:10:14.760 --> 00:10:19.760]  影響他們的人生,影響他們的生活
[00:10:19.760 --> 00:10:21.240]  Rick Warren經常說
[00:10:21.240 --> 00:10:22.880]  一個牧者對一個牧者
[00:10:22.880 --> 00:10:25.400]  他經常說這個比喻
[00:10:25.400 --> 00:10:27.720]  美國空軍做了一個研究
[00:10:27.720 --> 00:10:29.280]  那個研究就說
[00:10:29.280 --> 00:10:32.240]  你給了命令給那些機師
[00:10:32.240 --> 00:10:34.400]  要執行那些命令
[00:10:34.400 --> 00:10:39.080]  接著告訴他們不需要執行
[00:10:39.080 --> 00:10:45.360]  聽見這些命令,七十二小時之後
[00:10:45.360 --> 00:10:50.880]  有90%的機師已經忘記了這些命令是甚麼
[00:10:50.880 --> 00:10:54.440]  因為他沒有執行
[00:10:54.440 --> 00:10:56.960]  你說的是甚麼呢?
[00:10:56.960 --> 00:10:58.920]  當耶穌給了一些吩咐
[00:10:58.920 --> 00:11:01.560]  或者在講壇裡告訴我們這些吩咐之後
[00:11:01.560 --> 00:11:02.840]  如果我們不去做的話
[00:11:02.840 --> 00:11:04.240]  弟兄姊妹
[00:11:04.240 --> 00:11:05.600]  七十二小時之後
[00:11:05.600 --> 00:11:07.080]  三天之後
[00:11:07.080 --> 00:11:08.480]  你九成都會忘記
[00:11:08.480 --> 00:11:11.240]  只會記得就是牧師說的笑話
[00:11:11.240 --> 00:11:13.720]  或者一些很特別的事
[00:11:13.720 --> 00:11:16.560]  否則所有的事就會忘記了
[00:11:16.560 --> 00:11:17.640]  七十二小時
[00:11:17.640 --> 00:11:19.960]  你說我們跟招牧師多沮喪
[00:11:19.960 --> 00:11:22.040]  今天在這裡講完這些事
[00:11:22.040 --> 00:11:24.560]  如果你不去行的話
[00:11:24.560 --> 00:11:26.000]  三天之後
[00:11:26.000 --> 00:11:29.240]  已經忘記了
[00:11:29.240 --> 00:11:31.720]  這就是今天很多基督徒
[00:11:31.720 --> 00:11:34.840]  教會的信徒面對的景況
[00:11:34.840 --> 00:11:36.360]  所以耶穌在結尾的時候
[00:11:36.360 --> 00:11:39.680]  就跟我們講了這一番的說話
[00:11:39.680 --> 00:11:41.480]  從三方面去看看
[00:11:41.480 --> 00:11:45.560]  怎樣將我們的信仰建基在盆石上
[00:11:45.560 --> 00:11:46.680]  第一件事耶穌說到
[00:11:46.680 --> 00:11:48.280]  所以凡聽我者話
[00:11:48.280 --> 00:11:49.680]  就是行的
[00:11:49.680 --> 00:11:50.920]  在圓聞裡面
[00:11:50.920 --> 00:11:53.080]  有一些特色的東西我們要明白
[00:11:53.080 --> 00:11:56.480]  所以這個字是一個結論
[00:11:56.480 --> 00:11:57.920]  就是耶穌說
[00:11:57.920 --> 00:12:01.080]  你聽完剛才第五章、第六章、第七章
[00:12:01.080 --> 00:12:02.360]  登山寶訓裡面
[00:12:02.360 --> 00:12:05.480]  三章裡面講的所有的事
[00:12:05.480 --> 00:12:07.640]  接著結論就是
[00:12:07.640 --> 00:12:09.560]  聽完又怎樣
[00:12:09.560 --> 00:12:11.160]  耶穌說聽完之後
[00:12:11.160 --> 00:12:13.480]  還有一樣東西我們要去做
[00:12:13.480 --> 00:12:14.960]  不是聽完之後就算了
[00:12:14.960 --> 00:12:17.600]  就是凡聽我者話
[00:12:17.600 --> 00:12:19.040]  就去行的
[00:12:19.040 --> 00:12:20.960]  這個凡就是Everybody
[00:12:20.960 --> 00:12:21.600]  每一個人
[00:12:21.600 --> 00:12:23.960]  每一個聽見的人
[00:12:23.960 --> 00:12:26.720]  聽了者話就去行的
[00:12:26.720 --> 00:12:28.800]  在圓聞希臘文
[00:12:28.800 --> 00:12:32.720]  聽和行這兩個字
[00:12:32.720 --> 00:12:34.720]  在原來的文法
[00:12:34.720 --> 00:12:36.000]  在希臘文叫做
[00:12:36.000 --> 00:12:38.080]  Present Active Indicative
[00:12:38.080 --> 00:12:39.600]  如果我們學希臘文
[00:12:39.600 --> 00:12:40.480]  會知道就是
[00:12:40.480 --> 00:12:43.200]  indicative就是指示式
[00:12:43.200 --> 00:12:47.360]  就是說你做了第一件事之後
[00:12:47.360 --> 00:12:50.080]  是自然應該做第二件事
[00:12:50.080 --> 00:12:51.680]  不然你聽完做什麼才行
[00:12:51.680 --> 00:12:52.480]  是不是
[00:12:52.480 --> 00:12:54.960]  就是說你凡聽見我者話
[00:12:54.960 --> 00:12:56.240]  應該
[00:12:56.240 --> 00:12:57.440]  並且是Present Active
[00:12:57.440 --> 00:13:00.160]  就是說你很積極地現在進行
[00:13:00.160 --> 00:13:02.240]  就是說聽完之後你立刻去做
[00:13:02.240 --> 00:13:04.200]  不是等十年之後
[00:13:04.200 --> 00:13:05.880]  但是耶穌就說
[00:13:05.880 --> 00:13:09.440]  當每一個人聽見我說這番說話
[00:13:09.440 --> 00:13:12.040]  應該是自然而然地
[00:13:12.040 --> 00:13:18.760]  自動地去做我所說的事
[00:13:18.760 --> 00:13:19.800]  所以耶穌就說
[00:13:19.800 --> 00:13:22.800]  你聽完五至七章裡面
[00:13:22.800 --> 00:13:24.960]  每一個人聽到
[00:13:24.960 --> 00:13:25.920]  覺得很驚奇
[00:13:25.920 --> 00:13:29.440]  很讚嘆這篇信息的
[00:13:29.440 --> 00:13:31.920]  接著你是應該去做
[00:13:31.920 --> 00:13:34.960]  耶穌要叫你做的事
[00:13:34.960 --> 00:13:36.320]  那這個人是怎樣呢
[00:13:36.320 --> 00:13:39.520]  就是很比一個聰明人
[00:13:39.520 --> 00:13:43.320]  在新約裡面
[00:13:43.320 --> 00:13:47.480]  聰明這個字是出現了十四次的
[00:13:47.480 --> 00:13:48.320]  在新約裡面
[00:13:48.320 --> 00:13:50.800]  如果你記得就是講到在世之子
[00:13:50.800 --> 00:13:53.840]  比光明之子更加聰明
[00:13:53.840 --> 00:13:56.160]  聰明就是聰明
[00:13:56.160 --> 00:13:57.840]  這個人真的是聰明
[00:13:57.840 --> 00:13:58.960]  耶穌就說
[00:13:58.960 --> 00:14:03.560]  你就要把房子蓋在盤石上面
[00:14:03.560 --> 00:14:06.760]  如果你聽見我說不去行的話
[00:14:06.760 --> 00:14:08.680]  就會被一個無知的人
[00:14:08.680 --> 00:14:12.880]  把房子蓋在沙塗上
[00:14:12.880 --> 00:14:15.120]  很有趣的一點就是
[00:14:15.120 --> 00:14:16.640]  耶穌說到兩個人
[00:14:16.640 --> 00:14:20.160]  這兩個人都聽到耶穌的說話
[00:14:20.160 --> 00:14:21.920]  兩個都聽到
[00:14:21.920 --> 00:14:26.080]  兩個都是在蓋房子
[00:14:26.080 --> 00:14:27.800]  但是為什麼一個是聰明人
[00:14:27.800 --> 00:14:30.760]  和一個是無知的人呢
[00:14:30.760 --> 00:14:36.280]  就因為一個聽到之後去行
[00:14:36.280 --> 00:14:41.640]  另一個聽到之後沒有去行
[00:14:41.640 --> 00:14:44.840]  這個就是今天我自己領受的
[00:14:44.840 --> 00:14:49.680]  很多基督徒面對的情況
[00:14:49.680 --> 00:14:50.920]  例如說盧家芬
[00:14:50.920 --> 00:14:53.800]  另一篇登山寶佛的記載裡面
[00:14:53.800 --> 00:14:55.520]  講得更加深入的話
[00:14:55.520 --> 00:15:01.280]  這個聰明人蓋房子是把地挖深
[00:15:01.280 --> 00:15:03.720]  他是一早預備
[00:15:03.720 --> 00:15:05.120]  在風浪來的時候
[00:15:05.120 --> 00:15:07.920]  他已經一早預備好這間屋
[00:15:07.920 --> 00:15:09.920]  他要挖到很深
[00:15:09.920 --> 00:15:11.120]  建基在盤石上面
[00:15:11.120 --> 00:15:12.280]  這間屋才不會倒塌
[00:15:12.280 --> 00:15:14.960]  不是說當有危難來的時候
[00:15:14.960 --> 00:15:16.440]  臨急抱主腳
[00:15:16.440 --> 00:15:19.640]  然後立刻要頂住祈禱
[00:15:19.640 --> 00:15:20.880]  幫我面對風浪
[00:15:20.880 --> 00:15:21.440]  不是
[00:15:21.440 --> 00:15:23.720]  他知道風浪一天一天會來到
[00:15:23.720 --> 00:15:26.600]  他就一早挖深地基
[00:15:26.600 --> 00:15:29.040]  把這間屋建在盤石上面
[00:15:29.040 --> 00:15:30.720]  當建的時候
[00:15:30.720 --> 00:15:32.200]  沒有風浪的時候
[00:15:32.200 --> 00:15:36.080]  你覺得為什麼要建這麼深
[00:15:36.080 --> 00:15:38.200]  現在風平浪靜
[00:15:38.200 --> 00:15:39.400]  但這個人就是
[00:15:39.400 --> 00:15:41.680]  當面對上帝的話語
[00:15:41.680 --> 00:15:43.200]  他願意走的時候
[00:15:43.200 --> 00:15:46.720]  就建立到他自己信仰的根基
[00:15:46.720 --> 00:15:48.200]  在盤石上面
[00:15:48.200 --> 00:15:50.360]  在風浪未來之先
[00:15:50.360 --> 00:15:52.760]  所以等於今天我們熟讀聖經
[00:15:52.760 --> 00:15:54.720]  但亦都在應用聖經的時候
[00:15:54.720 --> 00:15:56.960]  其實我們一直在建造我們的信仰
[00:15:56.960 --> 00:16:00.040]  在根基上面
[00:16:00.040 --> 00:16:01.800]  當然你說沒有風浪來的時候
[00:16:01.800 --> 00:16:02.440]  當然沒有事
[00:16:02.440 --> 00:16:03.800]  但有風浪來的時候
[00:16:03.800 --> 00:16:08.880]  就會顯露到我們的建造是怎樣
[00:16:08.880 --> 00:16:10.400]  所以我們見到這個人
[00:16:10.400 --> 00:16:14.280]  一早已經準備好
[00:16:14.280 --> 00:16:17.760]  他自己信仰去面對風浪
[00:16:17.760 --> 00:16:18.840]  你看看耶穌怎樣說
[00:16:18.840 --> 00:16:20.320]  他說
[00:16:20.320 --> 00:16:21.280]  我吩咐你們
[00:16:21.280 --> 00:16:25.160]  你們都要謹守遵行
[00:16:25.160 --> 00:16:26.680]  在馬太福音23章裡面
[00:16:26.680 --> 00:16:28.520]  當他說到法律錯人的時候
[00:16:28.520 --> 00:16:31.760]  我跟你們說的話要走出來
[00:16:31.760 --> 00:16:34.800]  但他們說出來的法律錯人
[00:16:34.800 --> 00:16:38.080]  他們說的話說到天下無敵
[00:16:38.080 --> 00:16:39.960]  但做就無能為力
[00:16:39.960 --> 00:16:41.000]  但是說
[00:16:41.000 --> 00:16:43.400]  耶穌說的話是沒有錯的
[00:16:43.400 --> 00:16:44.600]  說的話是對的
[00:16:44.600 --> 00:16:46.120]  所以你們要照做
[00:16:46.120 --> 00:16:48.840]  但是不要效法他們的行為
[00:16:48.840 --> 00:16:53.080]  因為他們能說不能行
[00:16:53.080 --> 00:16:55.440]  這個就是今天面對的問題
[00:16:55.440 --> 00:16:56.600]  就是DL Moody
[00:16:56.600 --> 00:16:58.960]  一個很出名的基督教報導家
[00:16:58.960 --> 00:17:01.160]  他說我們今天的問題是什麼呢
[00:17:01.160 --> 00:17:02.400]  大紀元姐妹
[00:17:02.400 --> 00:17:05.800]  就是我們嘗試去分享
[00:17:05.800 --> 00:17:09.440]  宣講一個在我們生命裡面
[00:17:09.440 --> 00:17:12.840]  是沒有經歷的信仰
[00:17:12.840 --> 00:17:18.240]  信耶穌比你生命更加豐盛
[00:17:18.240 --> 00:17:21.200]  如何豐盛呢
[00:17:21.200 --> 00:17:23.360]  我不知道
[00:17:23.360 --> 00:17:25.920]  信耶穌能夠改變我的人生
[00:17:25.920 --> 00:17:28.000]  如何改變呢
[00:17:28.000 --> 00:17:31.080]  沒有例子
[00:17:31.080 --> 00:17:33.160]  就像一個乞丐
[00:17:33.160 --> 00:17:38.600]  向你賣一個發達秘方
[00:17:38.600 --> 00:17:40.800]  這樣就會發達
[00:17:40.800 --> 00:17:42.160]  但是人們看你的生命
[00:17:42.160 --> 00:17:45.120]  如何發達呢
[00:17:45.120 --> 00:17:49.880]  如何去相信呢
[00:17:49.880 --> 00:17:56.120]  有時候我也聽到一些人的信息
[00:17:56.120 --> 00:17:58.560]  就是說會怎麼教會呢
[00:17:58.560 --> 00:18:01.640]  我們沒有其他某些教會
[00:18:01.640 --> 00:18:05.320]  那麼強調去查經
[00:18:05.320 --> 00:18:08.520]  我想我和主持人也經常被罵
[00:18:08.520 --> 00:18:13.440]  就是說我們不深入去研讀聖經
[00:18:13.440 --> 00:18:18.160]  我們上兩星期借亭來教
[00:18:18.160 --> 00:18:22.600]  阿哥我不知道有多少人來參加
[00:18:22.600 --> 00:18:26.520]  接下來九月我們又有鮑威坤來了
[00:18:26.520 --> 00:18:28.960]  看看有多少人來參加
[00:18:28.960 --> 00:18:30.960]  但問題所在不是
[00:18:30.960 --> 00:18:33.760]  我會覺得就是聽清楚
[00:18:33.760 --> 00:18:37.040]  我和焦牧師也強調一件事
