
[00:00:00.000 --> 00:00:03.000]  (第129篇)
[00:04:08.000 --> 00:04:12.000]  這首詩篇呢,即是有人說「復仇思」
[00:04:12.000 --> 00:04:16.000]  那些敵人咁苦恨我,抵佢地死
[00:04:16.000 --> 00:04:31.000]  (粵語)
[00:04:31.000 --> 00:04:33.000]  復仇,復仇
[00:04:33.000 --> 00:04:37.000]  (粵語)
[00:04:37.000 --> 00:04:45.000]  (粵語)
[00:04:45.000 --> 00:04:56.000]  (粵語)
[00:04:56.000 --> 00:05:01.000]  (粵語)
[00:05:01.000 --> 00:05:03.000]  即是有信靠的詩
[00:05:03.000 --> 00:05:07.000]  稍後讀完之後,大家自己去決定這首詩
[00:05:07.000 --> 00:05:10.000]  是一首甚麼性質的詩
[00:05:10.000 --> 00:05:13.000]  這幾種說法,都有解經家講的
[00:05:13.000 --> 00:05:17.000]  不過,解經家既然有這麼多種不同的說法
[00:05:17.000 --> 00:05:19.000]  你都有,你自己的說法
[00:05:19.000 --> 00:05:23.000]  你應該決定,這首對你來說,是一首甚麼詩
[00:05:23.000 --> 00:05:26.000]  好了,首先,這支詩,讓我想起一句說話
[00:05:26.000 --> 00:05:29.000]  這句說話呢,就不知大家聽不聽得到
[00:05:29.000 --> 00:05:32.000]  (粵語)
[00:05:32.000 --> 00:05:40.000]  (粵語)
[00:05:40.000 --> 00:06:02.000]  (粵語)
[00:06:02.000 --> 00:06:16.000]  (粵語)
[00:06:16.000 --> 00:06:21.000]  (粵語)
[00:06:21.000 --> 00:06:25.000]  (粵語)
[00:06:25.000 --> 00:06:31.000]  (粵語)
[00:06:31.000 --> 00:06:33.000]  不過呢,如果你想買本來看一下
[00:06:33.000 --> 00:06:36.000]  英文當然看原著,看英文就好了
[00:06:36.000 --> 00:06:39.000]  不過,如果看中文,英文那麼好的話呢
[00:06:39.000 --> 00:06:41.000]  我介紹一個的日本
[00:06:41.000 --> 00:06:45.000]  就是張愛玲,最好那個版本
[00:06:45.000 --> 00:06:47.000]  張愛玲,知不知誰呀?
[00:06:47.000 --> 00:06:48.000]  知啦,是吧?
[00:06:48.000 --> 00:06:50.000]  她在香港的時候譯的
[00:06:50.000 --> 00:06:52.000]  在明媒,好多年前的
[00:06:52.000 --> 00:06:56.000]  這個就是張愛玲的二譯的日本
[00:06:56.000 --> 00:07:00.000]  (粵語)
[00:07:00.000 --> 00:07:05.000]  (粵語)
[00:07:05.000 --> 00:07:12.000]  (粵語)
[00:07:12.000 --> 00:07:20.000]  (粵語)
[00:07:20.000 --> 00:07:28.000]  (粵語)
[00:07:28.000 --> 00:07:35.000]  (粵語)
[00:07:35.000 --> 00:07:42.000]  (粵語)
[00:07:42.000 --> 00:07:47.000]  (粵語)
[00:07:47.000 --> 00:07:53.000]  (粵語)
[00:07:53.000 --> 00:07:59.000]  (粵語)
[00:07:59.000 --> 00:08:01.000]  (粵語)
[00:08:01.000 --> 00:08:21.000]  (粵語)
[00:08:21.000 --> 00:08:33.000]  (粵語)
[00:08:33.000 --> 00:08:40.000]  (粵語)
[00:08:40.000 --> 00:08:48.000]  (粵語)
[00:08:48.000 --> 00:08:58.000]  (粵語)
[00:08:58.000 --> 00:09:05.000]  (粵語)
[00:09:05.000 --> 00:09:11.000]  (粵語)
[00:09:11.000 --> 00:09:17.000]  (粵語)
[00:09:17.000 --> 00:09:22.000]  (粵語)
[00:09:22.000 --> 00:09:29.000]  (粵語)
[00:09:29.000 --> 00:09:36.000]  (粵語)
[00:09:36.000 --> 00:09:43.000]  (粵語)
[00:09:43.000 --> 00:09:49.000]  (粵語)
[00:09:49.000 --> 00:09:56.000]  (粵語)
[00:09:56.000 --> 00:10:04.000]  (粵語)
[00:10:04.000 --> 00:10:09.000]  (粵語)
[00:10:09.000 --> 00:10:16.000]  (粵語)
[00:10:16.000 --> 00:10:23.000]  (粵語)
[00:10:23.000 --> 00:10:30.000]  (粵語)
[00:10:30.000 --> 00:10:37.000]  (粵語)
[00:10:37.000 --> 00:10:44.000]  (粵語)
[00:10:44.000 --> 00:11:09.000]  (粵語)
[00:11:09.000 --> 00:11:19.000]  (粵語)
[00:11:19.000 --> 00:11:29.000]  (粵語)
[00:11:29.000 --> 00:11:39.000]  (粵語)
[00:11:39.000 --> 00:11:49.000]  (粵語)
[00:11:49.000 --> 00:11:59.000]  (粵語)
[00:11:59.000 --> 00:12:09.000]  (粵語)
[00:12:09.000 --> 00:12:19.000]  (粵語)
[00:12:19.000 --> 00:12:29.000]  (粵語)
[00:12:29.000 --> 00:12:39.000]  (粵語)
[00:12:39.000 --> 00:12:49.000]  (粵語)
[00:12:49.000 --> 00:12:59.000]  (粵語)
[00:12:59.000 --> 00:13:09.000]  (粵語)
[00:13:09.000 --> 00:13:19.000]  (粵語)
[00:13:19.000 --> 00:13:29.000]  (粵語)
[00:13:29.000 --> 00:13:39.000]  (粵語)
[00:13:39.000 --> 00:13:49.000]  (粵語)
[00:13:49.000 --> 00:13:59.000]  (粵語)
[00:13:59.000 --> 00:14:09.000]  (粵語)
[00:14:09.000 --> 00:14:19.000]  (粵語)
[00:14:19.000 --> 00:14:29.000]  (粵語)
[00:14:29.000 --> 00:14:39.000]  (粵語)
[00:14:39.000 --> 00:14:49.000]  (粵語)
[00:14:49.000 --> 00:14:59.000]  (粵語)
[00:14:59.000 --> 00:15:09.000]  (粵語)
[00:15:09.000 --> 00:15:19.000]  (粵語)
[00:15:19.000 --> 00:15:29.000]  (粵語)
[00:15:29.000 --> 00:15:39.000]  (粵語)
[00:15:39.000 --> 00:15:49.000]  (粵語)
[00:15:49.000 --> 00:15:59.000]  (粵語)
[00:15:59.000 --> 00:16:09.000]  (粵語)
[00:16:09.000 --> 00:16:19.000]  (粵語)
[00:16:19.000 --> 00:16:29.000]  (粵語)
[00:16:29.000 --> 00:16:39.000]  (粵語)
[00:16:39.000 --> 00:16:49.000]  (粵語)
[00:16:49.000 --> 00:16:59.000]  (粵語)
[00:16:59.000 --> 00:17:09.000]  (粵語)
[00:17:09.000 --> 00:17:19.000]  (粵語)
[00:17:19.000 --> 00:17:29.000]  (粵語)
[00:17:29.000 --> 00:17:39.000]  (粵語)
[00:17:39.000 --> 00:17:49.000]  (粵語)
[00:17:49.000 --> 00:17:59.000]  (粵語)
[00:17:59.000 --> 00:18:09.000]  (粵語)
[00:18:09.000 --> 00:18:19.000]  (粵語)
[00:18:19.000 --> 00:18:29.000]  (粵語)
[00:18:29.000 --> 00:18:39.000]  (粵語)
[00:18:39.000 --> 00:18:49.000]  (粵語)
[00:18:49.000 --> 00:18:59.000]  (粵語)
[00:18:59.000 --> 00:19:09.000]  (粵語)
[00:19:09.000 --> 00:19:19.000]  (粵語)
[00:19:19.000 --> 00:19:29.000]  (粵語)
[00:19:29.000 --> 00:19:39.000]  (粵語)
[00:19:39.000 --> 00:19:49.000]  (粵語)
[00:19:49.000 --> 00:19:59.000]  (粵語)
[00:19:59.000 --> 00:20:09.000]  (粵語)
[00:20:09.000 --> 00:20:19.000]  (粵語)
[00:20:19.000 --> 00:20:29.000]  (粵語)
[00:20:29.000 --> 00:20:39.000]  (粵語)
[00:20:39.000 --> 00:20:49.000]  (粵語)
[00:20:49.000 --> 00:20:59.000]  (粵語)
[00:20:59.000 --> 00:21:09.000]  (粵語)
[00:21:09.000 --> 00:21:19.000]  (粵語)
[00:21:19.000 --> 00:21:29.000]  (粵語)
[00:21:29.000 --> 00:21:39.000]  (粵語)
[00:21:39.000 --> 00:21:49.000]  (粵語)
[00:21:49.000 --> 00:21:59.000]  (粵語)
[00:21:59.000 --> 00:22:09.000]  (粵語)
[00:22:09.000 --> 00:22:19.000]  (粵語)
[00:22:19.000 --> 00:22:29.000]  (粵語)
[00:22:29.000 --> 00:22:39.000]  (粵語)
[00:22:39.000 --> 00:22:49.000]  (粵語)
[00:22:49.000 --> 00:22:59.000]  (粵語)
[00:22:59.000 --> 00:23:09.000]  (粵語)
[00:23:09.000 --> 00:23:19.000]  (粵語)
[00:23:19.000 --> 00:23:29.000]  (粵語)
[00:23:29.000 --> 00:23:39.000]  (粵語)
[00:23:39.000 --> 00:23:49.000]  (粵語)
[00:23:49.000 --> 00:23:59.000]  (粵語)
[00:23:59.000 --> 00:24:09.000]  (粵語)
[00:24:09.000 --> 00:24:19.000]  (粵語)
[00:24:19.000 --> 00:24:29.000]  (粵語)
[00:24:29.000 --> 00:24:39.000]  (粵語)
[00:24:39.000 --> 00:24:49.000]  (粵語)
[00:24:49.000 --> 00:24:59.000]  (粵語)
[00:24:59.000 --> 00:25:09.000]  (粵語)
[00:25:09.000 --> 00:25:19.000]  (粵語)
[00:25:19.000 --> 00:25:29.000]  (粵語)
[00:25:29.000 --> 00:25:39.000]  (粵語)
[00:25:39.000 --> 00:25:49.000]  (粵語)
[00:25:49.000 --> 00:25:59.000]  (粵語)
[00:25:59.000 --> 00:26:09.000]  (粵語)
[00:26:09.000 --> 00:26:19.000]  (粵語)
[00:26:19.000 --> 00:26:29.000]  (粵語)
[00:26:29.000 --> 00:26:39.000]  (粵語)
[00:26:39.000 --> 00:26:49.000]  (粵語)
[00:26:49.000 --> 00:26:59.000]  (粵語)
[00:26:59.000 --> 00:27:09.000]  (粵語)
[00:27:09.000 --> 00:27:19.000]  (粵語)
[00:27:19.000 --> 00:27:29.000]  (粵語)
[00:27:29.000 --> 00:27:39.000]  (粵語)
[00:27:39.000 --> 00:27:49.000]  (粵語)
[00:27:49.000 --> 00:27:59.000]  (粵語)
[00:27:59.000 --> 00:28:09.000]  (粵語)
[00:28:09.000 --> 00:28:19.000]  (粵語)
[00:28:19.000 --> 00:28:39.000]  (粵語)
[00:28:39.000 --> 00:28:49.000]  (粵語)
[00:28:49.000 --> 00:28:59.000]  (粵語)
[00:28:59.000 --> 00:29:09.000]  (粵語)
[00:29:09.000 --> 00:29:19.000]  (粵語)
[00:29:19.000 --> 00:29:29.000]  (粵語)
[00:29:29.000 --> 00:29:39.000]  (粵語)
[00:29:39.000 --> 00:29:49.000]  (粵語)
[00:29:49.000 --> 00:29:59.000]  (粵語)
[00:29:59.000 --> 00:30:09.000]  (粵語)
[00:30:09.000 --> 00:30:19.000]  (粵語)
[00:30:19.000 --> 00:30:29.000]  (粵語)
[00:30:29.000 --> 00:30:39.000]  (粵語)
[00:30:39.000 --> 00:30:49.000]  (粵語)
[00:30:49.000 --> 00:30:59.000]  (粵語)
[00:30:59.000 --> 00:31:09.000]  (粵語)
[00:31:09.000 --> 00:31:19.000]  (粵語)
[00:31:19.000 --> 00:31:29.000]  (粵語)
[00:31:29.000 --> 00:31:39.000]  (粵語)
[00:31:39.000 --> 00:31:49.000]  (粵語)
[00:31:49.000 --> 00:31:59.000]  (粵語)
[00:31:59.000 --> 00:32:09.000]  (粵語)
[00:32:09.000 --> 00:32:19.000]  (粵語)
[00:32:19.000 --> 00:32:31.000]  (粵語)
[00:32:31.000 --> 00:32:51.000]  (粵語)
[00:32:51.000 --> 00:33:01.000]  (粵語)
[00:33:01.000 --> 00:33:11.000]  (粵語)
[00:33:11.000 --> 00:33:21.000]  (粵語)
[00:33:21.000 --> 00:33:31.000]  (粵語)
[00:33:31.000 --> 00:33:41.000]  (粵語)
[00:33:41.000 --> 00:33:51.000]  (粵語)
[00:33:51.000 --> 00:34:01.000]  (粵語)
[00:34:01.000 --> 00:34:11.000]  (粵語)
[00:34:11.000 --> 00:34:21.000]  (粵語)
[00:34:21.000 --> 00:34:31.000]  (粵語)
[00:34:31.000 --> 00:34:41.000]  (粵語)
[00:34:41.000 --> 00:34:51.000]  (粵語)
[00:34:51.000 --> 00:35:01.000]  (粵語)
[00:35:01.000 --> 00:35:11.000]  (粵語)
[00:35:11.000 --> 00:35:21.000]  (粵語)
[00:35:21.000 --> 00:35:31.000]  (粵語)
[00:35:31.000 --> 00:35:41.000]  (粵語)
[00:35:41.000 --> 00:35:51.000]  (粵語)
[00:35:51.000 --> 00:36:01.000]  (粵語)
[00:36:01.000 --> 00:36:11.000]  (粵語)
[00:36:11.000 --> 00:36:21.000]  (粵語)
[00:36:21.000 --> 00:36:31.000]  (粵語)
[00:36:31.000 --> 00:36:41.000]  (粵語)
[00:36:41.000 --> 00:36:51.000]  (粵語)
[00:36:51.000 --> 00:37:01.000]  (粵語)
[00:37:01.000 --> 00:37:11.000]  (粵語)
[00:37:11.000 --> 00:37:21.000]  (粵語)
[00:37:21.000 --> 00:37:31.000]  (粵語)
[00:37:31.000 --> 00:37:41.000]  (粵語)
[00:37:41.000 --> 00:37:51.000]  (粵語)
[00:37:51.000 --> 00:38:01.000]  (粵語)
[00:38:01.000 --> 00:38:11.000]  (粵語)
[00:38:11.000 --> 00:38:21.000]  (粵語)
[00:38:21.000 --> 00:38:31.000]  (粵語)
[00:38:31.000 --> 00:38:41.000]  (粵語)
[00:38:41.000 --> 00:38:51.000]  (粵語)
[00:38:51.000 --> 00:39:01.000]  (粵語)
[00:39:01.000 --> 00:39:11.000]  (粵語)
[00:39:11.000 --> 00:39:21.000]  (粵語)
[00:39:21.000 --> 00:39:31.000]  (粵語)
[00:39:31.000 --> 00:39:41.000]  (粵語)
[00:39:41.000 --> 00:39:51.000]  (粵語)
[00:39:51.000 --> 00:40:01.000]  (粵語)
[00:40:01.000 --> 00:40:04.000]  (粵語)
