
[00:00:00.000 --> 00:00:05.980]  多謝在很多抑鬱的陰霾裏面
[00:08:01.100 --> 00:08:02.100]  成了一個身體
[00:08:02.100 --> 00:08:04.100]  飲於一位聖靈
[00:08:04.100 --> 00:08:06.100]  身子原不是一個肢體
[00:08:06.100 --> 00:08:08.100]  乃是許多肢體
[00:08:08.100 --> 00:08:09.100]  好
[00:08:09.100 --> 00:08:10.100]  十五節
[00:08:10.100 --> 00:08:11.100]  不如我們請大家讀
[00:08:11.100 --> 00:08:12.100]  由第十五節
[00:08:12.100 --> 00:08:13.100]  這是第二段
[00:08:13.100 --> 00:08:15.100]  十五節去到第二十一節
[00:08:15.100 --> 00:08:16.100]  請
[00:08:16.100 --> 00:08:19.100]  第三段是二十二節
[00:08:19.100 --> 00:08:20.100]  去到二十六節
[00:08:20.100 --> 00:08:21.100]  請聽我讀出來
[00:08:21.100 --> 00:08:25.100]  眼不但如此
[00:08:25.100 --> 00:08:26.100]  身上肢體
[00:08:26.100 --> 00:08:27.100]  人以為軟弱的
[00:08:27.100 --> 00:08:29.100]  更是不可笑的
[00:08:29.100 --> 00:08:30.100]  身上肢體
[00:08:30.100 --> 00:08:31.100]  我們害為不體面的
[00:08:31.100 --> 00:08:33.100]  越發給他加上體面
[00:08:33.100 --> 00:08:34.100]  不盡美的
[00:08:34.100 --> 00:08:36.100]  越發得著盡美
[00:08:36.100 --> 00:08:37.100]  我們盡美的肢體
[00:08:37.100 --> 00:08:39.100]  自然用不著裝飾
[00:08:39.100 --> 00:08:41.100]  但神配搭這身子
[00:08:41.100 --> 00:08:42.100]  把加配的體面
[00:08:42.100 --> 00:08:44.100]  給那又缺欠的肢體
[00:08:44.100 --> 00:08:46.100]  免得身上分門別類
[00:08:46.100 --> 00:08:48.100]  總要肢體彼此相顧
[00:08:48.100 --> 00:08:50.100]  若一個肢體受苦
[00:08:50.100 --> 00:08:51.100]  所約的肢體
[00:08:51.100 --> 00:08:52.100]  就一同受苦
[00:08:52.100 --> 00:08:54.100]  若一個肢體得榮耀
[00:08:54.100 --> 00:08:55.100]  所約的肢體
[00:08:55.100 --> 00:08:57.100]  就一同快樂
[00:08:57.100 --> 00:08:59.100]  我去到這裡
[00:08:59.100 --> 00:09:02.100]  其實這個聖經
[00:09:02.100 --> 00:09:04.100]  我們都熟悉
[00:09:04.100 --> 00:09:05.100]  他用這個比喻
[00:09:05.100 --> 00:09:06.100]  是很生動的
[00:09:06.100 --> 00:09:08.100]  我們很容易想像到
[00:09:08.100 --> 00:09:10.100]  他想說什麼
[00:09:10.100 --> 00:09:12.100]  教會就是一個身體
[00:09:12.100 --> 00:09:13.100]  一個身體
[00:09:13.100 --> 00:09:15.100]  有頭有腳
[00:09:15.100 --> 00:09:16.100]  有手有腳
[00:09:16.100 --> 00:09:17.100]  有眼耳口鼻
[00:09:17.100 --> 00:09:18.100]  有不同器官
[00:09:18.100 --> 00:09:20.100]  一個身體組成的
[00:09:20.100 --> 00:09:22.100]  一個教會
[00:09:22.100 --> 00:09:24.100]  怎樣能夠合一呢
[00:09:24.100 --> 00:09:27.100]  其實這裡有三個要素
[00:09:27.100 --> 00:09:28.100]  第一個就是
[00:09:28.100 --> 00:09:29.100]  我們要認識本質
[00:09:29.100 --> 00:09:30.100]  教會有一個本質
[00:09:30.100 --> 00:09:31.100]  他想說
[00:09:31.100 --> 00:09:32.100]  本質是什麼呢
[00:09:32.100 --> 00:09:34.100]  他既是合一
[00:09:34.100 --> 00:09:35.100]  一個身體
[00:09:35.100 --> 00:09:38.100]  但又有很多種不同的呈現
[00:09:38.100 --> 00:09:39.100]  又是一
[00:09:39.100 --> 00:09:40.100]  又是很多
[00:09:40.100 --> 00:09:42.100]  第十二節
[00:09:42.100 --> 00:09:43.100]  他就這樣說
[00:09:43.100 --> 00:09:44.100]  就好像這樣
[00:09:44.100 --> 00:09:45.100]  身體是一個
[00:09:45.100 --> 00:09:46.100]  身子就是身體
[00:09:46.100 --> 00:09:47.100]  是一個
[00:09:47.100 --> 00:09:48.100]  他在前面說了很多因詞
[00:09:48.100 --> 00:09:49.100]  不同的因詞
[00:09:49.100 --> 00:09:50.100]  不同的呈現
[00:09:50.100 --> 00:09:54.100]  有人有智慧的言語
[00:09:54.100 --> 00:09:56.100]  有人有知識的言語
[00:09:56.100 --> 00:09:57.100]  有人有信心
[00:09:57.100 --> 00:09:58.100]  有人有醫病
[00:09:58.100 --> 00:09:59.100]  有人行能易能
[00:09:59.100 --> 00:10:00.100]  是不同樣的
[00:10:00.100 --> 00:10:01.100]  不同的呈現
[00:10:01.100 --> 00:10:02.100]  不過是同一個聖靈
[00:10:02.100 --> 00:10:04.100]  他就這樣跳去說
[00:10:04.100 --> 00:10:05.100]  就好像這樣
[00:10:05.100 --> 00:10:06.100]  身體是一個
[00:10:06.100 --> 00:10:07.100]  但有很多不同的部份
[00:10:07.100 --> 00:10:09.100]  一個肢體的自家部份
[00:10:09.100 --> 00:10:11.100]  不同的身體的部份
[00:10:11.100 --> 00:10:12.100]  組成的
[00:10:12.100 --> 00:10:13.100]  而且肢體雖多
[00:10:13.100 --> 00:10:14.100]  形成一個身體
[00:10:14.100 --> 00:10:15.100]  再重複說一次
[00:10:15.100 --> 00:10:17.100]  又是很多樣的
[00:10:17.100 --> 00:10:19.100]  很多個不同的肢體
[00:10:19.100 --> 00:10:20.100]  組成
[00:10:20.100 --> 00:10:21.100]  是不同的
[00:10:21.100 --> 00:10:22.100]  很多的
[00:10:22.100 --> 00:10:23.100]  但是一個身體
[00:10:23.100 --> 00:10:24.100]  一個身體
[00:10:24.100 --> 00:10:25.100]  但有很多肢體
[00:10:25.100 --> 00:10:26.100]  很多肢體
[00:10:26.100 --> 00:10:28.100]  一個身體
[00:10:28.100 --> 00:10:29.100]  接著就說
[00:10:29.100 --> 00:10:30.100]  基督也是一樣
[00:10:30.100 --> 00:10:31.100]  即是教會
[00:10:31.100 --> 00:10:32.100]  基督身體
[00:10:32.100 --> 00:10:33.100]  教會
[00:10:33.100 --> 00:10:34.100]  都是這樣
[00:10:34.100 --> 00:10:35.100]  你會發覺
[00:10:35.100 --> 00:10:36.100]  第十二節
[00:10:36.100 --> 00:10:37.100]  去到十四節
[00:10:37.100 --> 00:10:38.100]  這一小段
[00:10:38.100 --> 00:10:39.100]  他有一個結構
[00:10:39.100 --> 00:10:40.100]  大家看看這個結構
[00:10:40.100 --> 00:10:41.100]  第十二節
[00:10:41.100 --> 00:10:42.100]  就是說身體是一個
[00:10:42.100 --> 00:10:43.100]  又很多
[00:10:43.100 --> 00:10:45.100]  如果我們跳去十四節看
[00:10:45.100 --> 00:10:47.100]  他又是說這個東西
[00:10:47.100 --> 00:10:49.100]  身體原不是一個肢體
[00:10:49.100 --> 00:10:51.100]  乃是許多肢體
[00:10:51.100 --> 00:10:52.100]  身體是一個
[00:10:52.100 --> 00:10:55.100]  但有很多不同的肢體
[00:10:55.100 --> 00:10:56.100]  即是說
[00:10:56.100 --> 00:10:57.100]  我們就叫
[00:10:57.100 --> 00:10:58.100]  其實說那麼多前書
[00:10:58.100 --> 00:10:59.100]  很多這種結構
[00:10:59.100 --> 00:11:01.100]  我叫ABA結構
[00:11:01.100 --> 00:11:02.100]  ABA
[00:11:02.100 --> 00:11:03.100]  即是說
[00:11:03.100 --> 00:11:04.100]  說一樣東西
[00:11:04.100 --> 00:11:06.100]  接著後面再說同一樣東西
[00:11:06.100 --> 00:11:07.100]  重複的
[00:11:07.100 --> 00:11:08.100]  但中間那個
[00:11:08.100 --> 00:11:09.100]  就重要了
[00:11:09.100 --> 00:11:11.100]  中間夾著的部份重要了
[00:11:11.100 --> 00:11:13.100]  中間是說什麼呢
[00:11:13.100 --> 00:11:14.100]  十三節
[00:11:14.100 --> 00:11:15.100]  他就說
[00:11:15.100 --> 00:11:16.100]  既然是很多
[00:11:16.100 --> 00:11:17.100]  不同的
[00:11:17.100 --> 00:11:18.100]  這個合一
[00:11:18.100 --> 00:11:19.100]  這個一
[00:11:19.100 --> 00:11:20.100]  是什麼意思呢
[00:11:20.100 --> 00:11:21.100]  他說
[00:11:21.100 --> 00:11:23.100]  我們不軀是猶太人
[00:11:23.100 --> 00:11:24.100]  是希臘人
[00:11:24.100 --> 00:11:25.100]  是遺老的
[00:11:25.100 --> 00:11:26.100]  是自主的
[00:11:26.100 --> 00:11:28.100]  都從一位聖靈受洗
[00:11:28.100 --> 00:11:29.100]  成了一個身體
[00:11:29.100 --> 00:11:31.100]  隱於一位聖靈
[00:11:31.100 --> 00:11:33.100]  他很想告訴我們
[00:11:33.100 --> 00:11:34.100]  這個一
[00:11:34.100 --> 00:11:35.100]  是怎樣理解的呢
[00:11:35.100 --> 00:11:36.100]  他說是
[00:11:36.100 --> 00:11:37.100]  一個聖靈
[00:11:37.100 --> 00:11:38.100]  即是說
[00:11:38.100 --> 00:11:39.100]  一個屬於耶穌的人
[00:11:39.100 --> 00:11:41.100]  他經歷過的
[00:11:41.100 --> 00:11:43.100]  他領受過的
[00:11:43.100 --> 00:11:45.100]  他透過洗禮表明的
[00:11:45.100 --> 00:11:48.100]  是同一位聖靈在我們裏面
[00:11:48.100 --> 00:11:50.100]  我和你很不同
[00:11:50.100 --> 00:11:51.100]  我們不同
[00:11:51.100 --> 00:11:52.100]  我們的身份
[00:11:52.100 --> 00:11:53.100]  我們的背景
[00:11:53.100 --> 00:11:54.100]  我們的性格
[00:11:54.100 --> 00:11:55.100]  很不同
[00:11:55.100 --> 00:11:56.100]  但當我們信耶穌的時候
[00:11:56.100 --> 00:11:58.100]  我們領受的那個聖靈
[00:11:58.100 --> 00:12:00.100]  其實你和我都是一樣的
[00:12:00.100 --> 00:12:01.100]  是一樣的
[00:12:01.100 --> 00:12:02.100]  我們不同
[00:12:02.100 --> 00:12:03.100]  但聖靈是一樣的
[00:12:03.100 --> 00:12:05.100]  而且我們成為了一個身體
[00:12:05.100 --> 00:12:07.100]  隱於一位聖靈
[00:12:07.100 --> 00:12:08.100]  這個隱的很特別
[00:12:08.100 --> 00:12:09.100]  好像說
[00:12:09.100 --> 00:12:11.100]  我們的生命的資源
[00:12:11.100 --> 00:12:13.100]  我們的能力的來源
[00:12:13.100 --> 00:12:15.100]  生命的本源
[00:12:15.100 --> 00:12:17.100]  是同一個本源
[00:12:17.100 --> 00:12:18.100]  好像血一樣
[00:12:18.100 --> 00:12:20.100]  流的血其實是同一個血
[00:12:20.100 --> 00:12:22.100]  我們在喝的奶是同一個奶
[00:12:22.100 --> 00:12:25.100]  我們是同一個來源
[00:12:25.100 --> 00:12:28.100]  這個合一的意思是這樣的
[00:12:28.100 --> 00:12:30.100]  是聖靈的工作
[00:12:30.100 --> 00:12:32.100]  是同一個的來源
[00:12:32.100 --> 00:12:34.100]  我特別想說的是
[00:12:34.100 --> 00:12:35.100]  保羅在這裏說
[00:12:35.100 --> 00:12:38.100]  我們不驅使猶太人是希臘人
[00:12:38.100 --> 00:12:41.100]  他特別說民族的差異
[00:12:41.100 --> 00:12:43.100]  接著說為奴的自主的
[00:12:43.100 --> 00:12:47.100]  這個是背景的差異
[00:12:47.100 --> 00:12:49.100]  當代的世界
[00:12:49.100 --> 00:12:50.100]  第一世紀的世界
[00:12:50.100 --> 00:12:54.100]  其實甚麼是最大的分別呢
[00:12:54.100 --> 00:12:56.100]  民族其中一種
[00:12:56.100 --> 00:13:00.100]  猶太人稱那些不是自己的同胞
[00:13:00.100 --> 00:13:01.100]  叫愛爾邦人
[00:13:01.100 --> 00:13:02.100]  即是非猶太人
[00:13:02.100 --> 00:13:03.100]  對他們來說
[00:13:03.100 --> 00:13:04.100]  那些就是希臘人
[00:13:04.100 --> 00:13:07.100]  當代希臘世界除了猶太人之外
[00:13:07.100 --> 00:13:11.100]  其他民族的人統稱為希臘人
[00:13:11.100 --> 00:13:13.100]  所以保羅就說
[00:13:13.100 --> 00:13:16.100]  我們不管是猶太人還是希臘人
[00:13:16.100 --> 00:13:19.100]  一個這麼不同的民族
[00:13:19.100 --> 00:13:22.100]  都可以從同一位的聖靈
[00:13:22.100 --> 00:13:23.100]  領受同一個聖靈
[00:13:23.100 --> 00:13:25.100]  飲於同一個聖靈
[00:13:25.100 --> 00:13:28.100]  這個就是合一的本質
[00:13:28.100 --> 00:13:30.100]  因為同一個聖靈
[00:13:30.100 --> 00:13:31.100]  給我們能力
[00:13:31.100 --> 00:13:32.100]  生命的資源
[00:13:32.100 --> 00:13:34.100]  給我們的救恩
[00:13:34.100 --> 00:13:35.100]  是來自同一個聖靈
[00:13:35.100 --> 00:13:39.100]  即使我們的民族這麼不同
[00:13:39.100 --> 00:13:43.100]  我們今天其實可能未必這麼明白
[00:13:43.100 --> 00:13:45.100]  保羅說的那種力度
[00:13:45.100 --> 00:13:47.100]  因為在當代世界
[00:13:47.100 --> 00:13:48.100]  民族的不同
[00:13:48.100 --> 00:13:49.100]  特別對猶太人來說
[00:13:49.100 --> 00:13:53.100]  是一個很重要的分歧
[00:13:53.100 --> 00:13:55.100]  猶太人的歷史
[00:13:55.100 --> 00:13:56.100]  他們的傳統
[00:13:56.100 --> 00:13:59.100]  他們從亞伯拉罕的年日開始
[00:13:59.100 --> 00:14:01.100]  他們知道神揀選他們
[00:14:01.100 --> 00:14:03.100]  他們是神的選民
[00:14:03.100 --> 00:14:04.100]  他們是聖結的
[00:14:04.100 --> 00:14:05.100]  所以我們看利美記
[00:14:05.100 --> 00:14:07.100]  我們看摩世吾記
[00:14:07.100 --> 00:14:10.100]  我們發覺他們很重視自己的身份
[00:14:10.100 --> 00:14:12.100]  我們是屬於耶和華的選民
[00:14:12.100 --> 00:14:14.100]  我們是耶和華的子民
[00:14:14.100 --> 00:14:16.100]  耶和華是我的上帝
[00:14:16.100 --> 00:14:17.100]  外邦人不是
[00:14:17.100 --> 00:14:20.100]  是耶和華選我們成為他的子民
[00:14:20.100 --> 00:14:22.100]  所以他們會認為他們是聖結的
[00:14:22.100 --> 00:14:23.100]  這個是真的
[00:14:23.100 --> 00:14:25.100]  我們是聖結的
[00:14:25.100 --> 00:14:28.100]  因此他們會理解
[00:14:28.100 --> 00:14:33.100]  他們會認為外邦人是不聖結的
[00:14:33.100 --> 00:14:36.100]  如果在這樣的背景下
[00:14:36.100 --> 00:14:39.100]  保羅說因為同一位聖靈的緣故
[00:14:39.100 --> 00:14:41.100]  我們現在成為一個身體
[00:14:41.100 --> 00:14:42.100]  其實這個已經是
[00:14:42.100 --> 00:14:44.100]  好像說這個已經是跨越了
[00:14:44.100 --> 00:14:46.100]  已經是拆開了
[00:14:46.100 --> 00:14:49.100]  拆爛了那幅隔開的牆
[00:14:49.100 --> 00:14:51.100]  兩個完全不同世界的人
[00:14:51.100 --> 00:14:52.100]  兩個不同民族的人
[00:14:52.100 --> 00:14:54.100]  混在一起
[00:14:54.100 --> 00:14:56.100]  隱於同一位的聖靈
[00:14:56.100 --> 00:14:59.100]  這是合一的最基本的意思
[00:14:59.100 --> 00:15:01.100]  是神要做的事
[00:15:01.100 --> 00:15:03.100]  我再說多一個例子
[00:15:03.100 --> 00:15:05.100]  在第一世紀的時候
[00:15:05.100 --> 00:15:08.100]  基督教開始傳揚的時候
[00:15:08.100 --> 00:15:09.100]  其實他們碰到這個問題
[00:15:09.100 --> 00:15:11.100]  是相當大的問題
[00:15:11.100 --> 00:15:14.100]  最初是猶太人信耶穌
[00:15:14.100 --> 00:15:16.100]  三千個五千個
[00:15:16.100 --> 00:15:17.100]  像剛才藤傳說的
[00:15:17.100 --> 00:15:19.100]  慢慢就有外邦人信主了
[00:15:19.100 --> 00:15:21.100]  但是要那些外邦人信主
[00:15:21.100 --> 00:15:24.100]  他們能夠好像猶太人
