
[00:00:00.000 --> 00:00:02.000]  有沒有聽過Batman?
[00:01:13.000 --> 00:01:15.000]  用他的方法
[00:01:15.000 --> 00:01:16.000]  但很多時候呢
[00:01:16.000 --> 00:01:18.000]  當我們人生裏面
[00:01:18.000 --> 00:01:19.000]  遇到一些危險
[00:01:19.000 --> 00:01:21.000]  遇到一些壓迫
[00:01:21.000 --> 00:01:22.000]  到一個地步
[00:01:22.000 --> 00:01:23.000]  似乎我們不能夠抵受
[00:01:23.000 --> 00:01:25.000]  神要出手了
[00:01:25.000 --> 00:01:28.000]  我就發覺在聖經裏面
[00:01:28.000 --> 00:01:30.000]  給我們看到一個例子是怎麼樣呢?
[00:01:30.000 --> 00:01:31.000]  當神出手的時候
[00:01:31.000 --> 00:01:32.000]  不是單單說
[00:01:32.000 --> 00:01:33.000]  哎呀,你這麼慘啊
[00:01:33.000 --> 00:01:34.000]  你這麼辛苦啊
[00:01:34.000 --> 00:01:35.000]  你有問題,有危險啊
[00:01:35.000 --> 00:01:37.000]  我就救你出來啦
[00:01:37.000 --> 00:01:39.000]  神不只是這樣
[00:01:39.000 --> 00:01:41.000]  去拯救我們和幫助我們
[00:01:41.000 --> 00:01:44.000]  在每一個行動當中
[00:01:44.000 --> 00:01:46.000]  天父上帝會利用一個機會
[00:01:46.000 --> 00:01:48.000]  成爲一個teaching moment
[00:01:48.000 --> 00:01:51.000]  成爲一個教導我們的機會
[00:01:51.000 --> 00:01:53.000]  讓我們能夠在過程當中
[00:01:53.000 --> 00:01:58.000]  對上帝有更深入的認識
[00:01:58.000 --> 00:02:00.000]  學一個更深的功課
[00:02:00.000 --> 00:02:03.000]  以至我們熟人的生命能夠被提升
[00:02:03.000 --> 00:02:05.000]  能夠變得更像耶穌
[00:02:05.000 --> 00:02:09.000]  能夠爲上帝做更大的事
[00:02:09.000 --> 00:02:10.000]  大家知道我們上個禮拜
[00:02:10.000 --> 00:02:11.000]  前個禮拜開始
[00:02:11.000 --> 00:02:14.000]  我們說什麼呢?
[00:02:14.000 --> 00:02:16.000]  這幾個禮拜我們一直在說時事記
[00:02:16.000 --> 00:02:19.000]  上個禮拜我們說Deborah和Barak
[00:02:19.000 --> 00:02:21.000]  就是塔拉
[00:02:21.000 --> 00:02:23.000]  他們遇到的挑戰
[00:02:23.000 --> 00:02:24.000]  是一個很大的挑戰
[00:02:24.000 --> 00:02:25.000]  爲什麼呢?
[00:02:25.000 --> 00:02:28.000]  因爲他們要面對的那些加拿人
[00:02:28.000 --> 00:02:34.000]  是一個配備十分先進的軍隊
[00:02:34.000 --> 00:02:36.000]  如果大家記得的話
[00:02:36.000 --> 00:02:39.000]  這個加拿的統帥西西拉
[00:02:39.000 --> 00:02:42.000]  他只有戰車有多少?
[00:02:42.000 --> 00:02:44.000]  上個禮拜沒有說
[00:02:44.000 --> 00:02:45.000]  900輛嘛
[00:02:45.000 --> 00:02:47.000]  我想梁牧澤有提到
[00:02:47.000 --> 00:02:49.000]  那時候用鐵造的戰車
[00:02:49.000 --> 00:02:53.000]  就等於現在美國製造最精良的坦克
[00:02:53.000 --> 00:02:55.000]  所以這幫以色列人
[00:02:55.000 --> 00:02:57.000]  根本面對這麼強大
[00:02:57.000 --> 00:02:58.000]  裝備這麼齊全的軍隊
[00:02:58.000 --> 00:03:01.000]  這幫扎牌軍根本沒得廢
[00:03:01.000 --> 00:03:03.000]  但是呢
[00:03:03.000 --> 00:03:04.000]  詩篇告訴我們
[00:03:04.000 --> 00:03:06.000]  有人靠車
[00:03:06.000 --> 00:03:08.000]  有人靠馬
[00:03:08.000 --> 00:03:09.000]  但是我們依靠耶和華
[00:03:09.000 --> 00:03:10.000]  上帝的手
[00:03:10.000 --> 00:03:12.000]  這些人必定會扶到
[00:03:12.000 --> 00:03:15.000]  而我們能夠堅定地站立得住
[00:03:15.000 --> 00:03:18.000]  因爲有上帝和我們一起去打這場仗
[00:03:18.000 --> 00:03:20.000]  這是上個禮拜
[00:03:20.000 --> 00:03:22.000]  我們所說的信息
[00:03:22.000 --> 00:03:24.000]  這個禮拜我們說另外一個事實
[00:03:24.000 --> 00:03:26.000]  這個人大家很熟悉的
[00:03:26.000 --> 00:03:27.000]  可能聽過很多次
[00:03:27.000 --> 00:03:29.000]  就叫做基電
[00:03:29.000 --> 00:03:31.000]  基電的問題完全不同了
[00:03:31.000 --> 00:03:33.000]  上個禮拜他們面對
[00:03:33.000 --> 00:03:35.000]  這些配備精良的軍隊
[00:03:35.000 --> 00:03:36.000]  這次呢
[00:03:36.000 --> 00:03:39.000]  是多餘蝗蟲的
[00:03:39.000 --> 00:03:41.000]  這些米甸人
[00:03:41.000 --> 00:03:43.000]  我甚至認爲他們
[00:03:43.000 --> 00:03:45.000]  從大漠裏面出來的時候
[00:03:45.000 --> 00:03:47.000]  好像海上有很多蝗蟲
[00:03:47.000 --> 00:03:49.000]  不僅像蝗蟲那樣多
[00:03:49.000 --> 00:03:50.000]  真的像蝗蟲一樣
[00:03:50.000 --> 00:03:53.000]  來到以色列的地方的時候
[00:03:53.000 --> 00:03:55.000]  就是
[00:03:55.000 --> 00:03:57.000]  搶掠了所有的東西
[00:03:57.000 --> 00:04:00.000]  聖經說是不留下半點糧食
[00:04:00.000 --> 00:04:03.000]  然後將所有的生豬、牛羊、雷馬
[00:04:03.000 --> 00:04:05.000]  全部都拿走
[00:04:05.000 --> 00:04:07.000]  這羣以色列人
[00:04:07.000 --> 00:04:09.000]  在米甸人的壓迫下
[00:04:09.000 --> 00:04:10.000]  到那個地步
[00:04:10.000 --> 00:04:12.000]  沒辦法
[00:04:12.000 --> 00:04:14.000]  要走上山上面
[00:04:14.000 --> 00:04:15.000]  要挖洞
[00:04:15.000 --> 00:04:16.000]  挖洞穴
[00:04:16.000 --> 00:04:18.000]  建起山寨
[00:04:18.000 --> 00:04:22.000]  來逃避這些米甸人的棄顏
[00:04:22.000 --> 00:04:25.000]  所以這是事先的主題
[00:04:25.000 --> 00:04:27.000]  當那羣人面對這樣的情況
[00:04:27.000 --> 00:04:28.000]  受不了
[00:04:28.000 --> 00:04:29.000]  搞到我現在
[00:04:29.000 --> 00:04:32.000]  窮到什麼都沒了
[00:04:32.000 --> 00:04:34.000]  還要躲在山上
[00:04:34.000 --> 00:04:35.000]  於是怎麼樣
[00:04:35.000 --> 00:04:37.000]  你和我都會做的
[00:04:37.000 --> 00:04:39.000]  回到上帝那裏
[00:04:39.000 --> 00:04:40.000]  向上帝呼求
[00:04:40.000 --> 00:04:41.000]  求上帝幫助
[00:04:41.000 --> 00:04:43.000]  求上帝拯救他
[00:04:43.000 --> 00:04:45.000]  這個故事的開始就是
[00:04:45.000 --> 00:04:46.000]  聽到他們的呼求
[00:04:46.000 --> 00:04:48.000]  猜猜先知告訴你知道
[00:04:48.000 --> 00:04:50.000]  爲什麼你變成這樣
[00:04:50.000 --> 00:04:52.000]  說了他們都不明白
[00:04:52.000 --> 00:04:53.000]  不過
[00:04:53.000 --> 00:04:56.000]  滿有恩典慈愛的上帝
[00:04:56.000 --> 00:04:58.000]  猜測天使
[00:04:58.000 --> 00:04:59.000]  去找一個人
[00:04:59.000 --> 00:05:01.000]  我們看看去找誰
[00:05:01.000 --> 00:05:03.000]  是一個不想做領袖的人
[00:05:03.000 --> 00:05:05.000]  不想做英雄的人
[00:05:05.000 --> 00:05:06.000]  我們看士斯記
[00:05:06.000 --> 00:05:08.000]  六章十四節
[00:05:08.000 --> 00:05:09.000]  講到這個基殿
[00:05:09.000 --> 00:05:11.000]  六章十一節說
[00:05:11.000 --> 00:05:13.000]  上主的天使來到
[00:05:13.000 --> 00:05:15.000]  佛拉村
[00:05:15.000 --> 00:05:18.000]  坐在約阿斯的那棵橡樹底下
[00:05:18.000 --> 00:05:21.000]  約阿斯是阿比爾誕族的人
[00:05:21.000 --> 00:05:23.000]  他的兒子叫基殿
[00:05:23.000 --> 00:05:26.000]  那時候他在偷偷地
[00:05:26.000 --> 00:05:28.000]  躲在榨酒池
[00:05:28.000 --> 00:05:30.000]  打筋墨紙
[00:05:30.000 --> 00:05:32.000]  原來天使在那時候
[00:05:32.000 --> 00:05:33.000]  向他顯現
[00:05:33.000 --> 00:05:34.000]  一開口就說
[00:05:34.000 --> 00:05:36.000]  大能的勇士
[00:05:36.000 --> 00:05:38.000]  這個稱呼給他
[00:05:38.000 --> 00:05:39.000]  嚇他一跳
[00:05:39.000 --> 00:05:41.000]  上主與你同在
[00:05:41.000 --> 00:05:43.000]  當基殿聽到天使和他說話的時候
[00:05:43.000 --> 00:05:45.000]  他的反應是什麼呢
[00:05:45.000 --> 00:05:47.000]  上主要我們同在
[00:05:47.000 --> 00:05:48.000]  他那時候不是很確定
[00:05:48.000 --> 00:05:50.000]  這個就是天使
[00:05:50.000 --> 00:05:52.000]  如果上帝和我們同在
[00:05:52.000 --> 00:05:53.000]  如果上帝和我們同在的時候
[00:05:53.000 --> 00:05:55.000]  怎麼會讓我們的民族
[00:05:55.000 --> 00:05:57.000]  落到這樣的地步
[00:05:57.000 --> 00:05:59.000]  怎麼會讓我們受米顛人的
[00:05:59.000 --> 00:06:00.000]  欺壓和壓迫
[00:06:00.000 --> 00:06:02.000]  到這樣的地步
[00:06:02.000 --> 00:06:05.000]  我們聽我們的先祖曾經說過
[00:06:05.000 --> 00:06:07.000]  怎麼帶我們的先祖離開埃及
[00:06:07.000 --> 00:06:09.000]  這個遺留的地方
[00:06:09.000 --> 00:06:11.000]  那時候行過的神蹟騎士
[00:06:11.000 --> 00:06:13.000]  現在去了哪裏呢
[00:06:13.000 --> 00:06:17.000]  他覺得上帝
[00:06:17.000 --> 00:06:20.000]  是凋棄了以色列的民族
[00:06:20.000 --> 00:06:22.000]  將他們交給米顛人的手裏
[00:06:22.000 --> 00:06:24.000]  然後天使就轉向基殿
[00:06:24.000 --> 00:06:26.000]  對他說
[00:06:26.000 --> 00:06:29.000]  你要盡你最大的力量
[00:06:29.000 --> 00:06:31.000]  去解救以色列人
[00:06:31.000 --> 00:06:33.000]  脫離米顛人
[00:06:33.000 --> 00:06:36.000]  我親自差派你去
[00:06:36.000 --> 00:06:39.000]  從這段經文裏
[00:06:39.000 --> 00:06:43.000]  不好意思
[00:06:43.000 --> 00:06:45.000]  對不起
[00:06:45.000 --> 00:06:47.000]  從這段經文裏
[00:06:47.000 --> 00:06:49.000]  我們看到基殿
[00:06:49.000 --> 00:06:52.000]  對天使和他說的話
[00:06:52.000 --> 00:06:54.000]  和給他的吩咐
[00:06:54.000 --> 00:06:57.000]  是很多的問號
[00:06:57.000 --> 00:06:59.000]  很多的問題
[00:06:59.000 --> 00:07:00.000]  爲什麼呢
[00:07:00.000 --> 00:07:01.000]  正如聖經裏面所說
[00:07:01.000 --> 00:07:04.000]  如果上帝真的眷顧他自己的民族
[00:07:04.000 --> 00:07:06.000]  爲什麼我們會落在這樣的地步呢
[00:07:06.000 --> 00:07:09.000]  爲什麼我們會受米顛人的欺負和折磨呢
[00:07:09.000 --> 00:07:12.000]  從基殿的說話裏面來說
[00:07:12.000 --> 00:07:14.000]  他似乎很不明白
[00:07:14.000 --> 00:07:15.000]  雖然我剛纔說過
[00:07:15.000 --> 00:07:17.000]  先知已經和我們說過了
[00:07:17.000 --> 00:07:19.000]  但是基殿似乎很不明白
[00:07:19.000 --> 00:07:22.000]  爲什麼他們會落在這樣的地步
[00:07:22.000 --> 00:07:26.000]  其實是由於他們離開上帝
[00:07:26.000 --> 00:07:29.000]  他們是做夜幕或眼中的惡事
[00:07:29.000 --> 00:07:31.000]  但基殿好像不明白
[00:07:31.000 --> 00:07:33.000]  另一方面呢
[00:07:33.000 --> 00:07:35.000]  當我們聽到天使和他這樣說的時候
[00:07:35.000 --> 00:07:38.000]  我們先看看自己是誰
[00:07:38.000 --> 00:07:39.000]  我是誰呀
[00:07:39.000 --> 00:07:41.000]  我只是一個農夫
[00:07:41.000 --> 00:07:43.000]  天使出現的時候他在做什麼呢
[00:07:43.000 --> 00:07:46.000]  還要躲在榨酒池裏面打麥子
[00:07:46.000 --> 00:07:47.000]  爲什麼呢
[00:07:47.000 --> 00:07:50.000]  怕那些米顛人看到的時候會來搶
[00:07:50.000 --> 00:07:52.000]  所以就很害怕
[00:07:52.000 --> 00:07:54.000]  就算做工要收割
[00:07:54.000 --> 00:07:57.000]  都要躲在榨酒池裏面
[00:07:57.000 --> 00:07:59.000]  我是一個什麼人呢
[00:07:59.000 --> 00:08:01.000]  你叫我做大人的勇士
[00:08:01.000 --> 00:08:03.000]  我只是一個農夫
[00:08:03.000 --> 00:08:06.000]  而且呢
[00:08:06.000 --> 00:08:11.000]  你看看我阿比米誡的家族
[00:08:11.000 --> 00:08:15.000]  在馬拿西的支派當中
[00:08:15.000 --> 00:08:18.000]  他說是自貧窮
[00:08:18.000 --> 00:08:23.000]  而我在家裏是自小至微弱
[00:08:23.000 --> 00:08:26.000]  所以你說上帝差遣我
[00:08:26.000 --> 00:08:30.000]  去拯救這些以色列人脫離米顛人的手
[00:08:30.000 --> 00:08:31.000]  有沒有搞錯呀
[00:08:31.000 --> 00:08:32.000]  我有沒有聽錯呀
[00:08:32.000 --> 00:08:34.000]  根本是不可能的事
[00:08:34.000 --> 00:08:38.000]  他不相信上帝會差遣他一個這樣的人
[00:08:38.000 --> 00:08:40.000]  去爲上帝做事
[00:08:40.000 --> 00:08:43.000]  雅典姐妹
[00:08:43.000 --> 00:08:45.000]  不知道你有沒有想過上帝會有一天
[00:08:45.000 --> 00:08:49.000]  差遣你去爲他做些事呢
[00:08:49.000 --> 00:08:51.000]  都會的
[00:08:51.000 --> 00:08:52.000]  因爲基督徒都要侍奉的嘛
[00:08:52.000 --> 00:08:53.000]  我們個個都知道
[00:08:53.000 --> 00:08:55.000]  不過幫一樣幫一樣
[00:08:55.000 --> 00:08:56.000]  輕可以的
[00:08:56.000 --> 00:08:58.000]  叫我做大使
[00:08:58.000 --> 00:09:00.000]  叫我做些重要的事
[00:09:00.000 --> 00:09:02.000]  那個不是我
[00:09:02.000 --> 00:09:06.000]  我可能不是那個人
[00:09:06.000 --> 00:09:08.000]  我是一個很普通的人
[00:09:08.000 --> 00:09:10.000]  更不是一個領袖
[00:09:10.000 --> 00:09:12.000]  也不是一個英雄
[00:09:12.000 --> 00:09:16.000]  我只是一個極其平凡的普通人
[00:09:16.000 --> 00:09:18.000]  牧師你看看我
[00:09:18.000 --> 00:09:19.000]  我其實不是很認識大家
[00:09:19.000 --> 00:09:21.000]  因爲不是經常見到你的面
[00:09:21.000 --> 00:09:23.000]  你看看我的背景
[00:09:23.000 --> 00:09:24.000]  你看看我的經驗
[00:09:24.000 --> 00:09:28.000]  你看看我的人際關係
[00:09:28.000 --> 00:09:30.000]  我根本是不可能
[00:09:30.000 --> 00:09:33.000]  可以爲神做什麼大事的
[00:09:33.000 --> 00:09:35.000]  我相信很多基督徒
[00:09:35.000 --> 00:09:37.000]  當神呼召我們的時候
[00:09:37.000 --> 00:09:39.000]  當神要我們做一些
[00:09:39.000 --> 00:09:42.000]  更加重要的工作的時候
[00:09:42.000 --> 00:09:45.000]  我們心裏面都會像這個機電一樣
[00:09:45.000 --> 00:09:48.000]  有很多疑問在我們當中
[00:09:48.000 --> 00:09:51.000]  上個星期三
[00:09:51.000 --> 00:09:55.000]  我們每個星期三教會的牧師都會開會
[00:09:55.000 --> 00:09:58.000]  其中一個我們討論的題目是什麼呢
[00:09:58.000 --> 00:09:59.000]  感謝主啦
[00:09:59.000 --> 00:10:00.000]  我們有一個特別的宣教奉獻
[00:10:00.000 --> 00:10:02.000]  籌了十幾萬
[00:10:02.000 --> 00:10:04.000]  要工作了
[00:10:04.000 --> 00:10:05.000]  所以上個星期三
[00:10:05.000 --> 00:10:06.000]  我們開會的時候
[00:10:06.000 --> 00:10:09.000]  其中一個議題就是
[00:10:09.000 --> 00:10:12.000]  如何去發展我們在Tracy
[00:10:12.000 --> 00:10:15.000]  和在南三藩市South Peninsula
[00:10:15.000 --> 00:10:19.000]  這兩個福音據點的工作
[00:10:19.000 --> 00:10:20.000]  真的要做了
[00:10:20.000 --> 00:10:21.000]  我們先談談吧
[00:10:21.000 --> 00:10:24.000]  希望今天的計劃可以幫到大家
[00:10:24.000 --> 00:10:27.000]  在開會的時間
[00:10:27.000 --> 00:10:29.000]  有些同工就問我
[00:10:29.000 --> 00:10:30.000]  牧師
[00:10:30.000 --> 00:10:33.000]  如果我們去
[00:10:33.000 --> 00:10:34.000]  早已有兩件事了
[00:10:34.000 --> 00:10:36.000]  有些現時的教會領袖說
[00:10:36.000 --> 00:10:38.000]  我有感動去
[00:10:38.000 --> 00:10:40.000]  你讓不讓他去呀
[00:10:40.000 --> 00:10:45.000]  然後有些同工就問我
[00:10:45.000 --> 00:10:48.000]  他說不知道有多少人
[00:10:48.000 --> 00:10:50.000]  會願意
[00:10:50.000 --> 00:10:52.000]  犧牲我們在這兩個campus
[00:10:52.000 --> 00:10:55.000]  這麼舒適 這麼美麗的環境
[00:10:55.000 --> 00:10:58.000]  每樣東西都很齊全
[00:10:58.000 --> 00:11:00.000]  設施很完美
[00:11:00.000 --> 00:11:02.000]  但是要去開荒
[00:11:02.000 --> 00:11:04.000]  要去新的工作
[00:11:04.000 --> 00:11:06.000]  什麼都沒有
[00:11:06.000 --> 00:11:07.000]  不知道有多少人
[00:11:07.000 --> 00:11:09.000]  會願意犧牲
[00:11:09.000 --> 00:11:11.000]  做這樣的事情呢
[00:11:11.000 --> 00:11:14.000]  然後又有人說
[00:11:14.000 --> 00:11:16.000]  我們同工就說
[00:11:16.000 --> 00:11:18.000]  這是我們談過的事情
[00:11:18.000 --> 00:11:20.000]  感謝主啦
[00:11:20.000 --> 00:11:22.000]  本來我們說是
[00:11:22.000 --> 00:11:26.000]  一個月籌十萬元
[00:11:26.000 --> 00:11:28.000]  那個特別專家奉獻
[00:11:28.000 --> 00:11:30.000]  大家知不知道我們籌了多少錢
[00:11:30.000 --> 00:11:31.000]  有沒有看報告
[00:11:31.000 --> 00:11:32.000]  感謝主啦
[00:11:32.000 --> 00:11:34.000]  現在是十六萬
[00:11:34.000 --> 00:11:36.000]  真的感謝主
[00:11:36.000 --> 00:11:38.000]  不過 牧師
[00:11:38.000 --> 00:11:41.000]  要開兩個福音據點
[00:11:41.000 --> 00:11:43.000]  是什麼都沒有
[00:11:43.000 --> 00:11:46.000]  不是很多錢
[00:11:46.000 --> 00:11:49.000]  所以我們開會的時候
[00:11:49.000 --> 00:11:52.000]  都很現實地去面對這些問題
[00:11:52.000 --> 00:11:54.000]  你還開兩個
[00:11:54.000 --> 00:11:56.000]  行不行啊
[00:11:56.000 --> 00:11:58.000]  行不行啊
[00:11:58.000 --> 00:12:00.000]  我們同工之間
[00:12:00.000 --> 00:12:02.000]  有時都會去探討
[00:12:02.000 --> 00:12:04.000]  去談這些問題
[00:12:04.000 --> 00:12:06.000]  我們有疑慮的
[00:12:06.000 --> 00:12:08.000]  我們都要去思想
[00:12:08.000 --> 00:12:11.000]  去討論的一些地方
[00:12:13.000 --> 00:12:15.000]  後來我們說了什麼呢
[00:12:15.000 --> 00:12:19.000]  問題的中心到底是什麼
[00:12:19.000 --> 00:12:22.000]  問題的核心到底是什麼
[00:12:22.000 --> 00:12:24.000]  核心是
[00:12:24.000 --> 00:12:27.000]  到底是不是上帝要我們做這件事
[00:12:27.000 --> 00:12:28.000]  最緊要我們知道
[00:12:28.000 --> 00:12:31.000]  是不是上帝給我們的呼召
[00:12:31.000 --> 00:12:34.000]  要我們繼續在這兩個地方
[00:12:34.000 --> 00:12:37.000]  去發展成爲兩個教會
[00:12:37.000 --> 00:12:39.000]  如果我們清楚知道
[00:12:39.000 --> 00:12:41.000]  這是上帝的吩咐
[00:12:41.000 --> 00:12:43.000]  我們看到上帝的帶領的時候
[00:12:43.000 --> 00:12:46.000]  我們其實作爲神的一部分人
[00:12:46.000 --> 00:12:48.000]  有什麼選擇
[00:12:48.000 --> 00:12:49.000]  沒有選擇
[00:12:49.000 --> 00:12:51.000]  唯一的選擇就是
[00:12:51.000 --> 00:12:53.000]  跟隨主宰
[00:12:53.000 --> 00:12:55.000]  鼓起勇氣
[00:12:55.000 --> 00:12:56.000]  雖然看不到很多問題
[00:12:56.000 --> 00:12:57.000]  怎麼解決
[00:12:57.000 --> 00:13:01.000]  Just go for it
[00:13:01.000 --> 00:13:05.000]  我記得幾年前
[00:13:05.000 --> 00:13:07.000]  我們怎麼開始MIT小組
[00:13:07.000 --> 00:13:09.000]  MIT是Tracy
[00:13:09.000 --> 00:13:11.000]  感謝主有一對年輕的夫婦
[00:13:11.000 --> 00:13:15.000]  信了耶穌
[00:13:15.000 --> 00:13:17.000]  神給他們的感動和負擔
[00:13:17.000 --> 00:13:21.000]  我記得在陳牧師的鼓勵之下
[00:13:21.000 --> 00:13:25.000]  開始MIT小組
[00:13:25.000 --> 00:13:27.000]  差不多在那段時間
[00:13:27.000 --> 00:13:29.000]  有另外一對年輕的夫婦
[00:13:29.000 --> 00:13:30.000]  在South San Francisco
[00:13:30.000 --> 00:13:32.000]  他們住在那裏
[00:13:32.000 --> 00:13:33.000]  有這樣的負擔
[00:13:33.000 --> 00:13:34.000]  只是兩三個家庭
[00:13:34.000 --> 00:13:36.000]  在這裏我們也有些會點人
[00:13:36.000 --> 00:13:37.000]  但是這裏沒有線索
[00:13:37.000 --> 00:13:39.000]  回到教會就很遠了
[00:13:39.000 --> 00:13:40.000]  去Metis
[00:13:40.000 --> 00:13:43.000]  爲什麼我們不在這裏開MIT小組呢
[00:13:43.000 --> 00:13:46.000]  開始的時候真的只是開MIT小組
[00:13:46.000 --> 00:13:47.000]  前年的時候
[00:13:47.000 --> 00:13:50.000]  我說那裏有很多中國人
[00:13:50.000 --> 00:13:52.000]  That's a big Chinese pocket
[00:13:52.000 --> 00:13:54.000]  在那裏講廣東話
[00:13:54.000 --> 00:13:56.000]  有沒有想過在那裏
[00:13:56.000 --> 00:14:01.000]  要變成一個福音的據點
[00:14:01.000 --> 00:14:03.000]  感謝寨主
[00:14:03.000 --> 00:14:04.000]  Tracy
[00:14:04.000 --> 00:14:06.000]  大家認識Anders
[00:14:06.000 --> 00:14:08.000]  雖然她不是很久
[00:14:08.000 --> 00:14:10.000]  現在在讀神學
[00:14:10.000 --> 00:14:12.000]  因爲上帝呼召她
[00:14:12.000 --> 00:14:14.000]  上帝給她這種感動
[00:14:14.000 --> 00:14:16.000]  而我們南三凡士的小組
[00:14:16.000 --> 00:14:18.000]  Chloe姊妹
[00:14:18.000 --> 00:14:21.000]  其實她已經在基督教不業
[00:14:21.000 --> 00:14:23.000]  當然她不是傳道人
[00:14:23.000 --> 00:14:25.000]  不過她已經受了訓練
[00:14:25.000 --> 00:14:29.000]  她說她最大的興趣是什麼
[00:14:29.000 --> 00:14:31.000]  服侍上帝
[00:14:31.000 --> 00:14:32.000]  有什麼興趣
[00:14:32.000 --> 00:14:33.000]  最大的興趣
[00:14:33.000 --> 00:14:34.000]  服侍上帝
[00:14:34.000 --> 00:14:36.000]  她最大的興趣
[00:14:36.000 --> 00:14:38.000]  當我和她分享到
[00:14:38.000 --> 00:14:40.000]  這個異象的時候
[00:14:40.000 --> 00:14:42.000]  很快她就覺得
[00:14:42.000 --> 00:14:45.000]  我們應該做這樣的事
[00:14:45.000 --> 00:14:46.000]  我想告訴大家
[00:14:46.000 --> 00:14:48.000]  上帝不但預備了這兩個家庭
[00:14:48.000 --> 00:14:49.000]  這兩個地方
[00:14:49.000 --> 00:14:51.000]  開始了這兩個小組
[00:14:51.000 --> 00:14:52.000]  到現在
[00:14:52.000 --> 00:14:57.000]  這兩個小組裏面的核心成員
[00:14:57.000 --> 00:15:01.000]  都認同和願意去接受挑戰
[00:15:01.000 --> 00:15:03.000]  而最近呢
[00:15:03.000 --> 00:15:05.000]  我看到有生力軍
[00:15:05.000 --> 00:15:07.000]  無論是在Tracy
[00:15:07.000 --> 00:15:09.000]  或者是在Peninsula
[00:15:09.000 --> 00:15:12.000]  加入他們的小組
[00:15:12.000 --> 00:15:16.000]  都是有心願意服侍上帝的弟兄姊妹
[00:15:16.000 --> 00:15:18.000]  然後呢
[00:15:18.000 --> 00:15:20.000]  上星期梁牧師在這裏說道
[00:15:20.000 --> 00:15:21.000]  感謝主
[00:15:21.000 --> 00:15:22.000]  他來了兩個星期
[00:15:22.000 --> 00:15:24.000]  梁牧師一上任
[00:15:24.000 --> 00:15:25.000]  梁牧師
[00:15:25.000 --> 00:15:27.000]  我很有心在那裏
[00:15:27.000 --> 00:15:29.000]  搞個教會
[00:15:29.000 --> 00:15:32.000]  你去Tracy
[00:15:32.000 --> 00:15:36.000]  我去South San Francisco
[00:15:36.000 --> 00:15:38.000]  哇哦
[00:15:38.000 --> 00:15:39.000]  弟兄姊妹
[00:15:39.000 --> 00:15:42.000]  你明明梁牧師說什麼給你聽
[00:15:42.000 --> 00:15:44.000]  你爲求神給你的印證
[00:15:44.000 --> 00:15:46.000]  你要看到是不是上帝給你的帶領
[00:15:46.000 --> 00:15:48.000]  是不是上帝想我們要這樣做
[00:15:48.000 --> 00:15:50.000]  我從所有這些事
[00:15:50.000 --> 00:15:51.000]  我不知道你同不同意
[00:15:51.000 --> 00:15:54.000]  牧師的領袖和看法
[00:15:54.000 --> 00:15:58.000]  I think it is
[00:15:58.000 --> 00:15:59.000]  這是上帝給我們的呼召
[00:15:59.000 --> 00:16:03.000]  上帝給我們的一個恩典
[00:16:03.000 --> 00:16:05.000]  我們不單單有兩個Campus
[00:16:05.000 --> 00:16:06.000]  我們可以
[00:16:06.000 --> 00:16:07.000]  Maybe in the future
[00:16:07.000 --> 00:16:09.000]  有第三個有第四個
