
[00:00:00.000 --> 00:00:03.900]  我們一起有個祈禱 開始今天的講禱
[00:04:43.000 --> 00:04:48.800]  耶穌自己是集先知、祭司、君王於一身的尼塞亞
[00:04:48.800 --> 00:04:51.800]  彼得的宣認不是特別厲害
[00:04:51.800 --> 00:04:54.100]  只不過是神啟示他
[00:04:54.100 --> 00:04:57.100]  所以他能夠認出耶穌是基督
[00:04:57.100 --> 00:05:00.100]  但當時那些門徒只不過是看到
[00:05:00.100 --> 00:05:03.700]  耶穌榮耀和尊貴的一面
[00:05:03.700 --> 00:05:05.100]  他們都不太明白
[00:05:05.100 --> 00:05:09.300]  耶穌是基督的真正意義是怎樣的
[00:05:09.300 --> 00:05:12.600]  所以在第21節
[00:05:12.600 --> 00:05:15.600]  耶穌就很嚴厲地吩咐他們
[00:05:15.600 --> 00:05:19.900]  不可以將祂的身份告訴任何人
[00:05:19.900 --> 00:05:22.500]  因為在猶太人的傳統裡面
[00:05:22.500 --> 00:05:24.500]  其實他們在等的基督
[00:05:24.500 --> 00:05:26.800]  真的是一位尊貴的尼塞亞
[00:05:26.800 --> 00:05:28.800]  不過這個基督的責任
[00:05:28.800 --> 00:05:32.700]  就是要將他們從猶太人裡面拯救出來
[00:05:32.700 --> 00:05:36.300]  去脫離那些外邦人的核制
[00:05:36.300 --> 00:05:39.100]  耶穌雖然就是這個基督
[00:05:39.100 --> 00:05:42.100]  但祂拯救子民的方法
[00:05:42.100 --> 00:05:44.900]  並不是打倒那些外邦人
[00:05:44.900 --> 00:05:48.600]  相反在第22節那裡說
[00:05:48.600 --> 00:05:52.700]  人子必須受許多的苦
[00:05:52.700 --> 00:05:58.100]  被長老、祭司長和經學家棄絕、殺害
[00:05:58.100 --> 00:06:00.800]  第三日復活
[00:06:00.800 --> 00:06:03.300]  這個被棄絕、被殺害
[00:06:03.300 --> 00:06:07.600]  完全是一個失敗者的形象
[00:06:07.600 --> 00:06:13.100]  那些猶太人又怎會期待一個失敗的尼塞亞呢?
[00:06:13.100 --> 00:06:18.500]  在馬太福音16章26節那裡說
[00:06:18.500 --> 00:06:23.000]  彼得聽到耶穌預言要受苦受難
[00:06:23.000 --> 00:06:25.000]  彼得很接受不到
[00:06:25.000 --> 00:06:27.000]  他將耶穌拉到一邊
[00:06:27.000 --> 00:06:30.200]  經文用了這個字很傳神
[00:06:30.200 --> 00:06:32.700]  他說彼得責備耶穌
[00:06:32.700 --> 00:06:34.200]  真是大膽
[00:06:34.200 --> 00:06:35.700]  彼得說什麼呢?
[00:06:35.700 --> 00:06:38.400]  他說:主啊!千萬不可這樣
[00:06:38.400 --> 00:06:42.300]  這事一定不會發生在你身上
[00:06:42.300 --> 00:06:46.000]  耶穌在這個時候真的責備彼得
[00:06:46.000 --> 00:06:49.400]  耶穌說:撒旦推到我後面去
[00:06:49.400 --> 00:06:51.200]  你是伴到我的
[00:06:51.200 --> 00:06:53.500]  因為你不思念神的事
[00:06:53.500 --> 00:06:56.200]  只思念人的事
[00:06:56.200 --> 00:07:01.400]  弟兄姊妹我們時時期待我們的主是德性的主
[00:07:01.400 --> 00:07:04.600]  祂會幫助我們德性一切的患難
[00:07:04.600 --> 00:07:08.900]  我們很想要基督的榮耀、能力那一面
[00:07:08.900 --> 00:07:10.300]  好像彼得那樣
[00:07:10.300 --> 00:07:12.400]  可能我們也很難想像
[00:07:12.400 --> 00:07:14.700]  基督是要先受難
[00:07:14.700 --> 00:07:16.600]  才再得榮耀
[00:07:16.600 --> 00:07:18.400]  在第22節那裡
[00:07:18.400 --> 00:07:20.700]  其實有三個被動詞
[00:07:20.700 --> 00:07:23.500]  這三個被動詞也很重要
[00:07:23.500 --> 00:07:27.900]  那裡說:人子是被自己的同胞棄絕
[00:07:27.900 --> 00:07:29.400]  被殺害
[00:07:29.400 --> 00:07:31.000]  第三日復活
[00:07:31.000 --> 00:07:34.000]  復活這個字也是被動詞
[00:07:34.000 --> 00:07:36.200]  是被復活
[00:07:36.200 --> 00:07:37.900]  被復活的意思是
[00:07:37.900 --> 00:07:42.400]  是神叫耶穌基督從死裡復活
[00:07:42.400 --> 00:07:46.600]  人子受苦、受死、復活
[00:07:46.600 --> 00:07:50.400]  是神救贖計劃的必然一部分
[00:07:50.400 --> 00:07:53.100]  主耶穌祂全然信服
[00:07:53.100 --> 00:07:55.000]  在神的計劃裡面
[00:07:55.000 --> 00:07:59.700]  正如以賽亞書53章第5節那裡說
[00:07:59.700 --> 00:08:02.800]  祂為我們的過犯受害
[00:08:02.800 --> 00:08:05.600]  為我們的罪孽壓傷
[00:08:05.600 --> 00:08:07.400]  因祂受的刑罰
[00:08:07.400 --> 00:08:08.900]  我們得平安
[00:08:08.900 --> 00:08:11.000]  因祂受的鞭傷
[00:08:11.000 --> 00:08:12.800]  我們得意志
[00:08:12.800 --> 00:08:13.700]  弟兄姊妹
[00:08:13.700 --> 00:08:16.500]  如果基督問你我是誰
[00:08:16.500 --> 00:08:18.300]  你會怎樣回答呢?
[00:08:18.300 --> 00:08:22.700]  基督不單只是你需要安慰的時候
[00:08:22.700 --> 00:08:25.900]  賜給你安慰的一個安慰者
[00:08:25.900 --> 00:08:29.900]  基督不單只是你有缺乏的時候
[00:08:29.900 --> 00:08:32.400]  供應你的供應者
[00:08:32.400 --> 00:08:36.400]  基督也不單只是你需要恩典的時候
[00:08:36.400 --> 00:08:39.600]  就將恩典賜給你的施恩者
[00:08:39.600 --> 00:08:43.800]  相信耶穌基督不是一種心靈寄託
[00:08:43.800 --> 00:08:46.000]  不是要祂指點迷津
[00:08:46.000 --> 00:08:47.600]  吹吉避凶
[00:08:47.600 --> 00:08:49.100]  如果是這樣的話
[00:08:49.100 --> 00:08:53.200]  我們的神和民間信仰又有什麼分別呢?
[00:08:53.200 --> 00:08:55.600]  基督進入我們的生命裡
[00:08:55.600 --> 00:08:58.300]  不單只要做我們的救主
[00:08:58.300 --> 00:09:00.000]  赦免我們的罪
[00:09:00.000 --> 00:09:02.800]  祂更加要做我們生命的主
[00:09:02.800 --> 00:09:05.200]  掌管我們的人生
[00:09:05.200 --> 00:09:06.500]  如果做基督徒
[00:09:06.500 --> 00:09:10.300]  你只是想要一帆風順
[00:09:10.300 --> 00:09:12.300]  那你搞錯了
[00:09:12.300 --> 00:09:15.000]  我們的主為我們受苦
[00:09:15.000 --> 00:09:17.000]  犧牲了祂的性命
[00:09:17.000 --> 00:09:20.900]  這絕對不是廉價的恩典
[00:09:20.900 --> 00:09:24.200]  正如潘博華所說
[00:09:24.200 --> 00:09:28.200]  廉價的恩典是蒙瑤書
[00:09:28.200 --> 00:09:30.400]  不需要悔改
[00:09:30.400 --> 00:09:34.400]  受洗而不需要遵守教會紀律
[00:09:34.400 --> 00:09:38.200]  領聖餐而不需要悔罪
[00:09:38.200 --> 00:09:42.200]  獲赦免而不需要個人懺悔
[00:09:42.200 --> 00:09:49.200]  廉價的恩典是不需要付上門徒的代價的恩典
[00:09:49.200 --> 00:09:51.600]  讓姐妹為主受苦
[00:09:51.600 --> 00:09:54.500]  這才是作門徒的代價
[00:09:54.500 --> 00:09:56.800]  以耶穌基督為我們的主
[00:09:56.800 --> 00:10:00.400]  我們就要將生命完全交託給祂
[00:10:00.400 --> 00:10:04.200]  而不是開放我們的生命一點
[00:10:04.200 --> 00:10:06.800]  將部分你覺得可以交給祂的
[00:10:06.800 --> 00:10:08.800]  就交給祂做主
[00:10:08.800 --> 00:10:12.600]  主耶穌很盼望我們能夠毫無保留地
[00:10:12.600 --> 00:10:15.400]  開放自己的生命交給主
[00:10:15.400 --> 00:10:17.200]  信服主的帶領
[00:10:17.200 --> 00:10:21.400]  無論信逆都緊緊跟隨主
[00:10:21.400 --> 00:10:25.400]  楊石昌牧師不單止是我忠臣的一個老師
[00:10:25.400 --> 00:10:29.600]  他還是我生命裡一位很重要的Mentor
[00:10:29.600 --> 00:10:33.200]  在2019年4月25日
[00:10:33.200 --> 00:10:35.600]  是楊醫最後一次來北宣
[00:10:35.600 --> 00:10:38.400]  他在這裡帶領了我們同工的一個小組
[00:10:38.400 --> 00:10:40.400]  去默想聖經
[00:10:40.400 --> 00:10:43.200]  第二天4月26日
[00:10:43.200 --> 00:10:46.000]  楊醫確診耳坐癌
[00:10:46.000 --> 00:10:48.800]  之後我再沒有見過他了
[00:10:48.800 --> 00:10:51.200]  我想起這一次的默想
[00:10:51.200 --> 00:10:54.800]  其實我已經忘記了是默想什麼的經文
[00:10:54.800 --> 00:10:57.200]  但我的印象很深刻
[00:10:57.200 --> 00:10:59.800]  是楊醫在小組差不多完的時候
[00:10:59.800 --> 00:11:02.400]  他問了我們一條問題
[00:11:02.400 --> 00:11:05.000]  他說面對著神的旨意
[00:11:05.000 --> 00:11:07.200]  我們應該要信服先
[00:11:07.200 --> 00:11:10.000]  還是信靠先呢?
[00:11:10.000 --> 00:11:12.200]  我們的標準答案當然是
[00:11:12.200 --> 00:11:15.400]  信靠、信服不可以分開的
[00:11:15.400 --> 00:11:17.000]  楊醫同意的
[00:11:17.000 --> 00:11:20.400]  之後他就開始說信服
[00:11:20.400 --> 00:11:24.800]  他說真正的信靠必須要信服
[00:11:24.800 --> 00:11:27.000]  信服是一種態度
[00:11:27.000 --> 00:11:30.000]  立志要聽神話
[00:11:30.000 --> 00:11:32.000]  他還舉了一個例子
[00:11:32.000 --> 00:11:34.800]  他說如果有你的親人病了
[00:11:34.800 --> 00:11:38.200]  我們會為他祈禱求醫治
[00:11:38.200 --> 00:11:42.400]  但結果就是他的病越來越差
[00:11:42.400 --> 00:11:45.800]  我們就要學信服
[00:11:45.800 --> 00:11:48.800]  如果我們拼命去求醫治
[00:11:48.800 --> 00:11:51.600]  其實我們很難去信服
[00:11:51.600 --> 00:11:54.600]  如果我們拼命求信服
[00:11:54.600 --> 00:11:57.000]  這就是信靠
[00:11:57.000 --> 00:12:01.600]  如果我們一開始在逆境裡已經信服
[00:12:01.600 --> 00:12:05.200]  我們會少走冤枉路
[00:12:05.200 --> 00:12:08.200]  但如果我們只想要神的力量
[00:12:08.200 --> 00:12:11.000]  不過不信服
[00:12:11.000 --> 00:12:13.600]  這樣我們只不過是想利用神
[00:12:13.600 --> 00:12:16.600]  去滿足自己的需要
[00:12:16.600 --> 00:12:21.200]  楊醫強調人必須承認自己有很多限制
[00:12:21.200 --> 00:12:23.000]  面對逆境的時候
[00:12:23.000 --> 00:12:26.400]  只能夠信服、信靠神
[00:12:26.400 --> 00:12:29.200]  當我知道楊醫的治療過程
[00:12:29.200 --> 00:12:31.400]  是何等艱難的時候
[00:12:31.400 --> 00:12:34.200]  我想起這次的聚會
[00:12:34.200 --> 00:12:39.200]  這段說話似乎是楊醫說給自己聽
[00:12:39.200 --> 00:12:41.600]  我相信楊醫面對苦難
[00:12:41.600 --> 00:12:44.600]  他選擇了信服
[00:12:44.600 --> 00:12:48.600]  這樣不代表信服就不用受苦
[00:12:48.600 --> 00:12:51.800]  不過在受苦的過程裡
[00:12:51.800 --> 00:12:55.800]  他信得過上帝會加力量給他
[00:12:55.800 --> 00:13:00.000]  幫他面對病患甚至死亡
[00:13:00.000 --> 00:13:04.800]  楊醫的新教、現教永遠都激勵我的生命
[00:13:04.800 --> 00:13:05.800]  弟子們
[00:13:05.800 --> 00:13:09.000]  我們要宣認耶穌是基督的同時
[00:13:09.000 --> 00:13:10.800]  我們必須承認
[00:13:10.800 --> 00:13:15.400]  我們的生命是基督用重價買熟回來的
[00:13:15.400 --> 00:13:19.200]  我們要將生命的主權交回給祂
[00:13:19.200 --> 00:13:24.000]  甚至預備為主受苦
[00:13:24.000 --> 00:13:28.600]  我們再來看下去
[00:13:28.600 --> 00:13:32.200]  我們再看耶穌是基督的身份
[00:13:32.200 --> 00:13:36.800]  要引導信徒去承擔一個獨特的使命
[00:13:36.800 --> 00:13:39.800]  我們再看22至27節
[00:13:39.800 --> 00:13:42.600]  當耶穌在21至22節
[00:13:42.600 --> 00:13:46.000]  說明祂是一個必須受苦的理賽亞的時候
[00:13:46.000 --> 00:13:48.000]  這個獨特的身份
[00:13:48.000 --> 00:13:51.400]  就帶到23至27節
[00:13:51.400 --> 00:13:54.800]  祂進一步將十字架的意義
[00:13:54.800 --> 00:13:59.400]  與門徒的生命連結起來
[00:13:59.400 --> 00:14:02.000]  在第23節說
[00:14:02.000 --> 00:14:04.400]  如果有人要跟從我
[00:14:04.400 --> 00:14:11.200]  就應當捨己天天背起他的十字架來跟從我
[00:14:11.200 --> 00:14:13.000]  這一節是強調
[00:14:13.000 --> 00:14:17.600]  跟從基督的人要承擔的一個獨特使命
[00:14:17.600 --> 00:14:20.800]  這個使命有三個特質
[00:14:20.800 --> 00:14:25.400]  第一是捨己
[00:14:25.400 --> 00:14:27.200]  否定自己
[00:14:27.200 --> 00:14:30.600]  即是要放棄自己的理想和目標
[00:14:30.600 --> 00:14:32.200]  以基督為主
[00:14:32.200 --> 00:14:34.400]  不再放大自己
[00:14:34.400 --> 00:14:36.800]  不是基督跟從我
[00:14:36.800 --> 00:14:40.000]  而是我要謙卑地跟從基督
[00:14:40.000 --> 00:14:46.400]  第二個就是背起他的十字架
[00:14:46.400 --> 00:14:51.800]  背十字架一直以來都是跟從耶穌的人的一個公開記號
[00:14:51.800 --> 00:14:55.800]  背十字架就是以耶穌基督的生命
[00:14:55.800 --> 00:14:58.000]  成為我們的人生
[00:14:58.000 --> 00:15:00.200]  直接來說
[00:15:00.200 --> 00:15:04.200]  就是我們要專一愛主
[00:15:04.200 --> 00:15:08.600]  在路加福音14章26節說
[00:15:08.600 --> 00:15:10.800]  如果有人到我這裡來
[00:15:10.800 --> 00:15:19.200]  愛我不超過愛自己的父母、妻子、兒女、兄弟、姐妹
[00:15:19.200 --> 00:15:21.200]  甚至自己的生命
[00:15:21.200 --> 00:15:24.000]  就不能作我的門徒
[00:15:24.000 --> 00:15:26.800]  主耶穌不是叫我們不要去愛人
[00:15:26.800 --> 00:15:29.400]  但如果我們對人事物的愛
[00:15:29.400 --> 00:15:32.600]  超過我們對主的愛
[00:15:32.600 --> 00:15:36.400]  我們的生命就很容易失去焦點
[00:15:36.400 --> 00:15:43.000]  而這個焦點很容易就會落在我們所關注的人事物身上
[00:15:43.000 --> 00:15:45.200]  而不是我們的主
[00:15:45.200 --> 00:15:49.000]  這樣我們很容易就會被撒旦誘惑
[00:15:49.000 --> 00:15:53.000]  在不知不覺之間就會離開主的路
[00:15:53.000 --> 00:15:55.400]  路加在這裡特別強調
[00:15:55.400 --> 00:15:59.000]  背十字架是一個天天的行動
[00:15:59.000 --> 00:16:02.000]  因為馬太、馬可都有形容這一段經文
[00:16:02.000 --> 00:16:06.400]  不過他們沒有「天天」這個字在當中
[00:16:06.400 --> 00:16:08.400]  路加很想提醒我們
[00:16:08.400 --> 00:16:13.000]  背十字架的行動
[00:16:13.000 --> 00:16:14.600]  背一會兒
[00:16:14.600 --> 00:16:18.000]  你覺得背不到的時候可以放下
[00:16:18.000 --> 00:16:22.200]  背十字架的行動是一個持續的操練
[00:16:22.200 --> 00:16:27.200]  配合在這一節的句尾當中第三個特質
[00:16:27.200 --> 00:16:28.600]  「跟從」
[00:16:28.600 --> 00:16:34.600]  「跟從」這個動詞特別是用了現在的事態去寫
[00:16:34.600 --> 00:16:40.000]  是強調跟從是一個一不斷要毀身
[00:16:40.000 --> 00:16:44.400]  怎樣也好繼續毀身下去的一個行動
[00:16:44.400 --> 00:16:48.600]  基督徒的獨特使命就是要放下自我
[00:16:48.600 --> 00:16:50.800]  專一愛主
[00:16:50.800 --> 00:16:54.000]  不斷毀身去跟從主
[00:16:54.000 --> 00:16:57.800]  是一個不斷的過程
[00:16:57.800 --> 00:17:03.600]  不計在什麼處境、什麼環境之下
[00:17:03.600 --> 00:17:07.200]  我們要做的都是要放下自己
[00:17:07.200 --> 00:17:09.000]  專一愛主
[00:17:09.000 --> 00:17:12.000]  不斷毀身去跟從主
[00:17:12.000 --> 00:17:18.400]  第24至26節其實是解釋寫記和背十字架的原因
[00:17:18.400 --> 00:17:24.400]  在第24節就強調要拯救自己靈裡面的生命
[00:17:24.400 --> 00:17:28.600]  要為主犧牲肉身的生命
[00:17:28.600 --> 00:17:31.400]  第25節進一步指出
[00:17:31.400 --> 00:17:38.600]  人若賺得全世界卻喪失自己或賠償自己
[00:17:38.600 --> 00:17:41.200]  有什麼好處呢?
[00:17:41.200 --> 00:17:45.000]  如果人只顧著自己肉身的生命
[00:17:45.000 --> 00:17:48.200]  追求很多肉身的滿足
[00:17:48.200 --> 00:17:50.800]  很容易就會失去自我
[00:17:50.800 --> 00:17:52.800]  相反在第26節
[00:17:52.800 --> 00:17:56.400]  當信徒面對著世界的挑戰逼迫
[00:17:56.400 --> 00:17:59.600]  而不將主作為可恥
[00:17:59.600 --> 00:18:02.000]  仍然忠心愛主
[00:18:02.000 --> 00:18:05.400]  當末日主要再來審判這個世界時
[00:18:05.400 --> 00:18:08.400]  我們一定能與主同德榮耀
[00:18:08.400 --> 00:18:11.200]  而不會被祂捍衛可恥
[00:18:11.200 --> 00:18:13.600]  在第27節描述
[00:18:13.600 --> 00:18:17.000]  寫記、毀身、堅守主導的人
[00:18:17.000 --> 00:18:20.400]  是必定要看見神的國
[00:18:20.400 --> 00:18:22.800]  藉著耶穌所成就的事工
[00:18:22.800 --> 00:18:28.000]  其實信徒我們在今生已經看見上帝的國
[00:18:28.000 --> 00:18:31.200]  不過我們仍然要等到末後的時刻
[00:18:31.200 --> 00:18:32.800]  末日的時間
[00:18:32.800 --> 00:18:37.600]  上帝的子民才能見證著救恩最終的成全
[00:18:37.600 --> 00:18:39.200]  第一節要寫記
[00:18:39.200 --> 00:18:42.200]  天天背十大禮跟從主
[00:18:42.200 --> 00:18:44.600]  耶穌要門徒知道
[00:18:44.600 --> 00:18:46.000]  放下自己
[00:18:46.000 --> 00:18:49.000]  才能經歷上帝的豐盛
[00:18:49.000 --> 00:18:50.800]  正如主耶穌自己也是
[00:18:50.800 --> 00:18:52.800]  先上十字架
[00:18:52.800 --> 00:18:54.600]  再得榮耀
[00:18:54.600 --> 00:19:00.200]  神往往在我們安穩的日子裡帶來一些震盪
[00:19:00.200 --> 00:19:03.200]  可能現在大家都覺得很震盪
[00:19:03.200 --> 00:19:06.600]  這些震盪是要我們學習放下
[00:19:06.600 --> 00:19:09.400]  放下自己一貫的想法
[00:19:09.400 --> 00:19:14.400]  放下我們一直以來依賴著的資源或技能
[00:19:14.400 --> 00:19:18.200]  放下我們習慣了的安全環境
[00:19:18.200 --> 00:19:21.200]  去順服順靠主
[00:19:21.200 --> 00:19:26.600]  我們就可以跟主建立一個更加有深度的屬靈關係
[00:19:26.600 --> 00:19:30.400]  走在主的路上順服順靠主的人
[00:19:30.400 --> 00:19:32.800]  雖然有困難
[00:19:32.800 --> 00:19:38.800]  但是主仍然會給力量、平安和恩典給我們去面對
[00:19:38.800 --> 00:19:40.000]  相反
[00:19:40.000 --> 00:19:42.200]  那些既想要主的恩典
[00:19:42.200 --> 00:19:45.600]  又不能夠放棄世界的人
[00:19:45.600 --> 00:19:49.800]  他們很難完全毀身給基督
[00:19:49.800 --> 00:19:53.200]  也背不起主的十字架
[00:19:53.200 --> 00:19:56.400]  最終只會成為撒旦的獵物
[00:19:56.400 --> 00:19:58.600]  如果去走主的路
[00:19:58.600 --> 00:20:03.400]  是一生生死的抉擇
[00:20:03.400 --> 00:20:07.000]  這是主一早提醒了我們
[00:20:07.000 --> 00:20:09.800]  十字架的路是一條窄路
[00:20:09.800 --> 00:20:13.000]  在當中既孤單又充滿挑戰
[00:20:13.000 --> 00:20:16.000]  要捨己又要背十字架
[00:20:16.000 --> 00:20:18.400]  大兄姐妹請你不要忘記
[00:20:18.400 --> 00:20:21.800]  今天我們可以得著新的生命
[00:20:21.800 --> 00:20:23.600]  去跟從主
[00:20:23.600 --> 00:20:29.200]  完全是因為主耶穌親自為我們捨棄祂的生命
[00:20:29.200 --> 00:20:34.600]  你又願意為主放下什麼呢?
[00:20:34.600 --> 00:20:36.800]  從前在一個森林裡
[00:20:36.800 --> 00:20:39.800]  住了一群很可愛的小猴子
[00:20:39.800 --> 00:20:44.000]  他們自然會成為獵人捕捉的對象
[00:20:44.000 --> 00:20:46.000]  獵人會怎樣捕捉他們呢?
[00:20:46.000 --> 00:20:49.800]  他們會把一個玻璃瓶綁在樹上
[00:20:49.800 --> 00:20:51.400]  在這個玻璃瓶裡
[00:20:51.400 --> 00:20:55.000]  他們會放一條香蕉進去
[00:20:55.000 --> 00:20:57.000]  猴子很喜歡吃香蕉
[00:20:57.000 --> 00:21:01.400]  當他們伸手進去拿香蕉的時候
[00:21:01.400 --> 00:21:03.400]  他們是可以伸手進去的
[00:21:03.400 --> 00:21:06.800]  但當他們的手拿著香蕉的時候
[00:21:06.800 --> 00:21:09.200]  就會拉不出來
[00:21:09.200 --> 00:21:11.400]  因為瓶口不夠大
[00:21:11.400 --> 00:21:12.600]  在這個時候
[00:21:12.600 --> 00:21:15.800]  獵人就會乘機去捕捉他們
[00:21:15.800 --> 00:21:19.000]  有一天有一隻小猴子在森林裡玩
[00:21:19.000 --> 00:21:21.800]  聞到香蕉的香味很興奮
[00:21:21.800 --> 00:21:24.400]  他立刻伸手進去玻璃瓶裡
[00:21:24.400 --> 00:21:26.000]  拿著香蕉
[00:21:26.000 --> 00:21:29.600]  但當他想把香蕉和手拿出來的時候
