
[00:00:00.000 --> 00:00:13.000]  (主席)各位聽眾,最近伊斯蘭國那些恐襲是在世界各地發生
[00:05:17.000 --> 00:05:22.000]  但是另一方面來說,神的存在,特別是這位耶和華神的存在
[00:05:22.000 --> 00:05:25.000]  是因為有特殊的啟示
[00:05:25.000 --> 00:05:31.000]  以至於我們今天有百分之百的把握,我們知道我們相信的是哪一個
[00:05:31.000 --> 00:05:36.000]  這幾種特殊的啟示,包括第一,以色列
[00:05:36.000 --> 00:05:38.000]  第二,是聖經
[00:05:38.000 --> 00:05:42.000]  第三,就是我們的主耶穌基督
[00:05:42.000 --> 00:05:45.000]  三種特殊的啟示
[00:05:45.000 --> 00:05:48.000]  我們可以說,每一樣的東西
[00:05:48.000 --> 00:05:52.000]  你不能夠用巧合、偶然可以解釋
[00:05:52.000 --> 00:05:56.000]  全部都是不可能的東西
[00:05:56.000 --> 00:06:00.000]  但是今天當我們看回事實的時候
[00:06:00.000 --> 00:06:04.000]  你就會發覺到,它已經是一個事實
[00:06:04.000 --> 00:06:07.000]  我們首先來看看以色列
[00:06:07.000 --> 00:06:13.000]  為什麼它是神存在特殊的啟示的第一個呢?
[00:06:13.000 --> 00:06:16.000]  是因為以色列國的誕生
[00:06:16.000 --> 00:06:19.000]  以色列國的成長
[00:06:19.000 --> 00:06:23.000]  以色列國的亡國二千五百多年
[00:06:23.000 --> 00:06:25.000]  仍然能夠復國
[00:06:25.000 --> 00:06:31.000]  全部這些東西,都是在聖經的應許之下一一發生
[00:06:31.000 --> 00:06:34.000]  換句話來說,如果不是因為有神的應許
[00:06:34.000 --> 00:06:37.000]  我們都不能夠知道這是不是神蹟
[00:06:37.000 --> 00:06:41.000]  但是如果我們看到,是一而再,再而三有神的應許
[00:06:41.000 --> 00:06:45.000]  而神就是透過歷史裡面,這些應許怎樣實現
[00:06:45.000 --> 00:06:49.000]  因正祂就是那位神
[00:06:49.000 --> 00:06:52.000]  因為這樣,我們就明白
[00:06:52.000 --> 00:06:54.000]  我們的神不是只有一個「港」字
[00:06:54.000 --> 00:06:56.000]  一直到現在為止
[00:06:56.000 --> 00:06:59.000]  整個宇宙、世界發生一切的東西
[00:06:59.000 --> 00:07:02.000]  離不開神的啟示
[00:07:02.000 --> 00:07:07.000]  我們首先來看看,以色列國的誕生
[00:07:07.000 --> 00:07:11.000]  為什麼以色列國的誕生
[00:07:11.000 --> 00:07:17.000]  讓我們看見神是實實在在存在
[00:07:17.000 --> 00:07:20.000]  而耶和華就是這位神呢?
[00:07:20.000 --> 00:07:24.000]  《創世紀》十二章一到三節,我們一起讀
[00:07:41.000 --> 00:07:43.000]  我救了你的,我必救了他
[00:07:43.000 --> 00:07:46.000]  地上萬族要因為你得福
[00:07:46.000 --> 00:07:48.000]  頂智慧
[00:07:48.000 --> 00:07:52.000]  當時阿伯蘭領受神這個應許的時間
[00:07:52.000 --> 00:08:00.000]  背景就是因為他的爸爸塔拉
[00:08:00.000 --> 00:08:03.000]  當由吾爾的地方
[00:08:03.000 --> 00:08:07.000]  因為其中一個兒子的死亡
[00:08:07.000 --> 00:08:09.000]  他就離開這個傷心地
[00:08:09.000 --> 00:08:11.000]  離開這個傷心地
[00:08:11.000 --> 00:08:15.000]  他就去到哈蘭這個地方
[00:08:15.000 --> 00:08:17.000]  去到這個地方之後
[00:08:17.000 --> 00:08:19.000]  他就住在那裡
[00:08:19.000 --> 00:08:21.000]  他不再走了
[00:08:21.000 --> 00:08:23.000]  塔拉不再走了
[00:08:23.000 --> 00:08:26.000]  而阿伯蘭就在那個時候
[00:08:26.000 --> 00:08:29.000]  得到神的一個呼召
[00:08:29.000 --> 00:08:32.000]  他叫他要離開本地本族父家
[00:08:32.000 --> 00:08:36.000]  往神指示他要去的那個地方去
[00:08:36.000 --> 00:08:39.000]  而當時按照聖經的記載
[00:08:39.000 --> 00:08:41.000]  到底這個地在哪裡呢?
[00:08:41.000 --> 00:08:42.000]  是沒有人知道的
[00:08:42.000 --> 00:08:44.000]  阿伯蘭也不知道
[00:08:44.000 --> 00:08:46.000]  但是他就是這樣就去了
[00:08:46.000 --> 00:08:49.000]  我們看到當時為什麼他要離開呢?
[00:08:49.000 --> 00:08:50.000]  就是因為第一
[00:08:50.000 --> 00:08:56.000]  他要離開他的父親塔拉的那個環境
[00:08:56.000 --> 00:08:59.000]  是充滿著偶像
[00:08:59.000 --> 00:09:03.000]  甚至是一些道德上淫亂的
[00:09:03.000 --> 00:09:05.000]  一些這樣的敬拜習慣
[00:09:05.000 --> 00:09:07.000]  這個地方
[00:09:07.000 --> 00:09:08.000]  第二部分
[00:09:08.000 --> 00:09:13.000]  他不想他仍然活在他父親這個陰影的底下
[00:09:13.000 --> 00:09:16.000]  他需要阿伯蘭他自己
[00:09:16.000 --> 00:09:20.000]  要真真正正直接在神那裡領受
[00:09:20.000 --> 00:09:22.000]  神自己對他的應許
[00:09:22.000 --> 00:09:24.000]  對他的一個使命
[00:09:24.000 --> 00:09:25.000]  以至他的敬拜
[00:09:25.000 --> 00:09:26.000]  他的信仰
[00:09:26.000 --> 00:09:32.000]  日後是能夠成為一個真真正正敬拜耶和華的一個族
[00:09:32.000 --> 00:09:34.000]  第三個部分
[00:09:34.000 --> 00:09:36.000]  第一節
[00:09:36.000 --> 00:09:40.000]  你要離開本地本族父家
[00:09:40.000 --> 00:09:45.000]  為你自己往我所指示你的地方去
[00:09:45.000 --> 00:09:46.000]  那個地方
[00:09:46.000 --> 00:09:49.000]  在希伯來文是有為你自己
[00:09:49.000 --> 00:09:51.000]  或者你自己
[00:09:51.000 --> 00:09:55.000]  去我為你預備的那個地方去
[00:09:55.000 --> 00:09:58.000]  這個地方中文就沒有把它翻出來
[00:09:58.000 --> 00:10:04.000]  其實這個for yourself是一個非常重要的一個啟迪
[00:10:04.000 --> 00:10:05.000]  換句話來說
[00:10:05.000 --> 00:10:07.000]  在這個翻譯裏面
[00:10:07.000 --> 00:10:08.000]  大家可以看得見
[00:10:08.000 --> 00:10:10.000]  原文的意思就是說
[00:10:10.000 --> 00:10:12.000]  你一天不離開
[00:10:12.000 --> 00:10:16.000]  你都沒有辦法能夠完成神在你身上的那個計劃
[00:10:16.000 --> 00:10:17.000]  除非你離開
[00:10:17.000 --> 00:10:19.000]  你就可以整個人都成長
[00:10:19.000 --> 00:10:23.000]  然後我在你身上的應許是會實現的
[00:10:23.000 --> 00:10:25.000]  結果因為這樣
[00:10:25.000 --> 00:10:27.000]  阿伯蘭就要離開
[00:10:27.000 --> 00:10:29.000]  然後神給他的應許就說
[00:10:29.000 --> 00:10:31.000]  我必叫你成為大國
[00:10:31.000 --> 00:10:32.000]  各位兄弟姐妹
[00:10:32.000 --> 00:10:34.000]  阿伯蘭離開的時候
[00:10:34.000 --> 00:10:35.000]  第四節
[00:10:35.000 --> 00:10:37.000]  年七十五歲
[00:10:37.000 --> 00:10:41.000]  他是七十五歲離開這個地方
[00:10:41.000 --> 00:10:43.000]  而他的太太是多少歲呢
[00:10:43.000 --> 00:10:46.000]  是六十五歲離開這個地方
[00:10:46.000 --> 00:10:48.000]  然後他離開的時候
[00:10:48.000 --> 00:10:49.000]  神就告訴他
[00:10:49.000 --> 00:10:53.000]  我必叫你成為大國
[00:10:53.000 --> 00:10:55.000]  你信不信啊
[00:10:55.000 --> 00:10:57.000]  七十五歲
[00:10:57.000 --> 00:10:59.000]  未有兒子
[00:10:59.000 --> 00:11:01.000]  太太六十五歲
[00:11:01.000 --> 00:11:03.000]  未有兒子
[00:11:03.000 --> 00:11:05.000]  是夫婦
[00:11:05.000 --> 00:11:08.000]  如果家是要包括子女的話
[00:11:08.000 --> 00:11:11.000]  連家都未成形
[00:11:11.000 --> 00:11:15.000]  而神就告訴他
[00:11:15.000 --> 00:11:17.000]  蘇永志
[00:11:17.000 --> 00:11:18.000]  你將來
[00:11:18.000 --> 00:11:21.000]  你會成為一個國家
[00:11:21.000 --> 00:11:23.000]  我不知道大家你信不信
[00:11:23.000 --> 00:11:25.000]  現在蘇永志才六十幾歲
[00:11:25.000 --> 00:11:29.000]  阿伯蘭是七十五歲
[00:11:29.000 --> 00:11:31.000]  而阿太呢
[00:11:31.000 --> 00:11:32.000]  阿伯蘭太
[00:11:32.000 --> 00:11:35.000]  是六十五歲
[00:11:35.000 --> 00:11:38.000]  是連一個蛋都未有
[00:11:38.000 --> 00:11:40.000]  什麼都未有
[00:11:40.000 --> 00:11:43.000]  他說他要成為一個大國
[00:11:43.000 --> 00:11:45.000]  各位兄弟姐妹
[00:11:45.000 --> 00:11:47.000]  你見過那些
[00:11:47.000 --> 00:11:51.000]  生小孩的媽媽
[00:11:51.000 --> 00:11:53.000]  最大年紀是幾多歲
[00:11:53.000 --> 00:11:56.000]  或者你聽過那些生小孩的媽媽
[00:11:56.000 --> 00:12:00.000]  最大年紀是幾多歲呢
[00:12:00.000 --> 00:12:03.000]  有些人有聽過六十歲生小孩的舉手
[00:12:03.000 --> 00:12:07.000]  六十歲生小孩那些
[00:12:07.000 --> 00:12:08.000]  沒有啊
[00:12:08.000 --> 00:12:09.000]  沒有新聞
[00:12:09.000 --> 00:12:12.000]  我知道在我們的會中裏面
[00:12:12.000 --> 00:12:14.000]  有一個五十幾歲
[00:12:14.000 --> 00:12:16.000]  五十五十九歲
[00:12:16.000 --> 00:12:18.000]  好像五十五十幾歲
[00:12:18.000 --> 00:12:20.000]  生了個媽的出來
[00:12:20.000 --> 00:12:22.000]  這個很厲害
[00:12:22.000 --> 00:12:24.000]  這個我想都沒有想過
[00:12:24.000 --> 00:12:26.000]  五十幾歲
[00:12:26.000 --> 00:12:28.000]  是不是五十九我忘記了
[00:12:28.000 --> 00:12:29.000]  好像五十五
[00:12:29.000 --> 00:12:31.000]  五十五歲生了個媽的
[00:12:31.000 --> 00:12:34.000]  這個是第一次我聽到
[00:12:34.000 --> 00:12:38.000]  因為他五十幾歲才結婚
[00:12:38.000 --> 00:12:41.000]  然後五十五歲就生了個媽的出來
[00:12:41.000 --> 00:12:43.000]  其他那些在新聞見到
[00:12:43.000 --> 00:12:44.000]  有六十歲生的
[00:12:44.000 --> 00:12:46.000]  我都在新聞看到一個
[00:12:46.000 --> 00:12:48.000]  其他那些未見過
[00:12:48.000 --> 00:12:50.000]  換句話來說
[00:12:50.000 --> 00:12:52.000]  阿伯蘭他的太太六十五歲
[00:12:52.000 --> 00:12:55.000]  是今天的新聞你們都未見過的
[00:12:55.000 --> 00:12:56.000]  好了
[00:12:56.000 --> 00:12:58.000]  六十五歲都未生
[00:12:58.000 --> 00:13:00.000]  嬰婿
[00:13:00.000 --> 00:13:02.000]  嬰婿
[00:13:02.000 --> 00:13:04.000]  那到幾多歲
[00:13:04.000 --> 00:13:06.000]  九十歲
[00:13:06.000 --> 00:13:10.000]  他太太去到九十歲才生第一粒
[00:13:10.000 --> 00:13:12.000]  是唯一的一粒
[00:13:12.000 --> 00:13:14.000]  是九十歲
[00:13:14.000 --> 00:13:16.000]  在這段聖經
[00:13:16.000 --> 00:13:18.000]  神給他的嬰婿
[00:13:18.000 --> 00:13:19.000]  你要成為大國
[00:13:19.000 --> 00:13:21.000]  第二你的名為大
[00:13:21.000 --> 00:13:23.000]  如果去到九十歲
[00:13:23.000 --> 00:13:25.000]  阿伯拉罕是已經去到一百歲
[00:13:25.000 --> 00:13:28.000]  才生第一粒子
[00:13:28.000 --> 00:13:31.000]  他的名為大
[00:13:31.000 --> 00:13:34.000]  即是說很多很多人都會認識你
[00:13:34.000 --> 00:13:36.000]  你信不信呢
[00:13:36.000 --> 00:13:39.000]  你也要叫別人得福
[00:13:39.000 --> 00:13:41.000]  然後呢
[00:13:41.000 --> 00:13:44.000]  還要是萬族要因他得福
[00:13:44.000 --> 00:13:46.000]  萬族
[00:13:46.000 --> 00:13:48.000]  不是一個族
[00:13:48.000 --> 00:13:49.000]  不是一個家
[00:13:49.000 --> 00:13:50.000]  是萬族
[00:13:50.000 --> 00:13:52.000]  我相信
[00:13:52.000 --> 00:13:55.000]  這個嬰婿
[00:13:55.000 --> 00:13:58.000]  他要成就的機會
[00:13:58.000 --> 00:14:00.000]  有幾多呢
[00:14:00.000 --> 00:14:02.000]  我想問大家
[00:14:02.000 --> 00:14:06.000]  九十歲的太太
[00:14:06.000 --> 00:14:07.000]  還未生仔
[00:14:07.000 --> 00:14:09.000]  自己已經一百歲
[00:14:09.000 --> 00:14:11.000]  然後他就說
[00:14:11.000 --> 00:14:13.000]  你要成為一個大國
[00:14:13.000 --> 00:14:15.000]  萬族要因你得福
[00:14:15.000 --> 00:14:17.000]  有幾多人相信
[00:14:17.000 --> 00:14:19.000]  這個嬰婿
[00:14:19.000 --> 00:14:20.000]  這個預言
[00:14:20.000 --> 00:14:22.000]  是可以應驗的
[00:14:22.000 --> 00:14:25.000]  即是今天你可以見到
[00:14:25.000 --> 00:14:27.000]  有曾經
[00:14:27.000 --> 00:14:28.000]  在阿伯拉罕以外
[00:14:28.000 --> 00:14:30.000]  有任何一個應驗過
[00:14:30.000 --> 00:14:32.000]  或者做得到的
[00:14:32.000 --> 00:14:34.000]  可不可以舉手
[00:14:34.000 --> 00:14:35.000]  有沒有
[00:14:35.000 --> 00:14:36.000]  一個都沒有
[00:14:36.000 --> 00:14:39.000]  我相信全球的人
[00:14:39.000 --> 00:14:40.000]  如果我問他
[00:14:40.000 --> 00:14:41.000]  有沒有呢
[00:14:41.000 --> 00:14:43.000]  有的,誰呢
[00:14:43.000 --> 00:14:45.000]  就是阿伯拉罕
[00:14:45.000 --> 00:14:47.000]  就只有一個
[00:14:47.000 --> 00:14:48.000]  好了
[00:14:48.000 --> 00:14:50.000]  阿伯拉罕對這個信仰
[00:14:50.000 --> 00:14:52.000]  對這個嬰婿
[00:14:52.000 --> 00:14:55.000]  他自己怎樣去看呢
[00:14:55.000 --> 00:14:57.000]  十五章
[00:14:57.000 --> 00:14:59.000]  十五章
[00:14:59.000 --> 00:15:02.000]  一到二節
[00:15:02.000 --> 00:15:03.000]  我們一起讀
[00:15:03.000 --> 00:15:05.000]  這時候
[00:15:05.000 --> 00:15:08.000]  又說在意象中對阿伯蘭說
[00:15:08.000 --> 00:15:10.000]  阿伯蘭你不要懼怕
[00:15:10.000 --> 00:15:11.000]  我是你的盾牌
[00:15:11.000 --> 00:15:13.000]  必大大地賞賜你
[00:15:13.000 --> 00:15:14.000]  阿伯蘭說
[00:15:14.000 --> 00:15:15.000]  主耶和華
[00:15:15.000 --> 00:15:17.000]  我既無子
[00:15:17.000 --> 00:15:19.000]  你還賜我什麼呢
[00:15:19.000 --> 00:15:22.000]  並且承受我家業的大馬式人
[00:15:22.000 --> 00:15:24.000]  以禮以謝
[00:15:24.000 --> 00:15:26.000]  阿伯蘭又說第三次
[00:15:26.000 --> 00:15:28.000]  你沒有給我兒子
[00:15:28.000 --> 00:15:30.000]  在我家中的人
[00:15:30.000 --> 00:15:31.000]  就是我的後子
[00:15:31.000 --> 00:15:33.000]  在這段聖經
[00:15:33.000 --> 00:15:38.000]  阿伯蘭
[00:15:38.000 --> 00:15:40.000]  他自己都會想
[00:15:40.000 --> 00:15:43.000]  我成為一個大國
[00:15:43.000 --> 00:15:45.000]  我會有兒子
[00:15:45.000 --> 00:15:47.000]  那怎樣有兒子呢
[00:15:47.000 --> 00:15:49.000]  不如
[00:15:49.000 --> 00:15:52.000]  收養一個
[00:15:52.000 --> 00:15:55.000]  所以他收養了一個大馬式人
[00:15:55.000 --> 00:15:57.000]  以禮以謝
[00:15:57.000 --> 00:16:00.000]  收養了他之後
[00:16:00.000 --> 00:16:02.000]  他就當這個是他的兒子
[00:16:02.000 --> 00:16:05.000]  但誰知神就要告訴他
[00:16:05.000 --> 00:16:08.000]  第四節
[00:16:08.000 --> 00:16:09.000]  一直到第六節
[00:16:09.000 --> 00:16:10.000]  我們一起讀
[00:16:10.000 --> 00:16:12.000]  耶和華又有說對他說
[00:16:12.000 --> 00:16:15.000]  這人必不成為你的後子
[00:16:15.000 --> 00:16:18.000]  你本身生的才成為你的後子
[00:16:18.000 --> 00:16:20.000]  於是領他到外邊說
[00:16:20.000 --> 00:16:22.000]  你向天官看
[00:16:22.000 --> 00:16:23.000]  數算眾生
[00:16:23.000 --> 00:16:24.000]  能數得過來嗎
[00:16:24.000 --> 00:16:25.000]  又對他說
[00:16:25.000 --> 00:16:28.000]  你的後裔將要如此
[00:16:28.000 --> 00:16:29.000]  阿伯蘭信耶和華
[00:16:29.000 --> 00:16:31.000]  耶和華就以他
[00:16:31.000 --> 00:16:33.000]  各位頂姐妹
[00:16:33.000 --> 00:16:34.000]  在這段聖經當中
[00:16:34.000 --> 00:16:37.000]  神就告訴他
[00:16:37.000 --> 00:16:39.000]  以禮以謝
[00:16:39.000 --> 00:16:40.000]  你收養的這個
[00:16:40.000 --> 00:16:44.000]  是必不成為你的後子
[00:16:44.000 --> 00:16:46.000]  我不是說他
[00:16:46.000 --> 00:16:47.000]  說到明
[00:16:47.000 --> 00:16:48.000]  我不是說他
[00:16:48.000 --> 00:16:50.000]  他是不算的
[00:16:50.000 --> 00:16:51.000]  好了
[00:16:51.000 --> 00:16:53.000]  去到十八節
[00:16:53.000 --> 00:16:56.000]  十七章
[00:16:56.000 --> 00:16:58.000]  然後在那個地方
[00:16:58.000 --> 00:17:00.000]  十五章去到十八
[00:17:00.000 --> 00:17:02.000]  即是十六章去到十八
[00:17:02.000 --> 00:17:04.000]  後來他就知道
[00:17:04.000 --> 00:17:06.000]  一直等都不行
[00:17:06.000 --> 00:17:07.000]  那怎麼辦呢
[00:17:07.000 --> 00:17:09.000]  去到十六章的時間
[00:17:09.000 --> 00:17:11.000]  就聽了太太的話
[00:17:11.000 --> 00:17:12.000]  我相信這個
[00:17:12.000 --> 00:17:14.000]  大家可能都很熟悉
[00:17:14.000 --> 00:17:15.000]  聽了太太的話
[00:17:15.000 --> 00:17:18.000]  就將侍女下甲
[00:17:18.000 --> 00:17:20.000]  給阿伯來看
[00:17:20.000 --> 00:17:21.000]  不如你和她生
[00:17:21.000 --> 00:17:23.000]  當是我和你生
[00:17:23.000 --> 00:17:24.000]  用這樣的方式
[00:17:24.000 --> 00:17:27.000]  結果就生了一個出來
[00:17:27.000 --> 00:17:28.000]  生了一個
[00:17:28.000 --> 00:17:31.000]  就是以實馬利
[00:17:31.000 --> 00:17:34.000]  神仍然要和他說
[00:17:34.000 --> 00:17:38.000]  以實馬利必不能當是
[00:17:38.000 --> 00:17:41.000]  就這樣就是了
[00:17:41.000 --> 00:17:43.000]  阿伯蘭都說了
[00:17:43.000 --> 00:17:45.000]  願以實馬利活在你的面前
[00:17:45.000 --> 00:17:46.000]  十七章的十八節
[00:17:46.000 --> 00:17:47.000]  以實馬利出生了
[00:17:47.000 --> 00:17:49.000]  是何時呢
[00:17:49.000 --> 00:17:51.000]  是當他去到八十六歲的時候
[00:17:51.000 --> 00:17:53.000]  就生了第一顆
[00:17:53.000 --> 00:17:55.000]  即是他的太太已經是七十六歲
[00:17:55.000 --> 00:17:57.000]  就生了以實馬利出來
[00:17:57.000 --> 00:17:58.000]  我都給大家知道
[00:17:58.000 --> 00:18:04.000]  以實馬利就是阿拉伯人的一個始祖
[00:18:04.000 --> 00:18:07.000]  大到現在為止
[00:18:07.000 --> 00:18:09.000]  以色列和他們之間
[00:18:09.000 --> 00:18:11.000]  一路爭來爭去
[00:18:11.000 --> 00:18:14.000]  都是這兩個兒子之間的問題
[00:18:14.000 --> 00:18:18.000]  接著我們去到十七章的時候
[00:18:18.000 --> 00:18:19.000]  你就會看見
[00:18:19.000 --> 00:18:21.000]  神一個應許
[00:18:21.000 --> 00:18:23.000]  就是要他成為大國
[00:18:23.000 --> 00:18:24.000]  他的名偉大
[00:18:24.000 --> 00:18:29.000]  然後萬族要因為他得福
[00:18:29.000 --> 00:18:31.000]  凡咒咒他的就要受咒咒
[00:18:31.000 --> 00:18:33.000]  祝福他的就要受祝福
[00:18:33.000 --> 00:18:36.000]  這個應許
[00:18:36.000 --> 00:18:40.000]  經過二十四年多的時間
[00:18:40.000 --> 00:18:42.000]  還未成就
[00:18:42.000 --> 00:18:45.000]  阿伯拉罕已經由七十五歲
[00:18:45.000 --> 00:18:47.000]  一路去到九十九歲
[00:18:47.000 --> 00:18:49.000]  他的太太由六十五歲
[00:18:49.000 --> 00:18:51.000]  一路去到八十九歲
[00:18:51.000 --> 00:18:53.000]  仍然未成就
[00:18:53.000 --> 00:18:55.000]  而神再一次重申
[00:18:55.000 --> 00:18:57.000]  他對他的應許
[00:18:57.000 --> 00:18:59.000]  而重申你的應許的時候
[00:18:59.000 --> 00:19:01.000]  還加碼
[00:19:01.000 --> 00:19:03.000]  什麼叫加碼呢?
[00:19:03.000 --> 00:19:05.000]  你看完他的應許的時候
[00:19:05.000 --> 00:19:06.000]  你真的發覺到
[00:19:06.000 --> 00:19:08.000]  那個已經難了
[00:19:08.000 --> 00:19:11.000]  你還要加多這個進去
[00:19:11.000 --> 00:19:14.000]  是不是更加難上加難呢?
[00:19:14.000 --> 00:19:18.000]  十七章一到第四節
[00:19:18.000 --> 00:19:19.000]  我們一起讀
[00:19:19.000 --> 00:19:22.000]  阿伯蘭年九十九歲的時候
[00:19:22.000 --> 00:19:24.000]  又向他顯然對他說
[00:19:24.000 --> 00:19:26.000]  我是全能的神
[00:19:26.000 --> 00:19:28.000]  你當在我面前作完全人
[00:19:28.000 --> 00:19:30.000]  我就與你立約
[00:19:30.000 --> 00:19:32.000]  使你的後裔極其繁多
[00:19:32.000 --> 00:19:34.000]  阿伯蘭俯伏在地
[00:19:34.000 --> 00:19:35.000]  神又對他說
[00:19:35.000 --> 00:19:36.000]  我與你立約
[00:19:36.000 --> 00:19:38.000]  你要作什麼?
[00:19:38.000 --> 00:19:42.000]  你要作多國之輔
[00:19:42.000 --> 00:19:45.000]  然後第五至第八節一起讀下去
[00:19:45.000 --> 00:19:46.000]  從此以後
[00:19:46.000 --> 00:19:48.000]  你的名不要再叫阿伯蘭
[00:19:48.000 --> 00:19:50.000]  你要叫阿伯罕
[00:19:50.000 --> 00:19:53.000]  因為我已立你作多國之輔
[00:19:53.000 --> 00:19:55.000]  我必使你的後裔極其繁多
[00:19:55.000 --> 00:19:57.000]  國道從你而出
[00:19:57.000 --> 00:19:58.000]  君王從你而出
[00:19:58.000 --> 00:20:01.000]  我要與你並你世世代代的後裔
[00:20:01.000 --> 00:20:02.000]  建立我的約
[00:20:02.000 --> 00:20:03.000]  作永遠的約
[00:20:03.000 --> 00:20:06.000]  並要作你和你後裔的神
[00:20:06.000 --> 00:20:08.000]  我要將你現在寄居的地
[00:20:08.000 --> 00:20:10.000]  就是迦南全地
[00:20:10.000 --> 00:20:11.000]  賜給你和你的後裔
[00:20:11.000 --> 00:20:12.000]  永遠為業
[00:20:12.000 --> 00:20:15.000]  我又作談的神
[00:20:15.000 --> 00:20:16.000]  弟兄姊妹
[00:20:16.000 --> 00:20:18.000]  在這段聖經當中
