
[00:00:00.000 --> 00:00:04.000]  今年聖誕將會是一個怎樣的聖誕呢?
[00:04:54.000 --> 00:05:00.000]  沿途充滿著飢餓、殺戮和恐慌
[00:05:00.000 --> 00:05:06.000]  如果這個是香港曾經有過的聖誕
[00:05:06.000 --> 00:05:08.000]  你在比對起來
[00:05:08.000 --> 00:05:10.000]  我覺得很快取
[00:05:10.000 --> 00:05:14.000]  今年的聖誕仍然是平安
[00:05:14.000 --> 00:05:18.000]  仍然是可以有意義開心的
[00:05:18.000 --> 00:05:19.000]  講遠一點
[00:05:19.000 --> 00:05:22.000]  昨天我看電視才知道
[00:05:22.000 --> 00:05:26.000]  是南京大屠殺70週年的紀念
[00:05:26.000 --> 00:05:29.000]  我記得有幾齣中外合資的電影
[00:05:29.000 --> 00:05:38.000]  都是講當時日軍佔領南京和中國某些城市的場景
[00:05:38.000 --> 00:05:40.000]  在天主教的教堂
[00:05:40.000 --> 00:05:42.000]  或者基督教的教堂裏面
[00:05:42.000 --> 00:05:45.000]  就收容很多的女學生
[00:05:45.000 --> 00:05:50.000]  誰知日軍仍然是來敲門
[00:05:50.000 --> 00:05:56.000]  神父或者牧師去保護被槍殺、犧牲
[00:05:56.000 --> 00:05:59.000]  後來有一幕
[00:05:59.000 --> 00:06:05.000]  在唱聖誕詩那種樂韻、那種氛圍底下
[00:06:05.000 --> 00:06:09.000]  日軍將一些學生拉出去
[00:06:09.000 --> 00:06:12.000]  強暴、槍殺
[00:06:12.000 --> 00:06:19.000]  原來在聖誕講到平安夜的場景裏面
[00:06:19.000 --> 00:06:21.000]  在實際人間裏面
[00:06:21.000 --> 00:06:23.000]  是可以這麼殘酷
[00:06:23.000 --> 00:06:25.000]  是可以這麼污穢
[00:06:25.000 --> 00:06:28.000]  有一齣電影是西片
[00:06:28.000 --> 00:06:30.000]  講到第一次世界大戰
[00:06:30.000 --> 00:06:35.000]  是敵對的傷軍在戰壕裏面
[00:06:35.000 --> 00:06:36.000]  平安夜
[00:06:36.000 --> 00:06:40.000]  一邊用德文唱平安夜那首歌
[00:06:40.000 --> 00:06:45.000]  另一邊用英文唱Silent Night那首歌
[00:06:45.000 --> 00:06:46.000]  唱著唱著
[00:06:46.000 --> 00:06:48.000]  大家舉起頭來
[00:06:48.000 --> 00:06:49.000]  唱著唱著
[00:06:49.000 --> 00:06:52.000]  大家拿著瓶酒走出戰壕
[00:06:52.000 --> 00:06:53.000]  唱著唱著
[00:06:53.000 --> 00:06:56.000]  大家去到雙方無人的地方
[00:06:56.000 --> 00:06:58.000]  互相擁抱
[00:06:58.000 --> 00:07:01.000]  互相喝酒
[00:07:01.000 --> 00:07:04.000]  但電影最悲劇的地方就是
[00:07:04.000 --> 00:07:06.000]  唱完平安夜之後
[00:07:06.000 --> 00:07:07.000]  喝完酒之後
[00:07:07.000 --> 00:07:10.000]  雙方的軍隊要回到戰壕
[00:07:10.000 --> 00:07:14.000]  繼續用機關槍掃射對方
[00:07:14.000 --> 00:07:19.000]  繼續衝刺殺戮對方
[00:07:19.000 --> 00:07:20.000]  平安夜不代表
[00:07:20.000 --> 00:07:26.000]  這個世界裏面所有地方真正有平安
[00:07:26.000 --> 00:07:27.000]  但是反過來
[00:07:27.000 --> 00:07:30.000]  正因為這個世界很多地方沒有平安
[00:07:30.000 --> 00:07:32.000]  《聖經》裏面的訊息
[00:07:32.000 --> 00:07:34.000]  就要告訴我們
[00:07:34.000 --> 00:07:39.000]  真正的平安是來自內心裏面
[00:07:39.000 --> 00:07:44.000]  上帝差派的兒子降生在內心裏面
[00:07:44.000 --> 00:07:46.000]  真正的力量平安
[00:07:46.000 --> 00:07:50.000]  不是在這個世界有一處樂土
[00:07:50.000 --> 00:07:52.000]  除非天國降臨
[00:07:52.000 --> 00:07:55.000]  否則我們要從信仰
[00:07:55.000 --> 00:07:59.000]  從耶穌基督的應許盼望裏面
[00:07:59.000 --> 00:08:00.000]  獲得平安
[00:08:00.000 --> 00:08:04.000]  將平安的訊息傳開去
[00:08:04.000 --> 00:08:07.000]  聖誕節是一個和平歡樂的節日
[00:08:07.000 --> 00:08:09.000]  所以我們今天要來思想
[00:08:09.000 --> 00:08:14.000]  以蔡書一段有關耶穌基督降生的寓言
[00:08:14.000 --> 00:08:19.000]  從第七章到十二章的以馬內利寓言
[00:08:19.000 --> 00:08:21.000]  以蔡書是一卷
[00:08:21.000 --> 00:08:24.000]  《聖經》裏面除了詩篇之外
[00:08:24.000 --> 00:08:26.000]  最長的一卷書卷
[00:08:26.000 --> 00:08:28.000]  有六十六章
[00:08:28.000 --> 00:08:31.000]  裏面有一個貫徹的訊息
[00:08:31.000 --> 00:08:35.000]  就講到受高者尼塞亞的降臨
[00:08:35.000 --> 00:08:39.000]  他在這個世間裏面為人犧牲
[00:08:39.000 --> 00:08:41.000]  前面七至十二章
[00:08:41.000 --> 00:08:44.000]  這個寓言叫以馬內利寓言
[00:08:44.000 --> 00:08:47.000]  就講耶穌基督怎樣降生
[00:08:47.000 --> 00:08:49.000]  受高者救主怎樣降生
[00:08:49.000 --> 00:08:51.000]  來到這個世界
[00:08:51.000 --> 00:08:54.000]  然後由第四十章一直下去
[00:08:54.000 --> 00:08:57.000]  就稱為一個僕人之詩的寓言
[00:08:57.000 --> 00:08:59.000]  講到這個受高者
[00:08:59.000 --> 00:09:03.000]  是要成為一個卑微的僕人
[00:09:03.000 --> 00:09:07.000]  是為人的罪犧牲受欺凌死去
[00:09:07.000 --> 00:09:11.000]  然後救贖才能夠出現
[00:09:11.000 --> 00:09:14.000]  最近在亞洲協會
[00:09:14.000 --> 00:09:19.000]  亞洲協會在港麗酒店那條斜路上去
[00:09:19.000 --> 00:09:22.000]  英國文化協會再斜對面
[00:09:22.000 --> 00:09:24.000]  那個叫亞洲協會
[00:09:24.000 --> 00:09:29.000]  展出了死海古卷的複印本
[00:09:29.000 --> 00:09:35.000]  和中國教士早期來到中國的舊書籍
[00:09:35.000 --> 00:09:37.000]  另外一樣
[00:09:37.000 --> 00:09:39.000]  香港這次展出最特別的
[00:09:39.000 --> 00:09:45.000]  就是一個圓錐的石柱
[00:09:45.000 --> 00:09:49.000]  裡面用這些墨水寫了87行字
[00:09:49.000 --> 00:09:54.000]  這個叫加巴列啟示的石板
[00:09:54.000 --> 00:09:57.000]  是繼考古學以來
[00:09:57.000 --> 00:10:02.000]  被稱為另外一個人類最重要的考古學發現
[00:10:02.000 --> 00:10:05.000]  其實裡面的信息和我們今天所講
[00:10:05.000 --> 00:10:09.000]  以馬耐利寓言的信息十分相似
[00:10:09.000 --> 00:10:14.000]  講到耶路撒冷被北方的大軍所圍困
[00:10:14.000 --> 00:10:16.000]  在圍城當中
[00:10:16.000 --> 00:10:20.000]  神要興起一個人
[00:10:20.000 --> 00:10:22.000]  這個叫受高者
[00:10:22.000 --> 00:10:24.000]  他死後三日復活
[00:10:24.000 --> 00:10:28.000]  他要成為這個圍困的解救
[00:10:28.000 --> 00:10:32.000]  我在參觀和比對下我覺得和
[00:10:32.000 --> 00:10:36.000]  以馬耐利寓言十分相似
[00:10:36.000 --> 00:10:41.000]  那這個以馬耐利寓言究竟是講什麼呢
[00:10:41.000 --> 00:10:46.000]  他講就是在公元前第八世紀
[00:10:46.000 --> 00:10:51.000]  當時以色列分成南北兩國
[00:10:51.000 --> 00:10:54.000]  北角的以色列聯繫了
[00:10:54.000 --> 00:10:59.000]  現在黎巴嫩敘利亞的一個國家叫阿蘭國
[00:10:59.000 --> 00:11:02.000]  要圍攻南角猶大
[00:11:02.000 --> 00:11:05.000]  逼他一起結成聯盟
[00:11:05.000 --> 00:11:09.000]  去對方北方當時一個壟斷性的強權
[00:11:09.000 --> 00:11:11.000]  叫做亞述國
[00:11:11.000 --> 00:11:15.000]  結果南角猶大求助於亞述
[00:11:15.000 --> 00:11:19.000]  圍困去的國家被殲滅
[00:11:19.000 --> 00:11:21.000]  但他自己也付了代價
[00:11:21.000 --> 00:11:23.000]  成為附庸國
[00:11:23.000 --> 00:11:27.000]  然後到阿克斯王的兒子希西加上來的時候
[00:11:27.000 --> 00:11:32.000]  他就想背叛離開這個壟斷性的強權
[00:11:32.000 --> 00:11:36.000]  他就求助於南部另外一個政治勢力
[00:11:36.000 --> 00:11:38.000]  就是埃及
[00:11:38.000 --> 00:11:40.000]  誰知在兩軍對陣的時候
[00:11:40.000 --> 00:11:42.000]  埃及就不出兵
[00:11:42.000 --> 00:11:45.000]  他就再一次被圍困
[00:11:45.000 --> 00:11:52.000]  他成為要年年進攻衰衰來朝的一個國家
[00:11:52.000 --> 00:11:55.000]  歷史的轉變很吊詭
[00:11:55.000 --> 00:12:02.000]  直至到這個亞述國又被一個新興的強權巴比倫所滅
[00:12:02.000 --> 00:12:04.000]  他就解困了
[00:12:04.000 --> 00:12:09.000]  但後來希西加就在這個新興強權王的面前
[00:12:09.000 --> 00:12:16.000]  展示自己國家的各樣的財富的豐足
[00:12:16.000 --> 00:12:21.000]  結果就導致巴比倫滅了南角
[00:12:21.000 --> 00:12:27.000]  而以色列人的歷史是要到2000年後
[00:12:27.000 --> 00:12:35.000]  才能夠再一次成為第二次世界大戰後以色列的國家
[00:12:35.000 --> 00:12:42.000]  那段歷史的背景就是這樣重重國際間的政治強權
[00:12:42.000 --> 00:12:46.000]  國與國之間的政治勢力底下
[00:12:46.000 --> 00:12:49.000]  這個以瑪利利預言的信息
[00:12:49.000 --> 00:12:55.000]  就成為當時南角人民他們心裏獲得平安
[00:12:55.000 --> 00:12:57.000]  這個信息講什麼呢
[00:12:57.000 --> 00:13:02.000]  就是在困境當中神要給我們一個兆頭
[00:13:02.000 --> 00:13:07.000]  兆頭就是一個記號一個信息
[00:13:07.000 --> 00:13:12.000]  給我們心裏能夠安頓下來
[00:13:12.000 --> 00:13:19.000]  這個兆頭是預言有一個小孩子的出生
[00:13:19.000 --> 00:13:26.000]  他的名字要叫做以瑪利利的兆頭
[00:13:26.000 --> 00:13:31.000]  就是說神的拯救是需要一個過程
[00:13:31.000 --> 00:13:33.000]  需要一個時間
[00:13:33.000 --> 00:13:35.000]  需要一個階段
[00:13:35.000 --> 00:13:37.000]  未能夠即時來到
[00:13:37.000 --> 00:13:39.000]  但是先給他信號
[00:13:39.000 --> 00:13:44.000]  我們過馬路除了紅燈綠燈
[00:13:44.000 --> 00:13:46.000]  開車有黃燈
[00:13:46.000 --> 00:13:48.000]  紅燈就是紅燈
[00:13:48.000 --> 00:13:50.000]  過或不過
[00:13:50.000 --> 00:13:51.000]  綠燈就是綠燈
[00:13:51.000 --> 00:13:52.000]  為什麼要黃燈
[00:13:52.000 --> 00:13:55.000]  黃燈是一個兆頭
[00:13:55.000 --> 00:14:03.000]  就是會轉變成為停止或者繼續前進的一個信號
[00:14:03.000 --> 00:14:06.000]  兆頭的意思就是說
[00:14:06.000 --> 00:14:12.000]  神的拯救是未一時之間會改變來到
[00:14:12.000 --> 00:14:14.000]  需要一個過程
[00:14:14.000 --> 00:14:20.000]  但是神應許一定是改變和拯救
[00:14:20.000 --> 00:14:22.000]  所以給你的記號
[00:14:22.000 --> 00:14:24.000]  再舉個例子就是
[00:14:24.000 --> 00:14:27.000]  如果你去外國超級市場買東西
[00:14:27.000 --> 00:14:31.000]  報紙明明說一元一隻雞
[00:14:31.000 --> 00:14:34.000]  去到沒有一元一隻雞
[00:14:34.000 --> 00:14:36.000]  他說我現在暫時存貨沒有
[00:14:36.000 --> 00:14:38.000]  但是我都會給你
[00:14:38.000 --> 00:14:41.000]  他就給你一張叫做下雨的支票
[00:14:41.000 --> 00:14:44.000]  你聽過叫做下雨的支票沒有
[00:14:44.000 --> 00:14:47.000]  我照直譯叫rain check
[00:14:47.000 --> 00:14:49.000]  就是下雨的支票
[00:14:49.000 --> 00:14:51.000]  你看著他欲哭無淚
[00:14:51.000 --> 00:14:53.000]  雞還沒到手
[00:14:53.000 --> 00:14:55.000]  所以叫做下雨的支票
[00:14:55.000 --> 00:14:57.000]  就是說當我有貨的時候
[00:14:57.000 --> 00:14:59.000]  我承諾
[00:14:59.000 --> 00:15:01.000]  我這個廣告裡面一元雞
[00:15:01.000 --> 00:15:04.000]  你是一元買到一隻雞
[00:15:04.000 --> 00:15:05.000]  昨天工展會
[00:15:05.000 --> 00:15:06.000]  一元有魚翅
[00:15:06.000 --> 00:15:07.000]  一元有花膠
[00:15:07.000 --> 00:15:08.000]  都容易
[00:15:08.000 --> 00:15:10.000]  魚翅剪到碎碎
[00:15:10.000 --> 00:15:12.000]  放進膠袋
[00:15:12.000 --> 00:15:13.000]  但是一元的冷氣機
[00:15:13.000 --> 00:15:15.000]  我都沒想到貨版
[00:15:15.000 --> 00:15:18.000]  怎樣一元冷氣機
[00:15:18.000 --> 00:15:20.000]  塑膠的
[00:15:20.000 --> 00:15:21.000]  還是爛的那些
[00:15:21.000 --> 00:15:22.000]  回收的那些
[00:15:22.000 --> 00:15:24.000]  一元的冷氣機
[00:15:24.000 --> 00:15:26.000]  你們有沒有人買到一元冷氣機
[00:15:26.000 --> 00:15:27.000]  看看是怎樣
[00:15:27.000 --> 00:15:29.000]  一元的冷氣機很特別
[00:15:29.000 --> 00:15:31.000]  兆頭就是這樣
[00:15:31.000 --> 00:15:34.000]  那樣東西神應許會給你
[00:15:34.000 --> 00:15:35.000]  會發生
[00:15:35.000 --> 00:15:37.000]  但是因為我們的信心軟弱
[00:15:37.000 --> 00:15:39.000]  我們在等的過程裡面
[00:15:39.000 --> 00:15:40.000]  我們覺得
[00:15:40.000 --> 00:15:42.000]  神究竟是不是
[00:15:42.000 --> 00:15:44.000]  祂就先給你的兆頭
[00:15:44.000 --> 00:15:45.000]  這個兆頭
[00:15:45.000 --> 00:15:48.000]  好像第七章十一節
[00:15:48.000 --> 00:15:49.000]  所講就是說
[00:15:49.000 --> 00:15:51.000]  你向神求
[00:15:51.000 --> 00:15:53.000]  但是阿斯和不敢求
[00:15:53.000 --> 00:15:56.000]  神就自己來給他
[00:15:56.000 --> 00:15:59.000]  這個兆頭就是同類懷孕生子
[00:15:59.000 --> 00:16:02.000]  預表神的同在
[00:16:02.000 --> 00:16:04.000]  但是我們實際看經文
[00:16:04.000 --> 00:16:06.000]  在當時的時候
[00:16:06.000 --> 00:16:07.000]  我們不要這麼快
[00:16:07.000 --> 00:16:09.000]  一跳跳到馬克福音
[00:16:09.000 --> 00:16:10.000]  哇
[00:16:10.000 --> 00:16:12.000]  是不是這個馬太福音
[00:16:12.000 --> 00:16:14.000]  在馬太福音就應驗了
[00:16:14.000 --> 00:16:15.000]  以色列書裡面
[00:16:15.000 --> 00:16:18.000]  耶穌就是這裡所講的孩子
[00:16:18.000 --> 00:16:19.000]  但是其實
[00:16:19.000 --> 00:16:21.000]  神的預言
[00:16:21.000 --> 00:16:23.000]  在歷史當時
[00:16:23.000 --> 00:16:25.000]  是有多次的應驗
[00:16:25.000 --> 00:16:27.000]  所以祂在當時
[00:16:27.000 --> 00:16:29.000]  講這個新生嬰孩
[00:16:29.000 --> 00:16:31.000]  是指著
[00:16:31.000 --> 00:16:34.000]  耳塞眼先知兩個兒子
[00:16:34.000 --> 00:16:37.000]  特別祂兩個兒子的名詞
[00:16:37.000 --> 00:16:40.000]  對當時歷史的情景
[00:16:40.000 --> 00:16:44.000]  是很有象徵和寓意的意義
[00:16:44.000 --> 00:16:47.000]  在這裡說到
[00:16:47.000 --> 00:16:49.000]  那些人任憑你們同謀終歸無有
[00:16:49.000 --> 00:16:52.000]  任憑你們現定終不成立
[00:16:52.000 --> 00:16:54.000]  因為神與我們同在
[00:16:54.000 --> 00:16:57.000]  無論你怎樣將猶太國
[00:16:57.000 --> 00:17:00.000]  來到宰割一些不平等條約
[00:17:00.000 --> 00:17:03.000]  神真正成為同在
[00:17:03.000 --> 00:17:06.000]  這個耳塞眼生了兩個兒子
[00:17:06.000 --> 00:17:08.000]  第一個兒子很難讀的
[00:17:08.000 --> 00:17:09.000]  十個字
[00:17:09.000 --> 00:17:14.000]  馬克爾沙拉勒哈斯巴斯
[00:17:14.000 --> 00:17:16.000]  你可不可以讀
[00:17:16.000 --> 00:17:18.000]  這個叫Tongue Twister
[00:17:18.000 --> 00:17:20.000]  你想練你的口齒伶俐
[00:17:20.000 --> 00:17:21.000]  就讀這些
[00:17:21.000 --> 00:17:25.000]  再用四川河南的普通話讀一次
[00:17:25.000 --> 00:17:27.000]  更加適合
[00:17:27.000 --> 00:17:30.000]  我記得以前朱利安德斯
[00:17:30.000 --> 00:17:32.000]  唱過一首歌
[00:17:32.000 --> 00:17:33.000]  Mary Poppins
[00:17:33.000 --> 00:17:36.000]  好像是否譯作歡樂滿人間
[00:17:36.000 --> 00:17:40.000]  有一個二十三個字母的節
[00:17:40.000 --> 00:17:43.000]  叫Supercalifragilisticexpialidocious
[00:17:43.000 --> 00:17:46.000]  我初中的時候已經背得到
[00:17:46.000 --> 00:17:49.000]  Supercalifragilisticexpialidocious
[00:17:49.000 --> 00:17:53.000]  Mary Poppins裏面其中一首歌
[00:17:53.000 --> 00:17:56.000]  這個名字更巧口
[00:17:56.000 --> 00:17:59.000]  無論它怎樣巧口
[00:17:59.000 --> 00:18:01.000]  其實意思只有一個
[00:18:01.000 --> 00:18:03.000]  在一些和合本聖經
[00:18:03.000 --> 00:18:05.000]  有列出的意思
[00:18:05.000 --> 00:18:08.000]  就是老略出臨
[00:18:08.000 --> 00:18:11.000]  搶奪快到
[00:18:11.000 --> 00:18:14.000]  為何他們改成這樣
[00:18:14.000 --> 00:18:16.000]  好像路德基
[00:18:16.000 --> 00:18:18.000]  以色列的名字都很有趣
[00:18:18.000 --> 00:18:20.000]  基年馬倫
[00:18:20.000 --> 00:18:21.000]  一個叫病疾
[00:18:21.000 --> 00:18:22.000]  一個死亡
[00:18:22.000 --> 00:18:23.000]  與姓陳
[00:18:23.000 --> 00:18:25.000]  陳病陳死
[00:18:25.000 --> 00:18:26.000]  兩個人
[00:18:26.000 --> 00:18:27.000]  很少這樣
[00:18:27.000 --> 00:18:29.000]  有些叫勝利
[00:18:29.000 --> 00:18:30.000]  有些叫國慶
[00:18:30.000 --> 00:18:31.000]  有些叫光復
[00:18:31.000 --> 00:18:32.000]  我都見
[00:18:32.000 --> 00:18:35.000]  代表著一些時刻裏面
[00:18:35.000 --> 00:18:38.000]  是這樣的
[00:18:38.000 --> 00:18:40.000]  國內有些人
[00:18:40.000 --> 00:18:41.000]  在大躍進
[00:18:41.000 --> 00:18:43.000]  他的兒子叫躍進
[00:18:43.000 --> 00:18:45.000]  就是大躍進那個階段
[00:18:45.000 --> 00:18:48.000]  有個人叫文革
[00:18:48.000 --> 00:18:50.000]  這個慘了
[00:18:50.000 --> 00:18:52.000]  名字叫文革
[00:18:52.000 --> 00:18:55.000]  可能現在開放叫開放
[00:18:55.000 --> 00:18:56.000]  陳開放
[00:18:56.000 --> 00:18:57.000]  陳文革
[00:18:57.000 --> 00:18:58.000]  陳躍進
[00:18:58.000 --> 00:19:00.000]  都幾好聽
[00:19:00.000 --> 00:19:02.000]  如果中國人的名字
[00:19:02.000 --> 00:19:04.000]  都有種寓意
[00:19:04.000 --> 00:19:05.000]  希伯來人
[00:19:05.000 --> 00:19:06.000]  他從諧音
[00:19:06.000 --> 00:19:08.000]  然後找那個字
[00:19:08.000 --> 00:19:10.000]  那個字根
[00:19:10.000 --> 00:19:14.000]  有這樣的含義在裏面
[00:19:14.000 --> 00:19:16.000]  另外一個兒子容易些
[00:19:16.000 --> 00:19:18.000]  四個字叫斯瓦
[00:19:18.000 --> 00:19:20.000]  斯瓦瓦述
[00:19:20.000 --> 00:19:23.000]  就是被擄之後
[00:19:23.000 --> 00:19:26.000]  剩餘下來的子民
[00:19:26.000 --> 00:19:28.000]  會歸回
[00:19:28.000 --> 00:19:29.000]  兩個名字是剛剛好
[00:19:29.000 --> 00:19:31.000]  對比很不同
[00:19:31.000 --> 00:19:32.000]  一個就是說
[00:19:32.000 --> 00:19:34.000]  審判將要臨到
[00:19:34.000 --> 00:19:35.000]  一個呢
[00:19:35.000 --> 00:19:38.000]  是必然獲得救贖
[00:19:38.000 --> 00:19:39.000]  腎腰直腸
[00:19:39.000 --> 00:19:41.000]  耳朵下先知
[00:19:41.000 --> 00:19:43.000]  兩個兒子的名字
[00:19:43.000 --> 00:19:46.000]  就好像直著路德的
[00:19:46.000 --> 00:19:49.000]  這個路德丈夫
[00:19:49.000 --> 00:19:51.000]  他們的名字
[00:19:51.000 --> 00:19:53.000]  又好像直著何西那先知
[00:19:53.000 --> 00:19:56.000]  他兒女的名字
[00:19:56.000 --> 00:19:58.000]  這個兒女的出生
[00:19:58.000 --> 00:20:01.000]  代表神的開始工作
[00:20:01.000 --> 00:20:03.000]  新的時代要開始了
[00:20:03.000 --> 00:20:04.000]  所以呢
[00:20:04.000 --> 00:20:06.000]  這兩個名字
[00:20:06.000 --> 00:20:08.000]  是作為一個兆頭
[00:20:08.000 --> 00:20:10.000]  就是有小孩子出世
[00:20:10.000 --> 00:20:13.000]  他的名字要改為
[00:20:13.000 --> 00:20:16.000]  提醒猶大的子民
[00:20:16.000 --> 00:20:17.000]  百姓
[00:20:17.000 --> 00:20:19.000]  要有一個改變
[00:20:19.000 --> 00:20:20.000]  那好了
[00:20:20.000 --> 00:20:22.000]  這兩個名字都不同
[00:20:22.000 --> 00:20:23.000]  明明說以馬來理
[00:20:23.000 --> 00:20:25.000]  神與同在
[00:20:25.000 --> 00:20:28.000]  在這裏的理解就是說
[00:20:28.000 --> 00:20:31.000]  無論審判很快就臨到
[00:20:31.000 --> 00:20:34.000]  或者是必然得到救贖
[00:20:34.000 --> 00:20:36.000]  兩者這個過程裏面
[00:20:36.000 --> 00:20:39.000]  我們可以經歷到神的同在
[00:20:39.000 --> 00:20:41.000]  但這個是真實
[00:20:41.000 --> 00:20:43.000]  在我們基督徒的經驗裏面
[00:20:43.000 --> 00:20:44.000]  我們是不是
